
[00:00:00.000 --> 00:00:06.000]  今天我有兩方面要和大家分享
[00:06:34.000 --> 00:06:37.000]  又向他宣告他征戰的日子已經滿了
[00:06:37.000 --> 00:06:39.000]  他的罪孽赦免了
[00:06:39.000 --> 00:06:43.000]  他自己一切的罪從耶和華手中
[00:06:43.000 --> 00:06:45.000]  是加倍受罰
[00:06:45.000 --> 00:06:47.000]  但是有人聲喊著說
[00:06:47.000 --> 00:06:50.000]  在曠野預備耶和華的路
[00:06:50.000 --> 00:06:54.000]  在沙漠地修平我們神的道
[00:06:54.000 --> 00:06:57.000]  然後就說尼賽亞的悼念
[00:06:57.000 --> 00:06:58.000]  一路說尼賽亞
[00:06:58.000 --> 00:07:02.000]  所以以賽亞書第四十章開始
[00:07:02.000 --> 00:07:04.000]  有很多安慰的話
[00:07:04.000 --> 00:07:06.000]  說神沒有忘記你
[00:07:06.000 --> 00:07:08.000]  你的罪孽也會得到赦免
[00:07:08.000 --> 00:07:12.000]  但為什麼平安能夠臨到他們呢
[00:07:12.000 --> 00:07:14.000]  為什麼他們能夠得到安慰呢
[00:07:14.000 --> 00:07:16.000]  就是因為尼賽亞會來到
[00:07:16.000 --> 00:07:19.000]  然後到以賽亞書第五十三章的時候
[00:07:19.000 --> 00:07:21.000]  是將主耶穌的一生
[00:07:21.000 --> 00:07:24.000]  是很清楚的寫下來
[00:07:24.000 --> 00:07:26.000]  說主耶穌是一個卑微的人
[00:07:26.000 --> 00:07:27.000]  是一個受苦的人
[00:07:27.000 --> 00:07:29.000]  沒有佳容美貌
[00:07:29.000 --> 00:07:32.000]  他來到人眾要為
[00:07:32.000 --> 00:07:34.000]  他被神苦待
[00:07:34.000 --> 00:07:37.000]  誰知道原來他受痛苦
[00:07:37.000 --> 00:07:41.000]  讓我們能夠得到醫治
[00:07:41.000 --> 00:07:44.000]  所以耶穌基督整個的一生
[00:07:44.000 --> 00:07:46.000]  是很清楚的描述出來
[00:07:46.000 --> 00:07:47.000]  還有很奇妙的就是
[00:07:47.000 --> 00:07:49.000]  你去到第六十六章那裡
[00:07:49.000 --> 00:07:52.000]  六十六章竟然是說到新天新地
[00:07:52.000 --> 00:07:55.000]  就好像聖經去到最後
[00:07:55.000 --> 00:07:58.000]  啟示錄的時候是說到新天新地
[00:07:58.000 --> 00:07:59.000]  換句話說
[00:07:59.000 --> 00:08:00.000]  整本以賽亞書
[00:08:00.000 --> 00:08:03.000]  好像就是整本聖經的縮影
[00:08:03.000 --> 00:08:05.000]  由第四十章開始
[00:08:05.000 --> 00:08:06.000]  一直到第六十六章
[00:08:06.000 --> 00:08:10.000]  就好像是聖經的新約裡面所說的一樣
[00:08:10.000 --> 00:08:11.000]  所以很奇妙
[00:08:11.000 --> 00:08:12.000]  我很鼓勵大家
[00:08:12.000 --> 00:08:15.000]  回去讀讀以賽亞書
[00:08:15.000 --> 00:08:16.000]  很奇妙
[00:08:16.000 --> 00:08:20.000]  我和Edward的太太
[00:08:20.000 --> 00:08:22.000]  我們有四五十位
[00:08:22.000 --> 00:08:27.000]  在北加州東灣的頂姐妹
[00:08:27.000 --> 00:08:29.000]  我想我們用了大概七個月
[00:08:29.000 --> 00:08:30.000]  八個月的時間
[00:08:30.000 --> 00:08:32.000]  我們查了六十六章
[00:08:32.000 --> 00:08:33.000]  以賽亞書
[00:08:33.000 --> 00:08:35.000]  那時候沒有錄音的
[00:08:35.000 --> 00:08:36.000]  沒有想到錄音的
[00:08:36.000 --> 00:08:38.000]  我們一個星期一個星期這樣說
[00:08:38.000 --> 00:08:39.000]  星期二晚
[00:08:39.000 --> 00:08:41.000]  但是講義就全部在我網上
[00:08:41.000 --> 00:08:42.000]  你可以去看回
[00:08:42.000 --> 00:08:45.000]  每一章以賽亞書的講義
[00:08:45.000 --> 00:08:48.000]  很奇妙的一本書
[00:08:48.000 --> 00:08:50.000]  奇妙到裡面的寓言
[00:08:50.000 --> 00:08:54.000]  講到耶穌基督來的事公
[00:08:54.000 --> 00:08:57.000]  詳細的程度
[00:08:57.000 --> 00:08:59.000]  我們那天在會堂那裡
[00:08:59.000 --> 00:09:00.000]  那一刻說
[00:09:00.000 --> 00:09:02.000]  以賽亞書第六十一章
[00:09:02.000 --> 00:09:05.000]  講到尼塞亞尼是做什麼的
[00:09:05.000 --> 00:09:09.000]  所以在主流的社會
[00:09:09.000 --> 00:09:12.000]  長久以來都對以賽亞書
[00:09:12.000 --> 00:09:14.000]  有一個大問號
[00:09:14.000 --> 00:09:19.000]  沒有理由可以在主耶穌來之前的七八年
[00:09:19.000 --> 00:09:22.000]  以賽亞就是主前七八年
[00:09:22.000 --> 00:09:24.000]  能夠講到七八年後
[00:09:24.000 --> 00:09:26.000]  尼塞亞尼所做的事
[00:09:26.000 --> 00:09:29.000]  是講得這麼詳細的
[00:09:29.000 --> 00:09:30.000]  所以很多人說
[00:09:30.000 --> 00:09:33.000]  其實以賽亞不止一個作者
[00:09:33.000 --> 00:09:35.000]  以賽亞四十章之前是一個作者
[00:09:35.000 --> 00:09:37.000]  但是一到四十章
[00:09:37.000 --> 00:09:40.000]  後面所講尼塞亞的事公
[00:09:40.000 --> 00:09:42.000]  一定是主耶穌來之後
[00:09:42.000 --> 00:09:45.000]  可能是一百年三百年五百年
[00:09:45.000 --> 00:09:49.000]  有別人用以賽亞的名字加上去
[00:09:49.000 --> 00:09:51.000]  所以這些不是語言
[00:09:51.000 --> 00:09:53.000]  這些是歷史
[00:09:53.000 --> 00:09:54.000]  耶穌已經出現了
[00:09:54.000 --> 00:09:55.000]  人人都認識他
[00:09:55.000 --> 00:09:57.000]  然後有人再寫出來
[00:09:57.000 --> 00:09:59.000]  當然是準確
[00:09:59.000 --> 00:10:01.000]  所以有一個大問號
[00:10:01.000 --> 00:10:03.000]  到底以賽亞有多少個作者
[00:10:03.000 --> 00:10:06.000]  以賽亞書是不是有別的作者
[00:10:06.000 --> 00:10:08.000]  在耶穌來之後
[00:10:08.000 --> 00:10:10.000]  再寫下耶穌的事公
[00:10:10.000 --> 00:10:12.000]  將他連接在一起
[00:10:12.000 --> 00:10:13.000]  說這本是以賽亞書
[00:10:13.000 --> 00:10:14.000]  當然是準確
[00:10:14.000 --> 00:10:16.000]  這是後面補上去的
[00:10:16.000 --> 00:10:20.000]  當這個死海古卷一找到的時候
[00:10:20.000 --> 00:10:23.000]  這是主耶穌來之前二百年的古卷
[00:10:23.000 --> 00:10:25.000]  裏面一打開的時候
[00:10:25.000 --> 00:10:27.000]  人們馬上看
[00:10:27.000 --> 00:10:30.000]  到底是不是六十六章書都在裏面
[00:10:30.000 --> 00:10:33.000]  奇妙的是全部都在裏面
[00:10:33.000 --> 00:10:35.000]  全部都是語言
[00:10:35.000 --> 00:10:37.000]  沒有後面加上去
[00:10:37.000 --> 00:10:40.000]  而且三十九到四十章
[00:10:40.000 --> 00:10:42.000]  中間是沒有斷的
[00:10:42.000 --> 00:10:47.000]  因為以前的書卷是沒有章沒有節的
[00:10:47.000 --> 00:10:49.000]  是一氣呵成的
[00:10:49.000 --> 00:10:52.000]  所以這本書好像是神特別保守了
[00:10:52.000 --> 00:10:54.000]  這本以賽亞書
[00:10:54.000 --> 00:10:56.000]  是讓成本找到出來
[00:10:56.000 --> 00:11:00.000]  那個時間就是在以色列要爭取獨立的時候
[00:11:00.000 --> 00:11:02.000]  神告訴他我沒有忘記你
[00:11:02.000 --> 00:11:03.000]  我要安慰你
[00:11:03.000 --> 00:11:05.000]  我要重建你的國度
[00:11:05.000 --> 00:11:07.000]  所以對他們整個來說
[00:11:07.000 --> 00:11:08.000]  是一個鼓舞
[00:11:08.000 --> 00:11:12.000]  對我們這些在外國讀以賽亞書的人
[00:11:12.000 --> 00:11:16.000]  很確定在一九四八年之後
[00:11:16.000 --> 00:11:20.000]  沒有人再說有兩個以賽亞書的作者
[00:11:20.000 --> 00:11:23.000]  如果今天說以賽亞書不是一氣呵成
[00:11:23.000 --> 00:11:26.000]  只要來看你們今天看的古卷
[00:11:26.000 --> 00:11:29.000]  可以看到裏面是完全一氣呵成的
[00:11:29.000 --> 00:11:31.000]  所以完全是神的預言
[00:11:31.000 --> 00:11:33.000]  非常非常奇妙
[00:11:33.000 --> 00:11:35.000]  第二個部分
[00:11:35.000 --> 00:11:39.000]  我要讀一節經文給大家聽
[00:11:39.000 --> 00:11:41.000]  馬可福音第十章
[00:11:41.000 --> 00:11:44.000]  沒有聖經的可以聽我讀
[00:11:44.000 --> 00:11:46.000]  有聖經的可以回去
[00:11:46.000 --> 00:11:50.000]  這裏記載了一個故事
[00:11:50.000 --> 00:11:55.000]  一件事我們應該都聽過
[00:11:55.000 --> 00:11:57.000]  你讀一學就想過了
[00:11:57.000 --> 00:12:02.000]  這件事是馬太、馬可、盧格都有記載的
[00:12:02.000 --> 00:12:06.000]  第十章第十七節
[00:12:06.000 --> 00:12:11.000]  耶穌出來行路的時候
[00:12:11.000 --> 00:12:16.000]  有一個人跑來跪在他面前
[00:12:16.000 --> 00:12:18.000]  問他說:良善的父子
[00:12:18.000 --> 00:12:23.000]  我當作什麼事才可以承受永生?
[00:12:23.000 --> 00:12:25.000]  第十八節
[00:12:25.000 --> 00:12:29.000]  耶穌對他說:你為什麼稱我是良善的?
[00:12:29.000 --> 00:12:34.000]  除了神一位之外再沒有良善的
[00:12:34.000 --> 00:12:36.000]  耶穌繼續對他說:
[00:12:36.000 --> 00:12:38.000]  誡命你是曉得的
[00:12:38.000 --> 00:12:43.000]  不可殺人、不可姦淫、不可偷渡、不可作假見證、不可窺負人
[00:12:43.000 --> 00:12:45.000]  當孝敬父母
[00:12:45.000 --> 00:12:49.000]  這個人對耶穌說:
[00:12:49.000 --> 00:12:54.000]  夫子,這一切我從小到今守了
[00:12:54.000 --> 00:12:56.000]  第十一節
[00:12:56.000 --> 00:12:59.000]  耶穌看著他就愛他
[00:12:59.000 --> 00:13:01.000]  對他說:你還缺少一件
[00:13:01.000 --> 00:13:04.000]  去變賣你所有的分級窮人
[00:13:04.000 --> 00:13:06.000]  就必有財寶在天上
[00:13:06.000 --> 00:13:09.000]  你還要來跟從我?
[00:13:09.000 --> 00:13:13.000]  他聽見者說:念上就變了色
[00:13:13.000 --> 00:13:15.000]  悠悠愁愁地走了
[00:13:15.000 --> 00:13:18.000]  因為他的產業很多
[00:13:18.000 --> 00:13:21.000]  這件事大家都聽過
[00:13:21.000 --> 00:13:25.000]  耶穌傳道的時候
[00:13:25.000 --> 00:13:29.000]  有一個人跑到他面前跪下
[00:13:29.000 --> 00:13:32.000]  說我還要做什麼才能夠承受永生
[00:13:32.000 --> 00:13:35.000]  這是一個很有道德的人
[00:13:35.000 --> 00:13:38.000]  這個人真的遵守了十誡裡
[00:13:38.000 --> 00:13:40.000]  後面的六誡
[00:13:40.000 --> 00:13:42.000]  後面的六誡就是對人
[00:13:42.000 --> 00:13:44.000]  十誡前面的四誡是對神的
[00:13:44.000 --> 00:13:46.000]  不可有別的神
[00:13:46.000 --> 00:13:48.000]  不可拜偶像
[00:13:48.000 --> 00:13:51.000]  後面的六誡是對人的
[00:13:51.000 --> 00:13:54.000]  耶穌說十誡後面的六誡
[00:13:54.000 --> 00:13:56.000]  這個人說我從小已經遵守
[00:13:56.000 --> 00:13:58.000]  耶穌沒有說你其實沒有
[00:13:58.000 --> 00:14:00.000]  你是一個虛偽的人
[00:14:00.000 --> 00:14:02.000]  耶穌沒有
[00:14:02.000 --> 00:14:04.000]  這個人真是一個很有道德的人
[00:14:04.000 --> 00:14:06.000]  但他的心都知道
[00:14:06.000 --> 00:14:09.000]  他的道德不能讓他得到永生
[00:14:09.000 --> 00:14:12.000]  所以他要跑去耶穌那裡
[00:14:12.000 --> 00:14:14.000]  跪在他面前
[00:14:14.000 --> 00:14:16.000]  很迫切地問耶穌
[00:14:16.000 --> 00:14:18.000]  要做什麼
[00:14:18.000 --> 00:14:22.000]  一個人憑著自己的手行為
[00:14:22.000 --> 00:14:24.000]  是不能夠得救的
[00:14:24.000 --> 00:14:28.000]  耶穌叫他還差一件事
[00:14:28.000 --> 00:14:31.000]  你變賣所有的東西來跟從我
[00:14:31.000 --> 00:14:33.000]  這個人就不能做到
[00:14:33.000 --> 00:14:35.000]  所以他就悠悠瘦瘦地走了
[00:14:35.000 --> 00:14:37.000]  因為他有很多產業
[00:14:37.000 --> 00:14:40.000]  原來這個人心中有偶像
[00:14:40.000 --> 00:14:43.000]  他守到後面的六誡
[00:14:43.000 --> 00:14:46.000]  他不能夠拜偶像
[00:14:46.000 --> 00:14:48.000]  他心中有偶像
[00:14:48.000 --> 00:14:50.000]  他不能拜這個
[00:14:50.000 --> 00:14:52.000]  耶穌給他這個難題
[00:14:52.000 --> 00:14:54.000]  耶穌沒有叫我們任何一個人
[00:14:54.000 --> 00:14:56.000]  變賣我們所有的東西來跟從他
[00:14:56.000 --> 00:14:58.000]  但耶穌看到他心中的偶像
[00:14:58.000 --> 00:15:00.000]  所以耶穌給他這個難題
[00:15:00.000 --> 00:15:04.000]  這個人就悠悠瘦瘦地走了
[00:15:04.000 --> 00:15:09.000]  在馬太福音和老家福音都有記載
[00:15:09.000 --> 00:15:11.000]  馬太福音是第十九章
[00:15:11.000 --> 00:15:13.000]  老家福音是第十八章
[00:15:13.000 --> 00:15:16.000]  他們給我們多一點資料
[00:15:16.000 --> 00:15:18.000]  原來這個人
[00:15:18.000 --> 00:15:19.000]  這裡沒有說
[00:15:19.000 --> 00:15:21.000]  這個人是一個年輕人
[00:15:21.000 --> 00:15:23.000]  是一個少年人
[00:15:23.000 --> 00:15:25.000]  而且老家告訴我們
[00:15:25.000 --> 00:15:29.000]  這個人是一個有錢的官
[00:15:29.000 --> 00:15:30.000]  做官的
[00:15:30.000 --> 00:15:33.000]  我們都知道耶穌基督時代
[00:15:33.000 --> 00:15:35.000]  是羅馬人統治的
[00:15:35.000 --> 00:15:37.000]  猶太人沒有自己國家
[00:15:37.000 --> 00:15:39.000]  那怎麼做官呢
[00:15:39.000 --> 00:15:41.000]  他們所謂的做官
[00:15:41.000 --> 00:15:47.000]  我想有些人好像尼哥底姆來見耶穌
[00:15:47.000 --> 00:15:49.000]  那是《約翰福音》第三章
[00:15:49.000 --> 00:15:51.000]  也是說他是一個官
[00:15:51.000 --> 00:15:53.000]  當時他們怎麼做官呢
[00:15:53.000 --> 00:15:55.000]  就是羅馬人被他們統治
[00:15:55.000 --> 00:15:57.000]  自己的猶太人
[00:15:57.000 --> 00:16:01.000]  有個議會St.Hedren
[00:16:01.000 --> 00:16:05.000]  St.Hedren是他們最高的猶太人統治
[00:16:05.000 --> 00:16:07.000]  是羅馬人授權他們
[00:16:07.000 --> 00:16:09.000]  可以統治猶太人
[00:16:09.000 --> 00:16:11.000]  但這個年輕人
[00:16:11.000 --> 00:16:14.000]  應該不是在St.Hedren裏面
[00:16:14.000 --> 00:16:17.000]  很可能是在會堂
[00:16:17.000 --> 00:16:19.000]  在Synagogue
[00:16:19.000 --> 00:16:21.000]  都有當地的領袖
[00:16:21.000 --> 00:16:24.000]  可能是一個當地的領袖
[00:16:24.000 --> 00:16:26.000]  所謂做官
[00:16:26.000 --> 00:16:28.000]  他都是有領袖階層
[00:16:28.000 --> 00:16:30.000]  不過未必是尼哥底姆的層次
[00:16:30.000 --> 00:16:32.000]  因為尼哥底姆年紀比較大
[00:16:32.000 --> 00:16:34.000]  應該是St.Hedren那種官
[00:16:34.000 --> 00:16:37.000]  這個官可能是Synagogue的官
[00:16:37.000 --> 00:16:39.000]  總之都是一個有頭有面
[00:16:39.000 --> 00:16:41.000]  是一個有錢仔
[00:16:41.000 --> 00:16:43.000]  但這個有錢仔
[00:16:43.000 --> 00:16:48.000]  不肯放棄他的財富
[00:16:48.000 --> 00:16:51.000]  一心專心的來跟從耶穌
[00:16:51.000 --> 00:16:54.000]  他就悠悠愁愁的走了
[00:16:54.000 --> 00:16:57.000]  為什麼我要說這段經文呢
[00:16:57.000 --> 00:17:02.000]  和我們今天看的有什麼關係呢
[00:17:02.000 --> 00:17:06.000]  每次當我看到這個故事的時候
[00:17:06.000 --> 00:17:11.000]  我心裏都很為這個年輕人惋惜
[00:17:11.000 --> 00:17:13.000]  你覺得很可惜
[00:17:13.000 --> 00:17:15.000]  如入寶山就空手會
[00:17:15.000 --> 00:17:17.000]  來到耶穌面前
[00:17:17.000 --> 00:17:19.000]  來到耶穌面前
[00:17:19.000 --> 00:17:22.000]  差一點點就不能跟隨耶穌
[00:17:22.000 --> 00:17:23.000]  如果是你的話
[00:17:23.000 --> 00:17:25.000]  你來到耶穌面前
[00:17:25.000 --> 00:17:26.000]  耶穌叫你這樣做
[00:17:26.000 --> 00:17:28.000]  你就可以來跟從我了
[00:17:28.000 --> 00:17:30.000]  你多大都拿著
[00:17:30.000 --> 00:17:35.000]  但這個年輕人竟然來到耶穌面前
[00:17:35.000 --> 00:17:39.000]  這麼接近這麼有心這麼好的一個人
[00:17:39.000 --> 00:17:41.000]  如果有個這樣的年輕人
[00:17:41.000 --> 00:17:44.000]  做你的女婿你說多好
[00:17:44.000 --> 00:17:47.000]  這是一個很優秀的年輕人
[00:17:47.000 --> 00:17:51.000]  就差一點點
[00:17:51.000 --> 00:17:54.000]  我就很為這個年輕人惋惜
[00:17:54.000 --> 00:17:55.000]  你真是這麼可惜
[00:17:55.000 --> 00:17:58.000]  差一點點你就空手會
[00:17:58.000 --> 00:18:00.000]  如入寶山空手會
[00:18:00.000 --> 00:18:02.000]  你真是失心
[00:18:02.000 --> 00:18:04.000]  沒有了這個年輕人
[00:18:04.000 --> 00:18:05.000]  沒有永生
[00:18:05.000 --> 00:18:06.000]  得不到永生
[00:18:06.000 --> 00:18:07.000]  真是很可惜
[00:18:07.000 --> 00:18:09.000]  很可惜
[00:18:09.000 --> 00:18:13.000]  如果這個故事停在這裏
[00:18:13.000 --> 00:18:15.000]  就真是很可惜
[00:18:15.000 --> 00:18:18.000]  這個年輕人是一個失落的年輕人
[00:18:18.000 --> 00:18:21.000]  很可惜
[00:18:21.000 --> 00:18:26.000]  再看馬可福音第十四章
[00:18:26.000 --> 00:18:29.000]  這裏有兩節經文
[00:18:29.000 --> 00:18:32.000]  我保證你從未聽過
[00:18:32.000 --> 00:18:36.000]  因為這兩節經文是很奇怪的
[00:18:36.000 --> 00:18:38.000]  馬可福音也是馬可福音
[00:18:38.000 --> 00:18:44.000]  第十四章第五十一和五十二節
[00:18:44.000 --> 00:18:46.000]  很不合常理的
[00:18:46.000 --> 00:18:48.000]  無端端走出這兩節經文
[00:18:48.000 --> 00:18:49.000]  我讀給大家聽
[00:18:49.000 --> 00:18:55.000]  有一個少年人赤身披著一塊麻布
[00:18:55.000 --> 00:18:57.000]  跟隨耶穌
[00:18:57.000 --> 00:18:59.000]  眾人捉拿他
[00:18:59.000 --> 00:19:04.000]  他卻丟了麻布赤身逃走了
[00:19:04.000 --> 00:19:05.000]  就是這樣
[00:19:05.000 --> 00:19:08.000]  有一個年輕人跟隨耶穌
[00:19:08.000 --> 00:19:10.000]  披著一塊麻布
[00:19:10.000 --> 00:19:12.000]  人們捉他
