
[00:00:00.000 --> 00:00:10.000]  在同打開剛才我們所讀的聖經在我們情緒丹的第八頁,詩篇四十二和四十三篇。
[00:05:41.000 --> 00:05:57.000]  這就是被權,我相信今天你和我最大的困擾就是我們發覺我們周圍的人都幫不了我們,連我們自己都幫不了我們,我們的政府幫不了我們,我們世界上的聯合國都幫不了我們。
[00:05:57.000 --> 00:06:13.000]  在這個時間我們的心就會沉,但是詩人說我們不是向著那裏看,我們試試轉一個方向向神看。於是我們就留意到原來在這兩篇詩篇裏面有四句話,詩人在那裏找到心靈的出路。
[00:06:13.000 --> 00:06:33.000]  希望我們結束這個崇拜的時候,用短短的時間和大家分享,大家拿著這四句話離開這裏,我們看看這四句話是什麼。第一,42篇的第六節,下半節那裏,詩人說我記念你,詩人說我記念神。
[00:06:33.000 --> 00:06:47.000]  第二句話,就是我們剛剛所讀的42篇最初那兩節,開頭那裏,詩人說我切務你,我渴賞神。
[00:06:47.000 --> 00:07:03.000]  第三句話,就是我們剛剛所讀的這三節的副歌,第五節,十一節和第五節,第四十三章的第五節,同一句話,胡道孟,詩人說什麼?
[00:07:03.000 --> 00:07:16.000]  我仰望神,我仰望你,身亦本亦早,我等候你,我將一切的希望放在神你自己的身上。
[00:07:16.000 --> 00:07:32.000]  第四句話,就是我們第四十三篇的第四節,最後那裏,我稱讚你,每一句話,第一句,我來紀念你。
[00:07:32.000 --> 00:07:37.000]  第二句,我來切賞你,我來渴賞你。
[00:07:37.000 --> 00:07:41.000]  第三句,我來仰望你。
[00:07:41.000 --> 00:07:44.000]  第四句,我來稱讚你。
[00:07:44.000 --> 00:07:53.000]  第五節,第二句話,詩人向神所說的話,成為了力量重新起來的地權。
[00:07:53.000 --> 00:08:03.000]  第一句,第二句,詩人說為什麼他說我要紀念你,我又要切務,我要渴賞神呢?
[00:08:03.000 --> 00:08:17.000]  第六節,詩人說得很清楚,有幾個地方他去紀念神,從約旦地,從黑門嶺,到米紮山。
[00:08:17.000 --> 00:08:28.000]  這幾個地方是什麼地方?有很多不同的討論,但肯定有一樣東西,就是這幾個地方越來越離開耶路撒冷很遠。
[00:08:28.000 --> 00:08:42.000]  約旦地在耶路撒冷的北邊,到黑門嶺已經去到泥巴嫩的東部,然後米紮山可能是遠處一個很小的,望過去的群山,很小的感覺。
[00:08:42.000 --> 00:08:48.000]  詩人越來越離開耶路撒冷,為什麼在這個時間他會紀念神呢?
[00:08:48.000 --> 00:08:53.000]  因為在這個時間裏面,他彷彿知道他沒有再機會在耶路撒冷敬拜神。
[00:08:53.000 --> 00:09:06.000]  他失去了這個機會,尤其是對比第四戰,我記得我以前有機會和眾人同往,領他們去到聖殿的時候那種歡樂的稱讚的聲音。
[00:09:06.000 --> 00:09:12.000]  我想到這些的事,我就極其悲傷,因為這些已經沒有了機會。
[00:09:12.000 --> 00:09:26.000]  當失去了這些敬拜機會的時候,詩人突然間感覺到,以往他時常都有機會去敬拜崇拜,時常都有機會去到聖殿,可能他就住在聖殿隔壁,一點都不覺得珍惜。
[00:09:26.000 --> 00:09:34.000]  現在他要離開了,以後沒有再有機會的時候,在這個時間,詩人突然間醒覺,失去的特別感覺到他珍貴。
[00:09:34.000 --> 00:09:49.000]  在這個時間,更加讓他去紀念神。紀念神在舊約的《聖經》裏面告訴我們最重要的訊息就是,什麼叫紀念神?就是重新將神等待在生命裏面成為主角,就是紀念。
[00:09:49.000 --> 00:10:01.000]  不是說我以前不記得你,以前都記得,不過沒有那麼緊張。現在因為失去的機會,我越來越感覺到,我應該將神重新等待在我生命裏面成為主角。
[00:10:01.000 --> 00:10:13.000]  以至詩人再發出第42篇第一、第二節所說的,我切勿你,我渴想你。為什麼切勿渴想?因為口渴,好像六渴無溪水一樣,都沒有水喝。
[00:10:13.000 --> 00:10:21.000]  口渴是很痛苦的,不過有口渴才明白原來喝水是那麼甘甜的,大家下季都試過,是不是?
[00:10:21.000 --> 00:10:40.000]  很口渴的時候,每一口水都特別甘甜,我明白為什麼我要承受這個口渴,沒有人喜歡口渴,沒有人希望口渴淋到他,但是因為有口渴,我特別感覺到能夠得到滿足,喝水是甘甜。
[00:10:40.000 --> 00:10:54.000]  正如我一切的受煩,一切的際遇裏面,我不想要的,但是神讓這些淋到我,因為讓我要明白一件事,我能夠親近神的時候,那種滿足感是特別的明確。
[00:10:54.000 --> 00:11:02.000]  滿足感特別的明確,因為我紀念你,我已經失去了以往的機會。
[00:11:02.000 --> 00:11:09.000]  我渴想你,因為我現在知道什麼叫口渴,原來喝水是那麼寶貴。
[00:11:09.000 --> 00:11:23.000]  親愛的兄弟姐妹,如果讓我去提議一些方案,今天我和大家的看法,剛好和孫牧師寫在,大家回去慢慢看,前面那篇的目的和心聲是一樣的。
[00:11:23.000 --> 00:11:43.000]  我就是感覺到在這幾個禮拜裏面,既然你和我都被迫停下來的時候,不如我們在這個時間,不是困在家裏,時間多了,多了埋怨,無所事事,我們藉著這個機會提醒我們自己,是不是我們真的已經失去了的東西,特別感覺到寶貴。
[00:11:43.000 --> 00:11:56.000]  請我們多點趁這個機會來親近神,不是啊,我幾個小朋友搞死我,不用回家,是,是很忙,但事實上時間是多了,是不是?
[00:11:56.000 --> 00:12:06.000]  平日這個時間裏面,大家出街都知道了,我們出街少了,我們出去吃飯少了,我們本來去喝茶,我們不去喝,那些時間就留在家裏,是不是?
[00:12:06.000 --> 00:12:16.000]  很多人在這個時間裏面,以往已經在計劃著復活節去哪裏旅行,現在不去了,又不去購物了,留在家裏了,留在家裏幹什麼?
[00:12:16.000 --> 00:12:32.000]  請我們多點藉著這個機會來親近神,所以在過去這兩個禮拜裏面,其實我的時間多了,不是空閒了,只是時間多了,因為有四個很大型的聚會取消了,我不用說了,不用說的時候,那些時間本來是要預備的聚會的,那在家裏幹什麼?
[00:12:32.000 --> 00:12:49.000]  看一看聖經,看一看那些屬靈,以前沒有機會看的屬靈的書籍,心裏得了很大的鼓勵,突然間感覺到私人的意思,就是在這些機會裏面,我們重新去紀念神,去切勿去擴散,好不好?
[00:12:49.000 --> 00:12:59.000]  小朋友個個都很悶了,不如在這個時間裏面,我們增加火重新來一個家庭的崇拜,他都沒有事要做了,好不好?
[00:12:59.000 --> 00:13:21.000]  一個家庭的崇拜,說了這麼久都沒有試過,真的在這個機會裏面,讓基督是我家之主,不是一塊牌,說在他聽到會,真的成為我們的經歷,因禍得福,請見慰,施人說,我口渴,我真的經歷到原來我在神那裏所得到的滿足,比我以往更大。
[00:13:21.000 --> 00:13:47.000]  我失去了機會,我就將神重新放在我的生命裏面,成為主角,我可以學到怎樣去紀念祂。然後接著施人說,我將一切的希望放在神的身上,剛才我們說那三節的副歌裏面說到,我仰望祢,我仰望神,我等候神,英文的翻譯是I hope for God,總之,合起來的意思就是,我將一切的希望放在神的身上。
[00:13:47.000 --> 00:13:59.000]  為何施人這樣說呢?因為他突然間明白到,好像你和我一樣,他沒有辦法將他的希望放在人的身上,很強的無能為力的感覺。
[00:13:59.000 --> 00:14:17.000]  今天你和我都是,為何我們的心這麼憂悶,為何我們的心這麼煩躁,因為我們開始感覺到我們無能為力,這兩場仗,一場在伊拉克,一場在我們身邊,香港的疫症,我們都無能為力的,我們每天看新聞的時候,我們很深的無能為力的感覺。
[00:14:17.000 --> 00:14:38.000]  我們每天都在等,等甚麼呢?等新聞告訴我們,好像判案一樣,是不是?所以我們每個人都要看6點鐘的新聞,不看12點,因為還沒過,到晚上的時候就看看宣佈今天有多少宗,又是在哪一區,昨天開始說是哪一區,還沒來到,你明白嗎?多麼無助啊!
[00:14:38.000 --> 00:14:56.000]  我們在等,等甚麼呢?我們在等判案,我們開始明白我們不能再等,我們幫了我們誰呢?不是香港特區的政府,也不是我們的高官,我們不會說他們不好,我們也不會想和他們做說客,大家自己去評論,是不是?
[00:14:56.000 --> 00:15:17.000]  換了你做高官,你都搞不定,因為是沒見過疫症,是不是?我們經常說早知應該快點搞,有早知就沒有乞丐,早知甚麼?你做吧,不如。我不是想為他們做說客,但是你和我都知道,他們自己都不知道怎樣,遲些的時候,我們心切治療部不夠做的時候,怎樣?
[00:15:17.000 --> 00:15:36.000]  沒有人知道可以怎樣,頂姐妹,我們當中有很多醫護人員的頂姐妹,你更加明白在戰爭裡面那種束手無策的感覺,我們看遠一點,我們看伊拉克的戰爭的時候,正義之戰現在要打完了,正義何在?
[00:15:36.000 --> 00:16:05.000]  打完的時候,伊拉克、巴格達一片混亂,互相屠殺,美國軍隊進去的時候,第一樣,先保護游富,第二樣,搶了港口,為甚麼要搶港口?打了一百下才打港口,因為那個港口是運油船可以出口的地方,游富一搶了的時候,馬上去看著他,馬上有一間美國公司去接管,這間美國公司就是美國副總統切尼爾以前做的那間。
[00:16:05.000 --> 00:16:33.000]  正義何在?大殺傷力的武器找到了嗎?沒有。生化武器找到了嗎?原來是殺蟲水。美國前國防部的要員接受訪問的時候,你想找大殺傷力的武器,你想找生化武器,我告訴你在哪裡找?他說在以色列的地底軍火局那裡最多,你不去打那裡,
[00:16:33.000 --> 00:16:53.000]  我們說正義之戰,正義何在?我們每天看新聞的時候,看到巴格達的人去屠殺,巴格達去搶醫院裡面的東西都搶了,黑密管裡面的東西都搶了,然後美軍站在那裡看著,抽煙,聊天,正義何在?
[00:16:53.000 --> 00:17:09.000]  我們知道我們一直看的時候,我們知道我們沒辦法再靠這些人,還沒再靠這個國家,聯合國,我們心裡面沉重,我們煩躁,因為私人說我知道我們人沒辦法可以靠。
[00:17:09.000 --> 00:17:36.000]  在這個時間,私人的心就向上,私人的心突然向上說我現在明白,當人的絕路的時候,神是一個新的開始,他將他一切的寄望希望放在神的身上,神要施行的時候,他能夠做的事情,沒有人能夠阻擋,然後神要做的事情,也都沒有東西可以摧毀,神要做的事情,沒有人可以阻擋。
[00:17:36.000 --> 00:18:05.000]  有時候我都覺得我不敢說這個是官方的或者是屬靈的解釋,但是這種病呢,好像施莫斯有同感,我有同感,一來的時候全世界都停了,其實這個世界多瘋狂,不斷地在這個資本主義的商業世界裡面,你搶我搶,你搶我搶,大家不停的,因為你不能夠不停的,一停的時候人家搶你吃你的,所以你都不想搶的,大家都不想上班這麼辛苦的,不過你不辛苦就不行,
[00:18:05.000 --> 00:18:34.000]  老闆都不想你這麼辛苦的,老闆不叫你辛苦都不行,因為一停了人家就停了一家公司,全香港就是這樣,全世界就是這樣,一直滾下去,沒得停的,沒得停的,突然間一個病菌來,真是法寶林都全世界都停了,都停了,我們打垃圾蟲打幾十年都打不到,現在下個禮拜那個全港清潔日,大家都拼盡去清潔,什麼政府都搞不定,一個菌來,個個都聽話,
[00:18:34.000 --> 00:18:58.000]  神要做的事沒人能夠難做,我不是說特意神要做這個菌,這個菌已經存在很久了,剛才聶牧師說得很有意思,神一直保住我們在恩典,現在神稍微放鬆一下讓我們知道,原來我們對這個地球的破壞,到了這個地步的時候,我們要承受的後果正常是應該這樣,只不過,
[00:18:58.000 --> 00:19:22.000]  不過,有人說我看到這些一切,你的力量,正如詩人所說的,第四十二章第九節說你是我的盤石,然後那幾節的詩歌,副歌裡面說,你是我的拯救者,既然神是盤石,神是拯救者的時候,我們心就向上,我們知道我們的盼望的力量在那裡,他可以施行審判,他也可以施行拯救,
[00:19:22.000 --> 00:19:50.000]  頂姐妹讓我提議第二個方案,就是當我們在家裡更多的時候,我們互相的鼓勵,頂姐妹我們需要很多的鼓勵,我們身邊的頂姐妹需要鼓勵,我們電話旁邊的頂姐妹都需要鼓勵,我發覺這幾個禮拜有個好處,尤其是過去這個禮拜,打電話一定找到人的,晚上被迫著家裡沒什麼地方去,以前到處都找不到她的,打電話又在家裡,好啊,多點打電話,互相的鼓勵好不好,
[00:19:50.000 --> 00:20:16.000]  我們用聖經的話,我們用我們的靈修的得著去做多點鼓勵,不一定要見到面,只要可以有團契的,打電話是不會傳染的,打到哭都傳染不了,打電話,所以不用怕了,沒傳染的,打電話,多點打電話,互相的鼓勵大家向上,去將我們的寄望放在神的身上,能夠這樣的時候,我們在神裡面得到安全感,
[00:20:16.000 --> 00:20:40.000]  剛才我們在賀墓,在紀念神的時候,我們得到滿足感,有些人說我有這種滿足感,有這種真正的安全感的時候,竟然這些災難帶給我另外一種新的理解,新的心境,就是剛才我們所讀的最後那句,我稱讚神,42章第三節,第四節那裡,其實是很澎湃的一段話,
[00:20:40.000 --> 00:21:09.000]  我就是要走到我的神的壇前,走到我的神就是我最喜樂的位置,最喜樂的位置的前面,然後我對神說,神啊,我的神啊,我要探頭來稱讚你,是吧,充滿了一種讚美,很奇怪,很奇怪,一種很多壓力澎湃的底下,竟然是人因為他仰望神,他紀念神,他帶來一種稱讚的心境,
[00:21:09.000 --> 00:21:36.000]  如果第五節我不明白,為什麼說完這麼高,這麼high,突然第五節又說我的心啊,你不如給我幽悶,又收回下來,我相信不是的了,這節如果用音樂來譜的時候,歌詞是一樣,但是意思就是說,到這個地步最後再說,人家說我的心啊,為什麼還要在我裡面來幽悶呢,我的心啊,為什麼還要在我裡面煩躁呢,應該仰望他,因為我還要稱讚他,
[00:21:36.000 --> 00:22:04.000]  第四節說到稱讚他,第五節說到我還要稱讚他,沒錯,我們的心是可以稱讚神的,等一會,如果我提議第三個方案的,在聖經裡面,我們學詩人一樣,讓我們用稱讚去蓋過我們每天新聞給我們的沮喪和不安,好不好,我們仍然可以做,
[00:22:04.000 --> 00:22:27.000]  我們每天,新聞不做我們控制,但是我們的心,如果我們試一下,我們每天,我們全家人一起,每人說一樣感謝神的話,感謝的事情,好不好,讚美神的事情,每天說,我們的神仍然是好像詩人所說的,早晨思遲外,晚上聽我們禱告的四理章第八節,很有意思,
[00:22:27.000 --> 00:22:53.000]  早晨思遲外,晚上聽我們禱告的四理章第八節,永活的神,既然是這樣的時候,我們每天用我們的讚美,感恩,來蓋過我們的沮喪和不安,求主幫助我們就好像詩人一樣,沒錯,有時候我們的心又悶,我們在我們裡面有煩躁,但是讓我們的心不是看著周圍沉默,
[00:22:53.000 --> 00:23:15.000]  我們的心看著向上,我們就升起,我們紀念祂,背上祂,好不好,第一,我們紀念神,第二,我們切勿割賞神,第三,我們仰望神,第四,我們稱讚神,求主幫助我們,祈禱,
[00:23:15.000 --> 00:23:43.000]  求主讓我們剛才所宣告的成為我們以後生活這幾個星期的真實,我們無權改變我們周圍的事情,甚至我們看見世間的政府,聯合國都改變不了,我們的心就向上仰望您,我們不求事情有什麼改變,我們求我們的心境,因為由未我們顯得不同,
[00:23:43.000 --> 00:23:54.000]  求主幫助我們終於經歷到一樣稱讚可以蓋過我們的沮喪和不安,聽我們的禱告,奉傳明教,阿們。
[00:23:54.000 --> 00:23:55.000]  阿們。
[00:23:55.000 --> 00:23:56.000]  阿們。
[00:23:57.000 --> 00:23:58.000]  阿們。
[00:23:58.000 --> 00:23:59.460]  下一代
[00:23:59.460 --> 00:24:01.460]  血腥掌控
[00:24:01.460 --> 00:24:03.360]  而不是
[00:24:03.360 --> 00:24:04.680]  血腥是
[00:24:04.680 --> 00:24:06.480]  民間人權
[00:24:06.480 --> 00:24:07.960]  就是
[00:24:07.960 --> 00:24:09.720]  共產黨
[00:24:09.720 --> 00:24:11.200]  這就是
[00:24:11.200 --> 00:24:12.480]  唐北
[00:24:12.480 --> 00:24:13.680]  這就是
[00:24:13.680 --> 00:24:15.420]  民間人權
[00:24:15.420 --> 00:24:16.940]  這就是

