
[00:00:00.000 --> 00:00:08.380]  多謝David,我首先分享我的螢幕,大家現在都看到了
[00:13:07.900 --> 00:13:09.900]  取代他做王
[00:13:09.900 --> 00:13:18.900]  這件事蘇羅王不聽話
[00:13:18.900 --> 00:13:22.900]  但約拿丹的兒子
[00:13:22.900 --> 00:13:24.900]  就很依靠神
[00:13:24.900 --> 00:13:28.900]  他知道他們強弱懸殊
[00:13:28.900 --> 00:13:30.900]  是不能打仗的
[00:13:30.900 --> 00:13:32.900]  但他說了一句很特別的話
[00:13:32.900 --> 00:13:34.900]  在十四章說
[00:13:34.900 --> 00:13:38.900]  也許耶和華會為我們奉公
[00:13:38.900 --> 00:13:40.900]  因為不論人多或人少
[00:13:40.900 --> 00:13:44.900]  都不能妨礙耶和華施行的拯救
[00:13:44.900 --> 00:13:48.900]  原來約拿丹是一個
[00:13:48.900 --> 00:13:52.900]  對上帝很有信心的人
[00:13:52.900 --> 00:13:55.900]  他看到以前的經歷
[00:13:55.900 --> 00:13:58.900]  這麼多年他們的歷史裡
[00:13:58.900 --> 00:14:00.900]  要打一場仗不在乎人多人少
[00:14:00.900 --> 00:14:02.900]  是在乎上帝的心意
[00:14:02.900 --> 00:14:06.900]  所以他就祈求一個訣竅
[00:14:06.900 --> 00:14:09.900]  如果上帝讓他去打
[00:14:09.900 --> 00:14:10.900]  他就去打
[00:14:10.900 --> 00:14:14.900]  上帝就真的讓他去打
[00:14:14.900 --> 00:14:16.900]  他很特別的是
[00:14:16.900 --> 00:14:18.900]  他和他揹兵器的兩個人
[00:14:18.900 --> 00:14:24.900]  突擊進去菲律賓的地方
[00:14:24.900 --> 00:14:28.900]  兩個人很短時間內殺了二十人
[00:14:28.900 --> 00:14:30.900]  平均一個打十人
[00:14:30.900 --> 00:14:32.900]  他們兩個打二十人
[00:14:32.900 --> 00:14:36.900]  這件事就令到整個菲律賓人
[00:14:36.900 --> 00:14:39.900]  他們幾千個戰車
[00:14:39.900 --> 00:14:40.900]  六千個騎兵
[00:14:40.900 --> 00:14:42.900]  無數的步兵
[00:14:42.900 --> 00:14:44.900]  一看到原來兩個人都可以
[00:14:44.900 --> 00:14:46.900]  短時間內殺二十人
[00:14:46.900 --> 00:14:49.900]  嚇到他們害怕馬上離開
[00:14:49.900 --> 00:14:53.900]  所以你看到一個信的人
[00:14:53.900 --> 00:14:55.900]  可以將整件事扭轉
[00:14:55.900 --> 00:14:58.900]  然後他爸爸就不長進
[00:14:58.900 --> 00:15:01.900]  他爸爸看到菲律賓人潰敗
[00:15:01.900 --> 00:15:03.900]  然後又利用宗教
[00:15:03.900 --> 00:15:06.900]  他就叫一些以色列人立一個誓
[00:15:06.900 --> 00:15:08.900]  今天我們不打敗菲律賓人
[00:15:08.900 --> 00:15:10.900]  我們就不准吃東西
[00:15:10.900 --> 00:15:12.900]  不准吃任何東西
[00:15:12.900 --> 00:15:13.900]  又是想用宗教的力量
[00:15:13.900 --> 00:15:15.900]  要他們去打仗
[00:15:15.900 --> 00:15:16.900]  其實這件事是很錯的
[00:15:16.900 --> 00:15:17.900]  因為要打仗
[00:15:17.900 --> 00:15:19.900]  士兵是需要有足夠的食物
[00:15:19.900 --> 00:15:20.900]  才可以去打仗
[00:15:20.900 --> 00:15:24.900]  當時因為約拿丹在前線打仗
[00:15:24.900 --> 00:15:28.900]  他不知道他爸爸皇帝的命令
[00:15:28.900 --> 00:15:32.900]  他就吃了一點點蜜糖
[00:15:32.900 --> 00:15:36.900]  反而更加有力去打仗
[00:15:36.900 --> 00:15:38.900]  後來索羅王追究這件事
[00:15:38.900 --> 00:15:40.900]  就要殺自己的兒子
[00:15:40.900 --> 00:15:41.900]  為了面子的緣故
[00:15:41.900 --> 00:15:42.900]  說一出要做一到
[00:15:42.900 --> 00:15:44.900]  要殺自己的兒子約拿丹
[00:15:44.900 --> 00:15:47.900]  幸好在《聖經》記載
[00:15:47.900 --> 00:15:51.900]  那些民眾對索羅說
[00:15:51.900 --> 00:15:55.900]  約拿丹在以色列行了一個很大的拯救
[00:15:55.900 --> 00:15:58.900]  絕對不可以讓他死
[00:15:58.900 --> 00:16:01.900]  因為他今天是與上帝同宮
[00:16:01.900 --> 00:16:04.900]  所以民眾都看到
[00:16:04.900 --> 00:16:06.900]  這個王反而不聽上帝的說
[00:16:06.900 --> 00:16:09.900]  但是他的兒子約拿丹聽上帝的說
[00:16:09.900 --> 00:16:13.900]  兩個人可以嚇得整個菲律賓人潰敗
[00:16:13.900 --> 00:16:16.900]  這是第一個戰役
[00:16:16.900 --> 00:16:20.900]  今天我和大家看的那段經文是第二個戰役
[00:16:20.900 --> 00:16:22.900]  第二個戰役是很特別的
[00:16:22.900 --> 00:16:31.900]  上帝叫薩姆爾要索羅王去打亞馬利人
[00:16:31.900 --> 00:16:34.900]  這次他要殺亞馬利人
[00:16:34.900 --> 00:16:36.900]  要一個不留
[00:16:36.900 --> 00:16:38.900]  連動物都不要
[00:16:38.900 --> 00:16:41.900]  大家可能一聽到就覺得很殘忍
[00:16:41.900 --> 00:16:42.900]  一個不留
[00:16:42.900 --> 00:16:44.900]  但原來有個原因
[00:16:44.900 --> 00:16:46.900]  因為在出埃及戲的時候
[00:16:46.900 --> 00:16:49.900]  曾經提過一件很重要的事
[00:16:49.900 --> 00:16:54.900]  當時以色列人去到埃及抗疫行武水
[00:16:54.900 --> 00:16:57.900]  他們去到一個地方叫利菲定的地方
[00:16:57.900 --> 00:17:00.900]  扎營的時候百姓沒有水喝
[00:17:00.900 --> 00:17:06.900]  上帝就叫摩西用個杖去打盤石
[00:17:06.900 --> 00:17:08.900]  就會有水流出來
[00:17:08.900 --> 00:17:10.900]  這是第六節
[00:17:10.900 --> 00:17:13.900]  第八節已經說到
[00:17:13.900 --> 00:17:18.900]  原來是在等待他們去喝水的時候
[00:17:18.900 --> 00:17:21.900]  就去背後攻擊他們
[00:17:21.900 --> 00:17:28.900]  當這些亞馬利人做這件事
[00:17:28.900 --> 00:17:31.900]  剛剛上帝要做一個很大的拯救
[00:17:31.900 --> 00:17:36.900]  將以色列人從埃及帶出來抗疫的時候
[00:17:36.900 --> 00:17:38.900]  亞馬利人攔阻上帝的拯救
[00:17:38.900 --> 00:17:42.900]  所以當時耶和華對摩西說
[00:17:42.900 --> 00:17:44.900]  我要將亞馬利的名號
[00:17:44.900 --> 00:17:49.900]  從天下傳言圖抹
[00:17:49.900 --> 00:17:52.900]  你要將這話寫在書上作紀念
[00:17:52.900 --> 00:17:54.900]  由練給約斯亞聽
[00:17:54.900 --> 00:17:59.900]  但上帝要等到這個時候
[00:17:59.900 --> 00:18:04.900]  才要訴羅王執行這個命令
[00:18:04.900 --> 00:18:06.900]  等了很多年
[00:18:06.900 --> 00:18:09.900]  但訴羅王沒有聽話
[00:18:09.900 --> 00:18:11.900]  為什麼他不聽話呢
[00:18:11.900 --> 00:18:17.900]  他生擒了亞馬利的皇帝
[00:18:17.900 --> 00:18:20.900]  然後將最好的牛羊留下
[00:18:20.900 --> 00:18:26.900]  這些事薩姆爾就知道了
[00:18:26.900 --> 00:18:28.900]  所以耶和華臨到薩姆爾
[00:18:28.900 --> 00:18:32.900]  上帝就說我後悔立了訴羅為王
[00:18:32.900 --> 00:18:36.900]  因為他離棄了我的命令
[00:18:36.900 --> 00:18:38.900]  薩姆爾就很憤怒
[00:18:38.900 --> 00:18:41.900]  不停哀求耶和華
[00:18:41.900 --> 00:18:44.900]  但他去找訴羅的時候
[00:18:44.900 --> 00:18:47.900]  訴羅竟然去加密為自己立了紀念碑
[00:18:47.900 --> 00:18:49.900]  因為他打贏這場仗
[00:18:49.900 --> 00:18:50.900]  還要生擒對方的王
[00:18:50.900 --> 00:18:52.900]  將上好的牛羊拿走
[00:18:52.900 --> 00:18:54.900]  他要紀念自己
[00:18:54.900 --> 00:18:56.900]  要別人紀念他
[00:18:56.900 --> 00:18:59.900]  薩姆爾找到訴羅王的時候
[00:18:59.900 --> 00:19:03.900]  他用了很多虛偽的熟練說話
[00:19:03.900 --> 00:19:05.900]  第一,願耶和華賜福給你
[00:19:05.900 --> 00:19:07.900]  是很熟練的說話
[00:19:07.900 --> 00:19:10.900]  然後說我已經執行了耶和華的命令
[00:19:10.900 --> 00:19:11.900]  薩姆爾就問他
[00:19:11.900 --> 00:19:14.900]  我聽到這麼多牛羊聲是從哪裡來的
[00:19:14.900 --> 00:19:16.900]  然後他就說謊
[00:19:16.900 --> 00:19:18.900]  將這個責任推給民眾
[00:19:18.900 --> 00:19:21.900]  說是民眾拿回來的
[00:19:21.900 --> 00:19:23.900]  要獻給耶和華
[00:19:23.900 --> 00:19:25.900]  然後說什麼
[00:19:25.900 --> 00:19:27.900]  你的神為祭
[00:19:27.900 --> 00:19:31.900]  他知道薩姆爾愛上帝
[00:19:31.900 --> 00:19:32.900]  所以他強調
[00:19:32.900 --> 00:19:35.900]  我獻給耶和華是你的神
[00:19:35.900 --> 00:19:37.900]  他在利用薩姆爾
[00:19:37.900 --> 00:19:39.900]  作為先知,作為領袖
[00:19:39.900 --> 00:19:41.900]  可以團結的人
[00:19:41.900 --> 00:19:43.900]  薩姆爾就不賣帳了
[00:19:43.900 --> 00:19:44.900]  立刻跟他說
[00:19:44.900 --> 00:19:46.900]  閉嘴,住口吧
[00:19:46.900 --> 00:19:48.900]  所以你留意到
[00:19:48.900 --> 00:19:51.900]  整個戰役給我們看到
[00:19:51.900 --> 00:19:55.900]  訴羅王不是沒有上帝
[00:19:55.900 --> 00:19:57.900]  他不是不知道沒有上帝
[00:19:57.900 --> 00:19:59.900]  但他不停利用宗教
[00:19:59.900 --> 00:20:03.900]  去達到自己個人的目的
[00:20:03.900 --> 00:20:08.900]  這個就是訴羅王最大的屬靈的虛偽
[00:20:08.900 --> 00:20:11.900]  他每件事都是為自己去做
[00:20:11.900 --> 00:20:13.900]  不是為上帝去做
