
[00:00:00.000 --> 00:00:04.000]  請我們再一次同心低頭 同祈禱
[00:01:48.500 --> 00:01:52.500]  一於勉勉學學 少吃多滋味
[00:01:52.500 --> 00:01:56.500]  但偏偏很多弟兄姊妹就很有愛心
[00:01:56.500 --> 00:01:58.500]  很多時候請我喝茶
[00:01:58.500 --> 00:02:04.500]  一喝茶就說牧師你年輕 多吃點
[00:02:04.500 --> 00:02:09.500]  我想想我身材好就說一於耍手練斗
[00:02:09.500 --> 00:02:11.500]  No thank you
[00:02:11.500 --> 00:02:15.500]  有朋友跟我說牧師你太沒人情味
[00:02:15.500 --> 00:02:18.500]  我想想人家請我吃飯 我不去吃
[00:02:18.500 --> 00:02:22.500]  人家送給我我不去吃就叫做沒人情味
[00:02:22.500 --> 00:02:25.500]  或者我想他們有點合適
[00:02:25.500 --> 00:02:29.500]  所以現在一個星期來兩天就好了
[00:02:29.500 --> 00:02:32.500]  有時候想想什麼叫人情呢
[00:02:32.500 --> 00:02:35.500]  我記得我初學信主的時候
[00:02:35.500 --> 00:02:38.500]  在一間比較保守的教會
[00:02:38.500 --> 00:02:42.500]  有一個屬靈的長輩 他有些古怪
[00:02:42.500 --> 00:02:46.500]  過年時我們中國人很喜歡去拜年
[00:02:46.500 --> 00:02:50.500]  但所有親戚朋友去他家拜年
[00:02:50.500 --> 00:02:55.500]  他一於門都不開 吃閉門羹
[00:02:55.500 --> 00:02:57.500]  然後就大聲在裡面說
[00:02:57.500 --> 00:02:59.500]  拜年是中國人迷信的集中
[00:02:59.500 --> 00:03:01.500]  你不要引誘我犯罪
[00:03:01.500 --> 00:03:04.500]  有沒有搞錯 連拜年都說你犯罪
[00:03:04.500 --> 00:03:07.500]  你真是這麼沒人情味
[00:03:07.500 --> 00:03:09.500]  難道信了主真是這麼沒人情味
[00:03:09.500 --> 00:03:11.500]  完全不懂人間的人情世故
[00:03:11.500 --> 00:03:13.500]  後來信主多了
[00:03:13.500 --> 00:03:17.500]  就發覺教會其實是一個很有人情味的地方
[00:03:17.500 --> 00:03:19.500]  問題不是在乎這個教會
[00:03:19.500 --> 00:03:21.500]  問題在乎這個長老
[00:03:21.500 --> 00:03:23.500]  真是解聖經
[00:03:23.500 --> 00:03:27.500]  想到人情 什麼叫人情呢
[00:03:27.500 --> 00:03:31.500]  人情這件事是不可理喻的
[00:03:31.500 --> 00:03:34.500]  不能夠言傳的
[00:03:34.500 --> 00:03:37.500]  但是你可以感受
[00:03:37.500 --> 00:03:39.500]  所以叫人情是有味道的
[00:03:39.500 --> 00:03:41.500]  叫人情味
[00:03:41.500 --> 00:03:43.500]  什麼叫味道呢
[00:03:43.500 --> 00:03:48.500]  你越咀嚼就越有味道
[00:03:48.500 --> 00:03:50.500]  所以難怪冰心講這句說話
[00:03:50.500 --> 00:03:53.500]  他說半塊花瓣就說人情
[00:03:53.500 --> 00:03:57.500]  意思是小事 鎖事
[00:03:57.500 --> 00:04:00.500]  人情你就會嘗得到
[00:04:00.500 --> 00:04:02.500]  我做了牧師這麼多年
[00:04:02.500 --> 00:04:06.500]  你問我做牧師最大的報酬是什麼呢
[00:04:06.500 --> 00:04:08.500]  答案一定不是錢
[00:04:08.500 --> 00:04:11.500]  如果你想發達就千萬不要做牧師
[00:04:11.500 --> 00:04:13.500]  答案是什麼呢
[00:04:13.500 --> 00:04:16.500]  是飽上人間的人情味
[00:04:16.500 --> 00:04:19.500]  我永遠不會忘記
[00:04:19.500 --> 00:04:23.500]  我很多年前在菲律賓讀神學的時候
[00:04:23.500 --> 00:04:27.500]  我和我太太毅然離職
[00:04:27.500 --> 00:04:29.500]  在香港不做
[00:04:29.500 --> 00:04:31.500]  來到美國讀神學
[00:04:31.500 --> 00:04:35.500]  那時候只有支出沒有收入
[00:04:35.500 --> 00:04:40.500]  有空就去學校信箱看看
[00:04:40.500 --> 00:04:45.500]  有一次發覺有封信
[00:04:45.500 --> 00:04:47.500]  查了查看
[00:04:47.500 --> 00:04:49.500]  一張支票
[00:04:49.500 --> 00:04:51.500]  香港弟兄姊妹愛心的奉獻
[00:04:51.500 --> 00:04:55.500]  心裏面真是很大的鼓勵
[00:04:55.500 --> 00:04:58.500]  雖然數目不是很大
[00:04:58.500 --> 00:05:03.500]  但是少少的心意已經填了不知道多少個星期
[00:05:03.500 --> 00:05:06.500]  有時再看看
[00:05:06.500 --> 00:05:10.500]  嘩 收到冬菇
[00:05:10.500 --> 00:05:12.500]  光耀柱
[00:05:12.500 --> 00:05:14.500]  還有公仔麵
[00:05:14.500 --> 00:05:16.500]  嘩
[00:05:16.500 --> 00:05:19.500]  在我們神學院平淡的生活裏
[00:05:19.500 --> 00:05:21.500]  增加了不少的味道
[00:05:21.500 --> 00:05:23.500]  真的
[00:05:23.500 --> 00:05:29.500]  我覺得基督教教會裏面最珍貴的就是人情
[00:05:29.500 --> 00:05:31.500]  如果教會沒有人情味的時候
[00:05:31.500 --> 00:05:33.500]  根本就不是教會
[00:05:33.500 --> 00:05:35.500]  我想到很久之前
[00:05:35.500 --> 00:05:39.500]  我太太托著我女兒的時候
[00:05:39.500 --> 00:05:41.500]  就染到德國疹
[00:05:41.500 --> 00:05:43.500]  大家都聽我說過
[00:05:43.500 --> 00:05:46.500]  染到德國疹的BB出世
[00:05:46.500 --> 00:05:50.500]  很有機會成為殘障人士
[00:05:50.500 --> 00:05:53.500]  當時就很害怕
[00:05:53.500 --> 00:05:56.500]  嘩 整個教會為我們祈禱
[00:05:56.500 --> 00:05:58.500]  甚至流淚的祈禱
[00:05:58.500 --> 00:06:01.500]  有一種說不出的感動
[00:06:01.500 --> 00:06:03.500]  很受感動
[00:06:03.500 --> 00:06:05.500]  我永遠不會忘記
[00:06:05.500 --> 00:06:07.500]  很多年前
[00:06:07.500 --> 00:06:09.500]  我在三藩市的教會侍奉
[00:06:09.500 --> 00:06:11.500]  有很大的壓力
[00:06:11.500 --> 00:06:13.500]  有一天開完會我回到家裏的時候
[00:06:13.500 --> 00:06:16.500]  原來在我家裏有幾十位弟兄姊妹
[00:06:16.500 --> 00:06:19.500]  已經預備好飯菜等我回來吃飯
[00:06:19.500 --> 00:06:23.500]  而且說我們一路開會一路為你祈禱
[00:06:23.500 --> 00:06:26.500]  嘩 心裏有說不出的溫暖
[00:06:26.500 --> 00:06:29.500]  這就叫做人情味
[00:06:29.500 --> 00:06:31.500]  我和我太太兩人
[00:06:31.500 --> 00:06:34.500]  很多時候尤其是
[00:06:34.500 --> 00:06:38.500]  最近這幾年風塵僕僕
[00:06:38.500 --> 00:06:40.500]  行經數大洲
[00:06:40.500 --> 00:06:42.500]  去香港也好
[00:06:42.500 --> 00:06:44.500]  住在弟兄姊妹家裏
[00:06:44.500 --> 00:06:46.500]  去澳洲也好 又住在弟兄姊妹家裏
[00:06:46.500 --> 00:06:47.500]  無論在哪裏
[00:06:47.500 --> 00:06:50.500]  都有些弟兄姊妹熱情款待
[00:06:50.500 --> 00:06:52.500]  有些是多年的老友
[00:06:52.500 --> 00:06:54.500]  嘩 這麼爽
[00:06:54.500 --> 00:06:56.500]  真是多好
[00:06:56.500 --> 00:06:59.500]  今天有些老友從遠處來探望我們
[00:06:59.500 --> 00:07:03.500]  一見心裏暖在心頭
[00:07:03.500 --> 00:07:04.500]  有些是初相識的
[00:07:04.500 --> 00:07:06.500]  但一見如故
[00:07:06.500 --> 00:07:07.500]  嘩 你想想
[00:07:07.500 --> 00:07:11.500]  那種味道真是難以想像
[00:07:11.500 --> 00:07:12.500]  還有
[00:07:12.500 --> 00:07:15.500]  我記得這種人情味
[00:07:15.500 --> 00:07:17.500]  是超越民族的
[00:07:17.500 --> 00:07:18.500]  超越國家的
[00:07:18.500 --> 00:07:21.500]  超越文化背景的
[00:07:21.500 --> 00:07:23.500]  我嘗過非洲的人情味
[00:07:23.500 --> 00:07:25.500]  我在神學院讀書的時候
[00:07:25.500 --> 00:07:27.500]  有個非洲來的同學
[00:07:27.500 --> 00:07:29.500]  當時我們有難
[00:07:29.500 --> 00:07:31.500]  他仗義輔助
[00:07:31.500 --> 00:07:33.500]  嘩 真是那種味道
[00:07:33.500 --> 00:07:35.500]  非洲的味道
[00:07:35.500 --> 00:07:37.500]  其實一樣溫暖
[00:07:37.500 --> 00:07:38.500]  還有
[00:07:38.500 --> 00:07:41.500]  有時我們有些美國式的人情味
[00:07:41.500 --> 00:07:43.500]  是很單純的
[00:07:43.500 --> 00:07:45.500]  是很有味道的
[00:07:45.500 --> 00:07:47.500]  我又記得有一次
[00:07:47.500 --> 00:07:49.500]  我岳父病了
[00:07:49.500 --> 00:07:51.500]  我太太回香港
[00:07:51.500 --> 00:07:53.500]  去探望他們
[00:07:53.500 --> 00:07:55.500]  嘩 她要離開
[00:07:55.500 --> 00:07:58.500]  搬去老人院住的時候
[00:07:58.500 --> 00:07:59.500]  住了那麼多年
[00:07:59.500 --> 00:08:00.500]  屋要收拾
[00:08:00.500 --> 00:08:05.500]  真是那種是很不容易收拾
[00:08:05.500 --> 00:08:07.500]  見到有弟兄
[00:08:07.500 --> 00:08:09.500]  或者有相識的弟兄姊妹
[00:08:09.500 --> 00:08:10.500]  去安慰
[00:08:10.500 --> 00:08:14.500]  嘩 那種味道多好
[00:08:14.500 --> 00:08:15.500]  我又想到
[00:08:15.500 --> 00:08:18.500]  我太太病的時候在醫院
[00:08:18.500 --> 00:08:20.500]  我自己心裏面很擔心
[00:08:20.500 --> 00:08:21.500]  出來的時候
[00:08:21.500 --> 00:08:23.500]  見到有基督徒
[00:08:23.500 --> 00:08:24.500]  我忍不住
[00:08:24.500 --> 00:08:26.500]  借她的肩膀來哭
[00:08:26.500 --> 00:08:28.500]  那種味道
[00:08:28.500 --> 00:08:30.500]  是找不到的
[00:08:30.500 --> 00:08:31.500]  是永遠找不到的
[00:08:31.500 --> 00:08:33.500]  不是用錢買到的
[00:08:33.500 --> 00:08:36.500]  真是
[00:08:36.500 --> 00:08:38.500]  這次
[00:08:38.500 --> 00:08:40.500]  我發覺我有
[00:08:40.500 --> 00:08:43.500]  有潛意識硬的
[00:08:43.500 --> 00:08:45.500]  有很多的弟兄姊妹
[00:08:45.500 --> 00:08:47.500]  在香港的
[00:08:47.500 --> 00:08:49.500]  到處的地方
[00:08:49.500 --> 00:08:51.500]  給我的鼓勵
[00:08:51.500 --> 00:08:53.500]  那種溫暖
[00:08:53.500 --> 00:08:55.500]  那種愛
[00:08:55.500 --> 00:08:57.500]  那種人情
[00:08:57.500 --> 00:09:00.500]  不是在別處找到的
[00:09:00.500 --> 00:09:02.500]  聖經裏面有一個字很有趣
[00:09:02.500 --> 00:09:04.500]  這個字是希臘文叫
[00:09:04.500 --> 00:09:05.500]  Phroneo
[00:09:05.500 --> 00:09:07.500]  這個字通常叫思念
[00:09:07.500 --> 00:09:10.500]  天主教的日本叫關心
[00:09:10.500 --> 00:09:11.500]  其實這個意思
[00:09:11.500 --> 00:09:13.500]  是點指思念和關心
[00:09:13.500 --> 00:09:15.500]  這麼簡單
[00:09:15.500 --> 00:09:17.500]  我把它叫人情
[00:09:17.500 --> 00:09:19.500]  雖不中亦不遠矣
[00:09:19.500 --> 00:09:23.500]  原來保羅和菲律賓的教會
[00:09:23.500 --> 00:09:25.500]  有一段深厚的感情
[00:09:25.500 --> 00:09:27.500]  在菲律賓書第一章第五節
[00:09:27.500 --> 00:09:29.500]  說他們是福音的夥伴
[00:09:29.500 --> 00:09:31.500]  夥伴是什麼意思
[00:09:31.500 --> 00:09:33.500]  我們是最佳拍檔
[00:09:33.500 --> 00:09:35.500]  我們是老友機
[00:09:35.500 --> 00:09:37.500]  是最佳的拍檔
[00:09:37.500 --> 00:09:38.500]  第一章第八節
[00:09:38.500 --> 00:09:40.500]  保羅說我切切為你們每個人祈禱
[00:09:40.500 --> 00:09:42.500]  第二章講到菲律賓的信徒
[00:09:42.500 --> 00:09:45.500]  打發這個伊巴忽提幾個人
[00:09:45.500 --> 00:09:50.500]  拿著錢老遠去到羅馬的監獄
[00:09:50.500 --> 00:09:52.500]  因為當時保羅是被
[00:09:52.500 --> 00:09:54.500]  那些羅馬政府因為傳福音
[00:09:54.500 --> 00:09:56.500]  被抓去監獄去坐牢
[00:09:56.500 --> 00:09:58.500]  很慘的
[00:09:58.500 --> 00:10:00.500]  人生路不熟
[00:10:00.500 --> 00:10:02.500]  在羅馬的地方又抓去坐牢
[00:10:02.500 --> 00:10:04.500]  當菲律賓的教會聽見
[00:10:04.500 --> 00:10:06.500]  保羅是抓去坐牢的時候
[00:10:06.500 --> 00:10:08.500]  就找了這個伊巴忽提
[00:10:08.500 --> 00:10:11.500]  就帶了一筆錢去監獄探望他
[00:10:11.500 --> 00:10:13.500]  不僅是給錢還陪他坐牢
[00:10:13.500 --> 00:10:15.500]  原來在那個時候有些人陪坐牢
[00:10:15.500 --> 00:10:17.500]  就是陪他坐牢
[00:10:17.500 --> 00:10:19.500]  而這個伊巴忽提就帶著錢去
[00:10:19.500 --> 00:10:22.500]  但你現在不是坐飛機來到
[00:10:22.500 --> 00:10:24.500]  坐火車去到
[00:10:24.500 --> 00:10:26.500]  或者不行就坐Uber
[00:10:26.500 --> 00:10:28.500]  那個時候沒有的 走路的
[00:10:28.500 --> 00:10:30.500]  條條大路通羅馬這樣走去
[00:10:30.500 --> 00:10:32.500]  很多道場
[00:10:32.500 --> 00:10:34.500]  山長水遠
[00:10:34.500 --> 00:10:36.500]  走路去
[00:10:36.500 --> 00:10:38.500]  他拿著一筆錢
[00:10:38.500 --> 00:10:40.500]  一大筆錢這樣拿著去
[00:10:40.500 --> 00:10:42.500]  很危險的 事實上有盜賊的
[00:10:42.500 --> 00:10:44.500]  而事實上伊巴忽提走到半路的時候
[00:10:44.500 --> 00:10:46.500]  患了重病
[00:10:46.500 --> 00:10:48.500]  幾乎要死
[00:10:48.500 --> 00:10:50.500]  所以保羅就深受感動
[00:10:50.500 --> 00:10:52.500]  第四章第十節至二十節
[00:10:52.500 --> 00:10:54.500]  就講了他內心的感受
[00:10:54.500 --> 00:10:56.500]  當他收到這筆弟兄姊妹油
[00:10:56.500 --> 00:10:58.500]  伊巴忽提走到半路幾乎要死的時候
[00:10:58.500 --> 00:11:00.500]  他拿到這筆錢的時候
[00:11:00.500 --> 00:11:02.500]  心裏面很感動
[00:11:02.500 --> 00:11:04.500]  他就寫了這封信
[00:11:04.500 --> 00:11:06.500]  就是我們剛才所讀的一段
[00:11:06.500 --> 00:11:08.500]  他告訴我們
[00:11:08.500 --> 00:11:10.500]  他的感受是一個什麼樣的感受
[00:11:10.500 --> 00:11:12.500]  這種人情是一種什麼樣的人情
[00:11:12.500 --> 00:11:14.500]  這種感情這種情是一種什麼樣的情
[00:11:14.500 --> 00:11:16.500]  我相信如果教會裏面
[00:11:16.500 --> 00:11:18.500]  有菲勒比和保羅
[00:11:18.500 --> 00:11:20.500]  這種情在裏面
[00:11:20.500 --> 00:11:22.500]  如果你發覺這個教會裏面不是冷冰冰的
[00:11:22.500 --> 00:11:24.500]  不是好像去看電影那樣
[00:11:24.500 --> 00:11:26.500]  散場
[00:11:26.500 --> 00:11:28.500]  或者要出來搜身
[00:11:28.500 --> 00:11:30.500]  看看有些什麼在裏面
[00:11:30.500 --> 00:11:32.500]  不是的 甚至不是叫你
[00:11:32.500 --> 00:11:34.500]  你背出金句我才讓你進來的
[00:11:34.500 --> 00:11:36.500]  不是這樣的
[00:11:36.500 --> 00:11:38.500]  你發覺這個教會裏面是很有人情味的時候
[00:11:38.500 --> 00:11:40.500]  這個就成為一個
[00:11:40.500 --> 00:11:42.500]  輕香的氣能夠吸引人
[00:11:42.500 --> 00:11:44.500]  我們會問我們教會
[00:11:44.500 --> 00:11:46.500]  有沒有這種人情味呢
[00:11:46.500 --> 00:11:48.500]  我們看看保羅他怎樣
[00:11:48.500 --> 00:11:50.500]  和這個菲勒比
[00:11:50.500 --> 00:11:52.500]  建立這種情的關係
[00:11:52.500 --> 00:11:54.500]  首先我們看第十節至第十三節
[00:11:54.500 --> 00:11:56.500]  首先我們看第十節
[00:11:56.500 --> 00:11:58.500]  表達我的情
[00:11:58.500 --> 00:12:00.500]  保羅說我靠著大大的喜樂
[00:12:00.500 --> 00:12:02.500]  因為你們思念我的心
[00:12:02.500 --> 00:12:04.500]  如今又發生
[00:12:04.500 --> 00:12:06.500]  將來就思念我 只是沒有機會
[00:12:06.500 --> 00:12:08.500]  保羅收到
[00:12:08.500 --> 00:12:10.500]  這把福提的錢 收到禮物的時候
[00:12:10.500 --> 00:12:12.500]  他不是像我們中國人那樣
[00:12:12.500 --> 00:12:14.500]  我們中國人通常收到
[00:12:14.500 --> 00:12:16.500]  錢就會怎樣
[00:12:16.500 --> 00:12:18.500]  不用客氣了 不用客氣了
[00:12:18.500 --> 00:12:20.500]  留給自己用 留給自己用
[00:12:20.500 --> 00:12:22.500]  通常我們就算
[00:12:22.500 --> 00:12:24.500]  有時過年
[00:12:24.500 --> 00:12:26.500]  收到利是的時候
[00:12:26.500 --> 00:12:28.500]  不用客氣了 我這麼大了
[00:12:28.500 --> 00:12:30.500]  不用了 留給自己用
[00:12:30.500 --> 00:12:32.500]  保羅不是這樣說的 保羅說不用客氣了
[00:12:32.500 --> 00:12:34.500]  留給自己用
[00:12:34.500 --> 00:12:36.500]  他不是這樣說的 他只是表達自己的感受
[00:12:36.500 --> 00:12:38.500]  他自己的感受是什麼呢
[00:12:38.500 --> 00:12:40.500]  我大大的喜樂
[00:12:40.500 --> 00:12:42.500]  大大的喜樂是希臘文的字
[00:12:42.500 --> 00:12:44.500]  很厲害的字
[00:12:44.500 --> 00:12:46.500]  希臘文的意思是
[00:12:46.500 --> 00:12:48.500]  我開心到彈起
[00:12:48.500 --> 00:12:50.500]  我開心到彈起
[00:12:50.500 --> 00:12:52.500]  我開心到彈起
[00:12:52.500 --> 00:12:54.500]  你有沒有試過
[00:12:54.500 --> 00:12:56.500]  我們中間年輕的那些
[00:12:56.500 --> 00:12:58.500]  你過年收到禮物的時候
[00:12:58.500 --> 00:13:00.500]  你有沒有告訴他 我開心到彈起
[00:13:00.500 --> 00:13:02.500]  再抄下來看
[00:13:02.500 --> 00:13:04.500]  兩塊錢的
[00:13:04.500 --> 00:13:06.500]  仍然都是開心到彈起
[00:13:06.500 --> 00:13:08.500]  就是開心到彈起
[00:13:08.500 --> 00:13:10.500]  就好像我現在
[00:13:10.500 --> 00:13:12.500]  好像有人請我 蘇慕斯我請你吃飯
[00:13:12.500 --> 00:13:14.500]  請我吃飯
[00:13:14.500 --> 00:13:16.500]  抄下來看 豆腐牛肉飯
[00:13:16.500 --> 00:13:18.500]  哇 我就告訴你
[00:13:18.500 --> 00:13:20.500]  我開心到彈起
[00:13:20.500 --> 00:13:22.500]  這個就是
[00:13:22.500 --> 00:13:24.500]  Megalos這個字 心花怒放
[00:13:24.500 --> 00:13:26.500]  但為什麼保羅這麼開心呢
[00:13:26.500 --> 00:13:28.500]  不是因為他
[00:13:28.500 --> 00:13:30.500]  看到錢開心
[00:13:30.500 --> 00:13:32.500]  不是因為他看到禮物開心
[00:13:32.500 --> 00:13:34.500]  他看到
[00:13:34.500 --> 00:13:36.500]  菲律賓人的人情味
[00:13:36.500 --> 00:13:38.500]  關心和開心
[00:13:38.500 --> 00:13:40.500]  因為你們思念我的心
[00:13:40.500 --> 00:13:42.500]  如今又發生了
[00:13:42.500 --> 00:13:44.500]  你們向來就思念我
[00:13:44.500 --> 00:13:46.500]  只是沒有機會
[00:13:46.500 --> 00:13:48.500]  保羅告訴你 我不是因為
[00:13:48.500 --> 00:13:50.500]  看到錢開心 我不是
[00:13:50.500 --> 00:13:52.500]  看到禮物開心 因為我看到
[00:13:52.500 --> 00:13:54.500]  你的關心 你的人情
[00:13:54.500 --> 00:13:56.500]  你的愛
[00:13:56.500 --> 00:13:58.500]  我就大大的喜樂
[00:13:58.500 --> 00:14:00.500]  但我們看回這段聖經的時候
[00:14:00.500 --> 00:14:02.500]  就扭我的頭 這樣的中文也有
[00:14:02.500 --> 00:14:04.500]  你看看他怎麼說
[00:14:04.500 --> 00:14:06.500]  他怎麼說
[00:14:06.500 --> 00:14:08.500]  他告訴你
[00:14:08.500 --> 00:14:10.500]  他說
[00:14:10.500 --> 00:14:12.500]  中文的語法
[00:14:12.500 --> 00:14:14.500]  中翻譯 即是和話
[00:14:14.500 --> 00:14:16.500]  因為你們思念我的心
[00:14:16.500 --> 00:14:18.500]  如今又發生了
[00:14:18.500 --> 00:14:20.500]  你們向來就思念我 只是沒有機會
[00:14:20.500 --> 00:14:22.500]  思念的心怎麼會發生
[00:14:22.500 --> 00:14:24.500]  這些是什麼中文來的
[00:14:24.500 --> 00:14:26.500]  如果你寫信給別人
[00:14:26.500 --> 00:14:28.500]  蘇牧師
[00:14:28.500 --> 00:14:30.500]  你向來思念我的心
[00:14:30.500 --> 00:14:32.500]  如今又發生了
[00:14:32.500 --> 00:14:34.500]  思念我的心
[00:14:34.500 --> 00:14:36.500]  思念的心不會發生
[00:14:36.500 --> 00:14:38.500]  所以和諧本的新譯本
[00:14:38.500 --> 00:14:40.500]  就將它改了
[00:14:40.500 --> 00:14:42.500]  你如今向來思念我的心
[00:14:42.500 --> 00:14:44.500]  又表達出來了
[00:14:44.500 --> 00:14:46.500]  即是表達出來
[00:14:46.500 --> 00:14:48.500]  就像中文
[00:14:48.500 --> 00:14:50.500]  但是新譯本
[00:14:50.500 --> 00:14:52.500]  和諧本的新譯本
[00:14:52.500 --> 00:14:54.500]  這樣翻譯
[00:14:54.500 --> 00:14:56.500]  是大錯特錯
[00:14:56.500 --> 00:14:58.500]  我告訴你
[00:14:58.500 --> 00:15:00.500]  和諧本是1918年
[00:15:00.500 --> 00:15:02.500]  翻譯出來的 全部是西人翻譯的
[00:15:02.500 --> 00:15:04.500]  全部是西人來做的
[00:15:04.500 --> 00:15:06.500]  但是
[00:15:06.500 --> 00:15:08.500]  它的翻譯是有原因
[00:15:08.500 --> 00:15:10.500]  為什麼這樣翻譯
[00:15:10.500 --> 00:15:12.500]  因為為什麼這樣翻譯
[00:15:12.500 --> 00:15:14.500]  我們就看看 如今又發生了
[00:15:14.500 --> 00:15:16.500]  我想翻譯這個人
[00:15:16.500 --> 00:15:18.500]  為什麼用發生這個字呢
[00:15:18.500 --> 00:15:20.500]  應該是關懷的心表達
[00:15:20.500 --> 00:15:22.500]  表達你的關懷 表達你的愛心
[00:15:22.500 --> 00:15:24.500]  沒有發生你的愛心
[00:15:24.500 --> 00:15:26.500]  怎會發生你的愛心
[00:15:26.500 --> 00:15:28.500]  但它之所以這樣說 是有它的苦衷
[00:15:28.500 --> 00:15:30.500]  因為希臘文的字
[00:15:30.500 --> 00:15:32.500]  是叫阿拉巴諾
[00:15:32.500 --> 00:15:34.500]  阿拉巴諾是什麼意思呢
[00:15:34.500 --> 00:15:36.500]  我舉個例子 大家會明白
[00:15:36.500 --> 00:15:38.500]  在我家門口
[00:15:38.500 --> 00:15:40.500]  有一棵樹 叫Magnolia
[00:15:40.500 --> 00:15:42.500]  幾個星期前
[00:15:42.500 --> 00:15:44.500]  本來一個月前
[00:15:44.500 --> 00:15:46.500]  是剛出的
[00:15:46.500 --> 00:15:48.500]  葉又沒有
[00:15:48.500 --> 00:15:50.500]  花又沒有
[00:15:50.500 --> 00:15:52.500]  剛脫落的
[00:15:52.500 --> 00:15:54.500]  上個月開始暖一點
[00:15:54.500 --> 00:15:56.500]  突然之間
[00:15:56.500 --> 00:15:58.500]  整棵樹
[00:15:58.500 --> 00:16:00.500]  變了
[00:16:00.500 --> 00:16:02.500]  粉紅色
[00:16:02.500 --> 00:16:04.500]  粉紅色是什麼
[00:16:04.500 --> 00:16:06.500]  我會瞎
[00:16:06.500 --> 00:16:08.500]  總之很美
[00:16:08.500 --> 00:16:10.500]  粉紅色 粉藍色
[00:16:10.500 --> 00:16:12.500]  整棵樹
[00:16:12.500 --> 00:16:14.500]  變了粉紅色
[00:16:14.500 --> 00:16:16.500]  整棵樹
[00:16:16.500 --> 00:16:18.500]  美到無法形容
[00:16:18.500 --> 00:16:20.500]  形容不到
[00:16:20.500 --> 00:16:22.500]  我的相機又拍了出來
[00:16:22.500 --> 00:16:24.500]  是形容不到
[00:16:24.500 --> 00:16:26.500]  忽然之間發生
[00:16:26.500 --> 00:16:28.500]  本來是剛脫落的一棵樹
[00:16:28.500 --> 00:16:30.500]  突然之間
[00:16:30.500 --> 00:16:32.500]  暖了一點
[00:16:32.500 --> 00:16:34.500]  氣候好一點
[00:16:34.500 --> 00:16:36.500]  美到你想像不到
[00:16:36.500 --> 00:16:38.500]  這個就叫阿拉巴諾
[00:16:38.500 --> 00:16:40.500]  希臘文就是這個字
[00:16:40.500 --> 00:16:42.500]  所以
[00:16:42.500 --> 00:16:44.500]  本來就說 你向來都有關心
[00:16:44.500 --> 00:16:46.500]  就算你那棵樹剛脫落
[00:16:46.500 --> 00:16:48.500]  也好 什麼都沒有
[00:16:48.500 --> 00:16:50.500]  但它有一個潛質在裡面
[00:16:50.500 --> 00:16:52.500]  它已經有一個潛質在裡面
[00:16:52.500 --> 00:16:54.500]  只是沒有機會
[00:16:54.500 --> 00:16:56.500]  機會來了 天氣暖一點的時候
[00:16:56.500 --> 00:16:58.500]  一聲 整棵樹開了
[00:16:58.500 --> 00:17:00.500]  很美很美的花
[00:17:00.500 --> 00:17:02.500]  如果我們中國人說
[00:17:02.500 --> 00:17:04.500]  桃花都出來了
[00:17:04.500 --> 00:17:06.500]  哇 桃花都出來了 哇 這麼美
[00:17:06.500 --> 00:17:08.500]  本來是想告訴你
[00:17:08.500 --> 00:17:10.500]  你向來都有關心
