
[00:00:00.000 --> 00:00:06.000]  早晨, 請姐妹平安。
[00:15:52.000 --> 00:16:20.000]  兩個不同的標準, 我們在看你對我錯, 神說我不管, 我不是不管, 我知道哪些對哪些錯, 但神說我最重要的我要問的, 不是這個問題, 大家還記得我很喜歡約書亞記那段聖經第五章, 大家記得嗎? 短短的幾節, 第五章快要完的時候, 記載了一件小事, 但這件事對約書亞很重要, 我相信他一生,
[00:16:20.000 --> 00:16:48.000]  約書亞進入加南, 還沒有打耶利哥城之前, 他的師父摩西已經不能夠跟他進入加南, 所以這個英雄之地的重擔就壓在他身上, 青年人囚除滿治, 其實他也不算青年, 囚除滿治他也不知道怎麼辦的時候, 聖經說約書亞走路突然看到一個人拿著一把刀站在他前面擋住路, 大家記得那段聖經嗎?
[00:16:48.000 --> 00:17:14.000]  約書亞很自然打仗的時候問你是幫誰的, 你說幫我們, 還是幫敵人的, 你有沒有留意那個拿著刀的人, 即是神的使者的回答多厲害, 說不是的, 你問都問錯問題, 我是耶和華的元帥, 我又不是幫你, 又不是幫敵人, 我看看你站在哪裏, 你站在我那裏的話, 你就贏, 大家明白嗎?
[00:17:14.000 --> 00:17:42.000]  這就是神的觀點, 還有我在這個紛亂的世界裏面的時候, 讓我們回到神的觀點去看事情, 這個不是我說的話, 我這幾個月裏面在講座裏面說過幾次, 我很喜歡用一句話, 那句話不是我說的, 那句話是十六世紀的時候, 馬丁路德宗教改革的時候, 大家知道的, 他一個人面對整個歐洲的浪潮的反對
[00:17:42.000 --> 00:18:10.000]  他的勇氣在哪裏呢? 他講了一句話, 這個是他的口號, Let God be God, 讓神做回神就是這麼簡單, 你說吧, 我只是一樣的標準, 讓神做回神, 我不會扮演神, 這個就是聖經裏面說, 你聽完之後, 神說你明白了, 你明白為什麼你正在頂撞我, 你說你沒有頂撞我?
[00:18:10.000 --> 00:18:26.000]  是的, 你沒有直接指著我去爭辯, 不過你說做好人有什麼用呢? 惡人就風光, 好人就受屈, 當你說的話, 神說你頂撞我, 因為最重要的是你沒有從我的角度去看
[00:18:26.000 --> 00:18:46.000]  希望我們在馬拉基斯完結的時候, 在聖經舊約完結的時候, 提醒我們這一點, 我們從今之後, 我們多學習在神的角度, 在神的說話裏面, 在神的標準裏面, 在神的價值裏面, 在神的判斷裏面, 來看我們現在, 好嗎?
[00:18:46.000 --> 00:19:06.000]  用神自己來看我們, 然後你說好, 我試試這樣做, 但是我也覺得很冤枉, 一肚子火, 這樣也說不明白給他聽, 這樣也說他對, 這樣也算數, 怎麼可以呢?
[00:19:06.000 --> 00:19:28.000]  第四章, 我給你另一個角度, 就是從他永恆的結局的角度, 你要看現在, 坦白說, 人生多短促, 你看到的多短促, 半年了, 你還想怎樣? 半年多短促
[00:19:28.000 --> 00:19:47.000]  我不知道自己是不是年紀開始大, 就說這些老人家的話, 回想過去幾十年裏面, 經歷過多少的事情, 馬上風雲過了, 由香港搞到加拿大, 加拿大回到香港
[00:19:47.000 --> 00:20:08.000]  今天回想起來, 有些當日無論如何都不能放手的事情, 今天回想起來, 只能笑, 我不知道, 我不是這樣來槍衝淡我們今天所面對的張力, 但弟兄姊妹, 你知不知道我們從永恆的角度看的時候, 你看到一幅不同的圖畫, 我不如帶你去看一看
[00:20:08.000 --> 00:20:37.000]  我們四張萬鈞之鑰和華雪看, 到哪一天, 哪一天就是耶和華的日子, 你試試去到我自己所定的永恆的日子裏面, 回頭看你會看到些什麼? 第一, 第一戰, 那些狂傲的人, 驕傲和作惡的人, 狂傲的人, 就好像那些火爐一樣, 就會燒到成為碎渣
[00:20:37.000 --> 00:20:59.000]  他們被燒盡, 甚至沒有留下一根一節, 什麼都沒有, 就是這樣, 我希望新聞裏面不要說, 就是難看的事, 不要這樣想, 神話, 每個人都會這樣, 你明白嗎?
[00:20:59.000 --> 00:21:26.000]  神話, 我知道哪個是狂傲, 哪個是錯的人, 如果那些錯的人, 今天他可能封光, 但在永恆裏面, 在我的審判, 在我的決定裏面, 他就會好像在火燒裏面那樣, 那些渣滓燒到他什麼都沒有剩, 連碎都沒有剩, 一根一枝都沒有, 就是這樣, 你信不信? 我信
[00:21:26.000 --> 00:21:43.000]  這句話能不能帶給你心裏面, 不是復仇的滿足, 而是心裏面的一些把握, 神知道, 在永恆裏面, 剛才我們說未必一定需要等永恆的, 等多三五年, 你看回頭, 你就知道現在發生什麼事
[00:21:43.000 --> 00:22:12.000]  現在不要這麼快下定論, 好嗎? 等神自己用他的火來煉證歷史, 如果歷史都沒有辦法煉證的話, 因為人的罪, 因為人的很多的虛偽, 耶穌說得很對的, 馬太福音25章你記得嗎? 耶穌說我再來的日子裏面有幾個預兆的, 今天你和我看的時候, 我們心裏面都很有共鳴的, 是不是?
[00:22:12.000 --> 00:22:27.000]  耶穌說你記得嗎? 25章裏面說的第一個預兆是什麼? 很多謊話, 很多大話, 很多假的, 因為連續了四次, 迷惑迷惑迷惑, 人人都被人迷惑, 這個第一個特別的象徵
[00:22:27.000 --> 00:22:36.000]  第二個, 因為不法的字增多, 人的愛心就變得冷淡, 哇, 這個是第二個特色
[00:22:36.000 --> 00:23:00.000]  第三, 民要攻打民, 耶穌說, 為什麼這麼特別? 因為耶穌說國要攻打國, 你就經常知道, 人類歷史就是主權國當然要攻打主權國, 但是你發覺20世紀中, 直到現在越來越多不是國要攻打國, 是民要攻打, 民這個字, Eidos這個字, 是說自己人攻打自己人
[00:23:00.000 --> 00:23:29.000]  哇, 這個現象真的很特別, 現在才真的應驗, 現在國不攻打國, 為什麼? 因為不敢攻打, 因為那些軍事科技太高了, 你一攻打大家就同歸於盡, 但是不等於我們沒有戰爭, 我們越來越多戰爭, 是什麼? 是自己人攻打自己人, 韓國人攻打韓國人, 歐洲人攻打歐洲人, 中東人攻打中東人, 中國人攻打中國人, 香港人攻打香港人
[00:23:29.000 --> 00:23:56.000]  民要攻打民, 耶穌說了, 這些現象可能我們在歷史再看不到, 最後我們剛才見到這個在永恆所見到的, 神要完全主持正義的時候, 誰對誰不對到時不用你說, 神說我會表達出來, 那些狂傲的, 我會好像火爐一樣, 將他們燒到盡, 夠了吧?
[00:23:56.000 --> 00:24:24.000]  我不是要你去仇恨, 但是我要你知道這個神會主持正義, 我們能不能夠在一個永恆的角度去看, 去知道心裡面有把握, 今天你爭奪贏也好, 他爭奪贏也好, 好像那些荒謬的東西好像掩蓋了你認為是真理和正義的東西也好, 我們相信神是看到的, 看到嗎? 剛才我們說過,
[00:24:24.000 --> 00:24:46.000]  神是側耳而聽, 神是有記錄簿記錄著的, 神在這裡, 有一天, 祂會將他們全部連一斤一枝都會摧毀, 第二, 大家都知道這句話就是呼應剛才我們15節那裡, 狂傲的人為什麼可以逃脫?
[00:24:46.000 --> 00:25:06.000]  神的回答就是, 他們現在好像逃脫了, 但是在我的計劃, 在永恆裡面, 他們是逃不掉的, 這個是神的第一個回答, 第二個回答, 神的回答就是, 做一節, 14節, 侍奉神的人有什麼好處? 白費了, 是不是?
[00:25:06.000 --> 00:25:34.000]  做好人, 跟隨神自己的標準, 最後得到什麼? 什麼都沒有, 這個就是好人要受屈, 神說我回答你, 第二節, 四章二節, 他說那些敬畏我名的人必有公義的太陽升起, 他的光線有醫治的能力, 哇, 這句話中文也很複雜的,
[00:25:34.000 --> 00:25:59.000]  我試試根據原文再翻譯一次, 我覺得這樣更加流暢一點, 原來原文的意思是什麼呢? 那些敬畏神的人, 他會帶著醫治能力的翅膀, 飛向升起的公義太陽,
[00:25:59.000 --> 00:26:23.000]  我試試記住這幅圖畫, 剛才那幅圖畫就是燒到一根一枝都沒有了, 現在這幅圖畫就是神說我敬畏我的人, 他們會帶著他們醫治的翅膀, 向前飛向升起的公義的太陽,
[00:26:23.000 --> 00:26:43.000]  我相信這種文學性表達得這麼清楚的話, 我再加下去也沒有什麼意思了, 神寫的真是美麗, 整個書畫多麼美麗, 升起的公義的太陽, 然後那些敬畏神的人會有一雙翅膀, 這雙翅膀是有醫治能力的翅膀,
[00:26:43.000 --> 00:27:05.000]  不單止醫治他也醫治其他人, 不單止不會累, 如蔡亞書所說的如應返路還童, 那種不斷懸然不絕的力量, 去飛向這個公義升起的太陽, 就是這麼美麗, 這個就是神說我敬畏我的人所得到的東西,
[00:27:05.000 --> 00:27:32.000]  回應我們剛才說的第十四節, 施奉神的人有什麼益處呢? 白費了, 不是, 在永恆裡面他們帶著醫治能力的翅膀的那群, 飛向永恆升起的公義的太陽的陽光, 還有他們好像跳躍的欄裡面的肥牛毒一樣,
[00:27:32.000 --> 00:27:56.000]  你說我很憤怒, 我很難過, 我心情很低落, 神說在我自己的手裡面, 有一天, 這群人會成為喜樂雀躍的一群人, 這個就是神自己的應許, 神就是這樣應許我們, 我們能不能夠試試用神的應許來看今天你和我所見到的,
[00:27:56.000 --> 00:28:18.000]  我希望今天我們中間有些人可能會說, 哎, 又是說這些東西, 怎麼不落地呢? 我不知道什麼叫落地, 什麼叫不落地, 溫慧瑤這麼多年在港台上就說聖經是這樣說的, 你不喜歡聽, 沒你的辦法, 你肯聽的話, 神說你就不要頂撞我,
[00:28:18.000 --> 00:28:42.000]  神說為什麼你要頂撞我, 因為你沒有用我的角度去看你自己現在所面對的和生活的, 你沒有用那個永恆來看你現在生命當中這個這麼特別, 我也覺得很特別, 不可思議的這一段這樣的日子, 讓我們重新回到神的話,
[00:28:42.000 --> 00:29:06.000]  Let God be God, 好嗎? 讓神做回神, 我相信你和我的生命不是不可以慢過這段日子的, 希望這些信息成為我們2019年最後一個月在聖經裡面最後一段帶給我們的提醒, 我們一起祈禱,
[00:29:06.000 --> 00:29:32.000]  掌管歷史, 又滿有真理權威, 又愛我們的神, 我們再一次來到你面前, 多謝你接受馬拉基書在舊約裡面最後一段的說話, 再一次告訴我們你是一位怎樣的主, 你是怎樣看事物的, 你是怎樣瞭解每天發生在我們身上的事,
[00:29:32.000 --> 00:29:56.000]  主, 我覺得我們很不配, 我們是什麼人, 算得了什麼, 這麼醜陋的人, 這麼難看的社會, 這麼可怕的世界, 你都竟然來關心我們, 我們實在要太多謝你,
[00:29:56.000 --> 00:30:21.000]  我記得聖經裡面這段說話完了之後就轉向新約, 你竟然親自來到這個人間, 真是太不可思議, 但我們相信, 我們感恩, 我們敬拜, 最後為願我們聽你自己的說話, 成為那些敬畏你的人, 侍奉你的人, 以至在你的區別的條件底下,
[00:30:21.000 --> 00:30:44.000]  我們可以被你選中, 享受你的應許, 享受你自己所賜下的把握, 帶我們經過我們人生高高低低, 不容易, 甚至是幽谷, 聽我們的禱告, 奉耶穌基督的名, 阿們。
[00:30:44.000 --> 00:30:45.000]  阿們。
[00:30:45.000 --> 00:30:46.000]  阿們。
[00:30:47.000 --> 00:30:48.000]  阿們。
[00:30:48.000 --> 00:30:50.000]  那入口還答應,明邊你接受
[00:30:50.000 --> 00:30:53.000]  那八國安取投票
[00:30:53.000 --> 00:30:56.000]  數碼在你眼前
[00:30:56.000 --> 00:30:59.000]  那做好你們的政策
[00:30:59.000 --> 00:31:02.000]  開機
[00:31:02.000 --> 00:31:06.000]  如果可以保持
[00:31:06.000 --> 00:31:08.000]  你會想到政府

