
[00:00:00.000 --> 00:00:07.520]  今天和大家去思想的經文就是《讓福音》
[00:07:22.560 --> 00:07:24.560]  第三句
[00:07:24.560 --> 00:07:28.560]  我的時候還會有道
[00:07:28.560 --> 00:07:30.560]  什麼意思呢
[00:07:30.560 --> 00:07:32.560]  什麼叫我的時候還會有道呢
[00:07:32.560 --> 00:07:36.560]  這句話和前面有什麼關係呢
[00:07:36.560 --> 00:07:40.560]  所以當我們再看的時候
[00:07:40.560 --> 00:07:42.560]  我們覺得很奇怪
[00:07:42.560 --> 00:07:44.560]  不過更加奇怪的是
[00:07:44.560 --> 00:07:46.560]  他媽媽怎麼回覆他呢
[00:07:46.560 --> 00:07:48.560]  他媽媽沒有生氣
[00:07:48.560 --> 00:07:50.560]  他媽媽沒有說
[00:07:50.560 --> 00:07:52.560]  你為什麼這樣和我說
[00:07:52.560 --> 00:07:54.560]  你這麼沒禮貌
[00:07:54.560 --> 00:08:00.560]  沒有啊 他媽媽只是和那些傭人說
[00:08:00.560 --> 00:08:02.560]  他告訴你們什麼
[00:08:02.560 --> 00:08:04.560]  你們就著什麼
[00:08:04.560 --> 00:08:10.560]  整個對白裡邊表達了一件事
[00:08:10.560 --> 00:08:14.560]  第一 耶穌不是不尊重他媽媽
[00:08:14.560 --> 00:08:18.560]  因為耶穌並沒有拒絕他媽媽要求
[00:08:18.560 --> 00:08:24.560]  所以耶穌是有解決問題的
[00:08:24.560 --> 00:08:26.560]  隨便就解決問題
[00:08:26.560 --> 00:08:28.560]  耶穌雖然說不關我的事
[00:08:28.560 --> 00:08:30.560]  你的事還是你的事
[00:08:30.560 --> 00:08:32.560]  但實際行動
[00:08:32.560 --> 00:08:34.560]  耶穌是滿足了瑪利亞要求
[00:08:34.560 --> 00:08:36.560]  所以把水變了酒
[00:08:36.560 --> 00:08:40.560]  為什麼耶穌說他是婦人
[00:08:40.560 --> 00:08:44.560]  婦人這個稱呼是身份的稱呼
[00:08:44.560 --> 00:08:52.560]  因為耶穌知道他作事是以父為念
[00:08:52.560 --> 00:08:54.560]  換句話說
[00:08:54.560 --> 00:08:56.560]  耶穌在這裡提醒一件事
[00:08:56.560 --> 00:08:58.560]  他的使命
[00:08:58.560 --> 00:09:00.560]  在世上的使命
[00:09:00.560 --> 00:09:04.560]  是因著上帝的緣故
[00:09:04.560 --> 00:09:06.560]  他是上帝的兒子
[00:09:06.560 --> 00:09:08.560]  他在地上所做的事
[00:09:08.560 --> 00:09:14.560]  是以天父做他最高的職業
[00:09:14.560 --> 00:09:18.560]  這是超過了倫理家庭
[00:09:18.560 --> 00:09:20.560]  作為上帝的兒女
[00:09:20.560 --> 00:09:22.560]  好像你 像我們今天
[00:09:22.560 --> 00:09:24.560]  我們會聽父母說
[00:09:24.560 --> 00:09:26.560]  我們會照顧家人
[00:09:26.560 --> 00:09:28.560]  但我們有一個更大的使命
[00:09:28.560 --> 00:09:30.560]  使命就是上帝拯救我們
[00:09:30.560 --> 00:09:32.560]  我們是上帝的兒女
[00:09:32.560 --> 00:09:34.560]  所以有時候
[00:09:34.560 --> 00:09:36.560]  在一些很重要的決定的時候
[00:09:36.560 --> 00:09:38.560]  怎樣決定呢?
[00:09:38.560 --> 00:09:42.560]  是神還是家庭呢?
[00:09:42.560 --> 00:09:44.560]  作為上帝的兒女
[00:09:44.560 --> 00:09:46.560]  我們有一個更高的價值
[00:09:46.560 --> 00:09:48.560]  耶穌基督在這裡
[00:09:48.560 --> 00:09:52.560]  其實他沒有不尊重他媽媽
[00:09:52.560 --> 00:09:54.560]  他只是表達了
[00:09:54.560 --> 00:09:58.560]  他的身份是上帝而來的
[00:09:58.560 --> 00:10:00.560]  所以他用婦人去稱呼
[00:10:00.560 --> 00:10:02.560]  就是一個身份的稱呼
[00:10:02.560 --> 00:10:04.560]  就是他用上帝而來的身份
[00:10:04.560 --> 00:10:06.560]  來和瑪利亞說
[00:10:06.560 --> 00:10:10.560]  其實你的事和我的事
[00:10:10.560 --> 00:10:14.560]  你很關心這個家庭
[00:10:14.560 --> 00:10:16.560]  可能面臨很掃興
[00:10:16.560 --> 00:10:18.560]  被人投訴 很不開心
[00:10:18.560 --> 00:10:20.560]  而耶穌說
[00:10:20.560 --> 00:10:22.560]  我所關心的是
[00:10:22.560 --> 00:10:24.560]  上帝差派我下來
[00:10:24.560 --> 00:10:26.560]  去拯救世人
[00:10:26.560 --> 00:10:28.560]  去完成救贖很大的事情
[00:10:28.560 --> 00:10:30.560]  他很清楚地說清楚
[00:10:30.560 --> 00:10:32.560]  但他說清楚不是拒絕
[00:10:32.560 --> 00:10:34.560]  他只是說清楚
[00:10:34.560 --> 00:10:36.560]  然後他說
[00:10:36.560 --> 00:10:38.560]  我的時候還會到
[00:10:38.560 --> 00:10:42.560]  他說我現在是要遵從上帝成就的旨意
[00:10:42.560 --> 00:10:46.560]  拯救這個偉大的使命
[00:10:46.560 --> 00:10:48.560]  我還沒到
[00:10:48.560 --> 00:10:50.560]  所以在這個時候
[00:10:50.560 --> 00:10:52.560]  他的意思是
[00:10:52.560 --> 00:10:56.560]  你所要求的
[00:10:56.560 --> 00:10:58.560]  我會滿足
[00:10:58.560 --> 00:11:00.560]  當他這樣說完之後
[00:11:00.560 --> 00:11:04.560]  他媽媽明白
[00:11:04.560 --> 00:11:08.560]  這是他肉身的意志
[00:11:08.560 --> 00:11:12.560]  但是是一個獨特的身份
[00:11:12.560 --> 00:11:14.560]  從上帝而來
[00:11:14.560 --> 00:11:16.560]  他明白 他知道
[00:11:16.560 --> 00:11:20.560]  所以他對他很有信心
[00:11:20.560 --> 00:11:22.560]  耶穌在平日
[00:11:22.560 --> 00:11:26.560]  所表現和他媽媽的關係
[00:11:26.560 --> 00:11:28.560]  一定是非常好
[00:11:28.560 --> 00:11:30.560]  不會因為這樣的言語
[00:11:30.560 --> 00:11:34.560]  他媽媽就對他沒有信心
[00:11:34.560 --> 00:11:36.560]  所以我們家人的相處
[00:11:36.560 --> 00:11:38.560]  不是在乎一句說話和兩個說話
[00:11:38.560 --> 00:11:42.560]  是在乎平日很長的相處
[00:11:42.560 --> 00:11:46.560]  大家的了解和和諧
[00:11:46.560 --> 00:11:50.560]  這才造就了我們在一些決定的時候
[00:11:50.560 --> 00:11:52.560]  我們能夠坐下
[00:11:52.560 --> 00:11:54.560]  彼此聆聽解決
[00:11:54.560 --> 00:11:56.560]  所以我們看到
[00:11:56.560 --> 00:11:58.560]  耶穌基督的家庭
[00:11:58.560 --> 00:12:00.560]  是一個神聖的家庭
[00:12:00.560 --> 00:12:02.560]  有時候我們未必完全了解
[00:12:02.560 --> 00:12:04.560]  但裡面是有神聖的使命
[00:12:04.560 --> 00:12:08.560]  但又有人間和諧在這裡
[00:12:08.560 --> 00:12:10.560]  所以當他媽媽說的時候
[00:12:10.560 --> 00:12:12.560]  他媽媽沒有責備
[00:12:12.560 --> 00:12:14.560]  也沒有覺得耶穌
[00:12:14.560 --> 00:12:16.560]  你這樣和我說話
[00:12:16.560 --> 00:12:18.560]  不對
[00:12:18.560 --> 00:12:20.560]  也沒有
[00:12:20.560 --> 00:12:22.560]  他只是和用人說
[00:12:22.560 --> 00:12:24.560]  他和你說什麼你就做什麼
[00:12:24.560 --> 00:12:28.560]  他的信心不是他的兒子
[00:12:28.560 --> 00:12:30.560]  他的信心是耶穌基督
[00:12:30.560 --> 00:12:32.560]  從上帝而來的
[00:12:32.560 --> 00:12:34.560]  他要成就的是更大的事
[00:12:34.560 --> 00:12:38.560]  所以他知道耶穌會怎樣做
[00:12:38.560 --> 00:12:42.560]  所以瑪利亞也轉變了
[00:12:42.560 --> 00:12:44.560]  身份也轉變了
[00:12:44.560 --> 00:12:46.560]  本來是肉身的兒子
[00:12:46.560 --> 00:12:48.560]  做媽媽看到兒子
[00:12:48.560 --> 00:12:50.560]  三十歲也是小孩
[00:12:50.560 --> 00:12:52.560]  五十歲也是小孩
[00:12:52.560 --> 00:12:54.560]  做媽媽看到兒子
[00:12:54.560 --> 00:12:56.560]  年紀大了也會想起他以前的鴨寮片
[00:12:56.560 --> 00:12:58.560]  到處走
[00:12:58.560 --> 00:13:00.560]  但現在身份不同
[00:13:00.560 --> 00:13:02.560]  他轉變了身份
[00:13:02.560 --> 00:13:04.560]  他知道從上帝而來
[00:13:04.560 --> 00:13:08.560]  是聖靈感人而生
[00:13:08.560 --> 00:13:12.560]  所以他的信心是相信
[00:13:12.560 --> 00:13:14.560]  這個從聖靈感人而生
[00:13:14.560 --> 00:13:16.560]  從上帝而來
[00:13:16.560 --> 00:13:18.560]  道成肉身的神
[00:13:18.560 --> 00:13:20.560]  所以他和用人說
[00:13:20.560 --> 00:13:22.560]  他和你說什麼
[00:13:22.560 --> 00:13:24.560]  你就做什麼
[00:13:24.560 --> 00:13:26.560]  以後
[00:13:26.560 --> 00:13:30.560]  耶穌並沒有拒絕
[00:13:30.560 --> 00:13:32.560]  沒有覺得他媽媽很煩
[00:13:32.560 --> 00:13:34.560]  沒有覺得我要做大事
[00:13:34.560 --> 00:13:36.560]  你找一個做這樣的
[00:13:36.560 --> 00:13:38.560]  沒有
[00:13:38.560 --> 00:13:40.560]  很和諧
[00:13:40.560 --> 00:13:42.560]  耶穌和人說
[00:13:42.560 --> 00:13:44.560]  將那六口缸注滿水
[00:13:44.560 --> 00:13:46.560]  潔淨的缸
[00:13:46.560 --> 00:13:48.560]  是兩三桶水
[00:13:48.560 --> 00:13:50.560]  補滿它
[00:13:50.560 --> 00:13:52.560]  很多的
[00:13:52.560 --> 00:13:54.560]  然後就叫人拿水出去
[00:13:54.560 --> 00:13:56.560]  管賢直那個人還懵然不知
[00:13:56.560 --> 00:13:58.560]  所以這個人雖然一般般
[00:13:58.560 --> 00:14:00.560]  今天要炒的有的
[00:14:00.560 --> 00:14:02.560]  什麼都不知道
[00:14:02.560 --> 00:14:04.560]  然後就說
[00:14:04.560 --> 00:14:06.560]  哎呀
[00:14:06.560 --> 00:14:08.560]  為什麼這麼好的酒
[00:14:08.560 --> 00:14:10.560]  應該一早給人喝
[00:14:10.560 --> 00:14:12.560]  還說這些
[00:14:12.560 --> 00:14:14.560]  所以這個人負責管賢直
[00:14:14.560 --> 00:14:16.560]  這個表現就很差了
[00:14:16.560 --> 00:14:18.560]  好了
[00:14:18.560 --> 00:14:20.560]  水缸是潔淨
[00:14:20.560 --> 00:14:22.560]  耶穌基督這個神蹟
[00:14:22.560 --> 00:14:24.560]  叫一些淡而無味的水
[00:14:24.560 --> 00:14:26.560]  成為了讓人歡樂的酒
[00:14:26.560 --> 00:14:28.560]  改變
[00:14:28.560 --> 00:14:30.560]  所以神都可以改變我們生命
[00:14:30.560 --> 00:14:32.560]  讓我們生命更豐富
[00:14:32.560 --> 00:14:34.560]  不過重點不是在這裡
[00:14:34.560 --> 00:14:36.560]  重點就是
[00:14:36.560 --> 00:14:38.560]  酒的問題
[00:14:38.560 --> 00:14:40.560]  現代的解經
[00:14:40.560 --> 00:14:42.560]  有一派
[00:14:42.560 --> 00:14:44.560]  他說
[00:14:44.560 --> 00:14:46.560]  耶穌基督
[00:14:46.560 --> 00:14:48.560]  能夠將水變酒
[00:14:48.560 --> 00:14:50.560]  當時因為婚宴的緣故
[00:14:50.560 --> 00:14:52.560]  很多人都說
[00:14:52.560 --> 00:14:54.560]  耶穌基督
[00:14:54.560 --> 00:14:56.560]  因為婚宴的緣故
[00:14:56.560 --> 00:14:58.560]  很開心
[00:14:58.560 --> 00:15:00.560]  所以耶穌基督為了不讓他們
[00:15:00.560 --> 00:15:02.560]  掃興失望
[00:15:02.560 --> 00:15:04.560]  又因為媽媽的要求
[00:15:04.560 --> 00:15:06.560]  所以
[00:15:06.560 --> 00:15:08.560]  他就將水變酒
[00:15:08.560 --> 00:15:10.560]  讓他們喝
[00:15:10.560 --> 00:15:12.560]  不是喝夠
[00:15:12.560 --> 00:15:14.560]  而是喝足夠
[00:15:14.560 --> 00:15:16.560]  六缸水 每缸兩三桶
[00:15:16.560 --> 00:15:18.560]  你說多少的酒
[00:15:18.560 --> 00:15:20.560]  喝到夠為止
[00:15:20.560 --> 00:15:22.560]  喝到飽為止
[00:15:22.560 --> 00:15:24.560]  有人就說
[00:15:24.560 --> 00:15:26.560]  耶穌基督既然
[00:15:26.560 --> 00:15:28.560]  可以
[00:15:28.560 --> 00:15:30.560]  水變酒
[00:15:30.560 --> 00:15:32.560]  喝到飽
[00:15:32.560 --> 00:15:34.560]  如果在今天
[00:15:34.560 --> 00:15:36.560]  耶穌基督會不會再進一步呢
[00:15:36.560 --> 00:15:38.560]  為了婚宴
[00:15:38.560 --> 00:15:40.560]  既然
[00:15:40.560 --> 00:15:42.560]  其實酒在聖經裡的記載
[00:15:42.560 --> 00:15:44.560]  是有好有不好的
[00:15:44.560 --> 00:15:46.560]  大家知道
[00:15:46.560 --> 00:15:48.560]  醉酒是不好的
[00:15:48.560 --> 00:15:50.560]  過量喝酒是不好的
[00:15:50.560 --> 00:15:52.560]  如果耶穌可以這樣做
[00:15:52.560 --> 00:15:54.560]  那耶穌會不會再進一步呢
[00:15:54.560 --> 00:15:56.560]  例如
[00:15:56.560 --> 00:15:58.560]  我舉任何的例子
[00:15:58.560 --> 00:16:00.560]  一個婚宴
[00:16:00.560 --> 00:16:02.560]  很開心
[00:16:02.560 --> 00:16:04.560]  不要讓他們失望
[00:16:04.560 --> 00:16:06.560]  突然主人家打牌
[00:16:06.560 --> 00:16:08.560]  三缺一 耶穌拜託你
[00:16:08.560 --> 00:16:10.560]  每人坐在一起
[00:16:10.560 --> 00:16:12.560]  為了滿足他們
[00:16:12.560 --> 00:16:14.560]  是不是這樣呢
[00:16:14.560 --> 00:16:16.560]  或者吸煙
[00:16:16.560 --> 00:16:18.560]  吸煙不是犯罪
[00:16:18.560 --> 00:16:20.560]  大家開心
[00:16:20.560 --> 00:16:22.560]  一起吧 吸煙吧
[00:16:22.560 --> 00:16:24.560]  會不會喝酒
[00:16:24.560 --> 00:16:26.560]  會不會開門
[00:16:26.560 --> 00:16:28.560]  突然間可以
[00:16:28.560 --> 00:16:30.560]  做這件事的時候
[00:16:30.560 --> 00:16:32.560]  是不是可以打開門
[00:16:32.560 --> 00:16:34.560]  一路可以
[00:16:34.560 --> 00:16:36.560]  灰色地帶做下去呢
[00:16:36.560 --> 00:16:38.560]  我們
[00:16:38.560 --> 00:16:40.560]  看經文的時候
[00:16:40.560 --> 00:16:42.560]  有人就將這件事
[00:16:42.560 --> 00:16:44.560]  推廣
[00:16:44.560 --> 00:16:46.560]  喝酒不是犯罪
[00:16:46.560 --> 00:16:48.560]  吸煙不是犯罪
[00:16:48.560 --> 00:16:50.560]  打牌也不是犯罪
[00:16:50.560 --> 00:16:52.560]  為什麼不可以做呢
[00:16:52.560 --> 00:16:54.560]  可以一路一路下去
[00:16:54.560 --> 00:16:56.560]  我們先看看
[00:16:56.560 --> 00:16:58.560]  在舊約裡面
[00:16:58.560 --> 00:17:00.560]  怎樣看
[00:17:00.560 --> 00:17:02.560]  喝酒這件事
[00:17:02.560 --> 00:17:04.560]  舊約裡面就提到
[00:17:04.560 --> 00:17:06.560]  利美人 祭司
[00:17:06.560 --> 00:17:08.560]  拿西人 即是說
[00:17:08.560 --> 00:17:10.560]  侍奉上帝的人
[00:17:10.560 --> 00:17:12.560]  不喝酒
[00:17:12.560 --> 00:17:14.560]  清酒 濃酒都不喝
[00:17:14.560 --> 00:17:16.560]  清酒很淡
[00:17:16.560 --> 00:17:18.560]  雖然不醉
[00:17:18.560 --> 00:17:20.560]  但都不喝
[00:17:20.560 --> 00:17:22.560]  濃酒不喝
[00:17:22.560 --> 00:17:24.560]  但喝酒是不是犯罪呢
[00:17:24.560 --> 00:17:26.560]  是不是不對呢
[00:17:26.560 --> 00:17:28.560]  又不是的
[00:17:28.560 --> 00:17:30.560]  詩篇裡面說
[00:17:30.560 --> 00:17:32.560]  酒是死人開心的
[00:17:32.560 --> 00:17:34.560]  在宴會裡面是喝的
[00:17:34.560 --> 00:17:36.560]  酒 另一個負面的就是
[00:17:36.560 --> 00:17:38.560]  過量的酒
[00:17:38.560 --> 00:17:40.560]  就會令人洩漫
[00:17:40.560 --> 00:17:42.560]  就喧嘩
[00:17:42.560 --> 00:17:44.560]  因酒創造
[00:17:44.560 --> 00:17:46.560]  沒有節位
[00:17:46.560 --> 00:17:48.560]  如果你失控
[00:17:48.560 --> 00:17:52.560]  就會對你產生很壞的後果
[00:17:52.560 --> 00:17:54.560]  我們要看這件事的時候
[00:17:54.560 --> 00:17:56.560]  有沒有被酒控制了
[00:17:56.560 --> 00:17:58.560]  葡萄酒
[00:17:58.560 --> 00:18:00.560]  聖山那裡
[00:18:00.560 --> 00:18:02.560]  我等一下再說
[00:18:02.560 --> 00:18:04.560]  保羅就提到
[00:18:04.560 --> 00:18:06.560]  不要因酒滋事
[00:18:06.560 --> 00:18:08.560]  因酒滋事的意思
[00:18:08.560 --> 00:18:10.560]  就是與酒為伴的意思
[00:18:10.560 --> 00:18:12.560]  因為當時的人喝酒
[00:18:12.560 --> 00:18:14.560]  又不是說要喝
[00:18:14.560 --> 00:18:16.560]  就是
[00:18:16.560 --> 00:18:18.560]  保羅是和執事說的
[00:18:18.560 --> 00:18:20.560]  和教會執事說的
[00:18:20.560 --> 00:18:22.560]  不要因酒滋事
[00:18:22.560 --> 00:18:24.560]  滋事不是打架
[00:18:24.560 --> 00:18:26.560]  因酒的因酒
[00:18:26.560 --> 00:18:28.560]  因為當時的人喝酒
[00:18:28.560 --> 00:18:30.560]  是追求一種喝酒的很high
[00:18:30.560 --> 00:18:32.560]  很開心
[00:18:32.560 --> 00:18:34.560]  但去到那個境地
[00:18:34.560 --> 00:18:36.560]  就很容易會說錯話
[00:18:36.560 --> 00:18:38.560]  或者很容易沒有了判斷
[00:18:38.560 --> 00:18:40.560]  所以保羅就說
[00:18:40.560 --> 00:18:42.560]  不要因追求這種
[00:18:42.560 --> 00:18:44.560]  喝酒的文化
[00:18:44.560 --> 00:18:46.560]  那種品味
[00:18:46.560 --> 00:18:48.560]  而使你做事
[00:18:48.560 --> 00:18:50.560]  做得不好
[00:18:50.560 --> 00:18:52.560]  所以要小心
[00:18:52.560 --> 00:18:54.560]  但是另一方面
[00:18:54.560 --> 00:18:56.560]  提摩泰因為他胃口不好
[00:18:56.560 --> 00:18:58.560]  可能他有胃病
[00:18:58.560 --> 00:19:00.560]  喝水可能對他不好
[00:19:00.560 --> 00:19:02.560]  保羅都說可以稍微用酒
[00:19:02.560 --> 00:19:04.560]  所以酒也有幫助人
[00:19:04.560 --> 00:19:06.560]  所以又不是完全負面
[00:19:06.560 --> 00:19:08.560]  但以不鎖書就說
[00:19:08.560 --> 00:19:10.560]  不要追酒 酒使人放蕩
[00:19:10.560 --> 00:19:12.560]  被聖靈充滿
[00:19:12.560 --> 00:19:14.560]  酒被人放蕩就是被酒所控制
[00:19:14.560 --> 00:19:16.560]  以致你失去了自己
[00:19:16.560 --> 00:19:18.560]  所以整個教導裡面
[00:19:18.560 --> 00:19:20.560]  就是說
[00:19:20.560 --> 00:19:22.560]  酒可以喝
[00:19:22.560 --> 00:19:24.560]  不要喝醉
[00:19:24.560 --> 00:19:26.560]  最重要做自由人
[00:19:26.560 --> 00:19:28.560]  不要被這件事控制了你
[00:19:28.560 --> 00:19:30.560]  我們今天看到
[00:19:30.560 --> 00:19:32.560]  我們不會說你喝酒犯罪
[00:19:32.560 --> 00:19:34.560]  我們不會這樣說
[00:19:34.560 --> 00:19:36.560]  你喝到一個地步
[00:19:36.560 --> 00:19:38.560]  被他牽引著
[00:19:38.560 --> 00:19:40.560]  不喝不行
[00:19:40.560 --> 00:19:42.560]  還有一邊喝酒
[00:19:42.560 --> 00:19:44.560]  一邊浪費很多錢
