
[00:00:00.000 --> 00:00:06.640]  回應剛才說的話 大家心知肚明
[00:02:29.800 --> 00:02:33.200]  我們每堂由今天開始
[00:02:33.200 --> 00:02:36.080]  都算大家一起讀一讀那兩節聖經
[00:02:36.080 --> 00:02:40.760]  我想過很多方法 是不是請大家來接受祈禱呢?
[00:02:40.760 --> 00:02:43.800]  但是30多人我們又不能夠有30多堂
[00:02:43.800 --> 00:02:45.800]  是不是? 希望每個人都參與
[00:02:45.800 --> 00:02:48.680]  我自己要講的上一次開場白
[00:02:48.680 --> 00:02:50.680]  都已經大概介紹了
[00:02:50.680 --> 00:02:53.760]  最重要是聖經的說話
[00:02:53.760 --> 00:02:56.760]  聖經的說話有關我們比較宗教
[00:02:56.760 --> 00:03:02.160]  有關我們基督徒對微信者的一種意見
[00:03:02.160 --> 00:03:06.360]  忠告 這兩條說話我覺得很有代表性
[00:03:06.360 --> 00:03:11.360]  很硬的 你坐到最後都可以看到
[00:03:11.360 --> 00:03:14.160]  否則的話就最好用相機拍了它
[00:03:14.160 --> 00:03:18.160]  更好的方法就是根本聖經熟讀在你腦裏
[00:03:18.160 --> 00:03:19.920]  隨便說出來就好了
[00:03:19.920 --> 00:03:21.920]  好嗎? 開始
[00:03:21.920 --> 00:03:23.920]  聖經一開始就說
[00:03:23.920 --> 00:03:26.920]  「給得錢諸三章十五節」
[00:03:26.920 --> 00:03:28.920]  我們一起讀
[00:03:28.920 --> 00:03:31.920]  「只要心裡專注基督為聖」
[00:03:31.920 --> 00:03:32.920]  大家跟著一起讀
[00:03:32.920 --> 00:03:35.920]  「有人問你們心中盼望的緣由
[00:03:35.920 --> 00:03:37.920]  就要常作準備
[00:03:37.920 --> 00:03:41.920]  以溫柔敬畏的心回答各人」
[00:03:41.920 --> 00:03:46.920]  第二節就是「齊摩太后書二章24-25節」
[00:03:46.920 --> 00:03:49.920]  「而主的僕人不可生敬
[00:03:49.920 --> 00:03:52.920]  只要溫溫和和的待眾人
[00:03:52.920 --> 00:03:54.920]  善於教導 全心忍耐
[00:03:54.920 --> 00:03:57.920]  用溫柔血債抵擋的人
[00:03:57.920 --> 00:03:59.920]  或神給他們悔改的心
[00:03:59.920 --> 00:04:01.920]  可以明白真相」
[00:04:01.920 --> 00:04:03.920]  當然我們知道如果真是要說
[00:04:03.920 --> 00:04:05.920]  那個「憎」這兩個字不是說
[00:04:05.920 --> 00:04:07.920]  不是為真理戰爭
[00:04:07.920 --> 00:04:09.920]  如果說基督徵兵
[00:04:09.920 --> 00:04:11.920]  那個意思就是為咬頸而咬頸
[00:04:11.920 --> 00:04:14.920]  義氣之憎一定碰到的
[00:04:14.920 --> 00:04:16.920]  因為大家都知道日常朋友
[00:04:16.920 --> 00:04:18.920]  我們有兩件事不要說
[00:04:18.920 --> 00:04:20.920]  說真實打架
[00:04:20.920 --> 00:04:22.920]  一個是黃藍的問題
[00:04:22.920 --> 00:04:25.920]  香港或者台灣的藍綠問題
[00:04:25.920 --> 00:04:27.920]  另外一個就是宗教問題
[00:04:27.920 --> 00:04:29.920]  但是我們又要做基督徵兵
[00:04:29.920 --> 00:04:30.920]  那怎麼辦呢?
[00:04:30.920 --> 00:04:33.920]  原來溫和和講起來很不容易
[00:04:33.920 --> 00:04:35.920]  一定動氣
[00:04:35.920 --> 00:04:38.920]  雙方都覺得自己為真理而競爭
[00:04:38.920 --> 00:04:40.920]  結果一定朋友都沒得做
[00:04:40.920 --> 00:04:42.920]  甚至夫妻都會破裂
[00:04:42.920 --> 00:04:45.920]  那麼這個就不是問題了
[00:04:45.920 --> 00:04:46.920]  好了我們開始
[00:04:46.920 --> 00:04:49.920]  上次我們本來略略講講基督徵
[00:04:49.920 --> 00:04:51.920]  我們節省時間
[00:04:51.920 --> 00:04:53.920]  我自己土製的
[00:04:53.920 --> 00:04:55.920]  看到是甚麼來的嗎?
[00:04:55.920 --> 00:04:58.920]  (衝涼)
[00:04:58.920 --> 00:04:59.920]  看到嗎?
[00:04:59.920 --> 00:05:00.920]  (衝涼)
[00:05:00.920 --> 00:05:02.920]  你知道我土製的
[00:05:02.920 --> 00:05:04.920]  那個廣告 衝涼的廣告
[00:05:04.920 --> 00:05:06.920]  我上次講了你們記不記得我不重覆的
[00:05:06.920 --> 00:05:10.920]  就是關於儒家的儒字
[00:05:10.920 --> 00:05:12.920]  正統的解法
[00:05:12.920 --> 00:05:14.920]  儒的「由」也術士之稱
[00:05:14.920 --> 00:05:15.920]  說文解字
[00:05:15.920 --> 00:05:18.920]  最好的字典就是「由」
[00:05:18.920 --> 00:05:19.920]  我們還講過
[00:05:19.920 --> 00:05:21.920]  這位弟兄好像是你上一課的老師
[00:05:21.920 --> 00:05:22.920]  是嗎?
[00:05:22.920 --> 00:05:24.920]  你早點跟我說
[00:05:24.920 --> 00:05:25.920]  你現在甚麼都沒有
[00:05:25.920 --> 00:05:26.920]  怎麼說呢?
[00:05:26.920 --> 00:05:29.920]  你試試看
[00:05:29.920 --> 00:05:30.920]  你怎麼辦法
[00:05:30.920 --> 00:05:32.920]  或者一會兒我看看怎麼給你答覆
[00:05:32.920 --> 00:05:39.920]  (衝涼)
[00:05:39.920 --> 00:05:41.920]  我們上次引過幾個字來字
[00:05:41.920 --> 00:05:44.920]  我不再重覆的
[00:05:44.920 --> 00:05:45.920]  「羅若」的「羅」
[00:05:45.920 --> 00:05:46.920]  「魚」字的「魚」
[00:05:46.920 --> 00:05:48.920]  「蟲仔」「郁郁」的「魚」
[00:05:48.920 --> 00:05:49.920]  「水」「濕」「粒」的「魚」
[00:05:49.920 --> 00:05:50.920]  「糯米」的「糯」
[00:05:50.920 --> 00:05:51.920]  記不記得我講過
[00:05:51.920 --> 00:05:52.920]  所有這些字
[00:05:52.920 --> 00:05:54.920]  旁邊的所謂的「紙巾」
[00:05:54.920 --> 00:05:56.920]  都是有那個「需」「要」的「需」
[00:05:56.920 --> 00:05:57.920]  即是「need」的「需」
[00:05:57.920 --> 00:05:59.920]  即是跟這個字有關的
[00:05:59.920 --> 00:06:02.920]  都是有「柔」「和」「軟」「若」「粒」「羅」
[00:06:02.920 --> 00:06:03.920]  「溫和」的意思
[00:06:03.920 --> 00:06:04.920]  所以這個儒字
[00:06:04.920 --> 00:06:06.920]  傳統的解法就是
[00:06:06.920 --> 00:06:09.920]  「溫柔」的意思
[00:06:09.920 --> 00:06:11.920]  術士之稱
[00:06:11.920 --> 00:06:13.920]  有學問的人的一個表示
[00:06:13.920 --> 00:06:15.920]  所以「源」不一定是儒家的
[00:06:15.920 --> 00:06:16.920]  最初是讀書人
[00:06:16.920 --> 00:06:17.920]  斯文人
[00:06:17.920 --> 00:06:18.920]  就叫「源」
[00:06:18.920 --> 00:06:19.920]  所以孔子都叫他的弟子
[00:06:19.920 --> 00:06:22.920]  要君子而不要做小人而
[00:06:22.920 --> 00:06:24.920]  但是直到晚清清末
[00:06:24.920 --> 00:06:26.920]  即是大概一百年前左右
[00:06:26.920 --> 00:06:28.920]  中國的考古界
[00:06:28.920 --> 00:06:29.920]  即是世界的考古界
[00:06:29.920 --> 00:06:30.920]  都是關於中國的部分
[00:06:30.920 --> 00:06:31.920]  有兩大發現
[00:06:31.920 --> 00:06:32.920]  這是常識
[00:06:32.920 --> 00:06:35.920]  跟我們現在所講的不一樣
[00:06:35.920 --> 00:06:37.920]  一個就是所謂「敦煌石畢」
[00:06:37.920 --> 00:06:39.920]  這個不用多說
[00:06:39.920 --> 00:06:40.920]  多說又是不知道多少時間
[00:06:40.920 --> 00:06:42.920]  很多東西都是碰一碰就行了
[00:06:42.920 --> 00:06:44.920]  第二個就是「甲骨文」
[00:06:44.920 --> 00:06:47.920]  甲的「龜」「甲」「骨」就是牛的「堅」「甲」「骨」
[00:06:47.920 --> 00:06:49.920]  上面刻的文字
[00:06:49.920 --> 00:06:51.920]  裡面很多文字的解釋
[00:06:51.920 --> 00:06:53.920]  就可以矯正
[00:06:53.920 --> 00:06:55.920]  我們剛才說文字學性點
[00:06:55.920 --> 00:06:57.920]  中國解釋最好的書文解釋
[00:06:57.920 --> 00:06:58.920]  順便一提
[00:06:58.920 --> 00:06:59.920]  我真的忍不住一定要說
[00:06:59.920 --> 00:07:04.920]  千萬不要相信船在周八口的那個胡說亂道
[00:07:04.920 --> 00:07:05.920]  那個不止傳不到福音
[00:07:05.920 --> 00:07:07.920]  令人不信基督教
[00:07:07.920 --> 00:07:09.920]  就是這些似是而非的說法
[00:07:09.920 --> 00:07:12.920]  羅亞方舟、船在周八口
[00:07:12.920 --> 00:07:14.920]  甚至有名的
[00:07:14.920 --> 00:07:16.920]  本來很尊重他的傳道人
[00:07:16.920 --> 00:07:18.920]  在他的書中都是這樣說的
[00:07:18.920 --> 00:07:19.920]  很痛心
[00:07:19.920 --> 00:07:23.920]  這些根源是來自明末清初之時的耶穌會的西教士
[00:07:23.920 --> 00:07:25.920]  他們的動機本來是好的
[00:07:25.920 --> 00:07:28.920]  以為這樣讓中國人不要認為基督教是異教
[00:07:28.920 --> 00:07:30.920]  上帝早有
[00:07:30.920 --> 00:07:31.920]  但是我們要想想
[00:07:31.920 --> 00:07:35.920]  上帝不是主持猜燈謎的
[00:07:35.920 --> 00:07:38.920]  上帝有什麼理由忽然扔出那些刮骨文
[00:07:38.920 --> 00:07:39.920]  扔出什麼來
[00:07:39.920 --> 00:07:40.920]  任你後人怎麼解釋呢
[00:07:40.920 --> 00:07:41.920]  又說貪婪的男子
[00:07:41.920 --> 00:07:43.920]  上面那兩個木
[00:07:43.920 --> 00:07:44.920]  一個是智慧樹
[00:07:44.920 --> 00:07:45.920]  一個是生命樹
[00:07:45.920 --> 00:07:47.920]  下面那個女的英文名叫Eva
[00:07:47.920 --> 00:07:50.920]  你說荒不荒謬呢
[00:07:50.920 --> 00:07:52.920]  令人不信的就是這些
[00:07:52.920 --> 00:07:54.920]  人們說你這些教會洋化不中不西
[00:07:54.920 --> 00:07:56.920]  你這些書院仔
[00:07:56.920 --> 00:07:57.920]  中文都不懂
[00:07:57.920 --> 00:07:58.920]  那兩個就投入
[00:07:58.920 --> 00:08:00.920]  這個穿鑿附會
[00:08:00.920 --> 00:08:02.920]  反而對你誤解惡感
[00:08:02.920 --> 00:08:04.920]  你說多笨呢
[00:08:04.920 --> 00:08:06.920]  你看聖經尤其是舊約部分
[00:08:06.920 --> 00:08:08.920]  我看聖經多有層次多有條理
[00:08:08.920 --> 00:08:10.920]  是不是
[00:08:10.920 --> 00:08:13.920]  上帝的道名不用靠穿鑿附會
[00:08:13.920 --> 00:08:15.920]  總之看清楚這些就已經夠了
[00:08:15.920 --> 00:08:16.920]  說回那裡
[00:08:16.920 --> 00:08:18.920]  說說那個儒節
[00:08:18.920 --> 00:08:19.920]  甲君文的發言
[00:08:19.920 --> 00:08:21.920]  發現原來那個儒節旁邊
[00:08:21.920 --> 00:08:23.920]  那個需要的需要那裡
[00:08:23.920 --> 00:08:25.920]  下面那個不是的儀節
[00:08:25.920 --> 00:08:27.920]  那個儀節本來是人的
[00:08:27.920 --> 00:08:29.920]  和儒學院的儀節相同
[00:08:29.920 --> 00:08:31.920]  下巴的鬍子之類
[00:08:31.920 --> 00:08:34.920]  那個原來是一個人
[00:08:34.920 --> 00:08:38.920]  甲君文就比說文解字的說書更古
[00:08:38.920 --> 00:08:40.920]  更可靠
[00:08:40.920 --> 00:08:45.920]  原來那個儒家的儒義
[00:08:45.920 --> 00:08:47.920]  最初要折斷很多東西
[00:08:47.920 --> 00:08:49.920]  不然就不得了
[00:08:49.920 --> 00:08:51.920]  只是這部分沒有人字篇
[00:08:51.920 --> 00:08:52.920]  這個可以理解
[00:08:52.920 --> 00:08:54.920]  因為凡是所謂形聲詞
[00:08:54.920 --> 00:08:55.920]  有個部首有個字
[00:08:55.920 --> 00:08:57.920]  都是秦漢以後才有的
[00:08:57.920 --> 00:08:59.920]  古代的字根本是不夠
[00:08:59.920 --> 00:09:01.920]  所以很多時候就要假借
[00:09:01.920 --> 00:09:03.920]  什麼叫做假借呢?
[00:09:03.920 --> 00:09:04.920]  假借是放假的假
[00:09:04.920 --> 00:09:06.920]  借的字回來用
[00:09:06.920 --> 00:09:07.920]  真的沒辦法
[00:09:07.920 --> 00:09:08.920]  忍著說
[00:09:08.920 --> 00:09:09.920]  國學的範圍是很豐富的
[00:09:09.920 --> 00:09:11.920]  絕不是你讀中學的時候
[00:09:11.920 --> 00:09:13.920]  令你打瞌睡的那個中文老師所說的那些東西
[00:09:13.920 --> 00:09:15.920]  只要你肯虛心
[00:09:15.920 --> 00:09:17.920]  我講完了嗎?
[00:09:17.920 --> 00:09:18.920]  繼續說吧
[00:09:18.920 --> 00:09:20.920]  東南西北四個字
[00:09:20.920 --> 00:09:22.920]  都是所謂假借的字
[00:09:22.920 --> 00:09:23.920]  什麼叫假借的字呢?
[00:09:23.920 --> 00:09:25.920]  它本來不是這個意思
[00:09:25.920 --> 00:09:26.920]  只是我們借它的音
[00:09:26.920 --> 00:09:28.920]  譬如東字
[00:09:28.920 --> 00:09:30.920]  好像東亞銀行的徽
[00:09:30.920 --> 00:09:32.920]  就是一個背囊
[00:09:32.920 --> 00:09:34.920]  絕對不是說明解字
[00:09:34.920 --> 00:09:36.920]  說明解字也很有合理
[00:09:36.920 --> 00:09:38.920]  但是太合理反而有問題
[00:09:38.920 --> 00:09:39.920]  歷史的史字
[00:09:39.920 --> 00:09:41.920]  說明解字解得不知道多好
[00:09:41.920 --> 00:09:43.920]  三百王的王字
[00:09:43.920 --> 00:09:44.920]  不知道解得多好
[00:09:44.920 --> 00:09:46.920]  就是因為太好所以有問題
[00:09:46.920 --> 00:09:48.920]  石起時代
[00:09:48.920 --> 00:09:50.920]  或者青銅器時代
[00:09:50.920 --> 00:09:53.920]  有什麼理由人們的思想可以複雜成這樣
[00:09:53.920 --> 00:09:55.920]  即使思想複雜
[00:09:55.920 --> 00:09:57.920]  有什麼理由解得這麼詳細
[00:09:57.920 --> 00:09:58.920]  是常理
[00:09:58.920 --> 00:09:59.920]  東字
[00:09:59.920 --> 00:10:02.920]  它說太陽是東邊樹木出來的
[00:10:02.920 --> 00:10:03.920]  整個沙龍結狀
[00:10:03.920 --> 00:10:05.920]  你可以想像
[00:10:05.920 --> 00:10:06.920]  東字的字
[00:10:06.920 --> 00:10:07.920]  南字
[00:10:07.920 --> 00:10:08.920]  小弟哥的名字
[00:10:08.920 --> 00:10:12.920]  南字比較好
[00:10:12.920 --> 00:10:14.920]  南字是一個「朗朗」
[00:10:14.920 --> 00:10:16.920]  西字是「雀頭」
[00:10:16.920 --> 00:10:17.920]  「雙鵰」
[00:10:17.920 --> 00:10:18.920]  北字呢
[00:10:18.920 --> 00:10:20.920]  北字最多人解錯
[00:10:20.920 --> 00:10:22.920]  我們小時候的老師解書都解錯
[00:10:22.920 --> 00:10:23.920]  譬如說
[00:10:23.920 --> 00:10:24.920]  我們追奔逐北
[00:10:24.920 --> 00:10:26.920]  匈奴拜北
[00:10:26.920 --> 00:10:29.920]  人們以為匈奴是北方來的
[00:10:29.920 --> 00:10:31.920]  拜北就走回北方
[00:10:31.920 --> 00:10:34.920]  如果你小時候你都會聰明
[00:10:34.920 --> 00:10:35.920]  老師
[00:10:35.920 --> 00:10:37.920]  如果我們日本人打過來我們就打走他
[00:10:37.920 --> 00:10:38.920]  那不就叫拜東了嗎?
[00:10:38.920 --> 00:10:39.920]  是喔
[00:10:39.920 --> 00:10:42.920]  那個時候法國侵略越南
[00:10:42.920 --> 00:10:43.920]  我們中法戰爭
[00:10:43.920 --> 00:10:44.920]  馮子才什麼什麼
[00:10:44.920 --> 00:10:46.920]  那是不是拜南?
[00:10:46.920 --> 00:10:48.920]  確實不是
[00:10:50.920 --> 00:10:51.920]  本來上課
[00:10:51.920 --> 00:10:52.920]  聊天應該是這樣
[00:10:52.920 --> 00:10:53.920]  又問又答
[00:10:53.920 --> 00:10:54.920]  因為時間很長
[00:10:54.920 --> 00:10:55.920]  實在不能容許
[00:10:55.920 --> 00:10:57.920]  今次拜北的北字為什麼?
[00:10:57.920 --> 00:10:58.920]  有沒有人知道?
[00:10:58.920 --> 00:11:00.920]  是腳嗎?
[00:11:00.920 --> 00:11:01.920]  什麼?
[00:11:01.920 --> 00:11:02.920]  是腳
[00:11:02.920 --> 00:11:03.920]  北字為什麼是腳?
[00:11:03.920 --> 00:11:05.920]  那個是象的腳
[00:11:05.920 --> 00:11:06.920]  錯
[00:11:06.920 --> 00:11:07.920]  象的腳
[00:11:07.920 --> 00:11:09.920]  北字不可能是腳
[00:11:09.920 --> 00:11:11.920]  北字是人的背部
[00:11:11.920 --> 00:11:13.920]  背對背
[00:11:13.920 --> 00:11:14.920]  你要懂得
[00:11:14.920 --> 00:11:15.920]  人字
[00:11:15.920 --> 00:11:16.920]  我們寫的人字字
[00:11:16.920 --> 00:11:17.920]  側面直立
[00:11:17.920 --> 00:11:19.920]  大字是正面直立
[00:11:19.920 --> 00:11:20.920]  正面是腳
[00:11:20.920 --> 00:11:22.920]  就是兒子的兒子面貌
[00:11:22.920 --> 00:11:24.920]  那個一鐵一鋒的那個叫腳
[00:11:24.920 --> 00:11:26.920]  人字有三種寫法
[00:11:26.920 --> 00:11:28.920]  北字絕不是腳
[00:11:28.920 --> 00:11:31.920]  北字就是兩個人背對背
[00:11:31.920 --> 00:11:36.920]  後來這個北字被人借了當作NOR
[00:11:36.920 --> 00:11:38.920]  於是再加一個肉字
[00:11:38.920 --> 00:11:40.920]  表示身體的一部分
[00:11:40.920 --> 00:11:42.920]  那個字就變成正式字了
[00:11:42.920 --> 00:11:44.920]  我們說背就是現在用的那個字
[00:11:44.920 --> 00:11:46.920]  北字變成了方向
[00:11:46.920 --> 00:11:49.920]  北字本來就是背
[00:11:49.920 --> 00:11:50.920]  很簡單
[00:11:50.920 --> 00:11:51.920]  拜北
[00:11:51.920 --> 00:11:54.920]  打輸仗就用背對著敵人
[00:11:54.920 --> 00:11:55.920]  就是這麼淺
[00:11:55.920 --> 00:11:58.920]  有什麼理由說打敗仗就走去北方
[00:11:58.920 --> 00:12:01.920]  用一下上帝給我們的腦
[00:12:01.920 --> 00:12:02.920]  對不對?
[00:12:02.920 --> 00:12:06.920]  所以北本來就是背
[00:12:06.920 --> 00:12:07.920]  這些叫假借字
[00:12:07.920 --> 00:12:09.920]  說到真的要踩鼻涕就不是不得了
[00:12:09.920 --> 00:12:11.920]  結果就不是說這件事
[00:12:11.920 --> 00:12:12.920]  這類的假借字
[00:12:12.920 --> 00:12:15.920]  這個儒家的儒字原來都是這樣
[00:12:15.920 --> 00:12:17.920]  原本的儒字就只是現在的衰字
[00:12:17.920 --> 00:12:18.920]  我們上一堂課問過了
[00:12:18.920 --> 00:12:19.920]  大家都知道
[00:12:19.920 --> 00:12:23.920]  當然年代的科學範圍又廣闊
[00:12:23.920 --> 00:12:25.920]  只要教的人稍有幽默感
[00:12:25.920 --> 00:12:26.920]  稍有能忍度
[00:12:26.920 --> 00:12:28.920]  最有興趣的科就是中文
[00:12:28.920 --> 00:12:30.920]  不學就像香港那樣
[00:12:30.920 --> 00:12:31.920]  最被學生看不起的
[00:12:31.920 --> 00:12:32.920]  被人輕視的就是中文
[00:12:32.920 --> 00:12:34.920]  但是最受學生尊重的
[00:12:34.920 --> 00:12:35.920]  也是中文
[00:12:35.920 --> 00:12:37.920]  如果你用心去教
[00:12:37.920 --> 00:12:42.920]  因為你學術思想是關乎立身處世的
[00:12:42.920 --> 00:12:44.920]  難道在物理化學數學那裡說嗎?
[00:12:44.920 --> 00:12:45.920]  不方便啊
[00:12:45.920 --> 00:12:46.920]  是不是?
[00:12:46.920 --> 00:12:48.920]  最能夠說立身處世
[00:12:48.920 --> 00:12:49.920]  最能夠引起民族的感情
[00:12:49.920 --> 00:12:52.920]  最能夠引起我們的政治感的
[00:12:52.920 --> 00:12:54.920]  就是自己的本國語言
[00:12:54.920 --> 00:12:57.920]  沒有一個國家的人不重視自己本國的
[00:12:57.920 --> 00:13:00.920]  是香港的我們受那種教育
[00:13:00.920 --> 00:13:01.920]  再加上時代的因素
[00:13:01.920 --> 00:13:03.920]  人人都看不起中文
[00:13:03.920 --> 00:13:05.920]  人人都不用自己的中文名字
[00:13:05.920 --> 00:13:06.920]  我很痛心
[00:13:06.920 --> 00:13:09.920]  你父母某心力給你的中文名字
[00:13:09.920 --> 00:13:11.920]  我不是反對英文名字
[00:13:11.920 --> 00:13:12.920]  雖然我沒用
[00:13:13.920 --> 00:13:14.920]  英文可以給世界用的
[00:13:14.920 --> 00:13:15.920]  交朋友的
[00:13:15.920 --> 00:13:16.920]  但是你不要忘記這個
[00:13:16.920 --> 00:13:18.920]  不說了
[00:13:18.920 --> 00:13:19.920]  現在再說又不行了
[00:13:19.920 --> 00:13:20.920]  說回這個「衰」字
[00:13:20.920 --> 00:13:22.920]  大家當然知道這個「衰」就等於「捏」
[00:13:22.920 --> 00:13:24.920]  三撇的「衰」就等於「mask」
[00:13:24.920 --> 00:13:25.920]  借用英文
[00:13:25.920 --> 00:13:26.920]  是不是?
[00:13:26.920 --> 00:13:27.920]  那個「衰」字就是鬍鬚
[00:13:27.920 --> 00:13:28.920]  那三撇就是鬍鬚
[00:13:28.920 --> 00:13:30.920]  那個「業」字就是人頭
[00:13:30.920 --> 00:13:32.920]  這些有根有據的
[00:13:32.920 --> 00:13:34.920]  絕不是周某口那種亂說的東西
[00:13:34.920 --> 00:13:36.920]  這個「衰」字呢
[00:13:36.920 --> 00:13:38.920]  古人就以為
[00:13:38.920 --> 00:13:40.920]  這個下面那個「而」上面那個「越」
[00:13:40.920 --> 00:13:42.920]  後來發覺原來不是
[00:13:42.920 --> 00:13:44.920]  所以說文解字的東西
[00:13:44.920 --> 00:13:45.920]  你都沒有百分之百相信它
[00:13:45.920 --> 00:13:47.920]  原來這個「衰」字就是
[00:13:47.920 --> 00:13:48.920]  在《教訓文化》裡
[00:13:48.920 --> 00:13:50.920]  就是人不是沖花灑涼
[00:13:50.920 --> 00:13:51.920]  那時候沒有花灑
[00:13:51.920 --> 00:13:52.920]  那時候沒有薄案
[00:13:52.920 --> 00:13:54.920]  「樂與林生」
[00:13:54.920 --> 00:13:56.920]  為什麼「樂與林生」呢?
[00:13:56.920 --> 00:13:57.920]  齋戒沐浴
[00:13:57.920 --> 00:13:59.920]  記不記得我上次說過
[00:13:59.920 --> 00:14:02.920]  因此我也引述過孟子的一句話
[00:14:02.920 --> 00:14:04.920]  「西子蒙不接則人皆掩蔽而過
[00:14:04.920 --> 00:14:06.920]  之所以有惡人齋戒沐浴
[00:14:06.920 --> 00:14:07.920]  則可以治上帝」
[00:14:07.920 --> 00:14:09.920]  這句話很出名的
[00:14:09.920 --> 00:14:11.920]  這是最美麗的女孩
[00:14:11.920 --> 00:14:13.920]  如果她髒兮兮的
[00:14:13.920 --> 00:14:15.920]  每個人都掩著她的鼻子
[00:14:15.920 --> 00:14:17.920]  所以法國人就發明香水了
[00:14:17.920 --> 00:14:19.920]  但是雖然有壞人
[00:14:19.920 --> 00:14:21.920]  只要硬齋戒沐浴
[00:14:21.920 --> 00:14:25.920]  他就可以服侍上帝
[00:14:25.920 --> 00:14:26.920]  但又順便提一下
[00:14:26.920 --> 00:14:29.920]  上帝你千萬不要以為是God翻譯的
[00:14:29.920 --> 00:14:31.920]  上帝本來是中國的「慈」
[00:14:31.920 --> 00:14:33.920]  那時候的傳教士、西教士
[00:14:33.920 --> 00:14:34.920]  就借用這個「慈」
[00:14:34.920 --> 00:14:36.920]  當然他們之間也競爭過
[00:14:36.920 --> 00:14:38.920]  大家都知道這些宗教常識
[00:14:38.920 --> 00:14:39.920]  有一派主張用「神」
[00:14:39.920 --> 00:14:41.920]  一派主張用「上帝」
[00:14:41.920 --> 00:14:43.920]  所以《聖經》和《合本》有兩種版本
[00:14:43.920 --> 00:14:46.920]  千萬不要說你不知道
[00:14:46.920 --> 00:14:48.920]  這裡我不說了
[00:14:48.920 --> 00:14:50.920]  只能說這麼多
[00:14:50.920 --> 00:14:52.920]  因此這個「瑜」
[00:14:52.920 --> 00:14:54.920]  溫和的讀書人
[00:14:54.920 --> 00:14:57.920]  後來因為這個「瑜」太有用了
