
[00:00:00.000 --> 00:00:05.000]  在星期二的時候
[00:01:27.000 --> 00:01:29.000]  回到自己的國度
[00:01:29.000 --> 00:01:31.000]  我們都為這些人來祈禱
[00:01:31.000 --> 00:01:33.000]  例如離開了我們
[00:01:33.000 --> 00:01:35.000]  我上一次來的時候都去探望他
[00:01:35.000 --> 00:01:37.000]  但今天來的時候
[00:01:37.000 --> 00:01:39.000]  他已經在天庫處了
[00:01:39.000 --> 00:01:43.000]  我們知道生命在我們的眼中
[00:01:43.000 --> 00:01:45.000]  好像很脆弱
[00:01:45.000 --> 00:01:47.000]  但實際上
[00:01:47.000 --> 00:01:49.000]  如果我們知道在
[00:01:49.000 --> 00:01:51.000]  保羅所說的道理
[00:01:51.000 --> 00:01:53.000]  在《始童主第十七章》裏面
[00:01:53.000 --> 00:01:55.000]  有一節聖經
[00:01:55.000 --> 00:01:57.000]  那節聖經對我的提點很大
[00:01:57.000 --> 00:02:00.000]  保羅去到那個城市叫雅典
[00:02:00.000 --> 00:02:03.000]  在雅典那裏周圍走了一段路
[00:02:03.000 --> 00:02:06.000]  走了一段路之後
[00:02:06.000 --> 00:02:09.000]  發現那裏的人拜很多神
[00:02:09.000 --> 00:02:12.000]  其中有一個神叫做未識之神
[00:02:12.000 --> 00:02:15.000]  他就覺得
[00:02:15.000 --> 00:02:21.000]  為何人們會這樣拜神呢
[00:02:21.000 --> 00:02:24.000]  原來在保羅那個年代裏面
[00:02:24.000 --> 00:02:27.000]  在一個異邦的世界裏面
[00:02:27.000 --> 00:02:30.000]  拜多神不要拜少
[00:02:30.000 --> 00:02:32.000]  是最穩妥的
[00:02:32.000 --> 00:02:34.000]  信仰的核心就是
[00:02:34.000 --> 00:02:36.000]  一定要拜多不要拜少
[00:02:36.000 --> 00:02:38.000]  拜少是最蠢的
[00:02:38.000 --> 00:02:41.000]  拜多是最聰明的
[00:02:41.000 --> 00:02:44.000]  所以他們已經聰明到一個程度
[00:02:44.000 --> 00:02:47.000]  拜少就是未識之神
[00:02:47.000 --> 00:02:49.000]  拜少了就不好意思
[00:02:49.000 --> 00:02:51.000]  你就去那裏了
[00:02:51.000 --> 00:02:53.000]  所以有個牌就寫著未識之神
[00:02:53.000 --> 00:02:55.000]  所以保羅看完之後就說
[00:02:55.000 --> 00:02:57.000]  為何你這麼迷信呢
[00:02:57.000 --> 00:02:59.000]  我將我所相信的上帝
[00:02:59.000 --> 00:03:01.000]  就是你們所認為的未識之神
[00:03:01.000 --> 00:03:03.000]  你從來都沒有拜過他
[00:03:03.000 --> 00:03:05.000]  我現在告訴你
[00:03:05.000 --> 00:03:07.000]  聖經對我有一個很大的提醒
[00:03:07.000 --> 00:03:09.000]  那裏說
[00:03:09.000 --> 00:03:12.000]  我們的上帝從一本做出萬造
[00:03:12.000 --> 00:03:14.000]  我們都明白的
[00:03:14.000 --> 00:03:16.000]  在創世紀第一章你就知道
[00:03:16.000 --> 00:03:18.000]  上帝從一本做出萬造
[00:03:18.000 --> 00:03:22.000]  預先定準他們的疆界
[00:03:22.000 --> 00:03:24.000]  什麼意思呢
[00:03:24.000 --> 00:03:26.000]  即是你住在哪裏
[00:03:26.000 --> 00:03:28.000]  你在哪裏出生
[00:03:28.000 --> 00:03:31.000]  所有的第一次的開始
[00:03:31.000 --> 00:03:33.000]  在這個地方
[00:03:33.000 --> 00:03:35.000]  你在這個地方出生
[00:03:35.000 --> 00:03:37.000]  在這個地方你認識到你未來的一半
[00:03:37.000 --> 00:03:41.000]  你在這裏開始一個新的家庭
[00:03:41.000 --> 00:03:44.000]  全部在上帝的計劃之內
[00:03:44.000 --> 00:03:49.000]  上帝預先定準你居住的疆界
[00:03:49.000 --> 00:03:53.000]  並且預先定準你生命的年限
[00:03:53.000 --> 00:03:55.000]  你多少歲
[00:03:55.000 --> 00:03:57.000]  上帝都說我有定數
[00:03:57.000 --> 00:04:01.000]  如果我們今天真的相信主
[00:04:01.000 --> 00:04:04.000]  我們真的能夠在信仰裏面
[00:04:04.000 --> 00:04:07.000]  有一個對上帝的確信的話
[00:04:07.000 --> 00:04:09.000]  我們就說一切
[00:04:09.000 --> 00:04:11.000]  生命裏面的一切
[00:04:11.000 --> 00:04:13.000]  都有上帝自己安排
[00:04:13.000 --> 00:04:15.000]  我們未必知道
[00:04:15.000 --> 00:04:17.000]  我們的責任
[00:04:17.000 --> 00:04:19.000]  教會的責任
[00:04:19.000 --> 00:04:21.000]  就在所有的聚會
[00:04:21.000 --> 00:04:23.000]  所有講解聖經的過程中間
[00:04:23.000 --> 00:04:25.000]  讓我們明白
[00:04:25.000 --> 00:04:27.000]  我們有一個信心的眼睛
[00:04:27.000 --> 00:04:29.000]  能夠預先揭露天機
[00:04:29.000 --> 00:04:33.000]  讓我們可以透過信心的眼睛
[00:04:33.000 --> 00:04:36.000]  看到上帝在我們的生命裏面
[00:04:36.000 --> 00:04:38.000]  有沒有他的計劃呢
[00:04:38.000 --> 00:04:39.000]  如果有的話
[00:04:39.000 --> 00:04:41.000]  我們就按照他自己的計劃來
[00:04:41.000 --> 00:04:45.000]  我所講的計劃不是普遍的計劃
[00:04:45.000 --> 00:04:47.000]  我們今天知道上帝的計劃
[00:04:47.000 --> 00:04:48.000]  要我們傳福音
[00:04:48.000 --> 00:04:50.000]  每個人都應該傳福音
[00:04:50.000 --> 00:04:51.000]  那個不是你的
[00:04:51.000 --> 00:04:52.000]  不是單獨是你的
[00:04:52.000 --> 00:04:54.000]  我們在我們的生命裏面
[00:04:54.000 --> 00:04:55.000]  就要找就要禱告
[00:04:55.000 --> 00:04:59.000]  就要尋求上帝對我的生命
[00:04:59.000 --> 00:05:02.000]  對儲永華這個人
[00:05:02.000 --> 00:05:05.000]  對沈生那個人
[00:05:05.000 --> 00:05:07.000]  對惠咸這個人
[00:05:07.000 --> 00:05:09.000]  到底惠咸
[00:05:09.000 --> 00:05:11.000]  惠咸在那邊
[00:05:11.000 --> 00:05:13.000]  我經常把惠咸
[00:05:13.000 --> 00:05:16.000]  惠方都反過來講
[00:05:16.000 --> 00:05:18.000]  指錯人
[00:05:18.000 --> 00:05:21.000]  到底上帝對我這個人
[00:05:21.000 --> 00:05:25.000]  他對我們有什麼計劃呢
[00:05:25.000 --> 00:05:27.000]  剛才我禱告的時候
[00:05:27.000 --> 00:05:28.000]  聽到有人說
[00:05:28.000 --> 00:05:30.000]  求上帝讓我們在生命裏面
[00:05:30.000 --> 00:05:32.000]  知道我們的照命是什麼
[00:05:32.000 --> 00:05:34.000]  我們是不是真的知道
[00:05:34.000 --> 00:05:36.000]  如果你真的知道
[00:05:36.000 --> 00:05:38.000]  而你還沒有去到那個境界
[00:05:38.000 --> 00:05:40.000]  你的生命裏面是混亂的
[00:05:40.000 --> 00:05:43.000]  不是一天游山玩水就可以搞定的
[00:05:43.000 --> 00:05:45.000]  是你的生命裏面
[00:05:45.000 --> 00:05:46.000]  你真的覺得
[00:05:46.000 --> 00:05:47.000]  我有些事要做的
[00:05:47.000 --> 00:05:49.000]  是上帝特別交代我去做的
[00:05:49.000 --> 00:05:50.000]  但我還沒做到
[00:05:50.000 --> 00:05:51.000]  那怎麼辦呢
[00:05:51.000 --> 00:05:53.000]  生命的長短不在我控制
[00:05:53.000 --> 00:05:55.000]  只有他知道
[00:05:55.000 --> 00:05:57.000]  在他知道叫我回來之前
[00:05:57.000 --> 00:06:02.000]  我要找到他對我的期望是什麼
[00:06:02.000 --> 00:06:04.000]  如果你找不到的話
[00:06:04.000 --> 00:06:07.000]  你應該是混亂的
[00:06:07.000 --> 00:06:10.000]  但我們現在的人
[00:06:10.000 --> 00:06:12.000]  似乎沒有這種混亂的感覺
[00:06:12.000 --> 00:06:13.000]  我們日過一日
[00:06:13.000 --> 00:06:15.000]  天天都是這樣過
[00:06:15.000 --> 00:06:17.000]  對生命的導向
[00:06:17.000 --> 00:06:18.000]  對生命的路向
[00:06:18.000 --> 00:06:20.000]  上帝在我的生命裏面
[00:06:20.000 --> 00:06:21.000]  要成就什麼事呢
[00:06:21.000 --> 00:06:26.000]  我們似乎脫節得很高
[00:06:26.000 --> 00:06:28.000]  最近讀到一篇文字
[00:06:28.000 --> 00:06:33.000]  因為我很喜歡教神學的人
[00:06:33.000 --> 00:06:34.000]  經常讀書的
[00:06:34.000 --> 00:06:35.000]  沒辦法只有讀書
[00:06:35.000 --> 00:06:38.000]  只能讀聖經和書
[00:06:38.000 --> 00:06:42.000]  讀到一個美國一個加州的牧師
[00:06:42.000 --> 00:06:48.000]  他因應世界潮流的走勢
[00:06:48.000 --> 00:06:51.000]  在十九世紀開始
[00:06:51.000 --> 00:06:53.000]  已經有很多人在傳
[00:06:53.000 --> 00:06:55.000]  很多人在說
[00:06:55.000 --> 00:07:01.000]  港獨還有沒有用
[00:07:01.000 --> 00:07:02.000]  很多人認為
[00:07:02.000 --> 00:07:06.000]  港獨這家在禮拜堂說話
[00:07:06.000 --> 00:07:09.000]  已經過時了
[00:07:09.000 --> 00:07:11.000]  為什麼過時呢
[00:07:11.000 --> 00:07:12.000]  因為一上來的時候
[00:07:12.000 --> 00:07:15.000]  你發覺都過不過時
[00:07:15.000 --> 00:07:17.000]  用心聽你的人
[00:07:17.000 --> 00:07:19.000]  眼睛不會空洞
[00:07:19.000 --> 00:07:21.000]  一上來就知道
[00:07:21.000 --> 00:07:24.000]  有些人的眼神很空洞
[00:07:24.000 --> 00:07:25.000]  是這樣的
[00:07:25.000 --> 00:07:26.000]  一上來就知道
[00:07:26.000 --> 00:07:29.000]  他有沒有心聽你說話
[00:07:29.000 --> 00:07:31.000]  他有心聽你說話是一件事
[00:07:31.000 --> 00:07:32.000]  聽完之後
[00:07:32.000 --> 00:07:35.000]  記得你說的話是另一件事
[00:07:35.000 --> 00:07:37.000]  記得你說的話
[00:07:37.000 --> 00:07:40.000]  在生命裏面翻查聖經
[00:07:40.000 --> 00:07:41.000]  感覺一下
[00:07:41.000 --> 00:07:42.000]  體會一下
[00:07:42.000 --> 00:07:44.000]  有沒有按照聖經的道理去做
[00:07:44.000 --> 00:07:46.000]  是另一件事
[00:07:46.000 --> 00:07:48.000]  所以牧師設計了三個問題
[00:07:48.000 --> 00:07:50.000]  第一個問題
[00:07:50.000 --> 00:07:51.000]  講完道之後
[00:07:51.000 --> 00:07:53.000]  過了一個星期
[00:07:53.000 --> 00:07:55.000]  問回遊
[00:07:55.000 --> 00:07:56.000]  你記不記得
[00:07:56.000 --> 00:07:59.000]  我上星期說了什麼道理
[00:07:59.000 --> 00:08:01.000]  我講了哪一段聖經
[00:08:01.000 --> 00:08:02.000]  講完之後
[00:08:02.000 --> 00:08:03.000]  有沒有翻查聖經
[00:08:03.000 --> 00:08:05.000]  我講了什麼
[00:08:05.000 --> 00:08:07.000]  有沒有按照聖經的道理
[00:08:07.000 --> 00:08:08.000]  在生活裏實行
[00:08:08.000 --> 00:08:10.000]  如果有的話
[00:08:10.000 --> 00:08:13.000]  給你自己十分
[00:08:13.000 --> 00:08:15.000]  第二個問題
[00:08:15.000 --> 00:08:16.000]  記不記得我上星期
[00:08:16.000 --> 00:08:18.000]  講了什麼
[00:08:18.000 --> 00:08:20.000]  只記得
[00:08:20.000 --> 00:08:23.000]  你講了哪一段聖經
[00:08:23.000 --> 00:08:25.000]  其他的就沒有了
[00:08:25.000 --> 00:08:28.000]  給你自己五分
[00:08:28.000 --> 00:08:29.000]  第三個問題
[00:08:29.000 --> 00:08:31.000]  最煞食
[00:08:31.000 --> 00:08:34.000]  記不記得牧師上星期說了什麼
[00:08:34.000 --> 00:08:35.000]  不記得了
[00:08:35.000 --> 00:08:39.000]  只記得你說過笑話
[00:08:39.000 --> 00:08:42.000]  倒扣十分
[00:08:42.000 --> 00:08:44.000]  你笑得下
[00:08:44.000 --> 00:08:45.000]  實際上
[00:08:45.000 --> 00:08:48.000]  這是兩刃劍
[00:08:48.000 --> 00:08:50.000]  你問你自己
[00:08:50.000 --> 00:08:54.000]  到底給自己多少分
[00:08:54.000 --> 00:08:56.000]  由十九世紀開始
[00:08:56.000 --> 00:08:59.000]  很多人都覺得
[00:08:59.000 --> 00:09:01.000]  很多人回來聚會
[00:09:01.000 --> 00:09:04.000]  就是回來聚會
[00:09:04.000 --> 00:09:07.000]  你又回來了
[00:09:07.000 --> 00:09:08.000]  你身體健康
[00:09:08.000 --> 00:09:10.000]  你又回來了
[00:09:10.000 --> 00:09:11.000]  感謝主
[00:09:11.000 --> 00:09:12.000]  下星期再來一次
[00:09:12.000 --> 00:09:15.000]  我們每個星期回來見一見人
[00:09:15.000 --> 00:09:18.000]  但是港台上的訊息
[00:09:18.000 --> 00:09:20.000]  對我們生命的提點
[00:09:20.000 --> 00:09:22.000]  上帝的話語和我們的生命
[00:09:22.000 --> 00:09:24.000]  到底有什麼連接
[00:09:24.000 --> 00:09:27.000]  我們很少理會
[00:09:27.000 --> 00:09:28.000]  你自己問
[00:09:28.000 --> 00:09:29.000]  你自己問
[00:09:29.000 --> 00:09:30.000]  不用答案
[00:09:30.000 --> 00:09:31.000]  不用舉手
[00:09:31.000 --> 00:09:32.000]  你自己問
[00:09:32.000 --> 00:09:34.000]  牧師上星期說了什麼
[00:09:34.000 --> 00:09:36.000]  在過去的星期裏
[00:09:36.000 --> 00:09:38.000]  你又想到什麼
[00:09:38.000 --> 00:09:39.000]  對你的生活
[00:09:39.000 --> 00:09:40.000]  對你的生命
[00:09:40.000 --> 00:09:42.000]  有沒有什麼指引作用
[00:09:42.000 --> 00:09:43.000]  可能都不記得
[00:09:43.000 --> 00:09:45.000]  上星期說了哪一段聖經
[00:09:45.000 --> 00:09:47.000]  不過這個星期又回來聚會
[00:09:47.000 --> 00:09:49.000]  你每個星期回來
[00:09:49.000 --> 00:09:50.000]  每個星期聽
[00:09:50.000 --> 00:09:51.000]  每個星期聽
[00:09:51.000 --> 00:09:52.000]  每個星期忘記
[00:09:52.000 --> 00:09:53.000]  每個星期忘記
[00:09:53.000 --> 00:09:55.000]  一年五十二個星期
[00:09:55.000 --> 00:09:56.000]  這樣又過去
[00:09:56.000 --> 00:09:58.000]  一年兩年三年
[00:09:58.000 --> 00:10:00.000]  十年二十年三十年四十年
[00:10:00.000 --> 00:10:01.000]  就這樣過去了
[00:10:01.000 --> 00:10:05.000]  到底港道對我們有什麼作用
[00:10:05.000 --> 00:10:08.000]  有什麼作用
[00:10:08.000 --> 00:10:10.000]  如果我們再問心一點
[00:10:10.000 --> 00:10:14.000]  到底信仰對我們有沒有作用
[00:10:14.000 --> 00:10:16.000]  或者信仰只是時常
[00:10:16.000 --> 00:10:18.000]  哦他信
[00:10:18.000 --> 00:10:19.000]  我和我老友的
[00:10:19.000 --> 00:10:21.000]  我都信
[00:10:21.000 --> 00:10:24.000]  到底為什麼你要信
[00:10:24.000 --> 00:10:26.000]  你信了之後
[00:10:26.000 --> 00:10:28.000]  聖經上的說話
[00:10:28.000 --> 00:10:32.000]  和你產生什麼關係
[00:10:32.000 --> 00:10:38.000]  我們真的要細心思考這些問題
[00:10:38.000 --> 00:10:40.000]  很多時候人們對牧師
[00:10:40.000 --> 00:10:42.000]  或者對傳道的誤解
[00:10:42.000 --> 00:10:46.000]  就說牧師很空閒
[00:10:46.000 --> 00:10:50.000]  一上來這個magic box
[00:10:50.000 --> 00:10:54.000]  一上來就有話說
[00:10:54.000 --> 00:10:57.000]  告訴你不是的
[00:10:57.000 --> 00:10:59.000]  你以為上來有話說
[00:10:59.000 --> 00:11:01.000]  很多時候上來沒話說
[00:11:01.000 --> 00:11:03.000]  但是最痛苦就是沒話說
[00:11:03.000 --> 00:11:06.000]  他要說
[00:11:06.000 --> 00:11:10.000]  如果真真正正的傳道牧師
[00:11:10.000 --> 00:11:14.000]  很尊重很愛惜上帝給他這個機會
[00:11:14.000 --> 00:11:17.000]  他就會出盡所有的腦筋
[00:11:17.000 --> 00:11:20.000]  預備到底我有什麼話要說
[00:11:20.000 --> 00:11:23.000]  是上帝給我一個訊息要說
[00:11:23.000 --> 00:11:25.000]  有時候你想到一個訊息
[00:11:25.000 --> 00:11:27.000]  但那個訊息對我們今天的信徒
[00:11:27.000 --> 00:11:29.000]  對我們今天的澳門黨的弟兄姊妹
[00:11:29.000 --> 00:11:31.000]  好像沒什麼特別的幫助
[00:11:31.000 --> 00:11:33.000]  你到底說好不說好
[00:11:33.000 --> 00:11:37.000]  有很多掙扎在這裡
[00:11:37.000 --> 00:11:41.000]  我願意我們澳門黨的弟兄姊妹
[00:11:41.000 --> 00:11:44.000]  我想起你們的時候
[00:11:44.000 --> 00:11:47.000]  我想起因為在過去的日子裡
[00:11:47.000 --> 00:11:49.000]  太多人告訴我
[00:11:49.000 --> 00:11:51.000]  太多人告訴我
[00:11:51.000 --> 00:11:53.000]  很多人告訴我
[00:11:53.000 --> 00:11:55.000]  在澳門的教會裡
[00:11:55.000 --> 00:11:57.000]  平均聚會人數是15到20個人
[00:11:57.000 --> 00:12:01.000]  因為澳門是一塊石頭地
[00:12:01.000 --> 00:12:03.000]  傳呼音是很艱難的
[00:12:03.000 --> 00:12:07.000]  在我們澳門黨有一段很長的時間
[00:12:07.000 --> 00:12:09.000]  我們沒有傳道
[00:12:09.000 --> 00:12:13.000]  有了傳道之後就出出轉
[00:12:13.000 --> 00:12:18.000]  但現在我們也不止20個人
[00:12:18.000 --> 00:12:22.000]  是上帝特別的保守
[00:12:22.000 --> 00:12:26.000]  是上帝在中間做了很多的工作
[00:12:26.000 --> 00:12:29.000]  現在帶了雨光牧師來我們中間
[00:12:29.000 --> 00:12:32.000]  我聽到很多關於他的東西
[00:12:32.000 --> 00:12:37.000]  但都是好東西
[00:12:37.000 --> 00:12:39.000]  說他很勤奮
[00:12:39.000 --> 00:12:41.000]  事必躬親
[00:12:41.000 --> 00:12:43.000]  自己什麼都做
[00:12:43.000 --> 00:12:45.000]  我們需要這樣的牧師
[00:12:45.000 --> 00:12:47.000]  不分彼此
[00:12:47.000 --> 00:12:49.000]  不是說這些不是我做的
[00:12:49.000 --> 00:12:51.000]  這個沈先生的責任
[00:12:51.000 --> 00:12:52.000]  沈先生做的
[00:12:52.000 --> 00:12:54.000]  他看到他已經做了
[00:12:54.000 --> 00:12:55.000]  然後告訴你
[00:12:55.000 --> 00:12:57.000]  不過我已經做了
[00:12:57.000 --> 00:13:00.000]  在這王記上
[00:13:00.000 --> 00:13:04.000]  十七十八十九三章聖經
[00:13:04.000 --> 00:13:07.000]  主要是講以利亞這位先知的事
[00:13:07.000 --> 00:13:10.000]  我想我們今天所讀的十九章
[00:13:10.000 --> 00:13:12.000]  這一段經文
[00:13:12.000 --> 00:13:14.000]  是我們大家很熟悉的經文
[00:13:14.000 --> 00:13:15.000]  由主一學的年代
[00:13:15.000 --> 00:13:17.000]  你已經讀了就知道了
[00:13:17.000 --> 00:13:21.000]  但如果你從十七章讀下來
[00:13:21.000 --> 00:13:23.000]  讀到第十九章的時候
[00:13:23.000 --> 00:13:24.000]  你會發覺到
[00:13:24.000 --> 00:13:26.000]  以利亞的一心很傳奇
[00:13:26.000 --> 00:13:31.000]  傳奇到他好像經常聽到一些東西
[00:13:31.000 --> 00:13:36.000]  不是他有病
[00:13:36.000 --> 00:13:38.000]  經常有耳朵在旁邊
[00:13:38.000 --> 00:13:39.000]  有人跟他說話
[00:13:39.000 --> 00:13:40.000]  他不是有病
[00:13:40.000 --> 00:13:43.000]  當日的先知
[00:13:43.000 --> 00:13:47.000]  很多時候因為他看到世界裡有些東西
[00:13:47.000 --> 00:13:49.000]  一些事蹟
[00:13:49.000 --> 00:13:54.000]  讓他想起神自己的話語
[00:13:54.000 --> 00:13:56.000]  對他的提點
[00:13:56.000 --> 00:13:58.000]  因此他很多時候
[00:13:58.000 --> 00:14:01.000]  有種悲天憫人的心
[00:14:01.000 --> 00:14:03.000]  那我要怎樣呢
[00:14:03.000 --> 00:14:05.000]  但在這些時間裡
[00:14:05.000 --> 00:14:06.000]  上帝很喜歡
[00:14:06.000 --> 00:14:08.000]  也很容易
[00:14:08.000 --> 00:14:11.000]  向這樣的人說多些話
[00:14:11.000 --> 00:14:14.000]  記不記得先知
[00:14:14.000 --> 00:14:16.000]  薩姆爾小時候
[00:14:16.000 --> 00:14:18.000]  在聖經裡跟著以利
[00:14:18.000 --> 00:14:20.000]  學習侍奉上帝
[00:14:20.000 --> 00:14:23.000]  聖經三號二記一開始就說
[00:14:23.000 --> 00:14:25.000]  以利年紀老大
[00:14:25.000 --> 00:14:27.000]  耳朵發沉
[00:14:27.000 --> 00:14:29.000]  眼目繽紛
[00:14:29.000 --> 00:14:31.000]  可能已經有白內障
[00:14:31.000 --> 00:14:33.000]  可能現在做了白內障
[00:14:33.000 --> 00:14:34.000]  什麼都看到
[00:14:34.000 --> 00:14:35.000]  但是看到都沒有作用
[00:14:35.000 --> 00:14:36.000]  因為他聽不到
[00:14:36.000 --> 00:14:39.000]  因為上帝不常有默示
[00:14:39.000 --> 00:14:40.000]  沒有話說
[00:14:40.000 --> 00:14:42.000]  不是上帝不肯說話
[00:14:42.000 --> 00:14:43.000]  是上帝說了話
[00:14:43.000 --> 00:14:45.000]  沒有人聽到
[00:14:45.000 --> 00:14:48.000]  是沒有人聽到
[00:14:48.000 --> 00:14:50.000]  一會兒我就會說到
[00:14:50.000 --> 00:14:52.000]  他不是不說話
[00:14:52.000 --> 00:14:54.000]  千百年以來
[00:14:54.000 --> 00:14:56.000]  如果讀詩篇就會知道
[00:14:56.000 --> 00:14:57.000]  上帝說
[00:14:57.000 --> 00:14:59.000]  但上帝再說
[00:14:59.000 --> 00:15:01.000]  上帝第三次說
[00:15:01.000 --> 00:15:03.000]  上帝不斷說話
[00:15:03.000 --> 00:15:05.000]  如果我們的信仰
[00:15:05.000 --> 00:15:06.000]  我們的神學這樣教我們
[00:15:06.000 --> 00:15:08.000]  上帝的啟示
[00:15:08.000 --> 00:15:11.000]  是逐一向我們顯示
[00:15:11.000 --> 00:15:14.000]  不會像曬冷一樣
[00:15:14.000 --> 00:15:16.000]  拉著不停
[00:15:16.000 --> 00:15:20.000]  逐一向我們顯示
[00:15:20.000 --> 00:15:24.000]  逐一向我們顯示
[00:15:24.000 --> 00:15:25.000]  很多時候
[00:15:25.000 --> 00:15:26.000]  上帝向我們說話
[00:15:26.000 --> 00:15:28.000]  說一點說一點
[00:15:28.000 --> 00:15:31.000]  逐一向我們顯示
[00:15:31.000 --> 00:15:33.000]  上帝是一個很喜歡說話的人
[00:15:33.000 --> 00:15:35.000]  但是到了三號月的年代
[00:15:35.000 --> 00:15:37.000]  上帝不常有默示
[00:15:37.000 --> 00:15:39.000]  原因就是有個老先知
[00:15:39.000 --> 00:15:41.000]  聽都聽不到
[00:15:41.000 --> 00:15:43.000]  大聲叫他都聽不到
[00:15:43.000 --> 00:15:44.000]  耳朵發震
[00:15:44.000 --> 00:15:45.000]  眼目繽紛
[00:15:45.000 --> 00:15:47.000]  看不到
[00:15:47.000 --> 00:15:49.000]  那段故事我們都很熟悉
[00:15:49.000 --> 00:15:51.000]  上帝說了三次
[00:15:51.000 --> 00:15:55.000]  第四次和撒慕爾說
[00:15:55.000 --> 00:15:58.000]  撒慕爾才知道
[00:15:58.000 --> 00:16:00.000]  原來上帝和他說話
[00:16:00.000 --> 00:16:03.000]  請說獨人敬聽
[00:16:03.000 --> 00:16:05.000]  請你說
[00:16:05.000 --> 00:16:06.000]  我在留心聽
[00:16:06.000 --> 00:16:08.000]  我現在很留心地聽
[00:16:08.000 --> 00:16:10.000]  我遇見我們的弟兄姊妹
[00:16:10.000 --> 00:16:12.000]  遇到上帝自己的說話
[00:16:12.000 --> 00:16:14.000]  遇到牧師傳道所說的訊息
[00:16:14.000 --> 00:16:16.000]  讓我們真能和上帝說
[00:16:16.000 --> 00:16:18.000]  上帝啊 我願意聆聽
[00:16:18.000 --> 00:16:20.000]  我願意留心地聽
[00:16:20.000 --> 00:16:22.000]  聽你到底要說什麼
[00:16:22.000 --> 00:16:25.000]  在第十九章那裡
[00:16:25.000 --> 00:16:26.000]  他就說他進了山洞
[00:16:26.000 --> 00:16:28.000]  為什麼要進山洞裡呢
[00:16:28.000 --> 00:16:30.000]  因為上文那裡
[00:16:30.000 --> 00:16:32.000]  有幾件事發生
[00:16:32.000 --> 00:16:36.000]  第一他就去到寡婦家
[00:16:36.000 --> 00:16:38.000]  三都還沒說幾句
[00:16:38.000 --> 00:16:40.000]  叫寡婦說
[00:16:40.000 --> 00:16:41.000]  我現在肚子餓
[00:16:41.000 --> 00:16:42.000]  請你做點餅來吃
[00:16:42.000 --> 00:16:44.000]  寡婦就跟他說
[00:16:44.000 --> 00:16:46.000]  我只有一點點油
[00:16:46.000 --> 00:16:48.000]  只有一把麵粉
[00:16:48.000 --> 00:16:50.000]  夠我和我兒子吃
[00:16:50.000 --> 00:16:51.000]  吃完之後
[00:16:51.000 --> 00:16:54.000]  什麼都沒有了
[00:16:54.000 --> 00:16:56.000]  先至以來
[00:16:56.000 --> 00:16:58.000]  所發出的一個要求
[00:16:58.000 --> 00:17:00.000]  就是你做給我吃
[00:17:00.000 --> 00:17:02.000]  給我吃的
[00:17:02.000 --> 00:17:04.000]  對著寡婦說這樣的事
[00:17:04.000 --> 00:17:06.000]  寡婦就跟你說
[00:17:06.000 --> 00:17:08.000]  我剩下這麼多東西
[00:17:08.000 --> 00:17:10.000]  吃完我和我兒子就
[00:17:10.000 --> 00:17:12.000]  都不知道下山在哪裡
[00:17:12.000 --> 00:17:14.000]  可能我們吃完就再見
[00:17:14.000 --> 00:17:16.000]  你先做給我吃
[00:17:16.000 --> 00:17:18.000]  你餅裡的油不會缺少
