
[00:00:00.000 --> 00:00:08.120]  今天這個題目很長的 接納了差不多你
[00:02:21.680 --> 00:02:24.560]  我想回頭 我覺得
[00:02:24.560 --> 00:02:27.600]  我看到很多事情是很多家長看不到的
[00:02:27.600 --> 00:02:31.040]  因為他是我親生的
[00:02:31.040 --> 00:02:34.640]  我看到他以前家裡教錯了的東西
[00:02:34.640 --> 00:02:36.360]  是很清楚的 因為他家裡住
[00:02:36.360 --> 00:02:38.360]  我每天看著他都看到
[00:02:38.360 --> 00:02:41.080]  有很多種的錯 很多種的錯
[00:02:41.080 --> 00:02:44.200]  當然也有些人覺得很好 很好
[00:02:44.200 --> 00:02:46.680]  但是每一種小小的錯
[00:02:46.680 --> 00:02:52.520]  都是他一輩子背著一個很重的債
[00:02:52.520 --> 00:02:54.520]  例如舉個例子
[00:02:54.520 --> 00:02:58.160]  他很容易不開心的
[00:02:58.160 --> 00:03:01.440]  因為他根本上來自一個不開心的家
[00:03:01.440 --> 00:03:03.200]  所以你會發現到
[00:03:03.200 --> 00:03:05.720]  說出什麼就算我猜
[00:03:05.720 --> 00:03:08.560]  會很開心聽的 都會不開心
[00:03:08.560 --> 00:03:10.160]  回頭來
[00:03:10.160 --> 00:03:13.640]  這些就是我見最久的兒童
[00:03:13.640 --> 00:03:17.520]  後來我就開始見一種特別的人士
[00:03:17.520 --> 00:03:19.280]  就是家長
[00:03:19.280 --> 00:03:21.720]  昨天我見到一個家長
[00:03:21.720 --> 00:03:24.040]  這個家長很特別 為什麼呢
[00:03:24.040 --> 00:03:25.200]  通常我不見
[00:03:25.200 --> 00:03:28.160]  因為我是婚姻及兒童啟動的主席
[00:03:28.160 --> 00:03:30.680]  很多時候都是你看我的同事
[00:03:30.680 --> 00:03:33.680]  我是義工來的 做主席
[00:03:33.680 --> 00:03:34.840]  有時候我都會見
[00:03:34.840 --> 00:03:37.200]  因為他們沒有錢
[00:03:37.200 --> 00:03:39.560]  去看我們婚姻及兒童啟動中心
[00:03:39.560 --> 00:03:41.120]  其實香港是全世界
[00:03:41.120 --> 00:03:42.920]  全香港最便宜的中心
[00:03:42.920 --> 00:03:45.120]  但有些人都是沒有錢
[00:03:45.120 --> 00:03:49.640]  我們減價到幾百元以下都沒有錢
[00:03:49.640 --> 00:03:51.160]  原因也很明白
[00:03:51.160 --> 00:03:53.160]  因為不是幾百元的問題
[00:03:53.160 --> 00:03:56.160]  是可能要看超過10次
[00:03:56.160 --> 00:03:58.520]  甚至50次
[00:03:58.520 --> 00:03:59.800]  也不是錢的問題
[00:03:59.800 --> 00:04:01.000]  是時間
[00:04:01.000 --> 00:04:05.160]  你要告假一年可能50次
[00:04:05.160 --> 00:04:07.480]  那你怎麼搞呢
[00:04:07.480 --> 00:04:08.840]  我昨天見過一個家長
[00:04:08.840 --> 00:04:10.080]  他的小孩
[00:04:10.080 --> 00:04:12.080]  我稱他為十項
[00:04:12.080 --> 00:04:13.280]  十項而已
[00:04:13.280 --> 00:04:15.800]  最差的全都有
[00:04:15.800 --> 00:04:17.080]  包括讀書不行
[00:04:17.080 --> 00:04:18.160]  很多障礙
[00:04:18.160 --> 00:04:20.160]  很多自閉傾向
[00:04:20.160 --> 00:04:23.160]  最大問題就是有恐懼症
[00:04:23.160 --> 00:04:27.880]  這個小孩還有很長的日子生存
[00:04:27.880 --> 00:04:29.360]  我不方便說多少歲
[00:04:29.360 --> 00:04:31.600]  你都猜到當他是小孩
[00:04:31.600 --> 00:04:34.520]  但這件事不會走
[00:04:34.520 --> 00:04:35.800]  也不會治好的
[00:04:35.800 --> 00:04:37.800]  你做媽媽
[00:04:37.800 --> 00:04:39.800]  你打算怎樣呢
[00:04:40.760 --> 00:04:42.280]  我從這個角度看
[00:04:42.280 --> 00:04:46.120]  我覺得接納是很重要的問題
[00:04:46.120 --> 00:04:48.120]  接納就是說
[00:04:48.120 --> 00:04:50.120]  我不理你
[00:04:50.120 --> 00:04:52.120]  在別人眼中是怎樣
[00:04:52.120 --> 00:04:55.480]  你仍然是我最高價值的人
[00:04:55.480 --> 00:04:57.240]  因為你的親戚一定會說
[00:04:57.240 --> 00:04:59.800]  慘了 生個這樣
[00:04:59.800 --> 00:05:01.320]  甚至會說
[00:05:01.320 --> 00:05:03.800]  你是不是不懂教
[00:05:03.800 --> 00:05:05.800]  很快會彈到媽媽的
[00:05:05.800 --> 00:05:07.800]  所以你們很偉大
[00:05:07.800 --> 00:05:10.360]  通常學校見家長你都夠膽去
[00:05:10.360 --> 00:05:13.480]  其實很可憐的
[00:05:13.480 --> 00:05:15.480]  你是不正常的家長
[00:05:15.480 --> 00:05:17.480]  你真的很可憐
[00:05:17.480 --> 00:05:19.480]  你走進去工友第一個問題是找誰
[00:05:19.480 --> 00:05:22.520]  無端端白事一天就進來
[00:05:22.520 --> 00:05:26.920]  你的感覺已經被工友或副校長
[00:05:26.920 --> 00:05:27.960]  這樣看你
[00:05:27.960 --> 00:05:29.960]  你是這樣的媽媽
[00:05:29.960 --> 00:05:31.960]  但你仍然繼續去
[00:05:31.960 --> 00:05:33.960]  我做過特殊學校
[00:05:33.960 --> 00:05:35.960]  那些弱子的小孩的媽媽
[00:05:35.960 --> 00:05:37.960]  每天帶她進來
[00:05:37.960 --> 00:05:39.960]  其實很多街上的人都看到
[00:05:39.960 --> 00:05:41.960]  牽著這個小孩
[00:05:41.960 --> 00:05:43.960]  就是這個女士
[00:05:43.960 --> 00:05:45.960]  很少爸爸去
[00:05:45.960 --> 00:05:47.960]  家長會爸爸都不去
[00:05:47.960 --> 00:05:49.960]  但媽媽怎樣都要頂住
[00:05:49.960 --> 00:05:51.960]  要承認我是這個小孩的媽媽
[00:05:51.960 --> 00:05:55.960]  其實接納就是承認
[00:05:55.960 --> 00:05:57.960]  承認你是媽媽
[00:05:57.960 --> 00:05:59.960]  這麼簡單叫接納
[00:05:59.960 --> 00:06:01.960]  你不接納就是你不認識我
[00:06:01.960 --> 00:06:03.960]  甚至你不要坐在我旁邊
[00:06:03.960 --> 00:06:05.960]  別人誤會我是你媽媽
[00:06:05.960 --> 00:06:07.960]  你搞到這樣
[00:06:07.960 --> 00:06:09.960]  你不接納
[00:06:09.960 --> 00:06:11.960]  所以我從你的教會看到
[00:06:11.960 --> 00:06:13.960]  你和她一起怎樣走
[00:06:13.960 --> 00:06:15.960]  怎樣坐
[00:06:15.960 --> 00:06:17.960]  走的時候
[00:06:17.960 --> 00:06:19.960]  是否一起走
[00:06:19.960 --> 00:06:21.960]  看到這個接納的特色
[00:06:21.960 --> 00:06:23.960]  是否很高
[00:06:23.960 --> 00:06:25.960]  有些是假的接納
[00:06:25.960 --> 00:06:27.960]  假的 填表容
[00:06:27.960 --> 00:06:29.960]  實際上你是不喜歡和她一起
[00:06:29.960 --> 00:06:31.960]  當然你一定有危險
[00:06:31.960 --> 00:06:33.960]  危險就是她很快都不接受你
[00:06:33.960 --> 00:06:35.960]  很快都不接受你
[00:06:35.960 --> 00:06:37.960]  於是你知道小孩
[00:06:37.960 --> 00:06:39.960]  第一個幻想
[00:06:39.960 --> 00:06:41.960]  就是幻想
[00:06:41.960 --> 00:06:43.960]  你不是她媽媽
[00:06:43.960 --> 00:06:45.960]  是另有其人
[00:06:45.960 --> 00:06:47.960]  其實沒有小孩
[00:06:47.960 --> 00:06:49.960]  應該相信你是媽媽
[00:06:49.960 --> 00:06:51.960]  我怎知道是真的
[00:06:51.960 --> 00:06:53.960]  你說樣子像
[00:06:53.960 --> 00:06:55.960]  有鼻子就行
[00:06:55.960 --> 00:06:57.960]  像很多種像
[00:06:57.960 --> 00:06:59.960]  很多小孩和我聊天都會說
[00:06:59.960 --> 00:07:01.960]  她不是我媽媽就好了
[00:07:01.960 --> 00:07:03.960]  她不是就好了
[00:07:03.960 --> 00:07:05.960]  好像李嘉誠
[00:07:05.960 --> 00:07:07.960]  一直想的時候
[00:07:07.960 --> 00:07:09.960]  李嘉誠有二百多個
[00:07:09.960 --> 00:07:11.960]  在香港
[00:07:11.960 --> 00:07:13.960]  都叫李嘉誠
[00:07:13.960 --> 00:07:15.960]  我想今天你們看的問題
[00:07:15.960 --> 00:07:17.960]  接納代表什麼
[00:07:17.960 --> 00:07:19.960]  第一個我想評分
[00:07:19.960 --> 00:07:21.960]  你接納到
[00:07:21.960 --> 00:07:23.960]  她每個年紀都有
[00:07:23.960 --> 00:07:25.960]  她年紀的發展任務
[00:07:25.960 --> 00:07:27.960]  是令你頭痛的
[00:07:27.960 --> 00:07:29.960]  是頭痛的
[00:07:29.960 --> 00:07:31.960]  發展任務
[00:07:31.960 --> 00:07:33.960]  我用一個最大熱門
[00:07:33.960 --> 00:07:35.960]  就是打機
[00:07:35.960 --> 00:07:37.960]  其實女孩子打機都不輸蝕
[00:07:37.960 --> 00:07:39.960]  你不要以為女孩子不打機
[00:07:39.960 --> 00:07:41.960]  但是
[00:07:41.960 --> 00:07:43.960]  打機要接納的原因
[00:07:43.960 --> 00:07:45.960]  就是因為她的一種
[00:07:45.960 --> 00:07:47.960]  焦慮
[00:07:47.960 --> 00:07:49.960]  是要對一些
[00:07:49.960 --> 00:07:51.960]  高刺激的東西
[00:07:51.960 --> 00:07:53.960]  才可以和這個焦慮
[00:07:53.960 --> 00:07:55.960]  是對等的
[00:07:55.960 --> 00:07:57.960]  換句話說
[00:07:57.960 --> 00:07:59.960]  她很怕悶
[00:07:59.960 --> 00:08:01.960]  她真的很怕悶
[00:08:01.960 --> 00:08:03.960]  很怕沒有東西
[00:08:03.960 --> 00:08:05.960]  繼續坐著是沒有東西
[00:08:05.960 --> 00:08:07.960]  當然你說有功課
[00:08:07.960 --> 00:08:09.960]  但功課是悶的
[00:08:09.960 --> 00:08:11.960]  我要一些不悶的東西
[00:08:11.960 --> 00:08:13.960]  我問你家裡有什麼是不悶的
[00:08:13.960 --> 00:08:15.960]  全部都是悶
[00:08:15.960 --> 00:08:17.960]  包括你全部都是悶
[00:08:17.960 --> 00:08:19.960]  全部都是悶
[00:08:19.960 --> 00:08:21.960]  唯有就是動
[00:08:21.960 --> 00:08:23.960]  其實打機不一定好玩
[00:08:23.960 --> 00:08:25.960]  因為打機有很多選擇
[00:08:25.960 --> 00:08:27.960]  可以選擇到你不悶為止
[00:08:27.960 --> 00:08:29.960]  按多少按多少按
[00:08:29.960 --> 00:08:31.960]  按到你不悶為止
[00:08:31.960 --> 00:08:33.960]  她一定是贏你的
[00:08:33.960 --> 00:08:35.960]  你換一千個媽媽給我選擇
[00:08:35.960 --> 00:08:37.960]  都會有一個好的
[00:08:37.960 --> 00:08:39.960]  問題是打機
[00:08:39.960 --> 00:08:41.960]  這麼多選擇
[00:08:41.960 --> 00:08:43.960]  你又沒有選擇
[00:08:43.960 --> 00:08:45.960]  所以這些
[00:08:45.960 --> 00:08:47.960]  如果你用學術一點
[00:08:47.960 --> 00:08:49.960]  叫四興
[00:08:49.960 --> 00:08:51.960]  那樣東西
[00:08:51.960 --> 00:08:53.960]  十歲左右
[00:08:53.960 --> 00:08:55.960]  已經很悶
[00:08:55.960 --> 00:08:57.960]  邱轉都聽過
[00:08:57.960 --> 00:08:59.960]  我們中心都有人
[00:08:59.960 --> 00:09:01.960]  有醫生跟我說
[00:09:01.960 --> 00:09:03.960]  有一個抑鬱象徵
[00:09:03.960 --> 00:09:05.960]  開始是
[00:09:05.960 --> 00:09:07.960]  香港紀錄是兩歲
[00:09:07.960 --> 00:09:09.960]  嘩 兩歲
[00:09:09.960 --> 00:09:11.960]  她天天
[00:09:11.960 --> 00:09:13.960]  天天都說不開心
[00:09:13.960 --> 00:09:15.960]  真的不開心
[00:09:15.960 --> 00:09:17.960]  證實了她知道不開心的原因
[00:09:17.960 --> 00:09:19.960]  她知道的
[00:09:19.960 --> 00:09:21.960]  她說自己很不開心
[00:09:21.960 --> 00:09:23.960]  因為什麼都做不到
[00:09:23.960 --> 00:09:25.960]  什麼都做不到
[00:09:25.960 --> 00:09:27.960]  她要應付的
[00:09:27.960 --> 00:09:29.960]  人家教她說話
[00:09:29.960 --> 00:09:31.960]  發音
[00:09:31.960 --> 00:09:33.960]  辯認
[00:09:33.960 --> 00:09:35.960]  所以她有抑鬱的象徵
[00:09:35.960 --> 00:09:37.960]  有這個特徵
[00:09:37.960 --> 00:09:39.960]  為什麼你會不悶呢
[00:09:39.960 --> 00:09:41.960]  這個就是你跟她最大的問題
[00:09:41.960 --> 00:09:43.960]  你又不見媽媽悶
[00:09:43.960 --> 00:09:47.960]  你真是厲害
[00:09:47.960 --> 00:09:49.960]  你可以
[00:09:49.960 --> 00:09:51.960]  騙自己不悶
[00:09:51.960 --> 00:09:53.960]  但她騙不到
[00:09:53.960 --> 00:09:55.960]  你說
[00:09:55.960 --> 00:09:57.960]  沒事做更好
[00:09:57.960 --> 00:09:59.960]  舒服
[00:09:59.960 --> 00:10:01.960]  你跟她說
[00:10:01.960 --> 00:10:03.960]  你舒服沒事做更好
[00:10:03.960 --> 00:10:05.960]  她說這叫不悶
[00:10:05.960 --> 00:10:07.960]  這叫舒服
[00:10:07.960 --> 00:10:09.960]  歎世界
[00:10:09.960 --> 00:10:11.960]  這些THP荷爾蒙
[00:10:11.960 --> 00:10:13.960]  在超過20歲以上的人
[00:10:13.960 --> 00:10:15.960]  是安寧的效果
[00:10:15.960 --> 00:10:17.960]  所以你的孩子
[00:10:17.960 --> 00:10:19.960]  在20歲之後
[00:10:19.960 --> 00:10:21.960]  他們會產生一個坐在那裏
[00:10:21.960 --> 00:10:23.960]  舒服安寧的效果
[00:10:23.960 --> 00:10:25.960]  做引清
[00:10:25.960 --> 00:10:27.960]  我不上班了
[00:10:27.960 --> 00:10:29.960]  我現在明白你舊時說什麼
[00:10:29.960 --> 00:10:31.960]  現在很舒服
[00:10:31.960 --> 00:10:33.960]  到那時候你就想踢她兩腳
[00:10:33.960 --> 00:10:35.960]  這個矛盾
[00:10:35.960 --> 00:10:37.960]  這個矛盾
[00:10:37.960 --> 00:10:39.960]  她要刺激
[00:10:39.960 --> 00:10:41.960]  你就說靜靜地
[00:10:41.960 --> 00:10:43.960]  靜靜悄悄
[00:10:43.960 --> 00:10:45.960]  這幾大不同點
[00:10:45.960 --> 00:10:47.960]  這叫第一個接納
[00:10:47.960 --> 00:10:49.960]  你接納
[00:10:49.960 --> 00:10:51.960]  她的年紀
[00:10:51.960 --> 00:10:53.960]  有她的年紀要面對的解釋
[00:10:53.960 --> 00:10:55.960]  就是這樣
[00:10:55.960 --> 00:10:57.960]  她沒有騙你的
[00:10:57.960 --> 00:10:59.960]  奇怪的是你都沒有騙她
[00:10:59.960 --> 00:11:01.960]  你覺得這個狀態很好
[00:11:01.960 --> 00:11:03.960]  她覺得這個狀態不好
[00:11:03.960 --> 00:11:05.960]  大家都沒有騙對方
[00:11:05.960 --> 00:11:07.960]  接納就是你和我是有不同的
[00:11:07.960 --> 00:11:09.960]  不接納就是
[00:11:09.960 --> 00:11:11.960]  我不明白你為什麼不和我一樣
[00:11:11.960 --> 00:11:13.960]  不接納
[00:11:13.960 --> 00:11:15.960]  所以希望第一個問題
[00:11:15.960 --> 00:11:17.960]  要解決了
[00:11:17.960 --> 00:11:19.960]  怎樣解釋
[00:11:19.960 --> 00:11:21.960]  網上遊戲
[00:11:21.960 --> 00:11:23.960]  其實真的不好
[00:11:23.960 --> 00:11:25.960]  你經常都很想
[00:11:25.960 --> 00:11:27.960]  幫她改邪歸正
[00:11:27.960 --> 00:11:29.960]  你一定會覺得邪
[00:11:29.960 --> 00:11:31.960]  但在她眼中
[00:11:31.960 --> 00:11:33.960]  你猜她覺得什麼
[00:11:33.960 --> 00:11:35.960]  她覺得這是生命裏面
[00:11:35.960 --> 00:11:37.960]  一個權益
[00:11:37.960 --> 00:11:39.960]  生出來就是
[00:11:39.960 --> 00:11:41.960]  快樂
[00:11:41.960 --> 00:11:43.960]  生出來就是
[00:11:43.960 --> 00:11:45.960]  有機會去見
[00:11:45.960 --> 00:11:47.960]  很多新奇的東西
[00:11:47.960 --> 00:11:49.960]  這個機構是新奇
[00:11:49.960 --> 00:11:51.960]  對她來說
[00:11:51.960 --> 00:11:53.960]  這是她的權益
[00:11:53.960 --> 00:11:55.960]  她和你掙扎的問題
[00:11:55.960 --> 00:11:57.960]  就是你早點和我談談
[00:11:57.960 --> 00:11:59.960]  讓我出世
[00:11:59.960 --> 00:12:01.960]  你搞到我出世
[00:12:01.960 --> 00:12:03.960]  然後就搞到我這樣
[00:12:03.960 --> 00:12:05.960]  這個爭論很重要
[00:12:05.960 --> 00:12:07.960]  爭論就是
[00:12:07.960 --> 00:12:09.960]  我和兒童工作裏面
[00:12:09.960 --> 00:12:11.960]  小朋友和我說的話
[00:12:11.960 --> 00:12:13.960]  就是我是被迫出世
[00:12:13.960 --> 00:12:15.960]  明不明
[00:12:15.960 --> 00:12:17.960]  我是不能選擇出不出世就出世
[00:12:17.960 --> 00:12:19.960]  真的沒有
[00:12:19.960 --> 00:12:21.960]  當然有些小朋友死了
[00:12:21.960 --> 00:12:23.960]  死了就不是我
[00:12:23.960 --> 00:12:25.960]  但問題是你讓我出世
[00:12:25.960 --> 00:12:27.960]  你讓我看到一個我不快樂的情況
[00:12:27.960 --> 00:12:29.960]  但你又不讓我
[00:12:29.960 --> 00:12:31.960]  找我開心的方式
[00:12:31.960 --> 00:12:33.960]  所以你會說
[00:12:33.960 --> 00:12:35.960]  我真的不知道你在想什麼
[00:12:35.960 --> 00:12:37.960]  你清楚叫做不長進
[00:12:37.960 --> 00:12:39.960]  不長進
[00:12:39.960 --> 00:12:41.960]  但他的角度看是不同的
[00:12:41.960 --> 00:12:43.960]  譬如我舉個很簡單的例子
[00:12:43.960 --> 00:12:45.960]  我覺得你一定要讀兒童心理學
[00:12:45.960 --> 00:12:47.960]  我最近有一個
[00:12:47.960 --> 00:12:49.960]  很小的小朋友
[00:12:49.960 --> 00:12:51.960]  是我一個徒弟的女兒
[00:12:51.960 --> 00:12:53.960]  她兩歲半
[00:12:53.960 --> 00:12:55.960]  當他們
[00:12:55.960 --> 00:12:57.960]  帶她去玩具店的時候
[00:12:57.960 --> 00:12:59.960]  她看到很多的公仔很漂亮
[00:12:59.960 --> 00:13:01.960]  她眼睛都閉起來很開心
[00:13:01.960 --> 00:13:03.960]  於是那些人就說
[00:13:03.960 --> 00:13:05.960]  我買一個給你
[00:13:05.960 --> 00:13:07.960]  然後她看著看著
[00:13:07.960 --> 00:13:09.960]  每個人都想
[00:13:09.960 --> 00:13:11.960]  最後結果就是
[00:13:11.960 --> 00:13:13.960]  那個大人動手
[00:13:13.960 --> 00:13:15.960]  我買這個我都知道你喜歡
[00:13:15.960 --> 00:13:17.960]  誰知道
[00:13:17.960 --> 00:13:19.960]  這兩歲半說不要了
[00:13:19.960 --> 00:13:21.960]  為什麼
[00:13:21.960 --> 00:13:23.960]  為什麼他不要
[00:13:23.960 --> 00:13:25.960]  他喜歡的
[00:13:25.960 --> 00:13:27.960]  為什麼他不要
[00:13:27.960 --> 00:13:29.960]  我相信如果你不是讀兒童心理學
[00:13:29.960 --> 00:13:31.960]  你回答不到我
[00:13:31.960 --> 00:13:33.960]  媽媽會罵我浪費人家的錢
[00:13:33.960 --> 00:13:35.960]  這些是
[00:13:35.960 --> 00:13:37.960]  再老一點再說
[00:13:37.960 --> 00:13:39.960]  這麼小就不懂
[00:13:39.960 --> 00:13:41.960]  第二個可能
[00:13:41.960 --> 00:13:43.960]  我怕
[00:13:43.960 --> 00:13:45.960]  這個公仔
[00:13:45.960 --> 00:13:47.960]  不是最好我想看久一點
[00:13:47.960 --> 00:13:49.960]  所以叫我先不要買
[00:13:49.960 --> 00:13:51.960]  第三
[00:13:51.960 --> 00:13:53.960]  最大可能
[00:13:53.960 --> 00:13:55.960]  可能他覺得
[00:13:55.960 --> 00:13:57.960]  他要了你的東西
[00:13:57.960 --> 00:13:59.960]  有些很聰明
[00:13:59.960 --> 00:14:01.960]  這麼好心
[00:14:01.960 --> 00:14:03.960]  就是說我要乖回很多東西
[00:14:03.960 --> 00:14:07.960]  會想到這樣
[00:14:07.960 --> 00:14:09.960]  我要乖回很多東西
[00:14:09.960 --> 00:14:11.960]  當我的徒弟問我的時候
[00:14:11.960 --> 00:14:13.960]  我說你全部答錯了
[00:14:13.960 --> 00:14:15.960]  答錯了
[00:14:15.960 --> 00:14:17.960]  有研究證明
[00:14:17.960 --> 00:14:19.960]  他不是這個原因
[00:14:19.960 --> 00:14:21.960]  我不知道你想不想到
[00:14:21.960 --> 00:14:23.960]  想到你都是天智聰明
[00:14:23.960 --> 00:14:25.960]  原因就是
[00:14:25.960 --> 00:14:27.960]  這個小朋友
[00:14:27.960 --> 00:14:29.960]  這個小朋友會想起
[00:14:29.960 --> 00:14:31.960]  他家裡其他的玩具
[00:14:31.960 --> 00:14:33.960]  他認為
[00:14:33.960 --> 00:14:35.960]  其他的玩具
[00:14:35.960 --> 00:14:37.960]  會不喜歡這個公仔進這間屋
[00:14:37.960 --> 00:14:41.960]  因為
[00:14:41.960 --> 00:14:43.960]  其他的玩具是有感覺的
[00:14:43.960 --> 00:14:45.960]  如果這個公仔
[00:14:45.960 --> 00:14:47.960]  進來
[00:14:47.960 --> 00:14:49.960]  是影響了
[00:14:49.960 --> 00:14:51.960]  他們和這個主人的感情
[00:14:51.960 --> 00:14:53.960]  這個就是兒童心理學
[00:14:53.960 --> 00:14:55.960]  是真的
[00:14:55.960 --> 00:14:57.960]  是真的
[00:14:57.960 --> 00:14:59.960]  很多時候我和小朋友一對
[00:14:59.960 --> 00:15:01.960]  他都說是
[00:15:01.960 --> 00:15:03.960]  這些你想不到
[00:15:03.960 --> 00:15:05.960]  你想不到
[00:15:05.960 --> 00:15:07.960]  在小朋友的世界裡
[00:15:07.960 --> 00:15:09.960]  有很多東西我們是不知道的
[00:15:09.960 --> 00:15:11.960]  就算你做小朋友不代表你知道
[00:15:11.960 --> 00:15:13.960]  很多人以為媽媽也做過小朋友
[00:15:13.960 --> 00:15:15.960]  怎會不了解你呢
[00:15:15.960 --> 00:15:17.960]  當然不了解你
[00:15:17.960 --> 00:15:19.960]  原因就是你那時候都很忙
[00:15:19.960 --> 00:15:21.960]  如果你真的要
[00:15:21.960 --> 00:15:23.960]  明白你的小朋友
[00:15:23.960 --> 00:15:25.960]  你說我要接受他
[00:15:25.960 --> 00:15:27.960]  除非你學很多
[00:15:27.960 --> 00:15:29.960]  就算我都不懂很多
[00:15:29.960 --> 00:15:31.960]  你要學很多
[00:15:31.960 --> 00:15:33.960]  多到怎樣我也不知道多到怎樣
[00:15:33.960 --> 00:15:35.960]  這個世界提供的資料
[00:15:35.960 --> 00:15:37.960]  是有限度的
[00:15:37.960 --> 00:15:39.960]  所以要靠什麼呢
[00:15:39.960 --> 00:15:41.960]  你要靠一樣很重要的
[00:15:41.960 --> 00:15:43.960]  很重要的問題就是你要愛他
[00:15:43.960 --> 00:15:45.960]  就算我不明白為什麼
[00:15:45.960 --> 00:15:47.960]  我就很愛他
[00:15:47.960 --> 00:15:49.960]  如果你要明白才愛
[00:15:49.960 --> 00:15:51.960]  我想都下個世紀了
[00:15:51.960 --> 00:15:53.960]  你這樣搞太遲了
[00:15:53.960 --> 00:15:55.960]  所以我希望今天
[00:15:55.960 --> 00:15:57.960]  第一個問題產生就是
[00:15:57.960 --> 00:15:59.960]  你要重新想想你生他出來
[00:15:59.960 --> 00:16:01.960]  你真的要
[00:16:01.960 --> 00:16:03.960]  好好地
[00:16:03.960 --> 00:16:05.960]  盡量去明白他
[00:16:05.960 --> 00:16:07.960]  就算你明白不到也好
[00:16:07.960 --> 00:16:09.960]  不要用憎恨
[00:16:09.960 --> 00:16:11.960]  不要先擺出憎恨
[00:16:11.960 --> 00:16:13.960]  千萬不要
[00:16:13.960 --> 00:16:15.960]  不要用一個字眼扣他母子
[00:16:15.960 --> 00:16:17.960]  你不聽我的話你頑皮
[00:16:17.960 --> 00:16:19.960]  千萬不要這樣說
[00:16:19.960 --> 00:16:21.960]  基本上他自己
[00:16:21.960 --> 00:16:23.960]  想做的事你都不知道
[00:16:23.960 --> 00:16:25.960]  有時很奇怪
[00:16:25.960 --> 00:16:27.960]  當我去中學
[00:16:27.960 --> 00:16:29.960]  我可以說一句說話
[00:16:29.960 --> 00:16:31.960]  同學哭了
[00:16:31.960 --> 00:16:33.960]  我就說
[00:16:33.960 --> 00:16:35.960]  其實我肯定
[00:16:35.960 --> 00:16:37.960]  你是喜歡你媽的
[00:16:37.960 --> 00:16:41.960]  那些人笑得咔咔一聲
[00:16:41.960 --> 00:16:43.960]  接著我說
[00:16:43.960 --> 00:16:45.960]  我只是知道
[00:16:45.960 --> 00:16:47.960]  你憎他的說話
[00:16:47.960 --> 00:16:49.960]  但其實
[00:16:49.960 --> 00:16:51.960]  你喜歡他的人
