
[00:00:00.000 --> 00:00:16.000]  新聞記是摩西在他帶以色列人臨到進去英許美地加南之前
[00:03:46.000 --> 00:03:53.000]  相對於摩西120歲,這一班在40年曠野長大的
[00:03:53.000 --> 00:03:59.000]  是三分一的歲數,你可以計算得到的
[00:03:59.000 --> 00:04:03.000]  如果今天老人家在我們中間是60歲的
[00:04:03.000 --> 00:04:08.000]  摩西是對著20歲的年輕人說話
[00:04:08.000 --> 00:04:13.000]  所以差很大,你要小心聽
[00:04:13.000 --> 00:04:15.000]  不要以為是老土
[00:04:15.000 --> 00:04:25.000]  其實摩西所體會的比起這一班在曠野成長的以色列人
[00:04:25.000 --> 00:04:32.000]  要深,要長得多
[00:04:32.000 --> 00:04:41.000]  摩西很坦誠,他沒有留下任何說話
[00:04:41.000 --> 00:04:45.000]  而告訴這一班以色列人
[00:04:45.000 --> 00:04:49.000]  摩西傾囊相授
[00:04:49.000 --> 00:04:55.000]  將他所領會到的,用很簡潔的說話
[00:04:55.000 --> 00:04:57.000]  你說都三十多章
[00:04:57.000 --> 00:05:01.000]  你又試一下將你一生的體會
[00:05:01.000 --> 00:05:03.000]  又試一下將它說出來
[00:05:03.000 --> 00:05:06.000]  我不懂得說,所以你沒話說
[00:05:06.000 --> 00:05:10.000]  如果你懂得表達的話,是否只那麼長呢?
[00:05:10.000 --> 00:05:12.000]  新穎記值得我們去讀
[00:05:12.000 --> 00:05:15.000]  值得我們用心去讀
[00:05:15.000 --> 00:05:17.000]  用武俠小說的說法
[00:05:17.000 --> 00:05:20.000]  我喜歡看,但可能你不喜歡看
[00:05:20.000 --> 00:05:26.000]  一個武林高手叫你來
[00:05:26.000 --> 00:05:30.000]  他說我將我全身的武功
[00:05:30.000 --> 00:05:34.000]  透過任督二脈的古靈精怪
[00:05:34.000 --> 00:05:36.000]  中國的中醫的說法
[00:05:36.000 --> 00:05:39.000]  現在我全給你
[00:05:39.000 --> 00:05:43.000]  一個時辰,額頭出煙
[00:05:43.000 --> 00:05:46.000]  所有的真氣功力
[00:05:46.000 --> 00:05:51.000]  傳到少年大俠身上
[00:05:51.000 --> 00:05:53.000]  老人家就離開世界了
[00:05:53.000 --> 00:05:55.000]  經常有這樣的情節
[00:05:55.000 --> 00:05:57.000]  你看武俠小說就知道
[00:05:57.000 --> 00:06:00.000]  你肯不肯?不要不要不要
[00:06:00.000 --> 00:06:02.000]  這是奇遇
[00:06:02.000 --> 00:06:07.000]  在小說裏面很少人會遇到
[00:06:07.000 --> 00:06:10.000]  但在聖經裏面不是
[00:06:10.000 --> 00:06:14.000]  摩西願意將他畢生的功力
[00:06:14.000 --> 00:06:17.000]  一生的智慧
[00:06:17.000 --> 00:06:19.000]  他在上帝的面前
[00:06:19.000 --> 00:06:24.000]  面對面和神說話的經歷
[00:06:24.000 --> 00:06:26.000]  體會、心得
[00:06:26.000 --> 00:06:32.000]  現在告訴年輕的以色列人知道
[00:06:32.000 --> 00:06:34.000]  這是新穎記
[00:06:34.000 --> 00:06:37.000]  這是他留下的說話
[00:06:37.000 --> 00:06:42.000]  摩西說完三章的歷史後
[00:06:42.000 --> 00:06:44.000]  新穎記的第四章
[00:06:44.000 --> 00:06:50.000]  就是他說出這段歷史
[00:06:50.000 --> 00:06:56.000]  一個很重要的關鍵所在
[00:06:56.000 --> 00:07:01.000]  我們都會經歷很多事情
[00:07:01.000 --> 00:07:05.000]  但經歷完是一回事
[00:07:05.000 --> 00:07:10.000]  看不看到這些事情的核心
[00:07:10.000 --> 00:07:13.000]  重要的意思
[00:07:13.000 --> 00:07:16.000]  要學到的功課
[00:07:16.000 --> 00:07:19.000]  又是另外一回事
[00:07:19.000 --> 00:07:23.000]  沒有人可以看你的日記
[00:07:23.000 --> 00:07:25.000]  我不知道你有沒有寫日記的習慣
[00:07:25.000 --> 00:07:29.000]  不過如果看一下寫日記的內容
[00:07:29.000 --> 00:07:35.000]  你就知道一個人有沒有反省的能力
[00:07:35.000 --> 00:07:37.000]  我小時候也試過寫日記
[00:07:37.000 --> 00:07:39.000]  不過不是維持了很久
[00:07:39.000 --> 00:07:43.000]  回看我真的很慚愧
[00:07:43.000 --> 00:07:46.000]  我小學畢業那年寫什麼日記呢
[00:07:46.000 --> 00:07:51.000]  起床、洗臉、刷牙、吃早餐、上學
[00:07:51.000 --> 00:07:56.000]  放學、做功課、玩、睡覺
[00:07:56.000 --> 00:07:59.000]  多瀟灑 一天就過去了
[00:07:59.000 --> 00:08:01.000]  多沒內容
[00:08:01.000 --> 00:08:05.000]  多不懂得反省
[00:08:05.000 --> 00:08:09.000]  不能怪一個六年級的男孩子
[00:08:09.000 --> 00:08:10.000]  天天都要反省
[00:08:10.000 --> 00:08:11.000]  這樣很痛苦
[00:08:11.000 --> 00:08:13.000]  不是天天都要反省
[00:08:13.000 --> 00:08:18.000]  當你經歷過一些很重要的階段之後
[00:08:18.000 --> 00:08:20.000]  有沒有反省呢?
[00:08:20.000 --> 00:08:22.000]  懂不懂得看呢?
[00:08:22.000 --> 00:08:28.000]  第一章、第二章、第三章的事情都經過了
[00:08:28.000 --> 00:08:33.000]  第四章是摩西的反省
[00:08:33.000 --> 00:08:37.000]  從那件事看深一層
[00:08:37.000 --> 00:08:40.000]  多問一句
[00:08:40.000 --> 00:08:44.000]  為什麼是這樣的
[00:08:44.000 --> 00:08:49.000]  問怎樣描述那些事情
[00:08:49.000 --> 00:08:52.000]  寫一篇記罪文
[00:08:52.000 --> 00:08:57.000]  報告一下你暑假、放假去過哪裡玩
[00:08:57.000 --> 00:09:00.000]  你的兒子、女兒很乖
[00:09:00.000 --> 00:09:02.000]  寫一篇報告給你
[00:09:02.000 --> 00:09:03.000]  用中文寫的
[00:09:03.000 --> 00:09:04.000]  很難呀
[00:09:04.000 --> 00:09:06.000]  不過都寫了出來
[00:09:06.000 --> 00:09:09.000]  有碗、有碟、有板、有眼
[00:09:09.000 --> 00:09:13.000]  哎呀 很有趣呀
[00:09:13.000 --> 00:09:16.000]  但是四十歲了
[00:09:16.000 --> 00:09:21.000]  除了有趣的影片
[00:09:21.000 --> 00:09:23.000]  拿著相機到處拍
[00:09:23.000 --> 00:09:24.000]  哎呀 好看呀
[00:09:24.000 --> 00:09:25.000]  哎呀 當時是這樣
[00:09:25.000 --> 00:09:27.000]  哎呀 好漂亮呀
[00:09:27.000 --> 00:09:29.000]  深一層
[00:09:29.000 --> 00:09:33.000]  看不到的那些東西
[00:09:33.000 --> 00:09:34.000]  懂不懂得問呢?
[00:09:34.000 --> 00:09:38.000]  為什麼是這樣的
[00:09:38.000 --> 00:09:42.000]  第四章和前面那三章的分別
[00:09:42.000 --> 00:09:44.000]  就是這裡了
[00:09:44.000 --> 00:09:47.000]  前面那三章是相簿
[00:09:47.000 --> 00:09:49.000]  放一段錄影帶給你看
[00:09:49.000 --> 00:09:53.000]  第四章就是你看完錄影帶之後
[00:09:53.000 --> 00:09:55.000]  看不到
[00:09:55.000 --> 00:09:58.000]  但是你又應該問的東西
[00:09:58.000 --> 00:10:01.000]  分不分得到那兩個層次
[00:10:01.000 --> 00:10:02.000]  你分不到的時候
[00:10:02.000 --> 00:10:05.000]  讀生命記就很monotone
[00:10:05.000 --> 00:10:08.000]  說來說去都是我殺腹皮
[00:10:08.000 --> 00:10:13.000]  現在摩西帶我們走深一層
[00:10:13.000 --> 00:10:15.000]  生命記第四章
[00:10:15.000 --> 00:10:19.000]  主要可以分開三個部分
[00:10:19.000 --> 00:10:21.000]  很漂亮的 很整齊的
[00:10:21.000 --> 00:10:24.000]  舊約聖經的結構不是隨便的
[00:10:24.000 --> 00:10:26.000]  剛才我們讀的
[00:10:26.000 --> 00:10:28.000]  姐妹帶領我們
[00:10:28.000 --> 00:10:32.000]  是從32節讀到40節
[00:10:32.000 --> 00:10:36.000]  那裡有8節的經文
[00:10:36.000 --> 00:10:39.000]  開頭第四章
[00:10:39.000 --> 00:10:42.000]  由第一節到第八節
[00:10:42.000 --> 00:10:47.000]  也是同樣的長短篇幅
[00:10:47.000 --> 00:10:49.000]  那個是開場白
[00:10:49.000 --> 00:10:52.000]  我們所讀的32節到40節
[00:10:52.000 --> 00:10:54.000]  是個總結
[00:10:54.000 --> 00:10:56.000]  三文治
[00:10:56.000 --> 00:10:58.000]  上面一塊麵包
[00:10:58.000 --> 00:11:00.000]  下面一塊麵包
[00:11:00.000 --> 00:11:02.000]  你去Tim Hortons
[00:11:02.000 --> 00:11:04.000]  一會兒開放日
[00:11:04.000 --> 00:11:06.000]  不要去吃這麼大餐
[00:11:06.000 --> 00:11:08.000]  我們快快快快就趕著去
[00:11:08.000 --> 00:11:09.000]  去哪裡吃
[00:11:09.000 --> 00:11:11.000]  吃簡單的三文治
[00:11:11.000 --> 00:11:13.000]  你去買三文治
[00:11:13.000 --> 00:11:15.000]  我只要兩塊麵包就行了
[00:11:15.000 --> 00:11:17.000]  中間什麼都沒有的
[00:11:17.000 --> 00:11:19.000]  不是
[00:11:19.000 --> 00:11:22.000]  你站在那裡看著餐牌
[00:11:22.000 --> 00:11:25.000]  看這麼久就是要選中間什麼
[00:11:25.000 --> 00:11:29.000]  兩塊麵包夾著的不用選的
[00:11:29.000 --> 00:11:33.000]  中間是芝士還是火雞
[00:11:33.000 --> 00:11:35.000]  還是吞拿魚
[00:11:35.000 --> 00:11:37.000]  你想來想去
[00:11:37.000 --> 00:11:38.000]  上個禮拜吃過什麼
[00:11:38.000 --> 00:11:39.000]  下個禮拜喜歡吃什麼
[00:11:39.000 --> 00:11:41.000]  中間那部分
[00:11:41.000 --> 00:11:42.000]  生命記
[00:11:42.000 --> 00:11:43.000]  我不是說Tim Hortons
[00:11:43.000 --> 00:11:45.000]  不要這麼快套我的詞
[00:11:45.000 --> 00:11:46.000]  我是說聖經
[00:11:46.000 --> 00:11:53.000]  第四章由第九節到第31節
[00:11:53.000 --> 00:11:56.000]  我需要在這裡說一件事
[00:11:56.000 --> 00:11:58.000]  其實在他總結的時候
[00:11:58.000 --> 00:12:04.000]  他都已經再三強調了
[00:12:04.000 --> 00:12:06.000]  生命記第四章
[00:12:06.000 --> 00:12:07.000]  第九節開始
[00:12:07.000 --> 00:12:09.000]  中間這一部分
[00:12:09.000 --> 00:12:12.000]  Walsh特別提到
[00:12:12.000 --> 00:12:16.000]  他說你在荷列山那天
[00:12:16.000 --> 00:12:17.000]  第十節
[00:12:17.000 --> 00:12:22.000]  耶和華叫我招聚你們來
[00:12:22.000 --> 00:12:27.000]  在山下邊要聽神的話
[00:12:27.000 --> 00:12:29.000]  十一節
[00:12:29.000 --> 00:12:32.000]  那個時候你們來到山下
[00:12:32.000 --> 00:12:36.000]  在山上有火焰沖天
[00:12:36.000 --> 00:12:40.000]  有昏黑密雲幽暗
[00:12:40.000 --> 00:12:46.000]  耶和華在火焰當中對你們說話
[00:12:46.000 --> 00:12:50.000]  留心十二節下面那句
[00:12:50.000 --> 00:12:55.000]  你們只聽見聲音
[00:12:55.000 --> 00:13:01.000]  卻沒有看見形象
[00:13:01.000 --> 00:13:08.000]  上帝和以色列人會面
[00:13:08.000 --> 00:13:11.000]  會望的意思就是這樣
[00:13:11.000 --> 00:13:13.000]  為什麼要做會望
[00:13:13.000 --> 00:13:16.000]  上帝在山上和我們見面
[00:13:16.000 --> 00:13:18.000]  我們就要留在山上
[00:13:18.000 --> 00:13:19.000]  不是的
[00:13:19.000 --> 00:13:21.000]  上帝吩咐他們要向前繼續走
[00:13:21.000 --> 00:13:24.000]  離開了山就沒有上帝的同在
[00:13:24.000 --> 00:13:25.000]  不是的
[00:13:25.000 --> 00:13:32.000]  上帝在你們中間會望相會的帳幕
[00:13:32.000 --> 00:13:35.000]  英文翻譯是the tenth of meeting
[00:13:35.000 --> 00:13:37.000]  聚會也是這個意思
[00:13:37.000 --> 00:13:39.000]  大家走在一起
[00:13:39.000 --> 00:13:40.000]  大家見面
[00:13:40.000 --> 00:13:41.000]  不是
[00:13:41.000 --> 00:13:42.000]  大家走在一起
[00:13:42.000 --> 00:13:46.000]  我們來到朝見上帝
[00:13:46.000 --> 00:13:48.000]  和上帝會面
[00:13:48.000 --> 00:13:50.000]  不要忘記這一點
[00:13:50.000 --> 00:13:51.000]  所以牧師說得對
[00:13:51.000 --> 00:13:56.000]  散會之後才彼此相會
[00:13:56.000 --> 00:14:00.000]  你回來只是為了彼此相會
[00:14:00.000 --> 00:14:08.000]  你錯過了最重要的和上帝相會的意思
[00:14:08.000 --> 00:14:11.000]  百姓在那一天
[00:14:11.000 --> 00:14:13.000]  摩西提醒他們
[00:14:13.000 --> 00:14:14.000]  你看看那張照片
[00:14:14.000 --> 00:14:16.000]  你看到什麼
[00:14:16.000 --> 00:14:18.000]  火焰沖天
[00:14:18.000 --> 00:14:20.000]  有人說不是
[00:14:20.000 --> 00:14:22.000]  在火焰的後面
[00:14:22.000 --> 00:14:23.000]  是昏黑
[00:14:23.000 --> 00:14:24.000]  蜜雲
[00:14:24.000 --> 00:14:26.000]  幽暗
[00:14:26.000 --> 00:14:27.000]  嘩
[00:14:27.000 --> 00:14:30.000]  如果用今天我們年輕20歲的說法
[00:14:30.000 --> 00:14:32.000]  厲害了
[00:14:32.000 --> 00:14:34.000]  這樣的經驗
[00:14:34.000 --> 00:14:37.000]  真的沒得拍
[00:14:37.000 --> 00:14:39.000]  厲害了
[00:14:39.000 --> 00:14:46.000]  這個不是尋常的屬靈的經驗
[00:14:46.000 --> 00:14:50.000]  於是你會拿出放大鏡
[00:14:50.000 --> 00:14:52.000]  我看清楚這張照片
[00:14:52.000 --> 00:14:54.000]  在火焰裡
[00:14:54.000 --> 00:14:56.000]  見不見到上帝
[00:14:56.000 --> 00:14:58.000]  有呀
[00:14:58.000 --> 00:15:00.000]  有個像人面的樣子
[00:15:00.000 --> 00:15:02.000]  很像像的
[00:15:02.000 --> 00:15:04.000]  你開始想看清楚一點
[00:15:04.000 --> 00:15:06.000]  可不可以給我放大一點
[00:15:06.000 --> 00:15:07.000]  不行
[00:15:07.000 --> 00:15:08.000]  當時的數碼圖那麼差
[00:15:08.000 --> 00:15:10.000]  那些微粒那麼粗
[00:15:10.000 --> 00:15:12.000]  看不清楚
[00:15:12.000 --> 00:15:14.000]  摩西提醒他們
[00:15:14.000 --> 00:15:16.000]  不是這樣
[00:15:16.000 --> 00:15:18.000]  你那天
[00:15:18.000 --> 00:15:20.000]  在荷列山那天
[00:15:20.000 --> 00:15:24.000]  你是只聽見聲音
[00:15:24.000 --> 00:15:30.000]  卻沒有看見形象
[00:15:30.000 --> 00:15:35.000]  這句話提醒以色列人
[00:15:35.000 --> 00:15:39.000]  憑他們的好奇心
[00:15:39.000 --> 00:15:42.000]  和他們的自然
[00:15:42.000 --> 00:15:45.000]  拿個放大鏡給我看清楚一點
[00:15:45.000 --> 00:15:47.000]  換個老花眼鏡
[00:15:47.000 --> 00:15:49.000]  Reading的眼鏡
[00:15:49.000 --> 00:15:51.000]  讓我看清楚一點
[00:15:51.000 --> 00:15:52.000]  不浪費時間
[00:15:52.000 --> 00:15:54.000]  脫下眼鏡再看清楚一點
[00:15:54.000 --> 00:15:56.000]  放大它看清楚一點
[00:15:56.000 --> 00:16:01.000]  和這個自然的做法相反
[00:16:01.000 --> 00:16:07.000]  在當時的文明
[00:16:07.000 --> 00:16:11.000]  到今天的文明
[00:16:11.000 --> 00:16:18.000]  上帝沒有任何的形象
[00:16:18.000 --> 00:16:23.000]  這件事情是很特別的
[00:16:23.000 --> 00:16:24.000]  我們在香港來的
[00:16:24.000 --> 00:16:25.000]  我們都記得
[00:16:25.000 --> 00:16:27.000]  香港的地標
[00:16:27.000 --> 00:16:31.000]  一早已經不是匯豐銀行了
[00:16:31.000 --> 00:16:34.000]  是什麼
[00:16:34.000 --> 00:16:37.000]  你來加拿大太久了
[00:16:37.000 --> 00:16:41.000]  是天壇大佛
[00:16:41.000 --> 00:16:44.000]  大嶼山
[00:16:44.000 --> 00:16:47.000]  郵票都是這樣印出來的
[00:16:47.000 --> 00:16:49.000]  不再是維多利亞海港了
[00:16:49.000 --> 00:16:50.000]  有人說笑
[00:16:50.000 --> 00:16:52.000]  維多利亞快要變成坑渠了
[00:16:52.000 --> 00:16:53.000]  不是海港了
[00:16:53.000 --> 00:16:54.000]  填海嘛
[00:16:54.000 --> 00:16:57.000]  填到中間變成坑渠
[00:16:57.000 --> 00:17:00.000]  可以潑過去
[00:17:00.000 --> 00:17:05.000]  宗教的敬虔
[00:17:05.000 --> 00:17:10.000]  宗教信仰的情操
[00:17:10.000 --> 00:17:15.000]  表達在人類最高的文明
[00:17:15.000 --> 00:17:19.000]  就是做一個神像
[00:17:19.000 --> 00:17:22.000]  很虔誠的
[00:17:22.000 --> 00:17:26.000]  你有沒有參加過保蓮寺的儀式
[00:17:26.000 --> 00:17:27.000]  我不去的
[00:17:27.000 --> 00:17:28.000]  我沒有叫你去
[00:17:28.000 --> 00:17:31.000]  有時你在電視看一看也好
[00:17:31.000 --> 00:17:34.000]  他們不是玩泥沙的
[00:17:34.000 --> 00:17:37.000]  他們不是那些好色和尚
[00:17:37.000 --> 00:17:38.000]  走肉和尚
[00:17:38.000 --> 00:17:41.000]  西班牙人吃狗肉佛跳牆
[00:17:41.000 --> 00:17:42.000]  不是的
[00:17:42.000 --> 00:17:45.000]  他真是念經的
[00:17:45.000 --> 00:17:48.000]  香港在大學界當中
[00:17:48.000 --> 00:17:49.000]  一位老人家
[00:17:49.000 --> 00:17:53.000]  他用很大隻的書法
[00:17:53.000 --> 00:17:56.000]  抄了心經
[00:17:56.000 --> 00:18:00.000]  造成一面牆來展覽
[00:18:00.000 --> 00:18:05.000]  這位老人家是國學大師
[00:18:05.000 --> 00:18:10.000]  不是在街上寫真王才造那些
[00:18:10.000 --> 00:18:11.000]  你不要搞錯
[00:18:11.000 --> 00:18:13.000]  香港有通俗文化
[00:18:13.000 --> 00:18:20.000]  香港也有很高度文明的中國文化
[00:18:20.000 --> 00:18:23.000]  你有沒有看過天壇大佛
[00:18:23.000 --> 00:18:25.000]  很磁場
[00:18:25.000 --> 00:18:27.000]  為什麼要造得那麼大
[00:18:27.000 --> 00:18:30.000]  讓很遠的人
[00:18:30.000 --> 00:18:34.000]  華南海岸的人對著海
[00:18:34.000 --> 00:18:36.000]  他不是造在九龍市中心
[00:18:36.000 --> 00:18:39.000]  九龍塘對著獅子山
[00:18:39.000 --> 00:18:41.000]  他要讓很遠的人
[00:18:41.000 --> 00:18:44.000]  看到虎海池巷
[00:18:44.000 --> 00:18:46.000]  現在說造第二個
[00:18:46.000 --> 00:18:50.000]  更大一點的觀音像
[00:18:50.000 --> 00:18:51.000]  白色的
[00:18:51.000 --> 00:18:54.000]  晚上也看到
[00:18:54.000 --> 00:18:56.000]  很有意思的
[00:18:56.000 --> 00:19:00.000]  那個像就是代表了信仰
[00:19:00.000 --> 00:19:02.000]  代表了神明
[00:19:02.000 --> 00:19:04.000]  代表了文化
[00:19:04.000 --> 00:19:10.000]  代表了人的虔誠
[00:19:10.000 --> 00:19:16.000]  不是迷信那麼簡單
[00:19:16.000 --> 00:19:20.000]  摩西文為什麼
[00:19:20.000 --> 00:19:23.000]  為什麼我們的上帝
[00:19:23.000 --> 00:19:27.000]  天地獨一的上帝
[00:19:27.000 --> 00:19:37.000]  竟然不讓我們造任何的像來代表他
[00:19:37.000 --> 00:19:41.000]  為什麼我們的上帝那麼不近人情
[00:19:41.000 --> 00:19:44.000]  我們想和他拍張照片留念
[00:19:44.000 --> 00:19:46.000]  都說不能拍
[00:19:46.000 --> 00:19:49.000]  都說不能看
[00:19:49.000 --> 00:19:51.000]  摩西說你們有沒有問過自己
[00:19:51.000 --> 00:19:54.000]  為什麼是這樣
[00:19:54.000 --> 00:20:02.000]  上帝是沒有形象的
[00:20:02.000 --> 00:20:05.000]  這個在第四章裡
[00:20:05.000 --> 00:20:08.000]  摩西是停下來
[00:20:08.000 --> 00:20:12.000]  和以色列人反覆
[00:20:12.000 --> 00:20:19.000]  討論了整整40節的經文
[00:20:19.000 --> 00:20:23.000]  上帝為什麼沒有形象
[00:20:23.000 --> 00:20:26.000]  我們很想見到上帝
[00:20:26.000 --> 00:20:29.000]  我們唱的詩歌也有很多首是這樣的
[00:20:29.000 --> 00:20:31.000]  讓我見到主耶穌
[00:20:31.000 --> 00:20:34.000]  我見到他我的心就滿足了
[00:20:34.000 --> 00:20:37.000]  英文也有中文也有
[00:20:37.000 --> 00:20:40.000]  上帝是不可以見到的
[00:20:40.000 --> 00:20:43.000]  唱詩歸唱詩
[00:20:43.000 --> 00:20:48.000]  聖經的教導是見到上帝很危險的
[00:20:48.000 --> 00:20:51.000]  是會有殺身之禍
[00:20:51.000 --> 00:20:53.000]  為什麼上帝會這樣
[00:20:53.000 --> 00:20:56.000]  為什麼要親近上帝
[00:20:56.000 --> 00:20:58.000]  我們有很多這些問題
[00:20:58.000 --> 00:21:02.000]  不是憑我們自己去解決
[00:21:02.000 --> 00:21:05.000]  而是看聖經怎麼教我們
[00:21:05.000 --> 00:21:08.000]  摩西母子是出了一個謎語
[00:21:08.000 --> 00:21:10.000]  你們慢慢猜吧
[00:21:10.000 --> 00:21:12.000]  我去見上帝了 拜拜
[00:21:12.000 --> 00:21:14.000]  留下千古玄迷
[00:21:14.000 --> 00:21:16.000]  摩西說下去
[00:21:16.000 --> 00:21:18.000]  解釋給以色列人聽
[00:21:18.000 --> 00:21:21.000]  以他120年的經歷
[00:21:21.000 --> 00:21:25.000]  和上帝這麼親切的關係
[00:21:25.000 --> 00:21:31.000]  摩西在這裡解釋給年輕一代的以色列人聽
[00:21:31.000 --> 00:21:43.000]  為什麼上帝禁止他們可以做任何的像來代表上帝
[00:21:43.000 --> 00:21:49.000]  第一 上帝太偉大了
[00:21:49.000 --> 00:21:55.000]  任何的像都會給我們一個錯覺
[00:21:55.000 --> 00:22:03.000]  以為他真的像那個像
[00:22:03.000 --> 00:22:07.000]  上帝是創造天地的上帝
[00:22:07.000 --> 00:22:09.000]  任何你見得到的
[00:22:09.000 --> 00:22:14.000]  無論上天下地地底水裏面
[00:22:14.000 --> 00:22:19.000]  所有你見得到的樣子形象物件
[00:22:19.000 --> 00:22:22.000]  無論有生命的沒有生命的
[00:22:22.000 --> 00:22:25.000]  自然界的現象都好
[00:22:25.000 --> 00:22:29.000]  全部都不是上帝
[00:22:29.000 --> 00:22:32.000]  這個很重要的
[00:22:32.000 --> 00:22:34.000]  全部都不是上帝
[00:22:34.000 --> 00:22:38.000]  那些都是上帝所創造的
[00:22:38.000 --> 00:22:42.000]  上帝是公過這一切
[00:22:42.000 --> 00:22:46.000]  甚至你認為這麼偉大的大象
[00:22:46.000 --> 00:22:48.000]  這麼偉大的佛像
[00:22:48.000 --> 00:22:50.000]  這麼偉大的現象
[00:22:50.000 --> 00:22:53.000]  這麼偉大的事物
[00:22:53.000 --> 00:22:59.000]  上帝比他更加偉大
[00:22:59.000 --> 00:23:04.000]  所以做一個像
[00:23:04.000 --> 00:23:11.000]  好像給我們有一種親切的感覺
[00:23:11.000 --> 00:23:13.000]  有一個對象
[00:23:13.000 --> 00:23:16.000]  我可以對著他來祈禱
[00:23:16.000 --> 00:23:21.000]  但事實上這是一個錯覺
[00:23:21.000 --> 00:23:26.000]  這是一個只會引導我們離開了
[00:23:26.000 --> 00:23:32.000]  那個真神超過這一切
[00:23:32.000 --> 00:23:38.000]  在這一切之上獨一的上帝
[00:23:38.000 --> 00:23:42.000]  有人說我祈禱要對著十字架
[00:23:42.000 --> 00:23:45.000]  有人說我祈禱要回到教堂
[00:23:45.000 --> 00:23:47.000]  跪在前面
[00:23:47.000 --> 00:23:50.000]  這樣我才能夠祈禱
[00:23:50.000 --> 00:23:51.000]  有什麼不好呢?
[00:23:51.000 --> 00:23:54.000]  好!我們香港的特首
[00:23:54.000 --> 00:23:58.000]  曾先生每個早上都回到聖堂祈禱
[00:23:58.000 --> 00:24:01.000]  他是一個很虔誠的天主教徒
[00:24:01.000 --> 00:24:04.000]  為什麼我們沒有這個習慣?
[00:24:04.000 --> 00:24:07.000]  我們會不會覺得
[00:24:07.000 --> 00:24:11.000]  祈禱是要在某一個特別的地方
[00:24:11.000 --> 00:24:14.000]  某一個特別的場合
[00:24:14.000 --> 00:24:16.000]  某一個特別的時間
[00:24:16.000 --> 00:24:19.000]  這樣才能來到上帝的面前?
[00:24:19.000 --> 00:24:21.000]  不會!我們都是很好
[00:24:21.000 --> 00:24:23.000]  特別有浸信會背景
[00:24:23.000 --> 00:24:26.000]  我們這些不是禮儀教會背景的
[00:24:26.000 --> 00:24:31.000]  我們明白祈禱沒有時間地點的限制
[00:24:31.000 --> 00:24:34.000]  不過我們都會有時覺得
[00:24:34.000 --> 00:24:38.000]  找牧師來祈禱比較好
[00:24:38.000 --> 00:24:40.000]  不是牧師來為我祈禱
[00:24:40.000 --> 00:24:42.000]  上帝未必會聽的
[00:24:42.000 --> 00:24:44.000]  會不會?
[00:24:44.000 --> 00:24:46.000]  不用的!
[00:24:46.000 --> 00:24:51.000]  任何兩三個人一起祈禱
[00:24:51.000 --> 00:24:53.000]  上帝就在我們中間
