
[00:00:00.000 --> 00:00:07.600]  今天要講第十章和第十一章的頭
[00:06:27.600 --> 00:06:31.600]  所以一共在《時詩記》裡有七個惡性循環
[00:06:31.600 --> 00:06:34.600]  但剛才我們讀經文的時候
[00:06:34.600 --> 00:06:36.600]  大家有沒有留意到
[00:06:36.600 --> 00:06:41.600]  神說他曾經帶領以色列人戰勝了七個不同的國家
[00:06:41.600 --> 00:06:45.600]  在《時詩記》的十章十一至十二節
[00:06:45.600 --> 00:06:49.600]  但很可惜戰勝了七個不同的國家
[00:06:49.600 --> 00:06:51.600]  以色列人怎樣呢?
[00:06:51.600 --> 00:06:56.600]  去拜七個不同外邦人國家的神
[00:06:56.600 --> 00:06:59.600]  是《時詩記》的十章六節
[00:06:59.600 --> 00:07:05.600]  難怪經文說耶和華的怒氣向以色列人發作
[00:07:05.600 --> 00:07:07.600]  你想想
[00:07:07.600 --> 00:07:12.600]  去敬拜神所擊敗敵人的神是不是一件很愚蠢的事?
[00:07:12.600 --> 00:07:16.600]  耶和華已經戰勝了這些敵人
[00:07:16.600 --> 00:07:18.600]  戰勝了他們的神
[00:07:18.600 --> 00:07:20.600]  你還去拜他們的神?
[00:07:20.600 --> 00:07:22.600]  你說是多愚蠢啊!
[00:07:22.600 --> 00:07:24.600]  這就是以色列人所做的
[00:07:24.600 --> 00:07:27.600]  所以神又一次猜派敵人
[00:07:27.600 --> 00:07:32.600]  這次是斐理士人和阿門人來攻打以色列人
[00:07:32.600 --> 00:07:36.600]  阿門人我講過可以說是猶太人的遠親
[00:07:36.600 --> 00:07:40.600]  他是阿伯拉罕的侄子羅德的後人
[00:07:40.600 --> 00:07:44.600]  這些阿門人他們去到激烈地
[00:07:44.600 --> 00:07:46.600]  就是約旦河的東邊
[00:07:46.600 --> 00:07:48.600]  佔據了那個地方
[00:07:48.600 --> 00:07:51.600]  然後經過過約旦河
[00:07:51.600 --> 00:07:56.600]  去攻打猶太人、攻打以法連和汴雅人
[00:07:56.600 --> 00:07:59.600]  所以我們都是一樣
[00:07:59.600 --> 00:08:02.600]  我們都是要小心
[00:08:02.600 --> 00:08:04.600]  我們的生命當中很多時候
[00:08:04.600 --> 00:08:07.600]  神都會因為我們犯罪而管教我們
[00:08:07.600 --> 00:08:10.600]  我們也會向神來呼求
[00:08:10.600 --> 00:08:12.600]  會作出很多的承諾
[00:08:12.600 --> 00:08:14.600]  會答應神很多事
[00:08:14.600 --> 00:08:16.600]  「神啊!你救我吧!」
[00:08:16.600 --> 00:08:19.600]  但是當神救了我們之後
[00:08:19.600 --> 00:08:21.600]  我們在舒適的生活就會怎樣?
[00:08:21.600 --> 00:08:23.600]  忘記了神
[00:08:23.600 --> 00:08:25.600]  好像以色列人一樣
[00:08:25.600 --> 00:08:28.600]  其實我說的是我自己
[00:08:28.600 --> 00:08:30.600]  我的小女兒出生的時候
[00:08:30.600 --> 00:08:32.600]  她的眼睛有問題
[00:08:32.600 --> 00:08:35.600]  我就求神「神啊!你幫她吧!」
[00:08:35.600 --> 00:08:39.600]  我會願意一生全時間來侍奉你
[00:08:39.600 --> 00:08:41.600]  向神來承諾
[00:08:41.600 --> 00:08:43.600]  但是當神幫了我之後
[00:08:43.600 --> 00:08:44.600]  我就忘記了
[00:08:44.600 --> 00:08:46.600]  完全沒有一回事
[00:08:46.600 --> 00:08:48.600]  過著舒適的生活不知道多開心
[00:08:48.600 --> 00:08:51.600]  我生命當中有很多其他的偶像
[00:08:51.600 --> 00:08:53.600]  不是用來拜的那種
[00:08:53.600 --> 00:08:57.600]  是我的事業、金錢、其他的東西
[00:08:57.600 --> 00:09:00.600]  直到我十年前中風
[00:09:00.600 --> 00:09:05.600]  我開始記得我向神承諾的應許
[00:09:05.600 --> 00:09:07.600]  所以我辭掉所有的工作
[00:09:07.600 --> 00:09:11.600]  成為一個全時間的牧師
[00:09:11.600 --> 00:09:13.600]  我們都是一樣
[00:09:13.600 --> 00:09:15.600]  當我們有舒適的生活
[00:09:15.600 --> 00:09:17.600]  很多時候就會忘記了神
[00:09:17.600 --> 00:09:23.600]  所以舒適的生活絕對不能培養出屬靈的生活
[00:09:23.600 --> 00:09:29.600]  時時在舒適的生活中其實是很危險的一件事
[00:09:29.600 --> 00:09:33.600]  在聖經中希伯來書的十二章告訴我們
[00:09:33.600 --> 00:09:36.600]  神所喜悅的兒女一定會管教
[00:09:36.600 --> 00:09:39.600]  你不要告訴我我沒有罪
[00:09:39.600 --> 00:09:42.600]  我生命當中沒有東西值得神管教
[00:09:42.600 --> 00:09:46.600]  我們每個人都有值得神管教的地方
[00:09:46.600 --> 00:09:49.600]  所以我們要小心
[00:09:49.600 --> 00:09:53.600]  當神管教我們要懂得回到神的身邊
[00:09:53.600 --> 00:09:56.600]  不要像以色列人一樣
[00:09:56.600 --> 00:10:01.600]  這次當以色列人呼求神來救他們
[00:10:01.600 --> 00:10:04.600]  神沒有立刻派事司來救他們
[00:10:04.600 --> 00:10:09.600]  但是神派了一個使者來責備他們
[00:10:09.600 --> 00:10:12.600]  在事司記的十章十三至十四節
[00:10:12.600 --> 00:10:16.600]  神說:你們竟離棄我侍奉別神
[00:10:16.600 --> 00:10:18.600]  所以我不再救你們了
[00:10:18.600 --> 00:10:22.600]  你們去哀求所揀選的神
[00:10:22.600 --> 00:10:27.600]  你們遭遇急難的時候讓祂救你們吧!
[00:10:27.600 --> 00:10:29.600]  哇!神好幽默啊!
[00:10:29.600 --> 00:10:33.600]  你們拜偶像為什麼來呼求我呢?
[00:10:33.600 --> 00:10:36.600]  叫你們拜的偶像來救你們嘛!
[00:10:36.600 --> 00:10:39.600]  是吧?偶像會來救你們的
[00:10:39.600 --> 00:10:42.600]  如果偶像是真的話
[00:10:42.600 --> 00:10:45.600]  你不要叫我啊!我不會救你們
[00:10:45.600 --> 00:10:48.600]  神的子民是會離棄神
[00:10:48.600 --> 00:10:51.600]  但是神不會離棄祂的子民
[00:10:51.600 --> 00:10:56.600]  其實神最大給人的審判的奏助
[00:10:56.600 --> 00:11:00.600]  就是讓我們為所欲為 自生自滅
[00:11:00.600 --> 00:11:03.600]  在羅馬書和新約
[00:11:03.600 --> 00:11:07.600]  一章二十四 一章二十六 二十八節
[00:11:07.600 --> 00:11:10.600]  清楚三次重覆說什麼嗎?
[00:11:10.600 --> 00:11:14.600]  神就任憑他們全邪的心
[00:11:14.600 --> 00:11:17.600]  行那些不合理的事
[00:11:17.600 --> 00:11:19.600]  當神說:我讓你自生自滅
[00:11:19.600 --> 00:11:21.600]  我讓你為所欲為
[00:11:21.600 --> 00:11:25.600]  其實這是神給人最大的審判
[00:11:25.600 --> 00:11:27.600]  最大的奏助
[00:11:27.600 --> 00:11:29.600]  最後以色列人經文說
[00:11:29.600 --> 00:11:33.600]  他們除去他們的偶像來侍奉神
[00:11:33.600 --> 00:11:36.600]  並在神的面前認罪說
[00:11:36.600 --> 00:11:38.600]  他們犯罪了
[00:11:38.600 --> 00:11:41.600]  任憑你隨意待我們吧
[00:11:41.600 --> 00:11:44.600]  只求你今天拯救我們
[00:11:44.600 --> 00:11:47.600]  是司祭十章十五至十六節
[00:11:47.600 --> 00:11:50.600]  有沒有看到問題在哪裡?
[00:11:50.600 --> 00:11:53.600]  他們只是要神來拯救他們
[00:11:53.600 --> 00:11:57.600]  這不是真正認罪悔改的哀求
[00:11:57.600 --> 00:11:59.600]  這只不過是他們急了
[00:11:59.600 --> 00:12:02.600]  向神說:你拯救我們吧
[00:12:02.600 --> 00:12:05.600]  以色列人之所以有希望
[00:12:05.600 --> 00:12:07.600]  並不是因為他們的祈求
[00:12:07.600 --> 00:12:10.600]  甚至不是因為他們願意悔改
[00:12:10.600 --> 00:12:13.600]  完全是因為神的憐憫
[00:12:13.600 --> 00:12:15.600]  憐憫是神的屬性
[00:12:15.600 --> 00:12:18.600]  尼西米記九章三十一節
[00:12:18.600 --> 00:12:20.600]  「惟然而你大發憐憫
[00:12:20.600 --> 00:12:22.600]  不傳言滅絕他們
[00:12:22.600 --> 00:12:24.600]  也不凋棄他們
[00:12:24.600 --> 00:12:28.600]  因為你是有恩典有憐憫的神」
[00:12:28.600 --> 00:12:31.600]  在《書詩篇》七十八篇三十八節
[00:12:31.600 --> 00:12:35.600]  「但他有憐憫赦免他們的罪孽
[00:12:35.600 --> 00:12:36.600]  不滅絕他們
[00:12:36.600 --> 00:12:39.600]  而且屢次燒他的怒氣
[00:12:39.600 --> 00:12:42.600]  不發盡他的憤怒」
[00:12:42.600 --> 00:12:45.600]  我們這位神還怎樣不單止憐憫
[00:12:45.600 --> 00:12:47.600]  當我們在苦難當中
[00:12:47.600 --> 00:12:50.600]  祂還是如同身受
[00:12:50.600 --> 00:12:53.600]  今天的經文是司祭十章十六節
[00:12:53.600 --> 00:12:57.600]  「惟耶和華因以色列人受的苦難
[00:12:57.600 --> 00:12:59.600]  就心中擔憂
[00:12:59.600 --> 00:13:03.600]  神會為我們的苦難而擔憂」
[00:13:03.600 --> 00:13:06.600]  在《以塞瓦書》六十三章九節
[00:13:06.600 --> 00:13:08.600]  「他們在一切的苦難中
[00:13:08.600 --> 00:13:10.600]  他也同受苦難」
[00:13:10.600 --> 00:13:13.600]  我們這位神就是愛我們愛到
[00:13:13.600 --> 00:13:16.600]  當我們在水深火熱中
[00:13:16.600 --> 00:13:18.600]  祂是如同身受
[00:13:18.600 --> 00:13:20.600]  祂是憐憫我們的神
[00:13:20.600 --> 00:13:25.600]  不單止以色列人缺乏感恩
[00:13:25.600 --> 00:13:27.600]  他們缺乏服從
[00:13:27.600 --> 00:13:30.600]  他們還缺乏屬靈的領袖
[00:13:30.600 --> 00:13:33.600]  沒有人肯踏出來成為他們的領袖
[00:13:33.600 --> 00:13:36.600]  Warren Wisbee 曾經說過
[00:13:36.600 --> 00:13:39.600]  無論是國家還是教會
[00:13:39.600 --> 00:13:42.600]  沒有合格的領袖來帶領
[00:13:42.600 --> 00:13:44.600]  往往就是神的審判
[00:13:44.600 --> 00:13:48.600]  也是人靈命低落的證明
[00:13:48.600 --> 00:13:51.600]  當人是屬靈的時候
[00:13:51.600 --> 00:13:54.600]  聖靈會在信徒的中間來工作
[00:13:54.600 --> 00:13:57.600]  神會裝備呼召他的僕人
[00:13:57.600 --> 00:14:01.600]  來帶領來教導他的僕人
[00:14:01.600 --> 00:14:03.600]  但當他們不屬靈
[00:14:03.600 --> 00:14:05.600]  就沒有這些事發生
[00:14:05.600 --> 00:14:09.600]  美國總統甘迺迪曾經說過
[00:14:09.600 --> 00:14:11.600]  人民是老闆
[00:14:11.600 --> 00:14:14.600]  應該得到他們所需要
[00:14:14.600 --> 00:14:17.600]  和他們所配得到的領袖
[00:14:17.600 --> 00:14:20.600]  這些就是政治的領袖
[00:14:20.600 --> 00:14:22.600]  無論是好是壞
[00:14:22.600 --> 00:14:25.600]  這句話真是一針見血
[00:14:25.600 --> 00:14:28.600]  好的子民、好人民
[00:14:28.600 --> 00:14:31.600]  就會得到好的總統來帶領他們
[00:14:31.600 --> 00:14:33.600]  但是不好的人民
[00:14:33.600 --> 00:14:37.600]  就會得到不好的總統領袖來帶領他們
[00:14:37.600 --> 00:14:40.600]  這正是現在美國的問題
[00:14:40.600 --> 00:14:44.600]  沒有適合的人選來帶領美國
[00:14:44.600 --> 00:14:45.600]  為什麼?
[00:14:45.600 --> 00:14:47.600]  因為美國人的罪
[00:14:47.600 --> 00:14:50.600]  因為美國人離棄神
[00:14:50.600 --> 00:14:53.600]  當神的子民馴服神
[00:14:53.600 --> 00:14:55.600]  侍奉神的話
[00:14:55.600 --> 00:14:58.600]  他就猜顯有恩賜的僕人來帶領
[00:14:58.600 --> 00:15:02.600]  但當他的子民離棄神
[00:15:02.600 --> 00:15:05.600]  他就會將屬靈的領袖拿開
[00:15:05.600 --> 00:15:08.600]  剛才我們讀經的時候
[00:15:08.600 --> 00:15:09.600]  我們都看到
[00:15:09.600 --> 00:15:12.600]  經過十八年敵人的壓迫
[00:15:12.600 --> 00:15:15.600]  以色列人聚集在米斯巴這個地方
[00:15:15.600 --> 00:15:18.600]  願意來對抗他們的敵人
[00:15:18.600 --> 00:15:22.600]  在聖經裡有很多個米斯巴的地方
[00:15:22.600 --> 00:15:25.600]  這個在基列那裡
[00:15:25.600 --> 00:15:27.600]  他們的軍隊雖然聚集
[00:15:27.600 --> 00:15:31.600]  但他們沒有領袖來帶領他們
[00:15:31.600 --> 00:15:34.600]  他們甚至迫切地
[00:15:34.600 --> 00:15:36.600]  他們的長老說
[00:15:36.600 --> 00:15:40.600]  有任何人願意站出來指揮軍隊的話
[00:15:40.600 --> 00:15:43.600]  就能夠成為全基列的首領
[00:15:43.600 --> 00:15:46.600]  這就是他們多麼迫切
[00:15:46.600 --> 00:15:49.600]  有領袖只要你站出來
[00:15:49.600 --> 00:15:51.600]  我們就擁你為我們的領袖
[00:15:51.600 --> 00:15:53.600]  擁你為我們的首領
[00:15:53.600 --> 00:15:55.600]  記不記得
[00:15:55.600 --> 00:15:58.600]  以利沙當年繼承以利亞的時候
[00:15:58.600 --> 00:16:02.600]  他將以利亞的外衣在河水上擊打
[00:16:02.600 --> 00:16:04.600]  他大聲叫他
[00:16:04.600 --> 00:16:06.600]  以利亞的神在哪裡啊
[00:16:06.600 --> 00:16:10.600]  很多時候問題不是神在哪裡
[00:16:10.600 --> 00:16:12.600]  神是沒有離開
[00:16:12.600 --> 00:16:15.600]  很多時候問題是領袖在哪裡
[00:16:16.600 --> 00:16:19.600]  以色列人的領袖在哪裡
[00:16:19.600 --> 00:16:22.600]  以色列人的以利亞在哪裡
[00:16:22.600 --> 00:16:26.600]  時斯記時代人民的領袖在哪裡
[00:16:26.600 --> 00:16:29.600]  他們的以利亞又在哪裡
[00:16:29.600 --> 00:16:31.600]  因為這樣
[00:16:31.600 --> 00:16:34.600]  神就興起了三個時斯
[00:16:34.600 --> 00:16:38.600]  這三個時斯我剛才也說過
[00:16:38.600 --> 00:16:42.600]  都和被人嫌棄的救主有連帶的關係
[00:16:42.600 --> 00:16:44.600]  很有趣
[00:16:44.600 --> 00:16:48.600]  我說過耶佛他就是耶穌基督的遇象
[00:16:48.600 --> 00:16:52.600]  他自己是先被厭棄後得榮耀
[00:16:52.600 --> 00:16:56.600]  所以他反映出一個厭棄的救主
[00:16:56.600 --> 00:16:58.600]  你說陀拉呢
[00:16:58.600 --> 00:17:02.600]  他的名字帶出了被厭棄的救主
[00:17:02.600 --> 00:17:03.600]  艾爾呢
[00:17:03.600 --> 00:17:05.600]  是他的時勢
[00:17:05.600 --> 00:17:08.600]  當正是他統治的時勢
[00:17:08.600 --> 00:17:13.600]  這個時間居然帶出了被救贖的救主
[00:17:13.600 --> 00:17:16.600]  有人又會說我
[00:17:16.600 --> 00:17:20.600]  你經常說不要用寓意來解經
[00:17:20.600 --> 00:17:24.600]  牧師你現在是不是用寓意來解經
[00:17:24.600 --> 00:17:29.600]  我只是說這些是耶穌基督的遇象
[00:17:29.600 --> 00:17:32.600]  聖經有很多耶穌基督的遇象
[00:17:32.600 --> 00:17:34.600]  你說我不懂分辨
[00:17:34.600 --> 00:17:36.600]  不用怕我很快就會說一篇
[00:17:36.600 --> 00:17:39.600]  相信時斯記之後我就會說
[00:17:39.600 --> 00:17:42.600]  就是寓意和遇象的分別
[00:17:42.600 --> 00:17:45.600]  寓意和遇象的分別
[00:17:45.600 --> 00:17:48.600]  我們先說第一位的時斯
[00:17:48.600 --> 00:17:49.600]  陀拉
[00:17:49.600 --> 00:17:52.600]  就是由他的名字帶出被厭棄的主
[00:17:52.600 --> 00:17:56.600]  陀拉他是來自以撒加布洛
[00:17:56.600 --> 00:18:00.600]  英文說他是普雅的兒子
[00:18:00.600 --> 00:18:03.600]  他興起拯救以色列人
[00:18:03.600 --> 00:18:07.600]  他住在以法尼的山地沙漠
[00:18:07.600 --> 00:18:10.600]  陀拉作以色列人的時斯
[00:18:10.600 --> 00:18:13.600]  23年就死了
[00:18:13.600 --> 00:18:15.600]  葬在沙漠
[00:18:15.600 --> 00:18:18.600]  他的父親的名字是普雅
[00:18:18.600 --> 00:18:22.600]  這個名字的意思就是光輝榮耀和輝煌
[00:18:22.600 --> 00:18:24.600]  這些意思
[00:18:24.600 --> 00:18:26.600]  他的祖父是多多
[00:18:26.600 --> 00:18:30.600]  這個名字的意思就是被愛的那一位
[00:18:30.600 --> 00:18:33.600]  你只看名字就像耶穌基督
[00:18:33.600 --> 00:18:36.600]  耶穌基督的天父是誰
[00:18:36.600 --> 00:18:39.600]  就是榮耀光輝的那一位
[00:18:39.600 --> 00:18:44.600]  耶穌基督本身就是被愛的那一位
[00:18:44.600 --> 00:18:46.600]  這個名字很有意思
[00:18:46.600 --> 00:18:48.600]  出現在詩篇的22篇
[00:18:48.600 --> 00:18:52.600]  詩篇的22篇是甚麼詩歌?
[00:18:52.600 --> 00:18:54.600]  是大衛的詩歌
[00:18:54.600 --> 00:19:00.600]  詩篇22篇是耶穌基督被釘十字架的遇象
[00:19:00.600 --> 00:19:02.600]  被釘十字架的預言
[00:19:02.600 --> 00:19:04.600]  如果你讀出來的話
[00:19:04.600 --> 00:19:08.600]  跟新約所說的耶穌基督被釘十字架一模一樣
[00:19:08.600 --> 00:19:14.600]  這個預言是大衛在主前七百多年就已經寫了出來
[00:19:14.600 --> 00:19:18.600]  經文一開始22章第一節
[00:19:18.600 --> 00:19:23.600]  就說我的神我的神為什麼離棄我?
[00:19:23.600 --> 00:19:25.600]  如果你讀馬太福音的時候
[00:19:25.600 --> 00:19:27.600]  你會看到這一節的經文
[00:19:27.600 --> 00:19:31.600]  是應驗了在馬太福音的27章46節
[00:19:31.600 --> 00:19:34.600]  耶穌基督在釘十字架上說
[00:19:34.600 --> 00:19:38.600]  我的神我的神你為何離棄我?
[00:19:38.600 --> 00:19:41.600]  詩篇的22篇第六節
[00:19:41.600 --> 00:19:45.600]  經文說:我是蟲不是人
[00:19:45.600 --> 00:19:49.600]  被眾人羞辱被百姓藐視
[00:19:49.600 --> 00:19:53.600]  這個「我是蟲」這個蟲字
[00:19:53.600 --> 00:19:56.600]  就是今天這個事施的名字
[00:19:56.600 --> 00:20:00.600]  婆拉就是蟲這個名字
[00:20:00.600 --> 00:20:02.600]  為什麼?
[00:20:02.600 --> 00:20:06.600]  如果我們說這是耶穌基督釘十字架的預象
[00:20:06.600 --> 00:20:10.600]  為什麼耶穌基督在十字架上說「我是蟲」?
[00:20:10.600 --> 00:20:14.600]  有人說他代表他自己謙卑
[00:20:14.600 --> 00:20:19.600]  但是希伯來文普通蟲這個字是Rama這個字
[00:20:19.600 --> 00:20:22.600]  而不是婆拉這個字
[00:20:22.600 --> 00:20:25.600]  在《以示師記》的22章6節
[00:20:25.600 --> 00:20:29.600]  婆拉這個字不單止希伯來文的原文是解釋蟲
[00:20:29.600 --> 00:20:33.600]  還可以解釋朱紅色或鮮紅色
[00:20:33.600 --> 00:20:35.600]  為什麼?
[00:20:35.600 --> 00:20:40.600]  因為以色列人在昔日在舊約
[00:20:40.600 --> 00:20:43.600]  所有需要染成紅色的染料
[00:20:43.600 --> 00:20:47.600]  都是用這條蟲身上的液體來染
[00:20:47.600 --> 00:20:51.600]  在昔日會幕聖殿裡一切紅色的東西
[00:20:51.600 --> 00:20:54.600]  都是由這條蟲的液體來染
[00:20:54.600 --> 00:20:58.600]  包括《文素記》的十九章
[00:20:58.600 --> 00:21:00.600]  做紅帽牛的灰水
[00:21:00.600 --> 00:21:03.600]  大家還記得我和大家說文素記的時候
