
[00:00:00.000 --> 00:00:06.000]  各位早安 新年快樂
[00:03:32.000 --> 00:03:37.000]  你們只要持守那已經有的 直到我來
[00:03:37.000 --> 00:03:41.000]  下得聖又遵守我命令到底的
[00:03:41.000 --> 00:03:45.000]  我要賜給他權柄制服列國
[00:03:45.000 --> 00:03:50.000]  他必用鐵杖管轄他們 如同打碎陶器
[00:03:50.000 --> 00:03:54.000]  像我也從我父領受了權柄一樣
[00:03:54.000 --> 00:03:57.000]  我又要把神聖賜給他
[00:03:57.000 --> 00:04:03.000]  凡有耳朵的都應當聽聖靈向宗教會所說的話
[00:04:03.000 --> 00:04:05.000]  一封很長的信
[00:04:05.000 --> 00:04:09.000]  七封信裡這封是最長的
[00:04:09.000 --> 00:04:12.000]  但這教會不是最大的教會
[00:04:12.000 --> 00:04:15.000]  是一個比較小的教會
[00:04:15.000 --> 00:04:18.000]  還有這教會也不是很顯眼
[00:04:18.000 --> 00:04:21.000]  我們看地圖就看到了
[00:04:21.000 --> 00:04:26.000]  由開始以弗所的大港口那裏影響很大
[00:04:26.000 --> 00:04:29.000]  約翰也在那裏做過長老
[00:04:29.000 --> 00:04:34.000]  善美娜也是一個很繁榮的城市
[00:04:34.000 --> 00:04:38.000]  人數很多 教會影響也很大
[00:04:38.000 --> 00:04:41.000]  再上一座別加摩就是上次我們說的
[00:04:41.000 --> 00:04:45.000]  是羅馬大道經過的一個地方
[00:04:45.000 --> 00:04:48.000]  是一個交通樞紐
[00:04:48.000 --> 00:04:55.000]  並拜羅馬皇帝的最主的廟宇
[00:04:55.000 --> 00:04:58.000]  再過來就是推也推拉
[00:04:58.000 --> 00:05:03.000]  推也推拉就內陸在山那裏
[00:05:03.000 --> 00:05:06.000]  地位不顯要 鄉下地方來的
[00:05:06.000 --> 00:05:09.000]  所以教會也不大 人數也不算很多
[00:05:09.000 --> 00:05:15.000]  但這封信對推也推拉教會是非常稱讚的
[00:05:15.000 --> 00:05:17.000]  稱讚他甚麼呢?
[00:05:17.000 --> 00:05:20.000]  有愛心 有信心 有勤勞 有忍耐
[00:05:20.000 --> 00:05:21.000]  如數家珍
[00:05:21.000 --> 00:05:24.000]  教會不在乎大不在乎小
[00:05:24.000 --> 00:05:30.000]  最重要是教會對上帝對人有愛心
[00:05:30.000 --> 00:05:34.000]  對神有信心 很勤力的傳福音工作
[00:05:34.000 --> 00:05:37.000]  對迫不得已的教會很忍耐
[00:05:37.000 --> 00:05:41.000]  最寶貴的是幕後所行的善事
[00:05:41.000 --> 00:05:43.000]  比起初所行的更多
[00:05:43.000 --> 00:05:45.000]  當時羅馬大道的迫不得已教會
[00:05:45.000 --> 00:05:47.000]  很多教會已經倒塌了
[00:05:47.000 --> 00:05:48.000]  很多人離開了
[00:05:48.000 --> 00:05:53.000]  但他在迫不得已之後做的善事比之前更多
[00:05:53.000 --> 00:05:56.000]  所以當耶穌稱讚的時候
[00:05:56.000 --> 00:06:01.000]  我們看到教會真的值得成為我們的模範
[00:06:01.000 --> 00:06:05.000]  雖然不是很大的教會
[00:06:05.000 --> 00:06:07.000]  但值得我們效法
[00:06:07.000 --> 00:06:18.000]  但書信說有件事要責備
[00:06:18.000 --> 00:06:21.000]  但我們看完整封信
[00:06:21.000 --> 00:06:23.000]  責備並不重要
[00:06:23.000 --> 00:06:27.000]  因為不是很多人追隨
[00:06:27.000 --> 00:06:29.000]  如果看完後面的信
[00:06:29.000 --> 00:06:33.000]  耶穌說有很多人不聽祂的話
[00:06:33.000 --> 00:06:38.000]  在紛亂的世界是持守神的道
[00:06:38.000 --> 00:06:40.000]  耶穌說不會責備那些人
[00:06:40.000 --> 00:06:44.000]  只要堅守基本的道就行了
[00:06:44.000 --> 00:06:48.000]  即是在教會裏面有一些人
[00:06:48.000 --> 00:06:49.000]  而且是重要的人
[00:06:49.000 --> 00:06:55.000]  他們教導的東西違背了聖經所說
[00:06:55.000 --> 00:06:57.000]  也不是耶穌的心願
[00:06:57.000 --> 00:06:58.000]  那是甚麼教導呢?
[00:06:58.000 --> 00:07:00.000]  就是耶洗別
[00:07:00.000 --> 00:07:06.000]  自稱先知的婦人耶洗別教導我的僕人
[00:07:06.000 --> 00:07:10.000]  引誘他們行奸淫吃製偶像之物
[00:07:10.000 --> 00:07:13.000]  先知的婦人 先知當然很重要
[00:07:13.000 --> 00:07:19.000]  有人問是不是教會領袖的太太師母
[00:07:19.000 --> 00:07:23.000]  來教導那些人行奸淫呢?
[00:07:23.000 --> 00:07:26.000]  那你問耶洗別是誰呢?
[00:07:26.000 --> 00:07:29.000]  是不是先知 是不是教會領袖呢?
[00:07:29.000 --> 00:07:31.000]  我們發現不是
[00:07:31.000 --> 00:07:33.000]  所以不要想過去
[00:07:33.000 --> 00:07:35.000]  耶洗別不是一個人
[00:07:35.000 --> 00:07:37.000]  也不是教會領袖的妻子
[00:07:37.000 --> 00:07:38.000]  所以不要猜了
[00:07:38.000 --> 00:07:39.000]  不是
[00:07:39.000 --> 00:07:42.000]  這不是教會的牧師長問題
[00:07:42.000 --> 00:07:44.000]  也不是太太張的問題
[00:07:44.000 --> 00:07:46.000]  耶洗別和我上一堂課說的
[00:07:46.000 --> 00:07:47.000]  可能你忘記了
[00:07:47.000 --> 00:07:50.000]  別加摩巴蘭尼哥拉
[00:07:50.000 --> 00:07:52.000]  也不是指一個人
[00:07:52.000 --> 00:07:55.000]  是指文化 是指世俗文化
[00:07:55.000 --> 00:07:56.000]  世俗潮流
[00:07:56.000 --> 00:08:01.000]  如果你要詳細看就要看17、18章
[00:08:01.000 --> 00:08:02.000]  就說到大淫婦
[00:08:02.000 --> 00:08:05.000]  巴比倫大淫婦
[00:08:05.000 --> 00:08:07.000]  大淫婦不是指一個女人
[00:08:07.000 --> 00:08:09.000]  招攬很多男人
[00:08:09.000 --> 00:08:10.000]  不是這個意思
[00:08:10.000 --> 00:08:14.000]  是指巴比倫是指城市
[00:08:14.000 --> 00:08:16.000]  有很多商業活動
[00:08:16.000 --> 00:08:20.000]  這些商業活動是叫人離開神
[00:08:20.000 --> 00:08:22.000]  追隨世俗
[00:08:22.000 --> 00:08:24.000]  追隨金錢
[00:08:24.000 --> 00:08:27.000]  追隨世俗的生活方式
[00:08:27.000 --> 00:08:30.000]  好言樂 母親情
[00:08:30.000 --> 00:08:33.000]  執書行徒 慘我敗家
[00:08:33.000 --> 00:08:37.000]  以利益為主等等
[00:08:37.000 --> 00:08:38.000]  這些商業活動
[00:08:38.000 --> 00:08:40.000]  不依靠神
[00:08:40.000 --> 00:08:45.000]  夜洗別就是叫他們離開上帝
[00:08:45.000 --> 00:08:47.000]  敬拜金錢 敬拜馬門
[00:08:47.000 --> 00:08:49.000]  敬拜金錢
[00:08:49.000 --> 00:08:52.000]  淫行的意思是心不對上帝
[00:08:52.000 --> 00:08:53.000]  對著金錢
[00:08:53.000 --> 00:08:57.000]  好像丈夫的心不對太太
[00:08:57.000 --> 00:08:58.000]  對外面的女人
[00:08:58.000 --> 00:09:00.000]  或者太太的心不再對丈夫
[00:09:00.000 --> 00:09:01.000]  對其他男人
[00:09:01.000 --> 00:09:02.000]  淫行是指這樣
[00:09:02.000 --> 00:09:04.000]  就是心不再敬拜上帝
[00:09:04.000 --> 00:09:06.000]  以其他東西取代上帝
[00:09:06.000 --> 00:09:09.000]  當時的太太教會
[00:09:09.000 --> 00:09:11.000]  都有很多商業活動
[00:09:11.000 --> 00:09:14.000]  例如世麻報出名的紫色布匹
[00:09:14.000 --> 00:09:16.000]  有錢人要買的
[00:09:16.000 --> 00:09:19.000]  都是很興旺的
[00:09:19.000 --> 00:09:21.000]  和這些有沒有關係呢
[00:09:21.000 --> 00:09:22.000]  可能有關係
[00:09:22.000 --> 00:09:24.000]  不過我們就要問
[00:09:24.000 --> 00:09:26.000]  為什麼用夜洗別
[00:09:26.000 --> 00:09:28.000]  為什麼說它像夜洗別
[00:09:28.000 --> 00:09:29.000]  不是巴蘭
[00:09:29.000 --> 00:09:34.000]  不是尼哥拉夜洗別呢
[00:09:34.000 --> 00:09:36.000]  我們要回到舊約
[00:09:36.000 --> 00:09:37.000]  記不記得
[00:09:37.000 --> 00:09:39.000]  舊約以色列阿哈王的太太
[00:09:39.000 --> 00:09:41.000]  叫做夜洗別
[00:09:41.000 --> 00:09:43.000]  夜洗別在以色列做什麼呢
[00:09:43.000 --> 00:09:46.000]  它顛覆了整個以色列的宗教
[00:09:46.000 --> 00:09:50.000]  就是推行巴力敬拜和阿瑟拉敬拜
[00:09:50.000 --> 00:09:52.000]  事實上以色列人
[00:09:52.000 --> 00:09:54.000]  之前已經敬拜了
[00:09:54.000 --> 00:09:56.000]  其實巴力拜了很久
[00:09:56.000 --> 00:09:58.000]  阿瑟拉也拜了很久
[00:09:58.000 --> 00:10:02.000]  但夜洗別就將它成為國家的宗教
[00:10:02.000 --> 00:10:04.000]  巴力和夜洗別
[00:10:04.000 --> 00:10:08.000]  為什麼會在以色列得到以色列的敬拜呢
[00:10:08.000 --> 00:10:12.000]  如果你記得我講過雙兩次安息
[00:10:12.000 --> 00:10:14.000]  我就提到
[00:10:14.000 --> 00:10:16.000]  當以色列人出埃及的時候
[00:10:16.000 --> 00:10:21.000]  當時在埃及哥山地所住的以色列人
[00:10:21.000 --> 00:10:23.000]  他們生活相當
[00:10:23.000 --> 00:10:24.000]  雖然是奴隸
[00:10:24.000 --> 00:10:25.000]  但生活不錯
[00:10:25.000 --> 00:10:27.000]  因為他們經常說在那裡很好吃
[00:10:27.000 --> 00:10:28.000]  又吃火鍋
[00:10:28.000 --> 00:10:29.000]  又有黃魚
[00:10:29.000 --> 00:10:30.000]  又肥牛
[00:10:30.000 --> 00:10:32.000]  去抗疫沒得吃
[00:10:32.000 --> 00:10:35.000]  摩西就說將來去到迦南地
[00:10:35.000 --> 00:10:37.000]  就是流乃與物之地
[00:10:37.000 --> 00:10:38.000]  流乃與物之地
[00:10:38.000 --> 00:10:39.000]  很好
[00:10:39.000 --> 00:10:40.000]  好世界
[00:10:40.000 --> 00:10:41.000]  誰知道進入迦南之後
[00:10:41.000 --> 00:10:43.000]  發現貨不對辦
[00:10:43.000 --> 00:10:45.000]  迦南地又山又谷
[00:10:45.000 --> 00:10:46.000]  乾燥的
[00:10:46.000 --> 00:10:47.000]  跟埃及沒得比
[00:10:47.000 --> 00:10:48.000]  就埋怨
[00:10:48.000 --> 00:10:49.000]  經常埋怨又回頭
[00:10:49.000 --> 00:10:51.000]  當他們進入迦南之後
[00:10:51.000 --> 00:10:53.000]  你看回薩姆爾
[00:10:53.000 --> 00:10:55.000]  連王記的歷史
[00:10:55.000 --> 00:10:56.000]  你會看到
[00:10:56.000 --> 00:10:57.000]  他們信不過上帝
[00:10:57.000 --> 00:10:59.000]  他們覺得上帝怎麼搞的
[00:10:59.000 --> 00:11:01.000]  他們很怕沒有魚
[00:11:01.000 --> 00:11:03.000]  於是他們就拜巴力臣
[00:11:03.000 --> 00:11:06.000]  因為巴力臣是負責降雨的
[00:11:06.000 --> 00:11:08.000]  拜亞瑟拉
[00:11:08.000 --> 00:11:11.000]  他們生畜需要生育眾多
[00:11:11.000 --> 00:11:12.000]  就拜亞瑟拉
[00:11:12.000 --> 00:11:14.000]  所以由來已久
[00:11:14.000 --> 00:11:19.000]  但耶駒別將這個成為國家宗教
[00:11:19.000 --> 00:11:21.000]  就跟你說你要繁榮
[00:11:21.000 --> 00:11:22.000]  你要財富
[00:11:22.000 --> 00:11:24.000]  就拜巴力
[00:11:24.000 --> 00:11:27.000]  如果你要家道興旺
[00:11:27.000 --> 00:11:29.000]  個個有錢就拜亞瑟拉
[00:11:29.000 --> 00:11:35.000]  整個以色列就取代了耶和華上帝
[00:11:35.000 --> 00:11:38.000]  整個心不敬拜神
[00:11:38.000 --> 00:11:41.000]  就敬拜巴力和亞瑟拉
[00:11:41.000 --> 00:11:44.000]  所以耶駒別提出財富福音
[00:11:44.000 --> 00:11:47.000]  你要財富就拜巴力
[00:11:47.000 --> 00:11:49.000]  上帝應許給你財富
[00:11:49.000 --> 00:11:51.000]  這是不足夠的
[00:11:51.000 --> 00:11:53.000]  財富福音很吸引人
[00:11:53.000 --> 00:11:55.000]  當今天有人說
[00:11:55.000 --> 00:11:57.000]  你信耶穌
[00:11:57.000 --> 00:11:59.000]  就可以得到財富
[00:11:59.000 --> 00:12:01.000]  一樣很吸引人
[00:12:01.000 --> 00:12:03.000]  我今天要說
[00:12:03.000 --> 00:12:07.000]  當日耶駒別在金曜裏面
[00:12:07.000 --> 00:12:11.000]  有一個教導在教會很流行
[00:12:11.000 --> 00:12:13.000]  就是財富的福音
[00:12:13.000 --> 00:12:15.000]  我們叫做什麼呢
[00:12:15.000 --> 00:12:17.000]  就叫做成功神學
[00:12:17.000 --> 00:12:21.000]  如果你有看電視
[00:12:21.000 --> 00:12:25.000]  星期日明珠台的崇拜
[00:12:25.000 --> 00:12:29.000]  你就會聽到成功神學
[00:12:29.000 --> 00:12:31.000]  很吸引人
[00:12:31.000 --> 00:12:33.000]  很多人聽
[00:12:33.000 --> 00:12:35.000]  你要很小心聽
[00:12:35.000 --> 00:12:37.000]  他說什麼
[00:12:37.000 --> 00:12:39.000]  很好的
[00:12:39.000 --> 00:12:41.000]  你依靠神
[00:12:41.000 --> 00:12:43.000]  信主
[00:12:43.000 --> 00:12:45.000]  你有信心
[00:12:45.000 --> 00:12:47.000]  神就會給你
[00:12:47.000 --> 00:12:49.000]  你有信心
[00:12:49.000 --> 00:12:51.000]  所以成功神學
[00:12:51.000 --> 00:12:53.000]  有一個俗稱
[00:12:53.000 --> 00:12:55.000]  叫做健康與財富的福音
[00:12:55.000 --> 00:12:57.000]  你求神
[00:12:57.000 --> 00:12:59.000]  有沒有說錯
[00:12:59.000 --> 00:13:01.000]  神會賜福給我們
[00:13:01.000 --> 00:13:03.000]  有恩典、平安、財富
[00:13:03.000 --> 00:13:05.000]  那有什麼問題呢
[00:13:05.000 --> 00:13:07.000]  沒有問題
[00:13:07.000 --> 00:13:11.000]  問題是主從的問題
[00:13:11.000 --> 00:13:13.000]  主人的問題
[00:13:13.000 --> 00:13:15.000]  誰是主
[00:13:15.000 --> 00:13:17.000]  成功神學
[00:13:17.000 --> 00:13:19.000]  上帝變成提款機
[00:13:19.000 --> 00:13:21.000]  我求上帝要多少
[00:13:21.000 --> 00:13:23.000]  就按多少出來
[00:13:23.000 --> 00:13:25.000]  那個決定權
[00:13:25.000 --> 00:13:27.000]  那個主權在我那裏
[00:13:27.000 --> 00:13:29.000]  不是在上帝那裏
[00:13:29.000 --> 00:13:31.000]  問題就在這裏
[00:13:31.000 --> 00:13:33.000]  不是我們求上帝求財富
[00:13:33.000 --> 00:13:35.000]  求健康
[00:13:35.000 --> 00:13:37.000]  不對
[00:13:37.000 --> 00:13:39.000]  不是這個問題
[00:13:39.000 --> 00:13:41.000]  上帝按心意給我們
[00:13:41.000 --> 00:13:43.000]  我們需要的
[00:13:43.000 --> 00:13:45.000]  神會照顧我們
[00:13:45.000 --> 00:13:47.000]  向神要就必得著
[00:13:47.000 --> 00:13:49.000]  Name it and claim it
[00:13:49.000 --> 00:13:51.000]  多麼的強大
[00:13:51.000 --> 00:13:53.000]  Name it 要什麼
[00:13:53.000 --> 00:13:55.000]  一百萬
[00:13:55.000 --> 00:13:57.000]  神就給你
[00:13:57.000 --> 00:13:59.000]  開心嗎
[00:13:59.000 --> 00:14:01.000]  如果你回教會
[00:14:01.000 --> 00:14:03.000]  牧師會這樣跟你說
[00:14:03.000 --> 00:14:05.000]  你喜歡聽嗎
[00:14:05.000 --> 00:14:07.000]  當然喜歡
[00:14:07.000 --> 00:14:09.000]  教會有很多人
[00:14:09.000 --> 00:14:11.000]  動輒幾十萬人
[00:14:11.000 --> 00:14:13.000]  很多人
[00:14:13.000 --> 00:14:15.000]  很危險
[00:14:15.000 --> 00:14:17.000]  並且
[00:14:17.000 --> 00:14:19.000]  當你再看歷史時
[00:14:19.000 --> 00:14:21.000]  你會發現
[00:14:21.000 --> 00:14:23.000]  發生很多問題
[00:14:23.000 --> 00:14:25.000]  很多人受傷害
[00:14:25.000 --> 00:14:27.000]  很多人求不了什麼
[00:14:27.000 --> 00:14:29.000]  離開教會
[00:14:29.000 --> 00:14:31.000]  神也沒有了
[00:14:31.000 --> 00:14:33.000]  成功神學的起源
[00:14:33.000 --> 00:14:35.000]  是一種美國文化
[00:14:35.000 --> 00:14:37.000]  來自美國
[00:14:37.000 --> 00:14:39.000]  很出名的哲學家
[00:14:39.000 --> 00:14:41.000]  Permetism
[00:14:41.000 --> 00:14:43.000]  實用主義的哲學家
[00:14:43.000 --> 00:14:45.000]  William James
[00:14:45.000 --> 00:14:47.000]  這個哲學家
[00:14:47.000 --> 00:14:49.000]  大家可能不熟悉
[00:14:49.000 --> 00:14:51.000]  我以前讀哲學
[00:14:51.000 --> 00:14:53.000]  讀過他的書
[00:14:53.000 --> 00:14:55.000]  我記得當時買了本書
[00:14:55.000 --> 00:14:57.000]  Permetism
[00:14:57.000 --> 00:14:59.000]  找馬掌後幫我去Sweden買
[00:14:59.000 --> 00:15:01.000]  那本書很貴
[00:15:01.000 --> 00:15:03.000]  四十多元
[00:15:03.000 --> 00:15:05.000]  那時大家都很窮
[00:15:05.000 --> 00:15:07.000]  那本書是傑作
[00:15:07.000 --> 00:15:09.000]  其中一本書叫
[00:15:09.000 --> 00:15:11.000]  Various Religious Experiences
[00:15:11.000 --> 00:15:13.000]  不同宗教經驗
[00:15:13.000 --> 00:15:15.000]  這本書說
[00:15:15.000 --> 00:15:17.000]  思想可以改變現實
[00:15:17.000 --> 00:15:19.000]  思想可以改變現實
[00:15:19.000 --> 00:15:21.000]  思想可以改變現實
[00:15:21.000 --> 00:15:23.000]  你想什麼
[00:15:23.000 --> 00:15:25.000]  外面環境會被你改變
[00:15:25.000 --> 00:15:27.000]  比量子力學還厲害
[00:15:27.000 --> 00:15:29.000]  這個哲學
[00:15:29.000 --> 00:15:31.000]  成為了美國的積極思想
[00:15:31.000 --> 00:15:33.000]  就是你
[00:15:33.000 --> 00:15:35.000]  凡事向好處想
[00:15:35.000 --> 00:15:37.000]  對你身體好
[00:15:37.000 --> 00:15:39.000]  對很多事都好
[00:15:39.000 --> 00:15:41.000]  本來積極思想
[00:15:41.000 --> 00:15:43.000]  都不是錯的
[00:15:43.000 --> 00:15:45.000]  凡事不要太陰暗
[00:15:45.000 --> 00:15:47.000]  我們應該對自己有自信心
[00:15:47.000 --> 00:15:49.000]  對子女都這樣說
[00:15:49.000 --> 00:15:51.000]  有自信心我們對事正面去看
[00:15:51.000 --> 00:15:53.000]  這個都不是問題
[00:15:53.000 --> 00:15:55.000]  問題是什麼呢
[00:15:55.000 --> 00:15:57.000]  當你積極思想的時候
[00:15:57.000 --> 00:16:01.000]  你會控制整個環境
[00:16:01.000 --> 00:16:05.000]  這就成為了積極思想在美國
[00:16:05.000 --> 00:16:07.000]  你會覺得他們很進取
[00:16:07.000 --> 00:16:11.000]  他們要去控制很多很多的東西
[00:16:11.000 --> 00:16:15.000]  所以這種運動叫積極思考
[00:16:15.000 --> 00:16:17.000]  和同類相吸
[00:16:17.000 --> 00:16:21.000]  積極思想會帶來積極的後果
[00:16:21.000 --> 00:16:23.000]  同類相吸就是
[00:16:23.000 --> 00:16:25.000]  你想好的東西就會來
[00:16:25.000 --> 00:16:27.000]  引用聖經說
[00:16:27.000 --> 00:16:29.000]  祈求就給你們
[00:16:29.000 --> 00:16:31.000]  是濫用聖經
[00:16:31.000 --> 00:16:33.000]  祈求神就會給你的
[00:16:33.000 --> 00:16:35.000]  因為神不說謊的
[00:16:35.000 --> 00:16:37.000]  那你求什麼呢
[00:16:37.000 --> 00:16:39.000]  最好就是財富
[00:16:39.000 --> 00:16:41.000]  健康
[00:16:41.000 --> 00:16:43.000]  大家都需要的
[00:16:43.000 --> 00:16:45.000]  所以你求就給你
[00:16:45.000 --> 00:16:47.000]  上帝憐憫
[00:16:47.000 --> 00:16:49.000]  上帝可以給我們
[00:16:49.000 --> 00:16:51.000]  但誰去命令
[00:16:51.000 --> 00:16:53.000]  問題就在這裡
[00:16:53.000 --> 00:16:55.000]  有一個神學家說
[00:16:55.000 --> 00:16:57.000]  這種思想有四個錯誤
[00:16:57.000 --> 00:16:59.000]  第一個就是
[00:16:59.000 --> 00:17:01.000]  耶穌救贖了我們
[00:17:01.000 --> 00:17:03.000]  有永生
[00:17:03.000 --> 00:17:07.000]  也包括在地上有財富
[00:17:07.000 --> 00:17:09.000]  擺脫物質的貧困
[00:17:09.000 --> 00:17:11.000]  就是說耶穌救贖
[00:17:11.000 --> 00:17:13.000]  一定會給我們健康和財富
[00:17:13.000 --> 00:17:15.000]  第二
[00:17:15.000 --> 00:17:17.000]  基督奉獻
[00:17:17.000 --> 00:17:19.000]  我們會從神裡得到
[00:17:19.000 --> 00:17:23.000]  加倍的補償
[00:17:23.000 --> 00:17:25.000]  耶穌和彼得說
[00:17:25.000 --> 00:17:27.000]  他們在地上所放棄的
[00:17:27.000 --> 00:17:29.000]  天上是千倍百倍還給你
[00:17:29.000 --> 00:17:31.000]  成功的時候說
[00:17:31.000 --> 00:17:33.000]  不是天上
[00:17:33.000 --> 00:17:35.000]  是現在
[00:17:35.000 --> 00:17:37.000]  所以你奉獻一元給教會
[00:17:37.000 --> 00:17:39.000]  神會給你十元
[00:17:39.000 --> 00:17:41.000]  一百元有萬元
[00:17:41.000 --> 00:17:43.000]  一千元有十萬元
[00:17:43.000 --> 00:17:45.000]  所以牧師是大富大貴的
[00:17:45.000 --> 00:17:47.000]  但奉獻的人是否真的個個都有呢
[00:17:47.000 --> 00:17:49.000]  又不見得
[00:17:49.000 --> 00:17:51.000]  算不算是騙人呢
[00:17:51.000 --> 00:17:53.000]  是濫用了聖經
[00:17:53.000 --> 00:17:55.000]  信心是出於自己的力量
[00:17:55.000 --> 00:17:57.000]  可以改變世界
[00:17:57.000 --> 00:17:59.000]  可以迫使神
[00:17:59.000 --> 00:18:01.000]  祈禱是可以迫使神
[00:18:01.000 --> 00:18:03.000]  施行成功的工具
[00:18:03.000 --> 00:18:05.000]  禱告可以搖動神的手
[00:18:05.000 --> 00:18:07.000]  所以這首歌我不唱了
[00:18:07.000 --> 00:18:09.000]  神的手被你搖動
[00:18:09.000 --> 00:18:11.000]  你做上帝
[00:18:11.000 --> 00:18:13.000]  你指大煞
[00:18:13.000 --> 00:18:15.000]  你指示神
[00:18:15.000 --> 00:18:17.000]  你做什麼就做什麼
[00:18:17.000 --> 00:18:19.000]  這些就是成功神
[00:18:19.000 --> 00:18:21.000]  我要舉一個例子
[00:18:21.000 --> 00:18:23.000]  聖經裡有個很出名的
[00:18:23.000 --> 00:18:25.000]  他們的師父
[00:18:25.000 --> 00:18:27.000]  叫方達拜恩
[00:18:27.000 --> 00:18:29.000]  這本書有桌子
[00:18:29.000 --> 00:18:31.000]  師母問我
[00:18:31.000 --> 00:18:33.000]  可不可以買這本書
[00:18:33.000 --> 00:18:35.000]  他說很貴的
[00:18:35.000 --> 00:18:37.000]  是在成品買的
[00:18:37.000 --> 00:18:39.000]  為什麼買這本書
[00:18:39.000 --> 00:18:41.000]  他寫了很多書
[00:18:41.000 --> 00:18:43.000]  這本書是特別神奇的
[00:18:43.000 --> 00:18:45.000]  很多成功神學的牧師
[00:18:45.000 --> 00:18:47.000]  用這本書作為
[00:18:47.000 --> 00:18:49.000]  理論的基礎
[00:18:49.000 --> 00:18:51.000]  他說
[00:18:51.000 --> 00:18:53.000]  真正的我就是
[00:18:53.000 --> 00:18:55.000]  健康富貴權位
[00:18:55.000 --> 00:18:57.000]  不好的不是真正的我
[00:18:57.000 --> 00:18:59.000]  上帝是要
[00:18:59.000 --> 00:19:01.000]  恢復你的真我
[00:19:01.000 --> 00:19:03.000]  這個也不重要
[00:19:03.000 --> 00:19:05.000]  最重要的是
[00:19:05.000 --> 00:19:07.000]  你的思想
[00:19:07.000 --> 00:19:09.000]  是可以令環境改變
[00:19:09.000 --> 00:19:11.000]  是根據
[00:19:11.000 --> 00:19:13.000]  William James
[00:19:13.000 --> 00:19:15.000]  即是詹姆士的靈性哲學
[00:19:15.000 --> 00:19:17.000]  是將它深化
