
[00:00:00.000 --> 00:00:08.700]  今天我和大家分享的題目是《認識耶穌》
[00:04:25.840 --> 00:04:29.240]  猶太人和撒瑪利亞人是不對的
[00:04:29.240 --> 00:04:33.040]  撒瑪利亞人都有猶太人的血統
[00:04:33.040 --> 00:04:35.440]  但是他們是跟外族通婚
[00:04:35.440 --> 00:04:37.740]  所以猶太人是看不起他們的
[00:04:37.740 --> 00:04:39.940]  覺得他們是雜種的
[00:04:39.940 --> 00:04:41.940]  所以他們是死對頭
[00:04:41.940 --> 00:04:45.540]  猶太人也不去撒瑪利亞的地方
[00:04:45.540 --> 00:04:48.740]  所以當耶穌要去撒瑪利亞的井邊
[00:04:48.740 --> 00:04:50.440]  和那個婦人傳道
[00:04:50.440 --> 00:04:53.240]  他是真的要下定決心
[00:04:53.240 --> 00:04:54.940]  破除傳統地去
[00:04:54.940 --> 00:04:59.040]  因為他們之間是沒有來往
[00:04:59.040 --> 00:05:01.440]  並且是死對頭
[00:05:01.440 --> 00:05:03.440]  有一次耶穌帶著門徒
[00:05:03.440 --> 00:05:05.840]  去到撒瑪利亞
[00:05:05.840 --> 00:05:08.740]  撒瑪利亞的人不接待耶穌
[00:05:08.740 --> 00:05:10.540]  不歡迎耶穌
[00:05:10.540 --> 00:05:12.840]  門徒很生氣
[00:05:12.840 --> 00:05:15.540]  約翰和他的哥哥
[00:05:15.540 --> 00:05:18.440]  就和耶穌提議
[00:05:18.440 --> 00:05:20.140]  你說好不好
[00:05:20.140 --> 00:05:27.440]  要我們吩咐天上降下火靈
[00:05:27.440 --> 00:05:29.240]  去消滅他們
[00:05:29.240 --> 00:05:29.940]  你想想
[00:05:29.940 --> 00:05:32.840]  因為這些人不接待耶穌
[00:05:32.840 --> 00:05:34.240]  約翰就提議
[00:05:34.240 --> 00:05:36.740]  不如降天火
[00:05:36.740 --> 00:05:37.640]  去滅掉他們
[00:05:37.640 --> 00:05:39.140]  殺光他們
[00:05:39.140 --> 00:05:42.040]  一個不充滿愛的人
[00:05:42.040 --> 00:05:44.440]  當時耶穌轉身
[00:05:44.440 --> 00:05:46.140]  責備他們
[00:05:46.140 --> 00:05:47.540]  你們的心怎麼樣
[00:05:47.540 --> 00:05:48.940]  你們都不知道
[00:05:48.940 --> 00:05:50.340]  你知不知道
[00:05:50.340 --> 00:05:53.240]  仁子來是要救人的
[00:05:53.240 --> 00:05:56.740]  仁子來不是去要人的命
[00:05:56.740 --> 00:05:58.840]  所以耶穌帶著他們
[00:05:58.840 --> 00:06:01.140]  去了另一個地方
[00:06:01.140 --> 00:06:04.740]  但這兩位本來是雷子
[00:06:04.740 --> 00:06:07.140]  性情這麼暴躁的
[00:06:07.140 --> 00:06:11.640]  完全對人沒有愛心的人
[00:06:11.640 --> 00:06:13.140]  在神的手中
[00:06:13.140 --> 00:06:17.140]  可以被改造成愛的仕途
[00:06:17.140 --> 00:06:21.140]  這豈不是神的能力偉大
[00:06:21.140 --> 00:06:24.040]  神的愛心周長
[00:06:24.040 --> 00:06:27.740]  神其實在改變我們每一個人
[00:06:27.740 --> 00:06:28.340]  你和我
[00:06:28.340 --> 00:06:31.540]  當我們初初認識主耶穌的時候
[00:06:31.540 --> 00:06:34.340]  我們都有很多很多弱點
[00:06:34.340 --> 00:06:36.540]  可能我們信了主很久
[00:06:36.540 --> 00:06:40.540]  仍然還有很多很多弱點
[00:06:40.540 --> 00:06:42.640]  但神都沒有放棄我們
[00:06:42.640 --> 00:06:44.440]  神在我們的身中
[00:06:44.440 --> 00:06:46.340]  是來鍛鍊
[00:06:46.340 --> 00:06:47.940]  來刁銘我們
[00:06:47.940 --> 00:06:50.740]  用各種方法
[00:06:50.740 --> 00:06:53.740]  讓我們一路學習
[00:06:53.740 --> 00:06:56.240]  一路成長
[00:06:56.240 --> 00:06:58.240]  一路改變
[00:06:58.240 --> 00:07:02.240]  以至於我們是越來越似主耶穌的模樣
[00:07:02.240 --> 00:07:04.540]  就好像雷子一樣
[00:07:04.540 --> 00:07:08.740]  有一天可以成為愛的仕途
[00:07:08.740 --> 00:07:09.840]  好了
[00:07:09.840 --> 00:07:12.540]  約翰寫《約翰福音》
[00:07:12.540 --> 00:07:15.840]  到底有什麼目的呢?
[00:07:15.840 --> 00:07:19.340]  他想達到什麼目標呢?
[00:07:19.340 --> 00:07:20.740]  我們就要去到
[00:07:20.740 --> 00:07:23.740]  約翰福音差不多到尾的時候
[00:07:23.740 --> 00:07:25.940]  約翰福音第20章
[00:07:25.940 --> 00:07:30.240]  第30至31節我讀給大家聽
[00:07:30.240 --> 00:07:34.240]  他說耶穌在門徒面前
[00:07:34.240 --> 00:07:38.040]  另外行了很多神跡
[00:07:38.040 --> 00:07:39.840]  但沒有記在約翰福音
[00:07:39.840 --> 00:07:43.040]  一會兒我會再回來再提到
[00:07:43.040 --> 00:07:46.740]  約翰福音記載了七個神跡
[00:07:46.740 --> 00:07:50.340]  比其他的福音書少很多
[00:07:50.340 --> 00:07:51.640]  但約翰說
[00:07:51.640 --> 00:07:55.340]  但是記了這些時證在約翰福音裡面
[00:07:55.340 --> 00:07:57.040]  他記下的事
[00:07:57.040 --> 00:08:03.540]  乃是叫他們能夠信耶穌基督的身份是什麼呢?
[00:08:03.540 --> 00:08:06.040]  是神的兒子
[00:08:06.040 --> 00:08:09.240]  並且叫他們信了祂
[00:08:09.240 --> 00:08:13.240]  就可以因祂的名得到生命
[00:08:13.240 --> 00:08:14.940]  約翰在這裡說
[00:08:14.940 --> 00:08:19.640]  我在這裡要將耶穌基督真正的身份
[00:08:19.640 --> 00:08:21.340]  介紹給大家
[00:08:21.340 --> 00:08:25.240]  讓你可以很清楚地認識主耶穌
[00:08:25.240 --> 00:08:26.640]  因為我們要信耶穌
[00:08:26.640 --> 00:08:30.040]  第一我們要知道耶穌是誰
[00:08:30.040 --> 00:08:33.440]  我們要知道祂是一個完全的神
[00:08:33.440 --> 00:08:35.740]  也是一個完全的人
[00:08:35.740 --> 00:08:37.840]  亦神亦人
[00:08:37.840 --> 00:08:40.740]  這是祂雙重的身份
[00:08:40.740 --> 00:08:44.040]  但我們也要相信祂
[00:08:44.040 --> 00:08:45.440]  信靠祂
[00:08:45.440 --> 00:08:47.440]  所以我們首先要知道
[00:08:47.440 --> 00:08:48.940]  然後就到信
[00:08:48.940 --> 00:08:51.840]  然後因為我們的信
[00:08:51.840 --> 00:08:55.940]  神就將永遠的生命賜給我們
[00:08:55.940 --> 00:08:58.740]  這個生命不是說我們肉體的生命
[00:08:58.740 --> 00:09:01.240]  而是說我們屬靈的生命
[00:09:01.240 --> 00:09:04.340]  能夠永遠和神在一起
[00:09:04.340 --> 00:09:05.840]  所以約翰福音的目的
[00:09:05.840 --> 00:09:08.040]  是叫我們認識基督
[00:09:08.040 --> 00:09:10.840]  能夠得到生命
[00:09:10.840 --> 00:09:11.540]  好了
[00:09:11.540 --> 00:09:12.740]  我們開始
[00:09:12.740 --> 00:09:14.540]  還要再來看一看
[00:09:14.540 --> 00:09:17.440]  約翰福音有幾個特點
[00:09:17.440 --> 00:09:20.640]  首先我想給大家看有四個「不」
[00:09:20.640 --> 00:09:24.840]  即是從反面來介紹約翰福音的特點
[00:09:24.840 --> 00:09:27.740]  有四個「沒有」
[00:09:27.740 --> 00:09:28.740]  第一
[00:09:28.740 --> 00:09:32.040]  他沒有記載耶穌基督的降生
[00:09:32.040 --> 00:09:33.840]  馬太福音、路加福音
[00:09:33.840 --> 00:09:37.140]  都有很詳細記載耶穌的出生
[00:09:37.140 --> 00:09:41.040]  而馬可就由耶穌初初來傳道
[00:09:41.040 --> 00:09:45.140]  是受施洗約翰的洗來開始講
[00:09:45.140 --> 00:09:49.040]  但是約翰福音一開始就講
[00:09:49.040 --> 00:09:52.640]  耶穌基督已經在傳道
[00:09:52.640 --> 00:09:55.840]  就好像耶穌基督的出生
[00:09:55.840 --> 00:09:58.440]  祂年輕的時候
[00:09:58.440 --> 00:10:02.140]  那些生活對約翰來說不是很重要
[00:10:02.140 --> 00:10:06.140]  他乃是要著重介紹耶穌基督
[00:10:06.140 --> 00:10:09.240]  從祂的一言一行
[00:10:09.240 --> 00:10:13.140]  讓我們來認識耶穌是誰
[00:10:13.140 --> 00:10:17.240]  同時約翰也沒有記載耶穌的家譜
[00:10:17.240 --> 00:10:21.240]  耶穌的家譜是祂地上的祖先
[00:10:21.240 --> 00:10:23.740]  但是約翰是想讓我們看到
[00:10:23.740 --> 00:10:26.240]  耶穌基督是神的兒子
[00:10:26.240 --> 00:10:28.340]  祂有祂神性的一面
[00:10:28.340 --> 00:10:33.540]  祂要我們看到這位從天上來的神子
[00:10:33.540 --> 00:10:39.840]  剛才我說約翰福音沒有多記載耶穌基督的神跡
[00:10:39.840 --> 00:10:45.940]  馬太福音有記載了22個耶穌基督的神跡
[00:10:45.940 --> 00:10:49.140]  馬可福音記載了20個
[00:10:49.140 --> 00:10:52.840]  而路加福音記載了21個
[00:10:52.840 --> 00:10:56.240]  總共耶穌基督在四福音裡面
[00:10:56.240 --> 00:11:00.240]  記載了的神跡總共有37件
[00:11:00.240 --> 00:11:03.340]  但是有一些是這個福音書有記載
[00:11:03.340 --> 00:11:04.540]  第二個福音書有記載
[00:11:04.540 --> 00:11:06.140]  所以是重復的
[00:11:06.140 --> 00:11:08.640]  但是馬太、馬可、路加
[00:11:08.640 --> 00:11:14.040]  都有20個至22個神跡記載在裡面
[00:11:14.040 --> 00:11:15.640]  約翰福音有多少個呢?
[00:11:15.640 --> 00:11:18.140]  只有7個
[00:11:18.140 --> 00:11:23.140]  而這7個有5件是其他福音書沒有記載的
[00:11:23.140 --> 00:11:26.140]  即是約翰好像不是很著重
[00:11:26.140 --> 00:11:30.740]  耶穌基督在世界上行的神跡
[00:11:30.740 --> 00:11:35.440]  他也沒有記載耶穌基督的比喻
[00:11:35.440 --> 00:11:37.040]  parables比喻
[00:11:37.040 --> 00:11:38.540]  什麼是比喻呢?
[00:11:38.540 --> 00:11:41.340]  比喻就是耶穌基督講故事
[00:11:41.340 --> 00:11:43.540]  來帶出一些真理
[00:11:43.540 --> 00:11:46.740]  好像浪子是一個故事來的
[00:11:46.740 --> 00:11:49.940]  是帶出一些聖經的真理
[00:11:49.940 --> 00:11:55.840]  馬太福音裡面有記載耶穌講23個比喻
[00:11:55.840 --> 00:11:58.540]  馬可福音有8個
[00:11:58.540 --> 00:12:01.640]  路加福音有24個
[00:12:01.640 --> 00:12:03.240]  約翰福音有多少個呢?
[00:12:03.240 --> 00:12:04.240]  0
[00:12:04.240 --> 00:12:05.640]  一個都沒有
[00:12:05.640 --> 00:12:10.740]  約翰完全沒有記載耶穌講的故事
[00:12:10.740 --> 00:12:14.240]  但是約翰福音有記載的是什麼呢?
[00:12:14.240 --> 00:12:17.340]  特別的地方也有3個
[00:12:17.340 --> 00:12:22.540]  第一是九成約翰福音所記載是獨特的
[00:12:22.540 --> 00:12:24.540]  其他福音書沒有講
[00:12:24.540 --> 00:12:30.940]  只是聖靈特別交代約翰來寫出來的
[00:12:30.940 --> 00:12:36.540]  第二個特點就是約翰福音12至19章
[00:12:36.540 --> 00:12:39.140]  有8章聖經
[00:12:39.140 --> 00:12:42.140]  是記載耶穌最後一個星期
[00:12:42.140 --> 00:12:44.340]  騎驢驅入耶路撒冷
[00:12:44.340 --> 00:12:47.940]  清潔聖殿
[00:12:47.940 --> 00:12:49.340]  最後的晚餐
[00:12:49.340 --> 00:12:50.940]  特別是最後的晚餐
[00:12:50.940 --> 00:12:54.440]  是用幾章來記載耶穌基督所講的東西
[00:12:54.440 --> 00:12:56.440]  和祂的祈禱
[00:12:56.440 --> 00:12:57.740]  8章
[00:12:57.740 --> 00:13:00.240]  約翰福音總共有21章
[00:13:00.240 --> 00:13:05.740]  即是38%是講耶穌基督最後一個星期
[00:13:05.740 --> 00:13:09.340]  非常詳細的記載
[00:13:09.340 --> 00:13:12.140]  約翰福音裡面很特別的
[00:13:12.140 --> 00:13:15.740]  因為他很想我們認識耶穌
[00:13:15.740 --> 00:13:23.140]  所以他記載了耶穌有七度講到「我是」
[00:13:23.140 --> 00:13:24.440]  包括什麼呢?
[00:13:24.440 --> 00:13:26.340]  包括約翰福音第六章
[00:13:26.340 --> 00:13:29.640]  他說「我是生命的糧」
[00:13:29.640 --> 00:13:33.540]  約翰福音第八章說「我是世界的光」
[00:13:33.540 --> 00:13:37.640]  約翰福音第十章說「我是羊的門」
[00:13:37.640 --> 00:13:41.140]  第十章也說「我是好牧人」
[00:13:41.140 --> 00:13:44.640]  約翰福音十一章說「復活在我」
[00:13:44.640 --> 00:13:46.840]  「生命也在我」
[00:13:46.840 --> 00:13:48.540]  而約翰福音十四章
[00:13:48.540 --> 00:13:50.340]  在最後的晚餐的時候
[00:13:50.340 --> 00:13:55.440]  耶穌說「我就是道路、真理、生命」
[00:13:55.440 --> 00:13:57.140]  然後約翰福音十五章
[00:13:57.140 --> 00:14:00.940]  他說「我是真的葡萄樹」
[00:14:00.940 --> 00:14:05.440]  很清楚地將耶穌的身份
[00:14:05.440 --> 00:14:09.840]  神子的身份介紹給我們
[00:14:09.840 --> 00:14:15.940]  我們現在要開始看約翰福音第一章
[00:14:15.940 --> 00:14:20.140]  我們由第一節一直會看到十四節
[00:14:20.140 --> 00:14:23.540]  但中間有幾節我這次不講
[00:14:23.540 --> 00:14:26.740]  因為裡面提到施洗約翰
[00:14:26.740 --> 00:14:30.040]  日後我希望再有機會來到貴教會
[00:14:30.040 --> 00:14:32.240]  繼續講約翰福音的時候
[00:14:32.240 --> 00:14:36.840]  我下一講就應該會講施洗約翰
[00:14:36.840 --> 00:14:38.740]  但我們現在第一講
[00:14:38.740 --> 00:14:42.140]  我們主題是「認識耶穌」
[00:14:42.140 --> 00:14:43.540]  我讀給大家聽
[00:14:43.540 --> 00:14:45.740]  第一章第一節約翰說
[00:14:45.740 --> 00:14:51.740]  「太初有道,道與神同在,道就是神」
[00:14:51.740 --> 00:14:56.740]  第二節「這道太初與神同在」
[00:14:56.740 --> 00:14:59.540]  好像是福述第一節那一句
[00:14:59.540 --> 00:15:02.940]  是再強調這個所謂道
[00:15:02.940 --> 00:15:08.440]  是太初的時候已經與神同在
[00:15:08.440 --> 00:15:12.840]  第三節「萬物是藉著他所做的
[00:15:12.840 --> 00:15:18.940]  凡被做的沒有一樣不是藉著他所做的」
[00:15:18.940 --> 00:15:23.140]  然後第四節說「生命在他裡頭
[00:15:23.140 --> 00:15:27.140]  這個生命就是人的光」
[00:15:27.140 --> 00:15:29.240]  然後我一跳就跳下去
[00:15:29.240 --> 00:15:30.940]  第十四節
[00:15:30.940 --> 00:15:35.440]  因為第十四節與以上所介紹的有關聯
[00:15:35.440 --> 00:15:38.640]  第十四節說道成了肉身
[00:15:38.640 --> 00:15:40.440]  住在我們的中間
[00:15:40.440 --> 00:15:44.440]  充充滿滿有恩典有真理
[00:15:44.440 --> 00:15:46.940]  他說我們也見過他的榮光
[00:15:46.940 --> 00:15:50.440]  是賦毒生恥的榮光
[00:15:50.440 --> 00:15:52.440]  我們停一停在這裡
[00:15:52.440 --> 00:15:54.440]  大家會注意第一第二節
[00:15:54.440 --> 00:15:58.940]  有一個字出現了四次
[00:15:58.940 --> 00:16:00.740]  就是道字
[00:16:00.740 --> 00:16:02.440]  太初有道
[00:16:02.440 --> 00:16:04.240]  道與神同在
[00:16:04.240 --> 00:16:05.940]  道就是神
[00:16:05.940 --> 00:16:09.440]  第二節說道太初就與他同在
[00:16:09.440 --> 00:16:11.440]  如果再加上十四節
[00:16:11.440 --> 00:16:13.740]  道成了肉身
[00:16:13.740 --> 00:16:15.440]  在這十四節里
[00:16:15.440 --> 00:16:17.940]  約翰一開宗明義
[00:16:17.940 --> 00:16:22.940]  就用道字說了五次
[00:16:22.940 --> 00:16:25.440]  我相信你看這裡
[00:16:25.440 --> 00:16:27.640]  和我最初看約翰福音
[00:16:27.640 --> 00:16:28.740]  一開始的時候
[00:16:28.740 --> 00:16:31.140]  說道我們也有些拗頭
[00:16:31.140 --> 00:16:32.640]  道是什麼呢?
[00:16:32.640 --> 00:16:34.940]  道是什麼意思呢?
[00:16:34.940 --> 00:16:38.440]  有些中國文學基礎
[00:16:38.440 --> 00:16:39.940]  好一點的
[00:16:39.940 --> 00:16:43.940]  你或者讀過《老子的道德經》
[00:16:43.940 --> 00:16:46.440]  在中國有一位叫老子
[00:16:46.440 --> 00:16:48.440]  他寫了一本經書
[00:16:48.440 --> 00:16:50.140]  有上下集的
[00:16:50.140 --> 00:16:52.940]  上集一開始的時候
[00:16:52.940 --> 00:16:56.240]  他就說道可道就非常道
[00:16:56.240 --> 00:16:57.940]  就提到道字
[00:16:57.940 --> 00:17:00.940]  他下集就提到德字
[00:17:00.940 --> 00:17:04.440]  所以加起來就叫道德經
[00:17:04.440 --> 00:17:07.240]  老子說道
[00:17:07.240 --> 00:17:09.740]  第一個道是一個名詞
[00:17:09.740 --> 00:17:12.140]  他的意思就是
[00:17:12.140 --> 00:17:16.240]  宇宙裡面最厲害的力量
[00:17:16.240 --> 00:17:18.940]  最深奧的智慧
[00:17:18.940 --> 00:17:22.240]  最高的能力
[00:17:22.240 --> 00:17:24.140]  如果你能夠說出來
[00:17:24.140 --> 00:17:25.640]  這個道第二個道
[00:17:25.640 --> 00:17:28.240]  就是說話的意思
[00:17:28.240 --> 00:17:29.540]  說話的意思
[00:17:29.540 --> 00:17:30.740]  解釋的意思
[00:17:30.740 --> 00:17:32.140]  你能夠解釋到
[00:17:32.140 --> 00:17:34.640]  這個就不是道了
[00:17:34.640 --> 00:17:36.640]  這個是他這樣說
[00:17:36.640 --> 00:17:40.240]  但是翻譯聖經的人用這個道字
[00:17:40.240 --> 00:17:41.940]  是什麼意思呢?
[00:17:41.940 --> 00:17:44.640]  我們看看英文怎麼說
[00:17:44.640 --> 00:17:47.840]  英文用的那個字叫word
[00:17:47.840 --> 00:17:49.440]  Word
[00:17:49.440 --> 00:17:52.540]  字 文字
[00:17:52.540 --> 00:17:55.440]  原來那個原文希利文
[00:17:55.440 --> 00:17:57.440]  是用logos這個字
[00:17:57.440 --> 00:17:59.440]  L-O-G-O-S
[00:17:59.440 --> 00:18:03.840]  Logos可以說成說話的意思
[00:18:03.840 --> 00:18:05.240]  說話的意思
[00:18:05.240 --> 00:18:07.340]  所以英文所有的版本
[00:18:07.340 --> 00:18:12.040]  都翻譯為太初有word
[00:18:12.040 --> 00:18:15.240]  這個word就神同在
[00:18:15.240 --> 00:18:18.340]  word就是神
[00:18:18.340 --> 00:18:21.640]  我們中文也都說到了
[00:18:21.640 --> 00:18:25.440]  太初有話語或者有說話
[00:18:25.440 --> 00:18:26.740]  說話與神同在
[00:18:26.740 --> 00:18:28.040]  說話就是神
[00:18:28.040 --> 00:18:29.640]  我們都不明白
[00:18:29.640 --> 00:18:31.740]  說話為什麼會是神呢?
[00:18:31.740 --> 00:18:33.040]  神就是神
[00:18:33.040 --> 00:18:36.740]  神和人說話有什麼關係呢?
[00:18:36.740 --> 00:18:40.840]  這裡我相信翻譯中文的
[00:18:40.840 --> 00:18:42.640]  都已經想到
[00:18:42.640 --> 00:18:44.740]  可能頭髮都掉了
[00:18:44.740 --> 00:18:49.040]  怎麼能夠帶出這個話語的意思呢?
[00:18:49.040 --> 00:18:50.640]  但其實這裡
[00:18:50.640 --> 00:18:53.640]  你想清楚這裡是指誰來的呢?
[00:18:53.640 --> 00:18:55.940]  這個道是指一個人來的
[00:18:55.940 --> 00:18:57.440]  這個人是誰呢?
[00:18:57.440 --> 00:18:59.340]  他是指耶穌
[00:18:59.340 --> 00:19:02.740]  所以其實如果翻譯為耶穌就最對了
[00:19:02.740 --> 00:19:05.640]  太初有耶穌
[00:19:05.640 --> 00:19:07.440]  耶穌是與神同在
[00:19:07.440 --> 00:19:09.740]  耶穌就是神
[00:19:09.740 --> 00:19:12.340]  這個耶穌是太初的時候
[00:19:12.340 --> 00:19:14.040]  已經與神在一起
[00:19:14.040 --> 00:19:15.540]  一會兒我會解釋給你們聽
[00:19:15.540 --> 00:19:19.740]  這裡每一句都有介紹耶穌的身份
[00:19:19.740 --> 00:19:22.840]  但是因為原文不是說耶穌
[00:19:22.840 --> 00:19:24.240]  所以翻譯也不能夠
[00:19:24.240 --> 00:19:27.240]  強行給你放耶穌的名字
[00:19:27.240 --> 00:19:30.340]  他只能夠用道
[00:19:30.340 --> 00:19:33.640]  道就是一方面是說道
[00:19:33.640 --> 00:19:36.240]  這是一個很高深的智慧
[00:19:36.240 --> 00:19:38.640]  是超越人的
[00:19:38.640 --> 00:19:44.640]  但是這個也是向人來表達一些事情
[00:19:44.640 --> 00:19:47.340]  這個詞不單止是文字
[00:19:47.340 --> 00:19:49.940]  這個詞是一個宣告
[00:19:49.940 --> 00:19:52.240]  是一個講話
[00:19:52.240 --> 00:19:55.240]  所以我們說這個道是指耶穌
[00:19:55.240 --> 00:19:57.540]  但是這個道也是說
[00:19:57.540 --> 00:20:03.940]  神主動向人宣告和表達自己
[00:20:03.940 --> 00:20:06.840]  讓人可以認識他
[00:20:06.840 --> 00:20:11.440]  事實上我們相信基督教是一個啓示的宗教
[00:20:11.440 --> 00:20:13.140]  什麼叫做啓示的宗教呢?
[00:20:13.140 --> 00:20:14.940]  由上至下
[00:20:14.940 --> 00:20:18.640]  由神將他自己顯示給我們
[00:20:18.640 --> 00:20:23.340]  然後人就可以明白認識神到底是怎樣
[00:20:23.340 --> 00:20:27.740]  如果人憑自己的智慧去尋找神
[00:20:27.740 --> 00:20:30.540]  去想想神是誰
[00:20:30.540 --> 00:20:33.940]  然後將神記下
[00:20:33.940 --> 00:20:37.040]  那一定是人自己的思維
[00:20:37.040 --> 00:20:38.240]  是錯的
[00:20:38.240 --> 00:20:42.340]  人有多少個智慧能夠去認識神?
[00:20:42.340 --> 00:20:45.840]  但我們基督教說不是我們去尋找神
[00:20:45.840 --> 00:20:47.840]  是神來尋找我們
[00:20:47.840 --> 00:20:50.240]  是神願意我們認識他
[00:20:50.240 --> 00:20:55.640]  所以神就將他自己很清楚地介紹給我們
[00:20:55.640 --> 00:21:00.740]  所以主動講話、表達那個是神
[00:21:00.740 --> 00:21:05.240]  所以這裡翻譯也叫神是道
[00:21:05.240 --> 00:21:06.440]  叫耶穌是道
[00:21:06.440 --> 00:21:07.240]  為什麼呢?
[00:21:07.240 --> 00:21:15.540]  因為耶穌是神向人表現他自己的高峰
[00:21:15.540 --> 00:21:17.540]  當神做了人之後
[00:21:17.540 --> 00:21:19.740]  做了世界之後
[00:21:19.740 --> 00:21:22.240]  他介入人類的歷史
