
[00:00:00.000 --> 00:00:06.480]  剛才主席講了好多次「與神同行」
[00:13:32.880 --> 00:13:35.560]  就會拿《使徒行尊》第二章
[00:13:35.560 --> 00:13:38.040]  來做他們的根據
[00:13:38.040 --> 00:13:40.760]  《使徒行尊》第二章是五旬節的故事
[00:13:40.760 --> 00:13:43.600]  講基督耶穌升天之後
[00:13:43.600 --> 00:13:45.520]  跟著五旬節
[00:13:45.520 --> 00:13:47.760]  《使徒行尊》第二章第三節講到
[00:13:47.760 --> 00:13:50.640]  當使徒聚集的時候
[00:13:50.640 --> 00:13:54.120]  有舌頭與火焰向他們顯現
[00:13:54.120 --> 00:13:57.560]  跟著就分別落在每個使徒身上
[00:13:57.560 --> 00:13:59.680]  使徒就被聖靈充滿
[00:13:59.680 --> 00:14:01.600]  就是這個句子來自這裏
[00:14:01.600 --> 00:14:03.920]  就是《使徒行尊》第二章第八節
[00:14:03.920 --> 00:14:06.320]  就說使徒被聖靈充滿
[00:14:06.320 --> 00:14:09.600]  就按著聖靈所賜的口才
[00:14:09.600 --> 00:14:12.200]  說起別國的話來
[00:14:12.200 --> 00:14:14.560]  跟著就講了第七節
[00:14:14.560 --> 00:14:17.160]  於是你想像那天是五旬節
[00:14:17.160 --> 00:14:19.880]  於是世界各地的猶太人
[00:14:19.880 --> 00:14:23.200]  都去到耶路撒冷
[00:14:23.200 --> 00:14:27.680]  來到朝聖或獻祭
[00:14:27.680 --> 00:14:30.600]  但是那些猶太人因為散居各地
[00:14:30.600 --> 00:14:33.160]  包括散居了羅馬帝國各地
[00:14:33.160 --> 00:14:34.560]  還有波斯帝國
[00:14:34.560 --> 00:14:37.160]  第九節在說
[00:14:37.160 --> 00:14:41.320]  有帕提亞人 馬代人 伊蘭人
[00:14:41.320 --> 00:14:44.440]  美索不達人 加帕多人 本都人
[00:14:44.440 --> 00:14:47.840]  瑞亞人 龐菲利人 埃及人 古里內人
[00:14:47.840 --> 00:14:52.560]  總之那裏說到有歐亞非的猶太人
[00:14:52.560 --> 00:14:54.320]  都去了耶路撒冷
[00:14:54.320 --> 00:14:57.080]  跟著三個州的猶太人都聽到
[00:14:57.080 --> 00:15:01.440]  為什麼那些使徒會說我的語言呢
[00:15:01.440 --> 00:15:04.160]  你想像如果五旬節那天
[00:15:04.160 --> 00:15:06.960]  你走到時光倒流
[00:15:06.960 --> 00:15:08.280]  哆啦A夢的機器
[00:15:08.280 --> 00:15:10.320]  你走回去耶路撒冷那天
[00:15:10.320 --> 00:15:12.440]  你會聽到使徒跟你說中文
[00:15:12.440 --> 00:15:14.440]  說廣東話 你會聽到
[00:15:14.440 --> 00:15:17.840]  每一族的人都聽到自己的語言
[00:15:17.840 --> 00:15:23.280]  當然彼得不能一口氣說出十種語言
[00:15:23.280 --> 00:15:25.760]  他說什麼都只能說出一種語言
[00:15:25.760 --> 00:15:30.480]  重點不是彼得說的話有什麼特別
[00:15:30.480 --> 00:15:33.560]  重點是那些人很奇怪
[00:15:33.560 --> 00:15:35.560]  無論他的方言是什麼
[00:15:35.560 --> 00:15:37.040]  他在彼得的口上
[00:15:37.040 --> 00:15:39.960]  就是聽到他自己那種語言
[00:15:39.960 --> 00:15:41.520]  使徒行傳的重點
[00:15:41.520 --> 00:15:45.400]  就不是說彼得能夠說出一些很奇怪的語言
[00:15:45.400 --> 00:15:47.400]  就像今天那些人說的一些方言
[00:15:47.400 --> 00:15:51.480]  一些聽不懂的語言
[00:15:51.480 --> 00:15:57.160]  而是說五旬節是代表耶穌升天
[00:15:57.160 --> 00:15:59.160]  一個新的紀元來臨
[00:15:59.160 --> 00:16:02.400]  以前救恩子是屬於猶太人的
[00:16:02.400 --> 00:16:04.000]  現在屬於萬邦了
[00:16:04.000 --> 00:16:07.200]  所以由各地來的猶太人都聽到他的語言
[00:16:07.200 --> 00:16:12.040]  而且以前在舊約裡面聖靈只是屬於少數人
[00:16:12.040 --> 00:16:13.200]  如果你看回舊約
[00:16:13.200 --> 00:16:19.040]  在舊約裡面說神的靈降臨在一個人身上
[00:16:19.040 --> 00:16:23.000]  通常是指那個人有一些特別的使命
[00:16:23.000 --> 00:16:25.000]  所以哪些人有神的靈
[00:16:25.000 --> 00:16:27.480]  摩西有神的靈在他身上
[00:16:27.480 --> 00:16:28.840]  他要帶領以色列人
[00:16:28.840 --> 00:16:31.600]  祭司有神的靈在身上
[00:16:31.600 --> 00:16:32.920]  他要獻祭
[00:16:32.920 --> 00:16:34.480]  他要進入至聖座
[00:16:34.480 --> 00:16:36.280]  先知有神的靈
[00:16:36.280 --> 00:16:38.280]  所以他可以代表神說話
[00:16:38.280 --> 00:16:39.800]  王有神的靈
[00:16:39.800 --> 00:16:41.800]  因為他要帶領國家
[00:16:41.800 --> 00:16:45.280]  所以通常是社會裡面一些很特別的人
[00:16:45.280 --> 00:16:47.280]  有一些很重要的任務
[00:16:47.280 --> 00:16:50.280]  神的靈降臨在那個人身上
[00:16:50.280 --> 00:16:54.080]  讓他能夠成就神要他做的事
[00:16:54.080 --> 00:16:56.720]  但一般的以色列人沒有說過
[00:16:56.720 --> 00:17:02.440]  聖靈降臨在其他一般所謂泛泛以色列人當中
[00:17:02.440 --> 00:17:03.960]  沒有提到
[00:17:03.960 --> 00:17:06.400]  《使徒銀卷》第二章要強調
[00:17:06.400 --> 00:17:08.120]  新的紀元來到了
[00:17:08.120 --> 00:17:12.000]  聖靈的降臨不再屬於少數人
[00:17:12.000 --> 00:17:14.000]  不只是陳牧師有的
[00:17:14.000 --> 00:17:15.880]  我們每個人都有的
[00:17:15.880 --> 00:17:19.440]  所以《使徒銀卷》第二章十七節
[00:17:19.440 --> 00:17:21.640]  五重節的經文繼續說
[00:17:21.640 --> 00:17:25.880]  彼得引用約爾書的說話
[00:17:25.880 --> 00:17:27.640]  在末後的日子
[00:17:27.640 --> 00:17:31.880]  我要將我的靈攪灌在凡血肉之軀
[00:17:31.880 --> 00:17:33.640]  你們的兒女要說預言
[00:17:33.640 --> 00:17:35.240]  你們的少年要見異象
[00:17:35.240 --> 00:17:37.600]  你們的老年人要做異象
[00:17:37.600 --> 00:17:40.720]  那些日子我要把我的靈攪灌
[00:17:40.720 --> 00:17:43.640]  甚至給我的僕人和婢女
[00:17:43.640 --> 00:17:46.640]  他們都要說預言
[00:17:46.640 --> 00:17:49.640]  為什麼要強調兒女少年
[00:17:49.640 --> 00:17:53.160]  都要有聖靈在他們身上
[00:17:53.160 --> 00:17:57.000]  記住古代的小孩不是今天的小孩
[00:17:57.000 --> 00:17:59.960]  今天的小孩很威風的
[00:17:59.960 --> 00:18:05.840]  一個小孩外出三個大人照顧他
[00:18:05.840 --> 00:18:07.360]  小孩跌一跌
[00:18:07.360 --> 00:18:11.680]  於是他的媽媽飛鴻馬上在消毒藥水
[00:18:11.680 --> 00:18:13.680]  又不知什麼的
[00:18:13.680 --> 00:18:15.920]  很多東西馬上變出來
[00:18:15.920 --> 00:18:18.440]  帶著魔術袋外出
[00:18:18.440 --> 00:18:20.440]  如果有小孩的時候
[00:18:20.440 --> 00:18:22.440]  小孩是長大的
[00:18:22.440 --> 00:18:25.080]  但是耶穌那個年代
[00:18:25.080 --> 00:18:28.080]  小孩是看不到的人
[00:18:28.080 --> 00:18:30.360]  可以傳統中國大人所說
[00:18:30.360 --> 00:18:32.360]  大人做事小孩走到一旁
[00:18:32.360 --> 00:18:33.560]  不要出聲
[00:18:33.560 --> 00:18:35.560]  小孩要做的就是站到一旁
[00:18:35.560 --> 00:18:38.440]  乖乖的聽大人指揮
[00:18:38.440 --> 00:18:41.280]  這個就是小孩應該有的角色
[00:18:41.280 --> 00:18:45.320]  那個年代的人是這樣看小孩
[00:18:45.320 --> 00:18:47.600]  和看所謂少年人
[00:18:47.600 --> 00:18:51.800]  現在的teenager經常要幫少年人充權
[00:18:51.800 --> 00:18:53.000]  大家認不認識這個phrase
[00:18:53.000 --> 00:18:53.880]  充權
[00:18:53.880 --> 00:18:56.040]  empower青年人
[00:18:56.040 --> 00:18:57.200]  那個年代就是
[00:18:57.200 --> 00:18:59.000]  青年人你看我
[00:18:59.000 --> 00:19:01.000]  看你老爸我怎樣做你怎樣做
[00:19:01.000 --> 00:19:03.000]  那個年代就是這樣的文化
[00:19:03.000 --> 00:19:06.160]  所以他說一些不重要的人
[00:19:06.160 --> 00:19:08.960]  在社會裏面沒有地位的人
[00:19:08.960 --> 00:19:10.240]  喜女和瀑人
[00:19:10.240 --> 00:19:11.840]  其實直接翻譯應該是
[00:19:11.840 --> 00:19:14.600]  奴隸和女性的奴隸
[00:19:14.600 --> 00:19:17.320]  那些社會上看不起的人
[00:19:17.320 --> 00:19:19.080]  或者覺得沒能力的人
[00:19:19.080 --> 00:19:21.080]  小孩是那些沒能力的人
[00:19:21.080 --> 00:19:25.000]  他們每個人都要有聖靈降臨在他身上
[00:19:25.000 --> 00:19:27.440]  這個就是當耶穌來到
[00:19:27.440 --> 00:19:29.920]  當這個新的紀元來到的時候
[00:19:29.920 --> 00:19:32.280]  這個就是五旬節的意義
[00:19:32.280 --> 00:19:35.000]  所以保羅這裏第八章同樣強調
[00:19:35.000 --> 00:19:37.200]  凡是屬基督的人
[00:19:37.200 --> 00:19:40.440]  都已經有聖靈在他身上
[00:19:40.440 --> 00:19:43.320]  不過我們繼續要問的問題就是
[00:19:43.320 --> 00:19:45.400]  到底
[00:19:45.400 --> 00:19:48.240]  那裏提到所謂聖靈充滿
[00:19:48.240 --> 00:19:50.640]  或者在這裏回到保羅的字眼
[00:19:50.640 --> 00:19:53.880]  我怎樣能夠經歷聖靈的同在
[00:19:53.880 --> 00:19:58.320]  或者我生活之中有甚麼經驗
[00:19:58.320 --> 00:20:02.520]  會讓我知道聖靈真的在我們心裏面呢?
[00:20:02.520 --> 00:20:04.120]  保羅很有趣的
[00:20:04.120 --> 00:20:05.960]  他強調的基本上是
[00:20:05.960 --> 00:20:07.520]  他對比兩樣東西
[00:20:07.520 --> 00:20:09.960]  一個就是屬肉體的
[00:20:09.960 --> 00:20:11.320]  就是隨從肉體
