
[00:00:00.000 --> 00:00:06.600]  當我在構思今天的講道內容的時候
[00:06:20.820 --> 00:06:23.980]  今天香港我們都聽到很多噪音
[00:06:23.980 --> 00:06:26.100]  很多聲音
[00:06:26.100 --> 00:06:28.900]  有時候我們被聲音迷失了一陣子
[00:06:28.900 --> 00:06:31.860]  我們不想再聽那麼多了
[00:06:31.860 --> 00:06:34.860]  但在眾星喧鬧當中
[00:06:34.860 --> 00:06:37.940]  聽不聽到神的聲音
[00:06:37.940 --> 00:06:41.820]  聽不聽到自己的聲音呢
[00:06:41.820 --> 00:06:47.540]  將這個混亂的場合梳理成這幾幅圖畫
[00:06:47.540 --> 00:06:49.980]  其它圖畫會從第七章開始說起
[00:06:49.980 --> 00:06:53.220]  「這事以後 耶穌周遊加利利
[00:06:53.220 --> 00:06:55.020]  不願與猶太人往來」
[00:06:55.020 --> 00:06:58.740]  因為猶太人想殺他
[00:06:58.740 --> 00:07:01.220]  殺機漸露了
[00:07:01.220 --> 00:07:04.780]  「幾時猶太人的鑄棚節近了」
[00:07:04.780 --> 00:07:06.140]  約翰是很猶太人的
[00:07:06.140 --> 00:07:08.500]  因為他很熟悉猶太人的傳統
[00:07:08.500 --> 00:07:10.060]  所以他描寫的節日很特別
[00:07:10.060 --> 00:07:11.300]  猶太人有三大節日
[00:07:11.300 --> 00:07:14.340]  他特別說「鑄棚節近了」
[00:07:14.340 --> 00:07:16.020]  「耶穌弟兄對他說」
[00:07:16.020 --> 00:07:18.060]  耶穌弟兄是誰呢
[00:07:18.060 --> 00:07:23.300]  就是約瑟和瑪利亞所生的其他的孩子
[00:07:23.300 --> 00:07:25.660]  所以名義上是耶穌的兄弟
[00:07:25.660 --> 00:07:28.820]  不是那些潔白兄弟
[00:07:28.820 --> 00:07:35.300]  真的名義上 在倫理上是兄弟
[00:07:35.300 --> 00:07:37.260]  是一起長大的
[00:07:37.260 --> 00:07:42.100]  「對他說 你離開這裡 想猶太去吧
[00:07:42.100 --> 00:07:45.820]  好讓你的門徒也看見你所做的事」
[00:07:45.820 --> 00:07:47.380]  這句很重要的第四節
[00:07:47.380 --> 00:07:49.900]  「因為人要揚名
[00:07:49.900 --> 00:07:53.580]  沒有在隱蔽的地方行事的
[00:07:53.580 --> 00:07:55.660]  如果你要做這些事
[00:07:55.660 --> 00:08:00.620]  該把自己顯明給世人看」
[00:08:00.620 --> 00:08:02.980]  是好兄弟來的
[00:08:02.980 --> 00:08:07.100]  他看見耶穌的人氣跌了一圈
[00:08:07.100 --> 00:08:09.820]  當他在吉利走很多神蹟那裏的時候
[00:08:09.820 --> 00:08:12.580]  吸引了很多人來跟著他
[00:08:12.580 --> 00:08:14.780]  不過因為他說的東西
[00:08:14.780 --> 00:08:16.780]  猶太人不想再聽
[00:08:16.780 --> 00:08:23.620]  做的事有時候違背了當時一些道德領袖的要求
[00:08:23.620 --> 00:08:28.300]  於是慢慢人對他反感
[00:08:28.300 --> 00:08:32.020]  所以他說 他不想在猶太往來
[00:08:32.020 --> 00:08:35.020]  猶太人想殺他
[00:08:35.020 --> 00:08:37.980]  所以耶穌的兄弟就說
[00:08:37.980 --> 00:08:40.380]  「鑄棒節來了
[00:08:40.380 --> 00:08:45.260]  你應該去猶太地 上去」
[00:08:45.260 --> 00:08:47.100]  他為什麼要去猶太呢
[00:08:47.100 --> 00:08:51.780]  因為他趁著一個最多人氣的地方
[00:08:51.780 --> 00:08:55.340]  在自然的高潮當中
[00:08:55.340 --> 00:08:58.380]  做一些揚名的事
[00:08:58.380 --> 00:09:00.580]  給他看一些東西
[00:09:00.580 --> 00:09:02.860]  行一些神蹟給他看
[00:09:02.860 --> 00:09:08.780]  好讓他能夠在人生聚集自然高潮當中
[00:09:08.780 --> 00:09:11.580]  揚名立名
[00:09:11.580 --> 00:09:15.300]  「尼塞加來了」
[00:09:15.300 --> 00:09:19.420]  這是人的期望
[00:09:19.420 --> 00:09:20.580]  耶穌的兄弟的期望
[00:09:20.580 --> 00:09:22.900]  或者有時候都是基督徒現在的期望
[00:09:22.900 --> 00:09:27.620]  如果神能夠在重要的場合 重要的地方
[00:09:27.620 --> 00:09:30.860]  舉起神蹟讓我們看到他
[00:09:30.860 --> 00:09:34.700]  那就可以吸引全世界
[00:09:34.700 --> 00:09:37.420]  於是我們祈禱都是這樣祈禱的
[00:09:37.420 --> 00:09:40.580]  所以人的期望和神的計劃
[00:09:40.580 --> 00:09:42.500]  是並存的
[00:09:42.500 --> 00:09:43.500]  好像兩極端一樣
[00:09:43.500 --> 00:09:46.580]  但是兩極端似乎兩者之間距離很遠
[00:09:46.580 --> 00:09:49.740]  就是特別像約翰所說
[00:09:49.740 --> 00:09:52.820]  當光進入黑暗的時候
[00:09:52.820 --> 00:09:55.140]  黑暗是抗拒光的
[00:09:55.140 --> 00:09:58.940]  我們習慣了黑暗 我習慣了這樣的生活
[00:09:58.940 --> 00:10:01.500]  你不要說得這麼清楚
[00:10:01.500 --> 00:10:02.860]  讓我們看到這麼多東西
[00:10:02.860 --> 00:10:03.820]  我們有很多罪
[00:10:03.820 --> 00:10:04.980]  大家都是犯罪
[00:10:04.980 --> 00:10:07.420]  黑漆漆的就不知道
[00:10:07.420 --> 00:10:10.020]  光害世界會造成混亂的
[00:10:10.020 --> 00:10:13.180]  所以耶穌的呼聲 耶穌的講道
[00:10:13.180 --> 00:10:17.500]  是刺激到當事人的那種中樞神經
[00:10:17.500 --> 00:10:19.540]  是刺中他們的死穴
[00:10:19.540 --> 00:10:22.420]  他們不想聽的
[00:10:22.420 --> 00:10:27.140]  人總有一個思想的系統
[00:10:27.140 --> 00:10:32.980]  約翰之前記載了兩篇很重要的個人談道
[00:10:32.980 --> 00:10:36.460]  一篇叫做「活水」 一篇叫做「重生」
[00:10:36.460 --> 00:10:38.620]  兩個很重要的概念
[00:10:38.620 --> 00:10:41.300]  兩篇道都是單對單的
[00:10:41.300 --> 00:10:46.420]  「活水」 剛才在螢幕上之前
[00:10:46.420 --> 00:10:47.340]  也有一篇經文
[00:10:47.340 --> 00:10:53.300]  那篇經文就來自約翰福音「活水」的談道
[00:10:53.300 --> 00:11:00.580]  「真正拜父的 要用心靈和誠實去拜他」
[00:11:00.580 --> 00:11:05.900]  撒瑪尼亞婦人是一個被社會邊緣了的
[00:11:05.900 --> 00:11:08.580]  一位失德的婦人
[00:11:08.580 --> 00:11:13.580]  她被迫要在中午時分出去打水
[00:11:13.580 --> 00:11:15.180]  但當她遇到尼塞亞之後
[00:11:15.180 --> 00:11:17.460]  她的生命很大改變
[00:11:17.460 --> 00:11:19.740]  在這個撒瑪尼亞人的系統當中
[00:11:19.740 --> 00:11:23.180]  覺得敬拜上帝要在山上
[00:11:23.180 --> 00:11:25.820]  是有時間空間的限制
[00:11:25.820 --> 00:11:27.420]  而她對時間空間特別敏感
[00:11:27.420 --> 00:11:30.180]  因為她是不敢面對人
[00:11:30.180 --> 00:11:33.140]  她不敢在正常的早上去打水
[00:11:33.140 --> 00:11:34.500]  她要在中午去打水
[00:11:34.500 --> 00:11:36.940]  因為避開很多人群
[00:11:36.940 --> 00:11:40.700]  於是她有一套的思想系統
[00:11:40.700 --> 00:11:44.180]  你説這個無知婦孺
[00:11:44.180 --> 00:11:45.860]  接著那個很厲害的
[00:11:45.860 --> 00:11:49.420]  那個叫尼哥底姆 也叫尼哥德姆
[00:11:49.420 --> 00:11:51.380]  即是猶太人的官
[00:11:51.380 --> 00:11:53.580]  是當時的社會的領袖
[00:11:53.580 --> 00:11:56.940]  是宗教領袖 政治領袖
[00:11:56.940 --> 00:12:02.140]  有權力 有知識 有地位
[00:12:02.140 --> 00:12:07.020]  撒瑪尼亞婦人在正午遇到耶穌
[00:12:07.020 --> 00:12:10.180]  所以在漢描寫的時間很特別
[00:12:10.180 --> 00:12:13.020]  尼哥底姆什麼時候見到耶穌的
[00:12:13.020 --> 00:12:16.380]  「夜闌人靜說重生」
[00:12:16.380 --> 00:12:20.420]  這個對比
[00:12:20.420 --> 00:12:24.620]  尼哥底姆這麼優秀的人才
[00:12:24.620 --> 00:12:27.460]  尚且無法理解什麼叫重生
[00:12:27.460 --> 00:12:31.900]  因為他是從人的生理過程去看
[00:12:31.900 --> 00:12:35.460]  出生怎麼捐回到媽媽的肚子裡再出生一次
[00:12:35.460 --> 00:12:37.140]  耶穌蓋塔說你是猶太人的官
[00:12:37.140 --> 00:12:41.420]  你都不明白 真是有點失望
[00:12:41.420 --> 00:12:43.100]  人有一套的思想系統
[00:12:43.100 --> 00:12:45.660]  或者這麼說 有一個框架
[00:12:45.660 --> 00:12:47.100]  這個框架使我們
[00:12:47.100 --> 00:12:51.020]  如果你所說的話不是我的經驗世界
[00:12:51.020 --> 00:12:53.420]  不是我的知識世界
[00:12:53.420 --> 00:12:55.860]  所以有一個東西你很抗拒的
[00:12:55.860 --> 00:13:01.460]  人一定要破除我們既定的思想系統
[00:13:01.460 --> 00:13:06.820]  才能夠容納上帝的話語
[00:13:06.820 --> 00:13:11.260]  所以我多年來去探討
[00:13:11.260 --> 00:13:14.180]  怎麼樣更加有效傳福音呢
[00:13:14.180 --> 00:13:16.900]  一定要先破了他的思想系統
[00:13:16.900 --> 00:13:17.820]  破了他的思想系統
[00:13:17.820 --> 00:13:21.060]  你才能夠使他抗拒
[00:13:21.060 --> 00:13:29.660]  這個就是傳福音的技巧和策略
[00:13:29.660 --> 00:13:35.980]  這個時期是一個焦慮與期望交瞻的日子
[00:13:35.980 --> 00:13:37.860]  所以很混亂的
[00:13:37.860 --> 00:13:39.380]  猶太人有些很喜歡耶穌
[00:13:39.380 --> 00:13:40.820]  有些很憎恨他
[00:13:40.820 --> 00:13:42.140]  有些跟隨他 有些殺他
[00:13:42.140 --> 00:13:45.860]  你看那個矛盾多厲害
[00:13:45.860 --> 00:13:49.700]  但早些來說猶太人對尼塞爾有期望的
[00:13:49.700 --> 00:13:53.260]  他們期待了很多很多百年的期望
[00:13:53.260 --> 00:13:56.820]  就是他們希望尼塞爾的來臨
[00:13:56.820 --> 00:13:59.380]  可以抹走他們的痛苦
[00:13:59.380 --> 00:14:01.060]  除了他們的羞辱
[00:14:01.060 --> 00:14:03.740]  和這個亡國被殖民的一個民族
[00:14:03.740 --> 00:14:07.740]  重新去建立一個新興的王國
[00:14:07.740 --> 00:14:11.220]  所以期望尼塞爾是這樣來的
[00:14:11.220 --> 00:14:15.420]  但尼塞爾 耶穌所說的尼塞爾的故事
[00:14:15.420 --> 00:14:18.020]  和他們相反
[00:14:18.020 --> 00:14:20.580]  就是哪裡有痛苦
[00:14:20.580 --> 00:14:22.380]  哪裡有眼淚
[00:14:22.380 --> 00:14:24.420]  哪裡有羞辱
[00:14:24.420 --> 00:14:26.900]  那裡就有尼塞爾
[00:14:26.900 --> 00:14:29.980]  這是一個背詞
[00:14:29.980 --> 00:14:35.140]  是世界價值與救贖的恩典的背詞
[00:14:35.140 --> 00:14:38.460]  所以我說我構思這篇講章的時候
[00:14:38.460 --> 00:14:41.700]  我想到一個很吸睛的題目
[00:14:41.700 --> 00:14:44.180]  為何上帝不像我預期
[00:14:44.180 --> 00:14:49.340]  就講到世界價值 人的期望
[00:14:49.340 --> 00:14:53.380]  和神的計劃 和神的救贖恩典
[00:14:53.380 --> 00:14:56.100]  似乎是背道而馳的
[00:14:56.100 --> 00:14:58.700]  這就是一個很特別的
[00:14:58.700 --> 00:15:01.660]  我進深到經文的另一段
[00:15:01.660 --> 00:15:05.420]  對人的糊塗和神的懊悲
[00:15:05.420 --> 00:15:09.060]  當時俗稱「喧鬧」
[00:15:09.060 --> 00:15:12.700]  很多人出來說話 怎樣說 怎樣說
[00:15:12.700 --> 00:15:18.100]  其實法利塞人在後面煽風點火的
[00:15:18.100 --> 00:15:20.860]  見群眾這樣說 他們正中下懷
[00:15:20.860 --> 00:15:25.580]  於是就抓他 抓他 殺他
[00:15:25.580 --> 00:15:31.740]  於是這種群眾力量要除去耶穌
[00:15:31.740 --> 00:15:38.500]  為何當時的人這麼容易受到法利塞人的唆擺呢
[00:15:38.500 --> 00:15:45.100]  這是肉身的識見 你的見識 你的經驗是這樣
[00:15:45.100 --> 00:15:49.980]  加上背景歧視 來自加里尼 來自拿撒勒
[00:15:49.980 --> 00:15:52.140]  有什麼好的人才呢
[00:15:52.140 --> 00:15:53.940]  他們期望離賽 不是這樣離的
[00:15:53.940 --> 00:15:55.500]  怎麼可能來自一個
[00:15:55.500 --> 00:15:58.820]  他們基本上被邊緣化了一個
[00:15:58.820 --> 00:16:03.620]  沒有什麼地方 太平凡 太落後
[00:16:03.620 --> 00:16:07.820]  背景的歧視 領袖的誤導
[00:16:07.820 --> 00:16:10.740]  用現代的洋群心態
[00:16:10.740 --> 00:16:12.820]  當他們不知道怎麼決定的時候
[00:16:12.820 --> 00:16:17.620]  於是領袖出來說話 不斷去唆擺他們
[00:16:17.620 --> 00:16:22.940]  他們就聽領袖的誤導
[00:16:22.940 --> 00:16:24.900]  我小時候上教會
[00:16:24.900 --> 00:16:28.460]  聽耶穌的故事就認識了法利塞人
[00:16:28.460 --> 00:16:31.660]  當時有很多團友 同時有些團友
[00:16:31.660 --> 00:16:35.500]  有些特別是扮神聖的扮俗色的
[00:16:35.500 --> 00:16:37.500]  哎呀 我們不可以這樣做的
[00:16:37.500 --> 00:16:39.700]  哎呀 我們不可以這樣的
[00:16:39.700 --> 00:16:41.060]  那時我們就回到團契
[00:16:41.060 --> 00:16:43.140]  快點結束了 我們下去踢球了
[00:16:43.140 --> 00:16:44.500]  不可以這樣 做什麼不可以這樣
[00:16:44.500 --> 00:16:48.260]  我們就指責他 法利塞人來的
[00:16:48.260 --> 00:16:51.020]  假冒為善 滿口仁義道德
[00:16:51.020 --> 00:16:54.820]  其實你和他一樣 你想去踢球的
[00:16:54.820 --> 00:16:58.820]  於是我對法利塞人很有興趣
[00:16:58.820 --> 00:17:03.340]  後來我開始去查考不同的經典
[00:17:03.340 --> 00:17:09.220]  讀其他的書 我發覺其他的歷史等等
[00:17:09.220 --> 00:17:12.380]  法利塞這個名詞沒有再出現過了
[00:17:12.380 --> 00:17:16.620]  在新日聖經耶穌的時代是講得最多的
[00:17:16.620 --> 00:17:21.700]  但是在耶穌的時代 名詞好像消失了
[00:17:21.700 --> 00:17:25.340]  是沒有了的 即是說你
[00:17:25.340 --> 00:17:28.580]  法利塞人是一剎那光輝而已
[00:17:28.580 --> 00:17:30.460]  當時你就點威點叻
[00:17:30.460 --> 00:17:35.180]  但是事實上在歷史上你沒有什麼見識
[00:17:35.180 --> 00:17:43.780]  相反 那些被法利塞人低貶、踐踏、捉拿
[00:17:43.780 --> 00:17:49.540]  處死的基督徒那幫門徒 那些仕徒
[00:17:49.540 --> 00:17:52.340]  成為改變人類歷史的推手
[00:17:52.340 --> 00:17:55.580]  這就是很強烈的對比
[00:17:55.580 --> 00:18:01.860]  所以人的糊塗和神的奧秘是並存的
[00:18:01.860 --> 00:18:06.900]  唯有我們越來越懂得謙卑
[00:18:06.900 --> 00:18:11.900]  懂得以人為本 不是目標為本
[00:18:11.900 --> 00:18:15.900]  是以人為本轉到以神為本
[00:18:15.900 --> 00:18:22.460]  我們就能夠明白到神的奧秘
[00:18:22.460 --> 00:18:25.780]  所以約翰一直梳理這段經文
[00:18:25.780 --> 00:18:28.340]  好了 來到整段經文
[00:18:28.340 --> 00:18:32.540]  整個技術的高潮是什麼呢?
[00:18:32.540 --> 00:18:35.500]  朱鵬哲
[00:18:35.500 --> 00:18:37.620]  朱鵬哲有他的歷史傳統
[00:18:37.620 --> 00:18:40.620]  所以約翰是很猶太人的
[00:18:40.620 --> 00:18:46.220]  他對很多猶太人的歷史、習俗、文化很熟悉
[00:18:46.220 --> 00:18:49.500]  所以對朱鵬哲的記載都特別深刻
[00:18:49.500 --> 00:18:55.740]  朱鵬哲的背景就來自《出埃及記》的時候
[00:18:55.740 --> 00:19:00.260]  猶太人在曠野漂流所過的什麼生活呢?
[00:19:00.260 --> 00:19:02.860]  朱鵬生活就是居無定所的
[00:19:02.860 --> 00:19:06.340]  就是住在帳篷裏面 敬拜神的會幕裏面
[00:19:06.340 --> 00:19:09.100]  後來進入迦南 進入一個農業社會
[00:19:09.100 --> 00:19:14.060]  開始有收成 有種植 穩定生活
[00:19:14.060 --> 00:19:17.100]  所以紀念他們的祖先所經歷的日子
[00:19:17.100 --> 00:19:20.980]  有住鵬節 又叫秋收節 歷史背景
[00:19:20.980 --> 00:19:27.060]  日節期總有一些傳統的活動
[00:19:27.060 --> 00:19:31.380]  所以每年住鵬節前是八天的
[00:19:31.380 --> 00:19:34.260]  到第八天 最後一天就是高潮
[00:19:34.260 --> 00:19:35.900]  是最隆重的一天
[00:19:35.900 --> 00:19:40.540]  耶穌出來說話了
[00:19:40.540 --> 00:19:42.300]  那我今天做什麼呢?
[00:19:42.300 --> 00:19:46.260]  聖經就會很清楚記載 傳統來的
[00:19:46.260 --> 00:19:48.060]  我今天就叫做倒水禮
[00:19:48.060 --> 00:19:49.500]  什麼叫倒水禮呢?
[00:19:49.500 --> 00:19:53.620]  你讀新約聖經有些地理的名詞
[00:19:53.620 --> 00:19:56.580]  你知不知道的
[00:19:56.580 --> 00:19:59.020]  記不記得不是大詞
[00:19:59.020 --> 00:20:02.980]  吸輪溪 溪水
[00:20:02.980 --> 00:20:04.500]  西南亞錢匯
[00:20:04.500 --> 00:20:06.620]  這些在聖經記載當中
[00:20:06.620 --> 00:20:08.980]  其他福音書都記載
[00:20:08.980 --> 00:20:13.260]  耶穌在這些聖殿周邊很多活動
[00:20:13.260 --> 00:20:17.460]  在那裡醫治癱子 醫治很多人
[00:20:17.460 --> 00:20:19.740]  聖殿旁邊有這麼多水源
[00:20:19.740 --> 00:20:22.100]  就配合了這個住鵬節
[00:20:22.100 --> 00:20:25.980]  那七天的倒水禮
[00:20:25.980 --> 00:20:30.460]  作為敬虔者要去到這些池 溪
[00:20:30.460 --> 00:20:33.100]  就拿些水拿去聖殿
[00:20:33.100 --> 00:20:35.900]  就將它倒在聖殿兩邊
[00:20:35.900 --> 00:20:39.220]  那些很隆重的裝水地方
[00:20:39.220 --> 00:20:43.900]  倒七天的行禮如儀
[00:20:43.900 --> 00:20:46.900]  年年做的 做完怎樣?
[00:20:46.900 --> 00:20:48.740]  做完等明年再做
[00:20:48.740 --> 00:20:54.780]  這個耶穌就在這個時候說了重要的東西
[00:20:54.780 --> 00:20:57.620]  相對於和撒米拉婦人說的
[00:20:57.620 --> 00:21:01.620]  沒水比魚的場景是不同的
[00:21:01.620 --> 00:21:04.140]  但那個心境一樣
[00:21:04.140 --> 00:21:09.260]  就是你這些動作對你來說
[00:21:09.260 --> 00:21:11.100]  你可能感覺良好
[00:21:11.100 --> 00:21:16.380]  但真正不可以解決你的心靈問題
[00:21:16.380 --> 00:21:18.140]  「若若可你也到我這裡來
[00:21:18.140 --> 00:21:19.980]  信我的人像經上所說
[00:21:19.980 --> 00:21:24.220]  從他福中流出活水江河來」
[00:21:24.220 --> 00:21:28.460]  耶穌也很透徹說到活水的重要性
[00:21:28.460 --> 00:21:31.940]  其實這個活水更加是
[00:21:31.940 --> 00:21:33.860]  約翰的演繹就是
[00:21:33.860 --> 00:21:36.060]  是說聖靈的同在
[00:21:36.060 --> 00:21:37.860]  聖靈的臨在
[00:21:37.860 --> 00:21:42.740]  大家可以看到一個宗教的禮儀是救不了你的
[00:21:42.740 --> 00:21:44.980]  為了聖靈的活水才可以每天用個同水
[00:21:44.980 --> 00:21:47.700]  所以每個禮拜行禮如儀
[00:21:47.700 --> 00:21:51.180]  你每個星期來美加堂聚集
[00:21:51.180 --> 00:21:52.460]  當然是都有好處
[00:21:52.460 --> 00:21:55.620]  但是如果你只是做一種行禮如儀
[00:21:55.620 --> 00:22:00.940]  一種宗教儀式是差很遠的
[00:22:00.940 --> 00:22:04.300]  一定要接通了聖靈的活水
[00:22:04.300 --> 00:22:07.060]  一定要得到聖靈的臨在
[00:22:07.060 --> 00:22:10.340]  我們才能夠有足夠的能力
[00:22:10.340 --> 00:22:12.100]  在一個歪曲薄謬
[00:22:12.100 --> 00:22:15.420]  價值顛倒混亂的世代當中
[00:22:15.420 --> 00:22:20.620]  我們能夠站立得住
[00:22:20.620 --> 00:22:24.380]  人怎樣得到活水呢?
[00:22:24.380 --> 00:22:28.100]  第一我們要認識活水的源頭
[00:22:28.100 --> 00:22:31.220]  為何上帝不在我預期
[00:22:31.220 --> 00:22:34.420]  為何世界怎樣得到苦難
[00:22:34.420 --> 00:22:40.940]  如果從苦難本身去找答案是找不到的
[00:22:40.940 --> 00:22:45.020]  這個教去詮釋苦難
[00:22:45.020 --> 00:22:47.940]  當然很重要就是約伯記很重要
[00:22:47.940 --> 00:22:50.500]  但是很特別的一件事
[00:22:50.500 --> 00:22:54.620]  和福音並存的一件事叫做因典
[00:22:54.620 --> 00:22:58.220]  我們去詮釋苦難
[00:22:58.220 --> 00:23:01.060]  不是怎樣去解釋為何等等
[00:23:01.060 --> 00:23:04.860]  而是如何去面對
[00:23:04.860 --> 00:23:07.980]  如何面對就說到因典
[00:23:07.980 --> 00:23:11.660]  因典和苦難是並存
