
[00:00:00.000 --> 00:00:09.000]  今晚這個題目較為學術性一點
[00:03:08.000 --> 00:03:10.000]  一開始就是對話
[00:03:10.000 --> 00:03:14.000]  我想五分之一都還沒講完
[00:03:14.000 --> 00:03:17.000]  就已經是大家整晚爭論一個問題
[00:03:17.000 --> 00:03:18.000]  這樣會繳錢
[00:03:18.000 --> 00:03:21.000]  這個可能就是最主要的原因
[00:03:21.000 --> 00:03:24.000]  不過我希望講得很清楚
[00:03:24.000 --> 00:03:27.000]  也是要求我自己
[00:03:27.000 --> 00:03:30.000]  不等於今晚我們缺席審判
[00:03:30.000 --> 00:03:32.000]  不等於缺席審判
[00:03:32.000 --> 00:03:36.000]  我經常要求我自己也是人同此心
[00:03:36.000 --> 00:03:41.000]  雖然我不一定贊成其他宗教的看法
[00:03:41.000 --> 00:03:43.000]  不然我們也會做了教徒
[00:03:43.000 --> 00:03:44.000]  我仍然是基督教徒
[00:03:44.000 --> 00:03:46.000]  當然我有我自己的立場
[00:03:46.000 --> 00:03:47.000]  我有我的看法
[00:03:47.000 --> 00:03:48.000]  人有立場不重要
[00:03:48.000 --> 00:03:50.000]  但起碼一個要求
[00:03:50.000 --> 00:03:51.000]  我對自己的要求
[00:03:51.000 --> 00:03:55.000]  自從21年前我寫了《共產主義與基督教》這本書之後
[00:03:55.000 --> 00:03:56.000]  我就要求自己
[00:03:56.000 --> 00:03:58.000]  雖然和我的看法不同的人
[00:03:58.000 --> 00:04:02.000]  但起碼對他們的看法我要尊重
[00:04:02.000 --> 00:04:03.000]  要了解
[00:04:03.000 --> 00:04:05.000]  不要說錯
[00:04:05.000 --> 00:04:08.000]  我們也不想關上門打狗
[00:04:08.000 --> 00:04:12.000]  21年來我要求我自己不會關上門打狗
[00:04:12.000 --> 00:04:13.000]  意思就是說
[00:04:13.000 --> 00:04:19.000]  我也不想別人在外面隨便說耶穌是同性戀
[00:04:19.000 --> 00:04:23.000]  說耶穌和莫大拉、馬尼亞同居
[00:04:23.000 --> 00:04:25.000]  我聽到也會很不開心
[00:04:25.000 --> 00:04:27.000]  正如這樣的話
[00:04:27.000 --> 00:04:28.000]  我也不想
[00:04:28.000 --> 00:04:32.000]  我相信其他宗教人也不想我們在這裡
[00:04:32.000 --> 00:04:38.000]  隨便說一些沒有根據的話去羞辱其他人
[00:04:38.000 --> 00:04:46.000]  正如我們不想人家說波斯尼亞的基督徒屠殺伊斯蘭教徒
[00:04:46.000 --> 00:04:49.000]  所以基督教是殘酷的
[00:04:49.000 --> 00:04:51.000]  我們也不喜歡別人這樣說
[00:04:51.000 --> 00:04:52.000]  所以我們也不應該
[00:04:52.000 --> 00:04:57.000]  也不想說在印尼的伊斯蘭教徒
[00:04:57.000 --> 00:05:01.000]  就是伊斯蘭教這樣暴戾的人
[00:05:01.000 --> 00:05:05.000]  我相信大家也會明白分別在哪裡
[00:05:05.000 --> 00:05:12.000]  我自己對這兩個宗教也相當的尊重
[00:05:12.000 --> 00:05:17.000]  一方面我有一些回教
[00:05:17.000 --> 00:05:20.000]  我們叫伊斯蘭教徒的朋友
[00:05:20.000 --> 00:05:24.000]  我在加拿大差不多有八年的時間
[00:05:24.000 --> 00:05:27.000]  住在我隔壁的就是伊斯蘭教的朋友
[00:05:27.000 --> 00:05:28.000]  來自伊朗的
[00:05:28.000 --> 00:05:35.000]  他們的家庭、人格、觀念、道德的要求
[00:05:35.000 --> 00:05:36.000]  是令我相當佩服的
[00:05:36.000 --> 00:05:38.000]  我們成為很好的朋友
[00:05:38.000 --> 00:05:40.000]  雖然我們一直覺得宗教信仰是不同的
[00:05:40.000 --> 00:05:43.000]  對於摩門教的朋友
[00:05:43.000 --> 00:05:46.000]  我也很相信他們也有他們的操守
[00:05:46.000 --> 00:05:49.000]  他們是很乾淨的
[00:05:49.000 --> 00:05:52.000]  乾淨不是衛生的乾淨
[00:05:52.000 --> 00:05:56.000]  我去參觀過很多不同的摩門教的聖殿
[00:05:56.000 --> 00:05:58.000]  和他們聊天
[00:05:58.000 --> 00:06:00.000]  他們的熱情
[00:06:00.000 --> 00:06:03.000]  他們對於道德的要求
[00:06:03.000 --> 00:06:06.000]  他們對待人切勿的態度
[00:06:06.000 --> 00:06:07.000]  也令我很感動
[00:06:07.000 --> 00:06:10.000]  我講了這些雜雜的開場白
[00:06:10.000 --> 00:06:14.000]  我希望大家明白我今晚嘗試要做的
[00:06:14.000 --> 00:06:16.000]  是一個比較坦誠
[00:06:16.000 --> 00:06:19.000]  稍後我也會說有不贊成的地方
[00:06:19.000 --> 00:06:24.000]  我相信也很希望當中有不同的基督徒弟兄姊妹
[00:06:24.000 --> 00:06:30.000]  或者是摩門教或者伊斯蘭教的朋友
[00:06:30.000 --> 00:06:33.000]  稍後我們也有半小時的時間
[00:06:33.000 --> 00:06:34.000]  發文的時間
[00:06:34.000 --> 00:06:36.000]  因為人數這麼多
[00:06:36.000 --> 00:06:38.000]  我仍然用以往的做法
[00:06:38.000 --> 00:06:40.000]  我們傳紙上來
[00:06:40.000 --> 00:06:42.000]  如果有些地方我說錯了
[00:06:42.000 --> 00:06:44.000]  或者有些地方你不贊成
[00:06:44.000 --> 00:06:45.000]  你可以傳上來
[00:06:45.000 --> 00:06:47.000]  我會盡力去回答
[00:06:47.000 --> 00:06:49.000]  也請你幫我
[00:06:49.000 --> 00:06:52.000]  因為這些也會成為我日後寫這本書
[00:06:52.000 --> 00:06:55.000]  定論的時候很重要的參考
[00:06:55.000 --> 00:06:58.000]  我們就閒話休提
[00:06:58.000 --> 00:07:01.000]  我們開始去看一看我們今晚的課題
[00:07:01.000 --> 00:07:06.000]  我相信大家手上也有這本小冊子
[00:07:06.000 --> 00:07:08.000]  就是講義
[00:07:08.000 --> 00:07:10.000]  我們分為兩節
[00:07:10.000 --> 00:07:12.000]  一節之後我們有個休息
[00:07:12.000 --> 00:07:14.000]  然後我們進入第二節
[00:07:14.000 --> 00:07:15.000]  第二節比較長
[00:07:15.000 --> 00:07:16.000]  第一節比較短
[00:07:16.000 --> 00:07:21.000]  我希望盡我自己的時間
[00:07:21.000 --> 00:07:22.000]  把握得好
[00:07:22.000 --> 00:07:23.000]  講得清楚
[00:07:23.000 --> 00:07:25.000]  如果你是基督教徒
[00:07:25.000 --> 00:07:26.000]  請你為我祈禱
[00:07:26.000 --> 00:07:28.000]  我恐怕資料太多
[00:07:28.000 --> 00:07:30.000]  講得比較混亂
[00:07:30.000 --> 00:07:32.000]  但我希望講得清楚
[00:07:32.000 --> 00:07:34.000]  首先我們要問一個問題
[00:07:34.000 --> 00:07:39.000]  為什麼要研究古蘭經和摩門經
[00:07:39.000 --> 00:07:44.000]  有一些很簡單的交代
[00:07:44.000 --> 00:07:47.000]  今天我們講
[00:07:47.000 --> 00:07:49.000]  如果有一位神
[00:07:49.000 --> 00:07:53.000]  他能夠創造這個宇宙
[00:07:53.000 --> 00:07:55.000]  做人類的神
[00:07:55.000 --> 00:08:02.000]  我相信他一定會用他的方法和人溝通
[00:08:02.000 --> 00:08:05.000]  大家都會明白
[00:08:05.000 --> 00:08:07.000]  如果你養過小朋友
[00:08:07.000 --> 00:08:08.000]  養大過小朋友
[00:08:08.000 --> 00:08:09.000]  你就會明白
[00:08:09.000 --> 00:08:12.000]  做父母的心也是一樣
[00:08:12.000 --> 00:08:14.000]  他不會做地球
[00:08:14.000 --> 00:08:15.000]  做宇宙
[00:08:15.000 --> 00:08:17.000]  做人類這些複雜的動物
[00:08:17.000 --> 00:08:19.000]  任由他自生自滅
[00:08:19.000 --> 00:08:22.000]  既然我們有這種宗教思考
[00:08:22.000 --> 00:08:25.000]  能夠對超然的世界有所接觸
[00:08:25.000 --> 00:08:29.000]  那位宇宙的主宰一定會和人溝通
[00:08:29.000 --> 00:08:32.000]  一定是他主動和我們溝通
[00:08:32.000 --> 00:08:35.000]  大家都會明白
[00:08:35.000 --> 00:08:36.000]  他不會躲起來
[00:08:36.000 --> 00:08:38.000]  所以我一直對中國
[00:08:38.000 --> 00:08:40.000]  傳統的天機不可洩漏
[00:08:40.000 --> 00:08:42.000]  推推推
[00:08:42.000 --> 00:08:44.000]  能夠猜到出來
[00:08:44.000 --> 00:08:46.000]  我覺得不合理
[00:08:46.000 --> 00:08:48.000]  這是另外一個話題
[00:08:48.000 --> 00:08:51.000]  這是我最深的chapter前四分鐘說的
[00:08:51.000 --> 00:08:53.000]  我一句就說完
[00:08:53.000 --> 00:08:57.000]  如果一位有情有義有溝通能力的神
[00:08:57.000 --> 00:08:59.000]  一定會和人溝通
[00:08:59.000 --> 00:09:00.000]  我們都知道
[00:09:00.000 --> 00:09:02.000]  我們剛才說有小朋友
[00:09:02.000 --> 00:09:04.000]  小朋友小時候放學回家
[00:09:04.000 --> 00:09:06.000]  校車來了
[00:09:06.000 --> 00:09:08.000]  放學回家按門鈴
[00:09:08.000 --> 00:09:10.000]  我們當然說
[00:09:10.000 --> 00:09:12.000]  兒子回來了
[00:09:12.000 --> 00:09:14.000]  好啊,進來廚房
[00:09:14.000 --> 00:09:16.000]  倒杯果汁給你喝
[00:09:16.000 --> 00:09:18.000]  當然會這樣說
[00:09:18.000 --> 00:09:20.000]  我們不會說兒子進來的時候
[00:09:20.000 --> 00:09:22.000]  我們會躲起來
[00:09:22.000 --> 00:09:24.000]  睡房的衣櫃
[00:09:24.000 --> 00:09:26.000]  看你能不能找到我
[00:09:26.000 --> 00:09:28.000]  找到我今晚有飯吃
[00:09:28.000 --> 00:09:30.000]  找不到我你就該死
[00:09:30.000 --> 00:09:32.000]  你沒得吃了
[00:09:32.000 --> 00:09:34.000]  我們會不會這樣做?不會
[00:09:34.000 --> 00:09:36.000]  你先看看你能不能找到我
[00:09:36.000 --> 00:09:38.000]  這群人找到就算了
[00:09:38.000 --> 00:09:40.000]  這群人找不到就下體
[00:09:40.000 --> 00:09:42.000]  我相信不會
[00:09:42.000 --> 00:09:44.000]  他一定用他最多的方式
[00:09:44.000 --> 00:09:46.000]  盡量用他的方法
[00:09:46.000 --> 00:09:48.000]  向人說他是怎樣的神
[00:09:48.000 --> 00:09:50.000]  他要求什麼
[00:09:50.000 --> 00:09:52.000]  他要求人怎樣和他重新建立關係
[00:09:52.000 --> 00:09:54.000]  我相信這些全部都是
[00:09:54.000 --> 00:09:56.000]  一個
[00:09:56.000 --> 00:09:58.000]  一個宇宙的神
[00:09:58.000 --> 00:10:00.000]  創造人類的神必須要做的
[00:10:00.000 --> 00:10:02.000]  就是說進一步
[00:10:02.000 --> 00:10:04.000]  我們今晚比較理性的說
[00:10:04.000 --> 00:10:06.000]  就是說他這樣啟示的時候
[00:10:06.000 --> 00:10:08.000]  也會很清楚
[00:10:08.000 --> 00:10:10.000]  這個清楚的啟示
[00:10:10.000 --> 00:10:12.000]  一定是超文化
[00:10:12.000 --> 00:10:14.000]  超地域,超時間
[00:10:14.000 --> 00:10:16.000]  就是說不只是停留在某一個人很神秘的經驗上
[00:10:16.000 --> 00:10:18.000]  而是一定
[00:10:18.000 --> 00:10:20.000]  是可以更多人受惠
[00:10:20.000 --> 00:10:22.000]  因為越是全世界
[00:10:22.000 --> 00:10:24.000]  越是不同歷史的人可以受惠的
[00:10:24.000 --> 00:10:26.000]  越是他自己的心意
[00:10:26.000 --> 00:10:28.000]  因為他是一個想和人溝通的神
[00:10:28.000 --> 00:10:30.000]  他沒理由無端端選小說
[00:10:30.000 --> 00:10:32.000]  一定是從一個小說的民族開始
[00:10:32.000 --> 00:10:34.000]  但是他一定是可以散開
[00:10:34.000 --> 00:10:36.000]  到全世界的人
[00:10:36.000 --> 00:10:38.000]  都有機會接觸
[00:10:38.000 --> 00:10:40.000]  所以從這個角度來說
[00:10:40.000 --> 00:10:42.000]  的時候
[00:10:42.000 --> 00:10:44.000]  用文字的記載
[00:10:44.000 --> 00:10:46.000]  肯定就是他要用的方法
[00:10:46.000 --> 00:10:48.000]  是不是
[00:10:48.000 --> 00:10:50.000]  用文字的記載
[00:10:50.000 --> 00:10:52.000]  才可以突破這個地域和時間的限制
[00:10:52.000 --> 00:10:54.000]  那就是說
[00:10:54.000 --> 00:10:56.000]  如果再推一步來說
[00:10:56.000 --> 00:10:58.000]  如果有宇宙就有一個神
[00:10:58.000 --> 00:11:00.000]  去溝通,去溝通的方法是透過文字的話
[00:11:00.000 --> 00:11:02.000]  就是說我們人類歷史裡面
[00:11:02.000 --> 00:11:04.000]  肯定有一本經典是
[00:11:04.000 --> 00:11:08.000]  不是聖經也有第二本的
[00:11:08.000 --> 00:11:10.000]  不過我們要求問的時候
[00:11:10.000 --> 00:11:12.000]  就不是本本都可以說他是
[00:11:12.000 --> 00:11:14.000]  不是他說是就是
[00:11:14.000 --> 00:11:16.000]  對不對
[00:11:16.000 --> 00:11:18.000]  那今晚我作一本我就說是
[00:11:18.000 --> 00:11:20.000]  那肯定有一個要求
[00:11:20.000 --> 00:11:22.000]  分辨哪本才是哪本不是
[00:11:22.000 --> 00:11:24.000]  但肯定一本是
[00:11:24.000 --> 00:11:26.000]  那最基本最
[00:11:26.000 --> 00:11:28.000]  最旨要求就是
[00:11:28.000 --> 00:11:30.000]  那本經典書籍
[00:11:30.000 --> 00:11:32.000]  一定是開宗明義說
[00:11:32.000 --> 00:11:34.000]  這個我是從
[00:11:34.000 --> 00:11:36.000]  神而來和人說的溝通的
[00:11:36.000 --> 00:11:38.000]  一個媒介
[00:11:38.000 --> 00:11:40.000]  一本經典的說話
[00:11:40.000 --> 00:11:42.000]  如果他都沒有說就對不起
[00:11:42.000 --> 00:11:44.000]  你就不要自作聰明
[00:11:44.000 --> 00:11:46.000]  一廂情願當他是
[00:11:46.000 --> 00:11:48.000]  所以論語不是
[00:11:48.000 --> 00:11:50.000]  論語很偉大的
[00:11:50.000 --> 00:11:52.000]  我讀中國哲學論語很偉大
[00:11:52.000 --> 00:11:54.000]  道德的教訓孔子很偉大
[00:11:54.000 --> 00:11:56.000]  那本
[00:11:56.000 --> 00:11:58.000]  道德經也不是
[00:11:58.000 --> 00:12:00.000]  易經也不是
[00:12:00.000 --> 00:12:02.000]  越說你就會越明白
[00:12:02.000 --> 00:12:04.000]  如果你說好
[00:12:04.000 --> 00:12:06.000]  在人類歷史裡究竟有多少本
[00:12:06.000 --> 00:12:08.000]  那亂說的就算了
[00:12:08.000 --> 00:12:10.000]  那些時間太短的
[00:12:10.000 --> 00:12:12.000]  我們還要加以
[00:12:12.000 --> 00:12:14.000]  時間等
[00:12:14.000 --> 00:12:16.000]  例如最出名流行的三大本
[00:12:16.000 --> 00:12:18.000]  書就叫Conversation with God
[00:12:18.000 --> 00:12:20.000]  不知道有沒有人看過
[00:12:20.000 --> 00:12:22.000]  美國的
[00:12:22.000 --> 00:12:24.000]  他寫了三本書
[00:12:24.000 --> 00:12:26.000]  神對他說的
[00:12:26.000 --> 00:12:28.000]  我放長雙眼看
[00:12:28.000 --> 00:12:30.000]  今晚不討論那本書了
[00:12:30.000 --> 00:12:32.000]  那些時間太短了
[00:12:32.000 --> 00:12:34.000]  一個人類歷史
[00:12:34.000 --> 00:12:36.000]  經驗都考驗
[00:12:36.000 --> 00:12:38.000]  有很多人相信
[00:12:38.000 --> 00:12:40.000]  一兩個人
[00:12:40.000 --> 00:12:42.000]  就不理他了
[00:12:42.000 --> 00:12:44.000]  但如果經歷歷史
[00:12:44.000 --> 00:12:46.000]  考驗的話
[00:12:46.000 --> 00:12:48.000]  很奇怪
[00:12:48.000 --> 00:12:50.000]  如果你知道更多
[00:12:50.000 --> 00:12:52.000]  不是很多本
[00:12:52.000 --> 00:12:54.000]  不是很多本
[00:12:54.000 --> 00:12:56.000]  宣稱自己是從神而來啟示
[00:12:56.000 --> 00:12:58.000]  又能夠建立一個穩健
[00:12:58.000 --> 00:13:00.000]  穩健的基礎
[00:13:00.000 --> 00:13:02.000]  多人相信的
[00:13:02.000 --> 00:13:04.000]  就是這三本
[00:13:04.000 --> 00:13:06.000]  就是這三本
[00:13:06.000 --> 00:13:08.000]  聖經、古蘭經
[00:13:08.000 --> 00:13:10.000]  和摩門經
[00:13:10.000 --> 00:13:12.000]  剛才我說如果你有興趣
[00:13:12.000 --> 00:13:14.000]  想到還有另外一些
[00:13:14.000 --> 00:13:16.000]  得到這樣的要求
[00:13:16.000 --> 00:13:18.000]  你寫紙上來告訴我
[00:13:18.000 --> 00:13:20.000]  我會研究
[00:13:20.000 --> 00:13:22.000]  寫在我的書上
[00:13:22.000 --> 00:13:24.000]  今晚我也很想互動
[00:13:24.000 --> 00:13:26.000]  給我多點資料
[00:13:26.000 --> 00:13:28.000]  讓我完成我的書
[00:13:28.000 --> 00:13:30.000]  這三本書都是宣稱
[00:13:30.000 --> 00:13:32.000]  是從神而來的啟示
[00:13:32.000 --> 00:13:34.000]  也都是
[00:13:34.000 --> 00:13:36.000]  有很多人相信
[00:13:36.000 --> 00:13:38.000]  成為一些人數
[00:13:38.000 --> 00:13:40.000]  相當龐大的宗教
[00:13:40.000 --> 00:13:42.000]  我不相信需要再舉這些例子
[00:13:42.000 --> 00:13:44.000]  數字出來
[00:13:44.000 --> 00:13:46.000]  如果是這樣的話
[00:13:46.000 --> 00:13:48.000]  我們這三本
[00:13:48.000 --> 00:13:50.000]  摩門經
[00:13:50.000 --> 00:13:52.000]  古蘭經
[00:13:52.000 --> 00:13:54.000]  和聖經
[00:13:54.000 --> 00:13:56.000]  究竟哪一本是呢?
[00:13:56.000 --> 00:13:58.000]  今晚我們要處理這個問題
[00:13:58.000 --> 00:14:00.000]  也有很多要求
[00:14:00.000 --> 00:14:02.000]  很多標準
[00:14:02.000 --> 00:14:04.000]  所以今晚我們就定置一些標準
[00:14:04.000 --> 00:14:06.000]  一路研究下去
[00:14:06.000 --> 00:14:10.000]  希望可以作一些判斷
[00:14:10.000 --> 00:14:12.000]  我們也假設今晚
[00:14:12.000 --> 00:14:14.000]  我相信基督教徒比較多
[00:14:14.000 --> 00:14:16.000]  所以今晚我會講摩門經
[00:14:16.000 --> 00:14:18.000]  和古蘭經比較多
[00:14:18.000 --> 00:14:20.000]  而講聖經比較少
[00:14:20.000 --> 00:14:22.000]  希望你不要誤會
[00:14:22.000 --> 00:14:24.000]  我今晚不講聖經
[00:14:24.000 --> 00:14:26.000]  我假設你認識很多
[00:14:26.000 --> 00:14:28.000]  所以我舉一兩個例子
[00:14:28.000 --> 00:14:30.000]  也不加以解釋
[00:14:30.000 --> 00:14:32.000]  我又假設對很多基督教徒來說
[00:14:32.000 --> 00:14:34.000]  可能古蘭經和摩門經
[00:14:34.000 --> 00:14:36.000]  你聽過它的名字
[00:14:36.000 --> 00:14:38.000]  但不太知道內容
[00:14:38.000 --> 00:14:40.000]  所以今晚我會比較
[00:14:40.000 --> 00:14:42.000]  詳細地和你們講述
[00:14:42.000 --> 00:14:44.000]  我剛才說
[00:14:44.000 --> 00:14:46.000]  我自己花了不少時間
[00:14:46.000 --> 00:14:48.000]  慢慢看這兩個經典
[00:14:48.000 --> 00:14:50.000]  也用了很多參考書
[00:14:50.000 --> 00:14:52.000]  我引用的時候
[00:14:52.000 --> 00:14:54.000]  也看了他們的注釋
[00:14:54.000 --> 00:14:56.000]  當然古蘭經的注釋太多
[00:14:56.000 --> 00:14:58.000]  我沒辦法看完
[00:14:58.000 --> 00:15:00.000]  我只看一些有代表性的
[00:15:00.000 --> 00:15:02.000]  摩門經的注釋我差不多看完了
[00:15:02.000 --> 00:15:04.000]  我敢說
[00:15:04.000 --> 00:15:06.000]  因為我自己訂了書
[00:15:06.000 --> 00:15:08.000]  去到美國
[00:15:08.000 --> 00:15:10.000]  找到他們的書本
[00:15:10.000 --> 00:15:12.000]  找到他們的所有要求
[00:15:12.000 --> 00:15:14.000]  希望今晚我所說的
[00:15:14.000 --> 00:15:16.000]  是我有根據的說話
[00:15:16.000 --> 00:15:18.000]  不說太多題外話
[00:15:18.000 --> 00:15:20.000]  首先問一問
[00:15:20.000 --> 00:15:22.000]  摩門經
[00:15:22.000 --> 00:15:24.000]  古蘭經是甚麼
[00:15:24.000 --> 00:15:26.000]  我想要有個簡介
[00:15:26.000 --> 00:15:28.000]  所以請你原諒我
[00:15:28.000 --> 00:15:30.000]  今晚我也要做一些簡介
[00:15:30.000 --> 00:15:32.000]  我們先看看古蘭經
[00:15:32.000 --> 00:15:34.000]  我們跳到第五頁
[00:15:38.000 --> 00:15:40.000]  花了一點時間
[00:15:40.000 --> 00:15:42.000]  做簡介
[00:15:42.000 --> 00:15:44.000]  否則我們無頭無尾不知道是甚麼
[00:15:44.000 --> 00:15:46.000]  我覺得我好像要上課
[00:15:46.000 --> 00:15:48.000]  我覺得好
[00:15:48.000 --> 00:15:50.000]  古蘭經
[00:15:50.000 --> 00:15:52.000]  基本上是記載
[00:15:52.000 --> 00:15:54.000]  基本上是記載
[00:15:54.000 --> 00:15:56.000]  毛海默德
[00:15:56.000 --> 00:15:58.000]  他自己
[00:15:58.000 --> 00:16:00.000]  所受神
[00:16:00.000 --> 00:16:02.000]  給他的啟示
[00:16:02.000 --> 00:16:04.000]  班士
[00:16:04.000 --> 00:16:06.000]  總之我用基督教的字眼就算了
[00:16:06.000 --> 00:16:08.000]  一樣的意思
[00:16:08.000 --> 00:16:12.000]  基本上他是40歲
[00:16:12.000 --> 00:16:14.000]  開始接受啟示
[00:16:14.000 --> 00:16:16.000]  到他離開世界
[00:16:16.000 --> 00:16:18.000]  大約63歲23年之間
[00:16:18.000 --> 00:16:20.000]  所得到的啟示
[00:16:20.000 --> 00:16:22.000]  所以這個啟示裏面
[00:16:22.000 --> 00:16:28.000]  包含了
[00:16:28.000 --> 00:16:30.000]  他一直傳教的過程當中
[00:16:30.000 --> 00:16:32.000]  他受
[00:16:32.000 --> 00:16:34.000]  安拉
[00:16:34.000 --> 00:16:36.000]  真主安拉
[00:16:36.000 --> 00:16:38.000]  獨一的真神
[00:16:38.000 --> 00:16:40.000]  所啟示
[00:16:40.000 --> 00:16:42.000]  他要講給世人的說話
[00:16:42.000 --> 00:16:44.000]  又加上
[00:16:44.000 --> 00:16:46.000]  一些關於他的歷史
[00:16:46.000 --> 00:16:48.000]  的記載
[00:16:48.000 --> 00:16:50.000]  基本上是在他在生的一段日子裏面
[00:16:50.000 --> 00:16:52.000]  他用口說出來的
[00:16:52.000 --> 00:16:54.000]  然後
[00:16:54.000 --> 00:16:56.000]  他離開世界之後
[00:16:56.000 --> 00:16:58.000]  由他的繼任人
[00:16:58.000 --> 00:17:00.000]  相繼
[00:17:00.000 --> 00:17:02.000]  將他收集
[00:17:02.000 --> 00:17:04.000]  編輯
[00:17:04.000 --> 00:17:06.000]  而成的古蘭經
[00:17:06.000 --> 00:17:08.000]  古蘭經通常叫做可蘭經
[00:17:08.000 --> 00:17:10.000]  可蘭經是
[00:17:10.000 --> 00:17:12.000]  比較舊的叫法
[00:17:12.000 --> 00:17:14.000]  古蘭是直接
[00:17:14.000 --> 00:17:16.000]  從阿拉伯文裏面
[00:17:16.000 --> 00:17:18.000]  翻譯的字眼
[00:17:18.000 --> 00:17:20.000]  今天一般
[00:17:20.000 --> 00:17:22.000]  比較近的作品
[00:17:22.000 --> 00:17:24.000]  都叫古蘭經
[00:17:24.000 --> 00:17:26.000]  我們就應該跟隨這個叫法
[00:17:26.000 --> 00:17:28.000]  叫古蘭
[00:17:28.000 --> 00:17:30.000]  不是用英文的KORN
[00:17:30.000 --> 00:17:32.000]  有些人問
[00:17:32.000 --> 00:17:34.000]  為什麼叫回教
[00:17:34.000 --> 00:17:36.000]  其實是因為伊斯蘭教
[00:17:36.000 --> 00:17:38.000]  就是信仰
[00:17:38.000 --> 00:17:40.000]  這個宗教的
[00:17:40.000 --> 00:17:42.000]  名字
[00:17:42.000 --> 00:17:44.000]  穆斯林就是
[00:17:44.000 --> 00:17:46.000]  信仰
[00:17:46.000 --> 00:17:48.000]  伊斯蘭信仰的朋友
[00:17:48.000 --> 00:17:50.000]  回教
[00:17:50.000 --> 00:17:52.000]  中國通常叫回教
[00:17:52.000 --> 00:17:54.000]  因為伊斯蘭教傳入中國
[00:17:54.000 --> 00:17:56.000]  的時候是大部分的回民
[00:17:56.000 --> 00:17:58.000]  他們相信
[00:17:58.000 --> 00:18:00.000]  伊斯蘭教
[00:18:00.000 --> 00:18:02.000]  不過今天已經很多漢人
[00:18:02.000 --> 00:18:04.000]  不只是回族的人都相信伊斯蘭教
