
[00:00:00.000 --> 00:00:13.000]  今日的題目很有趣,叫做英雄莫問出處,副標題是朱紅扇城的記號
[00:07:45.000 --> 00:07:50.000]  為什麼耶穌的家譜有這麼多被人看低
[00:07:50.000 --> 00:07:53.000]  有這麼多罪人在裡面呢?
[00:07:53.000 --> 00:07:56.000]  因為耶穌基督的家譜不是關於人
[00:07:56.000 --> 00:07:59.000]  耶穌基督的家譜是關於耶穌基督
[00:07:59.000 --> 00:08:01.000]  關於祂的救贖
[00:08:01.000 --> 00:08:03.000]  關於祂的恩典
[00:08:03.000 --> 00:08:05.000]  也就是告訴我們
[00:08:05.000 --> 00:08:07.000]  無論你犯了什麼罪
[00:08:07.000 --> 00:08:10.000]  無論人是怎麼看你
[00:08:10.000 --> 00:08:12.000]  只要你肯接受耶穌基督
[00:08:12.000 --> 00:08:15.000]  你都能夠得到救贖
[00:08:15.000 --> 00:08:19.000]  這正是我們基督徒的寫照
[00:08:19.000 --> 00:08:21.000]  我們每一個人都是罪人
[00:08:21.000 --> 00:08:23.000]  但是接受耶穌基督
[00:08:23.000 --> 00:08:26.000]  我們的罪是得到赦免
[00:08:26.000 --> 00:08:30.000]  很多人說我們基督徒是針對世人
[00:08:30.000 --> 00:08:33.000]  尤其是針對同性戀者
[00:08:33.000 --> 00:08:35.000]  其實不是的
[00:08:35.000 --> 00:08:40.000]  世上沒有任何罪是不能被赦免的
[00:08:40.000 --> 00:08:43.000]  唯一不能被赦免的罪
[00:08:43.000 --> 00:08:46.000]  就是不去接受耶穌基督
[00:08:46.000 --> 00:08:49.000]  這就是馬太福音12章所說
[00:08:49.000 --> 00:08:51.000]  切磋聖靈的罪
[00:08:51.000 --> 00:08:54.000]  當聖靈要感動我們接受耶穌基督
[00:08:54.000 --> 00:08:56.000]  而我們卻不去接受的話
[00:08:56.000 --> 00:08:59.000]  這是唯一不能得救的
[00:08:59.000 --> 00:09:03.000]  其他所有的罪都能被赦免
[00:09:03.000 --> 00:09:06.000]  就好像拉俠是一個很好的例子
[00:09:06.000 --> 00:09:08.000]  他本來注定要滅亡
[00:09:08.000 --> 00:09:12.000]  但是他願意接受以色列人的神
[00:09:12.000 --> 00:09:14.000]  以致不單止這樣
[00:09:14.000 --> 00:09:16.000]  他還能夠全家得救
[00:09:16.000 --> 00:09:20.000]  在約書亞記的第二章
[00:09:20.000 --> 00:09:22.000]  說到兩個探子
[00:09:22.000 --> 00:09:26.000]  去到妓女拉俠的家裡躲起來
[00:09:26.000 --> 00:09:29.000]  有人說最危險的地方
[00:09:29.000 --> 00:09:31.000]  就是最安全的地方
[00:09:31.000 --> 00:09:34.000]  為什麼拉俠的家這麼危險呢?
[00:09:34.000 --> 00:09:36.000]  等下我們會看到
[00:09:36.000 --> 00:09:39.000]  約書亞記的第二章15節告訴我們
[00:09:39.000 --> 00:09:44.000]  原來拉俠的家就是城牆的一個部分
[00:09:44.000 --> 00:09:47.000]  城牆的一部分是拉俠的家
[00:09:47.000 --> 00:09:49.000]  你想想多危險
[00:09:49.000 --> 00:09:51.000]  有探子進入城裡
[00:09:51.000 --> 00:09:53.000]  你首先要查的是什麼?
[00:09:53.000 --> 00:09:56.000]  查城牆、查城門
[00:09:56.000 --> 00:09:59.000]  所以拉俠的家其實是最危險
[00:09:59.000 --> 00:10:01.000]  但是也是最安全
[00:10:01.000 --> 00:10:03.000]  一個妓女的家裡
[00:10:03.000 --> 00:10:06.000]  有很多陌生人進出
[00:10:06.000 --> 00:10:09.000]  所以可以用來作掩蔽
[00:10:09.000 --> 00:10:12.000]  而尼哥王也聽到有消息
[00:10:12.000 --> 00:10:15.000]  所以派使者去到拉俠的家裡
[00:10:15.000 --> 00:10:19.000]  來問拉俠有沒有見過陌生人
[00:10:19.000 --> 00:10:21.000]  拉俠說有啊
[00:10:21.000 --> 00:10:23.000]  我是見過
[00:10:23.000 --> 00:10:26.000]  但是因為天快黑了
[00:10:26.000 --> 00:10:28.000]  所以兩個陌生人
[00:10:28.000 --> 00:10:31.000]  很趕著出城門
[00:10:31.000 --> 00:10:34.000]  因為我們知道天一黑
[00:10:34.000 --> 00:10:36.000]  城門就會關閉
[00:10:36.000 --> 00:10:39.000]  而尼哥王是相信拉俠
[00:10:39.000 --> 00:10:41.000]  原因是什麼呢?
[00:10:41.000 --> 00:10:43.000]  因為他的客人通常都是這樣
[00:10:43.000 --> 00:10:46.000]  天一黑就趕著出城
[00:10:46.000 --> 00:10:50.000]  也有很多人見到拉俠
[00:10:50.000 --> 00:10:53.000]  說謊來救兩個探子
[00:10:53.000 --> 00:10:58.000]  就說你看聖經可以教人說謊
[00:10:58.000 --> 00:11:01.000]  你想想多離譜
[00:11:01.000 --> 00:11:05.000]  其實聖經從來沒有教我們說謊
[00:11:05.000 --> 00:11:09.000]  你剛才說新約是讚美拉俠
[00:11:09.000 --> 00:11:12.000]  讚美他是讚美他的信心
[00:11:12.000 --> 00:11:14.000]  不是讚美他說謊
[00:11:14.000 --> 00:11:17.000]  聖經從來不鼓勵人說謊
[00:11:17.000 --> 00:11:20.000]  甚至白色的謊言都不能說
[00:11:20.000 --> 00:11:22.000]  什麼是白色的謊言
[00:11:22.000 --> 00:11:25.000]  就是不傷害人的謊言
[00:11:25.000 --> 00:11:28.000]  甚至你認為可以幫助人的謊言
[00:11:28.000 --> 00:11:32.000]  就像拉俠說的都不能說
[00:11:32.000 --> 00:11:35.000]  但是你說不是啊牧師
[00:11:35.000 --> 00:11:37.000]  聖經裡面的人物有這樣做
[00:11:37.000 --> 00:11:40.000]  那就是我可以做了
[00:11:40.000 --> 00:11:43.000]  我們應不應該做一件事
[00:11:43.000 --> 00:11:46.000]  不是看聖經的人物怎麼做
[00:11:46.000 --> 00:11:50.000]  聖經的人物很多時候會殺人放火奸淫擄掠
[00:11:50.000 --> 00:11:53.000]  如果我們照著聖經的人物這樣做
[00:11:53.000 --> 00:11:54.000]  我們又這樣做
[00:11:54.000 --> 00:11:56.000]  那就天下大亂
[00:11:56.000 --> 00:11:58.000]  我們要學習什麼
[00:11:58.000 --> 00:12:00.000]  應該怎麼做
[00:12:00.000 --> 00:12:04.000]  是從神的律例點章學習
[00:12:04.000 --> 00:12:08.000]  不是從聖經的人物學習
[00:12:08.000 --> 00:12:12.000]  如果我們認為在特殊的情形
[00:12:12.000 --> 00:12:14.000]  我們就可以犯罪
[00:12:14.000 --> 00:12:19.000]  在特殊的情形我們可以作假見證說謊
[00:12:19.000 --> 00:12:22.000]  在特殊的情形我們可以犯奸淫
[00:12:22.000 --> 00:12:25.000]  在特殊的情形我們可以殺人
[00:12:25.000 --> 00:12:26.000]  如果是這樣的話
[00:12:26.000 --> 00:12:28.000]  這部聖經就完全沒用
[00:12:28.000 --> 00:12:30.000]  不如扔了它出窗口
[00:12:30.000 --> 00:12:33.000]  每樣都有特殊的情形
[00:12:33.000 --> 00:12:37.000]  就完全沒有權威在裡面
[00:12:37.000 --> 00:12:42.000]  如果我們認為我們需要說謊
[00:12:42.000 --> 00:12:45.000]  說謊就能夠救人的話
[00:12:45.000 --> 00:12:47.000]  我們太抬高我們自己
[00:12:47.000 --> 00:12:50.000]  我們也太貶低神的能力
[00:12:50.000 --> 00:12:54.000]  如果拉俠真的說出真話的話
[00:12:54.000 --> 00:12:57.000]  你猜神能不能救兩個探子呢
[00:12:57.000 --> 00:12:59.000]  神是大能的神
[00:12:59.000 --> 00:13:02.000]  神要救的話照樣能夠救到
[00:13:02.000 --> 00:13:07.000]  其實聖經讚賞的是拉俠的信心
[00:13:07.000 --> 00:13:09.000]  他棄暗投明
[00:13:09.000 --> 00:13:12.000]  如果他幫助自己人的話
[00:13:12.000 --> 00:13:15.000]  幫助耶利哥城裡面的人
[00:13:15.000 --> 00:13:18.000]  他可能被高舉成為一個英雄
[00:13:18.000 --> 00:13:20.000]  但是如果他幫助以色列人
[00:13:20.000 --> 00:13:22.000]  讓人知道的話
[00:13:22.000 --> 00:13:24.000]  這是死罪
[00:13:24.000 --> 00:13:25.000]  但他仍然不怕
[00:13:25.000 --> 00:13:29.000]  他仍然願意接受以色列人的神
[00:13:29.000 --> 00:13:31.000]  這就是他的信心
[00:13:31.000 --> 00:13:34.000]  這就是聖經所高舉的
[00:13:36.000 --> 00:13:40.000]  在約書雅記2:9-11
[00:13:40.000 --> 00:13:44.000]  說當耶利哥王的使者離開後
[00:13:44.000 --> 00:13:48.000]  拉俠就去到屋頂跟兩個探子說話
[00:13:48.000 --> 00:13:52.000]  原來兩個探子一直都躲在他的屋頂
[00:13:52.000 --> 00:13:54.000]  拉俠跟他們說
[00:13:54.000 --> 00:13:58.000]  我知道耶和華已經把這地賜給你們
[00:13:58.000 --> 00:13:59.000]  很有趣
[00:13:59.000 --> 00:14:04.000]  他知道神已經把這地賜給了以色列人
[00:14:04.000 --> 00:14:07.000]  他承認這地是屬於以色列人的
[00:14:07.000 --> 00:14:09.000]  就是耶利哥城
[00:14:09.000 --> 00:14:11.000]  就是迦南地
[00:14:11.000 --> 00:14:14.000]  他說我們驚慌了
[00:14:14.000 --> 00:14:17.000]  居民心都消化了
[00:14:17.000 --> 00:14:19.000]  這就是我們剛才說的
[00:14:19.000 --> 00:14:21.000]  在約書雅記2:9
[00:14:21.000 --> 00:14:23.000]  他是驚慌
[00:14:23.000 --> 00:14:25.000]  他是膽戰心驚
[00:14:25.000 --> 00:14:27.000]  在神的面前
[00:14:27.000 --> 00:14:30.000]  他說當我們聽見你們出埃及的時候
[00:14:30.000 --> 00:14:33.000]  怎樣神令到紅海分開
[00:14:33.000 --> 00:14:37.000]  怎樣你們可以經過旱地
[00:14:37.000 --> 00:14:40.000]  穿過紅海來出埃及
[00:14:40.000 --> 00:14:43.000]  怎樣你們去到約旦河的東邊
[00:14:43.000 --> 00:14:46.000]  來對付兩個阿摩利王
[00:14:46.000 --> 00:14:48.000]  就是西雲和鄂
[00:14:48.000 --> 00:14:49.000]  他們都聽見了
[00:14:49.000 --> 00:14:52.000]  他說你們將他們盡行毀滅
[00:14:52.000 --> 00:14:54.000]  我們心都消化了
[00:14:54.000 --> 00:14:56.000]  無一人有膽量
[00:14:56.000 --> 00:14:58.000]  耶和華你們的神
[00:14:58.000 --> 00:15:01.000]  本是上天下地的神
[00:15:01.000 --> 00:15:06.000]  一個從來未經歷過神的外邦女子
[00:15:06.000 --> 00:15:08.000]  居然有這樣的見解
[00:15:08.000 --> 00:15:10.000]  實在不是容易
[00:15:10.000 --> 00:15:14.000]  於是他就跟兩個探子說
[00:15:14.000 --> 00:15:16.000]  我要和你們納約
[00:15:16.000 --> 00:15:19.000]  約書雅記2:12-13
[00:15:19.000 --> 00:15:21.000]  他說我恩待你們
[00:15:21.000 --> 00:15:23.000]  我救了你們
[00:15:23.000 --> 00:15:26.000]  求你們指著耶和華向我起誓
[00:15:26.000 --> 00:15:29.000]  也要恩待我的傅迦
[00:15:29.000 --> 00:15:32.000]  怎樣恩待他的傅迦
[00:15:32.000 --> 00:15:35.000]  就是打救他的父母弟兄姊妹
[00:15:35.000 --> 00:15:37.000]  和他所有的家人
[00:15:37.000 --> 00:15:41.000]  注意在約書雅記2:12-13
[00:15:41.000 --> 00:15:45.000]  恩待這個字是出現了兩次
[00:15:45.000 --> 00:15:48.000]  恩待這個字的意思
[00:15:48.000 --> 00:15:52.000]  原文的希伯來文就是信實
[00:15:52.000 --> 00:15:55.000]  我們時時都說神是信實的
[00:15:55.000 --> 00:15:58.000]  即是說神是慈愛
[00:15:58.000 --> 00:16:00.000]  他是守約的
[00:16:00.000 --> 00:16:03.000]  這個就是恩待這個字
[00:16:03.000 --> 00:16:09.000]  拉合也求兩個探子給他一個實在的證據
[00:16:09.000 --> 00:16:11.000]  他說希望你們給我一個證據
[00:16:11.000 --> 00:16:13.000]  證據這個字就是印記
[00:16:13.000 --> 00:16:17.000]  我們每個基督徒都有印記在我們身上
[00:16:17.000 --> 00:16:18.000]  我們是屬於神的
[00:16:18.000 --> 00:16:20.000]  這個印記是什麼
[00:16:20.000 --> 00:16:22.000]  是聖靈
[00:16:22.000 --> 00:16:25.000]  所以拉合說求你們給我一個印記
[00:16:25.000 --> 00:16:27.000]  一個證據
[00:16:27.000 --> 00:16:31.000]  我們看到拉合和他的一家能夠得救
[00:16:31.000 --> 00:16:33.000]  完全是因為他的信心
[00:16:33.000 --> 00:16:36.000]  完全是因為神的恩典
[00:16:36.000 --> 00:16:39.000]  不是因為他的行為
[00:16:39.000 --> 00:16:41.000]  你說不是的
[00:16:41.000 --> 00:16:47.000]  雅各書的第二章真的說他們有信心的行為
[00:16:47.000 --> 00:16:52.000]  其實雅各所說的和保羅所說的很相似
[00:16:52.000 --> 00:16:55.000]  保羅在《說爾忽》所書的二章八節
[00:16:55.000 --> 00:16:58.000]  我們得救是本乎恩,恩著信
[00:16:58.000 --> 00:17:00.000]  全部都是信心
[00:17:00.000 --> 00:17:02.000]  不是因為我們的行為
[00:17:02.000 --> 00:17:04.000]  但是去到二章十節
[00:17:04.000 --> 00:17:06.000]  保羅說什麼
[00:17:06.000 --> 00:17:10.000]  神早已預備我們要行的善事
[00:17:10.000 --> 00:17:13.000]  就是說我們是恩著信
[00:17:13.000 --> 00:17:15.000]  來到得救
[00:17:15.000 --> 00:17:18.000]  不是因為行為免得有人自誇
[00:17:18.000 --> 00:17:20.000]  但是一個真正得救的人
[00:17:20.000 --> 00:17:22.000]  是會有信心的行為
[00:17:22.000 --> 00:17:26.000]  這個就是雅各書告訴我們
[00:17:26.000 --> 00:17:31.000]  阿伯拉罕和拉合都是有信心的行為
[00:17:31.000 --> 00:17:33.000]  兩個探子說
[00:17:33.000 --> 00:17:36.000]  如果你不洩漏我們的事
[00:17:36.000 --> 00:17:39.000]  當耶和華將這個地賜給我們的時候
[00:17:39.000 --> 00:17:43.000]  我們就會以慈愛誠實來代理
[00:17:43.000 --> 00:17:48.000]  又來了,慈愛誠實這個字就是恩代
[00:17:48.000 --> 00:17:50.000]  經文很有趣
[00:17:50.000 --> 00:17:54.000]  經文不是說如果耶和華將這個地賜給我們
[00:17:54.000 --> 00:17:56.000]  經文是說什麼
[00:17:56.000 --> 00:17:59.000]  當耶和華將這個地賜給我們
[00:17:59.000 --> 00:18:01.000]  我們就會恩代理
[00:18:01.000 --> 00:18:04.000]  這個和西人說的都很相似
[00:18:04.000 --> 00:18:08.000]  It's not a matter of if but when
[00:18:08.000 --> 00:18:12.000]  不是說如果是當
[00:18:12.000 --> 00:18:15.000]  意思就是說這個是很實在的
[00:18:15.000 --> 00:18:17.000]  這個是一定會發生的事
[00:18:17.000 --> 00:18:21.000]  另外很有趣的
[00:18:21.000 --> 00:18:24.000]  就是在約書亞記的二章十四節
[00:18:24.000 --> 00:18:27.000]  經文說我們情願替你們死
[00:18:27.000 --> 00:18:30.000]  兩個探子說我們情願替你們死
[00:18:30.000 --> 00:18:33.000]  有沒有看到約書亞記第二章
[00:18:33.000 --> 00:18:37.000]  已經給我們看到有贖罪的概念
[00:18:37.000 --> 00:18:41.000]  就好像耶穌基督為我們的罪而死
[00:18:41.000 --> 00:18:43.000]  救贖我們
[00:18:43.000 --> 00:18:46.000]  其實這個概念在約書亞記第二章
[00:18:46.000 --> 00:18:49.000]  很清楚地告訴我們
[00:18:49.000 --> 00:18:54.000]  接著兩個探子說
[00:18:54.000 --> 00:18:56.000]  如果我們回來的時候
[00:18:56.000 --> 00:18:59.000]  你要將珠紅色的扇繩
[00:18:59.000 --> 00:19:01.000]  綁在你的窗的上方
[00:19:01.000 --> 00:19:03.000]  你就能夠得救了
[00:19:03.000 --> 00:19:08.000]  在約書亞記的二章十四節和十八節
[00:19:08.000 --> 00:19:12.000]  他說但是你們綁了珠紅色的扇繩
[00:19:12.000 --> 00:19:15.000]  在你的窗上你們不要出街
[00:19:15.000 --> 00:19:17.000]  如果你們出街的話
[00:19:17.000 --> 00:19:21.000]  你們的罪就會在你們自己的頭上
[00:19:21.000 --> 00:19:24.000]  經文原文是血
[00:19:24.000 --> 00:19:27.000]  你們的血會在你們自己的頭上
[00:19:27.000 --> 00:19:29.000]  很有趣的
[00:19:29.000 --> 00:19:31.000]  你出街的話
[00:19:31.000 --> 00:19:33.000]  你自己的血在你的頭上
[00:19:33.000 --> 00:19:35.000]  但是如果你在家裡
[00:19:35.000 --> 00:19:37.000]  不是你自己的血
[00:19:37.000 --> 00:19:40.000]  是別人的血在你的頭上
[00:19:40.000 --> 00:19:43.000]  就是那條珠紅色的扇繩所代表的
[00:19:43.000 --> 00:19:46.000]  是誰的血在你的頭上
[00:19:46.000 --> 00:19:51.000]  這個其實和在說出埃及記的十一章
[00:19:51.000 --> 00:19:54.000]  十災最後的一災是很相似的
[00:19:54.000 --> 00:19:56.000]  神和以色列人說
[00:19:56.000 --> 00:19:59.000]  你們只需要將羔羊的血
[00:19:59.000 --> 00:20:01.000]  游在門框的上方
[00:20:01.000 --> 00:20:04.000]  那位奪命的使者來到的時候
[00:20:04.000 --> 00:20:07.000]  看到門框上有羔羊的血
[00:20:07.000 --> 00:20:10.000]  就會如月經過你的家裡
[00:20:10.000 --> 00:20:12.000]  所以如月節就是這樣
[00:20:12.000 --> 00:20:14.000]  因而得命
[00:20:14.000 --> 00:20:16.000]  這個就好像羔羊的血
[00:20:16.000 --> 00:20:19.000]  能夠救贖所有的長子
[00:20:19.000 --> 00:20:25.000]  也就像拉合家裡窗外的珠紅色的扇繩
[00:20:25.000 --> 00:20:27.000]  這些是代表什麼呢
[00:20:27.000 --> 00:20:29.000]  是代表耶穌基督的血
[00:20:29.000 --> 00:20:31.000]  耶穌基督的救贖
[00:20:31.000 --> 00:20:33.000]  正如我剛才說的
[00:20:33.000 --> 00:20:37.000]  在第二章已經讓我們看到有救贖的概念
[00:20:37.000 --> 00:20:39.000]  就是那兩個探子說
[00:20:39.000 --> 00:20:41.000]  我們情願為你而死
[00:20:41.000 --> 00:20:43.000]  很有趣
[00:20:43.000 --> 00:20:46.000]  在述詩篇的105篇的十一節
[00:20:46.000 --> 00:20:49.000]  歷代至上的十六章十八節
[00:20:49.000 --> 00:20:52.000]  神說我必將迦蘭地賜給你
[00:20:52.000 --> 00:20:55.000]  作你產業的糞
[00:20:55.000 --> 00:20:59.000]  這個糞字原文的希伯來文
[00:20:59.000 --> 00:21:01.000]  就是Habel這個字
[00:21:01.000 --> 00:21:03.000]  是什麼意思呢
[00:21:03.000 --> 00:21:05.000]  是一條繩子
[00:21:05.000 --> 00:21:06.000]  很有趣
[00:21:06.000 --> 00:21:09.000]  為什麼這個糞字是解釋繩子呢
[00:21:09.000 --> 00:21:14.000]  原因就是以色列人是用繩子來量度他們的封地
[00:21:14.000 --> 00:21:17.000]  但是這裡可能另外有一個屬靈的意思
[00:21:17.000 --> 00:21:23.000]  就是以色列人是靠著這條珠紅色的線繩來做記號
[00:21:23.000 --> 00:21:24.000]  進入迦蘭地
[00:21:24.000 --> 00:21:25.000]  英雄之地
[00:21:25.000 --> 00:21:27.000]  得到他們的產業
[00:21:27.000 --> 00:21:30.000]  我們新約的基督徒呢
[00:21:30.000 --> 00:21:33.000]  我們的產業又是什麼呢
[00:21:33.000 --> 00:21:37.000]  在《以弗所書》的一章三節告訴我們
[00:21:37.000 --> 00:21:42.000]  願眾讚歸於我們主耶穌基督的父神
[00:21:42.000 --> 00:21:48.000]  他在基督裡曾賜給我們天上各樣屬靈的福氣
