
[00:00:00.000 --> 00:00:08.640]  上一次我和大家講了以色列人是怎樣過約旦河
[00:02:07.440 --> 00:02:09.920]  如果大家喜歡的可以拿回來聽
[00:02:09.920 --> 00:02:13.760]  就是在這些標記、神蹟後面
[00:02:13.760 --> 00:02:16.160]  都有它特別的意思
[00:02:16.160 --> 00:02:20.160]  其實標記又好像是廣告一樣
[00:02:20.160 --> 00:02:25.040]  廣告後面指著的是有一個很重要的意思在裡面
[00:02:25.040 --> 00:02:27.760]  例如當你想買一輛車
[00:02:27.760 --> 00:02:30.000]  你想起你見過一個廣告
[00:02:30.000 --> 00:02:33.280]  你自然就會去買Toyota或者Honda
[00:02:33.280 --> 00:02:35.120]  你想喝汽水嗎?
[00:02:35.120 --> 00:02:37.600]  你記得你見過一個廣告
[00:02:37.600 --> 00:02:42.080]  你自然就會去買可口可樂或者是買七喜
[00:02:42.080 --> 00:02:44.400]  在幾個禮拜前
[00:02:44.400 --> 00:02:46.880]  剛剛才完了Super Bowl
[00:02:46.880 --> 00:02:49.680]  Super Bowl的廣告很好看
[00:02:49.680 --> 00:02:53.280]  很多人不懂得看美式足球
[00:02:53.280 --> 00:02:55.200]  但他們喜歡看Super Bowl
[00:02:55.200 --> 00:02:56.240]  為什麼?
[00:02:56.240 --> 00:02:58.240]  因為那些廣告的原因
[00:02:58.240 --> 00:03:00.960]  那裡的廣告很貴的
[00:03:00.960 --> 00:03:03.920]  30秒鐘的廣告你猜多少錢?
[00:03:03.920 --> 00:03:06.320]  650萬美金
[00:03:06.320 --> 00:03:07.920]  30秒鐘
[00:03:07.920 --> 00:03:10.240]  每一秒鐘是20萬
[00:03:10.240 --> 00:03:14.000]  你拍個廣告本身的成本沒那麼貴
[00:03:14.000 --> 00:03:17.840]  但是後面指著的訊息叫你去買什麼買什麼
[00:03:17.840 --> 00:03:21.040]  那就是那些商人想做到的
[00:03:21.040 --> 00:03:24.000]  有沒有看到記號本身不是那麼重要
[00:03:24.000 --> 00:03:28.080]  但是後面的訊息非常非常重要
[00:03:28.080 --> 00:03:31.600]  這也是原因為什麼神要以色列人
[00:03:31.600 --> 00:03:36.160]  立這個記號來記他的神蹟、其事
[00:03:36.160 --> 00:03:39.600]  其實聖經裡面充滿了記號
[00:03:39.600 --> 00:03:41.120]  如果大家記得
[00:03:41.120 --> 00:03:44.720]  洪水在創世記一開始
[00:03:44.720 --> 00:03:47.280]  當羅亞的時期有洪水
[00:03:47.280 --> 00:03:51.120]  毀滅人類除了羅亞一家
[00:03:51.120 --> 00:03:53.440]  神就和羅亞納約說
[00:03:53.440 --> 00:03:56.720]  我以後都不會再用洪水毀滅人類
[00:03:56.720 --> 00:04:00.080]  我就用彩虹來做記號
[00:04:00.080 --> 00:04:01.600]  很有意思
[00:04:01.600 --> 00:04:05.520]  彩虹是下雨後才看到的
[00:04:05.520 --> 00:04:08.720]  就是在洪水的時候有很大的雨
[00:04:08.720 --> 00:04:10.720]  以致有洪水
[00:04:10.720 --> 00:04:12.640]  神和羅亞說
[00:04:12.640 --> 00:04:16.080]  以後我都不會再毀滅人類
[00:04:16.080 --> 00:04:19.360]  當我們看到彩虹就想起了羅亞一家
[00:04:19.360 --> 00:04:22.480]  想起了神的應許
[00:04:22.480 --> 00:04:26.320]  我們也說過在約書亞記的第二章
[00:04:26.320 --> 00:04:28.960]  那一條珠紅色的線繩
[00:04:28.960 --> 00:04:30.800]  又是一個記號
[00:04:30.800 --> 00:04:34.880]  當拉合一家將這個珠紅色的線繩
[00:04:34.880 --> 00:04:37.600]  綁在窗門的外邊
[00:04:37.600 --> 00:04:39.680]  當以色列人來到攻城
[00:04:39.680 --> 00:04:41.360]  很奇怪的戰略
[00:04:41.360 --> 00:04:43.840]  圍著城堂轉圈走
[00:04:43.840 --> 00:04:46.240]  到了第七天走完七圈
[00:04:46.240 --> 00:04:48.640]  吹喇叭大聲叫
[00:04:48.640 --> 00:04:50.640]  城牆就倒塌了
[00:04:50.640 --> 00:04:55.040]  拉合一家的家正在城牆的上方
[00:04:55.040 --> 00:04:58.000]  居然拉合一家完整無缺
[00:04:58.000 --> 00:04:59.040]  他的家
[00:04:59.040 --> 00:05:00.080]  為什麼呢
[00:05:00.080 --> 00:05:02.800]  就是因為那條珠紅色的線繩
[00:05:02.800 --> 00:05:06.160]  是一個救贖的記號
[00:05:06.160 --> 00:05:09.600]  這個和以色列人出埃及
[00:05:09.600 --> 00:05:12.160]  神降十災最後一災
[00:05:12.160 --> 00:05:15.040]  擊殺長子都是一模一樣
[00:05:15.040 --> 00:05:18.560]  每一家人如果是用羔羊的血
[00:05:18.560 --> 00:05:21.760]  游在門框上就能夠避過
[00:05:21.760 --> 00:05:24.000]  這個長子的擊殺
[00:05:24.000 --> 00:05:26.880]  無論珠紅色的線繩
[00:05:26.880 --> 00:05:28.800]  無論是羔羊的血
[00:05:28.800 --> 00:05:31.760]  都是代表耶穌基督的救贖
[00:05:31.760 --> 00:05:34.800]  耶穌基督的補血
[00:05:34.800 --> 00:05:38.880]  其實在聖經裡還有很多其他的標記
[00:05:38.880 --> 00:05:42.480]  例如昔日曠野的銅蛇
[00:05:42.480 --> 00:05:46.160]  以色列人在曠野的時候
[00:05:46.160 --> 00:05:47.440]  他們反叛神
[00:05:47.440 --> 00:05:48.720]  他們犯罪
[00:05:48.720 --> 00:05:51.920]  神就差派火蛇來咬他們
[00:05:51.920 --> 00:05:53.520]  咬傷很多人
[00:05:53.520 --> 00:05:56.320]  也咬死很多人
[00:05:56.320 --> 00:05:58.480]  但是當以色列人
[00:05:58.480 --> 00:06:00.960]  來向神呼求
[00:06:00.960 --> 00:06:03.360]  來求神醫治的時候
[00:06:03.360 --> 00:06:07.200]  神就叫摩西立起一條銅蛇的記號
[00:06:07.200 --> 00:06:11.040]  就是說所有任何被火蛇咬傷的人
[00:06:11.040 --> 00:06:14.160]  他們願意仰望這條銅蛇
[00:06:14.160 --> 00:06:16.000]  就能夠得到醫治
[00:06:16.000 --> 00:06:17.680]  能夠得到救贖
[00:06:17.680 --> 00:06:21.360]  這也是耶穌基督釘十字架
[00:06:21.360 --> 00:06:23.360]  他救贖的標記
[00:06:23.360 --> 00:06:25.840]  你說有沒有搞錯
[00:06:25.840 --> 00:06:27.360]  不是我說的
[00:06:27.360 --> 00:06:29.600]  是使徒約翰說的
[00:06:29.600 --> 00:06:33.840]  在《書·約翰福音》的三章十四節和十五節
[00:06:33.840 --> 00:06:36.880]  說摩西在曠野怎樣舉蛇
[00:06:36.880 --> 00:06:40.080]  人子也必照樣被舉起來
[00:06:40.080 --> 00:06:44.320]  叫一切順他的道德榮生
[00:06:44.320 --> 00:06:47.520]  你說這些只不過是使徒
[00:06:47.520 --> 00:06:49.600]  故弄玄虛的
[00:06:49.600 --> 00:06:50.960]  不是的
[00:06:50.960 --> 00:06:53.680]  我和大家說文素記的時候
[00:06:53.680 --> 00:06:55.440]  我都和大家說過
[00:06:55.440 --> 00:06:59.280]  整部文素記都是一個首尾的結構
[00:06:59.280 --> 00:07:01.280]  最中心的經文
[00:07:01.280 --> 00:07:03.360]  最重要的是哪裡
[00:07:03.360 --> 00:07:06.000]  在文素記的二十一章
[00:07:06.000 --> 00:07:07.280]  是說什麼
[00:07:07.280 --> 00:07:10.160]  就是這個銅蛇的故事
[00:07:10.160 --> 00:07:11.760]  所以我們看到
[00:07:11.760 --> 00:07:15.600]  整部聖經都是聖靈所物事
[00:07:15.600 --> 00:07:19.440]  整部聖經都指著的是一個什麼信息
[00:07:19.440 --> 00:07:21.440]  就是救贖的信息
[00:07:21.440 --> 00:07:24.160]  無論珠紅色的線繩
[00:07:24.160 --> 00:07:26.320]  無論是羔羊的血
[00:07:26.320 --> 00:07:30.320]  都是代表耶穌基督的救贖
[00:07:30.320 --> 00:07:36.480]  我們說到約書亞記第三章上次
[00:07:36.480 --> 00:07:39.280]  說到以色列人過約旦河
[00:07:39.280 --> 00:07:41.280]  約櫃行仙
[00:07:41.280 --> 00:07:45.040]  約櫃裏面裝滿了很多很多的記號
[00:07:45.040 --> 00:07:46.720]  有什麼記號
[00:07:46.720 --> 00:07:49.520]  第一是裝了法板
[00:07:49.520 --> 00:07:52.000]  神在樹西乃山
[00:07:52.000 --> 00:07:54.800]  頒律法給以色列人
[00:07:54.800 --> 00:07:58.160]  十戒就是刻在石板的上方
[00:07:58.160 --> 00:08:00.720]  就是放在約櫃裏面
[00:08:00.720 --> 00:08:03.680]  還有一隻瓶裝著馬拿
[00:08:03.680 --> 00:08:06.560]  就是神賜馬拿給以色列人
[00:08:06.560 --> 00:08:10.480]  每天都給他們有供應有食物
[00:08:10.480 --> 00:08:13.360]  還有亞倫開花的像
[00:08:13.360 --> 00:08:15.600]  在文素記的第十七章
[00:08:15.600 --> 00:08:20.080]  我們看到在礦野的時候
[00:08:20.080 --> 00:08:22.480]  以色列人十二支派的領袖
[00:08:22.480 --> 00:08:25.680]  他們不服從摩西亞倫的帶領
[00:08:25.680 --> 00:08:28.240]  他們說為什麼你們可以做領袖
[00:08:28.240 --> 00:08:29.760]  我們不可以
[00:08:29.760 --> 00:08:32.400]  於是神就曉喻摩西說
[00:08:32.400 --> 00:08:34.400]  你叫所有的首領
[00:08:34.400 --> 00:08:35.920]  十二支派的首領
[00:08:35.920 --> 00:08:37.920]  都將他們的像
[00:08:37.920 --> 00:08:40.080]  放在回望的入面
[00:08:40.080 --> 00:08:41.680]  約櫃的前面
[00:08:41.680 --> 00:08:44.400]  亞倫也將他的像放出來
[00:08:44.400 --> 00:08:46.640]  因為他是代表利美派
[00:08:46.640 --> 00:08:48.240]  利美支派
[00:08:48.240 --> 00:08:50.240]  結果去到第二天
[00:08:50.240 --> 00:08:53.440]  只有亞倫的像是開花
[00:08:53.440 --> 00:08:56.160]  不單止開花還結果
[00:08:56.160 --> 00:08:58.160]  結果出來
[00:08:58.160 --> 00:09:00.560]  證明摩西和亞倫
[00:09:00.560 --> 00:09:02.880]  就是神所揀選的領袖
[00:09:02.880 --> 00:09:06.000]  其餘的支派領袖都沒有說
[00:09:06.000 --> 00:09:08.000]  我們看到在約櫃裏面
[00:09:08.000 --> 00:09:11.120]  充滿了神恩典的記號
[00:09:11.120 --> 00:09:13.120]  賜食物給以色列人
[00:09:13.120 --> 00:09:14.640]  是馬拿
[00:09:14.640 --> 00:09:17.120]  給他們有領袖帶領他們
[00:09:17.120 --> 00:09:19.120]  摩西亞倫
[00:09:19.120 --> 00:09:21.120]  給他們律例典章
[00:09:21.120 --> 00:09:23.120]  律例典章都是神的恩典嗎
[00:09:23.120 --> 00:09:25.120]  當然是
[00:09:25.120 --> 00:09:27.120]  聖經告訴我們
[00:09:27.120 --> 00:09:29.120]  如果我們守神的律例典章
[00:09:29.120 --> 00:09:31.120]  是為了我們好
[00:09:31.120 --> 00:09:33.120]  是會得到神的祝福
[00:09:33.120 --> 00:09:37.120]  其實我們基督徒
[00:09:37.120 --> 00:09:41.120]  還有很多其他的記號
[00:09:41.120 --> 00:09:43.120]  剛才我們才做完什麼
[00:09:43.120 --> 00:09:45.120]  領完聖餐
[00:09:45.120 --> 00:09:49.120]  聖餐就是代表耶穌基督
[00:09:49.120 --> 00:09:51.120]  我們在十字架上成就
[00:09:51.120 --> 00:09:53.120]  祂用祂的身體
[00:09:53.120 --> 00:09:55.120]  用祂的血來和我們納藥
[00:09:55.120 --> 00:09:57.120]  我們紀念祂
[00:09:57.120 --> 00:09:59.120]  所以我們每個月都有聖餐
[00:09:59.120 --> 00:10:01.120]  還有呢
[00:10:01.120 --> 00:10:03.120]  是浸禮
[00:10:03.120 --> 00:10:05.120]  浸禮就是代表一個基督徒
[00:10:05.120 --> 00:10:07.120]  願意在眾人面前
[00:10:07.120 --> 00:10:09.120]  見證自己
[00:10:09.120 --> 00:10:11.120]  接受耶穌基督
[00:10:11.120 --> 00:10:15.120]  他願意做這個記號
[00:10:15.120 --> 00:10:17.120]  這是什麼記號
[00:10:17.120 --> 00:10:21.120]  是和耶穌基督一起被埋葬
[00:10:21.120 --> 00:10:23.120]  浸入水裏
[00:10:23.120 --> 00:10:25.120]  然後和耶穌基督一起復活
[00:10:25.120 --> 00:10:27.120]  再出來
[00:10:27.120 --> 00:10:29.120]  說到這裏又要做個廣告
[00:10:29.120 --> 00:10:33.120]  4月3日我們很感謝神
[00:10:33.120 --> 00:10:35.120]  我們有一個浸禮
[00:10:35.120 --> 00:10:39.120]  是有兩位我們當中的姊妹
[00:10:39.120 --> 00:10:41.120]  願意受洗
[00:10:41.120 --> 00:10:43.120]  一位是Jennifer
[00:10:43.120 --> 00:10:45.120]  另外一位就是Peggy
[00:10:45.120 --> 00:10:47.120]  我們真的很感謝神
[00:10:47.120 --> 00:10:51.120]  他們不願意在眾人面前受洗
[00:10:51.120 --> 00:10:55.120]  所以我們看到
[00:10:55.120 --> 00:10:59.120]  我們基督徒身上都是充滿了神的記號
[00:10:59.120 --> 00:11:01.120]  有很多人認為基督徒身上
[00:11:01.120 --> 00:11:03.120]  不應該帶著任何的記號
[00:11:03.120 --> 00:11:05.120]  因為這些可能變成偶像
[00:11:05.120 --> 00:11:09.120]  但是聖經裏面就是充滿了記號
[00:11:09.120 --> 00:11:11.120]  所以如果你說
[00:11:11.120 --> 00:11:13.120]  我喜歡納一個十字架
[00:11:13.120 --> 00:11:15.120]  其實是沒有什麼問題
[00:11:15.120 --> 00:11:19.120]  但是我主張你還是買一個沒有耶穌基督的
[00:11:19.120 --> 00:11:23.120]  因為我們所相信的是一位復活的主
[00:11:23.120 --> 00:11:27.120]  我們不是相信一位仍然釘在十字架上
[00:11:27.120 --> 00:11:29.120]  釘死的耶穌基督
[00:11:29.120 --> 00:11:31.120]  我們是相信那位復活的主
[00:11:31.120 --> 00:11:33.120]  他已經離開了這個十字架
[00:11:33.120 --> 00:11:37.120]  也有很多基督徒喜歡將一條魚
[00:11:37.120 --> 00:11:39.120]  貼在自己的車的後面
[00:11:39.120 --> 00:11:43.120]  這是二世紀的時候基督徒的一個暗號
[00:11:43.120 --> 00:11:45.120]  因為二世紀的時候
[00:11:45.120 --> 00:11:47.120]  羅馬政府是迫使基督徒
[00:11:47.120 --> 00:11:52.120]  他們不敢說自己是基督徒就挖一條魚出來
[00:11:52.120 --> 00:11:54.120]  這個也沒有問題
[00:11:54.120 --> 00:11:59.120]  但是最重要的就是不要讓這些成為你的偶像
[00:11:59.120 --> 00:12:01.120]  你不要以為這些記號
[00:12:01.120 --> 00:12:04.120]  有什麼特別神奇的力量
[00:12:04.120 --> 00:12:06.120]  可以帶給你平安
[00:12:06.120 --> 00:12:08.120]  可以辟邪可以趕鬼
[00:12:08.120 --> 00:12:10.120]  如果你是這樣
[00:12:10.120 --> 00:12:14.120]  那時候可能這個記號已經成為了你的偶像
[00:12:14.120 --> 00:12:16.120]  這個我們要很小心
[00:12:16.120 --> 00:12:20.120]  就好像在列王記夏的十八章第四節
[00:12:20.120 --> 00:12:23.120]  我們剛才說到銅蛇的記號
[00:12:23.120 --> 00:12:28.120]  我們看到銅蛇其實是代表耶穌基督為我們的救贖
[00:12:28.120 --> 00:12:30.120]  但是當時的以色列人
[00:12:30.120 --> 00:12:34.120]  他們就開始敬拜銅蛇
[00:12:34.120 --> 00:12:36.120]  就好像敬拜偶像一樣
[00:12:36.120 --> 00:12:38.120]  所以去到希西加的時候
[00:12:38.120 --> 00:12:42.120]  希西加是要拆毀了銅蛇的這個像
[00:12:42.120 --> 00:12:46.120]  因為太多人是拜他成為偶像
[00:12:46.120 --> 00:12:49.120]  另外有一樣東西
[00:12:49.120 --> 00:12:53.120]  如果你是想將這些記號帶在你的身上的時候
[00:12:53.120 --> 00:12:55.120]  你是要很小心
[00:12:55.120 --> 00:12:57.120]  因為你是有神的名字
[00:12:57.120 --> 00:13:00.120]  耶穌基督的名字在你的身上
[00:13:00.120 --> 00:13:01.120]  為什麼呢
[00:13:01.120 --> 00:13:04.120]  因為別人叫我們做基督徒
[00:13:04.120 --> 00:13:07.120]  我們有耶穌基督的名字在我們的身上
[00:13:07.120 --> 00:13:09.120]  我們是神的兒女
[00:13:09.120 --> 00:13:11.120]  我們有神的名字在我們的身上
[00:13:11.120 --> 00:13:14.120]  當我們的行為不好的時候
[00:13:14.120 --> 00:13:15.120]  你帶著一個記號
[00:13:15.120 --> 00:13:17.120]  別人知道你是基督徒
[00:13:17.120 --> 00:13:19.120]  那你就會褻瀆神的名字
[00:13:19.120 --> 00:13:21.120]  我時時都說
[00:13:21.120 --> 00:13:24.120]  十節當中的第三節
[00:13:24.120 --> 00:13:27.120]  是多過將神的名字掛在後面
[00:13:27.120 --> 00:13:30.120]  甚至用神的名字來說粗口
[00:13:30.120 --> 00:13:35.120]  其實也不要以我們的行為來褻瀆神
[00:13:35.120 --> 00:13:37.120]  當我們帶著這些記號
[00:13:37.120 --> 00:13:40.120]  別人看到原來基督徒也是這樣
[00:13:40.120 --> 00:13:43.120]  所以你如果不能夠有好的行為
[00:13:43.120 --> 00:13:45.120]  我勸你不要貼著那條魚
[00:13:45.120 --> 00:13:47.120]  不要戴著十字架
[00:13:47.120 --> 00:13:50.120]  到你成熟一點才戴
[00:13:50.120 --> 00:13:53.120]  以色列人就是一個好的例子
[00:13:53.120 --> 00:13:56.120]  我們看到他們身為神的子民
[00:13:56.120 --> 00:14:00.120]  每個人都知道他們所相信的就是耶和華
[00:14:00.120 --> 00:14:03.120]  但是他們見盡那麼多的神跡奇事
[00:14:03.120 --> 00:14:05.120]  他們仍然忘記神
[00:14:05.120 --> 00:14:07.120]  仍然不記得神
[00:14:07.120 --> 00:14:10.120]  剛剛神才救贖他們出埃及
[00:14:10.120 --> 00:14:13.120]  降十災幫助他們出埃及
[00:14:13.120 --> 00:14:16.120]  過紅海紅海都分開
[00:14:16.120 --> 00:14:18.120]  一去到曠野
[00:14:18.120 --> 00:14:20.120]  沒有東西吃沒有水喝
[00:14:20.120 --> 00:14:21.120]  就怎樣?
[00:14:21.120 --> 00:14:22.120]  馬上埋怨
[00:14:22.120 --> 00:14:25.120]  哎呀神啊我們死了好過了
[00:14:25.120 --> 00:14:27.120]  你帶我們出來做什麼?
[00:14:27.120 --> 00:14:30.120]  完全忘記了神的作為
[00:14:30.120 --> 00:14:36.120]  這也是神為什麼要叫以色列人立記號
[00:14:36.120 --> 00:14:38.120]  以致他們能夠記得神
[00:14:38.120 --> 00:14:42.120]  因為神知道我們很容易會忘記他
[00:14:42.120 --> 00:14:47.120]  在提摩太后書的二章八節
[00:14:47.120 --> 00:14:52.120]  你要紀念耶穌基督乃是大衛的後裔
[00:14:52.120 --> 00:14:56.120]  從死裡復活正合乎我所傳的福音
[00:14:56.120 --> 00:14:58.120]  好羅提醒提摩太
[00:14:58.120 --> 00:15:02.120]  你要紀念你要記得耶穌基督
[00:15:02.120 --> 00:15:06.120]  同樣我們都要紀念記得耶穌基督
[00:15:06.120 --> 00:15:10.120]  在以塞瓦書的二十六章第八節
[00:15:10.120 --> 00:15:11.120]  英文說
[00:15:11.120 --> 00:15:16.120]  耶和華我們在你行審判的路上等候你
[00:15:16.120 --> 00:15:20.120]  我們心裡所羨慕的是你的名
[00:15:20.120 --> 00:15:23.120]  就是你那可紀念的名
[00:15:23.120 --> 00:15:27.120]  英文說的情形和我們現在很相似
[00:15:27.120 --> 00:15:31.120]  我們現在就在等候耶穌基督回來
[00:15:31.120 --> 00:15:35.120]  等候耶穌基督回來審判這個世界
[00:15:35.120 --> 00:15:40.120]  我們有沒有在等候的時候羨慕神的名
[00:15:40.120 --> 00:15:44.120]  神的名這個字的意思
[00:15:44.120 --> 00:15:48.120]  也是神與我們同在是同一個意思
[00:15:48.120 --> 00:15:55.120]  我們有沒有渴望等候耶穌基督早日回來與我們同在
[00:15:55.120 --> 00:15:59.120]  我們有沒有紀念我們有沒有記得神的名
[00:15:59.120 --> 00:16:02.120]  這個很值得我們的思考
[00:16:02.120 --> 00:16:08.120]  記號就是可以幫助我們記得紀念神
[00:16:08.120 --> 00:16:14.120]  我今天會和大家說三個原因
[00:16:14.120 --> 00:16:19.120]  為什麼神要我們立記號來紀念他
[00:16:19.120 --> 00:16:22.120]  第一個原因就是給我們自己的鼓勵
[00:16:22.120 --> 00:16:25.120]  給我們這個世代
[00:16:25.120 --> 00:16:31.120]  很多人認為記號當然是給後人的
[00:16:31.120 --> 00:16:34.120]  過了幾十年人們看到記號
[00:16:34.120 --> 00:16:36.120]  這個什麼意思
[00:16:36.120 --> 00:16:41.120]  原來是神保守以色列人過躍但可
[00:16:41.120 --> 00:16:46.120]  其實這些記號是給我們自己的
[00:16:46.120 --> 00:16:50.120]  我們看到就好像以色列人
[00:16:50.120 --> 00:16:53.120]  當他們過了約旦河
[00:16:53.120 --> 00:16:56.120]  他們還要去加拿大來征戰
[00:16:56.120 --> 00:17:00.120]  他們需要和列國來打仗
[00:17:00.120 --> 00:17:04.120]  當他們看到這個石碑的時候
[00:17:04.120 --> 00:17:08.120]  就會帶給他們很大的鼓勵
[00:17:08.120 --> 00:17:15.120]  所以我們看到約書亞叫12個以色列人
[00:17:15.120 --> 00:17:19.120]  我相信這12個是12支派的領袖
[00:17:19.120 --> 00:17:23.120]  去約旦河的水裏面就是祭司所站的地方
[00:17:23.120 --> 00:17:29.120]  四周拿了12個石頭搬去吉格成為一個石碑
[00:17:29.120 --> 00:17:31.120]  等下我會再說
[00:17:31.120 --> 00:17:33.120]  其實是有兩個石碑
[00:17:33.120 --> 00:17:35.120]  如果你注意經文的話
[00:17:35.120 --> 00:17:37.120]  有一個在河底
[00:17:37.120 --> 00:17:39.120]  一個在吉格
[00:17:39.120 --> 00:17:42.120]  等下會解釋為什麼有兩個
[00:17:42.120 --> 00:17:45.120]  在吉格的地方
[00:17:45.120 --> 00:17:48.120]  我們知道吉格是以色列人的基地
[00:17:48.120 --> 00:17:52.120]  約書亞記的九章十章十四章都告訴我們
[00:17:52.120 --> 00:17:57.120]  他們過了約旦河之後就在吉格扎營
[00:17:57.120 --> 00:18:00.120]  那個石碑就在吉格
[00:18:00.120 --> 00:18:03.120]  每天早上當以色列人起床
[00:18:03.120 --> 00:18:05.120]  去和列國征戰
[00:18:05.120 --> 00:18:06.120]  去征服加南
[00:18:06.120 --> 00:18:08.120]  在吉格出發的時候
[00:18:08.120 --> 00:18:10.120]  他們就會看到那堆石頭
[00:18:10.120 --> 00:18:13.120]  就會記得神怎樣帶領他們
[00:18:13.120 --> 00:18:15.120]  當他們回來的時候
[00:18:15.120 --> 00:18:18.120]  說不定打完仗他們很累很累
[00:18:18.120 --> 00:18:23.120]  也都可能好像艾成那一仗他們是打輸了
[00:18:23.120 --> 00:18:25.120]  回來他們是會很失望
[00:18:25.120 --> 00:18:28.120]  但是當他們看到那堆石頭的時候
[00:18:28.120 --> 00:18:29.120]  就會怎樣
[00:18:29.120 --> 00:18:32.120]  得到很大很大的鼓勵
[00:18:32.120 --> 00:18:38.120]  記得神怎樣帶領他們連約旦河都打開給他們經過
[00:18:38.120 --> 00:18:41.120]  神以往怎樣祝福他們
[00:18:41.120 --> 00:18:45.120]  神一樣會祝福他們進入加南地
[00:18:45.120 --> 00:18:47.120]  所以這些記號第一點
[00:18:47.120 --> 00:18:49.120]  是給我們自己
[00:18:49.120 --> 00:18:51.120]  是給我們的鼓勵
[00:18:51.120 --> 00:18:53.120]  第二點呢
[00:18:53.120 --> 00:18:55.120]  是給我們的子女
[00:18:55.120 --> 00:18:57.120]  是給我們下一代
[00:18:57.120 --> 00:19:01.120]  所以我叫今天的訊息的副標題
[00:19:01.120 --> 00:19:04.120]  是做傳承德性的生命
[00:19:04.120 --> 00:19:07.120]  我們基督徒都要將我們德性的生命
[00:19:07.120 --> 00:19:09.120]  傳給我們的下一代
[00:19:09.120 --> 00:19:13.120]  在約書亞記的四章六至七節
[00:19:13.120 --> 00:19:15.120]  「這些石頭在你們中間
[00:19:15.120 --> 00:19:17.120]  可以作為證據
[00:19:17.120 --> 00:19:19.120]  日後你們的子孫
[00:19:19.120 --> 00:19:20.120]  問你們說
[00:19:20.120 --> 00:19:23.120]  這些石頭是什麼意思
[00:19:23.120 --> 00:19:25.120]  你們就對他們說
[00:19:25.120 --> 00:19:27.120]  這是因約旦河的水
[00:19:27.120 --> 00:19:30.120]  在耶和華的約季前斷絕
[00:19:30.120 --> 00:19:33.120]  約季過約旦河的時候
[00:19:33.120 --> 00:19:35.120]  約旦河的水就斷絕了
[00:19:35.120 --> 00:19:40.120]  這些石頭要作以色列人永遠的紀念」
[00:19:40.120 --> 00:19:42.120]  同樣的經文
[00:19:42.120 --> 00:19:48.120]  也都出現在約書亞記的四章二十一至二十二節
[00:19:48.120 --> 00:19:52.120]  就是告訴我們這是很重要的一個訊息
[00:19:52.120 --> 00:19:55.120]  我們的子女都很容易忘記
[00:19:55.120 --> 00:19:57.120]  神在我們身上
[00:19:57.120 --> 00:19:59.120]  在他們父母身上的恩典
[00:19:59.120 --> 00:20:03.120]  所以要用記號來提醒他們
[00:20:03.120 --> 00:20:07.120]  這個記號是給我們下一代的
[00:20:07.120 --> 00:20:09.120]  為什麼要這樣做呢?
[00:20:09.120 --> 00:20:13.120]  在士斯記的二章十至十一節
[00:20:13.120 --> 00:20:18.120]  「那世代的人也都歸了自己的列祖
[00:20:18.120 --> 00:20:21.120]  後來別的世代興起
