
[00:00:00.000 --> 00:00:08.000]  我們多謝敬拜小組用詩歌來目讓我們
[00:04:12.000 --> 00:04:16.000]  讓我們的敬拜能夠進入這個實在的裏面
[00:04:16.000 --> 00:04:19.000]  你是小祖的小祖長
[00:04:19.000 --> 00:04:23.000]  主託付你有七個家庭、十個家庭
[00:04:23.000 --> 00:04:25.000]  一個月有兩次的聚集
[00:04:25.000 --> 00:04:30.000]  於是你就在這個小祖裏面產生一個牧養的功能
[00:04:30.000 --> 00:04:33.000]  你就是一個小祖的小牧人
[00:04:33.000 --> 00:04:36.000]  你是團契的職員、團契的導師
[00:04:36.000 --> 00:04:42.000]  於是你就在這個團契裏面牧養神所託付給你的弟兄姊妹
[00:04:42.000 --> 00:04:45.000]  你將這個觀念推廣出來
[00:04:45.000 --> 00:04:48.000]  我們不再是一個被動式的
[00:04:48.000 --> 00:04:51.000]  在教會裏面坐在那裏被人餵養的
[00:04:51.000 --> 00:04:54.000]  一個被動的羊
[00:04:54.000 --> 00:04:58.000]  而是我們是主動的一個參與者
[00:04:58.000 --> 00:05:00.000]  不是一個旁觀者
[00:05:00.000 --> 00:05:02.000]  不是一個看客
[00:05:02.000 --> 00:05:07.000]  而是親自在教會裏面發揮肢體的功能
[00:05:07.000 --> 00:05:11.000]  肢體的功能沒有一個肢體說沒有用的
[00:05:11.000 --> 00:05:13.000]  沒有一個肢體是被動的
[00:05:13.000 --> 00:05:20.000]  大家都是主動的來參與基督的身體的一部分
[00:05:20.000 --> 00:05:24.000]  你將這個牧養的觀念再推廣一些來看
[00:05:24.000 --> 00:05:28.000]  就在家裏面,我們大家都是有家庭的
[00:05:28.000 --> 00:05:30.000]  你是身為父母的
[00:05:30.000 --> 00:05:33.000]  無論每次給你有一個小孩、兩個、三個
[00:05:33.000 --> 00:05:35.000]  或者多少個小孩都好
[00:05:35.000 --> 00:05:38.000]  這些小羊,這些神的產業
[00:05:38.000 --> 00:05:42.000]  託付給我們來管教、來監管
[00:05:42.000 --> 00:05:47.000]  於是在他們小時候一直到成長期間
[00:05:47.000 --> 00:05:50.000]  我們就有這個牧人的功能
[00:05:50.000 --> 00:05:52.000]  你做爸爸的,你做媽媽的
[00:05:52.000 --> 00:05:57.000]  就要好好地用神的愛、神的話語去牧養他們
[00:05:57.000 --> 00:06:01.000]  在神的管教裏面幫助他們成長
[00:06:01.000 --> 00:06:04.000]  你做丈夫的,你就有這個家庭裏面
[00:06:04.000 --> 00:06:08.000]  身為一個牧人的一個功能
[00:06:08.000 --> 00:06:12.000]  去牧養你的太太、去牧養你的子女
[00:06:12.000 --> 00:06:16.000]  我們中間有不少已經是做了公公、婆婆、爺爺
[00:06:16.000 --> 00:06:18.000]  我們做祖父、外祖母的
[00:06:18.000 --> 00:06:23.000]  我們要怎樣去產生一個牧養的功能
[00:06:23.000 --> 00:06:28.000]  來幫助我們的孫子女來成長
[00:06:28.000 --> 00:06:30.000]  你做叔叔、伯伯的
[00:06:30.000 --> 00:06:32.000]  我們就要在教會裏面、在家裏面
[00:06:32.000 --> 00:06:36.000]  來產生這種愛的牧養
[00:06:36.000 --> 00:06:38.000]  我們做大哥哥、大姐姐的
[00:06:38.000 --> 00:06:39.000]  同樣一樣
[00:06:39.000 --> 00:06:41.000]  你想想一個這麼大的教會
[00:06:41.000 --> 00:06:44.000]  怎樣可以依靠一個牧人
[00:06:44.000 --> 00:06:47.000]  或者是十多個傳道人
[00:06:47.000 --> 00:06:49.000]  來牧養這麼多的回眾呢?
[00:06:49.000 --> 00:06:53.000]  摩西他帶領以色列人出埃及的時候
[00:06:53.000 --> 00:06:55.000]  當時浩浩蕩蕩
[00:06:55.000 --> 00:06:57.000]  只有南丁有六十萬人
[00:06:57.000 --> 00:06:59.000]  加上其他的
[00:06:59.000 --> 00:07:02.000]  起碼一百多萬、二百多萬的人
[00:07:02.000 --> 00:07:04.000]  這麼多的民眾
[00:07:04.000 --> 00:07:07.000]  他怎樣去管理、怎樣去牧養他們呢?
[00:07:07.000 --> 00:07:11.000]  他雖然在抗疫裏面有四十年牧養的經驗
[00:07:11.000 --> 00:07:15.000]  但是沒辦法可以來牧養這麼多的群眾
[00:07:15.000 --> 00:07:18.000]  即使他很能幹、三頭六臂
[00:07:18.000 --> 00:07:20.000]  但都是只有一個人
[00:07:20.000 --> 00:07:22.000]  當時有很多的問題
[00:07:22.000 --> 00:07:24.000]  黐麻綠豆的事情
[00:07:24.000 --> 00:07:26.000]  這個羊在我旁邊
[00:07:26.000 --> 00:07:28.000]  踩到別人家的草
[00:07:28.000 --> 00:07:33.000]  或者是怎樣受到爭拗等等的問題
[00:07:33.000 --> 00:07:36.000]  他一天忙到不得了
[00:07:36.000 --> 00:07:39.000]  他的岳父在旁邊觀察
[00:07:39.000 --> 00:07:42.000]  看到他這麼忙不是辦法的
[00:07:42.000 --> 00:07:44.000]  一個摩西即使他多能幹
[00:07:44.000 --> 00:07:46.000]  但都是只有一個人
[00:07:46.000 --> 00:07:49.000]  於是他的岳父給他一個建議
[00:07:49.000 --> 00:07:52.000]  摩西摩西你這麼辛苦的一日
[00:07:52.000 --> 00:07:54.000]  面對這麼多的民眾
[00:07:54.000 --> 00:07:56.000]  這麼多的問題
[00:07:56.000 --> 00:07:59.000]  怎樣可以解決、怎樣可以牧養他們呢?
[00:07:59.000 --> 00:08:02.000]  不如你就選一些人
[00:08:02.000 --> 00:08:04.000]  有能幹的人
[00:08:04.000 --> 00:08:06.000]  你得到你的助手
[00:08:06.000 --> 00:08:09.000]  設立他們做一個十夫長
[00:08:09.000 --> 00:08:11.000]  管理十個人
[00:08:11.000 --> 00:08:13.000]  他們就去牧養這十個人
[00:08:13.000 --> 00:08:15.000]  然後又有八夫長
[00:08:15.000 --> 00:08:17.000]  管理一百個人
[00:08:17.000 --> 00:08:20.000]  這一百個人中間有十夫長
[00:08:20.000 --> 00:08:22.000]  於是一層一層的去管理
[00:08:22.000 --> 00:08:24.000]  八夫長以上又有千夫長
[00:08:24.000 --> 00:08:26.000]  來管理一千人
[00:08:26.000 --> 00:08:30.000]  於是摩西就按照著他這個建議
[00:08:30.000 --> 00:08:35.000]  來將他的民眾分了不同的層次
[00:08:35.000 --> 00:08:38.000]  讓大家發揮他們應有的功能
[00:08:38.000 --> 00:08:41.000]  十夫長去牧養十個小羊
[00:08:41.000 --> 00:08:44.000]  八夫長去牧養他下面的十夫長
[00:08:44.000 --> 00:08:47.000]  千夫長去牧養他下面的八夫長
[00:08:47.000 --> 00:08:51.000]  一層一層的端層來牧養
[00:08:51.000 --> 00:08:54.000]  產生這種網絡式的牧養
[00:08:54.000 --> 00:08:57.000]  產生這種愛網從從的
[00:08:57.000 --> 00:09:00.000]  互相緊扣著的這種關係
[00:09:00.000 --> 00:09:02.000]  我們在香港來
[00:09:02.000 --> 00:09:05.000]  有時候就是太過被動
[00:09:05.000 --> 00:09:08.000]  這種整個教育的體制
[00:09:08.000 --> 00:09:11.000]  教導我們一種田納式的、被動式的
[00:09:11.000 --> 00:09:14.000]  這種生活
[00:09:14.000 --> 00:09:16.000]  於是來到教會都是
[00:09:16.000 --> 00:09:18.000]  你牧師來餵養我
[00:09:18.000 --> 00:09:20.000]  你來照顧我
[00:09:20.000 --> 00:09:24.000]  於是就產生一種受眾的觀念
[00:09:24.000 --> 00:09:27.000]  接受恩典的這種心態
[00:09:27.000 --> 00:09:30.000]  我們需要將這種心態扭轉過來
[00:09:30.000 --> 00:09:33.000]  我們不是單是一個被動式的
[00:09:33.000 --> 00:09:35.000]  來接受餵養
[00:09:35.000 --> 00:09:37.000]  而是我們能夠產生一個
[00:09:37.000 --> 00:09:41.000]  小牧人去牧養的功能
[00:09:41.000 --> 00:09:44.000]  我們中間有不少主要的老師
[00:09:44.000 --> 00:09:47.000]  你是教言論主要學、教青少年的、教成人的
[00:09:47.000 --> 00:09:49.000]  你就在那裡的範圍
[00:09:49.000 --> 00:09:52.000]  神所託付給你這一季的
[00:09:52.000 --> 00:09:55.000]  最少這一季的範圍裡面去牧養你的羊群
[00:09:55.000 --> 00:09:58.000]  你是創師班的、你是小組長的
[00:09:58.000 --> 00:10:00.000]  大家一起發揮這個功能
[00:10:00.000 --> 00:10:03.000]  並且這個功能不是單向的
[00:10:03.000 --> 00:10:07.000]  不是主要學就牧養他的學員
[00:10:07.000 --> 00:10:10.000]  小組組長就牧養他的組員
[00:10:10.000 --> 00:10:12.000]  是單向式的
[00:10:12.000 --> 00:10:15.000]  我們將這個觀念更加要推廣出來
[00:10:15.000 --> 00:10:18.000]  成為一個雙向的牧養
[00:10:18.000 --> 00:10:22.000]  就是說主要學的老師可以牧養他的學員
[00:10:22.000 --> 00:10:25.000]  學員可以同樣反饋
[00:10:25.000 --> 00:10:27.000]  來牧養主要學的老師
[00:10:27.000 --> 00:10:29.000]  牧師來牧養會中
[00:10:29.000 --> 00:10:33.000]  會中可以牧養牧師
[00:10:33.000 --> 00:10:36.000]  產生這種互相的關顧
[00:10:36.000 --> 00:10:40.000]  彼此的牧養這種肢體功能
[00:10:40.000 --> 00:10:43.000]  這樣的話整個教會就活起來
[00:10:43.000 --> 00:10:48.000]  整個教會就產生出這種愛中建立的關係
[00:10:48.000 --> 00:10:53.000]  你想想如果大家都願意這樣去主動式的
[00:10:53.000 --> 00:10:55.000]  去參與了小牧人
[00:10:55.000 --> 00:10:58.000]  在神所認定給我們的範圍裡面
[00:10:58.000 --> 00:11:00.000]  無論家庭也好主要學也好
[00:11:00.000 --> 00:11:03.000]  小組也好團契也好師班也好
[00:11:03.000 --> 00:11:05.000]  產生我們應有的功能
[00:11:05.000 --> 00:11:08.000]  即使你是組長你就去牧養
[00:11:08.000 --> 00:11:11.000]  你是學員你就去牧養組長
[00:11:11.000 --> 00:11:15.000]  互相之間建立起這種網絡式的牧養
[00:11:15.000 --> 00:11:16.000]  多好啊
[00:11:16.000 --> 00:11:18.000]  所謂何人的牧養
[00:11:18.000 --> 00:11:21.000]  我再問大家
[00:11:21.000 --> 00:11:23.000]  牧人是誰啊
[00:11:23.000 --> 00:11:25.000]  你給我一個回答吧
[00:11:25.000 --> 00:11:28.000]  大家有些互動性
[00:11:28.000 --> 00:11:30.000]  誰是牧人啊
[00:11:30.000 --> 00:11:33.000]  我們都有牧養的功能
[00:11:33.000 --> 00:11:36.000]  雖然我們未必是牧師
[00:11:36.000 --> 00:11:38.000]  未必是安立的牧者
[00:11:38.000 --> 00:11:40.000]  但我們有牧養的功能
[00:11:40.000 --> 00:11:41.000]  小牧人的功能
[00:11:41.000 --> 00:11:44.000]  所以大家沒有辦法可以推搪
[00:11:44.000 --> 00:11:48.000]  你不只是來到被動式的接受恩典
[00:11:48.000 --> 00:11:49.000]  接受慰藥
[00:11:49.000 --> 00:11:52.000]  不是說張開嘴巴給人家去慰你
[00:11:52.000 --> 00:11:53.000]  不是的
[00:11:53.000 --> 00:11:55.000]  是要主動式的去參與
[00:11:55.000 --> 00:11:58.000]  人家可以供應我們
[00:11:58.000 --> 00:12:00.000]  我們可以供應別人
[00:12:00.000 --> 00:12:04.000]  彼此之間產生這種網絡的牧羊關係
[00:12:04.000 --> 00:12:06.000]  耶穌基督是大牧人
[00:12:06.000 --> 00:12:08.000]  我們每一個人包括牧師
[00:12:08.000 --> 00:12:10.000]  都是耶穌基督的羊
[00:12:10.000 --> 00:12:13.000]  都是被牠牽到羊圈裏面
[00:12:13.000 --> 00:12:15.000]  但是呢
[00:12:15.000 --> 00:12:18.000]  他所設立的教會裏面
[00:12:18.000 --> 00:12:19.000]  有牧者有傳道
[00:12:19.000 --> 00:12:22.000]  然後有不少的小牧人
[00:12:22.000 --> 00:12:24.000]  在我們的範圍裏面
[00:12:24.000 --> 00:12:28.000]  來產生互相牧養的關係
[00:12:28.000 --> 00:12:31.000]  那甚麼叫做牧養呢?
[00:12:31.000 --> 00:12:34.000]  何事是牧養呢?
[00:12:34.000 --> 00:12:36.000]  彼得在這裏說
[00:12:36.000 --> 00:12:41.000]  「務要牧養你們中間臣的群羊」
[00:12:41.000 --> 00:12:45.000]  這是命令的一個時態來寫出來
[00:12:45.000 --> 00:12:47.000]  他不是說我只是勸你這麼簡單
[00:12:47.000 --> 00:12:50.000]  不是說我給你一個建議
[00:12:50.000 --> 00:12:55.000]  他用神的慈悲、憐憫、權柄
[00:12:55.000 --> 00:12:58.000]  在聖經裏面的聖靈感召他寫出來的
[00:12:58.000 --> 00:13:02.000]  務要牧養你們中間的群羊
[00:13:02.000 --> 00:13:04.000]  於是我們就要問
[00:13:04.000 --> 00:13:06.000]  甚麼叫做牧養?
[00:13:06.000 --> 00:13:10.000]  牧養這個觀念在新教的聖經裏面都有
[00:13:10.000 --> 00:13:12.000]  我們在舊約裏面
[00:13:12.000 --> 00:13:15.000]  很熟習的詩篇23篇
[00:13:15.000 --> 00:13:17.000]  「耶和華是我的牧者」
[00:13:17.000 --> 00:13:20.000]  講到羊和牧者之間的關係
[00:13:20.000 --> 00:13:22.000]  但詩篇80篇第一節
[00:13:22.000 --> 00:13:23.000]  如果你留心看
[00:13:23.000 --> 00:13:27.000]  他將牧者不是單單說耶和華
[00:13:27.000 --> 00:13:33.000]  而是說領亞國如同領羊群的牧者
[00:13:33.000 --> 00:13:35.000]  要留心聽
[00:13:35.000 --> 00:13:37.000]  意思是在以色列的民眾裏面
[00:13:37.000 --> 00:13:40.000]  有牧養功能的牧人
[00:13:40.000 --> 00:13:42.000]  大家要留心聽
[00:13:42.000 --> 00:13:44.000]  我們將他推廣到教會
[00:13:44.000 --> 00:13:45.000]  在教會裏面
[00:13:45.000 --> 00:13:47.000]  凡是我們有牧養功能的
[00:13:47.000 --> 00:13:49.000]  無論你是主要學老師
[00:13:49.000 --> 00:13:50.000]  無論你是小組組長
[00:13:50.000 --> 00:13:54.000]  我們都有牧養的需要
[00:13:54.000 --> 00:13:56.000]  甚麼叫牧養呢?
[00:13:56.000 --> 00:13:58.000]  我們中間有不少是教育界的
[00:13:58.000 --> 00:13:59.000]  你是老師
[00:13:59.000 --> 00:14:02.000]  我們教育界裏面都有提過
[00:14:02.000 --> 00:14:04.000]  有五育
[00:14:04.000 --> 00:14:06.000]  香港有間學校叫做五育中學
[00:14:06.000 --> 00:14:08.000]  甚麼叫五育呢?
[00:14:08.000 --> 00:14:12.000]  德、智、體、群、美
[00:14:12.000 --> 00:14:17.000]  五育將人性的五方面表達出來
[00:14:17.000 --> 00:14:19.000]  即是我們一個人成長的
[00:14:19.000 --> 00:14:22.000]  除了我們的身體會長進
[00:14:22.000 --> 00:14:25.000]  從孩體長到成人
[00:14:25.000 --> 00:14:28.000]  我們的智力一樣會成長
[00:14:28.000 --> 00:14:30.000]  不斷地長進
[00:14:30.000 --> 00:14:33.000]  我們的道德生活一樣要成長
[00:14:33.000 --> 00:14:35.000]  我們的社交群體的生活
[00:14:35.000 --> 00:14:38.000]  於是我們的靈性更加是這樣
[00:14:38.000 --> 00:14:40.000]  於是我們說德育
[00:14:40.000 --> 00:14:45.000]  我們要牧養一個人的道德水平
[00:14:45.000 --> 00:14:48.000]  使一個人能夠向善歸正
[00:14:48.000 --> 00:14:52.000]  能夠真正地走在一條正路上
[00:14:52.000 --> 00:14:55.000]  我想和大家看看舊約的經文
[00:14:55.000 --> 00:14:56.000]  請大家方便
[00:14:56.000 --> 00:14:59.000]  我希望你們大家都帶聖經來教會
[00:14:59.000 --> 00:15:01.000]  雖然我們有這些顯示
[00:15:01.000 --> 00:15:04.000]  但是有時我們需要拿著聖經
[00:15:04.000 --> 00:15:06.000]  你過馬路的時候
[00:15:06.000 --> 00:15:08.000]  大家拿著聖經是一個見證
[00:15:08.000 --> 00:15:11.000]  不要拿著聖經放在袋子裡
[00:15:11.000 --> 00:15:12.000]  好像很羞澀一樣
[00:15:12.000 --> 00:15:13.000]  我們不怕的
[00:15:13.000 --> 00:15:15.000]  拿著聖經表明我們去教會
[00:15:15.000 --> 00:15:16.000]  我們是基督徒
[00:15:16.000 --> 00:15:18.000]  請大家有聖經的話
[00:15:18.000 --> 00:15:19.000]  翻開舊約
[00:15:19.000 --> 00:15:22.000]  不是很熟習的經文
[00:15:22.000 --> 00:15:24.000]  我們試試翻開舊約的聖經
[00:15:24.000 --> 00:15:29.000]  你們前面的位置應該有些聖經
[00:15:29.000 --> 00:15:32.000]  大家翻開耶利米書
[00:15:32.000 --> 00:15:35.000]  耶利米書第三章
[00:15:35.000 --> 00:15:38.000]  第三章當然是講及到很多的題目
[00:15:38.000 --> 00:15:43.000]  特別是講及到叫背道的以色列人
[00:15:43.000 --> 00:15:45.000]  能夠脫離偶像
[00:15:45.000 --> 00:15:48.000]  能夠歸回回到神的面前
[00:15:48.000 --> 00:15:50.000]  領受神的慈愛、神的恩典
[00:15:50.000 --> 00:15:54.000]  然後在第十五節翻開之後
[00:15:54.000 --> 00:15:57.000]  我想請大家有聖經的和我一起讀
[00:15:57.000 --> 00:15:59.000]  如果你們聖經不方便的話
[00:15:59.000 --> 00:16:01.000]  請你們留心聽我們讀
[00:16:01.000 --> 00:16:04.000]  第三章第十五節耶利米書
[00:16:04.000 --> 00:16:10.000]  「我也必將合我心的目者賜給你們」
[00:16:10.000 --> 00:16:16.000]  「他們必以知識和智慧牧養你們」
[00:16:16.000 --> 00:16:20.000]  這裡提到當一個人成長的時候
[00:16:20.000 --> 00:16:22.000]  我們的德性、德慾
[00:16:22.000 --> 00:16:23.000]  我們要栽培
[00:16:23.000 --> 00:16:25.000]  走一條正路向善
[00:16:25.000 --> 00:16:27.000]  同樣我們的智慧
[00:16:27.000 --> 00:16:31.000]  這裡說用知識和智慧牧養他們
[00:16:31.000 --> 00:16:33.000]  我們來到教會裡面
[00:16:33.000 --> 00:16:37.000]  不是說將我們的理性、我們的悟性關掉
[00:16:37.000 --> 00:16:40.000]  使他們睡覺不用思考
[00:16:40.000 --> 00:16:41.000]  我們作為一個基督徒
[00:16:41.000 --> 00:16:44.000]  應該是一個很尖端的思想家
[00:16:44.000 --> 00:16:47.000]  能夠懂得如何判別
[00:16:47.000 --> 00:16:51.000]  懂得如何分辨事理和道德
[00:16:51.000 --> 00:16:56.000]  於是這裡提到知識和智慧
[00:16:56.000 --> 00:16:59.000]  在Babel和Stills
[00:16:59.000 --> 00:17:02.000]  以前有一位西人牧師
[00:17:02.000 --> 00:17:04.000]  他寫了很多書
[00:17:04.000 --> 00:17:05.000]  大概在四十年前
[00:17:05.000 --> 00:17:06.000]  他寫了很多書
[00:17:06.000 --> 00:17:09.000]  翻譯成為二十多種語言
[00:17:09.000 --> 00:17:12.000]  中文名叫陶書
[00:17:12.000 --> 00:17:17.000]  英文叫Toser
[00:17:17.000 --> 00:17:19.000]  有機會要多看他的書
[00:17:19.000 --> 00:17:20.000]  非常之好
[00:17:20.000 --> 00:17:24.000]  他其中有句說話很有意思
[00:17:24.000 --> 00:17:26.000]  用英文這樣說
[00:17:26.000 --> 00:17:32.000]  Next to holy living is clear thinking
[00:17:32.000 --> 00:17:33.000]  我覺得很有意思
[00:17:33.000 --> 00:17:35.000]  當我們追求敬虔
[00:17:35.000 --> 00:17:38.000]  過一個聖潔的敬虔生活的時候
[00:17:38.000 --> 00:17:41.000]  我們不是說將我們的思想封閉
[00:17:41.000 --> 00:17:47.000]  我們是在思想裡面有一個很清晰的提升
[00:17:47.000 --> 00:17:48.000]  所以我們敬拜
[00:17:48.000 --> 00:17:51.000]  其實敬拜使我們的心靈開放
[00:17:51.000 --> 00:17:54.000]  使我們得性得到培育
[00:17:54.000 --> 00:18:00.000]  使我們的智力和思想同樣得到昇華
[00:18:00.000 --> 00:18:01.000]  各位弟兄姊妹
[00:18:01.000 --> 00:18:03.000]  當我們來到神的面前
[00:18:03.000 --> 00:18:05.000]  我們追求真理
[00:18:05.000 --> 00:18:09.000]  我們理性方面有一個形式和成長
[00:18:09.000 --> 00:18:10.000]  當然我們的身體
[00:18:10.000 --> 00:18:12.000]  第三方面得志體
[00:18:12.000 --> 00:18:15.000]  我們的身體同樣要建立起來
[00:18:15.000 --> 00:18:17.000]  我們說靈性要長進
[00:18:17.000 --> 00:18:19.000]  得性要提高
[00:18:19.000 --> 00:18:22.000]  我們的身體一樣要保持身心靈的健康
[00:18:22.000 --> 00:18:24.000]  所以我們在教會裡面
[00:18:24.000 --> 00:18:26.000]  有時在體育館裡
[00:18:26.000 --> 00:18:30.000]  打羽毛球、網球、乒乓球
[00:18:30.000 --> 00:18:33.000]  做站尾操、排舞等等
[00:18:33.000 --> 00:18:38.000]  都是鼓勵我們不要封閉自己在一個環境裡
[00:18:38.000 --> 00:18:40.000]  我們要鍛鍊我們的身體
[00:18:40.000 --> 00:18:45.000]  使我們的身心靈、靈魂體都能夠很健壯
[00:18:45.000 --> 00:18:48.000]  很活潑地生活
[00:18:48.000 --> 00:18:51.000]  使我們一生能夠美滿
[00:18:51.000 --> 00:18:52.000]  真正活出神
[00:18:52.000 --> 00:18:54.000]  使我們所活出的這一生
[00:18:54.000 --> 00:18:56.000]  所以身心靈方面
[00:18:56.000 --> 00:18:58.000]  我們一樣要建立
[00:18:58.000 --> 00:19:00.000]  請大家翻開耶利米書
[00:19:00.000 --> 00:19:02.000]  既然大家都在耶利米那裡
[00:19:02.000 --> 00:19:05.000]  我們看看23章這一段經文
[00:19:05.000 --> 00:19:10.000]  23章都是講到不同的目者的題目
[00:19:10.000 --> 00:19:13.000]  特別是在第三節和第四節
[00:19:13.000 --> 00:19:14.000]  我讀第三節和第四節
[00:19:14.000 --> 00:19:16.000]  我邀請你翻開聖經
[00:19:16.000 --> 00:19:18.000]  就跟我一起讀一讀
[00:19:18.000 --> 00:19:21.000]  我要將我羊群中所剩餘的
[00:19:21.000 --> 00:19:25.000]  從我趕他們到的各國來焦聚出來
[00:19:25.000 --> 00:19:27.000]  令他們歸回本圈
[00:19:27.000 --> 00:19:30.000]  他們也必生養眾多
[00:19:30.000 --> 00:19:31.000]  第四節一起讀
[00:19:31.000 --> 00:19:34.000]  我必設立照管他們的牧人
[00:19:34.000 --> 00:19:36.000]  牧養他們
[00:19:36.000 --> 00:19:39.000]  他們不再懼怕、不再驚慌
[00:19:39.000 --> 00:19:41.000]  也不缺少一個
[00:19:41.000 --> 00:19:43.000]  這是耶和華說的
[00:19:43.000 --> 00:19:46.000]  在這裡耶和華神就講到
[00:19:46.000 --> 00:19:50.000]  在牧養羊群的時候
[00:19:50.000 --> 00:19:54.000]  使他們不再驚慌、不再懼怕
[00:19:54.000 --> 00:19:56.000]  使他們不再缺乏
[00:19:56.000 --> 00:19:58.000]  這一切就講到一個
[00:19:58.000 --> 00:20:00.000]  身心靈裡面的健全
[00:20:00.000 --> 00:20:04.000]  能夠使我們整個人被牧養起來
[00:20:04.000 --> 00:20:06.000]  而且本來就是個人方面被牧養
[00:20:06.000 --> 00:20:08.000]  德、智、體
[00:20:08.000 --> 00:20:10.000]  接著是什麼?群
[00:20:10.000 --> 00:20:12.000]  群是講到社交的關係
