
[00:00:00.000 --> 00:00:05.420]  各位親愛的姐妹 各位早安
[00:02:54.240 --> 00:02:57.240]  當然這個不是每個人都這樣
[00:02:57.240 --> 00:02:59.360]  不過我也覺得在家庭裏面
[00:02:59.360 --> 00:03:03.840]  通常媽媽的地位是比較鮮明一點的
[00:03:03.840 --> 00:03:08.840]  不過這件事就說到在美國
[00:03:08.840 --> 00:03:12.000]  有一個叫杜德夫人的太太
[00:03:12.000 --> 00:03:17.240]  她父親過世之後她很想對他敬業
[00:03:17.240 --> 00:03:20.200]  為甚麼呢?因為她的父親是一個老兵
[00:03:20.200 --> 00:03:21.720]  曾經是帶過六個小孫子
[00:03:21.720 --> 00:03:24.360]  而她的媽媽一早去世了
[00:03:24.360 --> 00:03:27.400]  而她的父親很辛苦養大六個小孫子
[00:03:27.400 --> 00:03:30.400]  她小時候她都不覺得的
[00:03:30.400 --> 00:03:31.920]  她小時候是不覺得的
[00:03:31.920 --> 00:03:35.200]  到她長大了 經歷了做父母
[00:03:35.200 --> 00:03:41.920]  然後她再想起她的父親是完全沒有太太在身邊
[00:03:41.920 --> 00:03:45.520]  而去養大六個小孫子
[00:03:45.520 --> 00:03:48.320]  她突然覺得我自己做一個媽媽
[00:03:48.320 --> 00:03:50.320]  我有丈夫有其他人支持
[00:03:50.320 --> 00:03:51.280]  都這麼辛苦
[00:03:51.280 --> 00:03:53.520]  而她父親是沒有太太
[00:03:53.520 --> 00:03:55.120]  即是她媽媽一早不在
[00:03:55.120 --> 00:03:57.840]  養育就付出很大的代價
[00:03:57.840 --> 00:04:02.880]  於是她就很想有人特別紀念父親
[00:04:02.880 --> 00:04:05.360]  當時有母親節 父親節沒有
[00:04:05.360 --> 00:04:09.320]  她就向州提出來
[00:04:09.320 --> 00:04:11.280]  最初就跟教會牧師說
[00:04:11.280 --> 00:04:13.400]  牧師覺得很有意思
[00:04:13.400 --> 00:04:20.040]  於是就在州政府之下贊成
[00:04:20.040 --> 00:04:22.840]  在美國華盛頓州在1910年
[00:04:22.840 --> 00:04:24.040]  都很久了 超過八年
[00:04:24.040 --> 00:04:26.560]  就舉行第一次的父親節聚會
[00:04:26.560 --> 00:04:28.360]  在教會裏面
[00:04:28.360 --> 00:04:31.720]  而這件事就成為一個傳統
[00:04:31.720 --> 00:04:34.640]  這個傳統就直到1972年
[00:04:34.640 --> 00:04:39.080]  美國總統尼克遜就將6月第三個主日
[00:04:39.080 --> 00:04:41.360]  就成為父親節
[00:04:41.360 --> 00:04:44.400]  但華人的地方就不是6月第三個主日
[00:04:44.400 --> 00:04:46.800]  其實很早已經有了
[00:04:46.800 --> 00:04:53.120]  1945年當年就剛剛抗戰勝利之後
[00:04:53.120 --> 00:05:00.200]  當時在上海有一幫外國人士
[00:05:00.200 --> 00:05:04.800]  他們就說在戰爭裏面死了很多男人
[00:05:04.800 --> 00:05:07.480]  死了很多父親
[00:05:07.480 --> 00:05:10.120]  當時其實很艱難
[00:05:10.120 --> 00:05:15.960]  他們最早就是為各縣區的那些男士
[00:05:15.960 --> 00:05:19.000]  特別是父親來紀念他
[00:05:19.000 --> 00:05:22.280]  於是就定8月8日
[00:05:22.280 --> 00:05:28.080]  8月8日在普通話就是爸爸
[00:05:28.080 --> 00:05:31.840]  於是由當年的中國
[00:05:31.840 --> 00:05:34.480]  就帶動整個華人世界
[00:05:34.480 --> 00:05:38.520]  就以8月8日作為一個父親節
[00:05:38.520 --> 00:05:39.520]  有兩個意思
[00:05:39.520 --> 00:05:41.800]  「陰」就是爸爸
[00:05:41.800 --> 00:05:45.560]  另外「八八」加上一個「父」字
[00:05:45.560 --> 00:05:48.000]  所以這個就在華人的地區
[00:05:48.000 --> 00:05:49.920]  在台灣 在中國
[00:05:49.920 --> 00:05:51.640]  在我們這裏都一樣
[00:05:51.640 --> 00:05:57.000]  盼望今天華人的弟子姊妹有機會
[00:05:57.000 --> 00:05:59.320]  可以和父親出去吃頓飯
[00:05:59.320 --> 00:06:01.240]  說一聲爸爸我愛你
[00:06:01.240 --> 00:06:05.160]  在聖經裏面就提到兩個父親
[00:06:05.160 --> 00:06:06.920]  在這裏我很簡單說
[00:06:06.920 --> 00:06:08.760]  就只有一個人 約伯
[00:06:08.760 --> 00:06:11.440]  他完全正直敬畏神
[00:06:11.440 --> 00:06:15.120]  他十個子女和睦相愛
[00:06:15.120 --> 00:06:17.800]  還有他很愛他的兒女
[00:06:17.800 --> 00:06:22.440]  要他們在聖結上要自結
[00:06:22.440 --> 00:06:25.600]  在上帝的事情上
[00:06:25.600 --> 00:06:29.520]  並且他經常為子女獻祭禱告
[00:06:29.520 --> 00:06:31.040]  恐怕他們犯罪離奇神
[00:06:31.040 --> 00:06:33.160]  作為一個父親
[00:06:33.160 --> 00:06:34.920]  我們不是單單去養育
[00:06:34.920 --> 00:06:36.920]  在外面賺錢回來
[00:06:36.920 --> 00:06:39.120]  也包括了甚麼呢?
[00:06:39.120 --> 00:06:44.880]  就是在領導上 肅令上去帶領
[00:06:44.880 --> 00:06:46.640]  然後就約瑟
[00:06:46.640 --> 00:06:49.680]  約瑟在聖經裏面提到有幾樣東西很獨特
[00:06:49.680 --> 00:06:52.200]  多結過節 即是有很多子女
[00:06:52.200 --> 00:06:55.160]  他帶子女去看生病父親
[00:06:55.160 --> 00:06:56.920]  即是他爺爺
[00:06:56.920 --> 00:07:00.240]  得到雅各的祝福
[00:07:00.240 --> 00:07:04.040]  他孝順他的父親
[00:07:04.040 --> 00:07:07.320]  也帶領子女
[00:07:07.320 --> 00:07:10.400]  約瑟也是一個很值得去紀念的
[00:07:10.400 --> 00:07:16.280]  不過重點就要回到今天的十誡
[00:07:16.280 --> 00:07:19.560]  十誡裏面說 當孝敬父母
[00:07:19.560 --> 00:07:21.720]  如果從十誡序列裏面
[00:07:21.720 --> 00:07:27.360]  你會發現在這一誡是屬於仁慈的
[00:07:27.360 --> 00:07:32.200]  前面三誡是屬於上帝的
[00:07:32.200 --> 00:07:39.400]  這一誡 仁慈的開始就是以父母作為開始
[00:07:39.400 --> 00:07:44.480]  下面那些就是以鄰舍
[00:07:44.480 --> 00:07:47.920]  所以如果上帝的三誡
[00:07:47.920 --> 00:07:50.920]  或者是兩個不同的編排
[00:07:50.920 --> 00:07:54.240]  即是上面的四誡 後面的六誡
[00:07:54.240 --> 00:07:55.680]  後面的六誡即是第五誡
[00:07:55.680 --> 00:07:59.480]  通常我們用的是四六分法
[00:07:59.480 --> 00:08:03.680]  第五誡 仁慈的開始就是以父母為主
[00:08:03.680 --> 00:08:06.480]  父母開始當孝敬
[00:08:06.480 --> 00:08:10.080]  這個字honour your father 孝敬
[00:08:10.080 --> 00:08:15.400]  孝敬這個字的原意是有高舉的意思的
[00:08:15.400 --> 00:08:20.680]  高舉就是以父母為榮
[00:08:20.680 --> 00:08:24.480]  高舉是提升的意思
[00:08:24.480 --> 00:08:26.360]  所以孝敬父母
[00:08:26.360 --> 00:08:31.240]  我們是以父母作為我們的榮耀
[00:08:31.240 --> 00:08:35.400]  這就是尊敬 在心裏面
[00:08:35.400 --> 00:08:37.680]  不要因為我們今天讀書多
[00:08:37.680 --> 00:08:39.920]  我們很厲害的 我父母又老了
[00:08:39.920 --> 00:08:44.120]  又落後了 就對他有些輕視
[00:08:44.120 --> 00:08:46.400]  聖經是講心的
[00:08:46.400 --> 00:08:49.920]  就是叫我們要回想起小時候父母怎樣去養育我們
[00:08:49.920 --> 00:08:55.280]  所以今天我們在任何的情況下尊重他
[00:08:55.280 --> 00:08:57.440]  不要打斷他的說話
[00:08:57.440 --> 00:09:00.720]  不要來到他看不起他
[00:09:00.720 --> 00:09:02.880]  《針研書》四章第八節
[00:09:02.880 --> 00:09:08.880]  它就說要尊重 要榮耀他
[00:09:08.880 --> 00:09:12.080]  respect 榮耀他
[00:09:12.080 --> 00:09:18.560]  對於父母這兩個態度就很重要了
[00:09:18.560 --> 00:09:24.200]  接著下去 《利物誌》十九章第三節
[00:09:24.200 --> 00:09:26.000]  那裏有另一個意思
[00:09:26.000 --> 00:09:29.720]  剛才我們講說我們去尊重
[00:09:29.720 --> 00:09:31.200]  不要看不起父母
[00:09:31.200 --> 00:09:34.280]  不要因為他的學識不夠
[00:09:34.280 --> 00:09:37.880]  或者因為他現在和我們有距離
[00:09:37.880 --> 00:09:40.160]  於是看不起他
[00:09:40.160 --> 00:09:42.200]  因為父母是一生的
[00:09:42.200 --> 00:09:44.240]  《利物誌》十九章第三節
[00:09:44.240 --> 00:09:48.240]  它用的詞就比較強烈一點
[00:09:48.240 --> 00:09:50.720]  就是敬畏
[00:09:50.720 --> 00:09:54.000]  敬畏通常用來是敬畏上帝
[00:09:54.000 --> 00:09:56.440]  英文它用fear
[00:09:56.440 --> 00:10:00.080]  fear就是有一種很嚴肅的
[00:10:00.080 --> 00:10:03.280]  就是一種敬畏、一種恐懼感
[00:10:03.280 --> 00:10:05.880]  當然這不是我們害怕他甚麼
[00:10:05.880 --> 00:10:10.960]  而是在父母面前有一種很尊敬
[00:10:10.960 --> 00:10:14.760]  並且有一種畏懼
[00:10:14.760 --> 00:10:19.560]  所以那個詞就是從尊重和敬畏
[00:10:19.560 --> 00:10:22.160]  原來是用在上帝那裏
[00:10:22.160 --> 00:10:25.760]  現在就用在父母那裏
[00:10:25.760 --> 00:10:28.600]  所以在《舊約聖經》裏面
[00:10:28.600 --> 00:10:33.120]  就將父母賦予一種神聖性
[00:10:33.120 --> 00:10:34.280]  甚麼是神聖性呢?
[00:10:34.280 --> 00:10:38.720]  就是父母本身幫他能夠生養你
[00:10:38.720 --> 00:10:40.200]  養育你的時候
[00:10:40.200 --> 00:10:43.160]  上帝就已經給了他一種神聖性
[00:10:43.160 --> 00:10:48.920]  這個神聖性就是你應該要去尊重他
[00:10:48.920 --> 00:10:50.520]  在現代人裏面
[00:10:50.520 --> 00:10:53.000]  很多時候我們講平等
[00:10:53.000 --> 00:10:54.840]  很多時候我們講理由
[00:10:54.840 --> 00:10:56.680]  很多時候講理性
[00:10:56.680 --> 00:10:59.520]  沒錯 父母不是完全對的
[00:10:59.520 --> 00:11:01.520]  父母也不是聖人
[00:11:01.520 --> 00:11:04.160]  父母也不等同上帝
[00:11:04.160 --> 00:11:06.440]  但為甚麼《舊約聖經》這麼強烈
[00:11:06.440 --> 00:11:10.200]  將父母的地位看得這麼重要呢?
[00:11:10.200 --> 00:11:14.400]  就因為當我們敬畏上帝的時候
[00:11:14.400 --> 00:11:19.360]  我們一敬畏上帝賜給我們的父母
[00:11:19.360 --> 00:11:24.680]  這個就是一種上帝的緣故
[00:11:24.680 --> 00:11:27.960]  而我們去恩及萬物
[00:11:27.960 --> 00:11:30.400]  要最近的就是父母
[00:11:30.400 --> 00:11:34.240]  當我們要去愛世人、愛其他人的時候
[00:11:34.240 --> 00:11:37.360]  對於父母的恩情
[00:11:37.360 --> 00:11:41.560]  我們是否首先要去回饋他呢?
[00:11:41.560 --> 00:11:42.840]  所以在《舊約》裏面
[00:11:42.840 --> 00:11:47.320]  父母是代表了上帝在地上對兒女的管教
[00:11:47.320 --> 00:11:50.560]  與中國文化亦都很相似
[00:11:50.560 --> 00:11:55.160]  父母本身的神聖性是一種身份
[00:11:55.160 --> 00:11:56.520]  不是說他等同上帝
[00:11:56.520 --> 00:11:57.600]  不是說他完全對
[00:11:57.600 --> 00:11:59.840]  是一種身份
[00:11:59.840 --> 00:12:03.400]  這身份就是當你有兒女的時候
[00:12:03.400 --> 00:12:05.720]  上帝就將神聖身份給你
[00:12:05.720 --> 00:12:07.560]  所以作為父母
[00:12:07.560 --> 00:12:10.320]  我們亦都要尊重這個神聖身份
[00:12:10.320 --> 00:12:14.960]  來好好去愛護、教導我們的兒女
[00:12:14.960 --> 00:12:17.080]  去管治我們的兒女
[00:12:17.080 --> 00:12:19.560]  這個就是以色列人認為
[00:12:19.560 --> 00:12:22.600]  如果家庭在這樣的情況下
[00:12:22.600 --> 00:12:24.960]  他的家庭就穩固了
[00:12:24.960 --> 00:12:27.200]  他們的國家就穩固了
[00:12:27.200 --> 00:12:31.560]  他們在地上就可以面對各樣的挑戰
[00:12:31.560 --> 00:12:35.680]  這件事與中國很相似
[00:12:35.680 --> 00:12:41.800]  中國對於一個家庭裏面亦都很重要
[00:12:41.800 --> 00:12:45.680]  我們很記得在文革的時候
[00:12:45.680 --> 00:12:49.600]  當時整個家庭制度全部破壞了
[00:12:49.600 --> 00:12:51.440]  兒女告發父母
[00:12:51.440 --> 00:12:54.240]  父母與兒女劃清界線
[00:12:54.240 --> 00:12:58.400]  當時在中國是一個非常大的災難
[00:12:58.400 --> 00:13:02.880]  整個國家當家庭被破壞了之後
[00:13:02.880 --> 00:13:05.040]  再沒有任何的信任
[00:13:05.040 --> 00:13:07.280]  人與人之間的猜忌
[00:13:07.280 --> 00:13:11.160]  整個社會是一個很困難的裏面
[00:13:11.160 --> 00:13:15.240]  今天當我們看回這段經文
[00:13:15.240 --> 00:13:19.400]  作為父母是一種無可選擇性
[00:13:19.400 --> 00:13:21.760]  一定要按照上帝的聖情
[00:13:21.760 --> 00:13:27.920]  去管教、愛護、引導和供養
[00:13:27.920 --> 00:13:29.280]  在現在這個社會裏面
[00:13:29.280 --> 00:13:31.280]  我們發現有很多
[00:13:31.280 --> 00:13:38.480]  我們沒有辦法明白有些人的親情
[00:13:38.480 --> 00:13:44.680]  我最近處理一個家庭的問題
[00:13:44.680 --> 00:13:48.840]  就是一個媽媽在這裏
[00:13:48.840 --> 00:13:52.280]  她的女兒結了婚
[00:13:52.280 --> 00:13:55.240]  這個家庭都是信主的
[00:13:55.240 --> 00:13:58.240]  都是有教會的
[00:13:58.240 --> 00:14:01.600]  而這個家庭有10元的兒子
[00:14:01.600 --> 00:14:07.080]  所以媽媽去幫我看10元的兒子
[00:14:07.080 --> 00:14:08.480]  我覺得沒有問題的
[00:14:08.480 --> 00:14:11.680]  作為媽媽看10元的兒子沒有問題
[00:14:11.680 --> 00:14:14.760]  但是這個家庭
[00:14:14.760 --> 00:14:18.720]  當然這個年輕的家庭在加拿大長大的
[00:14:18.720 --> 00:14:21.560]  我沒有種族歧視的
[00:14:21.560 --> 00:14:24.560]  她是非常重視私隱的
[00:14:24.560 --> 00:14:25.800]  就是家人的私隱
[00:14:25.800 --> 00:14:28.200]  所以媽媽在這裏幫她看10元的兒子
[00:14:28.200 --> 00:14:29.960]  相安無事
[00:14:29.960 --> 00:14:33.040]  但是去旅行的時候
[00:14:33.040 --> 00:14:36.920]  她的女兒和女婿就跟媽媽說
[00:14:36.920 --> 00:14:38.720]  你不要去了
[00:14:38.720 --> 00:14:40.240]  因為你年紀大了
[00:14:40.240 --> 00:14:42.040]  我去
[00:14:42.040 --> 00:14:44.760]  這個媽媽其實不是很大
[00:14:44.760 --> 00:14:45.560]  60多歲
[00:14:45.560 --> 00:14:47.080]  60歲左右
[00:14:47.080 --> 00:14:49.600]  她很想和孫子一起去旅行
[00:14:49.600 --> 00:14:52.000]  但是年輕的家庭就說
[00:14:52.000 --> 00:14:54.400]  這個是我們家庭的事
[00:14:54.400 --> 00:14:56.080]  一家一住
[00:14:56.080 --> 00:14:57.440]  人要離開父母
[00:14:57.440 --> 00:14:58.720]  與妻子連立
[00:14:58.720 --> 00:14:59.880]  這樣的家庭
[00:14:59.880 --> 00:15:01.680]  所以她就去旅行
[00:15:01.680 --> 00:15:03.920]  她沒有出聲 沒有埋怨
[00:15:03.920 --> 00:15:07.000]  不過心裏面就有點不舒服
[00:15:07.000 --> 00:15:08.920]  她不舒服就是
[00:15:08.920 --> 00:15:10.120]  沒錯
[00:15:10.120 --> 00:15:12.400]  她的女兒和女婿和孫子
[00:15:12.400 --> 00:15:14.640]  大家一家人去玩
[00:15:14.640 --> 00:15:16.800]  就把她拿了出來
[00:15:16.800 --> 00:15:20.320]  她這個不舒服就是
[00:15:20.320 --> 00:15:25.720]  平日她很盡心盡意去照顧孫子
[00:15:25.720 --> 00:15:27.680]  很盡心盡意去
[00:15:27.680 --> 00:15:30.320]  無代價去幫助他
[00:15:30.320 --> 00:15:33.120]  但是當他們去玩的時候
[00:15:33.120 --> 00:15:34.720]  就把她當成外人
[00:15:34.720 --> 00:15:36.400]  她這個就很不舒服
[00:15:36.400 --> 00:15:39.680]  於是她就和一些弟妹去分享
[00:15:39.680 --> 00:15:42.120]  她說那聖經是怎麼看的呢?
[00:15:42.120 --> 00:15:43.640]  她說我這樣不開心
[00:15:43.640 --> 00:15:47.360]  是不是不對呢?
[00:15:47.360 --> 00:15:50.480]  我不知道大家怎麼看
[00:15:50.480 --> 00:15:52.920]  按照中文的傳統
[00:15:52.920 --> 00:15:57.760]  一家人是包括上、中、下的
[00:15:57.760 --> 00:16:03.000]  按照一些西方就覺得
[00:16:03.000 --> 00:16:05.240]  結了婚就是一個獨老的家庭
[00:16:05.240 --> 00:16:07.360]  父母是朋友來的
[00:16:07.360 --> 00:16:10.040]  來幫忙是朋友來的
[00:16:10.040 --> 00:16:12.200]  有一個落差的
[00:16:12.200 --> 00:16:19.720]  這個落差的確在文化上是有一些困難的
[00:16:19.720 --> 00:16:22.360]  我們都勸她
[00:16:22.360 --> 00:16:25.320]  在加拿大都要接受
[00:16:25.320 --> 00:16:29.040]  她說沒錯 我也接受
[00:16:29.040 --> 00:16:35.000]  有機會就一次和年輕家庭說
[00:16:35.000 --> 00:16:39.360]  你媽媽這麼疼你的子女
[00:16:39.360 --> 00:16:44.040]  幫你出去旅行是不是可以和她一起去呢?
[00:16:44.040 --> 00:16:45.960]  她有時候不覺得的
[00:16:45.960 --> 00:16:48.080]  她說不是的 我們去遊船河
[00:16:48.080 --> 00:16:50.400]  剛好一間房間四個人
[00:16:50.400 --> 00:16:52.560]  多一個人來
[00:16:52.560 --> 00:16:53.720]  不知道怎麼樣
[00:16:53.720 --> 00:16:56.280]  我們是一家人快樂
[00:16:56.280 --> 00:17:01.200]  她說你試想一下
[00:17:01.200 --> 00:17:03.880]  這個老人家其實也不老
[00:17:03.880 --> 00:17:05.960]  現在60歲不老了
[00:17:05.960 --> 00:17:10.440]  如果他能夠和你一起
[00:17:10.440 --> 00:17:12.920]  雖然你要付多點錢
[00:17:12.920 --> 00:17:16.720]  雖然你的兒女各方面
[00:17:16.720 --> 00:17:19.560]  但如果你是將觀念改一改
[00:17:19.560 --> 00:17:22.880]  成為一份子 你怎麼看呢?
[00:17:22.880 --> 00:17:25.040]  不過很感人
[00:17:25.040 --> 00:17:28.240]  後來他們也想了
[00:17:28.240 --> 00:17:29.600]  他們在這個生活
[00:17:29.600 --> 00:17:31.600]  本來不是這麼思想的
[00:17:31.600 --> 00:17:35.200]  但因為她的媽媽很疼她的子女
[00:17:35.200 --> 00:17:41.920]  所以她就決定在最近一次帶著她去旅行
[00:17:41.920 --> 00:17:43.640]  最近不是今年
[00:17:43.640 --> 00:17:44.400]  因為不是疫情
[00:17:44.400 --> 00:17:46.080]  這個都是疫情之前
[00:17:46.080 --> 00:17:47.840]  那次帶著她去
[00:17:47.840 --> 00:17:50.040]  她回來後說
[00:17:50.040 --> 00:17:53.160]  原來是可以的
[00:17:53.160 --> 00:17:54.560]  一家人很快樂
[00:17:54.560 --> 00:17:56.360]  是可以的
[00:17:56.360 --> 00:17:58.440]  所以那個關係
[00:17:58.440 --> 00:18:02.840]  有時候在文化上是有些不同的看法
[00:18:02.840 --> 00:18:04.840]  但我相信在聖經裏面
[00:18:04.840 --> 00:18:07.960]  特別是聖經和中國文化是很接近的
[00:18:07.960 --> 00:18:11.480]  就是家庭是包括上、中、下
[00:18:11.480 --> 00:18:12.240]  上、中、下
[00:18:12.240 --> 00:18:17.040]  當然了 那些矛盾我們不去說了
[00:18:17.040 --> 00:18:19.640]  在《耳窩所書》裏面提到
[00:18:19.640 --> 00:18:23.880]  其實一個很核心的裏面是甚麼呢?
[00:18:23.880 --> 00:18:25.320]  就是神的懷疑
[00:18:25.320 --> 00:18:28.280]  他的作孽裡在主裏面要聽從父母
[00:18:28.280 --> 00:18:30.280]  是理所當然的
[00:18:30.280 --> 00:18:31.960]  聽從父母
[00:18:31.960 --> 00:18:36.600]  我再說 不是將父母變成上帝或絕對
[00:18:36.600 --> 00:18:37.480]  不是
[00:18:37.480 --> 00:18:40.840]  而是聽從是一種尊敬的
[00:18:40.840 --> 00:18:42.520]  父母未必是完全對的
[00:18:42.520 --> 00:18:44.600]  不過聽從的時候
[00:18:44.600 --> 00:18:46.600]  就可以跟他溝通
[00:18:46.600 --> 00:18:50.400]  可以使距離拉近
[00:18:50.400 --> 00:18:52.120]  如果有尊敬的時候
[00:18:52.120 --> 00:18:54.120]  父母都明白
[00:18:54.120 --> 00:18:57.000]  怎樣跟兒女溝通
[00:18:57.000 --> 00:18:59.240]  是做得更好
[00:18:59.240 --> 00:19:01.920]  所以這個孝敬不是理性
[00:19:01.920 --> 00:19:04.400]  對與錯 多少分 不是
[00:19:04.400 --> 00:19:07.920]  而是在主裏面那種包容
[00:19:07.920 --> 00:19:09.200]  接納
[00:19:09.200 --> 00:19:13.680]  這個才是真正的孝敬
[00:19:13.680 --> 00:19:16.360]  舊約的教導是很嚴密的
[00:19:16.360 --> 00:19:18.600]  嚴厲性就是
[00:19:18.600 --> 00:19:19.720]  在《出埃及》裏面
[00:19:19.720 --> 00:19:21.720]  打父母的要將他自死
[00:19:21.720 --> 00:19:23.480]  咒罵父母的要自死
[00:19:23.480 --> 00:19:26.920]  欺少藐視
[00:19:26.920 --> 00:19:31.000]  他的眼睛要被烏鴉割出來
[00:19:31.000 --> 00:19:32.720]  我們要回到舊約
[00:19:32.720 --> 00:19:34.920]  為甚麼這麼嚴厲呢?
[00:19:34.920 --> 00:19:39.280]  當時以色列出埃及
[00:19:39.280 --> 00:19:41.400]  去到迦南地
[00:19:41.400 --> 00:19:44.600]  當時在迦南地裏面
[00:19:44.600 --> 00:19:46.960]  那個文化
[00:19:46.960 --> 00:19:49.880]  你可以說是比較早期的
[00:19:49.880 --> 00:19:54.600]  他們對於建立家庭的觀念
[00:19:54.600 --> 00:19:56.360]  倫理觀念
[00:19:56.360 --> 00:19:58.920]  是還未成熟
[00:19:58.920 --> 00:20:01.880]  現在上帝帶領以色列人
[00:20:01.880 --> 00:20:03.160]  離開埃及
[00:20:03.160 --> 00:20:04.400]  進入迦南
[00:20:04.400 --> 00:20:06.800]  是一個異教
[00:20:06.800 --> 00:20:09.600]  是一個異教充滿的地方
[00:20:09.600 --> 00:20:12.720]  所以上帝必須要讓以色列人
[00:20:12.720 --> 00:20:14.880]  是很確定的去建立
[00:20:14.880 --> 00:20:16.640]  這種家庭的制度
[00:20:16.640 --> 00:20:19.160]  建立這種倫理
[00:20:19.160 --> 00:20:20.960]  所以
[00:20:20.960 --> 00:20:24.240]  首先就是在父母之間的關係
[00:20:24.240 --> 00:20:25.720]  去保持
[00:20:25.720 --> 00:20:27.440]  因為也是
[00:20:27.440 --> 00:20:28.960]  回到十誡那裏
[00:20:28.960 --> 00:20:31.600]  如果家庭破裂
[00:20:31.600 --> 00:20:33.000]  崩潰
[00:20:33.000 --> 00:20:35.840]  整個民族就不穩定
[00:20:35.840 --> 00:20:38.160]  他們會遭遇很大的災難
[00:20:38.160 --> 00:20:41.520]  所以有很嚴厲的教導
[00:20:41.520 --> 00:20:43.360]  當然在今天
[00:20:43.360 --> 00:20:46.200]  我們未必會遵從這件事
[00:20:46.200 --> 00:20:48.360]  但精神仍然是
[00:20:48.360 --> 00:20:49.560]  一個穩固的家庭
[00:20:49.560 --> 00:20:52.520]  是一個相當重要的
[00:20:52.520 --> 00:20:53.680]  另外
[00:20:53.680 --> 00:20:56.520]  猜測記剛才我們讀的經文
[00:20:56.520 --> 00:20:57.800]  它說
[00:20:57.800 --> 00:20:59.600]  使你的日子在耶和華
[00:20:59.600 --> 00:21:00.240]  你留意
[00:21:00.240 --> 00:21:02.200]  它是用日在耶和華
[00:21:02.200 --> 00:21:05.040]  你上帝所賜你地上
[00:21:05.040 --> 00:21:08.960]  當以色列人出到迦南地
[00:21:08.960 --> 00:21:11.880]  他要在上帝所賜他的地上
[00:21:11.880 --> 00:21:13.600]  要長久
[00:21:13.600 --> 00:21:15.040]  享長久
[00:21:15.040 --> 00:21:18.560]  就要建立一個很穩固的
