
[00:00:00.000 --> 00:00:02.440]  今天要分享的題目
[00:05:18.240 --> 00:05:19.640]  不願意
[00:05:19.640 --> 00:05:22.040]  有時候玩到晚上十一、二點的時候
[00:05:22.040 --> 00:05:23.640]  突然間可能十幾個小朋友
[00:05:23.640 --> 00:05:24.840]  有一個小朋友突然間說
[00:05:24.840 --> 00:05:25.360]  哎呀
[00:05:25.360 --> 00:05:26.960]  不如回家吧
[00:05:26.960 --> 00:05:29.320]  我怕父母擔心
[00:05:29.320 --> 00:05:31.000]  那麼我們其他人怎樣呢?
[00:05:31.000 --> 00:05:32.760]  你傻的
[00:05:32.760 --> 00:05:34.840]  不用理他們
[00:05:34.840 --> 00:05:36.600]  不用理父母擔心
[00:05:36.600 --> 00:05:38.200]  但是這個小朋友
[00:05:38.200 --> 00:05:39.240]  這個不是小朋友
[00:05:39.240 --> 00:05:40.040]  這個年輕人
[00:05:40.040 --> 00:05:40.640]  這個素來
[00:05:40.640 --> 00:05:42.560]  竟然會憂心
[00:05:42.560 --> 00:05:43.440]  不過這樣
[00:05:43.440 --> 00:05:46.480]  很快他就改變了主意
[00:05:46.480 --> 00:05:47.960]  當去到九章六節
[00:05:47.960 --> 00:05:48.920]  僕人就說
[00:05:48.920 --> 00:05:51.760]  這裡城裏面有一位神人
[00:05:51.760 --> 00:05:53.080]  即是很厲害的人
[00:05:53.080 --> 00:05:55.280]  是眾人所尊重的
[00:05:55.280 --> 00:05:57.880]  凡他所說的都應驗的
[00:05:57.880 --> 00:05:59.400]  我們不如去找他
[00:05:59.400 --> 00:06:00.640]  問他吧
[00:06:00.640 --> 00:06:04.000]  或者他能夠將我們當走的路
[00:06:04.000 --> 00:06:05.840]  指示給我們
[00:06:05.840 --> 00:06:08.000]  可能素來真的有點耳朵軟
[00:06:08.000 --> 00:06:09.880]  剛剛才說他不想
[00:06:09.880 --> 00:06:12.680]  爸爸為我們擔心
[00:06:12.680 --> 00:06:14.760]  然後他就說
[00:06:14.760 --> 00:06:15.880]  我們如果去
[00:06:15.880 --> 00:06:18.040]  有什麼可以送給那些人呢?
[00:06:18.040 --> 00:06:20.200]  我們囊中的食物都吃完了
[00:06:20.200 --> 00:06:22.800]  也沒有禮物可以送給那個人
[00:06:22.800 --> 00:06:23.520]  接著問僕人
[00:06:23.520 --> 00:06:25.240]  我們還有沒有東西呢?
[00:06:25.240 --> 00:06:27.600]  雖然他好像被人動搖
[00:06:27.600 --> 00:06:29.960]  但是看到另一個優點
[00:06:29.960 --> 00:06:31.480]  是什麼呢?
[00:06:31.480 --> 00:06:34.040]  就是有禮貌
[00:06:34.040 --> 00:06:36.000]  有禮貌
[00:06:36.000 --> 00:06:36.920]  他竟然懂得說
[00:06:36.920 --> 00:06:38.400]  去別人家裏的時候
[00:06:38.400 --> 00:06:42.040]  不是帶兩梳子
[00:06:42.040 --> 00:06:43.560]  現在還有沒有年輕人
[00:06:43.640 --> 00:06:45.880]  這麼懂得禮貌呢?
[00:06:45.880 --> 00:06:47.400]  我想是在絕種了
[00:06:47.400 --> 00:06:49.360]  不要說帶兩梳子
[00:06:49.360 --> 00:06:51.080]  我經常去探訪
[00:06:51.080 --> 00:06:52.360]  這裡也好
[00:06:52.360 --> 00:06:53.720]  多倫多也好
[00:06:53.720 --> 00:06:54.440]  溫哥華也好
[00:06:54.440 --> 00:06:55.160]  香港也好
[00:06:55.160 --> 00:06:56.240]  去到別人家裏
[00:06:56.240 --> 00:06:57.120]  那些年輕人
[00:06:57.120 --> 00:06:58.520]  看到我們這些長輩
[00:06:58.520 --> 00:07:00.480]  我們是長輩
[00:07:00.480 --> 00:07:01.280]  他好像見
[00:07:01.280 --> 00:07:02.240]  他不是好像
[00:07:02.240 --> 00:07:04.360]  他是真的見不到你的
[00:07:04.360 --> 00:07:05.280]  他是直走直過的
[00:07:05.280 --> 00:07:06.480]  走了過去
[00:07:06.480 --> 00:07:08.280]  接著我心想
[00:07:08.280 --> 00:07:09.720]  我忍了刑嗎?
[00:07:09.720 --> 00:07:11.720]  沒有人會叫人的
[00:07:11.720 --> 00:07:12.640]  不會叫人的
[00:07:12.640 --> 00:07:13.720]  小時候我們教人
[00:07:13.720 --> 00:07:14.920]  叫人入屋
[00:07:14.920 --> 00:07:16.400]  現在好像沒有了
[00:07:16.400 --> 00:07:17.280]  消失了
[00:07:17.280 --> 00:07:18.760]  在這個世界裏面
[00:07:18.760 --> 00:07:19.920]  沒有這些美德了
[00:07:19.920 --> 00:07:21.320]  但是他懂得說
[00:07:21.320 --> 00:07:22.680]  不要空手
[00:07:22.680 --> 00:07:24.280]  去別人家裏
[00:07:24.280 --> 00:07:25.200]  當他知道
[00:07:25.200 --> 00:07:25.880]  僕人就說
[00:07:25.880 --> 00:07:27.040]  我們有銀子
[00:07:27.040 --> 00:07:29.040]  一赦赫勒的四分之一
[00:07:29.040 --> 00:07:29.600]  他說
[00:07:29.600 --> 00:07:30.280]  好吧
[00:07:30.280 --> 00:07:32.480]  那我們就去吧
[00:07:32.480 --> 00:07:33.720]  真的去到城的時候
[00:07:33.720 --> 00:07:36.400]  他看到幾個女孩子在打水
[00:07:36.400 --> 00:07:38.840]  蘇羅和他的僕人就問他
[00:07:38.840 --> 00:07:41.240]  請問那位先見
[00:07:41.240 --> 00:07:42.480]  就是那位很厲害的人
[00:07:42.480 --> 00:07:43.400]  在哪裏?
[00:07:43.400 --> 00:07:44.280]  然後他就說
[00:07:44.280 --> 00:07:46.760]  他剛剛也在城裏面
[00:07:46.760 --> 00:07:49.000]  你入城可能就見到他
[00:07:49.000 --> 00:07:50.320]  他們真的進去
[00:07:50.320 --> 00:07:50.960]  進去後
[00:07:50.960 --> 00:07:52.800]  蘇羅就在城裏面
[00:07:52.800 --> 00:07:54.920]  見到薩姆爾
[00:07:54.920 --> 00:07:56.360]  他就和薩姆爾說
[00:07:56.360 --> 00:07:58.720]  你可不可以告訴我們
[00:07:58.720 --> 00:08:00.600]  先見在哪裏?
[00:08:00.600 --> 00:08:01.880]  當然正常
[00:08:01.880 --> 00:08:03.160]  因為他真的沒有見過薩姆爾
[00:08:03.160 --> 00:08:04.560]  他不知道原來薩姆爾
[00:08:04.560 --> 00:08:06.360]  他現在在聊天的那個人
[00:08:06.360 --> 00:08:08.200]  就是那個先見
[00:08:08.200 --> 00:08:09.640]  但是薩姆爾知道
[00:08:09.640 --> 00:08:11.120]  因為薩姆爾在前一天
[00:08:11.120 --> 00:08:14.160]  上帝的靈已經感動了他
[00:08:14.160 --> 00:08:15.760]  他知道會見到蘇羅
[00:08:15.760 --> 00:08:17.480]  也知道這個是將來
[00:08:17.480 --> 00:08:20.880]  他要高納的一個君王
[00:08:20.880 --> 00:08:21.600]  去到16節
[00:08:21.600 --> 00:08:21.840]  他說
[00:08:21.840 --> 00:08:22.560]  明日這個時候
[00:08:22.560 --> 00:08:24.520]  就是上帝感動了薩姆爾的時候
[00:08:24.520 --> 00:08:25.840]  我必使一個人從
[00:08:25.840 --> 00:08:28.000]  遍阿門地到你這裏來
[00:08:28.000 --> 00:08:30.640]  你要高他做以色列的君王
[00:08:30.640 --> 00:08:32.040]  他必救我的民
[00:08:32.040 --> 00:08:33.800]  脫離非利士人的手
[00:08:33.800 --> 00:08:36.600]  因我民的哀聲已經上達於我
[00:08:36.600 --> 00:08:38.960]  我就眷顧他們
[00:08:38.960 --> 00:08:40.000]  蘇羅一問
[00:08:40.000 --> 00:08:41.440]  薩姆爾馬上回答
[00:08:41.440 --> 00:08:42.560]  薩姆爾回答說
[00:08:42.560 --> 00:08:45.160]  我就是那個先見
[00:08:45.160 --> 00:08:47.080]  你在我前面上丘壇去
[00:08:47.080 --> 00:08:49.880]  因為你今天要與我同席
[00:08:49.880 --> 00:08:51.520]  一起吃一餐飯
[00:08:51.520 --> 00:08:53.560]  明日早晨我就會送你去
[00:08:53.560 --> 00:08:56.440]  將你心裏面的事告訴你
[00:08:56.440 --> 00:08:58.840]  至於你前三天不見了那幾隻驢
[00:08:58.840 --> 00:09:00.640]  你不用擔心了
[00:09:00.640 --> 00:09:01.760]  已經找到了
[00:09:01.760 --> 00:09:04.440]  以色列眾人所仰慕的是誰呢?
[00:09:04.440 --> 00:09:08.600]  不是仰慕你和你父的全家嗎?
[00:09:08.600 --> 00:09:10.680]  接著到了第九章最後的時候
[00:09:10.680 --> 00:09:12.360]  薩姆爾就叫僕人
[00:09:12.360 --> 00:09:13.640]  你們先走
[00:09:13.640 --> 00:09:15.720]  因為他要吩咐蘇羅
[00:09:15.720 --> 00:09:17.200]  他說你站在這裏
[00:09:17.200 --> 00:09:21.520]  讓我將神的話傳給你聽
[00:09:21.520 --> 00:09:23.560]  到了第十章一開始就記載
[00:09:23.560 --> 00:09:27.800]  薩姆爾將那瓶高油倒在蘇羅的頭上
[00:09:27.800 --> 00:09:28.800]  他還說
[00:09:28.800 --> 00:09:31.680]  耶和華的靈會大大感動你
[00:09:31.680 --> 00:09:34.800]  你就與他們一同受感說話
[00:09:34.800 --> 00:09:36.800]  你要變為新人
[00:09:36.800 --> 00:09:38.720]  我想大家先記住這幾個字
[00:09:38.720 --> 00:09:41.200]  你要變為新人
[00:09:41.200 --> 00:09:42.720]  這個兆頭臨到你
[00:09:42.720 --> 00:09:44.760]  你就可以趁勢而做
[00:09:44.760 --> 00:09:47.520]  因為神與你同在
[00:09:47.520 --> 00:09:48.760]  當祝福完之後
[00:09:48.760 --> 00:09:51.840]  蘇羅一轉身離別了薩姆爾的時候
[00:09:51.840 --> 00:09:54.880]  有一個很重要的記載
[00:09:54.880 --> 00:10:00.080]  記載說神就賜他一個新心
[00:10:00.080 --> 00:10:03.600]  Change他的heart
[00:10:03.600 --> 00:10:05.000]  有一群人就很奇怪
[00:10:05.000 --> 00:10:05.840]  在附近
[00:10:05.840 --> 00:10:09.920]  奇怪為何蘇羅可以與先知說話
[00:10:09.920 --> 00:10:12.720]  英文這個字
[00:10:12.720 --> 00:10:13.960]  Prophesying
[00:10:13.960 --> 00:10:15.840]  不是說話那麼簡單
[00:10:15.840 --> 00:10:20.720]  而是真的蘇羅與一群先知講道
[00:10:20.720 --> 00:10:22.160]  不是聊天那麼簡單
[00:10:22.160 --> 00:10:23.240]  是講道
[00:10:23.240 --> 00:10:25.040]  是說而言
[00:10:25.040 --> 00:10:25.880]  但這群人說
[00:10:25.880 --> 00:10:29.640]  這不是我們認識的那個蘇羅嗎?
[00:10:29.640 --> 00:10:31.360]  可能他們根本看不起蘇羅
[00:10:31.360 --> 00:10:33.920]  因為他可能是一個混奴的人
[00:10:33.920 --> 00:10:37.680]  但他根本不知道有些事情發生了
[00:10:37.680 --> 00:10:40.560]  薩姆爾記十章十七至十九字這樣說
[00:10:40.560 --> 00:10:44.560]  薩姆爾就將百姓招聚到米斯巴耶和華那裡
[00:10:44.560 --> 00:10:45.520]  對他們說
[00:10:45.520 --> 00:10:48.160]  耶和華以色列的神這樣說
[00:10:48.160 --> 00:10:50.360]  我領你們以色列人出埃及
[00:10:50.360 --> 00:10:52.400]  救你們脫離埃及人的手
[00:10:52.400 --> 00:10:56.200]  又救你們脫離欺壓你們各國人的手
[00:10:56.200 --> 00:10:58.680]  你們今天厭棄了
[00:10:58.680 --> 00:11:01.480]  救你們脫離一切災難的神
[00:11:01.480 --> 00:11:05.000]  說求你立一個王治理我們
[00:11:05.000 --> 00:11:09.560]  現在你們應當按著支派宗族都站在耶和華面前
[00:11:09.560 --> 00:11:11.360]  然後他們用了一個方法
[00:11:11.360 --> 00:11:13.000]  就是舊約時代很常用
[00:11:13.000 --> 00:11:15.720]  就是一個祭籤的方法
[00:11:15.720 --> 00:11:18.440]  來去找那個皇帝
[00:11:18.440 --> 00:11:20.600]  結果祭出就是蘇羅
[00:11:20.600 --> 00:11:22.280]  當時的情形應該是這樣
[00:11:22.280 --> 00:11:24.480]  當見到籤的時候就會讀個名字
[00:11:24.480 --> 00:11:26.640]  基氏的兒子蘇羅
[00:11:26.640 --> 00:11:28.360]  於是大家就到處看
[00:11:28.360 --> 00:11:30.000]  咦?在哪裡呢?
[00:11:30.000 --> 00:11:31.280]  蘇羅在哪裡呢?
[00:11:31.280 --> 00:11:32.000]  應該很容易找的
[00:11:32.000 --> 00:11:33.280]  蘇羅高別人一個頭
[00:11:33.280 --> 00:11:36.680]  但竟然大家怎麼找都找不到
[00:11:36.680 --> 00:11:41.320]  原來聖經說蘇羅藏在器具裡面
[00:11:41.320 --> 00:11:42.400]  如果你看和合本
[00:11:42.400 --> 00:11:45.280]  可能你不太明白什麼叫做器具
[00:11:45.280 --> 00:11:47.840]  為什麼這麼大的男人可以藏在器具呢?
[00:11:47.840 --> 00:11:49.520]  原來當你看英文聖經
[00:11:49.520 --> 00:11:50.920]  這個器具的意思
[00:11:50.920 --> 00:11:52.480]  原來就是Luggage
[00:11:52.480 --> 00:11:53.800]  是行李
[00:11:53.800 --> 00:11:56.480]  記不記得剛才他說他們要吃一頓飯
[00:11:56.480 --> 00:11:59.160]  原來很多遠行的人就帶著很多行李
[00:11:59.160 --> 00:12:00.200]  然後放在一旁
[00:12:00.200 --> 00:12:02.640]  你在酒店Check out的時候
[00:12:02.640 --> 00:12:04.640]  你就會有行李放在那裡
[00:12:04.640 --> 00:12:06.360]  可能有人在那裡看著
[00:12:06.360 --> 00:12:07.560]  你放在一旁
[00:12:07.560 --> 00:12:12.440]  原來蘇羅就是躲在那些行李後面
[00:12:12.440 --> 00:12:14.920]  原來很多牧者都說
[00:12:14.920 --> 00:12:17.440]  蘇羅只有樣子
[00:12:17.440 --> 00:12:19.320]  樣子很高大
[00:12:19.320 --> 00:12:22.160]  但是膽子很小
[00:12:22.160 --> 00:12:24.360]  所以找他的時候找不到他
[00:12:24.360 --> 00:12:26.560]  結果就要人家去找他
[00:12:26.560 --> 00:12:27.440]  一找到
[00:12:27.440 --> 00:12:29.160]  然後就站起來
[00:12:29.160 --> 00:12:30.920]  這樣就有氣勢了
[00:12:30.920 --> 00:12:33.320]  然後薩姆爾也宣佈
[00:12:33.320 --> 00:12:34.640]  薩姆爾和眾民說
[00:12:34.640 --> 00:12:35.560]  你們看
[00:12:35.560 --> 00:12:38.240]  這個耶和華所揀選的人
[00:12:38.240 --> 00:12:40.880]  眾民中有哪一個可以給他呢?
[00:12:40.880 --> 00:12:42.480]  薩姆爾這樣介紹
[00:12:42.480 --> 00:12:44.640]  然後大家都大聲歡呼拍掌
[00:12:44.640 --> 00:12:47.120]  冤王萬歲
[00:12:47.120 --> 00:12:48.760]  選出來的新王
[00:12:48.760 --> 00:12:50.280]  立刻有人祝賀
[00:12:50.280 --> 00:12:52.560]  當然有人送禮物
[00:12:52.560 --> 00:12:55.840]  上帝也感動有些人去跟隨他
[00:12:55.840 --> 00:12:59.600]  但是有一群人不喜歡蘇羅
[00:12:59.600 --> 00:13:02.200]  和諧本就翻譯得比較有趣
[00:13:02.200 --> 00:13:04.760]  在薩姆爾記上十章二十七節這樣翻譯
[00:13:04.760 --> 00:13:06.960]  他說但有些匪徒說
[00:13:06.960 --> 00:13:09.000]  這人怎能救我們呢?
[00:13:09.000 --> 00:13:09.960]  就是看不起他
[00:13:09.960 --> 00:13:11.200]  這個人怎麼行?
[00:13:11.200 --> 00:13:12.600]  藐視他
[00:13:12.600 --> 00:13:14.200]  沒有送禮物給他
[00:13:14.200 --> 00:13:15.840]  但是蘇羅不理會
[00:13:15.840 --> 00:13:17.120]  如果匪徒
[00:13:17.120 --> 00:13:17.960]  在大家的意思
[00:13:17.960 --> 00:13:22.400]  我想匪徒就是犯罪的人
[00:13:22.400 --> 00:13:25.000]  但是這裡其實不是想說犯罪的人
[00:13:25.000 --> 00:13:27.720]  有另一個英文譯本可能接近一點
[00:13:27.720 --> 00:13:29.480]  他就是說英文譯叫
[00:13:29.480 --> 00:13:32.240]  Troublemakers
[00:13:32.240 --> 00:13:34.240]  什麼叫Troublemakers?
[00:13:34.240 --> 00:13:35.480]  麻煩友
[00:13:35.480 --> 00:13:37.800]  這裡沒有的
[00:13:37.800 --> 00:13:40.080]  就是說專搞破壞那些
[00:13:40.080 --> 00:13:41.160]  反對
[00:13:41.160 --> 00:13:41.800]  反對
[00:13:41.800 --> 00:13:43.640]  香港立法會很多
[00:13:43.640 --> 00:13:44.840]  反對什麼都反對
[00:13:44.840 --> 00:13:46.120]  你還沒說話
[00:13:46.120 --> 00:13:48.000]  一吸氣就反對
[00:13:48.000 --> 00:13:50.480]  這些麻煩友
[00:13:50.480 --> 00:13:51.840]  我覺得像一點
[00:13:51.840 --> 00:13:53.120]  但是說真的
[00:13:53.160 --> 00:13:54.560]  每一個領袖
[00:13:54.560 --> 00:13:56.080]  肯定都有人信
[00:13:56.080 --> 00:13:57.480]  有人不信
[00:13:57.480 --> 00:13:59.000]  一定會的
[00:13:59.000 --> 00:14:02.480]  因為蘇羅都是剛剛才被高立
[00:14:02.480 --> 00:14:05.840]  人家真的沒看到他有什麼政績
[00:14:05.840 --> 00:14:07.640]  所以友是正常的
[00:14:07.640 --> 00:14:10.240]  他可能連父親都不縱容他
[00:14:10.240 --> 00:14:13.160]  現在你說要做王
[00:14:13.160 --> 00:14:14.000]  有人服
[00:14:14.000 --> 00:14:14.920]  正常
[00:14:14.920 --> 00:14:16.680]  但是他們不知道有一點
[00:14:16.680 --> 00:14:17.720]  剛才我們看到
[00:14:17.720 --> 00:14:19.840]  就是上帝感動了蘇羅
[00:14:19.840 --> 00:14:22.240]  其實給了他一個新心
[00:14:23.240 --> 00:14:25.760]  或者因為有這個新心
[00:14:25.760 --> 00:14:28.640]  蘇羅卻不理會
[00:14:28.640 --> 00:14:30.080]  英文就是說
[00:14:30.080 --> 00:14:33.160]  But Saul kept silent
[00:14:33.160 --> 00:14:35.600]  原來不單止不是不理會
[00:14:35.600 --> 00:14:38.160]  原來是保持沉默
