
[00:00:00.000 --> 00:00:05.660]  好 時代終結的徵兆
[00:03:22.340 --> 00:03:24.100]  以後也必不會再有
[00:03:24.100 --> 00:03:26.340]  如果不是主減少那些日子
[00:03:26.340 --> 00:03:28.580]  沒有一個人可以存活
[00:03:28.580 --> 00:03:30.580]  但是為了自己的選民
[00:03:30.580 --> 00:03:33.700]  祂必使那些日子減少
[00:03:33.700 --> 00:03:35.300]  那時如果有人對你們說
[00:03:35.300 --> 00:03:38.380]  看啦 基督在這裏 看啦 基督在那裏
[00:03:38.380 --> 00:03:41.820]  你們不要信 因為必有假基督和假司祠出現
[00:03:41.820 --> 00:03:43.420]  恨神跡和歧視
[00:03:43.420 --> 00:03:46.260]  如果可以的話 連選民也要迷惑了
[00:03:46.260 --> 00:03:47.660]  所以你們應當小心
[00:03:47.660 --> 00:03:51.380]  我已經事先把一切報數給你們了
[00:03:51.380 --> 00:03:54.980]  後面我讀完 待會我不會特別說的
[00:03:54.980 --> 00:03:56.340]  OK 24 字
[00:03:56.340 --> 00:03:58.740]  當那些日子在那災難以後
[00:03:58.740 --> 00:04:00.900]  太陽就變黑了 月亮也不發光
[00:04:00.900 --> 00:04:04.460]  眾星從天墜落 天上的萬象震動
[00:04:04.460 --> 00:04:06.260]  那時他們要看見人子
[00:04:06.260 --> 00:04:09.460]  滿有能力駕駛雲降臨
[00:04:09.460 --> 00:04:10.820]  他要猜險天使
[00:04:10.820 --> 00:04:12.900]  把他的選民從地方
[00:04:12.900 --> 00:04:16.660]  從地極直到天邊都照聚過來
[00:04:16.660 --> 00:04:18.260]  好 我們先從這個祈禱開始
[00:04:18.260 --> 00:04:20.020]  天父上對我們多謝你
[00:04:20.020 --> 00:04:22.380]  二千年前你把這段這麼特別的經文
[00:04:22.380 --> 00:04:25.220]  直著馬太 直著馬海 直著路加
[00:04:25.220 --> 00:04:28.740]  給你的 跟隨他的信徒的時候
[00:04:28.740 --> 00:04:30.780]  今天我們再閱讀這段經文的時間
[00:04:30.780 --> 00:04:33.180]  我們回望二千年的歷史
[00:04:33.180 --> 00:04:36.500]  看見主你自己昔日對門徒所說的
[00:04:36.500 --> 00:04:39.420]  今天好像就在我們身邊裏面發生
[00:04:39.420 --> 00:04:41.460]  主要是你要對我們有什麼特別的提醒
[00:04:41.460 --> 00:04:44.260]  這段經文這麼寶貴 這麼可貴的時間
[00:04:44.260 --> 00:04:45.860]  你要告訴我們一個預言
[00:04:45.860 --> 00:04:48.580]  還是告訴我們我們生命應該怎麼回應你
[00:04:48.580 --> 00:04:50.340]  主要是求你幫助每一個弟兄姊妹
[00:04:50.340 --> 00:04:52.660]  打開他們的心 打開他們的耳朵
[00:04:52.660 --> 00:04:54.540]  也都打開他們的眼睛
[00:04:54.540 --> 00:04:58.340]  給我們今天我們要接收這麼特別的訊息的時間
[00:04:58.340 --> 00:05:00.580]  你給我們一個什麼樣的領悟
[00:05:00.580 --> 00:05:01.340]  我們多謝你
[00:05:01.340 --> 00:05:02.740]  有沒有主你自己的恩典
[00:05:02.740 --> 00:05:04.860]  在這個禎道裏面的時間
[00:05:04.860 --> 00:05:06.300]  由孩子所出的
[00:05:06.300 --> 00:05:08.860]  成為主你自己要對弟兄姊妹所說的
[00:05:08.860 --> 00:05:10.940]  幫助我們每一個明白主你自己的意思
[00:05:10.940 --> 00:05:13.300]  多謝你 主耶穌的名字 祈禱 阿們
[00:05:13.300 --> 00:05:16.420]  這段經文一開始的時間是這樣的
[00:05:16.420 --> 00:05:18.940]  如果我們回去看的時間
[00:05:18.940 --> 00:05:20.780]  在整個馬克思第十一章
[00:05:20.780 --> 00:05:23.260]  耶穌開始進入耶路撒冷城
[00:05:23.260 --> 00:05:25.020]  我往後會再說的
[00:05:25.020 --> 00:05:28.780]  下次我會說投了幾個錢
[00:05:28.780 --> 00:05:30.220]  到那個箱子裏面
[00:05:30.220 --> 00:05:32.860]  在聖殿裏面的窮寡婦
[00:05:32.860 --> 00:05:34.660]  十一章一開始的時間
[00:05:34.660 --> 00:05:36.020]  一進入耶路撒冷城
[00:05:36.020 --> 00:05:38.020]  如果你還記得我們之前都有看過
[00:05:38.020 --> 00:05:41.220]  就是耶穌進入的時候就結證聖殿
[00:05:41.220 --> 00:05:45.100]  就開始和那些文士 法利賽人等等那些祭司
[00:05:45.100 --> 00:05:46.420]  很多的衝突
[00:05:46.420 --> 00:05:50.900]  而且這個衝突是一直一直一直上升
[00:05:50.900 --> 00:05:52.340]  直到第十三章
[00:05:52.340 --> 00:05:55.620]  耶穌說聖殿到最後都要被拆毀的時間
[00:05:55.620 --> 00:06:01.100]  這個衝突就去到最高潮的時間
[00:06:01.100 --> 00:06:02.140]  來到這個時候
[00:06:02.140 --> 00:06:04.420]  耶穌在聖殿裏面出來
[00:06:04.420 --> 00:06:06.780]  那些門徒就和老師說
[00:06:06.780 --> 00:06:09.100]  你看看很美好的石頭
[00:06:09.100 --> 00:06:10.420]  很美好的建築
[00:06:10.420 --> 00:06:13.580]  他們現在看到的這個聖殿是第三次
[00:06:13.580 --> 00:06:16.140]  或者第三個世代的聖殿
[00:06:16.140 --> 00:06:17.540]  如果還有弟兄姐妹你記得
[00:06:17.540 --> 00:06:23.700]  第一次聖殿就是索羅門建的聖殿
[00:06:23.700 --> 00:06:25.820]  然後拆毀了之後
[00:06:25.820 --> 00:06:28.060]  第二次建的聖殿的時候
[00:06:28.060 --> 00:06:31.740]  就是索羅巴巴帶領了一群回歸的以色列人
[00:06:31.740 --> 00:06:34.580]  或者猶太人回去建的聖殿
[00:06:34.580 --> 00:06:35.940]  來到這裡的時候
[00:06:35.940 --> 00:06:37.140]  其實還留在這裡的
[00:06:37.140 --> 00:06:39.060]  但是那個聖殿已經很殘舊了
[00:06:39.060 --> 00:06:41.700]  主前的二十年
[00:06:41.700 --> 00:06:44.500]  現在耶穌是三十歲
[00:06:44.500 --> 00:06:46.340]  主前的二十年的時間
[00:06:46.340 --> 00:06:52.220]  其實希律王就撥了一大筆錢去重建這個聖殿
[00:06:52.220 --> 00:06:54.660]  他用一些很漂亮的大理石頭
[00:06:54.660 --> 00:06:57.180]  不單很大塊很宏偉的石頭
[00:06:57.180 --> 00:06:59.780]  所以門徒看到那些石頭放在那裡的時候
[00:06:59.780 --> 00:07:00.860]  他說很美好的
[00:07:00.860 --> 00:07:04.260]  而且那些石頭是鑲了一些金在那裡
[00:07:04.260 --> 00:07:06.260]  所以很美好
[00:07:06.260 --> 00:07:08.020]  但是這個聖殿
[00:07:08.020 --> 00:07:09.380]  第三代的聖殿
[00:07:09.380 --> 00:07:13.540]  要到主後差不多六十七十年的時候才真正建好
[00:07:13.540 --> 00:07:15.700]  橫跨一段很長的時間
[00:07:15.700 --> 00:07:17.700]  七八十年的時間去建
[00:07:17.700 --> 00:07:20.660]  所以他們今天到聖殿看到的
[00:07:20.660 --> 00:07:22.740]  有部分新有部分舊
[00:07:22.740 --> 00:07:25.700]  真正就是聖所裡面那一塊已經建好了
[00:07:25.700 --> 00:07:27.820]  所以看到很宏偉很美麗
[00:07:27.820 --> 00:07:31.340]  但是正在建的時間還有很多的建築
[00:07:31.340 --> 00:07:32.620]  鑲了一些金在那裡的
[00:07:32.620 --> 00:07:34.940]  所以他們看到是很美好的石頭
[00:07:34.940 --> 00:07:37.340]  同一時間也看到很美好的建築
[00:07:37.340 --> 00:07:38.460]  是兩樣東西
[00:07:38.460 --> 00:07:40.060]  就跟老師說
[00:07:40.060 --> 00:07:41.860]  很美好啊很美好啊
[00:07:41.860 --> 00:07:43.340]  耶穌怎麼回答他
[00:07:43.340 --> 00:07:44.780]  耶穌回答他很有趣的
[00:07:44.780 --> 00:07:47.180]  耶穌回答他說你看到的是什麼
[00:07:47.180 --> 00:07:48.540]  你自己想像一下
[00:07:48.540 --> 00:07:50.540]  你看到的是偉大的建築
[00:07:50.540 --> 00:07:51.340]  現在還沒建好
[00:07:51.340 --> 00:07:52.540]  但是你可以想像
[00:07:52.540 --> 00:07:55.180]  你明天看到多宏偉的建築
[00:07:55.180 --> 00:07:57.180]  擺在你面前這個聖殿
[00:07:57.180 --> 00:07:58.220]  你自己想像一下
[00:07:58.220 --> 00:08:01.500]  多宏偉的建築擺在你面前這個聖殿
[00:08:01.500 --> 00:08:03.020]  多厲害啊
[00:08:03.020 --> 00:08:04.300]  但是耶穌說
[00:08:04.300 --> 00:08:07.660]  是沒有一塊石頭會留在一塊石頭上面
[00:08:07.660 --> 00:08:08.620]  那你今天就想
[00:08:08.620 --> 00:08:10.460]  你看到這個時間不知道你會不會想
[00:08:10.460 --> 00:08:13.260]  怎麼可以做到一個這麼宏偉的建築
[00:08:13.260 --> 00:08:16.860]  一塊石頭到最後不搭在一塊石頭上面呢
[00:08:16.860 --> 00:08:19.580]  我們現代人很容易理解
[00:08:19.580 --> 00:08:20.940]  擺一些炸藥下去
[00:08:20.940 --> 00:08:22.540]  如果你是一個很大的建築物
[00:08:22.540 --> 00:08:23.580]  擺一些炸藥下去
[00:08:23.580 --> 00:08:24.460]  炸它的地基
[00:08:24.460 --> 00:08:25.500]  砰 全塌了
[00:08:25.500 --> 00:08:27.260]  那些石頭都碎了
[00:08:27.260 --> 00:08:28.860]  但是昔日很難的
[00:08:28.860 --> 00:08:30.700]  昔日沒有這麼重型的機器
[00:08:30.700 --> 00:08:32.540]  也沒有炸藥去炸它
[00:08:32.540 --> 00:08:36.220]  那為什麼可以做到一塊石頭不留在一塊石頭上面呢
[00:08:36.220 --> 00:08:37.260]  我給大家一個footnote
[00:08:37.260 --> 00:08:38.540]  很有趣的
[00:08:38.540 --> 00:08:42.780]  這個聖殿大概主後67到70年
[00:08:42.780 --> 00:08:44.540]  是完全建好了
[00:08:44.540 --> 00:08:46.540]  主後的70年
[00:08:46.540 --> 00:08:47.980]  我就告訴你
[00:08:47.980 --> 00:08:50.780]  發生了一件很嚴重的事情
[00:08:50.780 --> 00:08:53.100]  就是當時有一個皇帝叫尼祿
[00:08:53.100 --> 00:08:53.900]  可能你聽過
[00:08:53.900 --> 00:08:56.940]  他就覺得整個猶太的地方
[00:08:56.940 --> 00:08:59.420]  那個耶路撒冷城建不起來
[00:08:59.420 --> 00:09:02.060]  那個城市建築不好
[00:09:02.060 --> 00:09:04.380]  剷了它重新建一個
[00:09:04.380 --> 00:09:05.980]  重新建一個很難的
[00:09:05.980 --> 00:09:06.620]  怎麼樣呢
[00:09:06.620 --> 00:09:08.060]  那個人真的瘋瘋癲癲的
[00:09:08.060 --> 00:09:09.340]  放一把火
[00:09:09.340 --> 00:09:11.740]  燒了整個耶路撒冷城
[00:09:11.740 --> 00:09:14.140]  當然會燒這個聖殿
[00:09:14.140 --> 00:09:15.180]  燒完之後
[00:09:15.180 --> 00:09:17.020]  那塊石頭理論上燒不爛的
[00:09:17.020 --> 00:09:19.420]  最多是爛爛的
[00:09:19.420 --> 00:09:22.380]  但是那些軍隊的軍兵
[00:09:22.380 --> 00:09:24.300]  因為有那些金在那裡
[00:09:24.300 --> 00:09:25.180]  我剛才說
[00:09:25.180 --> 00:09:27.260]  他就將那些石頭打爛了
[00:09:27.260 --> 00:09:28.540]  一塊塊打爛了
[00:09:28.540 --> 00:09:30.140]  因為他拿了那些金
[00:09:30.140 --> 00:09:32.140]  所以你說到完全70年之後
[00:09:32.140 --> 00:09:33.980]  就是主要70年
[00:09:33.980 --> 00:09:36.140]  應驗了一塊石頭
[00:09:36.140 --> 00:09:38.380]  沒有留在一塊石頭那裡
[00:09:38.380 --> 00:09:40.220]  真的很神奇
[00:09:40.220 --> 00:09:41.740]  我們現在會再看
[00:09:41.740 --> 00:09:43.980]  那去到第三節的時間
[00:09:43.980 --> 00:09:46.300]  他們在聖殿裡出來
[00:09:46.300 --> 00:09:47.980]  那些門徒不明白
[00:09:47.980 --> 00:09:49.580]  有三個大弟子
[00:09:49.580 --> 00:09:51.580]  我們經常說彼得、亞各、約翰
[00:09:51.580 --> 00:09:52.780]  經常都跟著耶穌
[00:09:52.780 --> 00:09:54.220]  上山變賬的時候
[00:09:54.220 --> 00:09:57.100]  這三個多了一個安德烈
[00:09:57.100 --> 00:09:57.980]  做人證
[00:09:57.980 --> 00:09:59.340]  多了安德烈
[00:09:59.340 --> 00:10:02.540]  他們坐在橄欖山上的時間
[00:10:02.540 --> 00:10:04.380]  看回去對面山
[00:10:04.380 --> 00:10:06.380]  你知道耶路撒冷是一個山城
[00:10:06.380 --> 00:10:07.980]  看回去對面山
[00:10:07.980 --> 00:10:09.100]  看回去對面山
[00:10:09.100 --> 00:10:10.620]  他忍不住要問
[00:10:10.620 --> 00:10:12.860]  問了兩個問題
[00:10:12.860 --> 00:10:14.060]  很有趣的
[00:10:14.060 --> 00:10:16.380]  問耶穌告訴他
[00:10:16.380 --> 00:10:17.580]  師父告訴他
[00:10:17.580 --> 00:10:20.860]  什麼時候會有這些事情發生
[00:10:20.860 --> 00:10:22.220]  問了一個問題
[00:10:22.220 --> 00:10:24.220]  什麼時候
[00:10:24.220 --> 00:10:27.820]  剛才你說聖殿會拆毀一塊石頭
[00:10:27.820 --> 00:10:30.220]  不在另一塊石頭上面
[00:10:30.220 --> 00:10:31.180]  什麼時候
[00:10:31.180 --> 00:10:32.620]  另一個問題就是
[00:10:32.620 --> 00:10:35.820]  在這件事發生之前
[00:10:35.820 --> 00:10:36.940]  或者快要發生
[00:10:36.940 --> 00:10:38.540]  有什麼預兆
[00:10:38.540 --> 00:10:40.300]  有什麼兆頭
[00:10:40.300 --> 00:10:42.780]  有什麼記號
[00:10:42.780 --> 00:10:44.300]  你可以告訴我們
[00:10:44.300 --> 00:10:46.220]  我們很多時候
[00:10:46.220 --> 00:10:49.340]  看這些經文的時間
[00:10:49.340 --> 00:10:50.140]  不用看了
[00:10:50.140 --> 00:10:50.940]  肯定會回答
[00:10:50.940 --> 00:10:51.980]  有人問你
[00:10:51.980 --> 00:10:53.500]  這些事情我們不知道
[00:10:53.500 --> 00:10:55.340]  我們不會知道
[00:10:55.340 --> 00:10:56.380]  只有天父知道
[00:10:56.380 --> 00:10:58.380]  耶穌什麼時候回來
[00:10:58.380 --> 00:10:59.740]  就像盜賊一樣
[00:10:59.740 --> 00:11:01.020]  耶穌回來的時候
[00:11:01.020 --> 00:11:03.740]  就像羅亞的日子如何
[00:11:03.740 --> 00:11:05.740]  耶穌基督回來的日子如何
[00:11:05.740 --> 00:11:06.380]  沒人知道
[00:11:06.380 --> 00:11:08.780]  明天突然間大水灌溉
[00:11:08.780 --> 00:11:10.620]  完全沒有了
[00:11:10.620 --> 00:11:12.620]  所以是沒人知道
[00:11:12.620 --> 00:11:14.380]  所以他問什麼時候的時間
[00:11:14.380 --> 00:11:15.500]  大家都會這樣回答
[00:11:15.500 --> 00:11:16.780]  那耶穌怎麼回答呢
[00:11:16.780 --> 00:11:18.220]  其實耶穌沒有回答
[00:11:18.220 --> 00:11:19.740]  剛才我們那段經文
[00:11:19.740 --> 00:11:20.620]  或者他也有回答
[00:11:20.620 --> 00:11:21.900]  但是隱含地回答
[00:11:21.900 --> 00:11:24.460]  但是耶穌去到第32節的時間
[00:11:24.460 --> 00:11:25.740]  我們剛才沒有讀
[00:11:25.740 --> 00:11:27.020]  32節他說什麼呢
[00:11:27.020 --> 00:11:28.700]  32節耶穌說
[00:11:28.700 --> 00:11:31.180]  那日子和那時間
[00:11:31.180 --> 00:11:33.180]  是沒有人知道
[00:11:33.180 --> 00:11:35.580]  連天上的天使和我
[00:11:35.580 --> 00:11:37.260]  作為子都不知道
[00:11:37.260 --> 00:11:38.060]  只有父知道
[00:11:38.060 --> 00:11:39.180]  但是32節
[00:11:39.180 --> 00:11:41.100]  我們很多時候回應這個問題的時間
[00:11:41.100 --> 00:11:42.380]  用32節回答
[00:11:42.380 --> 00:11:43.980]  但是其實有一點錯
[00:11:43.980 --> 00:11:46.220]  因為耶穌一路說下去
[00:11:46.220 --> 00:11:47.500]  一路說下去的時間
[00:11:47.500 --> 00:11:49.020]  去到第32節
[00:11:49.020 --> 00:11:51.260]  其實他在說世界末日
[00:11:51.260 --> 00:11:52.860]  其實他再回來的時間
[00:11:52.860 --> 00:11:56.700]  啟示錄打開了第7個號的時候
[00:11:56.700 --> 00:11:58.140]  聊到那7個碗
[00:11:58.140 --> 00:11:58.940]  吹起7號
[00:11:58.940 --> 00:12:00.300]  聊到7個碗
[00:12:00.300 --> 00:12:01.820]  其實那7個碗最主要
[00:12:01.820 --> 00:12:02.780]  很可怕
[00:12:02.780 --> 00:12:04.860]  的時間
[00:12:04.860 --> 00:12:06.940]  他說那個時間是沒有人知道
[00:12:06.940 --> 00:12:08.700]  所以耶穌不是真正回答
[00:12:08.700 --> 00:12:13.020]  究竟這個聖殿是什麼時候會被拆毀
[00:12:13.020 --> 00:12:16.780]  他是在說世界終結時
[00:12:16.780 --> 00:12:18.380]  張岳友的一首歌
[00:12:18.380 --> 00:12:19.660]  世界終結時
[00:12:19.660 --> 00:12:21.260]  那個日子和時間
[00:12:21.260 --> 00:12:22.620]  是沒有人知道的
[00:12:22.620 --> 00:12:24.140]  但是對那些門徒來說
[00:12:24.140 --> 00:12:25.020]  他會覺得
[00:12:25.020 --> 00:12:27.340]  所有事情都發生在聖殿
[00:12:27.340 --> 00:12:27.980]  是不是?
[00:12:27.980 --> 00:12:29.900]  敬拜上帝發生在聖殿
[00:12:29.900 --> 00:12:32.700]  找祭司贖罪發生在聖殿
[00:12:32.700 --> 00:12:34.700]  團聚發生在聖殿
[00:12:34.700 --> 00:12:38.060]  甚至一些政治文化經濟交流
[00:12:38.060 --> 00:12:39.260]  其實都發生在聖殿
[00:12:39.260 --> 00:12:42.220]  不過發生在聖殿的外院
[00:12:42.220 --> 00:12:43.660]  你現在沒有聖殿的時間
[00:12:43.660 --> 00:12:45.260]  是不是意味著
[00:12:45.260 --> 00:12:46.540]  猶太人都沒有了
[00:12:46.540 --> 00:12:47.980]  以色列民族都沒有了
[00:12:47.980 --> 00:12:50.220]  應該是世界末日了
[00:12:50.220 --> 00:12:51.900]  所以他們是不是同一時間
[00:12:51.900 --> 00:12:53.740]  都在想這個問題呢?
[00:12:53.740 --> 00:12:54.380]  不知道
[00:12:54.380 --> 00:12:56.700]  但是耶穌在32兆回答的是
[00:12:56.700 --> 00:12:58.860]  世界終結的時間
[00:12:58.860 --> 00:13:00.140]  那個日子時間
[00:13:00.140 --> 00:13:00.860]  沒有人知道
[00:13:00.860 --> 00:13:02.860]  第二個問題
[00:13:02.860 --> 00:13:04.060]  怎麼兆頭
[00:13:04.060 --> 00:13:05.180]  耶穌有沒有回答呢?
[00:13:05.180 --> 00:13:07.500]  我剛才讀了一篇經文的時候很有趣的
[00:13:07.500 --> 00:13:09.820]  我還沒說這個問題之前
[00:13:09.820 --> 00:13:11.660]  我們就看一個問題
[00:13:11.660 --> 00:13:13.660]  在28節我們剛才沒有讀
[00:13:13.660 --> 00:13:16.380]  就是說耶穌回答那些門徒
[00:13:16.380 --> 00:13:18.380]  那個日子和時間沒有人知道
[00:13:18.380 --> 00:13:20.780]  還有我剛才讀的那一段經文
[00:13:20.780 --> 00:13:24.140]  中間是夾雜了一個很小的比喻
[00:13:24.140 --> 00:13:25.260]  這個比喻很簡單的
[00:13:25.260 --> 00:13:26.060]  大家都知道的
[00:13:26.060 --> 00:13:28.780]  就是你看一下那些無花果
[00:13:28.780 --> 00:13:29.900]  這班門徒
[00:13:29.900 --> 00:13:32.460]  其實主要是那四個人
[00:13:32.460 --> 00:13:34.220]  你看一下無花果樹
[00:13:34.220 --> 00:13:35.660]  學一個功課
[00:13:35.660 --> 00:13:36.380]  學什麼功課呢?
[00:13:36.380 --> 00:13:40.300]  就是那些樹枝如果長出來有亂芽的時候
[00:13:40.300 --> 00:13:41.180]  我們都知道的
[00:13:41.180 --> 00:13:42.140]  我們後院的時候
[00:13:42.140 --> 00:13:43.020]  現在春天嘛
[00:13:43.020 --> 00:13:43.820]  北京快到了
[00:13:43.820 --> 00:13:44.460]  春天
[00:13:44.460 --> 00:13:46.300]  你有亂芽長出來
[00:13:46.300 --> 00:13:47.820]  就有葉子的了
[00:13:47.820 --> 00:13:49.260]  有葉子的時候
[00:13:49.260 --> 00:13:51.900]  你們就知道夏天是近了
[00:13:51.900 --> 00:13:53.740]  所以同樣道理
[00:13:53.740 --> 00:13:58.300]  你們什麼時候看見這些事發生
[00:13:58.300 --> 00:13:59.340]  什麼事啊?
[00:13:59.340 --> 00:14:01.740]  不是無花果樹那些亂葉長出來
[00:14:01.740 --> 00:14:03.740]  是有一些事情發生
[00:14:03.740 --> 00:14:04.540]  在這裡耶穌說
[00:14:04.540 --> 00:14:05.660]  有些事情發生
[00:14:05.660 --> 00:14:06.940]  你就知道
[00:14:06.940 --> 00:14:10.940]  他就是人子已經站在門口了
[00:14:10.940 --> 00:14:12.700]  你們明白這句話
[00:14:12.700 --> 00:14:15.020]  所以耶穌其實回應的一件事就是
[00:14:15.020 --> 00:14:16.780]  那個時間我都不知道
[00:14:16.780 --> 00:14:17.980]  我沒辦法告訴你
[00:14:17.980 --> 00:14:19.500]  日子和時間我不知道
[00:14:19.500 --> 00:14:23.420]  但是有一些兆頭
[00:14:23.420 --> 00:14:26.860]  你們看見的時候就知道
[00:14:26.860 --> 00:14:28.380]  世界終結
[00:14:28.380 --> 00:14:30.140]  或者我回來的時候
[00:14:30.140 --> 00:14:32.300]  已經是近在門口
[00:14:32.300 --> 00:14:33.740]  還沒百分之百發生
[00:14:33.740 --> 00:14:34.700]  已經近在門口
[00:14:34.700 --> 00:14:35.740]  已經敲門了
[00:14:35.740 --> 00:14:38.620]  DHL送東西上來了
[00:14:38.620 --> 00:14:40.060]  在門口了已經
[00:14:40.060 --> 00:14:40.940]  看到車了
[00:14:40.940 --> 00:14:42.140]  在門口了
[00:14:42.140 --> 00:14:43.580]  有些事情發生
[00:14:43.580 --> 00:14:45.020]  所以他在說
[00:14:45.020 --> 00:14:46.620]  回應耶穌
[00:14:46.620 --> 00:14:49.260]  我剛才讀經文就是在回應這些事
[00:14:49.260 --> 00:14:50.380]  有什麼事情發生
[00:14:50.380 --> 00:14:51.740]  這個就是兆頭了
[00:14:51.740 --> 00:14:52.380]  OK
[00:14:52.380 --> 00:14:53.900]  所以第一個兆頭
[00:14:53.900 --> 00:14:55.420]  五節、六節
[00:14:55.420 --> 00:14:57.020]  十三章五到六節
[00:14:57.020 --> 00:14:57.980]  第一個兆頭
[00:14:57.980 --> 00:14:59.180]  第一個兆頭是什麼呢?
[00:14:59.180 --> 00:15:00.700]  他說很多人出來
[00:15:00.700 --> 00:15:01.900]  卡姆·奧基文
[00:15:01.900 --> 00:15:04.860]  迷惑很多的人
[00:15:04.860 --> 00:15:06.620]  說我是基督迷惑很多人
[00:15:06.620 --> 00:15:08.140]  但是我告訴你
[00:15:08.140 --> 00:15:08.780]  真的有的
[00:15:08.780 --> 00:15:09.500]  你不要說沒有
[00:15:09.500 --> 00:15:11.900]  我在北京的時候
[00:15:11.900 --> 00:15:13.900]  送我女兒去跳舞
[00:15:13.900 --> 00:15:16.060]  旁邊有一家賣玩具的店鋪
[00:15:16.060 --> 00:15:17.900]  這個人真的很勤奮
[00:15:17.900 --> 00:15:19.900]  整天看到他都打開聖經去看
