
[00:00:00.000 --> 00:00:05.520]  很高興有機會在大家當中分享猜拳聯會
[00:02:40.800 --> 00:02:43.320]  生命更新的時候 你就有一個使命
[00:02:43.320 --> 00:02:45.920]  因為講到耶路撒冷 猶太 全地 撒瑪利亞
[00:02:45.920 --> 00:02:50.560]  是一個漸進 也是一個並行
[00:02:50.560 --> 00:02:52.560]  我們從一個地區 一個地域
[00:02:52.560 --> 00:02:54.960]  慢慢去到另一個地區 一直這樣下去
[00:02:54.960 --> 00:02:57.760]  所以從初初 從耶路撒冷
[00:02:57.760 --> 00:02:59.440]  到猶太 全地 撒瑪利亞
[00:02:59.440 --> 00:03:02.740]  也都不是一個地域 也都包括一種種族
[00:03:02.740 --> 00:03:06.460]  從初初只是猶太人 到慢慢外邦人
[00:03:06.460 --> 00:03:10.080]  講希臘語的猶太人 到外邦人
[00:03:10.080 --> 00:03:11.880]  不同的民族
[00:03:11.880 --> 00:03:14.700]  所以這其實是很配合你們的主題
[00:03:14.700 --> 00:03:17.640]  福音不只是華人 也都是非華人
[00:03:17.640 --> 00:03:19.240]  是跨文化的
[00:03:19.240 --> 00:03:22.480]  在這裡我們要留意 如果我們真的需要這樣做
[00:03:22.480 --> 00:03:25.600]  能夠真的去到地界 為主作競爭的時候
[00:03:25.600 --> 00:03:28.000]  其實現在是我們一個很好的契機
[00:03:28.000 --> 00:03:30.000]  我們事實上這個不是一個夢
[00:03:30.000 --> 00:03:31.700]  待會我分享的時候 你會看到
[00:03:31.700 --> 00:03:33.040]  其實是可行的
[00:03:33.040 --> 00:03:35.340]  但問題是如果我們真的要做到這樣的時候
[00:03:35.340 --> 00:03:37.620]  我相信我們需要一些突破
[00:03:37.620 --> 00:03:40.340]  就算我們宣導會裡面 我們需要一些突破
[00:03:40.340 --> 00:03:44.840]  第一 我們需要從重視宣教 去到使命人生
[00:03:44.840 --> 00:03:48.740]  宣導會是一個非常mission minded的denomination
[00:03:48.740 --> 00:03:53.580]  宣導會是一個非常強調宣教的中派
[00:03:53.580 --> 00:03:55.360]  所以我們才有猜拳年會
[00:03:55.360 --> 00:03:58.180]  以前在奧特華的時候 我有猜拳月
[00:03:58.180 --> 00:03:59.860]  通常10月就是猜拳月
[00:03:59.860 --> 00:04:02.420]  另外2月我有一個猜拳的週末
[00:04:02.420 --> 00:04:05.500]  每年有兩次的猜拳 強調
[00:04:05.500 --> 00:04:09.420]  宣導會很著重宣教 我們說是重視宣教
[00:04:09.420 --> 00:04:12.600]  但是我們需要從重視宣教 去到使命人生
[00:04:12.600 --> 00:04:13.900]  什麼叫使命人生呢?
[00:04:13.900 --> 00:04:16.940]  我在2000年在呼留的時候 讀神學
[00:04:16.940 --> 00:04:20.060]  D.Me的時候 就開始看一些書
[00:04:20.060 --> 00:04:23.340]  令我對一個課題叫missionary church
[00:04:23.340 --> 00:04:25.340]  使命教會很有興趣
[00:04:25.340 --> 00:04:28.680]  當我看的時候發覺 哇 正的
[00:04:28.680 --> 00:04:30.380]  這個missionary church所說的東西
[00:04:30.380 --> 00:04:33.760]  竟然改變了我整個侍奉的philosophy 我的心態
[00:04:33.760 --> 00:04:35.940]  所以我回到奧特華 在奧特華的會的時候
[00:04:35.940 --> 00:04:38.340]  我希望我的教會成為一個使命教會
[00:04:38.340 --> 00:04:39.780]  後來在恩福侍奉的時候
[00:04:39.780 --> 00:04:41.460]  我對不同的教會裡面說的時候
[00:04:41.460 --> 00:04:43.260]  我常常都說使命教會
[00:04:43.260 --> 00:04:47.420]  這次在蘇利南的宣教大會 我也是說使命教會
[00:04:47.420 --> 00:04:48.700]  使命教會是什麼呢?
[00:04:48.700 --> 00:04:52.260]  其實是20世紀末的一個教會更新的運動
[00:04:52.260 --> 00:04:53.700]  裡面強調兩樣東西
[00:04:53.700 --> 00:04:56.620]  一個就是教會的宣教使命本質
[00:04:56.620 --> 00:04:58.700]  就是馬太福音28章大使命
[00:04:58.700 --> 00:05:02.020]  其實我們知道就是使萬民作基督的門徒
[00:05:02.020 --> 00:05:05.580]  但是另一個使命人生是比較新的觀念
[00:05:05.580 --> 00:05:06.940]  什麼叫使命人生呢?
[00:05:06.940 --> 00:05:09.080]  其實它說missionary living
[00:05:09.080 --> 00:05:12.360]  就是說儘管我們不是一個全職的宣教使
[00:05:12.360 --> 00:05:16.380]  我們不像劉鴻遞兄 去香港上大陸
[00:05:16.380 --> 00:05:18.860]  但是你和我都是一個宣教使
[00:05:18.860 --> 00:05:20.980]  我們不是一個career missionary
[00:05:20.980 --> 00:05:23.260]  但是我們是帶著一個使命的人生
[00:05:23.260 --> 00:05:25.220]  原來我們是被差的
[00:05:25.220 --> 00:05:28.820]  我們去到學校 去到社群 甚至去到我們的家
[00:05:28.820 --> 00:05:30.500]  我們要成為福音的見證
[00:05:30.500 --> 00:05:33.540]  所以我們要透過知識思想行動
[00:05:33.540 --> 00:05:36.660]  好像一個宣教使一樣
[00:05:36.660 --> 00:05:40.740]  所以說如果我們真的需要從耶路撒冷到地極
[00:05:40.740 --> 00:05:42.140]  為主作見的時候
[00:05:42.140 --> 00:05:43.540]  我們需要再進一步
[00:05:43.540 --> 00:05:45.620]  我們不僅重視宣教
[00:05:45.620 --> 00:05:48.780]  我們需要成為一個使命人生
[00:05:48.780 --> 00:05:54.580]  這裡我看回為什麼使命教會強調
[00:05:54.580 --> 00:05:56.740]  教會的大使命和使命人生呢?
[00:05:56.740 --> 00:05:58.420]  其實最終的問題是因為什麼呢?
[00:05:58.420 --> 00:06:00.660]  原來我們的神是一個差遣的神
[00:06:00.660 --> 00:06:02.220]  就因為我們神才是差遣的神
[00:06:02.220 --> 00:06:04.100]  所以才有大使命
[00:06:04.100 --> 00:06:05.660]  因為我們的神是一個差遣的神
[00:06:05.660 --> 00:06:08.220]  你和我才要負責這個使命的人生
[00:06:08.220 --> 00:06:10.260]  我們要成為祂的見證
[00:06:10.260 --> 00:06:11.740]  在這裡留意我的經文
[00:06:11.740 --> 00:06:14.380]  《埃及記》第19章5-6節
[00:06:14.380 --> 00:06:16.700]  「如今你們若實聽從我的話
[00:06:16.700 --> 00:06:18.220]  遵守我的約
[00:06:18.220 --> 00:06:21.460]  就在萬民中作屬我的子民
[00:06:21.460 --> 00:06:23.100]  因為全都是我的
[00:06:23.100 --> 00:06:25.420]  你們要歸我作祭司的國度
[00:06:25.420 --> 00:06:26.500]  為聖記的國民」
[00:06:26.500 --> 00:06:28.500]  意思是說你要告訴以色列人
[00:06:28.500 --> 00:06:30.260]  你留意三個highlight的
[00:06:30.260 --> 00:06:33.180]  屬我的子民 祭司的國度 聖記的國民
[00:06:33.180 --> 00:06:35.460]  屬不屬口面啊?
[00:06:35.460 --> 00:06:37.940]  在哪裡出現過?
[00:06:37.940 --> 00:06:40.020]  這個是舊約的 出埃及記
[00:06:40.020 --> 00:06:42.140]  在哪裡出現過?
[00:06:42.140 --> 00:06:43.540]  引述不出來
[00:06:43.540 --> 00:06:44.820]  報告炒魷魚
[00:06:44.820 --> 00:06:45.860]  不是
[00:06:45.860 --> 00:06:47.620]  在這個彼得前書
[00:06:47.620 --> 00:06:49.660]  彼得前書第2章第9節
[00:06:49.660 --> 00:06:51.900]  「為你們是被揀選的族類
[00:06:51.900 --> 00:06:54.140]  是君尊的祭司 聖記的國度
[00:06:54.140 --> 00:06:55.940]  屬臣的子民」
[00:06:55.940 --> 00:06:57.580]  所以你會發覺相似的
[00:06:57.580 --> 00:07:00.740]  原來在舊約裡面神是揀選亞伯蘭
[00:07:00.740 --> 00:07:03.020]  然後透過亞伯蘭揀選以色列民
[00:07:03.020 --> 00:07:05.060]  然後說你是我的子民
[00:07:05.060 --> 00:07:06.860]  你是君尊的祭司
[00:07:06.860 --> 00:07:08.580]  你是聖結的
[00:07:08.580 --> 00:07:10.700]  但神不只是揀選以色列人
[00:07:10.700 --> 00:07:13.700]  他是要以色列人成為他的見證
[00:07:13.700 --> 00:07:15.620]  但很可惜以色列人失敗
[00:07:15.620 --> 00:07:17.620]  他只是覺得我是蒙揀選的
[00:07:17.620 --> 00:07:18.940]  我是特別蒙恩惠的
[00:07:18.940 --> 00:07:21.220]  我是屬臣的子民
[00:07:21.220 --> 00:07:22.300]  Hallelujah
[00:07:22.300 --> 00:07:25.100]  但是那些外邦人 未信的人
[00:07:25.100 --> 00:07:27.580]  他們是豬 他們是狗
[00:07:27.580 --> 00:07:29.300]  他們不配的舊人
[00:07:29.300 --> 00:07:31.300]  他們沒有在外邦成為見證
[00:07:31.300 --> 00:07:32.980]  所以在新約的時候
[00:07:32.980 --> 00:07:35.540]  神差遣了獨生子 道成若生
[00:07:35.540 --> 00:07:37.380]  死在十字架上為我們死
[00:07:37.380 --> 00:07:39.300]  不僅如此 當耶穌升天的時候說
[00:07:39.300 --> 00:07:41.060]  所以你們要去
[00:07:41.060 --> 00:07:43.020]  原來我們同樣是被差的
[00:07:43.020 --> 00:07:44.780]  我們有君尊的祭司 聖結的國度
[00:07:44.780 --> 00:07:45.900]  屬臣的子民
[00:07:45.900 --> 00:07:47.020]  然後後面說什麼
[00:07:47.020 --> 00:07:49.420]  是叫我們宣揚那召我們出黑暗
[00:07:49.420 --> 00:07:51.300]  入奇妙光明 謝美德
[00:07:51.300 --> 00:07:53.940]  原來我們是帶著使命的
[00:07:53.940 --> 00:07:56.140]  但問題是今天如果教會
[00:07:56.140 --> 00:07:57.580]  好像以色列一樣
[00:07:57.580 --> 00:07:59.060]  我們是蒙恩的
[00:07:59.060 --> 00:08:00.220]  神祈祝福我們
[00:08:00.220 --> 00:08:01.460]  然後坐在那裡
[00:08:01.460 --> 00:08:02.940]  不動 不宣教
[00:08:02.940 --> 00:08:04.940]  不出去 不做見證
[00:08:04.940 --> 00:08:09.060]  我們是重蹈以色列人的失敗的地方
[00:08:09.060 --> 00:08:13.900]  所以我們不僅要重視宣教
[00:08:13.900 --> 00:08:17.060]  我們更加需要成為一個使命的人生
[00:08:17.060 --> 00:08:19.580]  成為一個使命的教會
[00:08:19.580 --> 00:08:22.860]  你看看這裏約翰福音第20章21節
[00:08:22.860 --> 00:08:25.420]  耶穌對他們說 願你們平安
[00:08:25.420 --> 00:08:28.660]  苦怎樣差遣我 我也照樣差遣你們
[00:08:28.660 --> 00:08:30.660]  重複說到差遣
[00:08:30.660 --> 00:08:32.660]  所以神是一個差遣的神
[00:08:32.660 --> 00:08:33.660]  原來你和我
[00:08:33.660 --> 00:08:35.660]  如果我們說我們是基督徒
[00:08:35.660 --> 00:08:37.220]  我們是屬神的子民
[00:08:37.220 --> 00:08:39.220]  原來我們都是被差
[00:08:39.220 --> 00:08:41.340]  所以今天坐在那裏聽宣教年會的時候
[00:08:41.340 --> 00:08:43.580]  不僅是某小絕的人
[00:08:43.580 --> 00:08:45.020]  他將要出工場了
[00:08:45.020 --> 00:08:46.620]  我們在禱告裏面怎麼支持他
[00:08:46.620 --> 00:08:48.140]  奉獻怎麼支持他
[00:08:48.140 --> 00:08:50.820]  我希望今天聽的是你和我
[00:08:50.820 --> 00:08:54.660]  我有沒有留意到原來我是一個宣教士
[00:08:54.660 --> 00:08:58.540]  我有沒有留意到原來我是被差的
[00:08:58.540 --> 00:09:01.100]  有沒有留意到原來我們要作見證
[00:09:01.100 --> 00:09:03.100]  問題是一個好的見證
[00:09:03.100 --> 00:09:05.100]  還是一個不好的見證
[00:09:05.100 --> 00:09:07.820]  問題是教會有裝備我們成為見證
[00:09:07.820 --> 00:09:11.100]  還是教會沒有裝備我們成為一個見證
[00:09:11.100 --> 00:09:14.100]  所以這是一個很重要的課題
[00:09:14.100 --> 00:09:15.900]  教會是被差的群體
[00:09:15.900 --> 00:09:17.260]  被主所差派
[00:09:17.260 --> 00:09:19.260]  背著十字架
[00:09:19.260 --> 00:09:20.780]  進入社群
[00:09:20.780 --> 00:09:22.780]  到每一個文化當中
[00:09:22.780 --> 00:09:24.300]  不僅僅是中國人
[00:09:24.300 --> 00:09:26.300]  我們是為了我們的王
[00:09:26.300 --> 00:09:27.620]  為我們的國度
[00:09:27.620 --> 00:09:29.620]  這個就是使命人生
[00:09:30.540 --> 00:09:32.540]  我們是被差的
[00:09:32.540 --> 00:09:35.620]  然後在這裏講了一本書
[00:09:35.620 --> 00:09:37.140]  因為宣道會很著重宣教
[00:09:37.140 --> 00:09:39.140]  我以前是獨立教會出身的
[00:09:39.140 --> 00:09:41.140]  我不是宣道會出身的
[00:09:41.140 --> 00:09:46.260]  在1994年我離開屋君哥的時候
[00:09:46.260 --> 00:09:47.460]  我祈禱神
[00:09:47.460 --> 00:09:50.260]  我從來沒有試過一個人加入宗派
[00:09:50.260 --> 00:09:52.260]  我想看看宗派會怎麼樣
[00:09:52.260 --> 00:09:54.260]  神讓我進了宣道會
[00:09:54.260 --> 00:09:55.780]  在宣道會的時候我很喜歡
[00:09:55.780 --> 00:09:57.780]  因為我本身是一個很喜歡宣教
[00:09:57.780 --> 00:09:59.780]  很喜歡出去的人
[00:09:59.780 --> 00:10:01.780]  我來到宣道會的時候覺得很棒
[00:10:01.780 --> 00:10:03.780]  出去 出去 出去
[00:10:03.780 --> 00:10:05.780]  我以為已經很好了
[00:10:05.780 --> 00:10:07.780]  但當我看這本書Missionary Church
[00:10:07.780 --> 00:10:08.780]  Zero
[00:10:08.780 --> 00:10:10.780]  已經很久了
[00:10:10.780 --> 00:10:13.780]  它講宣教的時候原來有兩種不同的宣教
[00:10:13.780 --> 00:10:15.780]  大開我的眼界
[00:10:15.780 --> 00:10:17.780]  第一個是以教會為中心的
[00:10:17.780 --> 00:10:19.780]  Ecclesiastical Center
[00:10:19.780 --> 00:10:21.780]  我們教會有很多活動
[00:10:21.780 --> 00:10:23.780]  我們很重視宣教
[00:10:23.780 --> 00:10:25.780]  所以我們的財政一部分放在宣教裏面
[00:10:25.780 --> 00:10:27.780]  我們猜短宣隊
[00:10:27.780 --> 00:10:29.780]  我們支持宣教士在外面的工作
[00:10:29.780 --> 00:10:31.780]  Hallelujah 感謝主
[00:10:31.780 --> 00:10:33.780]  但我們留意原來有另一種的宣教體系
[00:10:33.780 --> 00:10:35.780]  就是怎麼樣呢
[00:10:35.780 --> 00:10:37.780]  是以神為中心的
[00:10:37.780 --> 00:10:40.780]  剛才我們講過原來神是一個差遣的神
[00:10:40.780 --> 00:10:42.780]  如果我們以教會為中心的時候
[00:10:42.780 --> 00:10:44.780]  我發覺大使命很重要
[00:10:44.780 --> 00:10:46.780]  神要我們做
[00:10:46.780 --> 00:10:47.780]  好吧 我們做吧
[00:10:47.780 --> 00:10:49.780]  在教會裏面我們很多事工裏面
[00:10:49.780 --> 00:10:51.780]  我們強調宣教
[00:10:51.780 --> 00:10:53.780]  這個都不錯的了
[00:10:53.780 --> 00:10:56.780]  但這個不是神的心意
[00:10:56.780 --> 00:10:58.780]  原來神的心意就是
[00:10:58.780 --> 00:11:00.780]  神本身是一個差遣的神
[00:11:00.780 --> 00:11:02.780]  以色列民是他的子民
[00:11:02.780 --> 00:11:03.780]  他要猜以色列民
[00:11:03.780 --> 00:11:04.780]  教會是他的子民
[00:11:04.780 --> 00:11:06.780]  他要猜遣教會
[00:11:06.780 --> 00:11:09.780]  問題是教會怎麼回應神的心意呢
[00:11:09.780 --> 00:11:11.780]  不是我們做主
[00:11:11.780 --> 00:11:13.780]  是神做主
[00:11:13.780 --> 00:11:15.780]  我們是以神為中心
[00:11:15.780 --> 00:11:16.780]  如果神是一個差遣的神
[00:11:16.780 --> 00:11:19.780]  教會是神所猜的器皿
[00:11:19.780 --> 00:11:21.780]  我們應該怎麼看宣教呢
[00:11:21.780 --> 00:11:22.780]  從這個角度來看
[00:11:22.780 --> 00:11:24.780]  所以重視宣教
[00:11:24.780 --> 00:11:26.780]  不是等於宣教使命教會
[00:11:26.780 --> 00:11:28.780]  所以說
[00:11:28.780 --> 00:11:30.780]  我們如果將福音從耶路撒冷到地極
[00:11:30.780 --> 00:11:32.780]  從猶太人到萬民的話
[00:11:32.780 --> 00:11:34.780]  是可行的
[00:11:34.780 --> 00:11:36.780]  但是我們需要突破
[00:11:36.780 --> 00:11:39.780]  突破就是我們不單止重視宣教
[00:11:39.780 --> 00:11:42.780]  我們需要成為使命的教會
[00:11:42.780 --> 00:11:44.780]  我們需要有使命的人生
[00:11:44.780 --> 00:11:46.780]  分別在哪裏
[00:11:46.780 --> 00:11:48.780]  重視宣教
[00:11:48.780 --> 00:11:50.780]  很著重的差遣支援
[00:11:50.780 --> 00:11:51.780]  剛才看到了
[00:11:51.780 --> 00:11:53.780]  差遣 劉鴻夫婦
[00:11:53.780 --> 00:11:55.780]  然後我們在後面支持
[00:11:55.780 --> 00:11:56.780]  你前面辦公
[00:11:56.780 --> 00:11:58.780]  放心 我在後面支持你
[00:11:58.780 --> 00:12:00.780]  然後就說前面打仗的和後面看守兵器的
[00:12:00.780 --> 00:12:02.780]  同得獎賞
[00:12:02.780 --> 00:12:04.780]  這個是我們的觀念
[00:12:04.780 --> 00:12:05.780]  代表性
[00:12:05.780 --> 00:12:07.780]  他就代表我們教會
[00:12:07.780 --> 00:12:09.780]  他是我們的會友
[00:12:09.780 --> 00:12:11.780]  他被猜出去
[00:12:11.780 --> 00:12:13.780]  他代表習富民在那裏做事工
[00:12:13.780 --> 00:12:15.780]  感謝主
[00:12:15.780 --> 00:12:17.780]  然後呢
[00:12:17.780 --> 00:12:19.780]  這個是我們教會眾多事工之一
[00:12:19.780 --> 00:12:21.780]  但是如果
[00:12:21.780 --> 00:12:23.780]  是使命教會
[00:12:23.780 --> 00:12:25.780]  不只是這樣
[00:12:25.780 --> 00:12:27.780]  不只是差遣支援
[00:12:27.780 --> 00:12:29.780]  不只是劉鴻夫婦他們出去
[00:12:29.780 --> 00:12:31.780]  我們後面支持
[00:12:31.780 --> 00:12:33.780]  我的責任就是支持
[00:12:33.780 --> 00:12:35.780]  我忙於賺錢
[00:12:35.780 --> 00:12:37.780]  我忙於上班
[00:12:37.780 --> 00:12:39.780]  我去不到工場
[00:12:39.780 --> 00:12:41.780]  我奉獻就行了
[00:12:41.780 --> 00:12:43.780]  你做的我一樣有獎賞
[00:12:43.780 --> 00:12:45.780]  但是如果使命教會就不是了
[00:12:45.780 --> 00:12:47.780]  原來不單止他去
[00:12:47.780 --> 00:12:49.780]  你都要去
[00:12:49.780 --> 00:12:51.780]  使命教會在你的工作地點
[00:12:51.780 --> 00:12:53.780]  做見證
[00:12:53.780 --> 00:12:55.780]  使命教會在你的社區做見證
[00:12:55.780 --> 00:12:57.780]  使命教會在你的學校做見證
[00:12:57.780 --> 00:12:59.780]  使命教會在你的家做見證
[00:12:59.780 --> 00:13:01.780]  你同樣是被猜的
[00:13:01.780 --> 00:13:03.780]  所以參與宣教
[00:13:03.780 --> 00:13:05.780]  不只是奉獻
[00:13:05.780 --> 00:13:07.780]  支持禱告就夠了
[00:13:07.780 --> 00:13:09.780]  你要問究竟你有沒有參與
[00:13:09.780 --> 00:13:11.780]  這個很重要
[00:13:11.780 --> 00:13:13.780]  第二不只是代表性
[00:13:13.780 --> 00:13:15.780]  是參與性 原來我也有份
[00:13:15.780 --> 00:13:17.780]  我也有份
[00:13:17.780 --> 00:13:19.780]  最後
[00:13:19.780 --> 00:13:21.780]  宣教不是教會眾多事工之一
[00:13:21.780 --> 00:13:23.780]  雖然我們很強調宣教
[00:13:23.780 --> 00:13:25.780]  原來宣教
[00:13:25.780 --> 00:13:27.780]  就是教會存在的目的
[00:13:27.780 --> 00:13:29.780]  我們存在
[00:13:29.780 --> 00:13:31.780]  不是為了我
[00:13:31.780 --> 00:13:33.780]  有多少好處
[00:13:33.780 --> 00:13:35.780]  牧師怎樣照顧我
[00:13:35.780 --> 00:13:37.780]  港台有什麼供應
[00:13:37.780 --> 00:13:39.780]  看節目有什麼傷害
[00:13:39.780 --> 00:13:41.780]  原來我們存在
[00:13:41.780 --> 00:13:43.780]  都是為了使命
[00:13:43.780 --> 00:13:45.780]  我們敬拜為了使命
[00:13:45.780 --> 00:13:47.780]  我們的團體為了使命
[00:13:47.780 --> 00:13:49.780]  我們的教導為了使命
[00:13:49.780 --> 00:13:51.780]  那個大使命
[00:13:51.780 --> 00:13:53.780]  才是最終的目的
[00:13:53.780 --> 00:13:55.780]  這是一個很大的轉變
[00:13:55.780 --> 00:13:57.780]  所以我讀書
[00:13:57.780 --> 00:13:59.780]  看的時候突然間眼睛開了
[00:13:59.780 --> 00:14:01.780]  我說 那是道路
[00:14:01.780 --> 00:14:05.780]  教會不只是一個群體
[00:14:05.780 --> 00:14:07.780]  在裏面我們享受地上
[00:14:07.780 --> 00:14:09.780]  那個生活
[00:14:09.780 --> 00:14:11.780]  我們是帶著使命
[00:14:11.780 --> 00:14:13.780]  這是非常非常重要
[00:14:13.780 --> 00:14:15.780]  但是今天
[00:14:15.780 --> 00:14:17.780]  我們是否會這樣做到呢
[00:14:17.780 --> 00:14:19.780]  這本書
[00:14:19.780 --> 00:14:21.780]  是我們今年在
[00:14:21.780 --> 00:14:23.780]  在Calgary年會的時候送的一本書
[00:14:23.780 --> 00:14:25.780]  又送就當然要拿
[00:14:25.780 --> 00:14:27.780]  不用錢的
[00:14:27.780 --> 00:14:29.780]  是Tom Rainer
[00:14:29.780 --> 00:14:31.780]  Tom Rainer 如果你看那本書 Simple Church
[00:14:31.780 --> 00:14:33.780]  他是一位作者
[00:14:33.780 --> 00:14:35.780]  這本書很簡單
[00:14:35.780 --> 00:14:37.780]  Tom Rainer 是一位教會的顧問
[00:14:37.780 --> 00:14:39.780]  他研究教會
[00:14:39.780 --> 00:14:41.780]  北美的教會
[00:14:41.780 --> 00:14:43.780]  他只是估計
[00:14:43.780 --> 00:14:45.780]  他有10%是死亡的教會
[00:14:45.780 --> 00:14:47.780]  死亡的
[00:14:47.780 --> 00:14:49.780]  Is lying church
[00:14:49.780 --> 00:14:51.780]  有10%
[00:14:51.780 --> 00:14:53.780]  是健康的教會
[00:14:53.780 --> 00:14:55.780]  真是健康成長的
[00:14:55.780 --> 00:14:57.780]  有生命
[00:14:57.780 --> 00:14:59.780]  另外剩下多少
[00:14:59.780 --> 00:15:01.780]  80%
[00:15:01.780 --> 00:15:03.780]  80%裏面有40%
[00:15:03.780 --> 00:15:05.780]  是有病的教會
[00:15:05.780 --> 00:15:07.780]  有病的
[00:15:07.780 --> 00:15:09.780]  未死
[00:15:09.780 --> 00:15:11.780]  有不同的
[00:15:11.780 --> 00:15:13.780]  問題 高血壓 心臟病
[00:15:13.780 --> 00:15:15.780]  諸如此類
[00:15:15.780 --> 00:15:17.780]  另外40%是甚麼呢
[00:15:17.780 --> 00:15:19.780]  剩下40%
[00:15:19.780 --> 00:15:21.780]  40%是sick church
[00:15:21.780 --> 00:15:23.780]  另外40%是甚麼呢
[00:15:23.780 --> 00:15:25.780]  very sick church
[00:15:25.780 --> 00:15:27.780]  那就是說
[00:15:27.780 --> 00:15:29.780]  百分之一百裏面
[00:15:29.780 --> 00:15:31.780]  只有10%
[00:15:31.780 --> 00:15:33.780]  是健康的教會
[00:15:33.780 --> 00:15:35.780]  其他都是
[00:15:35.780 --> 00:15:37.780]  掙扎當中 死亡當中
[00:15:37.780 --> 00:15:39.780]  他裏面指出很多不同的原因
[00:15:39.780 --> 00:15:41.780]  其中一個我指出來
[00:15:41.780 --> 00:15:43.780]  我是翻譯的
[00:15:43.780 --> 00:15:45.780]  不好意思
[00:15:45.780 --> 00:15:47.780]  死亡中的教會並不是真是想生長
[00:15:47.780 --> 00:15:49.780]  除非增長能配合他的喜好
[00:15:49.780 --> 00:15:51.780]  和容許他繼續
[00:15:51.780 --> 00:15:53.780]  安書下去
[00:15:53.780 --> 00:15:55.780]  意思
