
[00:00:00.000 --> 00:00:06.400]  我們繼續思想哈巴谷書的信息
[00:02:26.220 --> 00:02:32.340]  我們發覺亂這個怪物真是十年塵一別 征路似相逢
[00:02:32.340 --> 00:02:38.220]  何解呢? 我們簡單來看看這八年來發生什麼事
[00:02:38.220 --> 00:02:43.600]  1909年日軍佔領錦州 東北省全部陷落
[00:02:43.600 --> 00:02:46.680]  啟開了日本對中國的野心
[00:02:46.680 --> 00:02:51.800]  1919年世界大戰結束 在巴黎的條約裡面
[00:02:51.800 --> 00:02:55.380]  民國竟然之間拒絕中國的要求
[00:02:55.380 --> 00:03:02.040]  將山東半島 本來是德國的所謂巴占的
[00:03:02.040 --> 00:03:07.160]  歸還給中國 但是巴黎條約裡面
[00:03:07.160 --> 00:03:13.760]  竟然之間將中國的要求拒絕
[00:03:13.760 --> 00:03:18.240]  將山東半島的權益轉讓給日本
[00:03:18.240 --> 00:03:23.760]  引起整個中國罷市罷工 啟開了著名的五四運動
[00:03:23.760 --> 00:03:27.840]  是中國近代史裡面一個轉捩點
[00:03:27.840 --> 00:03:31.440]  1929年就是我們現在所謂的世界大蕭條
[00:03:31.440 --> 00:03:34.520]  Great Depression的開始
[00:03:34.520 --> 00:03:40.280]  在美國失業人數增加了200%
[00:03:40.280 --> 00:03:43.600]  這個Depression一直到1933年
[00:03:43.600 --> 00:03:47.560]  失業人數竟然之間達到25%
[00:03:47.560 --> 00:03:53.600]  是美國有史以來最厲害的一個危機
[00:03:53.600 --> 00:04:00.200]  1939年德國以迅雷不及掩耳的方式進攻波蘭
[00:04:00.200 --> 00:04:04.040]  於是第二次世界大戰就全面爆發
[00:04:04.040 --> 00:04:08.640]  1949年龍應台寫了一本非常震撼的書
[00:04:08.640 --> 00:04:11.720]  就叫做《1949大江大海》
[00:04:11.720 --> 00:04:16.320]  是講述國民黨在內戰裡面大敗 退守台灣
[00:04:16.320 --> 00:04:21.200]  千千萬萬的中國人投向大江 再走向大海
[00:04:21.200 --> 00:04:23.760]  他怎樣描繪這一年呢?
[00:04:23.760 --> 00:04:29.380]  他說所有顛沛流離 最後都是由大江走向大海
[00:04:29.380 --> 00:04:34.240]  所有的生離死別都發生在某一個碼頭上
[00:04:34.240 --> 00:04:37.320]  上了船就是一生
[00:04:37.320 --> 00:04:41.600]  跨民族 跨疆界 跨海峽
[00:04:41.600 --> 00:04:44.740]  龍應台用最尖銳的文筆
[00:04:44.740 --> 00:04:49.720]  不單止讓我們認識這個非常不尋常的1949年
[00:04:49.720 --> 00:04:54.320]  更是讓我們了解這一代的中國人是怎樣
[00:04:54.320 --> 00:04:59.300]  不單止是走出大江面向大海
[00:04:59.300 --> 00:05:02.000]  這一班千千萬萬的中國人
[00:05:02.000 --> 00:05:04.320]  就是在中國裡面又怎樣呢?
[00:05:04.320 --> 00:05:07.960]  香港大學的歷史學家馮客就寫了一本書
[00:05:07.960 --> 00:05:11.260]  又是關於1949年的書名叫做
[00:05:11.260 --> 00:05:14.720]  《The Tragedy of Liberation》
[00:05:14.720 --> 00:05:17.660]  如果認識近代史的人
[00:05:17.660 --> 00:05:21.840]  你會發覺馮教授所用這個名字
[00:05:21.840 --> 00:05:24.760]  是雖不中亦不願意
[00:05:24.760 --> 00:05:28.280]  1959年任何一個中國人都沒有忘記
[00:05:28.280 --> 00:05:31.020]  1958年至1960年
[00:05:31.020 --> 00:05:34.340]  是所謂中國的大躍進時代
[00:05:34.340 --> 00:05:38.420]  另一個字不是叫做大躍進
[00:05:38.420 --> 00:05:40.960]  而是叫做大饑荒
[00:05:40.960 --> 00:05:46.360]  1959年中國舉行這個廬山會議
[00:05:46.360 --> 00:05:49.360]  這個開國英雄也是領解放軍
[00:05:49.360 --> 00:05:54.540]  對抗美國的美軍的這個所謂朝鮮戰爭
[00:05:54.540 --> 00:05:57.360]  彭德懷將軍上書
[00:05:57.360 --> 00:05:58.840]  蔓延上書
[00:05:58.840 --> 00:06:01.600]  批評大躍進結果被打落馬
[00:06:01.600 --> 00:06:03.360]  最後被鬥而死
[00:06:03.360 --> 00:06:05.360]  極其淒慘
[00:06:05.360 --> 00:06:07.800]  這個大饑荒有什麼結果呢?
[00:06:07.800 --> 00:06:10.920]  根據香港大學教授馮客寫的一本書叫
[00:06:10.920 --> 00:06:13.160]  《Miles Great Famine》
[00:06:13.160 --> 00:06:15.640]  根據他研究調查
[00:06:15.640 --> 00:06:18.240]  在這一次的大饑荒裡面
[00:06:18.240 --> 00:06:20.880]  有4500萬人餓死
[00:06:20.880 --> 00:06:22.880]  史無前例
[00:06:22.880 --> 00:06:26.560]  1969年美國阿波羅號登上月球
[00:06:26.560 --> 00:06:28.800]  太空人Armstrong的名句
[00:06:28.800 --> 00:06:31.080]  在我個人來說是一小步
[00:06:31.080 --> 00:06:33.080]  在人類來說一大步
[00:06:33.080 --> 00:06:36.800]  同年也是歷史上第一部電腦面世
[00:06:36.800 --> 00:06:39.200]  啟開了一個新的世界
[00:06:39.200 --> 00:06:43.520]  1979年中國與越南戰爭爆發
[00:06:43.520 --> 00:06:46.000]  這個四人幫沒有了
[00:06:46.000 --> 00:06:48.880]  這個文革又結束了
[00:06:48.880 --> 00:06:51.560]  中國開始四化運動
[00:06:51.560 --> 00:06:54.040]  中國的教堂也要開放
[00:06:54.040 --> 00:06:58.600]  在寧波的百年堂是文革之後第一間開放的教堂
[00:06:58.600 --> 00:07:02.280]  同年也說開始了深圳的經濟特區
[00:07:02.280 --> 00:07:04.920]  啟開了新中國的新時代
[00:07:04.920 --> 00:07:08.280]  1989年這個新時代
[00:07:08.280 --> 00:07:09.680]  只是隔了10年
[00:07:09.680 --> 00:07:12.160]  就發生了天安門事件
[00:07:12.160 --> 00:07:15.680]  碳一車鎮壓學生抗議
[00:07:15.680 --> 00:07:17.240]  直到今天為止
[00:07:17.240 --> 00:07:20.600]  都留下很多很多的傷痕
[00:07:20.600 --> 00:07:24.920]  1989年不單對中國是一個重要的一年
[00:07:24.920 --> 00:07:29.000]  對世界來說是非常非常重要
[00:07:29.000 --> 00:07:33.600]  因為柏林的圍牆倒塌
[00:07:33.600 --> 00:07:39.080]  東歐的共產國家好像骨牌一樣一個一個的倒塌下來
[00:07:39.080 --> 00:07:42.520]  一直到1991年蘇聯解體
[00:07:42.520 --> 00:07:46.280]  這個世界是換上另外一個秩序
[00:07:46.280 --> 00:07:51.000]  到1999年中美關係再進一步的緊密
[00:07:51.000 --> 00:07:55.960]  在北京簽署了有關中國加入世貿
[00:07:55.960 --> 00:07:58.480]  WTO的雙邊協議
[00:07:58.480 --> 00:08:01.960]  就將中國推上一個新的局面
[00:08:01.960 --> 00:08:06.960]  2009年英國的金融時報的社論
[00:08:06.960 --> 00:08:10.840]  有一篇非常有趣的一個文章
[00:08:10.840 --> 00:08:13.520]  說2009年是最奇怪的一年
[00:08:13.520 --> 00:08:16.800]  因為這一年太正常了
[00:08:16.800 --> 00:08:18.520]  但是時隔10年之後
[00:08:18.520 --> 00:08:23.320]  2019年我可以說這一年是太不正常了
[00:08:23.320 --> 00:08:28.440]  我們今天仍然處於一個不正常的亂局當中
[00:08:28.440 --> 00:08:32.240]  如果我們總結上述的簡單的描述
[00:08:32.240 --> 00:08:36.760]  似乎看到每10年之末就會有一個亂局的出現
[00:08:36.760 --> 00:08:38.280]  但大家不要誤會
[00:08:38.280 --> 00:08:41.200]  我並不是說「煩狗必亂」
[00:08:41.200 --> 00:08:44.840]  我也不會說這個「狗」字有什麼特別的魔術
[00:08:44.840 --> 00:08:48.960]  只不過是告訴我們歷史一個鐵一般的事實
[00:08:48.960 --> 00:08:54.600]  亂局在歷史裡面是不住的重演
[00:08:54.600 --> 00:08:56.040]  事實上我們看看聖經
[00:08:56.040 --> 00:08:58.720]  我們看到非常有趣的模式
[00:08:58.720 --> 00:09:01.880]  聖經的主題也是用「亂」字來說
[00:09:01.880 --> 00:09:04.800]  「亂」就是規矩全沒了
[00:09:04.800 --> 00:09:10.680]  「治」就是將它整成一個有規有矩的局面
[00:09:10.680 --> 00:09:13.760]  上帝創造這個世界之前
[00:09:13.760 --> 00:09:17.080]  這個世界是地是虛空混沌
[00:09:17.080 --> 00:09:19.200]  淵綿黑暗
[00:09:19.200 --> 00:09:22.280]  空虛混沌的希伯來文字叫做「Tiamet」
[00:09:22.280 --> 00:09:23.680]  「Tiamet」就是亂
[00:09:23.680 --> 00:09:27.600]  神創造這個世界是從一個亂局
[00:09:27.600 --> 00:09:30.200]  成為一個有規有矩的地方
[00:09:30.200 --> 00:09:34.680]  祂造出光、分出黑和白晝
[00:09:34.680 --> 00:09:37.360]  是時間上有規有矩
[00:09:37.360 --> 00:09:40.680]  四季裡面寒暑假息
[00:09:40.680 --> 00:09:43.520]  白天裡面有白天有夜晚
[00:09:43.520 --> 00:09:45.040]  是有規有矩
[00:09:45.040 --> 00:09:47.720]  不僅時間上是有規有矩
[00:09:47.720 --> 00:09:50.000]  並且在空間裡面也是
[00:09:50.000 --> 00:09:53.200]  上帝是將天空和大地分開
[00:09:53.200 --> 00:09:55.360]  又造海洋和陸地
[00:09:55.360 --> 00:09:56.680]  有界限
[00:09:56.680 --> 00:09:59.960]  造動物的時候也是物各從其類
[00:09:59.960 --> 00:10:01.880]  家庭也是有規矩
[00:10:01.880 --> 00:10:03.320]  有男有女
[00:10:03.320 --> 00:10:05.320]  有夫有妻
[00:10:05.320 --> 00:10:07.720]  從一個沒有規矩的亂局
[00:10:07.720 --> 00:10:10.760]  創造出一個有規有矩的地方
[00:10:10.760 --> 00:10:12.400]  這個就是上帝的創造
[00:10:12.400 --> 00:10:15.480]  From chaos to orderliness
[00:10:15.480 --> 00:10:18.280]  但是當人犯罪之後
[00:10:18.280 --> 00:10:20.560]  這個亂局又來犯
[00:10:20.560 --> 00:10:21.960]  發生什麼事?
[00:10:21.960 --> 00:10:23.720]  因為亞當犯罪
[00:10:23.720 --> 00:10:25.920]  天就起了涼風
[00:10:25.920 --> 00:10:28.120]  地就長出荊棘擲泥
[00:10:28.120 --> 00:10:32.480]  人必須汗流滿面才得糊口
[00:10:32.480 --> 00:10:36.360]  人的一生就好像和大自然在鬥爭
[00:10:36.360 --> 00:10:39.080]  無論是天氣、疾病
[00:10:39.080 --> 00:10:42.000]  人與人之間的關係
[00:10:42.000 --> 00:10:45.440]  在大地裡面不住的鬥爭
[00:10:45.440 --> 00:10:48.160]  最後都是被大自然所吞噬
[00:10:48.160 --> 00:10:49.560]  塵歸塵
[00:10:49.560 --> 00:10:51.240]  土歸土
[00:10:51.240 --> 00:10:52.840]  不但如此
[00:10:52.840 --> 00:10:55.720]  人的一生充滿了痛苦
[00:10:55.720 --> 00:10:58.080]  婦人生產有痛苦
[00:10:58.080 --> 00:11:00.360]  人做工有痛苦
[00:11:00.360 --> 00:11:03.080]  人有悲歡離合
[00:11:03.080 --> 00:11:05.800]  月有陰晴圓缺
[00:11:05.800 --> 00:11:10.080]  人生到七十歲或者八十歲
[00:11:10.080 --> 00:11:13.520]  其中所驚誇的不過是勞苦受煩
[00:11:13.520 --> 00:11:15.120]  轉眼成空
[00:11:15.120 --> 00:11:17.560]  我們便如飛而去
[00:11:17.560 --> 00:11:18.920]  更慘的
[00:11:18.920 --> 00:11:21.880]  家庭也都發生亂局了
[00:11:21.880 --> 00:11:23.760]  該人殺了爸爸
[00:11:23.760 --> 00:11:25.960]  被神驅走出樂園
[00:11:25.960 --> 00:11:27.000]  要流蕩
[00:11:27.000 --> 00:11:28.760]  沒有安全感
[00:11:28.760 --> 00:11:31.640]  當人面對這樣的亂局的時候
[00:11:31.640 --> 00:11:35.080]  他就企圖去治理這個亂局
[00:11:35.080 --> 00:11:36.560]  聖經說
[00:11:36.560 --> 00:11:39.680]  當該人被驅逐出上帝的樂園
[00:11:39.680 --> 00:11:42.120]  流蕩在這個地方的時候
[00:11:42.120 --> 00:11:44.280]  他就建了一座城
[00:11:44.280 --> 00:11:45.960]  去保護自己
[00:11:45.960 --> 00:11:47.480]  生一個兒子
[00:11:47.480 --> 00:11:50.800]  繼續延續他的後裔
[00:11:50.800 --> 00:11:52.240]  有趣的地方
[00:11:52.240 --> 00:11:53.920]  他稱這個城
[00:11:53.920 --> 00:11:55.640]  和改兒子的名字
[00:11:55.640 --> 00:11:57.400]  就叫做「以樂」
[00:11:57.400 --> 00:11:59.080]  「以樂」是什麼意思呢?
[00:11:59.080 --> 00:12:02.400]  「以樂」是再一次創造
[00:12:02.400 --> 00:12:04.080]  人的創造
[00:12:04.080 --> 00:12:05.760]  和上帝的創造
[00:12:05.760 --> 00:12:07.600]  互相抗衡
[00:12:07.600 --> 00:12:09.840]  人要建一座城
[00:12:09.840 --> 00:12:11.200]  來保護他自己
[00:12:11.200 --> 00:12:14.160]  結束這個流蕩的生活
[00:12:14.160 --> 00:12:16.360]  人要生一個兒子
[00:12:16.360 --> 00:12:17.760]  戰勝死亡
[00:12:17.760 --> 00:12:18.760]  子又有孫
[00:12:18.760 --> 00:12:19.800]  孫又有子
[00:12:19.800 --> 00:12:20.720]  子子孫孫
[00:12:20.720 --> 00:12:22.280]  無窮盡也
[00:12:22.280 --> 00:12:24.400]  以為這就是永恆
[00:12:24.400 --> 00:12:25.440]  但是
[00:12:25.440 --> 00:12:26.480]  沒多久
[00:12:26.480 --> 00:12:28.400]  亂局又出來了
[00:12:28.400 --> 00:12:32.720]  神就要用洪水治理這個大地
[00:12:32.720 --> 00:12:34.960]  羅亞一家百口得救
[00:12:34.960 --> 00:12:36.480]  但隨之而來
[00:12:36.480 --> 00:12:39.840]  又因為人的罪的緣故受咒詛
[00:12:39.840 --> 00:12:42.440]  到了《創世記》第十一章
[00:12:42.440 --> 00:12:44.400]  我們看到人要征服
[00:12:44.400 --> 00:12:45.800]  要做霸權
[00:12:45.800 --> 00:12:48.960]  他們以為他們自己可以用他們的技術
[00:12:48.960 --> 00:12:50.960]  用他們的合作
[00:12:50.960 --> 00:12:52.760]  建一個塔
[00:12:52.760 --> 00:12:54.520]  塔頂通天
[00:12:54.520 --> 00:12:56.840]  傳揚人的名
[00:12:56.840 --> 00:12:58.600]  神就變亂他們
[00:12:58.600 --> 00:13:00.760]  又開始有亂局
[00:13:00.760 --> 00:13:05.240]  似乎我們看到亂和人類是永遠走在一起的
[00:13:05.240 --> 00:13:07.080]  那個人在那裡建城
[00:13:07.080 --> 00:13:08.920]  結束流蕩
[00:13:08.920 --> 00:13:10.600]  但他沒想到
[00:13:10.600 --> 00:13:13.120]  那個地方叫做羅德之地
[00:13:13.120 --> 00:13:16.520]  羅德的希伯來文就是流蕩的意思
[00:13:16.520 --> 00:13:17.960]  巴別塔建在哪裡?
[00:13:17.960 --> 00:13:19.120]  叫做「斯拿」
[00:13:19.120 --> 00:13:20.120]  斯拿是什麼意思?
[00:13:20.120 --> 00:13:21.360]  就是亂
[00:13:21.360 --> 00:13:23.400]  在亂的地方去治
[00:13:23.400 --> 00:13:24.760]  始終都是亂
[00:13:24.760 --> 00:13:27.440]  因為人離開了上帝
[00:13:27.440 --> 00:13:30.080]  當我們在一個亂局的時候
[00:13:30.080 --> 00:13:32.400]  我們覺得神好像躲起來了
[00:13:32.400 --> 00:13:33.840]  焉眠不看
[00:13:33.840 --> 00:13:37.240]  就好像哈伯鞠在一個亂局之際
[00:13:37.240 --> 00:13:39.480]  他就向神在那裡申冤
[00:13:39.480 --> 00:13:40.400]  神啊
[00:13:40.400 --> 00:13:42.680]  祢為何使我看見罪業?
[00:13:42.680 --> 00:13:45.320]  祢為何看著奸惡而不理?
[00:13:45.320 --> 00:13:46.640]  律法放鬆
[00:13:46.640 --> 00:13:47.960]  公理也不顯明
[00:13:47.960 --> 00:13:49.440]  惡人為困矣人
[00:13:49.440 --> 00:13:51.440]  公理顯然顛倒
[00:13:51.440 --> 00:13:54.880]  但祢好像完全不理會一樣
[00:13:54.880 --> 00:13:56.840]  神不是不理會
[00:13:56.840 --> 00:13:58.800]  上帝說我必申冤
[00:13:58.800 --> 00:14:00.160]  雖然遲疑
[00:14:00.160 --> 00:14:01.440]  還要等候
[00:14:01.440 --> 00:14:03.560]  因為必然臨到
[00:14:03.560 --> 00:14:06.480]  上帝必定會審問
[00:14:06.480 --> 00:14:08.160]  搞亂局的人
[00:14:08.160 --> 00:14:11.800]  上帝一定會治理這個亂局
[00:14:11.800 --> 00:14:13.200]  所以我們看到
[00:14:13.200 --> 00:14:16.560]  在哈伯鞠書第二章第五至二十節
[00:14:16.560 --> 00:14:19.760]  上帝如何看待亂局呢?
[00:14:19.760 --> 00:14:21.760]  在這段聖經裡
[00:14:21.760 --> 00:14:24.920]  上帝用了五幅圖畫
[00:14:24.920 --> 00:14:26.920]  告訴我們
[00:14:26.920 --> 00:14:30.160]  祂一定會為我們申冤
[00:14:30.160 --> 00:14:32.720]  祂一定會治理這個亂局
[00:14:32.720 --> 00:14:35.760]  或者我們逐一來看
[00:14:35.760 --> 00:14:38.760]  究竟這五幅是什麼圖畫呢?
[00:14:38.760 --> 00:14:42.120]  首先我們看第五至第八節
[00:14:42.120 --> 00:14:43.400]  聖經說
[00:14:43.560 --> 00:14:45.720]  加拿大人因走詭詐
[00:14:45.720 --> 00:14:47.960]  狂傲不住在家中
[00:14:47.960 --> 00:14:49.640]  擴充心慾
[00:14:49.640 --> 00:14:51.640]  好仗任間
[00:14:51.640 --> 00:14:54.400]  他如死不能知足
[00:14:54.400 --> 00:14:56.400]  聚集萬國
[00:14:56.400 --> 00:14:58.200]  團職萬民
[00:14:58.200 --> 00:14:59.720]  都歸自己
[00:14:59.720 --> 00:15:01.320]  這時葛德文
[00:15:01.320 --> 00:15:03.880]  豈不都要提起詩歌
[00:15:03.880 --> 00:15:06.520]  並俗語譏諷他
[00:15:06.520 --> 00:15:07.600]  說
[00:15:07.600 --> 00:15:09.800]  何在加拿大人
[00:15:09.800 --> 00:15:12.600]  你爭天不屬自己的財物
[00:15:12.600 --> 00:15:14.600]  多多取人的當頭
[00:15:14.600 --> 00:15:16.120]  要到何時呢?
[00:15:16.120 --> 00:15:17.240]  咬傷你的
[00:15:17.240 --> 00:15:19.240]  豈不忽然起來
[00:15:19.240 --> 00:15:20.920]  要害你的
[00:15:20.920 --> 00:15:22.360]  豈不興起
[00:15:22.360 --> 00:15:24.360]  你就再貪那些老物
[00:15:24.360 --> 00:15:27.640]  因你搶奪許多的國
[00:15:27.640 --> 00:15:28.920]  殺人流血
[00:15:28.920 --> 00:15:30.760]  向國內的城
[00:15:30.760 --> 00:15:32.520]  並城中一切居民
[00:15:32.520 --> 00:15:33.960]  施行強暴
[00:15:33.960 --> 00:15:35.000]  所以
[00:15:35.000 --> 00:15:36.680]  各國所奪的物
[00:15:36.680 --> 00:15:38.680]  都必搶奪你
[00:15:38.680 --> 00:15:39.960]  聖經用了一幅
[00:15:39.960 --> 00:15:42.440]  高尼泰大耳窿的圖畫
[00:15:42.440 --> 00:15:43.720]  來形容
[00:15:43.720 --> 00:15:45.720]  加拿大人和這個亂局
[00:15:45.720 --> 00:15:47.720]  多多取人的當頭
[00:15:47.720 --> 00:15:49.720]  當頭就是大耳窿借貸的時候
[00:15:49.720 --> 00:15:51.720]  收取的高息
[00:15:51.720 --> 00:15:53.320]  和還款
[00:15:53.320 --> 00:15:54.440]  咬傷你
[00:15:54.440 --> 00:15:56.440]  其實這個字咬傷你
[00:15:56.440 --> 00:15:57.400]  是欠你債的
[00:15:57.400 --> 00:15:59.960]  所以NIV就譯為Debtors
[00:15:59.960 --> 00:16:01.000]  所以很明顯
[00:16:01.000 --> 00:16:03.240]  這幅是一個借貸的圖畫
[00:16:03.240 --> 00:16:06.040]  聖經是利用一個大耳窿的圖畫
[00:16:06.040 --> 00:16:08.040]  去形容加拿大人
[00:16:08.040 --> 00:16:10.840]  如何欺壓人
[00:16:10.840 --> 00:16:12.840]  造成一個亂局
[00:16:12.840 --> 00:16:14.840]  他們有什麼特色呢
[00:16:14.840 --> 00:16:15.640]  第五節說
[00:16:15.640 --> 00:16:17.640]  擴充心慾
[00:16:17.640 --> 00:16:19.640]  好似陰間
[00:16:19.640 --> 00:16:21.640]  他如死不能自足
[00:16:21.640 --> 00:16:24.680]  他們的心就好似陰間一樣
[00:16:24.680 --> 00:16:26.280]  好似死亡一樣
[00:16:26.280 --> 00:16:27.800]  永遠會滿足的
[00:16:27.800 --> 00:16:29.240]  永不止息的
[00:16:29.240 --> 00:16:30.680]  貪得無厭的
[00:16:30.680 --> 00:16:31.880]  他們貪什麼
[00:16:31.880 --> 00:16:33.880]  增添不屬自己的財物
[00:16:33.880 --> 00:16:35.880]  收取人的當頭
[00:16:35.880 --> 00:16:37.880]  貪財貪利
[00:16:37.880 --> 00:16:39.880]  不惜用暴力流人血
[00:16:39.880 --> 00:16:43.320]  強暴去搶奪那些不屬自己的
[00:16:43.320 --> 00:16:45.880]  錢和亂似乎永遠分不開
[00:16:45.880 --> 00:16:47.880]  難怪中國人的錢字
[00:16:47.880 --> 00:16:49.880]  是金字做War字
[00:16:49.880 --> 00:16:51.080]  War字就是打仗
[00:16:51.080 --> 00:16:54.600]  因錢而打交殺人流人血強暴
[00:16:54.600 --> 00:16:56.280]  錢就好似鹹水一樣
[00:16:56.280 --> 00:16:57.240]  越飲越渴
[00:16:57.240 --> 00:16:58.760]  永不止息
[00:16:58.760 --> 00:17:00.760]  貪不只是那些財物
[00:17:00.760 --> 00:17:02.120]  還有權
[00:17:02.120 --> 00:17:03.320]  名
[00:17:03.320 --> 00:17:05.080]  不惜用詐取
[00:17:05.080 --> 00:17:07.080]  搶奪來增加自己的財寶
[00:17:07.080 --> 00:17:09.080]  和其他的地位
[00:17:09.080 --> 00:17:11.080]  其實我們看一看
[00:17:11.080 --> 00:17:14.040]  不單止是加拿大人肉
[00:17:14.040 --> 00:17:16.040]  今天的社會何嘗不是呢
[00:17:16.040 --> 00:17:19.240]  財富只是集中一小部分人
[00:17:19.240 --> 00:17:22.360]  尤其是當政府權衝這個大耳窿
[00:17:22.360 --> 00:17:24.520]  欺壓欺詐國民
[00:17:24.520 --> 00:17:26.520]  斂財
[00:17:26.520 --> 00:17:27.480]  你看一看
[00:17:27.480 --> 00:17:30.200]  當權者盤滿撥滿
[00:17:30.200 --> 00:17:32.920]  結果都是一個亂詞
[00:17:32.920 --> 00:17:34.520]  我們看中國歷史
[00:17:34.520 --> 00:17:37.080]  發現一個非常有趣的現象
[00:17:37.080 --> 00:17:40.120]  中國一向以農立國
[00:17:40.120 --> 00:17:42.600]  當人民沒得吃
[00:17:42.600 --> 00:17:43.880]  被詐取
[00:17:43.880 --> 00:17:45.240]  我們就發覺
[00:17:45.240 --> 00:17:46.440]  就會起來
[00:17:46.440 --> 00:17:47.960]  所謂民變
[00:17:47.960 --> 00:17:51.800]  燙肖的王朝之亂
[00:17:51.800 --> 00:17:54.840]  就是因為這樣而倒臨
[00:17:54.840 --> 00:17:57.880]  明朝的李自成闖禍
[00:17:57.880 --> 00:18:00.600]  闖王直打到北京
[00:18:00.600 --> 00:18:03.160]  因此明就會倒臨
[00:18:03.160 --> 00:18:05.160]  太平天國的時候
[00:18:05.160 --> 00:18:09.960]  太平天國也是一種民變
[00:18:09.960 --> 00:18:13.080]  當政府權衝大耳窿
[00:18:13.080 --> 00:18:15.320]  如哈伯鞠所形容
[00:18:15.320 --> 00:18:17.560]  真天不屬自己的財物
[00:18:17.560 --> 00:18:20.360]  多多收取當頭的
[00:18:20.360 --> 00:18:22.360]  等於一個重稅
[00:18:22.360 --> 00:18:24.040]  搶奪他國
[00:18:24.040 --> 00:18:25.000]  殺人流血
[00:18:25.000 --> 00:18:26.600]  施行強暴
[00:18:26.600 --> 00:18:28.120]  很明顯
[00:18:28.120 --> 00:18:30.120]  結果就是亂
[00:18:30.120 --> 00:18:31.800]  所以哈伯鞠書第七節說
[00:18:31.800 --> 00:18:33.080]  是咬傷你的
[00:18:33.080 --> 00:18:36.280]  咬傷你是被人詐取你的
[00:18:36.280 --> 00:18:38.760]  會忽然起來興起
[00:18:38.760 --> 00:18:40.120]  他們要造反
[00:18:40.120 --> 00:18:41.800]  搶奪你們
[00:18:41.800 --> 00:18:43.320]  這是常規
[00:18:43.320 --> 00:18:44.920]  是歷史的明證
[00:18:44.920 --> 00:18:48.840]  也是上帝公義的審判和懲治
[00:18:48.840 --> 00:18:51.400]  我們再來看看第二幅圖畫
[00:18:51.400 --> 00:18:53.400]  我叫維穩之亂
[00:18:53.400 --> 00:18:55.400]  第九至十一節
[00:18:55.400 --> 00:18:59.080]  為本家積蓄不義之財
[00:18:59.080 --> 00:19:01.080]  在高處答禍
[00:19:01.080 --> 00:19:03.400]  只望免災的有禍了
[00:19:03.400 --> 00:19:06.040]  因你圖謀剪除多個的民
[00:19:06.040 --> 00:19:07.240]  犯了罪
[00:19:07.240 --> 00:19:09.240]  使你的家蒙羞
[00:19:09.240 --> 00:19:10.600]  自害幾命
[00:19:10.600 --> 00:19:12.840]  牆裡的石頭必歡叫
[00:19:12.840 --> 00:19:14.840]  房裡的涼凍
[00:19:14.840 --> 00:19:16.360]  必響聲
[00:19:16.360 --> 00:19:18.360]  這幅是什麼圖畫呢
[00:19:18.360 --> 00:19:21.240]  這幅圖畫就是鷹的圖畫
[00:19:21.240 --> 00:19:24.440]  鷹通常是把巢
[00:19:24.440 --> 00:19:26.680]  捉在較高的地方
[00:19:26.680 --> 00:19:29.640]  通常是一百呎以上之高
