
[00:00:00.000 --> 00:00:05.000]  各位電影節目的各位朋友,你們好!
[00:06:49.000 --> 00:06:51.000]  如果我失去健康怎麼辦
[00:06:51.000 --> 00:06:53.000]  如果我兒子變壞怎麼辦
[00:06:53.000 --> 00:06:55.000]  what if, what if, what if
[00:06:55.000 --> 00:06:59.000]  因為為了未知道的將來
[00:06:59.000 --> 00:07:03.000]  想到最壞的事情,就癱瘓了我們今日
[00:07:03.000 --> 00:07:06.000]  為什麼我們不把我們的精神力量
[00:07:06.000 --> 00:07:10.000]  放在今天here and now
[00:07:10.000 --> 00:07:13.000]  這個就聖經給我們的人生觀
[00:07:13.000 --> 00:07:15.000]  因為我們不知道明天如何
[00:07:15.000 --> 00:07:18.000]  大衛的故事就給我們一個
[00:07:18.000 --> 00:07:20.000]  很好的真理在裡面
[00:07:20.000 --> 00:07:23.000]  值得我們思想一下
[00:07:23.000 --> 00:07:25.000]  首先我們來看看這個
[00:07:25.000 --> 00:07:28.000]  第二節至第五節
[00:07:28.000 --> 00:07:31.000]  上一回我們說到大衛的高峰期
[00:07:31.000 --> 00:07:35.000]  他用五顆石頭將巨人的哥里亞打死
[00:07:35.000 --> 00:07:37.000]  菲律師人潰不成軍
[00:07:37.000 --> 00:07:40.000]  一日之間大衛變成了民族英雄
[00:07:40.000 --> 00:07:43.000]  成為以色列人的拯救者
[00:07:43.000 --> 00:07:45.000]  從此之後他不需要再看陽了
[00:07:45.000 --> 00:07:47.000]  不再一窮二白了
[00:07:47.000 --> 00:07:49.000]  不再被人小看了
[00:07:49.000 --> 00:07:51.000]  不再被哥里亞壓倒了
[00:07:51.000 --> 00:07:53.000]  比眾六合彩更好
[00:07:53.000 --> 00:07:56.000]  比做總統更有前度
[00:07:56.000 --> 00:07:59.000]  比今天會考拿到不知道多少個A
[00:07:59.000 --> 00:08:00.000]  更加好
[00:08:00.000 --> 00:08:03.000]  拿到SAT滿分更好
[00:08:03.000 --> 00:08:06.000]  你看看大衛在這場戰役裡面
[00:08:06.000 --> 00:08:08.000]  帶給他生命有什麼改變
[00:08:08.000 --> 00:08:10.000]  他做了大官
[00:08:10.000 --> 00:08:12.000]  是啊
[00:08:12.000 --> 00:08:13.000]  打完仗嘛
[00:08:13.000 --> 00:08:15.000]  他的功勞嘛
[00:08:15.000 --> 00:08:19.000]  他就做了戰士長
[00:08:19.000 --> 00:08:21.000]  戰士長是什麼
[00:08:21.000 --> 00:08:23.000]  指揮軍中的高官
[00:08:23.000 --> 00:08:24.000]  元帥
[00:08:24.000 --> 00:08:26.000]  是人人擁戴的元帥
[00:08:26.000 --> 00:08:28.000]  這麼年輕已經做了元帥
[00:08:28.000 --> 00:08:29.000]  多威啊
[00:08:29.000 --> 00:08:32.000]  還有第17章25節說他發大財
[00:08:32.000 --> 00:08:35.000]  還有17章25節說他做了駙馬
[00:08:35.000 --> 00:08:37.000]  你看看
[00:08:37.000 --> 00:08:40.000]  大衛豈不是平步清雲富耀的相
[00:08:40.000 --> 00:08:42.000]  況且神有直著煞舞以後
[00:08:42.000 --> 00:08:45.000]  高許為以色列的王
[00:08:45.000 --> 00:08:46.000]  大衛忍耐一下
[00:08:46.000 --> 00:08:48.000]  沒多久就做皇帝了
[00:08:48.000 --> 00:08:50.000]  明天會更好
[00:08:50.000 --> 00:08:52.000]  多美好的一個憧憬
[00:08:52.000 --> 00:08:53.000]  是不是
[00:08:53.000 --> 00:08:55.000]  但是
[00:08:55.000 --> 00:08:57.000]  如果大衛是這樣想的時候
[00:08:57.000 --> 00:08:59.000]  就大錯特錯
[00:08:59.000 --> 00:09:00.000]  為什麼呢
[00:09:00.000 --> 00:09:03.000]  明天如何你們還不知道
[00:09:03.000 --> 00:09:04.000]  有什麼主要原因
[00:09:04.000 --> 00:09:06.000]  我們就不能夠做這個做那個
[00:09:06.000 --> 00:09:09.000]  事實上當大衛富耀直想的時候
[00:09:09.000 --> 00:09:11.000]  就埋伏了一些危機
[00:09:11.000 --> 00:09:14.000]  你看看18章第2節
[00:09:14.000 --> 00:09:15.000]  那天
[00:09:15.000 --> 00:09:18.000]  蘇羅留著大衛
[00:09:18.000 --> 00:09:21.000]  不容他回父家
[00:09:21.000 --> 00:09:23.000]  在這個最剛彩的後面
[00:09:23.000 --> 00:09:25.000]  做大官
[00:09:25.000 --> 00:09:26.000]  發大財
[00:09:26.000 --> 00:09:28.000]  做駙馬爺的後面
[00:09:28.000 --> 00:09:31.000]  隱藏著一個炸彈
[00:09:31.000 --> 00:09:33.000]  蘇羅留著大衛
[00:09:33.000 --> 00:09:36.000]  在皇宮裡面不准他回家
[00:09:36.000 --> 00:09:38.000]  他的發達
[00:09:38.000 --> 00:09:40.000]  他的平步清雲
[00:09:40.000 --> 00:09:42.000]  他的晉升
[00:09:42.000 --> 00:09:45.000]  是負上一個極大的代價
[00:09:45.000 --> 00:09:47.000]  這個什麼代價
[00:09:47.000 --> 00:09:48.000]  有家
[00:09:48.000 --> 00:09:50.000]  貴不得
[00:09:50.000 --> 00:09:55.000]  家就成為了大衛以後一生最頭痛最軟弱的一環
[00:09:55.000 --> 00:09:57.000]  是因為
[00:09:57.000 --> 00:10:00.000]  他把你的家看得太低
[00:10:00.000 --> 00:10:05.000]  而這個炸彈早在早期的時候已經埋藏了
[00:10:05.000 --> 00:10:08.000]  弟兄姊妹今天我們有不少人都好像大衛一樣
[00:10:08.000 --> 00:10:11.000]  或者你的事業有成
[00:10:11.000 --> 00:10:13.000]  或者你拼了這個老命
[00:10:13.000 --> 00:10:15.000]  在這個社會階梯裡面富耀直想
[00:10:15.000 --> 00:10:20.000]  又或者你會創出更好的明天
[00:10:20.000 --> 00:10:21.000]  你日又做夜又做
[00:10:21.000 --> 00:10:23.000]  做到分天暗地
[00:10:23.000 --> 00:10:25.000]  請你記住一句話
[00:10:25.000 --> 00:10:28.000]  那天蘇羅留著大衛
[00:10:28.000 --> 00:10:30.000]  不容他回家
[00:10:30.000 --> 00:10:32.000]  你要負上一個沉重的代價
[00:10:32.000 --> 00:10:34.000]  就是你的家
[00:10:34.000 --> 00:10:36.000]  是啊
[00:10:36.000 --> 00:10:38.000]  我就想到
[00:10:38.000 --> 00:10:40.000]  在70年代
[00:10:40.000 --> 00:10:42.000]  有一首很流行的歌叫
[00:10:42.000 --> 00:10:44.000]  Cast in the Cradle
[00:10:44.000 --> 00:10:46.000]  這首歌很流行
[00:10:46.000 --> 00:10:48.000]  流行了一年之久
[00:10:48.000 --> 00:10:50.000]  我就把它翻譯成中文
[00:10:50.000 --> 00:10:52.000]  叫做天生一對
[00:10:52.000 --> 00:10:55.000]  數天前我的兒子來到這個世界
[00:10:55.000 --> 00:10:58.000]  令我感到萬分暢快
[00:10:58.000 --> 00:11:00.000]  但我卻要趕著搗世界
[00:11:00.000 --> 00:11:03.000]  終日忙著賺錢還債
[00:11:03.000 --> 00:11:05.000]  當得學行之際
[00:11:05.000 --> 00:11:07.000]  我卻忙於生計
[00:11:07.000 --> 00:11:09.000]  雖然他年紀還小卻常常說
[00:11:09.000 --> 00:11:11.000]  我要讓爸爸就要讓爸爸閉
[00:11:11.000 --> 00:11:13.000]  小貓在鷹鞋床上
[00:11:13.000 --> 00:11:15.000]  還有爸爸的肖像
[00:11:15.000 --> 00:11:17.000]  爸爸究竟你何時回家
[00:11:17.000 --> 00:11:19.000]  乖兒子
[00:11:19.000 --> 00:11:21.000]  你知道爸爸沒有假
[00:11:21.000 --> 00:11:23.000]  他日我和你一定活得笑哈哈
[00:11:23.000 --> 00:11:25.000]  數天前我的兒子已到過十個寒暑
[00:11:25.000 --> 00:11:27.000]  他對我說爸爸
[00:11:27.000 --> 00:11:29.000]  多謝你送給我的皮球我們一起換吧
[00:11:29.000 --> 00:11:31.000]  你可否教我掃蕉
[00:11:31.000 --> 00:11:33.000]  我說今天會有時間
[00:11:33.000 --> 00:11:35.000]  我還有許多事情
[00:11:35.000 --> 00:11:37.000]  趕著去擔
[00:11:37.000 --> 00:11:39.000]  他口說OK
[00:11:39.000 --> 00:11:41.000]  面角大點臂
[00:11:41.000 --> 00:11:43.000]  但仍說著我要和爸爸一樣向上飛
[00:11:43.000 --> 00:11:45.000]  數天前我的兒子剛大學畢業
[00:11:45.000 --> 00:11:47.000]  令我感到萬分喜悅
[00:11:47.000 --> 00:11:49.000]  說乖兒子
[00:11:49.000 --> 00:11:51.000]  爸爸為你自豪深喜
[00:11:51.000 --> 00:11:53.000]  在前男房我們父子物語細說
[00:11:53.000 --> 00:11:55.000]  他搖頭細說
[00:11:55.000 --> 00:11:57.000]  爸爸我想借用你的車幫幫忙
[00:11:57.000 --> 00:11:59.000]  好讓我與老友探望一下
[00:11:59.000 --> 00:12:01.000]  幫幫忙
[00:12:01.000 --> 00:12:03.000]  謝謝老爹
[00:12:03.000 --> 00:12:05.000]  乖兒子究竟你何時回家
[00:12:05.000 --> 00:12:07.000]  爸爸你知道我沒有假
[00:12:07.000 --> 00:12:09.000]  他日我會和你活得笑哈哈
[00:12:09.000 --> 00:12:11.000]  我已是白髮蒼蒼的老人
[00:12:11.000 --> 00:12:13.000]  乖兒子已成家立室為人父親
[00:12:13.000 --> 00:12:15.000]  可說乖兒子若你不介意
[00:12:15.000 --> 00:12:17.000]  我也很想到你家一次
[00:12:17.000 --> 00:12:19.000]  最最也是我的兄子
[00:12:19.000 --> 00:12:21.000]  爸爸真不好意思
[00:12:21.000 --> 00:12:23.000]  孩子忙著功課又考試
[00:12:23.000 --> 00:12:25.000]  我更要趕工回公司
[00:12:25.000 --> 00:12:27.000]  或是留待下一次
[00:12:27.000 --> 00:12:29.000]  當我想到乖兒子說與爸爸借一句
[00:12:29.000 --> 00:12:31.000]  聖言
[00:12:31.000 --> 00:12:33.000]  我們父子真是天生一對
[00:12:33.000 --> 00:12:35.000]  兄弟妹
[00:12:35.000 --> 00:12:37.000]  留意一件事
[00:12:37.000 --> 00:12:39.000]  當大衛一路走上這條路
[00:12:39.000 --> 00:12:41.000]  他就不見了
[00:12:41.000 --> 00:12:43.000]  他就不見了
[00:12:43.000 --> 00:12:45.000]  他就不見了
[00:12:45.000 --> 00:12:49.000]  當他一路走上這條社會階梯
[00:12:49.000 --> 00:12:51.000]  向上爬的時候
[00:12:51.000 --> 00:12:53.000]  蘇羅將他留在宮中
[00:12:53.000 --> 00:12:55.000]  不得回家
[00:12:55.000 --> 00:12:57.000]  你是不是呢
[00:12:57.000 --> 00:12:59.000]  我們再來看看
[00:12:59.000 --> 00:13:01.000]  第二方面
[00:13:01.000 --> 00:13:03.000]  第一節至第四節
[00:13:03.000 --> 00:13:05.000]  《朋友之道》
[00:13:05.000 --> 00:13:07.000]  在十八章第一節至第四節
[00:13:07.000 --> 00:13:09.000]  大衛有家歸不得
[00:13:09.000 --> 00:13:11.000]  但臣仍然念他
[00:13:11.000 --> 00:13:13.000]  為他預備一個好的朋友
[00:13:13.000 --> 00:13:15.000]  我想到一個人
[00:13:15.000 --> 00:13:17.000]  有家歸不得的時候
[00:13:17.000 --> 00:13:19.000]  若外面有豬群狗友
[00:13:19.000 --> 00:13:21.000]  他的日子就完蛋了
[00:13:21.000 --> 00:13:23.000]  但臣卻為大衛預備了一個
[00:13:23.000 --> 00:13:25.000]  至忠至愛的朋友
[00:13:25.000 --> 00:13:27.000]  這就是蘇羅的兒子
[00:13:27.000 --> 00:13:29.000]  約拿丹
[00:13:29.000 --> 00:13:31.000]  第十八章第一節至第四節
[00:13:31.000 --> 00:13:33.000]  大衛對蘇羅說完了者說
[00:13:33.000 --> 00:13:35.000]  約拿丹的心與大衛的心
[00:13:35.000 --> 00:13:37.000]  心相契合
[00:13:37.000 --> 00:13:39.000]  約拿丹愛大衛
[00:13:39.000 --> 00:13:41.000]  而同愛自己的性命
[00:13:41.000 --> 00:13:43.000]  又與他結盟
[00:13:43.000 --> 00:13:45.000]  約拿丹從身上
[00:13:45.000 --> 00:13:47.000]  鐵眼外蒲吸了大衛
[00:13:47.000 --> 00:13:49.000]  又將戰衣刀
[00:13:49.000 --> 00:13:51.000]  弓
[00:13:51.000 --> 00:13:53.000]  腰帶都吸了他
[00:13:53.000 --> 00:13:55.000]  首先我要講明
[00:13:55.000 --> 00:13:57.000]  大衛與約拿丹
[00:13:57.000 --> 00:13:59.000]  不是同性戀
[00:13:59.000 --> 00:14:01.000]  不是同事
[00:14:01.000 --> 00:14:03.000]  性別沒有半點跡象
[00:14:03.000 --> 00:14:05.000]  證明他們是同性戀
[00:14:05.000 --> 00:14:07.000]  相反他們是真正的朋友
[00:14:07.000 --> 00:14:09.000]  真正的友情
[00:14:09.000 --> 00:14:11.000]  這是四個特點
[00:14:11.000 --> 00:14:13.000]  第一步,恆氣臣
[00:14:13.000 --> 00:14:15.000]  第三節告訴你
[00:14:15.000 --> 00:14:17.000]  約拿丹將他的愛婆
[00:14:17.000 --> 00:14:19.000]  戰衣
[00:14:19.000 --> 00:14:21.000]  刀、弓、腰帶都給了大衛
[00:14:21.000 --> 00:14:23.000]  在古時候來說
[00:14:23.000 --> 00:14:25.000]  最親最寶的東西
[00:14:25.000 --> 00:14:27.000]  就是所謂上方寶劍
[00:14:27.000 --> 00:14:29.000]  將戰衣獻上
[00:14:29.000 --> 00:14:31.000]  這是朋友之情
[00:14:31.000 --> 00:14:33.000]  將他最深愛的獻上
[00:14:33.000 --> 00:14:35.000]  第一節至第四節
[00:14:35.000 --> 00:14:37.000]  兩節提及說
[00:14:37.000 --> 00:14:39.000]  約拿丹愛大衛
[00:14:39.000 --> 00:14:41.000]  而愛自己的性命
[00:14:41.000 --> 00:14:43.000]  正如第十節
[00:14:43.000 --> 00:14:45.000]  約拿丹對大衛
[00:14:45.000 --> 00:14:47.000]  你心裡所求的
[00:14:47.000 --> 00:14:49.000]  我必為你成就
[00:14:49.000 --> 00:14:51.000]  一個真正的朋友
[00:14:51.000 --> 00:14:53.000]  是願意為他朋友犧牲
[00:14:53.000 --> 00:14:55.000]  你有沒有這樣為你朋友
[00:14:55.000 --> 00:14:57.000]  朋友知道第二個特點
[00:14:57.000 --> 00:14:59.000]  是維護
[00:14:59.000 --> 00:15:01.000]  第十九節第四節
[00:15:01.000 --> 00:15:03.000]  約拿丹向他付出數羅
[00:15:03.000 --> 00:15:05.000]  看大衛說好話
[00:15:05.000 --> 00:15:07.000]  說
[00:15:07.000 --> 00:15:09.000]  王不可得罪
[00:15:09.000 --> 00:15:11.000]  王的僕人大衛
[00:15:11.000 --> 00:15:13.000]  因為他未曾得罪你
[00:15:13.000 --> 00:15:15.000]  他所行的
[00:15:15.000 --> 00:15:17.000]  與你大有益處
[00:15:17.000 --> 00:15:19.000]  他並命殺那非裏士人
[00:15:19.000 --> 00:15:21.000]  耶和華為以色
[00:15:21.000 --> 00:15:23.000]  眾人大行拯救
[00:15:23.000 --> 00:15:25.000]  那時你看見甚是歡喜
[00:15:25.000 --> 00:15:27.000]  現在為何
[00:15:27.000 --> 00:15:29.000]  無辜要殺大衛
[00:15:29.000 --> 00:15:31.000]  流無辜人的血
[00:15:31.000 --> 00:15:33.000]  自己取罪
[00:15:33.000 --> 00:15:35.000]  約拿丹在父親數羅面前
[00:15:35.000 --> 00:15:37.000]  維護他的朋友大衛
[00:15:37.000 --> 00:15:39.000]  其實
[00:15:39.000 --> 00:15:41.000]  他冒了生命的危險
[00:15:41.000 --> 00:15:43.000]  因為他父親數羅
[00:15:43.000 --> 00:15:45.000]  是皇帝又想殺大衛
[00:15:45.000 --> 00:15:47.000]  約拿丹就不怕
[00:15:47.000 --> 00:15:49.000]  冒犯他父親
[00:15:49.000 --> 00:15:51.000]  不怕冒犯皇上
[00:15:51.000 --> 00:15:53.000]  歷曾其初維護朋友
[00:15:53.000 --> 00:15:55.000]  維護真理
[00:15:55.000 --> 00:15:57.000]  這才是真朋友所為
[00:15:57.000 --> 00:15:59.000]  今日你有沒有這樣為你朋友
[00:15:59.000 --> 00:16:01.000]  第三
[00:16:01.000 --> 00:16:03.000]  朋友知道
[00:16:03.000 --> 00:16:05.000]  另外一個特色
[00:16:05.000 --> 00:16:07.000]  是什麼呢
[00:16:07.000 --> 00:16:09.000]  就是信任
[00:16:09.000 --> 00:16:11.000]  第20章寫一字
[00:16:11.000 --> 00:16:13.000]  二人親嘴彼此哭泣
[00:16:13.000 --> 00:16:15.000]  大衛哭得更動
[00:16:15.000 --> 00:16:17.000]  好朋友
[00:16:17.000 --> 00:16:19.000]  真情流露
[00:16:19.000 --> 00:16:21.000]  不是不好意思做戲這樣做
[00:16:21.000 --> 00:16:23.000]  是彼此借個肩膀
[00:16:23.000 --> 00:16:25.000]  去讓對方在哭
[00:16:25.000 --> 00:16:27.000]  是真情流露
[00:16:27.000 --> 00:16:29.000]  是需要好大信任
[00:16:29.000 --> 00:16:31.000]  和勇氣
[00:16:31.000 --> 00:16:33.000]  你信得過你的朋友
[00:16:33.000 --> 00:16:35.000]  你可以在他面前
[00:16:35.000 --> 00:16:37.000]  將內心的感受
[00:16:37.000 --> 00:16:39.000]  憂傷一一傾訴
[00:16:39.000 --> 00:16:41.000]  而對方又能夠跟你同哭
[00:16:41.000 --> 00:16:43.000]  你有沒有這樣的朋友
[00:16:43.000 --> 00:16:45.000]  我記得我在大學讀書的時候
[00:16:45.000 --> 00:16:47.000]  有個同學
[00:16:47.000 --> 00:16:49.000]  他跟我一起為我
[00:16:49.000 --> 00:16:51.000]  父親流淚哭一吐角
[00:16:51.000 --> 00:16:53.000]  這種真情的流露
[00:16:53.000 --> 00:16:55.000]  是非常感動
[00:16:55.000 --> 00:16:57.000]  他在我面前
[00:16:57.000 --> 00:16:59.000]  是非常感動
[00:16:59.000 --> 00:17:01.000]  最後
[00:17:01.000 --> 00:17:03.000]  一個真正的朋友
[00:17:03.000 --> 00:17:05.000]  是懂得鼓勵的
[00:17:05.000 --> 00:17:07.000]  23章15至16字
[00:17:07.000 --> 00:17:09.000]  (讀中)
[00:17:09.000 --> 00:17:11.000]  (讀中)
[00:17:11.000 --> 00:17:35.000]  真正的朋友
[00:17:35.000 --> 00:17:37.000]  在朋友落難的時候
[00:17:37.000 --> 00:17:39.000]  能夠主動去兼顧
[00:17:39.000 --> 00:17:41.000]  鼓勵
[00:17:41.000 --> 00:17:43.000]  不離不棄的支持
[00:17:43.000 --> 00:17:45.000]  你有沒有這樣的朋友
[00:17:45.000 --> 00:17:47.000]  你看一看
[00:17:47.000 --> 00:17:49.000]  大衛之所以成名
[00:17:49.000 --> 00:17:51.000]  是富臣沉重的
[00:17:51.000 --> 00:17:53.000]  代價
[00:17:53.000 --> 00:17:55.000]  有家貴不得
[00:17:55.000 --> 00:17:57.000]  但是仍然念穩大衛
[00:17:57.000 --> 00:17:59.000]  為他預備了約拿丹
[00:17:59.000 --> 00:18:01.000]  這個朋友
[00:18:01.000 --> 00:18:03.000]  你有沒有這樣的朋友
[00:18:03.000 --> 00:18:05.000]  第三
[00:18:05.000 --> 00:18:07.000]  我們要看看
[00:18:07.000 --> 00:18:09.000]  明星大錯
[00:18:09.000 --> 00:18:11.000]  大衛打死了哥里亞之後
[00:18:11.000 --> 00:18:13.000]  他不單止做高官
[00:18:13.000 --> 00:18:15.000]  做駙馬發大財
[00:18:15.000 --> 00:18:17.000]  更厲害明星大錯
[00:18:17.000 --> 00:18:19.000]  越來越出名
[00:18:19.000 --> 00:18:21.000]  越來越popular
[00:18:21.000 --> 00:18:23.000]  我告訴你
[00:18:23.000 --> 00:18:25.000]  名字這件事
[00:18:25.000 --> 00:18:27.000]  是很危險
[00:18:27.000 --> 00:18:29.000]  明星這件事
[00:18:29.000 --> 00:18:31.000]  是很吸引
[00:18:31.000 --> 00:18:33.000]  很容易叫人沉醉
[00:18:33.000 --> 00:18:35.000]  不去人性
[00:18:35.000 --> 00:18:37.000]  我想到謝霆鋒
[00:18:37.000 --> 00:18:39.000]  香港的電影明星
[00:18:39.000 --> 00:18:41.000]  他一出來的時候
[00:18:41.000 --> 00:18:43.000]  成千上萬的青少女
[00:18:43.000 --> 00:18:45.000]  在歡迎他
[00:18:45.000 --> 00:18:47.000]  在抗招的時候
[00:18:47.000 --> 00:18:49.000]  他覺得自己飄飄移
[00:18:49.000 --> 00:18:51.000]  各種的感受
[00:18:51.000 --> 00:18:53.000]  真是非不物難以形容
[00:18:53.000 --> 00:18:55.000]  你看看第五節至第七節
[00:18:55.000 --> 00:18:57.000]  蘇羅
