
[00:00:00.000 --> 00:00:06.080]  跟大家分享了兩年關於詩篇的教導
[00:01:58.240 --> 00:02:01.360]  在聖經裡面找不到一個認同你的聲音
[00:02:01.360 --> 00:02:05.360]  那聖經或者神的道理可能都是離你很遠的
[00:02:05.360 --> 00:02:08.160]  都未能夠真的轉化你的生命
[00:02:08.160 --> 00:02:11.200]  但同樣地如果我們對信仰的了解
[00:02:11.200 --> 00:02:14.160]  只是基於一些很主觀的感受
[00:02:14.160 --> 00:02:17.080]  是啦 我就是這樣經歷神的
[00:02:17.080 --> 00:02:18.680]  那也是很危險的
[00:02:18.680 --> 00:02:21.120]  變成我們每個人的經驗都有限
[00:02:21.120 --> 00:02:23.600]  我們對神的了解
[00:02:23.600 --> 00:02:26.920]  就會受我們一些主觀的經驗去限制
[00:02:26.920 --> 00:02:30.280]  將神就矮小了、矮化了它
[00:02:30.280 --> 00:02:31.720]  也都有可能
[00:02:31.720 --> 00:02:36.000]  所以客觀的道理、主觀的領受
[00:02:36.000 --> 00:02:39.000]  兩方面都重要、都要平衡的
[00:02:39.000 --> 00:02:40.160]  講了很多詩篇
[00:02:40.160 --> 00:02:44.400]  於是乎接下來就會講一下羅馬書
[00:02:44.400 --> 00:02:48.320]  大概講完羅馬書的話
[00:02:48.320 --> 00:02:50.480]  應該又是兩年之後了
[00:02:50.480 --> 00:02:53.200]  慢慢去聽一下啦
[00:02:53.200 --> 00:02:54.120]  OK 好
[00:02:54.120 --> 00:02:59.320]  今天就是羅馬書的第一次介紹
[00:02:59.320 --> 00:03:02.880]  我們就讀一章1到17節
[00:03:02.880 --> 00:03:05.600]  我們讀完它 預備起
[00:03:05.600 --> 00:03:08.280]  耶穌基督的僕人保羅
[00:03:08.280 --> 00:03:10.160]  奉召為使徒
[00:03:10.160 --> 00:03:12.480]  特派傳神的福音
[00:03:12.480 --> 00:03:15.960]  這福音是神從前直眾先知
[00:03:15.960 --> 00:03:18.600]  在聖經上所應許的
[00:03:18.600 --> 00:03:22.320]  論道他而止 我止 耶穌基督
[00:03:22.320 --> 00:03:26.400]  按肉體說 是從大胃後裔生的
[00:03:26.400 --> 00:03:30.360]  按聖善的靈說 因從死類復活
[00:03:30.360 --> 00:03:33.760]  以大能顯明 是神的兒子
[00:03:33.760 --> 00:03:36.200]  我們從他受了恩惠
[00:03:36.200 --> 00:03:38.320]  並使徒的積憾
[00:03:38.320 --> 00:03:39.800]  在萬國之中
[00:03:39.800 --> 00:03:43.080]  叫人為他的名信服真道
[00:03:43.080 --> 00:03:45.880]  其中也有你們這夢召
[00:03:45.880 --> 00:03:48.080]  屬耶穌基督的人
[00:03:48.080 --> 00:03:51.040]  我寫信給你們在羅馬
[00:03:51.040 --> 00:03:52.600]  為神所愛
[00:03:52.600 --> 00:03:55.280]  奉召作聖徒的眾人
[00:03:55.280 --> 00:03:57.120]  願因為平安
[00:03:57.120 --> 00:03:58.960]  從我們的父神
[00:03:58.960 --> 00:04:02.240]  並主耶穌基督歸於你們
[00:04:02.240 --> 00:04:05.160]  第一 我靠著耶穌基督
[00:04:05.160 --> 00:04:08.320]  為你們眾人感謝我的神
[00:04:08.320 --> 00:04:11.960]  因你不絕天下
[00:04:11.960 --> 00:04:14.520]  我在他而止的福音上
[00:04:14.520 --> 00:04:17.160]  用心靈所侍奉的神
[00:04:17.160 --> 00:04:21.680]  可以見證我怎樣不絕的提到你們
[00:04:21.680 --> 00:04:24.680]  在禱告之間常常懇求
[00:04:24.680 --> 00:04:26.960]  或者照著神的旨意
[00:04:26.960 --> 00:04:29.360]  忠能得平坦的道路
[00:04:29.360 --> 00:04:31.280]  往你們那裡去
[00:04:31.280 --> 00:04:34.320]  因為我切切的想見你們
[00:04:34.320 --> 00:04:36.840]  要把這些屬靈的恩賜
[00:04:36.840 --> 00:04:38.320]  分給你們
[00:04:38.320 --> 00:04:40.520]  使你們可以堅固
[00:04:40.520 --> 00:04:43.120]  這樣我在你們中間
[00:04:43.120 --> 00:04:45.920]  因你與我彼此的信心
[00:04:45.920 --> 00:04:48.520]  就可以同德安慰
[00:04:48.520 --> 00:04:49.600]  弟兄們
[00:04:49.600 --> 00:04:52.160]  我不願意你們不知道
[00:04:52.160 --> 00:04:55.600]  我屢次定義往你們那裡去
[00:04:55.600 --> 00:04:58.720]  要和你們中間不惜我指
[00:04:58.720 --> 00:05:02.280]  如同在其餘的愛邦人中一樣
[00:05:02.280 --> 00:05:05.520]  只是到如今仍有阻隔
[00:05:05.520 --> 00:05:07.240]  無論是希利利人
[00:05:07.240 --> 00:05:08.400]  霸愛人
[00:05:08.400 --> 00:05:09.400]  聰明人
[00:05:09.400 --> 00:05:10.520]  愚拙人
[00:05:10.520 --> 00:05:12.640]  我都欠他們的債
[00:05:12.640 --> 00:05:15.280]  所以情願盡我的力量
[00:05:15.280 --> 00:05:19.280]  將福音也傳給你們在羅馬的人
[00:05:19.280 --> 00:05:21.520]  我不以福音為恥
[00:05:21.520 --> 00:05:24.200]  這福音本是神的大能
[00:05:24.200 --> 00:05:26.320]  要救一切相信的
[00:05:26.320 --> 00:05:27.920]  先是猶太人
[00:05:27.920 --> 00:05:30.040]  後是希利利人
[00:05:30.040 --> 00:05:34.520]  因為神的義正在這福音上顯明出來
[00:05:34.520 --> 00:05:38.000]  「這義是本於神而至於神
[00:05:38.000 --> 00:05:39.680]  如經上所記
[00:05:39.680 --> 00:05:42.320]  義人必因神特生」
[00:05:42.320 --> 00:05:44.840]  我們開始再做一個禱告
[00:05:44.840 --> 00:05:47.000]  主神 求你幫助我們
[00:05:47.000 --> 00:05:49.840]  讓我們真的從心底裡相信
[00:05:49.840 --> 00:05:52.120]  這福音是神的大能
[00:05:52.120 --> 00:05:55.680]  願我們在什麼的場景
[00:05:55.680 --> 00:05:58.080]  在人生什麼的階段裡
[00:05:58.080 --> 00:06:00.120]  我們都有這份勇氣
[00:06:00.120 --> 00:06:01.560]  去宣揚這份福
[00:06:01.560 --> 00:06:02.760]  獲得你的福音
[00:06:02.760 --> 00:06:06.120]  因為你的福音是無比的榮耀
[00:06:06.120 --> 00:06:07.880]  在今天一段聽到的時間
[00:06:07.880 --> 00:06:11.080]  交託禱告奉耶穌給你
[00:06:11.080 --> 00:06:12.880]  好 首先
[00:06:12.880 --> 00:06:14.320]  今天第一次講羅馬書
[00:06:14.320 --> 00:06:16.520]  介紹一下羅馬書這本書
[00:06:16.520 --> 00:06:23.240]  首先羅馬書就是新約十三卷書的第一卷
[00:06:23.240 --> 00:06:25.280]  為什麼第一卷
[00:06:25.280 --> 00:06:27.760]  或者說保羅書信的十三卷
[00:06:27.760 --> 00:06:29.440]  為什麼第一卷
[00:06:29.440 --> 00:06:32.880]  我們不知道是誰排新約的次序
[00:06:32.880 --> 00:06:36.320]  不過大概都是教會的一個共識
[00:06:36.320 --> 00:06:38.560]  聖靈帶領之後的一個共識
[00:06:38.560 --> 00:06:43.480]  就是將羅馬書放在書卷的第一位
[00:06:43.480 --> 00:06:46.040]  一方面是反映它的長度
[00:06:46.040 --> 00:06:49.440]  明顯就是保羅書信
[00:06:49.440 --> 00:06:51.280]  以教會的了解
[00:06:51.280 --> 00:06:53.360]  最長的羅馬書
[00:06:53.360 --> 00:06:55.040]  哥倫多前後書放在前面
[00:06:55.040 --> 00:06:57.280]  最短的提多書
[00:06:57.280 --> 00:07:00.640]  就是費利門書等到最後
[00:07:00.640 --> 00:07:03.280]  一方面是長與短的分別
[00:07:03.280 --> 00:07:06.480]  另一方面也是反映了早期教會
[00:07:06.480 --> 00:07:10.280]  很意識到羅馬書是一本很重要的書
[00:07:10.280 --> 00:07:14.560]  最全面地解釋了福音的一本書
[00:07:14.560 --> 00:07:16.160]  的確的
[00:07:16.160 --> 00:07:18.520]  保羅的書信
[00:07:18.520 --> 00:07:21.000]  或者基本上所有的書信都是
[00:07:21.000 --> 00:07:23.000]  新約的所有的書信
[00:07:23.000 --> 00:07:25.240]  基本上都是一些所謂
[00:07:25.240 --> 00:07:27.320]  英文叫做occasional writing
[00:07:27.320 --> 00:07:29.320]  就是一些因為某些機會
[00:07:29.320 --> 00:07:32.760]  某些事情發生而寫的書信
[00:07:32.760 --> 00:07:34.600]  他們基本上都不是一些
[00:07:34.600 --> 00:07:37.400]  特意寫來寫一本著作
[00:07:37.400 --> 00:07:39.600]  介紹耶穌福音
[00:07:39.600 --> 00:07:41.280]  不是這樣的一個
[00:07:41.280 --> 00:07:44.720]  要想印出來賣出去給人的一本書
[00:07:44.720 --> 00:07:48.200]  基本上都是寫給一些真實的人
[00:07:48.200 --> 00:07:50.840]  回應著某一個處境
[00:07:50.840 --> 00:07:54.000]  所以作者寫了這封信
[00:07:54.000 --> 00:07:56.040]  還有羅馬書
[00:07:56.040 --> 00:07:57.040]  一個特別的就是
[00:07:57.040 --> 00:08:00.840]  他真的挺全面地去介紹福音的
[00:08:00.840 --> 00:08:04.520]  他不是特意回答羅馬人某一些問題
[00:08:04.520 --> 00:08:06.200]  而是保羅在這裡
[00:08:06.200 --> 00:08:08.920]  是他自己向一些人介紹
[00:08:08.920 --> 00:08:10.600]  他所傳的福音
[00:08:10.600 --> 00:08:12.040]  為什麼會這樣呢?
[00:08:12.040 --> 00:08:13.280]  其實都有原因的
[00:08:13.280 --> 00:08:15.440]  所以羅馬書基本上
[00:08:15.440 --> 00:08:18.800]  一到八章就是講福音的內容
[00:08:18.800 --> 00:08:22.760]  九到十一章就是講救恩的歷史
[00:08:22.760 --> 00:08:25.880]  福音是關乎人類的歷史
[00:08:25.880 --> 00:08:28.480]  講福音在人類歷史上演進
[00:08:28.480 --> 00:08:31.160]  接著十二到十四章就是
[00:08:31.160 --> 00:08:33.320]  既然我們都接受了福音
[00:08:33.320 --> 00:08:35.120]  我們怎樣生活呢?
[00:08:35.120 --> 00:08:38.720]  十五、十六章就是一些所謂庶務
[00:08:38.720 --> 00:08:40.720]  就是講一下我想做什麼
[00:08:40.720 --> 00:08:42.880]  你好、我好、大家都好
[00:08:42.880 --> 00:08:45.080]  那些話
[00:08:45.080 --> 00:08:48.680]  我們在這裡講
[00:08:48.680 --> 00:08:52.080]  都會希望大家明白這個結構
[00:08:52.080 --> 00:08:54.600]  一章一到十七節
[00:08:54.600 --> 00:08:58.640]  其實是整本羅馬書的一個引言
[00:08:58.640 --> 00:09:02.360]  都介紹了羅馬書做什麼的
[00:09:02.360 --> 00:09:03.880]  我們首先來看看
[00:09:03.880 --> 00:09:07.080]  保羅為什麼要寫這本書信呢?
[00:09:07.080 --> 00:09:10.760]  由這裡開始
[00:09:10.760 --> 00:09:13.520]  第一到第七節基本上是文案
[00:09:13.520 --> 00:09:15.360]  我們會回到文案
[00:09:15.360 --> 00:09:16.960]  第八節就開始講了
[00:09:16.960 --> 00:09:19.440]  第一 我靠著耶穌基督
[00:09:19.440 --> 00:09:21.200]  這個翻譯有一點奇怪的
[00:09:21.200 --> 00:09:23.600]  因為你看到有第一就沒有第二的
[00:09:23.600 --> 00:09:25.440]  為什麼第一呢?
[00:09:25.440 --> 00:09:28.680]  因為英文很多翻譯是First of all
[00:09:28.680 --> 00:09:29.800]  其實意思就是
[00:09:29.800 --> 00:09:31.920]  首先 我還沒有進正題之前
[00:09:31.920 --> 00:09:33.440]  首先讚一下你
[00:09:33.440 --> 00:09:34.920]  意思是這樣
[00:09:34.920 --> 00:09:37.480]  首先我要讚一下你
[00:09:37.480 --> 00:09:40.920]  靠著耶穌基督為你們中人的
[00:09:40.920 --> 00:09:42.240]  感謝我的神
[00:09:42.240 --> 00:09:45.760]  因你的信德傳遍了天下
[00:09:45.760 --> 00:09:49.440]  為什麼保羅要這樣講呢?
[00:09:49.440 --> 00:09:53.600]  其實是因為保羅不認識羅馬教會的
[00:09:53.600 --> 00:09:55.560]  保羅寫的書信
[00:09:55.560 --> 00:09:58.880]  有些教會是保羅創立的
[00:09:58.880 --> 00:10:00.480]  比如哥倫多教會
[00:10:00.480 --> 00:10:03.480]  比如加拉太教會
[00:10:03.480 --> 00:10:06.800]  所以對於這些保羅自己創立的教會
[00:10:06.800 --> 00:10:09.320]  保羅就罵到他飛起的
[00:10:09.320 --> 00:10:11.560]  你知道的 像父母罵子女一樣
[00:10:11.560 --> 00:10:12.600]  很不留情的
[00:10:12.600 --> 00:10:15.880]  你看看哥倫多、加拉太都是很不留情的
[00:10:15.880 --> 00:10:17.960]  但是他不認識羅馬教會
[00:10:17.960 --> 00:10:19.880]  當然是客客氣氣的
[00:10:19.880 --> 00:10:24.680]  所以比如一浸請一個客席的講員
[00:10:24.680 --> 00:10:26.080]  請一個外來嘉賓
[00:10:26.080 --> 00:10:29.040]  那個外來嘉賓第一次和大家講道
[00:10:29.040 --> 00:10:30.640]  他可能都會講一句
[00:10:30.640 --> 00:10:34.920]  很榮幸能夠來到第一浸信會講道
[00:10:34.920 --> 00:10:37.640]  其實他是不是覺得很榮幸呢?
[00:10:37.640 --> 00:10:39.360]  這個也不必多問了
[00:10:39.360 --> 00:10:42.680]  第一次當然是很榮幸的
[00:10:42.680 --> 00:10:45.440]  馮牧師講話就會坦白一點
[00:10:45.440 --> 00:10:47.840]  這個也是很自然的
[00:10:47.840 --> 00:10:50.560]  所以保羅就說你的信德
[00:10:50.560 --> 00:10:53.760]  信德的意思就是你的德行、你的好行為
[00:10:53.760 --> 00:10:55.120]  全面了天
[00:10:55.120 --> 00:10:56.960]  是不是羅馬教會真的這麼好呢?
[00:10:56.960 --> 00:10:58.480]  不必多問了
[00:10:58.480 --> 00:11:02.520]  先講兩句客套話
[00:11:02.520 --> 00:11:05.600]  接著就說我為什麼要寫信給你呢?
[00:11:05.600 --> 00:11:08.080]  記住保羅不認識這間教會的
[00:11:08.080 --> 00:11:09.280]  所以他也要解釋一下
[00:11:09.280 --> 00:11:13.080]  為什麼無緣無故保羅要寫一封信給你呢?
[00:11:13.080 --> 00:11:14.040]  他就解釋了
[00:11:14.040 --> 00:11:16.720]  就說其實第九節那裡就說
[00:11:16.720 --> 00:11:18.960]  其實我經常都想你的
[00:11:18.960 --> 00:11:21.520]  不是今天寫信才想你的
[00:11:21.520 --> 00:11:26.480]  其實經常都想到你為你們禱告的
[00:11:26.480 --> 00:11:28.160]  禱告什麼呢?
[00:11:28.160 --> 00:11:29.880]  就是希望去到你那裡
[00:11:29.880 --> 00:11:30.880]  第十節了
[00:11:30.880 --> 00:11:33.960]  如果按照神的旨意能夠去到你那裡
[00:11:33.960 --> 00:11:36.560]  為什麼他想去羅馬教會呢?
[00:11:36.560 --> 00:11:39.720]  其實這裡還沒有很清楚解釋的
[00:11:39.720 --> 00:11:44.240]  其實要到第十五章才很清楚解釋的理由
[00:11:44.240 --> 00:11:46.440]  這些叫做先禮後兵
[00:11:46.440 --> 00:11:49.760]  首先就講一些客套一點的話
[00:11:49.760 --> 00:11:51.800]  這裡的客套話就是說什麼呢?
[00:11:51.800 --> 00:11:53.640]  就說我很想去你那裡
[00:11:53.640 --> 00:11:54.800]  為什麼想來你那裡?
[00:11:54.800 --> 00:11:55.600]  第十一節
[00:11:55.600 --> 00:11:59.480]  因為我想給你一些屬靈的恩賜
[00:11:59.480 --> 00:12:02.000]  你可以想像一下
[00:12:02.000 --> 00:12:06.160]  有個人馮牧師都不認識的
[00:12:06.160 --> 00:12:07.960]  忽然間寫信給馮牧師
[00:12:07.960 --> 00:12:10.200]  我很想來一浸港道
[00:12:10.200 --> 00:12:11.360]  要解釋一下的
[00:12:11.360 --> 00:12:14.600]  無緣無故為什麼自動請英雄來一浸港道呢?
[00:12:14.600 --> 00:12:18.680]  然後說因為我很想祝福一下一浸教會
[00:12:18.680 --> 00:12:21.120]  馮牧師就看下去了
[00:12:21.120 --> 00:12:22.800]  如果他一開始就說
[00:12:22.800 --> 00:12:24.520]  我很想來一浸港道的
[00:12:24.520 --> 00:12:25.240]  為什麼呢?
[00:12:25.240 --> 00:12:27.200]  因為一浸的港元費夠高
[00:12:27.200 --> 00:12:29.880]  馮牧師就不肯看下去了
[00:12:29.880 --> 00:12:35.240]  所以首先就說我很想來祝福一下你教會
[00:12:35.240 --> 00:12:37.080]  不過講完第十一節之後
[00:12:37.080 --> 00:12:40.320]  保羅都覺得好像很招架我
[00:12:40.320 --> 00:12:42.520]  我保羅來祝福你
[00:12:42.520 --> 00:12:45.440]  所以第十二節他就退後半步了
[00:12:45.440 --> 00:12:47.440]  這樣我在你們中間
[00:12:47.440 --> 00:12:49.880]  彼此的信心就可以得安慰
[00:12:49.880 --> 00:12:53.680]  所以不是保羅單方面的祝福羅馬教會
[00:12:53.680 --> 00:12:56.040]  我們彼此祝福
[00:12:56.040 --> 00:12:59.920]  其實這個都是有些門面話
[00:12:59.920 --> 00:13:03.680]  為什麼他想去羅馬教會呢?
[00:13:03.680 --> 00:13:06.600]  這裡第十三節開始說一點所謂
[00:13:06.600 --> 00:13:09.000]  稻肉一點的實質的理由
[00:13:09.000 --> 00:13:11.200]  弟兄們我不願意你們知道
[00:13:11.200 --> 00:13:12.920]  屢次到你那裡
[00:13:12.920 --> 00:13:15.120]  因為就是
[00:13:15.120 --> 00:13:17.000]  第十三節解釋理由
[00:13:17.000 --> 00:13:20.520]  第四、五節開始說一些稻肉一點的原因
[00:13:20.520 --> 00:13:21.320]  就是說為什麼呢?
[00:13:21.320 --> 00:13:22.600]  因為我想傳福音
[00:13:22.600 --> 00:13:25.560]  無論是欺利利人、化害人
[00:13:25.560 --> 00:13:27.560]  這個和合本的化害人
[00:13:27.560 --> 00:13:29.360]  就怪一點的翻譯
[00:13:29.360 --> 00:13:31.840]  中文詞彙什麼叫化害人
[00:13:31.840 --> 00:13:33.400]  其實都不太知道
[00:13:33.400 --> 00:13:34.680]  這個字是誤化的
[00:13:34.680 --> 00:13:39.320]  其實化害人有些英文的譯本
[00:13:39.320 --> 00:13:40.920]  你就知道譯成Barbarians
[00:13:40.920 --> 00:13:43.840]  如果直接的翻譯就是野蠻人
[00:13:43.840 --> 00:13:46.240]  就是欺利利人、野蠻人
[00:13:46.240 --> 00:13:48.480]  不過和合本的作者大概覺得
[00:13:48.480 --> 00:13:50.680]  野蠻人這麼野蠻的翻譯
[00:13:50.680 --> 00:13:54.000]  於是就譯成了不知道什麼叫化害人
[00:13:54.000 --> 00:13:55.680]  其實意思就是因為
[00:13:55.680 --> 00:13:59.360]  當時他是寫給羅馬的教會
[00:13:59.360 --> 00:14:02.240]  當時西方的社會
[00:14:02.240 --> 00:14:04.160]  羅馬和希臘人
[00:14:04.160 --> 00:14:06.280]  就代表有文化的人
[00:14:06.280 --> 00:14:08.320]  那些所謂的化害人
[00:14:08.320 --> 00:14:12.320]  就是指住在羅馬帝國以外的人
[00:14:12.320 --> 00:14:16.000]  其實今天那些德國人、法國人的祖先
[00:14:16.000 --> 00:14:16.960]  英國人的祖先
[00:14:16.960 --> 00:14:18.560]  全部都是Barbarians
[00:14:18.560 --> 00:14:20.720]  全部都是化害人
[00:14:20.720 --> 00:14:23.080]  所以保羅基本上的意思就是
[00:14:23.080 --> 00:14:24.800]  無論是有文化的人
[00:14:24.800 --> 00:14:27.640]  或者所謂沒有文化的人
[00:14:27.640 --> 00:14:29.600]  聰明的人、愚蠢的人
[00:14:29.600 --> 00:14:30.680]  我都欠他們的債
[00:14:30.680 --> 00:14:32.280]  所以寧願盡我力量
[00:14:32.280 --> 00:14:35.480]  將福音傳給你們在羅馬的人
[00:14:35.480 --> 00:14:38.600]  其實他沒有再清楚進一步解釋
[00:14:38.600 --> 00:14:39.960]  他講到這裡就是
[00:14:39.960 --> 00:14:41.720]  為什麼要來你那裡
[00:14:41.720 --> 00:14:43.120]  因為傳福音
[00:14:43.120 --> 00:14:45.560]  保羅在這裡沒有再講下去
[00:14:45.560 --> 00:14:48.160]  大概15章那裡就會講得清楚了
[00:14:48.160 --> 00:14:50.960]  講完福音之後他就解釋清楚了
[00:14:50.960 --> 00:14:52.960]  原來他想停在羅馬
[00:14:52.960 --> 00:14:55.360]  希望羅馬的教會支持他
[00:14:55.360 --> 00:14:56.720]  這個是中途站而已
[00:14:56.720 --> 00:15:01.840]  他最終希望去到今天叫做西班牙這個地方
[00:15:01.840 --> 00:15:03.800]  當時是Hispania
[00:15:03.800 --> 00:15:06.720]  就是羅馬的一個省份
[00:15:06.720 --> 00:15:08.840]  對當時後的人來說
[00:15:08.840 --> 00:15:11.520]  西班牙就是世界的活養
[00:15:11.520 --> 00:15:13.080]  你知道西班牙
[00:15:13.080 --> 00:15:14.280]  如果你知道地理
[00:15:14.280 --> 00:15:15.800]  耶路撒冷就是東面
[00:15:15.800 --> 00:15:16.880]  羅馬就是中間
[00:15:16.880 --> 00:15:18.480]  西班牙就是西面
[00:15:18.480 --> 00:15:22.080]  西班牙再向西走就是大西洋
[00:15:22.080 --> 00:15:24.920]  所以對保羅來說
[00:15:24.920 --> 00:15:27.360]  將福音傳到西班牙
[00:15:27.360 --> 00:15:30.400]  就等同將福音傳到地極了
[00:15:30.400 --> 00:15:33.720]  他就希望去西班牙傳教
[00:15:33.720 --> 00:15:36.880]  去西班牙傳教要有人支持他才行
[00:15:36.880 --> 00:15:39.800]  所以他希望去到羅馬教會
[00:15:39.800 --> 00:15:41.400]  祝福一下羅馬教會之後
[00:15:41.400 --> 00:15:43.920]  羅馬教會又給他一些資源
[00:15:43.920 --> 00:15:48.120]  讓他可以有辦法走到西班牙那裡
[00:15:48.120 --> 00:15:49.440]  換句話來說
[00:15:49.440 --> 00:15:53.920]  這個其實是一個宣教士寫的一封推薦信
[00:15:53.920 --> 00:15:55.520]  在推薦他自己
[00:15:55.520 --> 00:15:57.040]  保羅在推薦他自己
[00:15:57.040 --> 00:15:59.800]  我想去西班牙宣教你支持我吧
[00:15:59.800 --> 00:16:02.800]  這個就是他很失望的原因
[00:16:02.800 --> 00:16:06.000]  不過寫一封推薦信都要懂得寫的
[00:16:06.000 --> 00:16:08.640]  那怎麼推薦自己呢?
[00:16:08.640 --> 00:16:10.240]  你記住有些事情
[00:16:10.240 --> 00:16:14.400]  第一 當年沒有宣教組織的
[00:16:14.400 --> 00:16:17.040]  沒有OMF 沒有什麼差會
[00:16:17.040 --> 00:16:18.240]  什麼都沒有的
[00:16:18.240 --> 00:16:20.160]  所以保羅又是宣教士
[00:16:20.160 --> 00:16:21.600]  又是差派的那個人
[00:16:21.600 --> 00:16:23.240]  他自己差派自己
[00:16:23.240 --> 00:16:24.920]  透過自己宣教會
[00:16:24.920 --> 00:16:26.640]  然後自己做了宣教士
[00:16:26.640 --> 00:16:27.920]  什麼都是他的
[00:16:27.920 --> 00:16:32.600]  所以他怎麼能夠讓羅馬的人相信他呢?
[00:16:32.600 --> 00:16:34.520]  第二 除了沒有差會
[00:16:34.520 --> 00:16:37.560]  當年沒有神學院的
[00:16:37.560 --> 00:16:42.360]  所以你怎麼知道那個人是不是真的正的呢?
[00:16:42.360 --> 00:16:45.720]  講的信仰是不是純正的呢?
[00:16:45.720 --> 00:16:47.480]  你可以想像
[00:16:47.480 --> 00:16:49.800]  現在一浸要請一個傳道人
[00:16:49.800 --> 00:16:53.040]  然後有些人寄信來
[00:16:53.040 --> 00:16:55.040]  你知道未見人就先寄信來
[00:16:55.040 --> 00:16:56.760]  寄一封履歷來
[00:16:56.760 --> 00:16:58.120]  寄一封履歷來
[00:16:58.120 --> 00:17:02.400]  陳大猷是忠臣見道浸會神學院畢業的
[00:17:02.400 --> 00:17:04.280]  彭牧師就看看吧
[00:17:04.280 --> 00:17:06.440]  應該都極有限的
[00:17:06.440 --> 00:17:08.680]  不得神學院畢業
[00:17:08.680 --> 00:17:11.040]  如果不是陳大猷寄一封信來
[00:17:11.040 --> 00:17:14.480]  說他是在一間叫偉大神學院畢業的
[00:17:14.480 --> 00:17:17.840]  慘了 彭牧師說都沒有人聽過這間偉大神學院
[00:17:17.840 --> 00:17:20.320]  什麼東西都是神學院來的
[00:17:20.320 --> 00:17:24.160]  彭牧師可能就說這個人真是奇怪了一點
[00:17:24.160 --> 00:17:25.800]  不如找別人吧
[00:17:25.800 --> 00:17:29.040]  我們神學院有些所謂正規訓練
[00:17:29.040 --> 00:17:31.200]  就是一個篩選的過程
[00:17:31.200 --> 00:17:33.760]  保羅沒有這個制定的 保羅時期
[00:17:33.760 --> 00:17:36.920]  所以為什麼羅馬教會要支持他呢?
[00:17:36.920 --> 00:17:41.640]  我相信保羅不是唯一一個希望羅馬教會支持的人
[00:17:41.640 --> 00:17:43.240]  為什麼要支持他呢?
[00:17:43.240 --> 00:17:46.720]  所以保羅就要把福音跟羅馬人解釋了
[00:17:46.720 --> 00:17:49.320]  這個就是我所傳的福音
[00:17:49.320 --> 00:17:52.480]  那你是不是覺得我傳的福音很棒呢?
[00:17:52.480 --> 00:17:55.160]  很棒的時候支持我吧
[00:17:55.160 --> 00:17:57.520]  所以是有些很實際的原因
[00:17:57.520 --> 00:18:01.680]  令到保羅在羅馬書最全面地解釋了
[00:18:01.680 --> 00:18:06.000]  到底他所傳的福音是什麼福音
[00:18:06.000 --> 00:18:07.520]  不過這個都是背景來的
[00:18:07.520 --> 00:18:09.400]  我們開始去看
[00:18:09.400 --> 00:18:11.680]  他在傳什麼福音呢?
[00:18:11.680 --> 00:18:17.440]  這一段還沒有很詳細解釋他所傳的福音是什麼
[00:18:17.440 --> 00:18:20.320]  十八節開始一直打下去都解釋了
[00:18:20.320 --> 00:18:21.760]  不過今天首先看看
