
[00:00:00.000 --> 00:00:05.300]  我從來沒有試過在講座裏面有這麼好的音樂
[00:06:19.640 --> 00:06:22.920]  他也不是要定型
[00:06:22.920 --> 00:06:28.200]  舊約聖經的記罪文
[00:06:28.200 --> 00:06:34.760]  就一定是好像他接著討論下去的時候
[00:06:34.760 --> 00:06:39.640]  所指出的特徵
[00:06:39.640 --> 00:06:43.000]  80年代另一位猶太裔的學者
[00:06:43.000 --> 00:06:44.440]  Harold Fish
[00:06:44.440 --> 00:06:47.480]  在他的著作Poetry with a Purpose
[00:06:47.480 --> 00:06:52.840]  又是chapter 1討論以斯帖記的時候
[00:06:52.840 --> 00:06:57.560]  就引用Auerbach的討論
[00:06:57.560 --> 00:07:03.080]  就指出以斯帖記的題材
[00:07:03.080 --> 00:07:07.160]  是接近希臘史詩的題材
[00:07:07.160 --> 00:07:12.440]  多於創世紀的格式
[00:07:12.440 --> 00:07:16.440]  不過這些是後話
[00:07:16.440 --> 00:07:20.120]  Auerbach所引用的具體的例子
[00:07:20.120 --> 00:07:23.240]  是希臘Homer
[00:07:23.240 --> 00:07:25.400]  我們中文翻譯為河馬
[00:07:25.400 --> 00:07:28.200]  你要小心就不要回錯意
[00:07:28.200 --> 00:07:30.760]  以為是Hippo
[00:07:30.760 --> 00:07:40.760]  這個是希臘很出名的文學作品《奧德賽》
[00:07:40.760 --> 00:07:44.680]  他舉出其中第19章裏面記載
[00:07:44.680 --> 00:07:47.000]  Odysseus這個主角人物
[00:07:47.000 --> 00:07:52.040]  經過很長時期離鄉別井
[00:07:52.040 --> 00:07:55.000]  終於回家了
[00:07:55.000 --> 00:07:56.520]  回到家裏了
[00:07:56.520 --> 00:08:02.840]  不過故鄉的情勢很危急
[00:08:02.840 --> 00:08:06.200]  這些不是我們今晚要集中討論的
[00:08:06.200 --> 00:08:08.360]  而是在這章裏面
[00:08:08.360 --> 00:08:12.280]  Homer描述Odysseus回到家裏
[00:08:12.280 --> 00:08:14.680]  按照當時的規矩
[00:08:14.680 --> 00:08:18.440]  有僕人幫他洗腳
[00:08:18.440 --> 00:08:24.360]  他故意假裝不讓太太認出他
[00:08:24.360 --> 00:08:31.480]  但和他洗腳的老僕人偏偏是他的奶媽
[00:08:31.480 --> 00:08:34.680]  所以很熟悉他的主人
[00:08:34.680 --> 00:08:41.720]  一直說著我的主人離開了家裏這麼多十年
[00:08:41.720 --> 00:08:45.320]  不過和你這位客人的年齡相約
[00:08:45.320 --> 00:08:47.160]  而且高大身材
[00:08:47.160 --> 00:08:53.000]  都是一個很ironic的對白當中
[00:08:53.000 --> 00:08:57.880]  Odysseus明白在洗腳的過程裏面
[00:08:57.880 --> 00:09:01.160]  他的奶媽一定會認出他
[00:09:01.160 --> 00:09:07.320]  因為他的足部有一個傷痕
[00:09:07.320 --> 00:09:11.800]  果然拿盆水來蹲下
[00:09:11.800 --> 00:09:15.880]  這位老僕人和Odysseus洗腳
[00:09:15.880 --> 00:09:22.520]  摸到傷痕就叫出來
[00:09:22.520 --> 00:09:24.600]  正在叫的時候
[00:09:24.600 --> 00:09:26.680]  Odysseus因為有準備
[00:09:26.680 --> 00:09:31.640]  所以用手掩著僕人的口
[00:09:31.640 --> 00:09:34.440]  不讓他出聲
[00:09:34.440 --> 00:09:38.520]  這個僕人非常開心驚訝
[00:09:38.520 --> 00:09:40.600]  所以鬆手
[00:09:40.600 --> 00:09:44.520]  Odysseus的腳就掉到盆裏面
[00:09:44.520 --> 00:09:45.800]  水就彈出來
[00:09:45.800 --> 00:09:50.840]  但是在這個緊張的時刻
[00:09:50.840 --> 00:09:56.840]  Homer就用了兩板紙的蝙蝠
[00:09:56.840 --> 00:10:05.800]  來交代Odysseus腳上的傷痕是怎樣來的
[00:10:05.800 --> 00:10:10.920]  就是他年輕的時候去打獵
[00:10:10.920 --> 00:10:14.040]  這個就是希臘古典文學
[00:10:14.040 --> 00:10:19.480]  那個記罪文學的手法
[00:10:19.480 --> 00:10:22.200]  很詳細的描寫
[00:10:22.200 --> 00:10:25.000]  很仔細的記載
[00:10:25.000 --> 00:10:30.120]  很引人入勝的細節
[00:10:30.120 --> 00:10:33.960]  但是兩行字之間
[00:10:33.960 --> 00:10:37.560]  讀者幾乎完全忘記了
[00:10:37.560 --> 00:10:41.640]  在客廳上洗腳的一幕
[00:10:41.640 --> 00:10:47.800]  就已經注意力轉移到森林出發打獵
[00:10:47.800 --> 00:10:51.880]  那個氣氛、那個熱鬧
[00:10:51.880 --> 00:10:57.640]  那些服飾、那些武器、那些吹號的聲音
[00:10:57.640 --> 00:11:04.920]  那個場景的變換、那個情節的轉變
[00:11:04.920 --> 00:11:09.480]  吸引讀者的注意
[00:11:09.480 --> 00:11:15.480]  是很豐富、很精彩的故事
[00:11:15.480 --> 00:11:20.760]  Homer形容這些細節一點都不沉悶
[00:11:20.760 --> 00:11:24.360]  令讀者目不下級
[00:11:24.360 --> 00:11:31.480]  很細膩、豐富、生動全神的細節
[00:11:31.480 --> 00:11:37.960]  有點像今天你看表演
[00:11:37.960 --> 00:11:42.840]  雜技表演也好,甚至有很多的歌劇
[00:11:42.840 --> 00:11:46.360]  都有加插這樣的表演
[00:11:46.360 --> 00:11:49.960]  有音樂的表演、有舞蹈的表演
[00:11:49.960 --> 00:11:55.080]  很漂亮的服裝、佈景、燈光
[00:11:55.080 --> 00:12:03.720]  令你完全不覺得兩小時很快就過去
[00:12:03.720 --> 00:12:06.280]  高度的技巧
[00:12:06.280 --> 00:12:13.240]  但是阿豪伯指出在這樣的記序過程裏面
[00:12:13.240 --> 00:12:20.520]  所有的人物都是典型來的
[00:12:20.520 --> 00:12:24.600]  他們不會有改變
[00:12:24.600 --> 00:12:29.640]  也都不需要有成長
[00:12:29.640 --> 00:12:32.680]  小丑就是小丑
[00:12:32.680 --> 00:12:34.840]  空中飛人就是空中飛人
[00:12:34.840 --> 00:12:36.440]  當然這兩句是我的解釋
[00:12:36.440 --> 00:12:41.400]  不是Eric Alba在Istanbul所寫的
[00:12:41.400 --> 00:12:44.200]  他說:皇帝就是皇帝
[00:12:44.200 --> 00:12:46.200]  英雄就是英雄
[00:12:46.200 --> 00:12:48.200]  壞人就是壞人
[00:12:48.200 --> 00:12:51.640]  當你讀奧德賽這篇史詩的時候
[00:12:51.640 --> 00:12:54.520]  Odysseus離開家裏
[00:12:54.520 --> 00:12:57.560]  和他幾十年後回來
[00:12:57.560 --> 00:13:01.640]  他經歷了很豐富的旅遊
[00:13:01.640 --> 00:13:03.880]  開他的眼界
[00:13:03.880 --> 00:13:10.200]  但是他仍然是離開家門的Odysseus
[00:13:10.200 --> 00:13:14.680]  吸引讀者的是這些情節
[00:13:14.680 --> 00:13:16.680]  是這些變化
[00:13:16.680 --> 00:13:19.560]  甚至可以在最緊張的時刻
[00:13:19.560 --> 00:13:23.800]  插入另一段非常豐富的描述
[00:13:23.800 --> 00:13:29.720]  而讀者一樣是看得拍案叫絕的
[00:13:29.720 --> 00:13:32.840]  相反
[00:13:32.840 --> 00:13:36.040]  希伯來的故事
[00:13:36.040 --> 00:13:39.400]  創世紀的記載
[00:13:39.400 --> 00:13:42.920]  Alba選擇了的是
[00:13:42.920 --> 00:13:45.160]  阿伯拉罕憲以撒
[00:13:45.160 --> 00:13:48.840]  創世紀二十二章的經文
[00:13:48.840 --> 00:13:54.440]  在猶太傳統稱為阿契達群榜
[00:13:54.440 --> 00:14:01.400]  這一段的故事就相對地簡陋
[00:14:01.400 --> 00:14:05.880]  留了很多的空白
[00:14:05.880 --> 00:14:08.280]  這些事以後
[00:14:08.280 --> 00:14:10.280]  耶和華對阿伯拉罕說
[00:14:10.280 --> 00:14:15.480]  阿伯拉罕說:我在這裏
[00:14:15.480 --> 00:14:17.480]  沒有交代上帝在哪裏
[00:14:17.480 --> 00:14:19.240]  一定是在天上
[00:14:19.240 --> 00:14:22.520]  沒有交代阿伯拉罕在哪裏
[00:14:22.520 --> 00:14:25.560]  是早上還是黃昏
[00:14:25.560 --> 00:14:29.320]  還是半夜還是中午時分
[00:14:29.320 --> 00:14:30.840]  上帝和他說話
[00:14:30.840 --> 00:14:32.840]  當時阿伯拉罕在做些甚麼
[00:14:32.840 --> 00:14:34.440]  旁邊有沒有人
[00:14:34.440 --> 00:14:36.440]  他的衣著是怎樣
[00:14:36.440 --> 00:14:38.440]  沒有 完全沒有記載
[00:14:38.440 --> 00:14:40.920]  如果你要表演
[00:14:40.920 --> 00:14:44.440]  你要像一個話劇那樣做出來
[00:14:44.440 --> 00:14:47.160]  就幾乎可以在這個台上
[00:14:47.160 --> 00:14:51.560]  一個空無一物的台上
[00:14:51.560 --> 00:14:53.560]  你著一盞射燈
[00:14:53.560 --> 00:14:57.240]  你照著一個主角人物
[00:14:57.240 --> 00:15:01.480]  大概阿伯拉罕導演會教他
[00:15:01.480 --> 00:15:04.280]  抬頭舉目向上望
[00:15:04.280 --> 00:15:06.280]  有聲音說阿伯拉罕
[00:15:06.280 --> 00:15:08.280]  還是你做導演
[00:15:08.280 --> 00:15:10.040]  你會說他應該低頭
[00:15:10.040 --> 00:15:12.040]  跪下不向上望
[00:15:12.040 --> 00:15:14.040]  看你甚麼教會傳統
[00:15:14.040 --> 00:15:22.280]  在一個完全沒有細節的情況下
[00:15:22.280 --> 00:15:28.680]  交代上帝和阿伯拉罕的吩咐
[00:15:28.680 --> 00:15:30.680]  我們很熟悉那段經文
[00:15:30.680 --> 00:15:32.680]  今晚我們不需要加以解釋
[00:15:33.560 --> 00:15:35.000]  第二天早上
[00:15:35.000 --> 00:15:37.480]  阿伯拉罕清早就起來
[00:15:37.480 --> 00:15:39.480]  帶著他的僕人
[00:15:39.480 --> 00:15:41.480]  和他的兒子以撒
[00:15:41.480 --> 00:15:46.280]  往上帝所吩咐他的地方去
[00:15:46.280 --> 00:15:49.480]  三天的路程
[00:15:49.480 --> 00:15:51.480]  吃甚麼
[00:15:51.480 --> 00:15:54.600]  路的風景如何
[00:15:54.600 --> 00:15:58.600]  有沒有遇到危險、艱難
[00:15:58.600 --> 00:16:00.920]  經文一點興趣都沒有
[00:16:00.920 --> 00:16:06.360]  連父子兩人有沒有聊天
[00:16:06.360 --> 00:16:08.920]  心裏想甚麼
[00:16:08.920 --> 00:16:10.920]  也完全沒有交代
[00:16:10.920 --> 00:16:15.400]  阿伯指出
[00:16:15.400 --> 00:16:18.840]  在一個這樣的故事當中
[00:16:18.840 --> 00:16:20.840]  你會留意到
[00:16:20.840 --> 00:16:23.800]  裏面的人物
[00:16:23.800 --> 00:16:26.520]  是有深度的
[00:16:26.520 --> 00:16:29.160]  是有背景的
[00:16:29.160 --> 00:16:32.200]  是有掙扎的
[00:16:32.200 --> 00:16:38.120]  是有一個很複雜的內心世界
[00:16:38.120 --> 00:16:41.320]  普通的人物
[00:16:41.320 --> 00:16:43.320]  不是典型
[00:16:43.320 --> 00:16:46.120]  但卻是有變化
[00:16:46.120 --> 00:16:48.120]  有經歷
[00:16:48.120 --> 00:16:51.560]  阿伯拉罕獻以撒
[00:16:51.560 --> 00:16:55.400]  其實是他和上帝之間
[00:16:55.400 --> 00:16:58.920]  那個關係的演變
[00:16:58.920 --> 00:17:05.000]  其中的意義需要去解釋
[00:17:05.000 --> 00:17:07.880]  而我們讀的時候
[00:17:07.880 --> 00:17:09.880]  絕對不容許
[00:17:09.880 --> 00:17:13.640]  我們用一個旁觀者的心態
[00:17:13.640 --> 00:17:17.080]  好像看馬戲班表演
[00:17:17.080 --> 00:17:19.080]  阿伯拉罕真是厲害
[00:17:19.080 --> 00:17:21.080]  伸頭進獅子的口裏
[00:17:21.080 --> 00:17:23.080]  出來沒事
[00:17:23.080 --> 00:17:25.080]  不是,完全不可以用
[00:17:25.080 --> 00:17:28.360]  這樣抽離的態度
[00:17:28.360 --> 00:17:31.640]  來讀《創世紀》
[00:17:31.640 --> 00:17:37.320]  在這個詮釋、討論的過程當中
[00:17:37.320 --> 00:17:39.320]  Eric Alba說
[00:17:39.320 --> 00:17:41.320]  《創世紀》的故事
[00:17:41.320 --> 00:17:46.920]  不是一個無雙大雅的傳說
[00:17:46.920 --> 00:17:50.760]  Entertaining的作用
[00:17:50.760 --> 00:17:52.760]  不是
[00:17:52.760 --> 00:17:56.760]  它不是為了消磨我們的時間
[00:17:56.760 --> 00:17:58.760]  給我們一些娛樂
[00:17:58.760 --> 00:18:00.760]  一些遊戲
[00:18:00.760 --> 00:18:02.760]  一些很精彩的表演
[00:18:02.760 --> 00:18:04.760]  不是
[00:18:04.760 --> 00:18:08.760]  它是一段敘述
[00:18:08.760 --> 00:18:12.760]  在這段敘述當中
[00:18:12.760 --> 00:18:20.760]  它表達出一個有權威的真理
[00:18:20.760 --> 00:18:22.760]  甚至
[00:18:22.760 --> 00:18:32.760]  它所描述阿伯拉罕和上帝的關係的事實
[00:18:32.760 --> 00:18:40.760]  是要取代讀者的生命當中
[00:18:40.760 --> 00:18:48.760]  讀者和上帝之間的關係的事實
[00:18:48.760 --> 00:18:56.760]  希伯來聖經的記序文體換一句說話說
[00:18:56.760 --> 00:19:02.760]  是要顛覆讀者生命當中的現實
[00:19:02.760 --> 00:19:14.760]  而不是只是提供一段逃避現實的消遣
[00:19:14.760 --> 00:19:20.760]  如果我可以引用阿伯自己的說話
[00:19:20.760 --> 00:19:22.760]  在他第一章第十五頁裏面
[00:19:22.760 --> 00:19:32.760]  Far from seeking merely to make us forget our own reality for a few hours
[00:19:32.760 --> 00:19:38.760]  It seeks to overcome our reality
[00:19:38.760 --> 00:19:42.760]  我們必須要再說
[00:19:42.760 --> 00:19:47.760]  他的意思不是說舊約聖經的記序文學
[00:19:47.760 --> 00:19:54.760]  比起希臘古典的史詩要崇高得多
[00:19:54.760 --> 00:19:56.760]  要深入得多
[00:19:56.760 --> 00:19:58.760]  他沒有這個意思
[00:19:58.760 --> 00:20:07.760]  他由始至終都只不過是嘗試給讀者從兩個很具體的例子上
[00:20:07.760 --> 00:20:16.760]  去分辨西方文學模仿現實的經歷
[00:20:16.760 --> 00:20:20.760]  在這些文學的記序過程中
[00:20:20.760 --> 00:20:24.760]  兩條很不同的路線
[00:20:24.760 --> 00:20:27.760]  這是他的目的
[00:20:27.760 --> 00:20:32.760]  但是我們說無心插柳
[00:20:32.760 --> 00:20:47.760]  這一個章節的討論就打開了二十世紀舊約聖經文學的探討
[00:20:47.760 --> 00:20:54.760]  1981年另一位猶太學者
[00:20:54.760 --> 00:20:56.760]  他不是在東岸
[00:20:56.760 --> 00:20:59.760]  他在加利福尼亞州
[00:20:59.760 --> 00:21:03.760]  他是在美國加州巴赫萊大學
[00:21:03.760 --> 00:21:06.760]  他也是比較文學的教授
[00:21:06.760 --> 00:21:09.760]  Robert Alter
[00:21:09.760 --> 00:21:11.760]  他出版這本書
[00:21:11.760 --> 00:21:13.760]  The Art of Biblical Narrative
[00:21:13.760 --> 00:21:15.760]  你翻譯成中文
[00:21:15.760 --> 00:21:19.760]  如果你去基督教書局應該找得到
[00:21:19.760 --> 00:21:23.760]  這本書出現的時候
[00:21:23.760 --> 00:21:31.760]  仍然未曾熱衷討論舊約聖經文學的時期
[00:21:31.760 --> 00:21:35.760]  所以作者仍然要在那裡道歉一番
[00:21:35.760 --> 00:21:40.760]  為什麼他會選擇去討論聖經文學
[00:21:40.760 --> 00:21:45.760]  當然他所說的聖經是猶太人的聖經
[00:21:45.760 --> 00:21:47.760]  不叫舊約
[00:21:47.760 --> 00:21:52.760]  但是所包括的內容是我們今天所熟悉的舊約聖經
[00:21:52.760 --> 00:21:55.760]  他也是從創世紀開始討論
[00:21:55.760 --> 00:21:57.760]  不過他選擇的是另一個故事
[00:21:57.760 --> 00:22:02.760]  就是約瑟被賣到埃及之後
[00:22:02.760 --> 00:22:09.760]  創世紀就無端端加插了猶太家族裡邊
[00:22:09.760 --> 00:22:15.760]  他的媳婦他媽的一段故事
[00:22:15.760 --> 00:22:18.760]  幾乎所有西方學者的著色書
[00:22:18.760 --> 00:22:23.760]  都說這個插曲是無厘頭的
[00:22:23.760 --> 00:22:28.760]  Robert Autor就是從這段經文開始
[00:22:28.760 --> 00:22:39.760]  指出不是莫名其妙將不同的資料來源堆在一起
[00:22:39.760 --> 00:22:45.760]  而是上下連貫的文學技巧
[00:22:45.760 --> 00:22:53.760]  決定創世紀這些記罪的一個故事
[00:22:53.760 --> 00:22:55.760]  連接另一個故事
[00:22:55.760 --> 00:22:58.760]  Art of Biblical Narrative
[00:22:58.760 --> 00:23:01.760]  是藝術 是文學
[00:23:01.760 --> 00:23:05.760]  西方研究或讀舊約聖經
[00:23:05.760 --> 00:23:08.760]  從文藝復興以來
[00:23:08.760 --> 00:23:17.760]  最大的興趣是找出歷史的事實真相
[00:23:17.760 --> 00:23:22.760]  所以今天弟兄姊妹打開聖經
[00:23:22.760 --> 00:23:29.760]  都深受西方學統的影響
[00:23:29.760 --> 00:23:31.760]  我們最喜歡問的問題就是
[00:23:31.760 --> 00:23:34.760]  這件事情到底是怎樣發生的
[00:23:34.760 --> 00:23:36.760]  是不是真的
[00:23:36.760 --> 00:23:41.760]  其實在文藝復興之前
[00:23:41.760 --> 00:23:48.760]  千多年甚至再早推翻上猶太傳統讀聖經
[00:23:48.760 --> 00:23:52.760]  要問的問題就不是歷史的問題
[00:23:52.760 --> 00:23:54.760]  是教訓
[00:23:54.760 --> 00:23:59.760]  不過歷史成為焦點之後
[00:23:59.760 --> 00:24:04.760]  經文的記載就被學者分拆
[00:24:04.760 --> 00:24:12.760]  越接近事件真相時間距離越短
[00:24:12.760 --> 00:24:16.760]  當然記載的可靠性就越高
[00:24:16.760 --> 00:24:22.760]  所以如果我們能夠找到創世紀的來源
[00:24:22.760 --> 00:24:29.760]  我們就更加接近歷史發生的時間
[00:24:29.760 --> 00:24:34.760]  甚至這個來源不一定是文字的書寫
[00:24:34.760 --> 00:24:39.760]  可以是口頭的傳統oral tradition
[00:24:39.760 --> 00:24:45.760]  那就更加接近歷史的真相
[00:24:45.760 --> 00:24:50.760]  Robert Alter 同樣都是舉出很多例子
[00:24:50.760 --> 00:24:56.760]  來討論舊約的記載文
[00:24:56.760 --> 00:25:03.760]  和Eric Albert在這方面有相類似的地方
[00:25:03.760 --> 00:25:07.760]  更加重要的或一脈相承的
[00:25:07.760 --> 00:25:11.760]  就是他們兩個人所注重的
[00:25:11.760 --> 00:25:22.760]  不是將經文放在歷史資料的要求之下去閱讀
[00:25:22.760 --> 00:25:29.760]  他們都在問這些經文、敘述、記載
[00:25:29.760 --> 00:25:38.760]  是如何表達、用什麼技巧和方法
[00:25:38.760 --> 00:25:46.760]  放下自己的興趣、尊重經文的特色
[00:25:46.760 --> 00:25:52.760]  從一個這樣的出發點
[00:25:52.760 --> 00:25:54.760]  不是從理論出發
[00:25:54.760 --> 00:26:02.760]  將經文套入一個宣傳的理論當中
[00:26:02.760 --> 00:26:08.760]  而是放下理論才去看經文到底怎麼說
[00:26:08.760 --> 00:26:15.760]  Albert 指出舊約簡單的記載
[00:26:15.760 --> 00:26:20.760]  包含了豐富的人物描述
[00:26:20.760 --> 00:26:26.760]  Alter 就不覺得舊約的經文是簡單的
[00:26:26.760 --> 00:26:30.760]  他說其實我們追溯下去看
[00:26:30.760 --> 00:26:34.760]  舊約聖經的經文都是複雜的
[00:26:34.760 --> 00:26:40.760]  有很多典故我們需要懂得讀
[00:26:40.760 --> 00:26:47.760]  否則我們會錯過了很多在智裡行間
[00:26:47.760 --> 00:26:52.760]  當時的人明白到今天可能失傳
[00:26:52.760 --> 00:26:55.760]  於是我們就不知所措
[00:26:55.760 --> 00:26:58.760]  其中一個很出名的例子
[00:26:58.760 --> 00:27:02.760]  Alter 指出就是井旁這個地點
[00:27:02.760 --> 00:27:04.760]  井旁是什麼地方?
[00:27:04.760 --> 00:27:07.760]  就是喝水的地方、打水的地方
[00:27:07.760 --> 00:27:13.760]  不是的,如果跟香港人說井旁就是蘭桂坊
[00:27:13.760 --> 00:27:16.760]  那你當場就醒了
[00:27:16.760 --> 00:27:20.760]  那個地方就是男孩認識女孩的地方
[00:27:20.760 --> 00:27:22.760]  我什麼時候見過你
[00:27:22.760 --> 00:27:28.760]  雅各在哪裡見到他的表妹?
[00:27:28.760 --> 00:27:33.760]  摩西在哪裡遇到他未來的太太?
[00:27:33.760 --> 00:27:41.760]  如果你有這些典故作為你讀經文的時候的借鏡
[00:27:41.760 --> 00:27:44.760]  那你要讀到約翰福音第四章
[00:27:44.760 --> 00:27:52.760]  耶穌在雅各井旁邂逅撒瑪尼亞的女人
[00:27:52.760 --> 00:27:55.760]  那就當場就完全不同了
[00:27:55.760 --> 00:28:06.760]  這就是記載文學的複雜或多層次的表達
[00:28:06.760 --> 00:28:15.760]  文學作品要我們學習如何去看和聽
[00:28:15.760 --> 00:28:20.760]  典故是一個入手點
[00:28:20.760 --> 00:28:24.760]  對白也是很重要的
[00:28:24.760 --> 00:28:35.760]  《歐查》指出舊約聖經裡大部分的故事都是用對白寫成的
[00:28:35.760 --> 00:28:39.760]  對白的作用是什麼呢?
[00:28:39.760 --> 00:28:46.760]  就好像你這個讀者都在場
[00:28:46.760 --> 00:28:48.760]  不過你沒有參與
[00:28:48.760 --> 00:28:51.760]  你只是偷聽到
[00:28:51.760 --> 00:28:53.760]  但是你聽到
[00:28:53.760 --> 00:28:57.760]  你很想問問題但你不能說話
[00:28:57.760 --> 00:29:00.760]  是不是人鬼情未了?
[00:29:00.760 --> 00:29:05.760]  你很緊張很想參與但你只能聽
[00:29:05.760 --> 00:29:10.760]  特別人心中想什麼
[00:29:10.760 --> 00:29:14.760]  你沒有特權去知道
[00:29:14.760 --> 00:29:20.760]  經文記載的時候沒有告訴你
[00:29:20.760 --> 00:29:23.760]  他講這句話的同時
[00:29:23.760 --> 00:29:26.760]  他心裡在想什麼
[00:29:26.760 --> 00:29:31.760]  你就像在現實生活中
[00:29:31.760 --> 00:29:34.760]  在辦公室還是家裡
[00:29:34.760 --> 00:29:36.760]  你和人聊天
