
[00:00:00.000 --> 00:00:03.000]  (主持人:是的)
[00:02:34.800 --> 00:02:36.960]  不會叫他做下場
[00:02:36.960 --> 00:02:41.080]  那到底他的結局是怎麼樣呢
[00:02:41.080 --> 00:02:44.800]  施洗約翰神會給他一些什麼獎賞呢
[00:02:44.800 --> 00:02:46.320]  然後第五樣最後一樣
[00:02:46.320 --> 00:02:49.920]  就是我們要從施洗約翰的身上
[00:02:49.920 --> 00:02:54.120]  到底學習到什麼功課呢
[00:02:54.120 --> 00:02:56.920]  神將施洗約翰的一生
[00:02:56.920 --> 00:03:01.080]  是很詳盡地在聖經裡面記載下來
[00:03:01.080 --> 00:03:05.320]  我相信是讓我們今天所看到的時候
[00:03:05.320 --> 00:03:10.200]  在他身上學習一些很寶貴的功課
[00:03:10.200 --> 00:03:13.440]  我們首先要來認識一下施洗約翰
[00:03:13.440 --> 00:03:15.880]  施洗約翰他的出身
[00:03:15.880 --> 00:03:18.800]  和耶穌是很有關係的
[00:03:18.800 --> 00:03:21.600]  在聖經裡面只有兩個人
[00:03:21.600 --> 00:03:26.280]  是很詳細地記載他的出身
[00:03:26.280 --> 00:03:29.360]  即是他們未進入這個世界之前
[00:03:29.360 --> 00:03:31.960]  有些東西聖經已經記載了
[00:03:31.960 --> 00:03:34.120]  耶穌我們當然知道
[00:03:34.120 --> 00:03:37.480]  就是約瑟和瑪利亞的故事
[00:03:37.480 --> 00:03:39.080]  但是施洗約翰
[00:03:39.080 --> 00:03:43.840]  他的父親撒加利亞和他的母親伊麗莎白
[00:03:43.840 --> 00:03:45.880]  也是聖經很詳細地記載
[00:03:45.880 --> 00:03:50.800]  並且是天使親自告訴他的父母
[00:03:50.800 --> 00:03:53.000]  他將會出世
[00:03:53.000 --> 00:03:55.280]  聖經是特別這兩個人
[00:03:55.280 --> 00:03:59.080]  是記載他們很特別的出身
[00:03:59.080 --> 00:04:03.760]  而我相信伊麗莎白和耶穌的母親瑪利亞
[00:04:03.760 --> 00:04:05.920]  可能是姐妹
[00:04:05.920 --> 00:04:09.920]  他們曾經同住過有幾個月的時間
[00:04:09.920 --> 00:04:13.360]  所以我相信很可能
[00:04:13.360 --> 00:04:17.680]  施洗約翰和耶穌是有親戚的關係
[00:04:17.680 --> 00:04:21.760]  很可能施洗約翰是耶穌的表哥
[00:04:21.760 --> 00:04:25.560]  但是很奇怪的是他們兩個人沒有見過面
[00:04:25.560 --> 00:04:29.880]  當時大家住的鄉村
[00:04:29.880 --> 00:04:31.800]  他也是住在拿撒勒
[00:04:31.800 --> 00:04:33.520]  但是他們出世之後
[00:04:33.520 --> 00:04:34.840]  大家是沒有見過面的
[00:04:34.840 --> 00:04:37.280]  他們第一次見面是什麼時候呢?
[00:04:37.280 --> 00:04:40.960]  就是當耶穌出現在約旦河那邊
[00:04:40.960 --> 00:04:45.640]  來接受施洗約翰的洗禮的時候
[00:04:45.640 --> 00:04:48.320]  然後他們才是第一次相應
[00:04:48.320 --> 00:04:50.360]  很奇怪
[00:04:50.360 --> 00:04:56.520]  而施洗約翰是比耶穌早大概六個月出生
[00:04:56.520 --> 00:05:05.080]  也比他出來傳道服事早大概六個月的時間
[00:05:05.080 --> 00:05:09.080]  他是奉差遣來做耶穌的先鋒
[00:05:09.080 --> 00:05:13.800]  所以他才出現了六個月的時間
[00:05:13.800 --> 00:05:17.640]  但是施洗約翰的來頭是不少的
[00:05:17.640 --> 00:05:20.400]  他要做救主的先鋒
[00:05:20.400 --> 00:05:24.320]  在舊約是有很清楚的預言
[00:05:24.320 --> 00:05:27.760]  這個也是施洗約翰獨特的地方
[00:05:27.760 --> 00:05:29.880]  就是他還沒有出現
[00:05:29.880 --> 00:05:36.480]  幾百年前已經有先知預言他將要出現
[00:05:36.480 --> 00:05:38.400]  我給大家看兩處經文
[00:05:38.400 --> 00:05:42.320]  第一處是這位先知以塞爾
[00:05:42.320 --> 00:05:46.600]  以塞爾書第四十章第三至第四節是這樣記載的
[00:05:46.600 --> 00:05:49.880]  他說:有人聲喊著說
[00:05:49.880 --> 00:05:54.480]  在曠野要預備耶和華的路
[00:05:54.480 --> 00:05:59.040]  在沙漠地就收平我們神的道
[00:05:59.040 --> 00:06:01.360]  一切的山窪要填滿
[00:06:01.360 --> 00:06:03.880]  大小山崗要削平
[00:06:03.880 --> 00:06:07.440]  高高低低的要改為平坦
[00:06:07.440 --> 00:06:12.080]  區區區的必成為平原
[00:06:12.080 --> 00:06:14.920]  首先這一段大家要注意的就是
[00:06:14.920 --> 00:06:18.480]  這個人要為他預備的
[00:06:18.480 --> 00:06:20.600]  要來的是誰呢
[00:06:20.600 --> 00:06:22.720]  是耶和華
[00:06:22.720 --> 00:06:26.600]  他說是神的道
[00:06:26.600 --> 00:06:29.600]  所以我們就知道耶穌的身份是誰了
[00:06:29.600 --> 00:06:32.200]  耶穌是完全的人
[00:06:32.200 --> 00:06:33.800]  他也是完全的神
[00:06:33.800 --> 00:06:34.560]  他是耶和華
[00:06:34.560 --> 00:06:39.560]  這裡說到耶和華其實就是說耶穌說救主
[00:06:39.560 --> 00:06:43.000]  在這裡說到要為他預備道路
[00:06:43.000 --> 00:06:47.320]  這個不是真的做整路的人
[00:06:47.320 --> 00:06:51.280]  這裡是說他要為救主做先鋒
[00:06:51.280 --> 00:06:53.040]  要先鋪平這些路
[00:06:53.040 --> 00:06:54.640]  預備人的心
[00:06:54.640 --> 00:06:56.480]  當救主出現的時候
[00:06:56.480 --> 00:06:58.520]  人的心已經預備好了
[00:06:58.520 --> 00:07:01.200]  就能夠接受福音
[00:07:01.200 --> 00:07:02.920]  這個是以塞爾
[00:07:02.920 --> 00:07:06.760]  以塞爾在耶穌來之前大概七百年
[00:07:06.760 --> 00:07:11.360]  神已經透過這位先知記載下來
[00:07:11.360 --> 00:07:17.400]  將來會有這位先鋒在救主之前出現
[00:07:17.400 --> 00:07:23.760]  我們知道這個是在形容將來要來的施洗約翰
[00:07:23.760 --> 00:07:24.240]  為什麼呢?
[00:07:24.240 --> 00:07:29.000]  因為約翰在約翰福音第一章二十三節
[00:07:29.000 --> 00:07:31.320]  他是這樣介紹自己的
[00:07:31.320 --> 00:07:34.640]  他說我就是以塞爾所說的
[00:07:34.640 --> 00:07:41.920]  所以他自己承認他就是七百年前以塞爾所預言的
[00:07:41.920 --> 00:07:47.840]  第二個先知來預言這位先鋒的出現
[00:07:47.840 --> 00:07:49.920]  就在《瑪拉紀書》
[00:07:49.920 --> 00:07:51.840]  這裡說萬君之夜
[00:07:51.840 --> 00:07:58.720]  胡話說我要猜顯我的使者在我前面預備道路
[00:07:58.720 --> 00:08:01.080]  這裡又再一次讓我們看到
[00:08:01.080 --> 00:08:06.680]  是耶和華說我要猜顯我的使者在我面前
[00:08:06.680 --> 00:08:09.560]  請問大家耶穌基督是哪一位呢?
[00:08:09.560 --> 00:08:13.040]  耶穌基督就是萬君的耶和華
[00:08:13.040 --> 00:08:16.800]  他猜顯他的使者就是施洗約翰
[00:08:16.800 --> 00:08:20.920]  要在他的前面預備道路
[00:08:20.920 --> 00:08:22.840]  約翰福音一開始就說
[00:08:22.840 --> 00:08:25.880]  太初有道 道與神同在
[00:08:25.880 --> 00:08:27.160]  道就是神
[00:08:27.160 --> 00:08:31.360]  就將耶穌基督的身份很清楚地說出來
[00:08:31.360 --> 00:08:33.640]  祂是神 是耶和華
[00:08:33.640 --> 00:08:37.720]  是三位一體當中的聖子
[00:08:37.720 --> 00:08:41.760]  《瑪拉紀書》是主前大概四百年左右
[00:08:41.760 --> 00:08:45.800]  大家都知道《瑪拉紀書》是舊約最後一本書
[00:08:45.800 --> 00:08:49.120]  《瑪拉紀》預言了之後有四百年的時間
[00:08:49.120 --> 00:08:51.240]  神是沈默的
[00:08:51.240 --> 00:08:55.160]  好像神已經忘記了祂的選民
[00:08:55.160 --> 00:08:58.200]  但其實當時間來到的時候
[00:08:58.200 --> 00:08:59.400]  尼賽亞就出現了
[00:08:59.400 --> 00:09:01.240]  有四百年的時間
[00:09:01.240 --> 00:09:04.440]  《瑪拉紀書》是舊約最後一本書
[00:09:04.440 --> 00:09:09.200]  怎知道這裡是在說施洗約翰呢?
[00:09:09.200 --> 00:09:13.320]  耶穌基督在路加福音七章二十七節那裡
[00:09:13.320 --> 00:09:17.320]  是證實指著施洗約翰
[00:09:17.320 --> 00:09:21.120]  這裡所說的就是這個人
[00:09:21.120 --> 00:09:28.160]  耶穌基督親自證實《瑪拉紀書》所預言的就是施洗約翰
[00:09:28.160 --> 00:09:33.280]  所以這個施洗約翰的身份是非常特別
[00:09:33.280 --> 00:09:38.960]  很少人是聖經預言他將會出現的
[00:09:38.960 --> 00:09:41.160]  這個施洗約翰的生活方式
[00:09:41.160 --> 00:09:44.880]  和他的傳道方法都相當特別
[00:09:44.880 --> 00:09:47.600]  聖經有記載《瑪拉福音》第三章
[00:09:47.600 --> 00:09:51.000]  說他穿著落駝毛衣服
[00:09:51.000 --> 00:09:52.640]  腰束皮帶
[00:09:52.640 --> 00:09:53.880]  他吃的是什麼呢?
[00:09:53.880 --> 00:09:57.520]  是蝗蟲和野蜜
[00:09:57.520 --> 00:10:01.640]  我也要研究一下他的飲食是否真的對我們有好處
[00:10:01.640 --> 00:10:03.840]  你知道我很喜歡研究飲食
[00:10:03.840 --> 00:10:09.840]  吃蝗蟲和野蜜似乎不是真的那麼健康
[00:10:09.840 --> 00:10:13.040]  你吃那麼多糖分進入身體就不是那麼好
[00:10:13.040 --> 00:10:15.520]  但是他就是這樣
[00:10:15.520 --> 00:10:17.160]  是一個很特別的人
[00:10:17.160 --> 00:10:19.640]  他不是在耶路撒冷那裡傳道
[00:10:19.640 --> 00:10:22.760]  他是去到曠野那裡
[00:10:22.760 --> 00:10:27.880]  那個曠野就是在今天的約旦那裡
[00:10:27.880 --> 00:10:31.880]  所以其實他為耶穌基督施洗的地方
[00:10:31.880 --> 00:10:33.400]  就在今天約旦那裡
[00:10:33.400 --> 00:10:35.200]  我也去過很多次
[00:10:35.200 --> 00:10:37.000]  但是今天如果你跟我去
[00:10:37.000 --> 00:10:40.160]  我們去紀念耶穌基督受洗的地方
[00:10:40.160 --> 00:10:41.680]  就在以色列那裡
[00:10:41.680 --> 00:10:44.960]  因為在約旦河的西邊
[00:10:44.960 --> 00:10:48.040]  以色列的設備好很多
[00:10:48.040 --> 00:10:49.640]  水清很多
[00:10:49.640 --> 00:10:52.040]  在約旦那裡的水很濁
[00:10:52.040 --> 00:10:54.040]  而且設備很簡陋
[00:10:54.040 --> 00:10:59.640]  所以我們去那裡紀念施洗約翰和耶穌當時在那裡受洗
[00:10:59.640 --> 00:11:02.600]  但是我們真正和弟兄姐妹受洗
[00:11:02.600 --> 00:11:06.120]  就會過去以色列那裡
[00:11:06.120 --> 00:11:10.240]  但是雖然他走到那麼遠的曠野那裡
[00:11:10.240 --> 00:11:12.080]  又是那麼乖的一個人
[00:11:12.080 --> 00:11:16.200]  他全港的道是悔改的道
[00:11:16.200 --> 00:11:19.720]  是罵人家要悔改的
[00:11:19.720 --> 00:11:21.960]  但是那些人很喜歡聽
[00:11:21.960 --> 00:11:23.760]  他很popular
[00:11:23.760 --> 00:11:25.840]  那些人是去到曠野那裡
[00:11:25.840 --> 00:11:27.800]  去聽他講道
[00:11:27.800 --> 00:11:29.800]  而且他們真是責心
[00:11:29.800 --> 00:11:32.160]  他的講道是非常有效的
[00:11:32.160 --> 00:11:34.440]  是令到那些人知罪
[00:11:34.440 --> 00:11:37.520]  是願意接受施洗約翰的洗
[00:11:37.520 --> 00:11:40.720]  施洗約翰的洗就叫做悔改的洗
[00:11:40.720 --> 00:11:42.520]  是那些人要悔罪
[00:11:42.520 --> 00:11:48.240]  所以願意去約旦河那裡接受洗禮
[00:11:48.240 --> 00:11:50.240]  所以他是相當受歡迎
[00:11:50.240 --> 00:11:51.760]  在當時來說
[00:11:51.760 --> 00:11:54.960]  他應該是最大有能力
[00:11:54.960 --> 00:11:57.560]  最出名的傳道人
[00:11:57.560 --> 00:11:59.560]  他的時功非常有效
[00:11:59.560 --> 00:12:01.760]  人人都走到曠野那裡
[00:12:01.760 --> 00:12:05.240]  來聽他講道
[00:12:05.240 --> 00:12:08.400]  施洗約翰有很特別的使命
[00:12:08.400 --> 00:12:10.000]  他的使命是什麼呢
[00:12:10.000 --> 00:12:12.360]  我們來看看約翰福音那裡
[00:12:12.360 --> 00:12:15.320]  一開始講了耶穌的身份之後
[00:12:15.320 --> 00:12:17.480]  跟著話風一轉就說
[00:12:17.480 --> 00:12:18.640]  有一個人
[00:12:18.640 --> 00:12:20.480]  這個人就是施洗約翰
[00:12:20.480 --> 00:12:22.360]  他是神那裡差來的
[00:12:22.360 --> 00:12:25.640]  是神親自差派這個人
[00:12:25.640 --> 00:12:27.160]  這個人叫做約翰
[00:12:27.160 --> 00:12:29.240]  不是寫約翰福音的約翰
[00:12:29.240 --> 00:12:31.120]  是叫做施洗約翰
[00:12:31.120 --> 00:12:34.160]  第七節說這個人來是要做什麼呢
[00:12:34.160 --> 00:12:35.960]  是做見證
[00:12:35.960 --> 00:12:39.800]  這三個字在這裡出現完又出現
[00:12:39.800 --> 00:12:42.160]  這個就是施洗約翰的使命
[00:12:42.160 --> 00:12:45.880]  他是要來為耶穌做見證
[00:12:45.880 --> 00:12:48.120]  為光做見證
[00:12:48.120 --> 00:12:49.960]  為什麼他要見證呢
[00:12:49.960 --> 00:12:52.760]  就是要人相信耶穌基督
[00:12:52.760 --> 00:12:54.840]  他是來鋪平路
[00:12:54.840 --> 00:12:56.120]  預備人的心
[00:12:56.120 --> 00:12:57.920]  接受耶穌基督出現
[00:12:57.920 --> 00:13:00.720]  知道這個就是救主
[00:13:00.720 --> 00:13:01.880]  第八節說
[00:13:01.880 --> 00:13:04.280]  他不是那光
[00:13:04.280 --> 00:13:06.360]  世界的光只有一個源頭
[00:13:06.360 --> 00:13:08.400]  就是我們神自己
[00:13:08.400 --> 00:13:11.080]  所以施洗約翰來是為光
[00:13:11.080 --> 00:13:13.360]  也是作見證
[00:13:13.360 --> 00:13:14.520]  第十九節說
[00:13:14.520 --> 00:13:18.000]  約翰所作的見證記在下面
[00:13:18.000 --> 00:13:20.880]  四福音都很詳細記載了
[00:13:20.880 --> 00:13:25.560]  施洗約翰是怎麼來為耶穌做見證
[00:13:25.560 --> 00:13:26.680]  第十八節說
[00:13:26.680 --> 00:13:30.400]  在約旦河外伯大尼的地方
[00:13:30.400 --> 00:13:34.440]  約翰施洗的地方來作見證
[00:13:34.440 --> 00:13:36.600]  這個就是施洗約翰的使命
[00:13:36.600 --> 00:13:39.480]  他的一生就是為主作見證
[00:13:39.480 --> 00:13:41.160]  他要介紹耶穌
[00:13:41.160 --> 00:13:42.920]  讓人認識耶穌
[00:13:42.920 --> 00:13:44.880]  讓人可以相信耶穌
[00:13:44.880 --> 00:13:49.560]  讓人看到世界的光
[00:13:49.560 --> 00:13:52.080]  繼續我們看第三十二節
[00:13:52.080 --> 00:13:54.680]  約翰又作見證
[00:13:54.680 --> 00:13:56.760]  他作見證他說什麼呢
[00:13:56.760 --> 00:13:58.360]  他說我曾經看到聖靈
[00:13:58.360 --> 00:14:00.680]  好像甲子從天降下
[00:14:00.680 --> 00:14:04.880]  這個是說耶穌基督來接受他洗禮的時候
[00:14:04.880 --> 00:14:08.000]  他看到聖靈好像甲子一樣降下來
[00:14:08.000 --> 00:14:10.000]  駐在他的身上
[00:14:10.000 --> 00:14:11.640]  他說我先前不認識他
[00:14:11.640 --> 00:14:13.320]  我剛才說他們表兄弟
[00:14:13.320 --> 00:14:14.680]  沒有見過面
[00:14:14.680 --> 00:14:18.360]  但是差我來用水施洗的對我說
[00:14:18.360 --> 00:14:20.560]  就是神親者告訴他
[00:14:20.560 --> 00:14:22.760]  你看到聖靈降下來
[00:14:22.760 --> 00:14:24.920]  駐在誰身上呢
[00:14:24.920 --> 00:14:27.720]  哪一個就是用聖靈來施洗
[00:14:27.720 --> 00:14:29.200]  他說我看見了
[00:14:29.200 --> 00:14:34.320]  就證明他是神的兒子
[00:14:34.320 --> 00:14:36.400]  這裡另外有聖經記載
[00:14:36.400 --> 00:14:39.480]  當然聖祭在水里出來的時候
[00:14:39.480 --> 00:14:40.920]  聖父在天上說
[00:14:40.920 --> 00:14:42.040]  這是我的愛子
[00:14:42.040 --> 00:14:43.440]  我所喜悅的
[00:14:43.440 --> 00:14:48.240]  聖靈好像甲子一樣降在他的肩上
[00:14:48.240 --> 00:14:51.280]  所以這裡是三位一體同時出現
[00:14:51.280 --> 00:14:53.040]  聖父、聖子、聖靈
[00:14:53.040 --> 00:14:54.920]  讓我們很清楚看到
[00:14:54.920 --> 00:14:59.640]  我們所相信的神是三位一體的神
[00:14:59.640 --> 00:15:02.120]  第十五節和第三十節說
[00:15:02.120 --> 00:15:04.640]  約翰為他(耶穌)
[00:15:04.640 --> 00:15:06.200]  也是說做見證
[00:15:06.200 --> 00:15:07.280]  堪著說
[00:15:07.280 --> 00:15:09.200]  這就是我曾說
[00:15:09.200 --> 00:15:11.720]  那在我以後來的
[00:15:11.720 --> 00:15:13.800]  反成為在我以前的
[00:15:13.800 --> 00:15:16.640]  因他本來在我以前
[00:15:16.640 --> 00:15:18.400]  好像很難明白
[00:15:18.400 --> 00:15:20.800]  他是後我六個月出來的
[00:15:20.800 --> 00:15:22.200]  但是他又在我之前
[00:15:22.200 --> 00:15:23.720]  就好像耶穌說
[00:15:23.720 --> 00:15:25.960]  沒有阿巴拉罕就有他了
[00:15:25.960 --> 00:15:28.240]  他明明是阿巴拉罕的子孫
[00:15:28.240 --> 00:15:30.840]  但是他說沒有阿巴拉罕就是他了
[00:15:30.840 --> 00:15:33.440]  這一個我們就要明白耶穌的身份
[00:15:33.440 --> 00:15:37.840]  明白他是自有永有的神
[00:15:37.840 --> 00:15:39.120]  我們就明白
[00:15:39.120 --> 00:15:40.760]  施洗約翰這個見證
[00:15:40.760 --> 00:15:43.880]  為什麼這樣說
[00:15:43.880 --> 00:15:47.520]  我們看到施洗約翰的一生
[00:15:47.520 --> 00:15:50.200]  他傳道的使命
[00:15:50.200 --> 00:15:53.360]  就是介紹耶穌給人們認識
[00:15:53.360 --> 00:15:55.480]  他不是要人們認識他
[00:15:55.480 --> 00:15:59.440]  他是要介紹後他六個月出現的耶穌
[00:15:59.440 --> 00:16:01.720]  為他鋪路
[00:16:01.720 --> 00:16:06.920]  施洗約翰是衷心地來介紹耶穌
[00:16:06.920 --> 00:16:09.360]  給人們認識的
[00:16:09.360 --> 00:16:12.840]  我們看到他知道自己的使命和地位
[00:16:12.840 --> 00:16:15.840]  他完全知道他在做什麼
[00:16:15.840 --> 00:16:18.000]  他知道他的地位是怎樣的
[00:16:18.000 --> 00:16:21.320]  我給你看看第26節到第27節
[00:16:21.320 --> 00:16:23.080]  他是這樣說的
[00:16:23.080 --> 00:16:25.560]  我用水為你們施洗
[00:16:25.560 --> 00:16:27.560]  但是有一位在你們中間
[00:16:27.560 --> 00:16:28.640]  是你們還沒有認識的
[00:16:28.640 --> 00:16:30.000]  因為他還沒有出現
[00:16:30.000 --> 00:16:31.640]  就快出現了
[00:16:31.640 --> 00:16:33.640]  他是在我後面以來的
[00:16:33.640 --> 00:16:35.760]  辭我六個月左右的
[00:16:35.760 --> 00:16:37.840]  我的身份和他比較是什麼呢
[00:16:37.840 --> 00:16:41.120]  他說我和他解鞋帶都不配
[00:16:41.120 --> 00:16:46.760]  大家不要忘記他當時是最受人歡迎的
[00:16:46.760 --> 00:16:48.520]  creature(物體)來的
[00:16:48.520 --> 00:16:50.600]  他社會的地位很高的
[00:16:50.600 --> 00:16:52.880]  人人都去那裡聽他說
[00:16:52.880 --> 00:16:54.160]  很喜歡他
[00:16:54.160 --> 00:16:55.280]  很佩服他
[00:16:55.280 --> 00:17:00.840]  但是他竟然說我為後面來的那位
[00:17:00.840 --> 00:17:03.440]  解鞋帶都不配
[00:17:03.440 --> 00:17:07.560]  你說這個是多麼謙卑
[00:17:07.560 --> 00:17:11.440]  多麼知道自己的地位和使命
[00:17:11.440 --> 00:17:14.240]  第35節到第37節
[00:17:14.240 --> 00:17:18.040]  再次日約翰和兩個門徒站在那裡
[00:17:18.040 --> 00:17:19.400]  見到耶穌走過
[00:17:19.400 --> 00:17:20.720]  耶穌開始出現了
[00:17:20.720 --> 00:17:22.600]  他已經傳道了六個月了
[00:17:22.600 --> 00:17:25.920]  最終這個理賽亞出現了
[00:17:25.920 --> 00:17:28.040]  然後日約翰是這樣來作證
[00:17:28.040 --> 00:17:31.880]  看啊 這是神的羔羊
[00:17:31.880 --> 00:17:32.960]  他說給誰聽呢
[00:17:32.960 --> 00:17:34.520]  他說給他兩個門徒聽
[00:17:34.520 --> 00:17:37.000]  原來有很多門徒跟著他
[00:17:37.000 --> 00:17:39.400]  這兩個門徒聽了他的話
[00:17:39.400 --> 00:17:43.280]  就跟隨了耶穌
[00:17:43.280 --> 00:17:44.440]  聖經給我們看到
[00:17:44.440 --> 00:17:45.480]  起碼有一個門徒
[00:17:45.480 --> 00:17:47.320]  我知道是哪一個
[00:17:47.320 --> 00:17:50.120]  這個就是安德烈
[00:17:50.120 --> 00:17:51.480]  安德烈是誰呢
[00:17:51.480 --> 00:17:54.120]  安德烈是彼得的弟弟
[00:17:54.120 --> 00:17:57.440]  於是安德烈不僅自己離開了日約翰
[00:17:57.440 --> 00:17:58.720]  去跟隨耶穌
[00:17:58.720 --> 00:18:02.200]  他還將耶穌介紹給彼得
[00:18:02.200 --> 00:18:05.600]  所以彼得和安德烈這兩兄弟
[00:18:05.600 --> 00:18:08.640]  就是耶穌得力的門徒
[00:18:08.640 --> 00:18:10.360]  但是原來安德烈
[00:18:10.360 --> 00:18:13.560]  起初是跟隨施洗日約翰的
[00:18:13.560 --> 00:18:15.440]  我相信當時有很多人
[00:18:15.440 --> 00:18:17.840]  來跟隨施洗日約翰
[00:18:17.840 --> 00:18:19.160]  但是當施洗日約翰
[00:18:19.160 --> 00:18:21.000]  這麼忠心來做見證
[00:18:21.000 --> 00:18:21.960]  介紹耶穌
[00:18:21.960 --> 00:18:23.800]  而耶穌出來
[00:18:23.800 --> 00:18:25.640]  講道帶著能力
[00:18:25.640 --> 00:18:28.320]  還有一件事是耶穌會做
[00:18:28.320 --> 00:18:29.280]  天天做
[00:18:29.280 --> 00:18:30.760]  但是施洗日約翰一生當中
[00:18:30.760 --> 00:18:32.600]  未做過的是什麼呢
[00:18:32.600 --> 00:18:34.480]  行神跡
[00:18:34.480 --> 00:18:37.280]  耶穌天天可以行神跡其事
[00:18:37.280 --> 00:18:38.280]  叫死人復活
[00:18:38.280 --> 00:18:40.200]  叫瘸腿的能夠行走
[00:18:40.200 --> 00:18:42.880]  叫眼盲的人可以看見
[00:18:42.880 --> 00:18:45.200]  施洗日約翰沒有做過這些事
[00:18:45.200 --> 00:18:47.440]  所以當耶穌出來的時候
[00:18:47.440 --> 00:18:50.040]  日約翰也是大力為他做見證的時候
[00:18:50.040 --> 00:18:51.720]  你可以想象
[00:18:51.720 --> 00:18:57.160]  你可以想象耶穌受歡迎的程度
[00:18:57.160 --> 00:18:59.040]  是飆升
[00:18:59.040 --> 00:19:01.640]  是遠遠超過施洗日約翰
[00:19:01.640 --> 00:19:04.720]  但是施洗日約翰自己來幫助耶穌
[00:19:04.720 --> 00:19:06.800]  是超越過他
[00:19:06.800 --> 00:19:10.120]  連門徒都離開他
[00:19:10.120 --> 00:19:14.360]  所以我們開始要看施洗日約翰的下場
[00:19:14.360 --> 00:19:16.800]  記住施洗日約翰的時功
[00:19:16.800 --> 00:19:18.680]  只做了六個月左右
[00:19:18.680 --> 00:19:21.640]  我想他當時三十多歲
[00:19:21.640 --> 00:19:22.840]  三十歲開始出來
[00:19:22.840 --> 00:19:24.280]  好像耶穌一樣
[00:19:24.280 --> 00:19:25.240]  做了半年
[00:19:25.240 --> 00:19:27.560]  耶穌出現了
[00:19:27.560 --> 00:19:30.680]  他就開始掉下去了
[00:19:30.680 --> 00:19:32.480]  我們來看看
[00:19:32.480 --> 00:19:33.160]  第一樣東西
[00:19:33.160 --> 00:19:34.840]  他失去了這個門徒
[00:19:34.840 --> 00:19:37.040]  跟著他的人離開他
[00:19:37.040 --> 00:19:39.040]  這裡說兩個門徒聽了他的話
[00:19:39.040 --> 00:19:40.920]  就跟隨了耶穌
[00:19:40.920 --> 00:19:47.160]  我相信其他的門徒都會慢慢跟隨耶穌
