
[00:00:00.000 --> 00:00:08.540]  各位早晨 各位早晨 各位媽咪早晨
[00:01:53.340 --> 00:01:56.520]  不是你的功勞可以換到任何的結果
[00:01:56.520 --> 00:01:59.020]  是有「恩典」的
[00:01:59.020 --> 00:02:01.140]  最重要的東西就是我們的生命
[00:02:01.140 --> 00:02:03.140]  我們每個人都有一個名字
[00:02:03.140 --> 00:02:06.320]  不知道這個名字是誰安排給你的
[00:02:06.320 --> 00:02:10.000]  這個名字最重要的是記在上帝的生命冊
[00:02:10.000 --> 00:02:13.000]  在天上的生命冊
[00:02:13.000 --> 00:02:17.860]  因為這個就是我們永遠永生的一個記錄
[00:02:17.860 --> 00:02:20.500]  然後到最後 我講完之後
[00:02:20.500 --> 00:02:23.160]  我就會想問大家 你願不願意信
[00:02:23.160 --> 00:02:28.240]  這個救主耶穌基督呢 人可以改變
[00:02:28.240 --> 00:02:30.920]  我想第一個很大的改變就是
[00:02:30.920 --> 00:02:33.180]  當我做社工的時候
[00:02:33.180 --> 00:02:37.800]  我的前輩老闆都經常鼓勵我
[00:02:37.800 --> 00:02:42.440]  就是能夠改變人是最快樂的行業
[00:02:42.440 --> 00:02:46.540]  所以我最初入行的時候 我是做兒童中心
[00:02:46.540 --> 00:02:50.700]  我的老闆在我做了兩三個月就來探望我
[00:02:50.700 --> 00:02:53.180]  看我做得怎麼樣 就問我
[00:02:53.180 --> 00:02:55.500]  你搞的活動多不多人參加
[00:02:55.500 --> 00:02:58.180]  我說全部爆滿了
[00:02:58.180 --> 00:03:00.180]  真的全院滿了
[00:03:00.180 --> 00:03:04.980]  那牆上每一個我九個小組的名字都掛著
[00:03:04.980 --> 00:03:07.700]  滿額 滿額 滿額 滿額 滿額
[00:03:07.700 --> 00:03:10.600]  我以為很快我就會加工資了
[00:03:10.600 --> 00:03:14.540]  誰知道不是 我老闆就沉了一塊臉
[00:03:14.540 --> 00:03:18.740]  他說你只是做了一半而已
[00:03:18.740 --> 00:03:22.280]  我心想 哇 我搞到滿了
[00:03:22.280 --> 00:03:25.300]  還說我做了一半 做了一半是什麼
[00:03:25.300 --> 00:03:27.800]  他說你要做完另一半更重要
[00:03:27.800 --> 00:03:30.480]  就是所有來這個兒童中心的人
[00:03:30.480 --> 00:03:34.620]  最後他們可以回到家裡
[00:03:34.620 --> 00:03:38.760]  做一個盡責任的子女
[00:03:38.760 --> 00:03:43.060]  做一個盡責任的香港人
[00:03:43.060 --> 00:03:46.340]  我一直都覺得我很盡責
[00:03:46.340 --> 00:03:49.300]  做得很精彩 引很多人報名
[00:03:49.300 --> 00:03:53.240]  原來不是 我老闆提醒我一件事
[00:03:53.240 --> 00:03:55.780]  他們離開這個中心之後回到家裡
[00:03:55.780 --> 00:03:57.580]  究竟是個什麼人呢
[00:03:57.580 --> 00:04:01.020]  你有沒有帶他回家去愛他家呢
[00:04:01.020 --> 00:04:02.780]  從此就成為了我一個
[00:04:02.780 --> 00:04:06.180]  覺得很精彩的第一件學到的哲理
[00:04:06.180 --> 00:04:08.920]  不過做了一年多都不夠
[00:04:08.920 --> 00:04:11.560]  我開始不相信他這番話
[00:04:11.560 --> 00:04:17.760]  為什麼呢 我教的其中一個小朋友是自殺
[00:04:17.760 --> 00:04:21.400]  這件事很震撼我的心 就馬上想起
[00:04:21.400 --> 00:04:24.940]  其實是不是帶回家是很安全的地方呢
[00:04:24.940 --> 00:04:27.240]  其實他家人都不懂照顧他
[00:04:27.240 --> 00:04:28.960]  他也不懂得對待家人
[00:04:28.960 --> 00:04:30.440]  他們的關係發展下去
[00:04:30.440 --> 00:04:34.400]  還可能有很多破綻、很多危機
[00:04:34.400 --> 00:04:37.720]  於是我就開始想 不行 不行 不行
[00:04:37.720 --> 00:04:41.360]  還差一點點事情沒做才真正安心
[00:04:41.360 --> 00:04:44.240]  就是他的生命裡面有沒有一個保證
[00:04:44.240 --> 00:04:46.360]  他可以做一個好的人
[00:04:46.360 --> 00:04:48.880]  他的生命是一個好的生命呢
[00:04:48.880 --> 00:04:51.540]  於是我就有一點點動搖
[00:04:51.540 --> 00:04:54.480]  所以後來我做自己的一家公司
[00:04:54.480 --> 00:04:57.320]  我就希望做到普及的教育
[00:04:57.320 --> 00:04:59.460]  是教每一個進來的人
[00:04:59.460 --> 00:05:03.180]  除了要做你生命裡面應該做的事之外
[00:05:03.180 --> 00:05:07.400]  還要學愛你的家 愛你的家
[00:05:07.400 --> 00:05:09.240]  第一件事我想和你分享一下
[00:05:09.240 --> 00:05:14.540]  就是在聖經裡面有一個很重要的母親的愛
[00:05:14.540 --> 00:05:17.040]  但是這個母親也面對著一個
[00:05:17.040 --> 00:05:19.680]  精神崩潰的狀態 很辛苦
[00:05:19.680 --> 00:05:22.880]  我給大家看看這個PowerPoint第一節的經文
[00:05:22.880 --> 00:05:28.100]  這段經文在《列王記》上17章22-24節
[00:05:28.100 --> 00:05:30.720]  背景是這樣的
[00:05:30.720 --> 00:05:33.580]  有一個寡婦 她老公死了
[00:05:33.580 --> 00:05:35.820]  只有一個兒子
[00:05:35.820 --> 00:05:41.340]  他們就招待了一個先知 這個先知叫做伊利亞
[00:05:41.340 --> 00:05:45.200]  在她家裡住 當然是供應兩餐
[00:05:45.200 --> 00:05:47.440]  可以住 很好啊
[00:05:47.440 --> 00:05:49.480]  為什麼突然間呢
[00:05:49.480 --> 00:05:54.720]  那個寡婦 我想她的心裡面真的破碎了
[00:05:54.720 --> 00:05:58.560]  就是她兒子這麼小 死了
[00:05:58.560 --> 00:06:02.300]  她想起一件事 她說為什麼我兒子死了呢
[00:06:02.300 --> 00:06:09.100]  可能上帝 就是神看到她的僕人這個先知來我這裡住
[00:06:09.100 --> 00:06:10.800]  可能你們留意得太多
[00:06:10.800 --> 00:06:15.180]  但是看到我每天做一些罪惡 做錯了事
[00:06:15.180 --> 00:06:19.260]  所以這個懲罰就是來到我家裡
[00:06:19.260 --> 00:06:21.960]  我兒子就死了 這個是她的推論
[00:06:21.960 --> 00:06:26.020]  當時她就問那個先知 是不是這樣啊
[00:06:26.020 --> 00:06:29.940]  伊利亞有沒有回答她呢
[00:06:29.940 --> 00:06:32.620]  伊利亞馬上看到別人的痛苦
[00:06:32.620 --> 00:06:36.020]  她馬上將這個小朋友 這個屍體
[00:06:36.020 --> 00:06:39.460]  她就把這個屍體放在上面 去祈禱
[00:06:39.460 --> 00:06:41.780]  就出現了這個22節的經文
[00:06:41.780 --> 00:06:44.860]  就是耶和華 就是神
[00:06:44.860 --> 00:06:47.800]  答應了伊利亞去祈禱
[00:06:47.800 --> 00:06:51.100]  這個小朋友的靈魂就回到她的身體了
[00:06:51.100 --> 00:06:52.840]  她就活了
[00:06:52.840 --> 00:06:56.100]  我想你在報紙一定看不到這句話
[00:06:56.100 --> 00:06:58.100]  生一天 死一天 救一天
[00:06:58.100 --> 00:07:01.380]  這個靈魂回到她的身體 就活了
[00:07:01.380 --> 00:07:04.420]  而當時伊利亞就將這個小朋友
[00:07:04.420 --> 00:07:07.020]  在樓上抱下來
[00:07:07.020 --> 00:07:11.660]  到樓下 交回給她的媽媽
[00:07:11.660 --> 00:07:15.120]  我想這個媽媽開心的盡了 開心的極了
[00:07:15.120 --> 00:07:20.900]  她的開心程度肯定還高過她的小朋友出生的時候
[00:07:20.900 --> 00:07:23.780]  死了就活了
[00:07:23.780 --> 00:07:27.580]  但是她開心之餘 她很清醒
[00:07:27.580 --> 00:07:31.240]  她跟伊利亞說 我知道你是誰
[00:07:31.240 --> 00:07:35.340]  你一定是神的僕人 你是一個神人
[00:07:35.340 --> 00:07:40.200]  所以你所說的話 一定要相信
[00:07:40.200 --> 00:07:43.440]  因為神給你力量
[00:07:43.440 --> 00:07:46.260]  使得我的兒子死了就活了
[00:07:46.260 --> 00:07:47.860]  我一定相信你以後說的話
[00:07:47.860 --> 00:07:51.860]  以前說的話更加相信 以後更加相信
[00:07:51.860 --> 00:07:59.580]  這個故事發生在耶穌降世之前的九個世紀
[00:07:59.580 --> 00:08:02.040]  就是九百年
[00:08:02.040 --> 00:08:04.920]  猶太人一定認識這個故事
[00:08:04.920 --> 00:08:07.220]  這個故事最厲害的地方在哪裡呢?
[00:08:07.220 --> 00:08:11.200]  就是死了就活了
[00:08:11.200 --> 00:08:15.580]  但是主角是誰呢? 是伊利亞嗎?
[00:08:15.580 --> 00:08:19.760]  如果是的話 大家真的搞錯了
[00:08:19.760 --> 00:08:22.180]  你有沒有很不安心的時候 很不開心的時候
[00:08:22.180 --> 00:08:25.720]  開心到你家裡令你破碎心靈的時候
[00:08:25.720 --> 00:08:27.520]  你找誰幫呢?
[00:08:27.520 --> 00:08:34.680]  可能你找很厲害的專家 或者牧師
[00:08:34.680 --> 00:08:37.320]  但經文提醒我們就是
[00:08:37.320 --> 00:08:40.920]  幫助的根源在哪裡呢? 是上帝
[00:08:40.920 --> 00:08:42.800]  因為伊利亞都是祈禱的
[00:08:42.800 --> 00:08:46.080]  你不要覺得伊利亞很厲害 作法這樣
[00:08:46.080 --> 00:08:50.240]  不是 是上帝聽他的祈禱
[00:08:50.240 --> 00:08:54.020]  所以今天就算做基督徒有時候都搞錯了
[00:08:54.020 --> 00:08:56.480]  我們病了 很多不安樂
[00:08:56.480 --> 00:09:00.480]  我們都找人 找一些高人指點
[00:09:00.480 --> 00:09:03.040]  但是千萬不要搞錯了
[00:09:03.040 --> 00:09:04.880]  真正的力量來自上帝
[00:09:04.880 --> 00:09:09.000]  這個是我們回教會很肯定要認識的東西
[00:09:09.000 --> 00:09:11.320]  就是說不要認識一個媒介人
[00:09:11.320 --> 00:09:14.840]  看得這麼重要 是主角很重要
[00:09:14.840 --> 00:09:20.920]  我記得我爸爸告訴我 我爺爺曾經自殺
[00:09:20.920 --> 00:09:26.480]  他在國內抗日戰爭的時候
[00:09:26.480 --> 00:09:29.380]  他就買了一些船票
[00:09:29.380 --> 00:09:33.720]  給我爸爸和他的兄弟和姐姐
[00:09:33.720 --> 00:09:37.020]  一起坐船來香港
[00:09:37.020 --> 00:09:40.640]  但是他就持一班船
[00:09:40.640 --> 00:09:42.080]  我想他還有很多東西
[00:09:42.080 --> 00:09:46.760]  和一些家裡的工人運一些東西 第二艘船
[00:09:46.760 --> 00:09:49.720]  但是突然間聽到一個消息
[00:09:49.720 --> 00:09:53.960]  就是我爸爸 他的七個兒女
[00:09:53.960 --> 00:09:57.640]  坐在船上被日軍的炸彈炸中了
[00:09:57.640 --> 00:10:02.360]  沉了 死了 全死了
[00:10:02.360 --> 00:10:06.560]  當然不是 要不然我也不在這裡了
[00:10:06.560 --> 00:10:11.800]  後來他們知道 原來他們就沒有上那艘船
[00:10:11.800 --> 00:10:15.720]  也有人救了我爺爺
[00:10:15.720 --> 00:10:18.720]  我做心理學 我都覺得
[00:10:18.720 --> 00:10:23.880]  我爺爺似乎都太疼他的子女了
[00:10:23.880 --> 00:10:26.600]  疼到聽到子女死了他都自殺
[00:10:26.600 --> 00:10:30.640]  但是也有些原因的 因為我奶奶很早就死了
[00:10:30.640 --> 00:10:35.240]  他心中會覺得真是可憐
[00:10:35.240 --> 00:10:37.760]  自己娶了太太死了
[00:10:37.760 --> 00:10:41.760]  剩下的七個孤兒 一個男人湊七個
[00:10:41.760 --> 00:10:45.560]  死了我還有什麼義做人呢?
[00:10:45.560 --> 00:10:47.920]  其實對我來說 這個是一個謎
[00:10:47.920 --> 00:10:50.920]  今年我就知道這個謎底
[00:10:50.920 --> 00:10:53.960]  究竟我爺爺是不是一個很感性的人 為什麼呢?
[00:10:53.960 --> 00:10:56.160]  今年我叔叔跟我說
[00:10:56.160 --> 00:11:02.400]  其實我爺爺的爸爸是個什麼人呢?
[00:11:02.400 --> 00:11:07.720]  是一個離開了中國去了澳洲去工作的人
[00:11:07.720 --> 00:11:12.080]  去了澳洲認識了一個外籍的
[00:11:12.080 --> 00:11:17.560]  我相信是澳洲的女士 後來他結了婚
[00:11:17.560 --> 00:11:20.640]  但是他們沒有子女
[00:11:20.640 --> 00:11:25.400]  於是就營養了兩個孤兒 一個兒子 一個女兒
[00:11:25.400 --> 00:11:29.040]  後來將這兩個孤兒成為自己的子女
[00:11:29.040 --> 00:11:34.880]  然後帶回中國 這個孤兒就是我爺爺了
[00:11:34.880 --> 00:11:38.320]  很曲折 很曲折
[00:11:38.320 --> 00:11:42.000]  我就明白到為什麼我爺爺可能會自殺呢?
[00:11:42.000 --> 00:11:43.480]  因為他的生命本身
[00:11:43.480 --> 00:11:48.560]  他都不知道自己的父母是誰
[00:11:48.560 --> 00:11:53.520]  而有人是這麼愛他 願意做他父母
[00:11:53.520 --> 00:11:56.960]  帶著他去了中國
[00:11:56.960 --> 00:11:58.960]  所以就因為這個緣故
[00:11:58.960 --> 00:12:02.720]  他會對愛這件事是很感觸的
[00:12:02.720 --> 00:12:06.120]  當他的兒子 女兒都死了
[00:12:06.120 --> 00:12:08.680]  對一個這麼有愛的人來說
[00:12:08.680 --> 00:12:12.480]  他真的覺得完了 完了
[00:12:12.480 --> 00:12:16.000]  後來我才明白 我爸爸經常跟我說
[00:12:16.000 --> 00:12:20.160]  你看我爺爺全部的照片都戴著黑眼鏡
[00:12:20.160 --> 00:12:21.280]  為什麼他戴黑眼鏡呢?
[00:12:21.280 --> 00:12:25.400]  因為他不想其他中國的朋友
[00:12:25.400 --> 00:12:29.280]  看到他的眼珠是咖啡色的
[00:12:29.280 --> 00:12:31.840]  這些事情人不容易明白
[00:12:31.840 --> 00:12:34.440]  生命是一個傳奇
[00:12:34.440 --> 00:12:36.760]  我想我們每一個人的生命
[00:12:36.760 --> 00:12:40.440]  你不知道多少 你自己的歷史有多少
[00:12:40.440 --> 00:12:41.480]  你真的不知道
[00:12:41.480 --> 00:12:44.440]  當你越知道的時候 你覺得很奇妙
[00:12:44.440 --> 00:12:46.160]  為什麼有我呢?
[00:12:46.160 --> 00:12:49.960]  我這個名字余德淳 都是我爺爺改的
[00:12:49.960 --> 00:12:54.320]  但是在我歲幾之後 爺爺就死了
[00:12:54.320 --> 00:12:56.560]  所以我今天想告訴你
[00:12:56.560 --> 00:13:00.120]  伊利亞這個先知
[00:13:00.120 --> 00:13:05.240]  看到一個死了的小孩 回到他媽媽那裡
[00:13:05.240 --> 00:13:07.440]  象徵什麼呢?
[00:13:07.440 --> 00:13:10.000]  我都覺得 你看完之後覺得
[00:13:10.000 --> 00:13:15.760]  咦 那不就是上帝對寡婦孤兒很重視
[00:13:15.760 --> 00:13:18.440]  那就是說如果全世界的寡婦孤兒
[00:13:18.440 --> 00:13:20.760]  有時候上帝是優先第一個看的
[00:13:20.760 --> 00:13:22.760]  不用輪階隊的 第一個看的
[00:13:22.760 --> 00:13:25.880]  會不會是這個意思呢?
[00:13:25.880 --> 00:13:29.120]  但是我有興趣看的就是這段經文所說的
[00:13:29.120 --> 00:13:32.840]  那個寡婦要找伊利亞去祈禱
[00:13:32.840 --> 00:13:35.760]  這個反而是我排第一要看的問題
[00:13:35.760 --> 00:13:40.440]  就是寡婦覺得自己沒有資格去找上帝幫忙
[00:13:40.440 --> 00:13:42.480]  因為她覺得自己有罪
[00:13:42.480 --> 00:13:44.040]  她覺得自己有罪
[00:13:44.040 --> 00:13:46.080]  可能因為這麼的緣故 她的兒子死了
[00:13:46.080 --> 00:13:47.680]  是一個懲罰來的
[00:13:47.680 --> 00:13:49.280]  所以要找一個人
[00:13:49.280 --> 00:13:52.280]  他的聖潔是高於自己很多的
[00:13:52.280 --> 00:13:54.200]  可以跟上帝直接聊得來的
[00:13:54.200 --> 00:13:56.480]  所以他找伊利亞 你一定要幫我
[00:13:56.480 --> 00:13:59.160]  我想是這個意思的
[00:13:59.160 --> 00:14:01.400]  所以有時候真的是真的
[00:14:01.400 --> 00:14:03.240]  有時候我們去教會
[00:14:03.240 --> 00:14:06.040]  你覺不覺得很多新來的來賓都覺得
[00:14:06.040 --> 00:14:08.800]  你們唱聖詩真的很神聖
[00:14:08.800 --> 00:14:11.000]  你看聖經很神聖
[00:14:11.000 --> 00:14:14.120]  我真的覺得我都攀不上你
[00:14:14.120 --> 00:14:16.240]  可能是這個感覺的
[00:14:16.240 --> 00:14:17.200]  我真的記得有一次
[00:14:17.200 --> 00:14:19.400]  我在星期四晚上講講座的時候
[00:14:19.400 --> 00:14:22.360]  講座有一個醫生的朋友坐在那裡
[00:14:22.360 --> 00:14:23.920]  第一行 我還沒有上台
[00:14:23.920 --> 00:14:26.360]  他走來跟我說一句話 很有趣的
[00:14:26.360 --> 00:14:29.200]  他說 我年紀都不小了
[00:14:29.200 --> 00:14:33.040]  就是他 他說如果我早死了
[00:14:33.040 --> 00:14:34.560]  不知道能不能上天堂呢
[00:14:34.560 --> 00:14:35.640]  但是上天堂
[00:14:35.640 --> 00:14:36.480]  如果有一個人打你的名字
[00:14:36.480 --> 00:14:38.000]  是不是比較容易進去的
[00:14:38.000 --> 00:14:40.600]  哇 我真的被他氣死了
[00:14:40.600 --> 00:14:43.480]  但是老實講 他是開玩笑的
[00:14:43.480 --> 00:14:44.440]  我知道他是開玩笑的
[00:14:44.440 --> 00:14:45.760]  因為他習慣做referral(轉介)
[00:14:45.760 --> 00:14:47.760]  那些醫生轉介
[00:14:47.760 --> 00:14:51.120]  他以為 我說完全沒有關係
[00:14:51.120 --> 00:14:54.000]  你說認識我 一分都沒有加到
[00:14:54.000 --> 00:14:57.640]  這個是你自己個人和上帝的事
[00:14:57.640 --> 00:14:59.840]  我們只有責任告訴你
[00:14:59.840 --> 00:15:02.080]  上帝愛你 你要接受祂
[00:15:02.080 --> 00:15:05.040]  但是這個是你對上帝的交代
[00:15:05.040 --> 00:15:06.800]  你接不接受祂
[00:15:06.800 --> 00:15:09.680]  我相信醫生講明了 真的是開玩笑
[00:15:09.680 --> 00:15:11.880]  但是這個話很有快人心聲
[00:15:11.880 --> 00:15:16.280]  這個寡婦 她覺得自己不配
[00:15:16.280 --> 00:15:18.680]  去跟上帝講數
[00:15:18.680 --> 00:15:21.320]  她求的 是求以利亞去幫她
[00:15:21.320 --> 00:15:24.960]  所以上帝就答應了以利亞祈禱
[00:15:24.960 --> 00:15:27.120]  今天我們坐在這裡
[00:15:27.120 --> 00:15:30.480]  我們會估計 究竟上帝接不接受我們呢
[00:15:30.480 --> 00:15:32.360]  我相信很多人都相信
[00:15:32.360 --> 00:15:34.600]  這個世界應該有神
[00:15:34.600 --> 00:15:38.400]  甚至現在潮流很流行 講世界末日
[00:15:38.400 --> 00:15:40.120]  很多人都講這些東西
[00:15:40.120 --> 00:15:42.480]  但是有些人想得深入一點
[00:15:42.480 --> 00:15:43.680]  想出來的問題就是
[00:15:43.680 --> 00:15:45.320]  這個神創造世界
[00:15:45.320 --> 00:15:46.680]  耶穌又來這個世界
[00:15:46.680 --> 00:15:48.800]  釘在十字架上面 有復活
[00:15:48.800 --> 00:15:51.400]  但是他受不受我玩呢
[00:15:51.400 --> 00:15:54.320]  如果我找他 他會不會不理睬我呢
[00:15:54.320 --> 00:15:57.680]  我真的見過很多人在臨絕之前跟我講的
[00:15:57.680 --> 00:16:00.480]  我一輩子都拒絕這個耶穌
[00:16:00.480 --> 00:16:04.360]  現在才叫 會不會他不喜歡我的態度
[00:16:04.360 --> 00:16:06.240]  他根本就不要我呢
[00:16:06.240 --> 00:16:09.040]  這個有道理的
[00:16:09.040 --> 00:16:13.280]  但是我們今天要找一個證據去破這個東西
[00:16:13.280 --> 00:16:15.840]  我們看第二段經文
[00:16:15.840 --> 00:16:19.760]  是耶穌親自破這個東西
[00:16:19.760 --> 00:16:21.360]  這次呢
[00:16:21.360 --> 00:16:24.360]  在九百多年後
[00:16:24.360 --> 00:16:26.360]  耶穌來到這個世界
[00:16:26.360 --> 00:16:28.880]  這段經文講 他過了沒多久
[00:16:28.880 --> 00:16:30.040]  他就去了一個城
[00:16:30.040 --> 00:16:32.720]  這個城叫做拿恩
[00:16:32.720 --> 00:16:34.600]  這個拿恩城呢
[00:16:34.600 --> 00:16:36.320]  有很多人跟他一起走
[00:16:36.320 --> 00:16:39.840]  所以這件事有很多證人
[00:16:39.840 --> 00:16:41.440]  走近城門
[00:16:41.440 --> 00:16:43.160]  有一個死人抬出來
[00:16:43.160 --> 00:16:44.320]  這個出殯
[00:16:44.320 --> 00:16:45.760]  年輕人出殯
[00:16:45.760 --> 00:16:47.040]  讀得很難看的
[00:16:47.040 --> 00:16:48.000]  大家聽一下
[00:16:48.000 --> 00:16:51.600]  這人是他母親獨生的兒子
[00:16:51.600 --> 00:16:54.080]  他母親又是寡婦
[00:16:54.080 --> 00:16:56.520]  寡婦的兒子就講完了
[00:16:56.520 --> 00:16:57.760]  為什麼要寫這麼多呢
[00:16:57.760 --> 00:17:00.640]  聖經一定不會講多餘的東西
[00:17:00.640 --> 00:17:03.480]  他講給我們聽很清楚
[00:17:03.480 --> 00:17:07.000]  他媽媽生一個兒子
[00:17:07.000 --> 00:17:09.840]  獨生的 獨生的 一個兒子
[00:17:09.840 --> 00:17:12.560]  而這個媽媽是死了老公的
[00:17:12.560 --> 00:17:14.800]  這個母親是一個寡婦
[00:17:14.800 --> 00:17:16.960]  然後城裏面的人
[00:17:16.960 --> 00:17:19.720]  就有很多人跟他一起去送殯
[00:17:19.720 --> 00:17:21.120]  那就是說
[00:17:21.120 --> 00:17:22.800]  他是孤苦伶仃
[00:17:22.800 --> 00:17:26.200]  不過非常多人很同情這個人
[00:17:26.200 --> 00:17:28.280]  他們覺得他很慘
[00:17:28.280 --> 00:17:30.040]  所以每個人都送最後一程
[00:17:30.040 --> 00:17:32.480]  很多人
[00:17:32.480 --> 00:17:34.080]  你看到最後看到什麼呢
[00:17:34.080 --> 00:17:35.360]  耶穌看到這個情況
[00:17:35.360 --> 00:17:37.200]  這個寡婦就憐憫他
[00:17:37.200 --> 00:17:39.080]  覺得很同情他
[00:17:39.080 --> 00:17:43.000]  然後跟他說不要哭
[00:17:43.000 --> 00:17:44.040]  如果這段話
[00:17:44.040 --> 00:17:44.840]  想起這句話
[00:17:44.840 --> 00:17:46.680]  由主漢見那寡婦
[00:17:46.680 --> 00:17:48.640]  到不要哭
[00:17:48.640 --> 00:17:52.640]  擺在心理輔導堂上
[00:17:52.640 --> 00:17:55.360]  可能
[00:17:55.360 --> 00:17:57.840]  這個不是一個方法學接受的東西
[00:17:57.840 --> 00:17:59.240]  不是的
[00:17:59.240 --> 00:18:04.360]  因為叫一個死了一顆兒子的媽媽
[00:18:04.360 --> 00:18:05.960]  不要哭
[00:18:05.960 --> 00:18:08.360]  不要哭 你不要哭
[00:18:08.360 --> 00:18:11.840]  其實是一個不對的說法
[00:18:11.840 --> 00:18:14.240]  正常的情緒輔導
[00:18:14.240 --> 00:18:16.600]  應該很傷心的時候
[00:18:16.600 --> 00:18:18.400]  是鼓勵他
[00:18:18.400 --> 00:18:20.800]  你不介意我在這裏
[00:18:20.800 --> 00:18:23.120]  你哭吧 不要緊的
[00:18:23.120 --> 00:18:27.280]  這個是你看到你怎樣愛你的兒子的表現
[00:18:27.280 --> 00:18:28.840]  你經過這一哭
[00:18:28.840 --> 00:18:31.520]  你更加明白母子情
[00:18:31.520 --> 00:18:32.360]  是這麼深
[00:18:32.360 --> 00:18:34.000]  你愛他愛得這麼深
[00:18:34.000 --> 00:18:35.920]  哭這麼久這麼傷
[00:18:35.920 --> 00:18:37.160]  你看得這麼深
[00:18:37.160 --> 00:18:39.560]  但是記住一件事
[00:18:39.560 --> 00:18:43.880]  這個情永遠是屬於你的
[00:18:43.880 --> 00:18:45.600]  但是你會過後
[00:18:45.600 --> 00:18:48.760]  這個傷心會慢慢去冷卻
[00:18:48.760 --> 00:18:50.520]  然後你會好起來
[00:18:50.520 --> 00:18:52.800]  但是如果你壓抑著不要哭
[00:18:52.800 --> 00:18:54.480]  不要哭 不要哭
[00:18:54.480 --> 00:18:56.320]  你將來會很遺憾
[00:18:56.320 --> 00:18:57.840]  為什麼我看著兒子死
[00:18:57.840 --> 00:18:59.000]  我沒有感覺呢
[00:18:59.000 --> 00:19:01.000]  為什麼我這麼殘忍呢
[00:19:01.000 --> 00:19:05.200]  為什麼我不對著我自己的情緒負責任呢
[00:19:05.200 --> 00:19:07.920]  可能不健康
[00:19:07.920 --> 00:19:11.000]  這個世界只有耶穌可以說這句話
[00:19:11.000 --> 00:19:13.040]  祂叫一個人死了不要哭
[00:19:13.040 --> 00:19:14.440]  為什麼呢
[00:19:14.440 --> 00:19:17.560]  看下去你馬上看到了
[00:19:17.560 --> 00:19:19.360]  那些抬棺材的人停下來
[00:19:19.360 --> 00:19:21.040]  耶穌就說少年人
[00:19:21.040 --> 00:19:22.520]  我吩咐你起來
[00:19:22.520 --> 00:19:25.080]  起來 起來
[00:19:25.080 --> 00:19:27.840]  有資格叫人起來的人
[00:19:27.840 --> 00:19:29.840]  就可以叫人不要哭了
[00:19:29.840 --> 00:19:31.880]  為什麼呢
[00:19:31.880 --> 00:19:34.560]  因為沒事的
[00:19:34.560 --> 00:19:35.760]  他會起來的
[00:19:35.760 --> 00:19:38.400]  所以不要哭了
[00:19:38.400 --> 00:19:40.680]  但是我們沒有資格這麼說
[00:19:40.680 --> 00:19:43.200]  那個死的真的是死了的
[00:19:43.200 --> 00:19:45.080]  所以這個很大分別
[00:19:45.080 --> 00:19:47.000]  各位
[00:19:47.000 --> 00:19:48.640]  如果有一天
[00:19:48.640 --> 00:19:50.920]  你很痛苦的時候
[00:19:50.920 --> 00:19:52.920]  你記住只有一個人
[00:19:52.920 --> 00:19:55.280]  他有資格吩咐你
