
[00:00:00.000 --> 00:00:07.200]  大家好 想不到可以見到面很開心
[00:01:51.280 --> 00:01:56.720]  John Gottman的研究就是四個最成功的婚姻條件
[00:01:56.720 --> 00:02:01.680]  就是老公和老婆互相
[00:02:01.680 --> 00:02:04.080]  你奈我何 我奈你何
[00:02:04.080 --> 00:02:07.080]  就是你讚我 我讚你
[00:02:07.080 --> 00:02:08.600]  這個機會多不多呢
[00:02:08.600 --> 00:02:10.480]  我想你們
[00:02:10.480 --> 00:02:12.840]  你讚我一讚就一定多
[00:02:12.840 --> 00:02:15.040]  但是如果你讚多過讚
[00:02:15.040 --> 00:02:17.560]  和讚多過讚很多倍
[00:02:17.560 --> 00:02:21.080]  這個我相信是5%以下
[00:02:21.080 --> 00:02:22.520]  但是你可以的
[00:02:22.520 --> 00:02:24.600]  不過你不說我不想你
[00:02:24.600 --> 00:02:26.640]  如果他每一讚給100元
[00:02:26.640 --> 00:02:28.480]  我拼命讚
[00:02:28.480 --> 00:02:30.760]  你又要給他
[00:02:30.760 --> 00:02:34.440]  所以你會說這樣就不願意了
[00:02:34.440 --> 00:02:35.840]  第一件事
[00:02:35.840 --> 00:02:38.400]  希望你今天真的試一下
[00:02:38.400 --> 00:02:41.480]  特別明天機會來了 母親節
[00:02:41.480 --> 00:02:42.520]  第二是什麼呢
[00:02:42.520 --> 00:02:43.760]  John Gottman說
[00:02:43.760 --> 00:02:45.160]  你們見到人
[00:02:45.160 --> 00:02:46.280]  譬如現在這樣
[00:02:46.280 --> 00:02:48.080]  我只要一對一對坐在那裏
[00:02:48.080 --> 00:02:50.440]  人家跟你打招呼
[00:02:50.440 --> 00:02:52.720]  你永遠都說你好嗎
[00:02:52.720 --> 00:02:55.560]  你不要問你好嗎那個人
[00:02:55.560 --> 00:02:58.240]  你回答就是我們很好
[00:02:58.240 --> 00:03:00.880]  說什麼都不要說一個人
[00:03:00.880 --> 00:03:02.560]  說什麼都要說我們
[00:03:02.560 --> 00:03:03.720]  就是我們
[00:03:03.720 --> 00:03:04.920]  這個說話很厲害
[00:03:04.920 --> 00:03:08.880]  譬如說你最近瘦了
[00:03:08.880 --> 00:03:11.160]  你就說我們一肥一瘦
[00:03:11.160 --> 00:03:12.840]  你永遠都說我們
[00:03:12.840 --> 00:03:16.600]  千萬不要用單身來說話
[00:03:16.600 --> 00:03:17.720]  千萬不要
[00:03:17.720 --> 00:03:19.880]  那些是成功夫妻
[00:03:19.880 --> 00:03:22.280]  真的 你想想在教會
[00:03:22.280 --> 00:03:24.480]  一見面
[00:03:24.480 --> 00:03:26.560]  人家叫老公或老婆
[00:03:26.560 --> 00:03:27.600]  當然是聊天
[00:03:27.600 --> 00:03:30.520]  旁邊一個很沒人
[00:03:30.520 --> 00:03:32.120]  你們說下去
[00:03:32.120 --> 00:03:35.680]  可能老婆說我去下面圍著東西
[00:03:35.680 --> 00:03:38.600]  但如果一個很醒目的老公老婆就會說
[00:03:38.600 --> 00:03:41.800]  介不介意我太太一起聊
[00:03:41.800 --> 00:03:43.600]  這個我們
[00:03:43.600 --> 00:03:45.040]  有些真的忘記了
[00:03:45.040 --> 00:03:45.720]  有些忘記了
[00:03:45.720 --> 00:03:47.480]  我老婆不見了
[00:03:47.480 --> 00:03:50.080]  有時候真的是一個危險
[00:03:50.080 --> 00:03:51.000]  我們
[00:03:51.000 --> 00:03:52.680]  這個有沒有1%
[00:03:52.680 --> 00:03:53.800]  我想有的
[00:03:53.800 --> 00:03:56.840]  第三 熱情
[00:03:56.840 --> 00:04:00.160]  熱情當然在外國人很容易
[00:04:00.160 --> 00:04:02.320]  現在大家都很矜持的
[00:04:02.320 --> 00:04:06.200]  坐著保持不知道多少寸位
[00:04:06.200 --> 00:04:11.160]  但這個熱情不是碰到的意思
[00:04:11.160 --> 00:04:13.560]  而是你看到他
[00:04:13.560 --> 00:04:15.560]  你永遠都很熱情
[00:04:15.560 --> 00:04:16.840]  教會很重要
[00:04:16.840 --> 00:04:17.760]  你試一下
[00:04:17.760 --> 00:04:20.960]  你站在廁所那邊
[00:04:20.960 --> 00:04:24.200]  應該是女廁那邊
[00:04:24.200 --> 00:04:25.240]  你試一下
[00:04:25.240 --> 00:04:27.000]  老公等老婆出來
[00:04:27.000 --> 00:04:29.360]  當然你沒理由等他
[00:04:29.360 --> 00:04:31.360]  但如果他老婆一見到老公
[00:04:31.360 --> 00:04:32.240]  老公一見到老婆
[00:04:32.240 --> 00:04:35.240]  好像9年沒見過的樣子
[00:04:35.240 --> 00:04:37.240]  你厲害
[00:04:37.240 --> 00:04:38.360]  很開心
[00:04:38.360 --> 00:04:39.360]  但多數都不會的
[00:04:39.360 --> 00:04:39.960]  多數都說
[00:04:39.960 --> 00:04:41.040]  等很久
[00:04:41.040 --> 00:04:42.480]  你變排長龍了
[00:04:42.480 --> 00:04:44.280]  以後不要叫我等
[00:04:44.280 --> 00:04:47.000]  沒有這樣的感覺
[00:04:47.000 --> 00:04:48.080]  你應該說
[00:04:48.080 --> 00:04:49.000]  你沒事吧
[00:04:49.000 --> 00:04:49.920]  這麼久
[00:04:49.920 --> 00:04:51.640]  很多人在裡面
[00:04:51.640 --> 00:04:53.120]  但你說不要緊
[00:04:53.120 --> 00:04:54.720]  我們慢慢談
[00:04:54.720 --> 00:04:58.800]  熱情不會因為什麼
[00:04:58.800 --> 00:05:00.320]  彈開你們兩個的關係
[00:05:00.320 --> 00:05:01.360]  不會的
[00:05:01.360 --> 00:05:02.360]  第四
[00:05:02.360 --> 00:05:04.280]  最難的東西
[00:05:04.280 --> 00:05:05.760]  互撐
[00:05:05.760 --> 00:05:06.880]  這是廣東話
[00:05:06.880 --> 00:05:07.400]  互撐
[00:05:07.400 --> 00:05:09.840]  如果有人說你老公
[00:05:09.840 --> 00:05:10.880]  或者老婆
[00:05:10.880 --> 00:05:12.520]  另一個會說
[00:05:12.520 --> 00:05:15.080]  我想他不是這個意思
[00:05:15.080 --> 00:05:17.720]  可能他講得值一點點
[00:05:17.720 --> 00:05:19.640]  他這個人很有善
[00:05:19.640 --> 00:05:22.320]  可能你有點誤會了他
[00:05:22.320 --> 00:05:25.240]  你一定要幫他
[00:05:25.240 --> 00:05:26.440]  行不行呢
[00:05:26.440 --> 00:05:27.760]  多數都說
[00:05:27.760 --> 00:05:28.800]  你多說一點
[00:05:28.800 --> 00:05:29.320]  麻煩你
[00:05:29.320 --> 00:05:31.360]  我也不敢說他
[00:05:31.360 --> 00:05:32.120]  幫幫忙
[00:05:32.120 --> 00:05:33.840]  我有空罵我老公
[00:05:33.840 --> 00:05:35.360]  你要撐到
[00:05:35.360 --> 00:05:37.600]  覺得我和他死黨
[00:05:37.600 --> 00:05:38.520]  你罵他
[00:05:38.520 --> 00:05:40.080]  就是罵我
[00:05:40.080 --> 00:05:42.120]  我也會為他辯護
[00:05:42.120 --> 00:05:43.960]  有時有些事
[00:05:43.960 --> 00:05:45.880]  可能你言重了
[00:05:45.880 --> 00:05:47.960]  也有些差人物
[00:05:47.960 --> 00:05:49.240]  他對我很用心
[00:05:49.240 --> 00:05:50.280]  你看不到的
[00:05:50.280 --> 00:05:51.680]  你在教會見到他
[00:05:51.680 --> 00:05:52.920]  好像不理睬人
[00:05:52.920 --> 00:05:54.880]  但其實他家裡
[00:05:54.880 --> 00:05:57.080]  他對我們家裡的外家
[00:05:57.080 --> 00:05:58.880]  或者家裡人
[00:05:58.880 --> 00:06:01.760]  這個老公對太太外家很好
[00:06:01.760 --> 00:06:04.400]  而太太對老公那邊也很好
[00:06:04.400 --> 00:06:06.520]  互相都講好說話
[00:06:06.520 --> 00:06:10.280]  不會給一個壞印象給外面的人
[00:06:10.280 --> 00:06:11.600]  因為他們是自己人
[00:06:11.600 --> 00:06:13.120]  自己人
[00:06:13.120 --> 00:06:14.920]  這四樣東西
[00:06:14.920 --> 00:06:15.960]  容易嗎
[00:06:15.960 --> 00:06:17.720]  由得你評分
[00:06:17.720 --> 00:06:19.120]  但起碼你有個標準
[00:06:19.120 --> 00:06:21.200]  如果你在John Gottman面前
[00:06:21.200 --> 00:06:22.920]  你能夠在四大
[00:06:22.920 --> 00:06:23.720]  不是皆空
[00:06:23.720 --> 00:06:26.320]  起碼在四大合格
[00:06:26.320 --> 00:06:28.920]  都不錯的
[00:06:28.920 --> 00:06:31.440]  我和林二郎牧師會
[00:06:31.440 --> 00:06:35.200]  也有一次在香港電台廣東廣西節目
[00:06:35.200 --> 00:06:36.160]  最近
[00:06:36.160 --> 00:06:38.640]  上個星期我沒說
[00:06:38.640 --> 00:06:42.720]  我聽他和威威豪博士說
[00:06:42.720 --> 00:06:46.760]  他說Bill Gates終於離婚了
[00:06:46.760 --> 00:06:49.080]  Bill Gates離婚的原因就是
[00:06:49.080 --> 00:06:51.760]  林二郎牧師說
[00:06:51.760 --> 00:06:54.240]  Bill Gates不相信
[00:06:54.240 --> 00:06:57.040]  這個太太可以一起成長
[00:06:57.040 --> 00:06:57.840]  所以他離婚
[00:06:57.840 --> 00:06:58.640]  這個理由
[00:06:58.640 --> 00:07:00.640]  不相信
[00:07:00.640 --> 00:07:03.000]  我和我這個太太可以一起成長
[00:07:03.000 --> 00:07:05.400]  所以我們離婚了
[00:07:05.400 --> 00:07:09.240]  這個很理性的說話
[00:07:09.240 --> 00:07:10.680]  但林牧師說
[00:07:10.680 --> 00:07:16.840]  香港離婚率最高的地區在哪裡呢
[00:07:16.840 --> 00:07:19.640]  在深水埗
[00:07:19.640 --> 00:07:21.240]  其實林牧師有意說的是什麼呢
[00:07:21.240 --> 00:07:24.400]  當然就是最有錢的Bill Gates離婚
[00:07:24.400 --> 00:07:26.880]  不過最窮的深水埗的人
[00:07:26.880 --> 00:07:28.000]  也有很多人離婚
[00:07:28.000 --> 00:07:29.520]  所以離婚和有錢人
[00:07:29.520 --> 00:07:31.240]  未必一定有關係
[00:07:31.240 --> 00:07:33.520]  雖然這兩個例子都極端
[00:07:33.520 --> 00:07:37.480]  但的確婚姻關係不好
[00:07:37.480 --> 00:07:39.480]  有錢人沒什麼錢
[00:07:39.480 --> 00:07:40.200]  很窮
[00:07:40.200 --> 00:07:41.920]  都是一樣機會
[00:07:41.920 --> 00:07:43.960]  原因就是剛才說的四樣東西
[00:07:43.960 --> 00:07:47.000]  稱讚我們熱情互撐
[00:07:47.000 --> 00:07:48.720]  很少
[00:07:48.720 --> 00:07:51.240]  不過我們開始想會不會不止呢
[00:07:51.240 --> 00:07:53.600]  所以今天我用了聖經傳道書
[00:07:53.600 --> 00:07:54.240]  很容易記
[00:07:54.240 --> 00:07:55.080]  九章九節
[00:07:55.080 --> 00:07:56.920]  長長久久
[00:07:56.920 --> 00:07:58.680]  傳道書九章九節說什麼呢
[00:07:58.680 --> 00:08:01.360]  有幾句五個字
[00:08:01.360 --> 00:08:08.120]  在你虛空的人生中
[00:08:08.120 --> 00:08:13.280]  就是在上帝所賜
[00:08:13.280 --> 00:08:14.760]  日光之下
[00:08:14.760 --> 00:08:17.840]  虛空的歲月裡
[00:08:17.840 --> 00:08:21.800]  你要與愛妻
[00:08:21.800 --> 00:08:23.560]  快樂度日
[00:08:23.560 --> 00:08:25.720]  接著有三對四個字
[00:08:25.720 --> 00:08:28.480]  因為這事
[00:08:28.480 --> 00:08:31.960]  你一生在日光之下
[00:08:31.960 --> 00:08:33.840]  的牢獄中
[00:08:33.840 --> 00:08:37.640]  所當得的
[00:08:37.640 --> 00:08:39.600]  如果你想念
[00:08:39.600 --> 00:08:41.520]  你將這四個組合的五個字
[00:08:41.520 --> 00:08:43.080]  和三個組合的四個字
[00:08:43.080 --> 00:08:45.200]  念熟
[00:08:45.200 --> 00:08:47.400]  你會看到今天我講的東西
[00:08:47.400 --> 00:08:49.160]  我用所羅門
[00:08:49.160 --> 00:08:51.840]  用針研來解釋這句話
[00:08:51.840 --> 00:08:53.880]  你試一下對一下
[00:08:53.880 --> 00:08:56.960]  基督徒的婚姻是怎樣的呢
[00:08:56.960 --> 00:09:01.320]  可能你會覺得更加有吸引力
[00:09:01.320 --> 00:09:04.080]  要與愛妻快樂度日
[00:09:04.080 --> 00:09:06.160]  今天你都很成功
[00:09:06.160 --> 00:09:08.920]  你可以兩個坐在一起
[00:09:08.920 --> 00:09:10.520]  起碼樣子很快樂
[00:09:10.520 --> 00:09:11.640]  很開心
[00:09:11.640 --> 00:09:12.840]  這是真的
[00:09:12.840 --> 00:09:13.720]  特別是拍照的時候
[00:09:13.720 --> 00:09:15.520]  看著你當然是笑的
[00:09:15.520 --> 00:09:17.960]  但是你看看有多少人
[00:09:17.960 --> 00:09:19.960]  拍照的拍手走了
[00:09:19.960 --> 00:09:22.000]  他們不會笑的
[00:09:22.000 --> 00:09:24.160]  有多少人拍照走了還笑
[00:09:24.160 --> 00:09:25.400]  真是很好笑
[00:09:25.400 --> 00:09:28.040]  笑著先
[00:09:28.040 --> 00:09:30.120]  都比不笑好
[00:09:30.120 --> 00:09:31.520]  怎樣解釋呢
[00:09:31.520 --> 00:09:33.920]  你結婚這麼久就知道了
[00:09:33.920 --> 00:09:35.400]  因為我們每個人
[00:09:35.400 --> 00:09:37.600]  最緊張的是什麼呢
[00:09:37.600 --> 00:09:40.320]  就是被愛
[00:09:40.320 --> 00:09:43.280]  我想每個老婆都問過老公
[00:09:43.280 --> 00:09:45.480]  你是不是很愛我
[00:09:45.480 --> 00:09:47.160]  你是不是很疼我
[00:09:47.160 --> 00:09:49.400]  你是不是很甜
[00:09:49.400 --> 00:09:52.240]  老公唯有什麼都說是
[00:09:52.240 --> 00:09:55.200]  但是真正的情況是什麼呢
[00:09:55.200 --> 00:09:57.520]  我們不是很重視
[00:09:57.520 --> 00:10:01.280]  去愛
[00:10:01.280 --> 00:10:04.880]  多過被愛
[00:10:04.880 --> 00:10:06.200]  最多打和
[00:10:06.200 --> 00:10:08.640]  你做梳洗我做神
[00:10:08.640 --> 00:10:10.240]  你對我這樣我對你這樣
[00:10:10.240 --> 00:10:12.000]  都可以
[00:10:12.000 --> 00:10:14.120]  不過如果你對我不好
[00:10:14.120 --> 00:10:16.160]  你要我對你很好
[00:10:16.160 --> 00:10:19.600]  真是很難
[00:10:19.600 --> 00:10:20.600]  我是人來的
[00:10:20.600 --> 00:10:22.200]  很難
[00:10:22.200 --> 00:10:23.280]  不知道你覺得怎樣
[00:10:23.280 --> 00:10:25.480]  我們真的很重視
[00:10:25.480 --> 00:10:27.440]  最好搞清楚
[00:10:27.440 --> 00:10:28.800]  我是被愛
[00:10:28.800 --> 00:10:30.960]  這個人性上程
[00:10:30.960 --> 00:10:32.440]  如果你做太太
[00:10:32.440 --> 00:10:34.080]  特別做太太
[00:10:34.080 --> 00:10:37.600]  如果你都不是很肯定自己是被愛
[00:10:37.600 --> 00:10:39.640]  其實你的心都很痛苦
[00:10:39.640 --> 00:10:41.040]  這個也是對的
[00:10:41.040 --> 00:10:44.040]  但是我們真的很重視被愛
[00:10:44.040 --> 00:10:46.080]  真正的愛是什麼呢
[00:10:46.080 --> 00:10:48.280]  真正的愛是什麼呢
[00:10:48.280 --> 00:10:50.240]  如果用Alfred Ackler的看法
[00:10:50.240 --> 00:10:52.040]  就是一個心理學大師的說法
[00:10:52.040 --> 00:10:56.360]  他說其實愛是一種交流
[00:10:56.360 --> 00:10:59.160]  交流就是你的生命
[00:10:59.160 --> 00:11:01.400]  和他的生命
[00:11:01.400 --> 00:11:05.840]  在你結婚世事都說是一起同步的
[00:11:05.840 --> 00:11:09.520]  不過你又搞清楚一句話
[00:11:09.520 --> 00:11:11.480]  你的生命給他
[00:11:11.480 --> 00:11:13.680]  不代表你為他犧牲
[00:11:13.680 --> 00:11:14.480]  不代表
[00:11:14.480 --> 00:11:15.880]  是交流
[00:11:15.880 --> 00:11:18.280]  就是說他的生命都給回來
[00:11:18.280 --> 00:11:19.840]  就是你不會貧血
[00:11:19.840 --> 00:11:21.480]  你說你的血都輸給他
[00:11:21.480 --> 00:11:23.720]  你不會的
[00:11:23.720 --> 00:11:25.240]  你不是完全為他犧牲
[00:11:25.240 --> 00:11:28.920]  因為他都這樣對回你
[00:11:28.920 --> 00:11:30.800]  特別你給什麼他呢
[00:11:30.800 --> 00:11:33.040]  快樂
[00:11:33.040 --> 00:11:35.280]  悲哀都給他
[00:11:35.280 --> 00:11:37.560]  悲哀都給他
[00:11:37.560 --> 00:11:38.960]  他就會豐富
[00:11:38.960 --> 00:11:41.000]  就是生命如果全部都是快樂
[00:11:41.000 --> 00:11:43.120]  就是笑死我
[00:11:43.120 --> 00:11:44.240]  是沒有用的
[00:11:44.240 --> 00:11:44.920]  他是瘋的
[00:11:44.920 --> 00:11:46.400]  入青山的
[00:11:46.400 --> 00:11:47.240]  悲哀
[00:11:47.240 --> 00:11:49.040]  悲哀就是他很煩惱的
[00:11:49.040 --> 00:11:50.320]  他有不開心
[00:11:50.320 --> 00:11:51.600]  他有不滿意
[00:11:51.600 --> 00:11:53.200]  他都給你
[00:11:53.200 --> 00:11:56.520]  這才是真正的豐富
[00:11:56.520 --> 00:11:57.400]  所以如果你說
[00:11:57.400 --> 00:11:59.440]  我們兩夫妻經常說笑
[00:11:59.440 --> 00:12:00.960]  不過有時候都吵架
[00:12:00.960 --> 00:12:03.120]  你就說你們很豐富
[00:12:03.120 --> 00:12:05.360]  這叫豐富
[00:12:05.360 --> 00:12:06.720]  你有沒有搞錯
[00:12:06.720 --> 00:12:09.000]  當然是開心的
[00:12:09.000 --> 00:12:11.040]  其實真的不是
[00:12:11.040 --> 00:12:13.640]  你沒有經過誤解
[00:12:13.640 --> 00:12:14.800]  曲解
[00:12:14.800 --> 00:12:16.320]  澄清
[00:12:16.320 --> 00:12:19.280]  你不感覺到
[00:12:19.280 --> 00:12:22.480]  你兩個的生命是有交流的
[00:12:22.480 --> 00:12:24.800]  很多交流都是由誤會開始
[00:12:24.800 --> 00:12:26.640]  所以都有扭曲開始
[00:12:26.640 --> 00:12:27.640]  最後就說
[00:12:27.640 --> 00:12:29.640]  我現在開始明白他
[00:12:29.640 --> 00:12:31.000]  開始明白他
[00:12:31.000 --> 00:12:33.400]  其實你有什麼資格說自己
[00:12:33.400 --> 00:12:35.040]  我什麼都明白他
[00:12:35.040 --> 00:12:37.280]  一切明白都是由誤會開始的
[00:12:37.280 --> 00:12:39.600]  是由不明白開始的
[00:12:39.600 --> 00:12:41.640]  如果你做過父母就知道了
[00:12:41.640 --> 00:12:45.200]  你的子女經常到現在都說你不明白他
[00:12:45.200 --> 00:12:47.200]  一切都是不明白開始的
[00:12:47.200 --> 00:12:48.800]  我們有什麼資格說自己
[00:12:48.800 --> 00:12:50.360]  我什麼都明白他
[00:12:50.360 --> 00:12:51.640]  沒有可能的
[00:12:51.640 --> 00:12:52.960]  但是這樣
[00:12:52.960 --> 00:12:54.400]  豐富了這個生命
[00:12:54.400 --> 00:12:55.600]  有悲
[00:12:55.600 --> 00:12:57.000]  有笑
[00:12:57.000 --> 00:13:01.480]  你會變成一個更可愛的人
[00:13:01.480 --> 00:13:02.440]  為什麼呢
[00:13:02.440 --> 00:13:03.880]  你更可愛
[00:13:03.880 --> 00:13:05.960]  就是他在你面前
[00:13:05.960 --> 00:13:08.640]  連訴苦
[00:13:08.640 --> 00:13:11.600]  全世界人都不喜歡聽的事情
[00:13:11.600 --> 00:13:12.720]  他都會光顧你
[00:13:12.720 --> 00:13:14.040]  跟你談
[00:13:14.040 --> 00:13:15.880]  你才覺得自己可愛
[00:13:15.880 --> 00:13:16.480]  是不是
[00:13:16.480 --> 00:13:17.680]  很可愛
[00:13:17.680 --> 00:13:19.240]  你想想你回家
[00:13:19.240 --> 00:13:22.120]  你老婆就問你
[00:13:22.120 --> 00:13:24.080]  你有沒有時間聽我說
[00:13:24.080 --> 00:13:26.080]  你媽媽氣死我
[00:13:26.080 --> 00:13:27.080]  有有有
[00:13:27.080 --> 00:13:28.600]  就投訴吧
[00:13:28.600 --> 00:13:29.600]  然後呢
[00:13:29.600 --> 00:13:30.560]  他繼續說下去
[00:13:30.560 --> 00:13:32.600]  我以後再也不見他
[00:13:32.600 --> 00:13:34.080]  哎呀我媽媽討厭
[00:13:34.080 --> 00:13:34.880]  哎呀不好意思
[00:13:34.880 --> 00:13:35.680]  不過糟糕了
[00:13:35.680 --> 00:13:37.440]  我的樣子像我媽媽
[00:13:37.440 --> 00:13:39.680]  你不見她
[00:13:39.680 --> 00:13:40.600]  她見到我
[00:13:40.600 --> 00:13:42.000]  你都會想起她
[00:13:42.000 --> 00:13:43.600]  這就是
[00:13:43.600 --> 00:13:44.840]  但是接著他說
[00:13:44.840 --> 00:13:45.920]  算了算了
[00:13:45.920 --> 00:13:48.040]  你很多事情都不像你媽媽
[00:13:48.040 --> 00:13:50.040]  談著談著
[00:13:50.040 --> 00:13:51.160]  突然間
[00:13:51.160 --> 00:13:51.920]  他告訴你
[00:13:51.920 --> 00:13:53.400]  老公啊
[00:13:53.400 --> 00:13:56.400]  我覺得你很可愛
[00:13:56.400 --> 00:13:59.400]  你為什麼不罵我剛才
[00:13:59.400 --> 00:14:01.720]  你應該很生氣
[00:14:01.720 --> 00:14:03.320]  我生氣你媽媽
[00:14:03.320 --> 00:14:04.840]  為什麼你不生氣
[00:14:04.840 --> 00:14:05.440]  你還說
[00:14:05.440 --> 00:14:08.120]  慢慢慢慢說
[00:14:08.120 --> 00:14:08.920]  突然間說
[00:14:08.920 --> 00:14:10.080]  老公我覺得你很可愛
[00:14:10.080 --> 00:14:12.080]  因為我見不到外面的人
[00:14:12.080 --> 00:14:15.000]  當說他和他身邊的人的時候
[00:14:15.000 --> 00:14:16.720]  他開始不生氣
[00:14:16.720 --> 00:14:18.320]  他說你很可愛
[00:14:18.320 --> 00:14:21.120]  這就是在婚姻裡面
[00:14:21.120 --> 00:14:23.360]  很厲害的
[00:14:23.360 --> 00:14:25.360]  那個交流
[00:14:25.360 --> 00:14:26.760]  所以你看到
[00:14:26.760 --> 00:14:28.880]  那些老夫老妻
[00:14:28.880 --> 00:14:29.680]  他們說
[00:14:29.680 --> 00:14:32.000]  我們什麼話題都沒有吵架
[00:14:32.000 --> 00:14:33.920]  全部都吵過了
[00:14:33.920 --> 00:14:34.640]  對我來說
[00:14:34.640 --> 00:14:37.240]  每個題目都答過了
[00:14:37.240 --> 00:14:38.880]  但是到今天
[00:14:38.880 --> 00:14:40.800]  我越來越喜歡他
[00:14:40.800 --> 00:14:43.000]  因為他是唯一
[00:14:43.000 --> 00:14:45.440]  可以聽我說話的人
[00:14:45.440 --> 00:14:48.000]  我也是唯一最相信
[00:14:48.000 --> 00:14:49.560]  跟他說是沒事的
[00:14:49.560 --> 00:14:52.480]  外面被人打到頭都腫了
[00:14:52.480 --> 00:14:54.440]  家裡是沒事的
[00:14:54.440 --> 00:14:55.520]  那些夫妻
[00:14:55.520 --> 00:14:56.160]  真的很好
[00:14:56.160 --> 00:14:58.160]  真的很難得
[00:14:58.160 --> 00:15:02.120]  所以結論是什麼呢
[00:15:02.120 --> 00:15:04.880]  《針研第五章》
[00:15:04.880 --> 00:15:06.680]  五章十五節
[00:15:06.680 --> 00:15:08.120]  你要看你的配偶
[00:15:08.120 --> 00:15:08.960]  是自己
[00:15:08.960 --> 00:15:10.600]  池中的水
[00:15:10.600 --> 00:15:12.960]  井的活水
[00:15:12.960 --> 00:15:14.960]  當他是水
[00:15:14.960 --> 00:15:17.960]  香港人沒意思
[00:15:17.960 --> 00:15:18.960]  水費很便宜
[00:15:18.960 --> 00:15:20.960]  但不是
[00:15:20.960 --> 00:15:22.960]  據說在中東
[00:15:22.960 --> 00:15:24.960]  在中東
[00:15:24.960 --> 00:15:26.960]  水是最貴的資產
[00:15:26.960 --> 00:15:28.960]  因為是沙漠
[00:15:28.960 --> 00:15:31.960]  你要當他是最貴的資產
[00:15:31.960 --> 00:15:33.960]  所以現在開始
[00:15:33.960 --> 00:15:35.960]  你跟老婆說
[00:15:35.960 --> 00:15:37.960]  你跟老公說
[00:15:37.960 --> 00:15:38.960]  我沒理由
[00:15:38.960 --> 00:15:39.960]  我渴死了
[00:15:39.960 --> 00:15:41.960]  那你就正了
[00:15:41.960 --> 00:15:43.960]  你就明白他很重要
[00:15:43.960 --> 00:15:47.960]  所以如果你想記住老婆
[00:15:47.960 --> 00:15:49.960]  你早上第一次
[00:15:49.960 --> 00:15:50.960]  蒸漏水
[00:15:50.960 --> 00:15:52.960]  但沒有水在裡面
[00:15:52.960 --> 00:15:53.960]  空的
[00:15:53.960 --> 00:15:54.960]  拿著走
[00:15:54.960 --> 00:15:56.960]  你就會想起老婆
[00:15:56.960 --> 00:15:58.960]  她是我的水
[00:15:58.960 --> 00:16:00.960]  所以你是什麼水
[00:16:00.960 --> 00:16:02.960]  雖然說笑
[00:16:02.960 --> 00:16:04.960]  但真的
[00:16:04.960 --> 00:16:06.960]  是自己池中的水
[00:16:06.960 --> 00:16:08.960]  井的活水
[00:16:08.960 --> 00:16:10.960]  這個就是所羅門的看法
[00:16:10.960 --> 00:16:12.960]  這個看法
[00:16:12.960 --> 00:16:14.960]  你記住
[00:16:14.960 --> 00:16:16.960]  情趣是什麼呢
[00:16:16.960 --> 00:16:18.960]  情趣就是撿到寶
[00:16:18.960 --> 00:16:20.960]  撿到生命裡面最重要的東西
[00:16:20.960 --> 00:16:22.960]  沒有了它
[00:16:22.960 --> 00:16:24.960]  我渴死了
[00:16:24.960 --> 00:16:26.960]  這個就是第一個情趣
