
[00:00:00.000 --> 00:00:04.340]  今天讀的經文 剛才主席已經讀了
[00:02:48.240 --> 00:02:50.560]  如果你行善 你做得好
[00:02:50.560 --> 00:02:54.600]  善 雖然它在這裡沒有定義
[00:02:54.600 --> 00:02:57.840]  但是大家都用一個約定俗成對善的想法
[00:02:57.840 --> 00:02:59.880]  就是做好事 做善事
[00:02:59.880 --> 00:03:01.160]  或者是於人有益的事
[00:03:01.160 --> 00:03:03.760]  起碼對得起自己良心的事 是不是
[00:03:03.760 --> 00:03:06.680]  善 不單是自己對得起良心
[00:03:06.680 --> 00:03:09.240]  其實善往往是對外的
[00:03:09.240 --> 00:03:12.960]  善一定有兩個人才可以你做一件善事
[00:03:12.960 --> 00:03:15.120]  因為善是行在人身上的
[00:03:15.120 --> 00:03:16.760]  做在自己身上的事不叫善事
[00:03:16.760 --> 00:03:18.680]  從來都不叫善事的 其實是
[00:03:18.680 --> 00:03:21.080]  在別人身上才叫善事的
[00:03:21.080 --> 00:03:25.120]  所以無論你怎麼理解善
[00:03:25.120 --> 00:03:27.920]  給得起這個假設
[00:03:27.920 --> 00:03:29.880]  就是說如果你熱心行善
[00:03:29.880 --> 00:03:32.240]  大家都知道你行善
[00:03:32.240 --> 00:03:34.600]  是會這樣做的一個習慣
[00:03:34.600 --> 00:03:37.160]  你有這樣的明星 誰會害你呢
[00:03:37.160 --> 00:03:38.560]  第14節它又推翻了
[00:03:38.560 --> 00:03:41.240]  它已經推翻了這個假設
[00:03:41.240 --> 00:03:43.520]  第13節說有誰會害你呢
[00:03:43.520 --> 00:03:45.120]  就是假設沒有
[00:03:45.120 --> 00:03:48.720]  但是第14節你們就是為二受苦都是有福的
[00:03:48.720 --> 00:03:51.720]  第14節就馬上推翻了
[00:03:51.720 --> 00:03:54.720]  它前面第13節的說法
[00:03:54.720 --> 00:03:56.960]  所以我覺得給得起自己
[00:03:56.960 --> 00:04:00.080]  其實不太相信嚴格的善惡
[00:04:00.080 --> 00:04:02.600]  是因果報應之說的
[00:04:02.600 --> 00:04:05.000]  起碼善惡的報應
[00:04:05.000 --> 00:04:07.560]  起碼在今世就應該不是太明顯的
[00:04:07.560 --> 00:04:12.640]  尤其是在短期之內根本就不可靠的
[00:04:12.640 --> 00:04:20.720]  在質上根本就沒有那個質量
[00:04:20.720 --> 00:04:23.040]  即使有報也好
[00:04:23.040 --> 00:04:28.040]  往往也都和所行的善惡的份量不相稱
[00:04:28.040 --> 00:04:32.480]  就是說善惡即使有因果報應
[00:04:32.480 --> 00:04:34.960]  實質上報應 看到它報應
[00:04:34.960 --> 00:04:37.760]  但是都沒有半斤八兩這樣的事情
[00:04:37.760 --> 00:04:41.520]  在量上面 不單是質上會不會報
[00:04:41.520 --> 00:04:45.120]  在量上面往往是不對稱的
[00:04:45.120 --> 00:04:49.840]  我在美國在幕會的時候
[00:04:49.840 --> 00:04:57.400]  有一次我們創會的老牧師病重
[00:04:57.400 --> 00:05:00.400]  去醫院 我去探望他
[00:05:00.400 --> 00:05:04.400]  第一次探望他 他已經昏迷了
[00:05:04.400 --> 00:05:07.880]  我去探望他其實就是坐在他床的旁邊
[00:05:07.880 --> 00:05:10.720]  為他祈禱 等一會就走了
[00:05:10.720 --> 00:05:12.480]  沒有其他人在那裡
[00:05:12.480 --> 00:05:14.440]  第二次去 有其他人在那裡
[00:05:14.440 --> 00:05:18.560]  有一位老人家 全身是素色的
[00:05:18.560 --> 00:05:22.800]  是一位姐妹來的 坐在床的另一邊
[00:05:22.800 --> 00:05:24.280]  去到我和他打招呼
[00:05:24.280 --> 00:05:27.320]  請問你是牧師的哪一位
[00:05:27.320 --> 00:05:30.560]  是不是教會以前的弟兄姐妹
[00:05:30.560 --> 00:05:32.320]  因為我沒見過他
[00:05:32.320 --> 00:05:34.960]  他就說 我是牧師的姐姐來的
[00:05:34.960 --> 00:05:38.160]  原來老人家原來是牧師的姐姐來的
[00:05:38.160 --> 00:05:40.720]  牧師仍然昏迷
[00:05:40.720 --> 00:05:43.400]  所以我就和老人家聊天起來
[00:05:43.400 --> 00:05:47.000]  他原來剛去到美國是沒幾年
[00:05:47.000 --> 00:05:49.280]  他之前一直都在中國
[00:05:49.280 --> 00:05:54.560]  但是牧師就一早就已經離開中國去香港
[00:05:54.560 --> 00:05:58.120]  接著就台灣一直都是在幕會建立教會
[00:05:58.120 --> 00:06:01.440]  然後再去美國 美國都幾十年了
[00:06:02.360 --> 00:06:07.760]  牧師的姐姐就和我說開了
[00:06:07.760 --> 00:06:09.080]  聊開她的故事
[00:06:09.080 --> 00:06:12.760]  這位老人家最喜歡說她過去的故事
[00:06:12.760 --> 00:06:15.600]  說著說著就說到他們的家裡
[00:06:15.600 --> 00:06:17.440]  因為全家都是信徒來的
[00:06:17.440 --> 00:06:20.880]  在文革時期的一些經歷被迫害
[00:06:20.880 --> 00:06:25.000]  她就沒有說仔細是怎麼樣她被迫迫
[00:06:25.000 --> 00:06:27.840]  但是她的故事說著說著
[00:06:27.840 --> 00:06:30.000]  說到改革開放之後
[00:06:30.000 --> 00:06:33.840]  就是文革對信徒的迫害
[00:06:33.840 --> 00:06:36.360]  完了之後改革開放了
[00:06:36.360 --> 00:06:39.120]  她沒有死
[00:06:39.120 --> 00:06:41.760]  我在美國讀書的時候
[00:06:41.760 --> 00:06:46.200]  認識一位在內地剛改革開放之後出去的同學
[00:06:46.200 --> 00:06:48.880]  他家裡爸爸媽媽都是信徒來的
[00:06:48.880 --> 00:06:51.080]  都是因為信仰的緣故被迫害
[00:06:51.080 --> 00:06:53.880]  一個被迫害一個自殺死的
[00:06:53.880 --> 00:06:55.560]  所以他看到我們
[00:06:55.560 --> 00:06:58.200]  喜歡和我們在一起
[00:06:58.200 --> 00:07:01.120]  但是他就和我們說你不要和我傳福音
[00:07:01.120 --> 00:07:02.240]  我是不會信的
[00:07:02.240 --> 00:07:04.160]  為什麼不會信呢
[00:07:04.160 --> 00:07:06.400]  就是共產主義分逃
[00:07:06.400 --> 00:07:07.920]  無神主義分逃是嗎不是
[00:07:07.920 --> 00:07:08.880]  他就說他的故事
[00:07:08.880 --> 00:07:10.920]  原來爸爸媽媽都是這樣死的
[00:07:10.920 --> 00:07:12.680]  所以信耶穌沒有好結果的
[00:07:12.680 --> 00:07:15.400]  我不會信的你不用和我說
[00:07:15.400 --> 00:07:20.120]  我還沒信錯都是禁忍
[00:07:20.120 --> 00:07:23.480]  他牧師姐姐就沒有
[00:07:23.480 --> 00:07:26.960]  家裡就沒有人是這樣的情況
[00:07:26.960 --> 00:07:28.600]  但是都是很慘很慘
[00:07:28.600 --> 00:07:30.920]  他在開放之後有一天他在家裡工作
[00:07:30.920 --> 00:07:34.680]  外面就很亂很多人聲啊
[00:07:34.680 --> 00:07:37.520]  頂沸啊 叮叮噹噹的
[00:07:37.520 --> 00:07:39.240]  他就出去看一下
[00:07:39.240 --> 00:07:42.920]  他認識的人原來是他之前的鄰居
[00:07:42.920 --> 00:07:44.360]  鄰居做什麼呢
[00:07:44.360 --> 00:07:49.160]  就抬著一塊牌匾走來他家裡
[00:07:49.160 --> 00:07:51.200]  原來是向他認錯的
[00:07:51.200 --> 00:07:53.480]  不是政府替他平反
[00:07:53.480 --> 00:07:54.760]  而是他的鄰居
[00:07:54.760 --> 00:07:57.520]  大家都明白我在說什麼
[00:07:57.520 --> 00:08:01.880]  往往在這些人識人的年代
[00:08:01.880 --> 00:08:06.600]  欺負你最慘的不是你三不識七那個
[00:08:06.600 --> 00:08:07.880]  可能是的
[00:08:07.880 --> 00:08:11.560]  一般跟你三不識七就說不到你的罪狀
[00:08:11.560 --> 00:08:13.120]  就是捏造不到你的罪狀
[00:08:13.120 --> 00:08:14.640]  沒有那麼真實
[00:08:14.640 --> 00:08:17.800]  往往害得你最慘的就是認識你的人
[00:08:17.800 --> 00:08:21.080]  你的鄰居甚至你家裡的人
[00:08:21.080 --> 00:08:22.640]  就是太認識你了
[00:08:22.640 --> 00:08:24.920]  隨便說都可以說的事情
[00:08:24.920 --> 00:08:26.640]  是令你遭受批鬥的
[00:08:26.640 --> 00:08:28.320]  所以他的鄰居在那個時候
[00:08:28.320 --> 00:08:30.240]  是令到他們一家人都很慘的
[00:08:30.240 --> 00:08:31.600]  過了海防之後
[00:08:31.600 --> 00:08:35.680]  那一天他的前鄰居居然是抬著牌匾
[00:08:35.680 --> 00:08:38.280]  來跟他認錯
[00:08:38.280 --> 00:08:40.640]  老人家 大家想像一下那個情景
[00:08:40.640 --> 00:08:42.400]  是很奇怪的一個場景
[00:08:42.400 --> 00:08:44.280]  老牧師就睡在床上
[00:08:44.280 --> 00:08:47.000]  老牧師很健碩的 很大隻的 昏迷
[00:08:47.000 --> 00:08:50.360]  我隔著老牧師對著一個坐在那裡
[00:08:50.360 --> 00:08:54.200]  老人家的姐姐就很瘦的
[00:08:54.200 --> 00:08:56.360]  很乾乾的 瘦瘦的
[00:08:56.360 --> 00:08:59.520]  坐在那裡 越說越興奮
[00:08:59.520 --> 00:09:03.880]  她說 那天上帝為我伸冤
[00:09:03.880 --> 00:09:05.840]  我一邊聽的時候
[00:09:05.840 --> 00:09:09.880]  我差點還沒感動到哭出來
[00:09:09.880 --> 00:09:12.440]  那天上帝為我伸冤
[00:09:12.440 --> 00:09:15.400]  不過我回去想一下
[00:09:15.400 --> 00:09:17.480]  上帝就算那天就是那個
[00:09:17.480 --> 00:09:18.960]  我希望不是的
[00:09:18.960 --> 00:09:21.320]  如果伸冤就這樣就算伸了
[00:09:21.320 --> 00:09:24.400]  都太過輕了 是不是
[00:09:24.400 --> 00:09:25.520]  我希望不是
[00:09:25.520 --> 00:09:28.000]  但是就算是了
[00:09:28.000 --> 00:09:30.280]  那天 我希望不是的意思
[00:09:30.280 --> 00:09:32.520]  不是就這樣就算的意思
[00:09:32.520 --> 00:09:34.120]  就算是了 就這樣就算了
[00:09:34.120 --> 00:09:36.320]  但是如果是就這樣就算的話
[00:09:36.320 --> 00:09:38.240]  很不對稱的 大哥
[00:09:38.240 --> 00:09:40.040]  你受苦受多少年
[00:09:40.040 --> 00:09:41.040]  接著一個是牌匾
[00:09:41.040 --> 00:09:42.000]  一個是叮叮叉叉
[00:09:42.000 --> 00:09:42.840]  一個是大龍鳳
[00:09:42.840 --> 00:09:44.160]  這樣就搞定了
[00:09:44.160 --> 00:09:48.280]  對方又還我一個清白
[00:09:48.280 --> 00:09:49.680]  真是心裡很僵硬
[00:09:49.680 --> 00:09:51.080]  前面那些東西
[00:09:51.080 --> 00:09:52.400]  這麼多年的苦處
[00:09:52.400 --> 00:09:53.440]  就可以一筆勾銷
[00:09:53.440 --> 00:09:54.520]  很不對稱
[00:09:54.520 --> 00:09:55.560]  沒有半斤八兩
[00:09:55.560 --> 00:09:56.280]  你會發覺
[00:09:56.280 --> 00:09:58.320]  就算是善惡的東西
[00:09:58.320 --> 00:09:59.520]  報應
[00:09:59.520 --> 00:10:02.160]  所以我們看這段經文的時候
[00:10:02.160 --> 00:10:04.400]  一定要想清楚
[00:10:04.400 --> 00:10:05.440]  看清楚
[00:10:05.440 --> 00:10:06.480]  小心一點
[00:10:06.480 --> 00:10:08.680]  這樣看
[00:10:08.680 --> 00:10:09.560]  第一件事
[00:10:09.560 --> 00:10:11.680]  我是用幾個命題
[00:10:11.680 --> 00:10:14.600]  那個PowerPoint頂的那個
[00:10:14.600 --> 00:10:15.720]  就是命題
[00:10:15.720 --> 00:10:18.680]  是彼得自己彼得前書要講的
[00:10:18.680 --> 00:10:19.880]  第一件事就是
[00:10:19.880 --> 00:10:22.840]  即使彼得不是太接受
[00:10:22.840 --> 00:10:25.800]  行善行惡的因果報應也好
[00:10:25.800 --> 00:10:27.200]  總是有例外
[00:10:27.200 --> 00:10:28.480]  而彼得不會說
[00:10:28.480 --> 00:10:30.840]  一定會是這樣的
[00:10:30.840 --> 00:10:32.000]  未必的
[00:10:32.000 --> 00:10:35.200]  你行義都會受罪的
[00:10:35.200 --> 00:10:36.400]  但是彼得說
[00:10:36.400 --> 00:10:38.680]  信徒都是沒有選擇的
[00:10:38.680 --> 00:10:42.040]  就算你是行義受苦
[00:10:42.040 --> 00:10:43.280]  你都是要為義的
[00:10:43.280 --> 00:10:44.760]  你都是要行義的
[00:10:44.760 --> 00:10:46.560]  對信徒來說
[00:10:46.560 --> 00:10:47.760]  我們不是
[00:10:47.760 --> 00:10:50.720]  我們在道德倫理哲學上面
[00:10:50.720 --> 00:10:53.880]  就不是看那個後果論的
[00:10:53.880 --> 00:10:54.360]  就是說
[00:10:54.360 --> 00:10:55.400]  看那個後果怎樣
[00:10:55.400 --> 00:10:57.320]  如果結果是好的我就做
[00:10:57.320 --> 00:10:59.320]  結果不好的我就不做
[00:10:59.320 --> 00:11:03.400]  我們是不聽這支笛的
[00:11:03.400 --> 00:11:05.600]  是不能這樣來想
[00:11:05.600 --> 00:11:09.640]  我們到底決定我們的行為的取向的
[00:11:09.640 --> 00:11:10.720]  就不是因為
[00:11:10.720 --> 00:11:12.480]  如果這樣做就有Jet到
[00:11:12.480 --> 00:11:15.560]  如果這樣做就會得到好處
[00:11:15.560 --> 00:11:16.480]  就去做
[00:11:16.480 --> 00:11:18.840]  如果我們是得不到好處
[00:11:18.840 --> 00:11:19.640]  沒有Jet數
[00:11:19.640 --> 00:11:20.720]  或者甚至會
[00:11:20.720 --> 00:11:21.640]  不要說得不到好處
[00:11:21.640 --> 00:11:23.440]  甚至有壞處來的
[00:11:23.440 --> 00:11:25.080]  那就不要做了
[00:11:25.080 --> 00:11:27.880]  不能夠這樣想的
[00:11:27.880 --> 00:11:29.120]  無論如何
[00:11:29.120 --> 00:11:31.760]  信徒都要堅持行善
[00:11:31.760 --> 00:11:35.360]  行義和行善
[00:11:35.360 --> 00:11:36.800]  是與否
[00:11:36.800 --> 00:11:41.120]  是和上帝自己的本性有關的
[00:11:41.120 --> 00:11:43.640]  這是第一章彼得已經說過
[00:11:43.640 --> 00:11:45.080]  引用利未記
[00:11:45.080 --> 00:11:46.480]  上帝是聖傑的
[00:11:46.480 --> 00:11:48.160]  所以你們都要聖傑
[00:11:48.160 --> 00:11:49.920]  就是說分別出來
[00:11:49.920 --> 00:11:51.680]  我們不同世上的人
[00:11:51.680 --> 00:11:53.520]  彼得前書很講究這件事
[00:11:53.520 --> 00:11:54.200]  我們是寄居
[00:11:54.200 --> 00:11:56.040]  信徒是寄居客裡
[00:11:56.040 --> 00:11:58.560]  是和世界上的人分出來的
[00:11:58.560 --> 00:12:00.280]  如果他們覺得這個就是他們的世界
[00:12:00.280 --> 00:12:01.800]  這個就是有今生沒來世
[00:12:01.800 --> 00:12:02.600]  活在當下
[00:12:02.600 --> 00:12:03.920]  這個就是他們的全部
[00:12:03.920 --> 00:12:05.920]  我們偏偏就不是這樣想的
[00:12:05.920 --> 00:12:08.320]  我們是寄居客裡
[00:12:08.320 --> 00:12:10.160]  現在眼前見到的
[00:12:10.160 --> 00:12:11.800]  擁有的怎樣都好
[00:12:11.800 --> 00:12:13.960]  都是會過去的
[00:12:13.960 --> 00:12:15.640]  都不是永恆的
[00:12:15.640 --> 00:12:16.280]  分出去
[00:12:16.280 --> 00:12:17.320]  如果有這樣的心態
[00:12:17.320 --> 00:12:20.280]  那你就要過一種這樣的心態
[00:12:20.280 --> 00:12:21.200]  這種心態
[00:12:21.200 --> 00:12:24.280]  一致的生活
[00:12:24.280 --> 00:12:25.880]  那種的生活
[00:12:25.880 --> 00:12:27.480]  彼得前書裡面講
[00:12:27.480 --> 00:12:29.240]  被稱之為
[00:12:29.240 --> 00:12:30.160]  好像上帝一樣
[00:12:30.160 --> 00:12:32.320]  分別為聖
[00:12:32.320 --> 00:12:34.280]  如果上帝是聖傑的話
[00:12:34.280 --> 00:12:35.880]  我們都要過一個聖傑的生活
[00:12:35.880 --> 00:12:38.840]  所以行善行惡與否
[00:12:38.840 --> 00:12:39.840]  是和上帝有關的
[00:12:39.840 --> 00:12:40.840]  還有宣揚上帝
[00:12:40.840 --> 00:12:42.240]  這個《列章》第九節
[00:12:42.240 --> 00:12:43.600]  我們都很出名的
[00:12:43.600 --> 00:12:47.480]  我們是被揀選的族類
[00:12:47.480 --> 00:12:48.360]  有君尊的祭司
[00:12:48.360 --> 00:12:49.520]  聖結國道
[00:12:49.520 --> 00:12:51.520]  是蒙愛的上帝的子民
[00:12:51.520 --> 00:12:55.240]  要為我們有這麼多重的身份
[00:12:55.240 --> 00:12:56.080]  為的是什麼
[00:12:56.080 --> 00:12:58.800]  就是要我們宣揚
[00:12:58.800 --> 00:13:00.720]  各位召我們出黑暗
[00:13:00.720 --> 00:13:02.400]  入奇妙光明者
[00:13:02.400 --> 00:13:03.840]  上帝的美德
[00:13:03.840 --> 00:13:05.080]  是要宣揚他的美德
[00:13:05.080 --> 00:13:06.240]  那要宣揚他的美德
[00:13:06.240 --> 00:13:07.240]  其實什麼叫宣揚呢
[00:13:07.240 --> 00:13:08.040]  用嘴巴宣揚
[00:13:08.040 --> 00:13:08.600]  不是可以
[00:13:08.600 --> 00:13:09.360]  不是不可以
[00:13:09.360 --> 00:13:11.680]  主要都是用行為來宣揚你恥
[00:13:11.680 --> 00:13:13.920]  那就是了
[00:13:13.920 --> 00:13:19.000]  所以我們也是一種專注為性的表現
[00:13:19.000 --> 00:13:21.120]  以致我們被質問的時候
[00:13:21.120 --> 00:13:24.040]  我們可以對任何人
[00:13:24.040 --> 00:13:25.600]  就算是官也好
[00:13:25.600 --> 00:13:27.400]  是可以有話可答
[00:13:27.400 --> 00:13:28.360]  重要的是
[00:13:28.360 --> 00:13:30.320]  這三章十六節是說
[00:13:30.320 --> 00:13:32.600]  給的是我們在上帝面前
[00:13:32.600 --> 00:13:34.280]  在人面前三章十六節
[00:13:34.280 --> 00:13:36.160]  三章有一節在上帝面前
[00:13:36.160 --> 00:13:38.400]  都有一個清潔的良心
[00:13:38.400 --> 00:13:39.560]  清潔良心
[00:13:39.560 --> 00:13:41.960]  另外一個讀法就是一個
[00:13:41.960 --> 00:13:43.400]  英文的講法
[00:13:43.400 --> 00:13:45.840]  good conscience
[00:13:45.840 --> 00:13:48.080]  一個美善的
[00:13:48.080 --> 00:13:49.800]  一個善的良心
[00:13:49.800 --> 00:13:51.840]  就是你的良心不會責備你
[00:13:51.840 --> 00:13:54.240]  是乾淨的
[00:13:54.240 --> 00:13:56.000]  所以第一樣東西要知道
[00:13:56.000 --> 00:13:57.520]  似乎行善
[00:13:57.520 --> 00:13:58.840]  基督徒是沒有什麼選擇的
[00:13:58.840 --> 00:13:59.440]  你
[00:13:59.440 --> 00:14:00.960]  你聲稱你是上帝的子民
[00:14:00.960 --> 00:14:02.240]  你就要恥上帝
[00:14:02.240 --> 00:14:05.440]  在那個位置就沒有什麼太多的選擇
[00:14:05.440 --> 00:14:06.120]  第二
[00:14:06.120 --> 00:14:08.840]  行善與否不能夠取決於
[00:14:08.840 --> 00:14:10.280]  行善與否的後果
[00:14:10.280 --> 00:14:12.000]  這個剛才已經說過
[00:14:12.000 --> 00:14:15.400]  彼得自己已經在第十三第十四節
[00:14:15.400 --> 00:14:17.480]  說了之後已經否定了
[00:14:17.480 --> 00:14:19.440]  就是說彼得接受
[00:14:19.440 --> 00:14:21.360]  如果唯二可能會受苦
[00:14:21.360 --> 00:14:22.640]  就不需要唯二了
[00:14:22.640 --> 00:14:23.960]  這種說法
[00:14:23.960 --> 00:14:25.520]  最起碼我們可以說
[00:14:25.520 --> 00:14:29.200]  彼得是拒絕短線的功利主義
[00:14:29.200 --> 00:14:30.400]  長線
[00:14:30.400 --> 00:14:32.600]  彼得可能是新約族的
[00:14:32.600 --> 00:14:33.920]  甚至保羅都會是
[00:14:33.920 --> 00:14:37.480]  長線可能他仍然維持著一種的功利主義
[00:14:37.480 --> 00:14:39.760]  就是得到上帝的賞賜
[00:14:39.760 --> 00:14:41.200]  積財寶在天
[00:14:41.200 --> 00:14:44.560]  所以長線可能仍然維持著一種的功利主義
[00:14:44.560 --> 00:14:45.240]  就是說
[00:14:45.240 --> 00:14:46.760]  如果我做什麼
[00:14:46.760 --> 00:14:48.400]  上帝都不會理我的
[00:14:48.400 --> 00:14:49.160]  現在不會理
[00:14:49.160 --> 00:14:50.480]  將來都不會理
[00:14:50.480 --> 00:14:51.600]  那我做什麼
[00:14:51.600 --> 00:14:53.800]  做這些事情來做什麼
[00:14:53.800 --> 00:14:55.040]  所以長線
[00:14:55.040 --> 00:14:57.680]  似乎都會有一種的功利主義
[00:14:57.680 --> 00:14:59.480]  就是有個好處在這裡
[00:14:59.480 --> 00:15:01.480]  但是這個好處是基於我們
[00:15:01.480 --> 00:15:02.880]  是上帝的人
[00:15:02.880 --> 00:15:04.200]  我們是被造
[00:15:04.200 --> 00:15:05.040]  受造之物
[00:15:05.040 --> 00:15:06.080]  上帝是我們的上帝
[00:15:06.080 --> 00:15:06.880]  彼得說
[00:15:06.880 --> 00:15:09.040]  唯二即使受苦
[00:15:09.040 --> 00:15:10.360]  都仍然是有福的
[00:15:10.360 --> 00:15:11.840]  受苦就不是福氣
[00:15:11.840 --> 00:15:13.360]  沒有人會說受苦是福氣
[00:15:13.360 --> 00:15:14.720]  但是彼得偏偏就說
[00:15:14.720 --> 00:15:17.440]  你第二章十四節已經說了
[00:15:17.440 --> 00:15:19.440]  唯二都仍然是有福的
[00:15:19.440 --> 00:15:21.240]  三章十四節
[00:15:21.240 --> 00:15:23.000]  但是他沒有指明
[00:15:23.000 --> 00:15:24.240]  那個福從哪裡來
[00:15:24.240 --> 00:15:25.640]  起碼三章十四節
[00:15:25.640 --> 00:15:27.000]  還沒有指明
[00:15:27.000 --> 00:15:28.440]  那個福從哪裡來
[00:15:28.440 --> 00:15:30.160]  這個是要去到
[00:15:30.160 --> 00:15:32.520]  後面第四章 第五章 第十節
[00:15:32.520 --> 00:15:35.000]  才會有交代
[00:15:35.000 --> 00:15:38.000]  所以行義與否就不能取決於
[00:15:38.000 --> 00:15:41.040]  行善與否不能取決於行善的後果
[00:15:41.040 --> 00:15:43.800]  這句話可圈可點的
[00:15:43.800 --> 00:15:46.000]  如果是這樣說的時候
[00:15:46.000 --> 00:15:47.080]  就有可能
[00:15:47.080 --> 00:15:49.840]  你行義受苦
[00:15:49.840 --> 00:15:52.800]  第十四節說你就是為了行為而受苦
[00:15:52.800 --> 00:15:53.720]  都是有福的
[00:15:53.720 --> 00:15:54.600]  但問題就是
[00:15:54.600 --> 00:15:55.440]  為義
[00:15:55.440 --> 00:15:57.040]  為什麼會受苦呢
[00:15:57.040 --> 00:15:58.080]  苦從哪裡來呢
[00:15:58.080 --> 00:16:00.320]  如果你行義做好事的話
[00:16:00.320 --> 00:16:01.520]  你行義做駕輛
[00:16:01.520 --> 00:16:02.520]  然後被人打
[00:16:02.520 --> 00:16:05.480]  這樣是為義受苦嗎
[00:16:05.480 --> 00:16:06.480]  還是怎麼樣呢
[00:16:06.480 --> 00:16:07.400]  這裡沒有說明
[00:16:07.400 --> 00:16:09.920]  這是一個很闊的一句話
[00:16:09.920 --> 00:16:12.520]  其實有很多可能性的
[00:16:12.520 --> 00:16:14.120]  其中一個可能性
[00:16:14.120 --> 00:16:16.120]  尤其是在彼得的時代
[00:16:16.120 --> 00:16:20.120]  在猶太人自己的歷史的意識
[00:16:20.120 --> 00:16:22.920]  歷史的基因裡面
[00:16:22.920 --> 00:16:24.240]  他們很明白一件事
[00:16:24.240 --> 00:16:25.640]  很多時候
[00:16:25.640 --> 00:16:27.840]  所謂行善為義會受苦
[00:16:27.840 --> 00:16:29.040]  就是因為你犯法
[00:16:29.040 --> 00:16:30.160]  行善犯法
[00:16:30.160 --> 00:16:31.840]  為義犯法
[00:16:31.840 --> 00:16:32.600]  犯什麼法
[00:16:32.600 --> 00:16:34.560]  犯當時政府的法
[00:16:34.560 --> 00:16:37.240]  不是犯猶太人上帝的律法
[00:16:37.240 --> 00:16:39.440]  而是犯政府的法
[00:16:39.440 --> 00:16:40.920]  有這樣的可能性
[00:16:40.920 --> 00:16:42.920]  在猶太人的故事裡面
[00:16:42.920 --> 00:16:45.560]  有一個很出名的故事
[00:16:45.560 --> 00:16:46.520]  叫做多比
[00:16:46.520 --> 00:16:47.480]  多比傳
[00:16:47.480 --> 00:16:49.800]  說多比和他的兒子的故事
[00:16:49.800 --> 00:16:52.120]  其實是說多比自己的
[00:16:52.120 --> 00:16:53.800]  這是一個虛構故事
[00:16:53.800 --> 00:16:55.760]  這個故事記載起
