
[00:00:00.000 --> 00:00:08.000]  阿摩斯書是十二仙之書的第三本
[00:02:59.000 --> 00:03:03.000]  說得不好聽的就是他們的擋箭牌
[00:03:03.000 --> 00:03:08.000]  我們說過他們控制了大馬色
[00:03:08.000 --> 00:03:14.000]  所以在亞述國,我們知道北面興起一個非常強大的國家
[00:03:14.000 --> 00:03:16.000]  就是亞述國
[00:03:16.000 --> 00:03:22.000]  在亞述國和以色列的中間,有阿蘭國來做他們的擋箭牌
[00:03:22.000 --> 00:03:27.000]  亞述國要攻打以色列,首先要經過阿蘭國
[00:03:27.000 --> 00:03:36.000]  同樣,猶大國也是埃及和以色列當中的緩衝國或者擋箭牌
[00:03:36.000 --> 00:03:43.000]  在西面他們有地中海,在東面他們有葛蘭尼山脈
[00:03:43.000 --> 00:03:48.000]  非常平定,非常安穩,非常富庶
[00:03:48.000 --> 00:03:53.000]  令我們想起美國
[00:03:53.000 --> 00:03:59.000]  亞摩斯書一章一節告訴我們,亞摩斯是從提哥亞而來
[00:03:59.000 --> 00:04:08.000]  提哥亞是在百里行南面6里,在耶路撒冷的東南大概是12里
[00:04:08.000 --> 00:04:17.000]  在亞摩斯書七章十四節說,不過先知亞瑪謝不抵得
[00:04:17.000 --> 00:04:24.000]  亞摩斯撈過界,走來北國,走來是講神的話語
[00:04:24.000 --> 00:04:29.000]  於是他和耶羅伯安二世說,這個人不懷好意,一定是想來北國
[00:04:29.000 --> 00:04:33.000]  想慫恿人們推翻你的國
[00:04:33.000 --> 00:04:38.000]  所以他叫亞摩斯回去南國去找食
[00:04:38.000 --> 00:04:43.000]  亞摩斯說,你以為我來北國是找食嗎?
[00:04:43.000 --> 00:04:48.000]  好像許冠文唱的那首歌,找兩餐什麼都肯
[00:04:48.000 --> 00:04:56.000]  我不是來北國找食的,我是神猜險呼召我來北國,來講神的話語
[00:04:56.000 --> 00:05:03.000]  我是牧羊人,我自己能夠維持我身體,我還是修理桑樹
[00:05:03.000 --> 00:05:15.000]  我們看到,賀西亞和亞摩斯都是被神呼召去北國悔改
[00:05:15.000 --> 00:05:21.000]  賀西亞是北國人,就非常容易了
[00:05:21.000 --> 00:05:27.000]  大家自己有和北國的人悔改,相信北國的人不會有這麼大的反感
[00:05:27.000 --> 00:05:37.000]  但是亞摩斯就不同了,亞摩斯是南國人,要去北國悔改談何容易
[00:05:37.000 --> 00:05:45.000]  所以我相信亞摩斯的講道是非常有技巧的
[00:05:45.000 --> 00:05:51.000]  亞摩斯書一章和二章,首先是數算以色列敵人的罪
[00:05:51.000 --> 00:05:58.000]  先講他們的敵人,他用了三番四次詞句
[00:05:58.000 --> 00:06:03.000]  三番四次我們中文來講是犯同一個罪
[00:06:03.000 --> 00:06:07.000]  你三番四次得罪我,你可能犯同一個罪
[00:06:07.000 --> 00:06:13.000]  但是希伯來文的三四,這裡不是犯同一個罪
[00:06:13.000 --> 00:06:20.000]  而是你犯罪很多,你很大罪,我隨口說得出三樣甚至四樣罪
[00:06:20.000 --> 00:06:24.000]  這是亞摩斯的口頭禪
[00:06:24.000 --> 00:06:30.000]  他首先數以色列人的鄰居,他們有什麼罪
[00:06:30.000 --> 00:06:35.000]  大馬色就是阿蘭國的,是今天的敘利亞
[00:06:35.000 --> 00:06:44.000]  說他們殘暴,他們打贏了敵人之後,那些敵人傷了,躺臥在戰場上
[00:06:44.000 --> 00:06:50.000]  他們居然用打糧的鐵器去打他們,非常殘忍
[00:06:50.000 --> 00:06:56.000]  阿薩是菲律賓五個城市的其中一個城市
[00:06:56.000 --> 00:07:00.000]  他們也是不義,他們販賣人口
[00:07:00.000 --> 00:07:05.000]  還有就是推羅,推羅是一個古國
[00:07:05.000 --> 00:07:11.000]  在列王記上五章講到推羅和以色列的關係
[00:07:11.000 --> 00:07:16.000]  他們是供給很多木材給所羅門王,用來建聖殿
[00:07:16.000 --> 00:07:19.000]  以色列給他們很多生意
[00:07:19.000 --> 00:07:25.000]  經文說他們不念舊,不念舊日的恩情,以色列時候的恩情
[00:07:25.000 --> 00:07:31.000]  還是販賣人口,這些都是以色列的鄰居
[00:07:31.000 --> 00:07:37.000]  但是除了這些之後,第二組就講到以色列的表親
[00:07:37.000 --> 00:07:42.000]  這一班就和以色列有親戚的關係
[00:07:42.000 --> 00:07:48.000]  好像是以東,我們知道以東是以素的後人
[00:07:48.000 --> 00:07:53.000]  以素和雅各是兄弟,雅各是十二支派之父
[00:07:53.000 --> 00:07:58.000]  所以以東和以色列人有關係
[00:07:58.000 --> 00:08:02.000]  說他們是自相殘殺,不念手足之情
[00:08:02.000 --> 00:08:07.000]  十二仙之書第四部就是俄伐底亞書
[00:08:07.000 --> 00:08:11.000]  俄伐底亞書所要講的就是以東人
[00:08:11.000 --> 00:08:14.000]  這個下次才和大家講
[00:08:14.000 --> 00:08:18.000]  講完以東人,阿摩斯就講阿門人
[00:08:18.000 --> 00:08:24.000]  阿門人是羅德的後人,羅德就是阿伯拉罕的兒子
[00:08:24.000 --> 00:08:26.000]  所以又是他們的親戚
[00:08:26.000 --> 00:08:31.000]  說羅德人是野蠻,他們剖開大妻子的肚子
[00:08:31.000 --> 00:08:37.000]  要來擴張自己的疆土,自己的境界
[00:08:37.000 --> 00:08:39.000]  為什麼這麼奇怪呢?
[00:08:39.000 --> 00:08:43.000]  原來在公元前1085年
[00:08:43.000 --> 00:08:47.000]  也是史詩記十一章十二至三十節
[00:08:47.000 --> 00:08:51.000]  在耶佛他做事詩的時候
[00:08:51.000 --> 00:08:53.000]  阿門人來攻擊以色列人
[00:08:53.000 --> 00:08:57.000]  說他們出埃及的時候搶了他們的地
[00:08:57.000 --> 00:08:59.000]  這個地就是基涅地
[00:08:59.000 --> 00:09:03.000]  所以他們要來攻打以色列,要搶回這個地
[00:09:03.000 --> 00:09:06.000]  而他們剖開大妻子的肚子
[00:09:06.000 --> 00:09:11.000]  要擴張自己的境界,就是這個意思
[00:09:11.000 --> 00:09:18.000]  第三個就是摩訶人
[00:09:18.000 --> 00:09:21.000]  摩訶人也是羅德的後人
[00:09:21.000 --> 00:09:23.000]  摩訶人又犯了什麼罪呢?
[00:09:23.000 --> 00:09:29.000]  他們燒了以東王的骸骨,化成灰燼
[00:09:29.000 --> 00:09:33.000]  我們現在說風光大壯,就是火化
[00:09:33.000 --> 00:09:35.000]  原來火化是什麼呢?
[00:09:35.000 --> 00:09:39.000]  在古代來說是一種褻瀆的罪
[00:09:39.000 --> 00:09:44.000]  所以這裡就是說摩訶人他們有褻瀆的罪
[00:09:44.000 --> 00:09:47.000]  聽到以色列人很開心
[00:09:47.000 --> 00:09:49.000]  因為是說以色列人的敵人
[00:09:49.000 --> 00:09:52.000]  他們心想你們這群人都惡得來了
[00:09:52.000 --> 00:09:54.000]  是時候收拾你們
[00:09:54.000 --> 00:09:57.000]  才知道你們說得對
[00:09:57.000 --> 00:10:02.000]  有些像現在不是我們教會
[00:10:02.000 --> 00:10:04.000]  很多時候可能牧師講道
[00:10:04.000 --> 00:10:06.000]  有些弟兄姐妹覺得
[00:10:06.000 --> 00:10:09.000]  咦,這篇道道適合某某姐妹聽
[00:10:09.000 --> 00:10:12.000]  看看某某姐妹有沒有回來
[00:10:12.000 --> 00:10:15.000]  那篇道道適合某弟兄聽
[00:10:15.000 --> 00:10:17.000]  看看某某弟兄有沒有回來
[00:10:17.000 --> 00:10:19.000]  但是從來都沒有想到
[00:10:19.000 --> 00:10:22.000]  咦,是不是適合我自己聽呢?
[00:10:22.000 --> 00:10:27.000]  相反地有很多弟兄姐妹就很過敏
[00:10:27.000 --> 00:10:29.000]  太敏感
[00:10:29.000 --> 00:10:32.000]  牧師講完道就每次都和牧師說
[00:10:32.000 --> 00:10:35.000]  你今天又說我了
[00:10:35.000 --> 00:10:37.000]  牧師說冤枉啊
[00:10:37.000 --> 00:10:42.000]  我都沒想過跟你說你是對象
[00:10:42.000 --> 00:10:45.000]  你有沒有看到
[00:10:45.000 --> 00:10:47.000]  阿摩斯真是很有技巧
[00:10:47.000 --> 00:10:50.000]  一步一步越來越近以色列人
[00:10:50.000 --> 00:10:52.000]  首先是他們的鄰居
[00:10:52.000 --> 00:10:54.000]  接著是他們的表親
[00:10:54.000 --> 00:10:56.000]  接著是講猶大國
[00:10:56.000 --> 00:10:58.000]  是他們的兄弟之邦
[00:10:58.000 --> 00:11:01.000]  如果他講猶大國
[00:11:01.000 --> 00:11:03.000]  那時候相信以色列人都很喜歡聽
[00:11:03.000 --> 00:11:05.000]  這些猶大國
[00:11:05.000 --> 00:11:08.000]  這些南國人經常說自己是正統
[00:11:08.000 --> 00:11:11.000]  說自己有大衛的王朝
[00:11:11.000 --> 00:11:15.000]  說自己有耶路撒冷的聖殿
[00:11:15.000 --> 00:11:17.000]  你們才是正統的
[00:11:17.000 --> 00:11:19.000]  你看看現在阿摩斯說你們什麼
[00:11:19.000 --> 00:11:21.000]  說你們拜偶像
[00:11:21.000 --> 00:11:25.000]  說你們是不守神的律法典章
[00:11:25.000 --> 00:11:27.000]  聽到他們很開心
[00:11:27.000 --> 00:11:31.000]  接著阿摩斯就調轉槍頭
[00:11:31.000 --> 00:11:35.000]  開始數以色列人的罪
[00:11:35.000 --> 00:11:37.000]  阿摩斯用了一章半的經文
[00:11:37.000 --> 00:11:39.000]  來講以色列的敵人
[00:11:39.000 --> 00:11:41.000]  鄰居他們的表親
[00:11:41.000 --> 00:11:43.000]  猶大國
[00:11:43.000 --> 00:11:45.000]  但是用了七章半的經文
[00:11:45.000 --> 00:11:47.000]  來講以色列
[00:11:47.000 --> 00:11:49.000]  數算他們的罪
[00:11:49.000 --> 00:11:53.000]  阿摩斯書其實很有趣
[00:11:53.000 --> 00:11:56.000]  整部阿摩斯書都是一個首尾的結構
[00:11:56.000 --> 00:11:59.000]  由第一章到第九章都是
[00:11:59.000 --> 00:12:01.000]  好像賀西亞書一樣
[00:12:01.000 --> 00:12:05.000]  我沒時間和大家講一層一層
[00:12:05.000 --> 00:12:09.000]  講這麼精妙的首尾結構
[00:12:09.000 --> 00:12:12.000]  但是我可以講幾層
[00:12:12.000 --> 00:12:15.000]  來大概看看這個意思
[00:12:15.000 --> 00:12:17.000]  例如第一層
[00:12:17.000 --> 00:12:19.000]  最外面那層
[00:12:19.000 --> 00:12:21.000]  就是第一章到第三章
[00:12:21.000 --> 00:12:25.000]  講到數算列國的審判
[00:12:25.000 --> 00:12:27.000]  和以色列的救贖
[00:12:27.000 --> 00:12:29.000]  剛才我已經講了列國的審判
[00:12:29.000 --> 00:12:31.000]  如果你有留意
[00:12:31.000 --> 00:12:33.000]  就是以色列國的敵人
[00:12:33.000 --> 00:12:36.000]  列國的審判在第一到第三章
[00:12:36.000 --> 00:12:39.000]  但當中也有數算以色列人的罪
[00:12:39.000 --> 00:12:41.000]  和他們的救贖
[00:12:41.000 --> 00:12:44.000]  去到下面的首尾結構
[00:12:44.000 --> 00:12:47.000]  九章七到十五節
[00:12:47.000 --> 00:12:50.000]  又是數算列國的審判
[00:12:50.000 --> 00:12:53.000]  但也有講到以色列的復興
[00:12:53.000 --> 00:12:56.000]  我們不妨再深入一點
[00:12:56.000 --> 00:12:59.000]  來看看這個首尾結構
[00:12:59.000 --> 00:13:01.000]  就是對外面的那一層
[00:13:01.000 --> 00:13:04.000]  阿姆斯書三章十二節
[00:13:04.000 --> 00:13:07.000]  可以說是一個代表的經文
[00:13:07.000 --> 00:13:08.000]  經文說什麼
[00:13:08.000 --> 00:13:10.000]  耶和華如此說
[00:13:10.000 --> 00:13:12.000]  穆人怎樣從獅子的口中
[00:13:12.000 --> 00:13:16.000]  搶回兩條羊腿或半個耳朵
[00:13:16.000 --> 00:13:18.000]  駐撒瑪利亞的以色列人
[00:13:18.000 --> 00:13:20.000]  躺臥在床角上
[00:13:20.000 --> 00:13:27.000]  或鋪繡花箋的塔上
[00:13:27.000 --> 00:13:31.000]  他們得救也不過如此
[00:13:31.000 --> 00:13:33.000]  經文說得很清楚
[00:13:33.000 --> 00:13:35.000]  是以色列人得救
[00:13:35.000 --> 00:13:38.000]  就好像在獅子的口中
[00:13:38.000 --> 00:13:41.000]  搶回兩條羊腿或半個耳朵
[00:13:41.000 --> 00:13:45.000]  整隻羊只有兩條羊腿或半個耳朵
[00:13:45.000 --> 00:13:49.000]  如果我們記得羅馬書十一章
[00:13:49.000 --> 00:13:53.000]  說等到外邦人的人數天滿
[00:13:53.000 --> 00:13:56.000]  全部以色列人都會得救
[00:13:56.000 --> 00:13:58.000]  全部是說什麼
[00:13:58.000 --> 00:14:01.000]  全部經過大災難不死的
[00:14:01.000 --> 00:14:03.000]  死剩下的漁民
[00:14:03.000 --> 00:14:08.000]  就是那兩條羊腿一隻羊的耳朵
[00:14:08.000 --> 00:14:10.000]  那些全部都會得救
[00:14:10.000 --> 00:14:12.000]  這裡分明是說救贖
[00:14:12.000 --> 00:14:17.000]  下面的結構九章十一節
[00:14:17.000 --> 00:14:19.000]  是一個很好的代表的經文
[00:14:19.000 --> 00:14:24.000]  到那天我必建立大衛島塔的帳幕
[00:14:24.000 --> 00:14:26.000]  堵住其中的破口
[00:14:26.000 --> 00:14:29.000]  把那破壞的建立起來
[00:14:29.000 --> 00:14:32.000]  重新修造像古時一樣
[00:14:32.000 --> 00:14:34.000]  這個很明顯讓我們看到
[00:14:34.000 --> 00:14:36.000]  就是復興以色列人
[00:14:36.000 --> 00:14:38.000]  要重新建立大衛的皇位
[00:14:38.000 --> 00:14:42.000]  耶穌基督就會坐在上宮
[00:14:42.000 --> 00:14:46.000]  亞國在使徒行傳十五章十六節
[00:14:46.000 --> 00:14:48.000]  是引用這節的經文
[00:14:48.000 --> 00:14:50.000]  來到是安慰以色列人
[00:14:50.000 --> 00:14:53.000]  以色列人告訴他們
[00:14:53.000 --> 00:14:55.000]  你們不用怕
[00:14:55.000 --> 00:14:57.000]  神沒有放棄你們
[00:14:57.000 --> 00:14:59.000]  神會復興以色列
[00:14:59.000 --> 00:15:02.000]  我們看到這個就是
[00:15:02.000 --> 00:15:05.000]  亞摩斯第一層的結構
[00:15:05.000 --> 00:15:07.000]  說到以色列人的復興
[00:15:07.000 --> 00:15:09.000]  說到他們的救贖
[00:15:09.000 --> 00:15:13.000]  但這個不是亞摩斯書的主題
[00:15:13.000 --> 00:15:16.000]  這個是荷西亞書的主題
[00:15:16.000 --> 00:15:20.000]  亞摩斯書的主題是另有其他經文
[00:15:20.000 --> 00:15:24.000]  我們不妨看看第二層的結構
[00:15:24.000 --> 00:15:26.000]  第二層很有趣
[00:15:26.000 --> 00:15:29.000]  首尾都有五件事
[00:15:29.000 --> 00:15:32.000]  所以我們知道是首尾的結構
[00:15:32.000 --> 00:15:34.000]  在上宮的五件事
[00:15:34.000 --> 00:15:37.000]  在四章六至十一節
[00:15:37.000 --> 00:15:41.000]  神用五件事來打擊以色列人
[00:15:41.000 --> 00:15:44.000]  要他們回心轉意來歸向自己
[00:15:44.000 --> 00:15:46.000]  第一件事是什麼
[00:15:46.000 --> 00:15:49.000]  使他們牙齒乾淨
[00:15:49.000 --> 00:15:52.000]  你說使他們牙齒乾淨
[00:15:52.000 --> 00:15:55.000]  叫他們看牙醫洗牙
[00:15:55.000 --> 00:15:57.000]  不是的
[00:15:57.000 --> 00:15:59.000]  這裡說的是饑荒
[00:15:59.000 --> 00:16:03.000]  原來我們每年都花很多錢去看牙醫洗牙
[00:16:03.000 --> 00:16:06.000]  原來少吃點東西就牙齒乾淨
[00:16:06.000 --> 00:16:09.000]  原來饑荒就是牙齒乾淨
[00:16:09.000 --> 00:16:11.000]  神真的很幽默
[00:16:11.000 --> 00:16:13.000]  除了饑荒還有什麼
[00:16:13.000 --> 00:16:15.000]  還有旱災 還有霉難
[00:16:15.000 --> 00:16:17.000]  還有瘟疫 還有火災
[00:16:17.000 --> 00:16:19.000]  來打擊以色列人
[00:16:19.000 --> 00:16:21.000]  每一次有災難後
[00:16:21.000 --> 00:16:25.000]  神都說你們還不歸向我
[00:16:25.000 --> 00:16:28.000]  就是用這些來打擊以色列人
[00:16:28.000 --> 00:16:31.000]  希望他們能歸向自己
[00:16:31.000 --> 00:16:34.000]  下面也有五件事
[00:16:34.000 --> 00:16:38.000]  這五個叫做阿摩斯的五個異象
[00:16:38.000 --> 00:16:40.000]  在阿摩斯書裡很出名
[00:16:40.000 --> 00:16:44.000]  這五個異象究竟又是什麼呢
[00:16:44.000 --> 00:16:49.000]  我要說的是上半的五件事已經發生了
[00:16:49.000 --> 00:16:53.000]  下半的五件事還沒發生
[00:16:53.000 --> 00:16:55.000]  就是這五個異象
[00:16:55.000 --> 00:16:58.000]  我們一起來看看這五個異象是說什麼
[00:16:58.000 --> 00:17:03.000]  第一個異象是蝗蟲的審判
[00:17:03.000 --> 00:17:08.000]  大家剛剛才說完約爾蘇的蝗蟲
[00:17:08.000 --> 00:17:13.000]  如果你們記得我說第二張的蝗蟲不是真正的蝗蟲
[00:17:13.000 --> 00:17:15.000]  你看看經文怎麼說
[00:17:15.000 --> 00:17:17.000]  阿摩斯書七章一節
[00:17:17.000 --> 00:17:20.000]  主耶和華指示我一件事
[00:17:20.000 --> 00:17:24.000]  為王割菜之後菜又發生
[00:17:24.000 --> 00:17:27.000]  剛發生的時候主做蝗蟲
[00:17:27.000 --> 00:17:32.000]  你摸一下頭說什麼意思
[00:17:32.000 --> 00:17:35.000]  你問我 我問誰
[00:17:35.000 --> 00:17:41.000]  但是有很多解經家都解釋得很動聽
[00:17:41.000 --> 00:17:43.000]  他們怎麼解釋
[00:17:43.000 --> 00:17:47.000]  原來以色列人的豐收是有兩次的收成
[00:17:47.000 --> 00:17:50.000]  第一次收成是要獻給皇上
[00:17:50.000 --> 00:17:53.000]  所以就是為王割菜
[00:17:53.000 --> 00:17:57.000]  割完之後菜又發生
[00:17:57.000 --> 00:18:01.000]  第二次是給人民的
[00:18:01.000 --> 00:18:05.000]  預備給人民的時候主做蝗蟲
[00:18:05.000 --> 00:18:07.000]  蝗蟲來吃光
[00:18:07.000 --> 00:18:09.000]  解得好不好
[00:18:09.000 --> 00:18:11.000]  解得好像很動聽
[00:18:11.000 --> 00:18:13.000]  但如果我有疑問
[00:18:13.000 --> 00:18:17.000]  如果神真的用蝗蟲來懲罰以色列人
[00:18:17.000 --> 00:18:19.000]  要他們歸向自己
[00:18:19.000 --> 00:18:23.000]  為什麼要給他們有第一次收成獻給王
[00:18:23.000 --> 00:18:26.000]  第一次那個就已經拿走了
[00:18:26.000 --> 00:18:30.000]  蝗蟲的災害是連續幾年
[00:18:30.000 --> 00:18:36.000]  不是說蝗蟲來了之後就可以立刻栽種又生果
[00:18:36.000 --> 00:18:39.000]  如果我是神的話我連第一次都不給你
[00:18:39.000 --> 00:18:41.000]  為什麼要先獻給王
[00:18:41.000 --> 00:18:45.000]  這個是Masoretic Text
[00:18:45.000 --> 00:18:48.000]  這個翻譯在公元680年
[00:18:48.000 --> 00:18:52.000]  是影響King James和American Standard
[00:18:52.000 --> 00:18:56.000]  但也有另外一個翻譯是70世紀日本
[00:18:56.000 --> 00:18:59.000]  是公元前300年
[00:18:59.000 --> 00:19:04.000]  比Masoretic Text早了900年
[00:19:04.000 --> 00:19:06.000]  這個翻譯又怎麼說
[00:19:06.000 --> 00:19:08.000]  這個翻譯又說
[00:19:08.000 --> 00:19:10.000]  因此耶和華向我展示
[00:19:10.000 --> 00:19:14.000]  看見一群蝗蟲在清晨到來
[00:19:14.000 --> 00:19:16.000]  並且看見了一馬扎
[00:19:16.000 --> 00:19:18.000]  就是哥格王
[00:19:18.000 --> 00:19:22.000]  很有趣提到哥格王
[00:19:22.000 --> 00:19:24.000]  哥格王是誰
[00:19:24.000 --> 00:19:29.000]  如果你記得在以西傑書38-39章
[00:19:29.000 --> 00:19:33.000]  有提到末世將會有一支軍隊
[00:19:33.000 --> 00:19:35.000]  來攻擊以色列
[00:19:35.000 --> 00:19:39.000]  他們是從馬國地來到
[00:19:39.000 --> 00:19:42.000]  他們的王叫哥格王
[00:19:42.000 --> 00:19:48.000]  咦 所有的經文好像連貫在一起
[00:19:48.000 --> 00:19:50.000]  還有約爾書第二章
[00:19:50.000 --> 00:19:52.000]  那個蝗蟲的災害
[00:19:52.000 --> 00:19:54.000]  都能夠解釋得通
[00:19:54.000 --> 00:19:59.000]  神的話語真的非常非常精妙
[00:19:59.000 --> 00:20:03.000]  提到這些蝗蟲有「王」
[00:20:03.000 --> 00:20:06.000]  也令我想起了另外一節的經文
[00:20:06.000 --> 00:20:10.000]  在啟示錄9章8-11節
[00:20:10.000 --> 00:20:13.000]  我們知道啟示錄告訴我們
[00:20:13.000 --> 00:20:16.000]  末世是有審判有災難
[00:20:16.000 --> 00:20:20.000]  有七印七號七碗
[00:20:20.000 --> 00:20:23.000]  在第五號災難的時候
[00:20:23.000 --> 00:20:25.000]  有蝗蟲的出現
[00:20:25.000 --> 00:20:27.000]  經文怎麼說
[00:20:27.000 --> 00:20:30.000]  他們的牙齒好像獅子的牙齒
[00:20:30.000 --> 00:20:33.000]  他們的胸前有甲好像鐵甲
[00:20:33.000 --> 00:20:36.000]  他們的翅膀有聲音
[00:20:36.000 --> 00:20:40.000]  好像許多車馬奔跑上陣的聲音
[00:20:40.000 --> 00:20:43.000]  他們有尾巴像蝎子
[00:20:43.000 --> 00:20:48.000]  尾巴上的毒鉤能夠傷人五個月
[00:20:48.000 --> 00:20:53.000]  我們看到這些所說的不是蝗蟲的攻擊
[00:20:53.000 --> 00:20:57.000]  我們看到這些所說的是末世的武器
[00:20:57.000 --> 00:21:01.000]  是很先進的武器來攻擊
[00:21:01.000 --> 00:21:03.000]  接著經文說什麼
[00:21:03.000 --> 00:21:08.000]  有無底坑的使者作他們的王
[00:21:08.000 --> 00:21:11.000]  這群蝗蟲是有王
[00:21:11.000 --> 00:21:14.000]  好像亞摩斯書七章一節所說
[00:21:14.000 --> 00:21:17.000]  是從無底坑走出來
[00:21:17.000 --> 00:21:20.000]  按著希伯來話名叫阿巴頓
[00:21:20.000 --> 00:21:23.000]  希利尼話叫做阿波倫
[00:21:23.000 --> 00:21:26.000]  所說的都是一樣的意思
[00:21:26.000 --> 00:21:29.000]  都是毀壞毀滅的意思
[00:21:29.000 --> 00:21:32.000]  很有趣
[00:21:32.000 --> 00:21:37.000]  在針研聖靈密士所羅門王
[00:21:37.000 --> 00:21:39.000]  說了一節經文給我們聽
[00:21:39.000 --> 00:21:40.000]  說什麼
[00:21:40.000 --> 00:21:43.000]  蝗蟲是沒有君王的
[00:21:43.000 --> 00:21:46.000]  真正的蝗蟲是沒有君王的
[00:21:46.000 --> 00:21:49.000]  他們卻分隊而出
[00:21:49.000 --> 00:21:52.000]  所以我們把這些經文放在一起
[00:21:52.000 --> 00:21:55.000]  我們知道亞摩斯書七章一節
[00:21:55.000 --> 00:21:58.000]  約爾書二章所說的蝗蟲
[00:21:58.000 --> 00:22:00.000]  是不是真正的蝗蟲
[00:22:00.000 --> 00:22:01.000]  不是真正的蝗蟲
[00:22:01.000 --> 00:22:03.000]  因為他們有王
[00:22:03.000 --> 00:22:07.000]  而且他們的王是從無底坑走出來
[00:22:07.000 --> 00:22:09.000]  是魔鬼來的
[00:22:09.000 --> 00:22:10.000]  很有趣
[00:22:10.000 --> 00:22:13.000]  亞摩斯善智看到這麼大的災難
[00:22:13.000 --> 00:22:17.000]  他立刻禱告
[00:22:17.000 --> 00:22:20.000]  請求神不要降這個災難
[00:22:20.000 --> 00:22:25.000]  結果神說這個災難可以免去
[00:22:25.000 --> 00:22:28.000]  其實我覺得神說免去
[00:22:28.000 --> 00:22:31.000]  只是把這個災難延遲到末世
[00:22:31.000 --> 00:22:33.000]  因為我們看到啟示錄
[00:22:33.000 --> 00:22:36.000]  這個災難就會出來
[00:22:36.000 --> 00:22:39.000]  第二個災難又是什麼
[00:22:39.000 --> 00:22:40.000]  第二個審判
[00:22:40.000 --> 00:22:41.000]  第二個異象
[00:22:41.000 --> 00:22:43.000]  是火
[00:22:43.000 --> 00:22:46.000]  蝗蟲和火在聖經裏面
[00:22:46.000 --> 00:22:49.000]  都是代表審判
[00:22:49.000 --> 00:22:50.000]  但很明顯
[00:22:50.000 --> 00:22:54.000]  這個不是真真正正人世間的火
[00:22:54.000 --> 00:22:58.000]  因為在亞摩斯書七章四節
[00:22:58.000 --> 00:23:03.000]  說這個火能夠吞滅心冤
[00:23:03.000 --> 00:23:06.000]  吞滅心冤這個字
[00:23:06.000 --> 00:23:09.000]  只有另外一次出現
[00:23:09.000 --> 00:23:12.000]  在創世紀七章十一節
[00:23:12.000 --> 00:23:14.000]  在那裏心冤是為什麼
[00:23:14.000 --> 00:23:16.000]  在羅亞方舟的時候
[00:23:16.000 --> 00:23:18.000]  羅亞六百歲
[00:23:18.000 --> 00:23:21.000]  大冤的泉源裂開了
[00:23:21.000 --> 00:23:24.000]  天上的窗戶也燙開了
[00:23:24.000 --> 00:23:27.000]  一共下雨下了四十天
[00:23:27.000 --> 00:23:30.000]  所以我們知道這裏所說的心冤
[00:23:30.000 --> 00:23:32.000]  不是長江泛濫
[00:23:32.000 --> 00:23:34.000]  不是黃河泛濫這麼簡單
[00:23:34.000 --> 00:23:36.000]  這裏所說的心冤
