
[00:00:00.000 --> 00:00:10.240]  我代表報道會向頑基督會100週年的會慶現上衷心的祝賀
[00:02:46.320 --> 00:02:51.080]  是有關係的 你們早幾任的院長都是我們顧問
[00:02:51.080 --> 00:02:59.120]  所以為了基督會這種對講員對牧者的尊重的傳統
[00:02:59.120 --> 00:03:02.320]  我為你們獻上感恩
[00:03:02.320 --> 00:03:07.480]  在今天這麼重要的日子裏面
[00:03:07.480 --> 00:03:15.840]  我想和大家 我相信你們心裏都會想起很多過往的片段
[00:03:15.840 --> 00:03:20.960]  我在你們的網頁裏面找到一些照片 其他就沒有了
[00:03:20.960 --> 00:03:28.640]  不知道這些照片裏面有沒有你的蹤影呢?
[00:03:28.640 --> 00:03:31.680]  有沒有勾起一些回憶呢?
[00:03:31.680 --> 00:03:35.680]  這五張照片全部都是在你們的網頁裏面
[00:03:35.680 --> 00:03:38.720]  只有五張 我就找到這五張
[00:03:38.720 --> 00:03:41.520]  有沒有人在這五張照片裏面
[00:03:41.520 --> 00:03:47.520]  有份帶你或者你出席過這些聚會的 你請舉手好嗎?
[00:03:47.520 --> 00:03:50.040]  可能你們比我更加清楚
[00:03:50.040 --> 00:03:53.320]  彩色那張應該多些人多些機會
[00:03:53.320 --> 00:03:59.280]  一百年很多的回憶 有很多感恩的地方
[00:03:59.280 --> 00:04:04.480]  但我相信一班的籌委 一班的教會的領袖
[00:04:04.480 --> 00:04:08.720]  都是很想我們不是停留在回顧過往
[00:04:08.720 --> 00:04:12.120]  我們都希望能夠努力地面向前面
[00:04:12.120 --> 00:04:17.720]  所以今天我定了一個題目是「百年主恩情邁進新里程」
[00:04:17.720 --> 00:04:22.720]  而在今早我和大家分享一個就是新里程的準備
[00:04:22.720 --> 00:04:28.720]  我選用的經文就是在約書亞記的第五章
[00:04:28.720 --> 00:04:33.720]  剛才我讀了的經文 第十節 一路去到第十五節
[00:04:33.720 --> 00:04:38.720]  這段經文正正就是以色列人準備一個新里程
[00:04:38.720 --> 00:04:42.720]  他們差不多這個時間 好像一個儀式一樣
[00:04:42.720 --> 00:04:48.720]  一個結束了流蕩在這個礦野四十年的生活
[00:04:48.720 --> 00:04:52.720]  然後準備去到迦南地
[00:04:52.720 --> 00:04:55.720]  第六章接著的經文就是他們面對第一場的戰爭
[00:04:55.720 --> 00:04:57.720]  耶利哥城的戰爭
[00:04:57.720 --> 00:05:03.720]  在這個歷史時刻裡面 上帝在他們當中做了一件很重要的事情
[00:05:03.720 --> 00:05:06.720]  這段經文大概分開做兩個段落
[00:05:06.720 --> 00:05:09.720]  第十節到第十二節是第一個段落
[00:05:09.720 --> 00:05:12.720]  第二個段落就是十三節到十五節
[00:05:12.720 --> 00:05:17.720]  是主要對他的領袖約書亞的一段經文的記載
[00:05:17.720 --> 00:05:25.720]  我希望透過以色列人的這段歷史性進入新里程之前的經歷
[00:05:25.720 --> 00:05:31.720]  來勉勵我們彼此在基督會當我們回顧感恩過去一百年
[00:05:31.720 --> 00:05:37.720]  但同時間我們展望將來大概一百年之後
[00:05:37.720 --> 00:05:42.720]  我們都要大部分的人 如果不是全部的話
[00:05:42.720 --> 00:05:45.720]  都不應該再參與這個慶祝會了
[00:05:45.720 --> 00:05:48.720]  我們要在天上參與
[00:05:48.720 --> 00:05:51.720]  所以這是一個很重要很特別的時刻
[00:05:51.720 --> 00:05:54.720]  我們看看經文的內容
[00:05:54.720 --> 00:06:01.720]  這裡說到以色列人在吉甲安營準備進入耶利哥
[00:06:01.720 --> 00:06:04.720]  他們剛剛過了約旦河
[00:06:04.720 --> 00:06:06.720]  如果你看上文的話
[00:06:06.720 --> 00:06:10.720]  約書第五章是一個非常難以理解的行動
[00:06:10.720 --> 00:06:15.720]  準備大敵當前要打一場硬仗
[00:06:15.720 --> 00:06:19.720]  在四十年前探子說不可以打的
[00:06:19.720 --> 00:06:23.720]  四十年之後他們準備再去攻打耶利哥城
[00:06:23.720 --> 00:06:25.720]  但在攻打耶利哥城之前
[00:06:25.720 --> 00:06:28.720]  竟然上帝叫他們守國禮
[00:06:28.720 --> 00:06:31.720]  是否一個非常背道而馳
[00:06:31.720 --> 00:06:36.720]  應該好好養尊處優準備一場硬仗
[00:06:36.720 --> 00:06:39.720]  但上帝叫他們要完全放下
[00:06:39.720 --> 00:06:42.720]  吉甲滾開 將那些羞辱
[00:06:42.720 --> 00:06:45.720]  將以前對上帝的背叛全部拿走
[00:06:45.720 --> 00:06:47.720]  要完全全頭靠實
[00:06:47.720 --> 00:06:50.720]  在這個國禮之後就記載了這件事情
[00:06:50.720 --> 00:06:53.720]  他們守逾越節
[00:06:53.720 --> 00:06:59.720]  逾節是以色列人三大節日中最重要的節日
[00:06:59.720 --> 00:07:01.720]  我們先看看背景
[00:07:01.720 --> 00:07:04.720]  這裏網上有很多資料可以幫助我們
[00:07:04.720 --> 00:07:14.720]  逾節在以色列時間裏叫彌散月
[00:07:14.720 --> 00:07:17.720]  即是等於他們新年的時間
[00:07:17.720 --> 00:07:22.720]  彌散月相對於我們現在習慣的日子
[00:07:22.720 --> 00:07:25.720]  大概是三四月之間
[00:07:25.720 --> 00:07:27.720]  即是我們受難節的時間
[00:07:27.720 --> 00:07:28.720]  三四月的時候
[00:07:28.720 --> 00:07:31.720]  然後在這個日子裏面
[00:07:31.720 --> 00:07:35.720]  是以色列人一個宗教上的新年的時間
[00:07:35.720 --> 00:07:36.720]  開始一個新的歷程
[00:07:36.720 --> 00:07:43.720]  逾節紀念上帝在埃及裏面行的神蹟
[00:07:43.720 --> 00:07:45.720]  救了他們整個民族
[00:07:45.720 --> 00:07:49.720]  然後免殺長子的災害
[00:07:49.720 --> 00:07:53.720]  逾節也紀念上帝繼續在他們當中
[00:07:53.720 --> 00:07:56.720]  用補血遮蓋他們的罪
[00:07:56.720 --> 00:07:58.720]  成為了一個預表
[00:07:58.720 --> 00:08:01.720]  耶穌基督就是真正被殺的羔羊
[00:08:01.720 --> 00:08:05.720]  然後在這個逾節的時間
[00:08:05.720 --> 00:08:07.720]  他們做了一件事情
[00:08:07.720 --> 00:08:15.720]  經文說他們就不會再有馬拿
[00:08:15.720 --> 00:08:19.720]  他們開始吃當地的土產
[00:08:19.720 --> 00:08:23.720]  在第十一節說到你們吃土產
[00:08:23.720 --> 00:08:27.720]  然後最後第十二節再一次說
[00:08:27.720 --> 00:08:30.720]  迦南出的土產
[00:08:30.720 --> 00:08:36.720]  逾節是一個感恩紀念上帝作為的日子
[00:08:36.720 --> 00:08:40.720]  馬拿在抗日裏面
[00:08:40.720 --> 00:08:42.720]  他們沒有東西吃的時候
[00:08:42.720 --> 00:08:44.720]  上帝供應他們差不多四十年的時間
[00:08:44.720 --> 00:08:46.720]  供應他們的需要
[00:08:46.720 --> 00:08:48.720]  馬拿是一個神蹟
[00:08:48.720 --> 00:08:50.720]  馬拿不會再發生
[00:08:50.720 --> 00:08:52.720]  是一個歷史性的神蹟
[00:08:52.720 --> 00:08:55.720]  是上帝在他們最需要的時間
[00:08:55.720 --> 00:08:57.720]  沒有任何方法的時候
[00:08:57.720 --> 00:08:58.720]  所施行的神蹟
[00:08:58.720 --> 00:09:03.720]  供養他們超過幾十萬甚至二百萬的會眾的需要
[00:09:03.720 --> 00:09:06.720]  每天的需要 憑信心的領取
[00:09:06.720 --> 00:09:11.720]  土產呢 土產是需要自己耕種的
[00:09:11.720 --> 00:09:15.720]  土產是一個大自然的定律
[00:09:15.720 --> 00:09:18.720]  土產不是一個我們所說的神蹟
[00:09:18.720 --> 00:09:22.720]  土產是人的努力配合上帝的恩典
[00:09:22.720 --> 00:09:24.720]  然後得到的供應
[00:09:24.720 --> 00:09:30.720]  我想問一下 兩者你羨慕哪一種呢?
[00:09:30.720 --> 00:09:34.720]  你羨慕馬拿還是羨慕土產呢?
[00:09:34.720 --> 00:09:38.720]  很多時候當我們講道的時候
[00:09:38.720 --> 00:09:41.720]  或者我們自己起身講見證的時候
[00:09:41.720 --> 00:09:43.720]  都會講很多特別的作為
[00:09:43.720 --> 00:09:45.720]  甚至是神蹟性的作為
[00:09:45.720 --> 00:09:50.720]  馬拿當然是上帝恩典
[00:09:50.720 --> 00:09:54.720]  但是土產呢 是不是上帝恩典呢?
[00:09:54.720 --> 00:10:01.720]  我在美國讀神學的時候 有很多馬拿
[00:10:01.720 --> 00:10:03.720]  上帝有很特別的供應
[00:10:03.720 --> 00:10:06.720]  在沒有可能的情況下 上帝給我供應
[00:10:06.720 --> 00:10:08.720]  我舉個例子
[00:10:08.720 --> 00:10:12.720]  我在美國大約七年半的時間在那裏讀書
[00:10:12.720 --> 00:10:21.720]  我總共劏了五輛車
[00:10:21.720 --> 00:10:24.720]  七年半劏了五輛車 頻率都挺高的
[00:10:24.720 --> 00:10:30.720]  其中第一輛車是五十元美金買回來的
[00:10:30.720 --> 00:10:32.720]  因為教會的弟兄說
[00:10:32.720 --> 00:10:34.720]  我這輛車準備劏了
[00:10:34.720 --> 00:10:36.720]  劏五十元我就五十元賣給你
[00:10:36.720 --> 00:10:38.720]  第一輛車就這樣回來
[00:10:38.720 --> 00:10:41.720]  當中有很多奇奇怪怪的事
[00:10:41.720 --> 00:10:44.720]  包括了我開著開著的時候
[00:10:44.720 --> 00:10:48.720]  在高速公路開著開著的時候
[00:10:48.720 --> 00:10:50.720]  有些車在我旁邊經過
[00:10:50.720 --> 00:10:52.720]  這麼大聲的蟾蜍聲
[00:10:52.720 --> 00:10:54.720]  我還在暗自歡喜
[00:10:54.720 --> 00:10:56.720]  這麼殘舊的車 都沒有聲音
[00:10:56.720 --> 00:10:58.720]  為什麼這些車經過就蟾蜍的聲音
[00:10:58.720 --> 00:11:00.720]  這麼小的車經過蟾蜍的聲音
[00:11:00.720 --> 00:11:02.720]  我還以為那些車這麼差的
[00:11:02.720 --> 00:11:04.720]  我真的挺好的
[00:11:04.720 --> 00:11:12.720]  結果後來我發現原來我車後輪開始掉了
[00:11:12.720 --> 00:11:14.720]  那些螺絲掉了出來
[00:11:14.720 --> 00:11:16.720]  所以車經過的時候就有些回音
[00:11:16.720 --> 00:11:18.720]  蟾蜍的聲音蟾蜍的聲音
[00:11:18.720 --> 00:11:21.720]  然後到我差不多高速公路出口的時候
[00:11:21.720 --> 00:11:24.720]  我看到我自己的車輪從我後面掉了出來
[00:11:24.720 --> 00:11:27.720]  在我車前面衝了上去
[00:11:27.720 --> 00:11:30.720]  然後就在前面一個山坡裏面
[00:11:30.720 --> 00:11:32.720]  轉了一圈掉了下來
[00:11:32.720 --> 00:11:33.720]  我之後就坐了下來
[00:11:33.720 --> 00:11:35.720]  然後拆地出火
[00:11:35.720 --> 00:11:38.720]  神保守我們
[00:11:38.720 --> 00:11:40.720]  當時一家四口都在車裏
[00:11:40.720 --> 00:11:43.720]  包括兩個很小的弟弟
[00:11:43.720 --> 00:11:45.720]  另外一次有交通意外
[00:11:45.720 --> 00:11:48.720]  在一個天寒地凍
[00:11:48.720 --> 00:11:50.720]  接近零度的氣溫裏面
[00:11:50.720 --> 00:11:52.720]  我的車死了火在路上
[00:11:52.720 --> 00:11:56.720]  有一個人剛剛拿到車牌
[00:11:56.720 --> 00:11:57.720]  十六歲仔
[00:11:57.720 --> 00:11:59.720]  拿著女朋友
[00:11:59.720 --> 00:12:01.720]  坐著開篷跑車
[00:12:01.720 --> 00:12:03.720]  正在下雪
[00:12:03.720 --> 00:12:04.720]  零度的時候
[00:12:04.720 --> 00:12:06.720]  坐著開篷跑車
[00:12:06.720 --> 00:12:09.720]  然後後面有隻大狗
[00:12:09.720 --> 00:12:10.720]  牠掛著聊天
[00:12:10.720 --> 00:12:12.720]  看不到我們的車死了火
[00:12:12.720 --> 00:12:13.720]  撞了過來
[00:12:15.720 --> 00:12:17.720]  這些事在我的人生裏面
[00:12:17.720 --> 00:12:19.720]  這些在目
[00:12:19.720 --> 00:12:21.720]  上帝很多保守
[00:12:21.720 --> 00:12:22.720]  很多恩典
[00:12:22.720 --> 00:12:25.720]  對我來說是上帝的瑪拿
[00:12:25.720 --> 00:12:28.720]  我回來香港之後
[00:12:28.720 --> 00:12:31.720]  我再沒有五十元買到一部車
[00:12:31.720 --> 00:12:35.720]  交通意外都甚少了
[00:12:35.720 --> 00:12:38.720]  我想問一下
[00:12:38.720 --> 00:12:41.720]  誰是神的恩典呢?
[00:12:41.720 --> 00:12:44.720]  不如這樣想好不好
[00:12:45.720 --> 00:12:47.720]  如果我身體有軟弱
[00:12:47.720 --> 00:12:49.720]  要做手術
[00:12:49.720 --> 00:12:51.720]  上帝奇妙醫治了我
[00:12:51.720 --> 00:12:54.720]  是不是上帝的恩典呢?
[00:12:54.720 --> 00:12:58.720]  甚至有時很戲劇性地
[00:12:58.720 --> 00:12:59.720]  我聽過很多這樣的見證
[00:12:59.720 --> 00:13:00.720]  本來有腫瘤的
[00:13:00.720 --> 00:13:01.720]  現在沒有了
[00:13:01.720 --> 00:13:03.720]  上帝很奇妙的恩典
[00:13:03.720 --> 00:13:07.720]  但是如果你今天很精靈
[00:13:07.720 --> 00:13:08.720]  很健康
[00:13:08.720 --> 00:13:12.720]  那是不是上帝的恩典呢?
[00:13:13.720 --> 00:13:15.720]  你會不會說不好
[00:13:15.720 --> 00:13:16.720]  當然是腫瘤好了
[00:13:16.720 --> 00:13:18.720]  上帝那裏有恩典嘛
[00:13:18.720 --> 00:13:22.720]  那當然是做手術好一點
[00:13:22.720 --> 00:13:24.720]  我猜大概我們不會這樣說
[00:13:24.720 --> 00:13:29.720]  往往上帝帶領我們
[00:13:29.720 --> 00:13:31.720]  走過一百年的時間
[00:13:31.720 --> 00:13:34.720]  當中很多的高高低低
[00:13:34.720 --> 00:13:38.720]  很多的很難面對的事情
[00:13:38.720 --> 00:13:41.720]  差不多弟兄姊妹要同心流淚
[00:13:41.720 --> 00:13:44.720]  禱告咬緊牙根道過的時刻
[00:13:44.720 --> 00:13:45.720]  但見到上帝的恩典
[00:13:45.720 --> 00:13:47.720]  我們感謝神
[00:13:47.720 --> 00:13:49.720]  那是馬那
[00:13:49.720 --> 00:13:52.720]  但當我們平順的日子
[00:13:52.720 --> 00:13:56.720]  教會似乎沒什麼特別的事情發生
[00:13:56.720 --> 00:13:58.720]  很平淡的日子
[00:13:58.720 --> 00:14:00.720]  讓我們好好地繼續在這裏建立
[00:14:00.720 --> 00:14:02.720]  好好地傳揚福音
[00:14:02.720 --> 00:14:04.720]  那個同樣都是上帝的恩典
[00:14:04.720 --> 00:14:08.720]  無論是特殊的
[00:14:08.720 --> 00:14:10.720]  無論是一般的
[00:14:11.720 --> 00:14:12.720]  不要忘記
[00:14:12.720 --> 00:14:13.720]  上帝在我們當中
[00:14:13.720 --> 00:14:15.720]  祂可以是馬那
[00:14:15.720 --> 00:14:17.720]  祂可以是迦南的出產
[00:14:17.720 --> 00:14:19.720]  但上帝要我們記得
[00:14:19.720 --> 00:14:21.720]  用節旗
[00:14:21.720 --> 00:14:23.720]  用御節的這個記號
[00:14:23.720 --> 00:14:25.720]  來提醒我們
[00:14:25.720 --> 00:14:27.720]  我們要記得上帝的作為
[00:14:27.720 --> 00:14:31.720]  節旗是一個新里程的記號
[00:14:31.720 --> 00:14:34.720]  所有他們進入迦南地
[00:14:34.720 --> 00:14:36.720]  正式進入迦南地之前
[00:14:36.720 --> 00:14:40.720]  上帝叫他們遵守御節這個節旗
[00:14:41.720 --> 00:14:42.720]  節旗是一個記號
[00:14:42.720 --> 00:14:43.720]  紀念上帝的恩典
[00:14:43.720 --> 00:14:46.720]  也展望上帝將來的作為
[00:14:46.720 --> 00:14:48.720]  我不知道有沒有人
[00:14:48.720 --> 00:14:52.720]  有個想法就是
[00:14:52.720 --> 00:14:55.720]  節旗不用每天都一樣
[00:14:55.720 --> 00:14:57.720]  不用初一才拜年
[00:14:57.720 --> 00:14:58.720]  每天都是拜年時
[00:14:58.720 --> 00:14:59.720]  不知道你有沒有這個想法呢
[00:14:59.720 --> 00:15:01.720]  一百週年的堂慶
[00:15:01.720 --> 00:15:03.720]  其實每天都是一樣
[00:15:03.720 --> 00:15:06.720]  有些弟兄有時候會這樣想
[00:15:06.720 --> 00:15:08.720]  為什麼一定是二月十四號呢
[00:15:10.720 --> 00:15:11.720]  為什麼一定是二月十四號才買花
[00:15:11.720 --> 00:15:12.720]  被人騙呢
[00:15:12.720 --> 00:15:13.720]  被人按住來搶呢
[00:15:13.720 --> 00:15:15.720]  為什麼不七月十四號呢
[00:15:15.720 --> 00:15:17.720]  OK呀
[00:15:17.720 --> 00:15:19.720]  或者你反過來想
[00:15:19.720 --> 00:15:24.720]  其實當你越是認真去守節旗的時候
[00:15:24.720 --> 00:15:29.720]  是表示你對節旗本來的意思
[00:15:29.720 --> 00:15:32.720]  更加尊重
[00:15:32.720 --> 00:15:35.720]  和更加去履行
[00:15:37.720 --> 00:15:40.720]  當你投入一個節旗的時候
[00:15:40.720 --> 00:15:43.720]  就以剛才為例
[00:15:43.720 --> 00:15:44.720]  二月十四號
[00:15:44.720 --> 00:15:48.720]  你真的想清楚這個日子
[00:15:48.720 --> 00:15:53.720]  是上帝給我們昏蒙裏面一個記號
[00:15:53.720 --> 00:15:55.720]  一個表達
[00:15:55.720 --> 00:15:57.720]  你重新再commit你自己
[00:15:57.720 --> 00:15:59.720]  在這個婚姻裏面
[00:15:59.720 --> 00:16:02.720]  這個節旗成為一個很有意義的提醒
[00:16:02.720 --> 00:16:06.720]  所以當我們百週年的時候
[00:16:07.720 --> 00:16:08.720]  我希望我們都能夠
[00:16:08.720 --> 00:16:11.720]  我相信大家一定會
[00:16:11.720 --> 00:16:13.720]  全著感恩
[00:16:13.720 --> 00:16:15.720]  全著謙卑的心
[00:16:15.720 --> 00:16:19.720]  來參與將榮耀歸神的慶典
[00:16:19.720 --> 00:16:21.720]  第二個段落
[00:16:21.720 --> 00:16:24.720]  就是將集中點
[00:16:24.720 --> 00:16:26.720]  由一班以色列人
[00:16:26.720 --> 00:16:30.720]  放在一個領袖約書亞身上
[00:16:30.720 --> 00:16:33.720]  約書亞面對大敵當前
[00:16:34.720 --> 00:16:37.720]  當時大概只有他和加納
[00:16:37.720 --> 00:16:40.720]  他們曾經見過耶利哥城那種堅固
[00:16:40.720 --> 00:16:42.720]  那種爛公婆
[00:16:42.720 --> 00:16:45.720]  他們重返舊地
[00:16:45.720 --> 00:16:47.720]  準備這場戰爭
[00:16:47.720 --> 00:16:50.720]  以色列人現在不同的地方
[00:16:50.720 --> 00:16:53.720]  就是約書亞去做帶領
[00:16:53.720 --> 00:16:55.720]  作為領袖
[00:16:55.720 --> 00:16:56.720]  當然他有很多的思緒
[00:16:56.720 --> 00:17:00.720]  大概他要安靜在上帝面前
[00:17:00.720 --> 00:17:02.720]  明天就會出戰了
[00:17:03.720 --> 00:17:04.720]  然後他靠近耶利哥
[00:17:04.720 --> 00:17:06.720]  舉目觀看
[00:17:06.720 --> 00:17:08.720]  在這個時間
[00:17:08.720 --> 00:17:10.720]  本來兩軍準備交鋒的時候
[00:17:10.720 --> 00:17:13.720]  有一個人拿著拔出來的刀
[00:17:13.720 --> 00:17:17.720]  就是說這個很可能是戰爭的一步
[00:17:17.720 --> 00:17:19.720]  所以約書亞很自然地問
[00:17:19.720 --> 00:17:21.720]  你是屬於我們的
[00:17:21.720 --> 00:17:23.720]  還是屬於我們的敵人呢
[00:17:23.720 --> 00:17:25.720]  在約書亞的問題裏面
[00:17:25.720 --> 00:17:27.720]  只有兩個可能性
[00:17:27.720 --> 00:17:29.720]  一是我們的朋友
[00:17:29.720 --> 00:17:31.720]  一是我們的敵人
[00:17:31.720 --> 00:17:32.720]  只有兩個可能性
[00:17:33.720 --> 00:17:34.720]  第十四節
[00:17:34.720 --> 00:17:38.720]  這個來者這樣回應
[00:17:38.720 --> 00:17:43.720]  不是 我是來作耶和華軍隊的元帥
[00:17:43.720 --> 00:17:45.720]  耶和華軍隊的元帥
[00:17:45.720 --> 00:17:48.720]  我們先理解一下這句話是甚麼意思
[00:17:48.720 --> 00:17:50.720]  甚麼是耶和華軍隊
[00:17:50.720 --> 00:17:53.720]  我們參考一下舊有的聖經
[00:17:53.720 --> 00:17:57.720]  我們可以得出一個比較確實的結論
[00:17:57.720 --> 00:18:00.720]  在初一句第七章第四節說
[00:18:01.720 --> 00:18:04.720]  當摩西建法路的時候
[00:18:04.720 --> 00:18:07.720]  他要求把我的軍隊
[00:18:07.720 --> 00:18:10.720]  就是我的百姓以色列人
[00:18:10.720 --> 00:18:12.720]  從埃及領出來
[00:18:12.720 --> 00:18:16.720]  所以耶和華軍隊在摩西的時候開始
[00:18:16.720 --> 00:18:19.720]  就等於以色列百姓
[00:18:19.720 --> 00:18:25.720]  然後另一段經文後來的時間
[00:18:25.720 --> 00:18:27.720]  大衛對菲利士人這樣說
[00:18:28.720 --> 00:18:32.720]  你來攻擊我是靠著刀槍和擊和矛
[00:18:32.720 --> 00:18:35.720]  但我來攻擊你是靠著萬軍之耶和的名
[00:18:35.720 --> 00:18:41.720]  就是你們所辱罵帶領以色列軍隊的神
[00:18:41.720 --> 00:18:46.720]  以色列整個民族被稱為上帝的軍隊
[00:18:46.720 --> 00:18:50.720]  上帝是這場軍隊的主帥
[00:18:50.720 --> 00:18:52.720]  所以耶和華軍隊簡單來說
[00:18:52.720 --> 00:18:55.720]  就是以色列人自己
[00:18:57.720 --> 00:19:00.720]  這個陌生人出現拿著一把刀
[00:19:00.720 --> 00:19:03.720]  他說我要做耶和華軍隊的元帥
[00:19:03.720 --> 00:19:05.720]  即是說做以色列人的元帥
[00:19:05.720 --> 00:19:08.720]  很奇怪吧
[00:19:08.720 --> 00:19:11.720]  我就是以色列軍隊的元帥
[00:19:11.720 --> 00:19:14.720]  為何另一個人跟我說他是以色列軍隊的元帥呢
[00:19:14.720 --> 00:19:20.720]  耶和華軍隊的元帥是指誰呢
[00:19:20.720 --> 00:19:23.720]  這當然牽涉到一個比較複雜的神學問題
[00:19:23.720 --> 00:19:26.720]  今天早上我想我不在這裡長篇大論
[00:19:27.720 --> 00:19:30.720]  如果大家有興趣請大家留意播放神學院的課程
[00:19:30.720 --> 00:19:34.720]  我們將會有一個神學課程
[00:19:34.720 --> 00:19:37.720]  晚間的證書課程 聖經聖靈論
[00:19:37.720 --> 00:19:39.720]  請大家留意
[00:19:39.720 --> 00:19:43.720]  在百週年的時間我不應該做太多的直入式廣告
[00:19:43.720 --> 00:19:49.720]  簡單來說 耶和華軍隊的元帥是指甚麼呢
[00:19:49.720 --> 00:19:51.720]  這的確就算是解經的人
[00:19:51.720 --> 00:19:54.720]  或者是福音派的人都有不同的看法
[00:19:54.720 --> 00:19:56.720]  大概有三個可能性
[00:19:57.720 --> 00:19:58.720]  第一是耶和華神自己
[00:19:58.720 --> 00:20:00.720]  即是神自己
[00:20:00.720 --> 00:20:02.720]  第二是天賜
[00:20:02.720 --> 00:20:10.720]  第三是道成肉身以前的耶穌基督
[00:20:10.720 --> 00:20:12.720]  英文是Pre-incarnation
[00:20:12.720 --> 00:20:15.720]  在道成肉身之前的耶穌基督的顯現
[00:20:15.720 --> 00:20:20.720]  這三個可能性如果要認真去探討的話
[00:20:20.720 --> 00:20:23.720]  當然有很多需要引經據典的地方去討論
[00:20:23.720 --> 00:20:25.720]  不過簡單將我的看法和大家說
[00:20:26.720 --> 00:20:28.720]  首先我們看第三個可能性
[00:20:28.720 --> 00:20:35.720]  如果這是道成肉身以前就已經出現的耶穌基督的話
[00:20:35.720 --> 00:20:43.720]  其實這樣的理解反而削弱了後來道成肉身的歷史
[00:20:43.720 --> 00:20:45.720]  那個革命性的時間
[00:20:45.720 --> 00:20:47.720]  那個是全新的時間
[00:20:47.720 --> 00:20:49.720]  原來以前發生過 現在只是再做一次
[00:20:49.720 --> 00:20:53.720]  所以我相信第三個可能性
[00:20:54.720 --> 00:20:56.720]  雖然有些神學家會同意
[00:20:56.720 --> 00:20:59.720]  但我覺得這個可能性應該不高
[00:20:59.720 --> 00:21:06.720]  否則耶穌基督後來成為人
[00:21:06.720 --> 00:21:09.720]  這件事就沒有了獨特性
[00:21:09.720 --> 00:21:12.720]  第二天賜
[00:21:12.720 --> 00:21:14.720]  有沒有可能是天賜呢
[00:21:14.720 --> 00:21:16.720]  但我看內文裏面
[00:21:16.720 --> 00:21:20.720]  後來約書虎伏敬拜他
[00:21:20.720 --> 00:21:23.720]  天賜怎會接受人敬拜呢
[00:21:24.720 --> 00:21:28.720]  然後耶和軍隊的元帥
[00:21:28.720 --> 00:21:30.720]  以上帝第一生自稱
[00:21:30.720 --> 00:21:35.720]  所以我認為這裏比較合理的解釋
[00:21:35.720 --> 00:21:38.720]  這裏是說耶和軍隊的元帥
[00:21:38.720 --> 00:21:40.720]  即是上帝自己
[00:21:40.720 --> 00:21:45.720]  上帝用人的形式向約書虎顯現
[00:21:45.720 --> 00:21:51.720]  所以這裏我認為是上帝自己
