
[00:00:00.000 --> 00:00:08.640]  願上主賜福聽祂的話而遵行的人
[00:07:02.800 --> 00:07:05.120]  憑著自己的私慾
[00:07:05.120 --> 00:07:08.000]  按著自己的高傲的理性
[00:07:08.000 --> 00:07:09.600]  來背棄神
[00:07:09.600 --> 00:07:14.240]  清楚在聖經明文啟示祂自己的信息
[00:07:14.240 --> 00:07:17.840]  和要求我們去進行的
[00:07:17.840 --> 00:07:21.600]  一切生活倫理的教訓
[00:07:21.600 --> 00:07:24.640]  今天有人掛著耶穌的名
[00:07:24.640 --> 00:07:28.720]  卻是將耶穌推走了
[00:07:28.720 --> 00:07:33.520]  用其他人間的理念來填塞進去
[00:07:33.520 --> 00:07:36.400]  以為那個就是耶穌
[00:07:36.400 --> 00:07:39.040]  其實彼得老祖已經告訴我們
[00:07:39.040 --> 00:07:43.200]  跟從神的人必定從以前有所不同
[00:07:43.200 --> 00:07:46.560]  跟從神的人必定和四周的
[00:07:46.560 --> 00:07:50.080]  逐世的倫理、逐世的價值觀念
[00:07:50.080 --> 00:07:53.440]  逐世的生活方式有所不同
[00:07:53.440 --> 00:07:54.960]  什麼不同呢?
[00:07:54.960 --> 00:07:59.600]  順命的兒女是敬畏神的
[00:07:59.600 --> 00:08:02.880]  所以是離開以前的污穢
[00:08:02.880 --> 00:08:04.960]  反而是要聖潔的
[00:08:04.960 --> 00:08:07.440]  順命的兒女是要逆流而上
[00:08:07.440 --> 00:08:09.360]  絕不同流合污的
[00:08:09.360 --> 00:08:11.760]  這是真教會的標誌
[00:08:11.760 --> 00:08:15.200]  當然你和我都知道教會不是完美的
[00:08:15.200 --> 00:08:19.840]  我們教會一定有很多軟弱
[00:08:19.840 --> 00:08:22.240]  一定有很多問題
[00:08:22.240 --> 00:08:25.440]  但是我們有什麼不同之處呢?
[00:08:25.440 --> 00:08:27.920]  我相信基本的不同
[00:08:27.920 --> 00:08:33.360]  就是我不再容忍我自己過去的黑暗思想
[00:08:33.360 --> 00:08:35.680]  過去墮落的行為
[00:08:35.680 --> 00:08:37.440]  我會受引誘
[00:08:37.440 --> 00:08:39.280]  我會有掙扎
[00:08:39.280 --> 00:08:41.840]  我甚至有跌倒的時刻
[00:08:41.840 --> 00:08:49.040]  但是我不會擁抱我自己裡面的黑暗、敗壞的行為
[00:08:49.040 --> 00:08:54.320]  然後用聖經的話來為我自己解脫
[00:08:54.320 --> 00:08:57.920]  然後說我是 Born this way
[00:08:57.920 --> 00:08:59.600]  你還想我怎樣?
[00:08:59.600 --> 00:09:01.680]  我生成就是這樣的人
[00:09:01.680 --> 00:09:03.120]  你還想我怎樣?
[00:09:03.120 --> 00:09:06.400]  我是要在我的痛苦掙扎之中
[00:09:06.400 --> 00:09:08.320]  我已經蒙神的憐憫
[00:09:08.320 --> 00:09:10.320]  我知道祂完全的愛我
[00:09:10.320 --> 00:09:11.680]  正因為祂愛我
[00:09:11.680 --> 00:09:13.680]  所以我繼續努力
[00:09:13.680 --> 00:09:16.720]  要去到和我自己裡面的污穢
[00:09:16.720 --> 00:09:18.080]  我裡面的私慾
[00:09:18.080 --> 00:09:20.080]  和這個俗世的迷惑
[00:09:20.080 --> 00:09:23.440]  惡者的捆綁來掙扎
[00:09:23.440 --> 00:09:27.200]  直到我見主面為主
[00:09:27.200 --> 00:09:29.280]  教會不是完全
[00:09:29.280 --> 00:09:33.040]  但是教會有一天會完全
[00:09:33.040 --> 00:09:36.000]  正因為教會有一天要完全
[00:09:36.000 --> 00:09:38.240]  所以在我此生此世
[00:09:38.240 --> 00:09:40.240]  未死之前
[00:09:40.240 --> 00:09:46.240]  我都會繼續和過去的黑暗告別
[00:09:46.240 --> 00:09:47.520]  來掙扎
[00:09:47.520 --> 00:09:52.320]  直到我完全改變成為像主一樣
[00:09:52.320 --> 00:09:54.320]  親愛的弟兄姊妹
[00:09:54.320 --> 00:09:56.320]  明白嗎?
[00:09:56.320 --> 00:09:58.320]  我們不完全
[00:09:58.320 --> 00:10:01.760]  所以我們沒有什麼需要遮遮掩掩
[00:10:01.760 --> 00:10:03.440]  我們不完全
[00:10:03.440 --> 00:10:05.440]  但是我們沒有權利
[00:10:05.440 --> 00:10:09.920]  也不可能將黑變成白
[00:10:09.920 --> 00:10:11.920]  將錯變成對
[00:10:11.920 --> 00:10:13.920]  將邪惡變成美善
[00:10:13.920 --> 00:10:15.920]  將人的軟弱
[00:10:15.920 --> 00:10:19.200]  變成一種不需要面對的事情
[00:10:19.200 --> 00:10:21.200]  是不是這樣?
[00:10:21.200 --> 00:10:22.240]  親愛的弟兄姊妹
[00:10:22.240 --> 00:10:23.600]  你想清楚一點
[00:10:23.600 --> 00:10:25.600]  是不是這樣?
[00:10:25.600 --> 00:10:27.600]  是不是我們已經和過去不同?
[00:10:27.600 --> 00:10:29.120]  感謝主
[00:10:29.120 --> 00:10:31.120]  是不是我們已經完全?
[00:10:31.120 --> 00:10:32.240]  一定不是
[00:10:32.240 --> 00:10:34.240]  但是在這個和過去不同
[00:10:34.240 --> 00:10:36.240]  還未完全的過程中
[00:10:36.240 --> 00:10:39.360]  我們繼續怎樣依靠聖經的能力
[00:10:39.360 --> 00:10:41.920]  依靠弟兄姊妹的見證和鼓勵
[00:10:41.920 --> 00:10:43.920]  依靠聖靈的同在
[00:10:43.920 --> 00:10:49.360]  繼續令自己變得成為一個更好的你
[00:10:49.360 --> 00:10:50.880]  好不好?
[00:10:50.880 --> 00:10:55.840]  我覺得這樣真的沒有人沒有希望
[00:10:55.840 --> 00:10:58.240]  人人都有希望
[00:10:58.240 --> 00:10:59.920]  主幫助我們
[00:10:59.920 --> 00:11:03.600]  成為一個願意順命的群體
[00:11:03.600 --> 00:11:06.800]  願意追求聖潔的群體
[00:11:06.800 --> 00:11:10.000]  願意追求神話語的群體
[00:11:10.000 --> 00:11:12.720]  然後彼得就告訴我們
[00:11:12.720 --> 00:11:17.200]  如果我們是常過主因的滋味
[00:11:17.200 --> 00:11:19.680]  踏真一下那個味道
[00:11:19.680 --> 00:11:21.360]  覺得真的好
[00:11:21.360 --> 00:11:24.320]  我們請事務同工叫隔離不要轉業
[00:11:24.320 --> 00:11:28.800]  星期天是不能轉業的
[00:11:28.800 --> 00:11:30.160]  彼得告訴我們
[00:11:30.160 --> 00:11:33.120]  我們如果常過主因的滋味
[00:11:33.120 --> 00:11:35.440]  那個滋味是甘甜的
[00:11:35.440 --> 00:11:38.880]  我們的生命就一定會轉變
[00:11:38.880 --> 00:11:44.000]  然後說你們正向著基督走過來
[00:11:44.000 --> 00:11:47.280]  基督是活石
[00:11:47.280 --> 00:11:50.400]  上帝聖殿的基礎
[00:11:50.400 --> 00:11:53.360]  上帝聖殿的防國石
[00:11:53.360 --> 00:11:55.600]  教會的根基
[00:11:55.600 --> 00:11:59.280]  沒有基督教會不是教會
[00:11:59.280 --> 00:12:02.480]  但是基督這個活石是怎樣的活石呢?
[00:12:02.480 --> 00:12:05.040]  被人所丟棄
[00:12:05.040 --> 00:12:07.120]  看來看去都看不像
[00:12:07.120 --> 00:12:08.880]  看來看去都不喜歡
[00:12:08.880 --> 00:12:10.720]  然後就丟在一邊
[00:12:10.720 --> 00:12:12.160]  沒有人理他
[00:12:12.160 --> 00:12:14.880]  但是這個似乎被人丟棄的活石
[00:12:14.880 --> 00:12:18.080]  有一位別具慧眼
[00:12:18.080 --> 00:12:19.840]  一直都看著他
[00:12:19.840 --> 00:12:21.600]  從來沒有放棄他
[00:12:21.600 --> 00:12:23.760]  從來都是欣賞他
[00:12:23.760 --> 00:12:24.560]  珍惜他
[00:12:24.560 --> 00:12:27.200]  這是我的愛子
[00:12:27.200 --> 00:12:28.800]  我所喜悅的
[00:12:28.800 --> 00:12:30.960]  你們要聽他
[00:12:30.960 --> 00:12:34.240]  人所拋棄的那個石頭
[00:12:34.240 --> 00:12:39.680]  神將他揀選成為寶貴的石頭
[00:12:39.680 --> 00:12:44.480]  用來建造神自己的活電靈宮
[00:12:44.480 --> 00:12:47.600]  得著極大的榮耀
[00:12:47.600 --> 00:12:49.120]  各位弟兄姊妹
[00:12:49.120 --> 00:12:51.920]  彼得說我們的主耶穌基督是什麼呢?
[00:12:51.920 --> 00:12:53.440]  大家說
[00:12:53.440 --> 00:12:57.120]  彼得說耶穌基督是什麼?
[00:12:57.120 --> 00:12:59.360]  活石
[00:12:59.360 --> 00:13:01.920]  大聲一點
[00:13:01.920 --> 00:13:06.080]  請問你覺得這兩個字是不是有一點點有趣呢?
[00:13:06.080 --> 00:13:08.000]  多數不覺得
[00:13:08.000 --> 00:13:11.600]  因為人讀聖經讀到沒有幽默感
[00:13:11.600 --> 00:13:14.080]  人讀聖經讀到麻木
[00:13:14.080 --> 00:13:16.880]  所以不覺得聖經裡面有什麼精彩
[00:13:16.880 --> 00:13:19.200]  其實你想一下
[00:13:19.200 --> 00:13:22.400]  石就是死固固的
[00:13:22.400 --> 00:13:23.840]  冰冷冷的
[00:13:23.840 --> 00:13:25.680]  硬滑滑的
[00:13:25.680 --> 00:13:28.560]  活就是有能量的
[00:13:28.560 --> 00:13:30.880]  你見過一塊活石嗎?
[00:13:30.880 --> 00:13:33.360]  那塊石會彈彈跳跳的
[00:13:33.360 --> 00:13:37.040]  你見過一塊石頭會出生命嗎?
[00:13:37.040 --> 00:13:38.800]  沒有的
[00:13:38.800 --> 00:13:40.720]  其實他在說什麼呢?
[00:13:40.720 --> 00:13:44.880]  他在用他聖經豐富的傳統
[00:13:44.880 --> 00:13:48.560]  在舊約裡面神是他百姓的盤石
[00:13:48.560 --> 00:13:52.400]  在這個沙漠裡面遮陰的盤石
[00:13:52.400 --> 00:13:55.760]  在這個沙漠裡面擋住風沙的盤石
[00:13:55.760 --> 00:13:59.120]  是在沙漠裡面人賴以生存的盤石
[00:13:59.120 --> 00:14:02.880]  是在百姓經過曠野沒有水喝的時候
[00:14:02.880 --> 00:14:07.520]  這個盤石流出水來滋潤百姓的生命
[00:14:07.520 --> 00:14:09.360]  拯救他們脫險境
[00:14:09.360 --> 00:14:12.000]  這個神自己是盤石
[00:14:12.000 --> 00:14:14.080]  將這個盤石的意念
[00:14:14.080 --> 00:14:17.280]  加在神兒子耶穌基督身上
[00:14:17.280 --> 00:14:21.200]  而這個石就是一個活石
[00:14:21.200 --> 00:14:24.080]  其實是一些很幽默的字眼
[00:14:24.080 --> 00:14:27.280]  神很奇妙的在聖經裡面
[00:14:27.280 --> 00:14:30.400]  為我們來留下來
[00:14:30.400 --> 00:14:32.480]  刺激我們的想像力
[00:14:32.480 --> 00:14:35.520]  我們的主耶穌基督又穩固
[00:14:35.520 --> 00:14:38.240]  我們的主耶穌基督又靈活
[00:14:38.240 --> 00:14:42.400]  我們的主耶穌基督是給我們有生命的那一位
[00:14:42.400 --> 00:14:45.600]  所以祂給我們永遠堅固的生命
[00:14:45.600 --> 00:14:48.480]  一切盡在基督耶穌裡
[00:14:48.480 --> 00:14:50.320]  Hallelujah
[00:14:50.320 --> 00:14:52.720]  讚美耶穌基督
[00:14:52.720 --> 00:14:56.080]  我們的活石
[00:14:56.080 --> 00:14:58.320]  Living stone
[00:14:58.320 --> 00:15:02.000]  is much better than rolling stone
[00:15:02.000 --> 00:15:06.000]  Rolling stone 都不知道去到哪裡了
[00:15:06.000 --> 00:15:08.320]  我們那一輩的人
[00:15:08.320 --> 00:15:10.640]  跟著rolling stone 去的
[00:15:10.640 --> 00:15:13.760]  到今時今日都不知道去到哪裡了
[00:15:13.760 --> 00:15:16.160]  我本來都在rolling的
[00:15:16.160 --> 00:15:20.320]  但是後來被living stone 耶穌基督抓住我
[00:15:20.320 --> 00:15:23.520]  我一生無悔
[00:15:23.520 --> 00:15:26.320]  讓我們真的緊緊跟隨
[00:15:26.320 --> 00:15:29.120]  我們的活石 主耶穌基督
[00:15:29.120 --> 00:15:32.560]  然後第二章第五節
[00:15:32.560 --> 00:15:38.400]  你們也是活石
[00:15:38.400 --> 00:15:40.880]  看一下旁邊的弟兄姊妹
[00:15:40.880 --> 00:15:42.560]  瀟瀟他
[00:15:42.560 --> 00:15:46.960]  你都是living stone
[00:15:46.960 --> 00:15:50.080]  你都是活石
[00:15:50.080 --> 00:15:51.600]  是什麼活石呢
[00:15:51.600 --> 00:15:59.680]  是上帝用來建造他自己屬靈電雨的
[00:15:59.680 --> 00:16:03.600]  什麼意思
[00:16:03.600 --> 00:16:05.920]  你怎麼看自己的身份
[00:16:05.920 --> 00:16:08.800]  你怎麼看自己在基督裡的身份
[00:16:08.800 --> 00:16:10.640]  你怎麼活出這個身份
[00:16:10.640 --> 00:16:13.360]  直接影響你所屬的群體
[00:16:13.360 --> 00:16:16.080]  直接影響你所屬的教會
[00:16:16.080 --> 00:16:17.520]  那個前途
[00:16:17.520 --> 00:16:19.040]  和那個現況
[00:16:19.040 --> 00:16:22.240]  和那個活力
[00:16:22.240 --> 00:16:25.120]  耶穌基督是活石
[00:16:25.120 --> 00:16:27.520]  彼得高舉了他
[00:16:27.520 --> 00:16:30.400]  然後彼得轉過頭來指著你說
[00:16:30.400 --> 00:16:34.160]  你是活石
[00:16:34.160 --> 00:16:36.880]  你是活石
[00:16:36.880 --> 00:16:39.520]  你是活石
[00:16:39.520 --> 00:16:41.840]  什麼意思
[00:16:41.840 --> 00:16:45.200]  如果和耶穌基督合在一起來說
[00:16:45.200 --> 00:16:48.720]  會不會是人都看不起你
[00:16:48.720 --> 00:16:51.280]  你都是被人丟在一邊
[00:16:51.280 --> 00:16:54.160]  但是主看起你
[00:16:54.160 --> 00:16:56.880]  主自己揀選你
[00:16:56.880 --> 00:16:58.800]  好不好
[00:16:58.800 --> 00:17:02.160]  當人的生命是一種這樣的生命的時候
[00:17:02.160 --> 00:17:04.400]  就沒有人能夠作賤他
[00:17:04.400 --> 00:17:06.160]  沒有人能夠輕蔑他
[00:17:06.160 --> 00:17:08.560]  自己也不能夠輕看自己
[00:17:08.560 --> 00:17:13.360]  自己也不能夠放棄自己
[00:17:13.360 --> 00:17:15.360]  好不好弟兄姊妹
[00:17:15.360 --> 00:17:17.520]  你知不知道你是活石
[00:17:17.520 --> 00:17:19.520]  你有沒有記得你是活石
[00:17:19.520 --> 00:17:21.520]  你是一個被神器重
[00:17:21.520 --> 00:17:23.520]  被神揀選的人
[00:17:23.520 --> 00:17:25.520]  我憑什麼這樣說
[00:17:25.520 --> 00:17:27.520]  我憑什麼說我自己很矜貴
[00:17:27.520 --> 00:17:31.200]  是因為我的主我的神
[00:17:31.200 --> 00:17:34.800]  用他兒子耶穌基督的生命來換取了我
[00:17:34.800 --> 00:17:37.360]  所以我知道他是揀選我
[00:17:37.360 --> 00:17:39.360]  我是寶貴的
[00:17:39.360 --> 00:17:43.760]  而我這麼卑劣的人
[00:17:43.760 --> 00:17:45.760]  都得到這樣的揀選
[00:17:45.760 --> 00:17:49.520]  就沒有人需要自卑
[00:17:49.520 --> 00:17:52.160]  覺得自己不配受揀選
[00:17:52.160 --> 00:17:54.160]  或者應該說不配
[00:17:54.160 --> 00:17:56.160]  不過不配之中都是配
[00:17:56.160 --> 00:17:58.160]  都是因為神的愛
[00:17:58.160 --> 00:18:00.160]  得到揀選
[00:18:00.160 --> 00:18:02.160]  好不好
[00:18:02.160 --> 00:18:04.160]  活石是什麼? 矜貴
[00:18:04.160 --> 00:18:06.160]  說一次
[00:18:06.160 --> 00:18:08.160]  活石是矜貴
[00:18:08.160 --> 00:18:10.160]  你是活石是矜貴
[00:18:10.160 --> 00:18:12.160]  然後
[00:18:12.160 --> 00:18:14.960]  活石的意思比特說得很清楚
[00:18:14.960 --> 00:18:17.840]  是建築材料
[00:18:17.840 --> 00:18:21.360]  所以也許神今天給我們配音
[00:18:21.360 --> 00:18:23.360]  (音效)
[00:18:23.360 --> 00:18:27.920]  建造的時候很吵很討厭
[00:18:27.920 --> 00:18:31.120]  但是建造好的時候是美麗的
[00:18:31.120 --> 00:18:35.840]  而每一塊活石本身其實是他自己沒有主動權
[00:18:35.840 --> 00:18:38.880]  我不是自己想怎樣就怎樣
[00:18:38.880 --> 00:18:40.880]  人們經常問我你為什麼做牧師
[00:18:40.880 --> 00:18:42.880]  我說我沒想過做
[00:18:42.880 --> 00:18:44.880]  人們問我你不像牧師
[00:18:44.880 --> 00:18:46.880]  為什麼你是牧師
[00:18:46.880 --> 00:18:48.880]  我說是就不用像
[00:18:48.880 --> 00:18:50.880]  像也不一定是
[00:18:50.880 --> 00:18:52.880]  我沒想過做
[00:18:52.880 --> 00:18:54.880]  不過我跟隨主的時候
[00:18:54.880 --> 00:18:56.880]  主說你想怎樣就怎樣
[00:18:56.880 --> 00:18:58.880]  然後他搞成這樣
[00:18:58.880 --> 00:19:00.880]  其實你也是一樣
[00:19:00.880 --> 00:19:02.880]  你最重要的就是
[00:19:02.880 --> 00:19:04.880]  我是活石神
[00:19:04.880 --> 00:19:06.880]  主權在你那裡
[00:19:06.880 --> 00:19:08.880]  求你用我
[00:19:08.880 --> 00:19:10.880]  照你所喜歡的
[00:19:10.880 --> 00:19:12.880]  去用
[00:19:12.880 --> 00:19:14.880]  任你放在哪裡
[00:19:14.880 --> 00:19:16.880]  都無所謂
[00:19:16.880 --> 00:19:18.880]  你喜歡怎樣就怎樣
[00:19:18.880 --> 00:19:20.880]  我想如果神的家
[00:19:20.880 --> 00:19:22.880]  一大堆的活石
[00:19:22.880 --> 00:19:26.880]  知道自己的主權在神那裡
[00:19:26.880 --> 00:19:28.880]  然後他用我來建造
[00:19:28.880 --> 00:19:30.880]  屬於他的屬靈的殿宇
[00:19:30.880 --> 00:19:34.880]  這個家
[00:19:34.880 --> 00:19:36.880]  這個群體
[00:19:36.880 --> 00:19:38.880]  一定是能夠榮耀著
[00:19:38.880 --> 00:19:42.880]  所以我們會不會也要想一下
[00:19:42.880 --> 00:19:46.880]  其實在整個群體裡面
[00:19:46.880 --> 00:19:48.880]  我的角色是怎樣的呢
[00:19:48.880 --> 00:19:52.880]  到底我就是來這裡坐坐坐完就走
[00:19:52.880 --> 00:19:54.880]  因為我的角色就是
[00:19:54.880 --> 00:19:56.880]  佔座位
[00:19:56.880 --> 00:19:58.880]  佔完座位就是功德圓滿
[00:19:58.880 --> 00:20:00.880]  從來都不認識人
[00:20:00.880 --> 00:20:02.880]  也都不用理人
[00:20:02.880 --> 00:20:04.880]  也都不用關心人
[00:20:04.880 --> 00:20:06.880]  也都不用被人關心
[00:20:06.880 --> 00:20:08.880]  也都不用用自己的慈善和錢財
[00:20:08.880 --> 00:20:12.880]  來對建造神家的事有任何的煩惱
[00:20:12.880 --> 00:20:14.880]  因為你都知道
[00:20:14.880 --> 00:20:16.880]  其實我也知道
[00:20:16.880 --> 00:20:18.880]  我在教會生活了這麼多年
[00:20:18.880 --> 00:20:20.880]  我是第四代的基督徒
[00:20:20.880 --> 00:20:22.880]  我怎會不知道神家裡面的麻煩呢
[00:20:22.880 --> 00:20:26.880]  但是我更加看重的
[00:20:26.880 --> 00:20:28.880]  我希望在座的很多人
[00:20:28.880 --> 00:20:30.880]  更加看重的
[00:20:30.880 --> 00:20:34.880]  就是神啊我願意被你建造
[00:20:34.880 --> 00:20:36.880]  建造就是要connect(連接)
[00:20:36.880 --> 00:20:38.880]  一塊孤立的石
[00:20:38.880 --> 00:20:40.880]  你以為每一塊都是鑽石嗎
[00:20:40.880 --> 00:20:42.880]  每一塊都是鑽石的時候
[00:20:42.880 --> 00:20:44.880]  其實都沒什麼好看的
[00:20:44.880 --> 00:20:48.880]  鑽石如果沒有被寶石像
