
[00:00:00.000 --> 00:00:05.840]  今天我們是要開始一個新的系列
[00:06:07.320 --> 00:06:11.320]  而哥林多非常非常繁榮
[00:06:11.320 --> 00:06:15.320]  變成了一個主要的貿易中心
[00:06:15.320 --> 00:06:20.320]  哥林多當時是服務很多周圍的地方
[00:06:20.320 --> 00:06:23.320]  包括北非、意大利、小亞、西亞
[00:06:23.320 --> 00:06:26.320]  和地中海一帶的地方
[00:06:26.320 --> 00:06:29.320]  相信大家都看到
[00:06:29.320 --> 00:06:34.320]  要將貨物搬上陸地走4里不是一件容易的事
[00:06:34.320 --> 00:06:38.320]  所以羅馬王尼祿在公元的一世紀
[00:06:38.320 --> 00:06:43.320]  已經開始想掘一條運河通過這4里的路
[00:06:43.320 --> 00:06:46.320]  以致船隻可以通行無阻
[00:06:46.320 --> 00:06:53.320]  但很可惜這條運河去到十九世紀才完工
[00:06:53.320 --> 00:06:57.320]  也是因為這樣
[00:06:57.320 --> 00:07:01.320]  所以我剛才說哥林多成為貿易中心
[00:07:01.320 --> 00:07:03.320]  還有一件事
[00:07:03.320 --> 00:07:07.320]  在哥林多都會舉行有兩個體育運動
[00:07:07.320 --> 00:07:12.320]  一個就是我們非常熟悉的奧林匹克運動會
[00:07:12.320 --> 00:07:17.320]  現在我們每四年都有奧林匹克的世運會
[00:07:17.320 --> 00:07:20.320]  當時由哥林多來主辦
[00:07:20.320 --> 00:07:26.320]  另外還有一個運動會叫伊斯米亞運動會
[00:07:26.320 --> 00:07:30.320]  你想想哥林多又辦運動會
[00:07:30.320 --> 00:07:35.320]  又是這些船隻貿易中心停泊的地方
[00:07:35.320 --> 00:07:41.320]  有很多商人很多的觀眾運動員都去到哥林多這個地方
[00:07:41.320 --> 00:07:47.320]  帶著很多不同的宗教思想去到哥林多
[00:07:47.320 --> 00:07:53.320]  另外哥林多好像所有其他希臘的城一樣
[00:07:53.320 --> 00:07:56.320]  都是有一個守望台
[00:07:56.320 --> 00:08:00.320]  這個守望台通常是一個很高的地方
[00:08:00.320 --> 00:08:04.320]  他們可以居高臨下見到敵人來攻擊他們
[00:08:04.320 --> 00:08:09.320]  這個守望台最引人注目的就是有一間廟
[00:08:09.320 --> 00:08:18.320]  這間廟是奉獻給希臘女神阿弗洛迪提的女神
[00:08:18.320 --> 00:08:22.320]  在這個廟裏面有很多的廟祭
[00:08:22.320 --> 00:08:25.320]  相信有一千至二千個廟祭
[00:08:25.320 --> 00:08:29.320]  通常他們晚上就會走到城市裏
[00:08:29.320 --> 00:08:36.320]  和城市裏面的居民或者是旅客來行奸淫
[00:08:36.320 --> 00:08:41.320]  所以可想而知哥林多是一個怎樣的地方
[00:08:41.320 --> 00:08:45.320]  有很多牛蛇混雜很多不同的思想
[00:08:45.320 --> 00:08:50.320]  還是一個非常淫亂道德腐敗的地方
[00:08:50.320 --> 00:08:54.320]  所以哥林多這個名字絕對不是一個好名字
[00:08:54.320 --> 00:08:59.320]  如果你是一個女性被人罵你是哥林多是甚麼意思
[00:08:59.320 --> 00:09:01.320]  說你是一個妓女
[00:09:01.320 --> 00:09:05.320]  如果有人說你和人家哥林多有甚麼意思
[00:09:05.320 --> 00:09:08.320]  即是說你和人家有淫亂的性行為
[00:09:08.320 --> 00:09:11.320]  就是用了哥林多這個名字
[00:09:11.320 --> 00:09:15.320]  所以見到哥林多當時的問題非常之嚴重
[00:09:15.320 --> 00:09:20.320]  保羅在哥林多前書第六章九至十節
[00:09:20.320 --> 00:09:25.320]  他講出當時哥林多人的很多具體的罪行
[00:09:25.320 --> 00:09:30.320]  很可惜基督徒都是一樣都有犯這些罪
[00:09:30.320 --> 00:09:34.320]  甚至在哥林多前書的五章一節
[00:09:34.320 --> 00:09:37.320]  講到當時有人犯戀倫
[00:09:37.320 --> 00:09:41.320]  就是和自己的繼母發生了性行為性關係
[00:09:41.320 --> 00:09:45.320]  這個是外邦人和異教徒都不似
[00:09:45.320 --> 00:09:50.320]  但是居然在哥林多教會就有人這樣做
[00:09:50.320 --> 00:09:55.320]  你說哥林多教會是何時成立?
[00:09:55.320 --> 00:09:59.320]  是保羅第二次宣教旅程所成立
[00:09:59.320 --> 00:10:04.320]  保羅去到哥林多首先是去到猶太人的會堂
[00:10:04.320 --> 00:10:09.320]  在那裏他認識了伯基拉和亞居拉兩個
[00:10:09.320 --> 00:10:11.320]  和他們一起來侍奉
[00:10:11.320 --> 00:10:17.320]  後來西拉和提摩泰都加入了他們的團體
[00:10:17.320 --> 00:10:21.320]  當大部分的猶太人都拒絕福音
[00:10:21.320 --> 00:10:24.320]  他們就離開了猶太人的會堂
[00:10:24.320 --> 00:10:29.320]  但是當時是有管會堂的基利斯部
[00:10:29.320 --> 00:10:31.320]  和他的全家是相信了
[00:10:31.320 --> 00:10:33.320]  接受了耶穌基督
[00:10:33.320 --> 00:10:35.320]  記不記得這個基利斯部
[00:10:35.320 --> 00:10:40.320]  就是保羅替他來施洗的其中一位
[00:10:40.320 --> 00:10:45.320]  但是也有其他哥林多人接受了耶穌基督
[00:10:45.320 --> 00:10:48.320]  保羅在哥林多一年半之後
[00:10:48.320 --> 00:10:52.320]  就被猶太人的領袖抓了他去公堂
[00:10:52.320 --> 00:10:57.320]  說他教猶太人不照猶太人的律法來敬拜神
[00:10:57.320 --> 00:11:00.320]  當然是誣告保羅
[00:11:00.320 --> 00:11:03.320]  當時的省長叫做加劉
[00:11:03.320 --> 00:11:09.320]  他說這件事和大羅馬帝國的律法完全無關
[00:11:09.320 --> 00:11:11.320]  這些是你們猶太人的事
[00:11:11.320 --> 00:11:13.320]  請你們自己去處理你們的事
[00:11:13.320 --> 00:11:17.320]  所以把這些人全部趕出公堂
[00:11:17.320 --> 00:11:20.320]  這個加劉待會我們會看到
[00:11:20.320 --> 00:11:27.320]  對於確定哥林多前後書成書日期是非常重要
[00:11:27.320 --> 00:11:30.320]  待會我們會回來看這一點
[00:11:30.320 --> 00:11:32.320]  趕出會堂之後
[00:11:32.320 --> 00:11:38.320]  保羅和伯基拉亞居拉就前往去到以弗所
[00:11:38.320 --> 00:11:41.320]  然後由那裏回去耶路撒冷
[00:11:41.320 --> 00:11:45.320]  結束了保羅第二次宣教旅程
[00:11:45.320 --> 00:11:51.320]  哥林多是一個非常嚴重有道德問題的地方
[00:11:51.320 --> 00:11:57.320]  主要原因是因為哥林多人非常俗世化
[00:11:57.320 --> 00:12:00.320]  他們不肯放棄他們的文化
[00:12:00.320 --> 00:12:03.320]  不肯放棄他們自己的傳統
[00:12:03.320 --> 00:12:09.320]  而在哥林多教會也有很多分黨和分裂
[00:12:09.320 --> 00:12:13.320]  阿波羅曾經也在哥林多侍奉過
[00:12:13.320 --> 00:12:19.320]  所以在哥林多教會有人說我是屬阿波羅的
[00:12:19.320 --> 00:12:21.320]  好像很自大
[00:12:21.320 --> 00:12:24.320]  也有人說我是屬保羅的
[00:12:24.320 --> 00:12:27.320]  也有人說我是屬彼得的
[00:12:27.320 --> 00:12:30.320]  甚至有人說自己是屬基督
[00:12:30.320 --> 00:12:35.320]  大部分哥林多教會的人都很自大很自私
[00:12:35.320 --> 00:12:38.320]  他們不道德也不虔誠
[00:12:38.320 --> 00:12:40.320]  他們是不成熟
[00:12:40.320 --> 00:12:42.320]  所以保羅在書信裡
[00:12:42.320 --> 00:12:44.320]  遲些我們會看到
[00:12:44.320 --> 00:12:47.320]  甚至他是教導哥林多教會的人
[00:12:47.320 --> 00:12:50.320]  如果是有不肯悔改
[00:12:50.320 --> 00:12:52.320]  不肯認罪的基督徒
[00:12:52.320 --> 00:12:54.320]  你們不要和他們交往
[00:12:54.320 --> 00:12:58.320]  甚至要將他們趕出教會
[00:12:58.320 --> 00:13:00.320]  有人又會問
[00:13:00.320 --> 00:13:04.320]  保羅寫了多少封信給哥林多教會?
[00:13:04.320 --> 00:13:07.320]  是不是我們手頭那兩封
[00:13:07.320 --> 00:13:10.320]  哥林多前書和哥林多後書?
[00:13:10.320 --> 00:13:11.320]  不是
[00:13:11.320 --> 00:13:16.320]  保羅一共寫了四封書信給哥林多教會
[00:13:16.320 --> 00:13:19.320]  保羅第一次訪問哥林多教會
[00:13:19.320 --> 00:13:21.320]  當他離開之後
[00:13:21.320 --> 00:13:23.320]  他就得到消息
[00:13:23.320 --> 00:13:27.320]  知道哥林多教會有很多道德上的問題
[00:13:27.320 --> 00:13:31.320]  所以他寫了第一封信給哥林多教會
[00:13:31.320 --> 00:13:35.320]  這一封信在教會的歷史叫做失落的書信
[00:13:35.320 --> 00:13:39.320]  很可惜這封信已經失傳了
[00:13:39.320 --> 00:13:41.320]  我們怎知道有這封信
[00:13:41.320 --> 00:13:44.320]  在哥林多前書的五章九節
[00:13:44.320 --> 00:13:47.320]  保羅說我先前寫信給你們說
[00:13:47.320 --> 00:13:50.320]  不可與淫亂的人相交
[00:13:50.320 --> 00:13:53.320]  這封就是失落的書信
[00:13:53.320 --> 00:13:56.320]  然後他在舍爾弗所的時候
[00:13:56.320 --> 00:14:00.320]  他又進一步接到哥林多教會的消息
[00:14:00.320 --> 00:14:05.320]  知道他們當中搞分歧搞分裂有分黨
[00:14:05.320 --> 00:14:09.320]  在哥林多前書的一章十一節
[00:14:09.320 --> 00:14:13.320]  另外哥林多教會也寫信給保羅
[00:14:13.320 --> 00:14:15.320]  問了他很多的問題
[00:14:15.320 --> 00:14:19.320]  在哥林多前書的七章一節告訴我們
[00:14:19.320 --> 00:14:23.320]  所以保羅寫了第二封信來回答
[00:14:23.320 --> 00:14:28.320]  這就是我們手頭的那一封哥林多前書
[00:14:28.320 --> 00:14:34.320]  保羅派提摩泰將這部哥林多前書帶去哥林多
[00:14:34.320 --> 00:14:39.320]  他自己在舍爾弗所居住了一段時間
[00:14:39.320 --> 00:14:45.320]  但是他隨即收到可能是提摩泰帶給他的信息
[00:14:45.320 --> 00:14:49.320]  知道哥林多教會仍然有很多問題
[00:14:49.320 --> 00:14:51.320]  而且越來越嚴重
[00:14:51.320 --> 00:14:55.320]  甚至有假老師說自己是使徒
[00:14:55.320 --> 00:14:59.320]  這些假老師傳的是假的福音
[00:14:59.320 --> 00:15:05.320]  他們希望哥林多教會不聽保羅的教導歸向他們
[00:15:05.320 --> 00:15:08.320]  所以他們開始攻擊保羅
[00:15:08.320 --> 00:15:13.320]  保羅於是立刻離開了舍爾弗所
[00:15:13.320 --> 00:15:15.320]  因為他很擔心聽見這個消息
[00:15:15.320 --> 00:15:17.320]  他前往哥林多
[00:15:17.320 --> 00:15:21.320]  他要面對哥林多的教會 面對會眾
[00:15:21.320 --> 00:15:25.320]  這次是保羅第二次訪問哥林多教會
[00:15:25.320 --> 00:15:29.320]  在哥林多後書的二章一節有提到
[00:15:29.320 --> 00:15:34.320]  在教會的歷史叫這次訪問做痛苦的訪問
[00:15:34.320 --> 00:15:37.320]  這次的訪問完全不成功
[00:15:37.320 --> 00:15:40.320]  那些哥林多教會的人他們沒有悔改
[00:15:40.320 --> 00:15:43.320]  甚至哥林多教會有一個成員
[00:15:43.320 --> 00:15:47.320]  可能這個就是假使徒的假老師
[00:15:47.320 --> 00:15:51.320]  他可能公開侮辱保羅
[00:15:51.320 --> 00:15:53.320]  保羅很傷心
[00:15:53.320 --> 00:15:55.320]  他離開了哥林多教會
[00:15:55.320 --> 00:15:59.320]  他希望時間能夠沖淡一切
[00:15:59.320 --> 00:16:03.320]  希望哥林多教會的人能夠恢復理智
[00:16:03.320 --> 00:16:06.320]  所以他回到舍爾弗所
[00:16:06.320 --> 00:16:09.320]  寫了第三封書信
[00:16:09.320 --> 00:16:14.320]  這封信在教會的歷史叫做嚴厲的書信
[00:16:14.320 --> 00:16:17.320]  在哥林多後書的二章四節
[00:16:17.320 --> 00:16:21.320]  很可惜這封信也失傳了
[00:16:21.320 --> 00:16:26.320]  保羅叫提多帶這封信去哥林多教會
[00:16:26.320 --> 00:16:30.320]  而保羅自己去到特羅亞
[00:16:30.320 --> 00:16:35.320]  因為約了提多和他在特羅亞見面
[00:16:35.320 --> 00:16:37.320]  他很擔心哥林多教會
[00:16:37.320 --> 00:16:41.320]  希望從提多口中能夠知道
[00:16:41.320 --> 00:16:46.320]  哥林多教會接了這封嚴厲的書信後的反應
[00:16:46.320 --> 00:16:50.320]  但很可惜提多遲到了
[00:16:50.320 --> 00:16:54.320]  沒有在特羅亞和保羅見面
[00:16:54.320 --> 00:16:59.320]  雖然神打開了福音之門在特羅亞
[00:16:59.320 --> 00:17:01.320]  但保羅仍然很擔心
[00:17:01.320 --> 00:17:05.320]  所以去到馬其頓見提多
[00:17:05.320 --> 00:17:08.320]  希望得到哥林多教會的消息
[00:17:08.320 --> 00:17:10.320]  而提多給他的消息
[00:17:10.320 --> 00:17:12.320]  正是令他非常安慰
[00:17:12.320 --> 00:17:14.320]  非常開心
[00:17:14.320 --> 00:17:16.320]  因為提多告訴他
[00:17:16.320 --> 00:17:20.320]  大部分哥林多教會的會眾已經悔改
[00:17:20.320 --> 00:17:24.320]  他們已經結束了對保羅的反叛
[00:17:24.320 --> 00:17:26.320]  所以保羅很開心
[00:17:26.320 --> 00:17:30.320]  但保羅仍然寫了第四封書信
[00:17:30.320 --> 00:17:35.320]  就是我們手上的那一部《哥林多後書》
[00:17:35.320 --> 00:17:37.320]  為甚麼呢?
[00:17:37.320 --> 00:17:42.320]  因為保羅知道當時哥林多教會可能還有些黨羽
[00:17:42.320 --> 00:17:46.320]  可能會死灰復燃對保羅的反叛
[00:17:46.320 --> 00:17:49.320]  所以他最後也寫了《哥林多後書》
[00:17:49.320 --> 00:17:55.320]  保羅很可能是在肥納比寫《哥林多後書》
[00:17:55.320 --> 00:17:59.320]  因為有些早期的手抄本
[00:17:59.320 --> 00:18:04.320]  講到《哥林多後書》的成書地點是肥納比
[00:18:04.320 --> 00:18:10.320]  在信中保羅表示他自己得到安慰又喜樂
[00:18:10.320 --> 00:18:14.320]  因為哥林多教會的弟兄姊妹悔改了
[00:18:14.320 --> 00:18:17.320]  但他在《哥林多後書》我們看到
[00:18:17.320 --> 00:18:21.320]  他是很著重維護自己使徒的身份
[00:18:21.320 --> 00:18:22.320]  為甚麼呢?
[00:18:22.320 --> 00:18:25.320]  因為他曾經被人攻擊他
[00:18:25.320 --> 00:18:27.320]  被假老師攻擊他
[00:18:27.320 --> 00:18:29.320]  所以他要為自己辯護
[00:18:29.320 --> 00:18:31.320]  講出他自己使徒的身份
[00:18:31.320 --> 00:18:36.320]  他也要叫哥林多教會的人捐錢給耶路撒冷
[00:18:36.320 --> 00:18:40.320]  因為當時耶路撒冷有饑荒
[00:18:40.320 --> 00:18:43.320]  他也教導哥林多教會的人
[00:18:43.320 --> 00:18:47.320]  要懂得怎樣對抗假使徒
[00:18:47.320 --> 00:18:51.320]  然後他第三次去到哥林多教會
[00:18:51.320 --> 00:18:53.320]  這是他第三次
[00:18:53.320 --> 00:18:59.320]  由哥林多教會極力捐錢給耶路撒冷
[00:18:59.320 --> 00:19:04.320]  我們看到保羅第三次去到哥林多教會成不成功?
[00:19:04.320 --> 00:19:06.320]  絕對是成功
[00:19:06.320 --> 00:19:10.320]  因為他們都樂意捐贈給耶路撒冷
[00:19:10.320 --> 00:19:16.320]  所以《哥林多前後書》其實內容很不同
[00:19:16.320 --> 00:19:21.320]  《哥林多前書》是保羅要處理一些實際上的問題
[00:19:21.320 --> 00:19:27.320]  有些是關於哥林多教會的一些道德上的問題
[00:19:27.320 --> 00:19:29.320]  一些淫亂的事件
[00:19:29.320 --> 00:19:31.320]  也有人問保羅一些問題
[00:19:31.320 --> 00:19:33.320]  所以保羅要回答
[00:19:33.320 --> 00:19:38.320]  所以保羅是指出有很多哥林多教會人的問題
[00:19:38.320 --> 00:19:44.320]  《哥林多後書》因為保羅受到個人的攻擊
[00:19:44.320 --> 00:19:47.320]  那些假老師要指出保羅的問題
[00:19:47.320 --> 00:19:49.320]  不是保羅指出教會的問題
[00:19:49.320 --> 00:19:52.320]  反而是那些假老師指出保羅的問題
[00:19:52.320 --> 00:19:56.320]  所以保羅要為自己辯護在後書
[00:19:56.320 --> 00:20:02.320]  《哥林多前書》保羅是寫信給哥林多教會的回眾
[00:20:02.320 --> 00:20:06.320]  教他們應該怎樣成為一個屬靈的基督徒
[00:20:06.320 --> 00:20:11.320]  《哥林多後書》保羅是寫給教會的領袖
[00:20:11.320 --> 00:20:15.320]  要教他們懂得怎樣辨別真假的仕途
[00:20:15.320 --> 00:20:20.320]  這就是前後書內容不同的地方
[00:20:20.320 --> 00:20:24.320]  成書的日期是有幾個可能性
[00:20:24.320 --> 00:20:30.320]  剛才我們說到保羅被人拉到哥林多的公堂
[00:20:30.320 --> 00:20:34.320]  公堂裏面有個省長叫做家劉
[00:20:34.320 --> 00:20:36.320]  記不記得?
[00:20:36.320 --> 00:20:39.320]  其實家劉這個人歷史上真有其人
[00:20:39.320 --> 00:20:44.320]  而在聖經以外的資料告訴我們
[00:20:44.320 --> 00:20:51.320]  這個家劉極可能是公元51年的夏天成為哥林多的省長
[00:20:51.320 --> 00:20:55.320]  這就給了我們一個很重要的日子
[00:20:55.320 --> 00:20:59.320]  所以保羅被拉到公堂受審
[00:20:59.320 --> 00:21:03.320]  應該是家劉上任沒多久的時候
[00:21:03.320 --> 00:21:08.320]  而保羅離開哥林多應該是公元52年
[00:21:08.320 --> 00:21:15.320]  他回到巴勒斯坦結束了他第二次宣教的旅程
[00:21:15.320 --> 00:21:18.320]  所以保羅第三次宣教的旅程
[00:21:18.320 --> 00:21:23.320]  應該是公元53年至57年之間
[00:21:23.320 --> 00:21:28.320]  他是在公元53年到達爾弗所
[00:21:28.320 --> 00:21:32.320]  他原本是希望在那裏停留三年
[00:21:32.320 --> 00:21:36.320]  但實在停留了只有兩年半
[00:21:36.320 --> 00:21:41.320]  保羅是在爾弗所寫哥林多前書
[00:21:41.320 --> 00:21:49.320]  他應該是在公元54年至55年間完成哥林多前書
[00:21:49.320 --> 00:21:55.320]  然後他在公元56年離開了爾弗所前往馬其進
[00:21:55.320 --> 00:21:59.320]  在那裏寫了哥林多後書
[00:21:59.320 --> 00:22:04.320]  有人說牧師你剛才說保羅在菲勒比寫的
[00:22:04.320 --> 00:22:06.320]  現在又說馬其進
[00:22:06.320 --> 00:22:09.320]  菲勒比就是在馬其進裏面
[00:22:09.320 --> 00:22:11.320]  三個主要的城市
[00:22:11.320 --> 00:22:13.320]  所以絕對沒有錯
[00:22:13.320 --> 00:22:19.320]  他寫哥林多後書應該是公元55年至56年之間
[00:22:19.320 --> 00:22:25.320]  然後他在公元56年至57年的冬季
[00:22:25.320 --> 00:22:28.320]  去到哥林多在那裏停留
[00:22:28.320 --> 00:22:30.320]  就寫了羅馬書
[00:22:30.320 --> 00:22:34.320]  然後在57年的春季回到耶路撒冷
[00:22:34.320 --> 00:22:38.320]  結束了他第三次宣教的旅程
[00:22:38.320 --> 00:22:42.320]  我現在又要說第六點
[00:22:42.320 --> 00:22:46.320]  就是有關哥林多一些的歷史背景
[00:22:46.320 --> 00:22:48.320]  當時我也說了
[00:22:48.320 --> 00:22:51.320]  哥林多教會裏面有很多道德上的問題
[00:22:51.320 --> 00:22:53.320]  有很多淫亂的問題
[00:22:53.320 --> 00:22:56.320]  所以哥林多前書
[00:22:56.320 --> 00:23:01.320]  是有關保羅要矯正他們的行為
[00:23:01.320 --> 00:23:04.320]  而不是矯正他們的教義
[00:23:04.320 --> 00:23:10.320]  有一本書保羅要著重矯正教義的是哪一本書呢?
[00:23:10.320 --> 00:23:11.320]  是羅馬書
[00:23:11.320 --> 00:23:12.320]  記不記得?
[00:23:12.320 --> 00:23:14.320]  剛剛才和大家說完
[00:23:14.320 --> 00:23:16.320]  所以羅馬書是充滿神學
[00:23:16.320 --> 00:23:21.320]  但是哥林多書是非常實用的一本書
[00:23:21.320 --> 00:23:27.320]  但是在哥林多書裏面我們也能夠找到重要的教義
[00:23:27.320 --> 00:23:32.320]  例如保羅確認了他自己使徒的身份
[00:23:32.320 --> 00:23:35.320]  他在哥林多前書的一章一節
[00:23:35.320 --> 00:23:40.320]  他說「奉神旨意蒙召作耶穌基督使徒的保羅」
[00:23:40.320 --> 00:23:43.320]  他不是誇口
[00:23:43.320 --> 00:23:45.320]  他真的有使徒的身份
