
[00:00:00.000 --> 00:00:09.440]  有行動產生一種從感恩而來的分享見證
[00:02:00.840 --> 00:02:02.840]  「恕左應許的尚未成就」
[00:02:02.840 --> 00:02:06.840]  「有人以為他是沉賢,其實不是沉賢」
[00:02:06.840 --> 00:02:09.840]  「乃是寬容你們,不如有一人沉淪」
[00:02:09.840 --> 00:02:11.840]  「乃願人人都悔改」
[00:02:11.840 --> 00:02:13.840]  提前二章四節
[00:02:13.840 --> 00:02:16.840]  「他願意萬人得救,明白真理」
[00:02:16.840 --> 00:02:19.840]  在三福裡,例如一些聽福音的人
[00:02:19.840 --> 00:02:22.840]  他們的胃口都不一樣
[00:02:22.840 --> 00:02:25.840]  有些人像大胃王一樣要吃很多漢堡包
[00:02:25.840 --> 00:02:28.840]  要聽很多次福音才會相信
[00:02:28.840 --> 00:02:30.840]  有些人吃半個已經飽了
[00:02:30.840 --> 00:02:32.840]  聽一次就相信了
[00:02:32.840 --> 00:02:34.840]  羅馬書五章八節
[00:02:34.840 --> 00:02:37.840]  「唯有基督在我們還作罪人的時候為我們死」
[00:02:37.840 --> 00:02:40.840]  「神的愛就在此向我們顯明了」
[00:02:40.840 --> 00:02:42.840]  耶穌基督是神的兒子
[00:02:42.840 --> 00:02:46.840]  他竟然為了我這個罪人死在十字架上拯救了我
[00:02:46.840 --> 00:02:50.840]  我又怎能放棄向未信的人傳福音呢?
[00:02:50.840 --> 00:02:52.840]  這成為了我傳福音的動力
[00:02:52.840 --> 00:02:55.840]  因為神的憐憫,祂願萬人得救
[00:02:55.840 --> 00:02:58.840]  弟兄姊妹,我們都很想向家人傳福音
[00:02:58.840 --> 00:03:00.840]  所以我在三福的時候
[00:03:00.840 --> 00:03:02.840]  我和我姐姐和弟弟傳福音
[00:03:02.840 --> 00:03:04.840]  主他們都接受了救恩
[00:03:04.840 --> 00:03:08.840]  也和同事朋友傳福音
[00:03:08.840 --> 00:03:11.840]  在這幾年,都和不同年齡的人傳福音
[00:03:11.840 --> 00:03:16.840]  有十歲的小朋友,有九十多歲的長者
[00:03:16.840 --> 00:03:19.840]  有患病的朋友,有視障的朋友
[00:03:19.840 --> 00:03:22.840]  當他們決志信主,得到永生的時候
[00:03:22.840 --> 00:03:25.840]  看到他們和家人流淚的畫面
[00:03:25.840 --> 00:03:28.840]  常常都會在我腦海裡出現
[00:03:28.840 --> 00:03:30.840]  成為美好的見證
[00:03:30.840 --> 00:03:33.840]  我記得有一位對象患了肌肉萎縮症的長者
[00:03:33.840 --> 00:03:36.840]  我們在醫院和他傳福音
[00:03:36.840 --> 00:03:38.840]  當時他只有一隻眼睛可以動
[00:03:38.840 --> 00:03:40.840]  身體是動不了的
[00:03:40.840 --> 00:03:44.840]  但他只能眨眼決志信主
[00:03:44.840 --> 00:03:46.840]  神是奇妙的測試
[00:03:46.840 --> 00:03:50.840]  感謝主讓我們親眼看到神奇妙的作為
[00:03:50.840 --> 00:03:53.840]  曾經有一位是團契姐妹的爸爸
[00:03:53.840 --> 00:03:55.840]  在2014年我們向他傳福音
[00:03:55.840 --> 00:03:59.840]  但他心很硬,未聽完福音就已經說不相信
[00:03:59.840 --> 00:04:02.840]  但當他患了膽管癌,入住了醫院的時候
[00:04:02.840 --> 00:04:03.840]  他的心都很硬
[00:04:03.840 --> 00:04:06.840]  但神是奇妙的神,是憐憫人的神
[00:04:06.840 --> 00:04:07.840]  感謝主
[00:04:07.840 --> 00:04:11.840]  在離世前一星期,他決志信主
[00:04:11.840 --> 00:04:12.840]  在這經歷裡
[00:04:12.840 --> 00:04:16.840]  神教導了我,傳福音要憑著信心不斷禱告
[00:04:16.840 --> 00:04:19.840]  用耶穌基督的愛去愛人
[00:04:19.840 --> 00:04:21.840]  就好像臨前十三章的教導
[00:04:21.840 --> 00:04:23.840]  愛是要有行為的
[00:04:23.840 --> 00:04:25.840]  否則就像命的羅響的筆
[00:04:25.840 --> 00:04:28.840]  最重要是如今常傳有信、有望、有愛
[00:04:28.840 --> 00:04:31.840]  這三樣其中最大是愛
[00:04:31.840 --> 00:04:35.840]  我親眼看到耶穌基督的愛是充滿祝福和能力的
[00:04:35.840 --> 00:04:37.840]  是會改變人剛硬的心的
[00:04:37.840 --> 00:04:40.840]  親愛的弟兄姊妹,我們都是無力自教的罪人
[00:04:40.840 --> 00:04:43.840]  耶穌基督沒有因為我們的心硬,放棄我們
[00:04:43.840 --> 00:04:48.840]  我們又怎能放棄向未信的人傳福音呢?
[00:04:48.840 --> 00:04:50.840]  傳福音是要持續地去做的
[00:04:50.840 --> 00:04:51.840]  不可以放棄的
[00:04:51.840 --> 00:04:54.840]  就好像主耶穌沒有放棄我們一樣
[00:04:54.840 --> 00:04:56.840]  耶穌基督在十字架上的愛
[00:04:56.840 --> 00:05:00.840]  今日仍然不變,並且永遠不變
[00:05:00.840 --> 00:05:02.840]  神是憐憫人的神,神是信實的神
[00:05:02.840 --> 00:05:04.840]  我深信神是守約的神
[00:05:04.840 --> 00:05:07.840]  祂必成就應許,拯救到底
[00:05:07.840 --> 00:05:11.840]  和大家分享馬太福音25:35-36
[00:05:11.840 --> 00:05:13.840]  因為我餓了,你們給我吃
[00:05:13.840 --> 00:05:15.840]  渴了,你們給我喝
[00:05:15.840 --> 00:05:17.840]  我作客裡,你們留我住
[00:05:17.840 --> 00:05:19.840]  我赤身露體,你們給我穿
[00:05:19.840 --> 00:05:21.840]  我病了,你們看顧我
[00:05:21.840 --> 00:05:23.840]  我在監裡,你們來看我
[00:05:23.840 --> 00:05:26.840]  親愛的弟兄姊妹,願我們同心同行
[00:05:26.840 --> 00:05:28.840]  在我們世上的生命裡
[00:05:28.840 --> 00:05:30.840]  真實地活出耶穌基督的愛
[00:05:30.840 --> 00:05:32.840]  吸引未得之民歸向神
[00:05:32.840 --> 00:05:35.840]  最後,我代表三福部邀請弟兄姊妹
[00:05:35.840 --> 00:05:37.840]  一起回應神給我們的大使命
[00:05:37.840 --> 00:05:40.840]  一起同心跟從主耶穌去傳揚福音
[00:05:40.840 --> 00:05:42.840]  指萬民作門徒
[00:05:42.840 --> 00:05:44.840]  願將一切榮耀重讚,歸給我們天上的父
[00:05:44.840 --> 00:05:46.840]  多謝大家
[00:05:46.840 --> 00:05:56.840]  我們多謝Alan的分享
[00:05:56.840 --> 00:06:00.840]  也為我們教會有百多對
[00:06:00.840 --> 00:06:02.840]  一對是三個人
[00:06:02.840 --> 00:06:04.840]  三福隊,我們來感恩
[00:06:04.840 --> 00:06:07.840]  繼續不斷透過傳福音
[00:06:07.840 --> 00:06:09.840]  很多人是因為這個緣故
[00:06:09.840 --> 00:06:12.840]  一個一個,後來一家一家
[00:06:12.840 --> 00:06:14.840]  就是這樣來信
[00:06:14.840 --> 00:06:16.840]  在這個世代
[00:06:16.840 --> 00:06:19.840]  很多人以為
[00:06:19.840 --> 00:06:22.840]  我們搞定自己就可以了
[00:06:22.840 --> 00:06:25.840]  你不用理會其他人
[00:06:25.840 --> 00:06:28.840]  讓我們發覺不是的
[00:06:28.840 --> 00:06:30.840]  在我的心中
[00:06:30.840 --> 00:06:33.840]  我多次記得
[00:06:33.840 --> 00:06:36.840]  那些人來找我的時候
[00:06:36.840 --> 00:06:38.840]  傷心、欲絕的
[00:06:38.840 --> 00:06:41.840]  這些家長的表情
[00:06:41.840 --> 00:06:44.840]  一對父母
[00:06:44.840 --> 00:06:47.840]  來找我跟我說
[00:06:47.840 --> 00:06:51.840]  兒子去了外國升學
[00:06:51.840 --> 00:06:54.840]  兩年後回來
[00:06:55.840 --> 00:06:58.840]  他說讀書做得很好
[00:06:58.840 --> 00:07:02.840]  本來是四年課程
[00:07:02.840 --> 00:07:05.840]  其實他兩年多,三年就已經搞定
[00:07:05.840 --> 00:07:07.840]  快要畢業了
[00:07:07.840 --> 00:07:10.840]  父母聽到非常開心
[00:07:10.840 --> 00:07:14.840]  原來過去花的代價是沒有白費的
[00:07:14.840 --> 00:07:17.840]  兒子就說
[00:07:17.840 --> 00:07:19.840]  畢業之後他就想結婚
[00:07:19.840 --> 00:07:21.840]  因為只有半年的時間
[00:07:21.840 --> 00:07:23.840]  但不想回香港
[00:07:23.840 --> 00:07:25.840]  就在美國那邊
[00:07:25.840 --> 00:07:27.840]  就預先跟父母說
[00:07:27.840 --> 00:07:28.840]  父母說
[00:07:28.840 --> 00:07:31.840]  兒子,這麼大的事
[00:07:31.840 --> 00:07:34.840]  我們不去怎樣可以呢?
[00:07:34.840 --> 00:07:38.840]  兒子說
[00:07:38.840 --> 00:07:40.840]  你們媽媽不用了
[00:07:40.840 --> 00:07:42.840]  我在那邊就可以了
[00:07:42.840 --> 00:07:43.840]  然後
[00:07:43.840 --> 00:07:47.840]  你也要帶他回來見我
[00:07:47.840 --> 00:07:50.840]  兒子說
[00:07:50.840 --> 00:07:53.840]  他跟我回來了
[00:07:53.840 --> 00:07:56.840]  回來了?
[00:07:56.840 --> 00:07:58.840]  誰啊?
[00:07:58.840 --> 00:08:01.840]  就見過你啊
[00:08:01.840 --> 00:08:04.840]  跟你吃過飯了
[00:08:04.840 --> 00:08:11.840]  父母一想起
[00:08:11.840 --> 00:08:15.840]  跟我吃過飯的是誰呢?
[00:08:15.840 --> 00:08:18.840]  是一個白種人
[00:08:18.840 --> 00:08:21.840]  男人
[00:08:21.840 --> 00:08:26.840]  比他早畢業的同學
[00:08:26.840 --> 00:08:30.840]  嚇得面無人色
[00:08:30.840 --> 00:08:34.840]  爸爸差點翻臉
[00:08:34.840 --> 00:08:39.840]  不要以為我們相信就行了
[00:08:39.840 --> 00:08:42.840]  原來我們下一代他們的不信
[00:08:42.840 --> 00:08:46.840]  是會繼續不斷影響我們
[00:08:46.840 --> 00:08:50.840]  第二個圖畫
[00:08:50.840 --> 00:08:53.840]  Form 3
[00:08:53.840 --> 00:08:55.840]  一個女兒
[00:08:55.840 --> 00:08:57.840]  家長找我的時候
[00:08:57.840 --> 00:09:01.840]  傷痛欲絕
[00:09:01.840 --> 00:09:04.840]  原因是什麼呢?
[00:09:04.840 --> 00:09:07.840]  是因為被警察抓了
[00:09:07.840 --> 00:09:10.840]  去到警局才知道女兒
[00:09:10.840 --> 00:09:15.840]  藏毒、吸毒、吃冰
[00:09:15.840 --> 00:09:21.840]  接受輔導才知道
[00:09:21.840 --> 00:09:23.840]  不是第一年
[00:09:23.840 --> 00:09:27.840]  兩年多的時間都是這樣
[00:09:27.840 --> 00:09:29.840]  帶來的結果
[00:09:29.840 --> 00:09:33.840]  令父母非常難過
[00:09:33.840 --> 00:09:35.840]  各位聽眾
[00:09:35.840 --> 00:09:37.840]  我相信如果是你的子女
[00:09:37.840 --> 00:09:40.840]  你也會非常難過
[00:09:40.840 --> 00:09:42.840]  因為吸毒的緣故
[00:09:42.840 --> 00:09:46.840]  令讀書越來越不能集中精神
[00:09:46.840 --> 00:09:50.840]  功課越來越差
[00:09:50.840 --> 00:09:52.840]  我們由個人
[00:09:52.840 --> 00:09:56.840]  到整個世界
[00:09:56.840 --> 00:09:58.840]  我發覺不是一個國家
[00:09:58.840 --> 00:10:02.840]  我們獨善其心就行
[00:10:02.840 --> 00:10:04.840]  你看看現在的美國
[00:10:04.840 --> 00:10:06.840]  搞得一鍋泡
[00:10:06.840 --> 00:10:08.840]  歐洲一鍋泡
[00:10:08.840 --> 00:10:09.840]  是因為什麼呢?
[00:10:09.840 --> 00:10:11.840]  是爛民朝
[00:10:11.840 --> 00:10:14.840]  墨西哥邊界不斷湧入
[00:10:14.840 --> 00:10:16.840]  國家不穩定的時候
[00:10:16.840 --> 00:10:21.840]  是因為敘利亞的恐怖份子
[00:10:21.840 --> 00:10:24.840]  帶來的結果是全球的人都受影響
[00:10:24.840 --> 00:10:25.840]  不是一個國家
[00:10:25.840 --> 00:10:27.840]  是全球的人
[00:10:27.840 --> 00:10:29.840]  我們發覺到今天
[00:10:29.840 --> 00:10:31.840]  你和我不傳福音的時候
[00:10:31.840 --> 00:10:33.840]  我們是有禍的
[00:10:33.840 --> 00:10:36.840]  我們家人未信主
[00:10:36.840 --> 00:10:39.840]  他們可以成為我們各方面的阻力
[00:10:39.840 --> 00:10:43.840]  成為我們天天睡不著的原因
[00:10:43.840 --> 00:10:46.840]  我們的學生如果有問題的時候
[00:10:46.840 --> 00:10:48.840]  他們隨時死給你看
[00:10:48.840 --> 00:10:50.840]  而他們跳樓的時候
[00:10:50.840 --> 00:10:54.840]  是影響著所有的教師
[00:10:54.840 --> 00:10:56.840]  學生
[00:10:56.840 --> 00:10:58.840]  整個學校的聲譽
[00:10:58.840 --> 00:11:00.840]  各位親愛的弟兄姊妹
[00:11:00.840 --> 00:11:02.840]  每次當我看到這些的時候
[00:11:02.840 --> 00:11:05.840]  我就開始考慮到我們本身教會的情形
[00:11:05.840 --> 00:11:08.840]  信二代流失率
[00:11:08.840 --> 00:11:12.840]  我幾次和教育同工的會議裡
[00:11:12.840 --> 00:11:15.840]  他們不約而同都反映
[00:11:15.840 --> 00:11:17.840]  特別是在現在
[00:11:17.840 --> 00:11:19.840]  最近這幾年裡
[00:11:19.840 --> 00:11:21.840]  特別嚴重
[00:11:21.840 --> 00:11:27.840]  流失比第一代信徒的流失率高很多
[00:11:27.840 --> 00:11:31.840]  我們接著問的問題就是為什麼
[00:11:31.840 --> 00:11:36.840]  有些目者和我們一起聊的時候
[00:11:36.840 --> 00:11:39.840]  我們看到他們是二手的信仰
[00:11:39.840 --> 00:11:43.840]  而剛剛信主第一代的信徒是一手的信仰
[00:11:43.840 --> 00:11:45.840]  是很不同的
[00:11:45.840 --> 00:11:49.840]  第二他們一直在基督教家庭長大
[00:11:49.840 --> 00:11:51.840]  他們沒有比較
[00:11:51.840 --> 00:11:52.840]  不信任那些人
[00:11:52.840 --> 00:11:55.840]  他們沒有健康的人生觀
[00:11:55.840 --> 00:11:57.840]  健康的價值觀
[00:11:57.840 --> 00:11:59.840]  他們看不到
[00:11:59.840 --> 00:12:01.840]  所以他們在自己家裡
[00:12:01.840 --> 00:12:03.840]  他們覺得這些習慣了
[00:12:03.840 --> 00:12:05.840]  但沒有分別
[00:12:05.840 --> 00:12:09.840]  所以他們就開始有另一種不同的想法
[00:12:09.840 --> 00:12:12.840]  羨慕一些信徒的生活
[00:12:12.840 --> 00:12:16.840]  是很少在第二代基督徒身上
[00:12:16.840 --> 00:12:17.840]  你會看得到的
[00:12:17.840 --> 00:12:20.840]  但羨慕那些信徒的生活
[00:12:20.840 --> 00:12:22.840]  是在第一代的學生
[00:12:22.840 --> 00:12:24.840]  第一代的我們的同事
[00:12:24.840 --> 00:12:26.840]  第一代的那些街坊
[00:12:26.840 --> 00:12:28.840]  我們看得很多
[00:12:28.840 --> 00:12:30.840]  第三個方面
[00:12:30.840 --> 00:12:34.840]  很多時候活在福中的人是不知福的
[00:12:34.840 --> 00:12:38.840]  他們不知道父母有這樣的道德標準
[00:12:38.840 --> 00:12:40.840]  是因為我們有這樣的人生觀
[00:12:40.840 --> 00:12:41.840]  這樣的價值觀
[00:12:41.840 --> 00:12:43.840]  以致在我們家裡
[00:12:43.840 --> 00:12:46.840]  我們會用這樣的方法來教導
[00:12:46.840 --> 00:12:50.840]  但今天很多第二代的信徒
[00:12:50.840 --> 00:12:53.840]  他們不覺得這些是珍貴
[00:12:53.840 --> 00:12:55.840]  還有一件事
[00:12:55.840 --> 00:12:58.840]  我們看到第一代的信徒
[00:12:58.840 --> 00:13:00.840]  為什麼他們珍惜他們的信仰呢
[00:13:00.840 --> 00:13:04.840]  就是因為和他們傳福音的人
[00:13:04.840 --> 00:13:10.840]  通常都是那些對福音熱誠的門徒
[00:13:10.840 --> 00:13:15.840]  包括他們的老師、老闆、同事、同學
[00:13:15.840 --> 00:13:17.840]  而這些人帶他們信主的時候
[00:13:17.840 --> 00:13:21.840]  他們在這些人身上看到一個好的版
[00:13:21.840 --> 00:13:22.840]  我很感恩的
[00:13:22.840 --> 00:13:25.840]  有一次我的兒子
[00:13:25.840 --> 00:13:27.840]  他一個同學
[00:13:27.840 --> 00:13:31.840]  被我兒子邀請回到我家吃飯
[00:13:31.840 --> 00:13:33.840]  吃完飯之後
[00:13:33.840 --> 00:13:35.840]  他就說「叔叔,你家裡很怪」
[00:13:35.840 --> 00:13:37.840]  「我的家很怪」
[00:13:37.840 --> 00:13:39.840]  「我的家不是這樣的」
[00:13:39.840 --> 00:13:42.840]  我問他「那你家裡是怎樣的呢?」
[00:13:42.840 --> 00:13:44.840]  他回答說「他們不會走在一起的」
[00:13:44.840 --> 00:13:46.840]  「一個人在那裡吃飯」
[00:13:46.840 --> 00:13:48.840]  「就在電視機、在這裡、在那裡」
[00:13:48.840 --> 00:13:50.840]  「全部不會坐在一起的」
[00:13:50.840 --> 00:13:52.840]  然後呢
[00:13:52.840 --> 00:13:53.840]  我就問
[00:13:53.840 --> 00:13:56.840]  「那你覺得在我們家裡吃飯好」
[00:13:56.840 --> 00:13:58.840]  「還是在你家裡吃飯好?」
[00:13:58.840 --> 00:14:02.840]  他就說「其實我很想和家人聊天」
[00:14:02.840 --> 00:14:04.840]  「但是沒得聊」
[00:14:04.840 --> 00:14:06.840]  「一句兩句就是髒話」
[00:14:06.840 --> 00:14:08.840]  「一句兩句就是髒話?」
[00:14:08.840 --> 00:14:09.840]  他說「是啊」
[00:14:09.840 --> 00:14:11.840]  「爸爸對媽媽都是髒話」
[00:14:11.840 --> 00:14:13.840]  「媽媽對兒子都是髒話」
[00:14:13.840 --> 00:14:16.840]  「嘩!這樣的氣氛」
[00:14:16.840 --> 00:14:19.840]  然後通常都是罵
[00:14:19.840 --> 00:14:20.840]  我很感恩
[00:14:20.840 --> 00:14:23.840]  這些同學後來來了教會
[00:14:23.840 --> 00:14:24.840]  順了住
[00:14:24.840 --> 00:14:26.840]  我也很難想像
[00:14:26.840 --> 00:14:28.840]  其中一個我以為是他姐姐帶他順
[00:14:28.840 --> 00:14:29.840]  原來不是
[00:14:29.840 --> 00:14:31.840]  他說是Watchmen帶我順
[00:14:31.840 --> 00:14:32.840]  我最近聽回
[00:14:32.840 --> 00:14:33.840]  我心裡想
[00:14:33.840 --> 00:14:38.840]  原來他們深深羨慕一個基督教家庭
[00:14:38.840 --> 00:14:40.840]  他們那種溝通
[00:14:40.840 --> 00:14:42.840]  他們自己互相的鼓勵
[00:14:42.840 --> 00:14:44.840]  甚至成績好不好是一回事
[00:14:44.840 --> 00:14:46.840]  但是我們是用鼓勵、正面
[00:14:46.840 --> 00:14:48.840]  以至到大家有一種動力
[00:14:48.840 --> 00:14:50.840]  我聽到這些的時候
[00:14:50.840 --> 00:14:52.840]  我心裡很感恩
[00:14:52.840 --> 00:14:54.840]  原來我們不知道的
[00:14:54.840 --> 00:14:59.840]  但是當這些人成長了之後
[00:14:59.840 --> 00:15:01.840]  特別是當我們對我們的下一代
[00:15:01.840 --> 00:15:05.840]  不只是吩咐他們
[00:15:05.840 --> 00:15:09.840]  星期日去教會上主一學
[00:15:09.840 --> 00:15:11.840]  有沒有祈禱
[00:15:11.840 --> 00:15:13.840]  不是這些
[00:15:13.840 --> 00:15:16.840]  而是訓練他們成為門徒
[00:15:16.840 --> 00:15:19.840]  我們的下一代如果是門徒
[00:15:19.840 --> 00:15:22.840]  他們就會成為其他人的祝福
[00:15:22.840 --> 00:15:24.840]  如果他們不是門徒
[00:15:24.840 --> 00:15:26.840]  只不過是一個教友
[00:15:26.840 --> 00:15:29.840]  這個教友普通話叫做教友
[00:15:29.840 --> 00:15:31.840]  什麼叫做教友
[00:15:31.840 --> 00:15:32.840]  教就來
[00:15:32.840 --> 00:15:33.840]  不教就不來
[00:15:33.840 --> 00:15:35.840]  你叫他就參加崇拜
[00:15:35.840 --> 00:15:37.840]  不叫他就不去那些
[00:15:37.840 --> 00:15:38.840]  我告訴大家
[00:15:38.840 --> 00:15:42.840]  是最容易流失的一群
[00:15:42.840 --> 00:15:46.840]  耶穌去傳福音的時候
[00:15:46.840 --> 00:15:48.840]  他不是傳福音的時候
[00:15:48.840 --> 00:15:50.840]  是叫他們成為教友
[00:15:50.840 --> 00:15:52.840]  成為教友
[00:15:52.840 --> 00:15:54.840]  或者睡覺的教
[00:15:54.840 --> 00:15:55.840]  不是
[00:15:55.840 --> 00:15:57.840]  是叫他們做什麼呢
[00:15:57.840 --> 00:15:59.840]  是吩咐他們跟隨他
[00:15:59.840 --> 00:16:01.840]  去成為他的門徒
[00:16:01.840 --> 00:16:03.840]  那些人是未信的
[00:16:03.840 --> 00:16:06.840]  彼得、約翰、雅各、安德烈
[00:16:06.840 --> 00:16:08.840]  全部未信的
[00:16:08.840 --> 00:16:10.840]  但耶穌的呼召就是
[00:16:10.840 --> 00:16:12.840]  來跟從我
[00:16:12.840 --> 00:16:14.840]  來做我的門徒
[00:16:14.840 --> 00:16:17.840]  我要叫你們得人與得魚
[00:16:17.840 --> 00:16:19.840]  換句話說
[00:16:19.840 --> 00:16:21.840]  是預先已經有一個人生的GPS
[00:16:21.840 --> 00:16:23.840]  告訴他們
[00:16:23.840 --> 00:16:25.840]  今天你來跟從我的時候
[00:16:25.840 --> 00:16:28.840]  我就是要你得著人
[00:16:28.840 --> 00:16:31.840]  就好像你去拿魚得著的魚一樣
[00:16:31.840 --> 00:16:33.840]  你來跟從我吧
[00:16:33.840 --> 00:16:35.840]  然後這些門徒
[00:16:35.840 --> 00:16:36.840]  未信的
[00:16:36.840 --> 00:16:38.840]  就撇下所有的
[00:16:38.840 --> 00:16:40.840]  他就跟從耶穌
[00:16:40.840 --> 00:16:41.840]  各位聽眾
[00:16:41.840 --> 00:16:45.840]  今天我就會和大家來分享
[00:16:45.840 --> 00:16:49.840]  耶穌基督是怎樣被猜來到這個世界
[00:16:49.840 --> 00:16:52.840]  原來他對我們的期望又是怎樣
[00:16:52.840 --> 00:16:54.840]  我們應該怎樣實踐呢
[00:16:54.840 --> 00:16:57.840]  路加福音四章十八、十九節
[00:16:57.840 --> 00:16:59.840]  兩節的聖經
[00:16:59.840 --> 00:17:02.840]  我希望和大家一起來讀一讀
[00:17:02.840 --> 00:17:04.840]  這兩節聖經
[00:17:04.840 --> 00:17:06.840]  我們一起讀
[00:17:06.840 --> 00:17:08.840]  主的靈在我身上
[00:17:08.840 --> 00:17:10.840]  因為祂用高高我
[00:17:10.840 --> 00:17:12.840]  叫我全呼音級貧窮的人
[00:17:12.840 --> 00:17:14.840]  猜顯我報告
[00:17:14.840 --> 00:17:16.840]  被擄得釋放
[00:17:16.840 --> 00:17:18.840]  乞眼的得看見
[00:17:18.840 --> 00:17:20.840]  叫那受壓制的得自由
[00:17:20.840 --> 00:17:22.840]  報告上帝月勒人的欺憐
[00:17:22.840 --> 00:17:24.840]  在這段聖經當中
[00:17:24.840 --> 00:17:28.840]  是特別引用自
[00:17:28.840 --> 00:17:31.840]  以塞瓦書61章一到二節
[00:17:31.840 --> 00:17:34.840]  和馬拉基書第三章第一節
[00:17:34.840 --> 00:17:36.840]  在那個地方來
[00:17:36.840 --> 00:17:38.840]  特別以塞瓦書這個地方
[00:17:38.840 --> 00:17:43.840]  是剛剛說完有幾件特別的事
[00:17:43.840 --> 00:17:48.840]  以塞瓦書是寫在耶穌降生前
[00:17:48.840 --> 00:17:51.840]  650年左右的時間
[00:17:51.840 --> 00:17:55.840]  而馬拉基書是記載在
[00:17:55.840 --> 00:17:58.840]  耶穌降生前起碼四百多年
[00:17:58.840 --> 00:18:01.840]  但不約而同兩卷書都說到
[00:18:01.840 --> 00:18:03.840]  耶穌來這個世界
[00:18:03.840 --> 00:18:05.840]  祂的使命
[00:18:05.840 --> 00:18:07.840]  以塞瓦書背景39章
[00:18:07.840 --> 00:18:09.840]  剛剛記載到
[00:18:09.840 --> 00:18:11.840]  希西加這個皇帝
[00:18:11.840 --> 00:18:13.840]  是因為驕傲
[00:18:13.840 --> 00:18:15.840]  是很想向人炫耀
[00:18:15.840 --> 00:18:19.840]  他們自己國家裏面那種富強
[00:18:19.840 --> 00:18:21.840]  是因為這樣
[00:18:21.840 --> 00:18:23.840]  所以巴比倫的使者
[00:18:23.840 --> 00:18:25.840]  去探望他的時候
[00:18:25.840 --> 00:18:27.840]  希西加竟然
[00:18:27.840 --> 00:18:29.840]  將他屋裏面的財寶
[00:18:29.840 --> 00:18:31.840]  家裏面的財寶
[00:18:31.840 --> 00:18:33.840]  國家的財寶
[00:18:33.840 --> 00:18:35.840]  無一保留
[00:18:35.840 --> 00:18:38.840]  來向這些巴比倫的使臣炫耀
[00:18:38.840 --> 00:18:40.840]  帶來的結果
[00:18:40.840 --> 00:18:42.840]  以塞瓦書警告他
[00:18:42.840 --> 00:18:44.840]  是因為你將這些東西
[00:18:44.840 --> 00:18:47.840]  這樣炫耀在巴比倫的使臣那裏
[00:18:47.840 --> 00:18:49.840]  他就預言
[00:18:49.840 --> 00:18:53.840]  猶大將會被巴比倫滅亡
[00:18:53.840 --> 00:18:56.840]  不單止被巴比倫滅亡
[00:18:56.840 --> 00:18:58.840]  甚至告訴他們
[00:18:58.840 --> 00:19:00.840]  你們的人
[00:19:00.840 --> 00:19:02.840]  會被擄到巴比倫的地方去
[00:19:02.840 --> 00:19:04.840]  你們的國
[00:19:04.840 --> 00:19:05.840]  是被拆毀
[00:19:05.840 --> 00:19:07.840]  聖殿會被拆毀
