
[00:00:00.000 --> 00:00:08.320]  我在中學的時候本身是讀中國文學的
[00:03:50.720 --> 00:03:53.760]  我有一位老師姓陳的
[00:03:53.760 --> 00:03:57.280]  他拍電影的時候也講解過一件事情
[00:03:57.280 --> 00:04:02.240]  他說電影 你會留意好的電影往往是一開始
[00:04:02.240 --> 00:04:06.240]  頭兩分鐘就充滿動感
[00:04:06.240 --> 00:04:10.000]  觸動人的心然後才有人會看你的戲呢
[00:04:10.000 --> 00:04:14.800]  那你就能夠做到一個成功的電影了
[00:04:14.800 --> 00:04:18.960]  我發覺如果人生真的只是為了那短短的兩分鐘
[00:04:18.960 --> 00:04:22.800]  或者你寫的文章只是開頭幾句去譁眾取眾
[00:04:22.800 --> 00:04:25.520]  去吸引其他人的想法
[00:04:25.520 --> 00:04:29.360]  就認為你自己人生不枉此過的話
[00:04:29.360 --> 00:04:33.920]  我覺得如果你做人這樣真的比較膚淺
[00:04:33.920 --> 00:04:37.200]  不過很可惜這種的思維
[00:04:37.200 --> 00:04:42.480]  在我們今天每一天的生活裡面都不斷發生著
[00:04:42.480 --> 00:04:46.080]  而且廣泛運用
[00:04:46.080 --> 00:04:51.520]  我曾經在讀書的時候做過一個教育
[00:04:51.520 --> 00:04:55.680]  就是批評廣告的設計
[00:04:55.680 --> 00:05:00.480]  開始有些問題 牧師你在大學讀什麼的
[00:05:00.480 --> 00:05:04.960]  你不是告訴我你讀環境規劃
[00:05:04.960 --> 00:05:09.760]  那你還讀什麼 我說我讀會計學的
[00:05:09.760 --> 00:05:14.080]  那為什麼你會做這樣的研究呢
[00:05:14.080 --> 00:05:17.440]  其實這些研究是在我另一個學習裡面
[00:05:17.440 --> 00:05:23.040]  就是我去讀一個市場設計的時候
[00:05:23.040 --> 00:05:27.520]  有一個課程是播放一些廣告出來的
[00:05:27.520 --> 00:05:30.960]  然後讓我們去看看這些廣告
[00:05:30.960 --> 00:05:36.480]  如何吸引觀眾在十多秒的時間內能夠將你的訊息傳遞
[00:05:36.480 --> 00:05:41.200]  原來每一個廣告
[00:05:41.200 --> 00:05:48.560]  其實最開始都是希望將你的情慾帶到最高的情況
[00:05:48.560 --> 00:05:53.040]  簡單來說就是將你的腎上腺馬上退高
[00:05:53.040 --> 00:05:55.920]  這些是科學化的說法
[00:05:55.920 --> 00:05:57.360]  所以你覺得很刺激
[00:05:57.360 --> 00:05:59.760]  不用它不行 不賣它不行
[00:05:59.760 --> 00:06:05.280]  於是乎我以為這種世俗的想法
[00:06:05.280 --> 00:06:08.720]  只能存在世界教會不會有的情況
[00:06:08.720 --> 00:06:11.600]  但是當我做了五十多年之後
[00:06:11.600 --> 00:06:15.600]  並且開始回到教會聚會的時候
[00:06:15.600 --> 00:06:22.560]  我發覺原來這種思維廣泛運用在基督教的層面裡面
[00:06:22.560 --> 00:06:25.040]  基督教不單止只是我們所指的
[00:06:25.040 --> 00:06:29.680]  浸信會 宣道會 聖公會 長老會
[00:06:29.680 --> 00:06:31.920]  不是 天主教也這樣用
[00:06:31.920 --> 00:06:36.560]  我發覺原來當我最初去到侍奉主的時候
[00:06:36.560 --> 00:06:41.680]  在教會當中我發現原來教會是很喜歡
[00:06:41.680 --> 00:06:45.520]  做到這種「與不驚人 誓不休」的做法
[00:06:45.520 --> 00:06:51.920]  教會越出位就越能夠讓人吸引進入到教會裡面
[00:06:51.920 --> 00:06:57.280]  因此在最近這一次的大疫症之後
[00:06:57.280 --> 00:07:00.400]  其實我都不知道現在是已經過了症還沒有
[00:07:00.400 --> 00:07:05.120]  我還過了才患肺炎
[00:07:06.080 --> 00:07:10.880]  在這個疫症所謂過了之後
[00:07:10.880 --> 00:07:14.880]  在多倫多的童工團契裡面
[00:07:14.880 --> 00:07:18.880]  曾經有一派的人這樣宣揚這種說法
[00:07:18.880 --> 00:07:23.040]  他說我們要重歸正軌
[00:07:23.040 --> 00:07:29.440]  於是教會停辦了三年多的大型聚會
[00:07:29.440 --> 00:07:32.960]  我們要再次搞出來
[00:07:32.960 --> 00:07:36.240]  因為不搞這些大型的聚會
[00:07:36.240 --> 00:07:39.360]  就不能夠推動到教會的成長
[00:07:39.360 --> 00:07:45.040]  當我聽見在多倫多的教會領袖這樣說的時候
[00:07:45.040 --> 00:07:47.280]  我覺得是很可惜的一件事
[00:07:47.280 --> 00:07:51.680]  這三年來上帝做的工作你們沒有一個看得清楚
[00:07:51.680 --> 00:07:56.960]  這三年來告訴我們教會所有的信徒知道
[00:07:56.960 --> 00:08:00.320]  我們的信仰不是直根於這些活動
[00:08:00.320 --> 00:08:05.440]  而是直根於我們對上帝的理解裡面
[00:08:05.440 --> 00:08:10.320]  倘若教會不搞大型聚會就不能夠推動到教會的話
[00:08:10.320 --> 00:08:14.400]  如果教會不搞大型的聚會陪靈會的話
[00:08:14.400 --> 00:08:16.640]  信徒的靈命就不會成長的話
[00:08:16.640 --> 00:08:19.600]  那我想問這些教會的信徒
[00:08:19.600 --> 00:08:24.640]  究竟是不是真正理解到上帝在這三年多裡面所要做的事情呢
[00:08:24.640 --> 00:08:33.920]  同樣道理 越大的教會就越要搞多點這些聚會
[00:08:33.920 --> 00:08:42.240]  因為藉著這些聚會這些活動能夠去刺激信徒的靈性
[00:08:42.240 --> 00:08:50.720]  或者藉此去使信徒鮮豔做一種好像真的在參與屬靈的活動裡面
[00:08:50.720 --> 00:08:52.800]  好像接近上帝多一點
[00:08:52.800 --> 00:08:59.200]  但倘若這種態度仍然存留在我們信徒的心裡的話
[00:08:59.200 --> 00:09:05.840]  我們的靈性成長究竟是真實符合聖經還是不是呢
[00:09:05.840 --> 00:09:12.640]  今天我和大家一起去看看耶穌基督的教導
[00:09:12.640 --> 00:09:15.360]  再次透過馬太福音
[00:09:15.360 --> 00:09:22.720]  我們會發現到原來耶穌在整個傳道的過程裡面
[00:09:22.720 --> 00:09:32.480]  卻和今天教會主張的這一套要譁眾取寵或者要搞大型的活動
[00:09:32.480 --> 00:09:38.080]  來渲染信徒在屬靈的路上是有份的這種思維
[00:09:38.080 --> 00:09:41.280]  卻是走向相反的看法
[00:09:41.280 --> 00:09:46.240]  耶穌的侍奉是顯得非常低調
[00:09:46.240 --> 00:09:58.800]  牧師如果是這樣說究竟是普世教會讀錯聖經還是你讀錯聖經去了解錯了耶穌的心意呢
[00:09:58.800 --> 00:10:02.880]  今天我就想和大家一起去看看這個題目
[00:10:02.880 --> 00:10:12.880]  從聖經裡面去看看我們的主是怎樣栽培他的子民的成長
[00:10:12.880 --> 00:10:16.880]  所以今天和大家一起去看的這段經文給了一個題目
[00:10:16.880 --> 00:10:25.040]  叫做主把微不足道卻促成大的影響當中的一種低調
[00:10:25.040 --> 00:10:29.200]  是怎樣幫助我們去認識我們的主
[00:10:29.200 --> 00:10:32.160]  怎樣去栽培我們每一個
[00:10:32.160 --> 00:10:37.680]  我們一起會看的經文就是今天所看的馬太福音
[00:10:37.680 --> 00:10:46.000]  第十三章的經文我們會看第31至33節的經文
[00:10:46.000 --> 00:10:49.360]  不是很長的也是大家很熟悉的經文
[00:10:49.360 --> 00:10:56.160]  不過就是因為很熟悉熟悉到地步就亂解亂演繹亂運用
[00:10:56.160 --> 00:11:00.320]  這個讓我們回到這段聖經看看他講什麼
[00:11:00.320 --> 00:11:03.120]  我們一起打開聖經一起讀一下好嗎
[00:11:03.120 --> 00:11:07.600]  從第31讀到去第33節
[00:11:07.840 --> 00:11:11.520]  他又設個比喻對他們說
[00:11:11.520 --> 00:11:18.160]  誰好像一粒芥菜種有人拿去種在田裡
[00:11:18.160 --> 00:11:21.520]  假如是百種類最少的
[00:11:21.520 --> 00:11:26.320]  等到長起來卻被割藥的菜刀打
[00:11:26.320 --> 00:11:32.400]  且成臉樹天上的飛鳥來縮在他的肢上
[00:11:32.400 --> 00:11:35.680]  他又對他們講個比喻說
[00:11:35.680 --> 00:11:42.640]  誰好像一粒芥菜種有人拿去種在田裡
[00:11:42.640 --> 00:11:45.680]  等到長起來卻被割藥的菜刀打
[00:11:45.680 --> 00:11:54.400]  很短的經文不過在這裡已經有兩個的比喻寫給我們看到
[00:11:54.400 --> 00:11:57.440]  我再重複一點點講多一點
[00:11:57.440 --> 00:12:00.960]  十三章其實是一個很獨特的結構
[00:12:00.960 --> 00:12:05.440]  在一個麥子的比喻之後
[00:12:05.440 --> 00:12:09.680]  再包含一個拜子的比喻
[00:12:09.680 --> 00:12:12.560]  或者講得更準確一點就是
[00:12:12.560 --> 00:12:15.360]  殺好種的人的比喻
[00:12:15.360 --> 00:12:24.080]  包含了一個殺好種的原主怎樣看待殺拜子的情況
[00:12:24.080 --> 00:12:30.720]  然後在過程中怎樣去解釋運用這個比喻的目的
[00:12:30.720 --> 00:12:34.000]  我之前也講過了
[00:12:34.000 --> 00:12:36.000]  是上帝一個獨特的方法
[00:12:36.000 --> 00:12:42.560]  讓你和我和上帝有一個準確無誤的交通渠道的建立
[00:12:42.560 --> 00:12:48.480]  這些經文不是講傳道有多少人信耶穌
[00:12:48.480 --> 00:12:49.680]  哪些不信耶穌
[00:12:49.680 --> 00:12:51.040]  不是講這些的
[00:12:51.040 --> 00:12:55.680]  整段的經文是講與神交通的連結是怎樣去做
[00:12:55.680 --> 00:12:59.360]  當我們了解上帝的心思之後
[00:12:59.360 --> 00:13:01.360]  我們怎樣去運作
[00:13:01.360 --> 00:13:04.480]  怎樣去掌握上帝的心思之後
[00:13:04.480 --> 00:13:05.920]  走我們的崇利明的道路
[00:13:05.920 --> 00:13:09.440]  因此來到今天我們想看這段經文
[00:13:09.440 --> 00:13:12.400]  包含在一個第二層次的裏面
[00:13:12.400 --> 00:13:18.560]  就是殺了拜子在好種子的田裡的情況
[00:13:18.560 --> 00:13:20.320]  主人的比喻
[00:13:20.320 --> 00:13:23.280]  但是在過去的日子裏面
[00:13:23.280 --> 00:13:28.160]  我們說中間應該是作為一個解釋這個比喻的運用的目的
[00:13:28.160 --> 00:13:32.640]  為什麼來到這裏有一個特別的處理呢
[00:13:32.640 --> 00:13:34.560]  我們偷看一點
[00:13:34.560 --> 00:13:37.360]  如果你是用和合本聖經的時候
[00:13:37.360 --> 00:13:41.600]  我們會發現到從24節那裏說
[00:13:41.600 --> 00:13:45.440]  拜子怎樣藏在麥子的田裡之後
[00:13:45.440 --> 00:13:47.840]  一調到34節
[00:13:47.840 --> 00:13:48.720]  我們看一下
[00:13:48.720 --> 00:13:51.120]  和合本有一個標題
[00:13:51.120 --> 00:13:54.800]  或者英語聖經都會有一個標題叫做用比喻
[00:13:54.800 --> 00:13:56.960]  The use of parables
[00:13:56.960 --> 00:13:59.760]  應該就好像前文一樣
[00:13:59.760 --> 00:14:03.920]  解釋這個殺好種子的人的比喻之後
[00:14:03.920 --> 00:14:08.160]  在第十節就解釋比喻的運用的目的
[00:14:08.160 --> 00:14:10.240]  來到這裏
[00:14:10.240 --> 00:14:14.080]  卻偏偏插入了這兩個獨特的比喻
[00:14:14.080 --> 00:14:15.920]  是耶穌特別加進去的
[00:14:15.920 --> 00:14:18.000]  我們就會有一個問題
[00:14:18.000 --> 00:14:20.480]  為什麼耶穌要加這兩個比喻進去
[00:14:20.480 --> 00:14:23.040]  才說解釋用比喻呢
[00:14:23.040 --> 00:14:24.800]  還要偷看多一點
[00:14:24.800 --> 00:14:26.640]  從第36節
[00:14:26.640 --> 00:14:28.880]  到第43節
[00:14:28.880 --> 00:14:37.600]  那裏又解釋拜子被灑在好土上的麥田當中
[00:14:37.600 --> 00:14:39.600]  主人的解釋
[00:14:39.600 --> 00:14:43.440]  所以你看到結構其實很類似前面的
[00:14:43.440 --> 00:14:47.920]  唯獨在這個解釋的部分加了這兩個比喻
[00:14:47.920 --> 00:14:50.800]  這兩個比喻其實有它的作用
[00:14:50.800 --> 00:14:54.160]  作用是什麼呢
[00:14:54.160 --> 00:14:56.240]  這就是我們今天一齊去看的
[00:14:56.240 --> 00:14:59.360]  我會分為兩個部分跟大家一起看
[00:14:59.360 --> 00:15:00.400]  第一個部分
[00:15:00.400 --> 00:15:03.840]  我們先看看這兩個比喻說了些什麼
[00:15:03.840 --> 00:15:09.200]  然後我會再說這個比喻所說的中心目的是什麼
[00:15:09.200 --> 00:15:11.520]  第一個部分
[00:15:11.520 --> 00:15:14.560]  從第31至33節整個這兩個比喻
[00:15:14.560 --> 00:15:16.000]  其實是說到
[00:15:16.000 --> 00:15:21.840]  當在一個巧妙的手下
[00:15:21.840 --> 00:15:25.360]  他可以將一些微不足道的事情
[00:15:25.360 --> 00:15:28.400]  發揮出巨大的影響力
[00:15:28.400 --> 00:15:32.160]  這兩個比喻其實就是要顯出這一點
[00:15:32.160 --> 00:15:36.880]  我們分別看看這兩個比喻說了些什麼
[00:15:36.880 --> 00:15:38.800]  首先我將這兩個比喻
[00:15:38.800 --> 00:15:43.520]  將它連結成一個我們稱之為孖山比喻
[00:15:43.520 --> 00:15:47.360]  因為這兩個比喻有同一個主題
[00:15:47.360 --> 00:15:50.640]  我們叫做Doublet
[00:15:50.640 --> 00:15:55.280]  通常比喻如果它說同一個主題
[00:15:55.280 --> 00:15:58.560]  但如果是雙方一起說
[00:15:58.560 --> 00:16:01.520]  就是說這個主題是很重要的
[00:16:01.520 --> 00:16:05.600]  這個Doublet是什麼意思呢
[00:16:05.600 --> 00:16:10.720]  就是說當一個看似微不足道的東西
[00:16:10.720 --> 00:16:11.760]  我一會兒會看的
[00:16:11.760 --> 00:16:13.680]  其實大家都知道的
[00:16:13.680 --> 00:16:15.840]  介賽種和合本的翻譯
[00:16:15.840 --> 00:16:17.840]  或者說巧
[00:16:17.840 --> 00:16:20.720]  微不足道的東西
[00:16:20.720 --> 00:16:24.640]  其實沒什麼的
[00:16:24.640 --> 00:16:28.400]  我們覺得這些是可以被小看的東西
[00:16:28.400 --> 00:16:31.840]  但當他落在一個巧手之下
[00:16:31.840 --> 00:16:32.880]  巧手是什麼呢
[00:16:32.880 --> 00:16:35.120]  A skillful person
[00:16:35.120 --> 00:16:36.640]  OK
[00:16:36.640 --> 00:16:41.360]  一個懂得他的特性的人
[00:16:41.360 --> 00:16:44.640]  他就會發揮出巨大的影響力
[00:16:44.640 --> 00:16:49.760]  這兩個比喻同時間都是說出這個主旨
[00:16:49.760 --> 00:16:51.760]  我們先看一下
[00:16:51.760 --> 00:16:58.160]  第一我們看的這個比喻叫做介賽種的比喻
[00:16:58.160 --> 00:17:02.400]  首先在聖經裡面
[00:17:02.400 --> 00:17:04.400]  我們在前文已經說過了
[00:17:04.400 --> 00:17:09.040]  聖段的33章裡面說好的種子
[00:17:09.040 --> 00:17:11.760]  都是用單數在原文裡面
[00:17:11.760 --> 00:17:13.760]  一類型
[00:17:13.760 --> 00:17:15.760]  一個的類型
[00:17:15.760 --> 00:17:17.760]  好的種子
[00:17:17.760 --> 00:17:19.760]  但是說壞的種子
[00:17:19.760 --> 00:17:21.760]  或者說不好的種子
[00:17:21.760 --> 00:17:23.760]  野草的種子
[00:17:23.760 --> 00:17:25.760]  永遠是中數的
[00:17:25.760 --> 00:17:27.760]  在上個星期我們已經看了一個主旨
[00:17:27.760 --> 00:17:33.760]  原來上帝是放我們在一個充滿敗壞的世界群體裡面
[00:17:33.760 --> 00:17:35.760]  而大家不要漏了
[00:17:35.760 --> 00:17:37.760]  這塊地是主人的
[00:17:37.760 --> 00:17:41.760]  是殺好種子的主人的地
[00:17:41.760 --> 00:17:45.760]  在上個星期我們也提過了
[00:17:45.760 --> 00:17:47.760]  其實是象徵到
[00:17:47.760 --> 00:17:49.760]  今天我們即劃在教會裡面
[00:17:49.760 --> 00:17:55.760]  你不要期望教會裡面每個人都是很淑齡的人
[00:17:55.760 --> 00:18:01.760]  可能在教會裡面不淑齡的人甚至是佔大眾
[00:18:01.760 --> 00:18:05.760]  真正了解上帝心思的人只是一個小眾
[00:18:05.760 --> 00:18:11.760]  聽出來是很嚇人的一件事
[00:18:11.760 --> 00:18:17.760]  教會裡面的人大眾不是神心意的人
[00:18:17.760 --> 00:18:21.760]  我自己就感謝主
[00:18:21.760 --> 00:18:27.760]  雖然我是一間小型教會信主
[00:18:27.760 --> 00:18:31.760]  但後來有一段成長時間
[00:18:31.760 --> 00:18:33.760]  在一間很大的教會
[00:18:33.760 --> 00:18:37.760]  在香港數一數二的大教會裡面成長
[00:18:37.760 --> 00:18:41.760]  在一個大教會裡面我就去留意
[00:18:41.760 --> 00:18:45.760]  到底是不是大家的靈性特別好呢?
[00:18:45.760 --> 00:18:51.760]  我怎樣去了解教會的靈性呢?
[00:18:51.760 --> 00:18:53.760]  其實不需要太複雜
[00:18:53.760 --> 00:18:55.760]  不需要做什麼訪問
[00:18:55.760 --> 00:18:57.760]  在崇拜的裡面
[00:18:57.760 --> 00:18:59.760]  你坐在後排的
[00:18:59.760 --> 00:19:01.760]  留意一下崇拜的情況
[00:19:01.760 --> 00:19:03.760]  你就會知道
[00:19:03.760 --> 00:19:07.760]  我記得當時在那間教會裡面
[00:19:07.760 --> 00:19:09.760]  我不喜歡坐在後排
[00:19:09.760 --> 00:19:11.760]  不過坐在後排看見
[00:19:11.760 --> 00:19:17.760]  原來大英姐妹回來的不是崇拜的
[00:19:17.760 --> 00:19:19.760]  有吃東西的
[00:19:19.760 --> 00:19:23.760]  不然我不准大英姐妹崇拜吃東西
[00:19:23.760 --> 00:19:25.760]  如果真的有需要就吃
[00:19:25.760 --> 00:19:27.760]  不過每個星期回來都吃東西的
[00:19:27.760 --> 00:19:29.760]  為什麼呢?
[00:19:29.760 --> 00:19:33.760]  有些人回來就永遠剪指甲
[00:19:33.760 --> 00:19:35.760]  平時在家裡不剪指甲的
[00:19:35.760 --> 00:19:37.760]  崇拜的時候
[00:19:37.760 --> 00:19:39.760]  牧師講道的時候就剪指甲
[00:19:39.760 --> 00:19:41.760]  你就會聽到啪啪聲
[00:19:41.760 --> 00:19:43.760]  當時師母跟我一起
[00:19:43.760 --> 00:19:45.760]  我說什麼聲音呢?
[00:19:45.760 --> 00:19:47.760]  她說剪指甲的聲音
[00:19:47.760 --> 00:19:49.760]  奇怪的啊
[00:19:49.760 --> 00:19:51.760]  為什麼教會的人會這樣
[00:19:51.760 --> 00:19:53.760]  後來我留意到
[00:19:53.760 --> 00:19:55.760]  開始有手提電話
[00:19:55.760 --> 00:19:57.760]  智能電話
[00:19:57.760 --> 00:19:59.760]  很早期的智能電話
[00:19:59.760 --> 00:20:01.760]  很貴的
[00:20:01.760 --> 00:20:03.760]  五六千塊港幣
[00:20:03.760 --> 00:20:05.760]  都有人買的
[00:20:05.760 --> 00:20:07.760]  哇
[00:20:07.760 --> 00:20:09.760]  他們每個人都有手提電話
[00:20:09.760 --> 00:20:11.760]  但你看見他們
[00:20:11.760 --> 00:20:13.760]  很勤力地在查經
[00:20:13.760 --> 00:20:15.760]  看聖經
[00:20:15.760 --> 00:20:17.760]  其實不是
[00:20:17.760 --> 00:20:19.760]  原來是在看新聞
[00:20:19.760 --> 00:20:21.760]  看電影
[00:20:21.760 --> 00:20:23.760]  各式各樣的
[00:20:23.760 --> 00:20:25.760]  總之不關崇拜的事
[00:20:25.760 --> 00:20:27.760]  是不是大就一定好呢?
[00:20:27.760 --> 00:20:29.760]  這個題目
[00:20:29.760 --> 00:20:31.760]  我已經講過很多次了
[00:20:31.760 --> 00:20:33.760]  大不一定代表好
[00:20:33.760 --> 00:20:35.760]  不過我們來看看這段成績
[00:20:35.760 --> 00:20:37.760]  聖經說
[00:20:37.760 --> 00:20:39.760]  芥菜種
[00:20:39.760 --> 00:20:41.760]  芥菜種這個翻譯
[00:20:41.760 --> 00:20:43.760]  在和合本裡面
[00:20:43.760 --> 00:20:45.760]  是很充滿誤導性的
[00:20:45.760 --> 00:20:47.760]  因為
[00:20:47.760 --> 00:20:49.760]  首先他說芥菜種
[00:20:49.760 --> 00:20:51.760]  是在
[00:20:51.760 --> 00:20:53.760]  種百種當中
[00:20:53.760 --> 00:20:55.760]  最少的一種
[00:20:55.760 --> 00:20:57.760]  不是我說的
[00:20:57.760 --> 00:20:59.760]  是耶穌說的
[00:20:59.760 --> 00:21:01.760]  如果有些專家去考究
[00:21:01.760 --> 00:21:03.760]  芥菜的種子
[00:21:03.760 --> 00:21:05.760]  就不是最小的
[00:21:05.760 --> 00:21:07.760]  種子
[00:21:07.760 --> 00:21:09.760]  聖經當然是出連錯誤
[00:21:09.760 --> 00:21:11.760]  這個就是
[00:21:11.760 --> 00:21:13.760]  我們對聖經
[00:21:13.760 --> 00:21:15.760]  聖地不理解的原因
[00:21:15.760 --> 00:21:17.760]  而去誤會耶穌說錯話
[00:21:17.760 --> 00:21:19.760]  這裡是說
[00:21:19.760 --> 00:21:21.760]  芥樹種子
[00:21:21.760 --> 00:21:23.760]  中國人
[00:21:23.760 --> 00:21:25.760]  一說芥
[00:21:25.760 --> 00:21:27.760]  就一定是芥菜
[00:21:27.760 --> 00:21:29.760]  芥其實是一種
[00:21:29.760 --> 00:21:31.760]  很大的植物
[00:21:31.760 --> 00:21:33.760]  科類
[00:21:33.760 --> 00:21:35.760]  當中有很多類
[00:21:35.760 --> 00:21:37.760]  都叫做芥
[00:21:37.760 --> 00:21:39.760]  而其中在古近東
[00:21:39.760 --> 00:21:41.760]  巴勒斯坦地區
[00:21:41.760 --> 00:21:43.760]  的芥
[00:21:43.760 --> 00:21:45.760]  是指芥樹的種子
[00:21:45.760 --> 00:21:47.760]  如果你說
[00:21:47.760 --> 00:21:49.760]  我要去
[00:21:49.760 --> 00:21:51.760]  以色列
[00:21:51.760 --> 00:21:53.760]  找一棵芥菜
[00:21:53.760 --> 00:21:55.760]  吃
[00:21:55.760 --> 00:21:57.760]  以前是困難的
[00:21:57.760 --> 00:21:59.760]  現在當然容易了
[00:21:59.760 --> 00:22:01.760]  現在有很多中國移民
[00:22:01.760 --> 00:22:03.760]  或者中國的勞工
[00:22:03.760 --> 00:22:05.760]  那些外勞
[00:22:05.760 --> 00:22:07.760]  去那裡工作
[00:22:07.760 --> 00:22:09.760]  到處都種植
[00:22:09.760 --> 00:22:11.760]  就像加拿大
[00:22:11.760 --> 00:22:13.760]  加拿大為什麼什麼菜都有
[00:22:13.760 --> 00:22:15.760]  大家知不知道
[00:22:15.760 --> 00:22:17.760]  以前哪有這麼多種菜
[00:22:17.760 --> 00:22:19.760]  又沒有芥菜
[00:22:19.760 --> 00:22:21.760]  為什麼這麼多菜
[00:22:21.760 --> 00:22:23.760]  因為很多中國大陸
[00:22:23.760 --> 00:22:25.760]  來的人
[00:22:25.760 --> 00:22:27.760]  他們在這裡種菜
[00:22:27.760 --> 00:22:29.760]  在這裡工作
[00:22:29.760 --> 00:22:31.760]  種菜
[00:22:31.760 --> 00:22:33.760]  尤其是過去
[00:22:33.760 --> 00:22:35.760]  十幾年
[00:22:35.760 --> 00:22:37.760]  為什麼這麼多人開始種菜
[00:22:37.760 --> 00:22:39.760]  大家知不知道
[00:22:39.760 --> 00:22:41.760]  特別說加拿大
[00:22:41.760 --> 00:22:43.760]  因為那些原本是被
[00:22:43.760 --> 00:22:45.760]  申請過來
[00:22:45.760 --> 00:22:47.760]  那些父母
[00:22:47.760 --> 00:22:49.760]  孫子都長大了
[00:22:49.760 --> 00:22:51.760]  沒工作了
[00:22:51.760 --> 00:22:53.760]  就去種菜
[00:22:53.760 --> 00:22:55.760]  加拿大現在很多種菜都可以吃
[00:22:55.760 --> 00:22:57.760]  這種的芥
[00:22:57.760 --> 00:22:59.760]  在這裡古近東
[00:22:59.760 --> 00:23:01.760]  不是說芥菜
[00:23:01.760 --> 00:23:03.760]  不是吃芥菜
[00:23:03.760 --> 00:23:05.760]  而是說
[00:23:05.760 --> 00:23:07.760]  芥樹的種子
[00:23:07.760 --> 00:23:09.760]  因此在這裡所說的
[00:23:09.760 --> 00:23:11.760]  耶穌所指導的
[00:23:11.760 --> 00:23:13.760]  是說芥樹的種子
[00:23:13.760 --> 00:23:15.760]  第二我們對原文聖經不理解
[00:23:15.760 --> 00:23:17.760]  耶穌在這裡說
[00:23:17.760 --> 00:23:19.760]  這原是百種類最少的
[00:23:19.760 --> 00:23:21.760]  這個翻譯
[00:23:21.760 --> 00:23:23.760]  其實是不符合
[00:23:23.760 --> 00:23:25.760]  原文希臘文的
[00:23:25.760 --> 00:23:27.760]  聖經的翻譯
