
[00:00:00.000 --> 00:00:03.600]  下星期就是我們的福音主日
[00:01:54.600 --> 00:01:58.720]  「那你覺得這個世界是怎麼來的呢?」
[00:01:58.720 --> 00:02:01.960]  「這個世界是怎麼來的呢?」
[00:02:01.960 --> 00:02:04.200]  然後他這樣回答我
[00:02:04.200 --> 00:02:06.560]  他說 說了三個字
[00:02:06.560 --> 00:02:08.560]  「爆出來」
[00:02:08.560 --> 00:02:10.160]  他說「爆出來」
[00:02:10.160 --> 00:02:12.560]  的確 原來有一個理論
[00:02:12.560 --> 00:02:14.080]  是很多人相信
[00:02:14.080 --> 00:02:16.560]  就叫做大爆炸的理論
[00:02:16.560 --> 00:02:18.120]  他覺得這個世界 這個宇宙
[00:02:18.120 --> 00:02:19.600]  在不知道多少年前
[00:02:19.600 --> 00:02:21.240]  又不知道怎麼爆發
[00:02:21.240 --> 00:02:23.880]  爆了這個世界
[00:02:23.880 --> 00:02:25.720]  當我聽到他說「爆」的時候
[00:02:25.720 --> 00:02:27.280]  我就跟他分享一個經歷
[00:02:27.280 --> 00:02:29.920]  「同學 你相信這個世界是爆出來」
[00:02:29.920 --> 00:02:32.480]  「我有一些經歷是關於爆炸的」
[00:02:32.480 --> 00:02:34.400]  我住在彩虹邨
[00:02:34.400 --> 00:02:36.320]  在九龍黃大仙那邊
[00:02:36.320 --> 00:02:37.880]  有一個很大的垃圾房
[00:02:37.880 --> 00:02:39.560]  在我們屋邨那裡
[00:02:39.560 --> 00:02:42.000]  有一天 我走過那個垃圾房
[00:02:42.000 --> 00:02:44.400]  「爆炸」
[00:02:44.400 --> 00:02:45.720]  「爆炸」當然是走
[00:02:45.720 --> 00:02:49.600]  走 爆了一大輪
[00:02:49.600 --> 00:02:51.960]  突然間最後那顆煙
[00:02:51.960 --> 00:02:54.360]  升了上來 即是爆完了
[00:02:54.360 --> 00:02:57.640]  我都比較好奇心重
[00:02:57.640 --> 00:02:58.920]  我走去看一下
[00:02:58.920 --> 00:03:00.320]  爆成怎樣
[00:03:00.320 --> 00:03:01.600]  然後
[00:03:01.600 --> 00:03:04.320]  然後就看到一隻很新的鏢
[00:03:04.320 --> 00:03:05.640]  在地上
[00:03:05.640 --> 00:03:07.640]  還是陽光曬在鏢上
[00:03:07.640 --> 00:03:10.920]  還有些反光 閃亮亮的
[00:03:10.920 --> 00:03:12.600]  然後我就很奇怪
[00:03:12.600 --> 00:03:13.320]  為什麼有隻鏢呢
[00:03:13.320 --> 00:03:15.520]  我想找個物主
[00:03:15.520 --> 00:03:18.560]  我找管理員去看一下那個
[00:03:18.560 --> 00:03:19.960]  那些叫什麼 攝錄機
[00:03:19.960 --> 00:03:21.800]  即是閉路電視去看一下
[00:03:21.800 --> 00:03:24.720]  回帶 看看爆炸的情況是怎樣
[00:03:24.720 --> 00:03:26.840]  是不是有人留下了一隻鏢
[00:03:26.840 --> 00:03:28.120]  一邊看的時候
[00:03:28.120 --> 00:03:30.480]  很驚訝
[00:03:30.480 --> 00:03:31.280]  一邊爆的時候
[00:03:31.280 --> 00:03:32.520]  那些東西爆到爛了
[00:03:32.520 --> 00:03:33.200]  一邊爆 爆了
[00:03:33.200 --> 00:03:35.240]  那些東西撞來撞去
[00:03:35.240 --> 00:03:36.480]  撞來撞去
[00:03:36.480 --> 00:03:39.080]  有一隻鏢的鏢肉跑了出來
[00:03:39.080 --> 00:03:40.880]  即是你的鏢肉跑了出來
[00:03:40.880 --> 00:03:42.640]  是啦 姐妹在看那隻
[00:03:42.640 --> 00:03:44.120]  有個鏢肉跑了出來
[00:03:44.120 --> 00:03:45.840]  然後突然間又看到
[00:03:45.840 --> 00:03:46.880]  撞來撞去
[00:03:46.880 --> 00:03:49.640]  撞到兩支針
[00:03:49.640 --> 00:03:51.200]  在鏢肉上面
[00:03:51.200 --> 00:03:55.080]  但總是要一支長針 一支短針
[00:03:55.080 --> 00:03:57.120]  突然右邊有一塊垃圾
[00:03:57.120 --> 00:03:58.640]  衝過來
[00:03:58.640 --> 00:04:00.680]  批短了其中一支針
[00:04:00.680 --> 00:04:02.520]  但鏢仍未能動
[00:04:02.520 --> 00:04:04.240]  突然這邊又有一塊垃圾
[00:04:04.240 --> 00:04:06.440]  一撞 轉了
[00:04:06.440 --> 00:04:09.120]  就上鏈了
[00:04:09.120 --> 00:04:10.760]  嘩 多驚訝
[00:04:10.760 --> 00:04:12.520]  然後我和同學說
[00:04:12.520 --> 00:04:13.800]  你知不知道
[00:04:13.800 --> 00:04:15.760]  我現在戴的那隻鏢
[00:04:15.760 --> 00:04:18.280]  就是那天爆出來
[00:04:18.280 --> 00:04:21.120]  然後我那個很有思考的理科同學
[00:04:21.120 --> 00:04:22.960]  看一看我
[00:04:22.960 --> 00:04:24.120]  然後他說
[00:04:24.120 --> 00:04:26.480]  你傻的嗎
[00:04:26.480 --> 00:04:27.520]  然後我說
[00:04:27.520 --> 00:04:28.600]  我不是傻的
[00:04:28.600 --> 00:04:30.760]  但一隻鏢這麼簡單
[00:04:30.760 --> 00:04:32.280]  你都不相信爆出來
[00:04:32.280 --> 00:04:35.920]  你相信世界是爆出來
[00:04:35.920 --> 00:04:37.280]  然後他突然間又退一退
[00:04:37.280 --> 00:04:38.960]  跟我說
[00:04:38.960 --> 00:04:41.080]  有可能
[00:04:41.080 --> 00:04:42.960]  我說 吓 有可能
[00:04:42.960 --> 00:04:45.600]  他說根據或然率
[00:04:45.600 --> 00:04:46.920]  我不懂數學
[00:04:46.920 --> 00:04:47.920]  他說根據或然率
[00:04:47.920 --> 00:04:49.640]  即是probability
[00:04:49.640 --> 00:04:51.880]  就是1後面不知幾多個0
[00:04:51.880 --> 00:04:55.880]  然後上面就1/3的機會
[00:04:55.880 --> 00:04:56.920]  嘩 跟著我說
[00:04:56.920 --> 00:04:58.600]  如果這樣都相信
[00:04:58.600 --> 00:05:00.000]  那時我突然間想
[00:05:00.000 --> 00:05:01.840]  那你是不是真的相信
[00:05:01.840 --> 00:05:05.160]  如果有一天有一隻鏢
[00:05:05.160 --> 00:05:06.200]  即是鏢
[00:05:06.200 --> 00:05:09.040]  認識另一隻鏢
[00:05:09.040 --> 00:05:11.480]  然後他們情投意合
[00:05:11.480 --> 00:05:14.120]  然後拍拖
[00:05:14.120 --> 00:05:16.040]  然後結婚
[00:05:16.040 --> 00:05:18.880]  然後就有愛情結晶品
[00:05:18.880 --> 00:05:21.360]  就有一隻baby的鏢
[00:05:21.360 --> 00:05:23.640]  然後他們悉心照顧
[00:05:23.640 --> 00:05:25.800]  又餵了最好的奶粉
[00:05:25.800 --> 00:05:27.240]  然後一直養大它
[00:05:27.240 --> 00:05:29.560]  就成為了大的鏢
[00:05:29.560 --> 00:05:31.680]  然後我說你信不信
[00:05:31.680 --> 00:05:32.600]  然後他說
[00:05:32.600 --> 00:05:34.360]  根據或然率
[00:05:34.360 --> 00:05:35.920]  有可能
[00:05:35.920 --> 00:05:37.280]  那一刻我就知道
[00:05:37.280 --> 00:05:39.600]  我跟他溝通不到
[00:05:39.600 --> 00:05:41.760]  我們全方位有一個最後的一招
[00:05:41.760 --> 00:05:43.760]  就是如果你跟他說不成
[00:05:43.760 --> 00:05:46.080]  就微笑地離去
[00:05:46.080 --> 00:05:49.040]  說同學不阻你了
[00:05:49.040 --> 00:05:50.760]  然後我一直想
[00:05:50.760 --> 00:05:53.080]  有醫生朋友告訴我
[00:05:53.080 --> 00:05:55.120]  其實一個嬰兒
[00:05:55.120 --> 00:05:57.960]  要順利地出生
[00:05:57.960 --> 00:06:00.760]  已經是一個奇蹟
[00:06:00.760 --> 00:06:04.960]  他說你最少一個醫生說要經過2000個關卡
[00:06:04.960 --> 00:06:08.040]  而其中有一點點出錯
[00:06:08.040 --> 00:06:11.600]  那個嬰兒都不可以出生
[00:06:11.600 --> 00:06:13.400]  那我就覺得
[00:06:13.400 --> 00:06:14.600]  人的創造
[00:06:14.600 --> 00:06:17.280]  人的結構是很奇妙的
[00:06:17.280 --> 00:06:19.680]  單單看我們的眼睛
[00:06:19.680 --> 00:06:22.480]  其實這個設計已經很精密
[00:06:22.480 --> 00:06:24.000]  那些很複雜的
[00:06:24.000 --> 00:06:24.800]  什麼視網膜的
[00:06:24.800 --> 00:06:25.680]  不說了
[00:06:25.680 --> 00:06:26.840]  原來只看書
[00:06:26.840 --> 00:06:32.840]  我們眼睛有多達1億3千萬個接收器
[00:06:32.840 --> 00:06:36.200]  是接收我們外面的訊息
[00:06:36.200 --> 00:06:37.680]  然後還要是倒轉
[00:06:37.680 --> 00:06:39.160]  然後又不知道我們的腦
[00:06:39.160 --> 00:06:40.520]  好像不用力氣
[00:06:40.520 --> 00:06:42.240]  就可以將影像出來
[00:06:42.240 --> 00:06:43.600]  我都還沒有空研究
[00:06:43.600 --> 00:06:47.160]  為什麼上帝要創造兩隻眼呢?
[00:06:47.160 --> 00:06:48.320]  是不是?
[00:06:48.320 --> 00:06:51.560]  一隻眼其實都應該夠的
[00:06:51.560 --> 00:06:52.640]  你研究一下
[00:06:52.640 --> 00:06:53.760]  為什麼要兩隻呢?
[00:06:53.760 --> 00:06:54.960]  這麼有趣
[00:06:54.960 --> 00:06:57.560]  沒理由幫我們整定後臂的
[00:06:57.560 --> 00:06:59.480]  所以很有趣
[00:06:59.480 --> 00:07:00.800]  有一次有個小朋友跟我說
[00:07:00.800 --> 00:07:02.400]  他說女傳道
[00:07:02.400 --> 00:07:06.400]  為什麼上帝創造我們的鼻子是兩個洞的?
[00:07:06.400 --> 00:07:08.240]  我說我都真的不知道
[00:07:08.240 --> 00:07:08.960]  一個塞了
[00:07:08.960 --> 00:07:10.600]  另一個好一點吧
[00:07:10.600 --> 00:07:13.080]  不過創造向地是很好的
[00:07:13.080 --> 00:07:14.520]  那個鼻子
[00:07:14.520 --> 00:07:15.760]  你想一下是不是?
[00:07:15.760 --> 00:07:17.920]  如果向上就大件事了
[00:07:17.920 --> 00:07:19.600]  那下雨怎麼辦?
[00:07:19.600 --> 00:07:20.200]  是不是?
[00:07:20.200 --> 00:07:21.600]  那要再弄個按鈕
[00:07:21.600 --> 00:07:23.280]  好像開篷車一樣
[00:07:23.280 --> 00:07:24.080]  一下雨一按按鈕
[00:07:24.080 --> 00:07:26.120]  然後又弄個篷出來
[00:07:26.120 --> 00:07:28.160]  所以上帝的創造很有趣
[00:07:28.160 --> 00:07:30.960]  如果你真的相信那些東西是爆出來
[00:07:30.960 --> 00:07:32.440]  唯一一個可能
[00:07:32.440 --> 00:07:33.440]  我見識不是很多
[00:07:33.440 --> 00:07:36.040]  但我只知道有一樣東西是爆完出來
[00:07:36.040 --> 00:07:37.440]  是很有秩序
[00:07:37.440 --> 00:07:38.920]  是很驚人
[00:07:38.920 --> 00:07:39.920]  就是這一樣
[00:07:40.920 --> 00:07:42.920]  煙花大家看過是不是?
[00:07:42.920 --> 00:07:46.920]  唯有煙花才可以爆得很漂亮
[00:07:46.920 --> 00:07:49.920]  2015年在香港還要爆煙花
[00:07:49.920 --> 00:07:50.920]  爆了幾個字出來
[00:07:50.920 --> 00:07:52.920]  有春天的春字
[00:07:52.920 --> 00:07:54.920]  有一隻羊的羊字
[00:07:54.920 --> 00:07:56.920]  這個是爆出來
[00:07:56.920 --> 00:07:59.920]  但能夠煙花爆到有些字那麼清晰
[00:07:59.920 --> 00:08:01.920]  有那麼美麗的圖案
[00:08:01.920 --> 00:08:03.920]  是需要後面有一班專家
[00:08:03.920 --> 00:08:05.920]  很精密去計算
[00:08:05.920 --> 00:08:07.920]  怎樣用炸藥
[00:08:07.920 --> 00:08:09.920]  很精密去計算
[00:08:09.920 --> 00:08:11.920]  風速、高度
[00:08:11.920 --> 00:08:15.920]  才去到那麼驚人的效果
[00:08:15.920 --> 00:08:19.920]  何況是那麼漂亮的世界
[00:08:19.920 --> 00:08:22.920]  其中一幅大家應該去過
[00:08:22.920 --> 00:08:24.920]  就是Banff
[00:08:24.920 --> 00:08:26.920]  Banff應該是他們說
[00:08:26.920 --> 00:08:28.920]  你每一個季節去
[00:08:28.920 --> 00:08:30.920]  都是那麼美
[00:08:30.920 --> 00:08:32.920]  我有一次去到
[00:08:32.920 --> 00:08:34.920]  拍完照給香港的朋友看
[00:08:34.920 --> 00:08:36.920]  他說你傳道你不要騙人
[00:08:36.920 --> 00:08:38.920]  你寄些明信片來幹甚麼?
[00:08:38.920 --> 00:08:41.920]  他說漂亮得很厲害
[00:08:41.920 --> 00:08:44.920]  那麼美麗的天賦世界
[00:08:44.920 --> 00:08:46.920]  真的爆出來?
[00:08:46.920 --> 00:08:48.920]  但創造者是誰呢?
[00:08:48.920 --> 00:08:50.920]  答案在哪裏呢?
[00:08:50.920 --> 00:08:52.920]  我們可以從聖經裏面看
[00:08:52.920 --> 00:08:55.920]  但可能上帝都知道這兩個問題
[00:08:55.920 --> 00:08:57.920]  是最多人問
[00:08:57.920 --> 00:08:58.920]  是最多人問
[00:08:58.920 --> 00:09:00.920]  上帝是誰?
[00:09:00.920 --> 00:09:02.920]  世界是怎樣來的?
[00:09:03.920 --> 00:09:06.920]  但其實在聖經的第一章
[00:09:06.920 --> 00:09:08.920]  第一節
[00:09:08.920 --> 00:09:12.920]  已經為我們提供了最清晰的答案
[00:09:12.920 --> 00:09:14.920]  這樣說的
[00:09:14.920 --> 00:09:18.920]  起初神創造天地
[00:09:18.920 --> 00:09:22.920]  那時的情況是地是空虛混沌
[00:09:22.920 --> 00:09:24.920]  有些英文譯作Emptiness
[00:09:24.920 --> 00:09:26.920]  是甚麼都沒有的
[00:09:26.920 --> 00:09:27.920]  淵面黑暗
[00:09:27.920 --> 00:09:30.920]  神的靈運行在水面上
[00:09:30.920 --> 00:09:34.920]  神說要有光就有了光
[00:09:34.920 --> 00:09:36.920]  原來第一天
[00:09:36.920 --> 00:09:38.920]  神說要有光就有了光
[00:09:38.920 --> 00:09:40.920]  神稱光為晝
[00:09:40.920 --> 00:09:41.920]  稱暗為夜
[00:09:41.920 --> 00:09:43.920]  有晚上有早晨
[00:09:43.920 --> 00:09:44.920]  這是第一天
[00:09:44.920 --> 00:09:46.920]  第二天發生甚麼事呢?
[00:09:46.920 --> 00:09:48.920]  神就造出空氣
[00:09:48.920 --> 00:09:50.920]  將空氣以上的水
[00:09:50.920 --> 00:09:52.920]  空氣以上的水分開了
[00:09:52.920 --> 00:09:54.920]  空氣以下的水
[00:09:54.920 --> 00:09:56.920]  是就這樣成了
[00:09:56.920 --> 00:09:58.920]  即是將水分開
[00:09:58.920 --> 00:10:02.920]  變成我們現在可以身處的這個環境
[00:10:02.920 --> 00:10:03.920]  第三天
[00:10:03.920 --> 00:10:06.920]  神說地要發出青草和結果子
[00:10:06.920 --> 00:10:08.920]  結種子的蔬菜蔬
[00:10:08.920 --> 00:10:10.920]  並結果子的樹木
[00:10:10.920 --> 00:10:12.920]  各種其類
[00:10:12.920 --> 00:10:14.920]  果子都包著核
[00:10:14.920 --> 00:10:16.920]  是就這樣成了
[00:10:16.920 --> 00:10:18.920]  第三天
[00:10:18.920 --> 00:10:20.920]  第四天
[00:10:20.920 --> 00:10:22.920]  神說天上有光體可以分晝夜
[00:10:22.920 --> 00:10:26.920]  作記號定節令日子年歲
[00:10:26.920 --> 00:10:28.920]  並要發光在天上
[00:10:28.920 --> 00:10:30.920]  普照在地上
[00:10:30.920 --> 00:10:32.920]  是就這樣成了
[00:10:32.920 --> 00:10:34.920]  第五天
[00:10:34.920 --> 00:10:40.920]  神就造出大雨和水中所滋生各樣有生命的動物
[00:10:40.920 --> 00:10:42.920]  各從其類
[00:10:42.920 --> 00:10:44.920]  又造出各樣的飛鳥
[00:10:44.920 --> 00:10:46.920]  各從其類
[00:10:46.920 --> 00:10:48.920]  神看著是好的
[00:10:48.920 --> 00:10:50.920]  神就似乎給這一切
[00:10:50.920 --> 00:10:52.920]  雪滋生繁多
[00:10:52.920 --> 00:10:54.920]  充滿海中的水
[00:10:54.920 --> 00:10:58.920]  雀鳥也要多生在地上
[00:10:58.920 --> 00:11:00.920]  第六天
[00:11:00.920 --> 00:11:02.920]  於是神造出野獸
[00:11:02.920 --> 00:11:04.920]  各從其類
[00:11:04.920 --> 00:11:06.920]  生畜各從其類
[00:11:06.920 --> 00:11:08.920]  地上一切昆蟲各從其類
[00:11:08.920 --> 00:11:10.920]  神看著是好的
[00:11:10.920 --> 00:11:12.920]  神說我們要照著我們的形象
[00:11:12.920 --> 00:11:14.920]  按著我們的樣式做人
[00:11:14.920 --> 00:11:16.920]  使他們管理海裡的魚
[00:11:16.920 --> 00:11:18.920]  空中的鳥
[00:11:18.920 --> 00:11:20.920]  地上的生畜和全地
[00:11:20.920 --> 00:11:22.920]  並地上所爬的一切昆蟲
[00:11:22.920 --> 00:11:24.920]  然後第六天
[00:11:24.920 --> 00:11:26.920]  上帝做人
[00:11:26.920 --> 00:11:28.920]  神照著自己的形象做人
[00:11:28.920 --> 00:11:30.920]  乃是照著他的形象
[00:11:30.920 --> 00:11:32.920]  做男做女
[00:11:32.920 --> 00:11:34.920]  第六天
[00:11:34.920 --> 00:11:36.920]  神就似乎給他們
[00:11:36.920 --> 00:11:38.920]  又對他們說要生養眾多遍滿地面
[00:11:38.920 --> 00:11:40.920]  治理這地也要管理海裡的魚
[00:11:40.920 --> 00:11:42.920]  空中的鳥
[00:11:42.920 --> 00:11:44.920]  和地上各樣行動的活物
[00:11:44.920 --> 00:11:46.920]  神說
[00:11:46.920 --> 00:11:48.920]  看啊
[00:11:48.920 --> 00:11:50.920]  我將遍地上的一切結果子的菜蔬
[00:11:50.920 --> 00:11:52.920]  和一切樹上所結
[00:11:52.920 --> 00:11:54.920]  有核的果子
[00:11:54.920 --> 00:11:56.920]  全賜給你們作食物
[00:11:56.920 --> 00:11:58.920]  至於地上的走獸和空中的飛鳥
[00:11:58.920 --> 00:12:00.920]  並各樣爬在地上
[00:12:00.920 --> 00:12:02.920]  有生命的物
[00:12:02.920 --> 00:12:04.920]  我將青草賜給他們作食物
[00:12:04.920 --> 00:12:06.920]  是就這樣成了
[00:12:06.920 --> 00:12:08.920]  是就這樣成了
[00:12:08.920 --> 00:12:10.920]  神是這樣創造天地
[00:12:10.920 --> 00:12:12.920]  大家可能很熟悉
[00:12:12.920 --> 00:12:14.920]  特別回到教會久了
[00:12:14.920 --> 00:12:16.920]  當我一直去描述那個情景的時候
[00:12:16.920 --> 00:12:18.920]  我不知道你的腦裡出現了什麼圖畫
[00:12:18.920 --> 00:12:20.920]  你會覺得
[00:12:20.920 --> 00:12:22.920]  上帝一直看著
[00:12:22.920 --> 00:12:24.920]  說神看著是好的
[00:12:24.920 --> 00:12:26.920]  看到很多的走獸
[00:12:26.920 --> 00:12:28.920]  很多的昆蟲
[00:12:28.920 --> 00:12:30.920]  很多的樹木
[00:12:30.920 --> 00:12:32.920]  有一些很美麗的果子
[00:12:32.920 --> 00:12:34.920]  結了出來還包著核
[00:12:34.920 --> 00:12:36.920]  上帝說
[00:12:36.920 --> 00:12:38.920]  看著是好的
[00:12:38.920 --> 00:12:40.920]  我十幾年前再看這段經文的時候
[00:12:40.920 --> 00:12:42.920]  我突然間靈機一觸
[00:12:42.920 --> 00:12:44.920]  我突然覺得
[00:12:44.920 --> 00:12:46.920]  我解決了一個很大的謎團
[00:12:46.920 --> 00:12:48.920]  什麼謎團呢
[00:12:48.920 --> 00:12:50.920]  就是很多人說
[00:12:50.920 --> 00:12:52.920]  究竟有雞先呢
[00:12:52.920 --> 00:12:54.920]  還是有蛋先呢
[00:12:54.920 --> 00:12:56.920]  你覺得呢
[00:12:56.920 --> 00:13:00.920]  我想到了
[00:13:00.920 --> 00:13:02.920]  一定有雞先
[00:13:02.920 --> 00:13:04.920]  為什麼
[00:13:04.920 --> 00:13:06.920]  如果我們相信創造論
[00:13:06.920 --> 00:13:08.920]  就是有雞先
[00:13:08.920 --> 00:13:10.920]  當上帝一直創造的時候
[00:13:10.920 --> 00:13:12.920]  他創造的飛鳥
[00:13:12.920 --> 00:13:14.920]  我猜不到全部都是蛋
[00:13:14.920 --> 00:13:16.920]  這個麻雀的蛋
[00:13:16.920 --> 00:13:18.920]  不知道麻雀是不是蛋
[00:13:18.920 --> 00:13:20.920]  總而言之這個雞蛋
[00:13:20.920 --> 00:13:22.920]  鴨蛋 鹹蛋
[00:13:22.920 --> 00:13:24.920]  都是蛋
[00:13:24.920 --> 00:13:26.920]  我想他創造獅子的時候
[00:13:26.920 --> 00:13:28.920]  他不會創造獅子的什麼
[00:13:28.920 --> 00:13:30.920]  不知道
[00:13:30.920 --> 00:13:32.920]  他創造亞當夏灣的時候
[00:13:32.920 --> 00:13:34.920]  應該是成長的一個
[00:13:34.920 --> 00:13:36.920]  他不會創造一個嬰兒躺著
[00:13:36.920 --> 00:13:38.920]  那誰餵奶呢
[00:13:38.920 --> 00:13:42.920]  上帝神看著是好的
[00:13:42.920 --> 00:13:44.920]  我深信
[00:13:44.920 --> 00:13:46.920]  全部都是製成品
[00:13:46.920 --> 00:13:48.920]  所以鳥才會在天上飛
[00:13:48.920 --> 00:13:50.920]  如果雞蛋要
[00:13:50.920 --> 00:13:52.920]  捕出來的話
[00:13:52.920 --> 00:13:54.920]  也就是說要有第一隻雞去捕第一隻蛋
[00:13:54.920 --> 00:13:56.920]  我那時候覺得自己
[00:13:56.920 --> 00:13:58.920]  解決了這個謎團
[00:13:58.920 --> 00:14:00.920]  結果就投稿去
[00:14:00.920 --> 00:14:02.920]  時代論壇
[00:14:02.920 --> 00:14:04.920]  定基督教周報
[00:14:04.920 --> 00:14:06.920]  最後登了出來
[00:14:06.920 --> 00:14:08.920]  寫著呂宇俊神學生
[00:14:08.920 --> 00:14:10.920]  我覺得我解決了這個謎團
[00:14:10.920 --> 00:14:12.920]  我才認識耶和華就是智慧的開端
[00:14:12.920 --> 00:14:16.920]  上帝創造天地
[00:14:16.920 --> 00:14:18.920]  原來是這樣的
[00:14:18.920 --> 00:14:20.920]  在第一天到第五天
[00:14:20.920 --> 00:14:22.920]  他都說神看著
[00:14:22.920 --> 00:14:24.920]  是好的
[00:14:24.920 --> 00:14:26.920]  神創造了一個很美麗的世界
[00:14:26.920 --> 00:14:28.920]  去到第六天
[00:14:28.920 --> 00:14:30.920]  他還說神看著一切所做的
[00:14:30.920 --> 00:14:32.920]  都甚好
[00:14:32.920 --> 00:14:34.920]  但這個上帝
[00:14:34.920 --> 00:14:36.920]  並不是創造完六天之後
[00:14:36.920 --> 00:14:38.920]  就停工
[00:14:38.920 --> 00:14:40.920]  什麼都不做
[00:14:40.920 --> 00:14:42.920]  他還是一個有情的上帝
[00:14:42.920 --> 00:14:44.920]  但我們可以看
[00:14:44.920 --> 00:14:46.920]  我們怎樣相信上帝創造這個世界
[00:14:46.920 --> 00:14:48.920]  原來希伯來書11章3節說
[00:14:48.920 --> 00:14:50.920]  你們因著信
[00:14:50.920 --> 00:14:52.920]  就知道諸世界
[00:14:52.920 --> 00:14:54.920]  是藉神所造成的
[00:14:54.920 --> 00:14:56.920]  這樣所看見的
[00:14:56.920 --> 00:14:58.920]  並不是從顯然之物
[00:14:58.920 --> 00:15:00.920]  造出來
[00:15:00.920 --> 00:15:02.920]  就是說早就上帝已經說了
[00:15:02.920 --> 00:15:04.920]  他是從空虛雲遁
[00:15:04.920 --> 00:15:06.920]  那裡造出來
[00:15:06.920 --> 00:15:08.920]  我們要做的一件事
[00:15:08.920 --> 00:15:12.920]  不是我們要有一個上帝去研究
[00:15:12.920 --> 00:15:14.920]  有人說得很對
[00:15:14.920 --> 00:15:16.920]  如果我們要研究上帝
[00:15:16.920 --> 00:15:18.920]  你不可能
[00:15:18.920 --> 00:15:20.920]  因為你不可以
[00:15:20.920 --> 00:15:22.920]  高到一個地方是高過上帝
[00:15:22.920 --> 00:15:24.920]  你可以去望上帝
[00:15:24.920 --> 00:15:26.920]  你也不可以去一個地方
[00:15:26.920 --> 00:15:28.920]  是低過上帝
[00:15:28.920 --> 00:15:30.920]  可以去看看上帝
[00:15:30.920 --> 00:15:32.920]  從下面去觀察
[00:15:32.920 --> 00:15:34.920]  我們要用信
[00:15:34.920 --> 00:15:36.920]  這個不知道是不是你的回應呢?
[00:15:36.920 --> 00:15:38.920]  上帝
[00:15:38.920 --> 00:15:40.920]  我相信你
[00:15:40.920 --> 00:15:42.920]  原來你要和上帝建立關係
[00:15:42.920 --> 00:15:44.920]  不是去研究完它
[00:15:44.920 --> 00:15:46.920]  哦 我知道是這樣了
[00:15:46.920 --> 00:15:48.920]  原來是從信心
[00:15:48.920 --> 00:15:50.920]  你願不願意用信心
[00:15:50.920 --> 00:15:52.920]  踏出這一步
[00:15:52.920 --> 00:15:54.920]  但這個
[00:15:54.920 --> 00:15:56.920]  剛才我說是一個有情的上帝
[00:15:56.920 --> 00:15:58.920]  耶利米蘇那章
