
[00:00:00.000 --> 00:00:08.200]  我鼓勵大家如果手上有手提電話未刪除,麻煩你們也刪除
[00:02:42.200 --> 00:02:49.200]  二十六歲,更慘的是,合夥人死亡,全部債項就落在他一個人身上
[00:02:49.200 --> 00:02:58.200]  他需要十一年才清還債項,而自己仍然一噴雨水居無定處,做一個露宿者
[00:02:58.200 --> 00:03:05.200]  二十八歲,相戀了四年的女朋友,決定不嫁給他
[00:03:05.200 --> 00:03:12.200]  因為不想和他受苦,覺得他太窮,沒用
[00:03:12.200 --> 00:03:19.200]  三十歲,他認識了另一個女生,而這個女生因為沒有人要
[00:03:19.200 --> 00:03:24.200]  而她心經常有痛,脾氣非常臭,經常罵人
[00:03:24.200 --> 00:03:29.200]  而林肯因為認識了她,不知道她很多底細,就和她結了婚
[00:03:29.200 --> 00:03:38.200]  結了婚後,很後悔,因為他經常被太太罵,婚姻非常不快樂,家裡好像地獄一樣
[00:03:38.200 --> 00:03:43.200]  三十到三十六歲,兩度競選眾議員,失敗
[00:03:43.200 --> 00:03:47.200]  三十七歲,第三度競選眾議員,成功
[00:03:47.200 --> 00:03:55.200]  但三十九歲,再出來競選,想連任,又失敗,差點弄到自己精神崩潰
[00:03:55.200 --> 00:04:01.200]  三十一歲,四歲大的兒子病逝,四十二歲,很想找工作,做良地官
[00:04:01.200 --> 00:04:05.200]  結果因為從來沒有良地官的經驗,被拒
[00:04:05.200 --> 00:04:08.200]  四十五歲,競選參議員,失敗
[00:04:08.200 --> 00:04:12.200]  四十七歲,想做美國的副總統,失敗
[00:04:12.200 --> 00:04:17.200]  四十九歲,再度競選參議員,再度失敗
[00:04:17.200 --> 00:04:21.200]  我想問一下在座的四十九歲以上的,可以舉手嗎?
[00:04:21.200 --> 00:04:26.200]  我想問一下這群年輕人,你們都還不夠四十九歲
[00:04:26.200 --> 00:04:30.200]  我想問一下你們,你們到什麼時候會放棄呢?
[00:04:30.200 --> 00:04:37.200]  如果是你們的話,是七歲,因為爸爸失業,經濟困難,要自己沒有書讀,要出來找工作
[00:04:37.200 --> 00:04:40.200]  你就不如死掉吧,那個時間死吧
[00:04:40.200 --> 00:04:45.200]  還是九歲,媽媽都死了,以致那個時候你和媽媽一起死了算了
[00:04:45.200 --> 00:04:49.200]  還是九歲到二十歲,其中三個月,你都不如死掉
[00:04:49.200 --> 00:04:54.200]  還是九歲到二十歲,其中十三次被人解僱,工作都做不完
[00:04:54.200 --> 00:04:57.200]  在那個時候,你會走掉算了,死掉算了
[00:04:57.200 --> 00:05:02.200]  還是到二十二歲,做伙計又被人解僱
[00:05:02.200 --> 00:05:06.200]  還是二十三歲合夥做生意,結果欠債累累的時候被解僱
[00:05:06.200 --> 00:05:09.200]  甚至是二十六歲,合夥人都死了
[00:05:09.200 --> 00:05:13.200]  全部債項都落在你一個人身上,你背著他那份
[00:05:13.200 --> 00:05:14.200]  在那個時候會死掉
[00:05:14.200 --> 00:05:19.200]  還是到三十歲結婚後,經常被太太指責,被人罵,發脾氣
[00:05:19.200 --> 00:05:22.200]  家庭好像地獄一樣,你就想死掉
[00:05:22.200 --> 00:05:24.200]  還是四十一歲,兒子四歲大就死掉
[00:05:24.200 --> 00:05:25.200]  那個時候會死掉
[00:05:25.200 --> 00:05:32.200]  我想問問你們有多少人,如果你是他,你中途會放棄的舉手
[00:05:32.200 --> 00:05:35.200]  如果你是他,你中途都會放棄,不會繼續的
[00:05:35.200 --> 00:05:41.200]  我不會再參選眾議員,不會再參選參議員
[00:05:41.200 --> 00:05:44.200]  不會繼續的,不會玩的,有多少人你會放棄的舉手
[00:05:44.200 --> 00:05:49.200]  會放棄的那些,相當多
[00:05:49.200 --> 00:05:54.200]  正不正常?放棄很正常
[00:05:54.200 --> 00:05:57.200]  你只看我們當中有多少人考車,考了四次都不行的那些
[00:05:57.200 --> 00:06:00.200]  如果他還繼續的,我恭喜你
[00:06:00.200 --> 00:06:04.200]  我認識有一個考九次,他仍然繼續
[00:06:04.200 --> 00:06:06.200]  我真的很羨慕他
[00:06:06.200 --> 00:06:09.200]  後來聽清楚,原來在加拿大考
[00:06:09.200 --> 00:06:14.200]  怪不得繼續,如果在香港考,你九次都繼續
[00:06:14.200 --> 00:06:16.200]  我要很欣賞這個人
[00:06:16.200 --> 00:06:19.200]  因為每次都要排期,排完又要再來
[00:06:19.200 --> 00:06:22.200]  親愛的頂姐妹,會考,我絕對相信
[00:06:22.200 --> 00:06:26.200]  如果你考五次都肥,你不會再考下去
[00:06:26.200 --> 00:06:29.200]  有很多人考兩次已經算了,我懶得考
[00:06:29.200 --> 00:06:33.200]  我們見到這個人屢次經歷這麼多的挫敗
[00:06:33.200 --> 00:06:38.200]  結果他沒有放棄,51歲
[00:06:38.200 --> 00:06:42.200]  他不再參選眾議員
[00:06:42.200 --> 00:06:47.200]  他不再去選參議員,他不再去選副總統
[00:06:47.200 --> 00:06:51.200]  他不再去申請做良地官
[00:06:51.200 --> 00:06:54.200]  他不再做這些,但他一生中沒有放棄
[00:06:54.200 --> 00:06:59.200]  他沒有放棄繼續讀書,他沒有放棄繼續自己去看書,進修
[00:06:59.200 --> 00:07:03.200]  他沒有繼續放棄去裝備自己,鞏固自己
[00:07:03.200 --> 00:07:07.200]  到51歲的時候,他出來再選,選什麼呢?
[00:07:07.200 --> 00:07:11.200]  選總統,真是膽生毛
[00:07:11.200 --> 00:07:16.200]  我很難想像有一個人不單是屢敗屢戰
[00:07:16.200 --> 00:07:20.200]  而且目標越整越高,很少
[00:07:20.200 --> 00:07:24.200]  結果51歲出來參選總統的時候
[00:07:24.200 --> 00:07:28.200]  竟然一炮成名,成為美國有史以來最受歡迎的總統
[00:07:28.200 --> 00:07:30.200]  他就是林肯總統
[00:07:30.200 --> 00:07:32.200]  各位親愛的兄弟姐妹
[00:07:32.200 --> 00:07:35.200]  當我們看到這個人物,看到他的傳記
[00:07:35.200 --> 00:07:39.200]  我心裡不由得在心裡陰沛這個人
[00:07:39.200 --> 00:07:41.200]  屢敗屢戰的那種堅忍
[00:07:41.200 --> 00:07:43.200]  但另一方面也很可惜的
[00:07:43.200 --> 00:07:47.200]  看到我們今天周圍很多很多的人中途棄女
[00:07:47.200 --> 00:07:49.200]  放棄自暴自棄
[00:07:49.200 --> 00:07:52.200]  寫上聖經有很多的偉人
[00:07:52.200 --> 00:07:54.200]  好像摩西,好像保羅那樣
[00:07:54.200 --> 00:07:56.200]  全部都是經歷過千錘百鍊
[00:07:56.200 --> 00:07:59.200]  然後才成為神合用的一個僕人
[00:07:59.200 --> 00:08:03.200]  我們怎樣才能在苦難中變得更加堅強
[00:08:03.200 --> 00:08:07.200]  變得更加成熟,更加合乎主用
[00:08:07.200 --> 00:08:09.200]  一方面我和大家分享過
[00:08:09.200 --> 00:08:13.200]  最好在苦難中不要問為什麼
[00:08:13.200 --> 00:08:16.200]  而是問一問神要我學的功課是什麼
[00:08:16.200 --> 00:08:18.200]  神給我的使命是什麼
[00:08:18.200 --> 00:08:22.200]  今天我就想和大家從另一個角度去看一看
[00:08:22.200 --> 00:08:24.200]  一個成功的秘訣
[00:08:24.200 --> 00:08:27.200]  就是苦難中,當苦難淋到我們身上的時候
[00:08:27.200 --> 00:08:29.200]  到底我們應該怎樣回應呢?
[00:08:29.200 --> 00:08:32.200]  聖經叫我們應該靜下來
[00:08:32.200 --> 00:08:34.200]  安靜下來之後
[00:08:34.200 --> 00:08:36.200]  去反省自己
[00:08:36.200 --> 00:08:41.200]  特別是去反省痛苦的根源到底在哪裡
[00:08:41.200 --> 00:08:43.200]  我們一起去看一看
[00:08:43.200 --> 00:08:45.200]  當在反省的過程當中
[00:08:45.200 --> 00:08:48.200]  彼得就列出了兩個可能的根源
[00:08:48.200 --> 00:08:51.200]  是什麼令到一個人會受苦的
[00:08:51.200 --> 00:08:56.200]  第一個根源就是自討苦吃的苦
[00:08:56.200 --> 00:09:00.200]  我們一起讀讀彼得前書的四章十五節
[00:09:00.200 --> 00:09:06.200]  你們中間卻不可有人因為殺人偷竊作惡好管閒事而受苦
[00:09:06.200 --> 00:09:08.200]  然後十八節我們一起讀
[00:09:08.200 --> 00:09:13.200]  若是二人僅僅得救,那不敬虔和犯罪的人,將有何地可站呢?
[00:09:13.200 --> 00:09:15.200]  各位親愛的聽眾朋友
[00:09:15.200 --> 00:09:18.200]  當我們仍然受困擾受苦難的時候
[00:09:18.200 --> 00:09:21.200]  聖經叫我們一方面安靜下來
[00:09:21.200 --> 00:09:22.200]  反省我們自己
[00:09:22.200 --> 00:09:25.200]  然後聖經提出在反省過程當中
[00:09:25.200 --> 00:09:28.200]  他用命令提醒我們一件事
[00:09:28.200 --> 00:09:35.200]  他說我們中間卻不可有人
[00:09:35.200 --> 00:09:38.200]  這個不可有人是一個命令
[00:09:38.200 --> 00:09:41.200]  是絕對不可以有人
[00:09:41.200 --> 00:09:45.200]  是因為殺人偷竊作惡好管閒事而受苦
[00:09:45.200 --> 00:09:47.200]  我們列出這幾樣東西
[00:09:47.200 --> 00:09:49.200]  相信只是其中一些舉例
[00:09:49.200 --> 00:09:54.200]  聖經不是提出所有自討苦吃的苦
[00:09:54.200 --> 00:09:56.200]  那些因由還未放在裡面
[00:09:56.200 --> 00:09:57.200]  他只是列出幾樣東西
[00:09:57.200 --> 00:09:59.200]  然後叫我們自己反省
[00:09:59.200 --> 00:10:02.200]  還有沒有其他那些是我們自己拿回來的呢?
[00:10:02.200 --> 00:10:07.200]  他告訴我們如果一個人因為殺人而受苦
[00:10:07.200 --> 00:10:09.200]  這是自討苦吃
[00:10:09.200 --> 00:10:13.200]  當然殺人一定是
[00:10:13.200 --> 00:10:15.200]  因為你接受法律的制裁
[00:10:15.200 --> 00:10:18.200]  而因為殺人而可能要坐牢
[00:10:18.200 --> 00:10:20.200]  甚至可能被處死
[00:10:20.200 --> 00:10:24.200]  但聖經裡面不只是說殺人的人自討苦吃
[00:10:24.200 --> 00:10:29.200]  有一種苦是因為我們憎人而自討苦吃
[00:10:29.200 --> 00:10:31.200]  約翰一書告訴我們
[00:10:31.200 --> 00:10:34.200]  凡恨弟兄的就是殺人的
[00:10:34.200 --> 00:10:38.200]  凡殺人的沒有永生存在他心裡
[00:10:38.200 --> 00:10:41.200]  我們看到原來憎人都是等於殺人
[00:10:41.200 --> 00:10:44.200]  我想問問大家有多少人曾經憎恨過人的舉手
[00:10:44.200 --> 00:10:45.200]  憎恨過人
[00:10:45.200 --> 00:10:48.200]  憎恨人是誰辛苦呢?
[00:10:48.200 --> 00:10:52.200]  有人說我是要憎恨他
[00:10:52.200 --> 00:10:54.200]  我這一生都要憎恨他
[00:10:54.200 --> 00:10:57.200]  我就跟他說為什麼你要拿苦來生呢?
[00:10:57.200 --> 00:10:59.200]  他就壞了所以我要憎恨他
[00:10:59.200 --> 00:11:01.200]  我晚上要憎恨他,日間也要憎恨他,天天都憎恨他
[00:11:01.200 --> 00:11:03.200]  有個人來到我那裡
[00:11:03.200 --> 00:11:07.200]  三十多歲,大學都讀完
[00:11:07.200 --> 00:11:09.200]  也有一份非常好的工作
[00:11:09.200 --> 00:11:11.200]  我跟他聊天的時候
[00:11:11.200 --> 00:11:13.200]  他就跟我說非常苦惱
[00:11:13.200 --> 00:11:16.200]  因為經常都覺得有人在害他
[00:11:16.200 --> 00:11:17.200]  有人在說他
[00:11:17.200 --> 00:11:19.200]  我聽完之後心裡想
[00:11:19.200 --> 00:11:24.200]  這些可能是精神上心理上的問題
[00:11:24.200 --> 00:11:27.200]  我跟著就問他能不能睡
[00:11:27.200 --> 00:11:29.200]  他就睡不著,很久都睡不著
[00:11:29.200 --> 00:11:32.200]  我就問他是不是有很多不開心的事情
[00:11:32.200 --> 00:11:34.200]  繼續不斷纏著他呢
[00:11:34.200 --> 00:11:36.200]  他就從頭到尾都說
[00:11:36.200 --> 00:11:39.200]  自小的時候他很憎恨他爸爸
[00:11:39.200 --> 00:11:41.200]  他很憎恨他媽媽
[00:11:41.200 --> 00:11:46.200]  他爸爸只會罵,只會打
[00:11:46.200 --> 00:11:48.200]  他媽媽很偏心
[00:11:48.200 --> 00:11:52.200]  只會疼妹妹,疼哥哥,不疼自己
[00:11:52.200 --> 00:11:54.200]  另一方面他讀書的時候
[00:11:54.200 --> 00:11:56.200]  他很憎恨他的同學
[00:11:56.200 --> 00:11:58.200]  因為每個人都不和他一起玩
[00:11:58.200 --> 00:12:00.200]  他很孤單,被排斥
[00:12:00.200 --> 00:12:02.200]  他憎恨他小學的同學
[00:12:02.200 --> 00:12:04.200]  他憎恨他中學的同學
[00:12:04.200 --> 00:12:06.200]  直到大學的時候
[00:12:06.200 --> 00:12:09.200]  他才開始有些空間給自己
[00:12:09.200 --> 00:12:11.200]  出來工作,在他家裡
[00:12:11.200 --> 00:12:13.200]  他是唯一一個能讀大學
[00:12:13.200 --> 00:12:16.200]  事實上他的收入比他爸爸還要多
[00:12:16.200 --> 00:12:19.200]  我問他現在你爸爸還有沒有打你呢
[00:12:19.200 --> 00:12:21.200]  他說沒有
[00:12:21.200 --> 00:12:24.200]  現在你媽媽還有沒有不喜歡你呢
[00:12:24.200 --> 00:12:26.200]  不會
[00:12:26.200 --> 00:12:29.200]  現在的小學同學還有沒有排斥你呢
[00:12:29.200 --> 00:12:31.200]  沒有機會
[00:12:31.200 --> 00:12:33.200]  中學的同學還有沒有排斥你呢
[00:12:33.200 --> 00:12:35.200]  他說也沒有機會
[00:12:35.200 --> 00:12:37.200]  接著我就問
[00:12:37.200 --> 00:12:39.200]  為什麼你現在還憎恨他們呢
[00:12:39.200 --> 00:12:41.200]  他說他改變不了
[00:12:41.200 --> 00:12:43.200]  我跟他說
[00:12:43.200 --> 00:12:45.200]  你睡不著
[00:12:45.200 --> 00:12:49.200]  你經常胡思亂想
[00:12:49.200 --> 00:12:51.200]  你經常覺得有人說你
[00:12:51.200 --> 00:12:53.200]  有人害你
[00:12:53.200 --> 00:12:55.200]  我告訴你,其實這個是你自己
[00:12:55.200 --> 00:12:58.200]  令自己很不開心
[00:12:58.200 --> 00:13:00.200]  是什麼令自己不開心呢
[00:13:00.200 --> 00:13:02.200]  最重要的就是你要放過自己
[00:13:02.200 --> 00:13:04.200]  什麼叫放過自己呢
[00:13:04.200 --> 00:13:06.200]  就是你要原諒其他人
[00:13:06.200 --> 00:13:08.200]  原諒其他人,要恕其他人
[00:13:08.200 --> 00:13:10.200]  其實就是放過自己
[00:13:10.200 --> 00:13:12.200]  聖經裡面說你們要恕人的過犯
[00:13:12.200 --> 00:13:15.200]  你們的天父也必要恕你們的過犯
[00:13:15.200 --> 00:13:17.200]  你們不要恕人的過犯
[00:13:17.200 --> 00:13:19.200]  你們的天父也必不要恕你們的過犯
[00:13:19.200 --> 00:13:22.200]  我跟他說,當我們不要恕人的時候
[00:13:22.200 --> 00:13:24.200]  其實是誰辛苦呢
[00:13:24.200 --> 00:13:26.200]  如果我們說我憎恨一個人,那個人就痛苦
[00:13:26.200 --> 00:13:28.200]  我想這個世界就很好了,天下太平了
[00:13:28.200 --> 00:13:30.200]  原因在哪裡呢
[00:13:30.200 --> 00:13:32.200]  我憎恨一個惡人
[00:13:32.200 --> 00:13:34.200]  我為了這個惡人就動員恩福三千人
[00:13:34.200 --> 00:13:36.200]  一起去憎恨他
[00:13:36.200 --> 00:13:38.200]  憎恨到他睡不著,憎恨到他痛苦
[00:13:38.200 --> 00:13:40.200]  你說這個世界是不是很好
[00:13:40.200 --> 00:13:42.200]  但聖經說沒有這回事
[00:13:42.200 --> 00:13:44.200]  我們憎恨人的時候是我們自己痛苦
[00:13:44.200 --> 00:13:46.200]  我們不要恕人的過犯
[00:13:46.200 --> 00:13:49.200]  我們的天父也必不要恕我們的過犯
[00:13:49.200 --> 00:13:50.200]  是什麼意思呢
[00:13:50.200 --> 00:13:52.200]  不是等於說我們不得救
[00:13:52.200 --> 00:13:54.200]  不是等於說我們不上天堂
[00:13:54.200 --> 00:13:56.200]  不是的,完全無關
[00:13:56.200 --> 00:13:59.200]  他說的是說,當我們憎恨一個人的時候
[00:13:59.200 --> 00:14:02.200]  是我們自己本身沒有放過自己
[00:14:02.200 --> 00:14:04.200]  是自己在咒詛自己
[00:14:04.200 --> 00:14:06.200]  是令到我們自己晚上睡不好
[00:14:06.200 --> 00:14:08.200]  是令到我們自己的精神不妥
[00:14:08.200 --> 00:14:10.200]  是令到我們經常胡思亂想
[00:14:10.200 --> 00:14:12.200]  心跳加速
[00:14:12.200 --> 00:14:14.200]  導致的結果是自己找自己笨
[00:14:14.200 --> 00:14:16.200]  自討苦吃
[00:14:16.200 --> 00:14:18.200]  第二件事他說的
[00:14:18.200 --> 00:14:20.200]  就是除了殺人是自討苦吃
[00:14:20.200 --> 00:14:22.200]  偷竊也是自討苦吃
[00:14:22.200 --> 00:14:24.200]  所謂偷竊,應該給的就不給
[00:14:24.200 --> 00:14:26.200]  這個就是自討苦吃
[00:14:26.200 --> 00:14:28.200]  應該給的不給就納稅
[00:14:28.200 --> 00:14:30.200]  應該給的就納稅
[00:14:30.200 --> 00:14:32.200]  就給稅局追
[00:14:32.200 --> 00:14:34.200]  如果追了也不給
[00:14:34.200 --> 00:14:36.200]  就好像姓白的,很多問題會產生
[00:14:36.200 --> 00:14:38.200]  另一方面
[00:14:38.200 --> 00:14:40.200]  應該給的不給
[00:14:40.200 --> 00:14:42.200]  也包括你應該給的家用也不給
[00:14:42.200 --> 00:14:44.200]  或者你應該還錢也不還
[00:14:44.200 --> 00:14:46.200]  你肯定是被人追到手
[00:14:46.200 --> 00:14:48.200]  又被人淋油,又被人撈蛇
[00:14:48.200 --> 00:14:50.200]  電話來,我告訴大家
[00:14:50.200 --> 00:14:52.200]  這些全部都是自討苦吃
[00:14:52.200 --> 00:14:54.200]  為什麼要借別人那麼多錢呢
[00:14:54.200 --> 00:14:56.200]  明知道沒有你就不要用
[00:14:56.200 --> 00:14:58.200]  既然沒有錢你就不要用
[00:14:58.200 --> 00:15:00.200]  先用未來錢
[00:15:00.200 --> 00:15:02.200]  帶來就給自己
[00:15:02.200 --> 00:15:04.200]  有很多很多的麻煩
[00:15:04.200 --> 00:15:06.200]  有個人
[00:15:06.200 --> 00:15:08.200]  他說初初真的不知道
[00:15:08.200 --> 00:15:10.200]  第一次澳門賭
[00:15:10.200 --> 00:15:12.200]  那麼多人那麼慷慨
[00:15:12.200 --> 00:15:14.200]  當我賭完沒有錢之後
[00:15:14.200 --> 00:15:16.200]  四個人走過來
[00:15:16.200 --> 00:15:18.200]  想不想啊
[00:15:18.200 --> 00:15:20.200]  不要緊啊
[00:15:20.200 --> 00:15:22.200]  借著啊
[00:15:22.200 --> 00:15:24.200]  多少錢啊,十萬都可以
[00:15:24.200 --> 00:15:26.200]  借
[00:15:26.200 --> 00:15:28.200]  很簡單,不需要去見律師
[00:15:28.200 --> 00:15:30.200]  簽了律師信,也不需要寫很多很多的東西
[00:15:30.200 --> 00:15:32.200]  也不需要用戶契給他
[00:15:32.200 --> 00:15:34.200]  也不需要什麼都不給他,就給他身份證
[00:15:34.200 --> 00:15:36.200]  抄下各方面的東西,電話,樣樣都寫下
[00:15:36.200 --> 00:15:38.200]  寫下,然後呢
[00:15:38.200 --> 00:15:40.200]  你要多少他都借給你
[00:15:40.200 --> 00:15:42.200]  不要以為那些是
[00:15:42.200 --> 00:15:44.200]  嘩,那麼容易的
[00:15:44.200 --> 00:15:46.200]  那麼方便的
[00:15:46.200 --> 00:15:48.200]  再來一局吧,有一個就是這樣
[00:15:48.200 --> 00:15:50.200]  再來一局,結果輸了
[00:15:50.200 --> 00:15:52.200]  就輸了二十萬
[00:15:52.200 --> 00:15:54.200]  一天變成四十八萬
[00:15:54.200 --> 00:15:56.200]  我沒見過那麼大的大耳窿
[00:15:56.200 --> 00:15:58.200]  這個大耳窿的大耳窿
[00:15:58.200 --> 00:16:00.200]  我就問他為什麼不報警
[00:16:00.200 --> 00:16:02.200]  報了警啊,沒用啊
[00:16:02.200 --> 00:16:04.200]  報了警也沒用啊
[00:16:04.200 --> 00:16:06.200]  警察看完之後,澳門人,不關我們事
[00:16:06.200 --> 00:16:08.200]  我們管不了的了
[00:16:08.200 --> 00:16:10.200]  你自己搞吧,他們自己搞
[00:16:10.200 --> 00:16:12.200]  各位親愛的聽眾姐妹
[00:16:12.200 --> 00:16:14.200]  我們見到在這個事上的本身
[00:16:14.200 --> 00:16:16.200]  神告訴我們切不可以偷竊
[00:16:16.200 --> 00:16:18.200]  不應該拿你就不要拿
[00:16:18.200 --> 00:16:20.200]  應該給的你就要給
[00:16:20.200 --> 00:16:22.200]  如果不應該拿的都拿
[00:16:22.200 --> 00:16:24.200]  我們自己拿虎離身
[00:16:24.200 --> 00:16:26.200]  如果遇到廉署的問題,遇到被人控告的問題
[00:16:26.200 --> 00:16:28.200]  遇到一些法律上的問題
[00:16:28.200 --> 00:16:30.200]  我們根本上就是自討苦吃
[00:16:30.200 --> 00:16:32.200]  第三類叫作惡
[00:16:32.200 --> 00:16:36.200]  這個原文叫做犯法
[00:16:36.200 --> 00:16:38.200]  commit crime
[00:16:38.200 --> 00:16:40.200]  犯法
[00:16:40.200 --> 00:16:42.200]  犯法一定是叫做自討苦吃
[00:16:42.200 --> 00:16:44.200]  有個人在鄭州
[00:16:44.200 --> 00:16:46.200]  站了半個小時
[00:16:46.200 --> 00:16:48.200]  結果拿了三張告票
[00:16:48.200 --> 00:16:50.200]  是在扔垃圾的告票
[00:16:50.200 --> 00:16:52.200]  沒想到現在中國大陸
[00:16:52.200 --> 00:16:54.200]  現在很文明
[00:16:54.200 --> 00:16:56.200]  原來很多人在抄牌
[00:16:56.200 --> 00:16:58.200]  看你有沒有拋垃圾
[00:16:58.200 --> 00:17:00.200]  我聽說現在鄭州很乾淨
[00:17:00.200 --> 00:17:02.200]  比起以前的火車站
[00:17:02.200 --> 00:17:04.200]  以前的火車站非常髒
[00:17:04.200 --> 00:17:06.200]  現在的火車站
[00:17:06.200 --> 00:17:08.200]  每個地方都很乾淨
[00:17:08.200 --> 00:17:10.200]  原因是有十幾二十個周圍巡便衣的人
[00:17:10.200 --> 00:17:12.200]  女生來的
[00:17:12.200 --> 00:17:14.200]  周圍看看誰扔垃圾
[00:17:14.200 --> 00:17:16.200]  一看就走過去給一張
[00:17:16.200 --> 00:17:18.200]  好像深圳貴一點
[00:17:18.200 --> 00:17:20.200]  香港未來可能都要
[00:17:20.200 --> 00:17:22.200]  一次五百元
[00:17:22.200 --> 00:17:24.200]  垃圾蟲
[00:17:24.200 --> 00:17:26.200]  親愛的兄弟姐妹
[00:17:26.200 --> 00:17:28.200]  我們看到這些全部都是什麼呢
[00:17:28.200 --> 00:17:30.200]  其實是我們自己拿苦來的
[00:17:30.200 --> 00:17:32.200]  如果是飛車
[00:17:32.200 --> 00:17:34.200]  拿了一張牛角巾
[00:17:34.200 --> 00:17:36.200]  這個都是自己自討苦吃
[00:17:36.200 --> 00:17:38.200]  有一類我就不明白
[00:17:38.200 --> 00:17:40.200]  殺人
[00:17:40.200 --> 00:17:42.200]  偷竊作惡
[00:17:42.200 --> 00:17:44.200]  我想很多人都很共鳴
[00:17:44.200 --> 00:17:46.200]  但後面那裡說好管閒事
[00:17:46.200 --> 00:17:48.200]  都是自討苦吃的人
[00:17:48.200 --> 00:17:50.200]  為什麼呢
[00:17:50.200 --> 00:17:52.200]  我就看原文
[00:17:52.200 --> 00:17:54.200]  由兩個希臘字組成
[00:17:54.200 --> 00:17:56.200]  一個叫
[00:17:56.200 --> 00:17:58.200]  Alotrios
[00:17:58.200 --> 00:18:00.200]  Alotrios
[00:18:00.200 --> 00:18:02.200]  這個字是Others
[00:18:02.200 --> 00:18:04.200]  或者是其他人
[00:18:04.200 --> 00:18:06.200]  是其他人
[00:18:06.200 --> 00:18:08.200]  第二個字的希臘字叫
[00:18:08.200 --> 00:18:10.200]  Episcopos
[00:18:10.200 --> 00:18:12.200]  Episcopos
[00:18:12.200 --> 00:18:14.200]  Episcopos這個字是監督
[00:18:14.200 --> 00:18:16.200]  就是說
[00:18:16.200 --> 00:18:18.200]  喜歡做人家的監督
[00:18:18.200 --> 00:18:20.200]  那些人
[00:18:20.200 --> 00:18:22.200]  什麼意思呢
[00:18:22.200 --> 00:18:24.200]  做那些管家婆
[00:18:24.200 --> 00:18:26.200]  Busy body
[00:18:26.200 --> 00:18:28.200]  總之什麼都喜歡
[00:18:28.200 --> 00:18:30.200]  去管人
[00:18:30.200 --> 00:18:32.200]  閒事那些人
[00:18:32.200 --> 00:18:34.200]  什麼叫管人閒事呢
[00:18:34.200 --> 00:18:36.200]  人家穿什麼衣服關你什麼事呢
[00:18:36.200 --> 00:18:38.200]  你又諸多批評
