
[00:00:00.000 --> 00:00:05.000]  各位大型節目的各位朋友你們好
[00:03:29.000 --> 00:03:35.000]  在這次聚首帶給我們無限辛酸的回憶
[00:03:35.000 --> 00:03:40.000]  到了2000年小孩子長大了
[00:03:40.000 --> 00:03:46.000]  我和我太太決定離開三藩市回到香港的教會侍奉
[00:03:46.000 --> 00:03:50.000]  臨別的時候女兒來送別
[00:03:50.000 --> 00:03:53.000]  彼此擁抱流出眼淚
[00:03:53.000 --> 00:03:58.000]  人有悲歡離合 此事古難出
[00:03:58.000 --> 00:04:04.000]  我們的兒女離開了三藩市的家
[00:04:04.000 --> 00:04:09.000]  離開了三藩市的教會回到香港
[00:04:09.000 --> 00:04:12.000]  有13年之久
[00:04:12.000 --> 00:04:16.000]  到了2013年我們退休了
[00:04:16.000 --> 00:04:21.000]  回到美國三藩市定居
[00:04:21.000 --> 00:04:27.000]  去看著剛剛失去了母親的兩個孫子
[00:04:27.000 --> 00:04:33.000]  就一直留在三藩市直到現在
[00:04:33.000 --> 00:04:36.000]  想起來時間過得很快
[00:04:36.000 --> 00:04:39.000]  不僅是家庭的轉變
[00:04:39.000 --> 00:04:42.000]  我的面貌和身材也有改變
[00:04:42.000 --> 00:04:44.000]  難怪有些弟兄姐妹來到我家
[00:04:44.000 --> 00:04:47.000]  總喜歡對著我的結婚照
[00:04:47.000 --> 00:04:50.000]  問一個非常尷尬的問題
[00:04:50.000 --> 00:04:55.000]  站在Doris旁邊的年輕英俊小生是誰
[00:04:55.000 --> 00:04:58.000]  我只有一笑置之
[00:04:58.000 --> 00:05:00.000]  人生就像打了個回合
[00:05:00.000 --> 00:05:04.000]  想起三國演義的首詩很有意思
[00:05:04.000 --> 00:05:07.000]  滾滾灼江東逝水
[00:05:07.000 --> 00:05:09.000]  浪花途盡英雄
[00:05:09.000 --> 00:05:12.000]  是非成敗轉成空
[00:05:12.000 --> 00:05:14.000]  江山依舊在
[00:05:14.000 --> 00:05:16.000]  幾度夕陽寒
[00:05:16.000 --> 00:05:18.000]  白髮如潮江島上
[00:05:18.000 --> 00:05:21.000]  幻寒秋月春風
[00:05:21.000 --> 00:05:23.000]  一壺燭酒喜相逢
[00:05:23.000 --> 00:05:28.000]  古今多少事盡在笑談中
[00:05:28.000 --> 00:05:30.000]  我又不是英雄
[00:05:30.000 --> 00:05:33.000]  更枉論成敗得失
[00:05:33.000 --> 00:05:36.000]  但環越太平洋這好幾次
[00:05:36.000 --> 00:05:39.000]  眼看幾度夕陽紅
[00:05:39.000 --> 00:05:41.000]  想想往事
[00:05:41.000 --> 00:05:44.000]  人生就像打了個回合一樣
[00:05:44.000 --> 00:05:47.000]  所以當我回到美國退休的時候
[00:05:47.000 --> 00:05:52.000]  我決定將我過去70年來的經歷
[00:05:52.000 --> 00:05:55.000]  看到國家的轉變
[00:05:55.000 --> 00:05:57.000]  世界的轉變
[00:05:57.000 --> 00:05:59.000]  社會的轉變
[00:05:59.000 --> 00:06:01.000]  去問一問
[00:06:01.000 --> 00:06:04.000]  究竟人生是為了什麼呢?
[00:06:04.000 --> 00:06:07.000]  人生就像打了個回合一樣
[00:06:07.000 --> 00:06:10.000]  為誰辛苦為誰忙
[00:06:10.000 --> 00:06:13.000]  心中難免有唏噓之感
[00:06:13.000 --> 00:06:16.000]  在寫這本書的時候
[00:06:16.000 --> 00:06:20.000]  有時心裡有很大的激動
[00:06:20.000 --> 00:06:22.000]  不能寫下去
[00:06:22.000 --> 00:06:23.000]  要放下幾天
[00:06:23.000 --> 00:06:26.000]  然後才可以寫下去
[00:06:26.000 --> 00:06:29.000]  人生就像打了個回合一樣
[00:06:29.000 --> 00:06:31.000]  沈沈秘秘
[00:06:31.000 --> 00:06:33.000]  冷冷清清
[00:06:33.000 --> 00:06:35.000]  淒淒慘慘戚戚
[00:06:35.000 --> 00:06:37.000]  沈沈秘秘是為了什麼呢?
[00:06:37.000 --> 00:06:39.000]  中國人就會說
[00:06:39.000 --> 00:06:41.000]  找兩餐 找吃的
[00:06:41.000 --> 00:06:43.000]  為求溫飽
[00:06:43.000 --> 00:06:45.000]  難道做人就是為了吃?
[00:06:45.000 --> 00:06:47.000]  昔日有個故事
[00:06:47.000 --> 00:06:49.000]  有個老人家
[00:06:49.000 --> 00:06:53.000]  拿著燈籠在鬧市裡穿插
[00:06:53.000 --> 00:06:57.000]  在民民行人中孤獨蕩悠著
[00:06:57.000 --> 00:06:59.000]  凝聚著喃喃自語
[00:06:59.000 --> 00:07:01.000]  在問我要找人啊
[00:07:01.000 --> 00:07:03.000]  我要找人啊
[00:07:03.000 --> 00:07:05.000]  有沒有人啊
[00:07:05.000 --> 00:07:07.000]  多麼荒謬的言詞
[00:07:07.000 --> 00:07:11.000]  在光天化日之下拿著燈籠
[00:07:11.000 --> 00:07:15.000]  這足以證明這個人好像有點痴呆
[00:07:15.000 --> 00:07:17.000]  在熙來仰望的人民中
[00:07:17.000 --> 00:07:19.000]  他說我要找人?
[00:07:19.000 --> 00:07:22.000]  去四周 豈不是人呢?
[00:07:22.000 --> 00:07:26.000]  在市中心人人都說他是瘋人
[00:07:26.000 --> 00:07:28.000]  他是不是真的瘋了呢?
[00:07:28.000 --> 00:07:32.000]  他一進來 光明確實的拿著燈籠
[00:07:32.000 --> 00:07:38.000]  原來他表示這個世界是很黑暗的
[00:07:38.000 --> 00:07:40.000]  在這個世界人雖然很多
[00:07:40.000 --> 00:07:42.000]  但雲雲眾生
[00:07:42.000 --> 00:07:44.000]  誰才是我的知己
[00:07:44.000 --> 00:07:48.000]  誰才能夠聽我說
[00:07:48.000 --> 00:07:54.000]  辛酸之苦快樂的緣由呢?
[00:07:54.000 --> 00:07:56.000]  雖然找了兩餐
[00:07:56.000 --> 00:07:58.000]  但做人怎知兩餐那麼簡單
[00:07:58.000 --> 00:08:01.000]  耶穌說人會在不是單靠食物
[00:08:01.000 --> 00:08:03.000]  乃是靠神考慮一切的話
[00:08:03.000 --> 00:08:05.000]  人飢渴
[00:08:05.000 --> 00:08:09.000]  是不是真的食物就能夠得到飽足呢?
[00:08:09.000 --> 00:08:13.000]  沒多久他又會再飢餓
[00:08:13.000 --> 00:08:18.000]  是不是人只是為了這些去擔憂
[00:08:18.000 --> 00:08:21.000]  去掙扎
[00:08:21.000 --> 00:08:24.000]  耶穌說人會在不是單靠食物
[00:08:24.000 --> 00:08:27.000]  乃是靠神考慮一切的話
[00:08:27.000 --> 00:08:29.000]  在約翰福音中
[00:08:29.000 --> 00:08:31.000]  耶穌行完這些神跡之後
[00:08:31.000 --> 00:08:33.000]  那些人就去找他
[00:08:33.000 --> 00:08:35.000]  找他不是尋求什麼
[00:08:35.000 --> 00:08:38.000]  而是尋求吃的
[00:08:38.000 --> 00:08:40.000]  他們所看到的
[00:08:40.000 --> 00:08:41.000]  他們所見到的
[00:08:41.000 --> 00:08:42.000]  他們所摸到的
[00:08:42.000 --> 00:08:44.000]  那些才是實際
[00:08:44.000 --> 00:08:48.000]  吃的那些落肚的食物才是實際的
[00:08:48.000 --> 00:08:50.000]  但耶穌對他們說
[00:08:50.000 --> 00:08:52.000]  不要為那些毀壞的食物努力
[00:08:52.000 --> 00:08:57.000]  要為那些傳到永生的食物努力
[00:08:57.000 --> 00:08:58.000]  耶穌說
[00:08:58.000 --> 00:09:00.000]  我就是生命的糧
[00:09:00.000 --> 00:09:05.000]  在人生里有什麼可以給我們真正的飽足呢?
[00:09:05.000 --> 00:09:08.000]  是不是如此呢?
[00:09:08.000 --> 00:09:10.000]  怨惡呢?
[00:09:10.000 --> 00:09:12.000]  不飽的食物呢?
[00:09:12.000 --> 00:09:14.000]  沒多久
[00:09:14.000 --> 00:09:17.000]  你又會再肚餓
[00:09:17.000 --> 00:09:20.000]  那些不是真的給你真正的飽足
[00:09:20.000 --> 00:09:22.000]  真正的飽足是什麼呢?
[00:09:22.000 --> 00:09:24.000]  耶穌說我就是生命的糧
[00:09:24.000 --> 00:09:26.000]  或者我們來看看這段聖經
[00:09:26.000 --> 00:09:31.000]  究竟人生是找些什麼呢?
[00:09:31.000 --> 00:09:34.000]  首先我們看看22至24字
[00:09:34.000 --> 00:09:38.000]  我叫吃過番塵尾
[00:09:38.000 --> 00:09:41.000]  我提過耶穌用五餅二魚
[00:09:41.000 --> 00:09:43.000]  餵飽了五千個男人
[00:09:43.000 --> 00:09:45.000]  其實誰知道只是五千人
[00:09:45.000 --> 00:09:47.000]  還有些女人和小孩子
[00:09:47.000 --> 00:09:49.000]  分分鐘有超過一萬人
[00:09:49.000 --> 00:09:51.000]  第十五字就告訴你
[00:09:51.000 --> 00:09:54.000]  耶穌既知道眾人要來強迫他作王
[00:09:54.000 --> 00:09:57.000]  就獨自退到山上去了
[00:09:57.000 --> 00:10:00.000]  然後他又去到加伯隆會的門徒
[00:10:00.000 --> 00:10:03.000]  24字就說那些眾人的情況
[00:10:03.000 --> 00:10:05.000]  第二天站在那海邊的眾人
[00:10:05.000 --> 00:10:07.000]  知道那裡沒有別的船
[00:10:07.000 --> 00:10:09.000]  只有一隻小船
[00:10:09.000 --> 00:10:12.000]  又知道耶穌沒有和他的門徒上船
[00:10:12.000 --> 00:10:14.000]  乃是門徒自己去的
[00:10:14.000 --> 00:10:18.000]  然而有幾只小船從提比利亞來
[00:10:18.000 --> 00:10:20.000]  靠著主祝福下
[00:10:20.000 --> 00:10:23.000]  分餅給眾人吃的地方
[00:10:23.000 --> 00:10:26.000]  最後見到耶穌和門徒不都在那裡
[00:10:26.000 --> 00:10:30.000]  就上了船往加伯隆去找耶穌
[00:10:30.000 --> 00:10:33.000]  我們看看那些猶太人
[00:10:33.000 --> 00:10:36.000]  那些猶太人在五餅二魚的神經裡面
[00:10:36.000 --> 00:10:38.000]  吃飽了
[00:10:38.000 --> 00:10:40.000]  於是他們就繼續來找耶穌
[00:10:40.000 --> 00:10:42.000]  第二天再來找耶穌
[00:10:42.000 --> 00:10:45.000]  發覺到耶穌不在那裡
[00:10:45.000 --> 00:10:48.000]  就見到湖上有一隻小船
[00:10:48.000 --> 00:10:52.000]  他們又見到耶穌沒有和門徒上船
[00:10:52.000 --> 00:10:54.000]  只有門徒自己去
[00:10:54.000 --> 00:10:56.000]  所以聖經裡面說
[00:10:56.000 --> 00:10:58.000]  耶穌一定還在附近
[00:10:58.000 --> 00:11:01.000]  因為耶穌沒有坐船跟著門徒走
[00:11:01.000 --> 00:11:04.000]  於是他們就留在那裡等待耶穌
[00:11:04.000 --> 00:11:06.000]  等了一整晚都不見人
[00:11:06.000 --> 00:11:07.000]  到了第二天
[00:11:07.000 --> 00:11:10.000]  等了一段時間都不見耶穌
[00:11:10.000 --> 00:11:12.000]  他們就體驗到
[00:11:12.000 --> 00:11:14.000]  耶穌真的不會回來了
[00:11:14.000 --> 00:11:15.000]  祂已經離開了
[00:11:15.000 --> 00:11:17.000]  就在這個時候
[00:11:17.000 --> 00:11:19.000]  他們見到有幾只小船來到
[00:11:19.000 --> 00:11:24.000]  在晚上在提比利亞海被大風吹洗出來
[00:11:24.000 --> 00:11:29.000]  於是他們就上了船去加伯隆找耶穌
[00:11:29.000 --> 00:11:31.000]  無可否認
[00:11:31.000 --> 00:11:34.000]  這些人來找耶穌真的很熱心
[00:11:34.000 --> 00:11:36.000]  他們等了很久
[00:11:36.000 --> 00:11:38.000]  又坐船去加伯隆
[00:11:38.000 --> 00:11:40.000]  我相信他們都要付船費
[00:11:40.000 --> 00:11:42.000]  沒理由免費送去
[00:11:42.000 --> 00:11:45.000]  為什麼這群人這麼熱心
[00:11:45.000 --> 00:11:47.000]  我相信他們的熱心程度
[00:11:47.000 --> 00:11:50.000]  比現代的信徒更加厲害
[00:11:50.000 --> 00:11:52.000]  當時交通不便
[00:11:52.000 --> 00:11:53.000]  天氣不好
[00:11:53.000 --> 00:11:56.000]  而且又不肯定耶穌會不會在那裡
[00:11:56.000 --> 00:11:59.000]  他們仍然死追
[00:11:59.000 --> 00:12:02.000]  事實上我們看今天教會出席表
[00:12:02.000 --> 00:12:04.000]  就算交通好
[00:12:04.000 --> 00:12:06.000]  天氣好
[00:12:06.000 --> 00:12:09.000]  出席耶穌也會受影響
[00:12:09.000 --> 00:12:13.000]  似乎現今的信徒比起五餅二魚
[00:12:13.000 --> 00:12:15.000]  找耶穌這群人
[00:12:15.000 --> 00:12:17.000]  沒有這麼熱心
[00:12:17.000 --> 00:12:21.000]  為什麼他們這麼熱心來找耶穌呢
[00:12:21.000 --> 00:12:26.000]  是不是因為尋求上帝賜給他們的道和啓示呢
[00:12:26.000 --> 00:12:27.000]  聽耶穌說到
[00:12:27.000 --> 00:12:29.000]  菲亞曾經告訴他們
[00:12:29.000 --> 00:12:31.000]  有兩個原因
[00:12:31.000 --> 00:12:33.000]  是催死這群人去等耶穌
[00:12:33.000 --> 00:12:35.000]  去找耶穌
[00:12:35.000 --> 00:12:37.000]  甚至出盡所存
[00:12:37.000 --> 00:12:39.000]  去加帕隆找耶穌
[00:12:39.000 --> 00:12:41.000]  第一個就是26節所講
[00:12:41.000 --> 00:12:42.000]  耶穌回答說
[00:12:42.000 --> 00:12:44.000]  我實實在在地告訴你們
[00:12:44.000 --> 00:12:47.000]  你們找我並不是因為見了神跡
[00:12:47.000 --> 00:12:50.000]  乃是因為吃餅得飽
[00:12:50.000 --> 00:12:52.000]  他們吃過番茄味嗎
[00:12:52.000 --> 00:12:53.000]  沒錯
[00:12:53.000 --> 00:12:55.000]  他們看到神跡
[00:12:55.000 --> 00:12:57.000]  但看神跡
[00:12:57.000 --> 00:12:58.000]  對他們沒有什麼影響
[00:12:58.000 --> 00:13:00.000]  神跡永遠不會
[00:13:00.000 --> 00:13:02.000]  造出信心來
[00:13:02.000 --> 00:13:04.000]  看了神跡之後
[00:13:04.000 --> 00:13:06.000]  他們一樣沒有轉變
[00:13:06.000 --> 00:13:09.000]  於是他們就會繼續來
[00:13:09.000 --> 00:13:12.000]  這次來不是看神跡
[00:13:12.000 --> 00:13:14.000]  因為看神跡對他們沒有什麼意思
[00:13:14.000 --> 00:13:19.000]  但是他們在為了口福
[00:13:19.000 --> 00:13:24.000]  看神跡已經不是一個很好的動機
[00:13:24.000 --> 00:13:26.000]  現在為了口福
[00:13:26.000 --> 00:13:28.000]  一個免費餐
[00:13:28.000 --> 00:13:30.000]  這麼容易收
[00:13:30.000 --> 00:13:32.000]  是不是聰明呢
[00:13:32.000 --> 00:13:34.000]  事實上我們看看
[00:13:34.000 --> 00:13:36.000]  今天何嘗不是
[00:13:36.000 --> 00:13:38.000]  我不是說很多弟兄姊妹來教會
[00:13:38.000 --> 00:13:40.000]  就是為了吃兩餐
[00:13:40.000 --> 00:13:42.000]  在我們人生里
[00:13:42.000 --> 00:13:44.000]  我們什麼都是拿錢
[00:13:44.000 --> 00:13:46.000]  食物物質掛帥
[00:13:46.000 --> 00:13:50.000]  我們看那些是最重要
[00:13:50.000 --> 00:13:52.000]  所以叫人
[00:13:52.000 --> 00:13:54.000]  有空就去教會
[00:13:54.000 --> 00:13:56.000]  我叫信徒示威
[00:13:56.000 --> 00:13:58.000]  有空就去教會
[00:13:58.000 --> 00:14:00.000]  就是說這些是有空才做
[00:14:00.000 --> 00:14:02.000]  不是最重要的
[00:14:02.000 --> 00:14:04.000]  重要的就是賺錢
[00:14:04.000 --> 00:14:06.000]  這是第一個原因
[00:14:06.000 --> 00:14:08.000]  第二個原因是第十五節
[00:14:08.000 --> 00:14:12.000]  耶穌既知道眾人要來強迫他作王
[00:14:12.000 --> 00:14:14.000]  他們想捧耶穌出來做王
[00:14:14.000 --> 00:14:16.000]  做他們的政治領袖
[00:14:16.000 --> 00:14:18.000]  作為他們的跟隨者
[00:14:18.000 --> 00:14:20.000]  當然是有利益的
[00:14:20.000 --> 00:14:22.000]  權利益
[00:14:22.000 --> 00:14:24.000]  原來他們是為了食
[00:14:24.000 --> 00:14:26.000]  為了名
[00:14:26.000 --> 00:14:28.000]  為了權
[00:14:28.000 --> 00:14:30.000]  為了利益
[00:14:30.000 --> 00:14:32.000]  不惜去等不惜去追不惜去找
[00:14:32.000 --> 00:14:34.000]  但有時候我們都會問
[00:14:34.000 --> 00:14:36.000]  這樣去捧是什麼意思呢
[00:14:36.000 --> 00:14:38.000]  我們今天很多人都是這樣
[00:14:38.000 --> 00:14:40.000]  當我們叫人去靈修
[00:14:40.000 --> 00:14:42.000]  去讀聖經
[00:14:42.000 --> 00:14:44.000]  去祈禱去侍奉的時候
[00:14:44.000 --> 00:14:46.000]  不是那麼熱心
[00:14:46.000 --> 00:14:48.000]  但為了他們的事業
[00:14:48.000 --> 00:14:50.000]  為了爬上去
[00:14:50.000 --> 00:14:52.000]  一天24小時都可以
[00:14:52.000 --> 00:14:54.000]  茶飯不思
[00:14:54.000 --> 00:14:56.000]  只是記住做工
[00:14:56.000 --> 00:14:58.000]  爬上去
[00:14:58.000 --> 00:15:00.000]  靈修回教會
[00:15:00.000 --> 00:15:02.000]  這些不是最重要的
[00:15:02.000 --> 00:15:04.000]  那大前提就是賺錢
[00:15:04.000 --> 00:15:06.000]  賺錢
[00:15:06.000 --> 00:15:08.000]  賺錢
[00:15:08.000 --> 00:15:10.000]  賺錢
[00:15:10.000 --> 00:15:12.000]  賺錢
[00:15:12.000 --> 00:15:14.000]  賺錢
[00:15:14.000 --> 00:15:16.000]  究竟我們這樣去拼
[00:15:16.000 --> 00:15:18.000]  值不值得
[00:15:18.000 --> 00:15:20.000]  為什麼我們不去追求
[00:15:20.000 --> 00:15:22.000]  有永恆價值的東西
[00:15:22.000 --> 00:15:24.000]  而追求一些花餅
[00:15:24.000 --> 00:15:26.000]  所以我們就去到
[00:15:26.000 --> 00:15:28.000]  第二段聖經
[00:15:28.000 --> 00:15:30.000]  耶穌說
[00:15:30.000 --> 00:15:32.000]  找錯了
[00:15:32.000 --> 00:15:34.000]  我們看25-27節
[00:15:34.000 --> 00:15:36.000]  基督海那邊找著了
[00:15:36.000 --> 00:15:38.000]  就對他說
[00:15:38.000 --> 00:15:40.000]  拉比是什麼時候到這裡來
[00:15:40.000 --> 00:15:42.000]  我實實在在告訴你們
[00:15:42.000 --> 00:15:44.000]  你們找我並不是
[00:15:44.000 --> 00:15:46.000]  因見了神跡
[00:15:46.000 --> 00:15:48.000]  那是因吃餅得飽
[00:15:48.000 --> 00:15:50.000]  不要為那壁壞的聖物努力
[00:15:50.000 --> 00:15:52.000]  要為那傳到永生的聖物努力
[00:15:52.000 --> 00:15:54.000]  就是
[00:15:54.000 --> 00:15:56.000]  人只要伺候你們的
[00:15:56.000 --> 00:15:58.000]  因為人只是父神
[00:15:58.000 --> 00:16:00.000]  所認證的
[00:16:00.000 --> 00:16:02.000]  奇怪啊
[00:16:02.000 --> 00:16:04.000]  當這群猶太人一見到耶穌的時候
[00:16:04.000 --> 00:16:06.000]  他就說拉比是什麼時候來到這裡
[00:16:06.000 --> 00:16:08.000]  首先
[00:16:08.000 --> 00:16:10.000]  他們就叫耶穌拉比
[00:16:10.000 --> 00:16:12.000]  拉比是什麼意思
[00:16:12.000 --> 00:16:14.000]  他們認識耶穌
[00:16:14.000 --> 00:16:16.000]  只是一個教他的老師
[00:16:16.000 --> 00:16:18.000]  給他吃的好人
[00:16:18.000 --> 00:16:20.000]  就是說
[00:16:20.000 --> 00:16:22.000]  耶穌所行的神跡
[00:16:22.000 --> 00:16:24.000]  耶穌給他的教訓
[00:16:24.000 --> 00:16:26.000]  沒有打開他們的心竅
[00:16:26.000 --> 00:16:28.000]  看到耶穌是我們的救主
[00:16:28.000 --> 00:16:30.000]  赦免我們的罪
[00:16:30.000 --> 00:16:32.000]  他們沒有體會到耶穌就是神
[00:16:32.000 --> 00:16:34.000]  更加沒有體會到
[00:16:34.000 --> 00:16:36.000]  耶穌就是這個
[00:16:36.000 --> 00:16:38.000]  請求我們的尼賽拉
[00:16:38.000 --> 00:16:40.000]  他們問的問題很古怪
[00:16:40.000 --> 00:16:42.000]  你什麼時候來到
[00:16:42.000 --> 00:16:44.000]  其實他們心裡的疑問就是
[00:16:44.000 --> 00:16:46.000]  耶穌是怎麼來的
[00:16:46.000 --> 00:16:48.000]  明明見到一隻船
[00:16:48.000 --> 00:16:50.000]  耶穌又沒有上船
[00:16:50.000 --> 00:16:52.000]  究竟他怎麼來的
[00:16:52.000 --> 00:16:54.000]  是一個"How"字的問題
[00:16:54.000 --> 00:16:56.000]  但他們不是問"How"
[00:16:56.000 --> 00:16:58.000]  他們問"When"你什麼時候來到
[00:16:58.000 --> 00:17:00.000]  為什麼他敢問
[00:17:00.000 --> 00:17:02.000]  因為他根本對耶穌的神跡
[00:17:02.000 --> 00:17:04.000]  不感興趣
[00:17:04.000 --> 00:17:06.000]  他問"你什麼時候有餅吃"
[00:17:06.000 --> 00:17:08.000]  "你什麼時候來到"
[00:17:08.000 --> 00:17:12.000]  他不是看到耶穌基督的神聖
[00:17:12.000 --> 00:17:14.000]  他看到神跡之後
[00:17:14.000 --> 00:17:16.000]  仍然會問
[00:17:16.000 --> 00:17:18.000]  "你什麼時候來"
[00:17:18.000 --> 00:17:20.000]  於是耶穌就一語道破
[00:17:20.000 --> 00:17:22.000]  不跟他們說什麼廢話
[00:17:22.000 --> 00:17:24.000]  我實實在在地告訴你們
[00:17:24.000 --> 00:17:26.000]  你們找我並不是因為
[00:17:26.000 --> 00:17:28.000]  見了神跡
[00:17:28.000 --> 00:17:30.000]  乃是因為吃餅得飽
[00:17:30.000 --> 00:17:32.000]  不以為那些壞的食物努力
[00:17:32.000 --> 00:17:34.000]  要為傳到永遠的食物努力
[00:17:34.000 --> 00:17:36.000]  耶穌說你們找錯了
[00:17:36.000 --> 00:17:38.000]  那些食物是必壞的
[00:17:38.000 --> 00:17:40.000]  是暫時的
[00:17:40.000 --> 00:17:42.000]  是不能夠永遠飽足的
[00:17:42.000 --> 00:17:44.000]  他們是翻蓋不來的
[00:17:44.000 --> 00:17:46.000]  我回想起
[00:17:46.000 --> 00:17:48.000]  我弟弟跟我說過
[00:17:48.000 --> 00:17:50.000]  他有個茶經班
[00:17:50.000 --> 00:17:52.000]  其中一個參加茶經班的朋友
[00:17:52.000 --> 00:17:54.000]  叫許冠文
[00:17:54.000 --> 00:17:56.000]  他是一個很出名的導演
[00:17:56.000 --> 00:17:58.000]  他說他有個茶經班
[00:17:58.000 --> 00:18:00.000]  他有個茶經班
[00:18:00.000 --> 00:18:02.000]  他是一個很出名的導演
[00:18:02.000 --> 00:18:04.000]  很出名的
[00:18:04.000 --> 00:18:06.000]  他說他有興趣
[00:18:06.000 --> 00:18:08.000]  讀聖經
[00:18:08.000 --> 00:18:10.000]  討論人生的問題
[00:18:10.000 --> 00:18:12.000]  當他們討論到人生的問題
[00:18:12.000 --> 00:18:14.000]  當他們討論到人生的問題
[00:18:14.000 --> 00:18:16.000]  他又對著那些
[00:18:16.000 --> 00:18:18.000]  新扎師兄弟說
[00:18:18.000 --> 00:18:20.000]  他說
[00:18:20.000 --> 00:18:22.000]  你們不要浪費時間
[00:18:22.000 --> 00:18:24.000]  慢爬上去
[00:18:24.000 --> 00:18:26.000]  我爬上來的時候發覺
[00:18:26.000 --> 00:18:28.000]  一片荒涼
[00:18:28.000 --> 00:18:30.000]  沒有東西
[00:18:30.000 --> 00:18:32.000]  何必要用全身的精力
[00:18:32.000 --> 00:18:34.000]  何必要用全身的精力
[00:18:34.000 --> 00:18:36.000]  去找一些發光的東西
[00:18:36.000 --> 00:18:38.000]  去找一些發光的東西
[00:18:38.000 --> 00:18:40.000]  當時年輕人的反應是
[00:18:40.000 --> 00:18:42.000]  你爬上去就說風涼話
[00:18:42.000 --> 00:18:44.000]  怎麼會沒有東西
[00:18:44.000 --> 00:18:46.000]  耶穌對我們的挑戰是
[00:18:46.000 --> 00:18:48.000]  不要為不能傳到永遠的
[00:18:48.000 --> 00:18:50.000]  不要為不能傳到永遠的
[00:18:50.000 --> 00:18:52.000]  要為那些能夠傳到永遠的
[00:18:52.000 --> 00:18:54.000]  要為那些能夠傳到永遠的
[00:18:54.000 --> 00:18:56.000]  耶穌在第35次說
[00:18:56.000 --> 00:18:58.000]  我就是生命的糧
[00:18:58.000 --> 00:19:00.000]  在耶穌基督才是永恆
