
[00:00:00.000 --> 00:00:06.780]  好 多謝大家 如果可以打開鏡頭的話
[00:04:40.060 --> 00:04:43.900]  或者是對《利未記》、《春海疾記》不太熟悉
[00:04:43.900 --> 00:04:48.820]  所以這次我特意將一本翻譯了的書
[00:04:48.820 --> 00:04:51.940]  全靠這名 我用電子版給了大家
[00:04:51.940 --> 00:04:53.940]  裡面我只是想大家看
[00:04:53.940 --> 00:04:56.700]  是一百七十多頁講到會幕的一些內容
[00:04:56.700 --> 00:04:58.340]  就是第九章那裡
[00:04:58.340 --> 00:05:01.220]  盼望大家不知道有多少人看了
[00:05:01.220 --> 00:05:03.220]  如果你沒有看過《舊約》 你看了第九章
[00:05:03.220 --> 00:05:06.980]  大概你知道會幕裡面的設備是怎麼樣
[00:05:06.980 --> 00:05:10.460]  同時我也給了大家一份《舊約》中的會幕
[00:05:10.460 --> 00:05:13.300]  是我自己做的一些筆記
[00:05:13.300 --> 00:05:17.220]  你看了這幾張紙都會明白多一點
[00:05:17.220 --> 00:05:22.100]  有關會幕的內容或者它的意義在裡面
[00:05:22.100 --> 00:05:25.460]  所以能夠幫大家更明白第九章一至十四節
[00:05:25.460 --> 00:05:28.940]  所要講的一些內容
[00:05:28.940 --> 00:05:31.140]  你發現到今天這個世界
[00:05:31.140 --> 00:05:32.420]  有一個很大的問題
[00:05:32.420 --> 00:05:34.020]  其實這個星期我也在想
[00:05:34.020 --> 00:05:35.540]  就是有些人跟我聊天
[00:05:35.540 --> 00:05:38.100]  真的有人跟我這樣問我這個問題
[00:05:38.100 --> 00:05:41.060]  William 他說
[00:05:41.060 --> 00:05:43.140]  到底有沒有將來
[00:05:43.140 --> 00:05:45.740]  他說我現在不懂得計劃將來
[00:05:45.740 --> 00:05:49.140]  以前我可以 今天我不懂得計劃將來
[00:05:49.140 --> 00:05:51.900]  因為我發現完全沒有把握的
[00:05:51.900 --> 00:05:54.860]  我不可以掌控我自己的將來
[00:05:54.860 --> 00:05:57.540]  有很多事情我想做 我不可以做
[00:05:57.540 --> 00:06:00.340]  有些地方我想去 我不可以去
[00:06:00.340 --> 00:06:02.780]  他說我發現我現在很失控
[00:06:02.780 --> 00:06:05.660]  而這個失控帶給他很大的焦慮
[00:06:05.660 --> 00:06:07.780]  很大的徬徨
[00:06:07.780 --> 00:06:09.660]  我們發現有兩方面的失控
[00:06:09.660 --> 00:06:11.980]  一方面是人性的失控
[00:06:11.980 --> 00:06:14.380]  其實這個在兩年前開始
[00:06:14.380 --> 00:06:15.660]  我們也看到
[00:06:15.660 --> 00:06:17.100]  特別是在香港
[00:06:17.100 --> 00:06:19.620]  我們看到很多人真的失控
[00:06:19.620 --> 00:06:23.140]  在2020年到2021年的疫情當中
[00:06:23.140 --> 00:06:25.460]  同樣看到很多人失控
[00:06:25.460 --> 00:06:28.300]  我們完全不知道怎麼去處理
[00:06:28.300 --> 00:06:30.860]  我們完全不知道怎麼去面對
[00:06:30.860 --> 00:06:32.940]  很多人性的流露
[00:06:32.940 --> 00:06:34.540]  不是好的方面
[00:06:34.540 --> 00:06:36.620]  是壞的方面的流露
[00:06:36.620 --> 00:06:38.740]  人那種的自私
[00:06:38.740 --> 00:06:41.260]  甚至人那種的無知
[00:06:41.260 --> 00:06:45.780]  以致看到人的行為出現失控的情況
[00:06:45.780 --> 00:06:49.340]  剛剛 Leo 長老祈禱也提到阿富汗的情況
[00:06:49.340 --> 00:06:50.860]  我剛剛收到昨天
[00:06:50.860 --> 00:06:52.940]  不知道前天收到的代禱事項
[00:06:52.940 --> 00:06:57.140]  提到應該是今天左右或者是昨天
[00:06:57.140 --> 00:06:59.260]  有229名全教士
[00:06:59.260 --> 00:07:01.740]  基督教的全教士會被處決
[00:07:01.740 --> 00:07:03.780]  我不知道有沒有人收到這個消息
[00:07:03.780 --> 00:07:08.100]  是一位叫Judith Kamona發出來的代禱請求
[00:07:08.100 --> 00:07:11.260]  229名基督教的全教士
[00:07:11.260 --> 00:07:16.220]  同時有幾百名基督徒已經被斬首
[00:07:16.220 --> 00:07:19.020]  斬首真的是斬頭的意思
[00:07:19.020 --> 00:07:21.140]  你發現這些事情正在發生
[00:07:21.140 --> 00:07:24.020]  他們沒有辦法避免
[00:07:24.020 --> 00:07:27.140]  或者沒有辦法來禁止這些事情發生
[00:07:27.140 --> 00:07:28.940]  我們發現真的是失控
[00:07:28.940 --> 00:07:30.660]  人性的失控
[00:07:30.660 --> 00:07:33.260]  還有就是環境的失控
[00:07:33.260 --> 00:07:35.140]  我住在加拿大
[00:07:35.140 --> 00:07:38.940]  一直以來我們都很嚮往能夠去BC省
[00:07:38.940 --> 00:07:42.380]  我經常跟太太說去BC省退休就好了
[00:07:42.380 --> 00:07:45.060]  但是BC省生活水準太高了
[00:07:45.060 --> 00:07:47.740]  我們還是留在我們現在這個城市
[00:07:47.740 --> 00:07:49.140]  最近大家都可能
[00:07:49.140 --> 00:07:51.540]  如果是住加拿大新聞都會知道
[00:07:51.540 --> 00:07:53.580]  BC省一個熱浪
[00:07:53.580 --> 00:07:57.740]  這個熱浪裡面死的人死了800人
[00:07:57.740 --> 00:08:00.380]  死了800人
[00:08:00.380 --> 00:08:02.300]  BC省還有一個山火
[00:08:02.300 --> 00:08:03.660]  一直在燒
[00:08:03.660 --> 00:08:05.740]  沒有辦法受控
[00:08:05.740 --> 00:08:08.420]  大家也知道上一次我在大家當中分享
[00:08:08.420 --> 00:08:11.540]  我們特別為河南省的水災祈禱
[00:08:11.540 --> 00:08:13.020]  中國河南有水災
[00:08:13.020 --> 00:08:14.700]  歐洲也有水災
[00:08:14.700 --> 00:08:17.580]  剛剛大家聽到海地的地震
[00:08:17.580 --> 00:08:20.780]  已經死了接近2200人
[00:08:20.780 --> 00:08:22.220]  這些環境的失控
[00:08:22.220 --> 00:08:23.140]  人性的失控
[00:08:23.140 --> 00:08:24.580]  內外的失控
[00:08:24.580 --> 00:08:27.780]  所以有人會問到底有沒有將來呢?
[00:08:27.780 --> 00:08:30.660]  其實這一兩個星期我都經常在想這件事
[00:08:30.660 --> 00:08:32.180]  我們有沒有將來呢?
[00:08:32.180 --> 00:08:33.940]  這個世界有沒有將來呢?
[00:08:33.940 --> 00:08:36.380]  我可以跟大家說這個世界一定有將來
[00:08:36.380 --> 00:08:38.860]  但是將來是怎麼樣呢?
[00:08:38.860 --> 00:08:40.780]  是不是好的呢?
[00:08:40.780 --> 00:08:45.180]  接著我看回希伯來書說的這七堂的題目
[00:08:45.180 --> 00:08:46.860]  第一堂是無比的基督
[00:08:46.860 --> 00:08:48.860]  第二堂是救恩的元帥
[00:08:48.860 --> 00:08:50.980]  第三堂是大祭司的基督
[00:08:50.980 --> 00:08:53.060]  第四堂是先鋒的耶穌
[00:08:53.060 --> 00:08:54.860]  第五堂是大祭司的耶穌
[00:08:54.860 --> 00:08:57.100]  第六堂是近美之約的宗保
[00:08:57.100 --> 00:09:00.660]  第七堂是將來美事的大祭司
[00:09:00.660 --> 00:09:04.420]  在裡面我看到有幾個字讓我很注意的
[00:09:04.420 --> 00:09:06.020]  提到有祭司
[00:09:06.020 --> 00:09:07.460]  提到有宗保
[00:09:07.460 --> 00:09:11.220]  提到有近美或者美事
[00:09:11.220 --> 00:09:13.780]  裡面很著重一件事
[00:09:13.780 --> 00:09:16.380]  主耶穌為我們來
[00:09:16.380 --> 00:09:18.700]  成為我們的大祭司
[00:09:18.700 --> 00:09:20.980]  獻上祭物
[00:09:20.980 --> 00:09:24.420]  有時候我會想到底為了什麼呢?
[00:09:24.420 --> 00:09:27.900]  就是為了你和我可以有一個更好的明天
[00:09:27.900 --> 00:09:29.900]  可以有一個更好的將來
[00:09:29.900 --> 00:09:32.460]  很多事情地上的事情沒有把握
[00:09:32.460 --> 00:09:35.180]  但是天上的事是有確具的
[00:09:35.180 --> 00:09:36.620]  所以我很盼望弟兄姐妹
[00:09:36.620 --> 00:09:38.620]  我最近也提醒我自己
[00:09:38.620 --> 00:09:43.380]  不要被世上的事影響我們天上的盼望
[00:09:43.380 --> 00:09:45.500]  不要被地上的困難
[00:09:45.500 --> 00:09:48.780]  或者地上的混亂影響了我們天上
[00:09:48.780 --> 00:09:50.460]  給我們的確具
[00:09:50.460 --> 00:09:53.860]  提到耶穌是近美之約的宗保
[00:09:53.860 --> 00:09:55.860]  宗保是什麼意思呢?
[00:09:55.860 --> 00:09:58.740]  好像是有一種擔保
[00:09:58.740 --> 00:10:00.220]  有一種確具
[00:10:00.220 --> 00:10:02.420]  這個約是近美的
[00:10:02.420 --> 00:10:04.420]  這個約是確實的
[00:10:04.420 --> 00:10:08.300]  近美的祭司獻上近美的祭
[00:10:08.300 --> 00:10:11.580]  耶穌基督成為近美之約的宗保
[00:10:11.580 --> 00:10:13.580]  為的就是給我們一個將來
[00:10:13.580 --> 00:10:15.580]  近美的將來
[00:10:15.580 --> 00:10:18.220]  十一章提到的是一個近美的家鄉
[00:10:18.220 --> 00:10:19.700]  近美的家鄉
[00:10:19.700 --> 00:10:22.780]  耶穌基督是將來美事的大祭司
[00:10:22.780 --> 00:10:24.900]  由於祂的獻祭
[00:10:24.900 --> 00:10:27.060]  我們能夠有近美的明天
[00:10:27.060 --> 00:10:28.580]  明天可以更好
[00:10:28.580 --> 00:10:34.460]  因為祂可以有將來的美事
[00:10:34.460 --> 00:10:36.700]  其實我一直在想的時候
[00:10:36.700 --> 00:10:41.540]  很多人說我們將會有一個新常態
[00:10:41.540 --> 00:10:42.020]  是不是?
[00:10:42.020 --> 00:10:42.780]  我聽到說
[00:10:42.780 --> 00:10:44.300]  我們有一個新常態
[00:10:44.300 --> 00:10:47.380]  生活不會復原
[00:10:47.660 --> 00:10:49.940]  但是生命是需要復活的
[00:10:49.940 --> 00:10:52.660]  我們不能夠回到從前
[00:10:52.660 --> 00:10:56.540]  但是我們要準備進入我們的將來
[00:10:56.540 --> 00:10:59.180]  所以我覺得很多時候基督徒
[00:10:59.180 --> 00:11:01.900]  信於耶穌仍然忘了一般的生活
[00:11:01.900 --> 00:11:04.460]  而忘記了我們特別的生活
[00:11:04.460 --> 00:11:06.500]  我們不是懷舊
[00:11:06.500 --> 00:11:08.060]  我們是要更新
[00:11:08.060 --> 00:11:10.060]  角度
[00:11:10.060 --> 00:11:12.060]  內容都要有不同
[00:11:12.060 --> 00:11:15.940]  在《布萊斯》第九章一至十四節
[00:11:15.940 --> 00:11:18.460]  提到有兩段聖經
[00:11:18.460 --> 00:11:19.660]  一至十節
[00:11:19.660 --> 00:11:22.660]  提到命定到振興的時候
[00:11:22.660 --> 00:11:26.580]  你看《布萊斯》第九章一至十節
[00:11:26.580 --> 00:11:28.900]  一開始提到這個回望
[00:11:28.900 --> 00:11:31.380]  提到這個回望
[00:11:31.380 --> 00:11:34.260]  裡面提到回望裡面的陳設
[00:11:34.260 --> 00:11:36.060]  回望裡面的陳設
[00:11:36.060 --> 00:11:38.220]  所以今次我給大家的大綱
[00:11:38.220 --> 00:11:41.860]  特別有兩張在書中印出來的
[00:11:41.860 --> 00:11:43.980]  我盼望你也可以看到
[00:11:44.300 --> 00:11:45.980]  裡面有兩個圖
[00:11:45.980 --> 00:11:49.740]  舊了的回望
[00:11:49.740 --> 00:11:53.500]  有學者認為維持了大概五百年
[00:11:53.500 --> 00:11:59.100]  由曠野一直到聖殿被建築
[00:11:59.100 --> 00:12:01.900]  大概經歷了五百年的時間
[00:12:01.900 --> 00:12:03.460]  回望當中
[00:12:03.460 --> 00:12:04.820]  大家有這張紙
[00:12:04.820 --> 00:12:05.900]  有這些圖
[00:12:05.900 --> 00:12:07.780]  如果大家有的
[00:12:07.780 --> 00:12:11.220]  有張大綱打出來或者是
[00:12:11.220 --> 00:12:13.380]  開出來的話你會看到
[00:12:14.260 --> 00:12:15.900]  是一個流動的回望
[00:12:15.900 --> 00:12:17.180]  是可以移動的
[00:12:17.180 --> 00:12:19.660]  因為他們在曠野漂流四十年
[00:12:19.660 --> 00:12:21.380]  回望一直跟著他們
[00:12:21.380 --> 00:12:23.540]  有雲柱有火柱
[00:12:23.540 --> 00:12:26.580]  裡面有很多不同的設施
[00:12:26.580 --> 00:12:28.540]  有很多不同的擺設
[00:12:28.540 --> 00:12:30.100]  你看到的話
[00:12:30.100 --> 00:12:33.580]  如果你看其中一百七十六頁那裡
[00:12:33.580 --> 00:12:37.020]  回望外面有兩樣東西
[00:12:37.020 --> 00:12:38.700]  一個就是銅壇
[00:12:38.700 --> 00:12:40.620]  一個就是洗鑿盤
[00:12:40.620 --> 00:12:42.900]  銅壇是用來獻祭的
[00:12:43.020 --> 00:12:45.220]  洗鑿盤是用來做潔淨的
[00:12:45.220 --> 00:12:47.820]  然後進入回望的時候
[00:12:47.820 --> 00:12:49.180]  分開兩個地方
[00:12:49.180 --> 00:12:53.660]  就在另外那兩張紙裡面有的
[00:12:53.660 --> 00:12:54.700]  有兩個地方
[00:12:54.700 --> 00:12:56.140]  一個叫聖所
[00:12:56.140 --> 00:12:58.140]  一個叫致聖所
[00:12:58.140 --> 00:13:03.700]  致聖所是佔了整個回望的三分之一
[00:13:03.700 --> 00:13:07.020]  另外聖所就是三分之二的地方
[00:13:07.020 --> 00:13:08.540]  聖所裡面
[00:13:08.540 --> 00:13:11.860]  其實應該說有四樣東西
[00:13:12.620 --> 00:13:14.420]  一樣東西就是陳設桌
[00:13:14.420 --> 00:13:15.620]  就是那張桌子
[00:13:15.620 --> 00:13:18.740]  上面擺了的是十二塊陳設頂
[00:13:18.740 --> 00:13:20.500]  然後有金燈台
[00:13:20.500 --> 00:13:21.900]  然後有香壇
[00:13:21.900 --> 00:13:23.900]  致聖所裡面
[00:13:23.900 --> 00:13:25.900]  其實一樣東西
[00:13:25.900 --> 00:13:27.420]  但是有兩部分
[00:13:27.420 --> 00:13:29.300]  下面是藥櫃
[00:13:29.300 --> 00:13:31.140]  上面是詩恩座
[00:13:31.140 --> 00:13:33.780]  而藥櫃裡面有三樣東西
[00:13:33.780 --> 00:13:34.900]  有法板
[00:13:34.900 --> 00:13:37.100]  聖瑪那的香金冠
[00:13:37.100 --> 00:13:39.500]  以及亞倫法牙的章
[00:13:39.500 --> 00:13:41.540]  我稍微解釋一下
[00:13:41.660 --> 00:13:44.540]  這些所有的會望裡面的陳設
[00:13:44.540 --> 00:13:45.500]  外院
[00:13:45.500 --> 00:13:46.220]  聖所
[00:13:46.220 --> 00:13:47.220]  致聖所
[00:13:47.220 --> 00:13:48.740]  它的意思是什麼?
[00:13:48.740 --> 00:13:50.060]  它的作用是什麼?
[00:13:50.060 --> 00:13:52.220]  從出埃及開始
[00:13:52.220 --> 00:13:54.060]  從逾越節之後
[00:13:54.060 --> 00:13:55.700]  一直出埃及
[00:13:55.700 --> 00:13:57.140]  會望的存在
[00:13:57.140 --> 00:13:58.700]  然後聖殿的建立
[00:13:58.700 --> 00:14:00.540]  直至我們今天的教會
[00:14:00.540 --> 00:14:02.500]  到底在舊約當中
[00:14:02.500 --> 00:14:04.300]  這些陳設的目的
[00:14:04.300 --> 00:14:06.620]  預表是什麼呢?
[00:14:06.620 --> 00:14:08.260]  你看到的時候
[00:14:08.260 --> 00:14:09.140]  你看回這個圖
[00:14:09.140 --> 00:14:10.980]  其實你看回圖裡面
[00:14:10.980 --> 00:14:13.940]  174和175頁的圖
[00:14:13.940 --> 00:14:15.180]  你會看到的
[00:14:15.180 --> 00:14:16.220]  銅碳
[00:14:16.220 --> 00:14:17.500]  洗作盤
[00:14:17.500 --> 00:14:20.260]  然後有燈台
[00:14:20.260 --> 00:14:21.260]  陳設餅
[00:14:21.260 --> 00:14:22.820]  放在陳設碩上
[00:14:22.820 --> 00:14:26.020]  然後致聖所的幕前面
[00:14:26.020 --> 00:14:27.100]  有香爐
[00:14:27.100 --> 00:14:29.660]  然後裡面有藥櫃
[00:14:29.660 --> 00:14:32.020]  藥櫃上面有詩恩座
[00:14:32.020 --> 00:14:33.220]  藥櫃裡面
[00:14:33.220 --> 00:14:35.220]  有三樣物品
[00:14:35.220 --> 00:14:36.500]  就是法板
[00:14:36.500 --> 00:14:37.220]  金冠
[00:14:37.220 --> 00:14:39.100]  以及亞倫的章
[00:14:40.140 --> 00:14:42.340]  裡面的代表是什麼呢?
[00:14:42.340 --> 00:14:44.300]  其實從頭到尾
[00:14:44.300 --> 00:14:45.500]  從前到後
[00:14:45.500 --> 00:14:47.340]  銅碳
[00:14:47.340 --> 00:14:50.580]  銅是最受熱的一樣物質
[00:14:50.580 --> 00:14:53.180]  銅碳是用來獻祭的
[00:14:53.180 --> 00:14:55.700]  獻祭是為了贖罪的
[00:14:55.700 --> 00:14:59.380]  到後面的藥櫃裡面有法板
[00:14:59.380 --> 00:15:01.940]  法板是告訴我們
[00:15:01.940 --> 00:15:03.980]  我們守護不了神的律法
[00:15:03.980 --> 00:15:07.900]  而上面的詩恩座有翻譯叫做遮罪蓋
[00:15:08.340 --> 00:15:10.700]  就是遮住罪
[00:15:10.700 --> 00:15:15.100]  而這就是耶穌為我們所成就的事情
[00:15:15.100 --> 00:15:20.060]  以致我們能夠在神面前被稱為義
[00:15:20.060 --> 00:15:23.060]  裡面除了法板之外有兩樣東西
[00:15:23.060 --> 00:15:27.060]  一個是裝了瑪拿的金冠
[00:15:27.060 --> 00:15:30.820]  一個就是亞倫法人的章
[00:15:30.820 --> 00:15:32.700]  這兩樣東西代表什麼呢?
[00:15:32.700 --> 00:15:35.540]  就是代表神給我們生命所需
[00:15:35.540 --> 00:15:37.460]  神給我們生命所需
[00:15:37.460 --> 00:15:38.900]  甚至一個杖
[00:15:38.900 --> 00:15:41.700]  一個死了的木頭都能夠發揮
[00:15:41.700 --> 00:15:44.540]  人的生命可以得到更生
[00:15:44.540 --> 00:15:45.340]  為什麼?
[00:15:45.340 --> 00:15:47.140]  因為罪被處理
[00:15:47.140 --> 00:15:49.260]  因為罪被遮蓋
[00:15:49.260 --> 00:15:52.300]  以致人可以來到神的面前
[00:15:52.300 --> 00:15:55.020]  而看到洗禮盤是說到潔淨
[00:15:55.020 --> 00:15:58.940]  裡面金燈台是說到耶穌是世界的光
[00:15:58.940 --> 00:16:00.540]  說到陳設餅
[00:16:00.540 --> 00:16:02.580]  說到耶穌是生命的量
[00:16:02.580 --> 00:16:06.540]  而這個香壇是代表信徒的禱告
[00:16:06.740 --> 00:16:08.780]  我們禱告是靠一件事
[00:16:08.780 --> 00:16:11.460]  就是奉主耶穌的名來祈禱
[00:16:11.460 --> 00:16:13.860]  這個金壇
[00:16:13.860 --> 00:16:17.820]  這個香壇是擺在致聖所幕前面
[00:16:17.820 --> 00:16:20.780]  大家如果記得的話
[00:16:20.780 --> 00:16:23.260]  耶穌受死的時候有一件事情發生
[00:16:23.260 --> 00:16:25.900]  就是聖所裡面的幕
[00:16:25.900 --> 00:16:28.220]  聖所中間的幕
[00:16:28.220 --> 00:16:30.180]  從上到下裂開
[00:16:30.180 --> 00:16:32.500]  然後希伯來世後面會說
[00:16:32.500 --> 00:16:36.420]  開了一條路讓我們可以進入致聖所
[00:16:37.020 --> 00:16:40.180]  是透過耶穌我們能夠來到神的面前
[00:16:40.180 --> 00:16:43.460]  可以直接來到神的面前來禱告
[00:16:43.460 --> 00:16:44.460]  來祈求
[00:16:44.460 --> 00:16:46.940]  所以整個來說
[00:16:46.940 --> 00:16:48.420]  意思就是
[00:16:48.420 --> 00:16:50.100]  意思就是
[00:16:50.100 --> 00:16:54.420]  整個會望由出埃及開始
[00:16:54.420 --> 00:16:55.820]  神起到做一樣的
[00:16:55.820 --> 00:16:56.780]  就是告訴你
[00:16:56.780 --> 00:16:59.260]  人怎樣可以與神復和
[00:16:59.260 --> 00:17:00.420]  剛才我說過
[00:17:00.420 --> 00:17:02.540]  生活是不會復原
[00:17:02.540 --> 00:17:04.860]  但是生命要與神復和
[00:17:05.380 --> 00:17:07.500]  我們不可能回到從前
[00:17:07.500 --> 00:17:09.300]  但是我們要進入將來
[00:17:09.300 --> 00:17:11.660]  我們要進入將來
[00:17:11.660 --> 00:17:14.620]  整個聖所的目的就是告訴我們一件事
[00:17:14.620 --> 00:17:15.740]  有一條路
[00:17:15.740 --> 00:17:19.740]  在聖經剛剛第九章有說到
[00:17:19.740 --> 00:17:22.220]  它有提到有一條路是未通的
[00:17:22.220 --> 00:17:23.940]  是未通的
[00:17:23.940 --> 00:17:27.260]  但是後來就通了
[00:17:27.260 --> 00:17:28.340]  後面就說到
[00:17:28.340 --> 00:17:29.220]  就通了
[00:17:29.220 --> 00:17:30.860]  就可以我們進到去
[00:17:30.860 --> 00:17:32.460]  在第八節說
[00:17:32.580 --> 00:17:35.900]  用此指明頭一層帳幕仍存的時候
[00:17:35.900 --> 00:17:38.180]  進入至聖所的路還未顯明
[00:17:38.180 --> 00:17:40.460]  然後到後面希伯來書
[00:17:40.460 --> 00:17:44.820]  到第十章就提到
[00:17:44.820 --> 00:17:46.660]  開了一條又新又活的路
[00:17:46.660 --> 00:17:48.500]  從孟子經過
[00:17:48.500 --> 00:17:50.460]  所以從舊約開始
[00:17:50.460 --> 00:17:51.660]  由預節之後
[00:17:51.660 --> 00:17:53.700]  預節的羔羊一直提到一樣東西
[00:17:53.700 --> 00:17:57.540]  耶穌來做祭司為祭物
[00:17:57.540 --> 00:17:58.980]  為我們開一條路
[00:17:58.980 --> 00:18:00.540]  以致人有將來
