
[00:00:00.000 --> 00:00:06.000]  我們今天能夠站立在神的面前
[00:09:02.000 --> 00:09:04.000]  不同的作者
[00:09:04.000 --> 00:09:05.000]  聖經的作者
[00:09:05.000 --> 00:09:07.000]  有不同的描述
[00:09:07.000 --> 00:09:10.000]  保羅說這條是誠聖之路
[00:09:10.000 --> 00:09:12.000]  希伯來書裡面的作者
[00:09:12.000 --> 00:09:13.000]  都說這一條路
[00:09:13.000 --> 00:09:15.000]  是一條誠聖之路
[00:09:15.000 --> 00:09:17.000]  是一個漫長的一段路程
[00:09:17.000 --> 00:09:19.000]  有些人可能八歲的時候
[00:09:19.000 --> 00:09:21.000]  他信耶穌
[00:09:21.000 --> 00:09:23.000]  一路活到八十八歲
[00:09:23.000 --> 00:09:25.000]  一段很長的路
[00:09:25.000 --> 00:09:27.000]  有些人可能八十歲的時候
[00:09:27.000 --> 00:09:28.000]  才信耶穌
[00:09:28.000 --> 00:09:30.000]  活到八十八歲
[00:09:30.000 --> 00:09:32.000]  有八年的時間
[00:09:32.000 --> 00:09:34.000]  無論我們的長或短
[00:09:34.000 --> 00:09:36.000]  這個不是我們控制的
[00:09:36.000 --> 00:09:38.000]  但是我們的目標
[00:09:38.000 --> 00:09:40.000]  就是在這一條路上面
[00:09:40.000 --> 00:09:42.000]  能夠過一個誠聖的生活
[00:09:42.000 --> 00:09:44.000]  我兩個禮拜前
[00:09:44.000 --> 00:09:47.000]  在達勒斯維爾茨牧羊教會那裡
[00:09:47.000 --> 00:09:48.000]  主領聚會
[00:09:48.000 --> 00:09:50.000]  適逢我們有個長老
[00:09:50.000 --> 00:09:52.000]  他剛過世
[00:09:52.000 --> 00:09:54.000]  於是我和他主領一個追思禮拜
[00:09:54.000 --> 00:09:56.000]  他是一百零七歲
[00:09:56.000 --> 00:09:58.000]  你想想
[00:09:58.000 --> 00:10:00.000]  一百零七歲的一個人
[00:10:00.000 --> 00:10:02.000]  活在一個世紀以上的
[00:10:02.000 --> 00:10:04.000]  而且這個世紀
[00:10:04.000 --> 00:10:06.000]  中國是經歷過最多事情的
[00:10:06.000 --> 00:10:07.000]  這個世紀
[00:10:07.000 --> 00:10:09.000]  他看見了很多的事情
[00:10:09.000 --> 00:10:14.000]  能夠是經歷了很多主的恩典
[00:10:14.000 --> 00:10:16.000]  無論我們長或短
[00:10:16.000 --> 00:10:18.000]  但最重要的
[00:10:18.000 --> 00:10:21.000]  就是在這一條路上面
[00:10:21.000 --> 00:10:23.000]  我們要成為聖潔
[00:10:23.000 --> 00:10:27.000]  我們要追求不斷的成長
[00:10:27.000 --> 00:10:30.000]  你和我現在活在這個肉身裡面
[00:10:30.000 --> 00:10:32.000]  我們說叫舊人
[00:10:32.000 --> 00:10:34.000]  或者叫老亞當
[00:10:34.000 --> 00:10:37.000]  在這個舊人老亞當的生活裡面
[00:10:37.000 --> 00:10:39.000]  罪會拉我們下來
[00:10:39.000 --> 00:10:41.000]  我們願意去親近神
[00:10:41.000 --> 00:10:42.000]  但是這個肉身
[00:10:42.000 --> 00:10:43.000]  這個罪
[00:10:43.000 --> 00:10:44.000]  這個肉體
[00:10:44.000 --> 00:10:45.000]  將我們拉下來
[00:10:45.000 --> 00:10:47.000]  使得我們願意做善事
[00:10:47.000 --> 00:10:48.000]  我們不做出來
[00:10:48.000 --> 00:10:50.000]  使得我們不想做的惡事
[00:10:50.000 --> 00:10:52.000]  我們竟然去做出來
[00:10:52.000 --> 00:10:54.000]  難怪保羅在羅馬書第七章說
[00:10:54.000 --> 00:10:56.000]  我真是苦
[00:10:56.000 --> 00:10:59.000]  誰能夠我脫離這個取死的身體呢
[00:10:59.000 --> 00:11:02.000]  這一段路就是怎樣對付肉體
[00:11:02.000 --> 00:11:04.000]  對付罪的掌權
[00:11:04.000 --> 00:11:07.000]  使得我們不讓罪來核制我們
[00:11:07.000 --> 00:11:10.000]  你和我就是走這一條路
[00:11:10.000 --> 00:11:14.000]  我們今天在詩篇130篇裡面
[00:11:14.000 --> 00:11:18.000]  都是來看這個成聖之路
[00:11:18.000 --> 00:11:19.000]  成為聖潔
[00:11:19.000 --> 00:11:21.000]  追求聖潔
[00:11:21.000 --> 00:11:24.000]  而羅馬書在第六章到第八章
[00:11:24.000 --> 00:11:26.000]  就是描述這一段的生活
[00:11:26.000 --> 00:11:28.000]  當我們依靠自己的時候
[00:11:28.000 --> 00:11:30.000]  我我我的時候就會失敗
[00:11:30.000 --> 00:11:32.000]  當我們依靠聖靈的時候
[00:11:32.000 --> 00:11:34.000]  你看會在第七章之後
[00:11:34.000 --> 00:11:35.000]  就說到聖靈
[00:11:35.000 --> 00:11:37.000]  第八章進入聖靈裡面
[00:11:37.000 --> 00:11:39.000]  就說到我們依靠聖靈的同在
[00:11:39.000 --> 00:11:40.000]  聖靈的能力
[00:11:40.000 --> 00:11:45.000]  我們就可以克制這個肉體的邪情私慾
[00:11:45.000 --> 00:11:48.000]  最後救恩的第三個步驟
[00:11:48.000 --> 00:11:50.000]  就是得到榮耀
[00:11:50.000 --> 00:11:52.000]  英文這樣說的
[00:11:52.000 --> 00:11:55.000]  清二叫做Justification
[00:11:55.000 --> 00:11:59.000]  成聖叫做Sanctification
[00:11:59.000 --> 00:12:02.000]  得到榮耀叫做Glorification
[00:12:02.000 --> 00:12:07.000]  這三個步驟描述到我們一生所追求的
[00:12:07.000 --> 00:12:09.000]  在神面前身份改變
[00:12:09.000 --> 00:12:12.000]  然後走上這條成聖之路
[00:12:12.000 --> 00:12:15.000]  最後我們等候主耶穌基督回來的時候
[00:12:15.000 --> 00:12:18.000]  有一個榮耀的復活的身體
[00:12:18.000 --> 00:12:23.000]  你和我今天在這條路上
[00:12:23.000 --> 00:12:25.000]  私人的經歷
[00:12:25.000 --> 00:12:28.000]  有時候我們會落在一個深處
[00:12:28.000 --> 00:12:31.000]  在一種深淵裡
[00:12:31.000 --> 00:12:34.000]  發出靈裡面的掙扎
[00:12:34.000 --> 00:12:37.000]  哎呀我又被罪所捆綁
[00:12:37.000 --> 00:12:39.000]  哎呀我自己又軟弱
[00:12:39.000 --> 00:12:42.000]  哎呀我不想做的事情竟然又做了
[00:12:42.000 --> 00:12:45.000]  於是私人在這種經歷裡
[00:12:45.000 --> 00:12:46.000]  他來到神面前
[00:12:46.000 --> 00:12:47.000]  在第二節
[00:12:47.000 --> 00:12:48.000]  他說主啊
[00:12:48.000 --> 00:12:50.000]  求你聽我的聲音
[00:12:50.000 --> 00:12:53.000]  願你則義的
[00:12:53.000 --> 00:12:56.000]  聽我懇求的聲音
[00:12:56.000 --> 00:12:58.000]  聽這個字
[00:12:58.000 --> 00:13:02.000]  在中文裡用同一個字
[00:13:02.000 --> 00:13:04.000]  但你發現他的原文
[00:13:04.000 --> 00:13:07.000]  他用了兩個不同的聽這個字
[00:13:07.000 --> 00:13:11.000]  雖然有一點是文學的變化
[00:13:11.000 --> 00:13:12.000]  但同時這兩個字
[00:13:12.000 --> 00:13:14.000]  也有不同的重點
[00:13:14.000 --> 00:13:16.000]  第一個聽字
[00:13:16.000 --> 00:13:17.000]  他叫Shamak
[00:13:17.000 --> 00:13:20.000]  Shamak是有一個期待
[00:13:20.000 --> 00:13:23.000]  有一種在神面前的等候
[00:13:23.000 --> 00:13:25.000]  神會垂聽
[00:13:25.000 --> 00:13:27.000]  會回應這種期待
[00:13:27.000 --> 00:13:29.000]  他說神啊
[00:13:29.000 --> 00:13:31.000]  求你聽我的聲音
[00:13:31.000 --> 00:13:33.000]  我期待你會回應我
[00:13:33.000 --> 00:13:34.000]  我期待
[00:13:34.000 --> 00:13:37.000]  我們的祈禱不是對空氣說的
[00:13:37.000 --> 00:13:39.000]  這個神是一個實在的
[00:13:39.000 --> 00:13:41.000]  他是上帝
[00:13:41.000 --> 00:13:43.000]  他會垂聽我的祈禱
[00:13:43.000 --> 00:13:45.000]  然後第二個聽
[00:13:45.000 --> 00:13:47.000]  他說願你則義的
[00:13:47.000 --> 00:13:49.000]  聽我懇求的聲音
[00:13:49.000 --> 00:13:50.000]  第二個聽字
[00:13:50.000 --> 00:13:51.000]  叫Kashuv
[00:13:51.000 --> 00:13:54.000]  Kashuv的重點是放在這個
[00:13:54.000 --> 00:13:55.000]  留心
[00:13:55.000 --> 00:13:56.000]  注意
[00:13:56.000 --> 00:13:57.000]  用心
[00:13:57.000 --> 00:14:00.000]  就是說祈求神來關注
[00:14:00.000 --> 00:14:03.000]  關注我現在心處的呼求
[00:14:03.000 --> 00:14:06.000]  我現在在這個靈裡面的掙扎
[00:14:06.000 --> 00:14:07.000]  神呢
[00:14:07.000 --> 00:14:10.000]  他是最同情
[00:14:10.000 --> 00:14:14.000]  最能夠明白我們的心
[00:14:14.000 --> 00:14:16.000]  讀輔導的人
[00:14:16.000 --> 00:14:17.000]  很多時候我們都說
[00:14:17.000 --> 00:14:18.000]  不單止有同情心
[00:14:18.000 --> 00:14:21.000]  同情心好像有一個高低
[00:14:21.000 --> 00:14:22.000]  而且有一個同理心
[00:14:22.000 --> 00:14:24.000]  有一個empathy
[00:14:24.000 --> 00:14:25.000]  同理心就是大家
[00:14:25.000 --> 00:14:27.000]  他進入我們的位置裡面
[00:14:27.000 --> 00:14:29.000]  和我們走這段路
[00:14:29.000 --> 00:14:31.000]  能夠在這個深處裡面
[00:14:31.000 --> 00:14:35.000]  和我們一起同行
[00:14:35.000 --> 00:14:36.000]  這位神
[00:14:36.000 --> 00:14:40.000]  他是降臂進入我們的環境裡面
[00:14:40.000 --> 00:14:41.000]  你想想
[00:14:41.000 --> 00:14:42.000]  道成了肉身
[00:14:42.000 --> 00:14:44.000]  住在我們中間
[00:14:44.000 --> 00:14:46.000]  生活在我們一片的土地上
[00:14:46.000 --> 00:14:48.000]  呼吸同樣的空氣
[00:14:48.000 --> 00:14:50.000]  在這個地球裡面
[00:14:50.000 --> 00:14:52.000]  這位耶穌基督同樣生活過
[00:14:52.000 --> 00:14:55.000]  他進入我們這個境況裡面
[00:14:55.000 --> 00:14:57.000]  在這個深處裡面
[00:14:57.000 --> 00:14:59.000]  他帶領我們走出來
[00:14:59.000 --> 00:15:02.000]  他不只是說道理高高在上
[00:15:02.000 --> 00:15:05.000]  不及邊際天馬行空
[00:15:05.000 --> 00:15:09.000]  而是他進入我們內心的深處裡面
[00:15:09.000 --> 00:15:10.000]  他最體恤我們
[00:15:10.000 --> 00:15:11.000]  他留心的
[00:15:11.000 --> 00:15:12.000]  關注的
[00:15:12.000 --> 00:15:15.000]  注意我們的事情
[00:15:15.000 --> 00:15:16.000]  詩人說
[00:15:16.000 --> 00:15:19.000]  諸耶和華第三節
[00:15:19.000 --> 00:15:23.000]  你如果要糾察我
[00:15:23.000 --> 00:15:26.000]  我怎麼能夠站立得住呢
[00:15:26.000 --> 00:15:27.000]  糾察這個字
[00:15:27.000 --> 00:15:29.000]  中文翻譯得非常之好
[00:15:29.000 --> 00:15:32.000]  shama
[00:15:32.000 --> 00:15:37.000]  這個字一方面包含著追究
[00:15:37.000 --> 00:15:39.000]  同時監察
[00:15:39.000 --> 00:15:43.000]  好像一個X光掃描我們的內心
[00:15:43.000 --> 00:15:44.000]  我們的思念
[00:15:44.000 --> 00:15:45.000]  我們的心思
[00:15:45.000 --> 00:15:46.000]  我們的意念
[00:15:46.000 --> 00:15:47.000]  沒有任何的事情
[00:15:47.000 --> 00:15:53.000]  在他的慧眼面前可以隱藏
[00:15:53.000 --> 00:15:56.000]  在新約裡面提到
[00:15:56.000 --> 00:16:00.000]  提到我們將來都會在基督的台前
[00:16:00.000 --> 00:16:02.000]  這個字叫做Bema
[00:16:02.000 --> 00:16:06.000]  或者近代的讀法叫做Bema
[00:16:06.000 --> 00:16:07.000]  在神的台前
[00:16:07.000 --> 00:16:10.000]  我們將我們所有的事情
[00:16:10.000 --> 00:16:13.000]  都會完全顯露出來
[00:16:13.000 --> 00:16:18.000]  在羅馬書十四章第十節就說到神的台前
[00:16:18.000 --> 00:16:22.000]  在哥林多侯書第五章第十節
[00:16:22.000 --> 00:16:25.000]  同樣說到基督的台前
[00:16:25.000 --> 00:16:26.000]  保羅說
[00:16:26.000 --> 00:16:31.000]  我們眾人必在基督台前顯露出來
[00:16:31.000 --> 00:16:34.000]  叫個人按著本身所行的
[00:16:34.000 --> 00:16:38.000]  或善或惡仇報
[00:16:38.000 --> 00:16:39.000]  你想像一下
[00:16:39.000 --> 00:16:43.000]  我們個人都需要將我們一生
[00:16:43.000 --> 00:16:48.000]  我們好像一個書卷一樣展開出來
[00:16:48.000 --> 00:16:52.000]  將所有的事情都在神的面前顯露
[00:16:52.000 --> 00:16:55.000]  而且救賊這個字就有說到
[00:16:55.000 --> 00:16:58.000]  記載在這個名冊上
[00:16:58.000 --> 00:17:00.000]  好像有個記錄簿
[00:17:00.000 --> 00:17:05.000]  在記載著
[00:17:05.000 --> 00:17:08.000]  如果神監察我們的時候
[00:17:08.000 --> 00:17:12.000]  請問哪一位你能夠站立得住呢?
[00:17:12.000 --> 00:17:14.000]  我就不行了
[00:17:14.000 --> 00:17:16.000]  我相信沒有人可以在神面前
[00:17:16.000 --> 00:17:18.000]  在神的光的面前
[00:17:18.000 --> 00:17:22.000]  可以站立得住
[00:17:22.000 --> 00:17:24.000]  在晚清的時候
[00:17:24.000 --> 00:17:29.000]  有一個女子
[00:17:29.000 --> 00:17:30.000]  文初的時候
[00:17:30.000 --> 00:17:35.000]  她年幼的時候就上女子的學校
[00:17:35.000 --> 00:17:37.000]  女子中學
[00:17:37.000 --> 00:17:40.000]  當時那個年代
[00:17:40.000 --> 00:17:42.000]  一個女子去讀書不簡單
[00:17:42.000 --> 00:17:46.000]  她就去讀傳教士開的學校
[00:17:46.000 --> 00:17:48.000]  女子中學
[00:17:48.000 --> 00:17:52.000]  對福音和耶穌基督有一定的認識
[00:17:52.000 --> 00:17:55.000]  但是就未接受耶穌基督
[00:17:55.000 --> 00:17:59.000]  這個女子後來很出名
[00:17:59.000 --> 00:18:03.000]  成為了一個神所非常勇的一個人
[00:18:03.000 --> 00:18:06.000]  後來患了眼疾
[00:18:06.000 --> 00:18:07.000]  不能夠見光
[00:18:07.000 --> 00:18:09.000]  任何的光都不能見
[00:18:09.000 --> 00:18:12.000]  要戴著眼鏡和住在密室
