
[00:00:00.000 --> 00:00:09.560]  今天跟大家一起思想的經文是出自馬太福音第九章第十八至第二十六節
[00:03:09.640 --> 00:03:13.760]  為什麼馬太在整個記載裡面
[00:03:13.760 --> 00:03:16.840]  不把故事索性分開兩個來講
[00:03:16.840 --> 00:03:19.760]  而將它合起來去講呢?
[00:03:19.760 --> 00:03:23.760]  是不是純粹因為事件的連貫性呢?
[00:03:23.760 --> 00:03:30.760]  還是上帝藉著耶穌基督的侍奉工作的時候
[00:03:30.760 --> 00:03:33.920]  讓我們看到有一個緣由
[00:03:33.920 --> 00:03:37.960]  是需要你和我要去學習的呢?
[00:03:37.960 --> 00:03:41.440]  這個就是正正今天我想和大家一起去看
[00:03:41.440 --> 00:03:44.760]  這個經文的核心問題
[00:03:44.760 --> 00:03:51.440]  為什麼為了要救一個已經死去的女孩的故事當中
[00:03:51.440 --> 00:03:54.440]  要加插了或者插入了
[00:03:54.440 --> 00:03:58.080]  或者甚至被一段打斷了的情況
[00:03:58.080 --> 00:04:01.720]  是由一個血流的女子加入其中
[00:04:01.720 --> 00:04:05.320]  而在一個這麼時間緊迫的狀態之下
[00:04:05.320 --> 00:04:06.560]  故事被打斷了
[00:04:06.560 --> 00:04:09.000]  這個故事好不好看呢?
[00:04:09.000 --> 00:04:12.560]  究竟這個經文想告訴我們什麼呢?
[00:04:12.560 --> 00:04:15.280]  這個就是今天我們希望藉著這段聖經
[00:04:15.280 --> 00:04:18.160]  一起再從中去發掘出
[00:04:18.160 --> 00:04:22.960]  當中馬太要傳遞的主旨是什麼
[00:04:22.960 --> 00:04:24.480]  既然如此
[00:04:24.480 --> 00:04:27.840]  我們先熟悉一下故事的內容
[00:04:27.840 --> 00:04:31.120]  看完整個故事說什麼
[00:04:31.120 --> 00:04:35.240]  然後我們才逐步去看內容說什麼
[00:04:35.240 --> 00:04:37.920]  我們不如再次同心去讀一次
[00:04:37.920 --> 00:04:43.240]  馬太福音第九章從第十八節至二十六節
[00:04:43.240 --> 00:04:46.840]  Matthew 9:18-26
[00:04:46.840 --> 00:04:48.000]  我們一起讀
[00:04:48.000 --> 00:04:51.080]  如果你有英文聖經的話
[00:04:51.080 --> 00:04:52.120]  請跟著讀
[00:04:52.120 --> 00:04:54.120]  如果你是用英語聖經的話
[00:04:54.120 --> 00:04:56.440]  我們教會常用的英語聖經是
[00:04:56.440 --> 00:04:58.920]  New English Translation NET版本
[00:04:58.920 --> 00:05:02.320]  不過我們現在一起讀和合本的版本
[00:05:02.320 --> 00:05:04.520]  我們一起打開再讀一次
[00:05:04.520 --> 00:05:08.280]  耶穌說這話的時候
[00:05:08.280 --> 00:05:12.040]  有一個管會堂的來拜他
[00:05:12.040 --> 00:05:15.440]  說:我女兒剛才死了
[00:05:15.440 --> 00:05:18.680]  求你去按手在她身上
[00:05:18.680 --> 00:05:20.840]  她就必活了
[00:05:20.840 --> 00:05:24.280]  耶穌便起來跟著她去
[00:05:24.280 --> 00:05:26.400]  叛徒也跟了去
[00:05:26.400 --> 00:05:30.560]  有一個女人患了十二年的血流
[00:05:30.560 --> 00:05:32.680]  來到耶穌背後
[00:05:32.680 --> 00:05:35.080]  摸她的衣裳水紙
[00:05:35.080 --> 00:05:36.960]  因為她心裡說
[00:05:36.960 --> 00:05:39.080]  我只摸她的衣裳
[00:05:39.080 --> 00:05:40.760]  就必痊癒
[00:05:40.760 --> 00:05:42.480]  耶穌轉過來
[00:05:42.480 --> 00:05:44.560]  看見她就說
[00:05:44.560 --> 00:05:45.560]  女兒
[00:05:45.560 --> 00:05:46.800]  放心
[00:05:46.800 --> 00:05:48.920]  你的信救了你
[00:05:48.920 --> 00:05:50.600]  從那時候
[00:05:50.600 --> 00:05:52.880]  女人就痊癒了
[00:05:52.880 --> 00:05:56.200]  耶穌到了管會堂的家裡
[00:05:56.200 --> 00:05:58.160]  看見有吹手
[00:05:58.160 --> 00:06:00.840]  又有許多人亂讓
[00:06:00.840 --> 00:06:03.080]  就說:退去吧
[00:06:03.080 --> 00:06:05.520]  這閨女不是死了
[00:06:05.520 --> 00:06:06.920]  是睡了
[00:06:06.920 --> 00:06:09.280]  他們就癡笑她
[00:06:09.280 --> 00:06:11.920]  眾人既被放出
[00:06:11.920 --> 00:06:14.280]  但耶穌就進去
[00:06:14.280 --> 00:06:16.280]  拉著閨女的手
[00:06:16.280 --> 00:06:18.160]  閨女便起來了
[00:06:18.160 --> 00:06:22.120]  於是這風聲全遍了那地
[00:06:22.120 --> 00:06:24.440]  今天我會透過三個部分
[00:06:24.440 --> 00:06:27.000]  跟大家一起去思想這段經文
[00:06:27.000 --> 00:06:30.720]  第一個部分是第九章的第十八節
[00:06:30.720 --> 00:06:31.720]  至第十九節
[00:06:31.720 --> 00:06:32.720]  我給了一個副題
[00:06:32.720 --> 00:06:33.400]  它叫做
[00:06:33.400 --> 00:06:36.880]  由傳統帶來的自豪
[00:06:36.880 --> 00:06:39.080]  變成破產
[00:06:39.080 --> 00:06:43.360]  The Bankruptcy of Heritage Pride
[00:06:43.360 --> 00:06:44.560]  這段聖經說到
[00:06:44.560 --> 00:06:47.640]  耶穌正在跟人討論什麼呢
[00:06:47.640 --> 00:06:48.440]  在說什麼呢
[00:06:48.440 --> 00:06:50.200]  我們看回前文
[00:06:50.200 --> 00:06:51.760]  前文我們看過
[00:06:51.760 --> 00:06:53.440]  有人談論到
[00:06:53.440 --> 00:06:55.840]  耶穌基督的一些門徒
[00:06:55.840 --> 00:06:57.440]  他們不禁食
[00:06:57.440 --> 00:06:58.440]  但是
[00:06:58.440 --> 00:07:00.760]  約翰的門徒來問耶穌
[00:07:00.760 --> 00:07:02.200]  我們跟法利塞人
[00:07:02.200 --> 00:07:06.120]  都去守禁食的規矩
[00:07:06.120 --> 00:07:08.240]  耶穌在上文我們已經看過了
[00:07:08.240 --> 00:07:10.320]  原來他要著意
[00:07:10.320 --> 00:07:12.320]  去介紹給我們知道
[00:07:12.320 --> 00:07:14.080]  究竟一個人
[00:07:14.080 --> 00:07:16.160]  有沒有能力
[00:07:16.160 --> 00:07:17.600]  去承載一些
[00:07:17.600 --> 00:07:22.600]  全新由耶穌帶來的新的發展
[00:07:22.600 --> 00:07:24.400]  所以就有這個所謂
[00:07:24.400 --> 00:07:27.240]  新酒要放在新皮袋裡
[00:07:27.240 --> 00:07:29.840]  兩樣就保存了這個陳述
[00:07:29.840 --> 00:07:35.000]  這個在上文第九章的第十七節活
[00:07:35.000 --> 00:07:37.360]  就已經介紹給我們知道了
[00:07:37.360 --> 00:07:41.040]  所以耶穌其實在上文是在討論
[00:07:41.040 --> 00:07:43.200]  如果我們要接受一個救恩
[00:07:43.200 --> 00:07:46.040]  從耶穌基督帶來的救恩
[00:07:46.040 --> 00:07:49.360]  你必須有一個新的生命
[00:07:49.360 --> 00:07:51.320]  可以去承載
[00:07:51.320 --> 00:07:54.600]  新的帶來的福音
[00:07:54.600 --> 00:07:57.480]  如果你還帶著一套老舊的思想
[00:07:57.480 --> 00:08:00.320]  守規矩 守律法
[00:08:00.320 --> 00:08:03.200]  你完全看不到上帝在這個過程當中
[00:08:03.200 --> 00:08:04.880]  其實有他本身的美意
[00:08:04.880 --> 00:08:08.200]  和新的發展要帶來在你的生命上
[00:08:08.200 --> 00:08:10.600]  繼續要去衍生的
[00:08:10.600 --> 00:08:13.160]  當耶穌討論到這個題目
[00:08:13.160 --> 00:08:14.640]  要有一個新的生命
[00:08:14.640 --> 00:08:16.240]  新的載體
[00:08:16.240 --> 00:08:17.920]  新的靈性
[00:08:17.920 --> 00:08:21.400]  來去接受這個永恆的生命的時候
[00:08:21.400 --> 00:08:26.360]  這個管會堂的人就走到耶穌基督面前
[00:08:26.360 --> 00:08:31.080]  他主動在耶穌基督面前跪下來
[00:08:31.080 --> 00:08:33.800]  去向耶穌下拜
[00:08:33.800 --> 00:08:38.080]  並且主動向耶穌發出要求
[00:08:38.080 --> 00:08:41.200]  他的要求是什麼呢?
[00:08:41.200 --> 00:08:43.240]  他的要求是
[00:08:43.240 --> 00:08:47.840]  耶穌說 我的女兒剛剛已經死了
[00:08:47.840 --> 00:08:51.080]  所以留心
[00:08:51.080 --> 00:08:53.600]  不是說病了
[00:08:53.600 --> 00:08:56.920]  就是已經死了
[00:08:56.920 --> 00:09:02.160]  俗語說已經拉了柴了
[00:09:02.160 --> 00:09:05.920]  那他來耶穌基督那裡做什麼呢?
[00:09:05.920 --> 00:09:10.240]  求耶穌你去按手在我的身上
[00:09:10.240 --> 00:09:13.800]  按手在他的身上
[00:09:13.800 --> 00:09:18.480]  他有指明耶穌要用一些什麼方法
[00:09:18.480 --> 00:09:23.160]  去施行在他的女兒的身上
[00:09:23.160 --> 00:09:26.680]  好像今天有很多人在祈禱
[00:09:26.680 --> 00:09:30.560]  上帝啊 我要求你這樣這樣這樣做
[00:09:30.560 --> 00:09:33.240]  我現在就這樣的情況了
[00:09:33.240 --> 00:09:35.320]  我不是很好
[00:09:35.320 --> 00:09:36.360]  我就希望這樣
[00:09:36.360 --> 00:09:37.880]  我就告訴你
[00:09:37.880 --> 00:09:41.280]  你如果這樣這樣這樣做呢
[00:09:41.280 --> 00:09:42.480]  接著怎麼樣
[00:09:42.480 --> 00:09:43.520]  就有個結果
[00:09:43.520 --> 00:09:45.480]  我有個期盼的
[00:09:45.480 --> 00:09:47.880]  他就必活了
[00:09:47.880 --> 00:09:49.720]  他期望耶穌基督
[00:09:49.720 --> 00:09:54.840]  就會做了這些他指定的行動之後
[00:09:54.840 --> 00:10:01.120]  就會使到他的女兒可以重新再活上來
[00:10:01.120 --> 00:10:03.560]  究竟他指的活是什麼活呢?
[00:10:03.560 --> 00:10:06.080]  很明顯是指到當時
[00:10:06.080 --> 00:10:10.920]  當刻他女兒當時的人生
[00:10:10.920 --> 00:10:12.280]  仍然有的日子
[00:10:12.280 --> 00:10:13.760]  他年輕嘛
[00:10:13.760 --> 00:10:15.600]  他還有很長的日子
[00:10:15.600 --> 00:10:17.200]  就好像我這樣
[00:10:17.200 --> 00:10:18.800]  原本我想去讀博士的
[00:10:18.800 --> 00:10:20.280]  讀PhD報名的
[00:10:20.280 --> 00:10:21.720]  學校都收了
[00:10:21.720 --> 00:10:23.280]  一看到學費這麼貴
[00:10:23.280 --> 00:10:25.120]  縮都縮不來
[00:10:25.120 --> 00:10:27.200]  縮的主要原因不是我不想讀
[00:10:27.200 --> 00:10:30.120]  是因為我覺得我讀完都四五十歲
[00:10:30.120 --> 00:10:31.840]  用的時間只有十幾年
[00:10:31.840 --> 00:10:35.560]  不如把錢留給小孩讀吧
[00:10:35.560 --> 00:10:36.800]  就這樣的觀念
[00:10:36.800 --> 00:10:37.760]  有個期盼
[00:10:37.760 --> 00:10:39.400]  他用的日子長嘛
[00:10:39.400 --> 00:10:41.040]  十幾二十歲
[00:10:41.040 --> 00:10:45.280]  我已經差不多收檔了
[00:10:45.280 --> 00:10:45.840]  是不是?
[00:10:45.840 --> 00:10:47.160]  還沒收檔的
[00:10:47.160 --> 00:10:48.760]  我這樣說不太對
[00:10:48.760 --> 00:10:50.280]  很多年紀比我大都還沒收檔
[00:10:50.280 --> 00:10:52.240]  是不是?
[00:10:52.240 --> 00:10:54.720]  但他有要求
[00:10:54.720 --> 00:10:58.240]  他指明耶穌要在他女兒身上按手
[00:10:58.240 --> 00:10:59.160]  留心
[00:10:59.160 --> 00:11:03.560]  要耶穌在他女兒身上按手
[00:11:03.560 --> 00:11:05.720]  希望耶穌在他女兒身上
[00:11:05.720 --> 00:11:07.880]  V汪汪
[00:11:07.880 --> 00:11:10.840]  拉柴之後都會復活
[00:11:10.840 --> 00:11:16.720]  這是很多普遍的人的祈禱
[00:11:16.720 --> 00:11:19.440]  這個管會堂的人
[00:11:19.440 --> 00:11:23.240]  就來作出這個要求
[00:11:23.240 --> 00:11:24.560]  不過
[00:11:24.560 --> 00:11:27.240]  我們首先要明白一點
[00:11:27.240 --> 00:11:30.440]  這個管會堂是什麼人來的呢?
[00:11:30.440 --> 00:11:32.080]  在原文聖經裡面
[00:11:32.080 --> 00:11:34.600]  希臘文原本是指到這個
[00:11:34.600 --> 00:11:37.760]  管會堂的人用了一個字眼叫
[00:11:37.760 --> 00:11:39.840]  Ercho
[00:11:39.840 --> 00:11:42.440]  Ercho這個字眼是什麼意思呢?
[00:11:42.440 --> 00:11:45.080]  就指一個王
[00:11:45.080 --> 00:11:47.720]  或者一個管治者
[00:11:47.720 --> 00:11:49.680]  這個陳述
[00:11:49.680 --> 00:11:53.000]  不只是在這裡有使用
[00:11:53.000 --> 00:11:55.080]  其實在馬太福音裡面
[00:11:55.080 --> 00:11:56.680]  在第23節
[00:11:56.680 --> 00:11:57.400]  9章
[00:11:57.400 --> 00:11:59.360]  第34節裡面
[00:11:59.360 --> 00:12:01.640]  12章24節
[00:12:01.640 --> 00:12:04.560]  還有20章第25節裡面
[00:12:04.560 --> 00:12:06.920]  都同樣用到這個字眼
[00:12:06.920 --> 00:12:08.560]  Ercho這個字眼
[00:12:08.560 --> 00:12:12.360]  來介紹一些管治者
[00:12:12.360 --> 00:12:14.040]  他們的情況
[00:12:14.040 --> 00:12:16.240]  這位管治者做什麼呢?
[00:12:16.240 --> 00:12:17.360]  很明顯
[00:12:17.360 --> 00:12:18.800]  如果我們從聖經裡面
[00:12:18.800 --> 00:12:21.080]  從第23節我們可以看到
[00:12:21.080 --> 00:12:23.800]  他是一個猶太人
[00:12:23.800 --> 00:12:29.360]  他是主管一個猶太人的會堂的人
[00:12:29.360 --> 00:12:34.280]  用今天的相類似的陳述
[00:12:34.280 --> 00:12:39.520]  就等同於一間教會的主任牧師
[00:12:39.520 --> 00:12:41.000]  如果我們連貫那個
[00:12:41.000 --> 00:12:45.520]  剛才說王或者管治者這個運用
[00:12:45.520 --> 00:12:51.720]  其中在第20章第25節裡面
[00:12:51.720 --> 00:12:55.120]  就提及到有一個媽媽
[00:12:55.120 --> 00:12:59.320]  這個媽媽她老公叫西比泰
[00:12:59.320 --> 00:13:02.280]  大家開始有些西比泰很熟悉
[00:13:02.280 --> 00:13:03.200]  這個名字
[00:13:03.200 --> 00:13:05.520]  原來西比泰
[00:13:05.520 --> 00:13:07.640]  就有兩個兒子
[00:13:07.640 --> 00:13:09.440]  這兩個兒子
[00:13:09.440 --> 00:13:11.280]  他們的名字
[00:13:11.280 --> 00:13:13.680]  就在耶穌接下來
[00:13:13.680 --> 00:13:15.640]  在第十章裡面
[00:13:15.640 --> 00:13:17.520]  開頭第一節
[00:13:17.520 --> 00:13:19.960]  第二節裡面有介紹
[00:13:19.960 --> 00:13:22.560]  他們兩個兒子就叫做
[00:13:22.560 --> 00:13:26.200]  瓦國約翰
[00:13:26.200 --> 00:13:29.520]  這個媽媽就走來向耶穌祈求
[00:13:29.520 --> 00:13:30.520]  耶穌說
[00:13:30.520 --> 00:13:35.800]  將來當你作為這個王權的時候
[00:13:35.800 --> 00:13:40.240]  請你留下左右兩個位置給我兩個兒子
[00:13:40.240 --> 00:13:42.960]  在這種陳述裡面
[00:13:42.960 --> 00:13:45.120]  就組織了一種
[00:13:45.120 --> 00:13:50.000]  首尾呼應的結構在馬太福音裡面
[00:13:50.000 --> 00:13:52.200]  耶穌在這一刻見到一個
[00:13:52.200 --> 00:13:56.880]  同樣管治宗教場合的主任
[00:13:56.880 --> 00:13:58.080]  會會堂的人
[00:13:58.080 --> 00:14:01.920]  來去要求他做一件事
[00:14:01.920 --> 00:14:05.200]  希望能夠去到
[00:14:05.200 --> 00:14:08.280]  成就他的願望
[00:14:08.280 --> 00:14:11.240]  相比在第20章第25節裡面
[00:14:11.240 --> 00:14:14.040]  西比泰的太太
[00:14:14.040 --> 00:14:16.280]  帶著兩個兒子去要求耶穌
[00:14:16.280 --> 00:14:18.000]  耶穌你的王權裡面
[00:14:18.000 --> 00:14:21.000]  去讓回兩個位置給我兒子
[00:14:21.000 --> 00:14:23.400]  去做你的左右手
[00:14:23.400 --> 00:14:24.800]  似乎
[00:14:24.800 --> 00:14:26.120]  馬太福音的作者
[00:14:26.120 --> 00:14:29.000]  就在這個時候提出一個很重要的事實
[00:14:29.000 --> 00:14:32.080]  什麼條件的人
[00:14:32.080 --> 00:14:35.080]  有什麼屬靈狀態的人
[00:14:35.080 --> 00:14:37.560]  才適合去到
[00:14:37.560 --> 00:14:41.480]  作為耶穌基督的左右手呢
[00:14:41.480 --> 00:14:43.840]  什麼人才適合去到
[00:14:43.840 --> 00:14:48.680]  侍奉在神的國度裡面呢
[00:14:48.680 --> 00:14:52.080]  所以當我們從這個行文裡面
[00:14:52.080 --> 00:14:53.760]  我們就可以看到
[00:14:53.760 --> 00:14:57.360]  這個管會堂的人的靈性
[00:14:57.360 --> 00:15:02.320]  其實和西比泰的太太
[00:15:02.320 --> 00:15:05.360]  其實是差一截的
[00:15:05.360 --> 00:15:07.360]  因為這個管會堂的人
[00:15:07.360 --> 00:15:11.360]  只是要求眼前即刻有的好處
[00:15:11.360 --> 00:15:14.200]  或者眼前的問題得到解決
[00:15:14.200 --> 00:15:17.400]  信仰就是為這些事情去做
[00:15:17.400 --> 00:15:19.440]  他的思維就是這樣
[00:15:19.440 --> 00:15:21.040]  今天是不是很多信徒
[00:15:21.040 --> 00:15:23.200]  都仍然帶著這種思維
[00:15:23.200 --> 00:15:24.840]  就說來到教會
[00:15:24.840 --> 00:15:26.160]  相信耶穌基督
[00:15:26.160 --> 00:15:27.880]  希望我的問題
[00:15:27.880 --> 00:15:29.960]  在現在得到解決
[00:15:29.960 --> 00:15:31.920]  教會也造成一個現象
[00:15:31.920 --> 00:15:32.680]  是什麼呢
[00:15:32.680 --> 00:15:35.400]  只需要教會能夠提供
[00:15:35.400 --> 00:15:38.280]  解決人問題的方案
[00:15:38.280 --> 00:15:41.160]  教會就好像扮演著上帝的角色
[00:15:41.160 --> 00:15:42.880]  人就回到教會
[00:15:42.880 --> 00:15:44.720]  在這裡聚會
[00:15:44.720 --> 00:15:46.000]  他回到教會之後
[00:15:46.000 --> 00:15:47.840]  就慢慢再和他談
[00:15:47.840 --> 00:15:48.720]  說很多
[00:15:48.720 --> 00:15:49.800]  你怎樣做事
[00:15:49.800 --> 00:15:51.080]  你怎樣奉獻等等
[00:15:51.080 --> 00:15:53.040]  這些問題
[00:15:53.040 --> 00:15:55.640]  但是
[00:15:55.640 --> 00:15:59.000]  這個管會堂的人的靈性
[00:15:59.000 --> 00:16:04.000]  雖然我們看到已經是差的了
[00:16:04.000 --> 00:16:07.240]  但是其實這個管會堂的人的靈性
[00:16:07.240 --> 00:16:11.280]  相比在先前有一個類似的情況
[00:16:11.280 --> 00:16:13.440]  就是一個白夫長
[00:16:13.440 --> 00:16:15.320]  如果我們看回前一點
[00:16:15.320 --> 00:16:16.960]  在第八章的時候
[00:16:16.960 --> 00:16:19.160]  第五節在加伯隆的時候
[00:16:19.160 --> 00:16:20.360]  有一個白夫長
[00:16:20.360 --> 00:16:23.080]  為他的一個僕人
[00:16:23.080 --> 00:16:26.240]  祈求耶穌基督的醫治
[00:16:26.240 --> 00:16:28.200]  而這個白夫長說
[00:16:28.200 --> 00:16:29.680]  耶穌你不用來的
[00:16:29.680 --> 00:16:30.720]  耶穌想去的
[00:16:30.720 --> 00:16:32.520]  他說你不用來的
[00:16:32.520 --> 00:16:33.840]  你講一聲就行了
[00:16:33.840 --> 00:16:35.960]  他就會好了
[00:16:35.960 --> 00:16:37.680]  在這個比對之下
[00:16:37.680 --> 00:16:39.440]  也再次讓我們看到
[00:16:39.440 --> 00:16:42.760]  這個管會堂的人的靈性
[00:16:42.760 --> 00:16:45.880]  其實真的差到沒有了
[00:16:45.880 --> 00:16:48.200]  其實甚至可以這麼說
[00:16:48.200 --> 00:16:50.480]  他就算信
[00:16:50.480 --> 00:16:54.360]  都只不過是一個很低層次的信仰
[00:16:54.360 --> 00:16:55.880]  因為為什麼
[00:16:55.880 --> 00:16:59.440]  他要等到自己的女兒死了
[00:16:59.440 --> 00:17:01.160]  才來到去
[00:17:01.160 --> 00:17:05.520]  耶穌那裡去請求耶穌的請求
[00:17:05.520 --> 00:17:07.080]  簡單的來講
[00:17:07.080 --> 00:17:12.800]  他的信仰視耶穌為最後最後的處理的解決方案
[00:17:12.800 --> 00:17:15.720]  那你就要問一個問題了
[00:17:15.720 --> 00:17:17.400]  在整個過程當中
[00:17:17.400 --> 00:17:19.640]  由女兒開始生病
[00:17:19.640 --> 00:17:21.440]  你不要管她是什麼病
[00:17:21.440 --> 00:17:24.840]  聖經也不詳細記載給我們知道
[00:17:24.840 --> 00:17:29.000]  由女兒生病到女兒死的這一刻
[00:17:29.000 --> 00:17:32.840]  他從來都沒有想過要去用耶穌
[00:17:32.840 --> 00:17:34.840]  求耶穌的幫助
[00:17:34.840 --> 00:17:37.000]  白夫長老早就來了
[00:17:37.000 --> 00:17:38.280]  病了就已經來了
[00:17:38.280 --> 00:17:39.280]  他只是一個僕人
[00:17:39.280 --> 00:17:41.560]  這個女兒
[00:17:41.560 --> 00:17:46.000]  為什麼這個管會堂的人是這樣想呢
[00:17:46.000 --> 00:17:48.840]  我們要問這個問題
[00:17:48.840 --> 00:17:52.400]  那就要和他的身份有關係了
[00:17:52.400 --> 00:17:54.200]  記不記得我剛才說過
[00:17:54.200 --> 00:17:57.080]  這個管會堂的人
[00:17:57.080 --> 00:17:58.640]  甚至可以說叫王
[00:17:58.640 --> 00:18:00.480]  用原文翻譯為
[00:18:00.480 --> 00:18:03.000]  他是主事的
[00:18:03.000 --> 00:18:05.000]  他是教會的主任牧師
[00:18:05.000 --> 00:18:07.560]  如果相比來算
[00:18:07.560 --> 00:18:09.520]  在這樣的情況下
[00:18:09.520 --> 00:18:11.680]  我當然是信我自己那套了
[00:18:11.680 --> 00:18:13.440]  是不是
[00:18:13.440 --> 00:18:14.440]  他管什麼
[00:18:14.440 --> 00:18:15.760]  管會堂
[00:18:15.760 --> 00:18:16.600]  什麼會堂
[00:18:16.600 --> 00:18:18.000]  猶太人的會堂
[00:18:18.000 --> 00:18:21.800]  猶太人的會堂的管
[00:18:21.800 --> 00:18:24.280]  主管
[00:18:24.280 --> 00:18:25.400]  要救我女兒
[00:18:25.400 --> 00:18:27.720]  還是用我們猶太人
[00:18:27.720 --> 00:18:30.600]  傳統那套的方法
[00:18:30.600 --> 00:18:32.680]  怎麼會想到一個新來的
[00:18:32.680 --> 00:18:36.560]  說自己好像很厲害的耶穌
[00:18:36.560 --> 00:18:38.120]  簡單點來說
[00:18:38.120 --> 00:18:39.080]  這個管會堂的人
[00:18:39.080 --> 00:18:41.560]  根本很小看耶穌
[00:18:41.560 --> 00:18:42.680]  不過
[00:18:42.680 --> 00:18:46.920]  他到了一個走投無路的狀態
[00:18:46.920 --> 00:18:48.920]  女兒死了
[00:18:48.920 --> 00:18:51.760]  才來趕急祈求耶穌
[00:18:51.760 --> 00:18:53.920]  去拯救女兒
[00:18:53.920 --> 00:18:54.920]  而這個拯救
[00:18:54.920 --> 00:18:57.640]  也從不客氣地要指明
[00:18:57.640 --> 00:18:59.440]  要用什麼方法
[00:18:59.440 --> 00:19:02.360]  要耶穌來到我家裡面
[00:19:02.360 --> 00:19:04.920]  要按手在他身上
[00:19:04.920 --> 00:19:07.720]  他才能夠復活的事
[00:19:07.720 --> 00:19:09.400]  這種思想
[00:19:09.400 --> 00:19:13.120]  今天的教會宣傳的看法
[00:19:13.120 --> 00:19:15.560]  或者普遍的教會宣傳的看法
[00:19:15.560 --> 00:19:18.320]  不謀而合
[00:19:18.320 --> 00:19:19.280]  今天的教會
[00:19:19.280 --> 00:19:21.520]  整天都跟人說
[00:19:21.520 --> 00:19:23.640]  你相信耶穌吧
[00:19:23.640 --> 00:19:29.840]  耶穌是你最終的拯救者
[00:19:29.840 --> 00:19:31.960]  難道最終你不要來找他
[00:19:31.960 --> 00:19:34.640]  你走投無路就來教會
[00:19:34.640 --> 00:19:35.560]  我還記得
[00:19:35.560 --> 00:19:40.400]  在加拿大的教會的傳統裡面
[00:19:40.400 --> 00:19:42.800]  如果一個罪犯
[00:19:42.800 --> 00:19:46.440]  他犯了法
[00:19:46.440 --> 00:19:49.480]  他知道走投無路
[00:19:49.480 --> 00:19:51.280]  他可以走進任何一間教會裡面
[00:19:51.280 --> 00:19:53.360]  住在裡面
[00:19:53.360 --> 00:19:55.480]  沒有警察夠膽走進去教會
[00:19:55.480 --> 00:19:57.240]  拉人封艇
[00:19:57.240 --> 00:19:59.160]  曾經有這樣的例子
