
[00:00:00.000 --> 00:00:07.360]  約書亞記的這個系列已經接近尾聲
[00:02:22.320 --> 00:02:25.040]  他和他們敬禮說再見」
[00:02:25.040 --> 00:02:30.800]  我們見到很多的領袖
[00:02:30.800 --> 00:02:33.760]  在他們臨死的時候
[00:02:33.760 --> 00:02:36.240]  或者他們告別的話裏面
[00:02:36.240 --> 00:02:38.240]  都有很大的影響力
[00:02:38.240 --> 00:02:40.400]  會能夠影響很多的人
[00:02:40.400 --> 00:02:42.720]  例如約瑟
[00:02:42.720 --> 00:02:45.120]  在創世紀第50章
[00:02:45.120 --> 00:02:47.120]  他是安慰他的子孫
[00:02:47.120 --> 00:02:50.080]  他叫他的子孫帶領他的骨灰
[00:02:50.080 --> 00:02:52.080]  回到英雄之地
[00:02:52.080 --> 00:02:55.520]  因為他是很相信神的英雄
[00:02:55.520 --> 00:02:59.040]  雅各在臨死的時候
[00:02:59.040 --> 00:03:01.040]  在創世紀第50章
[00:03:01.040 --> 00:03:04.480]  他對他的十二兒子有祝福的話
[00:03:04.480 --> 00:03:09.120]  摩西在生命紀第33章
[00:03:09.120 --> 00:03:12.960]  我們見到也是對十二支派有祝福
[00:03:12.960 --> 00:03:15.520]  大衛臨死的時候
[00:03:15.520 --> 00:03:20.400]  他也叫他的後人要遵行神的話語
[00:03:20.400 --> 00:03:22.400]  要走在神的旨意裏面
[00:03:22.400 --> 00:03:24.400]  要服從神
[00:03:24.400 --> 00:03:29.200]  而我們見到保羅在使徒行傳的20章
[00:03:29.200 --> 00:03:32.480]  當他告別已忽所教會領袖的時候
[00:03:32.480 --> 00:03:36.000]  他說的一番話也是非常感人
[00:03:36.000 --> 00:03:39.360]  充滿了愛心、充滿了關心
[00:03:39.360 --> 00:03:44.720]  在《述約書雅記》的23章
[00:03:44.720 --> 00:03:50.320]  約書雅一樣是來鼓勵以色列人的領袖
[00:03:50.320 --> 00:03:53.680]  為什麼要鼓勵以色列人的領袖呢?
[00:03:53.680 --> 00:03:58.240]  因為領袖是要活出他們在生命當中
[00:03:58.240 --> 00:04:00.240]  被神祝福的生命
[00:04:00.240 --> 00:04:03.200]  以致他們可以帶領他們手下的人
[00:04:03.200 --> 00:04:05.200]  一樣來蒙固
[00:04:05.200 --> 00:04:08.720]  當一個領袖不服從神的話語
[00:04:08.720 --> 00:04:10.720]  他妥協的時候
[00:04:10.720 --> 00:04:12.720]  他就會得到從神而來的管教
[00:04:12.720 --> 00:04:15.840]  可以說是從神而來的咒咒
[00:04:15.840 --> 00:04:22.480]  約書雅所說的也是很值得我們去學習
[00:04:22.480 --> 00:04:24.480]  為什麼要學習約書雅?
[00:04:24.480 --> 00:04:26.480]  我們見到約書雅
[00:04:26.480 --> 00:04:30.000]  他去到迦南地征服迦南
[00:04:30.000 --> 00:04:32.800]  他只是打輸過一場仗
[00:04:32.800 --> 00:04:34.800]  就是在艾城的仗
[00:04:34.800 --> 00:04:37.520]  其他的戰爭他都是得勝
[00:04:37.520 --> 00:04:39.520]  他就是一位強盛的將軍
[00:04:39.520 --> 00:04:43.120]  如果我們想像約書雅一樣
[00:04:43.120 --> 00:04:46.320]  一樣成為一個強盛的將軍的話
[00:04:46.320 --> 00:04:48.320]  我們需要學習約書雅
[00:04:48.320 --> 00:04:52.320]  而且他教的這一套
[00:04:52.320 --> 00:04:54.800]  他不是說講一套做一套
[00:04:54.800 --> 00:04:59.760]  他所教導以色列人的是他自己用在自己的身上
[00:04:59.760 --> 00:05:04.880]  我們見到約書雅所教我們的
[00:05:04.880 --> 00:05:06.880]  其實不是一些新的知識
[00:05:06.880 --> 00:05:11.280]  是一些重複的古例
[00:05:11.280 --> 00:05:13.280]  這些是一些的溫習
[00:05:13.280 --> 00:05:18.640]  在比特後書的一章十二至十三節
[00:05:18.640 --> 00:05:21.440]  比特也同樣跟我們說
[00:05:21.440 --> 00:05:24.400]  「你們雖然曉得這些事
[00:05:24.400 --> 00:05:28.640]  並且在你們已有的真道上堅固
[00:05:28.640 --> 00:05:32.240]  我卻要將這些事常常提醒你們
[00:05:32.240 --> 00:05:36.320]  我以為應當趁我還在這帳盤的時候
[00:05:36.320 --> 00:05:39.120]  提醒你們 激發你們」
[00:05:39.120 --> 00:05:43.360]  你說比特還在這個帳盤的時候
[00:05:43.360 --> 00:05:45.360]  他住在哪裡
[00:05:45.360 --> 00:05:48.000]  在聖經裡面帳盤是什麼意思
[00:05:48.000 --> 00:05:50.000]  是我們的身體
[00:05:50.000 --> 00:05:52.480]  比特說當我還在我的身體裡
[00:05:52.480 --> 00:05:54.480]  當我還在這個世上的時候
[00:05:54.480 --> 00:05:57.760]  我要不斷地提醒你們
[00:05:57.760 --> 00:06:01.920]  比特說雖然你們已經曉得這些事
[00:06:01.920 --> 00:06:06.480]  而且你們在真道上已經站立得穩
[00:06:06.480 --> 00:06:09.760]  我仍然要提醒你們
[00:06:09.760 --> 00:06:12.720]  這就是約書雅的心聲
[00:06:12.720 --> 00:06:15.840]  雖然他講的不是一些新的教導
[00:06:15.840 --> 00:06:18.240]  他仍然要提醒以色列人
[00:06:18.240 --> 00:06:21.280]  很可惜今時今日
[00:06:21.280 --> 00:06:23.280]  很多的基督徒
[00:06:23.280 --> 00:06:25.680]  他們很喜歡聽新鮮的東西
[00:06:25.680 --> 00:06:28.480]  他們很喜歡聽未聽過的東西
[00:06:28.480 --> 00:06:33.360]  其實神的話語是不變的
[00:06:33.360 --> 00:06:37.520]  我們不應該經常希望聽一些動聽的
[00:06:37.520 --> 00:06:40.720]  或者娛樂性高的來講道
[00:06:40.720 --> 00:06:44.880]  我們需要被神不斷地提醒我們
[00:06:44.880 --> 00:06:47.280]  很多這些都不是新的知識
[00:06:47.280 --> 00:06:49.840]  這些也是很多講完
[00:06:49.840 --> 00:06:52.160]  很多現在的牧者的問題
[00:06:52.160 --> 00:06:55.440]  他們很希望講一些人家未聽過的東西
[00:06:55.440 --> 00:06:58.000]  語不驚人 誓不休
[00:06:58.000 --> 00:07:01.840]  當他們標其立意想講一些人家未聽過的東西的時候
[00:07:01.840 --> 00:07:03.840]  其實就是很危險
[00:07:03.840 --> 00:07:06.560]  因為我講過聖經是不變的
[00:07:06.560 --> 00:07:10.800]  當你經常想講一些新鮮人家未聽過的東西的時候
[00:07:10.800 --> 00:07:14.640]  很多時候可能你講出來的就是有錯誤
[00:07:14.640 --> 00:07:16.640]  所以我們要很小心
[00:07:16.640 --> 00:07:21.680]  當我們聽消息的時候
[00:07:21.680 --> 00:07:25.760]  很多時候我們是喜歡先聽不好的消息
[00:07:25.760 --> 00:07:27.760]  然後才聽好的消息
[00:07:27.760 --> 00:07:31.200]  我們希望先苦後甜
[00:07:31.200 --> 00:07:33.200]  或者是苦盡甘來
[00:07:33.200 --> 00:07:35.680]  所以如果有人說我有兩個消息
[00:07:35.680 --> 00:07:37.680]  一個是好 一個是不好
[00:07:37.680 --> 00:07:39.680]  你喜歡聽哪一個先
[00:07:39.680 --> 00:07:42.800]  很多人就會說你先講壞消息
[00:07:42.800 --> 00:07:45.120]  然後才講好消息給我聽
[00:07:45.120 --> 00:07:48.320]  但是我們看到神的話語不是這樣的
[00:07:48.320 --> 00:07:51.040]  神給予以色列人的訓誨
[00:07:51.040 --> 00:07:55.360]  是先講好消息 然後才講壞消息
[00:07:55.360 --> 00:07:59.200]  神的話語是你們服從的時候我會捉蠱
[00:07:59.200 --> 00:08:01.920]  但是當你們不守約 不服從
[00:08:01.920 --> 00:08:05.200]  我就會有我的管教 有我的奏助
[00:08:05.200 --> 00:08:09.840]  這個在利未記的26章和新命記的28章
[00:08:09.840 --> 00:08:11.840]  都是很清楚的
[00:08:11.840 --> 00:08:15.840]  甚至是去到約書雅記的23章16節
[00:08:15.840 --> 00:08:18.320]  神說如果你們和以色列人說
[00:08:18.320 --> 00:08:20.320]  如果你們不聽話的話
[00:08:20.320 --> 00:08:23.360]  甚至你們是會速速滅亡
[00:08:23.360 --> 00:08:26.320]  可能我們會問
[00:08:26.320 --> 00:08:29.520]  為什麼約書雅要選擇這個時候
[00:08:29.520 --> 00:08:32.320]  來和以色列人講這一番話
[00:08:32.320 --> 00:08:35.520]  他們已經進入了迦南20年
[00:08:35.520 --> 00:08:38.480]  征服了迦南已經有20年
[00:08:38.480 --> 00:08:41.520]  為什麼你在這個時候才講這番話
[00:08:42.400 --> 00:08:47.600]  其實當以色列人和迦南人真戰的時候
[00:08:47.600 --> 00:08:49.600]  他們會不會向著神
[00:08:49.600 --> 00:08:51.600]  他們會向著神
[00:08:51.600 --> 00:08:54.640]  他們會希望倚靠神的能力
[00:08:54.640 --> 00:08:56.640]  所以當他們在真戰的時候
[00:08:56.640 --> 00:08:59.680]  你不用說話 他們都會倚靠神
[00:08:59.680 --> 00:09:05.840]  但是20年後當他們過著平安和平安逸的生活
[00:09:05.840 --> 00:09:09.040]  這個就是一個非常危險的時候
[00:09:09.040 --> 00:09:12.560]  當我們過著平安和平安的生活
[00:09:12.560 --> 00:09:14.560]  我們就很容易忘記神
[00:09:14.560 --> 00:09:17.760]  這個正是美國的問題
[00:09:17.760 --> 00:09:21.520]  美國是以基督教來立國
[00:09:21.520 --> 00:09:25.440]  但是今時今日的美國已經遠離神
[00:09:25.440 --> 00:09:29.520]  其實中國也是另外一個例子
[00:09:29.520 --> 00:09:34.000]  當中國還是很貧窮的時候
[00:09:34.000 --> 00:09:37.360]  我們見到很多人來尋求神
[00:09:37.360 --> 00:09:42.000]  但是今時今日當中國很富庶很安逸的時候
[00:09:42.000 --> 00:09:45.920]  這裡福音的門就已經漸漸的關閉
[00:09:45.920 --> 00:09:48.880]  今天我要和大家講的
[00:09:48.880 --> 00:09:51.280]  怎樣能夠得到神的祝福
[00:09:51.280 --> 00:09:53.280]  一共有五點
[00:09:53.280 --> 00:09:55.920]  這五點都不是新的教導
[00:09:55.920 --> 00:09:57.200]  我剛才講過
[00:09:57.200 --> 00:09:59.200]  都是一些的溫習
[00:09:59.200 --> 00:10:01.200]  都是一些的提醒
[00:10:01.200 --> 00:10:05.360]  我們很需要將自己放在以色列人的處境
[00:10:05.360 --> 00:10:09.520]  來學習怎樣能夠得到神的祝福
[00:10:09.520 --> 00:10:13.520]  第一點我們要和大家講的
[00:10:13.520 --> 00:10:16.320]  就是我們要記得神的作為
[00:10:16.320 --> 00:10:19.200]  這一點我以前都和大家講過
[00:10:19.200 --> 00:10:21.200]  所以不是一個新的教導
[00:10:21.200 --> 00:10:24.560]  在約書亞記的23章3節
[00:10:24.560 --> 00:10:28.640]  經文說:而和說你的神因你的緣故
[00:10:28.640 --> 00:10:31.200]  向那些國所行的一切事
[00:10:31.200 --> 00:10:33.200]  你們親眼看見了
[00:10:33.200 --> 00:10:36.000]  因那為你們爭戰的
[00:10:36.000 --> 00:10:38.000]  是耶和華你們的神
[00:10:38.000 --> 00:10:41.920]  而在4月23章第4節
[00:10:41.920 --> 00:10:43.920]  接著的經文就是說
[00:10:43.920 --> 00:10:45.920]  他們所得到的地
[00:10:45.920 --> 00:10:47.920]  他們能夠征服迦南
[00:10:47.920 --> 00:10:49.920]  能夠分到地
[00:10:49.920 --> 00:10:51.920]  都是因為神的緣故
[00:10:51.920 --> 00:10:53.920]  然後去到第5節
[00:10:53.920 --> 00:10:58.160]  經文說:神必將各國從你們的面前趕出去
[00:10:58.160 --> 00:11:00.160]  使他們離開你們
[00:11:00.160 --> 00:11:03.600]  正如耶和華你們的神所應許的
[00:11:03.600 --> 00:11:05.600]  你說大件事
[00:11:05.600 --> 00:11:08.880]  神的話語就是充滿矛盾
[00:11:08.880 --> 00:11:11.680]  記不記得上一次我和大家講
[00:11:11.680 --> 00:11:15.520]  在士司記的2章20至23節
[00:11:15.520 --> 00:11:18.640]  神說:我不會再將你們的敵人
[00:11:18.640 --> 00:11:20.640]  從你們的面前趕出去
[00:11:20.640 --> 00:11:24.720]  今天在約書亞記的23章5節
[00:11:24.720 --> 00:11:28.400]  神說會幫他們趕走他們的敵人
[00:11:28.400 --> 00:11:30.400]  在他們的面前趕出去
[00:11:30.400 --> 00:11:34.160]  但是在士司記的2章20至23節
[00:11:34.160 --> 00:11:36.720]  又說神不會再將敵人趕出去
[00:11:36.720 --> 00:11:39.600]  你說哪句是真哪句是假
[00:11:39.600 --> 00:11:41.600]  兩句都是真
[00:11:41.600 --> 00:11:44.400]  這就是我剛才所講的
[00:11:44.400 --> 00:11:46.880]  福禍之間的揀選
[00:11:46.880 --> 00:11:49.440]  當以色列人服從神的時候
[00:11:49.440 --> 00:11:52.560]  神是會幫助他們趕走他們的敵人
[00:11:52.560 --> 00:11:55.440]  但是當以色列人不服從神
[00:11:55.440 --> 00:12:00.400]  神就不會再將他們的敵人在他們的面前趕出去
[00:12:00.400 --> 00:12:05.840]  這也是為什麼約書亞在講這番話的時候
[00:12:05.840 --> 00:12:08.160]  他不斷提醒以色列人
[00:12:08.160 --> 00:12:11.680]  神是怎樣幫助他們過約旦河
[00:12:11.680 --> 00:12:15.120]  怎樣幫助他們戰勝耶利哥城
[00:12:15.120 --> 00:12:17.600]  怎樣在那裡欺騙
[00:12:17.600 --> 00:12:20.560]  那些冰箔子打在敵人的身上
[00:12:20.560 --> 00:12:22.960]  而不是打在以色列人的身上
[00:12:22.960 --> 00:12:26.400]  神怎樣使這個日頭都停留
[00:12:26.400 --> 00:12:31.280]  以至以色列人能夠有更多的時間來追趕敵人
[00:12:31.280 --> 00:12:34.960]  約書亞要提醒以色列人
[00:12:34.960 --> 00:12:36.720]  他們所有一切
[00:12:36.720 --> 00:12:39.600]  無論他們得勝得地
[00:12:39.600 --> 00:12:42.400]  完全都是因為神的作為
[00:12:42.400 --> 00:12:46.640]  所以約書亞要勸勉領袖
[00:12:46.640 --> 00:12:50.320]  要記得神以前幫助他們做過的事
[00:12:50.320 --> 00:12:52.160]  如果他們服從的話
[00:12:52.160 --> 00:12:56.000]  神也一樣會在將來幫助他們
[00:12:56.000 --> 00:12:59.200]  有兩節的經文是很有趣的
[00:12:59.200 --> 00:13:02.080]  約書亞記的23章10節
[00:13:02.080 --> 00:13:04.240]  當他們服從神的時候
[00:13:04.240 --> 00:13:05.600]  神會怎樣呢
[00:13:05.600 --> 00:13:09.840]  幫助他們一個人能夠趕出一千個敵人
[00:13:09.840 --> 00:13:12.400]  你想想誇不誇張
[00:13:12.400 --> 00:13:16.480]  能不能夠想像一個人追趕著一千個敵人
[00:13:16.480 --> 00:13:20.320]  但是有一節的經文更加有趣
[00:13:20.320 --> 00:13:23.520]  在利美記的26章17節
[00:13:23.520 --> 00:13:26.080]  當他們不服從神的時候
[00:13:26.080 --> 00:13:29.600]  無人追趕卻要逃跑
[00:13:29.600 --> 00:13:34.160]  當以色列人聽說一個人趕一千個敵人
[00:13:34.160 --> 00:13:37.360]  但當他們不聽說沒有敵人追趕他們
[00:13:37.360 --> 00:13:39.520]  他們自己都要逃跑
[00:13:39.520 --> 00:13:42.080]  為什麼會這樣
[00:13:42.080 --> 00:13:44.800]  因為以色列人能夠得勝
[00:13:44.800 --> 00:13:46.960]  全部都是神的作為
[00:13:46.960 --> 00:13:49.120]  當他們不得勝的時候
[00:13:49.120 --> 00:13:52.320]  追趕他們的也是神自己
[00:13:52.320 --> 00:13:57.840]  摩西也提醒以色列人
[00:13:57.840 --> 00:13:59.280]  要他們記得
[00:13:59.280 --> 00:14:01.920]  出埃及過紅海的時候
[00:14:01.920 --> 00:14:04.240]  全部都是神的作為
[00:14:04.240 --> 00:14:07.360]  在出埃及記的13章3節
[00:14:07.360 --> 00:14:08.960]  摩西對白承說
[00:14:08.960 --> 00:14:14.080]  你們要紀念從埃及維勞斯加出來的這一天
[00:14:14.080 --> 00:14:16.400]  因為耶和華用大人的手
[00:14:16.400 --> 00:14:20.480]  將你們從這地方領出來
[00:14:20.480 --> 00:14:23.760]  很多時候當我們忘記了神的作為
[00:14:23.760 --> 00:14:26.800]  我們就會以為是自己的功勞
[00:14:26.800 --> 00:14:28.960]  以致我們能夠成功
[00:14:28.960 --> 00:14:30.720]  這個就很危險
[00:14:30.720 --> 00:14:32.080]  當我們這樣做的時候
[00:14:32.080 --> 00:14:35.520]  我們就會忘記了神為我們所做
[00:14:35.520 --> 00:14:39.600]  我們就不容易走在神的旨意裡面
[00:14:39.600 --> 00:14:41.680]  我們就很容易得罪神
[00:14:41.680 --> 00:14:44.160]  很容易向罪來妥協
[00:14:44.160 --> 00:14:46.960]  但如果我們記得是神的作為的時候
[00:14:46.960 --> 00:14:50.880]  我們就能夠幫助我們服從神
[00:14:50.880 --> 00:14:55.520]  在這詩篇的78篇40-42節
[00:14:55.520 --> 00:14:56.400]  經文說
[00:14:56.400 --> 00:14:58.880]  他們在曠野活逆他
[00:14:58.880 --> 00:15:01.440]  在荒地叫他擔憂
[00:15:01.440 --> 00:15:02.720]  何其多呢?
[00:15:02.720 --> 00:15:05.200]  他們再三試探神
[00:15:05.200 --> 00:15:07.280]  惹動以色列的聖者
[00:15:07.280 --> 00:15:09.600]  他們不追念他的能力
[00:15:09.600 --> 00:15:13.360]  和屬他們脫離敵人的日子
[00:15:13.360 --> 00:15:16.400]  我們看到為什麼以色列人會活逆神
[00:15:16.400 --> 00:15:18.960]  為什麼他們會使神擔憂
[00:15:18.960 --> 00:15:22.000]  就是因為他們不追念神的能力
[00:15:22.000 --> 00:15:23.920]  忘記了神的能力
[00:15:23.920 --> 00:15:27.600]  忘記了神怎樣來拯救他們
[00:15:27.600 --> 00:15:29.840]  所以我們記得神的作為
[00:15:29.840 --> 00:15:33.600]  是能夠幫助我們服從神
[00:15:33.600 --> 00:15:37.360]  沒有人比以色列人看到更多的神蹟
[00:15:37.360 --> 00:15:38.800]  但是很可惜
[00:15:38.800 --> 00:15:40.480]  看到再多的神蹟
[00:15:40.480 --> 00:15:43.600]  以色列人仍然都是忘記神
[00:15:43.600 --> 00:15:45.920]  仍然都是背叛神
[00:15:45.920 --> 00:15:50.880]  所以我們很需要記得神在我們身上的作為
[00:15:50.880 --> 00:15:53.440]  以致我們不容易得罪神
[00:15:53.440 --> 00:15:56.640]  以致我們能夠得到神的祝福
[00:15:56.640 --> 00:15:58.240]  當我們忘記神的時候
[00:15:58.240 --> 00:15:59.920]  就很容易得罪神
[00:15:59.920 --> 00:16:03.920]  以致使得我們會得到被神來管教
[00:16:03.920 --> 00:16:06.880]  或者甚至是被神的咒助
[00:16:06.880 --> 00:16:09.280]  淋到我們的身上
[00:16:09.280 --> 00:16:11.040]  我曾經說過
[00:16:11.040 --> 00:16:15.040]  神叫以色列人紮營在吉格這個地方
[00:16:15.040 --> 00:16:16.960]  為什麼在吉格
[00:16:16.960 --> 00:16:19.040]  因為在吉格的地方
[00:16:19.040 --> 00:16:22.720]  有一堆石頭、一堆石碑
[00:16:22.720 --> 00:16:26.000]  神叫以色列人要建這座石碑
[00:16:26.000 --> 00:16:31.360]  來記得神怎樣帶領他們過約旦河
[00:16:31.360 --> 00:16:36.480]  有很多學者
[00:16:36.480 --> 00:16:40.320]  他們說其實神蹟不是很重要
[00:16:40.320 --> 00:16:42.560]  最重要的是服從神
[00:16:42.560 --> 00:16:44.800]  這些就是那些神學家說
[00:16:44.800 --> 00:16:46.000]  在聖經裏面
[00:16:46.000 --> 00:16:49.280]  我們最重要是服從神蹟不重要
[00:16:49.280 --> 00:16:52.000]  其實這不是神的話語
[00:16:52.000 --> 00:16:54.720]  我們看到神的話語告訴我們
[00:16:54.720 --> 00:16:56.960]  神的作為很重要
[00:16:56.960 --> 00:16:58.880]  當我們記得神的作為
[00:16:58.880 --> 00:17:00.320]  我們就會服從祂
[00:17:00.320 --> 00:17:04.640]  所以神才叫以色列人建這座石碑來紀念
[00:17:04.640 --> 00:17:08.720]  我們不能夠靠自己來服從神
[00:17:08.720 --> 00:17:10.800]  我們自己身體很軟弱
[00:17:10.800 --> 00:17:12.000]  我們做不到
[00:17:12.000 --> 00:17:14.240]  當我們記得神的作為
[00:17:14.240 --> 00:17:15.600]  就會幫助我們
[00:17:15.600 --> 00:17:18.080]  因為我們知道神是大能的神
[00:17:18.080 --> 00:17:20.480]  如果我們記得的話
[00:17:20.480 --> 00:17:24.320]  我也說過我們的吉格在哪裡
[00:17:24.320 --> 00:17:27.200]  我們的吉格是在教會
[00:17:27.200 --> 00:17:30.640]  和大兄姊妹一齊來敬拜
[00:17:30.640 --> 00:17:32.160]  聽神的話語
[00:17:32.160 --> 00:17:33.200]  歌頌神
[00:17:33.200 --> 00:17:35.760]  我們還一齊來守聖餐
[00:17:35.760 --> 00:17:39.120]  為什麼我們每個月都要守聖餐
[00:17:39.120 --> 00:17:41.840]  原因就是我們要記得
[00:17:41.840 --> 00:17:45.360]  耶穌基督在十字架上為我們所成就
[00:17:45.360 --> 00:17:48.320]  又是要記得神的作為
[00:17:48.320 --> 00:17:50.960]  當我們記得神的作為的時候
[00:17:50.960 --> 00:17:55.600]  我們就有力量能夠靠著聖靈來服從神
[00:17:55.600 --> 00:17:57.840]  來走在祂的旨意裏面
[00:17:57.840 --> 00:17:59.680]  所以這個很重要
[00:17:59.680 --> 00:18:02.000]  我們要記得神的作為
[00:18:02.000 --> 00:18:04.000]  這就是第一點
[00:18:04.000 --> 00:18:06.960]  其實我和大家說
[00:18:06.960 --> 00:18:08.160]  今天那五點
[00:18:08.160 --> 00:18:10.320]  是好像一條鏈一樣
[00:18:10.320 --> 00:18:12.880]  由第一個環接著第二個環
[00:18:12.880 --> 00:18:15.280]  第二個環接著第三個環
[00:18:15.280 --> 00:18:18.640]  第一點就是我們要記得神的作為
[00:18:18.640 --> 00:18:22.480]  第二點就是我們要服從神的話語
[00:18:22.480 --> 00:18:26.960]  在約書亞記的23章第6節
[00:18:26.960 --> 00:18:29.360]  所以你們要大大壯膽
[00:18:29.360 --> 00:18:33.840]  謹守遵行寫在摩西律法書上的一切話
[00:18:33.840 --> 00:18:35.840]  不可偏離左右
[00:18:35.840 --> 00:18:39.760]  我們看到我們服從神的話語要怎麼說
[00:18:39.760 --> 00:18:43.680]  一切的話語不偏左右
[00:18:43.680 --> 00:18:46.000]  現在有很多基督徒
[00:18:46.000 --> 00:18:49.200]  他們服從神的話語是揀來服從
[00:18:49.200 --> 00:18:51.200]  他們自己做不到的
[00:18:51.200 --> 00:18:54.960]  他們時時沉溺在這些罪裏面
[00:18:54.960 --> 00:18:57.600]  他們就說這些不是神的話語
[00:18:57.600 --> 00:18:59.600]  不是被神所物事
[00:18:59.600 --> 00:19:01.600]  但有些他們做得到的
[00:19:01.600 --> 00:19:03.600]  他們就說這節經文就是神的物事
[00:19:03.600 --> 00:19:06.080]  但神不是這樣說的
[00:19:06.080 --> 00:19:08.480]  我們要遵行神的話語
[00:19:08.480 --> 00:19:11.680]  是在一切話語上不偏左右
[00:19:11.680 --> 00:19:14.720]  當我們真的走在神的話語裏面
[00:19:14.720 --> 00:19:16.480]  走在祂的旨意裏面
[00:19:16.480 --> 00:19:18.320]  我們就能夠剛強壯膽
[00:19:18.320 --> 00:19:20.320]  每一天為祂而活
[00:19:20.320 --> 00:19:21.600]  這個很重要
[00:19:21.600 --> 00:19:25.440]  我說這些都不是新的教導
[00:19:25.440 --> 00:19:27.440]  其實如果我們留意
[00:19:27.440 --> 00:19:31.840]  二十年前神已經對約書亞說了這番話
[00:19:31.840 --> 00:19:34.800]  在約書亞記的一章七節
[00:19:34.800 --> 00:19:37.280]  就是他們未入迦南之前
[00:19:37.280 --> 00:19:38.480]  神已經說
[00:19:38.480 --> 00:19:40.880]  只要剛強大大壯膽
[00:19:40.880 --> 00:19:45.680]  謹守遵行我僕人摩西所吩咐你們的一切律法
[00:19:45.680 --> 00:19:47.440]  不可偏離左右
[00:19:47.440 --> 00:19:51.520]  使你們無論往那裏去都可以順利
[00:19:51.520 --> 00:19:57.920]  有沒有看到和二十年後在約書亞記二十三章六節所說的一模一樣
[00:19:57.920 --> 00:20:04.160]  約書亞這樣來教導以色列人的領袖
[00:20:04.160 --> 00:20:08.400]  這些全部都是他自己身上得到的經驗
[00:20:08.400 --> 00:20:09.760]  是他的心得
[00:20:09.760 --> 00:20:11.760]  是他自己做過的
[00:20:11.760 --> 00:20:13.040]  他知道是有效的
[00:20:13.040 --> 00:20:19.040]  我們很多時候都會接到有朋友寄電郵給我們
[00:20:19.040 --> 00:20:22.880]  有什麼偏方有什麼秘方
[00:20:22.880 --> 00:20:27.120]  我們想都不用想就馬上寄給我們的朋友親戚
[00:20:27.120 --> 00:20:31.200]  有一次有個弟兄我不說是誰了
[00:20:31.200 --> 00:20:33.920]  寄了一個偏方給我
[00:20:33.920 --> 00:20:35.920]  說會長頭髮的
[00:20:35.920 --> 00:20:41.040]  我那段時間工作非常緊張脫頭髮
[00:20:41.040 --> 00:20:43.040]  我說讓我試試吧
[00:20:43.040 --> 00:20:45.040]  你猜這個偏方怎麼說
[00:20:45.040 --> 00:20:49.520]  將蜜糖塗在頭頂上
