
[00:00:00.000 --> 00:00:07.520]  我金志成還有機會給我在大紀元節目中分享神的說話
[00:02:06.400 --> 00:02:09.240]  先看37章第一第二節
[00:02:09.240 --> 00:02:14.100]  它那裏說那個異象是在一個平原裏
[00:02:14.100 --> 00:02:18.680]  那個平原填滿了枯骨
[00:02:18.680 --> 00:02:21.900]  大家看平原就要醒水了
[00:02:21.900 --> 00:02:23.900]  這個是提示來的
[00:02:23.900 --> 00:02:27.880]  原來舊約聖經有一句話
[00:02:27.880 --> 00:02:30.120]  就在列王紀上
[00:02:30.120 --> 00:02:33.500]  20章28節你不用翻了 我讀給你聽
[00:02:33.500 --> 00:02:36.640]  「阿難人記說:我耶和華是山神
[00:02:36.640 --> 00:02:38.640]  不是平原的神
[00:02:38.640 --> 00:02:42.340]  所以我必將這一大群人交在你手中
[00:02:42.340 --> 00:02:45.420]  你們就知道我是耶和華」
[00:02:45.420 --> 00:02:47.260]  「你們就知道我是耶和華」
[00:02:47.260 --> 00:02:48.960]  這句話 類似的說話
[00:02:48.960 --> 00:02:51.620]  已經出現了60次以上
[00:02:51.620 --> 00:02:54.540]  剛才我讀的已經感覺到它很相似
[00:02:54.540 --> 00:02:56.160]  這麼相似的地方
[00:02:56.160 --> 00:02:59.380]  又在列王紀上20章又出現
[00:02:59.380 --> 00:03:01.740]  那裏就是講那個平原
[00:03:01.740 --> 00:03:03.240]  意思是怎麼樣呢?
[00:03:03.240 --> 00:03:07.280]  就是有時候人們就說耶路撒冷在山上
[00:03:07.280 --> 00:03:09.680]  石安山是穩固的山
[00:03:09.680 --> 00:03:12.560]  它穩固因為它有個神守護它
[00:03:12.560 --> 00:03:16.020]  它的神叫耶和華 耶和華是山神
[00:03:16.020 --> 00:03:18.840]  所以它就在上面穩固
[00:03:18.840 --> 00:03:22.280]  不過它一下來平原就不行了
[00:03:22.280 --> 00:03:24.280]  發不了功的
[00:03:24.280 --> 00:03:27.660]  平原有第二個神掌管的
[00:03:27.660 --> 00:03:28.960]  所以神就說
[00:03:28.960 --> 00:03:32.680]  「浪費時間 我就在平原等你打一場贏的仗」
[00:03:32.680 --> 00:03:34.600]  這次這個議長也是
[00:03:34.600 --> 00:03:36.460]  在平原裏面
[00:03:36.460 --> 00:03:38.020]  「耶和華神行不行?」
[00:03:38.020 --> 00:03:41.160]  這個議長極難度極高
[00:03:41.160 --> 00:03:43.160]  平原裏面有些什麼?
[00:03:43.160 --> 00:03:46.420]  「孤骨」
[00:03:46.420 --> 00:03:47.720]  我想跟你想清楚一下
[00:03:47.720 --> 00:03:51.020]  不要這麼快看清楚 慢慢看
[00:03:51.020 --> 00:03:55.480]  一個人死了就有肉和有皮有骨
[00:03:55.480 --> 00:03:58.960]  死久了肉和皮都怎麼樣?
[00:03:58.960 --> 00:04:02.160]  不見了 只剩下骨
[00:04:02.160 --> 00:04:05.160]  再死久一點 骨才乾
[00:04:05.160 --> 00:04:09.440]  「孤骨」是不是死到頭?
[00:04:09.440 --> 00:04:11.600]  死到頭的人有沒有機會翻生呢?
[00:04:11.600 --> 00:04:13.600]  在平原就不行了
[00:04:13.600 --> 00:04:16.720]  在時路上山上可能就行
[00:04:16.720 --> 00:04:17.960]  議長就是這樣
[00:04:17.960 --> 00:04:22.260]  或者我們用廣東人最熟的
[00:04:22.260 --> 00:04:24.680]  一條魚死了就死魚
[00:04:24.680 --> 00:04:26.820]  死透一點是什麼魚?
[00:04:26.820 --> 00:04:28.820]  是啊
[00:04:28.820 --> 00:04:31.420]  等於「孤骨」的議長就是鹹魚什麼?
[00:04:31.420 --> 00:04:34.420]  「飯生」
[00:04:34.420 --> 00:04:36.020]  看你行不行
[00:04:36.020 --> 00:04:38.620]  照看第37章第8節就不行了
[00:04:38.620 --> 00:04:42.340]  去到平原功力弱了
[00:04:42.340 --> 00:04:44.840]  那裏只是說「鞋骨上有筋
[00:04:44.840 --> 00:04:48.420]  掌鳥肉又有皮 皆閉其上」
[00:04:48.420 --> 00:04:50.620]  都差一點點
[00:04:50.620 --> 00:04:54.140]  「此事還沒有氣息」
[00:04:54.140 --> 00:04:56.320]  就是功力不到
[00:04:56.320 --> 00:04:58.520]  骨可以挾起來有肉有皮
[00:04:58.520 --> 00:05:01.840]  但是不像活人
[00:05:01.840 --> 00:05:04.880]  不過那個議長不是第8節完的
[00:05:04.880 --> 00:05:07.820]  那個議長一直去到第9節
[00:05:07.820 --> 00:05:09.320]  然後去到第10節
[00:05:09.320 --> 00:05:11.320]  他說你要發語言
[00:05:11.320 --> 00:05:13.500]  向風發語言
[00:05:13.500 --> 00:05:15.300]  風發語言的時候
[00:05:15.300 --> 00:05:17.980]  氣息就要四方八面進去了
[00:05:17.980 --> 00:05:19.500]  氣息進去之後怎麼樣呢?
[00:05:19.500 --> 00:05:21.360]  氣息進入鞋骨
[00:05:21.360 --> 00:05:22.860]  鞋骨變活了
[00:05:22.860 --> 00:05:24.360]  而且站不起來
[00:05:24.360 --> 00:05:26.000]  成為極大的軍隊
[00:05:26.000 --> 00:05:27.500]  這個議長告訴我們
[00:05:27.500 --> 00:05:31.440]  平原上我們的神都發功了
[00:05:31.440 --> 00:05:33.100]  我們才知道用一句話
[00:05:33.100 --> 00:05:36.560]  軍隊這個話真是可圈可點
[00:05:36.560 --> 00:05:38.740]  可以用神的指紋
[00:05:38.740 --> 00:05:40.540]  為什麼用軍隊呢?
[00:05:40.540 --> 00:05:44.820]  用軍隊就是當年摩西帶他們離開法老
[00:05:44.820 --> 00:05:45.900]  讓他們走
[00:05:45.900 --> 00:05:47.860]  留夜走佬的時候
[00:05:47.860 --> 00:05:48.820]  剛才已經說了一句話
[00:05:48.820 --> 00:05:52.540]  當夜耶和華的軍隊就出去了
[00:05:52.540 --> 00:05:54.420]  沒有什麼人知道
[00:05:54.420 --> 00:05:56.960]  如果他們肯讀聖經的人就明白
[00:05:56.960 --> 00:06:00.080]  我們耶和華神在埃及就可以發功
[00:06:00.080 --> 00:06:01.960]  在巴勒斯坦就可以發功
[00:06:01.960 --> 00:06:03.640]  在山頂就可以發功
[00:06:03.640 --> 00:06:05.040]  在平原可以發功
[00:06:05.040 --> 00:06:08.160]  我們的神這個議長顯明我們的神
[00:06:08.160 --> 00:06:12.760]  是將人的困難扭轉達成他的意思
[00:06:12.760 --> 00:06:14.860]  現在我們看完背景之後
[00:06:14.860 --> 00:06:17.800]  我們看一下今天講到的兩個重點
[00:06:17.800 --> 00:06:18.760]  其中之一
[00:06:18.760 --> 00:06:23.120]  第一個就是當神給我們有困難
[00:06:23.120 --> 00:06:27.480]  有挑戰和幫我們解決之後
[00:06:27.480 --> 00:06:30.560]  不是就這樣在那裏畫個句號就算了
[00:06:30.560 --> 00:06:32.800]  不是說多謝神 大家是事就搞定了
[00:06:32.800 --> 00:06:34.200]  那就算了 不是的
[00:06:34.200 --> 00:06:35.640]  還有什麼呢?
[00:06:35.640 --> 00:06:38.800]  還要明白他就是耶和華
[00:06:38.800 --> 00:06:41.200]  要知道他是耶和華
[00:06:41.200 --> 00:06:45.400]  也要讓四圍的外邦人知道他是耶和華
[00:06:45.400 --> 00:06:46.720]  我再講多一次
[00:06:46.720 --> 00:06:49.920]  我們無論個人或者教會
[00:06:49.920 --> 00:06:51.800]  有困難、有挑戰
[00:06:51.800 --> 00:06:53.360]  經過一輪掙扎
[00:06:53.360 --> 00:06:55.880]  神的恩道我們解決了
[00:06:55.880 --> 00:06:57.480]  不是完結
[00:06:57.480 --> 00:07:01.320]  而是在這件事上面能夠反省學習
[00:07:01.320 --> 00:07:04.640]  讓人知道他是耶和華
[00:07:04.640 --> 00:07:08.480]  我們也知道他是我們的神
[00:07:08.480 --> 00:07:10.360]  可以詳細看一下經文
[00:07:10.360 --> 00:07:12.040]  第十一節
[00:07:12.040 --> 00:07:14.480]  第十一節就解釋這個意象了
[00:07:14.480 --> 00:07:16.600]  這個意象是骨
[00:07:16.600 --> 00:07:18.200]  解釋的時候就說
[00:07:18.200 --> 00:07:20.200]  骨就是骨 你看的圖畫就是骨
[00:07:20.200 --> 00:07:23.680]  不過其實就是講以色列的全家
[00:07:23.680 --> 00:07:25.400]  為什麼用骨來提拔他們呢?
[00:07:25.400 --> 00:07:27.560]  因為以色列全家那個時候
[00:07:27.560 --> 00:07:30.240]  就已經離開了他們自己的家裡
[00:07:30.240 --> 00:07:32.480]  被人擄到很遠的地方
[00:07:32.480 --> 00:07:33.960]  巴比倫
[00:07:33.960 --> 00:07:35.400]  擄到很遠的地方
[00:07:35.400 --> 00:07:36.800]  殿也沒有
[00:07:36.800 --> 00:07:38.120]  祭司也沒有
[00:07:38.120 --> 00:07:39.480]  祭祀也沒有
[00:07:39.480 --> 00:07:40.640]  皇帝也沒有
[00:07:40.640 --> 00:07:42.240]  什麼都沒有
[00:07:42.240 --> 00:07:43.280]  所以他們說
[00:07:43.280 --> 00:07:45.040]  十一節真的什麼都沒有了
[00:07:45.040 --> 00:07:46.720]  我們骨頭枯乾
[00:07:46.720 --> 00:07:48.320]  我們指望失去
[00:07:48.320 --> 00:07:51.360]  我們滅絕正盡
[00:07:51.360 --> 00:07:53.800]  就是我們壞到徹底死定了
[00:07:53.800 --> 00:07:55.680]  是鹹魚
[00:07:55.680 --> 00:07:57.600]  是污骨
[00:07:57.600 --> 00:07:59.400]  或者我們當中比較年長的
[00:07:59.400 --> 00:08:01.200]  可能也會想起
[00:08:01.200 --> 00:08:05.040]  可能就是抗戰的時候
[00:08:05.040 --> 00:08:06.840]  吃人沒得吃
[00:08:06.840 --> 00:08:09.880]  都不知道什麼時候才能熬完日本人
[00:08:09.880 --> 00:08:12.520]  又或者在國內有經驗的文革的時候
[00:08:12.520 --> 00:08:14.040]  哇 這麼黑暗
[00:08:14.040 --> 00:08:15.280]  這麼卑鄙的事情發生
[00:08:15.280 --> 00:08:17.800]  都不知道什麼時候才能重見天日
[00:08:17.800 --> 00:08:19.600]  就是這樣
[00:08:19.600 --> 00:08:22.280]  如果以色列人用乾的骨頭
[00:08:22.280 --> 00:08:24.080]  或者我們廣東話的鹹魚
[00:08:24.080 --> 00:08:25.200]  來講一句話
[00:08:25.200 --> 00:08:29.560]  就是說它被神擄到很遠很遠的地方
[00:08:29.560 --> 00:08:31.120]  不過現在
[00:08:31.120 --> 00:08:32.960]  這些骨頭都挾起來了
[00:08:32.960 --> 00:08:33.920]  有氣息了
[00:08:33.920 --> 00:08:35.160]  鹹魚又翻了身
[00:08:35.160 --> 00:08:36.160]  就是怎麼樣?
[00:08:36.160 --> 00:08:37.360]  很遠的地方
[00:08:37.360 --> 00:08:38.960]  帶回它回來
[00:08:38.960 --> 00:08:41.960]  重新再回來自己的地方
[00:08:41.960 --> 00:08:44.800]  所以難怪後來十二節和十四節
[00:08:44.800 --> 00:08:46.640]  分別都這樣說的
[00:08:46.640 --> 00:08:50.320]  令你們進入以色列地了
[00:08:50.320 --> 00:08:51.280]  十四節
[00:08:51.280 --> 00:08:53.360]  將你們安置在本地
[00:08:53.360 --> 00:08:55.280]  就是在原本的地方了
[00:08:55.280 --> 00:08:56.560]  把你趕走了
[00:08:56.560 --> 00:08:59.000]  現在帶回來了
[00:08:59.000 --> 00:09:00.240]  照這樣看
[00:09:00.240 --> 00:09:01.560]  是不是應該圓了
[00:09:01.560 --> 00:09:03.200]  畫個句號就算了
[00:09:03.200 --> 00:09:04.680]  是不是開心了?
[00:09:04.680 --> 00:09:07.920]  就是你病得到醫治了
[00:09:07.920 --> 00:09:08.880]  你沒有工作
[00:09:08.880 --> 00:09:10.440]  找到工作了
[00:09:10.440 --> 00:09:11.760]  你沒有房子的
[00:09:11.760 --> 00:09:12.880]  現在拿了白錶買
[00:09:12.880 --> 00:09:13.800]  又不用補地價
[00:09:13.800 --> 00:09:15.680]  又可以買到房子了
[00:09:15.680 --> 00:09:17.520]  你們沒有好教會聚會的
[00:09:17.520 --> 00:09:19.320]  用小孩子的洗手間的
[00:09:19.320 --> 00:09:20.160]  現在不用了
[00:09:20.160 --> 00:09:21.520]  現在可以用大人的洗手間了
[00:09:21.520 --> 00:09:22.960]  這麼漂亮的地方聚會了
[00:09:22.960 --> 00:09:23.800]  那就圓了
[00:09:23.800 --> 00:09:25.320]  畫個句號吧
[00:09:25.320 --> 00:09:26.840]  還有什麼要說的?
[00:09:26.840 --> 00:09:28.800]  留意 還有東西要說的
[00:09:28.800 --> 00:09:30.680]  37章14節
[00:09:30.680 --> 00:09:32.400]  你們就知道
[00:09:32.400 --> 00:09:34.760]  我爺爺還如此說
[00:09:34.760 --> 00:09:39.000]  也如此成就
[00:09:39.000 --> 00:09:41.000]  你們這樣兜兜轉轉經歷困難
[00:09:41.000 --> 00:09:41.760]  克服困難
[00:09:41.760 --> 00:09:43.800]  回頭這些經歷用來做什麼?
[00:09:43.800 --> 00:09:45.920]  讓你認識我
[00:09:45.920 --> 00:09:47.920]  讓你知道我
[00:09:47.920 --> 00:09:50.080]  因為36章19節說得很清楚
[00:09:50.080 --> 00:09:51.880]  說他們因為得罪了神
[00:09:51.880 --> 00:09:53.640]  神趕他們走
[00:09:53.640 --> 00:09:58.560]  被人擄去做外邦的地方
[00:09:58.560 --> 00:10:00.680]  現在帶他們回來
[00:10:00.680 --> 00:10:04.440]  就是讓他們經歷過這個兜兜轉轉之後
[00:10:04.440 --> 00:10:05.360]  不是說OK了
[00:10:05.360 --> 00:10:06.720]  回來了可以重新看世界
[00:10:06.720 --> 00:10:07.520]  不是的
[00:10:07.520 --> 00:10:11.560]  讓你明白我爺爺認識我
[00:10:11.560 --> 00:10:17.520]  更加讓周圍的人認識我
[00:10:17.520 --> 00:10:19.200]  如果有一個人
[00:10:19.200 --> 00:10:22.600]  或者你們兄弟姐妹也好 親戚也好
[00:10:22.600 --> 00:10:25.720]  賭錢 欠人很多錢
[00:10:25.720 --> 00:10:27.520]  欠下一身債
[00:10:27.520 --> 00:10:31.120]  接著有人收債人的鈔票
[00:10:31.120 --> 00:10:32.760]  鎖鐵閘
[00:10:32.760 --> 00:10:34.760]  搞得雞犬不寧
[00:10:34.760 --> 00:10:36.080]  不過幾兄弟姐妹
[00:10:36.080 --> 00:10:38.200]  算了 幫他渡過難關吧
[00:10:38.200 --> 00:10:41.200]  有人籌些錢 給他一點錢
[00:10:41.200 --> 00:10:42.840]  給他還了大耳窿
[00:10:42.840 --> 00:10:44.080]  就沒有了
[00:10:44.080 --> 00:10:45.520]  不再封鐵閘了
[00:10:45.520 --> 00:10:48.000]  就沒有人不廉恥了
[00:10:48.000 --> 00:10:50.160]  是不是完結了?
[00:10:50.160 --> 00:10:51.840]  當然是完結了
[00:10:51.840 --> 00:10:53.560]  如果就這樣過的話
[00:10:53.560 --> 00:10:54.840]  他也不知道發生了什麼事
[00:10:54.840 --> 00:10:56.640]  這個賭錢的兄弟姐妹
[00:10:56.640 --> 00:10:57.680]  是不是?
[00:10:57.680 --> 00:11:00.800]  他要在這件事情上明白發生了什麼事
[00:11:00.800 --> 00:11:02.880]  同樣以色列人是這樣
[00:11:02.880 --> 00:11:05.400]  以色列人在摩西利美的18章
[00:11:05.400 --> 00:11:06.880]  早就告訴過他了
[00:11:06.880 --> 00:11:07.920]  26節開始
[00:11:07.920 --> 00:11:10.760]  你們要守我的律例典章
[00:11:10.760 --> 00:11:12.040]  如果不是的話
[00:11:12.040 --> 00:11:13.520]  到了28節
[00:11:13.520 --> 00:11:16.200]  地就把你們套出來
[00:11:16.200 --> 00:11:18.240]  就是趕你們去別的地方
[00:11:18.240 --> 00:11:19.880]  所以出來之後
[00:11:19.880 --> 00:11:20.680]  回來之後
[00:11:20.680 --> 00:11:21.760]  那些人應該要明白
[00:11:21.760 --> 00:11:24.640]  是的 以前得罪了饒華臣
[00:11:24.640 --> 00:11:26.200]  不過饒華臣有恩有憐
[00:11:26.200 --> 00:11:28.440]  他說過我們會去營造
[00:11:28.440 --> 00:11:30.360]  回頭把我們帶回來
[00:11:30.360 --> 00:11:33.440]  現在我們真的回到本地了
[00:11:33.440 --> 00:11:35.320]  所以饒華臣說
[00:11:35.320 --> 00:11:37.960]  你們這幫人 把你們帶回本地
[00:11:37.960 --> 00:11:39.800]  不就這樣完結了嗎?
[00:11:39.800 --> 00:11:41.000]  不是繞個圈回來
[00:11:41.000 --> 00:11:42.600]  當什麼事發生都沒有
[00:11:42.600 --> 00:11:43.400]  而是怎麼樣呢?
[00:11:43.400 --> 00:11:44.800]  透過這個經歷裡面
[00:11:44.800 --> 00:11:48.120]  你知道我是饒華臣
[00:11:48.120 --> 00:11:51.720]  而且還讓四處其它的外邦人
[00:11:51.720 --> 00:11:55.680]  都知道我是饒華臣
[00:11:55.680 --> 00:11:57.720]  你們的牧師
[00:11:57.720 --> 00:11:59.240]  跟我說
[00:11:59.240 --> 00:12:02.600]  因為港島的時間不能太多
[00:12:02.600 --> 00:12:04.080]  因為我特意問他
[00:12:04.080 --> 00:12:05.960]  收到你們港島的信
[00:12:05.960 --> 00:12:08.600]  寫著25分鐘
[00:12:08.600 --> 00:12:10.000]  25分鐘很短的
[00:12:10.000 --> 00:12:12.360]  我帶了你們賭牧師
[00:12:12.360 --> 00:12:13.480]  賭牧師說不是的
[00:12:13.480 --> 00:12:16.560]  都有5分鐘的酒盞
[00:12:16.560 --> 00:12:19.680]  不過他說陳龍先生你都很準時的
[00:12:19.680 --> 00:12:21.480]  那就是沒得酒盞了
[00:12:21.480 --> 00:12:23.480]  一句這麼大的帽子摟下來
[00:12:23.480 --> 00:12:26.640]  所以我很多聖經不能夠跟你讀
[00:12:26.640 --> 00:12:27.960]  不過盼望你們看一下
[00:12:27.960 --> 00:12:32.640]  我讀兩節都是37節附近的
[00:12:32.640 --> 00:12:34.880]  36章是36節
[00:12:34.880 --> 00:12:39.040]  那時在你們四處其它的外邦人
[00:12:39.040 --> 00:12:41.880]  必知道我耶和華
[00:12:41.880 --> 00:12:44.320]  修造了毀壞之處
[00:12:44.320 --> 00:12:46.400]  培植了荒廢之地
[00:12:46.400 --> 00:12:50.000]  我耶和華說過也必成就
[00:12:50.000 --> 00:12:52.240]  37章28節一樣
[00:12:52.240 --> 00:12:54.880]  我的聖所在以色列人中間
[00:12:54.880 --> 00:12:59.200]  直到永遠外邦人就必知道
[00:12:59.200 --> 00:13:04.000]  我是叫以色列人成為聖的饒華
[00:13:05.000 --> 00:13:07.000]  必知道我是饒華
[00:13:07.000 --> 00:13:09.000]  這類字眼
[00:13:09.000 --> 00:13:12.000]  這本書講過60次以上
[00:13:12.000 --> 00:13:15.600]  包括讓以色列的子民知道他的神
[00:13:15.600 --> 00:13:17.600]  饒華認識他
[00:13:17.600 --> 00:13:20.000]  包括讓四處的外邦人
[00:13:20.000 --> 00:13:23.000]  透過以色列人的經歷
[00:13:23.000 --> 00:13:27.000]  讓人知道饒華是真實
[00:13:27.000 --> 00:13:29.000]  換句話說
[00:13:29.000 --> 00:13:33.000]  如果你們或者我們當中有病
[00:13:33.000 --> 00:13:35.000]  醫好了
[00:13:35.000 --> 00:13:39.000]  是 我們可以說醫生醫療好
[00:13:39.000 --> 00:13:42.000]  我們說可能是吃了一些輔助藥物
[00:13:42.000 --> 00:13:43.000]  做得好
[00:13:43.000 --> 00:13:45.000]  但是不要忘記這件事
[00:13:45.000 --> 00:13:48.000]  認識饒華神
[00:13:48.000 --> 00:13:50.000]  如果我們經濟不好
[00:13:50.000 --> 00:13:51.000]  沒有工作
[00:13:51.000 --> 00:13:53.000]  不找工作
[00:13:53.000 --> 00:13:57.000]  不要說這陣子特區政府做得好
[00:13:57.000 --> 00:13:58.000]  所以多了工作
[00:13:58.000 --> 00:14:01.000]  可能是的 照這樣說也沒有問題
[00:14:01.000 --> 00:14:03.000]  但是不要忘記
[00:14:03.000 --> 00:14:06.000]  饒華神在這件事情上有他的作為
[00:14:06.000 --> 00:14:09.000]  如果我們婚姻關係好
[00:14:09.000 --> 00:14:13.000]  丈夫和太太差一點不行
[00:14:13.000 --> 00:14:15.000]  哭一哭
[00:14:15.000 --> 00:14:17.000]  不要說這個輔導員不夠功力
[00:14:17.000 --> 00:14:18.000]  可以這樣說
[00:14:18.000 --> 00:14:20.000]  事實上可能都是比較功力
[00:14:20.000 --> 00:14:22.000]  但是不要只是說這句話
[00:14:22.000 --> 00:14:24.000]  要認定在這件事情上
[00:14:24.000 --> 00:14:27.000]  我們的神有他的作為
[00:14:27.000 --> 00:14:28.000]  還有
[00:14:28.000 --> 00:14:31.000]  不單只是我們知道
[00:14:31.000 --> 00:14:34.000]  我們從來沒有這麼好的地方
[00:14:34.000 --> 00:14:36.000]  我們在小朋友幼稚園
[00:14:36.000 --> 00:14:38.000]  椅子小 廁所也有
[00:14:38.000 --> 00:14:40.000]  是不是
[00:14:40.000 --> 00:14:43.000]  不知道為什麼經歷過
[00:14:43.000 --> 00:14:46.000]  又不知道誰這麼好找到這個地方
[00:14:46.000 --> 00:14:48.000]  又籌錢 又易賣
[00:14:48.000 --> 00:14:50.000]  跟著去和部門交涉
[00:14:50.000 --> 00:14:52.000]  總之就是頭痛的事情
[00:14:52.000 --> 00:14:55.000]  頭痛一來就搞定了
[00:14:55.000 --> 00:14:57.000]  不要說都是幫人的
[00:14:57.000 --> 00:14:59.000]  好了 怎樣我們找到這裡
[00:14:59.000 --> 00:15:01.000]  不要說認識這個地產商
[00:15:01.000 --> 00:15:03.000]  可能都是這樣 可能事實都是這樣
[00:15:03.000 --> 00:15:05.000]  但是都不要忘記
[00:15:05.000 --> 00:15:08.000]  饒華神帶我們來這裡的
[00:15:08.000 --> 00:15:10.000]  我們要在這裡
[00:15:10.000 --> 00:15:12.000]  這個叫做東茂廣場
[00:15:12.000 --> 00:15:15.000]  讓周圍的人知道
[00:15:15.000 --> 00:15:18.000]  饒華是我們的神
[00:15:18.000 --> 00:15:20.000]  所以聽完之後
[00:15:20.000 --> 00:15:22.000]  不要只是說 克服了困難
[00:15:22.000 --> 00:15:24.000]  克服了挑戰 解決了
[00:15:24.000 --> 00:15:27.000]  我們以後做一個邪教會
[00:15:27.000 --> 00:15:29.000]  不是的 不可以的
[00:15:29.000 --> 00:15:31.000]  在這件事上面
[00:15:31.000 --> 00:15:34.000]  自己要明白神有作為
[00:15:34.000 --> 00:15:36.000]  我們的神是饒華神
[00:15:36.000 --> 00:15:38.000]  同樣也要讓周圍的人不認識
[00:15:38.000 --> 00:15:41.000]  在台灣有很多人不認識神是誰的
[00:15:41.000 --> 00:15:44.000]  讓他們知道 哦 這是神
[00:15:44.000 --> 00:15:47.000]  好了 我們可以去第二點
[00:15:47.000 --> 00:15:51.000]  第二點就是我們克服困難
[00:15:51.000 --> 00:15:54.000]  克服挑戰 解決了之後
[00:15:54.000 --> 00:15:56.000]  不是結局
[00:15:56.000 --> 00:15:58.000]  而是怎樣呢? 教導了什麼呢?
[00:15:58.000 --> 00:16:01.000]  還要遵行神的話
[00:16:01.000 --> 00:16:04.000]  信服祂的聖靈
[00:16:04.000 --> 00:16:06.000]  看看
[00:16:06.000 --> 00:16:10.000]  《以色列傑書》37章14至最後一句
[00:16:10.000 --> 00:16:12.000]  就是我們第一點
[00:16:12.000 --> 00:16:14.000]  你們就知道我饒華而止說
[00:16:14.000 --> 00:16:18.000]  也如此成就 這是饒華說的
[00:16:18.000 --> 00:16:20.000]  前面那句
[00:16:20.000 --> 00:16:21.000]  怎樣呢?
[00:16:21.000 --> 00:16:25.000]  我必將我的靈放在你們裡面
[00:16:25.000 --> 00:16:28.000]  你們就要活了
[00:16:28.000 --> 00:16:31.000]  就是要神的靈在我們裡面
[00:16:31.000 --> 00:16:33.000]  我們才能生
[00:16:33.000 --> 00:16:37.000]  很多基督徒有困難的時候
[00:16:37.000 --> 00:16:40.000]  就祈禱了
[00:16:40.000 --> 00:16:43.000]  婚姻危險的時候就祈禱求神
[00:16:43.000 --> 00:16:47.000]  就是讓我們婚姻有好轉
[00:16:47.000 --> 00:16:50.000]  失業的時候就求神給我們一份工作
[00:16:50.000 --> 00:16:52.000]  拍拖追女生追男生的時候
[00:16:52.000 --> 00:16:55.000]  就求神給我們一個好的配偶
[00:16:55.000 --> 00:16:57.000]  結婚之後沒有子女的
[00:16:57.000 --> 00:16:59.000]  又想求神給一個好的子女
[00:16:59.000 --> 00:17:02.000]  給了子女之後又求神給一個聽話的子女
[00:17:02.000 --> 00:17:05.000]  聽話的子女就讓他們進到好的學校
[00:17:05.000 --> 00:17:08.000]  神讓我們都給了
[00:17:08.000 --> 00:17:14.000]  給了我們之後我們照樣是這樣的基督徒
[00:17:14.000 --> 00:17:16.000]  屬靈生靈還一點都沒有改變
[00:17:16.000 --> 00:17:20.000]  從來不跟神幫助我們克服困難
[00:17:20.000 --> 00:17:22.000]  經歷了想法
[00:17:22.000 --> 00:17:25.000]  神幫助我們我們要像樣
[00:17:25.000 --> 00:17:27.000]  都不像一個活的基督徒
[00:17:27.000 --> 00:17:30.000]  所以原來這句就是我要將我的靈放在裡面
[00:17:30.000 --> 00:17:32.000]  你不就是要活嗎?
[00:17:32.000 --> 00:17:36.000]  單看這句可能就不知道為什麼這麼嚴重
[00:17:36.000 --> 00:17:38.000]  原來根骨有了東西
[00:17:38.000 --> 00:17:42.000]  但是沒有了氣息沒有了靈
