
[00:00:00.000 --> 00:00:06.000]  各位頂尖的朋友,早安
[00:02:30.000 --> 00:02:32.000]  大家同意嗎?
[00:02:32.000 --> 00:02:36.000]  當撒旦要扔炸彈進來教會的時候
[00:02:36.000 --> 00:02:39.000]  教會需要什麼呢?
[00:02:39.000 --> 00:02:42.000]  有撒旦專家
[00:02:42.000 --> 00:02:46.000]  你就不要說撒旦,你就不要扔了
[00:02:46.000 --> 00:02:49.000]  他不知道多開心
[00:02:49.000 --> 00:02:53.000]  扔完一個又一個,小的有時多幾個扔進來
[00:02:53.000 --> 00:02:57.000]  大的他也扔,總而言之就炸到你們
[00:02:57.000 --> 00:03:01.000]  有時候就炸到人們粉身碎骨
[00:03:01.000 --> 00:03:03.000]  如果我們沒有預備好
[00:03:03.000 --> 00:03:08.000]  但是如果教會預備好,這些炸彈就炸到我們醒了
[00:03:08.000 --> 00:03:15.000]  醒了之後就有頭腦,有精神,有力量可以繼續向前
[00:03:15.000 --> 00:03:19.000]  所以在教會遇到問題的時候就要開會
[00:03:19.000 --> 00:03:25.000]  要溝通,我們昨天已經說過溝通的藝術
[00:03:25.000 --> 00:03:28.000]  高層商的溝通藝術
[00:03:28.000 --> 00:03:34.000]  今天早上我是配合整個團隊侍奉
[00:03:34.000 --> 00:03:39.000]  我就安插了在今早說耶路撒冷大會
[00:03:39.000 --> 00:03:44.000]  就是一些師徒和敵對的人開會
[00:03:44.000 --> 00:03:48.000]  處理教會一個很嚴峻的問題
[00:03:48.000 --> 00:03:55.000]  就是到底外邦人是否需要行割禮而得救
[00:03:55.000 --> 00:04:02.000]  說到開會,有些人說我們會太多
[00:04:02.000 --> 00:04:05.000]  我不知道你們教會會是否太多
[00:04:05.000 --> 00:04:09.000]  有些人說會太多,我們來開個會,如何減少開會
[00:04:09.000 --> 00:04:14.000]  討論一下,所以還是要開會
[00:04:14.000 --> 00:04:18.000]  不開會根本就沒辦法解決問題
[00:04:18.000 --> 00:04:20.000]  所以無論如何都要開會
[00:04:20.000 --> 00:04:24.000]  不過看你如何善用開會
[00:04:24.000 --> 00:04:31.000]  善用開會,不要開會的時候處理一些無關重要的事情
[00:04:31.000 --> 00:04:35.000]  在整個耶路撒冷大會裡面,他們處理這個問題
[00:04:35.000 --> 00:04:44.000]  問題的癥結所在,就是到底外邦人是否需要接受割禮才可以得救
[00:04:44.000 --> 00:04:52.000]  當時有兩派人,一派是這些律法主義的猶太教的人
[00:04:52.000 --> 00:04:59.000]  他們說外邦人要接受割禮才可以得救
[00:04:59.000 --> 00:05:06.000]  但是當時的領袖、使徒和長老認為
[00:05:06.000 --> 00:05:10.000]  外邦人信主不需要經過猶太人的禮儀
[00:05:10.000 --> 00:05:14.000]  特別是割禮,就可以得救
[00:05:14.000 --> 00:05:20.000]  我們看這班長老和使徒是被神預備好的
[00:05:20.000 --> 00:05:24.000]  他們已經在聖靈的帶領和光照下
[00:05:24.000 --> 00:05:28.000]  他們離開這個會之前,心裡已經有數了
[00:05:28.000 --> 00:05:31.000]  他們相信信耶穌就可以得救
[00:05:31.000 --> 00:05:35.000]  而保羅在羅馬書裡面也說得非常清楚
[00:05:35.000 --> 00:05:42.000]  當時在教會裡面,這班比較能拿得起的使徒領袖
[00:05:42.000 --> 00:05:44.000]  他們已經心裡有數
[00:05:44.000 --> 00:05:48.000]  但是有一班死硬派猶太教的信徒
[00:05:48.000 --> 00:05:54.000]  他們不死心,他們一直針對這個問題
[00:05:54.000 --> 00:05:59.000]  大家看到保羅在不同的城市講道的時候
[00:05:59.000 --> 00:06:03.000]  這班人都跟著保羅去聽道
[00:06:03.000 --> 00:06:06.000]  但這班人不是保羅的粉絲
[00:06:06.000 --> 00:06:12.000]  他們是要拿著石頭去打保羅
[00:06:12.000 --> 00:06:17.000]  但是這些反對派雖然在遙控整個教會的根基
[00:06:17.000 --> 00:06:24.000]  但是因為這班領袖他們持定,他們也溝通
[00:06:24.000 --> 00:06:29.000]  他們相信恩典不可以再溝這個律法
[00:06:29.000 --> 00:06:35.000]  不可以將舊的皮袋裝這些新的袖子
[00:06:35.000 --> 00:06:43.000]  裂開的萬子不可以再收拾補補,再把它蓋起來
[00:06:43.000 --> 00:06:50.000]  耶穌基督的十字架已經拆毀了外邦人和猶太人中間隔斷的牆
[00:06:50.000 --> 00:06:55.000]  不可以再容許這些建牆的人在建築
[00:06:55.000 --> 00:07:03.000]  所以這班人他們要教會離開陽光再進入黑暗的地步
[00:07:03.000 --> 00:07:11.000]  但是感謝主有這班領袖他們打關,他們守住
[00:07:11.000 --> 00:07:16.000]  當我們看信仰的問題要解決的時候
[00:07:16.000 --> 00:07:20.000]  當然這可以延伸到教會裏面很多不同的問題
[00:07:20.000 --> 00:07:27.000]  但是為何聖經記載耶路撒冷大會的結論呢?
[00:07:27.000 --> 00:07:33.000]  就是因為要讓我們看到這是一個劃時代的一個會議
[00:07:33.000 --> 00:07:36.000]  非常重要的一個會議
[00:07:36.000 --> 00:07:41.000]  要解決當時信仰教義問題的一個會議
[00:07:41.000 --> 00:07:45.000]  我們本來要從第一節看下去
[00:07:45.000 --> 00:07:50.000]  不過第一到第五節所說的話在後面會重覆
[00:07:50.000 --> 00:07:52.000]  我主要跟大家說的是
[00:07:52.000 --> 00:07:59.000]  十五章一開始就有說到仕途和長老
[00:07:59.000 --> 00:08:09.000]  仕途行傳出現了六次仕途和長老
[00:08:09.000 --> 00:08:15.000]  出現了六次,但是六次都在第十五章
[00:08:15.000 --> 00:08:20.000]  所以這班仕途和長老平時可能各自為政
[00:08:20.000 --> 00:08:25.000]  但是當遇到教會很重大的問題的時候
[00:08:25.000 --> 00:08:28.000]  他們就結合在一起
[00:08:28.000 --> 00:08:33.000]  同心合意來突破這個危機
[00:08:33.000 --> 00:08:40.000]  領袖的責任是要面對問題
[00:08:40.000 --> 00:08:45.000]  當遇到問題的時候不可以龜縮在一邊
[00:08:45.000 --> 00:08:52.000]  當出了問題你就要背鍋
[00:08:52.000 --> 00:08:57.000]  我也不知道為什麼那隻鍋得罪了我們這些華人
[00:08:57.000 --> 00:09:02.000]  為什麼壞事都和鍋有關
[00:09:02.000 --> 00:09:07.000]  背鍋就要補鍋
[00:09:07.000 --> 00:09:12.000]  如果不是就麻煩了
[00:09:12.000 --> 00:09:15.000]  你說鍋是不是得罪了我們廣東人呢
[00:09:15.000 --> 00:09:17.000]  國語人都是這樣的
[00:09:17.000 --> 00:09:25.000]  背鍋,甩鍋
[00:09:25.000 --> 00:09:30.000]  如果領袖不去背這個鍋
[00:09:30.000 --> 00:09:32.000]  我想其他人都背不起
[00:09:32.000 --> 00:09:34.000]  領袖不去補這個鍋
[00:09:34.000 --> 00:09:37.000]  我想其他人都補不了
[00:09:37.000 --> 00:09:43.000]  所以教會一定要有熟齡的領袖來主導
[00:09:43.000 --> 00:09:47.000]  在很多的辯論和爭論
[00:09:47.000 --> 00:09:51.000]  這兩個詞在第十五章第二節就出現了
[00:09:51.000 --> 00:09:53.000]  辯論和爭論
[00:09:53.000 --> 00:10:02.000]  這兩個詞最終都告訴我們要求同
[00:10:02.000 --> 00:10:04.000]  昨天我們說過
[00:10:04.000 --> 00:10:10.000]  在地產界他們的口號就是location location location
[00:10:10.000 --> 00:10:17.000]  在教會人際關係最重要的是communication communication communication
[00:10:17.000 --> 00:10:19.000]  溝通
[00:10:19.000 --> 00:10:21.000]  溝通不嫌多
[00:10:21.000 --> 00:10:23.000]  怕不夠
[00:10:23.000 --> 00:10:27.000]  所以我們看第一到第五節
[00:10:27.000 --> 00:10:30.000]  我們看到他們經過很多的溝通
[00:10:30.000 --> 00:10:33.000]  甚至他們辯論
[00:10:33.000 --> 00:10:37.000]  辯論到面紅耳熱都要說下去
[00:10:37.000 --> 00:10:41.000]  我不知道這次會議他們開了多少天
[00:10:41.000 --> 00:10:44.000]  總而言之這次是一個大會
[00:10:44.000 --> 00:10:51.000]  開始的討論是使徒和長老聚會商議這事
[00:10:51.000 --> 00:10:54.000]  辯論已經多了
[00:10:54.000 --> 00:10:59.000]  而彼得在這次沒有主持這個大會
[00:10:59.000 --> 00:11:05.000]  因為彼得在第十二章的時候已經去不同的地方視察
[00:11:05.000 --> 00:11:12.000]  所以這次主持大會的是亞國
[00:11:12.000 --> 00:11:17.000]  但是彼得在開始的時候先發表言論
[00:11:17.000 --> 00:11:19.000]  他發表什麼言論呢?
[00:11:19.000 --> 00:11:22.000]  其實他沒有說什麼大的神學
[00:11:22.000 --> 00:11:26.000]  沒有說什麼客觀性的理論
[00:11:26.000 --> 00:11:36.000]  他只是在弟兄姐妹和領袖面前說神奇妙在他身上的作為
[00:11:36.000 --> 00:11:38.000]  作為見證
[00:11:38.000 --> 00:11:40.000]  他做什麼見證呢?
[00:11:40.000 --> 00:11:42.000]  如果你看這段經文
[00:11:42.000 --> 00:11:44.000]  我們不詳細讀了
[00:11:44.000 --> 00:11:46.000]  因為這次的經文都很長
[00:11:46.000 --> 00:11:48.000]  我將它歸納
[00:11:48.000 --> 00:11:54.000]  都是根據剛才這段經文所說的第七到第十一節
[00:11:54.000 --> 00:11:58.000]  他用自己的經歷來印證神的作為
[00:11:58.000 --> 00:12:02.000]  他說神已經揀選了我們
[00:12:02.000 --> 00:12:08.000]  叫外邦人從我們的口中得聽福音知道
[00:12:08.000 --> 00:12:12.000]  然後神也賜聖靈給過他們
[00:12:12.000 --> 00:12:20.000]  藉著信心他們不分彼此地可以進入神的國度
[00:12:20.000 --> 00:12:23.000]  然後他又勸勉大家不要試探神
[00:12:23.000 --> 00:12:26.000]  神已經顯明了他的作為在我們中間
[00:12:26.000 --> 00:12:29.000]  神已經說他要接納這群外邦人
[00:12:29.000 --> 00:12:37.000]  所以我們不要再將律法的騙子放在這群外邦人身上
[00:12:37.000 --> 00:12:42.000]  不要再一次要他們實行這些宗教的禮儀
[00:12:42.000 --> 00:12:48.000]  然後他說我們眾人得救是因為主耶穌基督的恩
[00:12:48.000 --> 00:12:53.000]  和他們一樣也和我們一樣
[00:12:53.000 --> 00:12:57.000]  總言之他的意思是
[00:12:57.000 --> 00:13:01.000]  我不和你說大道理
[00:13:01.000 --> 00:13:03.000]  神在過去我的經歷裡
[00:13:03.000 --> 00:13:07.000]  在第十章第十一章在哥利留的家裡
[00:13:07.000 --> 00:13:11.000]  我體會到神的作為已經象現
[00:13:11.000 --> 00:13:14.000]  神的恩典要臨到外邦人
[00:13:14.000 --> 00:13:20.000]  他要拆毀中間的牆讓兩下歸而為一
[00:13:20.000 --> 00:13:25.000]  今天我們相信大家都已經習慣
[00:13:25.000 --> 00:13:28.000]  已經熟悉恩順清儀
[00:13:28.000 --> 00:13:32.000]  我們靠恩得救就靠恩來成全
[00:13:32.000 --> 00:13:35.000]  不要靠恩典得救然後靠行為來成全
[00:13:35.000 --> 00:13:39.000]  這個我們在科恩派的教會裡都非常清楚
[00:13:39.000 --> 00:13:45.000]  所以不可以將行為扣在得救的責任上
[00:13:45.000 --> 00:13:51.000]  但是當時的人可能因為耶穌基督所設立的救恩
[00:13:51.000 --> 00:13:55.000]  剛剛正在發芽生長
[00:13:55.000 --> 00:13:59.000]  所以他們需要奠定這個根基
[00:13:59.000 --> 00:14:02.000]  律法的文化是怎樣的呢?
[00:14:02.000 --> 00:14:10.000]  律法的文化就是如果你敢就會有這樣的結果
[00:14:10.000 --> 00:14:14.000]  如果你不敢的話就不會給你
[00:14:14.000 --> 00:14:16.000]  這個叫律法
[00:14:16.000 --> 00:14:19.000]  律法就是有因有果
[00:14:19.000 --> 00:14:21.000]  但是福音的文化是什麼呢?
[00:14:21.000 --> 00:14:26.000]  福音的文化不是因為我們做了什麼所以有這樣的結果
[00:14:26.000 --> 00:14:31.000]  而是因為耶穌基督做了什麼所以有這樣的結果
[00:14:31.000 --> 00:14:33.000]  這個叫因
[00:14:33.000 --> 00:14:36.000]  所以一個叫做do的信仰
[00:14:36.000 --> 00:14:38.000]  一個叫做don的信仰
[00:14:38.000 --> 00:14:41.000]  你要do的信仰就要don的信仰
[00:14:41.000 --> 00:14:47.000]  當然我們的行為是要配合在我們的救恩之後
[00:14:47.000 --> 00:14:49.000]  在救恩之後我們要有好的行為
[00:14:49.000 --> 00:14:54.000]  但是在救恩之前我們的行為不可以派上什麼用場
[00:14:54.000 --> 00:14:57.000]  這個叫做福音的文化
[00:14:57.000 --> 00:14:59.000]  福音的文化就是恩典的文化
[00:14:59.000 --> 00:15:02.000]  今天我們看順了主之後
[00:15:02.000 --> 00:15:06.000]  我們求神讓我們在恩典裡面擴強
[00:15:06.000 --> 00:15:11.000]  求神也讓我們做人有足夠的恩典
[00:15:11.000 --> 00:15:19.000]  我發覺我們環教會有很多時候我們講規條多於講恩典
[00:15:19.000 --> 00:15:24.000]  我們講體制多於講福音
[00:15:24.000 --> 00:15:27.000]  求主幫助我們
[00:15:27.000 --> 00:15:30.000]  而巴拿巴和保羅的見證
[00:15:30.000 --> 00:15:32.000]  彼得講完了
[00:15:32.000 --> 00:15:44.000]  巴拿巴和保羅他們也述說神在他們和外邦人中所行的神蹟奇事
[00:15:44.000 --> 00:15:48.000]  這群人其實都是猶太人
[00:15:48.000 --> 00:15:53.000]  你有沒有注意到這群猶太人他們替外邦人說話
[00:15:53.000 --> 00:15:55.000]  你覺不覺得有點怪
[00:15:55.000 --> 00:16:03.000]  今天太多人為外邦人而畏畏懼
[00:16:03.000 --> 00:16:05.000]  猶太人當然是幫助猶太人
[00:16:05.000 --> 00:16:08.000]  我幫助猶太人又如何
[00:16:08.000 --> 00:16:09.000]  排斥外邦人
[00:16:09.000 --> 00:16:12.000]  這是人的看法
[00:16:12.000 --> 00:16:15.000]  如果我們從神的看法來看
[00:16:15.000 --> 00:16:18.000]  我知道神的計劃不是這樣的
[00:16:18.000 --> 00:16:20.000]  神的心意不是這樣的
[00:16:20.000 --> 00:16:26.000]  雖然對我的感情上有些難處
[00:16:26.000 --> 00:16:28.000]  但我因為體貼神的心意
[00:16:28.000 --> 00:16:33.000]  是維護神的議程而不是猶太人的議程
[00:16:33.000 --> 00:16:35.000]  然後為了真理的緣故
[00:16:35.000 --> 00:16:36.000]  為了信仰的緣故
[00:16:36.000 --> 00:16:38.000]  為了神的國度的緣故
[00:16:38.000 --> 00:16:47.000]  我願意來和我自己的民族劃清界線
[00:16:47.000 --> 00:16:54.000]  你有沒有注意到猶太教的人很激氣
[00:16:54.000 --> 00:16:58.000]  特別是保羅
[00:16:58.000 --> 00:17:01.000]  保羅以前是我們那邊的
[00:17:01.000 --> 00:17:03.000]  他在我們的門派裡
[00:17:03.000 --> 00:17:08.000]  他一起有份去追殺基督徒
[00:17:08.000 --> 00:17:10.000]  現在做了什麼
[00:17:11.000 --> 00:17:15.000]  五兒子反骨
[00:17:15.000 --> 00:17:19.000]  所以他們現在其實是想清理門戶
[00:17:19.000 --> 00:17:24.000]  特別抓保羅的痛腳
[00:17:24.000 --> 00:17:30.000]  但是因為有一群熟齡的長輩
[00:17:30.000 --> 00:17:34.000]  他們站在一起站在真理的一方
[00:17:34.000 --> 00:17:37.000]  他們不是求自己的意願可以得到成就
[00:17:37.000 --> 00:17:41.000]  他們是求神的國度的見證
[00:17:41.000 --> 00:17:45.000]  終歸是以福音為主
[00:17:45.000 --> 00:17:52.000]  所以他們的心靈是放願讓神在他們身上有所作為
[00:17:52.000 --> 00:17:55.000]  所以不單單要為神做事
[00:17:55.000 --> 00:17:58.000]  Let us work for God
[00:17:58.000 --> 00:18:05.000]  我們更加要讓神透過我們去做事
[00:18:05.000 --> 00:18:09.000]  Let God work through us
[00:18:09.000 --> 00:18:11.000]  現在有三個
[00:18:11.000 --> 00:18:12.000]  大家看到了
[00:18:12.000 --> 00:18:17.000]  就是巴拿巴、保羅和彼得
[00:18:17.000 --> 00:18:23.000]  現在當家長老出來了
[00:18:23.000 --> 00:18:25.000]  當家長老出來說話
[00:18:25.000 --> 00:18:30.000]  他比較上是說一些神學和聖經
[00:18:30.000 --> 00:18:35.000]  到底透過聖經如何去彰顯神的心意
[00:18:35.000 --> 00:18:39.000]  當家長老說
[00:18:39.000 --> 00:18:42.000]  他們住了聖雅閣就說
[00:18:42.000 --> 00:18:45.000]  諸位弟兄聽我的話
[00:18:45.000 --> 00:18:48.000]  這裡其實他說了兩件事
[00:18:48.000 --> 00:18:49.000]  我歸納他
[00:18:49.000 --> 00:18:51.000]  他說兩件事
[00:18:51.000 --> 00:18:54.000]  神學、神的心意在聖經裡
[00:18:54.000 --> 00:18:57.000]  透過舊約而應驗在新約
[00:18:57.000 --> 00:19:00.000]  兩件事
[00:19:00.000 --> 00:19:06.000]  第一件事就是重修大衛島塔的帳幕
[00:19:06.000 --> 00:19:08.000]  如果你看第十五節就看到了
[00:19:08.000 --> 00:19:10.000]  眾仙之的話也
[00:19:10.000 --> 00:19:12.000]  符合這個意思
[00:19:12.000 --> 00:19:16.000]  正如經上所寫
[00:19:16.000 --> 00:19:21.000]  此後我要回來重新修造大衛島塔的帳幕
[00:19:21.000 --> 00:19:26.000]  將破壞的重新修造建立起來
[00:19:26.000 --> 00:19:28.000]  聖儒的人
[00:19:28.000 --> 00:19:33.000]  就是凡稱為我名下的外邦人都尋求主
[00:19:33.000 --> 00:19:41.000]  這話是從創世以來顯明這是的主說的
[00:19:41.000 --> 00:19:44.000]  第一個問題我們要解決的
[00:19:44.000 --> 00:19:47.000]  在這個會議裡有說到神的作為
[00:19:47.000 --> 00:19:49.000]  見證神的大能
[00:19:49.000 --> 00:19:54.000]  現在當家長老就要說聖經的根據
[00:19:54.000 --> 00:19:56.000]  我們觀看神的作為之餘
[00:19:56.000 --> 00:20:01.000]  我們要看看聖經的見證
[00:20:01.000 --> 00:20:03.000]  我們要先問一個問題
[00:20:03.000 --> 00:20:06.000]  帳幕是什麼意思呢?
[00:20:06.000 --> 00:20:11.000]  帳幕基本上是用簡單的木料做了一個框架
[00:20:11.000 --> 00:20:13.000]  然後就放一些樹葉上去
[00:20:13.000 --> 00:20:15.000]  或者布料上去
[00:20:15.000 --> 00:20:17.000]  蓋住了
[00:20:17.000 --> 00:20:20.000]  就成為一個帳幕
[00:20:20.000 --> 00:20:24.000]  可以在古時候讓軍兵休息
[00:20:24.000 --> 00:20:30.000]  可以讓守望者或者一些人借任
[00:20:30.000 --> 00:20:32.000]  講語
[00:20:32.000 --> 00:20:34.000]  這是帳幕基本的用途
[00:20:34.000 --> 00:20:37.000]  大衛的帳幕是指什麼呢?
[00:20:37.000 --> 00:20:45.000]  大衛的帳幕其實是當時最輝煌的時代
[00:20:45.000 --> 00:20:49.000]  大衛時代也是整個國家合一的時代
[00:20:49.000 --> 00:20:52.000]  是最豐富的時代
[00:20:52.000 --> 00:20:57.000]  大衛之後我們看到所羅門支撐了一點
[00:20:57.000 --> 00:21:03.000]  但所羅門之後我們看到分為南北兩國
[00:21:03.000 --> 00:21:09.000]  然後甚至他們四散在各個國家裡
[00:21:09.000 --> 00:21:11.000]  所以大衛的帳幕
[00:21:11.000 --> 00:21:16.000]  其實在這裡雅各要用這段經文來說明一件事
[00:21:16.000 --> 00:21:21.000]  就是大衛的帳幕要重新建立
[00:21:21.000 --> 00:21:23.000]  破口要被堵住
[00:21:23.000 --> 00:21:25.000]  那怎麼應用呢?
[00:21:25.000 --> 00:21:29.000]  亞摩斯書第九章第十二節
[00:21:29.000 --> 00:21:33.000]  如果你看看亞摩斯書
[00:21:33.000 --> 00:21:40.000]  就是神要預言將來以色列民要佔據以東和其他鄰國的地方
[00:21:40.000 --> 00:21:46.000]  然後恢復以色列好像恢復大衛時代那種興旺一樣
[00:21:46.000 --> 00:21:51.000]  大家看到亞摩斯的預言的意思
[00:21:51.000 --> 00:21:56.000]  而雅各怎麼去應用呢?
[00:21:56.000 --> 00:21:58.000]  雅各怎麼去應用這段經文呢?
[00:21:58.000 --> 00:22:01.000]  雅各引用這段經文就是說
[00:22:01.000 --> 00:22:07.000]  我們看到神要重修大衛的帳幕
[00:22:07.000 --> 00:22:12.000]  而今天在外邦人的中間
[00:22:12.000 --> 00:22:17.000]  他也要選取同樣屬於他的百姓
[00:22:17.000 --> 00:22:27.000]  這個合一、輝煌、大衛的朝代再一次重現在這個地上
[00:22:27.000 --> 00:22:32.000]  而在新約初期教會的時候就看到一些端倪
[00:22:32.000 --> 00:22:38.000]  就是外邦人要被納入整個神的計劃裏面
[00:22:38.000 --> 00:22:42.000]  大衛的帳幕要重新被修造
[00:22:42.000 --> 00:22:45.000]  這個引用也不是隨便引用的
[00:22:45.000 --> 00:22:48.000]  都是要很熟悉聖經才行
[00:22:48.000 --> 00:22:52.000]  我的意思是雅各他其實做了一些功課
[00:22:52.000 --> 00:22:55.000]  他也不是說看到見證挺好
[00:22:55.000 --> 00:22:58.000]  現在挺噓陷、挺熱鬧
[00:22:58.000 --> 00:23:00.000]  不如就叫他們進來吧
[00:23:00.000 --> 00:23:03.000]  不是,他是看到神的心意
[00:23:03.000 --> 00:23:09.000]  第二個神學問題他要解決的就是
[00:23:09.000 --> 00:23:12.000]  如果你看第20
[00:23:12.000 --> 00:23:16.000]  對不起,19、20、21都看了
[00:23:16.000 --> 00:23:19.000]  19、20、21
[00:23:19.000 --> 00:23:26.000]  這裡說:所以據我的意見,不要難為那些歸服在神的外邦人
[00:23:26.000 --> 00:23:34.000]  只要寫信吩咐他們禁戒偶像污穢和奸淫並勒死的生畜和血
[00:23:34.000 --> 00:23:40.000]  因為從古以來摩西的書上在各城都有傳講
[00:23:40.000 --> 00:23:46.000]  每逢安息日在會堂裏都有誦讀
[00:23:46.000 --> 00:23:52.000]  這段經文說的這四樣東西到底是什麼呢?
[00:23:52.000 --> 00:23:54.000]  這四樣東西到底是什麼呢?
[00:23:54.000 --> 00:23:59.000]  後來他再一次寫信的時候要怎樣呢?
[00:23:59.000 --> 00:24:01.000]  再一次重新講這四樣東西
[00:24:01.000 --> 00:24:04.000]  然後他,大家看這個highlight
[00:24:04.000 --> 00:24:12.000]  這幾件事你們如果能自己禁戒不犯就好了
[00:24:12.000 --> 00:24:14.000]  願你們平安
[00:24:14.000 --> 00:24:21.000]  到底這四樣東西是關乎道德的禁戒呢?
[00:24:21.000 --> 00:24:25.000]  還是禮儀性的勸勉呢?
[00:24:25.000 --> 00:24:29.000]  如果是道德的東西就一定要遵守
[00:24:29.000 --> 00:24:34.000]  如果是禮儀的就可以不用
[00:24:34.000 --> 00:24:37.000]  但是如果他們一定要遵守
[00:24:37.000 --> 00:24:42.000]  是不是又跟靠行為得救有關係呢?
[00:24:42.000 --> 00:24:45.000]  大家明白這個關鍵的所在嗎?
[00:24:46.000 --> 00:24:50.000]  如果你看雅各到最後寫信的時候
[00:24:50.000 --> 00:24:52.000]  他用的語氣是怎樣呢?
[00:24:52.000 --> 00:24:54.000]  他用的語氣是很特別的
[00:24:54.000 --> 00:24:57.000]  他說這幾樣東西你們如果不做就好了
[00:24:57.000 --> 00:24:59.000]  即是怎樣呢?
[00:24:59.000 --> 00:25:03.000]  是命令還是勸勉呢?
[00:25:03.000 --> 00:25:05.000]  勸勉
[00:25:05.000 --> 00:25:07.000]  不是說你一定不可以做
[00:25:07.000 --> 00:25:10.000]  你做了就違反神的心意
[00:25:10.000 --> 00:25:11.000]  不是
[00:25:11.000 --> 00:25:13.000]  如果是勸勉的話
[00:25:13.000 --> 00:25:16.000]  這四樣東西是怎樣解釋呢?
[00:25:16.000 --> 00:25:19.000]  偶像的污穢
[00:25:19.000 --> 00:25:21.000]  你就可以明白
[00:25:21.000 --> 00:25:23.000]  拜過偶像的東西
[00:25:23.000 --> 00:25:25.000]  不可以吃、不好吃
[00:25:25.000 --> 00:25:28.000]  姦淫這件事是不是道德呢?
[00:25:28.000 --> 00:25:33.000]  姦淫這件事其實原意就是淫亂
[00:25:33.000 --> 00:25:38.000]  我相信如果是用禮儀性來解釋
[00:25:38.000 --> 00:25:43.000]  你知道外邦人在偶像廟裡偶像崇拜的時候
[00:25:43.000 --> 00:25:46.000]  男女關係很亂的
[00:25:46.000 --> 00:25:54.000]  即是說你們不可以去參與這些淫亂的場面
[00:25:54.000 --> 00:25:57.000]  不一定是真正的姦淫
[00:25:57.000 --> 00:26:02.000]  如果真正的姦淫就不是勸你最好不要做
[00:26:02.000 --> 00:26:05.000]  第三,勒死的生畜
[00:26:05.000 --> 00:26:09.000]  勒死的生畜猶太人的潔淨禮儀裡
[00:26:09.000 --> 00:26:15.000]  他們不用勒死的方法去殺生畜
[00:26:15.000 --> 00:26:17.000]  他們一定要放血
[00:26:17.000 --> 00:26:20.000]  血是指什麼呢?
[00:26:20.000 --> 00:26:22.000]  不是殺人的流血
[00:26:22.000 --> 00:26:26.000]  是指仍然留在祭身裡的血
[00:26:26.000 --> 00:26:28.000]  如果這樣就解得通了
[00:26:28.000 --> 00:26:30.000]  大家明白我的意思嗎?
[00:26:30.000 --> 00:26:37.000]  我覺得雅各這個長老也是一個神學家
[00:26:37.000 --> 00:26:39.000]  也是一個聖經學者
[00:26:39.000 --> 00:26:42.000]  他解決了兩個基本的問題
[00:26:42.000 --> 00:26:44.000]  神的見證在這裡
