
[00:00:00.000 --> 00:00:08.960]  咁呢就眨下眼呢原來呢我呢就呢廿幾年啦咁呢香港真係改變咗好多呀
[00:03:35.880 --> 00:04:05.320]  過咗就係過咗㗎啦咁又係講返頭先嗰樣嘢啦咁就唔知呀即係復活節聽講呀成日有百萬人走咗出嚟呀你有冇瞓呢咁你出咗去啦咁去睇櫻花咁講係嘛好開心呀咁呀咁呀影埋相啦拍埋片呢攞咗返嚟之後大家有冇睇過呢啲相呀有冇睇返嗰啲相㗎有冇睇返你拍嗰啲片㗎冇咗你知唔知你睇返嗰啲相呢
[00:04:05.320 --> 00:04:35.000]  就唔係嗰個嗰個feeling咗㗎如果你可能即係自己嗰個拍嗰個人呢都有可能會feel到嘅因為記憶㗎嘛係咪你試下畀人哋睇呀嗰個冇去嗰個佢睇兩睇佢就唔想睇㗎喇因為點解嗰張相係表達唔到當時嗰個情景㗎你企喺嗰度嗰一刻嗰陣時你嘅感受呢係睇嗰張相係睇唔出嚟㗎就算你拍咗個片都唔會係感受到嘅
[00:04:35.000 --> 00:05:03.560]  就係咁囉過去咗就過去咗㗎啦咁當然啦即係我哋好知嘅係咪去到最後死亡嗰一刻就乜嘢都冇曬啦係咪我哋真係捉唔得住啦係咪但係你知唔知呢一直喺人生嗰度慢慢呢我哋一樣一樣都要放低㗎即係去到某個地步呢實際我哋每一樣慢慢呢一樣一樣放低㗎例如青春囉係咪
[00:05:03.560 --> 00:05:10.680]  後生嗰時幾靚仔幾靚女都好過咗一排之後就冇咁靚仔冇咁靚女㗎啦係咪
[00:05:10.680 --> 00:05:39.640]  係啦仲有如果你係啲運動型嗰種人呢你就好覺㗎啦即係又時成日跑步性係咪或者係點樣即係到一個地步做唔到㗎啦我一個朋友呢佢係鍾意行山嘅咁就成日都行山嘅咁好fit啦係咪我同你講啦去到某個歲數嗰陣時佢行山有一次呢就腳痛即係睇醫生你知醫生同你講咩話某某人唔好再行咁多啦
[00:05:39.640 --> 00:05:57.560]  即係對你個膝頭呀係有害呀嗰啲嘢呢話原來呢即係運動多啲去到某個階段呢實際可能呢冇幫助仲會係有害㗎添記憶仲係好記憶到嘅即係二十年前嘅嘢囉
[00:05:57.560 --> 00:06:14.520]  昨日嘅嘢就唔記得咗囉仲有就係最明顯係咩呢當我哋呢退休嗰刻嗰陣時呢就喺個社會嗰個角色權柄性嗰啲嘢呢就放低咗啦咁冇咗㗎啦
[00:06:14.520 --> 00:06:43.640]  所以係咪大家唔好以為呢就係死亡嗰刻嗰陣時呢我哋先放低曬實在呢我哋人生一路一路呢一樣一樣嘢放低去到最後一刻當然就乜都要放曬囉所以呢個呢就係傳道者講嘅虛空佢暴風嚟㗎生命係我哋可以享受到我哋經歷到但係你抓唔住嘅你幾鍾意嗰樣嘢最後都係抓唔住嘅
[00:06:43.640 --> 00:07:08.440]  但係唔係淨係咁喎仲有係咩呢就彎曲的即係可唔可以變返直嘅唔可以咬返直去嘅實在呢有段經文我部喺度打出嚟嘅七章第十三節佢嗰度話呢因神死為曲的誰能變為直呢嗱嗰個就反而明白啲喎神死咗一樣嘢彎曲咗我哋咬唔得返直係咪
[00:07:08.440 --> 00:07:36.600]  不過喺呢度呢佢應該唔係講緊嗰樣嘢佢唔係講緊神死到彎曲嘅點解呢呢個係一十五節上有個下嘅你知唔知呀缺乏的係咪不計其數嗰個好明顯就唔係同神有關係㗎啦缺乏嘅唔係神死到呢個世界嘅嘢缺乏㗎嘛神創造呢個世界嗰陣時呢係伊甸園嚟㗎嘛係冇美麗㗎嘛樣樣嘢都豐足㗎嘛係我哋搞到樣樣嘢都缺乏㗎嘛所以好明顯呢個都唔係神嘅嘢嚟㗎啦
[00:07:36.600 --> 00:07:56.120]  所以係一張第十五節佢唔係講緊神咬到一樣嘢彎曲咗係我哋自己去咬曲咗因為個關係就夠㗎啦即係我哋人生有幾多個關係呢係我哋自己親手咬曲咗咬曲咗之後我哋咬唔咬得返直呀一支鐵線咬曲咗都咬唔得返直
[00:07:56.120 --> 00:08:21.080]  唔好講話一段感情啦我哋可以忘記實際我哋唔係可以真係忘記嘅我哋可以赦免我哋可以算啦但係當我哋有啲嘢呢係經歷咗一個彎曲嘅所謂嘅經歷之後呢實在咬唔得返直嘅社會有幾多嘢都係咬曲咗之後邊度咬得返直啦
[00:08:21.080 --> 00:08:38.440]  所以全球仔就睇到一樣嘢囉唔止係咁喎淨係一個缺乏嘅係咩呢多到數唔到咁多啦咁呢個呢即係咁明顯呢好似都唔使講嘅實在
[00:08:38.440 --> 00:08:59.800]  大家有冇諗過呢呢個世界嘩缺乏嘅嘢真係多到數不清楚啦根本數唔曬嘅不過從呢個角度嚟睇下今日呢今日即係2023年呢原來呢個世界呢已經有80億人嘅係啦成日話新冠病毒殺咗好多人係咪
[00:08:59.800 --> 00:09:12.360]  但係呢呢個世界呢人數呢又一路起喎咁而家嘅世界呢最有錢嘅人呢就應該係馬克思Elon Musk係啦有排去話唔係而家又係返囉
[00:09:12.360 --> 00:09:41.560]  佢係佢最有錢個刻呢實在係2021年後半段嘅幾多錢呢3200億我都未試過有一個人係有咁多錢嘅佢而家得返一半到嘅應該係喺當時即使我去最有錢個刻嗰陣時如果佢捐曬成副身家出嚟呢畀呢個世界呢你知唔知每個人係攞到幾多錢呀40蚊美金
[00:09:41.560 --> 00:10:11.000]  我而家對我哋應該香港最低工資係40蚊係啦不過港幣40蚊美金可以做到乜呢可以幫到乜呢咁當然大家話一個最有錢嘅人啫十個最有錢嘅人可能又唔同咗係吧不如咁講呢100個1萬個不如我哋將呢個世界係咪分開一半
[00:10:11.000 --> 00:10:40.920]  即係一邊呢就係嗰啲幫到人嗰半另外嗰半呢就需要人幫嗰半好咩咁呀幫到人嗰半應該係同大家都有關係㗎啦ok咁好啦咁就咁做唔做到呢幫唔幫到呢另外嗰半嘅人呢可能得㗎喎實在但係我咁講嗰時大家都知道啦呢個係一個夢想嚟㗎科幻片咩即係無端端你叫有錢就要銀錢出嚟畀人
[00:10:40.920 --> 00:11:08.920]  邊度會做㗎啦所以根本就唔會發生嘅事咁傳道者都知呀所以係唔會發生嘅嘢嚟㗎囉係咪咁而家係講緊錢或者係物質咋喎缺乏唔係淨係物質喎好多人呢即係感情嘅需要呢社交嘅需要呢你知唔知幾多需要嘅缺乏呀所以傳道者呢係知道呢係冇可能呢係滿足到嘅
[00:11:08.920 --> 00:11:38.880]  傳道者可能係所羅門點解呢因為佢話大衛之子呀嘛跟住咁有智慧嘅咁咪梗係所羅門啦咁所以係有可能嘅不過你係冇以為喎嗰個子嗰個字呢即係後人咁嘅意思嘅咋喎所以耶穌都係大衛之子你知唔知呀所以你係冇諗住係親生生出嚟嗰個先係用嗰個字喎咁佢點都好啦佢係大衛嘅後人啦咁呀仲有就算佢唔係所羅門呢係幾樣嘢嘅
[00:11:38.880 --> 00:12:08.840]  一定係嘅佢好叻啦好有權柄啦佢係做官嘅或者係皇帝嗰類嘅人嚟嘅仲有呢佢係好有錢㗎囉但係佢都知道係咪呢個世界呢個需要呢根本呢係滿足唔到嘅好啦咁講到呢度呢我哋就話咁最低限度佢有佢有智慧啦係咪咁智慧唔得咩佢咁叻㗎嘛如果係所羅門更加係添啦係咪係但係智慧呢原來都
[00:12:08.840 --> 00:12:38.760]  幫唔到喎點解呢智慧呢最幫到係特定嘅嘢嚟㗎喺聖經入面呢即係如果道門係爛咗咁講係嘛你搵一個識整道門嘅人呢即係即係返上去啦咁嗰個人都係有智慧嘅係一種嘅智慧嚟㗎咁特定嘅嘢呢就得囉但係普世性嘅嘢呢係冇人有個智慧係解決到嘅我畀你一個好簡單嘅即係例子呢係好
[00:12:38.760 --> 00:12:59.000]  啱香港嘅你諗下係咪我哋有啲高樓大廈呢50層樓呢做出嚟呀見即係建造到一個50層樓一座50層樓嘅大廈呢係好有智慧㗎呢咁諗過既然有咁嘅智慧呀香港未冇住屋嘅問題㗎囉
[00:12:59.000 --> 00:13:26.920]  唔係咩我咁講嘅時候大家就話係咪啦點解因為呢個唔係淨係一個工程嘅問題嚟㗎嘛呢個唔係淨係一個數學嘅問題呀嘛即係要建幾多座50層樓屋串先至可以裝曬香港咁多人根本就唔係一個數學嘅問題嚟㗎亦都唔係一個工程嘅問題嚟㗎有好多好多唔同嘅嘢呢係入面㗎
[00:13:26.920 --> 00:13:55.080]  包括最重要嘅係咩呢係罪呀嘛我都唔係話即係有錢人係有罪喎冇錢人都有罪係話大家都會貪有成所以搞到呢就係做唔到嘅咁智慧呢都解決唔到因為有啲呢啲人呢佢都好有智慧嘅邪惡嘅人都可以好有智慧嘅所以智慧呢係解決唔到呢罪惡呢樣嘢
[00:13:55.080 --> 00:14:22.920]  如果解決到嘅所羅門本身就唔會犯罪囉所以去到呢一刻嘅時候呢應該呢就幾灰暗嘅係咪即係佢基本上呢佢嗰個佢嗰個點講呢佢個conclusion去到呢一刻嗰陣時呢就係我哋嘅生命呢係短暫我哋幾鍾意嘅嘢呢喺我哋經歷咗之後呢就過去你捉唔住嘅
[00:14:22.920 --> 00:14:50.760]  呢個世界呢好多彎曲咗嘅嘢呢我哋係咬唔得返食需要無數我哋亦都滿足唔到咁就去到就係咁啦去到呢度呢咁就聽咁講呢就好負面㗎嘛有冇但係呢呢樣嘢呢就好奇怪喎如果大家去讀傳道書呢去對呢個世界呢就好負面嘅
[00:14:50.760 --> 00:15:20.200]  但係呢佢點樣面對世界呢佢好正面㗎喎你話點可以係咁嘅即係佢睇到嘅情況既然係咁負面點解佢仲會係有咁積極咁正面嘅角度呢你睇呢個世界呢我同你講點解因為佢搵搵下之後呢畀佢搵到係咪有一個永恆嘅嘢頭先未話樣樣嘢都無常㗎嘛過眼雲煙呀嘛但係原來佢搵到一樣嘢呢係永遠嘅
[00:15:20.200 --> 00:15:22.740]  大家一起讀這個 《日而起》
[00:15:22.740 --> 00:15:27.020]  我知道神所作的一切都必永存
[00:15:27.020 --> 00:15:29.460]  無可增添無可減少
[00:15:29.460 --> 00:15:33.600]  神這樣作 為要使人在他面前存敬畏的心
[00:15:33.600 --> 00:15:38.660]  原來去找的時候發現有一樣東西是永恆的
[00:15:38.660 --> 00:15:42.360]  是神和神做的東西是永恆的
[00:15:42.360 --> 00:15:45.620]  對他來說就像一個盤石這樣
[00:15:45.620 --> 00:15:48.000]  你跌到一個地步
[00:15:48.000 --> 00:15:50.680]  你到一個地步 你有一個地方你能站得了
[00:15:50.680 --> 00:15:51.840]  他能站的是什麼呢
[00:15:51.840 --> 00:15:55.840]  他的生命的盤石就是神是永恆的
[00:15:55.840 --> 00:15:57.920]  神做的東西是永恆的
[00:15:57.920 --> 00:16:00.680]  每樣東西都是過眼雲煙
[00:16:00.680 --> 00:16:02.200]  眨眼又過
[00:16:02.200 --> 00:16:04.960]  生命是這樣 但原來神不是這樣
[00:16:04.960 --> 00:16:06.280]  所以他可以面對的
[00:16:06.280 --> 00:16:08.480]  如果大家一直讀下去
[00:16:08.480 --> 00:16:09.760]  他還沒完的
[00:16:09.760 --> 00:16:11.360]  那本書大家都知道的
[00:16:11.360 --> 00:16:14.600]  他一直讀 他講了很多很負面的東西
[00:16:14.600 --> 00:16:15.320]  他講了什麼呢
[00:16:15.320 --> 00:16:18.600]  例如他說很多地方本來應該
[00:16:18.600 --> 00:16:21.400]  如果一路看三章十五十六
[00:16:21.400 --> 00:16:22.440]  一路看下去
[00:16:22.440 --> 00:16:26.680]  他說應該有公義的地方是沒有公義的
[00:16:26.680 --> 00:16:27.920]  神是有公義
[00:16:27.920 --> 00:16:31.120]  不過神的公義是他自己的時間
[00:16:31.120 --> 00:16:33.520]  跟他的時間 不是跟我們的時間
[00:16:33.520 --> 00:16:35.440]  是這樣說的
[00:16:35.440 --> 00:16:41.560]  還有就是說人實在就好像動物一樣
[00:16:41.560 --> 00:16:44.400]  人實在有 為什麼像動物呢
[00:16:44.400 --> 00:16:45.640]  很多東西像動物的
[00:16:45.640 --> 00:16:47.320]  不過你想一下
[00:16:47.320 --> 00:16:48.720]  一個動物一隻老虎
[00:16:48.720 --> 00:16:51.160]  就吃一隻小一點的
[00:16:51.160 --> 00:16:52.080]  弱一點的動物
[00:16:52.080 --> 00:16:53.200]  對不對
[00:16:53.200 --> 00:16:54.840]  人類都是這樣的
[00:16:54.840 --> 00:16:55.560]  是不是
[00:16:55.560 --> 00:16:56.360]  有權有勢
[00:16:56.360 --> 00:16:57.120]  或者你大隻一點
[00:16:57.120 --> 00:16:58.880]  就欺負那些沒權沒勢的
[00:16:58.880 --> 00:17:00.480]  或者是小一點的人
[00:17:00.480 --> 00:17:02.240]  所以人很多東西都像動物的
[00:17:02.240 --> 00:17:05.960]  這個就是傳道者看到這個地方的時候
[00:17:05.960 --> 00:17:07.480]  他就覺得是這樣
[00:17:07.480 --> 00:17:09.200]  傳道者像是一個什麼樣的人
[00:17:09.200 --> 00:17:11.240]  你最好是一個叔叔
[00:17:11.240 --> 00:17:12.840]  一個導師
[00:17:12.840 --> 00:17:14.760]  或者一個我們很尊重的人
[00:17:14.760 --> 00:17:16.680]  在這個世界活了很久
[00:17:16.680 --> 00:17:19.800]  所以他知道這個世界邪惡是會怎樣的
[00:17:19.800 --> 00:17:24.040]  他不是那些很天真
[00:17:24.040 --> 00:17:26.480]  想著養東西騎騎兔就能搞定的
[00:17:26.480 --> 00:17:27.360]  不是的
[00:17:27.360 --> 00:17:28.840]  傳道者不是這樣的
[00:17:28.840 --> 00:17:30.120]  傳道者說什麼呢
[00:17:30.120 --> 00:17:32.800]  有些異人是異中異死的
[00:17:32.800 --> 00:17:34.560]  不是因為他變了壞
[00:17:34.560 --> 00:17:35.440]  他還是異人
[00:17:35.440 --> 00:17:37.360]  但是異中異死的
[00:17:37.360 --> 00:17:40.360]  惡人可以是惡中異生活的
[00:17:40.360 --> 00:17:43.320]  這個就是傳道者看到他很清楚
[00:17:43.320 --> 00:17:47.200]  但是雖然他看得這麼清楚
[00:17:47.200 --> 00:17:49.240]  他相信神是永恆的
[00:17:49.240 --> 00:17:50.920]  所以他面對這些事情的時候
[00:17:50.920 --> 00:17:54.080]  就不是那麼負面的
[00:17:54.080 --> 00:17:54.720]  他實在是
[00:17:54.720 --> 00:17:55.960]  如果你一直讀下去
[00:17:55.960 --> 00:17:59.760]  讀到這一段二十二節的時候
[00:17:59.760 --> 00:18:01.840]  他就反而一下子走過來
[00:18:01.840 --> 00:18:03.240]  他就跟他們說
[00:18:03.240 --> 00:18:04.240]  既然是這樣
[00:18:04.240 --> 00:18:05.280]  不如這樣
[00:18:05.280 --> 00:18:09.600]  我們就放鬆一口氣
[00:18:09.600 --> 00:18:12.640]  然後享受神給我們的生活
[00:18:12.640 --> 00:18:14.840]  你會說 怎麼會這樣
[00:18:14.840 --> 00:18:16.080]  我會說多一點
[00:18:16.080 --> 00:18:18.440]  不過我想先說一件新的事
[00:18:18.440 --> 00:18:20.720]  你知不知道新約也有說這件事
[00:18:20.720 --> 00:18:25.120]  主耶穌基督在啟示錄一章第八節說
[00:18:25.120 --> 00:18:29.320]  我是阿拉伯俄梅格
[00:18:29.320 --> 00:18:35.000]  是今在 昔在 而後永在的傳能者
[00:18:35.000 --> 00:18:37.840]  在啟示錄寫給一群人
[00:18:37.840 --> 00:18:40.720]  是面對著困難的一群基督徒
[00:18:40.720 --> 00:18:42.960]  面對著一個困境
[00:18:42.960 --> 00:18:46.560]  剛才那些說話就鼓勵他們
[00:18:46.560 --> 00:18:48.320]  為什麼?
[00:18:48.320 --> 00:18:52.280]  阿拉伯就是A和Z
[00:18:52.280 --> 00:18:54.200]  這個世界一開始的時候
[00:18:54.200 --> 00:18:55.760]  神就已經在這裡了
[00:18:55.760 --> 00:18:57.880]  神創造天地萬物
[00:18:57.880 --> 00:19:00.080]  到了這個世界最後那一天
[00:19:00.080 --> 00:19:02.120]  神都會在這裡
[00:19:02.120 --> 00:19:06.000]  所以因為神是掌管歷史的神
[00:19:06.000 --> 00:19:07.120]  因為這樣
[00:19:07.120 --> 00:19:11.360]  所以反而我們可以安慰
[00:19:11.360 --> 00:19:14.280]  神有祂自己的節奏
[00:19:14.280 --> 00:19:17.080]  所以我們可以安慰
[00:19:17.080 --> 00:19:22.080]  我們可以將事情交回給神
[00:19:22.080 --> 00:19:24.040]  就是這樣
[00:19:24.040 --> 00:19:30.200]  最近移民潮很多人走了
[00:19:30.200 --> 00:19:35.040]  我不知道大家有沒有覺得有一點驚慌
[00:19:35.040 --> 00:19:38.800]  誰走了 洗到你最害怕
[00:19:38.800 --> 00:19:40.720]  但是神還在
[00:19:40.720 --> 00:19:43.760]  神還在
[00:19:43.760 --> 00:19:45.640]  傳造者就是這樣
[00:19:45.640 --> 00:19:47.400]  很多事情 祂認識的人
[00:19:47.400 --> 00:19:49.920]  祂認識的事 很多事情一直在變
[00:19:49.920 --> 00:19:52.160]  但是祂知道有一樣事情沒有變
[00:19:52.160 --> 00:19:53.760]  神是沒有變
[00:19:53.760 --> 00:19:58.720]  所以祂可以叫那些人
[00:19:58.720 --> 00:20:00.800]  放鬆下去
[00:20:00.800 --> 00:20:02.600]  還有的
[00:20:02.600 --> 00:20:05.400]  下一次我會說
[00:20:05.400 --> 00:20:06.960]  我們先讀一遍經文
[00:20:06.960 --> 00:20:08.080]  1 2 3
[00:20:08.080 --> 00:20:11.440]  「他使萬事各按其時 成為美好
[00:20:11.440 --> 00:20:14.640]  他又把永恆的意識放在人的心裡
[00:20:14.640 --> 00:20:15.760]  雖然這樣
[00:20:15.760 --> 00:20:19.240]  人還是不能察覺神自始至終的作為」
[00:20:19.240 --> 00:20:21.680]  剛才神看到我們
[00:20:21.680 --> 00:20:25.520]  知道我們不是永恆的
[00:20:25.520 --> 00:20:27.200]  我們是過眼雲煙
[00:20:27.200 --> 00:20:28.280]  但是祂是永恆的
[00:20:28.280 --> 00:20:30.760]  使我們有敬畏神
[00:20:30.760 --> 00:20:33.520]  在這裡 下一次我要說多一點
[00:20:33.520 --> 00:20:36.280]  就是神的時間
[00:20:36.280 --> 00:20:38.640]  不過今天我想說一件事
[00:20:38.640 --> 00:20:41.640]  既然神做的事是永恆的
[00:20:41.640 --> 00:20:43.480]  那我們要做的事是怎樣呢
[00:20:43.480 --> 00:20:45.760]  我們要等候神
[00:20:45.760 --> 00:20:48.200]  原來去到最後
[00:20:48.200 --> 00:20:52.680]  整件事是要我們等候神
[00:20:52.680 --> 00:20:55.600]  辨別祂的旨意
[00:20:55.600 --> 00:20:57.480]  跟從祂的旨意去做
[00:20:57.480 --> 00:20:59.640]  我不知道大家等候這件事
[00:20:59.640 --> 00:21:01.160]  你覺得怎樣
[00:21:01.160 --> 00:21:03.240]  你喜歡等候嗎
[00:21:03.240 --> 00:21:04.960]  有些人喜歡等候
[00:21:04.960 --> 00:21:05.720]  有些人不喜歡等候
[00:21:05.720 --> 00:21:08.080]  不過我發覺最近有了這件事之後
[00:21:08.080 --> 00:21:11.520]  那些人就變得很有耐性
[00:21:11.520 --> 00:21:15.280]  總之YouTube還有東西看就行了
[00:21:15.280 --> 00:21:16.840]  那是吧 等吧
[00:21:16.840 --> 00:21:19.360]  半個小時沒問題
[00:21:19.360 --> 00:21:21.440]  當然傳道者不是叫我們這樣
[00:21:21.440 --> 00:21:23.360]  傳道者叫我們做的是什麼呢
[00:21:23.360 --> 00:21:27.960]  傳道者叫我們做的事就是
[00:21:27.960 --> 00:21:31.960]  我們不要將整個世界放在我們肩膀上
[00:21:31.960 --> 00:21:35.040]  因為我們的肩膀是不夠力的
[00:21:35.040 --> 00:21:36.440]  剛才還記得嗎
[00:21:36.440 --> 00:21:39.400]  需要我們根本就滿足不了
[00:21:39.400 --> 00:21:40.480]  很多東西被咬碎了
[00:21:40.480 --> 00:21:42.520]  我們又沒本事咬回來吃
[00:21:42.520 --> 00:21:44.520]  我們所做的事多美麗也好
[00:21:44.520 --> 00:21:46.280]  是過眼為現
[00:21:46.280 --> 00:21:47.720]  知道自己的限制
[00:21:47.720 --> 00:21:49.600]  知道神的永恆之後
[00:21:49.600 --> 00:21:53.000]  應該使我們敬畏神
[00:21:53.000 --> 00:21:54.480]  剛才是自己說的
[00:21:54.480 --> 00:21:56.480]  是敬畏神
[00:21:56.480 --> 00:22:03.400]  因為這樣我們就不用那麼驚慌
[00:22:03.400 --> 00:22:06.360]  我們就不用那麼苦惱
[00:22:06.360 --> 00:22:09.360]  原因就是這樣
[00:22:09.360 --> 00:22:13.160]  說回剛才我開始說的故事
[00:22:13.160 --> 00:22:16.360]  我回到我的鄉下
[00:22:16.360 --> 00:22:17.880]  我不知道的地方是怎樣
[00:22:17.880 --> 00:22:19.880]  多數人會做什麼呢
[00:22:19.880 --> 00:22:22.400]  當然是Google Map
[00:22:22.400 --> 00:22:25.040]  我Google一下
[00:22:25.040 --> 00:22:26.560]  但你有沒有試過Google之後
[00:22:26.560 --> 00:22:28.160]  也不知道在哪裡
[00:22:28.160 --> 00:22:31.560]  當然有一個地方你根本沒去過
[00:22:31.560 --> 00:22:32.640]  你Google之後
[00:22:32.640 --> 00:22:33.400]  那又怎樣
[00:22:33.400 --> 00:22:34.920]  那就是在哪裡也不知道
[00:22:34.920 --> 00:22:37.280]  不過這次我有幫助
[00:22:37.280 --> 00:22:39.000]  因為我說我在那裡長大
[00:22:39.000 --> 00:22:41.000]  我的母會也在那裡
[00:22:41.000 --> 00:22:43.160]  所以我就找我的母會
[00:22:43.160 --> 00:22:44.600]  找那個地方
[00:22:44.600 --> 00:22:47.480]  然後就去那裡
[00:22:47.480 --> 00:22:50.560]  這樣從一個我認識的地方
[00:22:50.560 --> 00:22:53.760]  就去一個我不認識的地方
[00:22:53.760 --> 00:22:57.440]  很多時候人生就是這樣
[00:22:57.440 --> 00:23:00.680]  你要有一個地方是你認識的
[00:23:00.680 --> 00:23:04.160]  從那裡來看那些改變的東西
[00:23:04.160 --> 00:23:09.200]  當然我的母會也是人造出來的
[00:23:09.200 --> 00:23:11.200]  有天可能也會拆掉
[00:23:11.200 --> 00:23:11.800]  沒有了
[00:23:11.800 --> 00:23:12.800]  或者怎樣
[00:23:12.800 --> 00:23:17.560]  不過如果有人可以做到一個地標
[00:23:17.560 --> 00:23:22.400]  那個地標是會存留幾百年的
[00:23:22.400 --> 00:23:30.200]  那個地標可以拿來尋找其他的地方
[00:23:30.200 --> 00:23:33.640]  就算那個地方變得多厲害
[00:23:33.640 --> 00:23:35.400]  有一個地方做中心
[00:23:35.400 --> 00:23:36.680]  從那裡出發
[00:23:36.680 --> 00:23:40.120]  就找到其他的地方
[00:23:40.120 --> 00:23:42.960]  所以我們需要什麼呢
[00:23:42.960 --> 00:23:44.120]  我們人生的生命
[00:23:44.120 --> 00:23:46.600]  當我們看到很多東西在改變
[00:23:46.600 --> 00:23:48.120]  可能正在變的時候
[00:23:48.120 --> 00:23:49.720]  我們需要一個
[00:23:49.720 --> 00:23:52.560]  你可以說固定點也好
[00:23:52.560 --> 00:23:55.160]  屬靈的固定點也好
[00:23:55.160 --> 00:23:58.440]  或者我們說屬靈的地標也好
[00:23:58.440 --> 00:24:01.640]  來看那些我們不熟悉的東西
[00:24:01.640 --> 00:24:02.520]  正在變的東西
[00:24:02.520 --> 00:24:04.400]  所以我們的生命是正在變的
[00:24:04.400 --> 00:24:05.400]  不是嗎
[00:24:05.400 --> 00:24:07.200]  就是一直長大的時候
[00:24:07.200 --> 00:24:11.120]  我們就讀大學
[00:24:11.120 --> 00:24:13.520]  然後出來做第一份工作
[00:24:13.520 --> 00:24:15.600]  然後就被老闆解僱了
[00:24:15.600 --> 00:24:17.320]  然後就做第二份工作
[00:24:17.320 --> 00:24:19.200]  然後就到我們解僱的老闆
[00:24:19.200 --> 00:24:20.840]  然後就做第三份工作
[00:24:20.840 --> 00:24:21.680]  然後就繼續下去
[00:24:21.680 --> 00:24:23.880]  實在是一直在變的
[00:24:23.880 --> 00:24:25.920]  眨眼間就過了十年八年
[00:24:25.920 --> 00:24:26.960]  對不對
[00:24:26.960 --> 00:24:27.960]  OK的
[00:24:27.960 --> 00:24:28.880]  很多東西正在變
[00:24:28.880 --> 00:24:30.960]  但是我們OK的
[00:24:30.960 --> 00:24:33.400]  但是有時候真的變得太快
[00:24:33.400 --> 00:24:35.840]  或者我們不熟悉
[00:24:35.840 --> 00:24:38.320]  我們沒有想到會這樣變
[00:24:38.320 --> 00:24:42.480]  那時候我們可能就變得有點憂慮
[00:24:42.480 --> 00:24:44.200]  在那一刻的時候
[00:24:44.200 --> 00:24:45.880]  最重要是什麼你知道嗎
[00:24:45.880 --> 00:24:49.240]  是找到一個不變的東西
[00:24:49.240 --> 00:24:50.920]  不變的地方
