
[00:00:00.000 --> 00:00:06.000]  親愛的主,我們每一次要打開祢的說話來研讀的時候
[00:07:55.000 --> 00:07:57.000]  不是我們能夠做些什麼
[00:07:57.000 --> 00:08:01.000]  是上帝在我們的生命當中能夠做些什麼
[00:08:01.000 --> 00:08:04.000]  哪一個做很重要,很大分別
[00:08:04.000 --> 00:08:09.000]  所以第二句的說話,我們最後總結的時候
[00:08:09.000 --> 00:08:16.000]  我們仍然指出,在這裏說的是我們跟耶和華上帝的關係
[00:08:16.000 --> 00:08:20.000]  這裏不是說跟假神之間的關係
[00:08:20.000 --> 00:08:23.000]  第一屆是說其他的神
[00:08:23.000 --> 00:08:31.000]  第二屆是單單討論和獨一的真神的關係
[00:08:31.000 --> 00:08:37.000]  今天我們繼續看下去到第三句
[00:08:37.000 --> 00:08:43.000]  上帝在西乃山上向祂的百姓所吩咐的說話
[00:08:43.000 --> 00:08:46.000]  《中英俱樂部紀律》第20章第7節
[00:08:46.000 --> 00:08:49.000]  這句說話我們大家都應該會背的,很短的
[00:08:49.000 --> 00:08:52.000]  雖然不是最短,不過很清楚
[00:08:52.000 --> 00:08:57.000]  不可妄稱耶和華你神的名
[00:08:57.000 --> 00:09:06.000]  因為妄稱耶和華名的,耶和華必不以他為無罪
[00:09:06.000 --> 00:09:14.000]  這一句說話可能是舊有聖經十誡當中最難解釋的一句
[00:09:14.000 --> 00:09:21.000]  原因就是妄稱在這一句誡命裏面是最重要的
[00:09:21.000 --> 00:09:26.000]  我們說的key word,最重要的字眼
[00:09:26.000 --> 00:09:33.000]  但偏偏這個字眼在其他的經文,舊有聖經沒有出現過
[00:09:33.000 --> 00:09:37.000]  只是在這裏出現,是很麻煩的
[00:09:37.000 --> 00:09:39.000]  究竟是甚麼原因呢?
[00:09:39.000 --> 00:09:46.000]  你不能參考其他,如果同一個字出現了兩次也好
[00:09:46.000 --> 00:09:49.000]  有多一次給我們參考
[00:09:49.000 --> 00:09:54.000]  我們待會說到安息日的時候,就會看到這樣的情況
[00:09:54.000 --> 00:09:58.000]  有得參考,有得比對,有得對照
[00:09:58.000 --> 00:10:03.000]  我們就會能夠準確去掌握經文所指的
[00:10:03.000 --> 00:10:07.000]  無得參考,無得對照,無得比較
[00:10:07.000 --> 00:10:11.000]  又加上他用得這麼簡潔,有力
[00:10:11.000 --> 00:10:14.000]  但你懂就懂,不懂就不懂,不知道的了
[00:10:14.000 --> 00:10:19.000]  甚麼叫不可妄稱耶和華女神的名字
[00:10:19.000 --> 00:10:27.000]  所以猶太人很小心,這是他們生死的誡命
[00:10:27.000 --> 00:10:31.000]  所以他們到今天仍然保留這個
[00:10:31.000 --> 00:10:35.000]  在我們中國人傳統裏面也有的,我們備位
[00:10:35.000 --> 00:10:39.000]  皇帝的名字裏面有這個字
[00:10:39.000 --> 00:10:45.000]  千萬不要改你的兒子,女兒的名字裏面有同一個字
[00:10:45.000 --> 00:10:50.000]  備位是猶太人到今天都有的傳統
[00:10:50.000 --> 00:10:54.000]  所以今天你去到美國,在北美洲
[00:10:54.000 --> 00:10:59.000]  那些很虔誠的猶太教的信徒
[00:10:59.000 --> 00:11:03.000]  他們就算寫上帝的英文字
[00:11:03.000 --> 00:11:08.000]  God,他也不寫完的
[00:11:08.000 --> 00:11:13.000]  他中間留空了一個vow,他不寫的
[00:11:13.000 --> 00:11:18.000]  用一個hyphen,用一個滑,G-D
[00:11:18.000 --> 00:11:21.000]  即是說他不讀出聲音,讀到這個字的時候
[00:11:21.000 --> 00:11:24.000]  因為沒有響音,讀不出聲音
[00:11:24.000 --> 00:11:28.000]  是我們中文才這麼厲害,姓吳的人,NG都讀得出聲音
[00:11:28.000 --> 00:11:33.000]  外國人不行的,要加個E字在前面才能拼出音
[00:11:33.000 --> 00:11:39.000]  備位,因為不要隨便妄稱耶和華的名字
[00:11:39.000 --> 00:11:43.000]  在他們今天會堂裏面讀聖經讀到耶和華這個名字的時候
[00:11:43.000 --> 00:11:45.000]  他們是不讀的
[00:11:45.000 --> 00:11:50.000]  今天的猶太教仍然是用另一個字去代替上帝的名字
[00:11:50.000 --> 00:11:55.000]  希伯來文叫Hashem,翻譯出來就是那明治
[00:11:55.000 --> 00:12:03.000]  備位,所以也解釋了為何西方基督教翻譯聖經的人
[00:12:03.000 --> 00:12:08.000]  翻譯這個名字,音譯耶和華,是一個很大的烏龍
[00:12:08.000 --> 00:12:14.000]  因為他們不明白猶太人有備位的傳統
[00:12:14.000 --> 00:12:18.000]  當他們希伯來文來到上帝的名字的時候
[00:12:18.000 --> 00:12:22.000]  我們知道英文也是這樣拼出來的
[00:12:22.000 --> 00:12:25.000]  有consonants,有vowels
[00:12:25.000 --> 00:12:31.000]  猶太人很聰明,他們就在這個分法上
[00:12:31.000 --> 00:12:33.000]  能夠同時寫了兩個字
[00:12:33.000 --> 00:12:36.000]  那些consonants就是上帝的名字
[00:12:36.000 --> 00:12:41.000]  YHWH,當然希伯來文是Yohiwabhe
[00:12:41.000 --> 00:12:48.000]  它的母音,響音,他們是放了上主,the lord
[00:12:48.000 --> 00:12:52.000]  如果你看RSV這些英文的聖經譯本
[00:12:52.000 --> 00:12:58.000]  你會發覺一去到用大街串出來的那個lord的字
[00:12:58.000 --> 00:13:01.000]  就是上帝的名字
[00:13:01.000 --> 00:13:05.000]  這個是跟著猶太人古老的傳統
[00:13:05.000 --> 00:13:09.000]  讀聖經讀到上帝的名字,讀另一個字
[00:13:09.000 --> 00:13:11.000]  那個字就是Adonai
[00:13:11.000 --> 00:13:15.000]  西方教會和猶太人沒有來往
[00:13:15.000 --> 00:13:18.000]  在歐洲竟然不知道這個傳統
[00:13:18.000 --> 00:13:24.000]  所以照拼,將兩個字分別的consonants和vowels
[00:13:24.000 --> 00:13:26.000]  拼在一起讀
[00:13:26.000 --> 00:13:30.000]  讀出來的結果就是YHWH
[00:13:30.000 --> 00:13:32.000]  中文的譯音比英文更接近
[00:13:32.000 --> 00:13:38.000]  因為英文是有一點轉了pronunciation, Jehovah
[00:13:38.000 --> 00:13:41.000]  所以這些傳統背後都讓我們看到
[00:13:41.000 --> 00:13:47.000]  猶太人多千年來,他們對上帝的名字是很小心的
[00:13:47.000 --> 00:13:51.000]  他們不輕易提,不輕易讀出聲
[00:13:51.000 --> 00:13:55.000]  甚至連神這個字,他們都避諱
[00:13:55.000 --> 00:14:00.000]  即是加零一的小心,謹慎
[00:14:00.000 --> 00:14:05.000]  拉比對於這一句說話一般的解釋
[00:14:05.000 --> 00:14:16.000]  根據利未記,第十九章和十誡很有關係
[00:14:16.000 --> 00:14:20.000]  其中和這一節有關的
[00:14:20.000 --> 00:14:24.000]  他們指出,就是第十一,第十二節
[00:14:24.000 --> 00:14:30.000]  利未記第十九章,第十一,第十二節
[00:14:30.000 --> 00:14:38.000]  這裡十九章其實是一大堆不同的誡明
[00:14:38.000 --> 00:14:42.000]  譬如從第三節開始看
[00:14:42.000 --> 00:14:44.000]  一開始利未記十九章一提
[00:14:44.000 --> 00:14:47.000]  第一句吩咐你們各人都當孝敬父母
[00:14:47.000 --> 00:14:50.000]  也要守我的安息日
[00:14:50.000 --> 00:14:53.000]  第四節說,不要偏向虛無的神
[00:14:53.000 --> 00:14:56.000]  不要為自己著做神
[00:14:56.000 --> 00:15:03.000]  很明顯是和十誡的字眼呼應,很清楚
[00:15:03.000 --> 00:15:07.000]  我們看第十一節,十二節
[00:15:07.000 --> 00:15:13.000]  你們不可偷渡,不可欺騙,不可彼此說謊
[00:15:13.000 --> 00:15:19.000]  不可指著我的名起假誓,褻瀆你神的名
[00:15:19.000 --> 00:15:22.000]  我是耶和華
[00:15:22.000 --> 00:15:27.000]  十一節說,不可偷渡,不可欺騙,不可說謊
[00:15:27.000 --> 00:15:33.000]  不可發假誓,褻瀆神的名
[00:15:33.000 --> 00:15:37.000]  拉比認為,這裡所說的指著神的名
[00:15:37.000 --> 00:15:40.000]  發假誓,褻瀆神的名
[00:15:40.000 --> 00:15:45.000]  就等於春海及記,新明記十誡裡所說的
[00:15:45.000 --> 00:15:49.000]  忘稱耶和華的名
[00:15:49.000 --> 00:15:52.000]  所以這裡不是說不准起誓
[00:15:52.000 --> 00:15:56.000]  新約,登山補訓才說
[00:15:56.000 --> 00:15:59.000]  不需要起誓,是就說是,不是就說不是
[00:15:59.000 --> 00:16:03.000]  舊約是吩咐你要發誓
[00:16:03.000 --> 00:16:06.000]  先知行出來,我指著永生耶和華起誓
[00:16:06.000 --> 00:16:08.000]  如果我不祈禱就不下雨
[00:16:08.000 --> 00:16:10.000]  以利亞出來是這樣說話
[00:16:10.000 --> 00:16:16.000]  可以起誓,但是你發了誓就要是真的
[00:16:16.000 --> 00:16:19.000]  不要發假誓,因為發誓的時候
[00:16:19.000 --> 00:16:22.000]  你是指著神的名來發誓
[00:16:22.000 --> 00:16:26.000]  當你發假誓,你就是褻瀆神的名
[00:16:26.000 --> 00:16:28.000]  兩段經文彼此參考
[00:16:28.000 --> 00:16:32.000]  神的名似乎是個共通
[00:16:32.000 --> 00:16:38.000]  於是發假誓就等於忘稱
[00:16:38.000 --> 00:16:42.000]  不過這樣的解釋
[00:16:42.000 --> 00:16:47.000]  始終可能是,可能不是
[00:16:47.000 --> 00:16:51.000]  因為沒有經文直接
[00:16:51.000 --> 00:16:54.000]  我們說忘稱這個字是出現了一次
[00:16:54.000 --> 00:16:58.000]  所以沒有聖經的經文去肯定
[00:16:58.000 --> 00:17:04.000]  發假誓就是忘稱了
[00:17:04.000 --> 00:17:07.000]  不過拉比這樣去理解十誡
[00:17:07.000 --> 00:17:10.000]  給了我們一個方法
[00:17:10.000 --> 00:17:13.000]  所以來到第三段十誡的經文
[00:17:13.000 --> 00:17:18.000]  我們再進一步試用第三個方法
[00:17:18.000 --> 00:17:20.000]  去理解它
[00:17:20.000 --> 00:17:24.000]  你要留心到拉比是比較兩節的經文
[00:17:24.000 --> 00:17:27.000]  而當中是有共通之處
[00:17:27.000 --> 00:17:33.000]  去理解忘稱神的名是什麼意思
[00:17:33.000 --> 00:17:37.000]  如果我們可以用這個方法的話
[00:17:37.000 --> 00:17:42.000]  我就想和你看一看耶穌一句很出名的教導
[00:17:42.000 --> 00:17:44.000]  大概你都會熟悉的
[00:17:44.000 --> 00:17:48.000]  剛才我們提過登山寶訓裏面
[00:17:48.000 --> 00:17:50.000]  主耶穌的一句教導
[00:17:50.000 --> 00:18:02.000]  在馬太福音第七章二十一節
[00:18:02.000 --> 00:18:05.000]  找到的話我們一起讀
[00:18:05.000 --> 00:18:07.000]  這句是金句
[00:18:07.000 --> 00:18:10.000]  你應該都很熟悉的
[00:18:10.000 --> 00:18:12.000]  請讀
[00:18:12.000 --> 00:18:16.000]  凡稱呼我主也的人
[00:18:16.000 --> 00:18:18.000]  不能到盡天國
[00:18:18.000 --> 00:18:22.000]  唯獨遵行我天父旨意的人
[00:18:22.000 --> 00:18:24.000]  才能進去
[00:18:24.000 --> 00:18:31.000]  這裏的共通點很多
[00:18:31.000 --> 00:18:36.000]  和十誡第三句說話
[00:18:36.000 --> 00:18:40.000]  不可忘稱耶和華你神的名
[00:18:40.000 --> 00:18:42.000]  忘稱耶和華的名的
[00:18:42.000 --> 00:18:46.000]  耶和華必不以他為無罪
[00:18:46.000 --> 00:18:50.000]  這裏有三點是共通的
[00:18:50.000 --> 00:18:52.000]  第一,稱呼
[00:18:52.000 --> 00:18:54.000]  這裏耶穌的教訓說
[00:18:54.000 --> 00:18:57.000]  凡稱呼我主也的人
[00:18:57.000 --> 00:18:59.000]  不能到盡天國
[00:18:59.000 --> 00:19:02.000]  稱呼和忘稱
[00:19:02.000 --> 00:19:08.000]  起碼比起發假誓和稱呼的距離應該近一點
[00:19:08.000 --> 00:19:12.000]  大家都是說叫一個名
[00:19:12.000 --> 00:19:15.000]  我們不是那麼熟悉的
[00:19:15.000 --> 00:19:17.000]  是第二個的共通
[00:19:17.000 --> 00:19:19.000]  就是在這裏說主呀
[00:19:19.000 --> 00:19:21.000]  主呀這個主字
[00:19:21.000 --> 00:19:23.000]  我們不熟悉的原因
[00:19:23.000 --> 00:19:26.000]  就是因為我們今天理解的主字
[00:19:26.000 --> 00:19:29.000]  沒有就叫Master
[00:19:29.000 --> 00:19:31.000]  Boss
[00:19:31.000 --> 00:19:33.000]  生命的主宰
[00:19:33.000 --> 00:19:38.000]  上帝是我救主和生命的主
[00:19:38.000 --> 00:19:40.000]  這是主的意思
[00:19:40.000 --> 00:19:43.000]  這是我們今天的理解
[00:19:43.000 --> 00:19:46.000]  但是新約聖經這個主字
[00:19:46.000 --> 00:19:50.000]  其實也承接了剛才我們說
[00:19:50.000 --> 00:19:54.000]  猶太人的備位的傳統
[00:19:54.000 --> 00:19:56.000]  我們剛剛才說
[00:19:56.000 --> 00:19:59.000]  他們對上帝不叫名
[00:19:59.000 --> 00:20:02.000]  所以他們不會讀出上帝的名字
[00:20:02.000 --> 00:20:05.000]  他們見到上帝的名字的時候就說主呀
[00:20:05.000 --> 00:20:07.000]  Adonai這個字
[00:20:07.000 --> 00:20:09.000]  所以新約的時候
[00:20:09.000 --> 00:20:12.000]  他們讀的希臘文舊約聖經
[00:20:12.000 --> 00:20:14.000]  七十事譯本
[00:20:14.000 --> 00:20:18.000]  每逢譯到耶和華這個名字的時候
[00:20:18.000 --> 00:20:22.000]  他們就用主這個字來譯出來
[00:20:22.000 --> 00:20:25.000]  七十事希臘文的舊約聖經
[00:20:25.000 --> 00:20:27.000]  從來都沒有耶和華這個音
[00:20:27.000 --> 00:20:28.000]  他們根本不敢這樣做
[00:20:28.000 --> 00:20:30.000]  翻譯的人是很敬虔的
[00:20:30.000 --> 00:20:31.000]  是亞歷山大猶太人
[00:20:31.000 --> 00:20:33.000]  他們一見到這個名字
[00:20:33.000 --> 00:20:36.000]  就按他們的傳統備位的傳統
[00:20:36.000 --> 00:20:38.000]  就翻譯成主字
[00:20:38.000 --> 00:20:41.000]  Kyrios這是希臘文的字
[00:20:41.000 --> 00:20:44.000]  所以當新約聖經用這個主字的時候
[00:20:44.000 --> 00:20:47.000]  是帶著很重
[00:20:47.000 --> 00:20:51.000]  七十事的舊約翻譯的味道
[00:20:51.000 --> 00:20:57.000]  耶穌是主這四個字非同小可
[00:20:57.000 --> 00:21:01.000]  拿撒勒人木匠的兒子耶穌
[00:21:01.000 --> 00:21:04.000]  竟然就是耶和華
[00:21:04.000 --> 00:21:06.000]  是這四個字的意思
[00:21:06.000 --> 00:21:08.000]  這是一個應訊
[00:21:08.000 --> 00:21:11.000]  在猶太人當中就是褻瀆上帝
[00:21:11.000 --> 00:21:14.000]  高高在上獨一的真神
[00:21:14.000 --> 00:21:18.000]  怎麼可以是這個拿撒勒出來
[00:21:18.000 --> 00:21:20.000]  有什麼好東西
[00:21:20.000 --> 00:21:22.000]  加利利人
[00:21:22.000 --> 00:21:23.000]  我們翻譯耶穌
[00:21:23.000 --> 00:21:25.000]  突然間感覺不同了
[00:21:25.000 --> 00:21:27.000]  翻譯舊約的名字
[00:21:27.000 --> 00:21:28.000]  約書亞
[00:21:28.000 --> 00:21:32.000]  怎麼可以說約書亞就是耶和華呢
[00:21:32.000 --> 00:21:33.000]  耶穌是主
[00:21:33.000 --> 00:21:34.000]  今天我們不是這樣讀
[00:21:34.000 --> 00:21:35.000]  耶穌是主
[00:21:35.000 --> 00:21:36.000]  耶穌是我生命的主
[00:21:36.000 --> 00:21:38.000]  耶穌是我救主
[00:21:38.000 --> 00:21:43.000]  沒有了七十事希臘文翻譯舊約
[00:21:43.000 --> 00:21:47.000]  主的字的重要性
[00:21:47.000 --> 00:21:49.000]  但是在新約聖經
[00:21:49.000 --> 00:21:52.000]  為什麼我們會看見
[00:21:52.000 --> 00:21:54.000]  有時候中文聖經看不到
[00:21:54.000 --> 00:21:55.000]  但是如果你讀英文聖經
[00:21:55.000 --> 00:21:56.000]  有時候你會看見
[00:21:56.000 --> 00:21:58.000]  新約引用舊約的經文
[00:21:58.000 --> 00:22:00.000]  與舊約有些不同
[00:22:00.000 --> 00:22:02.000]  這個就是翻譯的出入
[00:22:02.000 --> 00:22:06.000]  因為新約是引用七十事的譯本
[00:22:06.000 --> 00:22:08.000]  舊約聖經是翻譯希伯來文
[00:22:08.000 --> 00:22:10.000]  自然有出入
[00:22:10.000 --> 00:22:13.000]  一個到今天仍然在中文聖經
[00:22:13.000 --> 00:22:16.000]  都會看到的例子
[00:22:16.000 --> 00:22:19.000]  就是你讀彼得前書二章第九節
[00:22:19.000 --> 00:22:21.000]  唯有你們是被揀選的族類
[00:22:21.000 --> 00:22:25.000]  是有君尊的祭司
[00:22:25.000 --> 00:22:29.000]  這幾句話是引自昌埃及記第十九章
[00:22:29.000 --> 00:22:31.000]  開頭那幾句
[00:22:31.000 --> 00:22:35.000]  在那裡是說祭司的國度
[00:22:35.000 --> 00:22:37.000]  都是在說祭司
[00:22:37.000 --> 00:22:40.000]  君尊和國度同義詞
[00:22:40.000 --> 00:22:42.000]  為什麼有這樣的出入呢
[00:22:42.000 --> 00:22:43.000]  一個是希伯來文
[00:22:43.000 --> 00:22:44.000]  一個是希臘文
[00:22:44.000 --> 00:22:45.000]  七十事譯本
[00:22:45.000 --> 00:22:48.000]  所以耶穌在這裡說
[00:22:48.000 --> 00:22:52.000]  凡稱呼我主啊主啊的人
[00:22:52.000 --> 00:22:57.000]  其實他不只是認耶穌是他生命的主這麼簡單
[00:22:57.000 --> 00:22:59.000]  在新約教會的背景裡
[00:22:59.000 --> 00:23:01.000]  這句話的意思就是
[00:23:01.000 --> 00:23:05.000]  你承認耶穌就是神的兒子
[00:23:05.000 --> 00:23:09.000]  我與父原為一
[00:23:09.000 --> 00:23:13.000]  這就是耶穌是主的認訊
[00:23:13.000 --> 00:23:16.000]  稱呼耶和華的名字
[00:23:16.000 --> 00:23:20.000]  還有第三就是不能進天國
[00:23:20.000 --> 00:23:22.000]  一個很嚴厲的警告
[00:23:22.000 --> 00:23:26.000]  耶和華必不以他為無罪
[00:23:26.000 --> 00:23:28.000]  在十誡裡是這樣說
[00:23:28.000 --> 00:23:29.000]  不能進天國
[00:23:29.000 --> 00:23:32.000]  耶和華不以他為無罪
[00:23:32.000 --> 00:23:38.000]  在這個相同的比較之下
[00:23:38.000 --> 00:23:40.000]  我們就試試再問下去
[00:23:40.000 --> 00:23:43.000]  馬太福音第七章
[00:23:43.000 --> 00:23:45.000]  耶穌的教訓
[00:23:45.000 --> 00:23:51.000]  如果是反映出對第三界的理解的話
[00:23:51.000 --> 00:23:54.000]  那麼這個妄稱上帝的名字
[00:23:54.000 --> 00:23:55.000]  又是什麼意思呢
[00:23:55.000 --> 00:23:58.000]  我們沒有最理想的比較
[00:23:58.000 --> 00:24:00.000]  沒有妄稱這個字
[00:24:00.000 --> 00:24:02.000]  這個動詞出現在另外的經文
[00:24:02.000 --> 00:24:05.000]  我們比較舊約的聖經
[00:24:05.000 --> 00:24:08.000]  用法假誓來比較
[00:24:08.000 --> 00:24:09.000]  又好像不是那麼理想
[00:24:09.000 --> 00:24:11.000]  如果我們假定
[00:24:11.000 --> 00:24:14.000]  耶穌是熟悉舊約聖經的
[00:24:14.000 --> 00:24:16.000]  耶穌不是去解第三界
[00:24:16.000 --> 00:24:17.000]  但是他講這句話的時候
[00:24:17.000 --> 00:24:23.000]  他用了三個都是第三界裡面重要的觀念
[00:24:23.000 --> 00:24:25.000]  他在說什麼呢
[00:24:25.000 --> 00:24:27.000]  還有下面那句
[00:24:27.000 --> 00:24:29.000]  這樣的人不能都進天國
[00:24:29.000 --> 00:24:31.000]  但是第21節的下半句說
[00:24:31.000 --> 00:24:34.000]  唯獨遵行我天父旨意的人
[00:24:34.000 --> 00:24:37.000]  才能進去
[00:24:37.000 --> 00:24:40.000]  這裡就提供了第四個焦點
[00:24:40.000 --> 00:24:42.000]  原來妄稱
[00:24:42.000 --> 00:24:45.000]  稱呼他為主啊主啊
[00:24:45.000 --> 00:24:48.000]  不斷說著耶和華啊耶和華啊
[00:24:48.000 --> 00:24:50.000]  不行不夠
[00:24:50.000 --> 00:24:52.000]  那什麼才夠啊
[00:24:52.000 --> 00:24:55.000]  反面啊相反
[00:24:55.000 --> 00:25:00.000]  相反就是遵行天父旨意
[00:25:00.000 --> 00:25:07.000]  這一點就帶你我們又再開一道門
[00:25:07.000 --> 00:25:09.000]  進去聖經裡面
[00:25:09.000 --> 00:25:14.000]  來了解遵行天父旨意
[00:25:14.000 --> 00:25:17.000]  遵行天父旨意
[00:25:17.000 --> 00:25:21.000]  在聖經裡面最特別的例子
[00:25:21.000 --> 00:25:25.000]  就不是說基督徒遵行天父的旨意
[00:25:25.000 --> 00:25:27.000]  最特別的例子是說
[00:25:27.000 --> 00:25:32.000]  這個道成肉身的神的兒子
[00:25:32.000 --> 00:25:34.000]  他怎樣遵行天父的旨意
[00:25:34.000 --> 00:25:36.000]  在哪裡記載
[00:25:36.000 --> 00:25:37.000]  希伯來書
[00:25:37.000 --> 00:25:42.000]  請你打開希伯來書第五章
[00:25:42.000 --> 00:25:48.000]  希伯來書第五章第七節第八節
