
[00:00:00.000 --> 00:00:09.580]  有一次有兩個基督徒坐在一起
[00:05:35.600 --> 00:05:38.440]  但卻引發我們一個很深的反思
[00:05:38.440 --> 00:05:40.960]  但卻引發我們一個非常深的反思
[00:05:40.960 --> 00:05:42.560]  其實我們真的知不知道上帝
[00:05:42.560 --> 00:05:45.080]  擺我們在一個地方裡面的時候
[00:05:45.080 --> 00:05:46.760]  上帝想我們在那裡做什麼?
[00:05:46.760 --> 00:05:48.720]  其實上帝幫我們擺在一個地方的時候
[00:05:48.720 --> 00:05:50.800]  上帝想我們在那個地方做什麼?
[00:05:50.800 --> 00:05:55.000]  如果我們還不明白上帝的心意的話
[00:05:55.000 --> 00:05:58.120]  而我們只是按我們一般人的想法
[00:05:58.120 --> 00:05:59.760]  只是按一般人的想法
[00:05:59.760 --> 00:06:05.280]  按一般基督徒的虔誠的想法的話
[00:06:05.280 --> 00:06:07.040]  用一個基督徒虔誠的
[00:06:07.040 --> 00:06:08.560]  這個是虔誠的一個括號
[00:06:08.560 --> 00:06:10.840]  可能去一個基督徒群體裡面的侍奉
[00:06:10.840 --> 00:06:12.440]  並非是上帝的心意
[00:06:12.440 --> 00:06:14.440]  可能去一群基督徒裡面的侍奉
[00:06:14.440 --> 00:06:16.160]  並非是上帝的心意
[00:06:16.160 --> 00:06:20.240]  可能只不過是一個逃避責任的一個表現
[00:06:20.240 --> 00:06:22.960]  只不過是一個逃避責任的一個表現
[00:06:22.960 --> 00:06:26.320]  但是或者上帝真的擺你在一個基督徒群體當中
[00:06:26.320 --> 00:06:29.520]  但是如果上帝真的把你擺在一個基督徒的群體當中
[00:06:29.520 --> 00:06:32.440]  上帝又怎麼樣透過你去影響其他的基督徒?
[00:06:32.440 --> 00:06:37.080]  上帝又怎麼樣透過你去影響另外一些更加成熟呢?
[00:06:37.080 --> 00:06:38.720]  我們有沒有真的把握到這一點?
[00:06:38.720 --> 00:06:40.960]  我們有沒有把握這一點?
[00:06:40.960 --> 00:06:42.800]  這個很值得我們一起去思想
[00:06:42.800 --> 00:06:44.520]  這個值得我們一起去思想
[00:06:44.520 --> 00:06:46.120]  不斷地去反思
[00:06:46.120 --> 00:06:47.280]  不斷地反思
[00:06:47.280 --> 00:06:49.360]  上帝擺我在一個地方當中
[00:06:49.360 --> 00:06:50.920]  上帝擺我在一個地方當中
[00:06:50.920 --> 00:06:53.200]  讓我有一個經歷
[00:06:53.200 --> 00:06:55.880]  讓我有一個經歷
[00:06:55.880 --> 00:06:58.600]  是不是有它背後的意義我已經達成了?
[00:06:58.600 --> 00:07:05.320]  是不是有它背後的意義我已經達成了?
[00:07:05.320 --> 00:07:09.480]  還是我們是非常想離開一個我們不想的局面
[00:07:09.480 --> 00:07:11.600]  進到一個我們的期望當中
[00:07:11.600 --> 00:07:14.600]  我作為一個基督徒信了主接近30年
[00:07:14.600 --> 00:07:17.720]  我作為一個基督徒信主已經差不多30年
[00:07:17.720 --> 00:07:19.880]  我最明白魔鬼撒旦的伎倆
[00:07:19.880 --> 00:07:22.600]  我最明白魔鬼撒旦的伎倆
[00:07:22.600 --> 00:07:25.320]  就是將你喜歡的東西給了你
[00:07:25.320 --> 00:07:27.480]  就是把你喜歡的給你
[00:07:27.480 --> 00:07:30.520]  透過這樣去麻醉你的屬靈生命
[00:07:30.520 --> 00:07:32.920]  透過這樣去麻醉你的屬靈的生命
[00:07:32.920 --> 00:07:36.240]  今天我們看《雅各書》第一章第19至27節
[00:07:36.240 --> 00:07:40.120]  今天我們看《雅各書》第一章第19至29節
[00:07:40.120 --> 00:07:44.480]  這段聖經正正就要提出這個這麼重要的信息
[00:07:44.480 --> 00:07:47.200]  這段聖經提出就是這樣的一個重要的信息
[00:07:47.200 --> 00:07:50.560]  告訴我們知道當上帝
[00:07:50.560 --> 00:07:54.160]  擺我們在一個未必是我們這麼喜歡的環境的時候
[00:07:54.160 --> 00:07:57.520]  擺我們在一個未必我們喜歡的環境的時候
[00:07:57.520 --> 00:08:00.200]  聖經裏面用了一個字詞叫做試驗
[00:08:00.200 --> 00:08:02.080]  聖經用一個字叫做試驗
[00:08:02.080 --> 00:08:06.000]  原來卻是讓我們在智慧上面去操練你上來
[00:08:06.000 --> 00:08:08.320]  原來卻是讓我們在智慧上去操練
[00:08:08.320 --> 00:08:11.960]  從而學會怎樣最終達成上帝要我們所做的事
[00:08:11.960 --> 00:08:14.520]  學會最終達到上帝要我們做的事
[00:08:14.520 --> 00:08:16.320]  讓我們再次打開聖經《雅各書》
[00:08:16.320 --> 00:08:19.520]  第一章第19節 我們先看19至21節
[00:08:19.520 --> 00:08:22.360]  讓我們再次打開聖經《雅各書》一章
[00:08:22.360 --> 00:08:24.480]  我們先看11到20節
[00:08:24.480 --> 00:08:26.760]  找到之後我們一起讀 好不好?
[00:08:26.760 --> 00:08:28.160]  我們一起讀
[00:08:28.160 --> 00:08:33.200]  我親愛的弟兄們 這是你們所知道的
[00:08:33.200 --> 00:08:39.800]  但你們各人要快快的聽 慢慢的說 慢慢的動腦
[00:08:39.800 --> 00:08:44.120]  因為人的怒氣並不成就神的意
[00:08:44.120 --> 00:08:50.840]  所以你們要去除去一切的污穢和盈餘的邪惡
[00:08:50.840 --> 00:08:55.520]  全溫柔的心 領受所栽種的道
[00:08:55.520 --> 00:08:59.320]  就是能救你們靈魂的道
[00:08:59.320 --> 00:09:07.480]  在聖經裏面 作者提出一件不可或缺的事情
[00:09:07.480 --> 00:09:10.280]  就是當我們要去在這個世界上
[00:09:10.280 --> 00:09:13.600]  有上帝的道栽種在我們裏面之後
[00:09:13.600 --> 00:09:20.240]  上帝就用很多的方法在磨練我們
[00:09:20.240 --> 00:09:23.360]  希望我們生出一種有智慧的生活
[00:09:23.360 --> 00:09:29.400]  作者一開始在這裏這樣說
[00:09:29.400 --> 00:09:35.600]  我親愛的弟兄們 現在我說的東西其實你們是知道的
[00:09:35.600 --> 00:09:39.120]  因為我們共信同一個道理
[00:09:39.120 --> 00:09:44.960]  同一個福音 同一個認罪悔改
[00:09:44.960 --> 00:09:48.680]  也開始認識上帝的道
[00:09:48.680 --> 00:09:53.440]  當有上帝的道的時候 在我們面前
[00:09:53.440 --> 00:09:56.080]  然後我們怎麼去處理呢?
[00:09:56.080 --> 00:10:02.160]  在這裏他就用了一個很清楚的教導告訴我們
[00:10:02.160 --> 00:10:05.960]  怎樣去領受上帝的道
[00:10:05.960 --> 00:10:09.480]  或者怎樣去領受上帝在這個生活環境裏面
[00:10:09.480 --> 00:10:13.120]  以後我們怎樣回應上去呢?
[00:10:13.120 --> 00:10:16.440]  他說我們要快快的聽
[00:10:16.440 --> 00:10:22.440]  然後慢慢的說 慢慢的動錄
[00:10:22.440 --> 00:10:26.280]  在這裏聖經用了一個很特別講到有關節奏的問題
[00:10:26.280 --> 00:10:30.960]  有沒有人學過跳社交舞?
[00:10:30.960 --> 00:10:35.200]  有沒有人學過跳交際舞?
[00:10:35.200 --> 00:10:38.040]  我有一年就跟一個
[00:10:38.040 --> 00:10:41.280]  以前有一段時間我曾經跟師母說
[00:10:41.280 --> 00:10:44.680]  我們年紀開始都有了差不多要一起做運動
[00:10:44.680 --> 00:10:47.120]  我跟師母說我們年齡都有差不多了
[00:10:47.120 --> 00:10:48.800]  我們要一起做一些運動
[00:10:48.800 --> 00:10:51.280]  你知道做運動有很多種的
[00:10:51.280 --> 00:10:52.560]  做運動有很多種
[00:10:52.560 --> 00:10:55.040]  打球不過又要篤牆
[00:10:55.040 --> 00:10:58.600]  打球要找一個場地
[00:10:58.600 --> 00:11:01.400]  又要山長水遠 你知道加拿大這麼遠
[00:11:01.400 --> 00:11:03.640]  每次都要開車去 開到又累
[00:11:03.640 --> 00:11:06.960]  山長水遠每次都要開車 開車到那裏已經累了
[00:11:06.960 --> 00:11:10.960]  打兩打又沒氣了 你知道浪費了場費
[00:11:10.960 --> 00:11:13.880]  打一下又沒氣了 就浪費了篤牆費用
[00:11:13.880 --> 00:11:17.280]  接著我們說不如我們去社區中心那裏看看有什麼活動
[00:11:17.280 --> 00:11:19.760]  不如我們到社區中心看看有什麼活動
[00:11:19.760 --> 00:11:23.160]  我們就去看見學社交舞
[00:11:23.160 --> 00:11:25.320]  我們看見有學那個交際舞
[00:11:25.320 --> 00:11:28.360]  你知道學社交舞是一個人不可以學的
[00:11:28.360 --> 00:11:30.840]  你知道學那個交際舞一個人是不能學的
[00:11:30.840 --> 00:11:35.200]  你跳華爾街舞你沒理由自己在那裏蹦蹦蹦蹦
[00:11:35.200 --> 00:11:36.800]  你一定要有一個伴侶的
[00:11:36.800 --> 00:11:39.800]  你跳華爾街舞不可能一個人在那裏蹦蹦蹦蹦
[00:11:39.800 --> 00:11:41.000]  你一定要有一個伴侶
[00:11:41.000 --> 00:11:43.520]  於是乎我說 好了 我們兩個一起去學
[00:11:43.520 --> 00:11:45.080]  又便宜又划算
[00:11:45.080 --> 00:11:48.680]  我說好 我們兩個一起去學又便宜又划算
[00:11:48.680 --> 00:11:52.400]  一去到的時候那個教跳舞的那個男士
[00:11:52.400 --> 00:11:53.440]  教老師呢?
[00:11:53.440 --> 00:11:55.920]  那個教跳舞的男士
[00:11:55.920 --> 00:11:58.000]  那個男士來的
[00:11:58.000 --> 00:12:00.160]  我想他都接近60歲了
[00:12:00.160 --> 00:12:01.240]  他差不多60歲
[00:12:01.240 --> 00:12:03.880]  但是他的腰好像蛇一樣
[00:12:03.880 --> 00:12:05.760]  但是他的腰好像蛇一樣
[00:12:05.760 --> 00:12:07.280]  我現在不是很方便動
[00:12:07.280 --> 00:12:09.480]  但是當時我都動得挺好的
[00:12:09.480 --> 00:12:11.120]  我學過他扭了一輪
[00:12:11.120 --> 00:12:13.440]  不是說現在不怎麼能動
[00:12:13.440 --> 00:12:16.640]  他說他動得不錯 而且扭了一陣子
[00:12:16.640 --> 00:12:19.560]  他教我們跳這些社交舞的時候
[00:12:19.560 --> 00:12:21.080]  他說一定要有節奏
[00:12:21.080 --> 00:12:22.680]  他教我們跳這個社交舞的時候
[00:12:22.680 --> 00:12:24.360]  他說一定要有節奏
[00:12:24.360 --> 00:12:26.640]  我記得其中一堂教跳華爾街
[00:12:26.640 --> 00:12:28.600]  我記得有一堂叫華爾街
[00:12:28.600 --> 00:12:30.800]  他就是這樣 最初很慢的
[00:12:30.800 --> 00:12:32.480]  是這樣子 開始很慢
[00:12:32.480 --> 00:12:34.400]  因為怕步伐踩到對方
[00:12:34.400 --> 00:12:35.880]  因為踏我們的腳踩到對方
[00:12:35.880 --> 00:12:40.680]  你一踏就踩到對方的腳了 是不是?
[00:12:40.680 --> 00:12:42.680]  一踏就踩到對方的腳了
[00:12:42.680 --> 00:12:44.040]  先練熟一點
[00:12:44.040 --> 00:12:45.040]  要練熟一點
[00:12:45.040 --> 00:12:47.520]  最初就有這樣的說法
[00:12:47.520 --> 00:12:49.240]  開始就有這樣的說法
[00:12:49.240 --> 00:12:51.840]  左、右、左、左、右、左
[00:12:51.840 --> 00:12:54.160]  是不是這樣跳的?
[00:12:54.160 --> 00:12:55.240]  是不是這樣子跳的?
[00:12:55.240 --> 00:12:56.720]  左、右、左、左、右、左
[00:12:56.720 --> 00:12:58.000]  慢慢來的
[00:12:58.000 --> 00:12:58.600]  慢慢來的
[00:12:58.600 --> 00:13:00.280]  接著他說我們又快一點了
[00:13:00.280 --> 00:13:01.120]  然後我們快一點
[00:13:01.120 --> 00:13:02.520]  跟著我的節奏
[00:13:02.520 --> 00:13:03.840]  跟著我的節奏
[00:13:03.840 --> 00:13:06.640]  左、右、左、左、右、左
[00:13:06.640 --> 00:13:08.360]  左、右、左、左、右、左
[00:13:08.360 --> 00:13:09.680]  接著我說我們又快一點了
[00:13:09.680 --> 00:13:10.560]  然後我們再快一點
[00:13:10.560 --> 00:13:13.040]  左、右、左、左、右、左
[00:13:13.040 --> 00:13:15.120]  左、右、左、左、右、左
[00:13:15.120 --> 00:13:17.440]  接著跳得很快的時候
[00:13:17.440 --> 00:13:18.680]  然後跳得很快的時候
[00:13:18.680 --> 00:13:20.720]  你知道華爾街最漂亮是什麼時候嗎?
[00:13:20.720 --> 00:13:21.920]  就是跳得快的時候
[00:13:21.920 --> 00:13:23.200]  你知道華爾街最漂亮是跳得快的時候嗎?
[00:13:23.200 --> 00:13:24.520]  女士穿著一條裙子
[00:13:24.520 --> 00:13:25.200]  女士穿著一條裙子
[00:13:25.200 --> 00:13:27.040]  左、右、左、左、右、左、左
[00:13:27.040 --> 00:13:29.200]  哇 好像飄一樣的
[00:13:29.200 --> 00:13:30.120]  左、右、左、左、左
[00:13:30.120 --> 00:13:31.240]  好像飄起來一樣
[00:13:31.240 --> 00:13:33.480]  你們沒跳過都看過了
[00:13:33.480 --> 00:13:35.880]  你們沒跳過你們應該看過
[00:13:35.880 --> 00:13:39.080]  他說由慢至快
[00:13:39.080 --> 00:13:41.040]  他說從慢到快
[00:13:41.040 --> 00:13:42.720]  但當你快的時候
[00:13:42.720 --> 00:13:43.440]  當你快的時候
[00:13:43.440 --> 00:13:47.000]  你才感受到真正那個跳舞的樂趣
[00:13:47.000 --> 00:13:49.560]  你才真正感受到跳舞的樂趣
[00:13:49.560 --> 00:13:51.800]  每一樣東西學從慢開始起
[00:13:51.800 --> 00:13:53.720]  每一樣東西學都是從慢開始
[00:13:53.720 --> 00:13:55.400]  好奇怪 我們在《聖經》
[00:13:55.400 --> 00:13:57.440]  《聖經》很多時候說的東西很詫異
[00:13:57.440 --> 00:13:59.480]  它說如果要聽道理
[00:13:59.480 --> 00:14:01.160]  要快快的聽
[00:14:01.160 --> 00:14:03.640]  《聖經》有時候說的話是讓我們詫異的
[00:14:03.640 --> 00:14:05.680]  你要聽到你要快快的聽
[00:14:05.680 --> 00:14:07.560]  然後說慢慢的說
[00:14:07.560 --> 00:14:08.840]  慢慢的動腦
[00:14:08.840 --> 00:14:10.200]  然後說慢慢的說
[00:14:10.200 --> 00:14:11.320]  慢慢的動腦
[00:14:11.320 --> 00:14:13.400]  在這裡提醒了我們一件事情
[00:14:13.400 --> 00:14:14.720]  這裡提醒我們一件事情
[00:14:14.720 --> 00:14:17.560]  這個說的快慢的原因
[00:14:17.560 --> 00:14:19.200]  他說快慢的原因
[00:14:19.200 --> 00:14:23.320]  原來快不只是說速度快
[00:14:23.320 --> 00:14:25.800]  原來快不是光是說速度快
[00:14:25.800 --> 00:14:28.320]  而是說你的腦你的智慧
[00:14:28.320 --> 00:14:30.960]  能不能夠領略到上帝的話
[00:14:30.960 --> 00:14:32.560]  還是說你的腦你的智慧
[00:14:32.560 --> 00:14:35.640]  能不能領略到神的話語
[00:14:35.640 --> 00:14:37.040]  聽上帝的話
[00:14:37.040 --> 00:14:37.880]  聽上帝的話
[00:14:37.880 --> 00:14:41.200]  一定要有一個觸覺很快去拿到
[00:14:41.200 --> 00:14:45.000]  一定要有一個觸覺非常快去拿到
[00:14:45.000 --> 00:14:47.520]  如果你沒有一個觸覺很快去拿到的話
[00:14:47.520 --> 00:14:49.160]  如果你沒有這樣的觸覺
[00:14:49.160 --> 00:14:52.160]  如果馬上要你去運作的時候
[00:14:52.160 --> 00:14:53.880]  要你馬上去運作的時候
[00:14:53.880 --> 00:14:54.960]  可能你會做錯
[00:14:54.960 --> 00:14:56.040]  可能你會做錯
[00:14:56.040 --> 00:14:58.040]  這個快原本這個字詞快
[00:14:58.040 --> 00:15:01.000]  是說到旋風在轉一樣
[00:15:01.000 --> 00:15:02.120]  這裡這個快
[00:15:02.120 --> 00:15:04.920]  原來的意思是好像旋風在轉一樣
[00:15:04.920 --> 00:15:07.240]  就好像我剛才所說的跳華之姿的時候
[00:15:07.240 --> 00:15:09.440]  跳到最漂亮的時候
[00:15:09.440 --> 00:15:11.080]  就是有這個快的
[00:15:11.080 --> 00:15:13.160]  才有這種漂亮的感覺
[00:15:13.160 --> 00:15:15.120]  就好像我剛才說的跳華爾斯
[00:15:15.120 --> 00:15:17.320]  跳到最快的時候才有這種漂亮的感覺
[00:15:17.320 --> 00:15:18.200]  換句話來說
[00:15:18.200 --> 00:15:19.320]  我們要聽道理
[00:15:19.320 --> 00:15:20.400]  要不斷去磨練
[00:15:20.400 --> 00:15:22.560]  我們要有一個快的觸覺
[00:15:22.560 --> 00:15:24.760]  你才體會到上帝的說話
[00:15:24.760 --> 00:15:26.440]  聽道理我們要不斷的磨練
[00:15:26.440 --> 00:15:27.560]  有一個快的觸覺
[00:15:27.560 --> 00:15:29.080]  才可以體會上帝的話語
[00:15:29.080 --> 00:15:29.760]  不過很可惜
[00:15:29.760 --> 00:15:30.800]  我說了這麼多年
[00:15:30.800 --> 00:15:34.600]  大部分的信徒都是慢慢地聽到的
[00:15:34.600 --> 00:15:35.520]  我講了這麼多年
[00:15:35.520 --> 00:15:38.120]  但是大部分信徒都是慢慢地聽到
[00:15:38.120 --> 00:15:39.680]  聽著聽著就
[00:15:39.680 --> 00:15:41.560]  雲遊障礙
[00:15:41.560 --> 00:15:43.080]  聽成了仙一樣
[00:15:43.080 --> 00:15:44.240]  飄
[00:15:44.240 --> 00:15:46.640]  聽著聽著就雲遊障礙
[00:15:46.640 --> 00:15:48.200]  乘仙飄起來一樣
[00:15:48.200 --> 00:15:49.720]  快其實是另一樣東西
[00:15:49.720 --> 00:15:53.360]  它提醒我們要有一個敏銳
[00:15:53.360 --> 00:15:56.560]  並且是提醒精神
[00:15:56.560 --> 00:15:58.400]  快其實是要我們有敏銳
[00:15:58.400 --> 00:16:00.280]  而且要提醒我們的精神
[00:16:00.280 --> 00:16:02.400]  就是說我們不是在那裡
[00:16:02.400 --> 00:16:04.480]  好像很密鑼這樣
[00:16:04.480 --> 00:16:07.160]  呆在那裡這樣的一個生命
[00:16:07.160 --> 00:16:08.320]  我們不是待在那裡
[00:16:08.320 --> 00:16:09.680]  只有這樣的一個生命
[00:16:09.680 --> 00:16:11.280]  所以有時候去一些教會
[00:16:11.280 --> 00:16:12.960]  一上到講台
[00:16:12.960 --> 00:16:13.880]  大家掃一掃
[00:16:13.880 --> 00:16:15.600]  看一下下面怎麼樣
[00:16:15.600 --> 00:16:16.720]  我有時候到一些教會
[00:16:16.720 --> 00:16:19.280]  我就先上講台掃一下
[00:16:19.280 --> 00:16:20.160]  看一下下面怎麼樣
[00:16:20.160 --> 00:16:23.240]  如果在睡覺的人多
[00:16:23.240 --> 00:16:24.640]  如果睡覺的人多
[00:16:24.640 --> 00:16:26.400]  那今天我就不用講了
[00:16:26.400 --> 00:16:27.080]  今天我就不用講了
[00:16:27.080 --> 00:16:28.000]  可以走了
[00:16:28.000 --> 00:16:29.720]  講多長都沒有意思
[00:16:29.720 --> 00:16:30.280]  就可以走了
[00:16:30.280 --> 00:16:31.960]  因為說多長都沒有意思
[00:16:31.960 --> 00:16:33.200]  你有沒有敏銳的觸覺
[00:16:33.200 --> 00:16:35.120]  快是指你有敏銳的觸覺
[00:16:35.120 --> 00:16:37.240]  快是指你有敏銳的觸覺
[00:16:37.240 --> 00:16:39.920]  你一定要求上帝給他的聖靈
[00:16:39.920 --> 00:16:42.400]  在你裡面提醒你
[00:16:42.400 --> 00:16:43.800]  怎樣去領受那句話
[00:16:43.800 --> 00:16:45.800]  你一定要神的聖靈在你裡面
[00:16:45.800 --> 00:16:48.240]  提醒你怎樣去領受那些話語
[00:16:48.240 --> 00:16:51.680]  去清楚領略神的教導之後
[00:16:51.680 --> 00:16:53.960]  去清楚領略神的教導之後
[00:16:53.960 --> 00:16:56.960]  作者用兩個慢來形容
[00:16:56.960 --> 00:16:59.000]  作者用兩個慢來形容
[00:16:59.000 --> 00:17:00.000]  形容什麼呢?
[00:17:00.000 --> 00:17:01.640]  講和動怒
[00:17:01.640 --> 00:17:04.080]  形容慢跟動怒
[00:17:04.080 --> 00:17:06.320]  聖經不是不准你去動怒
[00:17:06.320 --> 00:17:07.920]  聖經不是不讓你動怒
[00:17:07.920 --> 00:17:09.760]  你一會兒會繼續講動怒這個問題
[00:17:09.760 --> 00:17:11.720]  等一下我們繼續說動怒的問題
[00:17:11.720 --> 00:17:14.880]  聖經有一種怒是可以讓我們去動的
[00:17:14.880 --> 00:17:16.760]  聖經有一種怒是讓我們可以去動的
[00:17:16.760 --> 00:17:20.080]  就是有人違反神的教導的時候
[00:17:20.080 --> 00:17:21.000]  你可以去動怒
[00:17:21.000 --> 00:17:23.080]  就是有人違反神的教導的時候
[00:17:23.080 --> 00:17:24.000]  你可以動怒
[00:17:24.000 --> 00:17:25.560]  就是當有人
[00:17:25.560 --> 00:17:26.760]  就是說有人
[00:17:26.760 --> 00:17:29.840]  在這裡我們說在弟兄之間
[00:17:29.840 --> 00:17:31.520]  我們這裡說是在弟兄之間
[00:17:31.520 --> 00:17:32.560]  在教會當中
[00:17:32.560 --> 00:17:33.120]  在教會當中
[00:17:33.120 --> 00:17:34.480]  有弟兄
[00:17:34.480 --> 00:17:35.640]  有弟兄
[00:17:35.640 --> 00:17:37.680]  犯了一些事
[00:17:37.680 --> 00:17:38.560]  犯了一些
[00:17:38.560 --> 00:17:42.640]  是和上帝的道理是不一致的話
[00:17:42.640 --> 00:17:44.920]  是跟上帝的道理不一致的話
[00:17:44.920 --> 00:17:46.840]  當你有充足的睿智
[00:17:46.840 --> 00:17:47.800]  敏銳的觸覺
[00:17:47.800 --> 00:17:49.280]  領略了教導之後
[00:17:49.280 --> 00:17:53.240]  當你知道有明智的觸角去領略這個教導以後
[00:17:53.240 --> 00:17:56.120]  我們要向這個世界回應
[00:17:56.120 --> 00:17:57.400]  就在我們的教會
[00:17:57.400 --> 00:17:59.040]  就在學習怎樣回應
[00:17:59.040 --> 00:18:00.280]  我們要向這個世界回應
[00:18:00.280 --> 00:18:02.880]  在我們教會就要學習怎樣去回應
[00:18:02.880 --> 00:18:04.400]  你知道教會是一個什麼地方嗎?
[00:18:04.400 --> 00:18:05.560]  你知道教會是一個什麼地方嗎?
[00:18:05.560 --> 00:18:07.240]  教會是一個信徒聚會的地方
[00:18:07.240 --> 00:18:08.920]  教會是信徒聚會的地方
[00:18:08.920 --> 00:18:09.840]  為什麼要聚會呢?
