
[00:00:00.000 --> 00:00:05.600]  感謝神讓我平安可以回來
[00:03:25.600 --> 00:03:28.920]  我也深深相信神在香港這個地方
[00:03:28.920 --> 00:03:33.200]  在這個世代裏面 也要興起下一代
[00:03:33.200 --> 00:03:39.400]  然後一代又一代來為神傳揚祂的福音
[00:03:39.400 --> 00:03:41.560]  每年五月六月中間
[00:03:41.560 --> 00:03:45.760]  我相信香港也有很多地方舉行畢業禮
[00:03:45.760 --> 00:03:50.960]  畢業禮其實是一個很特別的一個里程碑
[00:03:50.960 --> 00:03:54.880]  有些人小學畢業 現在幼稚園畢業也很厲害
[00:03:54.880 --> 00:03:59.400]  很熱鬧的 幼稚園畢業
[00:03:59.400 --> 00:04:03.080]  然後小學、中學、大學、研究院
[00:04:03.080 --> 00:04:06.400]  如果讀到上去最高的學位
[00:04:06.400 --> 00:04:11.040]  這麼多年的辛勞可以有一個印證
[00:04:11.040 --> 00:04:14.480]  那個學位其實不是說那張紙有什麼特別
[00:04:14.480 --> 00:04:16.680]  就是一個印證
[00:04:16.680 --> 00:04:19.040]  很多人在畢業禮的時候
[00:04:19.040 --> 00:04:23.520]  我們在美國很喜歡把帽子扔到天上
[00:04:23.520 --> 00:04:28.400]  然後很高興在那裏歡呼、吶喊
[00:04:28.400 --> 00:04:31.920]  然後回到家裡不只是那頂帽子扔到天上
[00:04:31.920 --> 00:04:34.720]  那些書全部都扔到垃圾箱
[00:04:34.720 --> 00:04:39.560]  全部的書都不再需要讀了
[00:04:39.560 --> 00:04:42.840]  從今以後就學成了
[00:04:42.840 --> 00:04:45.600]  不用讀書了 你說多開心
[00:04:45.600 --> 00:04:47.880]  我們中間有沒有人喜歡讀書的?
[00:04:47.880 --> 00:04:51.160]  有沒有?考試 讀書不要緊
[00:04:51.160 --> 00:04:55.520]  最怕是考試 考試為什麼怕呢?
[00:04:55.520 --> 00:04:57.920]  因為怕考得不好 是不是?
[00:04:57.920 --> 00:05:03.200]  又怕拿到成績單回去給家裡人看
[00:05:03.200 --> 00:05:08.640]  換來一場的責罵
[00:05:08.640 --> 00:05:11.840]  所以很多時候我們都不是很想面對
[00:05:11.840 --> 00:05:15.880]  迎接學習裏面的考試
[00:05:15.880 --> 00:05:21.640]  有些人以為讀完書就不用再讀了
[00:05:21.640 --> 00:05:26.960]  出來之後就會覺得在這個世上就很輕鬆了
[00:05:26.960 --> 00:05:31.360]  大家覺不覺得你現在出來工作
[00:05:31.360 --> 00:05:36.200]  比以前讀書還要輕鬆呢?
[00:05:36.200 --> 00:05:40.840]  哪個時候比較輕鬆?以前輕鬆了
[00:05:40.840 --> 00:05:45.840]  以前那種雖然有競爭 但是比較單純
[00:05:45.840 --> 00:05:49.920]  沒有那麼複雜 沒有那麼多變
[00:05:49.920 --> 00:05:55.000]  就是你考就考 然後範圍就在那裡
[00:05:55.000 --> 00:05:59.040]  只是你時間不夠 你讀不了那麼多的東西
[00:05:59.040 --> 00:06:02.920]  但是現在這個世代 你出來了社會大學
[00:06:02.920 --> 00:06:06.160]  你出來了人生大學
[00:06:06.160 --> 00:06:09.400]  也可以說這是神給你的一個學院
[00:06:09.400 --> 00:06:12.440]  不同的學院有不同的課程
[00:06:12.440 --> 00:06:16.000]  而是一個多變的世代
[00:06:16.000 --> 00:06:19.640]  我覺得在畢業之後
[00:06:19.640 --> 00:06:24.120]  我們其實都很需要去學習
[00:06:24.120 --> 00:06:27.120]  而不是在人的學院裏面學習
[00:06:27.120 --> 00:06:31.640]  而是在神的學院裏面學習
[00:06:31.640 --> 00:06:35.000]  在很多年前 我記得在神學院的時候
[00:06:35.000 --> 00:06:38.440]  我讀了一本書 Oswald Sanders
[00:06:38.440 --> 00:06:41.600]  他有中文翻譯叫做《神的門生》
[00:06:41.600 --> 00:06:45.480]  其實他寫了很多聖經的偉人
[00:06:45.480 --> 00:06:49.080]  他從一個觀點來看
[00:06:49.080 --> 00:06:53.680]  這些屬靈的偉人其實在神的學院裏面
[00:06:53.680 --> 00:06:57.960]  而神安排他們的學院是不同的
[00:06:57.960 --> 00:07:02.240]  每一個人的性格不同 他們的背景不同
[00:07:02.240 --> 00:07:07.360]  而神給他們學習的課程都不同
[00:07:07.360 --> 00:07:10.240]  所以在這本書裏面
[00:07:10.240 --> 00:07:13.880]  他將一些主要聖經的人物
[00:07:13.880 --> 00:07:18.720]  他們要學習的一些功課 然後就列了出來
[00:07:18.720 --> 00:07:22.160]  其實我覺得神在我們身上
[00:07:22.160 --> 00:07:26.440]  也有不同的功課讓我們學習
[00:07:26.440 --> 00:07:31.440]  很可能你和坐在你旁邊的人所學習的東西不一樣
[00:07:31.440 --> 00:07:36.000]  為什麼呢?因為是神特別設計為你的生命
[00:07:36.000 --> 00:07:42.120]  為你的需要 為你將來要承擔的使命來預備你
[00:07:42.120 --> 00:07:47.160]  所以我們一定要清楚知道神在我們身上的藍圖
[00:07:47.160 --> 00:07:51.040]  他在我們身上的課程設計是什麼
[00:07:51.040 --> 00:07:55.360]  如果你不明白 你不知道神的安排
[00:07:55.360 --> 00:07:59.440]  很可能有時你抓錯了用神
[00:07:59.440 --> 00:08:06.320]  所以今天我要和大家在早堂的時候就要講伊利亞生平
[00:08:06.320 --> 00:08:10.320]  講五堂 我就將它全部講完
[00:08:10.320 --> 00:08:13.760]  當然也有選擇性的去講
[00:08:13.760 --> 00:08:17.800]  但基本上我能夠將伊利亞的生平從頭到尾
[00:08:17.800 --> 00:08:20.360]  主要的信息都講完
[00:08:20.360 --> 00:08:25.720]  晚上的晚堂我會和大家講摩西的生平
[00:08:25.720 --> 00:08:30.640]  摩西的生平比較豐富和複雜
[00:08:30.640 --> 00:08:34.320]  我選擇摩西是一個領袖
[00:08:34.320 --> 00:08:39.920]  他怎樣自己蒙召 然後怎樣在神的面前建立團隊
[00:08:39.920 --> 00:08:45.760]  然後怎樣在他人生裏面有一個污點或者一個黑點
[00:08:45.760 --> 00:08:48.000]  一個盲點、一個破口
[00:08:48.000 --> 00:08:53.960]  然後他在神面前要付出的沉痛代價
[00:08:53.960 --> 00:08:57.520]  最後我們看他怎樣去交棒
[00:08:57.520 --> 00:09:02.240]  其實我這次在這裡要講到侍奉的時候
[00:09:02.240 --> 00:09:05.400]  我不單單要鼓勵頂姐妹來侍奉
[00:09:05.400 --> 00:09:11.080]  我也鼓勵我們為下一代預備侍奉的人
[00:09:11.080 --> 00:09:14.920]  所以侍奉榮耀的王對於我們這個年紀來說
[00:09:14.920 --> 00:09:20.760]  我們人生的侍奉已經到了差不多最後的那個程度
[00:09:20.760 --> 00:09:28.160]  如果用唱詩來講 已經到副歌最後那兩句了
[00:09:28.160 --> 00:09:32.120]  如果說打球來說就是最後那兩分鐘
[00:09:32.120 --> 00:09:37.640]  或者有些人已經退休了 退休了就叫做加時再賽
[00:09:37.640 --> 00:09:44.280]  加時還有多少呢?沒有了 差不多玩完了
[00:09:44.280 --> 00:09:46.800]  也沒有什麼機會再彌補
[00:09:46.800 --> 00:09:51.320]  所以我很希望在這個靈會裏面
[00:09:51.320 --> 00:09:56.320]  看摩西的生平他有一個約書亞
[00:09:56.320 --> 00:09:59.200]  看伊利亞的生平他有一個伊麗莎
[00:09:59.200 --> 00:10:02.360]  在你的生平裏面 你的生命裏面
[00:10:02.360 --> 00:10:05.560]  如果你是摩西 你有沒有一個約書亞呢?
[00:10:05.560 --> 00:10:08.760]  如果你是約書亞 你有沒有一個摩西呢?
[00:10:08.760 --> 00:10:12.800]  同樣你是伊麗亞還是伊麗莎呢?
[00:10:12.800 --> 00:10:20.640]  同樣這些都需要我們好好在侍奉的歷程裏面去思考
[00:10:20.640 --> 00:10:22.920]  在神的安排的底下
[00:10:22.920 --> 00:10:29.760]  伊麗亞在找神的話語 然後經歷神的作為
[00:10:29.760 --> 00:10:33.360]  三件事 我要開始和大家講
[00:10:33.360 --> 00:10:38.040]  列王記上第十七章第一到第二十四節
[00:10:38.040 --> 00:10:39.760]  是三件事而已
[00:10:39.760 --> 00:10:45.520]  就是神的安排 神的話語和神的作為
[00:10:45.520 --> 00:10:52.880]  神的安排 神的話語和神的作為
[00:10:52.880 --> 00:10:58.000]  聖經我不知道大家熟不熟悉伊麗亞生平
[00:10:58.000 --> 00:11:03.240]  開始的時候是第十七章第一到第七節
[00:11:03.240 --> 00:11:08.480]  「基列地居的提斯比人伊麗亞對阿哈說
[00:11:08.480 --> 00:11:12.760]  我指著所侍奉永生耶華以釋的神起誓
[00:11:12.760 --> 00:11:17.200]  這幾年我若不禱告必不降路不下雨
[00:11:17.200 --> 00:11:19.120]  耶華的說 臨到伊麗亞說
[00:11:19.120 --> 00:11:25.200]  你離開這裡往東去 藏在約旦河東邊的基立溪旁
[00:11:25.200 --> 00:11:27.240]  你要喝那溪裏的水
[00:11:27.240 --> 00:11:30.200]  我已吩咐烏鴉在那裏供養你
[00:11:30.200 --> 00:11:34.560]  於是伊麗亞照著耶華的話去住在
[00:11:34.560 --> 00:11:37.080]  約旦河東的基立溪旁
[00:11:37.080 --> 00:11:41.240]  烏鴉早晚給他釣餅和肉
[00:11:41.240 --> 00:11:43.360]  他也喝那溪裏的水
[00:11:43.360 --> 00:11:47.320]  過了這日子 溪水就乾了
[00:11:47.320 --> 00:11:52.440]  因為雨沒有下在地上」
[00:11:52.440 --> 00:11:55.560]  我們看舊約
[00:11:55.560 --> 00:12:02.760]  看到聶王記上帝十六章下面那幾節的時候
[00:12:02.760 --> 00:12:05.960]  我們體會到其實在北國
[00:12:05.960 --> 00:12:09.480]  以色列那時候已經分了南北兩國
[00:12:09.480 --> 00:12:13.200]  在北國這裡有一個王
[00:12:13.200 --> 00:12:16.080]  這個王就是阿哈王
[00:12:16.080 --> 00:12:20.120]  他行耶華眼中看為惡的事
[00:12:20.120 --> 00:12:22.920]  比以前的王更加甚
[00:12:22.920 --> 00:12:28.120]  他娶了西頓王揭巴力的女兒耶洗別為妻
[00:12:28.120 --> 00:12:31.920]  而且隨從他敬拜巴力諸神
[00:12:31.920 --> 00:12:35.760]  所以聶王記上帝十六章三十三節
[00:12:35.760 --> 00:12:37.280]  做了一個這樣的結論
[00:12:37.280 --> 00:12:41.160]  他所行的事 耶華以色列神的怒氣
[00:12:41.160 --> 00:12:46.600]  比他以前的以色列諸王更甚
[00:12:46.600 --> 00:12:49.080]  所以神要興起一個先知
[00:12:49.080 --> 00:12:51.600]  在最惡劣的環境裏面
[00:12:51.600 --> 00:12:57.360]  在敬拜假神、敬拜偶像的情況充斥的地方
[00:12:57.360 --> 00:12:59.240]  神要興起這個先知
[00:12:59.240 --> 00:13:06.360]  然後實踐他的審判、公義的特性
[00:13:06.360 --> 00:13:08.600]  所以第一節你如果看
[00:13:08.600 --> 00:13:13.080]  基列寄居的提斯比人伊利亞
[00:13:13.080 --> 00:13:16.320]  他不知道從哪裡冒出來
[00:13:16.320 --> 00:13:19.360]  你沒有看到他有什麼跡象
[00:13:19.360 --> 00:13:20.920]  以前你看不到的
[00:13:20.920 --> 00:13:25.800]  他忽然間好像從不知道哪裡冒出來
[00:13:25.800 --> 00:13:28.960]  然後他走到阿哈王面前
[00:13:28.960 --> 00:13:30.680]  指著他的鼻子說
[00:13:30.680 --> 00:13:33.560]  我指著所侍奉永生神
[00:13:33.560 --> 00:13:36.280]  以色列的神耶華起誓
[00:13:36.280 --> 00:13:38.440]  如果我不祈禱這幾年
[00:13:38.440 --> 00:13:42.600]  必不降虜不下雨
[00:13:42.600 --> 00:13:45.120]  如果大家看這段經文的時候
[00:13:45.120 --> 00:13:47.120]  你會看到什麼呢?
[00:13:47.120 --> 00:13:51.920]  你會看到好像大戰要開始了
[00:13:51.920 --> 00:13:57.000]  如果我們在旁邊好像說有戲看
[00:13:57.000 --> 00:14:02.520]  因為伊利亞向一個惡名昭彰的以色列王
[00:14:02.520 --> 00:14:05.360]  指名來挑戰
[00:14:05.360 --> 00:14:10.080]  然後奉耶華神的命來向他宣告
[00:14:10.080 --> 00:14:14.000]  大家會不會拿起衣袖就說
[00:14:14.000 --> 00:14:15.760]  好戲看了
[00:14:15.760 --> 00:14:17.480]  扣好安全帶了
[00:14:17.480 --> 00:14:20.320]  現在要開快車了
[00:14:20.320 --> 00:14:23.680]  如果你是這樣期待的話
[00:14:23.680 --> 00:14:26.760]  我相信你會失望
[00:14:26.760 --> 00:14:30.000]  我也不明白為什麼第一節
[00:14:30.000 --> 00:14:32.560]  叫了伊利亞去見阿哈
[00:14:32.560 --> 00:14:34.520]  然後宣告阿哈的罪狀
[00:14:34.520 --> 00:14:37.480]  然後說到神的審判將要來臨的時候
[00:14:37.480 --> 00:14:45.280]  然後忽然間他就好像整個故事的高潮急轉直下
[00:14:45.280 --> 00:14:50.640]  然後神就叫伊利亞去躲起來
[00:14:50.640 --> 00:14:52.880]  然後伊利亞就忽然間消失
[00:14:52.880 --> 00:14:54.680]  從人間消失
[00:14:54.680 --> 00:14:57.920]  然後三年時間都不見到他
[00:14:57.920 --> 00:14:59.360]  你覺不覺得奇怪呢?
[00:14:59.360 --> 00:15:01.120]  奇怪不奇怪?
[00:15:01.120 --> 00:15:07.000]  我不明白為什麼事跡的次序會是這樣
[00:15:07.000 --> 00:15:10.080]  其實應該先不要去見阿哈
[00:15:10.080 --> 00:15:12.480]  先叫他去基納溪旁
[00:15:12.480 --> 00:15:17.240]  然後好好學習完畢才出去見阿哈
[00:15:17.240 --> 00:15:21.240]  但是好像一下平地一聲雷
[00:15:21.240 --> 00:15:25.120]  然後忽然間就沒有影了
[00:15:25.120 --> 00:15:26.840]  我不明白什麼原因
[00:15:26.840 --> 00:15:30.280]  但是我相信在神的設計裡面
[00:15:30.280 --> 00:15:35.560]  他發現伊利亞仍然有需要學習的地方
[00:15:35.560 --> 00:15:41.240]  所以要讓他躲起來好好受鍛鍊
[00:15:41.240 --> 00:15:43.800]  神的設計就是這樣
[00:15:43.800 --> 00:15:45.880]  對伊利亞的設計就是這樣
[00:15:45.880 --> 00:15:48.360]  可能對你的設計不一定是這樣
[00:15:48.360 --> 00:15:52.320]  但是對伊利亞就是讓他一下子一聲
[00:15:52.320 --> 00:15:55.200]  然後就叫他去基納溪
[00:15:55.200 --> 00:16:03.880]  基納溪我稱為伊利亞第一個基本學院
[00:16:03.880 --> 00:16:07.600]  這個基本學院是學什麼呢?
[00:16:07.600 --> 00:16:10.720]  這個基本學院是學士班
[00:16:10.720 --> 00:16:12.640]  就是基本班
[00:16:12.640 --> 00:16:17.120]  在基本班裡面學什麼呢?
[00:16:17.120 --> 00:16:22.280]  學信心、信服、等候
[00:16:22.280 --> 00:16:26.320]  信心、信服、等候
[00:16:26.320 --> 00:16:28.800]  我相信伊利亞在他的生命裡面
[00:16:28.800 --> 00:16:31.000]  他很需要來等候
[00:16:31.000 --> 00:16:33.680]  他需要知道神的心意
[00:16:33.680 --> 00:16:38.880]  他需要學習聆聽神的話語和信息
[00:16:38.880 --> 00:16:42.520]  孔子說五十就知天命
[00:16:42.520 --> 00:16:44.880]  五十就知天命
[00:16:44.880 --> 00:16:46.880]  弟兄姊妹你知不知道天命呢?
[00:16:46.880 --> 00:16:48.520]  雖然你還沒到五十
[00:16:48.520 --> 00:16:52.120]  但是我們都應該知道神在我們身上
[00:16:52.120 --> 00:16:55.200]  他的藍圖是怎麼樣的
[00:16:55.200 --> 00:16:57.360]  當我們信了主之後
[00:16:57.360 --> 00:17:00.640]  我們就要好好地在神面前祈求
[00:17:00.640 --> 00:17:07.040]  神啊,你到底為我的人生設定了什麼藍圖呢?
[00:17:07.040 --> 00:17:08.880]  很可能你今天來到這個地方
[00:17:08.880 --> 00:17:14.680]  你很想知道神要在下面幾年帶領你做什麼
[00:17:14.680 --> 00:17:16.520]  或者你現在在十字路口裡面
[00:17:16.520 --> 00:17:18.920]  你不知道向左還是向右
[00:17:18.920 --> 00:17:22.200]  很多時候我看見在這些靈會裡面
[00:17:22.200 --> 00:17:26.000]  很多人找到神在他生命的藍圖
[00:17:26.000 --> 00:17:28.800]  然後神藉著他的話語來呼召
[00:17:28.800 --> 00:17:34.920]  讓弟兄姊妹明白神到底要他們做什麼
[00:17:34.920 --> 00:17:39.400]  我很懷念以前在香港這種的靈會
[00:17:39.400 --> 00:17:41.960]  我自己在靈會裡面奉獻
[00:17:41.960 --> 00:17:43.720]  我在靈會裡面蒙恩
[00:17:43.720 --> 00:17:46.280]  我在靈會裡面蒙召
[00:17:46.280 --> 00:17:49.760]  在靈會裡面我知道我人生將會怎樣走
[00:17:49.760 --> 00:17:53.040]  我記得我中三那一年去了一個夏靈會
[00:17:53.040 --> 00:17:56.240]  然後在夏靈會裡面我將自己奉獻
[00:17:56.240 --> 00:17:58.360]  迎見神的呼召
[00:17:58.360 --> 00:18:01.360]  從那一年開始我就知道
[00:18:01.360 --> 00:18:03.560]  我不知道我以後要去哪裡
[00:18:03.560 --> 00:18:05.640]  我也不知道神以後要我做什麼
[00:18:05.640 --> 00:18:07.640]  但是我很清楚的就是
[00:18:07.640 --> 00:18:12.760]  我知道以後我要全職奉獻在神的面前
[00:18:12.760 --> 00:18:16.440]  知天命
[00:18:16.440 --> 00:18:20.040]  如果我們不知道神的安排
[00:18:20.040 --> 00:18:26.040]  很多的功夫都是事倍功半
[00:18:26.040 --> 00:18:31.560]  知天命還要騙天書
[00:18:31.560 --> 00:18:34.120]  你知道神的心意
[00:18:34.120 --> 00:18:37.120]  然後靠著神的話語
[00:18:37.120 --> 00:18:38.920]  抓住神的話語
[00:18:38.920 --> 00:18:43.720]  然後你一定可以看到神的作為
[00:18:43.720 --> 00:18:51.000]  今天我要和大家講三個基本的詞
[00:18:51.000 --> 00:18:57.320]  我相信你回去之後一定會記得
[00:18:57.320 --> 00:19:01.000]  就是知天命然後騙天書
[00:19:01.000 --> 00:19:02.840]  就蒙天恩
[00:19:02.840 --> 00:19:04.520]  大家一起讀好嗎
[00:19:04.520 --> 00:19:09.320]  知天命騙天書然後蒙天恩
[00:19:09.320 --> 00:19:11.400]  神的話語就臨到伊利亞
[00:19:11.400 --> 00:19:13.640]  叫他去基納溪
[00:19:13.640 --> 00:19:16.600]  大家知道基納溪在哪裡
[00:19:16.600 --> 00:19:19.720]  它是在約旦河東
[00:19:19.720 --> 00:19:23.000]  如果你今天去約旦的地方
[00:19:23.000 --> 00:19:26.720]  它就在亞曼
[00:19:26.720 --> 00:19:30.240]  就是約旦首都的北面
[00:19:30.240 --> 00:19:33.080]  我去過一次
[00:19:33.080 --> 00:19:35.080]  那裡沒有很多遊客去
[00:19:35.080 --> 00:19:37.400]  不是一個基本的景點
[00:19:37.400 --> 00:19:40.920]  有一次我因為要等團來的時候
[00:19:40.920 --> 00:19:42.120]  我有三天
[00:19:42.120 --> 00:19:46.520]  我就叫導遊帶我去看看基納溪
[00:19:46.520 --> 00:19:49.320]  其實是一條很小的溪
[00:19:49.320 --> 00:19:50.840]  所以為什麼現在沒有人去
[00:19:50.840 --> 00:19:52.760]  因為它沒有什麼特別
[00:19:52.760 --> 00:19:54.120]  是一條很小的溪
[00:19:54.120 --> 00:19:58.200]  我相信當時也不應該是一條很大的溪
[00:19:58.200 --> 00:20:02.040]  神安排他去基納溪
[00:20:02.040 --> 00:20:04.040]  然後就說在那裡
[00:20:04.040 --> 00:20:06.040]  你要喝那裡的溪水
[00:20:06.040 --> 00:20:13.000]  然後有烏鴉每一天都會擔餅和肉來供應你
[00:20:13.000 --> 00:20:14.920]  第五節聖經和我們說
[00:20:14.920 --> 00:20:16.760]  伊利亞是怎樣的
[00:20:16.760 --> 00:20:23.880]  照著耶華的話去住在約旦河東的基納溪旁
[00:20:23.880 --> 00:20:29.240]  伊利亞其實我相信如果他按人的心意
[00:20:29.240 --> 00:20:33.080]  我想他很想出來有一番作為
[00:20:33.080 --> 00:20:38.760]  特別他現在向阿哈宣告了屬靈征戰
[00:20:38.760 --> 00:20:43.080]  我相信他一定很想能夠為神做點事
[00:20:43.080 --> 00:20:45.000]  大神說你等一會
[00:20:45.000 --> 00:20:46.360]  你去基納溪
[00:20:46.360 --> 00:20:48.360]  然後有東西給你學
[00:20:48.360 --> 00:20:51.640]  你有些生命上的功課
[00:20:51.640 --> 00:20:53.880]  你要好好先學習
[00:20:53.880 --> 00:20:55.400]  而在基納溪
[00:20:55.400 --> 00:20:57.240]  神要他學什麼呢?
[00:20:57.240 --> 00:21:01.240]  就是剛才我所說的那三樣
[00:21:01.240 --> 00:21:05.240]  信服、信心和等候
[00:21:05.240 --> 00:21:06.440]  在侍奉方面
[00:21:06.440 --> 00:21:10.440]  我覺得我們經常要學習隱藏自己
[00:21:10.440 --> 00:21:14.440]  特別神要托大任在你的身上
[00:21:14.440 --> 00:21:17.880]  你一定要好好先裝備
[00:21:17.880 --> 00:21:20.680]  所以為什麼有這些退休會
[00:21:20.680 --> 00:21:22.120]  有這些下令會
[00:21:22.120 --> 00:21:25.160]  為什麼要進去神學院受詛咒
[00:21:25.160 --> 00:21:29.960]  這些其實都是神為我們預備的學院
[00:21:29.960 --> 00:21:34.360]  基納溪是伊利亞生命裏面的一個小站
[00:21:34.360 --> 00:21:37.640]  而這個小站其實都很重要
[00:21:37.640 --> 00:21:41.880]  我相信這次的下令會在你的人生過程裏面
[00:21:41.880 --> 00:21:43.880]  可能是一個小站
[00:21:43.880 --> 00:21:45.160]  很小的一個站
[00:21:45.160 --> 00:21:50.520]  但是很可能會有很大的影響
[00:21:50.520 --> 00:21:53.320]  最近有一個姐妹跟我聊天
[00:21:53.320 --> 00:21:58.440]  她說她有七年的時間在一個大公司裏面
[00:21:58.440 --> 00:22:02.520]  而這個大公司裏面的老闆很信任她
[00:22:02.520 --> 00:22:05.160]  所以她在這個大公司裏面
[00:22:05.160 --> 00:22:07.480]  她有二十多個同工
[00:22:07.480 --> 00:22:09.480]  而她是一人之上
[00:22:09.480 --> 00:22:11.160]  二十多個人之下
[00:22:11.160 --> 00:22:12.360]  不是一人之下
[00:22:12.360 --> 00:22:14.760]  二十多人之上
[00:22:14.760 --> 00:22:20.680]  她就是我們美國說的CFO、CEO、COO
[00:22:20.680 --> 00:22:23.240]  你們這裏有沒有這樣用的
[00:22:23.240 --> 00:22:23.960]  有吧
[00:22:23.960 --> 00:22:25.480]  CEO你就知道了
[00:22:25.480 --> 00:22:27.880]  CFO就是Financial Officer
[00:22:27.880 --> 00:22:32.840]  COO就是Operation Officer
[00:22:32.840 --> 00:22:35.800]  就是說她差不多什麼都管
[00:22:35.800 --> 00:22:41.400]  老闆在上面全部信任她
[00:22:41.400 --> 00:22:43.400]  但是她做了一樣東西
[00:22:43.400 --> 00:22:47.080]  就是有一個決定她沒有和老闆好好商量
[00:22:47.080 --> 00:22:54.040]  而那個決定後來造成公司一些損失
[00:22:54.040 --> 00:22:58.920]  所以老闆忽然間就完全不一樣
[00:22:58.920 --> 00:23:00.920]  就將她解僱了
[00:23:00.920 --> 00:23:03.400]  這個姐妹忽然間失去工作
[00:23:03.400 --> 00:23:08.360]  而是一個突然而來的一個消息
[00:23:08.360 --> 00:23:13.000]  讓她心裏面很大的痛苦
[00:23:13.000 --> 00:23:14.600]  很大的失落
[00:23:14.600 --> 00:23:16.200]  很大的無奈
[00:23:16.200 --> 00:23:20.920]  然後她在神面前也有很多的埋怨
[00:23:20.920 --> 00:23:22.280]  在離職之後
[00:23:22.280 --> 00:23:26.680]  她有一段時間
[00:23:26.680 --> 00:23:30.680]  我相信這個就是她人生的機立期
[00:23:30.680 --> 00:23:32.920]  她在那裏跟我們分享的時候
[00:23:32.920 --> 00:23:36.680]  她說好像神給她一個reset
[00:23:36.680 --> 00:23:38.440]  這個reset button
[00:23:38.440 --> 00:23:42.280]  大家知道電腦如果你搞亂了
[00:23:42.280 --> 00:23:44.440]  有時候就要從頭開始
[00:23:44.440 --> 00:23:46.440]  最好就是將它關掉
[00:23:46.440 --> 00:23:47.480]  然後重新再來
[00:23:47.480 --> 00:23:49.800]  reboot reset
