
[00:00:00.000 --> 00:00:03.040]  如果大家有程序單
[00:01:37.840 --> 00:01:40.480]  我想和大家看回一個聖經的人物
[00:01:40.480 --> 00:01:42.880]  他同樣面對很困難的時間
[00:01:42.880 --> 00:01:44.320]  這個叫做希西加
[00:01:44.320 --> 00:01:46.800]  希西加是猶大的
[00:01:46.800 --> 00:01:49.120]  你知道王國的時代
[00:01:49.120 --> 00:01:51.120]  北國南國分裂的時候
[00:01:51.120 --> 00:01:52.960]  南國猶大的一個王
[00:01:52.960 --> 00:01:54.400]  希西加王
[00:01:54.400 --> 00:01:58.400]  他是一個在聖經裏面評價相當高
[00:01:58.400 --> 00:02:00.480]  可能是最高的一個皇帝
[00:02:00.480 --> 00:02:03.200]  我從引出來的一段聖經
[00:02:03.200 --> 00:02:06.640]  在獵王記下同樣會講到他
[00:02:06.640 --> 00:02:10.320]  獵王記下裏面有一個很簡短的描述
[00:02:10.320 --> 00:02:11.520]  關於希西加
[00:02:11.520 --> 00:02:13.760]  他說希西加王登基的時候
[00:02:13.760 --> 00:02:14.800]  就是做皇帝的時候
[00:02:14.800 --> 00:02:16.480]  25歲年輕
[00:02:16.480 --> 00:02:20.160]  然後他做耶路撒冷的王29年
[00:02:20.160 --> 00:02:23.120]  然後他的總結
[00:02:23.120 --> 00:02:25.680]  神對他的總結評價裏面
[00:02:25.680 --> 00:02:26.640]  第一
[00:02:26.640 --> 00:02:30.240]  他行耶和華眼中看為正的事
[00:02:30.240 --> 00:02:31.360]  他做的事
[00:02:31.360 --> 00:02:32.320]  他行的
[00:02:32.320 --> 00:02:35.920]  是神眼中看為對的好事
[00:02:35.920 --> 00:02:37.760]  然後第二他的態度
[00:02:37.760 --> 00:02:40.560]  他是倚靠耶和華以色列的神
[00:02:40.560 --> 00:02:42.240]  他的態度是倚靠神
[00:02:42.240 --> 00:02:45.120]  他行的耶和華眼中看為對的事
[00:02:45.120 --> 00:02:49.040]  這個可以為總結他一生兩個最大的特色
[00:02:49.040 --> 00:02:51.440]  然後給他一個終結的評語
[00:02:51.440 --> 00:02:52.720]  這個評語就厲害了
[00:02:52.720 --> 00:02:56.880]  他說在他以前或以後的猶大獵王中
[00:02:56.880 --> 00:02:59.200]  沒有像他的
[00:02:59.200 --> 00:03:02.560]  這個真是可以說是一個最高的評價
[00:03:02.560 --> 00:03:05.040]  為什麼希西加有這麼高的評價
[00:03:05.040 --> 00:03:08.000]  今天我就研究一下他的性格
[00:03:08.000 --> 00:03:10.960]  和他的勇氣和屬靈的秘訣在哪裡
[00:03:10.960 --> 00:03:12.160]  為什麼要研究他
[00:03:12.160 --> 00:03:13.920]  因為我和大家講就是說
[00:03:13.920 --> 00:03:19.600]  我自己看見希西加同樣是一個很困難的環境當中
[00:03:19.600 --> 00:03:24.400]  如果希西加要推搪的話
[00:03:24.400 --> 00:03:27.280]  他的環境可能比我們更加困難
[00:03:27.280 --> 00:03:29.840]  我們今天是很不快樂
[00:03:29.840 --> 00:03:33.040]  很不快樂令到我們基督徒
[00:03:33.040 --> 00:03:38.480]  甚至都變得對神、對教會、對我們自己的生活
[00:03:38.480 --> 00:03:40.320]  有很多的怨言
[00:03:40.320 --> 00:03:41.680]  也都是很不快樂
[00:03:41.680 --> 00:03:45.200]  我覺得這個是不正常的
[00:03:45.200 --> 00:03:47.040]  甚至我們互相的指罵
[00:03:47.040 --> 00:03:49.920]  今天我越來越見到過去這一年多
[00:03:49.920 --> 00:03:52.000]  在我們基督教的刊物裏面
[00:03:52.000 --> 00:03:55.600]  很多的文章是很尖酸刻薄
[00:03:55.600 --> 00:03:59.360]  尤其是對教會也是毫不滿
[00:03:59.360 --> 00:04:00.640]  教會又不講
[00:04:00.640 --> 00:04:05.200]  對這些時事是沒有立場的
[00:04:05.200 --> 00:04:06.720]  沒有講法的
[00:04:06.720 --> 00:04:08.000]  老實講
[00:04:08.000 --> 00:04:11.120]  如果教會講你聽嗎
[00:04:11.120 --> 00:04:13.520]  不是講你想要的那件事
[00:04:13.520 --> 00:04:16.160]  那個立場你肯聽嗎
[00:04:16.160 --> 00:04:18.080]  你也不聽的
[00:04:18.080 --> 00:04:21.440]  你上教會講你喜歡聽的那個立場
[00:04:21.440 --> 00:04:24.000]  然後給予你支持
[00:04:24.000 --> 00:04:26.160]  今天我講的東西很坦白
[00:04:26.160 --> 00:04:27.680]  我知道有人不會喜歡我
[00:04:27.680 --> 00:04:28.720]  但我不要緊
[00:04:28.720 --> 00:04:31.520]  我在神面前想和大家先看希西加
[00:04:31.520 --> 00:04:33.920]  希西加走的路是怎樣
[00:04:33.920 --> 00:04:34.800]  在這個困難
[00:04:34.800 --> 00:04:36.800]  講了這麼久有什麼困難
[00:04:36.800 --> 00:04:38.400]  我總結了兩件事
[00:04:38.400 --> 00:04:39.520]  今天的時間不是很多
[00:04:39.520 --> 00:04:41.040]  我只是很簡略的和大家講
[00:04:41.040 --> 00:04:43.680]  大家有機會回去看聖經
[00:04:43.680 --> 00:04:45.040]  希西加兩件事
[00:04:45.040 --> 00:04:49.680]  第一他在一個信仰廢墟裡長大
[00:04:49.680 --> 00:04:52.640]  如果你說我自己靈性不好
[00:04:52.640 --> 00:04:54.960]  因為我家裡我是第一個信的
[00:04:54.960 --> 00:04:56.080]  很多困難的
[00:04:56.080 --> 00:04:57.840]  我爸媽或者我的親戚
[00:04:57.840 --> 00:04:59.840]  都是給我很多壓力
[00:04:59.840 --> 00:05:01.360]  我告訴你希西加更難
[00:05:01.360 --> 00:05:03.520]  希西加雖然是皇帝
[00:05:03.520 --> 00:05:05.680]  但是我們看回歷代之下
[00:05:05.680 --> 00:05:08.960]  第28章他爸爸叫阿哈斯
[00:05:08.960 --> 00:05:12.400]  這個阿哈斯他的信仰一塌糊塗
[00:05:12.400 --> 00:05:17.040]  道德信仰都是淪落到令我們震驚的地步
[00:05:17.040 --> 00:05:20.640]  你稍微看一看這個28章裡面
[00:05:20.640 --> 00:05:23.440]  講到他爸爸阿哈斯的描述
[00:05:23.440 --> 00:05:28.240]  首先我們說他爸爸當他做皇帝的時候
[00:05:28.240 --> 00:05:30.000]  28章一開始的時候
[00:05:30.000 --> 00:05:31.440]  他就已經什麼呢
[00:05:31.440 --> 00:05:32.960]  他就
[00:05:32.960 --> 00:05:38.000]  你看他第28章一開始的時候
[00:05:38.000 --> 00:05:44.400]  他就已經將耶和華信仰的那個全部剷除了
[00:05:44.400 --> 00:05:45.680]  引入什麼呢
[00:05:45.680 --> 00:05:48.160]  二幫的神就是巴力的崇拜
[00:05:48.160 --> 00:05:51.280]  還在全國裡面做很多的神像
[00:05:51.280 --> 00:05:53.600]  真加火麗不是說懶懶行
[00:05:53.600 --> 00:05:55.600]  真加火麗做很多神像
[00:05:55.600 --> 00:05:56.960]  還有什麼呢
[00:05:56.960 --> 00:05:59.200]  在這些的敬拜
[00:05:59.200 --> 00:06:00.400]  巴力的敬拜
[00:06:00.400 --> 00:06:02.480]  我跟大家講過
[00:06:02.480 --> 00:06:04.560]  這些巴力的敬拜是很淫邪的
[00:06:04.560 --> 00:06:07.600]  還有是很令我們震驚的
[00:06:07.600 --> 00:06:09.120]  比如這裡所記載的
[00:06:09.120 --> 00:06:09.920]  他是什麼呢
[00:06:09.920 --> 00:06:12.160]  他用火焚燒自己的兒女
[00:06:12.160 --> 00:06:13.200]  教人
[00:06:13.200 --> 00:06:14.640]  就是獻人祭
[00:06:14.640 --> 00:06:15.360]  OK
[00:06:15.360 --> 00:06:18.240]  第二他還要在那些山谷上
[00:06:18.240 --> 00:06:19.680]  幽壇上青草
[00:06:19.680 --> 00:06:21.120]  青翠的樹下
[00:06:21.120 --> 00:06:22.960]  是獻祭燒香
[00:06:22.960 --> 00:06:25.520]  這個看起來好像沒什麼特別
[00:06:25.520 --> 00:06:27.680]  其實他的暗示背後
[00:06:27.680 --> 00:06:30.400]  你知道巴力的崇拜
[00:06:30.400 --> 00:06:32.400]  巴力的宗教是很淫邪的
[00:06:32.400 --> 00:06:34.000]  因為他是一個農耕的宗教
[00:06:34.000 --> 00:06:35.920]  在加南的地方
[00:06:35.920 --> 00:06:38.960]  他相信巴力這個神
[00:06:38.960 --> 00:06:40.800]  冬天他要睡覺
[00:06:40.800 --> 00:06:42.240]  春天才醒的
[00:06:42.240 --> 00:06:43.440]  但是要叫醒他
[00:06:43.440 --> 00:06:46.320]  因為冬天就不種東西
[00:06:46.320 --> 00:06:47.760]  春天就可以播種
[00:06:47.760 --> 00:06:51.040]  播種就是希望他能夠推動生命
[00:06:51.040 --> 00:06:54.880]  那時候他們那種迷信的信仰
[00:06:54.880 --> 00:06:58.640]  認為怎樣才有生命產生出來呢
[00:06:58.640 --> 00:07:01.360]  就是男人和女人的性的關係
[00:07:01.360 --> 00:07:02.640]  炒一個性交
[00:07:02.640 --> 00:07:04.480]  就可以生到BB
[00:07:04.480 --> 00:07:08.960]  所以他就認為多做這些祭祀
[00:07:08.960 --> 00:07:11.440]  用一個宗教的理由
[00:07:11.440 --> 00:07:14.720]  就行很多淫邪的活動
[00:07:14.720 --> 00:07:17.040]  所謂在山崗上
[00:07:17.040 --> 00:07:18.240]  在草地上
[00:07:18.240 --> 00:07:21.120]  那些就是做這些淫邪的活動
[00:07:21.120 --> 00:07:24.960]  希望在那裡有這樣的活動的時候
[00:07:24.960 --> 00:07:26.720]  就叫醒巴力
[00:07:26.720 --> 00:07:28.560]  所以他是一個這樣的人
[00:07:28.560 --> 00:07:30.160]  他還壞到一個地步
[00:07:30.160 --> 00:07:31.920]  就是聖經有的講到
[00:07:31.920 --> 00:07:33.120]  在22節那裡
[00:07:33.120 --> 00:07:34.800]  在亞瑟急難的時候
[00:07:34.800 --> 00:07:37.440]  因為他搞不定
[00:07:37.440 --> 00:07:39.280]  亞述王打下來的時候
[00:07:39.280 --> 00:07:42.080]  他就越發得罪耀華
[00:07:42.080 --> 00:07:44.160]  有些人急難的時候就回歸耀華
[00:07:44.160 --> 00:07:46.080]  他就越發得罪耀華
[00:07:46.080 --> 00:07:46.640]  為什麼呢
[00:07:46.640 --> 00:07:49.680]  他就去拜別人的神
[00:07:49.680 --> 00:07:51.680]  想著拜你那個也行
[00:07:51.680 --> 00:07:53.760]  正如我曾經試過在教會裡面
[00:07:53.760 --> 00:07:55.040]  真的讓我死死的
[00:07:55.040 --> 00:07:56.160]  不是這個教會
[00:07:56.160 --> 00:07:56.800]  不用擔心
[00:07:56.800 --> 00:07:57.840]  是另一個教會
[00:07:57.840 --> 00:07:59.040]  突然走過來問我
[00:07:59.040 --> 00:08:01.760]  他說我有個同事壞到無論
[00:08:01.760 --> 00:08:03.040]  很討厭
[00:08:03.040 --> 00:08:05.120]  又陰濕又絕
[00:08:05.120 --> 00:08:09.200]  但是他最近就擺了個風水陣
[00:08:09.200 --> 00:08:12.640]  擺了之後看著他做了很多生意
[00:08:12.640 --> 00:08:14.400]  我都被他搶了
[00:08:14.400 --> 00:08:16.480]  他說我可不可以找個師傅
[00:08:16.480 --> 00:08:18.320]  再擺一擺他的陣
[00:08:18.320 --> 00:08:19.920]  跟他抗衡一下
[00:08:19.920 --> 00:08:21.360]  我真的生氣到
[00:08:21.360 --> 00:08:22.560]  不知道怎麼跟他說
[00:08:22.560 --> 00:08:23.920]  我只是跟他說一件事
[00:08:23.920 --> 00:08:27.520]  如果就算這個師傅的風水陣是
[00:08:27.520 --> 00:08:28.800]  靈的我都不拜的
[00:08:28.800 --> 00:08:29.520]  為什麼
[00:08:29.520 --> 00:08:33.920]  一個風水陣可以幫助一個這麼壞的人發達的話
[00:08:33.920 --> 00:08:35.600]  這個無論他靈到多少
[00:08:35.600 --> 00:08:36.560]  我都不幫他
[00:08:36.560 --> 00:08:37.440]  我都不會拜他
[00:08:37.440 --> 00:08:38.400]  是不是
[00:08:38.400 --> 00:08:40.240]  但是這個阿哈斯就是這樣
[00:08:40.240 --> 00:08:42.560]  那個是他的敵人
[00:08:42.560 --> 00:08:44.400]  誰知道他說他打贏我
[00:08:44.400 --> 00:08:45.600]  他拜那個更靈
[00:08:45.600 --> 00:08:47.040]  於是就拜了他那個
[00:08:47.040 --> 00:08:49.360]  就是一個這樣的爸爸
[00:08:49.360 --> 00:08:50.320]  生了個兒子
[00:08:50.320 --> 00:08:52.800]  一路整個國家都是這樣
[00:08:52.800 --> 00:08:54.480]  幾十年
[00:08:54.480 --> 00:08:56.640]  到他做皇帝的時候
[00:08:56.640 --> 00:08:58.160]  你說
[00:08:58.160 --> 00:09:00.720]  有什麼信仰的背景可以幫助他
[00:09:00.720 --> 00:09:02.400]  但是我們看到第29章
[00:09:02.400 --> 00:09:03.760]  那裡一開始
[00:09:03.760 --> 00:09:07.760]  希西加接替他爸爸做皇帝的時候
[00:09:07.760 --> 00:09:08.640]  第三節
[00:09:08.640 --> 00:09:11.120]  元年正月
[00:09:11.120 --> 00:09:12.880]  就是一開始
[00:09:12.880 --> 00:09:17.040]  就打開耶華的電腕重新修造
[00:09:17.040 --> 00:09:21.360]  要決定要行一條合神心意的路
[00:09:21.360 --> 00:09:24.880]  在希西加他所說的話裡面有一句很有意思的
[00:09:24.880 --> 00:09:26.160]  我引了出來
[00:09:26.160 --> 00:09:29.520]  就是歷代之下29章第10節那裡說
[00:09:29.520 --> 00:09:31.040]  他說為什麼我要這麼做
[00:09:31.040 --> 00:09:33.600]  他說我現在心裡面有意
[00:09:33.600 --> 00:09:36.800]  要與耶和華以色列的神立約
[00:09:36.800 --> 00:09:38.800]  原文有一個很強的意思
[00:09:38.800 --> 00:09:39.360]  就是說
[00:09:39.360 --> 00:09:41.360]  I intend英文也好一點
[00:09:41.360 --> 00:09:43.440]  就是說我決定做一件事
[00:09:43.440 --> 00:09:45.200]  一個人有個決志
[00:09:45.200 --> 00:09:46.160]  我決定
[00:09:46.160 --> 00:09:47.680]  喜歡我爸爸是這樣
[00:09:47.680 --> 00:09:49.680]  整個國家都亂到不堪
[00:09:49.680 --> 00:09:51.680]  但是我要做
[00:09:51.680 --> 00:09:52.160]  什麼呢
[00:09:52.160 --> 00:09:53.680]  我要回到耶和華那裡
[00:09:53.680 --> 00:09:54.960]  要和他立約
[00:09:54.960 --> 00:09:58.160]  然後好使到他的陣路離開我們
[00:09:58.160 --> 00:10:00.160]  於是他說得出就真的做得到
[00:10:00.160 --> 00:10:02.400]  於是就重新清潔聖殿
[00:10:02.400 --> 00:10:03.520]  搬出來的東西
[00:10:03.520 --> 00:10:04.960]  哇 污這單刀
[00:10:04.960 --> 00:10:06.800]  裡面的偶像多到不得了
[00:10:06.800 --> 00:10:09.440]  然後原來那些聖殿一早被人
[00:10:09.440 --> 00:10:11.440]  就是他爸爸那時候封了
[00:10:11.440 --> 00:10:12.720]  那些燈都關了
[00:10:12.720 --> 00:10:14.720]  他重新點燈
[00:10:14.720 --> 00:10:15.920]  做回這個
[00:10:15.920 --> 00:10:16.720]  然後什麼呢
[00:10:16.720 --> 00:10:20.240]  推動幾十年沒做過的憲制
[00:10:20.240 --> 00:10:22.480]  然後大家一起來做憲制
[00:10:22.480 --> 00:10:24.720]  一起來重新守這個節日
[00:10:24.720 --> 00:10:28.720]  這個是他作為一個皇帝那種的決定
[00:10:28.720 --> 00:10:30.720]  在一個信仰廢墟裡面
[00:10:30.720 --> 00:10:31.920]  沒有人敢做的了
[00:10:31.920 --> 00:10:33.120]  沒有人理的了
[00:10:33.120 --> 00:10:35.440]  大家已經墮落到不得了的了
[00:10:35.440 --> 00:10:37.760]  然後他仍然這樣做
[00:10:37.760 --> 00:10:40.640]  這個是希西加那個厲害之處
[00:10:40.640 --> 00:10:43.760]  如果你說我信仰很多的壓力
[00:10:43.760 --> 00:10:45.520]  我告訴你希西加更多的壓力
[00:10:45.520 --> 00:10:47.520]  但是希西加決定要他這樣做
[00:10:47.520 --> 00:10:48.320]  第二呢
[00:10:48.320 --> 00:10:51.360]  希西加所面對的當時的政治
[00:10:51.360 --> 00:10:55.120]  和他所面對的那種外來的壓力
[00:10:55.120 --> 00:10:56.800]  是比你和我都更大
[00:10:56.800 --> 00:10:58.480]  因為希西加作為一個皇帝
[00:10:58.480 --> 00:11:00.480]  他背起整個國家
[00:11:00.480 --> 00:11:02.640]  當時猶大國是南國
[00:11:02.640 --> 00:11:03.920]  北國是以色列國
[00:11:03.920 --> 00:11:04.800]  講國勢呢
[00:11:04.800 --> 00:11:10.160]  北國所佔的地土和各方面的力量都強很多
[00:11:10.160 --> 00:11:12.160]  不過大家記得
[00:11:12.160 --> 00:11:15.120]  在希西加做皇的第六年
[00:11:15.120 --> 00:11:18.960]  北國的以色列就被亞述國滅了
[00:11:18.960 --> 00:11:22.480]  所以你可以想像希西加面對的那種壓力
[00:11:22.480 --> 00:11:24.720]  真是我們說高牆與雞蛋
[00:11:24.720 --> 00:11:25.360]  是不是呢
[00:11:25.360 --> 00:11:26.160]  怎麼打
[00:11:26.160 --> 00:11:28.800]  這個是興起亞述國強到不得了
[00:11:28.800 --> 00:11:32.080]  連北國那麼好打的都被他打了
[00:11:32.080 --> 00:11:35.040]  南國猶大就危危乎了
[00:11:35.040 --> 00:11:36.880]  已經倒閉了
[00:11:36.880 --> 00:11:38.640]  希西加作為一個皇帝
[00:11:38.640 --> 00:11:39.920]  你說他多不多壓力呢
[00:11:39.920 --> 00:11:40.720]  是很多壓力
[00:11:40.720 --> 00:11:41.520]  有沒有打呢
[00:11:41.520 --> 00:11:42.400]  沒有打
[00:11:42.400 --> 00:11:43.280]  有沒有機會呢
[00:11:43.280 --> 00:11:44.720]  沒有機會
[00:11:44.720 --> 00:11:46.080]  看什麼時候死的
[00:11:46.160 --> 00:11:50.960]  這個可能很多我們今天香港人的心境就是這樣
[00:11:50.960 --> 00:11:52.400]  但是希西加
[00:11:52.400 --> 00:11:54.560]  是不是因為這樣就算了
[00:11:54.560 --> 00:11:55.760]  都沒有了
[00:11:55.760 --> 00:11:56.640]  休息一下
[00:11:56.640 --> 00:12:00.320]  或者有機會自己享受一下做皇帝就算了
[00:12:00.320 --> 00:12:01.200]  不是
[00:12:01.200 --> 00:12:02.720]  或者希西加說好了
[00:12:02.720 --> 00:12:03.760]  我和他打
[00:12:03.760 --> 00:12:05.600]  希西加也沒有那麼笨
[00:12:05.600 --> 00:12:08.000]  但是希西加也有他自己的努力
[00:12:08.000 --> 00:12:10.160]  他和埃及聯盟
[00:12:10.160 --> 00:12:14.080]  然後就試一下希望可以這個新興的帝國
[00:12:14.080 --> 00:12:17.280]  可以幫助他和他一起去對抗亞述
[00:12:17.280 --> 00:12:19.360]  不過輸了
[00:12:19.360 --> 00:12:20.480]  食屎告訴你
[00:12:20.480 --> 00:12:21.200]  都輸了
[00:12:21.200 --> 00:12:21.760]  為什麼
[00:12:21.760 --> 00:12:23.600]  亞述這個西拿基勒
[00:12:23.600 --> 00:12:25.120]  這個皇帝真的厲害
[00:12:25.120 --> 00:12:26.880]  和他是很殘酷的皇帝
[00:12:26.880 --> 00:12:30.480]  他的策略就是打心理戰
[00:12:30.480 --> 00:12:33.040]  首先一下去就不打猶太
[00:12:33.040 --> 00:12:34.560]  猶太根本是倒閉的
[00:12:34.560 --> 00:12:35.600]  他不打他
[00:12:35.600 --> 00:12:37.120]  下去以後
[00:12:37.120 --> 00:12:39.440]  先打亞述
[00:12:39.440 --> 00:12:40.720]  他依賴這個國家
[00:12:40.720 --> 00:12:42.320]  一打的時候整個
[00:12:42.320 --> 00:12:43.200]  不是亞述
[00:12:43.200 --> 00:12:44.800]  他打這個埃及
[00:12:44.800 --> 00:12:48.080]  埃及帝國被他一打就打到落花流水
[00:12:48.080 --> 00:12:49.280]  一棵一棵的輸了
[00:12:49.280 --> 00:12:51.200]  然後他就繞回來
[00:12:51.200 --> 00:12:52.800]  就打耶路撒冷
[00:12:52.800 --> 00:12:54.400]  這件事在哪裡記載
[00:12:54.400 --> 00:12:57.440]  如果你看這個以賽亞書
[00:12:57.440 --> 00:13:00.080]  我都沒有
[00:13:00.080 --> 00:13:01.520]  我列了給大家
[00:13:01.520 --> 00:13:04.320]  但是我就沒有已經很詳細的和大家說
[00:13:04.320 --> 00:13:05.680]  36、37章
[00:13:05.680 --> 00:13:07.360]  以賽亞書就說這件事的
[00:13:07.360 --> 00:13:11.600]  這件事我不知道他有沒有說過
[00:13:11.600 --> 00:13:13.840]  因為在一篇詩篇的背景
[00:13:13.840 --> 00:13:15.200]  其實有這件事
[00:13:15.200 --> 00:13:19.280]  當時候西那基勒那個大將軍來到耶路撒冷城下
[00:13:19.280 --> 00:13:20.320]  根本沒得打的了
[00:13:20.320 --> 00:13:22.880]  這個人囂張的不得了
[00:13:22.880 --> 00:13:25.840]  亞述的將軍聖英記載
[00:13:25.840 --> 00:13:30.480]  他站在他們唯一的命脈的那條水
[00:13:30.480 --> 00:13:33.920]  進去耶路撒冷唯一的泉水上面
[00:13:33.920 --> 00:13:36.160]  就是說我現在踩著你的水
[00:13:36.160 --> 00:13:37.040]  你的命脈在這裡
[00:13:37.040 --> 00:13:38.480]  然後我就去馬戰
[00:13:38.480 --> 00:13:40.000]  大家知道那個馬戰裡面
[00:13:40.000 --> 00:13:43.600]  就非常羞辱到他不得了的
[00:13:43.600 --> 00:13:45.600]  大聲罵說你厲害什麼
[00:13:45.600 --> 00:13:48.880]  你靠誰呢現在
[00:13:48.880 --> 00:13:50.880]  你以為你可以靠埃及
[00:13:50.880 --> 00:13:52.320]  埃及你看看他
[00:13:52.320 --> 00:13:54.160]  已經被我打成這樣了
[00:13:54.160 --> 00:13:55.120]  你靠誰
[00:13:55.120 --> 00:13:56.560]  你靠耶和華
[00:13:56.560 --> 00:13:59.520]  好像昨晚耶和華告訴我叫我打你
[00:13:59.520 --> 00:14:00.240]  你明白嗎
[00:14:00.240 --> 00:14:02.160]  就是多麼毒
[00:14:02.160 --> 00:14:04.080]  說這些多麼羞辱
[00:14:04.080 --> 00:14:06.880]  然後那幾個派出來
[00:14:06.880 --> 00:14:09.200]  代希西加去聽的大臣就說
[00:14:09.200 --> 00:14:10.640]  你不要叫那麼大聲
[00:14:10.640 --> 00:14:12.160]  你可以用你的話來講
[00:14:12.160 --> 00:14:13.680]  用阿蘭文來講
[00:14:13.680 --> 00:14:15.040]  我都聽得明白的
[00:14:15.040 --> 00:14:16.880]  你不要用希伯來文來講
[00:14:16.880 --> 00:14:19.200]  希伯來話那些人民又聽到
[00:14:19.200 --> 00:14:21.840]  然後他還囂張
[00:14:21.840 --> 00:14:25.040]  是啊我就是喜歡用希伯來話來罵你
[00:14:25.040 --> 00:14:26.160]  我就是想你那些
[00:14:26.160 --> 00:14:28.560]  這句不是我說是他說的
[00:14:28.560 --> 00:14:30.160]  因為這個近乎粗口
[00:14:30.160 --> 00:14:33.680]  那些跟你一起吃屎喝尿的人一起來聽
[00:14:33.680 --> 00:14:35.120]  你叫希西加出來
[00:14:35.120 --> 00:14:36.720]  他都聽了一份
[00:14:36.720 --> 00:14:38.240]  看他依賴誰
[00:14:38.240 --> 00:14:39.920]  他依賴耶和華
[00:14:39.920 --> 00:14:41.760]  他說我跟你打到
[00:14:41.760 --> 00:14:44.400]  那個大將軍說我給你二千匹馬
[00:14:44.400 --> 00:14:46.320]  你都不夠人騎
[00:14:46.320 --> 00:14:47.280]  講到這樣
[00:14:47.280 --> 00:14:49.040]  希西加有什麼可以做
[00:14:49.040 --> 00:14:50.720]  就是被人這樣羞辱
[00:14:50.720 --> 00:14:53.360]  但希西加就走去找以賽雅
[00:14:53.360 --> 00:14:55.520]  善智和她一起祈禱
[00:14:55.520 --> 00:14:56.960]  這個很美麗的祈禱
[00:14:56.960 --> 00:14:59.360]  大家有時間可以去看一下
[00:14:59.360 --> 00:15:00.400]  在《以賽雅書》裡面
[00:15:00.400 --> 00:15:01.520]  三十六、三十七章
[00:15:01.520 --> 00:15:02.880]  尤其是三十七章
[00:15:02.880 --> 00:15:05.920]  然後聖經說了一樣東西
[00:15:05.920 --> 00:15:07.920]  經歷神蹟
[00:15:07.920 --> 00:15:10.800]  耶和華的使者那一晚就在
[00:15:10.800 --> 00:15:12.560]  亞述的營當中
[00:15:12.560 --> 00:15:15.920]  進行他自己的懲罰
[00:15:15.920 --> 00:15:20.160]  只是聖經記載說第二天早上起來
[00:15:20.160 --> 00:15:25.120]  亞述的軍隊死了十八萬五千人
[00:15:25.120 --> 00:15:27.520]  盡都是屍體
[00:15:27.520 --> 00:15:29.840]  然後就驚訝
[00:15:29.840 --> 00:15:32.720]  於是那個王就走回去
