
[00:00:00.000 --> 00:00:04.000]  各位電視節目的觀眾 早安
[00:04:24.500 --> 00:04:28.500]  有時候回想起來都很特別
[00:04:28.500 --> 00:04:32.500]  如果你看聖經看了三年
[00:04:32.500 --> 00:04:36.500]  突然間耶穌看著你
[00:04:36.500 --> 00:04:38.500]  問你
[00:04:38.500 --> 00:04:40.500]  你怎麼認識我的
[00:04:40.500 --> 00:04:42.500]  他就說我不認識你的
[00:04:42.500 --> 00:04:44.500]  你看了三年都不認識我
[00:04:44.500 --> 00:04:46.500]  但是不奇怪
[00:04:46.500 --> 00:04:50.500]  不過再奇怪一點
[00:04:50.500 --> 00:04:52.500]  就是講那天的下午
[00:04:52.500 --> 00:04:54.500]  那天下午
[00:04:54.500 --> 00:04:56.500]  就有兩個門徒
[00:04:56.500 --> 00:04:58.500]  一個叫甲劉巴
[00:04:58.500 --> 00:05:00.500]  另一個是沒有記載的名字
[00:05:00.500 --> 00:05:02.500]  這兩個人
[00:05:02.500 --> 00:05:04.500]  就走路
[00:05:04.500 --> 00:05:06.500]  當時當然是走路
[00:05:06.500 --> 00:05:08.500]  就回他鄉下二馬五師
[00:05:08.500 --> 00:05:10.500]  走路回鄉下的時候
[00:05:10.500 --> 00:05:12.500]  他們又碰到誰呢
[00:05:12.500 --> 00:05:14.500]  碰到一個人
[00:05:14.500 --> 00:05:16.500]  這個人其實是耶穌
[00:05:16.500 --> 00:05:18.500]  這個人不知道
[00:05:18.500 --> 00:05:20.500]  就問他
[00:05:20.500 --> 00:05:22.500]  你不知道現在發生什麼事嗎
[00:05:22.500 --> 00:05:24.500]  最近這幾天
[00:05:24.500 --> 00:05:26.500]  有件轟天動地的事
[00:05:26.500 --> 00:05:28.500]  就是一個耶穌釘十字架
[00:05:28.500 --> 00:05:32.500]  他以為這個
[00:05:32.500 --> 00:05:34.500]  旁邊的人
[00:05:34.500 --> 00:05:36.500]  蒙充充
[00:05:36.500 --> 00:05:38.500]  比鄉里還大
[00:05:38.500 --> 00:05:40.500]  耶穌又沒有說
[00:05:40.500 --> 00:05:42.500]  沒有說他搞錯
[00:05:42.500 --> 00:05:44.500]  還聽
[00:05:44.500 --> 00:05:46.500]  然後耶穌還和他討論聖經
[00:05:46.500 --> 00:05:48.500]  討論聖經
[00:05:48.500 --> 00:05:50.500]  都不知道他是耶穌
[00:05:50.500 --> 00:05:52.500]  我猜耶穌
[00:05:52.500 --> 00:05:54.500]  講的水準都很高
[00:05:54.500 --> 00:05:56.500]  你應該聽得出
[00:05:56.500 --> 00:05:58.500]  級數不同
[00:05:58.500 --> 00:06:00.500]  但是這兩個人
[00:06:00.500 --> 00:06:02.500]  繼續看聖經文
[00:06:02.500 --> 00:06:04.500]  講聖經文
[00:06:04.500 --> 00:06:06.500]  不過不知道聖經講的是誰
[00:06:06.500 --> 00:06:08.500]  最後這兩個人
[00:06:08.500 --> 00:06:10.500]  真的很好
[00:06:10.500 --> 00:06:12.500]  看到耶穌陪他們走這麼久
[00:06:12.500 --> 00:06:14.500]  真的很久
[00:06:14.500 --> 00:06:16.500]  從耶路撒冷走到爾曼路
[00:06:16.500 --> 00:06:18.500]  25里
[00:06:18.500 --> 00:06:20.500]  他說
[00:06:20.500 --> 00:06:22.500]  都將近天黑了
[00:06:22.500 --> 00:06:24.500]  吃家常便飯吧
[00:06:24.500 --> 00:06:26.500]  我們家
[00:06:26.500 --> 00:06:28.500]  耶穌說好啊
[00:06:28.500 --> 00:06:30.500]  又吃飯了
[00:06:30.500 --> 00:06:32.500]  如果今天晚上耶穌來你家吃飯
[00:06:32.500 --> 00:06:34.500]  又沒買菜
[00:06:34.500 --> 00:06:36.500]  耶穌沒有要求買菜
[00:06:36.500 --> 00:06:38.500]  耶穌只是拿起餅
[00:06:38.500 --> 00:06:40.500]  打開
[00:06:40.500 --> 00:06:42.500]  祝福
[00:06:42.500 --> 00:06:44.500]  怎麼知道一打開餅
[00:06:44.500 --> 00:06:46.500]  這兩個男人
[00:06:46.500 --> 00:06:48.500]  突然發現
[00:06:48.500 --> 00:06:50.500]  動靜
[00:06:50.500 --> 00:06:52.500]  手勢
[00:06:52.500 --> 00:06:54.500]  氣氛好像也曾相識
[00:06:54.500 --> 00:06:56.500]  突然發現
[00:06:56.500 --> 00:06:58.500]  是耶穌耶穌說我願你們平安
[00:07:02.500 --> 00:07:04.500]  吃完飯沒有說
[00:07:04.500 --> 00:07:06.500]  我想這一定是快餐
[00:07:06.500 --> 00:07:08.500]  我懷疑他們桌子都沒有收拾
[00:07:08.500 --> 00:07:10.500]  不過聖經記載
[00:07:10.500 --> 00:07:12.500]  這兩個人
[00:07:12.500 --> 00:07:14.500]  在黃昏
[00:07:14.500 --> 00:07:16.500]  留夜
[00:07:16.500 --> 00:07:18.500]  走回耶路撒冷
[00:07:18.500 --> 00:07:20.500]  用數學計算
[00:07:20.500 --> 00:07:22.500]  又25里
[00:07:22.500 --> 00:07:24.500]  回耶路撒冷
[00:07:24.500 --> 00:07:26.500]  找誰呢
[00:07:26.500 --> 00:07:28.500]  找他們的老友記
[00:07:28.500 --> 00:07:30.500]  彼得這班門徒
[00:07:30.500 --> 00:07:32.500]  他們
[00:07:32.500 --> 00:07:34.500]  他們躲在一間屋裏
[00:07:34.500 --> 00:07:36.500]  這扇門是關上的
[00:07:36.500 --> 00:07:38.500]  他們怕什麼呢
[00:07:38.500 --> 00:07:40.500]  怕耶穌釘死了
[00:07:40.500 --> 00:07:42.500]  我們是他們
[00:07:42.500 --> 00:07:44.500]  很引人注目
[00:07:44.500 --> 00:07:46.500]  會不會是通緝犯呢
[00:07:46.500 --> 00:07:48.500]  會不會
[00:07:48.500 --> 00:07:50.500]  下一步處決我們呢
[00:07:50.500 --> 00:07:52.500]  於是他們說
[00:07:52.500 --> 00:07:54.500]  封聲緊
[00:07:54.500 --> 00:07:56.500]  不要出街
[00:07:56.500 --> 00:07:58.500]  我都在猜
[00:07:58.500 --> 00:08:00.500]  他們吃什麼呢
[00:08:00.500 --> 00:08:02.500]  當然沒有
[00:08:02.500 --> 00:08:04.500]  如果繼續這樣躲也不是辦法
[00:08:04.500 --> 00:08:06.500]  你試試躲在大埔屋裏
[00:08:06.500 --> 00:08:08.500]  躲三天感覺如何
[00:08:08.500 --> 00:08:10.500]  也不躲多久
[00:08:10.500 --> 00:08:12.500]  但真的很害怕
[00:08:12.500 --> 00:08:14.500]  突然間
[00:08:14.500 --> 00:08:16.500]  這個甲劉巴
[00:08:16.500 --> 00:08:18.500]  和他的老友
[00:08:18.500 --> 00:08:20.500]  走回來說我見到耶穌
[00:08:20.500 --> 00:08:24.500]  其實他們已經聽到瑪利亞
[00:08:24.500 --> 00:08:26.500]  已經來講了
[00:08:26.500 --> 00:08:28.500]  我見到耶穌
[00:08:28.500 --> 00:08:30.500]  兩批人都講見到耶穌
[00:08:30.500 --> 00:08:32.500]  你猜這班人怎樣呢
[00:08:32.500 --> 00:08:34.500]  這班人說亂說
[00:08:34.500 --> 00:08:38.500]  聖經說這是胡言
[00:08:38.500 --> 00:08:40.500]  亂講
[00:08:40.500 --> 00:08:42.500]  亂說
[00:08:42.500 --> 00:08:44.500]  但在這裏耶穌出現
[00:08:44.500 --> 00:08:48.500]  耶穌出現
[00:08:48.500 --> 00:08:50.500]  甲劉巴應該是最開心的一個
[00:08:50.500 --> 00:08:52.500]  是不是呢 我都說是
[00:08:52.500 --> 00:08:54.500]  但是呢
[00:08:54.500 --> 00:08:56.500]  其他人覺得
[00:08:56.500 --> 00:08:58.500]  什麼呢
[00:08:58.500 --> 00:09:00.500]  鬼來的
[00:09:00.500 --> 00:09:02.500]  以為是雲
[00:09:02.500 --> 00:09:04.500]  意思是什麼呢
[00:09:04.500 --> 00:09:06.500]  鬼
[00:09:06.500 --> 00:09:08.500]  不是
[00:09:08.500 --> 00:09:10.500]  香港人的估計
[00:09:10.500 --> 00:09:12.500]  不是講鬼
[00:09:12.500 --> 00:09:14.500]  是幻覺
[00:09:14.500 --> 00:09:16.500]  是思覺失調
[00:09:16.500 --> 00:09:18.500]  是精神病
[00:09:18.500 --> 00:09:20.500]  所以人家說你見鬼
[00:09:20.500 --> 00:09:22.500]  你瘋了嗎
[00:09:22.500 --> 00:09:24.500]  那個不是鬼
[00:09:24.500 --> 00:09:26.500]  是我們瘋了
[00:09:26.500 --> 00:09:30.500]  不過耶穌怎樣講呢
[00:09:30.500 --> 00:09:32.500]  耶穌拿證據
[00:09:32.500 --> 00:09:34.500]  你看我釘十字架
[00:09:34.500 --> 00:09:36.500]  有手掌
[00:09:36.500 --> 00:09:38.500]  立堂
[00:09:38.500 --> 00:09:40.500]  他接受他們
[00:09:40.500 --> 00:09:42.500]  這個不信任
[00:09:42.500 --> 00:09:44.500]  他知道他們不容易信任這件事
[00:09:44.500 --> 00:09:46.500]  於是他給他看證據
[00:09:46.500 --> 00:09:48.500]  證據
[00:09:48.500 --> 00:09:50.500]  於是約翰福音20章
[00:09:50.500 --> 00:09:52.500]  20節很容易記
[00:09:52.500 --> 00:09:54.500]  20就講什麼呢
[00:09:54.500 --> 00:09:56.500]  門徒看見了主
[00:09:56.500 --> 00:09:58.500]  就喜樂了
[00:09:58.500 --> 00:10:00.500]  這個厲害
[00:10:00.500 --> 00:10:02.500]  這個就是復活節
[00:10:02.500 --> 00:10:04.500]  最轟天動地的話
[00:10:04.500 --> 00:10:06.500]  見到耶穌了
[00:10:06.500 --> 00:10:08.500]  這次見到什麼呢 看清楚了
[00:10:08.500 --> 00:10:10.500]  肯定是了
[00:10:10.500 --> 00:10:12.500]  就喜樂了
[00:10:12.500 --> 00:10:14.500]  就很開心
[00:10:14.500 --> 00:10:16.500]  其實我們今天做基督徒
[00:10:16.500 --> 00:10:18.500]  你說每個人都慶祝復活節
[00:10:18.500 --> 00:10:20.500]  聖誕節差不多
[00:10:20.500 --> 00:10:22.500]  但是我想你
[00:10:22.500 --> 00:10:24.500]  看到聖經這段
[00:10:24.500 --> 00:10:26.500]  再這段
[00:10:26.500 --> 00:10:28.500]  你有沒有快樂了呢
[00:10:28.500 --> 00:10:30.500]  他說我等門徒快樂
[00:10:30.500 --> 00:10:32.500]  但我想問是不是你都快樂了呢
[00:10:32.500 --> 00:10:34.500]  耶穌很想你遇見他
[00:10:34.500 --> 00:10:36.500]  他想你一生一世
[00:10:36.500 --> 00:10:38.500]  都是快樂的
[00:10:38.500 --> 00:10:40.500]  你問我耶穌
[00:10:40.500 --> 00:10:42.500]  幾號電話
[00:10:42.500 --> 00:10:44.500]  在哪裡找他
[00:10:44.500 --> 00:10:46.500]  我真的想找他
[00:10:46.500 --> 00:10:48.500]  今天我們一起去找
[00:10:48.500 --> 00:10:50.500]  你說這麼多人 先走
[00:10:50.500 --> 00:10:54.500]  如果做基督徒不遇到耶穌
[00:10:54.500 --> 00:10:56.500]  做基督徒的意義不是很大
[00:10:56.500 --> 00:10:58.500]  意義不是很大
[00:10:58.500 --> 00:11:00.500]  你試想想
[00:11:00.500 --> 00:11:02.500]  如果你讀過
[00:11:02.500 --> 00:11:04.500]  咸秀課程 說是哈佛
[00:11:04.500 --> 00:11:06.500]  是劍橋 是牛津
[00:11:06.500 --> 00:11:08.500]  但你沒去過牛津
[00:11:08.500 --> 00:11:10.500]  沒去過哈佛 你說咸秀課程
[00:11:10.500 --> 00:11:12.500]  你都很想
[00:11:12.500 --> 00:11:14.500]  看原來的地址
[00:11:14.500 --> 00:11:16.500]  原來的地址拍了一張畢業照
[00:11:16.500 --> 00:11:18.500]  你不會接受
[00:11:18.500 --> 00:11:20.500]  距離這麼遠
[00:11:20.500 --> 00:11:22.500]  的身份
[00:11:22.500 --> 00:11:24.500]  你不會接受
[00:11:24.500 --> 00:11:26.500]  如果你嫁一個男人
[00:11:26.500 --> 00:11:28.500]  那個男人說我娶你
[00:11:28.500 --> 00:11:30.500]  但你不要見我
[00:11:30.500 --> 00:11:32.500]  你說是我老婆就行了
[00:11:32.500 --> 00:11:34.500]  你不要問我在哪裡
[00:11:34.500 --> 00:11:36.500]  你不要見我 你不要打電話來
[00:11:36.500 --> 00:11:38.500]  你是不是嫁給他呢
[00:11:38.500 --> 00:11:40.500]  要名份 有
[00:11:40.500 --> 00:11:42.500]  要名份 基督徒不是要
[00:11:42.500 --> 00:11:44.500]  名份這麼簡單
[00:11:44.500 --> 00:11:46.500]  要經歷 如果你沒有這個經歷
[00:11:46.500 --> 00:11:48.500]  我相信一個你
[00:11:48.500 --> 00:11:50.500]  法律有限 你就是
[00:11:50.500 --> 00:11:52.500]  怕加租
[00:11:52.500 --> 00:11:54.500]  怕六千元派多少次
[00:11:54.500 --> 00:11:56.500]  你就是擔心
[00:11:56.500 --> 00:11:58.500]  將來香港怎麼樣
[00:11:58.500 --> 00:12:00.500]  還擔心日本那些黑福社會
[00:12:00.500 --> 00:12:02.500]  催過來 你天天在怕
[00:12:02.500 --> 00:12:04.500]  因為你沒經歷過最平安
[00:12:04.500 --> 00:12:06.500]  是什麼 其實你做基督徒
[00:12:06.500 --> 00:12:08.500]  和不是基督徒不差很遠
[00:12:08.500 --> 00:12:10.500]  所以聖經說 基督若果
[00:12:10.500 --> 00:12:12.500]  沒有復活 你的信是
[00:12:12.500 --> 00:12:14.500]  枉然的 復活是什麼呢
[00:12:14.500 --> 00:12:16.500]  如果你問我
[00:12:16.500 --> 00:12:18.500]  你可不可以給一句說話代替復活呢
[00:12:18.500 --> 00:12:20.500]  我就說復活
[00:12:20.500 --> 00:12:22.500]  是一切死去的
[00:12:22.500 --> 00:12:24.500]  東西的希望
[00:12:24.500 --> 00:12:26.500]  一切死去的東西的希望
[00:12:26.500 --> 00:12:30.500]  你對哪些東西死了一條心呢
[00:12:30.500 --> 00:12:32.500]  你對哪些東西呢
[00:12:32.500 --> 00:12:34.500]  你對你家裡死了一條心
[00:12:34.500 --> 00:12:36.500]  你對你的
[00:12:36.500 --> 00:12:38.500]  前途死了一條心
[00:12:38.500 --> 00:12:40.500]  你兒子對學業死了一條心
[00:12:40.500 --> 00:12:42.500]  你對你的工作死了一條心
[00:12:42.500 --> 00:12:46.500]  甚至你對自己的健康死了一條心
[00:12:46.500 --> 00:12:48.500]  很多人都是這樣
[00:12:48.500 --> 00:12:50.500]  所以很多人都不再看醫生了
[00:12:50.500 --> 00:12:52.500]  等死了
[00:12:52.500 --> 00:12:54.500]  很多人都不再教兒子了
[00:12:54.500 --> 00:12:56.500]  等生第二個 生不多就算了
[00:12:56.500 --> 00:13:00.500]  如果我們是這樣說
[00:13:00.500 --> 00:13:02.500]  其實你已經是死亡的特徵
[00:13:02.500 --> 00:13:04.500]  全有了 因為你沒有了希望
[00:13:06.500 --> 00:13:08.500]  死和死不差很多
[00:13:08.500 --> 00:13:12.500]  所以廣東話很靚
[00:13:12.500 --> 00:13:14.500]  叫做死死下
[00:13:14.500 --> 00:13:16.500]  死死下
[00:13:16.500 --> 00:13:18.500]  死和死不是差很多
[00:13:18.500 --> 00:13:20.500]  不過還會呼吸
[00:13:20.500 --> 00:13:22.500]  不過人就死死下
[00:13:22.500 --> 00:13:24.500]  坐在家裡
[00:13:24.500 --> 00:13:26.500]  做事又不是
[00:13:26.500 --> 00:13:28.500]  想收拾東西沒有勁
[00:13:28.500 --> 00:13:30.500]  起身又不想起身
[00:13:30.500 --> 00:13:32.500]  但的確睡得很夠
[00:13:32.500 --> 00:13:34.500]  睡了二十個小時
[00:13:34.500 --> 00:13:36.500]  人家說死死下
[00:13:36.500 --> 00:13:38.500]  如果你想想
[00:13:38.500 --> 00:13:40.500]  復活是甚麼呢
[00:13:40.500 --> 00:13:42.500]  復活是那班人
[00:13:42.500 --> 00:13:44.500]  看見了主就起下了
[00:13:44.500 --> 00:13:46.500]  即是甚麼呢
[00:13:46.500 --> 00:13:48.500]  明天就不再
[00:13:48.500 --> 00:13:50.500]  關上那扇門
[00:13:50.500 --> 00:13:52.500]  明天就要做
[00:13:52.500 --> 00:13:54.500]  很多有價值的事
[00:13:54.500 --> 00:13:56.500]  所以繼續那些聖經那麼厚
[00:13:56.500 --> 00:13:58.500]  就多了不少 因為復活
[00:13:58.500 --> 00:14:00.500]  他們說了很多話
[00:14:00.500 --> 00:14:02.500]  影響了世界很多地方
[00:14:02.500 --> 00:14:04.500]  和看到耶穌還不斷
[00:14:04.500 --> 00:14:06.500]  透過他們說很多東西給我們聽
[00:14:06.500 --> 00:14:08.500]  很多事情就變成了
[00:14:08.500 --> 00:14:10.500]  很有生氣
[00:14:10.500 --> 00:14:12.500]  你想不想這樣呢
[00:14:12.500 --> 00:14:14.500]  你說有甚麼根據呀
[00:14:14.500 --> 00:14:16.500]  有啊
[00:14:16.500 --> 00:14:18.500]  就在一個空的墳墓
[00:14:18.500 --> 00:14:20.500]  各位男士坐在那裏
[00:14:20.500 --> 00:14:22.500]  應該和女士不同
[00:14:22.500 --> 00:14:24.500]  男人呢
[00:14:24.500 --> 00:14:26.500]  人家說耶穌復活了
[00:14:26.500 --> 00:14:28.500]  你怎樣呢
[00:14:28.500 --> 00:14:30.500]  你說我看看
[00:14:30.500 --> 00:14:32.500]  我聽你亂說
[00:14:32.500 --> 00:14:34.500]  有甚麼證據
[00:14:34.500 --> 00:14:36.500]  上帝呢
[00:14:36.500 --> 00:14:38.500]  給了一個證據大到不得了
[00:14:38.500 --> 00:14:40.500]  你猜是甚麼呢
[00:14:40.500 --> 00:14:42.500]  就是一個死了的人
[00:14:42.500 --> 00:14:44.500]  在十字架
[00:14:44.500 --> 00:14:46.500]  放了下來
[00:14:46.500 --> 00:14:48.500]  然後就用包頭的頭巾
[00:14:48.500 --> 00:14:50.500]  捲著頭
[00:14:50.500 --> 00:14:52.500]  然後就用細麻布
[00:14:52.500 --> 00:14:54.500]  包著身
[00:14:54.500 --> 00:14:56.500]  耶穌復活
[00:14:56.500 --> 00:14:58.500]  第一個問題我問
[00:14:58.500 --> 00:15:00.500]  就是那個頭巾和細麻布
[00:15:00.500 --> 00:15:02.500]  在不在這裏
[00:15:02.500 --> 00:15:04.500]  答案是
[00:15:04.500 --> 00:15:06.500]  在這裏
[00:15:06.500 --> 00:15:08.500]  就是說
[00:15:08.500 --> 00:15:10.500]  那個身體不見了
[00:15:10.500 --> 00:15:12.500]  那個布還在這裏
[00:15:12.500 --> 00:15:14.500]  那個布還在這裏
[00:15:14.500 --> 00:15:16.500]  小心那個布還在這裏
[00:15:16.500 --> 00:15:18.500]  如果人家偷死屍呢
[00:15:18.500 --> 00:15:20.500]  就沒理由有空和死屍換衣服
[00:15:20.500 --> 00:15:22.500]  放一個布
[00:15:22.500 --> 00:15:24.500]  放一個頭巾在這裏
[00:15:24.500 --> 00:15:26.500]  你留意聖經記載
[00:15:26.500 --> 00:15:28.500]  楊康二十章第七節
[00:15:28.500 --> 00:15:30.500]  還說
[00:15:30.500 --> 00:15:32.500]  那個包頭巾
[00:15:32.500 --> 00:15:34.500]  和細麻布
[00:15:34.500 --> 00:15:36.500]  是分開放的
[00:15:36.500 --> 00:15:38.500]  一頭一尾的
[00:15:38.500 --> 00:15:40.500]  還是摺好的
[00:15:40.500 --> 00:15:42.500]  是捲在一起的
[00:15:42.500 --> 00:15:44.500]  有誰那麼空閒
[00:15:44.500 --> 00:15:46.500]  將死屍布
[00:15:46.500 --> 00:15:48.500]  慢慢摺
[00:15:48.500 --> 00:15:50.500]  還分開放
[00:15:50.500 --> 00:15:52.500]  好像準備進抽屜一樣
[00:15:52.500 --> 00:15:54.500]  誰那麼空閒
[00:15:54.500 --> 00:15:56.500]  要證明什麼事情呢
[00:15:56.500 --> 00:15:58.500]  證明
[00:15:58.500 --> 00:16:00.500]  上帝
[00:16:00.500 --> 00:16:02.500]  很齊整的
[00:16:02.500 --> 00:16:04.500]  上帝很齊整的
[00:16:04.500 --> 00:16:06.500]  上帝不用匆忙的
[00:16:06.500 --> 00:16:08.500]  離開死亡
[00:16:08.500 --> 00:16:10.500]  不是急急腳
[00:16:10.500 --> 00:16:12.500]  滾水六腳的走的
[00:16:12.500 --> 00:16:14.500]  不是的
[00:16:14.500 --> 00:16:16.500]  為什麼要這樣做呢
[00:16:16.500 --> 00:16:18.500]  要讓你看到平安
[00:16:18.500 --> 00:16:20.500]  是不亂的
[00:16:20.500 --> 00:16:22.500]  平安是井井有條的
[00:16:22.500 --> 00:16:24.500]  平安是淡定到
[00:16:24.500 --> 00:16:26.500]  連一些
[00:16:26.500 --> 00:16:28.500]  絲毫給你看到
[00:16:28.500 --> 00:16:30.500]  是匆忙的情形都沒有
[00:16:30.500 --> 00:16:32.500]  你有沒有這個經歷呢
[00:16:32.500 --> 00:16:34.500]  我兒子就是這樣
[00:16:34.500 --> 00:16:36.500]  什麼書都不讀
[00:16:36.500 --> 00:16:38.500]  他怕沒怕過
[00:16:38.500 --> 00:16:40.500]  沒錯他就是平安
[00:16:40.500 --> 00:16:42.500]  他真的很平安
[00:16:42.500 --> 00:16:44.500]  最後
[00:16:44.500 --> 00:16:46.500]  他不是很整齊
[00:16:46.500 --> 00:16:48.500]  但我告訴你
