
[00:00:00.000 --> 00:00:06.560]  列王記合一王朝系列的第十講
[00:02:01.200 --> 00:02:04.880]  有人說聖經就好像一幅大特寫
[00:02:04.880 --> 00:02:09.520]  將人的皺紋、將人的雀斑全部顯出來
[00:02:09.520 --> 00:02:13.680]  我有一天在家裏突然間找到一個鏡子
[00:02:13.680 --> 00:02:16.000]  我是無意中找到的
[00:02:16.000 --> 00:02:18.480]  這個鏡子是凹了的
[00:02:18.480 --> 00:02:20.480]  凹了進去中間那裏
[00:02:20.480 --> 00:02:23.440]  原來我發覺是一個放大鏡
[00:02:23.440 --> 00:02:25.440]  你可以見到自己的臉上
[00:02:25.440 --> 00:02:30.160]  那些皺紋、雀斑全部放大了
[00:02:30.160 --> 00:02:32.160]  嘩!我見鬼了
[00:02:32.160 --> 00:02:33.680]  為甚麼會有這樣的鏡子
[00:02:33.680 --> 00:02:35.280]  後來我才發覺
[00:02:35.280 --> 00:02:38.320]  原來是那些女士要來做甚麼
[00:02:38.320 --> 00:02:41.360]  發現自己有皺紋、有雀斑
[00:02:41.360 --> 00:02:44.480]  知道用甚麼面相
[00:02:44.480 --> 00:02:47.680]  用甚麼辦法來護理
[00:02:47.680 --> 00:02:49.680]  聖經就是這樣
[00:02:49.680 --> 00:02:53.120]  你不要以為那些英雄人物
[00:02:53.120 --> 00:02:55.440]  聖經就不會說出他們的弱點
[00:02:55.440 --> 00:02:57.440]  所羅門都是一樣
[00:02:57.440 --> 00:03:01.440]  所羅門是神給他最大的智慧
[00:03:01.440 --> 00:03:05.120]  而且有難以置信的財富
[00:03:05.120 --> 00:03:09.120]  但他始終有一段時間是離棄了神
[00:03:09.120 --> 00:03:11.520]  作出了愚蠢的決定
[00:03:11.520 --> 00:03:15.520]  以至使以色列國分裂
[00:03:15.520 --> 00:03:18.720]  在《針研》的十九章三節
[00:03:18.720 --> 00:03:21.120]  是所羅門自己的寫作
[00:03:21.120 --> 00:03:25.120]  他為人的愚昧傾拜了他的道
[00:03:25.120 --> 00:03:28.560]  一個人不是不知道神的話語說甚麼
[00:03:28.560 --> 00:03:30.560]  但很多時候會怎樣
[00:03:30.560 --> 00:03:33.840]  很多時候在自己的身上疏忽了
[00:03:33.840 --> 00:03:35.360]  甚至好像所羅門一樣
[00:03:35.360 --> 00:03:36.880]  他懂得教人
[00:03:36.880 --> 00:03:41.120]  但他自己就作出了愚蠢的行為
[00:03:41.120 --> 00:03:44.160]  我們很容易在所羅門的身上
[00:03:44.160 --> 00:03:49.600]  就能夠發覺他離棄神的原因是甚麼
[00:03:49.600 --> 00:03:54.080]  這個就是我大綱第一和第二點
[00:03:54.080 --> 00:03:55.360]  第一點是甚麼?
[00:03:55.360 --> 00:03:59.040]  所羅門違背了神的話語
[00:03:59.040 --> 00:04:02.240]  《獵王紀》上的十一章一至八節
[00:04:02.240 --> 00:04:05.440]  第二點他是沒有聽到神的勸告
[00:04:05.440 --> 00:04:08.480]  甚至勸告他他都不聽
[00:04:08.480 --> 00:04:10.480]  九至二十五節
[00:04:10.480 --> 00:04:13.440]  於是神就興起了他的敵人
[00:04:13.440 --> 00:04:17.520]  其中一個就是以法連人耶羅波安
[00:04:17.520 --> 00:04:20.800]  在二十六至四十節
[00:04:20.800 --> 00:04:25.440]  還有所羅門最後與列祖同睡
[00:04:25.440 --> 00:04:28.000]  四十一至四十三節
[00:04:28.000 --> 00:04:31.760]  我剛才說我是鼓勵大家一起來讀經
[00:04:31.760 --> 00:04:33.680]  如果你今天聽我這篇道
[00:04:33.680 --> 00:04:36.160]  就要讀《獵王紀》上的十一章
[00:04:36.160 --> 00:04:40.000]  但不要忘記讀《歷代之下》的第九章
[00:04:40.000 --> 00:04:44.560]  因為所說的都是一樣的內容
[00:04:44.560 --> 00:04:46.640]  第一點我要和大家說的
[00:04:46.640 --> 00:04:50.160]  就是所羅門違背了神的話語
[00:04:50.160 --> 00:04:51.920]  神的話語是怎麼說的呢?
[00:04:51.920 --> 00:04:55.200]  「不可回到埃及去」
[00:04:55.200 --> 00:04:58.160]  那所羅門何時回到埃及呢?
[00:04:58.160 --> 00:05:01.680]  他第一點就是娶了一個埃及的公主
[00:05:01.680 --> 00:05:04.880]  在《獵王紀》上的第三章一節
[00:05:04.880 --> 00:05:09.680]  然後他去到埃及頻頻賣馬匹
[00:05:09.680 --> 00:05:11.600]  他這兩個行為讓我們看到
[00:05:11.600 --> 00:05:14.720]  所羅門不是真的信靠神
[00:05:14.720 --> 00:05:18.560]  為甚麼他要娶埃及的公主呢?
[00:05:18.560 --> 00:05:21.520]  他希望和法老王聯盟
[00:05:21.520 --> 00:05:24.720]  一起來對抗外敵
[00:05:24.720 --> 00:05:26.880]  那他為甚麼要買馬匹呢?
[00:05:26.880 --> 00:05:30.400]  他相信自己的實力多過相信神
[00:05:30.400 --> 00:05:34.480]  他根本不相信耶和華可以保護這片土地
[00:05:34.480 --> 00:05:36.880]  他想著自己一定要做點事
[00:05:36.880 --> 00:05:40.080]  所以他和埃及王聯婚
[00:05:40.080 --> 00:05:43.520]  買馬匹來鞏固自己的軍隊
[00:05:43.520 --> 00:05:46.480]  他忘記了他自己父親的話
[00:05:46.480 --> 00:05:48.880]  在《詩篇》的二十篇第七節
[00:05:48.880 --> 00:05:50.160]  大衛怎麼說呢?
[00:05:50.160 --> 00:05:53.040]  「有人靠車 有人靠馬
[00:05:53.040 --> 00:05:57.200]  但我們要提到耶和華我們神的名」
[00:05:57.200 --> 00:06:00.000]  喂!神才是最重要的
[00:06:00.000 --> 00:06:03.920]  你是和埃及王來納文約
[00:06:03.920 --> 00:06:04.720]  沒用的
[00:06:04.720 --> 00:06:06.400]  等一下我們就會看到
[00:06:06.400 --> 00:06:09.280]  買了那麼多馬匹都是沒用的
[00:06:09.280 --> 00:06:14.640]  所羅門娶外邦妻子他造成了很壞的榜樣
[00:06:14.640 --> 00:06:17.120]  直至到四世紀以後
[00:06:17.120 --> 00:06:21.920]  在《以斯拉記》和《尼希米記》裡都有提到
[00:06:21.920 --> 00:06:24.320]  以色列人都和他一樣
[00:06:24.320 --> 00:06:28.480]  是和外邦的女子和外邦人來通婚
[00:06:28.480 --> 00:06:32.160]  從聖經的角度來看
[00:06:32.160 --> 00:06:34.880]  出埃及是甚麼意思呢?
[00:06:34.880 --> 00:06:38.320]  在信徒的身上我們出埃及
[00:06:38.320 --> 00:06:40.960]  就是我們脫離罪的綑綁
[00:06:40.960 --> 00:06:43.600]  在接受耶穌基督之後
[00:06:43.600 --> 00:06:46.880]  我們得救被神稱為義人
[00:06:46.880 --> 00:06:48.560]  我和大家說過
[00:06:48.560 --> 00:06:51.520]  基督徒的人生有三個步驟
[00:06:51.520 --> 00:06:56.080]  清義、誠性和得榮耀
[00:06:56.080 --> 00:06:58.000]  所以當我們說我們出埃及
[00:06:58.000 --> 00:07:00.880]  就是我們接受了神脫離了罪的綑綁
[00:07:00.880 --> 00:07:03.760]  我們已經被神稱為義人
[00:07:03.760 --> 00:07:06.800]  喂!那你說出埃及去哪裡呢?
[00:07:06.800 --> 00:07:09.360]  去曠野是嗎?以色列人
[00:07:09.360 --> 00:07:11.120]  去曠野做甚麼呢?
[00:07:11.120 --> 00:07:12.320]  鍛鍊他們
[00:07:12.320 --> 00:07:14.000]  好像我們基督徒一樣
[00:07:14.000 --> 00:07:15.760]  在我們每天的路上
[00:07:15.760 --> 00:07:17.280]  我們都能夠成性
[00:07:17.280 --> 00:07:19.600]  慢慢越來越像耶穌基督
[00:07:19.600 --> 00:07:22.960]  所以除了清義第二步就是成性
[00:07:22.960 --> 00:07:25.360]  就好像以色列人在曠野
[00:07:25.360 --> 00:07:28.000]  最後進入迦南地
[00:07:28.000 --> 00:07:30.160]  就是當我們真真正正
[00:07:30.160 --> 00:07:33.360]  走了我們人生的路程
[00:07:33.360 --> 00:07:35.920]  我們能夠得到榮耀的身體
[00:07:35.920 --> 00:07:37.920]  我們能夠與神同在
[00:07:37.920 --> 00:07:41.360]  這就是最後一步得榮耀
[00:07:41.360 --> 00:07:44.880]  所以說基督徒回到埃及
[00:07:44.880 --> 00:07:46.960]  不是一件好事
[00:07:46.960 --> 00:07:51.600]  就是說這個人仍然被俗世纏繞
[00:07:51.600 --> 00:07:54.720]  不能真真正正信靠神
[00:07:54.720 --> 00:07:57.440]  也就像《馬太福音》十三章
[00:07:57.440 --> 00:07:59.200]  撒種的比喻
[00:07:59.200 --> 00:08:01.680]  其中一種的泥土是甚麼呢?
[00:08:01.680 --> 00:08:03.200]  是有荊棘的泥土
[00:08:03.200 --> 00:08:05.520]  種子進入泥土裏
[00:08:05.520 --> 00:08:06.640]  很快發芽
[00:08:06.640 --> 00:08:08.720]  而且很快飆高
[00:08:08.720 --> 00:08:13.600]  但是慢慢被俗世仍然纏繞著
[00:08:13.600 --> 00:08:16.560]  以致不能結出果子
[00:08:16.560 --> 00:08:20.080]  不能結出果子就不是真正的信徒
[00:08:20.080 --> 00:08:22.160]  所以我們要很小心
[00:08:22.160 --> 00:08:24.800]  所以說基督徒信了之後
[00:08:24.800 --> 00:08:26.480]  仍然回到埃及
[00:08:26.480 --> 00:08:29.440]  絕對不是一件好事
[00:08:29.440 --> 00:08:31.200]  還有一個可能性
[00:08:31.200 --> 00:08:32.880]  我們可以說一個基督徒
[00:08:32.880 --> 00:08:36.320]  仍然在曠野徘徊
[00:08:36.320 --> 00:08:37.680]  代表甚麼呢?
[00:08:37.680 --> 00:08:40.080]  就是一個基督徒未成熟
[00:08:40.080 --> 00:08:42.240]  不是真正服從神
[00:08:42.240 --> 00:08:44.080]  沒有使命感
[00:08:44.080 --> 00:08:45.680]  在屬靈的生命當中
[00:08:45.680 --> 00:08:47.440]  停留在一個地方
[00:08:47.440 --> 00:08:48.960]  不前進
[00:08:48.960 --> 00:08:50.880]  不相信神的應許
[00:08:50.880 --> 00:08:53.120]  毫無目的地在這裏生活
[00:08:53.120 --> 00:08:55.840]  這個都是非常非常之危險
[00:08:55.840 --> 00:08:58.800]  我們都要很注意
[00:08:58.800 --> 00:09:00.880]  在《使列王紀》上的十一章
[00:09:00.880 --> 00:09:03.200]  三節、四節和九節
[00:09:03.200 --> 00:09:05.360]  我們剛剛讀過的經文
[00:09:05.360 --> 00:09:07.280]  這個作者是引用了
[00:09:07.280 --> 00:09:09.600]  《新命紀》的七章四節
[00:09:09.600 --> 00:09:11.920]  《新命紀》的七章四節說甚麼呢?
[00:09:11.920 --> 00:09:13.520]  那些愛邦的女子
[00:09:13.520 --> 00:09:15.920]  是會使你的心轉離
[00:09:15.920 --> 00:09:17.760]  不跟從你的主
[00:09:17.760 --> 00:09:19.840]  去侍奉別神
[00:09:19.840 --> 00:09:22.800]  而這句話用在所羅門身上
[00:09:22.800 --> 00:09:25.360]  是非常之的適合
[00:09:25.360 --> 00:09:27.280]  所羅門經文說
[00:09:27.280 --> 00:09:31.200]  他寵愛或者戀愛這些女子
[00:09:31.200 --> 00:09:34.000]  在經文希伯來文的原文
[00:09:34.000 --> 00:09:37.040]  就是Dabak這個字
[00:09:37.040 --> 00:09:38.800]  《新命紀》裏面
[00:09:38.800 --> 00:09:40.880]  叫以色列人要做甚麼呢?
[00:09:40.880 --> 00:09:42.800]  要專靠神
[00:09:42.800 --> 00:09:47.040]  《新命紀》的十章、十一章、十三章和三十章
[00:09:47.040 --> 00:09:50.480]  專靠神都是Dabak這個字
[00:09:50.480 --> 00:09:52.240]  那你說為甚麼呢?
[00:09:52.240 --> 00:09:55.360]  他戀愛那些愛邦女子也是Dabak
[00:09:55.360 --> 00:09:57.600]  專靠神又是Dabak?
[00:09:57.600 --> 00:10:00.160]  是呀!看你往哪邊走
[00:10:00.160 --> 00:10:02.480]  你去專靠那些愛邦女子
[00:10:02.480 --> 00:10:03.360]  專愛她們
[00:10:03.360 --> 00:10:04.880]  那你就是Dabak她
[00:10:04.880 --> 00:10:06.240]  如果你專靠神
[00:10:06.240 --> 00:10:08.000]  那你就是Dabak神
[00:10:08.000 --> 00:10:10.080]  所以都是同一個字
[00:10:10.080 --> 00:10:12.160]  而在《約書雅記》裏面
[00:10:12.160 --> 00:10:15.120]  二十三章八節和十二節
[00:10:15.120 --> 00:10:19.120]  約書雅都用了很相似的言語
[00:10:19.120 --> 00:10:20.480]  他和以色列人說
[00:10:20.480 --> 00:10:25.280]  你們要專靠耶和華你們的神Dabak
[00:10:25.280 --> 00:10:27.520]  不要稍微轉去
[00:10:27.520 --> 00:10:32.160]  與你們中間所剩下的那些國民聯絡
[00:10:32.160 --> 00:10:34.880]  聯絡這個字又是Dabak
[00:10:34.880 --> 00:10:36.480]  聯絡了就會怎樣?
[00:10:36.480 --> 00:10:39.120]  彼此結親互相往來
[00:10:39.120 --> 00:10:40.160]  有沒有看到?
[00:10:40.160 --> 00:10:41.840]  又是兩面倒
[00:10:41.840 --> 00:10:44.400]  你可以去專靠這些愛邦人
[00:10:44.400 --> 00:10:46.480]  和他們結盟約、結婚
[00:10:46.480 --> 00:10:48.960]  但你也可以專靠神
[00:10:48.960 --> 00:10:52.240]  聖經裏面給我們有很大的警告
[00:10:52.240 --> 00:10:53.840]  所羅門很可惜
[00:10:53.840 --> 00:10:56.160]  他專靠這些愛邦女子
[00:10:56.160 --> 00:10:58.960]  而沒有專靠耶和華
[00:10:58.960 --> 00:11:03.600]  而在《經文獵王紀上》十一章
[00:11:03.600 --> 00:11:06.720]  四次又提到Nata這個字
[00:11:06.720 --> 00:11:08.800]  希伯來文是甚麼?
[00:11:08.800 --> 00:11:10.320]  「被引誘」
[00:11:10.320 --> 00:11:13.200]  三次和合本翻譯成
[00:11:13.200 --> 00:11:17.760]  這些愛邦女子引誘所羅門去拜偶像
[00:11:17.760 --> 00:11:21.280]  一次被翻譯為「偏離」
[00:11:21.280 --> 00:11:23.520]  帶領她偏離離開神
[00:11:23.520 --> 00:11:26.080]  在十一章的九節
[00:11:26.080 --> 00:11:30.560]  讀者讀到所羅門獻聖殿的時候
[00:11:30.560 --> 00:11:31.520]  他怎樣說?
[00:11:31.520 --> 00:11:35.040]  要以色列人民專向神
[00:11:35.040 --> 00:11:36.800]  遵行神的道
[00:11:36.800 --> 00:11:39.120]  這個人有口說
[00:11:39.120 --> 00:11:41.760]  以色列人你們要專向神
[00:11:41.760 --> 00:11:44.400]  他自己偏離神
[00:11:44.400 --> 00:11:48.000]  被愛邦女子引誘他離棄神
[00:11:48.000 --> 00:11:52.160]  耶和華還兩次提醒他
[00:11:52.160 --> 00:11:53.920]  第一次是欺騙
[00:11:53.920 --> 00:11:56.640]  就是給所羅門有智慧的時候
[00:11:56.640 --> 00:11:59.840]  第二次所羅門獻了聖殿
[00:11:59.840 --> 00:12:01.840]  神都來提醒他
[00:12:01.840 --> 00:12:06.800]  但最後所羅門都沒有遵守神的律例典章
[00:12:06.800 --> 00:12:08.480]  非常之可惜
[00:12:08.480 --> 00:12:14.720]  所羅門他要人民以誠實的心來向著神
[00:12:14.720 --> 00:12:17.440]  在《經文獵王紀上》的八章六十一節
[00:12:17.440 --> 00:12:20.560]  誠實的心就是純正的心
[00:12:20.560 --> 00:12:22.880]  不可以分割的心
[00:12:22.880 --> 00:12:26.320]  他要以色列人完全順服神
[00:12:26.320 --> 00:12:28.000]  而他自己呢?
[00:12:28.000 --> 00:12:30.640]  他沒有完全偏離神
[00:12:30.640 --> 00:12:33.120]  你不要以為他不去信神
[00:12:33.120 --> 00:12:38.480]  他只不過是把耶和華變成其中敬拜的偶像之一
[00:12:38.480 --> 00:12:41.360]  也就是說他一面拜偶像
[00:12:41.360 --> 00:12:43.440]  一面敬拜耶和華
[00:12:43.440 --> 00:12:45.520]  他是個兩頭蛇
[00:12:45.520 --> 00:12:49.840]  這就是聖經裏所說的心懷異議的人
[00:12:49.840 --> 00:12:52.320]  《雅各書》的一章八節
[00:12:52.320 --> 00:12:58.160]  「心懷異議的人在他一切所行的路上都沒有定見」
[00:12:58.160 --> 00:13:01.760]  而當所羅門真的這樣做的時候
[00:13:01.760 --> 00:13:05.840]  他就違背了十誡第一和第二誡
[00:13:05.840 --> 00:13:06.960]  是什麼呢?
[00:13:06.960 --> 00:13:10.560]  「除我以外不可有其他的神」
[00:13:10.560 --> 00:13:12.080]  還有第二誡呢?
[00:13:12.080 --> 00:13:14.960]  「不可為自己雕刻偶像」
[00:13:14.960 --> 00:13:16.800]  他就是離棄了神
[00:13:16.800 --> 00:13:20.320]  他就是在自己的生命當中有偶像
[00:13:20.320 --> 00:13:24.960]  而這個也正是以塞瓦書的四十二章第八節
[00:13:24.960 --> 00:13:28.000]  「神說我是耶和華 這是我的名」
[00:13:28.000 --> 00:13:31.600]  「我必不將我的榮耀歸給假神」
[00:13:31.600 --> 00:13:32.800]  什麼意思呢?
[00:13:32.800 --> 00:13:35.600]  「除我以外別無他神」
[00:13:35.600 --> 00:13:40.000]  「也不將我的稱讚歸給雕刻的偶像」
[00:13:40.000 --> 00:13:44.160]  就是第二誡「不可為自己雕刻偶像」
[00:13:44.160 --> 00:13:47.360]  而與以塞瓦書的四十六章九節
[00:13:47.360 --> 00:13:48.960]  都是很相似的
[00:13:48.960 --> 00:13:52.400]  「神說我是神 並無別神」
[00:13:52.400 --> 00:13:54.960]  「除我以外別無他神」
[00:13:54.960 --> 00:13:59.040]  「然後說我是神 再沒有能給我的」
[00:13:59.040 --> 00:14:01.360]  這些偶像只不過是石頭
[00:14:01.360 --> 00:14:04.160]  只不過是銅銅鐵鐵做的
[00:14:04.160 --> 00:14:06.560]  怎麼能夠給耶和華呢?
[00:14:06.560 --> 00:14:09.760]  所以這兩次的經文其實就是提醒我們
[00:14:09.760 --> 00:14:13.600]  十誡當中的第一誡和第二誡
[00:14:13.600 --> 00:14:15.200]  我們要知道
[00:14:15.200 --> 00:14:19.360]  所羅門尼契神不是突然睡醒說
[00:14:19.360 --> 00:14:22.160]  「我今天開始要敬拜偶像」
[00:14:22.160 --> 00:14:23.520]  「我不敬拜耶和華」
[00:14:23.520 --> 00:14:24.400]  不是的
[00:14:24.400 --> 00:14:27.120]  他是慢慢一步一步地尼契神
[00:14:27.120 --> 00:14:31.040]  開始就是在《列王紀》上的三章一節
[00:14:31.040 --> 00:14:34.000]  他首先娶了埃及的公主
[00:14:34.000 --> 00:14:35.360]  外邦女子
[00:14:35.360 --> 00:14:40.160]  然後他是隨從外邦的妻妾的神
[00:14:40.160 --> 00:14:43.360]  在《列王紀》上的第十一章的四節
[00:14:43.360 --> 00:14:44.880]  和第五節
[00:14:44.880 --> 00:14:48.880]  接著他在山上建一些幽壇
[00:14:48.880 --> 00:14:51.040]  來敬拜這些假神
[00:14:51.040 --> 00:14:53.840]  就是他妻妾的這些假神
[00:14:53.840 --> 00:14:56.560]  《列王紀》上的十一章七節
[00:14:56.560 --> 00:15:00.080]  然後最初在宮外
[00:15:00.080 --> 00:15:02.880]  在山上來敬拜這些假神
[00:15:02.880 --> 00:15:06.880]  然後他就把這些假神搬進了皇宮
[00:15:06.880 --> 00:15:10.400]  准許他的妻妾在皇宮裡面敬拜
[00:15:10.400 --> 00:15:12.400]  十一章的八節
[00:15:12.400 --> 00:15:17.520]  他以前只是向耶和華獻祭燒香
[00:15:17.520 --> 00:15:20.960]  現在他居然在宮殿裡面
[00:15:20.960 --> 00:15:23.680]  來敬拜他妻妾的假神
[00:15:23.680 --> 00:15:27.760]  當以色列的王自己也敬拜偶像的時候
[00:15:27.760 --> 00:15:30.720]  他能不能夠成為外邦人的光?
[00:15:30.720 --> 00:15:32.240]  他不能夠
[00:15:32.240 --> 00:15:37.840]  所羅門敬拜的是甚麼偶像呢?
[00:15:37.840 --> 00:15:40.000]  聖經有說得很清楚
[00:15:40.000 --> 00:15:41.840]  有摩洛神
[00:15:41.840 --> 00:15:44.880]  就是亞門人所敬拜的神
[00:15:44.880 --> 00:15:48.720]  他們敬拜摩洛神的時候很殘忍
[00:15:48.720 --> 00:15:52.080]  甚至那些人會將自己的子女
[00:15:52.080 --> 00:15:53.840]  那些嬰兒殺死
[00:15:53.840 --> 00:15:56.080]  來獻給摩洛神
[00:15:56.080 --> 00:16:00.160]  這些行為是神所憎惡的行為
[00:16:00.160 --> 00:16:02.640]  還有就是基末
[00:16:02.640 --> 00:16:06.320]  基末就是摩納人的主神
[00:16:06.320 --> 00:16:09.680]  無論是亞門人還是摩納人
[00:16:09.680 --> 00:16:13.760]  都是亞伯拉罕的侄子羅德的後人
[00:16:13.760 --> 00:16:17.200]  在《創世紀》的十九章告訴我們
[00:16:17.200 --> 00:16:19.680]  所羅門還敬拜甚麼偶像呢?
[00:16:19.680 --> 00:16:22.960]  阿斯他祿的女神
[00:16:22.960 --> 00:16:27.600]  這個神是推羅和西頓人所敬拜
[00:16:27.600 --> 00:16:29.680]  是一個新玉的女神
[00:16:29.680 --> 00:16:32.880]  所以當他們敬拜阿斯他祿的時候
[00:16:32.880 --> 00:16:35.200]  無論男女在廟裡面
[00:16:35.200 --> 00:16:37.840]  就會和廟祭來行人
[00:16:37.840 --> 00:16:40.160]  因為這是一個新玉的女神
[00:16:40.160 --> 00:16:44.400]  這些行為是神所憎惡的行為
[00:16:44.400 --> 00:16:50.400]  這個阿斯他祿也是巴比倫人所敬拜的女神
[00:16:50.400 --> 00:16:52.800]  我講完了第一點
[00:16:52.800 --> 00:16:56.640]  就是所羅門沒有服從道神的話語
[00:16:56.640 --> 00:17:01.040]  第二點就是他沒有聽到神的勸告
[00:17:01.040 --> 00:17:03.920]  其實所羅門剛剛生出來的時候
[00:17:03.920 --> 00:17:05.360]  神很愛他
[00:17:05.360 --> 00:17:09.040]  透過拿丹仙芝給了他一個很特別的名字
[00:17:09.040 --> 00:17:11.520]  就是耶底底亞
[00:17:11.520 --> 00:17:12.640]  甚麼意思呢?
[00:17:12.640 --> 00:17:14.720]  就是神所愛
[00:17:14.720 --> 00:17:17.600]  但是現在經文告訴我們
[00:17:17.600 --> 00:17:20.400]  神向所羅門發怒
[00:17:20.400 --> 00:17:23.920]  因為他的心轉離了神
[00:17:23.920 --> 00:17:28.080]  所羅門違背了神賜給他的智慧
[00:17:28.080 --> 00:17:31.440]  忽視了神給他的亮光
[00:17:31.440 --> 00:17:35.760]  其實神給所羅門一個爸爸大衛
[00:17:35.760 --> 00:17:38.480]  雖然大衛不是完美的人
[00:17:38.480 --> 00:17:41.040]  但是大衛是一個忠於神的人
[00:17:41.040 --> 00:17:44.320]  這一點所羅門能夠看得到
[00:17:44.320 --> 00:17:47.600]  大衛也曾經為所羅門禱告
[00:17:47.600 --> 00:17:50.320]  鼓勵他遵行神的旨意
[00:17:50.320 --> 00:17:53.840]  鼓勵他來建聖殿
[00:17:53.840 --> 00:17:58.160]  神也兩次向所羅門顯現
[00:17:58.160 --> 00:18:02.640]  提醒他神與大衛所納的約
[00:18:02.640 --> 00:18:07.760]  所羅門絕對知道神與以色列人納約
[00:18:07.760 --> 00:18:11.200]  在《新命記》的28-30章
[00:18:11.200 --> 00:18:15.920]  是講到這個文約的條款
[00:18:15.920 --> 00:18:17.040]  也就是說
[00:18:17.040 --> 00:18:19.600]  如果以色列人約了手約的話
[00:18:19.600 --> 00:18:20.800]  神就會捉督
[00:18:20.800 --> 00:18:23.120]  但是如果以色列人違約的話
[00:18:23.120 --> 00:18:26.080]  神就會審判、會詛咒
[00:18:26.080 --> 00:18:29.440]  所以所羅門絕對不能夠推搪
[00:18:29.440 --> 00:18:31.440]  說我不知道這些東西
[00:18:31.440 --> 00:18:32.400]  為什麼?
[00:18:32.400 --> 00:18:35.360]  因為他自己在獻聖殿的時候
[00:18:35.360 --> 00:18:37.920]  他已經提過這些文約
[00:18:37.920 --> 00:18:41.760]  他講到如果以色列人能夠守約
[00:18:41.760 --> 00:18:42.880]  神會祝福
[00:18:42.880 --> 00:18:43.920]  如果違約
[00:18:43.920 --> 00:18:45.600]  神就會詛咒
[00:18:45.600 --> 00:18:50.800]  而他自己就是沒有遵守神的約
[00:18:50.800 --> 00:18:55.200]  我們剛才說神向所羅門來發怒
[00:18:55.200 --> 00:18:59.120]  因為所羅門的心轉離了神
[00:18:59.120 --> 00:19:01.440]  神是看內心的
[00:19:01.440 --> 00:19:04.800]  在《撒慕意上》的16章7節也是這樣說
[00:19:04.800 --> 00:19:07.680]  神是監察內心的
[00:19:07.680 --> 00:19:12.560]  而所羅門自己在《針研》的4章23節
[00:19:12.560 --> 00:19:14.880]  所羅門也勸人要做什麼?
[00:19:14.880 --> 00:19:16.800]  要保守你的心
[00:19:16.800 --> 00:19:20.560]  因為生命的果效是由心發出
[00:19:20.560 --> 00:19:23.200]  我們看到所羅門知道要怎麼做
[00:19:23.200 --> 00:19:26.560]  但是他自己做不到
[00:19:26.560 --> 00:19:29.360]  他的心是遠離了神
[00:19:29.360 --> 00:19:32.720]  其實我們的心真的很重要
[00:19:32.720 --> 00:19:36.080]  我們現在看到Annie Wong姊妹的心出現問題
[00:19:36.080 --> 00:19:38.080]  會影響整個人
[00:19:38.080 --> 00:19:42.400]  心就是將血液泵到我們全身的細胞
