
[00:00:00.000 --> 00:00:05.680]  歡迎每一樣我們在聆聽主的說話
[00:02:18.400 --> 00:02:21.440]  於是在這種情況之下
[00:02:21.440 --> 00:02:25.600]  在獸類當中有一隻動物叫做蝙蝠
[00:02:25.600 --> 00:02:32.080]  這隻蝙蝠看到鳥類在上風之際
[00:02:32.080 --> 00:02:35.840]  如果我能夠成為牠一夥的話
[00:02:35.840 --> 00:02:40.240]  我就可以避免被鳥類攻擊
[00:02:40.240 --> 00:02:42.640]  因為我本身是屬於獸類的
[00:02:42.640 --> 00:02:48.240]  於是牠就去跟鳥類的領袖說
[00:02:48.240 --> 00:02:53.840]  鳥大哥我跟你都是一樣的
[00:02:53.840 --> 00:02:55.920]  我們都是一對翼
[00:02:55.920 --> 00:02:58.640]  我會飛你也會飛
[00:02:58.640 --> 00:03:00.880]  其實我和你們是同類的
[00:03:00.880 --> 00:03:02.080]  我是鳥類
[00:03:02.080 --> 00:03:05.200]  所以不要打我
[00:03:05.200 --> 00:03:08.640]  我和你一起並肩作戰
[00:03:08.640 --> 00:03:10.320]  什麼都答應你
[00:03:10.320 --> 00:03:12.400]  這個世界也是這樣
[00:03:12.400 --> 00:03:14.080]  很多人依附你的時候
[00:03:14.080 --> 00:03:15.360]  什麼都答應你
[00:03:15.360 --> 00:03:17.200]  能不能做到另一回事
[00:03:17.200 --> 00:03:20.480]  鳥類聽見蝙蝠這樣說
[00:03:20.480 --> 00:03:23.200]  其實也半信半疑
[00:03:23.200 --> 00:03:27.760]  不過見到牠真的有一對翼
[00:03:27.760 --> 00:03:28.880]  那就算了
[00:03:28.880 --> 00:03:30.800]  既然你都會飛
[00:03:30.800 --> 00:03:34.320]  不如我們不攻擊你
[00:03:34.320 --> 00:03:37.440]  你和我一起去打這場仗
[00:03:37.440 --> 00:03:47.120]  但誰不知當蝙蝠和鳥類達成協議之後
[00:03:47.120 --> 00:03:52.880]  蝙蝠自此消失無影無蹤
[00:03:52.880 --> 00:03:56.480]  鳥類因為要打這場仗
[00:03:56.480 --> 00:03:57.760]  忙到不堪
[00:03:57.760 --> 00:03:59.920]  所以也不想去追究
[00:03:59.920 --> 00:04:02.880]  究竟這隻蝙蝠去了哪裡
[00:04:02.880 --> 00:04:04.400]  究竟牠會不會真的
[00:04:04.400 --> 00:04:09.200]  應驗牠所答應過的承諾去實踐
[00:04:09.200 --> 00:04:12.400]  但是戰爭是很奇怪的
[00:04:12.400 --> 00:04:15.280]  當打到某個程度的時候
[00:04:15.280 --> 00:04:20.080]  竟然進入了逆轉的階段
[00:04:20.080 --> 00:04:25.680]  鳥類在戰爭中開始被獸類佔勝
[00:04:25.680 --> 00:04:27.520]  牧師你認為是怎樣打的
[00:04:27.520 --> 00:04:28.320]  我不知道
[00:04:28.320 --> 00:04:29.840]  這個故事是講故事的
[00:04:29.840 --> 00:04:31.920]  你不要理會詳細情況
[00:04:31.920 --> 00:04:36.080]  鳥類在這樣的情況下
[00:04:36.080 --> 00:04:38.000]  一路輸
[00:04:38.000 --> 00:04:42.800]  蝙蝠也留意到當時的頭條
[00:04:42.800 --> 00:04:46.560]  既然鳥類輸
[00:04:46.560 --> 00:04:48.560]  如果我和牠一起的話
[00:04:48.560 --> 00:04:53.680]  我的獸類同伴會不會攻擊我
[00:04:53.680 --> 00:04:59.920]  於是蝙蝠馬上走到獸類當中
[00:04:59.920 --> 00:05:02.480]  和獸類的首領說
[00:05:02.480 --> 00:05:04.320]  獸類的首長
[00:05:04.320 --> 00:05:09.280]  其實我和你都是屬於獸類的一份子
[00:05:09.280 --> 00:05:12.320]  獸類的首領說
[00:05:12.320 --> 00:05:15.360]  是嗎?你是什麼獸類?
[00:05:15.360 --> 00:05:18.880]  其實我們蝙蝠是屬於鼠類的動物
[00:05:18.880 --> 00:05:23.360]  我們是和老鼠同一類的動物
[00:05:23.360 --> 00:05:28.000]  所以是屬於獸類的一份子
[00:05:28.000 --> 00:05:30.560]  既然現在在這樣的情況下
[00:05:30.560 --> 00:05:33.760]  我和你都是同一類的
[00:05:33.760 --> 00:05:35.520]  你不要打我
[00:05:35.520 --> 00:05:38.240]  獸類在這樣的情況下
[00:05:38.240 --> 00:05:41.760]  既然你也是獸類的一份子
[00:05:41.760 --> 00:05:43.280]  算了
[00:05:43.280 --> 00:05:44.400]  不要理會了
[00:05:44.400 --> 00:05:45.920]  我們不打你了
[00:05:45.920 --> 00:05:48.240]  繼續打這些鳥類
[00:05:48.240 --> 00:05:50.080]  誰不知
[00:05:50.080 --> 00:05:51.360]  打仗就是這樣
[00:05:51.360 --> 00:05:52.960]  打得久了
[00:05:52.960 --> 00:05:55.680]  大家就捲入戰爭當中
[00:05:55.680 --> 00:05:58.720]  進入膠著的狀態
[00:05:58.720 --> 00:06:01.040]  好像現在的世界
[00:06:01.040 --> 00:06:02.320]  打打打
[00:06:02.320 --> 00:06:03.360]  整天打仗
[00:06:03.360 --> 00:06:05.520]  但打的不完
[00:06:05.520 --> 00:06:06.720]  在這樣的情況下
[00:06:06.720 --> 00:06:09.920]  雙方打得筋疲力盡
[00:06:09.920 --> 00:06:15.840]  鳥類打得腳軟
[00:06:15.840 --> 00:06:20.800]  於是大家就開和談
[00:06:20.800 --> 00:06:22.880]  在和談的時候
[00:06:22.880 --> 00:06:24.240]  他們說
[00:06:24.240 --> 00:06:25.920]  我們自此以後不要再打了
[00:06:25.920 --> 00:06:29.040]  免得大家消耗資源
[00:06:29.040 --> 00:06:30.720]  我們要休養生息
[00:06:30.720 --> 00:06:32.880]  不要再打了
[00:06:32.880 --> 00:06:35.920]  但在這個討論期間
[00:06:35.920 --> 00:06:39.120]  有人提出了一件事
[00:06:39.120 --> 00:06:43.520]  我們記得獸類有一個叫蝙蝠
[00:06:43.520 --> 00:06:45.920]  蝙蝠說是屬於鳥類
[00:06:45.920 --> 00:06:46.800]  其實他不是鳥類
[00:06:46.800 --> 00:06:49.760]  後來他背叛我們
[00:06:49.760 --> 00:06:50.480]  獸類說
[00:06:50.480 --> 00:06:53.360]  不是我們找他來做奸細
[00:06:53.360 --> 00:06:55.200]  不是叫他來背叛
[00:06:55.200 --> 00:06:57.840]  其實他實質上是想走兩邊
[00:06:57.840 --> 00:06:58.880]  討好大家
[00:06:58.880 --> 00:07:01.760]  從中取利
[00:07:01.760 --> 00:07:04.720]  因為這樣的結果
[00:07:04.720 --> 00:07:09.520]  蝙蝠成為了鳥類和獸類
[00:07:09.520 --> 00:07:11.760]  大家針對的對象
[00:07:11.760 --> 00:07:14.800]  也藉此將蝙蝠
[00:07:14.800 --> 00:07:19.200]  摒除在鳥類和獸類之間
[00:07:19.200 --> 00:07:22.160]  蝙蝠兩面不是
[00:07:22.160 --> 00:07:25.360]  這個故事正好描述到
[00:07:25.360 --> 00:07:29.520]  今天很多人的心態
[00:07:29.520 --> 00:07:31.200]  一般人有這種心態
[00:07:31.200 --> 00:07:32.400]  我認為並不奇怪
[00:07:32.400 --> 00:07:33.920]  我不是認同
[00:07:33.920 --> 00:07:38.400]  不過如果是教會的信徒
[00:07:38.400 --> 00:07:40.720]  這就成為一個很大的問題
[00:07:40.720 --> 00:07:46.320]  今天不少在教會中活躍的信徒
[00:07:46.320 --> 00:07:47.200]  或者教徒
[00:07:47.200 --> 00:07:49.680]  我喜歡形容這一批人
[00:07:49.680 --> 00:07:53.440]  他們的表現、心態、屬靈狀況
[00:07:53.440 --> 00:07:56.800]  其實和蝙蝠的心理狀態
[00:07:56.800 --> 00:07:59.760]  是毫無分別的
[00:07:59.760 --> 00:08:02.080]  一方面說自己是神的子民
[00:08:02.080 --> 00:08:05.280]  於是在教會中屬於教會的一份子
[00:08:05.280 --> 00:08:06.720]  屬於上帝的一份子
[00:08:06.720 --> 00:08:12.320]  於是上帝的拯救他也有份
[00:08:12.320 --> 00:08:16.640]  但是當你看見他的口又這樣說
[00:08:16.640 --> 00:08:19.760]  他表現甚至在教會裡做很多
[00:08:19.760 --> 00:08:24.240]  像基督徒、教徒一樣的活動的時候
[00:08:24.240 --> 00:08:28.080]  其實心裡對於上帝
[00:08:28.080 --> 00:08:31.920]  是不是真的相信呢?
[00:08:31.920 --> 00:08:33.360]  往往我們看到的就是
[00:08:33.360 --> 00:08:35.680]  他們進入到教會群體當中
[00:08:35.680 --> 00:08:38.000]  其實是嘗試在教會群體當中
[00:08:38.000 --> 00:08:42.320]  去得到從這個群體所提供的好處
[00:08:42.320 --> 00:08:44.560]  無論是實質的物質好處
[00:08:44.560 --> 00:08:47.920]  或者心靈上的好處
[00:08:47.920 --> 00:08:49.360]  我在教會這麼多年裡
[00:08:49.360 --> 00:08:51.440]  我見過一些人士
[00:08:51.440 --> 00:08:54.720]  甚至在教會當中說是信徒的一份子
[00:08:54.720 --> 00:08:56.400]  但是接著怎麼樣呢?
[00:08:56.400 --> 00:09:00.160]  他就在教會裡裝作可憐
[00:09:00.160 --> 00:09:02.400]  於是大兄姐妹又有愛心
[00:09:02.400 --> 00:09:05.120]  有時我又不能夠不說
[00:09:05.120 --> 00:09:06.640]  不過說了一些大兄姐妹
[00:09:06.640 --> 00:09:09.360]  又以為牧師你沒有愛心
[00:09:09.360 --> 00:09:12.080]  明知道那個人是欺詐大家
[00:09:12.080 --> 00:09:13.680]  大兄姐的愛心
[00:09:13.680 --> 00:09:18.720]  來接待他、款待他
[00:09:18.720 --> 00:09:20.320]  在這樣的情況下
[00:09:20.320 --> 00:09:25.360]  這些人什麼時候表現出他的真相呢?
[00:09:25.360 --> 00:09:31.120]  就是當教會需要他真的有投入
[00:09:31.120 --> 00:09:34.320]  有認真的付出的時候
[00:09:34.320 --> 00:09:38.160]  他就表現出我不會和你一起了
[00:09:38.160 --> 00:09:41.520]  所以這個人通常往往在教會有事的時候
[00:09:41.520 --> 00:09:43.120]  就會銷聲匿跡
[00:09:43.120 --> 00:09:45.520]  隱藏了不知道去了哪裡
[00:09:45.520 --> 00:09:49.120]  而這種思想正正就好像蝙蝠一樣
[00:09:49.120 --> 00:09:51.840]  他有利益的時候會黏著你
[00:09:51.840 --> 00:09:53.600]  沒有利益的時候他就消失
[00:09:53.600 --> 00:09:55.120]  得無影無蹤
[00:09:55.120 --> 00:09:57.680]  今天我們看這段聖經
[00:09:57.680 --> 00:10:04.960]  其實就反映一種反反覆覆的靈性狀態
[00:10:04.960 --> 00:10:07.920]  很多信徒表面好像很真
[00:10:07.920 --> 00:10:10.560]  教徒表面很真誠
[00:10:10.560 --> 00:10:14.480]  但實質上其實他的靈性上
[00:10:14.480 --> 00:10:18.160]  是不是真的完全投靠在上主裡面呢?
[00:10:18.160 --> 00:10:20.320]  在今天我們所看的這段經文
[00:10:20.320 --> 00:10:24.560]  談及到一個人物叫做尼布甲尼撒王
[00:10:24.560 --> 00:10:29.200]  這個王好像認識了耶和華神
[00:10:29.200 --> 00:10:32.000]  甚至讚美耶和華神
[00:10:32.000 --> 00:10:34.000]  或者用聖經所說
[00:10:34.000 --> 00:10:39.920]  他讚美萬王之王萬神之神
[00:10:39.920 --> 00:10:43.920]  但是他的靈性是不是真的相信他呢?
[00:10:43.920 --> 00:10:47.200]  所以今天我給了一個講題
[00:10:47.200 --> 00:10:48.240]  這段聖經叫做
[00:10:48.240 --> 00:10:50.240]  表面好像風光
[00:10:50.240 --> 00:10:54.960]  但卻靈性反覆的一個崇拜者
[00:10:54.960 --> 00:10:59.760]  今天很多信徒會不會都是這樣的現象呢?
[00:10:59.760 --> 00:11:03.600]  而我也是其中一個這樣的人物
[00:11:03.600 --> 00:11:06.160]  在教會裡面好像很敬虔
[00:11:06.160 --> 00:11:10.000]  但實質上其實你的靈性是反反覆覆
[00:11:10.000 --> 00:11:12.560]  而這種反反覆覆要反映出
[00:11:12.560 --> 00:11:14.400]  你是不是真的相信上帝
[00:11:14.400 --> 00:11:17.520]  我們一起去看看這段聖經說些什麼
[00:11:17.520 --> 00:11:21.040]  我們一起再次打開這段聖經讀一次
[00:11:21.040 --> 00:11:23.280]  剛才Karen跟我說
[00:11:23.280 --> 00:11:25.120]  牧師的字很深
[00:11:25.120 --> 00:11:27.120]  對呀,字真的很深
[00:11:27.120 --> 00:11:28.400]  很少用嘛
[00:11:28.400 --> 00:11:30.400]  我們一起去讀一下
[00:11:30.400 --> 00:11:35.360]  熟悉一下聖經的用字用詞
[00:11:35.360 --> 00:11:38.960]  最重要是明白聖經的內文說些什麼
[00:11:38.960 --> 00:11:41.600]  我們一起打開但爾地書第三章
[00:11:41.600 --> 00:11:46.160]  從第一節讀到第七節
[00:11:46.160 --> 00:11:51.920]  尼布甲尼撒王造了一個金像
[00:11:51.920 --> 00:11:55.440]  高六十爪寬六爪
[00:11:55.440 --> 00:11:59.600]  立在巴比倫省杜拉平原
[00:11:59.600 --> 00:12:04.000]  尼布甲尼撒王差人張總督
[00:12:04.000 --> 00:12:06.560]  欽差巡撫
[00:12:06.560 --> 00:12:09.200]  烈師凡師
[00:12:09.200 --> 00:12:15.360]  謀士法官和各省的官員都召了來
[00:12:15.360 --> 00:12:21.760]  為尼布甲尼撒王所立的像行開光之禮
[00:12:21.760 --> 00:12:28.800]  於是總督、欽差、巡撫、烈師、凡師、
[00:12:28.800 --> 00:12:35.600]  謀士、法官和各省的官員都聚集了來
[00:12:35.600 --> 00:12:42.240]  要為尼布甲尼撒王所立的像行開光之禮
[00:12:42.240 --> 00:12:47.360]  就站在尼布甲尼撒王所立的像前
[00:12:47.360 --> 00:12:51.440]  那時傳令的大聲呼叫說
[00:12:51.440 --> 00:12:55.840]  「各國、各族的人哪
[00:12:55.840 --> 00:12:58.400]  有令傳語你們
[00:12:58.400 --> 00:13:04.240]  你們一聽見國、德、琵琶、琴、
[00:13:04.240 --> 00:13:08.720]  塞、薪和各樣樂器的聲音
[00:13:08.720 --> 00:13:15.120]  就當俯伏敬拜尼布甲尼撒王所立的金像
[00:13:15.120 --> 00:13:17.760]  凡不俯伏敬拜的
[00:13:17.760 --> 00:13:21.680]  立時正在烈火的搖鐘
[00:13:21.680 --> 00:13:27.040]  因此各方各國、各族的人民
[00:13:27.040 --> 00:13:31.840]  一聽見國、德、琵琶、琴、
[00:13:31.840 --> 00:13:35.600]  薪和各樣樂器的聲音
[00:13:35.600 --> 00:13:41.760]  就當俯伏敬拜尼布甲尼撒王所立的金像」
[00:13:41.760 --> 00:13:44.000]  到這裏
[00:13:44.000 --> 00:13:46.560]  其實還有一段聖經
[00:13:46.560 --> 00:13:50.080]  在第28至30節
[00:13:50.080 --> 00:13:52.800]  請留意我讀給大家聽
[00:13:52.800 --> 00:13:56.000]  尼布甲尼撒說
[00:13:56.000 --> 00:14:02.800]  「撒德拉米薩阿伯尼哥的神是應當稱頌的
[00:14:02.800 --> 00:14:07.760]  他差遣使者救護依靠他的僕人
[00:14:07.760 --> 00:14:10.320]  他們不遵皇命
[00:14:10.320 --> 00:14:12.240]  捨去己身
[00:14:12.240 --> 00:14:17.440]  在他們臣以外不肯侍奉敬拜別臣
[00:14:17.440 --> 00:14:20.160]  現在我降旨
[00:14:20.160 --> 00:14:25.040]  無論何方、何國、何族的人
[00:14:25.040 --> 00:14:31.200]  放讀撒德拉米薩阿伯尼哥之神的
[00:14:31.200 --> 00:14:33.200]  必備靈慈
[00:14:33.200 --> 00:14:36.320]  他的房屋必成糞堆
[00:14:36.320 --> 00:14:41.280]  因為沒有別臣能這樣施行拯救
[00:14:41.280 --> 00:14:44.160]  那時王在巴比倫省
[00:14:44.160 --> 00:14:48.880]  高聲了撒德拉米薩阿伯尼哥」
[00:14:48.880 --> 00:14:52.800]  在前文裏說了些甚麼呢?
[00:14:52.800 --> 00:14:55.280]  大約是說有關於
[00:14:55.600 --> 00:15:00.240]  當時但義理為了解夢
[00:15:00.240 --> 00:15:06.160]  得到了尼布甲尼撒王的厚待
[00:15:06.160 --> 00:15:08.880]  獎賞他很多東西
[00:15:08.880 --> 00:15:12.400]  但義理沒有因為自己
[00:15:12.400 --> 00:15:17.200]  可以解說到尼布甲尼撒王的夢
[00:15:17.200 --> 00:15:21.200]  於是他獨攬所有大權
[00:15:21.200 --> 00:15:24.160]  相反他邀請了
[00:15:24.160 --> 00:15:27.520]  或者懇求尼布甲尼撒王
[00:15:27.520 --> 00:15:30.240]  能夠應允他的要求
[00:15:30.240 --> 00:15:36.240]  就是將同時間在解釋夢的過程裏
[00:15:36.240 --> 00:15:38.880]  同工的三位人士
[00:15:38.880 --> 00:15:42.480]  就是撒德拉米薩阿伯尼哥
[00:15:42.480 --> 00:15:46.800]  同樣將他們的功勞
[00:15:46.800 --> 00:15:50.240]  一併歸入去得到獎賞
[00:15:50.240 --> 00:15:53.360]  於是懇求尼布甲尼撒王
[00:15:53.360 --> 00:15:57.840]  將巴比倫省的管理權
[00:15:57.840 --> 00:16:01.040]  交給這三位人士
[00:16:01.040 --> 00:16:03.520]  讓他們成為當時的
[00:16:03.520 --> 00:16:09.440]  我們稱之為總督或任差的一位
[00:16:09.440 --> 00:16:12.080]  從那段經文裏我們看到
[00:16:12.080 --> 00:16:14.800]  但義理整個侍奉
[00:16:14.800 --> 00:16:17.920]  一方面充分表現出他對上帝的相信
[00:16:17.920 --> 00:16:21.040]  但同時間他也避免了
[00:16:21.040 --> 00:16:24.800]  自己有一個成功的侍奉結果
[00:16:24.800 --> 00:16:28.400]  或者成功的工作結果
[00:16:28.400 --> 00:16:33.600]  然後利用成為自己在一個群體當中
[00:16:33.600 --> 00:16:38.640]  獨得利益的收受者
[00:16:38.640 --> 00:16:41.040]  他願意在一個團隊當中
[00:16:41.040 --> 00:16:42.960]  一起參與的
[00:16:42.960 --> 00:16:45.040]  都可以在這個團隊繼續
[00:16:45.040 --> 00:16:46.640]  用一個不同的身份
[00:16:46.640 --> 00:16:51.440]  來侍奉這位他們所相信的自告神
[00:16:51.440 --> 00:16:54.400]  這一點也是為何今個月
[00:16:54.400 --> 00:16:57.040]  我們的代討的重點
[00:16:57.040 --> 00:16:59.440]  如果大家看回程序表的代討重點
[00:16:59.440 --> 00:17:01.680]  這個月的代討重點
[00:17:01.680 --> 00:17:06.480]  是談及到有關於我們要有智慧和勇氣
[00:17:06.480 --> 00:17:08.960]  去承擔主委託給我們
[00:17:08.960 --> 00:17:12.720]  多個在這個世界上的角色
[00:17:12.720 --> 00:17:16.080]  我們每一個人不只是做一樣東西
[00:17:16.080 --> 00:17:18.080]  當然我們有基督徒
[00:17:18.080 --> 00:17:20.080]  但我們可能是別人的爸爸
[00:17:20.080 --> 00:17:23.120]  我們可能是別人的媽媽
[00:17:23.120 --> 00:17:27.360]  可能是別人的妻子 丈夫
[00:17:27.360 --> 00:17:31.440]  我可以在公司裏面做一個職員
[00:17:31.440 --> 00:17:34.960]  或者做一個上司 決策者
[00:17:34.960 --> 00:17:37.840]  這個角色對於基督徒來講
[00:17:37.840 --> 00:17:41.440]  是上帝容許了我們存在在那個空間
[00:17:41.440 --> 00:17:43.600]  不是我們自己搶回來
[00:17:43.600 --> 00:17:46.160]  不是我們自己去謀回來的
[00:17:46.160 --> 00:17:49.200]  好像達爾利一樣
[00:17:49.200 --> 00:17:50.240]  不是他自己去謀回來的
[00:17:50.240 --> 00:17:52.240]  他只是按照上帝給他的能力
[00:17:52.240 --> 00:17:55.920]  去將利布加尼沙皇忘記的夢
[00:17:55.920 --> 00:17:57.440]  講回那個夢的內容
[00:17:57.440 --> 00:18:01.840]  也將那個夢的意義解說給利布加尼沙皇
[00:18:01.840 --> 00:18:09.520]  他這份能夠避免自己陷在這種成功了的侍奉
[00:18:09.520 --> 00:18:11.840]  是我們值得去學習的
[00:18:11.840 --> 00:18:13.840]  這是上文所說的
[00:18:13.840 --> 00:18:16.640]  但來到這段聖經裏面
[00:18:16.640 --> 00:18:19.440]  更進一步去推進到
[00:18:19.440 --> 00:18:21.440]  讓我們看到
[00:18:21.440 --> 00:18:24.640]  當我們面對這個世界的時候
[00:18:24.640 --> 00:18:29.440]  我們說要在這個多重角色裏面的侍奉
[00:18:29.440 --> 00:18:35.600]  我們發現到原來人的靈性是很顛覆的
[00:18:35.600 --> 00:18:37.600]  或者很反覆的
[00:18:37.600 --> 00:18:40.080]  特別我們作為目者的或者弟兄姊妹
[00:18:40.080 --> 00:18:42.640]  都會留意到為什麼有時候在教會裏面
[00:18:42.640 --> 00:18:45.840]  有些信徒突然間不回教會呢
[00:18:45.840 --> 00:18:49.840]  如果他真的相信主的
[00:18:49.840 --> 00:18:53.840]  是什麼原因使他會有這樣的表現呢
[00:18:53.840 --> 00:18:58.640]  今天我們透過這段聖經去看
[00:18:58.640 --> 00:19:01.840]  透視一下聖經的教導
[00:19:01.840 --> 00:19:05.840]  作為一個好像在追求上帝
[00:19:05.840 --> 00:19:11.840]  可以說是認識了這位創造上主
[00:19:11.840 --> 00:19:14.800]  他的心路歷程是怎樣呢
[00:19:14.800 --> 00:19:17.600]  是否真的相信還是不相信呢
[00:19:17.600 --> 00:19:21.840]  在這個過程中我們如何去面對這些人呢
[00:19:21.840 --> 00:19:23.840]  我們一起去看看吧
[00:19:23.840 --> 00:19:29.840]  第一部分我們看這段聖經的第一至第三節
[00:19:29.840 --> 00:19:31.840]  我給他一個副題
[00:19:31.840 --> 00:19:37.840]  原來認識神和相信神之間是一個距離
[00:19:37.840 --> 00:19:39.840]  有一個距離
[00:19:39.840 --> 00:19:43.840]  有人只知道上帝
[00:19:43.840 --> 00:19:47.840]  而他們相信上帝
[00:19:47.840 --> 00:19:49.840]  這裏有一個距離
[00:19:49.840 --> 00:19:51.840]  我們一起看看這三節說什麼
[00:19:51.840 --> 00:19:53.840]  他這麼說
[00:19:53.840 --> 00:19:57.840]  尼普加利薩王造了一個金像高六十爪闊六爪
[00:19:57.840 --> 00:20:00.840]  立在巴比倫杜拉平原
[00:20:00.840 --> 00:20:03.840]  尼普加利薩王差人將總督
[00:20:03.840 --> 00:20:11.840]  欽差巡撫 聶司 凡司 謀事 法官和各省官員都召了來
[00:20:11.840 --> 00:20:15.840]  為尼普加利薩王所立的像行開光之禮
[00:20:15.840 --> 00:20:22.840]  於是總督 欽差巡撫 聶司 凡司 謀事 法官和各省官員都聚集了來
[00:20:22.840 --> 00:20:32.840]  要為尼普加利薩王所立的像行開光之禮
[00:20:32.840 --> 00:20:37.840]  就站在尼普加利薩王所立的像前
[00:20:37.840 --> 00:20:42.840]  這段聖經好像很重複 湧整
[00:20:42.840 --> 00:20:45.840]  有些字眼可以飛了
[00:20:45.840 --> 00:20:51.840]  特別是去到第三節那批人的官職名稱
[00:20:51.840 --> 00:20:54.840]  應該可以飛了
[00:20:54.840 --> 00:20:56.840]  為什麼作者要這麼詳細記載呢
[00:20:56.840 --> 00:20:58.840]  我們逐一去看一看
[00:20:58.840 --> 00:21:04.840]  我們在第二章裏面 尤其是第46和第47節
[00:21:04.840 --> 00:21:09.840]  我們再回去看一看第二章46至47節
[00:21:09.840 --> 00:21:36.840]  (國語)
[00:21:36.840 --> 00:21:41.840]  單從這句話裏面 基督徒就會很興奮
[00:21:41.840 --> 00:21:45.840]  認識了上帝了
[00:21:45.840 --> 00:21:49.840]  一個原本不信上帝的尼普加利薩王
[00:21:49.840 --> 00:21:54.840]  經過了這件事 他好像高舉耶和華神
[00:21:54.840 --> 00:21:57.840]  一般是這樣想的 很開心
[00:21:57.840 --> 00:22:06.840]  但其實這位尼普加利薩王是否真的信耶和華神呢
[00:22:06.840 --> 00:22:13.840]  一個人認識不代表一個人是信那個人
[00:22:13.840 --> 00:22:20.840]  當然在聖經裏面認識這個字有一個意義
[00:22:20.840 --> 00:22:22.840]  就是你完全投靠
[00:22:22.840 --> 00:22:27.840]  尼普加利薩王表現出認識耶和華神
[00:22:27.840 --> 00:22:30.840]  但他是不是真的相信耶和華神投入了
[00:22:30.840 --> 00:22:37.840]  給這位剛剛宣告萬神之神 萬王之王的神呢
[00:22:37.840 --> 00:22:39.840]  原來不是
[00:22:39.840 --> 00:22:43.840]  他做了這件事 告訴我們
[00:22:43.840 --> 00:22:47.840]  尼普加利薩王做了一個金像
[00:22:47.840 --> 00:22:51.840]  我們先看看這個金像的尺寸
[00:22:51.840 --> 00:22:54.840]  尺寸是高60肘和闊6肘
[00:22:54.840 --> 00:22:56.840]  一肘大約是多少呢
[00:22:56.840 --> 00:23:01.840]  一肘即是一個人的手臂 由指尖到手肘裏面
[00:23:01.840 --> 00:23:05.840]  有空回家就用尺量度一下
[00:23:05.840 --> 00:23:09.840]  不過根據傳統應該是18寸
[00:23:09.840 --> 00:23:12.840]  18寸就是一肘
[00:23:12.840 --> 00:23:17.840]  以前的人為何要用這樣的尺寸量度呢
[00:23:17.840 --> 00:23:30.840]  最主要原因是因為很多時候他們的建築是以人的身形來決定怎樣去設計空間
[00:23:30.840 --> 00:23:34.840]  最簡單就是用人的體型
[00:23:34.840 --> 00:23:37.840]  人的體型最簡單最直接最方便量度
[00:23:37.840 --> 00:23:40.840]  你沒有用腳量度的 你量不到的
[00:23:40.840 --> 00:23:42.840]  最好就是用手掌
[00:23:42.840 --> 00:23:47.840]  一肘由指尖到手肘18寸
[00:23:47.840 --> 00:23:49.840]  既然18寸是一肘
