
[00:00:00.000 --> 00:00:04.000]  我們開始吧
[00:02:41.000 --> 00:02:44.000]  是近似奧古斯丁
[00:02:44.000 --> 00:02:46.000]  我開始的時候
[00:02:46.000 --> 00:02:54.000]  透過西方的文學和歷史的反省
[00:02:54.000 --> 00:02:58.000]  來講出西方文化的危機
[00:02:58.000 --> 00:03:00.000]  什麼意思呢
[00:03:00.000 --> 00:03:02.000]  在西方你們知道
[00:03:02.000 --> 00:03:13.000]  由17世紀一直到19世紀末20世紀初
[00:03:13.000 --> 00:03:18.000]  整個西方的歷史觀都是直線的
[00:03:18.000 --> 00:03:20.000]  因為受奧古斯丁的影響
[00:03:20.000 --> 00:03:22.000]  直線的歷史觀
[00:03:22.000 --> 00:03:25.000]  但是去到20世紀初的時候
[00:03:25.000 --> 00:03:27.000]  突然之間
[00:03:27.000 --> 00:03:30.000]  很多歷史學家
[00:03:30.000 --> 00:03:32.000]  把他們的歷史觀
[00:03:32.000 --> 00:03:34.000]  變成了一個循環的歷史觀
[00:03:34.000 --> 00:03:35.000]  換句話來說
[00:03:35.000 --> 00:03:37.000]  一個民族一個國家
[00:03:37.000 --> 00:03:39.000]  一個文化
[00:03:39.000 --> 00:03:41.000]  它是會經過
[00:03:41.000 --> 00:03:44.000]  出生成長
[00:03:44.000 --> 00:03:48.000]  興盛衰老死亡
[00:03:48.000 --> 00:03:50.000]  換句話來說
[00:03:50.000 --> 00:03:54.000]  當他們用這樣的規則來看西方文化的時候
[00:03:54.000 --> 00:03:56.000]  西方文化
[00:03:56.000 --> 00:03:58.000]  是被看為
[00:03:58.000 --> 00:04:00.000]  曾經興盛過
[00:04:00.000 --> 00:04:02.000]  但是現在步向死亡的一個文化
[00:04:02.000 --> 00:04:04.000]  那表示什麼呢
[00:04:04.000 --> 00:04:06.000]  是表示一個
[00:04:06.000 --> 00:04:10.000]  極度尖銳的一個危機意識
[00:04:10.000 --> 00:04:12.000]  如果只有一個傻子這樣想
[00:04:12.000 --> 00:04:14.000]  沒問題
[00:04:14.000 --> 00:04:16.000]  但是如果一連串
[00:04:16.000 --> 00:04:18.000]  由史匹諾沙
[00:04:18.000 --> 00:04:20.000]  Spengler
[00:04:20.000 --> 00:04:22.000]  他的The decline of the west
[00:04:22.000 --> 00:04:24.000]  就是西方的沒落
[00:04:24.000 --> 00:04:26.000]  到什麼呢
[00:04:26.000 --> 00:04:28.000]  就是我剛才提到的
[00:04:28.000 --> 00:04:30.000]  Christopher Dawson
[00:04:30.000 --> 00:04:32.000]  Christopher Dawson當然不是那麼強烈
[00:04:32.000 --> 00:04:34.000]  到哪裡呢
[00:04:34.000 --> 00:04:36.000]  到一個叫做Walter Schubert
[00:04:36.000 --> 00:04:38.000]  你們可能沒聽過
[00:04:38.000 --> 00:04:40.000]  Arnold Toynbee
[00:04:40.000 --> 00:04:42.000]  你們聽過了
[00:04:42.000 --> 00:04:44.000]  還有Sorokin
[00:04:44.000 --> 00:04:46.000]  還有好幾個
[00:04:46.000 --> 00:04:48.000]  一些這樣的歷史學家
[00:04:48.000 --> 00:04:50.000]  他們全部都是
[00:04:50.000 --> 00:04:52.000]  Cyclical的
[00:04:52.000 --> 00:04:54.000]  這個是什麼呢
[00:04:54.000 --> 00:04:56.000]  是西方
[00:04:56.000 --> 00:04:58.000]  二十世紀獨有的
[00:04:58.000 --> 00:05:00.000]  在整個西方的歷史裡面
[00:05:00.000 --> 00:05:02.000]  從來沒有這個現象出現
[00:05:02.000 --> 00:05:04.000]  突然間會出現你會怎麼問
[00:05:04.000 --> 00:05:06.000]  為什麼呢
[00:05:06.000 --> 00:05:08.000]  那裡背後其實有一個很強烈的文化危機
[00:05:08.000 --> 00:05:10.000]  糟了
[00:05:10.000 --> 00:05:12.000]  整個西方文化崩潰了
[00:05:12.000 --> 00:05:14.000]  整個西方文化玩完了
[00:05:14.000 --> 00:05:16.000]  不單止這樣
[00:05:16.000 --> 00:05:18.000]  你回去看他的文學
[00:05:18.000 --> 00:05:20.000]  剛才那個宏觀
[00:05:20.000 --> 00:05:22.000]  歷史是宏觀的
[00:05:22.000 --> 00:05:24.000]  文學就微觀
[00:05:24.000 --> 00:05:26.000]  文學就說我社會的狀態是怎麼樣的呢
[00:05:26.000 --> 00:05:28.000]  以至於我這個個人
[00:05:28.000 --> 00:05:30.000]  在這裡會經歷那麼慘呢
[00:05:30.000 --> 00:05:32.000]  你一去
[00:05:32.000 --> 00:05:34.000]  走去看
[00:05:34.000 --> 00:05:36.000]  西方的文學的時候
[00:05:36.000 --> 00:05:38.000]  由十九世紀末
[00:05:38.000 --> 00:05:40.000]  一直到二十世紀的
[00:05:40.000 --> 00:05:42.000]  七零年代八零年代
[00:05:42.000 --> 00:05:46.000]  大部分的文學家
[00:05:46.000 --> 00:05:48.000]  悲觀到不得了
[00:05:48.000 --> 00:05:50.000]  1962年
[00:05:50.000 --> 00:05:52.000]  在Cambridge
[00:05:52.000 --> 00:05:54.000]  有一個lecture series
[00:05:54.000 --> 00:05:56.000]  這個lecture series叫做
[00:05:56.000 --> 00:05:58.000]  Two Cultures
[00:05:58.000 --> 00:06:00.000]  由一個文學家
[00:06:00.000 --> 00:06:02.000]  叫做C.P. Snow
[00:06:02.000 --> 00:06:04.000]  主講的
[00:06:04.000 --> 00:06:06.000]  這個文學家說什麼呢
[00:06:06.000 --> 00:06:08.000]  西方真的奇怪
[00:06:08.000 --> 00:06:10.000]  有兩種文化
[00:06:10.000 --> 00:06:12.000]  一種文化是樂觀到不得了的
[00:06:12.000 --> 00:06:14.000]  就是科學家
[00:06:14.000 --> 00:06:16.000]  科學萬能
[00:06:16.000 --> 00:06:18.000]  科學會為我們剃做最美好的將來
[00:06:18.000 --> 00:06:20.000]  就快要出現了
[00:06:20.000 --> 00:06:22.000]  叫做Jam for Tomorrow
[00:06:22.000 --> 00:06:24.000]  Jam for Tomorrow
[00:06:24.000 --> 00:06:26.000]  明天就有更好的
[00:06:26.000 --> 00:06:28.000]  更好的
[00:06:28.000 --> 00:06:30.000]  更好的
[00:06:30.000 --> 00:06:32.000]  那些叫做什麼呢
[00:06:32.000 --> 00:06:34.000]  什麼杖啊
[00:06:34.000 --> 00:06:36.000]  果杖啊
[00:06:36.000 --> 00:06:38.000]  那些科學家是這樣看的
[00:06:38.000 --> 00:06:40.000]  但是你一去看這些文學家
[00:06:40.000 --> 00:06:42.000]  哇 個個都
[00:06:42.000 --> 00:06:44.000]  都喊苦喊忽
[00:06:44.000 --> 00:06:46.000]  不單止喊苦喊忽
[00:06:46.000 --> 00:06:48.000]  是
[00:06:48.000 --> 00:06:50.000]  是
[00:06:50.000 --> 00:06:52.000]  要面臨
[00:06:52.000 --> 00:06:54.000]  面臨虛空
[00:06:54.000 --> 00:06:56.000]  面臨死亡
[00:06:56.000 --> 00:06:58.000]  直接是
[00:06:58.000 --> 00:07:00.000]  陷入一種很極度的悲觀狀態
[00:07:00.000 --> 00:07:02.000]  由小說
[00:07:02.000 --> 00:07:04.000]  到詩
[00:07:04.000 --> 00:07:06.000]  為什麼會這樣呢
[00:07:06.000 --> 00:07:08.000]  那裡反映什麼呢
[00:07:08.000 --> 00:07:10.000]  那裡反映那些人一想起西方文化的時候
[00:07:10.000 --> 00:07:12.000]  他們就
[00:07:12.000 --> 00:07:14.000]  發現
[00:07:14.000 --> 00:07:16.000]  西方文化在崩潰
[00:07:16.000 --> 00:07:18.000]  如果你看1921年
[00:07:18.000 --> 00:07:20.000]  T.S. Eliot所寫的The Wasteland
[00:07:20.000 --> 00:07:22.000]  很厲害
[00:07:22.000 --> 00:07:24.000]  很精彩的
[00:07:24.000 --> 00:07:26.000]  你想想1921年的英國
[00:07:26.000 --> 00:07:28.000]  1921年的英國
[00:07:28.000 --> 00:07:30.000]  太烏斯河
[00:07:30.000 --> 00:07:32.000]  在我們的想象裡面
[00:07:32.000 --> 00:07:34.000]  還是什麼呢
[00:07:34.000 --> 00:07:36.000]  河畔仙子在玩的
[00:07:36.000 --> 00:07:38.000]  是不是
[00:07:38.000 --> 00:07:40.000]  還是很美的
[00:07:40.000 --> 00:07:42.000]  但是當時
[00:07:42.000 --> 00:07:44.000]  The Wasteland裡面
[00:07:44.000 --> 00:07:46.000]  寫一段Times河
[00:07:46.000 --> 00:07:48.000]  他已經在說Times河
[00:07:48.000 --> 00:07:50.000]  現在在出汗
[00:07:50.000 --> 00:07:52.000]  出的是什麼呢
[00:07:52.000 --> 00:07:54.000]  那些是他有的汗
[00:07:54.000 --> 00:07:56.000]  Sweat tar
[00:07:56.000 --> 00:07:58.000]  Times河
[00:07:58.000 --> 00:08:00.000]  換句話說是在說pollution
[00:08:00.000 --> 00:08:02.000]  裡面浮滿著瓶子
[00:08:02.000 --> 00:08:04.000]  膠瓶
[00:08:04.000 --> 00:08:06.000]  煙頭
[00:08:06.000 --> 00:08:08.000]  一片的
[00:08:08.000 --> 00:08:10.000]  那些
[00:08:10.000 --> 00:08:12.000]  就是那個
[00:08:12.000 --> 00:08:14.000]  pollution
[00:08:14.000 --> 00:08:16.000]  景象全部呈現出來
[00:08:16.000 --> 00:08:18.000]  這些人真的很厲害
[00:08:18.000 --> 00:08:20.000]  我
[00:08:20.000 --> 00:08:22.000]  我插開一點點說
[00:08:22.000 --> 00:08:24.000]  我最近
[00:08:24.000 --> 00:08:26.000]  被人邀請
[00:08:26.000 --> 00:08:28.000]  我寫了一本書
[00:08:28.000 --> 00:08:30.000]  叫John McMurray
[00:08:30.000 --> 00:08:32.000]  John McMurray
[00:08:32.000 --> 00:08:34.000]  這個人
[00:08:34.000 --> 00:08:36.000]  是
[00:08:36.000 --> 00:08:38.000]  由20年代去到
[00:08:38.000 --> 00:08:40.000]  60年代
[00:08:40.000 --> 00:08:42.000]  在英國也是一個
[00:08:42.000 --> 00:08:44.000]  相當重要的哲學家
[00:08:44.000 --> 00:08:46.000]  但是慢慢被人遺忘
[00:08:46.000 --> 00:08:48.000]  我很奇怪
[00:08:48.000 --> 00:08:50.000]  我有一次問我老師
[00:08:50.000 --> 00:08:52.000]  為什麼John McMurray會被人遺忘
[00:08:52.000 --> 00:08:54.000]  他說Don't worry
[00:08:54.000 --> 00:08:56.000]  His time will come
[00:08:56.000 --> 00:08:58.000]  他的時間就會到了
[00:08:58.000 --> 00:09:00.000]  我1978年問他
[00:09:00.000 --> 00:09:02.000]  他說你知道嗎
[00:09:02.000 --> 00:09:04.000]  剛剛在加拿大
[00:09:04.000 --> 00:09:06.000]  成立了一個John McMurray Society
[00:09:06.000 --> 00:09:08.000]  哲學的學會
[00:09:08.000 --> 00:09:10.000]  最近
[00:09:10.000 --> 00:09:12.000]  有本書出了
[00:09:12.000 --> 00:09:14.000]  John McMurray
[00:09:14.000 --> 00:09:16.000]  叫我寫review
[00:09:16.000 --> 00:09:18.000]  我為什麼提John McMurray
[00:09:18.000 --> 00:09:20.000]  John McMurray值得一提
[00:09:20.000 --> 00:09:22.000]  就是
[00:09:22.000 --> 00:09:24.000]  他的先知性
[00:09:24.000 --> 00:09:26.000]  敏銳
[00:09:26.000 --> 00:09:28.000]  他1920年剛打完仗
[00:09:28.000 --> 00:09:30.000]  回來做一個年輕人
[00:09:30.000 --> 00:09:32.000]  進了倫敦大學教哲學
[00:09:32.000 --> 00:09:34.000]  他組織了一個小組
[00:09:34.000 --> 00:09:36.000]  討論當時的哲學問題
[00:09:36.000 --> 00:09:38.000]  他說我們當時
[00:09:38.000 --> 00:09:40.000]  只需要討論兩個問題
[00:09:40.000 --> 00:09:42.000]  第一個問題
[00:09:42.000 --> 00:09:44.000]  就是他們認為
[00:09:44.000 --> 00:09:46.000]  在20世紀的上半葉
[00:09:46.000 --> 00:09:48.000]  是一個重要的問題
[00:09:48.000 --> 00:09:50.000]  這個問題是什麼呢
[00:09:50.000 --> 00:09:52.000]  馬克思主義的問題
[00:09:52.000 --> 00:09:54.000]  Marxism
[00:09:54.000 --> 00:09:56.000]  1920年
[00:09:56.000 --> 00:09:58.000]  1920年
[00:09:58.000 --> 00:10:00.000]  他認為這是一個主要的問題
[00:10:00.000 --> 00:10:02.000]  也對了
[00:10:02.000 --> 00:10:04.000]  但你沒想到
[00:10:04.000 --> 00:10:06.000]  他說第二個問題
[00:10:06.000 --> 00:10:08.000]  將來更遠一些的時候
[00:10:08.000 --> 00:10:10.000]  將會出現
[00:10:10.000 --> 00:10:12.000]  或者是20世紀的下半葉
[00:10:12.000 --> 00:10:14.000]  是什麼問題呢
[00:10:14.000 --> 00:10:16.000]  Sex and Family
[00:10:16.000 --> 00:10:18.000]  性和家庭的問題
[00:10:18.000 --> 00:10:20.000]  多厲害啊
[00:10:20.000 --> 00:10:22.000]  你想想是不是很厲害啊
[00:10:22.000 --> 00:10:24.000]  很厲害啊
[00:10:24.000 --> 00:10:26.000]  給我兩個問題
[00:10:26.000 --> 00:10:28.000]  要砌兩個問題
[00:10:28.000 --> 00:10:30.000]  哪兩個問題呢
[00:10:30.000 --> 00:10:32.000]  選中了20世紀最嚴重的問題
[00:10:32.000 --> 00:10:34.000]  你想想是不是
[00:10:34.000 --> 00:10:36.000]  上半葉Marxism
[00:10:36.000 --> 00:10:38.000]  真的是一個很嚴重的問題
[00:10:38.000 --> 00:10:40.000]  他是一個基督教的哲學家
[00:10:40.000 --> 00:10:42.000]  這些人
[00:10:42.000 --> 00:10:44.000]  看到整個文化危機
[00:10:44.000 --> 00:10:46.000]  我當時
[00:10:46.000 --> 00:10:48.000]  我寫Being in Relation
[00:10:48.000 --> 00:10:50.000]  就是要回應
[00:10:50.000 --> 00:10:52.000]  這個當時的文化危機
[00:10:52.000 --> 00:10:54.000]  怎麼回應呢
[00:10:54.000 --> 00:10:56.000]  就是分析
[00:10:56.000 --> 00:10:58.000]  他整個文化危機
[00:10:58.000 --> 00:11:00.000]  背後的原因是什麼
[00:11:00.000 --> 00:11:04.000]  一定有原因的
[00:11:04.000 --> 00:11:06.000]  我說這個叫做On the Logical Root
[00:11:06.000 --> 00:11:08.000]  就是本體的根源
[00:11:08.000 --> 00:11:10.000]  是什麼呢
[00:11:10.000 --> 00:11:12.000]  然後呢
[00:11:12.000 --> 00:11:14.000]  批判
[00:11:14.000 --> 00:11:16.000]  批判就是將基督教的信仰展示出來
[00:11:16.000 --> 00:11:18.000]  你展示你的信仰是沒有用的
[00:11:18.000 --> 00:11:20.000]  你還要對應他
[00:11:20.000 --> 00:11:22.000]  那些問題展示出
[00:11:22.000 --> 00:11:24.000]  如果按照這個信仰來生活的時候
[00:11:24.000 --> 00:11:26.000]  如果按照這個信仰來組織
[00:11:26.000 --> 00:11:28.000]  我們的社會
[00:11:28.000 --> 00:11:30.000]  我們的社會會是怎樣的
[00:11:30.000 --> 00:11:32.000]  人的生命應該會是怎樣的
[00:11:32.000 --> 00:11:34.000]  人的存在應該會是怎樣的
[00:11:34.000 --> 00:11:36.000]  要這樣寫出來
[00:11:36.000 --> 00:11:38.000]  你明白嗎
[00:11:38.000 --> 00:11:40.000]  這個就是奧古斯丁所做的
[00:11:40.000 --> 00:11:42.000]  不是奧古斯丁學我
[00:11:42.000 --> 00:11:44.000]  當然
[00:11:44.000 --> 00:11:46.000]  哈哈哈哈
[00:11:46.000 --> 00:11:48.000]  是我學奧古斯丁的
[00:11:48.000 --> 00:11:50.000]  我學奧古斯丁的
[00:11:50.000 --> 00:11:52.000]  我覺得今天
[00:11:52.000 --> 00:11:54.000]  基督教
[00:11:54.000 --> 00:11:56.000]  做神學
[00:11:56.000 --> 00:11:58.000]  其實很需要
[00:11:58.000 --> 00:12:00.000]  這樣來做
[00:12:00.000 --> 00:12:02.000]  這樣來做
[00:12:02.000 --> 00:12:04.000]  並不是
[00:12:04.000 --> 00:12:06.000]  士多論壇
[00:12:06.000 --> 00:12:08.000]  或者
[00:12:08.000 --> 00:12:10.000]  基督教周報
[00:12:10.000 --> 00:12:12.000]  有一個問題
[00:12:12.000 --> 00:12:14.000]  請余牧師回應一下
[00:12:14.000 --> 00:12:16.000]  你明白嗎
[00:12:16.000 --> 00:12:18.000]  不是這樣來做神學
[00:12:18.000 --> 00:12:20.000]  不是那些叫做
[00:12:20.000 --> 00:12:22.000]  叫做什麼呢
[00:12:22.000 --> 00:12:24.000]  我也不懂
[00:12:24.000 --> 00:12:26.000]  頭痛醫頭
[00:12:26.000 --> 00:12:28.000]  腳痛醫腳
[00:12:28.000 --> 00:12:30.000]  這樣的回應神學
[00:12:30.000 --> 00:12:32.000]  而是
[00:12:32.000 --> 00:12:34.000]  你看問題看得深
[00:12:34.000 --> 00:12:36.000]  這樣來看
[00:12:36.000 --> 00:12:38.000]  但你看問題看得深
[00:12:38.000 --> 00:12:40.000]  你根本需要很多時間
[00:12:40.000 --> 00:12:42.000]  奧古斯丁
[00:12:42.000 --> 00:12:44.000]  寫他的這個
[00:12:44.000 --> 00:12:46.000]  巨著用了十幾年的時間
[00:12:46.000 --> 00:12:48.000]  但我們現在
[00:12:48.000 --> 00:12:50.000]  我們要的
[00:12:50.000 --> 00:12:52.000]  很多時候香港要的
[00:12:52.000 --> 00:12:54.000]  是即食神學
[00:12:54.000 --> 00:12:56.000]  現在這個問題出現了
[00:12:56.000 --> 00:12:58.000]  你的神學院教授
[00:12:58.000 --> 00:13:00.000]  都沒話說
[00:13:00.000 --> 00:13:02.000]  我最
[00:13:02.000 --> 00:13:04.000]  我最難過的就是
[00:13:04.000 --> 00:13:06.000]  就是
[00:13:06.000 --> 00:13:08.000]  這些情況
[00:13:08.000 --> 00:13:10.000]  我遇到一次
[00:13:10.000 --> 00:13:12.000]  在一個
[00:13:12.000 --> 00:13:14.000]  討論教會的問題的
[00:13:14.000 --> 00:13:16.000]  一個情況下
[00:13:16.000 --> 00:13:18.000]  有人提出來
[00:13:18.000 --> 00:13:20.000]  這些神學院的
[00:13:20.000 --> 00:13:22.000]  這些神學家沒用的
[00:13:22.000 --> 00:13:24.000]  現在後現代出現了
[00:13:24.000 --> 00:13:26.000]  現在後現代這些青年人
[00:13:26.000 --> 00:13:28.000]  這些神學家都不懂回應
[00:13:28.000 --> 00:13:30.000]  那些神學院還是
[00:13:30.000 --> 00:13:32.000]  十九世紀的神學
[00:13:32.000 --> 00:13:34.000]  都不是theology today
[00:13:34.000 --> 00:13:36.000]  是theology yesterday
[00:13:36.000 --> 00:13:38.000]  我就坐在他前面
[00:13:38.000 --> 00:13:40.000]  不停被他噴一輪
[00:13:40.000 --> 00:13:42.000]  那你有什麼話好說呢
[00:13:42.000 --> 00:13:44.000]  那你只能收茬滿面
[00:13:44.000 --> 00:13:46.000]  快點走人
[00:13:46.000 --> 00:13:48.000]  你都不敢討論
[00:13:48.000 --> 00:13:50.000]  我回去寫了篇
[00:13:50.000 --> 00:13:52.000]  二十世紀的神學
[00:13:52.000 --> 00:13:54.000]  需要什麼
[00:13:54.000 --> 00:13:56.000]  正正是因為
[00:13:56.000 --> 00:13:58.000]  對應後現代
[00:13:58.000 --> 00:14:00.000]  我們需要什麼神學呢
[00:14:00.000 --> 00:14:02.000]  我們需要重建我們的innerness
[00:14:02.000 --> 00:14:04.000]  我們的內在性
[00:14:04.000 --> 00:14:08.000]  我覺得
[00:14:08.000 --> 00:14:10.000]  你要看得到
[00:14:10.000 --> 00:14:14.000]  那個問題的根源
[00:14:14.000 --> 00:14:16.000]  你是要入得深
[00:14:16.000 --> 00:14:18.000]  所以我經常說
[00:14:18.000 --> 00:14:20.000]  私人為什麼會看得遠呢
[00:14:20.000 --> 00:14:22.000]  因為他看得深
[00:14:22.000 --> 00:14:24.000]  他看得深才能看得遠
[00:14:24.000 --> 00:14:26.000]  奧古斯丁厲害的地方
[00:14:26.000 --> 00:14:28.000]  又是什麼呢
[00:14:28.000 --> 00:14:30.000]  他看得深所以看得遠
[00:14:30.000 --> 00:14:32.000]  所以拜託你們
[00:14:32.000 --> 00:14:34.000]  今天你們
[00:14:34.000 --> 00:14:36.000]  來聽這些古典
[00:14:36.000 --> 00:14:38.000]  這些是什麼呢
[00:14:38.000 --> 00:14:40.000]  你們是拒絕
[00:14:40.000 --> 00:14:42.000]  什麼呢拒絕
[00:14:42.000 --> 00:14:44.000]  所以我才在你面前
[00:14:44.000 --> 00:14:46.000]  發了牢騷
[00:14:46.000 --> 00:14:48.000]  行不行啊
[00:14:48.000 --> 00:14:50.000]  可不可以啊
[00:14:50.000 --> 00:14:52.000]  千萬千萬
[00:14:52.000 --> 00:14:54.000]  要抗拒什麼呢
[00:14:54.000 --> 00:14:56.000]  即食神學
[00:14:56.000 --> 00:14:58.000]  所以看到余牧師
[00:14:58.000 --> 00:15:00.000]  不是經常不見他
[00:15:00.000 --> 00:15:02.000]  在時論壇
[00:15:02.000 --> 00:15:04.000]  寫文章
[00:15:04.000 --> 00:15:06.000]  就以為他停頓了
[00:15:06.000 --> 00:15:08.000]  腦子不動了
[00:15:08.000 --> 00:15:10.000]  腦子就不動了
[00:15:10.000 --> 00:15:12.000]  老了
[00:15:12.000 --> 00:15:14.000]  整個人
[00:15:14.000 --> 00:15:16.000]  不是的我寫很多文章
[00:15:16.000 --> 00:15:18.000]  我每一年在國際上出版
[00:15:18.000 --> 00:15:20.000]  我都寫四五篇文章
[00:15:20.000 --> 00:15:22.000]  I am telling you
[00:15:22.000 --> 00:15:24.000]  You see
[00:15:24.000 --> 00:15:26.000]  我寫著
[00:15:26.000 --> 00:15:28.000]  我的
[00:15:28.000 --> 00:15:30.000]  我的
[00:15:30.000 --> 00:15:32.000]  不是像奧古斯丁那麼偉大的那句
[00:15:32.000 --> 00:15:34.000]  我寫著
[00:15:34.000 --> 00:15:36.000]  我認為很重要的東西
[00:15:36.000 --> 00:15:38.000]  好
[00:15:38.000 --> 00:15:40.000]  發完牢騷
[00:15:40.000 --> 00:15:42.000]  有精力了
[00:15:42.000 --> 00:15:44.000]  開始
[00:15:44.000 --> 00:15:46.000]  開始
[00:15:46.000 --> 00:15:48.000]  講了
[00:15:48.000 --> 00:15:50.000]  奧古斯丁
[00:15:50.000 --> 00:15:52.000]  奧古斯丁
[00:15:52.000 --> 00:15:54.000]  奧古斯丁
[00:15:54.000 --> 00:15:56.000]  這個人
[00:15:56.000 --> 00:15:58.000]  他回應文化危機
[00:15:58.000 --> 00:16:00.000]  即是說他對文化
[00:16:00.000 --> 00:16:02.000]  有一個很正面的肯定
[00:16:02.000 --> 00:16:04.000]  他和當時
[00:16:04.000 --> 00:16:06.000]  有些人
[00:16:06.000 --> 00:16:08.000]  神學家很不同
[00:16:08.000 --> 00:16:10.000]  當時有兩類的神學家
[00:16:10.000 --> 00:16:12.000]  一類的神學家就好像
[00:16:12.000 --> 00:16:14.000]  Origin
[00:16:14.000 --> 00:16:16.000]  或者好像
[00:16:16.000 --> 00:16:18.000]  Eusebius of Caesarea
[00:16:18.000 --> 00:16:20.000]  他們是怎樣的呢
[00:16:20.000 --> 00:16:22.000]  他們認為
[00:16:22.000 --> 00:16:24.000]  整個人類
[00:16:24.000 --> 00:16:26.000]  好像在神的帶領下
[00:16:26.000 --> 00:16:28.000]  受著福音的
[00:16:28.000 --> 00:16:30.000]  教育
[00:16:30.000 --> 00:16:32.000]  一個Nurture
[00:16:32.000 --> 00:16:34.000]  慢慢就成為
[00:16:34.000 --> 00:16:36.000]  The City of God
[00:16:36.000 --> 00:16:38.000]  這群人
[00:16:38.000 --> 00:16:40.000]  這群人 見惡不存
[00:16:40.000 --> 00:16:42.000]  這群人污蔑到不得了
[00:16:42.000 --> 00:16:44.000]  這群人在整個歷史的進程裡面
[00:16:44.000 --> 00:16:46.000]  他們慢慢受到教化
[00:16:46.000 --> 00:16:48.000]  受到教化
[00:16:48.000 --> 00:16:50.000]  然後他們去到一個地步
[00:16:50.000 --> 00:16:52.000]  然後他們去到一個地步
[00:16:52.000 --> 00:16:54.000]  他們就會
[00:16:54.000 --> 00:16:56.000]  被上帝的道
[00:16:56.000 --> 00:16:58.000]  被上帝的道
[00:16:58.000 --> 00:17:00.000]  感染
[00:17:00.000 --> 00:17:02.000]  成為
[00:17:02.000 --> 00:17:04.000]  非常高的道德水準
[00:17:04.000 --> 00:17:06.000]  到那時候
[00:17:06.000 --> 00:17:08.000]  The City of God 就會出現
[00:17:08.000 --> 00:17:10.000]  The City of God 就會在地上
[00:17:10.000 --> 00:17:12.000]  可以呈現
[00:17:12.000 --> 00:17:14.000]  而當時的君士誕丁成為基督徒
[00:17:14.000 --> 00:17:16.000]  建立一個
[00:17:16.000 --> 00:17:18.000]  近似基督教的王國
[00:17:18.000 --> 00:17:20.000]  比當時很多的神學家有很大的盼望
[00:17:20.000 --> 00:17:22.000]  這是一類的人
[00:17:22.000 --> 00:17:24.000]  另外一類的人
[00:17:24.000 --> 00:17:26.000]  就是Tychonias
[00:17:26.000 --> 00:17:28.000]  Tychonias 他的神學
[00:17:28.000 --> 00:17:30.000]  就像一些所謂的Donatist
[00:17:30.000 --> 00:17:32.000]  多納
[00:17:32.000 --> 00:17:34.000]  多納
[00:17:34.000 --> 00:17:36.000]  多納陀派
[00:17:36.000 --> 00:17:38.000]  多納陀派
[00:17:38.000 --> 00:17:40.000]  這些人就很強調
