
[00:00:00.000 --> 00:00:08.440]  我們查考《雅歌書》進入了第七和第八章
[00:04:24.520 --> 00:04:30.440]  然後最後講到你這個愛能夠是永結同心
[00:04:30.440 --> 00:04:34.520]  能夠在這個現實裡面實踐出來
[00:04:34.520 --> 00:04:41.480]  這是整本書的思路結構的發展
[00:04:41.480 --> 00:04:44.280]  類似我們的《詩經》裡面
[00:04:44.280 --> 00:04:49.400]  在《山歌對唱》中的不同的情結
[00:04:49.400 --> 00:04:52.760]  好了 我們今天從第六章
[00:04:52.760 --> 00:04:53.880]  上次講完了
[00:04:53.880 --> 00:04:58.520]  我們今天再進一步來看第七章
[00:04:58.520 --> 00:05:07.960]  第七章是描述一個新娘的身體
[00:05:07.960 --> 00:05:11.240]  用腦骨來描述
[00:05:11.240 --> 00:05:18.280]  從她的腿到她的手、到她的肚臍
[00:05:18.280 --> 00:05:24.120]  到她的腰、到她的兩瑜、到她的頸項
[00:05:24.120 --> 00:05:29.400]  到她的眼睛、到她的鼻子、全身
[00:05:29.400 --> 00:05:32.200]  都是描述的 而且很具體、很實在
[00:05:32.200 --> 00:05:37.080]  所以有些人就覺得太實在、太具體了
[00:05:37.080 --> 00:05:41.400]  於是就不能接受怎麼形容女子的身體
[00:05:41.400 --> 00:05:43.960]  就將它來到屬靈化
[00:05:43.960 --> 00:05:47.880]  寓意講到以色列或者教會
[00:05:47.880 --> 00:05:49.640]  但有些另外一個極端
[00:05:49.640 --> 00:05:54.440]  就說這是一些軟性的色情的毒品
[00:05:54.440 --> 00:06:00.840]  就是它太具體地描述一個女子的身材
[00:06:00.840 --> 00:06:05.560]  每一個外形的器官等等
[00:06:05.560 --> 00:06:09.320]  我們來瞭解為什麼聖經裡面
[00:06:09.320 --> 00:06:12.360]  有這一章和第五章描述一個男子
[00:06:12.360 --> 00:06:13.560]  他的新郎
[00:06:13.560 --> 00:06:15.880]  為什麼有兩章聖經
[00:06:15.880 --> 00:06:21.320]  具體地描述人體的結構呢?
[00:06:21.320 --> 00:06:24.360]  這個不是我們生物學裡面的那種結構
[00:06:24.360 --> 00:06:29.640]  而是它是很有浪漫性地描述出來的
[00:06:29.640 --> 00:06:35.320]  我們用這個經文來思想一下
[00:06:35.320 --> 00:06:38.680]  為什麼在還教會裡面
[00:06:38.680 --> 00:06:39.960]  一看到這些經文
[00:06:39.960 --> 00:06:44.680]  因為不能夠用一個自然的解釋
[00:06:44.680 --> 00:06:48.520]  只能用一個靈異的或者是預表性的解釋呢?
[00:06:48.520 --> 00:06:49.960]  因為太具體了
[00:06:49.960 --> 00:06:55.640]  於是在中國早年我們的牧者裡面
[00:06:55.640 --> 00:06:59.800]  大多數都是採用一個寓意的、靈異的解釋
[00:06:59.800 --> 00:07:02.040]  比如賈耀明就說到
[00:07:02.040 --> 00:07:05.880]  這個兩只腳可以平安地服音
[00:07:05.880 --> 00:07:08.360]  或者是皆美的國忠王國顯
[00:07:08.360 --> 00:07:11.560]  或者是要跟最…
[00:07:11.560 --> 00:07:14.120]  隔著不要顛覆腳的
[00:07:14.120 --> 00:07:19.240]  說到腿有能力支撐整個身體
[00:07:19.240 --> 00:07:20.520]  黎讀生是這麼說的
[00:07:20.520 --> 00:07:23.320]  或者是一個見證不同的領袖
[00:07:23.320 --> 00:07:25.800]  於是就有很多主觀性的
[00:07:25.800 --> 00:07:29.320]  領袖是你個人在神面前的領袖
[00:07:29.320 --> 00:07:34.600]  就有不同的解釋、不同的理解
[00:07:34.600 --> 00:07:40.040]  土恥就說到它是一個交通的管制
[00:07:40.040 --> 00:07:41.640]  史其森是這麼說的
[00:07:41.640 --> 00:07:43.720]  就說到是輸送的
[00:07:43.720 --> 00:07:45.640]  輸送恩典的一個渠道
[00:07:45.640 --> 00:07:48.120]  這樣不同的理解
[00:07:48.120 --> 00:07:50.440]  在這個十一節裡面
[00:07:50.440 --> 00:07:54.120]  就是完了這個女子的身材之後
[00:07:54.120 --> 00:07:56.920]  就說到她去到田裡面
[00:07:56.920 --> 00:07:58.760]  在田間裡面
[00:07:58.760 --> 00:08:01.560]  在田間裡面於是就有了理解為
[00:08:01.560 --> 00:08:03.640]  對社會的承擔
[00:08:03.640 --> 00:08:06.280]  或者要為主做公
[00:08:06.280 --> 00:08:08.520]  或者我們去到田間
[00:08:08.520 --> 00:08:10.760]  默想進入元泉裡面
[00:08:10.760 --> 00:08:13.640]  就是在那裡
[00:08:13.640 --> 00:08:16.680]  主耶穌在那裡祈禱讓親近主
[00:08:16.680 --> 00:08:18.280]  不同的領袖
[00:08:18.280 --> 00:08:21.800]  我反映它在字面裡面來說的話
[00:08:21.800 --> 00:08:24.200]  是用這種浪漫的情懷
[00:08:24.200 --> 00:08:26.360]  就說到男主女主在田間裡面
[00:08:26.360 --> 00:08:29.480]  那種很親密的一個關係
[00:08:29.480 --> 00:08:31.640]  然後這個風茄放香
[00:08:31.640 --> 00:08:36.760]  其實裡面涉及到有這種古代裡面
[00:08:36.760 --> 00:08:40.600]  裡面來說風茄那種香味
[00:08:40.600 --> 00:08:44.760]  能夠刺激一個人的慾望、性慾
[00:08:44.760 --> 00:08:48.040]  但是如果你將它送言化的話
[00:08:48.040 --> 00:08:51.960]  就說到愛你付出的行動等等
[00:08:51.960 --> 00:08:55.960]  或者跟著他說下去就說到葡萄樹
[00:08:55.960 --> 00:08:58.360]  說到結果子等等
[00:08:58.360 --> 00:09:01.640]  趙世光他用這個理解
[00:09:01.640 --> 00:09:04.040]  在一個靈語裡面
[00:09:04.040 --> 00:09:09.240]  就會引用出這個涉及到聲靈的果子
[00:09:09.240 --> 00:09:11.480]  聲靈在新書裡面
[00:09:11.480 --> 00:09:15.560]  就說到人類起落和平
[00:09:15.560 --> 00:09:21.160]  人類恩慈良善、順拾溫柔、節制
[00:09:21.160 --> 00:09:25.320]  就用三個三個的組合來構成
[00:09:25.320 --> 00:09:28.600]  這個你說是一個果子的九面
[00:09:28.600 --> 00:09:30.600]  或者九個元素
[00:09:30.600 --> 00:09:33.160]  各方面來表達
[00:09:33.160 --> 00:09:36.360]  在聲靈、在人的內心裡面
[00:09:36.360 --> 00:09:39.160]  在人的生命裡面所引發出來
[00:09:39.160 --> 00:09:42.200]  所以我們一說到聲靈的果子的時候
[00:09:42.200 --> 00:09:43.640]  你要明白
[00:09:43.640 --> 00:09:47.480]  現在很多時候我們會重視聲靈的恩慈
[00:09:47.480 --> 00:09:49.640]  而忽略了聲靈的果子
[00:09:49.640 --> 00:09:52.360]  於是你將恩慈標榜出來的時候
[00:09:52.360 --> 00:09:55.320]  有時就會好像一個作梭一樣
[00:09:55.320 --> 00:09:57.400]  如果是彈那個人
[00:09:57.400 --> 00:09:59.400]  包括傳統人作為
[00:09:59.400 --> 00:10:03.480]  如果他是在操守方面
[00:10:03.480 --> 00:10:06.360]  來拿到一個好的見證的話
[00:10:06.360 --> 00:10:09.240]  他所建立起來的事宮
[00:10:09.240 --> 00:10:12.520]  因為他自己的道德的問題
[00:10:12.520 --> 00:10:14.920]  於是產生很大的破壞
[00:10:14.920 --> 00:10:17.080]  最近你可能都聽說過一個
[00:10:17.080 --> 00:10:19.320]  很出名的護教學家、報道家
[00:10:19.320 --> 00:10:23.960]  Varys Zagoras出現了這些問題
[00:10:23.960 --> 00:10:26.680]  於是影響了很多人
[00:10:26.680 --> 00:10:30.280]  所以我們要強調聲靈的果子
[00:10:30.280 --> 00:10:33.000]  那個生命必須在先
[00:10:33.000 --> 00:10:35.960]  然後聲靈的恩慈
[00:10:35.960 --> 00:10:39.240]  運用恩慈的事宮要跟著來的
[00:10:39.240 --> 00:10:41.240]  如果你將次序倒轉的話
[00:10:41.240 --> 00:10:42.360]  會出現問題的
[00:10:42.360 --> 00:10:45.960]  我們是什麼的一個生命
[00:10:45.960 --> 00:10:48.440]  以及所做的什麼呢?
[00:10:48.440 --> 00:10:50.680]  我們要有一個次序分清楚
[00:10:50.680 --> 00:10:52.280]  我們是屬神的
[00:10:52.280 --> 00:10:55.400]  然後我們所做的要榮耀神的
[00:10:55.400 --> 00:10:57.240]  一個是此、一個是終
[00:10:57.240 --> 00:11:00.600]  一個是我們內心裡面和神的關係
[00:11:00.600 --> 00:11:03.960]  然後我們公開在人前的侍奉
[00:11:03.960 --> 00:11:08.600]  就是有內心的禱告
[00:11:08.600 --> 00:11:11.480]  那個屬靈的生命所托著的
[00:11:11.480 --> 00:11:14.040]  所以我們用中國人的觀念來說的話
[00:11:14.040 --> 00:11:19.160]  是一個體與容、本體和實用
[00:11:19.160 --> 00:11:21.480]  或者是一個末端
[00:11:21.480 --> 00:11:23.480]  這方面來理解
[00:11:23.480 --> 00:11:24.680]  如果不是的話
[00:11:24.680 --> 00:11:26.600]  你將它本末倒戰
[00:11:26.600 --> 00:11:29.800]  就會產生出一些標榜
[00:11:29.800 --> 00:11:32.440]  恩慈、英雄主義
[00:11:32.440 --> 00:11:34.760]  或者是用一種成功
[00:11:34.760 --> 00:11:37.240]  來代替生命的質素
[00:11:37.240 --> 00:11:41.800]  這個成功神學一定要建立很大的教會
[00:11:41.800 --> 00:11:43.480]  或者很大的事業
[00:11:43.480 --> 00:11:46.680]  然後才表現有聖靈的同在
[00:11:46.680 --> 00:11:48.920]  這是一個極端
[00:11:48.920 --> 00:11:49.960]  但另一方面
[00:11:49.960 --> 00:11:54.760]  第二個極端就是過分地將它荊棘化
[00:11:54.760 --> 00:11:57.400]  進入一種神秘主義裡面
[00:11:57.400 --> 00:11:59.480]  就和我們現實的社會
[00:11:59.480 --> 00:12:01.240]  和我們的人生脫節
[00:12:01.240 --> 00:12:04.120]  這個兩個極端、兩極化
[00:12:04.120 --> 00:12:06.440]  我們都要去避免的
[00:12:06.440 --> 00:12:11.000]  免得我們太過內在的荊棘
[00:12:11.000 --> 00:12:13.800]  而失去了一個外在的見證
[00:12:13.800 --> 00:12:16.360]  或者太過注重外在的表現
[00:12:16.360 --> 00:12:19.000]  而沒有內在的生命的見證
[00:12:19.000 --> 00:12:23.880]  兩方面都不是完全合神的心意
[00:12:23.880 --> 00:12:25.800]  在《雅各書》裡面來說
[00:12:25.800 --> 00:12:30.200]  如果你單從一個智異的角度來理解的話
[00:12:30.200 --> 00:12:35.000]  你會發現它是很落地的
[00:12:35.000 --> 00:12:36.040]  很貼地的
[00:12:36.040 --> 00:12:41.560]  講到夫妻之間最親密的關係
[00:12:41.560 --> 00:12:43.640]  二人成為一體
[00:12:43.640 --> 00:12:45.560]  這種一體
[00:12:45.560 --> 00:12:48.440]  聖經竟然有兩章的聖經
[00:12:48.440 --> 00:12:49.720]  在《雅各書》裡面
[00:12:49.720 --> 00:12:51.080]  第五章和第七章
[00:12:51.080 --> 00:12:57.160]  在描述一個男子和一個女子的身材、身體特徵
[00:12:57.160 --> 00:13:00.520]  然後透過這種表達的方式
[00:13:00.520 --> 00:13:03.560]  來講述到二人成為一體
[00:13:03.560 --> 00:13:05.720]  一個愛的關係裡面
[00:13:05.720 --> 00:13:08.440]  需要有一個感性的
[00:13:08.440 --> 00:13:11.480]  有一個肉體方面的性愛
[00:13:11.480 --> 00:13:17.560]  然後將它提升到一種夫妻的情義的、恩情的愛
[00:13:17.560 --> 00:13:20.600]  再建立在一個阿加皮的
[00:13:20.600 --> 00:13:27.560]  以神的愛作為一個基礎的永久的盤石上
[00:13:27.560 --> 00:13:34.600]  所以我們不能不講夫妻之間那種感性的、肉體的愛
[00:13:34.600 --> 00:13:39.240]  所以我們用下面的時間來看一看
[00:13:39.240 --> 00:13:42.840]  我們平時在教會裡面很少提到
[00:13:42.840 --> 00:13:45.480]  而牧師也很少講及到的
[00:13:45.480 --> 00:13:49.720]  所謂性的問題、性的關係
[00:13:49.720 --> 00:13:52.280]  在聖經裡面提到
[00:13:52.280 --> 00:13:55.720]  神做男做女本身就是一個性
[00:13:55.720 --> 00:13:57.480]  這方面有一個理解
[00:13:57.480 --> 00:13:59.720]  而這是神的旨意裡面
[00:13:59.720 --> 00:14:02.200]  要二人成為一體
[00:14:02.200 --> 00:14:06.920]  要能夠他們兩個彼此能夠滿足
[00:14:06.920 --> 00:14:09.640]  能夠在這個婚姻的關係裡面
[00:14:09.640 --> 00:14:11.640]  互相來享受
[00:14:11.640 --> 00:14:17.080]  而且所結出來的果子是生兒育女繁衍下一代的
[00:14:17.080 --> 00:14:23.480]  所以聖經一開始對性的定義是一個很神性的
[00:14:23.480 --> 00:14:26.840]  是一個神的旨意裡面
[00:14:26.840 --> 00:14:30.200]  而不是污糟邋遢那些的看法
[00:14:30.200 --> 00:14:34.840]  而是實際上是一個很聖潔的一件事
[00:14:34.840 --> 00:14:38.120]  在神的創世計劃裡面
[00:14:38.120 --> 00:14:41.400]  是佔有一個重要的一環
[00:14:41.400 --> 00:14:47.000]  神用祂自己的全能和智慧創造這個世界
[00:14:47.000 --> 00:14:48.200]  Creation
[00:14:48.200 --> 00:14:49.160]  而人呢
[00:14:49.160 --> 00:14:52.520]  神賦予人有這個創意
[00:14:52.520 --> 00:14:55.640]  可以在地上來管理祂所創造
[00:14:55.640 --> 00:14:57.880]  而且能夠生兒育女
[00:14:57.880 --> 00:14:59.480]  Pro-Creation
[00:14:59.480 --> 00:15:01.320]  分支有Creativity
[00:15:01.320 --> 00:15:03.240]  而且可以Pro-Creation
[00:15:03.240 --> 00:15:05.640]  可以生養下一代
[00:15:05.640 --> 00:15:07.080]  繁衍後代
[00:15:07.080 --> 00:15:12.760]  所以聖經裡面提到這個性的問題的時候
[00:15:12.760 --> 00:15:16.920]  是一個很實在的、很聖潔的
[00:15:16.920 --> 00:15:19.480]  不是我們需要遮遮掩掩的
[00:15:19.480 --> 00:15:22.760]  這樣的一種態度來講述
[00:15:22.760 --> 00:15:27.800]  而講到這個性在創造裡面的時候
[00:15:27.800 --> 00:15:29.560]  就是一個關係
[00:15:29.560 --> 00:15:31.640]  而且是一個很密切的
[00:15:31.640 --> 00:15:37.080]  二人成為一個一體的
[00:15:37.080 --> 00:15:40.680]  做男人的時候
[00:15:40.680 --> 00:15:44.840]  是用泥土來塑造的
[00:15:44.840 --> 00:15:47.880]  女子的時候是出於男子的肋骨
[00:15:47.880 --> 00:15:49.560]  所以比較幼嫩的
[00:15:49.560 --> 00:15:54.760]  而且做女子的時候不是從人的骨頭拿出來
[00:15:54.760 --> 00:15:56.760]  要不然就被男人咬著了
[00:15:56.760 --> 00:16:01.400]  也不是從男子的頭骨拿出來
[00:16:01.400 --> 00:16:03.960]  要不然女人就站在男人的頭上
[00:16:03.960 --> 00:16:06.040]  然後在肋骨那裡
[00:16:06.040 --> 00:16:09.400]  肉中之肉、骨中之骨
[00:16:09.400 --> 00:16:12.200]  有一種互相承傳的
[00:16:12.200 --> 00:16:15.480]  男人因為少了一個肋骨
[00:16:15.480 --> 00:16:18.040]  於是就缺乏了一些東西
[00:16:18.040 --> 00:16:19.480]  不能完全了
[00:16:19.480 --> 00:16:23.080]  而女子因為從男人的肋骨而來的
[00:16:23.080 --> 00:16:24.760]  所以她本身也不完全
[00:16:24.760 --> 00:16:26.920]  但是兩個配合起來
[00:16:26.920 --> 00:16:28.520]  就是天作之合
[00:16:28.520 --> 00:16:30.120]  成為一個好字
[00:16:30.120 --> 00:16:33.720]  成為一個美好的一件事
[00:16:33.720 --> 00:16:35.080]  所以我們說
[00:16:35.080 --> 00:16:37.400]  當講到婚姻的時候
[00:16:37.400 --> 00:16:39.480]  是人人都要尊重的
[00:16:39.480 --> 00:16:41.880]  在《伯萊書》裡面十三章裡面說
[00:16:41.880 --> 00:16:44.280]  床是不可以污穢的
[00:16:44.280 --> 00:16:47.240]  不可以九合行淫的
[00:16:47.240 --> 00:16:49.000]  神是不起穴的
[00:16:49.000 --> 00:16:53.160]  在夫妻的婚姻的關係裡面
[00:16:53.160 --> 00:16:57.000]  是互相可以承傳、可以滿足對方
[00:16:57.000 --> 00:16:59.960]  是一件非常聖潔的一件事
[00:16:59.960 --> 00:17:03.240]  但是一旦離開了這個夫妻關係
[00:17:03.240 --> 00:17:05.400]  進行這個聖的行為
[00:17:05.400 --> 00:17:09.320]  聖經是用很嚴厲的用詞來譴責的
[00:17:09.320 --> 00:17:13.400]  用淫亂、用姦淫來譴責
[00:17:13.400 --> 00:17:15.640]  所以你可以看
[00:17:15.640 --> 00:17:18.120]  一方面是一件美好的事
[00:17:18.120 --> 00:17:19.160]  另一方面
[00:17:19.160 --> 00:17:21.560]  脫離了神的範圍的時候
[00:17:21.560 --> 00:17:24.600]  就是一件神不起穴的事
[00:17:24.600 --> 00:17:25.800]  所以我們說
[00:17:25.800 --> 00:17:28.360]  聖在夫妻的關係裡面
[00:17:28.360 --> 00:17:30.680]  可以使互相滿足
[00:17:30.680 --> 00:17:32.600]  得到一種歡愉
[00:17:32.600 --> 00:17:36.280]  是有這樣的意味在裡面的
[00:17:36.280 --> 00:17:38.920]  於是你看《針言》的時候
[00:17:38.920 --> 00:17:40.200]  你會發現
[00:17:40.200 --> 00:17:42.520]  他所講的
[00:17:42.520 --> 00:17:46.120]  使你的全願蒙福
[00:17:46.120 --> 00:17:49.640]  要起穴你幼年所娶的妻
[00:17:49.640 --> 00:17:53.080]  她如可愛的麋鹿
[00:17:53.080 --> 00:17:54.600]  可喜的母鹿
[00:17:54.600 --> 00:17:58.680]  願她的胸懷使你時時之足
[00:17:58.680 --> 00:18:02.600]  她的愛情使你常常憐慕
[00:18:02.600 --> 00:18:07.160]  有這種感性方面的滿足
[00:18:07.160 --> 00:18:10.440]  肉體方面的享受
[00:18:10.440 --> 00:18:12.520]  這是神的計劃裡面
[00:18:12.520 --> 00:18:15.080]  神所設計的
[00:18:15.080 --> 00:18:17.080]  是一個起穴的一件事
[00:18:17.080 --> 00:18:20.840]  所以你看第七章的時候
[00:18:20.840 --> 00:18:22.520]  你就會發現
[00:18:22.520 --> 00:18:25.560]  他要描述的時候
[00:18:25.560 --> 00:18:29.240]  非常具體、很實在
[00:18:29.240 --> 00:18:30.840]  你說很露骨的
[00:18:30.840 --> 00:18:32.520]  描述到
[00:18:32.520 --> 00:18:34.840]  這個類似的兩語
[00:18:34.840 --> 00:18:38.760]  用這些形容詞來表達
[00:18:38.760 --> 00:18:42.840]  說到你的兩語如同
[00:18:42.840 --> 00:18:47.640]  小鹿用果子來下水
[00:18:47.640 --> 00:18:49.640]  這樣來描述
[00:18:49.640 --> 00:18:54.360]  用棕樹的枝子來描述
[00:18:54.360 --> 00:18:57.240]  用葡萄的泥來下水
[00:18:57.240 --> 00:19:01.800]  又說到他的香氣等等
[00:19:01.800 --> 00:19:04.760]  都是很富有浪漫性的
[00:19:04.760 --> 00:19:08.440]  很具體、很實在的來描述
[00:19:08.440 --> 00:19:11.720]  所以我們有時對聖經
[00:19:11.720 --> 00:19:16.200]  太過了它靈異化
[00:19:16.200 --> 00:19:18.680]  沒有將它字面的意思
[00:19:18.680 --> 00:19:20.280]  它所要表達的
[00:19:20.280 --> 00:19:22.040]  首先引申出來
[00:19:22.040 --> 00:19:24.040]  然後中間拿出原則
[00:19:24.040 --> 00:19:26.840]  才可以應用在和神的關係上
[00:19:26.840 --> 00:19:30.360]  同樣如果你看第五章的話
[00:19:30.360 --> 00:19:31.960]  當時是形容良人
[00:19:31.960 --> 00:19:35.400]  即是那個新娘形容她的丈夫
[00:19:35.400 --> 00:19:40.040]  形容從他的頭髮、眼睛
[00:19:40.040 --> 00:19:47.480]  一路來描述的時候
[00:19:47.480 --> 00:19:50.440]  這份人是很具體、很實在的
[00:19:50.440 --> 00:19:53.800]  而婚姻的性關係
[00:19:53.800 --> 00:19:56.440]  在神的計劃裡面
[00:19:56.440 --> 00:19:59.560]  神叫我們能夠互相成全
[00:19:59.560 --> 00:20:03.560]  而且延伸下一代
[00:20:03.560 --> 00:20:07.880]  使我們能夠生養眾多
[00:20:07.880 --> 00:20:10.920]  能夠遍滿全地
[00:20:10.920 --> 00:20:16.600]  而且使人能夠在裡面治理全地
[00:20:16.600 --> 00:20:18.600]  這個說到生養眾多
[00:20:18.600 --> 00:20:28.440]  這個就是男女之間的那種性所帶來的結果
[00:20:28.440 --> 00:20:30.840]  所以美滿的婚姻
[00:20:30.840 --> 00:20:34.520]  我們不能夠不去關注
[00:20:34.520 --> 00:20:39.560]  去幫助我們的大英姐妹
[00:20:39.560 --> 00:20:45.240]  認識到一個牢固的婚姻的基礎
[00:20:45.240 --> 00:20:48.600]  除了有神的愛作為盆石
[00:20:48.600 --> 00:20:53.960]  我們有彼此之間夫妻那種的情義、恩情
[00:20:53.960 --> 00:21:00.040]  更加我們需要講及到這個性方面的滿足
[00:21:00.040 --> 00:21:02.600]  而有些家庭的問題
[00:21:02.600 --> 00:21:06.440]  因為某一方面得不到這方面的滿足
[00:21:06.440 --> 00:21:08.840]  於是就在外面找
[00:21:08.840 --> 00:21:11.560]  就出現所謂的狐狸精、小狐狸
[00:21:11.560 --> 00:21:15.400]  在第二章裡面所講的這種情況
[00:21:15.400 --> 00:21:19.000]  我們需要夫妻要重視
[00:21:19.000 --> 00:21:21.000]  一個美滿的家庭
[00:21:21.000 --> 00:21:26.440]  我們需要建立起夫妻一種友伴的關係
[00:21:26.440 --> 00:21:29.320]  這種親密的友伴關係
[00:21:29.320 --> 00:21:32.920]  而且彼此有個信任
[00:21:32.920 --> 00:21:37.400]  可以有一個承諾
[00:21:37.400 --> 00:21:43.720]  我屬於你 你屬於我 與我彼此相熟的那種關係
[00:21:43.720 --> 00:21:45.880]  而且是有一種激情的
[00:21:45.880 --> 00:21:51.880]  我們不怕別人說肉體方面的滿足
[00:21:51.880 --> 00:21:55.560]  是需要有這種激情在裡面
[00:21:55.560 --> 00:21:57.640]  年紀越來越大了
[00:21:57.640 --> 00:22:00.680]  但是我們也不能夠忽略這一方面
[00:22:00.680 --> 00:22:03.800]  有時有一些到了六、七十歲
[00:22:03.800 --> 00:22:07.800]  七十多歲的這方面出現問題
[00:22:07.800 --> 00:22:11.880]  所以我們發現有時有些妓女
[00:22:11.880 --> 00:22:15.800]  專門針對老人家 就是這樣的情況
[00:22:15.800 --> 00:22:17.880]  但是更加在屬靈方面
[00:22:17.880 --> 00:22:22.200]  我們能夠產生這種靈裡面的合一
[00:22:22.200 --> 00:22:24.200]  靈裡面的親密
[00:22:24.200 --> 00:22:27.400]  所以我們今天就用這個第七章
[00:22:27.400 --> 00:22:29.400]  當然第五章我們沒有講
[00:22:29.400 --> 00:22:34.360]  但是這兩章都是描述到有關性方面
[00:22:34.360 --> 00:22:36.600]  有關人體的描述
[00:22:36.600 --> 00:22:42.920]  而且從這個層面我們開始講述
[00:22:42.920 --> 00:22:48.360]  一個美滿的家庭是需要有這一方面
[00:22:48.360 --> 00:22:54.920]  而且這個性的生活可以增加彼此之間的深度
[00:22:54.920 --> 00:22:57.880]  那種友伴的深度
[00:22:57.880 --> 00:23:03.800]  如果你缺乏了彼此互相的承諾
[00:23:03.800 --> 00:23:07.640]  毀心給對方、堅守這個征服
[00:23:07.640 --> 00:23:13.080]  堅守我們彼此的成全
[00:23:13.080 --> 00:23:16.040]  於是你在外面就去冒險
[00:23:16.040 --> 00:23:19.800]  去找一些廉價的享受
[00:23:19.800 --> 00:23:22.600]  這個都不是神的心意
