
[00:00:00.000 --> 00:00:15.000]  能夠一起高歌頌讚,能夠聆聽聖經的宣講和宣讀,不是一件必然的事。
[00:04:17.000 --> 00:04:46.000]  如果耶穌基督今天來到我們當中,作為檢閱基督教豐盛生命堂裏面的軍隊,他要看我們有多少人是受得起苦難的。我不知道自己能不能夠被選上,但是神的話語,聖經的道,包括受苦的教訓,思想,就好像種疫苗一樣。
[00:04:46.000 --> 00:05:07.000]  當這個瘟疫可能會來到的時候,如果你不種疫苗,你一定會中這個瘟疫,一定會死在當中,但是如果瘟疫來之前,你是肯聽專家的意見,是接受這個疫苗的時候,你往往能夠安然渡過這個危難。
[00:05:07.000 --> 00:05:27.000]  基督教是在受苦的過程裏面壯大,因為基督教的救主不是一個拿著刀槍來行使他的權威,來逼使人入教的那一位。
[00:05:27.000 --> 00:05:37.000]  他是自己在十字架上承受了苦難,甘願的犧牲性命,然後他呼召我們來跟從他。
[00:05:37.000 --> 00:05:53.000]  潘福華曾經這樣說,當基督呼召一個人去跟從他,他乃是呼召那個人去跟從他而死。主是幫助我們今天,來回歸真正的信仰。
[00:05:53.000 --> 00:06:13.000]  來到怎樣在苦中有樂,在苦中有盼望,在苦中有信心,在苦中仍然能夠擇善固執,於人無害,只是行出良善和睦寬恕的生命來。
[00:06:13.000 --> 00:06:27.000]  因為這種生命是真正的基督信仰,是因為與基督緊密的連繫在一起,而基督有的,屬他的人都要有,無論我們差多遠。
[00:06:27.000 --> 00:06:49.000]  我希望這是我們心底所發出的呼求,所發出的禱告,讓我們真心的信他,真心的愛他,真心的盼望他,以至仕途的信仰,初期教會的信仰,都是我們今天基督教豐盛生命堂的信仰。
[00:06:49.000 --> 00:07:13.000]  人怎樣可以在受苦中不埋怨上帝,人怎樣可以在艱難的時刻中不質疑上帝的良善和能力,人怎樣在自己身受一切的剝奪過程中,而仍然不憤怒神,也不仇恨那些令他受苦的人。
[00:07:13.000 --> 00:07:27.000]  人怎樣在受苦的時候不會還擊,裡面那條毒蛇不會被挑戰起來,人怎樣在被周作的時候,他的口不會出惡言來還擊。
[00:07:27.000 --> 00:07:44.000]  在本都加拉太加帕多加的弟兄姊妹彼得,稱他們為散居國畜的人,意思就是說他們是exiles,被流放的人,他們是當日的信仰難民,政治難民,他們無權無勢。
[00:07:44.000 --> 00:08:00.000]  但是這群人正正是神所揀選所愛所保守,正正是神為他們在永恆裡面預備了無窮的恩典榮耀的基業的人。
[00:08:00.000 --> 00:08:09.000]  不過當你知道你的弟兄姊妹將會受很大的痛苦的時候,你作為他們的目者你可以怎樣做呢?
[00:08:09.000 --> 00:08:20.000]  如果你有能力,如果你有行神蹟的能力,你會不會說,等我來,我擋住了,讓你們不用受苦。
[00:08:20.000 --> 00:08:29.000]  如果你有政治的權柄,有能力,你會不會說,讓我來為你出頭,以至你不需要經歷這一切呢?
[00:08:29.000 --> 00:08:39.000]  又或者,你明知道人會經歷這些痛苦的時候,到底你敢不敢說真話?
[00:08:39.000 --> 00:08:43.000]  到底你要說什麼話?
[00:08:43.000 --> 00:08:49.000]  當人受苦的時候,你說話是很危險的事,是嗎?
[00:08:49.000 --> 00:08:55.000]  你去到安息禮拜,千萬不要隨便說,不要緊,他回了天堂。
[00:08:55.000 --> 00:09:06.000]  當他在受苦的時候,你告訴他,你節哀順變,順便一些瑣碎,你怎樣開口?怎樣說?不要亂說。
[00:09:06.000 --> 00:09:16.000]  但是彼得又沒有覺得自己可以出手攔阻,也沒有不敢將必須說的話說出來。
[00:09:16.000 --> 00:09:23.000]  要來的苦,阻不了的,但是主掌管。
[00:09:23.000 --> 00:09:32.000]  如果他要說話,他就說能夠榮耀主,又能夠堅固信徒的信心。
[00:09:32.000 --> 00:09:37.000]  這才是真正宣講真理的人應該做的事。
[00:09:37.000 --> 00:09:43.000]  永遠不能夠不說榮耀上主,堅固弟兄姊妹信心的說話。
[00:09:43.000 --> 00:09:48.000]  為什麼彼得能夠這樣做?因為他認識耶穌。
[00:09:48.000 --> 00:09:51.000]  他認識耶穌認識得很深。
[00:09:51.000 --> 00:09:57.000]  因為他自己的軟弱很深,因為他經歷耶穌基督的愛很深。
[00:09:57.000 --> 00:10:06.000]  因為他自己是擺上了生命,是學習怎樣在痛苦當中與主同行,一生都不變。
[00:10:06.000 --> 00:10:10.000]  所以他有這樣的能力,去鼓勵他所愛的弟兄姊妹。
[00:10:10.000 --> 00:10:20.000]  第四章第十二節,他說:親愛的,主所愛我所愛。
[00:10:20.000 --> 00:10:34.000]  他能夠稱呼這一群他所牧養的人為蒙愛的,因為他是在加利利海邊,是三次被耶穌基督以愛來建立的一個人。
[00:10:34.000 --> 00:10:47.000]  所以他很清楚知道基督徒的身份,自始至終是不變的一個身份,就是永遠蒙上帝能力和自愛保守。
[00:10:47.000 --> 00:10:52.000]  No matter what, you are loved。
[00:10:52.000 --> 00:10:59.000]  無論怎樣,無論發生什麼事,沒有一事能夠叫我與上主的愛隔絕。
[00:10:59.000 --> 00:11:02.000]  這愛乃是在我主基督耶穌裡。
[00:11:02.000 --> 00:11:09.000]  這個就是信仰,這個就是真正的基督徒。
[00:11:09.000 --> 00:11:15.000]  人受苦的時候,往往是會怨天尤人。
[00:11:15.000 --> 00:11:21.000]  要麼就懷疑上主的恩賜,要麼就懷疑祂的能力。
[00:11:21.000 --> 00:11:29.000]  人是從自己的處境,去到評斷上主的屬性。
[00:11:29.000 --> 00:11:41.000]  但是在這一書,我們看到彼得的說話裡面,是完全沒有這種質疑。
[00:11:41.000 --> 00:11:44.000]  也許我們都要學習一個功課。
[00:11:44.000 --> 00:11:53.000]  就是不是凡事都以人的理性為依據的,企圖用理性的角度去解釋各樣的事。
[00:11:53.000 --> 00:11:59.000]  所有因果的關係,來這樣輕率的作出一個結論。
[00:11:59.000 --> 00:12:01.000]  你會這樣,因為你是這樣。
[00:12:01.000 --> 00:12:03.000]  我們怎麼知道呢?
[00:12:03.000 --> 00:12:06.000]  我會這樣,因為我做了不好的事。
[00:12:06.000 --> 00:12:07.000]  你怎麼知道呢?
[00:12:07.000 --> 00:12:19.000]  還是我們知道自己走得正,站得正的過程裡面,即使受苦,我們仍然在心裡面是毫無怨憤。
[00:12:19.000 --> 00:12:25.000]  也許這個是我們今天需要求主給我們心裡面的一種平靜。
[00:12:25.000 --> 00:12:36.000]  如果沒有這種平靜,我們的信仰很容易像坐飛機經過擾流一樣,整天在轉來轉去。
[00:12:36.000 --> 00:12:55.000]  但是當我們知道我是完全被愛,他是完全接納,完全看顧我的,我要面對的苦難,也是在他的愛的設計裡面,那就無怨無悔。
[00:12:55.000 --> 00:13:01.000]  彼得彼得第一個的防疫針,就是在第四章的第十二節說:
[00:13:01.000 --> 00:13:14.000]  親愛的,有火煉的事驗臨到你們,不要以為稀奇,括弧,似乎是遭遇非常的事。
[00:13:14.000 --> 00:13:17.000]  大家細心咀嚼一下這幾句話。
[00:13:17.000 --> 00:13:25.000]  自己面對著很艱難的情況,人家來告訴你,有什麼奇怪的,你是不是火都離不開?
[00:13:25.000 --> 00:13:30.000]  彼得說是預料到的,有什麼奇怪的?
[00:13:30.000 --> 00:13:38.000]  其實這個就像我們內地人很喜歡說的一句話,彼得替他們做好思想的工作。
[00:13:38.000 --> 00:13:44.000]  當你思想工作做得好的時候,你就有能力去面對你所經歷的事情。
[00:13:44.000 --> 00:13:56.000]  所以你的思想重要,你的神學重要,你的世界觀重要,你怎樣解讀人生,你怎樣解讀上帝的作為,這一切重要。
[00:13:56.000 --> 00:14:01.000]  不要被逼迫,被苦難,殺你一個措手不及。
[00:14:01.000 --> 00:14:07.000]  只要不是自討苦吃,不是自找麻煩,我們可以說是預料到的。
[00:14:07.000 --> 00:14:14.000]  而且彼得怎樣說呢?火煉的事驗,英文那兩個字讀起來都令人害怕。
[00:14:14.000 --> 00:14:26.000]  Fiery, ordeal,火一般的熬煉,在這種情況下,你仍然能夠不會有混亂的思想,有平靜安穩。
[00:14:26.000 --> 00:14:32.000]  因為我在基督裡的身份,是因為我的際遇,我的環境被改變。
[00:14:32.000 --> 00:14:40.000]  我始終在上主的眷有之下,我的信心不止動搖。
[00:14:40.000 --> 00:14:46.000]  上主是我堅固保障。
[00:14:46.000 --> 00:14:54.000]  記不記得馬丁路德這一首聖詩,剛才大家唱到氣喘的那一首,考驗是必然。
[00:14:54.000 --> 00:15:02.000]  但是熬煉,彼得也告訴我們,是短暫的,是會過去的。
[00:15:02.000 --> 00:15:10.000]  而且還有,人經受的熬煉是有用的,是會建立品格的。
[00:15:10.000 --> 00:15:18.000]  其實舉一個很簡單的例子,你想不想恢復你十八歲的身材呢?
[00:15:18.000 --> 00:15:24.000]  但是怎樣有可能呢?但是如果你要的話,怎樣去消脂呢?
[00:15:24.000 --> 00:15:36.000]  如果你願意的話,你一定是會好像,我都不要改他的名字了,免得他那些藝人的名字。
[00:15:36.000 --> 00:15:47.000]  不過我說的就是說,你要在付出熬煉的過程,然後你那些多餘的脂肪才可以一粒一粒地消掉。
[00:15:47.000 --> 00:15:54.000]  然後你期望的那一塊腹肌,才是千辛萬苦才能出到一粒一粒的。
[00:15:54.000 --> 00:15:58.000]  然後你一個不小心,就完全被脂肪覆蓋了。
[00:15:58.000 --> 00:16:04.000]  所以人生是痛苦的熬煉,屬靈的方面也是一樣的。
[00:16:04.000 --> 00:16:09.000]  但是經過那個熬煉是有益的,是會建立我們的品格的。
[00:16:09.000 --> 00:16:15.000]  經歷那個痛苦是有益的,因為是反映出我們裡面到底有些什麼。
[00:16:15.000 --> 00:16:28.000]  到底我們是真的憐於基督,以致被人剝走那些東西的時候,露出來的不是一副柴狼的傷,而是真正有羔羊的美善在當中。
[00:16:28.000 --> 00:16:38.000]  磨練、考驗、羞辱、謙卑,而我們能夠全身而退。
[00:16:38.000 --> 00:16:44.000]  往往人看到我們的好行為,就歸榮耀給主。
[00:16:44.000 --> 00:16:51.000]  往往人因為誣衊我們,然後發覺他所誣衊的完全是虛荒的。
[00:16:51.000 --> 00:17:00.000]  他的心被聖靈光照,而看到我們竟然沒有以牙還牙,沒有以毒攻毒。
[00:17:00.000 --> 00:17:06.000]  他發覺這個世界上竟然仍然有一個族類,是裡面是沒有毒的。
[00:17:06.000 --> 00:17:12.000]  他會因為這樣,而在神的面前謙卑、悔改。
[00:17:12.000 --> 00:17:20.000]  第一,讓我們做好思想的工作,願主也幫助我們。
[00:17:20.000 --> 00:17:28.000]  如果有一天,香港失去政治的自由,失去宗教的自由。
[00:17:28.000 --> 00:17:42.000]  如果有一天,你真的為著是基督徒,是豐盛生命堂的會友,而要付上一切生活的代價,甚至是付上生命的時候。
[00:17:42.000 --> 00:17:51.000]  你記得在2013年9月1日,你曾經打過這一支防疫針。
[00:17:51.000 --> 00:18:01.000]  第二,他處理了人的智慧、人的思想之後,他處理人的情緒。
[00:18:01.000 --> 00:18:04.000]  情緒管理是非常重要的。
[00:18:04.000 --> 00:18:10.000]  如果我們管理不好自己的情緒,我們因為受苦所以就沮喪。
[00:18:10.000 --> 00:18:14.000]  我們因為環境不順,所以我們心裡面怨毒。
[00:18:14.000 --> 00:18:23.000]  然後我們一直困在走不出來的思維裡面,我們的情緒越來越成為我們的主宰。
[00:18:23.000 --> 00:18:31.000]  我們就沒有出路,接著就說,都要歡喜,Rejoice!
[00:18:31.000 --> 00:18:36.000]  各位,弟兄姊妹,笑一笑,開心點。
[00:18:36.000 --> 00:18:44.000]  你可能帶著很沉重的包袱,但是今天來到主的面前,主跟你說,有望我,笑一笑。
[00:18:44.000 --> 00:18:47.000]  你笑不笑?你想不想笑?
[00:18:47.000 --> 00:19:00.000]  如果你看到你的愛人,他看到你的時候,哎呀,兒子,我知道你的腳咬了柴,很痛,不過你看看我,媽咪疼你。
[00:19:00.000 --> 00:19:12.000]  那你怎樣?你的情緒會改變嗎?還是你會說我不看媽咪,我只看著腳咬柴,我咬柴很痛,你還叫我看,你有什麼好看的?
[00:19:12.000 --> 00:19:14.000]  那你的情緒是失控的。
[00:19:14.000 --> 00:19:20.000]  但是我相信我們今天要學習的一樣很重要的東西就是,控制我們的情緒。
[00:19:20.000 --> 00:19:25.000]  基督徒並不一定是控制情緒最好的人。
[00:19:25.000 --> 00:19:43.000]  但是我們要明白到,神的話語能夠給我們力量,因為預計了,因為有馬太福音五章十二節的應許,你們就要歡喜快樂。
[00:19:43.000 --> 00:19:57.000]  因為從前眾先知都是為異獸逼白,人都是這樣辱罵他們,但是他們在天上的賞賜是大的,所以當有人因我的名辱罵你們,欺壓你們,你們就要歡喜快樂。
[00:19:57.000 --> 00:20:06.000]  人之常情就會反駁,在這樣的困難裡面,怎樣歡喜快樂,你是神經病。
[00:20:06.000 --> 00:20:15.000]  如果你繼續用這種思想來面對你的信仰,你一直就是不能脫離情緒的低落。
[00:20:15.000 --> 00:20:31.000]  但是你如果能夠換回眼光,來看我現在所受的屈辱是暫時的,並且主是喜悅我的,並且我要歡喜快樂,因為我是與別不同的。
[00:20:31.000 --> 00:20:39.000]  其實人的身份往往就是賦予人情緒改變的能力。
[00:20:39.000 --> 00:20:55.000]  我知道你看不起我,但是我的爸爸很看重我,你羞辱我,但是我的天父尊重我,所以我的情緒可以反轉過來。
[00:20:55.000 --> 00:21:08.000]  你要歡喜快樂,彼得是刻意的把馬太福音五章十二節,放在一起的兩個希臘字,拆開來放在這裡,我覺得很精彩。
[00:21:08.000 --> 00:21:18.000]  不一樣的情緒,因為在受苦裡面,我不是固影自憐,是孤孤單單的自己捱過。
[00:21:18.000 --> 00:21:25.000]  因為在受苦的時候,我不需要疑惑上帝,不需要埋怨,不需要絕望,因為不是失敗。
[00:21:25.000 --> 00:21:33.000]  彼得怎麼說呢?他說要歡喜快樂,因為你們是與基督一起受苦。
[00:21:33.000 --> 00:21:39.000]  你想不想與基督一起?你覺得與他在一起是不是精彩?
[00:21:39.000 --> 00:21:48.000]  你是不是時常祈禱說:神啊,求你與我同在,以馬內利,神與人同在。
[00:21:48.000 --> 00:21:56.000]  我們不斷地求,但是當基督與我們同在的時候,原來不是與我們風花雪月。
[00:21:56.000 --> 00:22:03.000]  獨步徘徊在花園裡,每一天都有晶瑩照露。
[00:22:03.000 --> 00:22:09.000]  你不知道會有颱風下雨嗎?你不知道會有酷熱天氣警告嗎?
[00:22:09.000 --> 00:22:14.000]  你不知道會有火煉的熔煉臨到嗎?
[00:22:14.000 --> 00:22:22.000]  與主同在,彼得說是一個受苦的同在。
[00:22:22.000 --> 00:22:30.000]  原來這裡比我們對同在,神的同在,被夢神的賜福有一個全新,
[00:22:30.000 --> 00:22:34.000]  而且我覺得是一個更加準確的解讀。
[00:22:34.000 --> 00:22:37.000]  神同在是什麼?就是神同在。
[00:22:37.000 --> 00:22:42.000]  神同在是什麼?就是像他,就是跟著他。
[00:22:42.000 --> 00:22:45.000]  誰能將我們與神的愛隔絕?
[00:22:45.000 --> 00:22:50.000]  或者我們這樣想,我是誰?竟然彼得為這名受苦,
[00:22:50.000 --> 00:22:53.000]  這是《使徒行傳》裡面出現的一種反應。
[00:22:53.000 --> 00:22:58.000]  今天有沒有?今天我們是求方便。
[00:22:58.000 --> 00:23:04.000]  今天拜耶穌的人和拜聖王的人差不多。
[00:23:04.000 --> 00:23:08.000]  你們不明白是誰?
[00:23:08.000 --> 00:23:12.000]  但是我們今天拜的不是聖王。
[00:23:12.000 --> 00:23:19.000]  我們今天拜的,是一位真正能夠為我們整個生命負責的。
[00:23:19.000 --> 00:23:23.000]  我竟然不是為了自己的罪來受苦,
[00:23:23.000 --> 00:23:26.000]  我竟然是為了忠於基督而受苦。
[00:23:26.000 --> 00:23:29.000]  這是多麼奇異的因典。
[00:23:29.000 --> 00:23:31.000]  親愛的,你明不明白?
[00:23:31.000 --> 00:23:35.000]  如果我不是為了自己的行差踏錯而受苦,
[00:23:35.000 --> 00:23:42.000]  而是為了我真是忠於基督,完全的信服神而受苦,
[00:23:42.000 --> 00:23:45.000]  這簡直是一個奇蹟。
[00:23:45.000 --> 00:23:48.000]  因為我們按照本性,我們沒有這樣的能力,
[00:23:48.000 --> 00:23:51.000]  而是因著神的作為,所以我們可以逆流而上。
[00:23:51.000 --> 00:23:55.000]  這是詐異的事,令人稀奇的事。
[00:23:55.000 --> 00:23:57.000]  我是誰?
[00:23:57.000 --> 00:24:02.000]  原來彼得告訴我們,我們與基督一同受苦,
[00:24:02.000 --> 00:24:05.000]  並且要在他榮耀顯現的時候,
[00:24:05.000 --> 00:24:07.000]  都一起歡喜快樂。
[00:24:07.000 --> 00:24:12.000]  在他榮耀顯現,在今天與基督一同受苦,
[00:24:12.000 --> 00:24:16.000]  在現在,短暫的人生,
[00:24:16.000 --> 00:24:23.000]  和榮耀裡面,永無止息的榮耀,
[00:24:23.000 --> 00:24:25.000]  我們短暫的人生和永恆的榮耀,
[00:24:25.000 --> 00:24:28.000]  可以因著為主受苦而連在一起。
[00:24:28.000 --> 00:24:32.000]  所以受苦是否如此的矜貴?
[00:24:32.000 --> 00:24:35.000]  財產被奪,不要緊。
[00:24:35.000 --> 00:24:39.000]  生命被奪,也不要緊。
[00:24:39.000 --> 00:24:44.000]  教堂被燒,如果有一天有人燒了我們這間豐盛生命堂,
[00:24:44.000 --> 00:24:49.000]  我們一定不會有人拿著火把去燒隔壁屋的。
[00:24:49.000 --> 00:24:52.000]  如果我們真是屬於基督,
[00:24:52.000 --> 00:24:57.000]  我們絕對不會有人用自殺式的炸彈來與敵人同歸於盡,
[00:24:57.000 --> 00:25:01.000]  並且宣揚那些荒謬不義的話,
[00:25:01.000 --> 00:25:05.000]  你如果今天是為了你的信仰而殉道,
[00:25:05.000 --> 00:25:08.000]  殺死你信仰的敵人,
[00:25:08.000 --> 00:25:11.000]  你就立刻上到極樂世界裡面,
[00:25:11.000 --> 00:25:13.000]  享受那個走池玉林。
[00:25:13.000 --> 00:25:16.000]  這些是什麼話?
[00:25:16.000 --> 00:25:19.000]  如果你敢去指出這些事是錯誤,
[00:25:19.000 --> 00:25:24.000]  如果你敢選擇一個不隨從的路去走,
[00:25:24.000 --> 00:25:30.000]  也許有一天你會為了你所說的所做的付出代價,
[00:25:30.000 --> 00:25:32.000]  那又如何?
[00:25:32.000 --> 00:25:37.000]  因為我的主也是謙卑至死。
[00:25:37.000 --> 00:25:41.000]  其實基督信仰只有一條十字架的路,
[00:25:41.000 --> 00:25:45.000]  是受苦受死,然後在死到盡的時候,
[00:25:45.000 --> 00:25:51.000]  天父上帝將極其的榮耀加在祂的身上。
[00:25:51.000 --> 00:25:55.000]  這位你們所殺死的那撒勒人耶穌,
[00:25:55.000 --> 00:25:59.000]  天父已經立祂為主為基督了。
[00:25:59.000 --> 00:26:02.000]  我們的喜樂是什麼?
[00:26:02.000 --> 00:26:07.000]  我們的喜樂是因為能夠與主一同受苦,
[00:26:07.000 --> 00:26:10.000]  我們的喜樂和我們的尊榮,
[00:26:10.000 --> 00:26:15.000]  如果苦難真的臨到,是我們沒有半點報復的行動。
[00:26:15.000 --> 00:26:17.000]  我們的喜樂是什麼?
[00:26:17.000 --> 00:26:22.000]  就是能夠看見那些施虐者,施暴者,
[00:26:22.000 --> 00:26:24.000]  是令我們受苦者,
[00:26:24.000 --> 00:26:31.000]  他都蒙神的寬恕,得著拯救,得享天家的榮耀。
[00:26:31.000 --> 00:26:34.000]  這一種是什麼情操?
[00:26:34.000 --> 00:26:37.000]  這一種是耶穌基督的生命,
[00:26:37.000 --> 00:26:41.000]  是我們按本性母的親愛弟兄姊妹。
[00:26:41.000 --> 00:26:43.000]  我們的本性是什麼?
[00:26:43.000 --> 00:26:46.000]  就是你不要動我,你動我我就動你,
[00:26:46.000 --> 00:26:50.000]  你不要刺我,你刺我我就刺你。
[00:26:50.000 --> 00:26:52.000]  我們不用說得這麼大,
[00:26:52.000 --> 00:26:55.000]  我們只說自己日常生活,
[00:26:55.000 --> 00:27:01.000]  甚至夫妻之間,甚至親子之間,甚至兄弟姊妹之間,
[00:27:01.000 --> 00:27:06.000]  親愛的,讓豐盛生命堂的弟兄姊妹,
[00:27:06.000 --> 00:27:11.000]  未受這麼嚴重的火煉的熬煉之前,
[00:27:11.000 --> 00:27:16.000]  在那些最基本的人與人之間的困難當中,
[00:27:16.000 --> 00:27:23.000]  能夠將自己的爪牙,將自己有毒的言語,
[00:27:23.000 --> 00:27:25.000]  將自己的苦毒的心,
[00:27:25.000 --> 00:27:30.000]  靠著十格的愛來清除它。
[00:27:30.000 --> 00:27:32.000]  你看看在四章十四節那裡,
[00:27:32.000 --> 00:27:37.000]  繼續是鼓勵,繼續加深這個觀念,
[00:27:37.000 --> 00:27:41.000]  與主一同受苦,為基督的名受辱罵,
[00:27:41.000 --> 00:27:43.000]  是怎樣的?是有福的。
[00:27:43.000 --> 00:27:48.000]  人家說你沒有福,但是天上說你有福,
[00:27:48.000 --> 00:27:53.000]  人家加你傷痕,但是天上加你讚許,加你勳章。
[00:27:53.000 --> 00:27:57.000]  斯提反受苦被石頭扔死的時候,
[00:27:57.000 --> 00:28:02.000]  他面容上不是一種苦澀,不是一種絕望,
[00:28:02.000 --> 00:28:07.000]  而是反映出榮光,如同天使的面容。
[00:28:07.000 --> 00:28:13.000]  因為當你為基督的名受辱罵是有福的,
[00:28:13.000 --> 00:28:18.000]  神榮耀的靈,尚住在你的身上。
[00:28:18.000 --> 00:28:21.000]  今天有些教會很講聖靈充滿,
[00:28:21.000 --> 00:28:25.000]  好的,注重聖靈極之重要。
[00:28:25.000 --> 00:28:30.000]  但是如果神榮耀的靈不能夠使一個人謙卑,
[00:28:30.000 --> 00:28:33.000]  不能夠使一個人為基督的名受辱罵,
[00:28:33.000 --> 00:28:38.000]  如果神榮耀的靈只不過使一個人開車越開越大,
[00:28:38.000 --> 00:28:43.000]  住的房子越住越豪,所吃的東西越來越奢華,
[00:28:43.000 --> 00:28:50.000]  在人生的路上所走的路越來越浮誇的話,
[00:28:50.000 --> 00:28:54.000]  我們要知道那不是真正的榮耀,
[00:28:54.000 --> 00:29:00.000]  那些叫做虛火,尋求神榮耀的靈,
[00:29:00.000 --> 00:29:06.000]  讓基督的生命是在我們的品格裡面,
[00:29:06.000 --> 00:29:10.000]  受辱罵是為基督的緣故,
[00:29:10.000 --> 00:29:15.000]  這樣的生命也許更加是聖靈充滿。
[00:29:15.000 --> 00:29:17.000]  親愛的兄姊妹,
[00:29:17.000 --> 00:29:22.000]  今天有很多的外面的東西一直吸引著教會,
[00:29:22.000 --> 00:29:25.000]  一直推著教會,到底什麼是潮流,
[00:29:25.000 --> 00:29:29.000]  什麼是虛火,什麼是真誠,
[00:29:29.000 --> 00:29:32.000]  或者就在這個受苦的思想裡面,
[00:29:32.000 --> 00:29:36.000]  讓我們再反駁歸真,去想一想,
[00:29:36.000 --> 00:29:39.000]  去反省我們的信仰,
[00:29:39.000 --> 00:29:44.000]  然後彼得說了這麼宏大的東西,
[00:29:44.000 --> 00:29:48.000]  突然間轉去一些覺得很尷尬的話,
[00:29:48.000 --> 00:29:50.000]  他怎麼說呢?第十五節,
[00:29:50.000 --> 00:29:56.000]  你們中間不要有人去殺人,
[00:29:56.000 --> 00:29:58.000]  不要有人去偷東西,
[00:29:58.000 --> 00:30:03.000]  不要有人去蛛絲八卦,好管閒事,搞搞震,
[00:30:03.000 --> 00:30:05.000]  不要有人去作惡,
[00:30:05.000 --> 00:30:09.000]  不要有人做這些事情才受苦,
[00:30:09.000 --> 00:30:11.000]  你會不會覺得有一點特別?
[00:30:11.000 --> 00:30:14.000]  會不會覺得?
[00:30:14.000 --> 00:30:17.000]  但是這個正正就是提醒我們,
[00:30:17.000 --> 00:30:20.000]  到底教會的群體為什麼時常需要來到神的面前,
[00:30:20.000 --> 00:30:23.000]  來到謙卑悔改,反省,來到聽神的話語,
[00:30:23.000 --> 00:30:28.000]  因為彼得知道教會裡面的人,
[00:30:28.000 --> 00:30:33.000]  他一方面可以有可能性與基督一同受苦,
[00:30:33.000 --> 00:30:35.000]  一方面他都有個可能性,
[00:30:35.000 --> 00:30:39.000]  是放任自己受不住誘惑,受不住刺激,
[00:30:39.000 --> 00:30:42.000]  而去走出敗壞主名的,
[00:30:42.000 --> 00:30:46.000]  今早我們祈禱會有位姐妹說我們去傳福音,
[00:30:46.000 --> 00:30:49.000]  然後有些神運客就問說,
[00:30:49.000 --> 00:30:53.000]  報紙上說某某牧師做了一些很難看的事情,
[00:30:53.000 --> 00:30:55.000]  那你們的信仰到底是什麼回事?
[00:30:55.000 --> 00:30:57.000]  好尷尬,好難回答,
[00:30:57.000 --> 00:30:59.000]  是不是?
[00:30:59.000 --> 00:31:01.000]  有多尷尬有多難回答?
[00:31:01.000 --> 00:31:04.000]  當然是遺憾,
[00:31:04.000 --> 00:31:07.000]  所以各位要為著你的教牧童宮,
[00:31:07.000 --> 00:31:10.000]  為著我們不斷的守望,
[00:31:10.000 --> 00:31:14.000]  也老實不客氣的作出提醒,
[00:31:14.000 --> 00:31:20.000]  但是我們不要忘記我們內心裡每個人都是一隻動物,
[00:31:20.000 --> 00:31:24.000]  一直沒有回到天家的那隻動物隨時死而復活,
[00:31:24.000 --> 00:31:27.000]  每個人都有的,
[00:31:27.000 --> 00:31:30.000]  你不要以為某一些人在他品格上特別軟弱才有,
[00:31:30.000 --> 00:31:34.000]  有些失敗的人在他品格上比其他人可能更加好的,
