
[00:00:00.000 --> 00:00:07.220]  各位大兄姐妹 平安 新年蒙恩
[00:04:28.920 --> 00:04:31.320]  原來是大約一半
[00:04:31.320 --> 00:04:33.520]  原來是450呎
[00:04:33.520 --> 00:04:35.720]  原來剛才說的多少爪多少爪
[00:04:35.720 --> 00:04:39.280]  長度就是450呎
[00:04:39.280 --> 00:04:40.360]  有些人做比較
[00:04:40.360 --> 00:04:42.240]  就比較747
[00:04:42.240 --> 00:04:46.360]  747大還是羅亞方舟大呢?
[00:04:46.360 --> 00:04:47.400]  小一點
[00:04:47.400 --> 00:04:51.760]  原來747是231呎
[00:04:51.760 --> 00:04:52.280]  好了
[00:04:52.280 --> 00:04:53.920]  他曾經做過
[00:04:53.920 --> 00:04:55.240]  大家看到了
[00:04:55.240 --> 00:04:57.440]  這隻是747
[00:04:57.440 --> 00:05:00.040]  但是小一點
[00:05:00.040 --> 00:05:00.520]  好了
[00:05:00.520 --> 00:05:02.960]  接著就讓大家看到這個表
[00:05:02.960 --> 00:05:06.960]  原來Titanic高175呎
[00:05:06.960 --> 00:05:09.040]  長882呎
[00:05:09.040 --> 00:05:10.320]  闊92呎
[00:05:10.320 --> 00:05:14.920]  而羅亞方舟的高原來是45呎
[00:05:14.920 --> 00:05:18.000]  45呎是什麼概念呢?
[00:05:18.000 --> 00:05:19.760]  說得清楚一點
[00:05:19.760 --> 00:05:22.920]  羅亞方舟如果它的高
[00:05:22.920 --> 00:05:25.880]  本身方舟的高就是45呎
[00:05:25.880 --> 00:05:28.840]  你就當是四層樓左右
[00:05:28.840 --> 00:05:29.920]  45呎
[00:05:29.920 --> 00:05:32.880]  如果它的闊就是75呎
[00:05:32.880 --> 00:05:35.960]  你當是七層樓多一點
[00:05:35.960 --> 00:05:39.480]  如果它的長就是450呎
[00:05:39.480 --> 00:05:41.840]  那就是大約45層樓高
[00:05:41.840 --> 00:05:42.680]  那就是怎樣呢?
[00:05:42.680 --> 00:05:46.040]  如果一座樓
[00:05:46.040 --> 00:05:47.840]  這裡真的在Vancouver建的
[00:05:47.840 --> 00:05:49.480]  有一座樓就是45層
[00:05:49.480 --> 00:05:51.280]  那就是哇
[00:05:51.280 --> 00:05:52.920]  這個概念
[00:05:52.920 --> 00:05:55.840]  就是羅亞方舟差不多將一層樓
[00:05:55.840 --> 00:05:56.640]  45層
[00:05:56.640 --> 00:05:58.440]  你都打平了
[00:05:58.440 --> 00:06:03.720]  這個就是羅亞方舟的大小
[00:06:03.720 --> 00:06:05.480]  所以剛才說300爪
[00:06:05.480 --> 00:06:06.360]  50爪
[00:06:06.360 --> 00:06:08.080]  30爪就是這個意思
[00:06:08.080 --> 00:06:11.400]  如果你這樣看羅亞方舟
[00:06:11.400 --> 00:06:14.280]  其實它可能不像一艘船
[00:06:14.280 --> 00:06:15.680]  是像什麼呢?
[00:06:15.680 --> 00:06:19.840]  可能像一個盒子
[00:06:19.840 --> 00:06:22.320]  所以有聖經的學者
[00:06:22.320 --> 00:06:26.120]  他真的照著聖經的描述來做
[00:06:26.120 --> 00:06:27.720]  原來應該不是很難做
[00:06:27.720 --> 00:06:28.880]  就是一個盒子
[00:06:28.880 --> 00:06:31.000]  這個是1比96
[00:06:31.000 --> 00:06:36.200]  所以原來你看希伯來文的原文
[00:06:36.200 --> 00:06:37.320]  中間那個字
[00:06:37.320 --> 00:06:40.640]  你看到中間那個字是希伯來文
[00:06:40.640 --> 00:06:43.200]  就是Tiva
[00:06:43.200 --> 00:06:45.040]  而下面的英文
[00:06:45.040 --> 00:06:46.320]  就可以譯作Arc
[00:06:46.320 --> 00:06:48.520]  就是我們平時看到的方舟
[00:06:48.520 --> 00:06:51.000]  或者最右邊那個字
[00:06:51.000 --> 00:06:52.320]  就是Cascade
[00:06:52.320 --> 00:06:55.720]  我什麼時候第一次認識Cascade這個字呢?
[00:06:55.720 --> 00:06:59.240]  就是幾年前參與了一個安息禮
[00:06:59.240 --> 00:07:01.840]  我負責做主禮
[00:07:01.840 --> 00:07:04.960]  那個外籍人士就跟我說
[00:07:04.960 --> 00:07:06.880]  這個就是Cascade
[00:07:06.880 --> 00:07:11.080]  原來就是一個姓正方方的一個木盒
[00:07:11.080 --> 00:07:14.040]  原來本身希伯來文就是這個意思
[00:07:14.040 --> 00:07:15.160]  可以解作Arc
[00:07:15.160 --> 00:07:16.120]  或者你說
[00:07:16.120 --> 00:07:18.000]  為什麼Basquiat也可以呢?
[00:07:18.000 --> 00:07:19.720]  只是一個籃子
[00:07:19.720 --> 00:07:24.040]  原來當你看回聖經的意思的時候
[00:07:24.040 --> 00:07:26.960]  它會有兩個意思是同一個文字
[00:07:26.960 --> 00:07:29.880]  一個就是Arc 就是一隻船
[00:07:29.880 --> 00:07:31.000]  不過你可以想想
[00:07:31.000 --> 00:07:33.000]  方舟究竟像不像一隻船
[00:07:33.000 --> 00:07:34.080]  一會兒再討論
[00:07:34.080 --> 00:07:35.680]  而另外一個意思就是說
[00:07:35.680 --> 00:07:37.000]  是一個籃子
[00:07:37.000 --> 00:07:43.480]  原來在《出埃及記》第二章三節提過這個字
[00:07:43.480 --> 00:07:45.720]  當《出埃及記》第二章三節說
[00:07:45.720 --> 00:07:47.280]  後來不能再藏
[00:07:47.280 --> 00:07:47.840]  什麼意思呢?
[00:07:47.840 --> 00:07:50.000]  就是要收藏摩西
[00:07:50.000 --> 00:07:51.280]  因為當時的皇帝
[00:07:51.280 --> 00:07:53.320]  就要下令把男嬰都殺掉
[00:07:53.320 --> 00:07:55.080]  只留下女嬰
[00:07:55.080 --> 00:07:56.920]  但因為上帝的眷顧
[00:07:56.920 --> 00:07:59.000]  摩西嬰兒的時候
[00:07:59.000 --> 00:08:04.080]  他姐姐和他媽媽就用了一個蒲草箱
[00:08:04.080 --> 00:08:07.240]  原來蒲草箱這個字的意思
[00:08:07.240 --> 00:08:10.000]  就是原文一模一樣
[00:08:10.000 --> 00:08:12.440]  就是羅亞方舟那個字
[00:08:12.440 --> 00:08:14.080]  所以那次
[00:08:14.080 --> 00:08:16.680]  當他們用了這個蒲草箱
[00:08:16.680 --> 00:08:17.680]  這個籃子
[00:08:17.680 --> 00:08:18.920]  這個Basquiat
[00:08:18.920 --> 00:08:21.600]  原來是有同一個意思
[00:08:21.600 --> 00:08:24.680]  而你想起方舟
[00:08:24.680 --> 00:08:25.960]  和這個籃子
[00:08:25.960 --> 00:08:27.800]  其實都是同一個意思
[00:08:27.800 --> 00:08:30.200]  就是一個拯救
[00:08:30.200 --> 00:08:32.200]  當羅亞進入方舟的時候
[00:08:32.200 --> 00:08:33.240]  被拯救
[00:08:33.240 --> 00:08:35.920]  當摩西在籃子裡的時候
[00:08:35.920 --> 00:08:38.160]  是被拯救
[00:08:38.160 --> 00:08:39.720]  我們繼續看下去
[00:08:39.720 --> 00:08:42.120]  究竟方舟是怎樣做的?
[00:08:42.120 --> 00:08:44.360]  說完多長多寬
[00:08:44.360 --> 00:08:46.400]  《創世紀錄》第十六節
[00:08:46.400 --> 00:08:49.200]  它說方舟上面有個天窗
[00:08:49.200 --> 00:08:50.240]  待會給你看圖片
[00:08:50.240 --> 00:08:51.400]  你會具體一點
[00:08:51.400 --> 00:08:52.400]  有個天窗
[00:08:52.400 --> 00:08:53.720]  向上一抓
[00:08:53.720 --> 00:08:55.160]  大家應該記得多少了
[00:08:55.160 --> 00:08:56.280]  1.5英呎
[00:08:56.280 --> 00:08:57.680]  大家應該知道了
[00:08:57.680 --> 00:09:00.200]  方舟的門要開在旁邊
[00:09:00.200 --> 00:09:02.960]  方舟原來有三層
[00:09:02.960 --> 00:09:04.880]  所以有人這樣
[00:09:04.880 --> 00:09:06.920]  還原方舟的時候
[00:09:06.920 --> 00:09:08.960]  他就用這個來做表示
[00:09:08.960 --> 00:09:11.600]  就是你看到有三層的
[00:09:11.600 --> 00:09:13.200]  而最頂
[00:09:13.200 --> 00:09:16.760]  你就看到天窗的位置
[00:09:16.760 --> 00:09:17.440]  好了
[00:09:17.440 --> 00:09:19.240]  方舟原來大約是這樣
[00:09:19.240 --> 00:09:22.320]  大家應該很有畫面
[00:09:22.320 --> 00:09:24.600]  能夠想像到方舟大概是怎樣
[00:09:24.600 --> 00:09:25.480]  我們繼續看下去
[00:09:25.480 --> 00:09:27.960]  究竟發生什麼事
[00:09:27.960 --> 00:09:30.040]  在《創世紀錄》第十七節說
[00:09:30.040 --> 00:09:30.800]  他看
[00:09:30.800 --> 00:09:31.960]  我要洗洪水
[00:09:31.960 --> 00:09:32.720]  上帝說的
[00:09:32.720 --> 00:09:33.960]  我要洗洪水
[00:09:33.960 --> 00:09:35.640]  泛濫在地上
[00:09:35.640 --> 00:09:36.840]  毀滅天下
[00:09:36.840 --> 00:09:40.160]  凡有生命氣息的血肉之軀
[00:09:40.160 --> 00:09:43.320]  地上的一切都要滅亡
[00:09:43.320 --> 00:09:45.440]  這是上帝已經計劃了
[00:09:45.440 --> 00:09:46.720]  要這樣做
[00:09:46.720 --> 00:09:48.280]  但繼續和羅亞說
[00:09:48.280 --> 00:09:51.480]  但我要與你納約
[00:09:51.480 --> 00:09:54.800]  你和你的兒子 妻子和媳婦
[00:09:54.800 --> 00:09:56.400]  都要進入方舟
[00:09:56.400 --> 00:09:56.800]  如果是這樣
[00:09:56.800 --> 00:09:58.560]  大家數幾人呢
[00:09:58.560 --> 00:09:59.680]  方舟有幾人
[00:09:59.680 --> 00:10:02.160]  方舟應該有八個人
[00:10:02.160 --> 00:10:04.880]  中國人教外籍人士中文的時候
[00:10:04.880 --> 00:10:05.800]  他說
[00:10:05.800 --> 00:10:07.680]  這個字是怎麼來的
[00:10:07.680 --> 00:10:08.960]  他們會這樣拆開的
[00:10:08.960 --> 00:10:10.720]  給你看看
[00:10:10.720 --> 00:10:12.760]  就是一個船字
[00:10:12.760 --> 00:10:13.640]  你看到船
[00:10:13.640 --> 00:10:15.680]  就是有個舟
[00:10:15.680 --> 00:10:17.160]  然後有八個口
[00:10:17.160 --> 00:10:17.960]  這個是
[00:10:17.960 --> 00:10:21.480]  羅亞方舟真的有八個人進入
[00:10:21.480 --> 00:10:24.200]  除了八個人
[00:10:24.200 --> 00:10:25.320]  還有其他什麼呢?
[00:10:25.320 --> 00:10:27.720]  上帝要繼續吩咐
[00:10:27.720 --> 00:10:28.440]  他就說
[00:10:28.440 --> 00:10:29.960]  凡有血肉的動物
[00:10:29.960 --> 00:10:31.000]  每樣一對
[00:10:31.000 --> 00:10:32.240]  一公一母
[00:10:32.240 --> 00:10:34.080]  你要帶進方舟
[00:10:34.080 --> 00:10:37.000]  好跟你一起保存性命
[00:10:37.000 --> 00:10:39.920]  上帝紀念了羅亞一家八口
[00:10:39.920 --> 00:10:42.880]  和紀念一些動物
[00:10:42.880 --> 00:10:44.240]  一些生畜
[00:10:44.240 --> 00:10:45.680]  希望帶進去的時候
[00:10:45.680 --> 00:10:48.360]  可以保存他們的生命
[00:10:48.360 --> 00:10:49.000]  繼續說下去
[00:10:49.000 --> 00:10:50.560]  他說飛鳥各從其類
[00:10:50.560 --> 00:10:51.960]  生畜各從其類
[00:10:51.960 --> 00:10:54.600]  地上爬的動物各從其類
[00:10:54.600 --> 00:10:55.680]  每樣一對
[00:10:55.680 --> 00:10:57.400]  都要到你那裡
[00:10:57.400 --> 00:10:58.800]  好保存性命
[00:10:58.800 --> 00:11:00.920]  上帝很想透過方舟
[00:11:00.920 --> 00:11:04.040]  讓他們能夠保存性命
[00:11:04.040 --> 00:11:05.080]  看下去
[00:11:05.080 --> 00:11:07.720]  他說你要拿各樣可吃的食物
[00:11:07.720 --> 00:11:10.120]  儲存在你那裡
[00:11:10.120 --> 00:11:13.720]  作你和他們的糧食
[00:11:13.720 --> 00:11:15.560]  當看到這裡的時候
[00:11:15.560 --> 00:11:17.120]  大家一起想像一下
[00:11:17.120 --> 00:11:18.400]  我們平時看這個故事
[00:11:18.400 --> 00:11:20.880]  很熟悉
[00:11:20.880 --> 00:11:22.960]  我都知道發生什麼事
[00:11:22.960 --> 00:11:25.880]  但我們今天試試帶進去
[00:11:25.880 --> 00:11:30.920]  當上帝 聖經稱讚羅亞與神同行的時候
[00:11:30.920 --> 00:11:33.040]  其實為什麼會這樣稱讚他
[00:11:33.040 --> 00:11:36.360]  什麼叫做與神同行
[00:11:36.360 --> 00:11:39.480]  當上帝吩咐羅亞做這件事的時候
[00:11:39.480 --> 00:11:42.400]  如果給你 你會怎麼做
[00:11:42.400 --> 00:11:43.840]  你說我照做
[00:11:43.840 --> 00:11:45.440]  是不是真的
[00:11:45.440 --> 00:11:46.680]  很多時候我們看聖經
[00:11:46.680 --> 00:11:48.520]  或者看和合本的標題
[00:11:48.520 --> 00:11:51.240]  都說羅亞做方舟
[00:11:51.240 --> 00:11:54.120]  其實羅亞是不是真的做方舟呢
[00:11:54.120 --> 00:11:55.440]  很坦白說
[00:11:55.440 --> 00:11:58.720]  肯定不是他一個人做
[00:11:58.720 --> 00:11:59.520]  是不是
[00:11:59.520 --> 00:12:02.440]  剛才說到45層樓那麼高
[00:12:02.440 --> 00:12:04.520]  然後橫放下去
[00:12:04.520 --> 00:12:07.440]  第一 你覺得地要多大
[00:12:07.440 --> 00:12:10.080]  第二 你覺得木要多少
[00:12:10.080 --> 00:12:11.640]  我前幾天和一個弟兄聊天
[00:12:11.640 --> 00:12:14.800]  說買一塊不知道什麼木頭
[00:12:14.800 --> 00:12:17.400]  都說50多塊加幣
[00:12:17.400 --> 00:12:18.840]  你想一下
[00:12:18.840 --> 00:12:21.040]  現在要做這麼大一隻方舟
[00:12:21.040 --> 00:12:24.200]  牽涉的資源
[00:12:24.200 --> 00:12:26.800]  牽涉的人力
[00:12:26.800 --> 00:12:27.640]  是不是
[00:12:27.640 --> 00:12:29.920]  我們教的椅子很漂亮
[00:12:29.920 --> 00:12:31.480]  那次我們搬這張木椅
[00:12:31.480 --> 00:12:34.920]  要四五個大漢搬
[00:12:34.920 --> 00:12:35.760]  是不是
[00:12:35.760 --> 00:12:37.440]  如果要做這麼大一隻方舟
[00:12:37.440 --> 00:12:40.480]  要用多少人力 多少物力
[00:12:40.480 --> 00:12:41.520]  如果給你
[00:12:41.520 --> 00:12:43.600]  或者說我是傳道人
[00:12:43.600 --> 00:12:46.520]  今天有兩個執事在這裡
[00:12:46.520 --> 00:12:49.200]  如果說你幫我做什麼行動
[00:12:49.200 --> 00:12:50.720]  你一想
[00:12:50.720 --> 00:12:51.640]  可能你說
[00:12:51.640 --> 00:12:52.480]  不知道會不會說
[00:12:52.480 --> 00:12:53.560]  女傳道
[00:12:53.560 --> 00:12:54.800]  怎麼做好呢
[00:12:54.800 --> 00:12:56.800]  有多少人手呢
[00:12:56.800 --> 00:13:00.600]  這個是很合理的疑問
[00:13:00.600 --> 00:13:04.000]  但是你看完整個關於羅亞
[00:13:04.000 --> 00:13:07.040]  這個有關於做方舟的事蹟
[00:13:07.040 --> 00:13:10.680]  他沒有出過一句聲
[00:13:10.680 --> 00:13:12.040]  他沒有出過一句聲
[00:13:12.040 --> 00:13:12.760]  你不要說
[00:13:12.760 --> 00:13:14.280]  他是不是不會說話
[00:13:14.280 --> 00:13:15.560]  但是你看下去知道
[00:13:15.560 --> 00:13:16.480]  他會說話
[00:13:16.480 --> 00:13:18.720]  他不是不會說話
[00:13:18.720 --> 00:13:20.760]  但是他沒有出過一句聲
[00:13:20.760 --> 00:13:23.120]  他沒有反問上帝一些事
[00:13:23.120 --> 00:13:26.640]  也沒有和上帝討價還價
[00:13:26.640 --> 00:13:30.400]  聖經給他一個評語
[00:13:30.400 --> 00:13:33.120]  就是羅亞就去做了
[00:13:33.120 --> 00:13:35.240]  一個這麼大的項目
[00:13:35.240 --> 00:13:37.160]  這麼大的任務
[00:13:37.160 --> 00:13:39.600]  羅亞就去做了
[00:13:39.600 --> 00:13:41.960]  凡神吩咐他的
[00:13:41.960 --> 00:13:44.880]  他都照樣去做
[00:13:44.880 --> 00:13:49.440]  難怪說羅亞與神同行
[00:13:49.440 --> 00:13:51.120]  我們繼續看下去
[00:13:51.120 --> 00:13:54.120]  在七章一節說
[00:13:54.120 --> 00:13:55.400]  耶和華對羅亞說
[00:13:55.400 --> 00:13:57.800]  你的全家都要進入方舟
[00:13:57.800 --> 00:13:59.800]  建好了 做好了
[00:13:59.800 --> 00:14:03.920]  你不要以為一章聖經很短
[00:14:03.920 --> 00:14:06.200]  大家希望你能夠想像到
[00:14:06.200 --> 00:14:08.480]  要做一隻方舟這麼大
[00:14:08.480 --> 00:14:10.360]  可能已經經歷了很長很長
[00:14:10.360 --> 00:14:13.440]  可能不知道多少年的時間
[00:14:13.440 --> 00:14:14.800]  在七章一節做好了
[00:14:14.800 --> 00:14:16.800]  耶和華對羅亞說
[00:14:16.800 --> 00:14:19.000]  你和你的全家都要進入方舟
[00:14:19.000 --> 00:14:21.000]  因為在這世代中
[00:14:21.000 --> 00:14:23.400]  我看你在我面前是個義人
[00:14:23.400 --> 00:14:25.080]  第一 他做好自己
[00:14:25.080 --> 00:14:27.240]  他不單聽上帝吩咐
[00:14:27.240 --> 00:14:28.840]  他還是一個義人
[00:14:28.840 --> 00:14:31.560]  你可以說是一個很公義的人
[00:14:31.560 --> 00:14:34.240]  很正義的人
[00:14:34.240 --> 00:14:37.560]  繼續看下去
[00:14:37.560 --> 00:14:39.400]  當上帝繼續跟他說
[00:14:39.400 --> 00:14:41.880]  帶些活物進去的時候
[00:14:41.880 --> 00:14:43.880]  當吩咐完他之後
[00:14:43.880 --> 00:14:46.360]  聖經再一次讓我們知道
[00:14:46.360 --> 00:14:51.600]  羅亞就遵照耶和華吩咐的去做
[00:14:51.600 --> 00:14:53.680]  其實他就是做了一件
[00:14:53.680 --> 00:14:57.320]  又大又難的事
[00:14:57.320 --> 00:15:02.720]  去到有一天 創世紀七章十一到十二節
[00:15:02.720 --> 00:15:03.520]  那時候他說
[00:15:03.520 --> 00:15:08.200]  羅亞六百歲那一年的二月十七日
[00:15:08.200 --> 00:15:11.400]  當我讀到日子的時候
[00:15:11.400 --> 00:15:12.640]  你敏感一點
[00:15:12.640 --> 00:15:13.600]  你記一下
[00:15:13.600 --> 00:15:15.680]  記一下大概發生
[00:15:15.680 --> 00:15:16.920]  我們就可以知道
[00:15:16.920 --> 00:15:21.840]  原來整個洪水究竟歷時多久
[00:15:21.840 --> 00:15:24.960]  究竟他在方舟裡被關上門
[00:15:24.960 --> 00:15:27.560]  究竟歷時多久
[00:15:27.560 --> 00:15:30.480]  羅亞六百歲那一年的二月十七日
[00:15:30.480 --> 00:15:34.760]  就在那一天大深淵的泉源都裂開
[00:15:34.760 --> 00:15:37.440]  天上的窗戶也敞開了
[00:15:37.440 --> 00:15:41.600]  四十秋夜有大雨降在地上
[00:15:41.600 --> 00:15:44.640]  原來開始雨水來的時候
[00:15:44.640 --> 00:15:48.960]  大家知道如果水一直要漲漲漲的時候
[00:15:48.960 --> 00:15:50.800]  一定會經歷一段時候
[00:15:50.800 --> 00:15:54.200]  這裡說明天好像裂開
[00:15:54.200 --> 00:15:56.360]  好像倒水一樣
[00:15:56.360 --> 00:15:57.480]  我們廣東話就說
[00:15:57.480 --> 00:16:01.320]  但這裡說大深淵的泉源都裂開
[00:16:01.320 --> 00:16:03.040]  天上的窗戶也敞開了
[00:16:03.040 --> 00:16:04.160]  即是打開了天
[00:16:04.160 --> 00:16:05.640]  然後一直下雨
[00:16:05.640 --> 00:16:08.480]  下了四十秋夜
[00:16:08.480 --> 00:16:12.280]  下到這樣的時候會怎樣?
[00:16:12.280 --> 00:16:14.440]  洪水在地上泛濫了四十天
[00:16:14.440 --> 00:16:16.000]  水往上漲
[00:16:16.000 --> 00:16:18.120]  使方舟浮起
[00:16:18.120 --> 00:16:19.720]  很簡單
[00:16:19.720 --> 00:16:21.080]  這個大家都想像得到
[00:16:21.080 --> 00:16:23.840]  方舟就從地上飄起來
[00:16:23.840 --> 00:16:25.440]  水勢洶湧
[00:16:25.440 --> 00:16:27.360]  在地上大大上漲
[00:16:27.360 --> 00:16:30.560]  方舟在水面上飄蕩
[00:16:30.560 --> 00:16:32.960]  不知道你看這兩節經文的時候
[00:16:32.960 --> 00:16:35.960]  有哪個字是特別深刻的呢?
[00:16:35.960 --> 00:16:40.160]  會不會是「飄」這個字呢?
[00:16:40.160 --> 00:16:42.200]  原來當水來的時候
[00:16:42.200 --> 00:16:44.080]  當他們關上門的時候
[00:16:44.080 --> 00:16:45.560]  上帝已經關了門
[00:16:45.560 --> 00:16:47.360]  當八個人
[00:16:47.360 --> 00:16:49.920]  其他動物、活物進去的時候
[00:16:49.920 --> 00:16:51.080]  關了門之後
[00:16:51.080 --> 00:16:53.840]  然後水一直漲的時候
[00:16:53.840 --> 00:16:55.640]  他們沒有事情可以做
[00:16:55.640 --> 00:16:56.320]  是不是?
[00:16:56.320 --> 00:16:57.720]  所以為什麼人們說
[00:16:57.720 --> 00:17:00.040]  方舟根本不是船
[00:17:00.040 --> 00:17:02.560]  因為沒有舵
[00:17:02.560 --> 00:17:04.960]  沒有槳可以拿
[00:17:04.960 --> 00:17:06.160]  跟幾個人說
[00:17:06.160 --> 00:17:08.320]  我們一起去撈水吧
[00:17:08.320 --> 00:17:09.400]  沒有的
[00:17:09.400 --> 00:17:10.560]  所以其實嚴格來說
[00:17:10.560 --> 00:17:12.040]  只不過是一個箱
[00:17:12.040 --> 00:17:13.320]  一個盒
[00:17:13.320 --> 00:17:14.240]  是不是?
[00:17:14.240 --> 00:17:17.560]  但是當一直飄的時候
[00:17:17.560 --> 00:17:20.360]  沒有事情可以做
[00:17:20.360 --> 00:17:23.200]  只是在飄
[00:17:23.200 --> 00:17:25.760]  在海上一直漂流
[00:17:25.760 --> 00:17:29.520]  漂流了多久呢?
[00:17:29.520 --> 00:17:30.800]  創世紀繼續說
[00:17:30.800 --> 00:17:32.000]  七章23、24節
[00:17:32.000 --> 00:17:32.640]  耶和華說
[00:17:32.640 --> 00:17:35.720]  「除滅了地面上各類生物
