
[00:00:00.000 --> 00:00:05.000]  各位朋友 各位弟兄姊妹 大家早安
[00:08:46.000 --> 00:08:48.000]  山不轉路轉
[00:08:48.000 --> 00:08:52.000]  最緊要換個觀點角度
[00:08:52.000 --> 00:08:54.000]  身體不好嗎
[00:08:54.000 --> 00:08:55.000]  不要緊
[00:08:55.000 --> 00:08:56.000]  乘機告一下病假
[00:08:56.000 --> 00:08:58.000]  做少很多事
[00:08:58.000 --> 00:09:00.000]  條命不夠長嗎
[00:09:00.000 --> 00:09:02.000]  捱少很多世界
[00:09:02.000 --> 00:09:04.000]  急早收檔有些不好
[00:09:04.000 --> 00:09:05.000]  回家睡覺
[00:09:05.000 --> 00:09:06.000]  連夜開
[00:09:06.000 --> 00:09:08.000]  那麼長命做什麼
[00:09:08.000 --> 00:09:10.000]  長命很寂寞
[00:09:10.000 --> 00:09:12.000]  你認識的朋友全部不問
[00:09:12.000 --> 00:09:14.000]  移去上街
[00:09:14.000 --> 00:09:15.000]  全部代溝
[00:09:15.000 --> 00:09:17.000]  不知道多少自己無謂
[00:09:17.000 --> 00:09:18.000]  我們現在不希望長命
[00:09:18.000 --> 00:09:19.000]  到現在都未識電腦
[00:09:19.000 --> 00:09:20.000]  怎搞
[00:09:20.000 --> 00:09:21.000]  怎追上時代
[00:09:21.000 --> 00:09:22.000]  別搞
[00:09:22.000 --> 00:09:23.000]  分數不高
[00:09:23.000 --> 00:09:24.000]  不要緊
[00:09:24.000 --> 00:09:26.000]  避開了很多妒忌
[00:09:26.000 --> 00:09:27.000]  你以為成績好
[00:09:27.000 --> 00:09:29.000]  一定有人妒忌你
[00:09:29.000 --> 00:09:31.000]  是不是
[00:09:31.000 --> 00:09:33.000]  真是
[00:09:33.000 --> 00:09:34.000]  生得不靚
[00:09:34.000 --> 00:09:35.000]  我們這裡人
[00:09:35.000 --> 00:09:36.000]  不要緊
[00:09:36.000 --> 00:09:39.000]  減少了很多桃色糾紛
[00:09:39.000 --> 00:09:41.000]  如果當年英俊的無數女朋友
[00:09:41.000 --> 00:09:42.000]  或男朋友
[00:09:42.000 --> 00:09:43.000]  哪有時間讀書
[00:09:43.000 --> 00:09:44.000]  老實說
[00:09:44.000 --> 00:09:45.000]  一陣三角戀愛
[00:09:45.000 --> 00:09:47.000]  七絕都有知
[00:09:47.000 --> 00:09:48.000]  還可以六十幾歲
[00:09:48.000 --> 00:09:49.000]  還在說話
[00:09:49.000 --> 00:09:51.000]  真是
[00:09:51.000 --> 00:09:52.000]  你看動物都是
[00:09:52.000 --> 00:09:54.000]  那些唐邊鶴
[00:09:54.000 --> 00:09:55.000]  腳長
[00:09:55.000 --> 00:09:56.000]  頸又長
[00:09:56.000 --> 00:09:57.000]  因為它可以站在淺水處
[00:09:57.000 --> 00:09:58.000]  作不動作
[00:09:58.000 --> 00:09:59.000]  這條魚一游過
[00:09:59.000 --> 00:10:00.000]  又一條
[00:10:00.000 --> 00:10:02.000]  多好
[00:10:02.000 --> 00:10:03.000]  那些鴨
[00:10:03.000 --> 00:10:04.000]  腳又短
[00:10:04.000 --> 00:10:05.000]  頸又短
[00:10:05.000 --> 00:10:06.000]  剛剛和鶴相反
[00:10:06.000 --> 00:10:07.000]  它又好了
[00:10:07.000 --> 00:10:09.000]  在水面看不到
[00:10:09.000 --> 00:10:10.000]  它會動
[00:10:10.000 --> 00:10:11.000]  它下面的腳
[00:10:11.000 --> 00:10:12.000]  這樣過了去
[00:10:12.000 --> 00:10:13.000]  又可以
[00:10:13.000 --> 00:10:14.000]  無論淺水深水
[00:10:14.000 --> 00:10:15.000]  還是淺水
[00:10:15.000 --> 00:10:16.000]  都可以吃到魚
[00:10:16.000 --> 00:10:17.000]  所以無論腳長腳短
[00:10:17.000 --> 00:10:19.000]  都有它的好處
[00:10:19.000 --> 00:10:20.000]  不能放在那些東西
[00:10:20.000 --> 00:10:22.000]  石頭放在那
[00:10:22.000 --> 00:10:25.000]  以前香港有個廣告
[00:10:25.000 --> 00:10:26.000]  不知是誰作的
[00:10:26.000 --> 00:10:28.000]  說這個作的朋友是天才
[00:10:28.000 --> 00:10:30.000]  十個字概括整個道家思想
[00:10:30.000 --> 00:10:32.000]  特別是莊子的理論
[00:10:32.000 --> 00:10:33.000]  你讀多少莊子
[00:10:33.000 --> 00:10:34.000]  文字很靚
[00:10:34.000 --> 00:10:35.000]  想像很靜
[00:10:35.000 --> 00:10:36.000]  不外這十個字
[00:10:36.000 --> 00:10:38.000]  這十個字
[00:10:38.000 --> 00:10:40.000]  世事無絕對
[00:10:40.000 --> 00:10:42.000]  只有真情趣
[00:10:42.000 --> 00:10:44.000]  這個作的真是好東西
[00:10:44.000 --> 00:10:45.000]  他當然不知賣酒
[00:10:45.000 --> 00:10:46.000]  賣什麼廣告
[00:10:46.000 --> 00:10:48.000]  這句真是神來之筆
[00:10:48.000 --> 00:10:49.000]  道家精神
[00:10:49.000 --> 00:10:51.000]  就說一切都是相對的
[00:10:51.000 --> 00:10:53.000]  一切正面的價值
[00:10:53.000 --> 00:10:54.000]  都不需要肯定
[00:10:54.000 --> 00:10:56.000]  最重要那種逍遙觀賞
[00:10:56.000 --> 00:10:58.000]  那種心態
[00:10:58.000 --> 00:10:59.000]  世事無絕對
[00:10:59.000 --> 00:11:01.000]  只有真情趣
[00:11:01.000 --> 00:11:04.000]  所以樣樣都看開一點
[00:11:04.000 --> 00:11:06.000]  你就會逍遙快樂
[00:11:06.000 --> 00:11:09.000]  我在正道講話悶嗎
[00:11:09.000 --> 00:11:10.000]  你就看開一點
[00:11:10.000 --> 00:11:12.000]  間中看一看就飆
[00:11:12.000 --> 00:11:15.000]  最後我會講完
[00:11:15.000 --> 00:11:22.000]  道家思想的流弊很多
[00:11:22.000 --> 00:11:24.000]  特別在中國的文化上
[00:11:24.000 --> 00:11:25.000]  在高超
[00:11:25.000 --> 00:11:27.000]  譬如說中國的詩歌
[00:11:27.000 --> 00:11:28.000]  中國的繪畫
[00:11:28.000 --> 00:11:29.000]  中國的音樂
[00:11:29.000 --> 00:11:30.000]  全部是道家思想
[00:11:30.000 --> 00:11:32.000]  沒有了道家思想就沒有中國藝術
[00:11:32.000 --> 00:11:35.000]  但是毒害中國社會
[00:11:35.000 --> 00:11:37.000]  令中國文化不振的
[00:11:37.000 --> 00:11:39.000]  也是道家思想
[00:11:40.000 --> 00:11:42.000]  所以我們說對日本人
[00:11:42.000 --> 00:11:43.000]  對歐美人士
[00:11:43.000 --> 00:11:45.000]  就需要鼓勵一下他們
[00:11:45.000 --> 00:11:47.000]  學一下道家思想
[00:11:47.000 --> 00:11:50.000]  中國人已經太多道家思想了
[00:11:50.000 --> 00:11:54.000]  幾千年來那些所謂山林隱逸之事
[00:11:54.000 --> 00:11:56.000]  就是道家思想形成
[00:11:56.000 --> 00:11:58.000]  避世因為政治黑暗
[00:11:58.000 --> 00:12:00.000]  但是在孟子的時代
[00:12:00.000 --> 00:12:03.000]  孟子已經痛罵那些鄉縣滑頭
[00:12:03.000 --> 00:12:07.000]  現代所謂西南二百虎和稀泥人物
[00:12:07.000 --> 00:12:09.000]  都是道家思想
[00:12:09.000 --> 00:12:10.000]  樣樣差不多
[00:12:10.000 --> 00:12:11.000]  這個呢
[00:12:11.000 --> 00:12:13.000]  胡適之先生就諷刺
[00:12:13.000 --> 00:12:15.000]  那種叫做差不多先生
[00:12:15.000 --> 00:12:17.000]  不知道大家有沒有讀過那篇
[00:12:17.000 --> 00:12:20.000]  魯迅就諷刺那些叫做阿嬌精神
[00:12:20.000 --> 00:12:22.000]  那麼
[00:12:22.000 --> 00:12:25.000]  就是造成一種玩世不恭
[00:12:25.000 --> 00:12:27.000]  樣樣求求其其
[00:12:27.000 --> 00:12:29.000]  不認真那種態度
[00:12:29.000 --> 00:12:31.000]  所以題外說話也不是題外
[00:12:31.000 --> 00:12:33.000]  中國以這麼勤力這麼聰明
[00:12:33.000 --> 00:12:36.000]  為什麼只有科技四大發明
[00:12:36.000 --> 00:12:38.000]  就並沒有科學精神呢
[00:12:38.000 --> 00:12:40.000]  不要只是罵儒家
[00:12:40.000 --> 00:12:42.000]  儒家是重道德是輕知識
[00:12:42.000 --> 00:12:45.000]  但是主要的罪魁禍首就是道家佛家
[00:12:45.000 --> 00:12:47.000]  樣樣看開一點沒什麼所謂
[00:12:47.000 --> 00:12:48.000]  你就不準確
[00:12:48.000 --> 00:12:50.000]  科學就一定要準確
[00:12:50.000 --> 00:12:51.000]  是不是
[00:12:51.000 --> 00:12:53.000]  十分之一的毫米都要計算得準確
[00:12:53.000 --> 00:12:54.000]  是不是還有小一點的單位
[00:12:54.000 --> 00:12:56.000]  不然哪有這麼底苦神工
[00:12:56.000 --> 00:12:58.000]  射越火箭
[00:12:58.000 --> 00:12:59.000]  有那種電腦什麼東西
[00:12:59.000 --> 00:13:01.000]  全部是實至求至
[00:13:01.000 --> 00:13:03.000]  非常精密
[00:13:03.000 --> 00:13:04.000]  才有科學
[00:13:04.000 --> 00:13:07.000]  一點都不假借得
[00:13:07.000 --> 00:13:09.000]  道家精神剛剛相反
[00:13:09.000 --> 00:13:11.000]  當然什麼都不假借得的人
[00:13:11.000 --> 00:13:12.000]  又很嚴肅很認真
[00:13:12.000 --> 00:13:14.000]  德國人就顯然是科學精神
[00:13:14.000 --> 00:13:15.000]  所以嚴肅認真
[00:13:15.000 --> 00:13:17.000]  凡是德國產品都可靠
[00:13:17.000 --> 00:13:19.000]  但是兩次大戰都是德國搞出來
[00:13:19.000 --> 00:13:22.000]  真的值得我們想一想
[00:13:22.000 --> 00:13:23.000]  你想一想是不是
[00:13:23.000 --> 00:13:25.000]  好了
[00:13:25.000 --> 00:13:27.000]  所以當你拿Bands
[00:13:27.000 --> 00:13:30.000]  聽聽巴克音樂之時
[00:13:30.000 --> 00:13:31.000]  你不妨想一想
[00:13:31.000 --> 00:13:33.000]  嚴肅認真的好處
[00:13:33.000 --> 00:13:35.000]  和不好處
[00:13:35.000 --> 00:13:36.000]  好了
[00:13:36.000 --> 00:13:37.000]  道家之上
[00:13:37.000 --> 00:13:40.000]  一方面令人逃避現實
[00:13:40.000 --> 00:13:42.000]  一方面又令人覺得
[00:13:42.000 --> 00:13:44.000]  逃避得還是不夠
[00:13:44.000 --> 00:13:46.000]  因為世界實在黑暗
[00:13:46.000 --> 00:13:47.000]  社會痛苦
[00:13:47.000 --> 00:13:48.000]  人生很煩惱
[00:13:48.000 --> 00:13:49.000]  看開一點都不行
[00:13:49.000 --> 00:13:50.000]  一點就是一點距離
[00:13:50.000 --> 00:13:52.000]  所以還要更退一步
[00:13:52.000 --> 00:13:54.000]  或者更徹底一點
[00:13:54.000 --> 00:13:56.000]  看化晒
[00:13:56.000 --> 00:13:57.000]  廣東話就是生動
[00:13:57.000 --> 00:13:59.000]  晒就是含冷
[00:14:01.000 --> 00:14:03.000]  大家知道這個化字是甚麼意思嗎
[00:14:03.000 --> 00:14:04.000]  這個真是文字學
[00:14:04.000 --> 00:14:06.000]  不是那些船舟八口
[00:14:06.000 --> 00:14:07.000]  來個三個人聲十字架那種
[00:14:07.000 --> 00:14:09.000]  假文字學
[00:14:09.000 --> 00:14:12.000]  這些真是文字學的化字
[00:14:12.000 --> 00:14:14.000]  你看船書甲骨文都是
[00:14:14.000 --> 00:14:16.000]  左邊是直立的人
[00:14:16.000 --> 00:14:18.000]  右邊是人調轉
[00:14:18.000 --> 00:14:20.000]  你猜人多聰明
[00:14:20.000 --> 00:14:22.000]  你怎樣表示最大的變化
[00:14:22.000 --> 00:14:26.000]  人經常狀態是人是唯一直立的生物
[00:14:26.000 --> 00:14:27.000]  調轉後
[00:14:27.000 --> 00:14:29.000]  那就是最大的變化
[00:14:29.000 --> 00:14:31.000]  化字就是這個意思
[00:14:31.000 --> 00:14:33.000]  一個直立一個倒立
[00:14:33.000 --> 00:14:36.000]  表示極大的變化
[00:14:36.000 --> 00:14:39.000]  因為世間萬事萬物
[00:14:39.000 --> 00:14:41.000]  包括人自己在內
[00:14:41.000 --> 00:14:43.000]  都是不斷變化
[00:14:43.000 --> 00:14:46.000]  實教所謂成住壞空
[00:14:46.000 --> 00:14:48.000]  我們一般所謂增老病死
[00:14:48.000 --> 00:14:50.000]  甚麼都在變化
[00:14:50.000 --> 00:14:53.000]  所以沒有一樣東西是永恆
[00:14:53.000 --> 00:14:56.000]  沒有一樣東西是真實
[00:14:57.000 --> 00:14:59.000]  一切都只不過鏡花水月
[00:14:59.000 --> 00:15:00.000]  是鏡裏面的花
[00:15:00.000 --> 00:15:02.000]  水中的月是一個幻影
[00:15:02.000 --> 00:15:05.000]  好像我們之前也引過
[00:15:05.000 --> 00:15:07.000]  佛教最重要的經典之一
[00:15:07.000 --> 00:15:09.000]  金剛經提過
[00:15:09.000 --> 00:15:11.000]  金剛就是鑽石的意思
[00:15:11.000 --> 00:15:12.000]  不是那個金剛
[00:15:12.000 --> 00:15:13.000]  金剛鑽石
[00:15:13.000 --> 00:15:14.000]  即是真理的意思
[00:15:14.000 --> 00:15:15.000]  最後一個計語
[00:15:15.000 --> 00:15:17.000]  計即是那些詩
[00:15:17.000 --> 00:15:18.000]  一切有違法
[00:15:18.000 --> 00:15:20.000]  即是一切那些現實世界的東西
[00:15:20.000 --> 00:15:22.000]  如夢幻拋影
[00:15:22.000 --> 00:15:23.000]  好像做夢
[00:15:23.000 --> 00:15:24.000]  好像幻影
[00:15:24.000 --> 00:15:25.000]  好像水拋
[00:15:25.000 --> 00:15:27.000]  好像一個影子
[00:15:27.000 --> 00:15:28.000]  如露亦如電
[00:15:28.000 --> 00:15:30.000]  好像太陽一出就散了路
[00:15:30.000 --> 00:15:32.000]  又好像電光那樣一閘就沒有了
[00:15:32.000 --> 00:15:34.000]  應作而不官
[00:15:34.000 --> 00:15:36.000]  一切好像我們昨天說的
[00:15:36.000 --> 00:15:37.000]  虛空的虛空
[00:15:37.000 --> 00:15:38.000]  都是暴風
[00:15:38.000 --> 00:15:41.000]  傳統中國最大的宗教
[00:15:41.000 --> 00:15:43.000]  現代很多知識份子
[00:15:43.000 --> 00:15:45.000]  根據它來抗拒福音
[00:15:45.000 --> 00:15:47.000]  的佛教思想
[00:15:47.000 --> 00:15:49.000]  這個就是它的核心思想
[00:15:49.000 --> 00:15:51.000]  即是覺不到所謂萬法為識
[00:15:51.000 --> 00:15:53.000]  甚麼都是我們的心
[00:15:53.000 --> 00:15:55.000]  心念辯言出的東西
[00:15:55.000 --> 00:15:57.000]  法正本空
[00:15:57.000 --> 00:15:59.000]  一切都是沒有所謂主體性的
[00:15:59.000 --> 00:16:01.000]  所以就可以
[00:16:01.000 --> 00:16:03.000]  心情寧靜
[00:16:03.000 --> 00:16:04.000]  甚麼都體化了它
[00:16:04.000 --> 00:16:05.000]  涅槃靜寂
[00:16:05.000 --> 00:16:06.000]  涅槃是譯音
[00:16:06.000 --> 00:16:08.000]  即是說一切歸於無
[00:16:08.000 --> 00:16:10.000]  又好寧靜
[00:16:10.000 --> 00:16:12.000]  這來解脫
[00:16:12.000 --> 00:16:14.000]  好像那個日本七福神之一
[00:16:14.000 --> 00:16:15.000]  那個Hotei
[00:16:15.000 --> 00:16:16.000]  Hotei就是布袋和尚
[00:16:16.000 --> 00:16:17.000]  放下自在
[00:16:17.000 --> 00:16:19.000]  好像金庸先生
[00:16:19.000 --> 00:16:20.000]  經常都說放下自在
[00:16:20.000 --> 00:16:22.000]  然後又去建橋讀書
[00:16:22.000 --> 00:16:24.000]  又去盤人打板權官司
