
[00:00:00.000 --> 00:00:06.760]  上兩堂我們查第四和第五章
[00:03:47.800 --> 00:03:54.440]  但我們知道最後那七年是怎樣知道已經開始了呢?
[00:03:54.440 --> 00:03:56.440]  就是有狄基督的出現
[00:03:56.440 --> 00:04:02.200]  這個是保羅在《貼薩萊加號書》第二章很清楚告訴我們
[00:04:02.200 --> 00:04:09.880]  但以來第七章那裡他開始說那個宮山陽那個小國
[00:04:09.880 --> 00:04:14.040]  然後第八章又有一個任意妄行的王
[00:04:14.040 --> 00:04:19.480]  然後到第九章又有他出現他與多人堅定盟約
[00:04:19.480 --> 00:04:24.040]  一七之半他就使祭祀和貢獻是紫色
[00:04:24.040 --> 00:04:28.520]  也都被形容是行為懷可憎
[00:04:28.520 --> 00:04:31.080]  然後到第十一章的時候
[00:04:31.080 --> 00:04:35.560]  當但然你看到以後那個世界的局勢
[00:04:35.560 --> 00:04:41.080]  裡面是有兩個是預表將來的狄基督的
[00:04:41.080 --> 00:04:44.520]  一個我們知道是亞歷山大大帝
[00:04:44.520 --> 00:04:48.840]  另外那個就是安提亞古四世
[00:04:48.840 --> 00:04:53.560]  裡面一直是指向當這個最後七年的時候
[00:04:53.560 --> 00:04:56.120]  一定是有這個狄基督的出現的
[00:04:56.120 --> 00:05:00.920]  剛才我說保羅在《貼薩萊加號書》第二章是很清楚
[00:05:00.920 --> 00:05:02.600]  因為有些人是告訴他們聽
[00:05:02.600 --> 00:05:06.040]  你們現在已經在最後的時間了
[00:05:06.040 --> 00:05:08.840]  但是保羅告訴他們你們不是
[00:05:08.840 --> 00:05:10.840]  因為狄基督是還沒出現的
[00:05:10.840 --> 00:05:15.000]  所以這個七個印災的時間性
[00:05:15.000 --> 00:05:19.800]  一定是七年的大災難一定是狄基督開始了
[00:05:19.800 --> 00:05:22.360]  然後大災難才會開始的
[00:05:22.360 --> 00:05:25.400]  一會兒我們查第一個印
[00:05:25.400 --> 00:05:28.520]  第一個印是世界性的和平
[00:05:28.520 --> 00:05:31.000]  誰為他們帶來這個和平呢?
[00:05:31.000 --> 00:05:32.040]  是狄基督
[00:05:32.040 --> 00:05:36.760]  和平裡面是包括了第三聖殿的重建的
[00:05:36.760 --> 00:05:41.880]  所以他們才能夠回到那裡制治和貢獻
[00:05:41.880 --> 00:05:44.520]  然後狄基督在三年半的時候
[00:05:44.520 --> 00:05:48.200]  才能夠進入聖殿那裡停止他們的建制
[00:05:48.200 --> 00:05:53.160]  就開始了後三年半的大災難
[00:05:53.160 --> 00:05:56.200]  所以狄基督一定是會出現的
[00:05:56.200 --> 00:05:59.480]  這七個印災開頭的時候
[00:05:59.480 --> 00:06:02.760]  狄基督已經出現了
[00:06:02.760 --> 00:06:06.600]  有些解經家就說前面那四個印
[00:06:06.600 --> 00:06:08.200]  一會兒我們也會看的
[00:06:08.200 --> 00:06:13.240]  就是末日的四個騎士、四匹馬、四個騎馬的人
[00:06:13.240 --> 00:06:16.360]  所帶出來的四個印的災
[00:06:16.360 --> 00:06:20.200]  應該是在大災難開頭的三年半
[00:06:20.200 --> 00:06:26.600]  這個災難和後面的七號、七碗的災難來比較
[00:06:26.600 --> 00:06:28.520]  就真的是小兒科了
[00:06:28.520 --> 00:06:31.720]  但是大災難是這樣開始的
[00:06:31.720 --> 00:06:36.440]  前三年半四個末日的四騎士出來
[00:06:36.440 --> 00:06:41.320]  而開頭第一個印還是和平和繁榮
[00:06:41.320 --> 00:06:43.960]  這個我就叫做虛假的和平
[00:06:43.960 --> 00:06:45.400]  一會兒我們會看的
[00:06:45.400 --> 00:06:46.680]  就是虛假的和平
[00:06:46.680 --> 00:06:50.520]  一會兒我們看每一個印的災的時候
[00:06:50.520 --> 00:06:54.360]  我們也會回到主耶穌
[00:06:54.360 --> 00:06:57.560]  在最後的星期的星期三晚上
[00:06:57.560 --> 00:07:01.800]  祂在橄欖山那裡和門徒說有關於末世
[00:07:01.800 --> 00:07:05.880]  祂說的完全和啟示錄這裡
[00:07:05.880 --> 00:07:09.480]  所揭開的印是完全吻合的
[00:07:09.480 --> 00:07:13.560]  所以他們都是指向說同一樣東西
[00:07:13.560 --> 00:07:18.440]  一會兒我們看的時候我就會提醒大家
[00:07:18.440 --> 00:07:24.440]  迪基督在17之半就露出了祂的真面目了
[00:07:24.440 --> 00:07:28.600]  他停止了猶太人在第三聖殿的獻祭
[00:07:28.600 --> 00:07:30.920]  猶太人不肯拜祂做神
[00:07:30.920 --> 00:07:36.600]  所以他就開始對猶太人進行很厲害的逼迫
[00:07:36.600 --> 00:07:41.720]  因此第五個印應該已經進入三年半
[00:07:41.720 --> 00:07:44.280]  甚至是後半的三年半了
[00:07:44.280 --> 00:07:48.760]  因為第五個印我們看到在祭壇下面
[00:07:48.760 --> 00:07:51.560]  那些靈魂在呼冤
[00:07:51.560 --> 00:07:53.560]  這些是殉道的人
[00:07:53.560 --> 00:07:59.000]  殉道的人在七年大災難裡面會有很多人殉道
[00:07:59.000 --> 00:08:04.520]  所以他們的靈魂就在祭壇下面呼叫
[00:08:04.520 --> 00:08:09.080]  這個應該已經進入後七年半了
[00:08:09.080 --> 00:08:13.400]  但也有少數的解經家就說不是
[00:08:13.400 --> 00:08:19.800]  揭開這七個印是在三年半中間才揭開
[00:08:19.800 --> 00:08:23.080]  所以我們所看到的全部是後面的三年半
[00:08:23.080 --> 00:08:25.080]  我覺得這個是不正確的
[00:08:25.080 --> 00:08:31.640]  因為第一個印的和平是不可能在災難當中出現
[00:08:31.640 --> 00:08:33.640]  那個是一早出現的
[00:08:33.640 --> 00:08:39.400]  而且那個我一會兒會解釋和家會被提是有些關係的
[00:08:39.400 --> 00:08:47.080]  另外這個七個印災他們彼此之間的時間性
[00:08:47.080 --> 00:08:51.080]  到底是不是一個災到第二個災
[00:08:51.080 --> 00:08:53.080]  英文叫做sequential
[00:08:53.080 --> 00:08:55.080]  是不是次序性
[00:08:55.080 --> 00:08:57.080]  第一個災到第二個災
[00:08:57.080 --> 00:08:59.080]  第二個災到第三個災
[00:08:59.080 --> 00:09:01.080]  是不是這樣排隊下去
[00:09:01.080 --> 00:09:06.360]  我自己的看法就是第一個災一定是先開始的
[00:09:06.360 --> 00:09:08.360]  一會兒我會解釋為什麼
[00:09:08.360 --> 00:09:14.120]  而第七個災因為帶出豪災和碗災
[00:09:14.120 --> 00:09:16.920]  一定是在七個災的最後
[00:09:16.920 --> 00:09:22.840]  所以第一和第七個災一定是在頭和尾
[00:09:22.840 --> 00:09:29.880]  至於中間二三四五六我就覺得未必是一個接著一個
[00:09:29.880 --> 00:09:31.880]  他們可以同時間出現的
[00:09:31.880 --> 00:09:36.920]  或者第二出現了到第三出現的時候第二還在
[00:09:36.920 --> 00:09:41.720]  即是災是一路疊上去
[00:09:41.720 --> 00:09:49.560]  這個和耶穌形容孕婦的陣痛是吻合的
[00:09:49.560 --> 00:09:51.560]  孕婦陣痛
[00:09:51.560 --> 00:09:53.560]  照我所知是越來越痛
[00:09:53.560 --> 00:09:56.920]  到最後就生了個嬰兒
[00:09:56.920 --> 00:10:01.080]  即是那個痛的程度是越來越劇烈
[00:10:01.080 --> 00:10:06.520]  而且那個陣痛的頻率也是越來越頻密的
[00:10:06.520 --> 00:10:12.280]  所以如果這些孕災是一個出現再一個出現再一個出現
[00:10:12.280 --> 00:10:14.280]  一路這樣下去
[00:10:14.280 --> 00:10:16.280]  然後到第七個孕出現的時候
[00:10:16.280 --> 00:10:21.800]  不單止有前面第二至到第六個災仍然還在
[00:10:21.800 --> 00:10:26.360]  接著就是豪災和碗災出現
[00:10:26.360 --> 00:10:28.360]  這麼多災一起
[00:10:28.360 --> 00:10:31.800]  可見這個真是一個大災難的時期
[00:10:31.800 --> 00:10:35.800]  這個大災難大家不要忘記
[00:10:35.800 --> 00:10:40.440]  這個大災難是神的憤怒傾倒下來
[00:10:40.440 --> 00:10:46.200]  從某個程度可以說這些災是神賜下來的
[00:10:46.200 --> 00:10:49.240]  一會兒我們會看每一個災
[00:10:49.240 --> 00:10:54.040]  開頭那四個都是有天使呼叫「你來」
[00:10:54.040 --> 00:10:58.200]  我們一會兒會研究到底這個「你來」是指著誰說的
[00:10:58.200 --> 00:11:02.040]  還有為什麼神要讓約翰看到
[00:11:02.040 --> 00:11:04.440]  是由天使呼叫「你來」
[00:11:04.440 --> 00:11:06.440]  然後那個災就出現了
[00:11:06.440 --> 00:11:08.440]  好了
[00:11:08.440 --> 00:11:12.440]  B我們要看七年大災難有什麼意義
[00:11:12.440 --> 00:11:15.080]  神做事一定有意義的
[00:11:15.080 --> 00:11:18.200]  不會說給你災難享受
[00:11:18.200 --> 00:11:19.240]  不會的
[00:11:19.240 --> 00:11:21.880]  一定是有意義的
[00:11:21.880 --> 00:11:26.200]  關係是誰在這些災難當中
[00:11:26.200 --> 00:11:31.080]  和這些災難本身的意義是很有關聯的
[00:11:31.080 --> 00:11:37.560]  這個也是我相信災前被提極有可能的其中一個原因
[00:11:37.560 --> 00:11:41.720]  我不敢說我一定確定是災前被提
[00:11:41.720 --> 00:11:43.720]  因為聖經沒有很清楚說
[00:11:43.720 --> 00:11:46.680]  但是從我的推理我覺得
[00:11:46.680 --> 00:11:54.360]  災前被提有很多原因覺得它是比較合理的
[00:11:54.360 --> 00:11:59.480]  這個和大災難本身的意義和對象是有關的
[00:11:59.480 --> 00:12:01.480]  但以理書第九章
[00:12:01.480 --> 00:12:05.240]  是首先揭露猶太人將會有七年的災難
[00:12:05.240 --> 00:12:07.240]  就是那個七十的七
[00:12:07.240 --> 00:12:10.040]  那裡第九章大家記得嗎?
[00:12:10.040 --> 00:12:11.080]  我們那時候看
[00:12:11.080 --> 00:12:13.640]  是說你本國之民
[00:12:13.640 --> 00:12:15.400]  天使是和但以理說
[00:12:15.400 --> 00:12:17.400]  是為了你本國之民
[00:12:17.400 --> 00:12:19.400]  但以理是猶太人
[00:12:19.400 --> 00:12:22.200]  本國之民一定是猶太人
[00:12:22.200 --> 00:12:24.200]  也說為了你的聖神
[00:12:24.200 --> 00:12:28.680]  這是耶路撒冷的第九章二十四節
[00:12:28.680 --> 00:12:32.200]  但以理也記下了這樣的預言
[00:12:32.200 --> 00:12:36.120]  一七之內他(滴基督)
[00:12:36.120 --> 00:12:39.400]  必與許多人堅定盟約
[00:12:39.400 --> 00:12:45.160]  是以和平之君的面目首先出現的
[00:12:45.160 --> 00:12:47.160]  然後到一七之半
[00:12:47.160 --> 00:12:49.160]  中間三年半的時候
[00:12:49.160 --> 00:12:53.880]  他(滴基督)必使濟治與貢獻子息
[00:12:53.880 --> 00:12:57.080]  就是猶太人開頭的三年半
[00:12:57.080 --> 00:12:59.080]  因為重建了第三聖殿
[00:12:59.080 --> 00:13:01.080]  就可以在那裡獻祭
[00:13:01.080 --> 00:13:03.080]  但是在一七之半
[00:13:03.080 --> 00:13:05.080]  滴基督是停止了它
[00:13:05.080 --> 00:13:07.720]  然後那行為壞可憎的
[00:13:07.720 --> 00:13:12.840]  如飛而來有憤怒傾在那行為壞的身上
[00:13:12.840 --> 00:13:15.880]  這是說到大災難的尾段
[00:13:15.880 --> 00:13:18.280]  主耶穌回到的情景
[00:13:18.280 --> 00:13:22.360]  耶利米先知也有預言大災難
[00:13:22.360 --> 00:13:23.720]  他怎麼寫呢?
[00:13:23.720 --> 00:13:27.720]  「哀哉!那日為大,無日可比」
[00:13:27.720 --> 00:13:29.960]  即是前面沒有那麼大的災難
[00:13:29.960 --> 00:13:31.720]  後面也沒有那麼大的災難
[00:13:31.720 --> 00:13:34.040]  他說這是雅各遭災難
[00:13:34.040 --> 00:13:35.560]  雅各大家都知道
[00:13:35.560 --> 00:13:37.560]  雅各是聖經的人物
[00:13:37.560 --> 00:13:40.760]  雅各也是神改名做以色列
[00:13:40.760 --> 00:13:44.120]  代表以色列、代表猶太人
[00:13:44.120 --> 00:13:46.760]  說他們必被救出來
[00:13:46.760 --> 00:13:48.760]  猶太人是有希望的
[00:13:48.760 --> 00:13:50.360]  神沒有放棄他們
[00:13:50.360 --> 00:13:52.920]  他們沒有遭災難
[00:13:52.920 --> 00:13:56.840]  但是這個遭難對他們不僅是刑罰
[00:13:56.840 --> 00:14:00.040]  而且是對他們的拯救
[00:14:00.040 --> 00:14:02.680]  主耶穌在教堂山上怎麼說呢?
[00:14:02.680 --> 00:14:06.360]  「因為那時必有大災難」
[00:14:06.360 --> 00:14:11.320]  從世界的起頭直到如今沒有那樣的災難
[00:14:11.320 --> 00:14:12.440]  後來也沒有
[00:14:12.440 --> 00:14:14.840]  前所未有後面也沒有
[00:14:14.840 --> 00:14:16.840]  如果不是減少的日子
[00:14:16.840 --> 00:14:18.200]  不是神有憐憫
[00:14:18.200 --> 00:14:19.720]  減少的日子
[00:14:19.720 --> 00:14:22.840]  「凡有血氣的,總沒有一個得救」
[00:14:22.840 --> 00:14:24.280]  全部會死
[00:14:24.280 --> 00:14:26.200]  只是為了誰呢?
[00:14:26.200 --> 00:14:27.320]  為了選民
[00:14:27.320 --> 00:14:28.920]  選民是猶太人
[00:14:28.920 --> 00:14:30.520]  只是為了選民
[00:14:30.520 --> 00:14:34.200]  那日子也必減少了
[00:14:34.200 --> 00:14:36.600]  鑄這兩段經文
[00:14:36.600 --> 00:14:43.160]  也說到大災難和猶太人之間的關係相當密切
[00:14:43.160 --> 00:14:46.520]  我覺得大災難有兩個目的
[00:14:46.520 --> 00:14:49.560]  第一當然是神的憤怒傾倒下來
[00:14:49.560 --> 00:14:51.800]  神要懲罰猶太人
[00:14:51.800 --> 00:14:57.000]  神也要懲罰世界上不信的其他外邦人
[00:14:57.000 --> 00:15:00.600]  所以大災難雖然主要的對象我覺得是猶太人
[00:15:00.600 --> 00:15:06.360]  但是世界上其他外邦人在大災難當中的時候
[00:15:06.360 --> 00:15:09.560]  也會嘗到神的憤怒
[00:15:09.560 --> 00:15:13.400]  也會受到這些災的打擊
[00:15:13.400 --> 00:15:17.880]  但是大災難有第二個目的
[00:15:17.880 --> 00:15:20.040]  那就是拯救猶太人
[00:15:20.040 --> 00:15:23.480]  如果神沒有放棄猶太人
[00:15:23.480 --> 00:15:26.840]  猶太人到今天大多數仍然不信
[00:15:26.840 --> 00:15:28.840]  他們仍然是硬心的
[00:15:28.840 --> 00:15:32.040]  那麼神何時來拯救猶太人呢?
[00:15:32.040 --> 00:15:36.200]  總是要有一段時間回來拯救猶太人的
[00:15:36.200 --> 00:15:38.200]  如果主耶穌就這樣回來
[00:15:38.200 --> 00:15:40.200]  我們的教會時代結束
[00:15:40.200 --> 00:15:42.200]  那麼猶太人怎樣得救呢?
[00:15:42.200 --> 00:15:44.200]  猶太人既然要得救
[00:15:44.200 --> 00:15:46.200]  聖經說他們全家都要得救
[00:15:46.200 --> 00:15:50.120]  羅馬書11章也說得很清楚神沒有放棄他們的時候
[00:15:50.120 --> 00:15:56.200]  總是有一段時間神要回來軟化猶太人的心
[00:15:56.200 --> 00:16:00.200]  讓他們認識真正的彌賽亞是誰
[00:16:00.200 --> 00:16:05.160]  所以這個七年的大災難是由拯救猶太人的
[00:16:05.160 --> 00:16:08.200]  這個書卷七印揭開
[00:16:08.200 --> 00:16:10.600]  當然我們看到神的憤怒
[00:16:10.600 --> 00:16:13.800]  這是屬於我剛才說的懲罰方面
[00:16:13.800 --> 00:16:18.600]  但是我們也不要忽略在啟示錄裏面
[00:16:18.600 --> 00:16:23.400]  大災難當中第六章至第十六章
[00:16:23.400 --> 00:16:25.880]  神也在私人拯救
[00:16:25.880 --> 00:16:29.000]  全球正在舉行大報道會
[00:16:29.000 --> 00:16:32.280]  神是用三種不同的方法
[00:16:32.280 --> 00:16:37.400]  在第七章、第十一章和第十四章記錄下來
[00:16:37.400 --> 00:16:42.840]  第七章神興起十四萬四千宣教士
[00:16:42.840 --> 00:16:48.280]  過去在宣教士最多人的時間
[00:16:48.280 --> 00:16:51.240]  全世界只不過幾萬宣教士
[00:16:51.240 --> 00:16:55.000]  但是在這七年的災難前半部
[00:16:55.000 --> 00:16:58.360]  我不明白神在哪裏興起了
[00:16:58.360 --> 00:17:02.040]  十四萬四千個猶太人的宣教士
[00:17:02.040 --> 00:17:03.960]  誰知道猶太人的宣教士
[00:17:03.960 --> 00:17:05.640]  還是我們查到第七章
[00:17:05.640 --> 00:17:12.840]  你就會看到神是不厭其煩地將十二個支派列出來
[00:17:12.840 --> 00:17:16.200]  每一個支派神是揀選了一萬二千人
[00:17:16.200 --> 00:17:18.200]  所以是十四萬四千人
[00:17:18.200 --> 00:17:20.360]  這些是猶太人的宣教士
[00:17:20.360 --> 00:17:22.680]  向著猶太人來傳福音
[00:17:22.680 --> 00:17:26.600]  然後到了第十一章有兩個見證人
[00:17:26.600 --> 00:17:29.720]  在耶路撒冷向猶太人傳福音
[00:17:29.720 --> 00:17:33.720]  到最後十四章、十六章這些災難就結束了
[00:17:33.720 --> 00:17:36.440]  主耶穌就準備回來了
[00:17:36.440 --> 00:17:40.280]  神用天使在半空來傳福音
[00:17:40.280 --> 00:17:43.960]  所以這七個印我們看這些災難
[00:17:43.960 --> 00:17:45.960]  一個一個災難下來的時候
[00:17:45.960 --> 00:17:51.480]  我們不要忘記其實神在這裏是要私人拯救的
[00:17:51.480 --> 00:17:54.040]  我這裏也補充一下
[00:17:54.040 --> 00:17:58.760]  我不想大家認為這個大災難只是為了猶太人
[00:17:58.760 --> 00:18:00.760]  我說主要為了猶太人
[00:18:00.760 --> 00:18:03.480]  不是說只是為了猶太人
[00:18:03.480 --> 00:18:08.280]  因為在大災難當中還是有很多外邦人留在那裏
[00:18:08.280 --> 00:18:12.280]  那些未被提去的那些是留在那裏的
[00:18:12.280 --> 00:18:15.640]  這些外邦人神都希望他們得救的
[00:18:15.640 --> 00:18:22.680]  雖然說主要大災難宣教的對象是向著猶太人
[00:18:22.680 --> 00:18:25.640]  但是只要外邦人聽到
[00:18:25.640 --> 00:18:28.680]  只要他肯接受他一樣都會得救的
[00:18:28.680 --> 00:18:35.480]  所以在大災難當中也有很多非猶太人是得救的
[00:18:35.480 --> 00:18:38.280]  許塞亞書34章我這裏引述
[00:18:38.280 --> 00:18:44.840]  就讓你看到這個災難是列國都要忍受的
[00:18:44.840 --> 00:18:47.400]  列國要近似來聽
[00:18:47.400 --> 00:18:50.200]  中文要則以而聽
[00:18:50.200 --> 00:18:52.520]  地和其上所充滿的
[00:18:52.520 --> 00:18:56.680]  世界和其中一切所出的都應當來聽
[00:18:56.680 --> 00:18:58.200]  就是整個世界都聽
[00:18:58.200 --> 00:18:59.160]  聽什麼呢?
[00:18:59.160 --> 00:19:02.280]  耶和華向萬國發憤恨
[00:19:02.280 --> 00:19:03.640]  這個就是他的憤怒
[00:19:03.640 --> 00:19:04.440]  傾倒下來
[00:19:04.440 --> 00:19:05.880]  這個就是大災難
[00:19:05.880 --> 00:19:09.320]  向他們的全軍發烈怒
[00:19:09.320 --> 00:19:11.240]  怒恨烈怒
[00:19:11.240 --> 00:19:12.680]  將他們滅盡
[00:19:12.680 --> 00:19:14.920]  交出他們被殺戮
[00:19:14.920 --> 00:19:17.160]  這個是大災難第一個目的
[00:19:17.160 --> 00:19:19.240]  是向著全世界
[00:19:19.240 --> 00:19:25.160]  但是主要的焦點是要拯救這些猶太人
[00:19:25.160 --> 00:19:29.960]  第三樣我們才明白的就是教會在哪裡
[00:19:29.960 --> 00:19:32.200]  在這個六章到第十六章
[00:19:32.200 --> 00:19:35.400]  大災難的時候教會在哪裡呢?
[00:19:35.400 --> 00:19:37.800]  如果我們接受這個大災難
[00:19:37.800 --> 00:19:40.920]  主要的對象是猶太人的話
[00:19:40.920 --> 00:19:43.480]  教會是什麼呢?
[00:19:43.480 --> 00:19:47.960]  教會就是新約時代的信主的人
[00:19:47.960 --> 00:19:51.400]  他們也被形容為基督的身體
[00:19:51.400 --> 00:19:53.720]  也是基督的身份
[00:19:53.720 --> 00:19:55.480]  是有很特殊的身份
[00:19:55.480 --> 00:19:58.200]  我們上一次說到我們這一幫
[00:19:58.200 --> 00:19:59.880]  是很特殊的身份
[00:19:59.880 --> 00:20:01.800]  神稱他們為兒女
[00:20:01.800 --> 00:20:04.440]  是要將產業給過我們
[00:20:04.440 --> 00:20:08.520]  所以我們這幫人如果留在大災難當中
[00:20:08.520 --> 00:20:10.680]  對我們有什麼作用呢?
[00:20:10.680 --> 00:20:12.680]  我們已經得救了
[00:20:12.680 --> 00:20:14.440]  我們已經被潔淨了
[00:20:14.440 --> 00:20:17.480]  我們已經成為基督的身輔
[00:20:17.480 --> 00:20:20.840]  我們在等新郎哥回來接我們
[00:20:20.840 --> 00:20:23.480]  而他在哪裡我們又在哪裡
[00:20:23.480 --> 00:20:27.320]  我們已經不需要經過這個大災難
[00:20:27.320 --> 00:20:30.440]  我也認為是
[00:20:30.440 --> 00:20:32.760]  我們應該有為主受苦的心
[00:20:32.760 --> 00:20:36.040]  當不贊成災前避題的人
[00:20:36.040 --> 00:20:38.680]  聽到我認為是災前避題
[00:20:38.680 --> 00:20:41.320]  他們反對的其中一個原因
[00:20:41.320 --> 00:20:44.440]  就是聖經叫我們為主受苦
[00:20:44.440 --> 00:20:48.520]  為什麼我們要假定我們不在這裡為主受苦呢?
[00:20:48.520 --> 00:20:52.280]  是不是你們沒有一個為主受苦的心呢?
[00:20:52.280 --> 00:20:54.840]  有一個心為主受苦
[00:20:54.840 --> 00:20:57.880]  和主是否真正要我們留在這裡
[00:20:57.880 --> 00:21:00.280]  為他受苦是兩回事
[00:21:00.280 --> 00:21:02.600]  我也不敢說我一定是對的
[00:21:02.600 --> 00:21:05.080]  但我覺得這個大災難
[00:21:05.080 --> 00:21:08.120]  對我們來說是沒有什麼實質的意義
[00:21:08.120 --> 00:21:12.200]  但是對猶太人來說是很有意義的
[00:21:12.200 --> 00:21:17.880]  對我們被提前還未信主的外邦人
[00:21:17.880 --> 00:21:19.880]  給他們一個第二機會
[00:21:19.880 --> 00:21:22.360]  這是神的慈悲憐憫
[00:21:22.360 --> 00:21:26.680]  讓他們仍然可以在最後七年
[00:21:26.680 --> 00:21:29.000]  世界的大報道會裡面
[00:21:29.000 --> 00:21:31.560]  他們都可以有機會來接受
[00:21:31.560 --> 00:21:35.720]  不過他們在大災難當中做信徒
[00:21:35.720 --> 00:21:39.480]  他們面對第五個災就是殉道
[00:21:39.480 --> 00:21:42.760]  被逼迫他們會很慘的
[00:21:42.760 --> 00:21:45.320]  不像我們今天那麼舒服
[00:21:45.320 --> 00:21:50.760]  還有就是上一次我們看24個長老
[00:21:50.760 --> 00:21:53.640]  我覺得這個是代表了教會
[00:21:53.640 --> 00:21:56.440]  教會已經是天上敬拜了
[00:21:56.440 --> 00:22:00.920]  而第六章到第21章都沒有提到教會
[00:22:00.920 --> 00:22:02.680]  第一第二第三章
[00:22:02.680 --> 00:22:05.880]  那個focus完全是在七間教會
[00:22:05.880 --> 00:22:08.680]  也是延伸給普世性的教會
[00:22:08.680 --> 00:22:11.640]  但是在第六章一直下去
[00:22:11.640 --> 00:22:15.480]  直到22章完結才再提教會
[00:22:15.480 --> 00:22:19.320]  那麼教會在哪裡呢?
[00:22:19.320 --> 00:22:23.160]  如果教會是要通過這個大災難的時候
[00:22:23.160 --> 00:22:26.200]  裡面一定對教會有提醒有勉勵
[00:22:26.200 --> 00:22:28.280]  就算不在啟示錄這裡
[00:22:28.280 --> 00:22:30.360]  保羅寫那麼多信給教會
[00:22:30.360 --> 00:22:35.480]  一定有告訴他們在大災難當中要怎樣忍受
[00:22:35.480 --> 00:22:37.960]  但是他有提及基督
[00:22:37.960 --> 00:22:40.600]  有提是被提
[00:22:40.600 --> 00:22:46.680]  但是沒有提教會或者是基督徒
[00:22:46.680 --> 00:22:49.720]  外邦基督徒要在大災難裡
[00:22:49.720 --> 00:22:53.400]  好了 我們現在開始進入第一個印
[00:22:53.400 --> 00:22:55.560]  第一個印就是第一第二節
[00:22:55.560 --> 00:22:56.840]  我讀給大家聽
[00:22:56.840 --> 00:23:00.920]  我看見羔羊揭開七印中的第一印的時候
[00:23:00.920 --> 00:23:04.120]  就聽到四活物當中的一個活物
[00:23:04.120 --> 00:23:06.840]  聲音如雷說你來
[00:23:06.840 --> 00:23:08.520]  我就觀看
[00:23:08.520 --> 00:23:13.240]  見有一匹白馬騎在馬上的拿著弓
[00:23:13.240 --> 00:23:15.400]  並有冠冕持給他
