
[00:00:00.000 --> 00:00:04.800]  大家等一下叫他平安
[00:09:23.400 --> 00:09:26.560]  這些很容易 答應了
[00:09:26.560 --> 00:09:30.520]  你結婚之後拿多少錢給太太家裡
[00:09:30.520 --> 00:09:33.920]  或者說你自己的人工會怎麼樣
[00:09:33.920 --> 00:09:38.240]  還有你會不會現在這麼喜歡看打球
[00:09:38.240 --> 00:09:43.960]  結婚之後盡量看少一點 甚至到晚上不看
[00:09:43.960 --> 00:09:48.320]  忠誠力你答應過 但是後來你的癮又起
[00:09:48.320 --> 00:09:51.960]  你又放不下 於是這個承諾
[00:09:51.960 --> 00:09:53.960]  對方說你騙我的
[00:09:53.960 --> 00:09:55.960]  又說我最重要
[00:09:55.960 --> 00:09:57.960]  原來那些東西比我重要那麼多
[00:09:57.960 --> 00:09:59.960]  這樣就沒有了
[00:09:59.960 --> 00:10:01.960]  你想一下 如果你喜歡那個人
[00:10:01.960 --> 00:10:03.960]  他喜歡其他東西比你重要
[00:10:03.960 --> 00:10:07.400]  你也覺得不用恨了 這叫做喜歡
[00:10:07.400 --> 00:10:09.400]  我是後備的後備
[00:10:09.400 --> 00:10:12.440]  那有什麼意義呢 結婚有什麼意義呢
[00:10:12.440 --> 00:10:15.400]  那也是糟糕 脆弱 很脆弱
[00:10:15.400 --> 00:10:21.760]  這件事在這個年頭越來越重要
[00:10:21.760 --> 00:10:25.560]  因為我們的小朋友 青年人
[00:10:25.560 --> 00:10:28.960]  在家裡通常是不用負很多責任的
[00:10:28.960 --> 00:10:33.800]  就是發工資 近乎媽媽是不花錢拿錢回來的
[00:10:33.800 --> 00:10:36.840]  你夠花我就願意了 不要問我拿
[00:10:36.840 --> 00:10:42.280]  所以結了婚 也有些人喜歡自己花光
[00:10:42.280 --> 00:10:45.920]  就是要分一些覺得很辛苦的感覺
[00:10:45.920 --> 00:10:49.040]  就是和以前的很不同 以前的媽媽爸爸
[00:10:49.040 --> 00:10:53.920]  連站在女兒發工資的門口就馬上有水過水
[00:10:53.920 --> 00:10:57.040]  很不同 所以你說現在這個時候
[00:10:57.040 --> 00:10:59.360]  忠誠力不夠是危險的
[00:10:59.360 --> 00:11:05.920]  第四件事就是那個隱憂是很大的
[00:11:05.920 --> 00:11:10.680]  隱憂是關於錢 第三者或者是嗜好
[00:11:10.680 --> 00:11:14.240]  經常都相信 你覺得這個隱憂
[00:11:14.240 --> 00:11:17.960]  比起你的太太丈夫更加快樂很多
[00:11:17.960 --> 00:11:19.960]  就是你相信這件事
[00:11:19.960 --> 00:11:23.120]  很多時候都是的 很多人是
[00:11:23.120 --> 00:11:27.920]  或者不要說什麼 其實是爛賭 其中一種
[00:11:27.920 --> 00:11:31.080]  你經常覺得這個都是玩玩而已
[00:11:31.080 --> 00:11:35.360]  通常這些時候是降低兩級數的重要性、嚴重性
[00:11:35.360 --> 00:11:37.880]  到時候不是的 到時候是欠債的
[00:11:37.880 --> 00:11:42.040]  這些是很容易 這個隱憂是估計低了的
[00:11:42.040 --> 00:11:44.880]  所以在婚姻裡面通常都是很危險的
[00:11:44.880 --> 00:11:46.880]  和錢都相當大關係
[00:11:46.880 --> 00:11:49.680]  好了 第五件事就是
[00:11:49.680 --> 00:11:53.440]  我帶了20多年婚姻輔導營去教會
[00:11:53.440 --> 00:11:56.360]  我發覺很多夫妻都回答不了我的問題
[00:11:56.360 --> 00:12:01.240]  我問請問你兩位將來有什麼夢想呢?
[00:12:01.240 --> 00:12:06.480]  將來 比如10年後有什麼夢想呢?
[00:12:06.480 --> 00:12:10.800]  很多結了婚超過5年以上是回答不了的
[00:12:10.800 --> 00:12:12.680]  剛剛結婚就回答了
[00:12:12.680 --> 00:12:15.280]  因為剛剛結婚的時候還是混混婆婆
[00:12:15.280 --> 00:12:16.480]  那時候回答了
[00:12:16.480 --> 00:12:19.480]  就說我們環遊世界 歐洲、美國 什麼貝勒
[00:12:19.480 --> 00:12:23.400]  然後就說生12個小孩子 回幼稚園
[00:12:23.400 --> 00:12:26.480]  車天車地 這些夢想都很厲害
[00:12:26.480 --> 00:12:28.680]  但是當你出了兩個月工資
[00:12:28.680 --> 00:12:31.400]  發覺原來不是很夠錢儲蓄
[00:12:31.400 --> 00:12:35.040]  那些夢想全部取消了 全部取消了
[00:12:35.040 --> 00:12:36.800]  所以到了五周年紀念
[00:12:36.800 --> 00:12:39.680]  請問你下個五年有什麼夢想呢?
[00:12:39.680 --> 00:12:42.240]  沒有人回答 沒有人回答
[00:12:42.240 --> 00:12:44.040]  為什麼有些夫妻可以呢?
[00:12:44.040 --> 00:12:48.560]  就是因為他們接受了約束力 約束力
[00:12:48.560 --> 00:12:53.800]  約束力是什麼呢?就是你肯自己管著自己
[00:12:53.800 --> 00:12:58.880]  為了你們兩個的未來 你肯約束
[00:12:58.880 --> 00:13:02.040]  就是不吃 不做任何事情
[00:13:02.040 --> 00:13:04.760]  都要坐在家裡的戶口裡 這個是約束
[00:13:04.760 --> 00:13:09.200]  不去夜街 為了希望家裡多點時間見面聊天
[00:13:09.200 --> 00:13:10.800]  這個是約束
[00:13:10.800 --> 00:13:13.800]  這個約束力是要靠你自願的
[00:13:13.800 --> 00:13:16.000]  但是另一種約束力不是的
[00:13:16.000 --> 00:13:19.200]  這個約束力是來自別人給你的
[00:13:19.200 --> 00:13:21.440]  比如你媽媽經常打電話來查你
[00:13:21.440 --> 00:13:24.200]  又出了街 你是不是別人的老婆的?
[00:13:24.200 --> 00:13:27.920]  有些媽媽每逢十點鐘打來 看你回來了沒有
[00:13:27.920 --> 00:13:29.120]  這些沒有用的
[00:13:29.120 --> 00:13:31.480]  靠別人管理的那些約束力沒有用的
[00:13:31.480 --> 00:13:37.000]  怕別人批評 甚至怕子女沒有了父母就沒有幸福
[00:13:37.000 --> 00:13:40.520]  怕離婚收帳很麻煩 這些約束力沒什麼用的
[00:13:40.520 --> 00:13:43.200]  很快就克服了 很快就克服了
[00:13:43.200 --> 00:13:46.480]  只要你見一個離過婚的朋友
[00:13:46.480 --> 00:13:50.440]  他就會鼓勵你很容易過 你就克服了
[00:13:50.440 --> 00:13:53.960]  但是你自願約束是很困難的 很困難的
[00:13:53.960 --> 00:13:57.360]  所以記住將來的夢想 時時都有
[00:13:57.360 --> 00:14:00.280]  所以今晚你在這裡 或者你在Zoom裡看
[00:14:00.280 --> 00:14:03.880]  聽完之後大家談一下 我們有什麼夢想
[00:14:03.880 --> 00:14:07.680]  說明了夢想不一定要錢的 不是要發達的
[00:14:07.680 --> 00:14:12.040]  夢想是靠什麼呢?靠兩個人都同意
[00:14:12.040 --> 00:14:13.840]  大家都喜歡的
[00:14:13.840 --> 00:14:16.720]  千萬不要為了他喜歡而自己不喜歡
[00:14:16.720 --> 00:14:19.680]  那不算是兩個人的夢想 不算
[00:14:19.680 --> 00:14:22.400]  有些夫妻很好的 他們在教會侍奉
[00:14:22.400 --> 00:14:27.040]  他說我們一起教一班新婚兒子 為什麼呢?
[00:14:27.040 --> 00:14:30.200]  因為我不想你那個快樂是你感覺不到的
[00:14:30.200 --> 00:14:33.320]  我感覺不到的 所以兩個人一起去做一些事情
[00:14:33.320 --> 00:14:36.920]  這個是很好的夢想 好了 第六了
[00:14:36.920 --> 00:14:41.720]  但是有些是跟結婚前有關係的
[00:14:41.720 --> 00:14:45.880]  這些是統計 我比較多做研究工作看這些
[00:14:45.880 --> 00:14:49.800]  原來她認識一個男朋友或者女朋友的時候
[00:14:49.800 --> 00:14:55.240]  是較為多選擇 然後選擇出來的那些
[00:14:55.240 --> 00:14:58.920]  那些結婚是較為恆久很多的
[00:14:58.920 --> 00:15:03.080]  就是說一見鍾情 或者認識了一個
[00:15:03.080 --> 00:15:07.320]  就是後來嫁給他 或者起碼有一次所謂失戀
[00:15:07.320 --> 00:15:11.400]  輕輕失戀 後來認識了一個 然後結婚
[00:15:11.400 --> 00:15:15.800]  這些反而是一般般的 不是說不行
[00:15:15.800 --> 00:15:17.800]  但是一般般的 為什麼呢?
[00:15:17.800 --> 00:15:22.400]  就是如果你經過了幾次或者十次
[00:15:22.400 --> 00:15:24.640]  是認識了不同的男生女生
[00:15:24.640 --> 00:15:26.720]  當然不是真的拍拖 是認識
[00:15:26.720 --> 00:15:30.200]  然後大家聊過天 然後了解過一些多一些事情
[00:15:30.200 --> 00:15:32.400]  比如一起做義工 了解深入一點
[00:15:32.400 --> 00:15:35.880]  然後你選出來最後那個
[00:15:35.880 --> 00:15:39.200]  反而這些結婚是實際很多的
[00:15:39.200 --> 00:15:43.440]  因為你肯定了這個對象不縱不遠
[00:15:43.440 --> 00:15:46.360]  應該是可以的了 因為他已經比起
[00:15:46.360 --> 00:15:50.520]  曾經經歷過的那幾年裡面 其實人好很多了
[00:15:50.520 --> 00:15:54.920]  原來有些隱憂就是很多人自己心裡面說
[00:15:54.920 --> 00:15:56.760]  我認識女孩子認識的少
[00:15:56.760 --> 00:15:58.960]  那就娶了一個 真的一個不小心
[00:15:58.960 --> 00:16:01.680]  太快決定了 老親啊
[00:16:01.680 --> 00:16:03.840]  原來到處都有一個比她好
[00:16:03.840 --> 00:16:06.320]  這些是真的很危險的
[00:16:06.320 --> 00:16:11.320]  所以我覺得你有子女十幾歲應該跟他說
[00:16:11.320 --> 00:16:15.480]  你有一些異性的朋友、同學、團友
[00:16:15.480 --> 00:16:17.720]  不要緊的 大家聊聊天
[00:16:17.720 --> 00:16:20.480]  明白多一些做事的風格對不對
[00:16:20.480 --> 00:16:23.160]  甚至有時候吵架 和好能力高不高
[00:16:23.160 --> 00:16:25.040]  有些是可以的 有些是不行的
[00:16:25.040 --> 00:16:26.960]  你一定要明白這些東西
[00:16:26.960 --> 00:16:31.000]  最近有一個統計 統計說100個人裡面
[00:16:31.000 --> 00:16:34.680]  其實有5個人是適合做你的婚姻對象
[00:16:34.680 --> 00:16:39.280]  只有5個而已 有90個是勉強可以是
[00:16:39.280 --> 00:16:42.400]  有5個是非常沒有可能是
[00:16:42.400 --> 00:16:45.280]  但奇怪的是很多結婚的人
[00:16:45.280 --> 00:16:49.240]  當時選一個就是那5%是非常沒有可能是
[00:16:49.240 --> 00:16:50.840]  他選了一個 為什麼呢?
[00:16:50.840 --> 00:16:52.880]  因為他說那個很有型的
[00:16:52.880 --> 00:16:55.240]  那個給我很多神秘感
[00:16:55.240 --> 00:16:58.600]  或者說我越認識他越發覺高深莫測
[00:16:58.600 --> 00:17:01.040]  嫁給他就是天天精彩
[00:17:01.040 --> 00:17:03.680]  果然太精彩了 就離婚了
[00:17:03.680 --> 00:17:07.000]  反而有90%那些是入圍的
[00:17:07.000 --> 00:17:12.560]  不過說明了 其實他們不是真正適合你的
[00:17:12.560 --> 00:17:15.400]  你要改變他很多才合得來
[00:17:15.400 --> 00:17:19.240]  問題就是他很難改變你 你也很難改變他
[00:17:19.240 --> 00:17:22.880]  但是有5%是自動像餅乾一樣
[00:17:22.880 --> 00:17:25.080]  跟你很合得來的
[00:17:25.080 --> 00:17:28.200]  當然一定要很多時間認識到5%
[00:17:28.200 --> 00:17:32.240]  不是馬上的 可能第5至第6個才是那個
[00:17:32.240 --> 00:17:34.240]  那個是近的 好了
[00:17:34.240 --> 00:17:39.160]  不過就算是5%都會死火的 為什麼呢?
[00:17:39.160 --> 00:17:43.200]  太早結婚 為什麼呢?
[00:17:43.200 --> 00:17:46.440]  其實原因就是 那個早沒有定義的
[00:17:46.440 --> 00:17:49.520]  50歲都可能是太早結婚的
[00:17:49.520 --> 00:17:55.080]  原因就是原來人經歷的環境
[00:17:55.080 --> 00:17:59.880]  那個變化機會 環境改的人機會是很高的
[00:17:59.880 --> 00:18:04.880]  比如移民 去外國讀書 轉行
[00:18:04.880 --> 00:18:08.480]  或者說家裡曾經有一個很大的發生的事情
[00:18:08.480 --> 00:18:10.800]  比如有病死了
[00:18:10.800 --> 00:18:13.640]  後來你本來那個人是很依賴
[00:18:13.640 --> 00:18:15.320]  突然間要打起頭來
[00:18:15.320 --> 00:18:18.240]  這個環境使他壓力很多
[00:18:18.240 --> 00:18:23.680]  這些環境出現了 是改了那個人以前的性格的
[00:18:23.680 --> 00:18:27.080]  所以當你認識了他之後 或者嫁了他之後
[00:18:27.080 --> 00:18:29.720]  就不是你以前拍拖的那個人
[00:18:29.720 --> 00:18:33.400]  已經變了 所以你都可能變了
[00:18:33.400 --> 00:18:36.960]  所以當兩個人太早認識的時候
[00:18:36.960 --> 00:18:41.360]  還沒有足夠環境改變的人的考驗
[00:18:41.360 --> 00:18:43.520]  後來發現了貨不對板
[00:18:43.520 --> 00:18:48.400]  然後大家是一個幻象 是不適合你的
[00:18:48.400 --> 00:18:52.360]  所以你看到其實婚姻要很大保守
[00:18:52.360 --> 00:18:55.360]  很多人都後來變了環境之後
[00:18:55.360 --> 00:18:58.000]  那個氣質都不同了 脾氣差了
[00:18:58.000 --> 00:19:01.920]  致使那個志向低了 也不奇怪
[00:19:01.920 --> 00:19:04.640]  好了 說完接著幾個 第七個就是
[00:19:04.640 --> 00:19:08.000]  同居後結婚是很高的離婚率
[00:19:08.000 --> 00:19:11.040]  60年代同居文化是很強的
[00:19:11.040 --> 00:19:16.120]  但是突然間 以前以為同居文化是幫助到婚姻的
[00:19:16.120 --> 00:19:19.400]  就是看過對不對就結婚 完全沒有這樣的事情
[00:19:19.400 --> 00:19:21.920]  反而是令到婚姻危機高很多
[00:19:21.920 --> 00:19:24.080]  這個大家都看得到
[00:19:24.080 --> 00:19:28.760]  第八樣東西就是一個理論叫慣性理論
[00:19:28.760 --> 00:19:30.840]  我們教學的時候說
[00:19:30.840 --> 00:19:34.800]  這個insert theory就是解釋
[00:19:34.800 --> 00:19:39.720]  那兩個大家都不滿的 但是一直結下去
[00:19:39.720 --> 00:19:41.960]  可能教會也有很多這些
[00:19:41.960 --> 00:19:46.840]  很多教會傳達人都轉介很多信和我輔導過
[00:19:46.840 --> 00:19:49.480]  就是慣性理論
[00:19:49.480 --> 00:19:54.160]  因為他們共同一個物業 和共同一班朋友
[00:19:54.160 --> 00:19:56.160]  所以他們不可以分開
[00:19:56.160 --> 00:20:00.360]  因為太多團友 太多人認識他在那裡
[00:20:00.360 --> 00:20:04.120]  也都兩個人 隨便一個人住在別的地方
[00:20:04.120 --> 00:20:07.360]  可能父母都沒有物業或者死了
[00:20:07.360 --> 00:20:10.400]  所以他唯有就是 我們不對的
[00:20:10.400 --> 00:20:13.680]  就繼續下去 這個叫慣性理論
[00:20:13.680 --> 00:20:15.240]  就是慢慢慣了
[00:20:15.240 --> 00:20:18.680]  所以你看到兩個人分開門口走
[00:20:18.680 --> 00:20:21.800]  相距走很遠 或者他先走 不同搭車
[00:20:21.800 --> 00:20:24.360]  這些全部都是慣性理論裡面的東西
[00:20:24.360 --> 00:20:27.520]  第九樣東西就是叫做牽強婚姻
[00:20:27.520 --> 00:20:29.680]  Good in love marriage
[00:20:29.680 --> 00:20:32.280]  牽強婚姻是什麼呢?就是
[00:20:32.280 --> 00:20:36.240]  經常都覺得
[00:20:36.240 --> 00:20:42.200]  有一個幻想的更好的夥伴在自己的身邊
[00:20:42.200 --> 00:20:44.280]  這個牽強婚姻
[00:20:44.280 --> 00:20:47.800]  經常都感覺到有一種幻想
[00:20:47.800 --> 00:20:50.600]  其實就快有一個快要好的人
[00:20:50.600 --> 00:20:53.120]  是會出現在我的生活裡面的
[00:20:53.120 --> 00:20:56.320]  現在這個丈夫的太太
[00:20:56.320 --> 00:20:59.640]  其實是先頂著當的 遲早就完了
[00:20:59.640 --> 00:21:02.920]  這些牽強婚姻 只是一天的一天
[00:21:02.920 --> 00:21:04.720]  最差的就是一個幻想
[00:21:04.720 --> 00:21:07.440]  所以相隔很容易出現的
[00:21:07.440 --> 00:21:10.400]  當那個人用很多時間和很多人
[00:21:10.400 --> 00:21:12.880]  長時間的合作相處
[00:21:12.880 --> 00:21:16.440]  就會出現一些牽強婚姻的特點
[00:21:16.440 --> 00:21:18.560]  那個已婚的人
[00:21:18.560 --> 00:21:23.760]  有時候都把自己的搭檔當成是他的老婆
