
[00:00:00.000 --> 00:00:06.820]  我曾經在北美講過一個退休會
[00:12:33.800 --> 00:12:37.080]  我的女兒其實是一個很活潑
[00:12:37.080 --> 00:12:39.080]  很有自信
[00:12:39.080 --> 00:12:41.480]  而很堅強的一個人
[00:12:41.480 --> 00:12:44.040]  但是在那一刻她打電話回來
[00:12:44.040 --> 00:12:46.040]  她整個人都變了
[00:12:46.040 --> 00:12:47.640]  她哭了
[00:12:47.640 --> 00:12:49.640]  她情緒激動
[00:12:49.640 --> 00:12:52.040]  她對自己毫無信心
[00:12:52.040 --> 00:12:55.720]  然後她怕自己不能做一個很好的媽媽
[00:12:55.720 --> 00:12:57.160]  我們一聽就知道
[00:12:57.160 --> 00:12:58.520]  這個就是產後抑鬱
[00:12:58.520 --> 00:13:00.520]  又再回來了
[00:13:00.520 --> 00:13:03.560]  所以賴斯姆就飛過去
[00:13:03.560 --> 00:13:05.560]  馬上又再飛過去
[00:13:05.560 --> 00:13:07.560]  飛過去兩個星期
[00:13:07.560 --> 00:13:09.560]  跟她在一起
[00:13:09.560 --> 00:13:11.560]  但是兩個星期之後
[00:13:11.560 --> 00:13:13.560]  她回來她一定要回來
[00:13:13.560 --> 00:13:15.560]  她說我不回來不行
[00:13:15.560 --> 00:13:17.560]  為什麼?
[00:13:17.560 --> 00:13:19.560]  因為她說白天看著女兒
[00:13:19.560 --> 00:13:21.560]  晚上看著孫子
[00:13:21.560 --> 00:13:26.840]  又不能夠軟弱下來
[00:13:26.840 --> 00:13:28.840]  要扮一個女強人
[00:13:28.840 --> 00:13:30.840]  然後在那裡幫她
[00:13:30.840 --> 00:13:32.840]  而女兒軟弱
[00:13:32.840 --> 00:13:34.840]  她不可以軟弱
[00:13:34.840 --> 00:13:36.840]  她要在旁邊扶著她
[00:13:36.840 --> 00:13:38.840]  那麼晚上又不能睡
[00:13:38.840 --> 00:13:40.840]  你說兩個星期
[00:13:40.840 --> 00:13:42.840]  是不是精力耗盡
[00:13:42.840 --> 00:13:44.840]  她說沒辦法
[00:13:44.840 --> 00:13:46.840]  她要回來幾天
[00:13:46.840 --> 00:13:48.840]  然後請另一個人代替她
[00:13:48.840 --> 00:13:50.840]  然後她在機場的時候
[00:13:50.840 --> 00:13:52.840]  見到我
[00:13:52.840 --> 00:13:54.840]  我們兩個人就抱頭大哭
[00:13:54.840 --> 00:13:56.840]  就是想想
[00:13:56.840 --> 00:13:58.840]  自己的女兒
[00:13:58.840 --> 00:14:00.840]  很可能就是
[00:14:00.840 --> 00:14:02.840]  不知道能不能熬過
[00:14:02.840 --> 00:14:04.840]  而且她在講話的當中
[00:14:04.840 --> 00:14:06.840]  經常都有這些自殺傾向
[00:14:06.840 --> 00:14:08.840]  就是嚇都嚇死
[00:14:08.840 --> 00:14:12.840]  心裡很大的焦慮
[00:14:12.840 --> 00:14:14.840]  我太太又再飛過
[00:14:14.840 --> 00:14:16.840]  飛過去感謝主
[00:14:16.840 --> 00:14:18.840]  因為換了一隻藥
[00:14:18.840 --> 00:14:22.840]  後來她慢慢就上來了
[00:14:22.840 --> 00:14:24.840]  她上來的時候
[00:14:24.840 --> 00:14:26.840]  我主要是要講她
[00:14:26.840 --> 00:14:28.840]  上來之後
[00:14:28.840 --> 00:14:30.840]  她自己和我們分享
[00:14:30.840 --> 00:14:32.840]  她說在那一刻
[00:14:32.840 --> 00:14:34.840]  她在最depressed
[00:14:34.840 --> 00:14:36.840]  憂鬱的時候
[00:14:36.840 --> 00:14:41.840]  有一種思想上的負面情緒
[00:14:41.840 --> 00:14:43.840]  經常出現在她的腦海裡
[00:14:43.840 --> 00:14:45.840]  她稱這些叫做
[00:14:45.840 --> 00:14:47.840]  thought monkeys
[00:14:47.840 --> 00:14:49.840]  大家知道什麼叫做thought monkeys
[00:14:49.840 --> 00:14:51.840]  就是猴子一般
[00:14:51.840 --> 00:14:53.840]  猴子一般的思想
[00:14:53.840 --> 00:14:55.840]  這些thought monkeys
[00:14:55.840 --> 00:14:57.840]  其實每個人都有
[00:14:57.840 --> 00:14:59.840]  好像什麼呢
[00:14:59.840 --> 00:15:01.840]  其實就是負面的思想
[00:15:01.840 --> 00:15:03.840]  我沒用了
[00:15:03.840 --> 00:15:05.840]  我沒那麼好
[00:15:05.840 --> 00:15:07.840]  我沒才幹
[00:15:07.840 --> 00:15:09.840]  我不能像其他人
[00:15:09.840 --> 00:15:11.840]  做好媽媽的工作
[00:15:11.840 --> 00:15:13.840]  我覺得人家都不愛我
[00:15:13.840 --> 00:15:15.840]  問題都是從我起的
[00:15:15.840 --> 00:15:19.840]  而我成為這個世界的累贅
[00:15:19.840 --> 00:15:21.840]  這個世界如果沒有我
[00:15:21.840 --> 00:15:23.840]  世界會更好
[00:15:23.840 --> 00:15:27.840]  這些全部都是很負面的思想
[00:15:27.840 --> 00:15:29.840]  弟兄姊妹
[00:15:29.840 --> 00:15:31.840]  你要明白
[00:15:31.840 --> 00:15:33.840]  我們每個人都有負面的思想
[00:15:33.840 --> 00:15:37.840]  但當我們有力量去承擔的時候
[00:15:37.840 --> 00:15:41.840]  這些猴子經常都在我們腦海裡跳出來
[00:15:41.840 --> 00:15:43.840]  要搗亂
[00:15:43.840 --> 00:15:45.840]  要搞破壞
[00:15:45.840 --> 00:15:47.840]  但我們裡面有力量
[00:15:47.840 --> 00:15:50.840]  我們就會一隻一隻抓住這些猴子猴孫
[00:15:50.840 --> 00:15:53.840]  然後全部關進籠子裡
[00:15:53.840 --> 00:15:57.840]  這樣就裡面就寧靜了
[00:15:57.840 --> 00:15:59.840]  特別我們基督徒
[00:15:59.840 --> 00:16:03.840]  可以勝過這些負面的思想
[00:16:03.840 --> 00:16:05.840]  但當你depress的時候
[00:16:05.840 --> 00:16:07.840]  當你裡面沒有力的時候
[00:16:07.840 --> 00:16:13.840]  而這些思想不斷的出來
[00:16:13.840 --> 00:16:17.840]  那種壓力是你沒辦法想像的
[00:16:17.840 --> 00:16:19.840]  所以
[00:16:19.840 --> 00:16:21.840]  我的女兒她說
[00:16:21.840 --> 00:16:26.840]  其實她心裡都知道這些是不好的
[00:16:26.840 --> 00:16:28.840]  但她沒有力量
[00:16:28.840 --> 00:16:30.840]  她知道這些猴子在搗亂
[00:16:30.840 --> 00:16:32.840]  但她沒有力量抓住他們
[00:16:32.840 --> 00:16:37.840]  就一直在那裡被他們搞破壞
[00:16:37.840 --> 00:16:38.840]  弟兄姊妹
[00:16:38.840 --> 00:16:42.840]  你要明白心理的戰術
[00:16:42.840 --> 00:16:45.840]  其實就是魔鬼經常用
[00:16:45.840 --> 00:16:47.840]  在你腦海裡就說你不好
[00:16:47.840 --> 00:16:48.840]  你不行
[00:16:48.840 --> 00:16:50.840]  神愛你
[00:16:50.840 --> 00:16:51.840]  沒有人理睬你
[00:16:51.840 --> 00:16:54.840]  其他人都覺得你很壞
[00:16:54.840 --> 00:16:57.840]  而你在這個世界你是負累人家
[00:16:57.840 --> 00:16:59.840]  這個世界沒有你更好
[00:16:59.840 --> 00:17:01.840]  有沒有想過這些思想?
[00:17:01.840 --> 00:17:03.840]  有沒有?
[00:17:03.840 --> 00:17:05.840]  你們又打回原形
[00:17:05.840 --> 00:17:07.840]  有沒有?
[00:17:07.840 --> 00:17:09.840]  沒有就感謝主
[00:17:09.840 --> 00:17:13.840]  有就求主憐憫
[00:17:13.840 --> 00:17:22.840]  大家知道朱國亮是中國用兵的一個很專門的人
[00:17:22.840 --> 00:17:24.840]  朱國亮他說什麼呢?
[00:17:24.840 --> 00:17:27.840]  他說如果你要用兵
[00:17:27.840 --> 00:17:31.840]  就是要心戰為上
[00:17:31.840 --> 00:17:33.840]  心戰為上
[00:17:33.840 --> 00:17:36.840]  攻城就次字
[00:17:36.840 --> 00:17:39.840]  攻心是最先
[00:17:39.840 --> 00:17:42.840]  攻城是次要
[00:17:42.840 --> 00:17:44.840]  你是千軍萬馬
[00:17:44.840 --> 00:17:47.840]  你的兵力很雄厚
[00:17:47.840 --> 00:17:49.840]  但不一定你打贏
[00:17:49.840 --> 00:17:51.840]  如果對方人少少
[00:17:51.840 --> 00:17:54.840]  但他會用心計
[00:17:54.840 --> 00:17:57.840]  很可能他會贏你
[00:17:57.840 --> 00:18:01.840]  心理戰其實是用什麼呢?
[00:18:01.840 --> 00:18:04.840]  心理戰其實是利用人的錯覺
[00:18:04.840 --> 00:18:06.840]  用人的思想
[00:18:06.840 --> 00:18:08.840]  宣傳的謀略
[00:18:08.840 --> 00:18:11.840]  而使敵人心裡產生變化
[00:18:11.840 --> 00:18:13.840]  動搖人的意志
[00:18:13.840 --> 00:18:16.840]  然後瓦解他精神的武裝
[00:18:16.840 --> 00:18:18.840]  削弱他戰鬥的力量
[00:18:18.840 --> 00:18:22.840]  逼使他內心崩潰
[00:18:22.840 --> 00:18:25.840]  這個就是心理戰術
[00:18:25.840 --> 00:18:30.840]  以利亞忽視了另類的戰場
[00:18:30.840 --> 00:18:34.840]  這是一個很實在的戰場
[00:18:34.840 --> 00:18:36.840]  頂尖有沒有覺得有些人
[00:18:36.840 --> 00:18:39.840]  其實是一時想不開
[00:18:39.840 --> 00:18:42.840]  他自己結束自己的生命
[00:18:42.840 --> 00:18:44.840]  一時想不開
[00:18:44.840 --> 00:18:47.840]  譬如考會考
[00:18:47.840 --> 00:18:50.840]  考得不合理想
[00:18:50.840 --> 00:18:52.840]  或者不合父母的理想
[00:18:52.840 --> 00:18:56.840]  一時氣憤就跳下來了
[00:18:56.840 --> 00:18:59.840]  這個就是心靈裡沒辦法
[00:18:59.840 --> 00:19:01.840]  來回轉頭
[00:19:01.840 --> 00:19:05.840]  在心理戰上自己打輸了
[00:19:05.840 --> 00:19:11.840]  第二個去入了低谷的原因
[00:19:11.840 --> 00:19:13.840]  就是精力耗盡枯竭
[00:19:13.840 --> 00:19:16.840]  精力耗盡枯竭
[00:19:16.840 --> 00:19:20.840]  頂尖你看他害怕
[00:19:20.840 --> 00:19:22.840]  然後他就起來逃命
[00:19:22.840 --> 00:19:25.840]  到了猶大的別墅
[00:19:25.840 --> 00:19:27.840]  將僕人留在那裡
[00:19:27.840 --> 00:19:30.840]  自己在曠野走了一天的路程
[00:19:30.840 --> 00:19:33.840]  來到羅騰樹下
[00:19:33.840 --> 00:19:35.840]  就坐在那裡
[00:19:35.840 --> 00:19:39.840]  求死說:耶和華罷了
[00:19:39.840 --> 00:19:40.840]  求你取我的姓名
[00:19:40.840 --> 00:19:45.840]  因為我不姓於我的列祖
[00:19:45.840 --> 00:19:46.840]  頂尖你知道
[00:19:46.840 --> 00:19:52.840]  當他在加密山打贏了巴力仙子之後
[00:19:52.840 --> 00:19:54.840]  他然後就在瓦哈套車
[00:19:54.840 --> 00:19:58.840]  然後自己就飛奔在瓦哈的前面
[00:19:58.840 --> 00:20:02.840]  從加密山走到哪裡?
[00:20:02.840 --> 00:20:04.840]  走到耶斯列
[00:20:04.840 --> 00:20:07.840]  這個就是羅騰樹
[00:20:07.840 --> 00:20:11.840]  他從加密山走到耶斯列
[00:20:11.840 --> 00:20:14.840]  大概有20公里
[00:20:14.840 --> 00:20:18.840]  然後他又從耶斯列走到別氏巴
[00:20:18.840 --> 00:20:23.840]  別氏巴是以色列最南邊的一個城市
[00:20:23.840 --> 00:20:25.840]  大概150公里
[00:20:25.840 --> 00:20:29.840]  然後就在別氏巴那個地方
[00:20:29.840 --> 00:20:33.840]  就躲在羅騰樹下
[00:20:33.840 --> 00:20:35.840]  大家如果看這個地圖
[00:20:35.840 --> 00:20:38.840]  就看到加密山在這裡
[00:20:38.840 --> 00:20:41.840]  然後耶斯列在這裡
[00:20:41.840 --> 00:20:43.840]  這是耶斯列平原
[00:20:43.840 --> 00:20:45.840]  然後一直走下來
[00:20:45.840 --> 00:20:47.840]  走到這裡
[00:20:47.840 --> 00:20:49.840]  這裡就是別氏巴
[00:20:49.840 --> 00:20:55.840]  由以色列的北邊一直走到以色列的南邊
[00:20:55.840 --> 00:20:57.840]  加起來有多少公里?
[00:20:57.840 --> 00:21:00.840]  20加150
[00:21:00.840 --> 00:21:03.840]  170公里
[00:21:03.840 --> 00:21:08.840]  當你走完一段很長的路程的時候
[00:21:08.840 --> 00:21:11.840]  你自己的體力會怎樣?
[00:21:11.840 --> 00:21:13.840]  耗盡
[00:21:13.840 --> 00:21:15.840]  你體力耗盡
[00:21:15.840 --> 00:21:22.840]  你沒有體力就沒有辦法有能力去幫其他人
[00:21:22.840 --> 00:21:25.840]  丁子梅憂鬱症經常是什麼呢?
[00:21:25.840 --> 00:21:28.840]  憂鬱症經常就是在長期的壓力下
[00:21:28.840 --> 00:21:31.840]  工作的壓力、心靈的壓力
[00:21:31.840 --> 00:21:36.840]  而裡面負荷的力量已經越來越低微
[00:21:36.840 --> 00:21:37.840]  記不記得我昨天說
[00:21:37.840 --> 00:21:40.840]  拿著這個杯子容易嗎?
[00:21:40.840 --> 00:21:41.840]  容易
[00:21:41.840 --> 00:21:45.840]  你拿它一天、拿它一個星期、拿它一個月
[00:21:45.840 --> 00:21:49.840]  又另當別論
[00:21:49.840 --> 00:21:53.840]  很多時候我們是因為疲累
[00:21:53.840 --> 00:21:56.840]  而內心枯竭
[00:21:56.840 --> 00:21:58.840]  然後感到困惑
[00:21:58.840 --> 00:22:01.840]  然後無助、無能、無奈
[00:22:01.840 --> 00:22:03.840]  然後怕失敗
[00:22:03.840 --> 00:22:05.840]  然後最後就是什麼呢?
[00:22:05.840 --> 00:22:08.840]  就崩潰了
[00:22:08.840 --> 00:22:18.840]  你知道以前他們用來審戰俘的一種方法
[00:22:18.840 --> 00:22:22.840]  他們就拿一個袋子
[00:22:22.840 --> 00:22:26.840]  一袋水然後吊在那個人的上面
[00:22:26.840 --> 00:22:28.840]  這個人就睡在那裡
[00:22:28.840 --> 00:22:32.840]  那袋水下面就戳了一個洞
[00:22:32.840 --> 00:22:34.840]  戳了一個洞
[00:22:34.840 --> 00:22:39.840]  然後就一滴、一滴、一滴
[00:22:39.840 --> 00:22:42.840]  滴在這個人的額頭上
[00:22:42.840 --> 00:22:47.840]  是不是很難受?難不難受?
[00:22:47.840 --> 00:22:49.840]  不難受
[00:22:49.840 --> 00:22:51.840]  滴下滴下
[00:22:51.840 --> 00:22:55.840]  就好像你在外面淋雨也是這樣
[00:22:55.840 --> 00:23:00.840]  但不是一個小時、不是一天
[00:23:00.840 --> 00:23:06.840]  它就這樣滴你兩天、滴你一個星期
