
[00:00:00.000 --> 00:00:08.000]  剛剛過年沒多久,大家都很想追求福氣
[00:02:13.000 --> 00:02:16.000]  很多時候人會灰心
[00:02:16.000 --> 00:02:20.000]  人會放棄,人會無奈
[00:02:20.000 --> 00:02:23.000]  人會問神你在哪裡?
[00:02:23.000 --> 00:02:26.000]  你是不是離棄了我?
[00:02:26.000 --> 00:02:28.000]  或者到底你真不真?
[00:02:28.000 --> 00:02:31.000]  我們會問很多這些問題
[00:02:31.000 --> 00:02:35.000]  今天我們要和聖經一段經文
[00:02:35.000 --> 00:02:39.000]  摩西被召見法老
[00:02:39.000 --> 00:02:42.000]  然後要帶以色列人出埃及
[00:02:42.000 --> 00:02:45.000]  我們如果看出埃及的第一章
[00:02:45.000 --> 00:02:49.000]  我們就知道以色列人在約瑟離開世界的時候
[00:02:49.000 --> 00:02:55.000]  初期他們仍然是經歷到一些約瑟所來的餘孽
[00:02:55.000 --> 00:02:58.000]  所以大家都給面子約瑟
[00:02:58.000 --> 00:03:00.000]  所以對以色列民都很好
[00:03:00.000 --> 00:03:02.000]  但是再過一段時間的時候
[00:03:02.000 --> 00:03:05.000]  有法老興起而不認識約瑟
[00:03:05.000 --> 00:03:10.000]  他們就不當以色列民是什麼一回事
[00:03:10.000 --> 00:03:13.000]  他們奴役他們,因為他們是外人
[00:03:13.000 --> 00:03:16.000]  所以到第二章的時候
[00:03:16.000 --> 00:03:20.000]  我們看到神預備了一個救星就是摩西
[00:03:20.000 --> 00:03:23.000]  讓他的生命能夠存留
[00:03:23.000 --> 00:03:26.000]  然後第三章讓他見到火燒荊棘的異象
[00:03:26.000 --> 00:03:30.000]  然後三到四章就是神用各種不同的方法
[00:03:30.000 --> 00:03:34.000]  來處理摩西的藉口和理由
[00:03:34.000 --> 00:03:37.000]  然後讓摩西挺起胸膛
[00:03:37.000 --> 00:03:42.000]  憑著信心然後第五章開始
[00:03:42.000 --> 00:03:44.000]  他就去見法老
[00:03:44.000 --> 00:03:47.000]  第五章第一第二節
[00:03:47.000 --> 00:03:51.000]  後來摩西亞倫去見法老說
[00:03:51.000 --> 00:03:53.000]  耶和華以色列的神這樣說
[00:03:53.000 --> 00:03:57.000]  用我的百姓去在曠野向我守節
[00:03:57.000 --> 00:03:59.000]  法老說耶和華是誰
[00:03:59.000 --> 00:04:03.000]  使我聽他的話用以色列人去
[00:04:03.000 --> 00:04:08.000]  我不認識耶和華也不用以色列人去
[00:04:08.000 --> 00:04:18.000]  如果你看摩西亞倫和法老的對話
[00:04:18.000 --> 00:04:22.000]  摩西亞倫現在是來辦你出境手續
[00:04:22.000 --> 00:04:24.000]  他要離開埃及
[00:04:24.000 --> 00:04:26.000]  他們要離開埃及
[00:04:26.000 --> 00:04:28.000]  誰可以掩蓋印章呢
[00:04:28.000 --> 00:04:32.000]  其實就是法老王可以掩蓋印章讓他們走
[00:04:32.000 --> 00:04:36.000]  摩西亞倫遵照神的吩咐
[00:04:36.000 --> 00:04:38.000]  來到法老的面前
[00:04:38.000 --> 00:04:42.000]  就是他希望法老能夠寬心
[00:04:42.000 --> 00:04:44.000]  讓他們出埃及
[00:04:44.000 --> 00:04:49.000]  大家知道他們出埃及的原因是什麼
[00:04:49.000 --> 00:04:52.000]  他們出埃及的原因不是要求一個
[00:04:52.000 --> 00:04:55.000]  經濟更好的條件和環境
[00:04:55.000 --> 00:04:58.000]  他們出埃及的原因在這裡只是說一樣
[00:04:58.000 --> 00:05:02.000]  就是向神守節
[00:05:02.000 --> 00:05:05.000]  守節原意就是朝聖的意思
[00:05:05.000 --> 00:05:09.000]  他們要離開埃及不是因為他們經濟上
[00:05:09.000 --> 00:05:12.000]  要尋求一個更穩定的地方
[00:05:12.000 --> 00:05:19.000]  也不是因為他們要尋求和埃及人平等的地位
[00:05:19.000 --> 00:05:24.000]  他們出埃及是因為這個地方不是他們永久居住的地方
[00:05:24.000 --> 00:05:29.000]  而是因為他們要回到神給他們福氣的地方
[00:05:29.000 --> 00:05:35.000]  而在那裡要敬拜耶和華朝聖
[00:05:35.000 --> 00:05:41.000]  弟兄姊妹我相信很多人來美國都是追求一個美國夢
[00:05:41.000 --> 00:05:43.000]  一個環境比較穩定
[00:05:43.000 --> 00:05:46.000]  然後物質比較富庶
[00:05:46.000 --> 00:05:48.000]  也都機會比較大
[00:05:48.000 --> 00:05:52.000]  特別是比我們小時候可以更好的機會
[00:05:52.000 --> 00:05:55.000]  這個我不否認
[00:05:55.000 --> 00:06:01.000]  很多時候都可以存在在我們這些移民的人的心態裡
[00:06:01.000 --> 00:06:02.000]  我不否認
[00:06:02.000 --> 00:06:05.000]  如果我們真的要這麼崇高
[00:06:05.000 --> 00:06:09.000]  而脫離了經濟的條件要求的話
[00:06:09.000 --> 00:06:14.000]  我想沒有誰會有這麼超然的心態
[00:06:14.000 --> 00:06:21.000]  但是在你要尋求一個經濟更好的條件的地方居住之餘
[00:06:21.000 --> 00:06:27.000]  或者說之上我們需要有一個信仰的要求
[00:06:27.000 --> 00:06:30.000]  所以無論我們搬到哪裡
[00:06:30.000 --> 00:06:32.000]  我們移民到哪個地方
[00:06:32.000 --> 00:06:36.000]  我們在哪個地方生活侍奉工作都好
[00:06:36.000 --> 00:06:40.000]  大家弟兄姊妹千萬要記得一件事
[00:06:40.000 --> 00:06:46.000]  就是信仰的要求是高於我們物質的要求
[00:06:46.000 --> 00:06:51.000]  大家都知道阿布拉罕每到一個地方就建兩樣東西
[00:06:51.000 --> 00:06:54.000]  大家知不知道他建了哪兩樣東西呢
[00:06:54.000 --> 00:06:58.000]  竹壇
[00:06:58.000 --> 00:06:59.000]  然後呢
[00:06:59.000 --> 00:07:01.000]  建帳篷
[00:07:01.000 --> 00:07:02.000]  兩樣東西
[00:07:02.000 --> 00:07:05.000]  竹壇和建帳篷
[00:07:05.000 --> 00:07:07.000]  我們不能夠熟齡到一個地步
[00:07:07.000 --> 00:07:10.000]  我們去一個新地方只是竹壇
[00:07:10.000 --> 00:07:12.000]  就不用建帳篷了
[00:07:12.000 --> 00:07:16.000]  這個其實是匪夷所思的
[00:07:16.000 --> 00:07:19.000]  但是在你建帳篷之餘
[00:07:19.000 --> 00:07:22.000]  你就不要忘記了你要竹壇
[00:07:22.000 --> 00:07:27.000]  而這個就是他們以色列人離開埃及的基本原因
[00:07:27.000 --> 00:07:29.000]  要朝聖
[00:07:29.000 --> 00:07:33.000]  法老當時我看他是自我爆棚
[00:07:33.000 --> 00:07:35.000]  也是信心爆棚
[00:07:35.000 --> 00:07:37.000]  而他聽到這句話的時候
[00:07:37.000 --> 00:07:39.000]  他說夜禍說是誰呢
[00:07:39.000 --> 00:07:41.000]  使我聽他的話
[00:07:41.000 --> 00:07:43.000]  容以色列人出去
[00:07:43.000 --> 00:07:45.000]  我不認識夜禍
[00:07:45.000 --> 00:07:47.000]  我也不讓你們走
[00:07:47.000 --> 00:07:49.000]  當然
[00:07:49.000 --> 00:07:51.000]  這一幫奴隸
[00:07:51.000 --> 00:07:53.000]  以色列民
[00:07:53.000 --> 00:07:57.000]  這幫奴隸在埃及的地方是廉價勞工
[00:07:57.000 --> 00:07:59.000]  走了那又怎樣
[00:07:59.000 --> 00:08:01.000]  走了當然是很大損失
[00:08:01.000 --> 00:08:03.000]  所以已經這麼多年在那裡了
[00:08:03.000 --> 00:08:07.000]  他們提供很多廉價勞工的服務
[00:08:07.000 --> 00:08:09.000]  怎會一下子讓你們走呢
[00:08:09.000 --> 00:08:11.000]  所以
[00:08:11.000 --> 00:08:15.000]  法老他覺得這幫奴隸要求離開
[00:08:15.000 --> 00:08:17.000]  其實是自討苦吃
[00:08:17.000 --> 00:08:20.000]  所以他憑他自己一己的私慾
[00:08:20.000 --> 00:08:24.000]  也以為他自己可以掌握一切的大權
[00:08:24.000 --> 00:08:28.000]  所以他對摩西和亞倫
[00:08:28.000 --> 00:08:30.000]  是來得更強硬
[00:08:30.000 --> 00:08:33.000]  第一輪對話我們看到
[00:08:33.000 --> 00:08:34.000]  不得要領
[00:08:34.000 --> 00:08:36.000]  容我的百姓去
[00:08:36.000 --> 00:08:38.000]  法老說
[00:08:38.000 --> 00:08:40.000]  夜禍說是誰
[00:08:40.000 --> 00:08:42.000]  我不讓你們走
[00:08:42.000 --> 00:08:44.000]  第二輪的對話呢
[00:08:44.000 --> 00:08:46.000]  又再說
[00:08:46.000 --> 00:08:48.000]  亞倫和摩西
[00:08:48.000 --> 00:08:52.000]  已經放軟了他們的聲氣
[00:08:52.000 --> 00:08:55.000]  他當然不是低聲下氣
[00:08:55.000 --> 00:08:59.000]  但是他也很想好好地解決面前這個問題
[00:08:59.000 --> 00:09:01.000]  所以他們繼續說
[00:09:01.000 --> 00:09:03.000]  希伯來的神遇見我們
[00:09:03.000 --> 00:09:07.000]  求你用我們往曠野去
[00:09:07.000 --> 00:09:09.000]  走三天的路程
[00:09:09.000 --> 00:09:11.000]  做什麼呢
[00:09:11.000 --> 00:09:13.000]  又再重複
[00:09:13.000 --> 00:09:15.000]  祭至夜禍說我們的神
[00:09:15.000 --> 00:09:17.000]  就是去服侍神
[00:09:17.000 --> 00:09:19.000]  去敬拜神
[00:09:19.000 --> 00:09:22.000]  下面就說
[00:09:22.000 --> 00:09:24.000]  這個就是敬酒
[00:09:24.000 --> 00:09:26.000]  如果敬酒你不喝呢
[00:09:26.000 --> 00:09:27.000]  就怎樣呢
[00:09:27.000 --> 00:09:29.000]  喝罰酒
[00:09:29.000 --> 00:09:32.000]  如果你好好地讓我們走呢
[00:09:32.000 --> 00:09:33.000]  就沒事的
[00:09:33.000 --> 00:09:35.000]  大家都相安無事
[00:09:35.000 --> 00:09:37.000]  如果你不讓我們走呢
[00:09:37.000 --> 00:09:40.000]  下面就神會用瘟疫
[00:09:40.000 --> 00:09:43.000]  刀兵來攻擊我們
[00:09:43.000 --> 00:09:48.000]  以致我們大家都沒什麼好日子過
[00:09:48.000 --> 00:09:50.000]  你如果想呢
[00:09:50.000 --> 00:09:52.000]  你會不會覺得
[00:09:52.000 --> 00:09:54.000]  法老會聽這個
[00:09:54.000 --> 00:09:58.000]  先軟後硬的這種說法呢
[00:09:58.000 --> 00:09:59.000]  不會
[00:09:59.000 --> 00:10:02.000]  因為世上的君王他們不認識神的時候
[00:10:02.000 --> 00:10:05.000]  他們以為自己掌控一切的大權
[00:10:05.000 --> 00:10:08.000]  所以法老繼續說
[00:10:08.000 --> 00:10:10.000]  這是第二輪的對話
[00:10:10.000 --> 00:10:12.000]  他就說
[00:10:12.000 --> 00:10:13.000]  No way
[00:10:13.000 --> 00:10:15.000]  我不會聽你的
[00:10:15.000 --> 00:10:18.000]  你們這班人其實是懶惰的
[00:10:18.000 --> 00:10:20.000]  你們想曠工
[00:10:20.000 --> 00:10:22.000]  你們不想做事
[00:10:22.000 --> 00:10:23.000]  想走
[00:10:23.000 --> 00:10:25.000]  他說
[00:10:25.000 --> 00:10:28.000]  看這地以色人如今眾多
[00:10:28.000 --> 00:10:31.000]  你們竟叫他們竭下膽子
[00:10:31.000 --> 00:10:35.000]  所以他一點都沒有受影響
[00:10:35.000 --> 00:10:38.000]  他仍然堅持他的強硬手段
[00:10:38.000 --> 00:10:41.000]  頂尖這裡有一個問題
[00:10:41.000 --> 00:10:43.000]  摩西亞倫說
[00:10:43.000 --> 00:10:47.000]  讓我們走三天的路程去祭祀耶和華
[00:10:47.000 --> 00:10:49.000]  是不是意思說
[00:10:49.000 --> 00:10:51.000]  三天祭祀完神之後
[00:10:51.000 --> 00:10:53.000]  就回到埃及呢
[00:10:53.000 --> 00:10:55.000]  是不是這個意思呢
[00:10:55.000 --> 00:10:57.000]  是不是有一點蒙騙的感覺呢
[00:10:57.000 --> 00:10:59.000]  會不會呢
[00:10:59.000 --> 00:11:01.000]  我們現在經常說
[00:11:01.000 --> 00:11:05.000]  掩蓋著疫情
[00:11:05.000 --> 00:11:10.000]  他到底是不是有蒙騙的意圖呢
[00:11:10.000 --> 00:11:12.000]  其實不是
[00:11:12.000 --> 00:11:14.000]  走三天的路程的意思就是說
[00:11:14.000 --> 00:11:16.000]  我們會離開
[00:11:16.000 --> 00:11:20.000]  然後三天之後我們很可能去到西乃山
[00:11:20.000 --> 00:11:22.000]  去敬拜神
[00:11:22.000 --> 00:11:25.000]  敬拜神之後有沒有意思回來呢
[00:11:25.000 --> 00:11:28.000]  沒有
[00:11:28.000 --> 00:11:32.000]  所以這裡沒有什麼欺騙成份
[00:11:32.000 --> 00:11:35.000]  頂尖如果你看第五章到第九章
[00:11:35.000 --> 00:11:37.000]  最少有八次
[00:11:37.000 --> 00:11:42.000]  說到他們要離開埃及去侍奉神
[00:11:42.000 --> 00:11:43.000]  有八次
[00:11:43.000 --> 00:11:45.000]  如果你回去好好地查
[00:11:45.000 --> 00:11:47.000]  你就會發現他們離開埃及
[00:11:47.000 --> 00:11:49.000]  主要是祭祀神
[00:11:49.000 --> 00:11:52.000]  首節要侍奉神敬拜神
[00:11:52.000 --> 00:11:55.000]  這個也是我們活在地上
[00:11:55.000 --> 00:11:59.000]  我們應該有的基本目的
[00:11:59.000 --> 00:12:01.000]  頂尖這個第二輪對話
[00:12:01.000 --> 00:12:03.000]  都是不得要領
[00:12:03.000 --> 00:12:06.000]  Going nowhere
[00:12:06.000 --> 00:12:08.000]  如果你是摩西
[00:12:08.000 --> 00:12:09.000]  你是亞倫
[00:12:09.000 --> 00:12:11.000]  你從法老那裡出來
[00:12:11.000 --> 00:12:12.000]  你離開法老的時候
[00:12:12.000 --> 00:12:16.000]  你會不會覺得心靈很輕鬆呢
[00:12:16.000 --> 00:12:17.000]  不會
[00:12:17.000 --> 00:12:20.000]  你心靈裡面一定很沉重
[00:12:20.000 --> 00:12:23.000]  你會說為什麼會這樣呢
[00:12:23.000 --> 00:12:25.000]  為什麼我遵行神的心意
[00:12:25.000 --> 00:12:28.000]  是神叫我去見法老的
[00:12:28.000 --> 00:12:30.000]  為什麼神叫我進去見法老
[00:12:30.000 --> 00:12:32.000]  然後出來的時候
[00:12:32.000 --> 00:12:35.000]  反而情況會比以前更糟
[00:12:35.000 --> 00:12:38.000]  更慘呢
[00:12:38.000 --> 00:12:41.000]  為什麼我聽從神的吩咐
[00:12:41.000 --> 00:12:43.000]  忠於神的託付
[00:12:43.000 --> 00:12:46.000]  卻會遇到更大的困難
[00:12:46.000 --> 00:12:48.000]  大家如果看一會
[00:12:48.000 --> 00:12:49.000]  我們就會發現
[00:12:49.000 --> 00:12:53.000]  他們所遇到的困難是百上加近
[00:12:53.000 --> 00:12:55.000]  既然神是自有永有
[00:12:55.000 --> 00:12:56.000]  祂是大能的神
[00:12:56.000 --> 00:12:59.000]  為什麼祂不直接對付法老呢
[00:12:59.000 --> 00:13:01.000]  在那一刻就顯祂的神能
[00:13:01.000 --> 00:13:05.000]  然後讓法老挫祂的銳氣
[00:13:05.000 --> 00:13:09.000]  為什麼仍然讓祂得勢不饒人
[00:13:09.000 --> 00:13:13.000]  到底神是否仍然看顧他的百姓
[00:13:13.000 --> 00:13:16.000]  頂智媒我相信在遇到困難的時候
[00:13:16.000 --> 00:13:18.000]  大家都會問這些問題
[00:13:18.000 --> 00:13:20.000]  是不是
[00:13:20.000 --> 00:13:22.000]  很可能你現在都在問這個問題
[00:13:22.000 --> 00:13:26.000]  所以今天我們要回應這個問題
[00:13:26.000 --> 00:13:27.000]  這個問題是什麼呢
[00:13:27.000 --> 00:13:30.000]  就是到底我們忠於神的託付
[00:13:30.000 --> 00:13:35.000]  活在這個地上好好來侍奉和生活
[00:13:35.000 --> 00:13:38.000]  會不會就是平步青雲
[00:13:38.000 --> 00:13:40.000]  一切都花香償民呢
[00:13:40.000 --> 00:13:43.000]  如果我們遇到更大的困難的時候
[00:13:43.000 --> 00:13:46.000]  我們應該怎樣來回應呢
[00:13:46.000 --> 00:13:51.000]  有一次有個弟兄去上班
[00:13:51.000 --> 00:13:57.000]  老闆就叫他星期天加班
[00:13:57.000 --> 00:13:58.000]  他說不行
[00:13:58.000 --> 00:14:01.000]  星期天要去教堂
[00:14:01.000 --> 00:14:02.000]  一次
[00:14:02.000 --> 00:14:04.000]  兩次
[00:14:04.000 --> 00:14:05.000]  三次
[00:14:05.000 --> 00:14:06.000]  他都不肯
[00:14:06.000 --> 00:14:13.000]  老闆就炒油
[00:14:13.000 --> 00:14:18.000]  如果這個弟兄被炒油之後回家
[00:14:18.000 --> 00:14:20.000]  會不會有同樣的問題呢
[00:14:20.000 --> 00:14:23.000]  神啊我遵照祢的吩咐
[00:14:23.000 --> 00:14:26.000]  我持守我心裡的純正
[00:14:26.000 --> 00:14:29.000]  為什麼我會遇到更大的問題呢
[00:14:29.000 --> 00:14:33.000]  有一個做出入口生意的弟兄
[00:14:33.000 --> 00:14:36.000]  他和台灣做出入口
[00:14:36.000 --> 00:14:39.000]  他這個人誠誠實實
[00:14:39.000 --> 00:14:44.000]  不瞞稅也不會走後門
[00:14:44.000 --> 00:14:51.000]  他一直以來都是用正確的手段去做生意
[00:14:51.000 --> 00:14:58.000]  但是他就不夠他的同行奸商做得那麼好
[00:14:58.000 --> 00:15:01.000]  如果你是這個弟兄
[00:15:01.000 --> 00:15:06.000]  你持守神給你的原則去做生意
[00:15:06.000 --> 00:15:08.000]  做來做去都是這樣
[00:15:08.000 --> 00:15:11.000]  你會怎樣想呢
[00:15:11.000 --> 00:15:13.000]  是不是同樣有這樣的問題呢
[00:15:13.000 --> 00:15:17.000]  我們忠於神的託付
[00:15:17.000 --> 00:15:21.000]  而竟然得不到神的同在
[00:15:21.000 --> 00:15:26.000]  沒有明顯神賜福的明證
[00:15:26.000 --> 00:15:29.000]  你心裡會不會灰心呢
[00:15:29.000 --> 00:15:32.000]  我相信大家可能都聽過
[00:15:32.000 --> 00:15:34.000]  我或者其他熟悉的人
[00:15:34.000 --> 00:15:37.000]  說起我在德州
[00:15:37.000 --> 00:15:40.000]  我1992年的時候
[00:15:40.000 --> 00:15:46.000]  我們有一輛小型巴士載著15個青少年
[00:15:46.000 --> 00:15:50.000]  和其他的巴士一起去參加退休會
[00:15:50.000 --> 00:15:52.000]  但是其中一輛巴士
[00:15:52.000 --> 00:15:58.000]  在中途被一輛水泥攪換車攔腰撞
[00:15:58.000 --> 00:16:00.000]  拖了50呎
[00:16:00.000 --> 00:16:03.000]  最後死了5個
[00:16:03.000 --> 00:16:07.000]  5個離開了
[00:16:07.000 --> 00:16:11.000]  10個重傷或者輕傷
[00:16:11.000 --> 00:16:14.000]  當時我們都有這個問題
[00:16:14.000 --> 00:16:18.000]  我們這班人不是去賭場
[00:16:18.000 --> 00:16:20.000]  你說去賭場
[00:16:20.000 --> 00:16:23.000]  就說是神的管教
[00:16:23.000 --> 00:16:27.000]  我們去參加下令會
[00:16:27.000 --> 00:16:29.000]  去崇拜
[00:16:29.000 --> 00:16:35.000]  去在神的面前領受主理的話語
[00:16:35.000 --> 00:16:37.000]  忽然間遇到這樣的災難
[00:16:37.000 --> 00:16:42.000]  你覺得是不是心裡有很大的疑問呢
[00:16:42.000 --> 00:16:45.000]  現在中國遇到的疫情
[00:16:45.000 --> 00:16:52.000]  當然這個疫情橫掃在武漢這個城市
[00:16:52.000 --> 00:16:55.000]  但是大家要明白一件事
[00:16:55.000 --> 00:17:03.000]  我最近收到武漢的信徒發出來的公開的圖文
[00:17:03.000 --> 00:17:09.000]  也收到公開請我們為他們祈禱的事項
[00:17:09.000 --> 00:17:15.000]  我才體會到原來在這個城市裡有很多屬神的子民
[00:17:15.000 --> 00:17:20.000]  如果你是在那裡的基督徒
[00:17:20.000 --> 00:17:22.000]  你會怎麼想
[00:17:22.000 --> 00:17:26.000]  你會不會覺得神為什麼不保守我們
[00:17:26.000 --> 00:17:30.000]  在遍地遇到災難疫情的時候
[00:17:30.000 --> 00:17:33.000]  為什麼神不為了你的見證保守你的子民
[00:17:33.000 --> 00:17:36.000]  就不受這個災病影響呢
[00:17:36.000 --> 00:17:38.000]  就像詩篇91篇所說的
[00:17:38.000 --> 00:17:42.000]  神在瘟疫裡保守他的百姓
[00:17:42.000 --> 00:17:46.000]  我相信大家都會有很多這些問題
[00:17:46.000 --> 00:17:49.000]  這些問題歸納起來就是
[00:17:49.000 --> 00:17:53.000]  當我們遵照神的話語生活和侍奉的時候
[00:17:53.000 --> 00:17:55.000]  不單單得不到神的童功
[00:17:55.000 --> 00:17:58.000]  反而陷入更大的困境裡
[00:17:58.000 --> 00:18:00.000]  我們怎麼辦呢
[00:18:00.000 --> 00:18:05.000]  很多的苦不是我們去找回來的
[00:18:05.000 --> 00:18:08.000]  這些苦難不是我們找回來的
[00:18:08.000 --> 00:18:11.000]  當然我不鼓勵你們去找苦來生
[00:18:11.000 --> 00:18:14.000]  馬丁路德說過一句話
[00:18:14.000 --> 00:18:17.000]  他說我們不用去找十字架
[00:18:17.000 --> 00:18:20.000]  十字架自然會找到上門
[00:18:20.000 --> 00:18:22.000]  十字架會找到我們
[00:18:22.000 --> 00:18:25.000]  當十字架找到我們的時候
[00:18:25.000 --> 00:18:27.000]  我們怎麼辦呢
[00:18:27.000 --> 00:18:30.000]  我們就背十字架
[00:18:30.000 --> 00:18:32.000]  但有些人背得很辛苦
[00:18:32.000 --> 00:18:37.000]  一邊背一邊在那裡伸淫
[00:18:37.000 --> 00:18:44.000]  摩西他現在所遇到的問題是剛剛開始
[00:18:44.000 --> 00:18:48.000]  我今天的主題是什麼呢
[00:18:48.000 --> 00:18:51.000]  大家可能會有些竅口
[00:18:51.000 --> 00:18:57.000]  受困、甚困,誰能解困呢
[00:18:57.000 --> 00:18:59.000]  所以我的分段很簡單
[00:18:59.000 --> 00:19:02.000]  第一段就是受困
[00:19:02.000 --> 00:19:05.000]  第二段就是甚困
[00:19:05.000 --> 00:19:09.000]  第三段就是誰能解困
[00:19:09.000 --> 00:19:12.000]  我們現在進入第二個大段落
[00:19:12.000 --> 00:19:15.000]  就是甚困
[00:19:15.000 --> 00:19:19.000]  在這一段我會講得快一點
[00:19:19.000 --> 00:19:24.000]  這一段其實是在說摩西亞倫出來之後
[00:19:24.000 --> 00:19:28.000]  那天法老就吩咐他的督公
[00:19:28.000 --> 00:19:30.000]  叫那些以色列民
[00:19:30.000 --> 00:19:37.000]  你們不要讓他們照常去草造磚
[00:19:37.000 --> 00:19:39.000]  要他們自己去撿
[00:19:39.000 --> 00:19:42.000]  第八段
[00:19:42.000 --> 00:19:44.000]  他們數來造磚的數目
[00:19:44.000 --> 00:19:46.000]  仍夠向他們要
[00:19:46.000 --> 00:19:48.000]  一點不可以減少
[00:19:48.000 --> 00:19:49.000]  意思是什麼呢
[00:19:49.000 --> 00:19:51.000]  草就不給了
[00:19:51.000 --> 00:19:53.000]  以前給了你草
[00:19:53.000 --> 00:19:55.000]  你就省了點時間去撿草
[00:19:55.000 --> 00:19:58.000]  你就有足夠時間去交貨
[00:19:58.000 --> 00:20:01.000]  交貨的數量是這麼多
[00:20:01.000 --> 00:20:04.000]  以前有足夠的時間去交貨
[00:20:04.000 --> 00:20:08.000]  現在就要分點時間去撿草
[00:20:08.000 --> 00:20:13.000]  你知道以前造磚需要有些草在裏面
[00:20:13.000 --> 00:20:15.000]  而造了些草在裏面
[00:20:15.000 --> 00:20:18.000]  那些磚造了去燒
[00:20:18.000 --> 00:20:20.000]  那些磚比較硬朗一點
[00:20:20.000 --> 00:20:22.000]  就不會那麼容易碎
[00:20:22.000 --> 00:20:26.000]  現在在埃及一些考古發現
[00:20:26.000 --> 00:20:29.000]  有一次在埃及發現一幢牆
[00:20:29.000 --> 00:20:34.000]  下面的磚和草很整齊
[00:20:34.000 --> 00:20:36.000]  再上去一點
[00:20:36.000 --> 00:20:37.000]  草就少了一點
[00:20:37.000 --> 00:20:38.000]  再上去
[00:20:38.000 --> 00:20:40.000]  那些磚就沒有草了
[00:20:40.000 --> 00:20:45.000]  真的發現到這樣的磚牆
[00:20:45.000 --> 00:20:49.000]  而當摩西亞倫進去之後
[00:20:49.000 --> 00:20:50.000]  出來的時候
[00:20:50.000 --> 00:20:52.000]  情況沒有更好
[00:20:52.000 --> 00:20:55.000]  更慘
[00:20:55.000 --> 00:20:58.000]  一點工都不可以減少
[00:20:58.000 --> 00:21:01.000]  這個叫做又要馬而好
[00:21:01.000 --> 00:21:04.000]  又要馬而不吃草
[00:21:04.000 --> 00:21:06.000]  草就不給了
[00:21:06.000 --> 00:21:08.000]  你功夫就照交
[00:21:08.000 --> 00:21:13.000]  這個就是拿大家來搞
[00:21:13.000 --> 00:21:15.000]  好像現在有些老闆
[00:21:15.000 --> 00:21:16.000]  Drive you crazy
[00:21:16.000 --> 00:21:17.000]  要你OT
[00:21:17.000 --> 00:21:19.000]  Drive you up the wall
[00:21:19.000 --> 00:21:22.000]  然後薪水又極其不人道
[00:21:22.000 --> 00:21:23.000]  很低賤
[00:21:23.000 --> 00:21:28.000]  這些就像當時的法老一樣
[00:21:28.000 --> 00:21:36.000]  而這班法老的督工就責打官長
[00:21:36.000 --> 00:21:38.000]  第一就是沒有草做磚
[00:21:38.000 --> 00:21:40.000]  第二那些官長
[00:21:40.000 --> 00:21:44.000]  即是那些以色列民的頭
[00:21:44.000 --> 00:21:47.000]  在那裡管自己的下屬
[00:21:47.000 --> 00:21:51.000]  那些官長都被責打
[00:21:51.000 --> 00:21:55.000]  要他們交數
[00:21:55.000 --> 00:21:56.000]  第三是什麼呢
