
[00:00:00.000 --> 00:00:05.320]  很高興這個週末在San Diego
[00:01:34.120 --> 00:01:40.120]  管家就有全權來管理他家庭裏面的大小的事
[00:01:40.120 --> 00:01:44.120]  別人就向他的主人告這個管家
[00:01:44.120 --> 00:01:49.120]  說這個管家浪費主人的財物
[00:01:49.120 --> 00:01:51.120]  主人就叫這個管家來
[00:01:51.120 --> 00:01:53.120]  主人對他說
[00:01:53.120 --> 00:01:57.120]  我聽見你做事是怎樣呢
[00:01:57.120 --> 00:01:59.120]  你這時是怎樣呢
[00:01:59.120 --> 00:02:01.120]  把你所經營的
[00:02:01.120 --> 00:02:04.120]  經管的你要交代明白
[00:02:04.120 --> 00:02:08.120]  因為你不能夠再做我的管家
[00:02:08.120 --> 00:02:10.120]  主人將他辭退
[00:02:10.120 --> 00:02:13.120]  因為他浪費主人的財物
[00:02:13.120 --> 00:02:16.120]  所以主人就不要他再服務了
[00:02:16.120 --> 00:02:21.120]  管家心裏想主人辭退他
[00:02:21.120 --> 00:02:23.120]  不要他再做管家
[00:02:23.120 --> 00:02:25.120]  將來做甚麼好呢
[00:02:25.120 --> 00:02:28.120]  他想要去鋼田
[00:02:28.120 --> 00:02:30.120]  他又沒有力氣
[00:02:30.120 --> 00:02:33.120]  他想要去肚飯行乞
[00:02:33.120 --> 00:02:35.120]  他又害怕
[00:02:35.120 --> 00:02:37.120]  他知道怎樣行
[00:02:37.120 --> 00:02:39.120]  管家就想到辦法
[00:02:39.120 --> 00:02:43.120]  他叫人在他不做管家之後
[00:02:43.120 --> 00:02:46.120]  接我去他家裏
[00:02:46.120 --> 00:02:51.120]  於是他就向主人求情
[00:02:51.120 --> 00:02:55.120]  他就將主人的債
[00:02:55.120 --> 00:02:57.120]  一個個叫來
[00:02:57.120 --> 00:02:59.120]  開頭一個就說
[00:02:59.120 --> 00:03:01.120]  你欠我主人多少錢呢
[00:03:01.120 --> 00:03:03.120]  債就說一百流
[00:03:03.120 --> 00:03:07.120]  每一籮大概是五十斤油
[00:03:07.120 --> 00:03:09.120]  管家就說
[00:03:09.120 --> 00:03:11.120]  拿你的獎勵減半
[00:03:11.120 --> 00:03:16.120]  他就說你只欠主人五十
[00:03:16.120 --> 00:03:19.120]  然後他又叫另一個債仔來
[00:03:19.120 --> 00:03:21.120]  他問這個債仔你欠多少呢
[00:03:21.120 --> 00:03:24.120]  他說我欠一百石的墨紙
[00:03:24.120 --> 00:03:26.120]  管家就說拿你的獎勵
[00:03:26.120 --> 00:03:30.120]  下個八節寫八十
[00:03:30.120 --> 00:03:33.120]  第八節主人知道這件事之後
[00:03:33.120 --> 00:03:39.120]  主人就誇獎這個不義的管家
[00:03:39.120 --> 00:03:41.120]  說他做事聰明
[00:03:41.120 --> 00:03:45.120]  因為今世之子在世事之上
[00:03:45.120 --> 00:03:49.120]  比光明之子更加聰明
[00:03:49.120 --> 00:03:51.120]  主人讚賞他
[00:03:51.120 --> 00:03:53.120]  第九節
[00:03:53.120 --> 00:03:55.120]  我告訴你們
[00:03:55.120 --> 00:03:56.120]  如耶穌說的
[00:03:56.120 --> 00:04:00.120]  我告訴你們要藉著那些不義的錢財
[00:04:00.120 --> 00:04:02.120]  結交朋友
[00:04:02.120 --> 00:04:04.120]  到了錢財沒用的時候
[00:04:04.120 --> 00:04:10.120]  他們就可以接你到永存的帳幕裏面
[00:04:10.120 --> 00:04:14.120]  這個比喻有兩個很奇怪的地方
[00:04:14.120 --> 00:04:18.120]  第一個地方就是耶穌基督說的比喻
[00:04:18.120 --> 00:04:21.120]  通常當然有正面的人物
[00:04:21.120 --> 00:04:23.120]  當然有反面的人物
[00:04:23.120 --> 00:04:27.120]  聖經裏面說到管家的比喻的時候
[00:04:27.120 --> 00:04:32.120]  那個主人通常是代表上帝
[00:04:32.120 --> 00:04:34.120]  有不同的管家
[00:04:34.120 --> 00:04:36.120]  有好的有不好的
[00:04:36.120 --> 00:04:39.120]  但那個主人都是正面的
[00:04:39.120 --> 00:04:41.120]  每一個比喻裏面都有正面的人物
[00:04:41.120 --> 00:04:43.120]  有反面的人物
[00:04:43.120 --> 00:04:47.120]  但這個比喻奇怪的地方裏面沒有好人
[00:04:47.120 --> 00:04:49.120]  一個都沒有
[00:04:49.120 --> 00:04:52.120]  幾個主人都不是好人
[00:04:52.120 --> 00:04:54.120]  第一個那個主人好不好呢
[00:04:54.120 --> 00:04:58.120]  那個主人我叫他做一個糊塗的主人
[00:04:58.120 --> 00:05:02.120]  首先請了一個失職的管家
[00:05:02.120 --> 00:05:04.120]  他不是很有眼光
[00:05:04.120 --> 00:05:08.120]  他不知道發生了什麼事
[00:05:08.120 --> 00:05:10.120]  他自己家裏發生的事
[00:05:10.120 --> 00:05:14.120]  都要別人告訴他這個管家不行
[00:05:14.120 --> 00:05:18.120]  然後他才來採取行動
[00:05:18.120 --> 00:05:21.120]  他採取行動又很奇怪
[00:05:21.120 --> 00:05:23.120]  我們有做過管理商業的
[00:05:23.120 --> 00:05:26.120]  我們知道如果有人偷東西
[00:05:26.120 --> 00:05:28.120]  有人失職
[00:05:28.120 --> 00:05:30.120]  你解僱他
[00:05:30.120 --> 00:05:32.120]  你就要他立即離開
[00:05:32.120 --> 00:05:35.120]  而且找保安帶他出去
[00:05:35.120 --> 00:05:37.120]  不讓他留在這裏
[00:05:37.120 --> 00:05:41.120]  這個主人去到這個管家的時候
[00:05:41.120 --> 00:05:44.120]  是留他在這裏的
[00:05:44.120 --> 00:05:47.120]  即是說我不能夠用你做管家
[00:05:47.120 --> 00:05:50.120]  不過你就可以後天才走
[00:05:50.120 --> 00:05:51.120]  下星期才走
[00:05:51.120 --> 00:05:53.120]  你先處理好東西
[00:05:53.120 --> 00:05:55.120]  結帳再走
[00:05:55.120 --> 00:05:57.120]  很少這樣的
[00:05:57.120 --> 00:06:00.120]  這個主人做事有點糊塗
[00:06:00.120 --> 00:06:04.120]  既然這個主人這個管家
[00:06:04.120 --> 00:06:07.120]  是這麼不忠不義
[00:06:07.120 --> 00:06:09.120]  你為什麼不叫他立即走呢
[00:06:09.120 --> 00:06:11.120]  反而還讓他留在這裏
[00:06:11.120 --> 00:06:13.120]  有個機會來幫你
[00:06:13.120 --> 00:06:16.120]  減你的債和賭米
[00:06:16.120 --> 00:06:20.120]  這個主人做這些事很奇怪
[00:06:20.120 --> 00:06:22.120]  還有奇怪的就是
[00:06:22.120 --> 00:06:25.120]  當他知道這個管家
[00:06:25.120 --> 00:06:28.120]  在這裏幫他賭米的時候
[00:06:28.120 --> 00:06:30.120]  他反而還稱讚他
[00:06:30.120 --> 00:06:31.120]  沒有罵他
[00:06:31.120 --> 00:06:33.120]  反而讚他
[00:06:33.120 --> 00:06:34.120]  這個很奇怪
[00:06:34.120 --> 00:06:39.120]  這個主人似乎是一個相當糊塗的主人
[00:06:39.120 --> 00:06:42.120]  當然這個管家是甚麼呢
[00:06:42.120 --> 00:06:46.120]  所以在這裏叫做不義的管家
[00:06:46.120 --> 00:06:48.120]  不義即是不忠
[00:06:48.120 --> 00:06:50.120]  不忠於他的主人
[00:06:50.120 --> 00:06:53.120]  他也是一個奸詐的人
[00:06:53.120 --> 00:06:55.120]  他在這裏出狡猾
[00:06:55.120 --> 00:06:59.120]  在這裏幫主人減債
[00:06:59.120 --> 00:07:01.120]  不是為了主人
[00:07:01.120 --> 00:07:02.120]  是為了自己
[00:07:02.120 --> 00:07:04.120]  這是一個很不忠
[00:07:04.120 --> 00:07:08.120]  很奸詐的一個管家
[00:07:08.120 --> 00:07:12.120]  而且那班債仔
[00:07:12.120 --> 00:07:13.120]  這裏說兩個債仔
[00:07:13.120 --> 00:07:14.120]  債仔是不是好人呢
[00:07:14.120 --> 00:07:16.120]  債仔也不是好人
[00:07:16.120 --> 00:07:17.120]  我真的不放心
[00:07:17.120 --> 00:07:19.120]  如果你欠一個人錢
[00:07:19.120 --> 00:07:21.120]  他的僕人告訴你
[00:07:21.120 --> 00:07:22.120]  你寫一半吧
[00:07:22.120 --> 00:07:24.120]  寫八成吧
[00:07:24.120 --> 00:07:25.120]  你有些正義感的
[00:07:25.120 --> 00:07:27.120]  你都說這樣不行的
[00:07:27.120 --> 00:07:29.120]  我真的欠那個主人那麼多錢
[00:07:29.120 --> 00:07:33.120]  我一定要按著我們那個合約
[00:07:33.120 --> 00:07:35.120]  來辦事
[00:07:35.120 --> 00:07:39.120]  但沒有說到這些欠債的人
[00:07:39.120 --> 00:07:41.120]  又說我不想這樣做
[00:07:41.120 --> 00:07:42.120]  我要誠實
[00:07:42.120 --> 00:07:43.120]  我是欠那麼多錢
[00:07:43.120 --> 00:07:45.120]  我就要還那麼多錢
[00:07:45.120 --> 00:07:47.120]  似乎這裏沒有說到他們這樣
[00:07:47.120 --> 00:07:49.120]  我相信這班欠債的人
[00:07:49.120 --> 00:07:50.120]  就很開心
[00:07:50.120 --> 00:07:52.120]  馬上寫
[00:07:52.120 --> 00:07:54.120]  馬上寫
[00:07:54.120 --> 00:07:57.120]  所以這個比喻裏面有沒有好人呢
[00:07:57.120 --> 00:07:59.120]  似乎見不到有好人
[00:07:59.120 --> 00:08:01.120]  很奇怪
[00:08:01.120 --> 00:08:04.120]  全部那些裏面的人物
[00:08:04.120 --> 00:08:07.120]  都好像是負面的
[00:08:07.120 --> 00:08:09.120]  第二樣奇怪的
[00:08:09.120 --> 00:08:12.120]  就是耶穌說這個比喻說到尾的時候
[00:08:12.120 --> 00:08:15.120]  他不是罵這個管家不忠不義
[00:08:15.120 --> 00:08:17.120]  竟然叫他做不義的管家
[00:08:17.120 --> 00:08:19.120]  為什麼不是罵他呢
[00:08:19.120 --> 00:08:23.120]  耶穌還稱那個管家為不義的管家
[00:08:23.120 --> 00:08:25.120]  又稱他為今世之子
[00:08:25.120 --> 00:08:28.120]  今世之子或者我們廣東話叫世界仔
[00:08:28.120 --> 00:08:34.120]  即是你在這裏出了這樣的伎倆
[00:08:34.120 --> 00:08:37.120]  耶穌稱那個管家為不義的管家
[00:08:37.120 --> 00:08:39.120]  今世之子
[00:08:39.120 --> 00:08:41.120]  但是耶穌的口是稱讚他
[00:08:41.120 --> 00:08:43.120]  耶穌稱讚他什麼呢
[00:08:43.120 --> 00:08:45.120]  耶穌稱讚他做事聰明
[00:08:45.120 --> 00:08:48.120]  第八節說這個管家聰明
[00:08:48.120 --> 00:08:50.120]  做事聰明
[00:08:50.120 --> 00:08:52.120]  不單止說做事聰明
[00:08:52.120 --> 00:08:54.120]  還加多一句是更加聰明
[00:08:54.120 --> 00:08:56.120]  兩次在一節裏面
[00:08:56.120 --> 00:08:58.120]  第八節稱呼他
[00:08:58.120 --> 00:09:00.120]  稱讚他做聰明
[00:09:00.120 --> 00:09:02.120]  請問大家聰明在哪裏呢
[00:09:02.120 --> 00:09:04.120]  管家聰明在哪裏呢
[00:09:04.120 --> 00:09:07.120]  我們看看第四節
[00:09:07.120 --> 00:09:09.120]  管家心裏面說
[00:09:09.120 --> 00:09:11.120]  主人叫他走
[00:09:11.120 --> 00:09:12.120]  叫他走
[00:09:12.120 --> 00:09:14.120]  他心裏面就想
[00:09:14.120 --> 00:09:18.120]  主人恃我不用我再作管家
[00:09:18.120 --> 00:09:20.120]  我將來做什麼好呢
[00:09:20.120 --> 00:09:22.120]  如果我要耕地
[00:09:22.120 --> 00:09:24.120]  我又沒力
[00:09:24.120 --> 00:09:26.120]  如果要去忽食
[00:09:26.120 --> 00:09:28.120]  我又沒面子
[00:09:28.120 --> 00:09:29.120]  害羞
[00:09:29.120 --> 00:09:31.120]  然後他想
[00:09:31.120 --> 00:09:32.120]  他有個計劃
[00:09:32.120 --> 00:09:34.120]  我知道怎樣做
[00:09:34.120 --> 00:09:37.120]  叫我離開這份職的時候
[00:09:37.120 --> 00:09:40.120]  我就可以有人
[00:09:40.120 --> 00:09:42.120]  會多謝我
[00:09:42.120 --> 00:09:44.120]  將我接到他家裏
[00:09:44.120 --> 00:09:46.120]  管家聰明在哪裏呢
[00:09:46.120 --> 00:09:48.120]  似乎聰明第一
[00:09:48.120 --> 00:09:54.120]  他先衡量整個形勢
[00:09:54.120 --> 00:09:56.120]  很多人發生什麼事
[00:09:56.120 --> 00:09:59.120]  他都是糊塗塗
[00:09:59.120 --> 00:10:02.120]  但這個管家馬上想到
[00:10:02.120 --> 00:10:04.120]  如果我主人
[00:10:04.120 --> 00:10:06.120]  我離開這個主人的時候
[00:10:06.120 --> 00:10:08.120]  我的生活怎樣呢
[00:10:08.120 --> 00:10:10.120]  因為管家是住在主人那裏
[00:10:10.120 --> 00:10:12.120]  幫主人管理一切所有的
[00:10:12.120 --> 00:10:14.120]  有地方住
[00:10:14.120 --> 00:10:15.120]  有得食
[00:10:15.120 --> 00:10:16.120]  有薪酬
[00:10:16.120 --> 00:10:17.120]  樣樣的生活
[00:10:17.120 --> 00:10:19.120]  主人是照顧他
[00:10:19.120 --> 00:10:21.120]  現在沒得在這裏做了
[00:10:21.120 --> 00:10:23.120]  沒得在這裏做
[00:10:23.120 --> 00:10:25.120]  也沒那麼容易去別處做管家
[00:10:25.120 --> 00:10:29.120]  因為可能知道他犯錯
[00:10:29.120 --> 00:10:32.120]  他就在這裏想想將來
[00:10:32.120 --> 00:10:35.120]  他為將來著想
[00:10:35.120 --> 00:10:39.120]  這個應該是他聰明的一部份
[00:10:39.120 --> 00:10:42.120]  想到將來我怎樣過生活呢
[00:10:42.120 --> 00:10:46.120]  他也對自己有一個衡量
[00:10:46.120 --> 00:10:48.120]  很多人不自量
[00:10:48.120 --> 00:10:52.120]  不知道自己的弱點在哪裏
[00:10:52.120 --> 00:10:57.120]  管家當他在分析自己的情況的時候
[00:10:57.120 --> 00:11:00.120]  也很誠實地對自己說
[00:11:00.120 --> 00:11:02.120]  我去做操縱的工作
[00:11:02.120 --> 00:11:03.120]  我又沒力
[00:11:03.120 --> 00:11:05.120]  我如果要去乞討
[00:11:05.120 --> 00:11:06.120]  我又沒面子
[00:11:06.120 --> 00:11:09.120]  他很清楚自己的弱點在哪裏
[00:11:09.120 --> 00:11:11.120]  他自己做過分析
[00:11:11.120 --> 00:11:13.120]  他很明白周圍的形勢
[00:11:13.120 --> 00:11:15.120]  明白將來會發生的事
[00:11:15.120 --> 00:11:19.120]  也明白自己有些什麼是做不到的
[00:11:19.120 --> 00:11:22.120]  然後他想到一個辦法
[00:11:22.120 --> 00:11:25.120]  有些人很擔心
[00:11:25.120 --> 00:11:27.120]  但他想不到有什麼出路
[00:11:27.120 --> 00:11:31.120]  但這個管家他考慮了這些事之後
[00:11:31.120 --> 00:11:34.120]  他想到一個辦法
[00:11:34.120 --> 00:11:40.120]  這個辦法就是要令人多謝他
[00:11:40.120 --> 00:11:44.120]  他想到趁著他還在的時候
[00:11:44.120 --> 00:11:50.120]  用主人的資源為自己將來著想
[00:11:50.120 --> 00:11:52.120]  叫他不做管家之後
[00:11:52.120 --> 00:11:56.120]  這些人會接我們去他家裏
[00:11:56.120 --> 00:11:59.120]  耶穌繼續說
[00:11:59.120 --> 00:12:01.120]  我告訴你們
[00:12:01.120 --> 00:12:05.120]  藉著不義的錢財結交朋友
[00:12:05.120 --> 00:12:07.120]  然後到了錢財沒用的時候
[00:12:07.120 --> 00:12:10.120]  他們可以接你到永存的帳幕
[00:12:10.120 --> 00:12:15.120]  這是整個比喻最重要的中心
[00:12:15.120 --> 00:12:19.120]  第一樣特別的比喻就是沒有好人在裏面
[00:12:19.120 --> 00:12:21.120]  但我們也會奇怪
[00:12:21.120 --> 00:12:23.120]  耶穌說這個比喻
[00:12:23.120 --> 00:12:27.120]  你去稱讚這個奸詐的管家
[00:12:27.120 --> 00:12:31.120]  難道你是鼓勵我們也像這個管家一樣
[00:12:31.120 --> 00:12:33.120]  做奸詐的事嗎
[00:12:33.120 --> 00:12:35.120]  一定不會的 耶穌不會的
[00:12:35.120 --> 00:12:38.120]  我看到耶穌說這個比喻的中心
[00:12:38.120 --> 00:12:42.120]  不是用管家這個奸詐的手段
[00:12:42.120 --> 00:12:47.120]  來叫我們像他這樣騙主人
[00:12:47.120 --> 00:12:49.120]  不會的
[00:12:49.120 --> 00:12:53.120]  因為這個和耶穌其他的教導是相違背的
[00:12:53.120 --> 00:12:56.120]  所以耶穌在這裏說
[00:12:56.120 --> 00:12:59.120]  這個木人這個管家
[00:12:59.120 --> 00:13:02.120]  在這裏提出了兩樣東西
[00:13:02.120 --> 00:13:05.120]  似乎和錢財沒有什麼關係
[00:13:05.120 --> 00:13:07.120]  第一個是錢財沒用
[00:13:07.120 --> 00:13:11.120]  耶穌說錢財沒用的時候
[00:13:11.120 --> 00:13:15.120]  第二是永存的帳幕
[00:13:15.120 --> 00:13:18.120]  好像和上面的故事沒有什麼關係
[00:13:18.120 --> 00:13:25.120]  但其實這才是耶穌說這個比喻的中心
[00:13:25.120 --> 00:13:27.120]  告訴我們
[00:13:27.120 --> 00:13:30.120]  當我們看到將來的時候
[00:13:30.120 --> 00:13:36.120]  我們要知道地上的錢財有一天是沒用的
[00:13:36.120 --> 00:13:38.120]  你說錢財都沒用
[00:13:38.120 --> 00:13:40.120]  錢財有很多用途
[00:13:40.120 --> 00:13:43.120]  愈多愈善 愈多愈好
[00:13:43.120 --> 00:13:45.120]  但這裏耶穌說
[00:13:45.120 --> 00:13:47.120]  有一天錢財是沒用的
[00:13:47.120 --> 00:13:50.120]  而且耶穌這裏也說
[00:13:50.120 --> 00:13:54.120]  有一個叫永存的帳幕
[00:13:54.120 --> 00:13:56.120]  我們來看看這兩樣東西
[00:13:56.120 --> 00:13:59.120]  錢財沒用 永存的帳幕
[00:13:59.120 --> 00:14:01.120]  耶穌到底說什麼呢
[00:14:01.120 --> 00:14:03.120]  錢財什麼時候沒用呢
[00:14:03.120 --> 00:14:06.120]  帳幕永存的是什麼呢
[00:14:06.120 --> 00:14:09.120]  什麼時候錢財會沒用呢
[00:14:09.120 --> 00:14:12.120]  我們一生當中都在追求
[00:14:12.120 --> 00:14:15.120]  希望我們多點錢財
[00:14:15.120 --> 00:14:18.120]  這兩晚我們都說到怎樣儲蓄 怎樣投資
[00:14:18.120 --> 00:14:20.120]  投資有成果
[00:14:20.120 --> 00:14:22.120]  我們為將來做準備
[00:14:22.120 --> 00:14:24.120]  為退休做準備
[00:14:24.120 --> 00:14:28.120]  我們將我們在地上的資產 資財
[00:14:28.120 --> 00:14:31.120]  用一些辦法好處理
[00:14:31.120 --> 00:14:33.120]  能夠交給後人
[00:14:33.120 --> 00:14:36.120]  讓他們日後不會有麻煩
[00:14:36.120 --> 00:14:38.120]  不用給很多費用
[00:14:38.120 --> 00:14:40.120]  可以承受這些錢財
[00:14:40.120 --> 00:14:42.120]  錢財什麼時候都有用呢
[00:14:42.120 --> 00:14:44.120]  為什麼耶穌這裏說
[00:14:44.120 --> 00:14:46.120]  錢財會沒用呢
[00:14:46.120 --> 00:14:49.120]  我就想起有兩個時間
[00:14:49.120 --> 00:14:53.120]  錢財是會沒用的
[00:14:53.120 --> 00:14:55.120]  第一個時間是什麼呢
[00:14:55.120 --> 00:14:58.120]  第一個時間是當你人不在的時候
[00:14:58.120 --> 00:15:00.120]  你多少錢都沒用的了 是不是
[00:15:00.120 --> 00:15:02.120]  有沒有人見過
[00:15:02.120 --> 00:15:05.120]  送殯的行列後面有個窩來抬東西的呢
[00:15:05.120 --> 00:15:07.120]  永遠沒有的
[00:15:07.120 --> 00:15:11.120]  即是你今天你所珍惜的你的錢
[00:15:11.120 --> 00:15:15.120]  一直在堆積錢在投資的時候
[00:15:15.120 --> 00:15:19.120]  有一天這些東西對你和我完全沒用
[00:15:19.120 --> 00:15:23.120]  當你和我要離開這個世界的時候
[00:15:23.120 --> 00:15:26.120]  這些東西全部沒用
[00:15:26.120 --> 00:15:28.120]  對基督徒來說我們就知道
[00:15:28.120 --> 00:15:32.120]  可能將來有一個時間這些錢財對我們沒用
[00:15:32.120 --> 00:15:36.120]  這幾天我們都和弟兄在談將來
[00:15:36.120 --> 00:15:38.120]  在大災難
[00:15:38.120 --> 00:15:40.120]  教會時代過了之後
[00:15:40.120 --> 00:15:42.120]  大災難當中有個嫡基督出來
[00:15:42.120 --> 00:15:49.120]  嫡基督要放印記在所有人的手上或額上
[00:15:49.120 --> 00:15:54.120]  沒有這些印記的就不准做買賣
[00:15:54.120 --> 00:15:59.120]  買到東西的時候錢就沒用的了
[00:15:59.120 --> 00:16:04.120]  可能有一天這個社會會迫迫基督徒
[00:16:04.120 --> 00:16:08.120]  不接受嫡基督的印記的時候
[00:16:08.120 --> 00:16:12.120]  不能做買賣錢財對你沒用
[00:16:12.120 --> 00:16:15.120]  所以我們昨天說到那個時候
[00:16:15.120 --> 00:16:19.120]  大家在後院中菜養豬養雞
[00:16:19.120 --> 00:16:24.120]  自給自足或者是大家巴踏來交換
[00:16:24.120 --> 00:16:27.120]  這是將來有一段時期
[00:16:27.120 --> 00:16:31.120]  世界會進入一個大災難大混亂裏面
[00:16:31.120 --> 00:16:35.120]  嫡基督出來嫡基督是代表魔鬼的
[00:16:35.120 --> 00:16:39.120]  信徒在那個時候會受到迫迫
[00:16:39.120 --> 00:16:42.120]  在那個時候你有錢有信用卡都沒用
[00:16:42.120 --> 00:16:47.120]  因為社會不讓你和他做交易
[00:16:47.120 --> 00:16:51.120]  或者是耶穌基督回來的時候
[00:16:51.120 --> 00:16:53.120]  我們再不需要錢
[00:16:53.120 --> 00:16:58.120]  這些錢財將來有一個時期
[00:16:58.120 --> 00:17:02.120]  不論是我們進入災難當中
[00:17:02.120 --> 00:17:06.120]  主耶穌回來我們不再用地上的錢
[00:17:06.120 --> 00:17:09.120]  或者更加可能的就是
[00:17:09.120 --> 00:17:13.120]  你和我有一天面對生命的終結的時候
[00:17:13.120 --> 00:17:18.120]  那些錢財對我們來說再沒有什麼用
[00:17:18.120 --> 00:17:22.120]  耶穌也說到一個永存的帳幕
[00:17:22.120 --> 00:17:26.120]  帳幕是什麼呢?帳幕是我們居住的地方
[00:17:26.120 --> 00:17:31.120]  耶穌說到有些帳幕是暫時的
[00:17:31.120 --> 00:17:34.120]  只存一段時間
[00:17:34.120 --> 00:17:38.120]  但也有些帳幕是永遠存在的
[00:17:38.120 --> 00:17:40.120]  有一個地方是永遠在那裏住的
[00:17:40.120 --> 00:17:42.120]  今天你買了房子
[00:17:42.120 --> 00:17:44.120]  或者在那裏住了幾十年
[00:17:44.120 --> 00:17:47.120]  那張房契上寫著你的名字
[00:17:47.120 --> 00:17:49.120]  你做了信託
[00:17:49.120 --> 00:17:51.120]  你用信託人來擁有那間房子
[00:17:51.120 --> 00:17:55.120]  這間是我永遠的居所
[00:17:55.120 --> 00:17:56.120]  是不是呢?
[00:17:56.120 --> 00:17:58.120]  有一天你也要離開
[00:17:58.120 --> 00:17:59.120]  你也要搬走
[00:17:59.120 --> 00:18:01.120]  你不能再在那裏住了
[00:18:01.120 --> 00:18:03.120]  如果是三十年後五十年後
[00:18:03.120 --> 00:18:05.120]  我回到你的房子
[00:18:05.120 --> 00:18:07.120]  主人未必是你
[00:18:07.120 --> 00:18:08.120]  你不住在那裏
[00:18:08.120 --> 00:18:10.120]  這是一個暫時的帳幕
[00:18:10.120 --> 00:18:12.120]  然後耶穌在這裏提到
[00:18:12.120 --> 00:18:14.120]  永存的帳幕
[00:18:14.120 --> 00:18:16.120]  就是耶穌說帳幕有兩種
[00:18:16.120 --> 00:18:18.120]  一種是暫時的
[00:18:18.120 --> 00:18:20.120]  一種是永遠存在的
[00:18:20.120 --> 00:18:24.120]  那你是想暫時的帳幕
[00:18:24.120 --> 00:18:27.120]  安排來居住嗎?
[00:18:27.120 --> 00:18:30.120]  還是永存的帳幕
[00:18:30.120 --> 00:18:32.120]  來爭取
[00:18:32.120 --> 00:18:34.120]  你找到永存的帳幕
[00:18:34.120 --> 00:18:36.120]  你不用搬走
[00:18:36.120 --> 00:18:38.120]  這個永存的帳幕
[00:18:38.120 --> 00:18:39.120]  我們一會兒會看
[00:18:39.120 --> 00:18:43.120]  到底什麼是永存的帳幕呢?
[00:18:43.120 --> 00:18:45.120]  有什麼是永遠的呢?
[00:18:45.120 --> 00:18:46.120]  我們知道地上的東西
[00:18:46.120 --> 00:18:48.120]  幾十年就過去了
[00:18:48.120 --> 00:18:50.120]  有什麼是永存的呢?
[00:18:50.120 --> 00:18:54.120]  永存的只是一位永存在的真神
[00:18:54.120 --> 00:18:56.120]  祂是自有永有
[00:18:56.120 --> 00:18:58.120]  祂有永恆
[00:18:58.120 --> 00:19:00.120]  祂又要將這個永恆
[00:19:00.120 --> 00:19:02.120]  與你和我分享
[00:19:02.120 --> 00:19:04.120]  如果有一位永恆的真神
[00:19:04.120 --> 00:19:06.120]  但是祂說
[00:19:06.120 --> 00:19:08.120]  我不將永恆給人
[00:19:08.120 --> 00:19:10.120]  人好像動物一樣
[00:19:10.120 --> 00:19:12.120]  活了一段時間
[00:19:12.120 --> 00:19:14.120]  他死了就完了
[00:19:14.120 --> 00:19:16.120]  就像蠟燭吹了一樣
[00:19:16.120 --> 00:19:18.120]  那你和我都沒有永恆
[00:19:18.120 --> 00:19:20.120]  但是在聖經裏面
[00:19:20.120 --> 00:19:22.120]  當我們看到神做人的時候
[00:19:22.120 --> 00:19:24.120]  那個原來的目的
[00:19:24.120 --> 00:19:26.120]  是我們有永恆的
[00:19:26.120 --> 00:19:28.120]  我們是永存的
[00:19:28.120 --> 00:19:30.120]  我們永遠和神在一起
[00:19:30.120 --> 00:19:32.120]  我們是和神共享永恆的
[00:19:32.120 --> 00:19:34.120]  因為神做人的時候
[00:19:34.120 --> 00:19:36.120]  和做動物
[00:19:36.120 --> 00:19:38.120]  做植物是很不同的
